1.0585e-05-2.9973e-05i,0.0015116-0.0015899i,0.0025577-0.0022613i,0.0015984-0.0027495i,0.00070438-0.0029083i,0.00069294-0.0010242i,0.00080944+0.0010687i,0.0012115+0.0014602i,0.0016769+0.0008413i,0.0014246-0.00033318i,0.00055143-0.00063313i,-0.00045151-0.00054878i,-0.00036282-0.00069506i,0.00014541-0.0007608i,0.00036321-0.00053047i,0.00031143-0.00060826i,-0.00010396-0.00055304i,-0.00051343-0.0004034i,-0.0003312-2.7446e-05i,-0.0002639+0.00030829i,0.00024235-0.0001953i,0.00068978+1.3949e-05i,3.9546e-05+0.00017148i
-0.0012687-0.0012427i,-0.0019123-0.0016232i,-0.0010031-0.00068123i,0.0011523+0.0010735i,0.0027834+0.0013576i,0.0036968+0.00038948i,0.0033301-0.00087084i,0.0013119-0.0013946i,0.00011509-0.00027061i,-0.00010975+0.0013855i,-0.00041633+0.0017223i,-0.00041697-0.00031348i,-0.00069419-0.0016364i,-0.0012978-0.0014272i,-0.00078001-0.00027811i,-8.243e-05+0.0002221i,-0.00054308-0.00034316i,-0.00070841-0.00056677i,-0.00082618-0.00050298i,-0.00065382-0.0003841i,-0.00043993-0.00024724i,-0.00042095+8.6074e-05i,-0.00012034-0.00037876i
-0.00094595+0.00025037i,-0.0013287+0.00062914i,-0.0013795+0.00087556i,-0.00050243+0.0018365i,0.0011612+0.0020403i,0.002236+0.00088831i,0.0014437-0.0012513i,-0.00020515-0.0029758i,-0.00072806-0.0024447i,-0.00014465-0.00064865i,8.7208e-05-0.00045345i,-0.0010085-0.0010626i,-0.0020535-8.7433e-05i,-0.0022915+0.0014092i,-0.0020533+0.0017677i,-0.0013757+0.0011526i,-0.00022195-0.00019366i,0.00083822-0.0011245i,0.00069196-0.0014955i,0.00053377-0.001016i,0.00018581+0.00020732i,-0.00014445+0.00044604i,0.00022068-7.0015e-05i
0.0013884+0.0003141i,0.001826+0.00011817i,0.0017783-0.0002353i,0.0026402+0.00038624i,0.0029842+0.0019132i,0.0022302+0.00070318i,0.000227-0.00052491i,-0.0023256-0.00069555i,-0.0022807-0.00080298i,-0.0010613-0.00066998i,-0.00077532-0.00036631i,-0.00096583+0.00026533i,-0.00048204+0.0018842i,-5.8261e-05+0.0022972i,0.00035629+0.0011013i,0.00052429-0.00019848i,0.00079947-0.00065143i,0.00082527-0.00023667i,-1.989e-05-0.00041605i,-0.00040207-0.00018847i,-0.00018821+0.00034372i,-0.00012815+2.9073e-05i,-0.00059633+3.228e-05i
0.0013047-0.00034066i,0.0011849+0.00062362i,0.0017642+0.00032468i,0.0026062+0.0012565i,0.003741+0.0022028i,0.0036203+0.0017022i,0.0020095+0.0013579i,-0.00064622+0.001855i,-0.0025117+0.0013748i,-0.00089203+5.8906e-05i,0.00088435-0.00033871i,0.0016237+0.0005947i,0.0023904+0.0010614i,0.0019441-0.00010226i,0.00099773-0.00058605i,0.00043694-0.00027244i,0.00037711-0.00049602i,0.00034415-0.0011894i,0.000122-0.0013094i,-0.00011725-0.00043278i,-0.00017912-0.00033978i,0.00017085-0.00037694i,0.00031704-0.00037586i
-0.0015955+0.0019145i,-0.0017806+0.0010987i,-0.00096825+0.0011074i,0.00073112+0.0011598i,0.0023993+0.00013277i,0.0027443-0.00064926i,0.002033+3.4532e-05i,0.00039291+0.0021387i,-0.00058069+0.0036323i,-0.0005932+0.0029622i,-5.6059e-05+0.0011957i,0.0018045+0.00032914i,0.003102-0.0005665i,0.0021189-0.00129i,0.00056272-0.0011308i,-0.0001231-0.00075219i,-0.0010565-0.00042034i,-0.0018795-0.00093847i,-0.0018082-0.00082765i,-0.0019452-0.00019428i,-0.0010016-5.2535e-05i,0.00021771+0.00040923i,9.5389e-05+0.00060592i
-0.0006296-0.00087035i,-0.00074842-0.0003931i,-0.001046+0.00016748i,0.00075962+0.0011428i,0.0034818+0.0016504i,0.0042873+0.00088542i,0.0037251+6.069e-05i,0.0029762+0.00089513i,0.0026372+0.0016473i,0.0012433+0.0014922i,0.00032988+0.00067026i,0.00088498-0.00065826i,0.00097852-0.0019863i,-0.00027202-0.0021033i,-0.0012745-0.001194i,-0.00092922-0.00060264i,-0.0010258+4.8415e-05i,-0.0016284+4.586e-05i,-0.0016004+0.00034907i,-0.001333+0.001524i,-0.0010222+0.0015475i,-0.00025058+0.00042805i,0.00051685+1.5749e-05i
0.00066037+0.00031866i,0.0012548-0.00010033i,0.0027132+0.00081156i,0.0030886+0.0016157i,0.0029895+0.00034841i,0.0028068-0.0009321i,0.0018794-0.001732i,0.0016827-0.0028636i,0.0017004-0.0030058i,0.0017247-0.0019304i,0.00010729-0.0016133i,-0.0017117-0.0024179i,-0.0021985-0.0025778i,-0.0030876-0.0014558i,-0.002314-0.00036126i,-0.0011044-0.00051661i,-0.00066971-0.00070539i,-8.0095e-06+0.00017452i,-0.00025569+0.00049859i,-0.00032056+0.00036033i,-2.5676e-05+0.00071653i,-0.00049441-7.2504e-05i,-0.0011146-0.0010449i
-0.00020622-9.563e-05i,-0.0005573+1.3317e-05i,3.7806e-05+0.00017371i,0.0015957+0.0012265i,0.0030291+0.0016956i,0.0029168+0.00052482i,0.00095579-0.0013008i,-0.0010977-0.0034821i,-0.0016325-0.0050703i,-0.00099634-0.0044939i,3.0102e-05-0.003198i,0.00010619-0.0016377i,-0.0011556-0.00013994i,-0.0012981+0.0012481i,0.0001832+0.0017483i,0.0014877+0.0011476i,0.0014963+0.00041928i,0.0010685+0.00038354i,0.00084753-0.00027185i,0.00034038-0.00073567i,-0.00044873-0.00035281i,-0.00069247+0.00014079i,0.00010698+0.00022235i
0.00022408-0.00061135i,0.00010444-0.0011747i,-0.0004236-0.00064335i,7.7157e-05+0.0003429i,0.0018901+0.00084376i,0.001888+0.00011653i,-0.00065951-0.00087436i,-0.0039056-0.0010336i,-0.0054764-0.0013504i,-0.0040195-0.0010965i,-0.0019739-0.0001334i,-0.00096507+0.00068057i,-0.00030646+0.0019792i,0.00010689+0.0024226i,0.00042111+0.0017689i,0.00066259+0.00078943i,0.00082609-0.00024516i,0.00064345-0.00046188i,0.00036793-0.000343i,0.00038515-0.00055183i,0.00029576-0.00086767i,0.00060296-0.00016496i,0.00054502+0.00027322i
0.0010439+0.0013135i,0.0013489+0.0020314i,0.0020535+0.0022298i,0.0025097+0.0020447i,0.0029402+0.0010813i,0.0026507+0.0002339i,0.00094534+0.00083019i,-0.00071136+0.002609i,-0.0020893+0.0036825i,-0.0026794+0.0027712i,-0.0025154+0.0010231i,-0.000863+2.1533e-05i,0.0011911+1.0198e-05i,0.0016838+0.00010565i,0.0011481+0.00019093i,0.00052245-0.00017583i,-4.5144e-05-0.0010968i,-0.0010308-0.0018274i,-0.0019856-0.0019543i,-0.0019758-0.0016341i,-0.0015963-0.0010232i,-0.0013003-0.00037885i,-0.00074145+0.00038704i
0.00040933+0.0013474i,0.000505+0.00066449i,0.0020114+0.0016004i,0.0029813+0.002156i,0.0034392+0.00083306i,0.002744-0.00019762i,0.0012683+0.00049535i,0.0008594+0.0027484i,0.0018491+0.0047188i,0.002199+0.0043862i,0.001359+0.0025063i,0.0014854+0.00061776i,0.0019462-0.0013635i,0.00056061-0.0022202i,-0.00020214-0.0011667i,-5.7282e-05-0.00054154i,-0.00054799-0.00069918i,-0.001016-0.00032548i,-0.00042262+0.00037909i,-9.644e-05+0.00015111i,-0.00094088-0.00044028i,-0.00092535-0.00060708i,-0.00027532-0.00028943i
0.00011378-0.0010061i,0.00039848-0.0010041i,0.00055832-0.00055564i,0.0012494+0.00085459i,0.0028733+0.0013024i,0.0040844+0.00091727i,0.003306+0.0003359i,0.002867-0.00010275i,0.0033562-0.00019032i,0.0039626+3.1052e-05i,0.0032758+3.3834e-05i,0.0016107-0.00034846i,0.00034946-0.0011222i,-0.0009031-0.0011218i,-0.00058132-0.00032353i,-0.00035812+5.9728e-05i,-0.00047599+0.0004374i,0.00057036+0.0005446i,0.0010738+0.00077076i,0.00016627+0.00078858i,-0.00061497+0.00089418i,-0.0003352+0.00087432i,0.00030451+0.00037427i
0.00040282+0.00071899i,0.00055377+0.0015054i,-0.0001061+0.0017647i,0.0012295+0.0015565i,0.0026675+0.0012843i,0.003281+0.00077087i,0.0029608-0.00097393i,0.0026394-0.0029689i,0.0026281-0.0040318i,0.0019928-0.0034941i,0.001166-0.002181i,-0.00031276-0.0013984i,-0.0021622-0.00063244i,-0.0025229+0.00013911i,-0.0020825+0.00048523i,-0.0012754+0.00021624i,-0.00080459+0.00013251i,-0.00037958+0.00060162i,8.3888e-05+0.00061371i,5.1358e-05-5.7272e-06i,0.00043496+0.00093405i,0.0015495+0.0010333i,0.0022652-0.00019497i
-0.00051534-0.00043655i,-8.0198e-05-0.00062527i,0.00083661-0.00064692i,0.0021641+0.00039733i,0.0030065+0.00047794i,0.0031701-0.00032793i,0.0019791-0.0017584i,-0.00091238-0.0024182i,-0.0033991-0.0030869i,-0.0032867-0.0037359i,-0.0017604-0.0031717i,-0.0014208-0.0013028i,-0.0017648+0.00076547i,-0.00081524+0.0014913i,0.00050504+0.0016307i,0.00057164+0.0019241i,0.00015342+0.0012823i,0.00086701-0.00017839i,0.00062352-0.00077908i,-0.00029165-0.00046799i,-0.00059538-7.3104e-05i,-0.00095274+0.00088116i,-0.0012357+0.0013026i
-0.0014237-5.5508e-05i,-0.001497+8.3335e-05i,-0.00077993+0.000835i,0.00074186+0.0019606i,0.0021135+0.0026285i,0.0015271+0.0024405i,-0.00030427+0.0011083i,-0.0026048+0.00055335i,-0.0045888+0.0011537i,-0.0045219+0.0012749i,-0.0030791+0.0010043i,-0.0013503+0.0011201i,0.00045477+0.0019974i,0.0015832+0.0015143i,0.0016742+0.00035283i,0.001158-0.00032893i,-0.00024508-0.00049474i,-0.00099577-0.00011426i,-0.00021415-3.3571e-05i,-0.00038827+0.00048283i,-0.0011894-2.054e-05i,-0.00055649-0.00072794i,-0.0002814-0.00028772i
0.0012679-0.00042332i,0.00031512-0.00077187i,0.00096015-0.0010811i,0.002448-0.00057132i,0.0026759+0.00041932i,0.0018284+0.00088934i,0.00031021+0.0010169i,-0.00057347+0.0019635i,-0.00031687+0.0044244i,0.00035185+0.0049811i,-2.4734e-05+0.0029058i,7.8528e-05+0.0014094i,0.0010659+0.00085238i,0.00073916+0.00020837i,9.1063e-05-0.00049085i,0.00053498-0.00097221i,0.00064584-0.0006933i,8.3944e-05-0.0003572i,-0.00086002+0.00034034i,-0.0010205+0.0002761i,-0.00042604-4.8075e-05i,-0.00041385+1.4407e-05i,-0.00012616-0.00072493i
-0.0032866+0.0010788i,-0.0017911+0.00058982i,-0.00062182+0.0018409i,0.0016224+0.0027377i,0.0043485+0.0026992i,0.0050542+0.0015595i,0.0029298+0.00099755i,0.0010379+0.0012564i,0.0023868+0.0018729i,0.0038791+0.0026563i,0.002788+0.0025326i,0.0011915+0.0021349i,0.00010908+0.00075268i,-0.00039111-0.00050681i,-0.00055085+0.00016445i,-0.00050505+0.00047422i,-0.00024828-0.000273i,-0.00080609-0.00033042i,-0.0013889+9.2988e-05i,-0.0008635+0.00049869i,-0.00046865+0.0007114i,0.00033811+0.0015174i,0.0010117+0.0016755i
-0.00027714+0.0007342i,-0.00036166+0.00026567i,6.5537e-05+0.0013197i,0.001247+0.002646i,0.0017467+0.0020018i,0.002361+0.0018847i,0.0023477+0.00078443i,0.0021122-0.0009322i,0.0030155-0.0022669i,0.003718-0.0022932i,0.0028962-0.001498i,0.0015759-0.00148i,-6.0747e-05-0.0010192i,-0.00093478+0.00026491i,-0.00038229+0.00064793i,-0.00055704+3.9568e-05i,-0.0014838+0.00039856i,-0.00063101+0.0010263i,4.8506e-05+0.00049072i,0.00013012+0.00016465i,0.00049309+0.00072104i,0.00050583+0.00056626i,-0.00016882+0.00048154i
0.0024223-0.0012604i,0.0015128-0.0010743i,0.0014385-0.0028377i,0.0019144-0.0033538i,0.0019164-0.0013761i,0.0008938-0.00029796i,-0.00070219+4.5091e-05i,-0.0014096+2.838e-05i,-0.0020255-0.0024849i,-0.0020062-0.0049715i,-0.00073696-0.0035625i,0.00016167-0.0011263i,1.5768e-05+0.00015312i,-0.00072885+0.00038075i,-0.00047225+0.00039116i,0.00023496+0.00049972i,0.00050527+0.00023346i,0.00041092-0.00040775i,0.00014935-0.00044319i,0.0008697-0.00045701i,0.00064812-0.00058773i,-0.00011903-0.00070073i,-0.00052146-0.00056118i
0.0010485+0.0016721i,0.0022526+0.0018999i,0.0037265+0.0015572i,0.0044598+0.0020292i,0.0051719+0.0026712i,0.004652+0.0030963i,0.0029188+0.0022726i,-0.00019177+0.0020866i,-0.0031966+0.0021248i,-0.0043199+0.00079318i,-0.0030259-0.00040487i,-0.0012008-0.00077378i,-0.00043698-0.00012686i,-0.00044336+0.00018928i,-0.00061169-0.00028467i,-0.00026499-0.0011259i,-0.00028383-0.0013801i,-0.00041141-0.00096308i,-0.00017967-0.00079808i,0.00020758-0.00073606i,0.00035241-0.0010776i,0.00041248-0.0014795i,0.00070959-0.0013225i
-0.00033727+0.0021428i,-0.00096492+0.0030159i,-0.00047309+0.0044972i,0.0015397+0.0054346i,0.0031812+0.0037433i,0.003792+0.0014897i,0.0034624+0.00091934i,0.001877+0.0017244i,0.00033369+0.0028568i,-0.00021401+0.0036381i,-0.0003924+0.0028715i,-0.00065405+0.00081113i,-0.0004609-0.00022987i,0.00019023-0.00025654i,0.00062598-0.00037072i,0.00082131-0.00030218i,0.00042506-0.00075985i,-5.3432e-06-0.00066893i,-0.00013779-0.00056721i,-0.00040012-0.00078354i,-0.00036097-0.00010311i,-0.00024187+7.1208e-05i,1.6485e-05+0.00042483i
-0.0018044-0.00068606i,-0.0022029-0.0013157i,-0.0028853-0.0027207i,-0.0016996-0.0033382i,0.0012023-0.0031591i,0.0031355-0.0028826i,0.0030193-0.0028997i,0.002385-0.0018444i,0.002269+0.0006065i,0.0022861+0.0023164i,0.0022062+0.0026867i,0.001253+0.0017747i,-1.4404e-05+0.00044375i,-0.0003571+4.9115e-05i,-0.00030301+0.00042087i,2.8969e-05+0.00013696i,0.00079167-0.0003904i,0.00088306+0.00016998i,0.00025503+0.00031367i,-9.8636e-06-0.00011478i,-0.00015828-5.8277e-05i,-0.00078146+3.3298e-05i,-0.00079579+7.9207e-06i
0.00028737-0.0023666i,0.0032665-0.0024049i,0.0039263-0.0015663i,0.0031911-0.00045009i,0.0026921+0.00043255i,0.0026434+0.0001114i,0.0020773-0.0016486i,0.0010164-0.0036697i,0.0015332-0.0041019i,0.0025799-0.0032299i,0.0016018-0.001786i,6.9198e-05+7.8662e-05i,-0.0005124+0.00067221i,-0.00078843+0.00055302i,-0.0016303+0.00059705i,-0.0014996+0.00045682i,-0.00070976+0.00042338i,-0.00061894+0.00058112i,-0.00073805+0.00052399i,-0.00078743-0.00058024i,-0.0013899-0.0010394i,-0.0015369-0.00019171i,-0.00071386-0.00035896i
0.00031755+0.002742i,0.0002526+0.0033794i,0.00071639+0.0045198i,0.0013792+0.0055214i,0.0030139+0.0050629i,0.0025992+0.0034436i,-0.00084879+0.00069802i,-0.003695-0.0019089i,-0.0039654-0.0033803i,-0.0025171-0.0039512i,-0.00081723-0.0026688i,0.00016289-0.00067305i,0.00021938+0.00054584i,-0.00033293+0.00057884i,-0.00020811-0.00020906i,0.00014949-0.00067632i,0.00061245-0.00099306i,0.00072136-0.0012623i,0.00072852-0.001044i,0.00036517-0.00092241i,-0.00017748-0.00060609i,-9.8621e-05-0.00040503i,-0.00031692-0.00044988i
-0.0030998-0.00068633i,-0.0039352-0.001522i,-0.0047241-0.0017656i,-0.0023918+0.00041791i,0.001234+0.0033459i,0.0023181+0.0026685i,-0.00026225+0.0017908i,-0.0036029+0.0029611i,-0.0049135+0.0030868i,-0.0042128+0.00099494i,-0.0021131-0.00055031i,-0.00017161-0.00034742i,0.00031468+0.00017335i,0.00051723+0.00047644i,0.00088917+0.0001412i,0.00049989-0.00064827i,0.00021304-0.0012182i,0.00050702-0.001251i,0.0010284-0.001139i,0.00070742-0.0013802i,0.00019265-0.0010717i,0.00076757-0.00011119i,0.001008+0.00060338i
0.00097192+0.0013044i,0.00081035+0.0010918i,0.0030776+0.0011272i,0.005522+0.00077029i,0.0064941+0.00044017i,0.0063171+0.00027023i,0.0035123+0.0013624i,0.00049932+0.0045082i,-0.00041736+0.0063328i,-0.0002706+0.0053384i,-0.00017316+0.0035421i,0.00017085+0.0022717i,0.00080822+0.00086081i,0.00024518-0.00034426i,-0.00054366+0.00021155i,-8.7641e-05+0.0010282i,0.00046435+0.00055441i,0.00041969-0.00032254i,4.7899e-05+0.00025621i,-0.00029743+0.00029835i,-0.00050476-0.00027552i,-0.00044096-0.00076017i,-0.00046409-0.0012326i
0.00044934-8.2084e-05i,0.00096787+0.00071925i,0.0011107+0.0023392i,0.0015939+0.0029989i,0.0025747+0.0026683i,0.0031452+0.0024476i,0.0038406+0.0024431i,0.0044872+0.0025208i,0.0049181+0.0024549i,0.0038387+0.0027323i,0.0014654+0.0025057i,-0.00014937+0.00043469i,-0.0010419-0.00070227i,-0.0014604-0.00032049i,-0.00078956-0.00032768i,0.00024057-0.00037873i,0.00010133-8.6217e-05i,-0.0003838-0.00013334i,-0.0011243-0.00090855i,-0.002009-0.0010306i,-0.0014323-0.0004449i,-0.0006288-0.0004402i,-0.00059021-0.00047598i
0.00061947+0.00072725i,0.00066072+0.00019842i,0.00030179-0.0010299i,-0.00052231-0.00043632i,0.00052629+0.0006368i,0.00312+0.00071138i,0.0043308-0.0012342i,0.0048357-0.0036454i,0.0048046-0.0050329i,0.003831-0.0049828i,0.0031077-0.0037419i,0.0011961-0.00245i,-0.0011087-0.0014i,-0.001224+0.0005701i,-0.00017504+0.0014708i,0.00028702+0.00085134i,0.00023002+7.9004e-05i,0.00049117-0.0010223i,4.398e-05-0.001493i,-0.00033079-0.0008145i,0.00025926-0.0003747i,0.00076701+3.771e-05i,0.00021968-1.0456e-05i
0.0028826-0.000808i,0.0035605-0.00089903i,0.0055027-0.00023862i,0.0064516+0.00044459i,0.006285+0.0005267i,0.005556-0.00092122i,0.0027127-0.0044255i,-0.001479-0.007093i,-0.0032068-0.0079219i,-0.0014671-0.0069463i,-0.00010032-0.0050185i,-0.0005126-0.0021978i,-0.00095864+9.9896e-05i,-0.00030117+0.00052453i,0.00042874-7.0016e-05i,0.00035843-0.0014153i,0.00082228-0.001062i,0.0010161-0.00044095i,0.00053226-0.00064858i,-0.00019412+0.00044024i,-0.00028169+0.00091994i,0.00049109+0.00066966i,0.00030482+0.00094231i
0.0010148-0.0035157i,-0.00044499-0.0025048i,-0.0015743-0.0021752i,-0.00070288-0.00023999i,2.8221e-05+0.0018396i,-0.00049195+0.0012947i,-0.0022176+0.00011216i,-0.0060451-0.00039969i,-0.008448+0.00024479i,-0.0076597+0.00088316i,-0.0058639+0.00044416i,-0.0034763+0.00050567i,-0.0010673+0.0011356i,-0.0004515+0.00086709i,-0.00049096+0.00063309i,-0.00011203+0.00036554i,0.0005778-3.2472e-05i,0.00098004+0.0003335i,0.00016292+4.2321e-07i,-0.0013005-0.00076807i,-0.0015836-0.00061575i,-0.0011787-0.000371i,0.00012876-6.2495e-05i
0.00075266-0.0016838i,0.00029466-0.0024826i,-0.00050751-0.0024315i,-0.00044514-0.0011072i,0.00024487+0.00055031i,-0.00071286+0.0019527i,-0.0035878+0.0030357i,-0.0057404+0.0055821i,-0.0059195+0.0072203i,-0.0048822+0.0057523i,-0.0035724+0.0035307i,-0.0018486+0.0020555i,0.00032996+0.0011063i,0.0002484-0.00019284i,-0.0010445-0.0010778i,-0.00068489-0.00011881i,-8.341e-05-7.453e-05i,-0.00069175-0.0010417i,-0.0010687-0.0011494i,-0.00093496-0.00061387i,-0.00074078+7.1077e-05i,-0.00016794-8.0325e-06i,0.00032146-0.00061727i
-0.00062903+0.00051898i,1.3537e-05+0.0011951i,0.00085235+0.0017157i,0.0021918+0.0025716i,0.0041182+0.0028048i,0.0053801+0.0032519i,0.0043003+0.0038409i,0.0030018+0.0047506i,0.0040906+0.0055535i,0.0047344+0.0043915i,0.003297+0.0024598i,0.0016984+0.0010958i,0.0010368-0.00050092i,-0.0005205-0.0018616i,-0.0016942-0.0019443i,-0.0012548-0.00084644i,-0.00098252-0.00051765i,-0.00017838-0.00058621i,0.0004634-0.00071848i,0.00095492-0.00070617i,0.0012378-0.00034044i,0.00098429-0.00019726i,0.00084145-5.655e-05i
0.00044537+0.00094449i,0.00017844+0.0016337i,-0.00025196+0.0034518i,0.00087443+0.0040047i,0.0024694+0.0031491i,0.0035622+0.0019213i,0.0046178+0.0013746i,0.0055666+0.00050648i,0.0064966-0.00050112i,0.0057139-0.001329i,0.0029253-0.00078888i,0.0019142-4.0347e-05i,0.0013463-0.00063879i,-0.0010266+0.00028861i,-0.0022228+0.0012848i,-0.0014212+0.00030959i,-0.00018415-0.00065749i,0.00027849-0.00025929i,-0.00010656+0.00067029i,-0.00067385+0.00052469i,-0.0010973+0.00072207i,-0.00070938+0.00066847i,-0.00039696-0.00039194i
0.00075313-0.00093505i,0.0013854-0.0018645i,0.0015541-0.002216i,0.001368-0.0023871i,0.002124-0.0016428i,0.0032504-0.001245i,0.0040361-0.0019814i,0.0034479-0.0032809i,0.0012981-0.0054011i,-0.00047039-0.0065962i,1.1052e-05-0.0047077i,0.00090398-0.0019873i,-0.00019083-0.00031639i,-0.00086465+0.00049123i,-7.8358e-05+0.00064054i,0.00048644+1.5836e-05i,5.0417e-05-0.00082577i,-0.0010126-0.00075253i,-0.0011995+1.9924e-05i,-0.00067383-0.00018774i,-0.00077347-3.9302e-05i,-0.0010922+0.00060264i,-0.00044583-0.00014291i
0.0022858+0.0002137i,0.0039062-0.00029157i,0.004763-0.0001791i,0.0052895-3.0438e-06i,0.0046636-0.0011532i,0.0033077-0.0019805i,0.0012036-0.0037236i,-0.0027334-0.0053632i,-0.0059397-0.005109i,-0.0061086-0.0038877i,-0.0039531-0.003654i,-0.0024769-0.0026392i,-0.0019714-0.00083111i,-0.00072217-0.0005565i,0.00010508-0.00050435i,5.4965e-05-0.00078492i,-0.00019454-0.00081795i,-0.00045184-0.00061536i,-0.00055231-0.0012491i,-0.0002089-0.0017806i,0.00042947-0.001626i,0.00069481-0.0016202i,0.00036147-0.001173i
-0.0007869+0.0037811i,-0.0018596+0.0052863i,-0.0019099+0.0061388i,0.00046978+0.0057993i,0.0025436+0.0045927i,0.0027033+0.0023265i,0.0012387+0.00079468i,-0.0019458+0.00087131i,-0.0041562+0.0025733i,-0.0038086+0.0029891i,-0.0029036+0.0011054i,-0.0022379+9.872e-05i,-0.0004145+0.00064634i,0.0012286+0.00058126i,0.00053774-0.00057054i,-0.0007489-0.0013202i,-0.00074474-0.000702i,-0.00050454-0.00056272i,4.7686e-06-0.00068674i,0.00071267-0.00031431i,0.0013402-6.1169e-05i,0.0015081+0.0004247i,0.00073743+0.00018658i
0.00074674-0.00049047i,0.00011453+0.00024337i,0.00070955+0.00080167i,0.0016233+0.00079169i,0.0030191+0.0007308i,0.0029324+0.00018654i,-9.4186e-06-0.00014843i,-0.0017053+0.0025692i,-0.00035625+0.0060113i,0.00097154+0.0061053i,4.7098e-05+0.0047744i,-0.00096623+0.0029245i,0.00011293+0.0013584i,0.0010317+0.00062244i,0.0004508-0.00010136i,-0.00010526-0.00052761i,-9.4862e-05-0.00090648i,0.00038791-0.00094361i,9.6432e-05-0.00038883i,-0.00039314-0.0005964i,-0.0002584+2.085e-06i,-0.00047809+0.00094348i,-0.00055083+0.00064902i
0.0015311-0.00034624i,0.0021656-0.00040021i,0.0029288-0.00046156i,0.0030616-0.0013699i,0.0024447-0.0013017i,0.0019216-0.00034753i,0.0017156+0.00032057i,0.00097358+0.0016399i,0.0016462+0.0020861i,0.0033456+0.00026899i,0.0025291-0.0006335i,0.0014783+0.0001916i,0.00080484+0.00021301i,-0.00058323-0.00054387i,-0.0011249+7.3038e-05i,-0.00059673+0.00017524i,0.00072112-0.00029266i,0.00030022+0.00042031i,-0.0011917+0.0010367i,-0.0021721+0.00087038i,-0.0021048+0.00029187i,-0.0021663+0.00011501i,-0.0019244-0.00038179i
0.0016377+0.002126i,0.0013458+0.0024141i,0.00078837+0.0037261i,0.00079978+0.0039372i,0.001791+0.0023634i,0.0023176+0.00041594i,0.0021913-0.00026746i,0.0023121-0.0010868i,0.0023118-0.003001i,0.0016105-0.0042901i,0.0012383-0.003025i,0.0013452-0.0015733i,0.00072992-0.0013771i,-0.0004901-0.00062871i,-0.00064775+0.00063982i,-0.00042132+0.0010744i,-0.00092352+0.00044733i,-0.0017901+0.00022388i,-0.0019509+8.1368e-05i,-0.0012303-9.6312e-05i,-0.00083864-0.00067484i,-0.00099734-0.0010023i,-0.00021716-0.0010488i
-0.0022322-0.0031282i,-0.0017104-0.0031329i,-0.00056858-0.0028145i,0.00049163-0.00061056i,0.0011317+0.00093717i,0.0020577+0.00077365i,0.0012001-6.3393e-05i,-0.00047931-0.0020104i,-0.0020284-0.0036072i,-0.0037601-0.002894i,-0.0029892-0.0010761i,-0.0012049-0.00032298i,-0.00041221+3.6521e-05i,6.6848e-05+0.00089093i,0.00072838+0.00050097i,0.00086301-0.00038505i,-0.00027723-0.0010512i,-0.00064966-0.0015884i,-4.4494e-05-0.0010439i,0.00027745-0.00060961i,0.00078953-0.00044763i,0.0011661-0.00047255i,0.00090629-0.00020298i
-0.00050793-0.00059358i,-8.0466e-05-0.00053964i,-0.00076073+0.00034907i,-1.7851e-05+0.0010757i,0.0021697+0.0025093i,0.0037585+0.0043842i,0.0020309+0.0030621i,-0.0014025+0.0015326i,-0.0036332+0.0016971i,-0.0035469+0.0022827i,-0.002614+0.0024285i,-0.0019788+0.0015463i,-0.0020222+0.0013622i,-0.0014571+0.00095869i,-0.00029707+3.141e-06i,0.00062525-0.00010895i,0.0010717-0.00071409i,0.00030449-0.0010048i,-5.2231e-05-0.00036747i,0.00063959+0.00034101i,0.00015582+0.00054443i,-0.00019366+0.00016326i,9.2478e-05-3.4727e-05i
-0.0019299+0.001234i,-0.0020258+0.0015568i,-0.00065937+0.0027958i,0.0008735+0.0046295i,0.0037455+0.0058965i,0.0057457+0.0041423i,0.0039455+0.0012695i,0.00053051+0.00055839i,-0.00075755+0.0016901i,0.00025674+0.002282i,0.0010988+0.0011302i,0.00061724+0.00014612i,0.00013248-0.0003724i,8.4229e-05-0.00096983i,-0.00026505-0.001288i,0.00010457-0.0014142i,0.00082493-0.0005511i,2.4493e-05+0.00081292i,-0.00076448+0.00063208i,-0.00020126-0.0011708i,-2.2354e-05-0.0017196i,-0.0010905-0.0011934i,-0.001602-0.0011353i
0.00083154-0.00085669i,0.0010047-0.0018061i,0.00078867-0.0021625i,0.0017886-0.0012377i,0.0037964-0.00046927i,0.0045363-0.00055021i,0.0030948-0.00074157i,0.0022025-0.00047834i,0.0032038+0.00021811i,0.0037914-0.00012822i,0.0025454-0.0013705i,0.00099999-0.0013715i,0.00030441-0.00089315i,0.00027539-0.00025529i,0.00033437+0.000714i,-2.6815e-05-5.1812e-05i,-0.00041094-0.0013478i,-0.00079738-0.0014392i,-0.00079213-0.00093884i,-0.0010595-0.00058468i,-0.0013519-0.00040257i,-0.000596-0.0003715i,-0.00021775-0.00046362i
