-0.00080722-0.00088551i,0.00028662-0.001975i,1.7436e-05-0.00067822i,0.00039815+0.0004742i,0.0012168+0.0010335i,0.00098366+0.0010372i,0.00045054+0.00054339i,0.00093227+0.00041578i,0.0015604+0.00068879i,0.0017956+0.0010042i,0.0015633+0.00090259i,0.00056999-0.00021993i,-0.00025437-0.00055863i,-0.00059297-0.0004104i,-0.00064531-0.00014376i,-0.00016888+0.00010509i,-0.00026023-0.00057295i,-0.00041312-0.00027387i,9.9212e-05+0.00016198i,0.00031616+0.00021499i,-0.00013501-0.00033927i,-0.00040286-0.0010217i,-0.00030152-0.00082376i
1.033-0.007832i,0.98304-0.22314i,0.59782-0.25594i,0.30127-0.077157i,0.18824+0.063015i,0.078796+0.089154i,-0.015959+0.087084i,-0.024004+0.075087i,-0.0067457+0.052815i,-0.016932+0.037435i,-0.034326+0.035692i,-0.023294+0.036255i,0.0080204+0.015328i,0.029949-0.02561i,0.032194-0.060594i,0.018423-0.065576i,-0.0017947-0.042626i,-0.015487-0.018553i,-0.012761-0.0056533i,-0.0034689-0.0056046i,-0.0058405-0.015626i,-0.011114-0.020768i,-0.0069263-0.018798i
-0.53714+0.52537i,-0.43096+0.36434i,-0.19382+0.080544i,0.01089-0.023131i,0.14866-0.0014737i,0.1862-0.000682i,0.11038+0.0012636i,0.038553+0.024536i,0.022709+0.038089i,0.027322+0.045428i,0.032961+0.045989i,0.019861+0.029387i,-0.01767+0.015239i,-0.061296+0.024344i,-0.087373+0.050607i,-0.079389+0.068557i,-0.05059+0.064247i,-0.019778+0.047539i,0.00069718+0.027898i,0.0056625+0.016226i,0.0095127+0.020017i,0.011594+0.023804i,-0.0023836+0.020627i
-0.68041-0.68296i,-0.80199-0.29787i,-0.53235+0.026568i,-0.199-0.10283i,-0.097353-0.30553i,-0.10661-0.26057i,-0.06663-0.12635i,-0.018462-0.055669i,-0.0014153-0.051236i,0.0028746-0.067033i,0.013741-0.073676i,0.014419-0.065215i,0.010429-0.036199i,0.029289-0.0068914i,0.056751+0.0040349i,0.064965-0.0021961i,0.049925-0.014734i,0.019984-0.022084i,-0.0091465-0.023041i,-0.025477-0.024693i,-0.032668-0.025816i,-0.028338-0.014891i,-0.0080573+0.0030408i
0.96287+0.0028916i,0.82476-0.081194i,0.33575-0.044359i,-0.12589+0.067201i,-0.33123+0.12548i,-0.2672+0.13583i,-0.11157+0.11619i,-0.037307+0.069951i,-0.035449+0.046024i,-0.044447+0.031663i,-0.053011+0.017131i,-0.039317+0.0201i,-0.0063339+0.012977i,0.0072514-0.020876i,-0.0032988-0.05172i,-0.010356-0.056156i,-0.0041497-0.039891i,0.0053285-0.015497i,0.011632+0.007727i,0.015986+0.022264i,0.0236+0.024852i,0.027899+0.014817i,0.023916-0.0022658i
-0.34622+0.67616i,-0.049416+0.44859i,0.19334+0.17365i,0.30521+0.23503i,0.3854+0.34518i,0.33836+0.20908i,0.19522+0.032536i,0.087693-0.01725i,0.028512+0.0065604i,0.0096371+0.046099i,0.004897+0.057174i,-0.0064356+0.041348i,-0.013799+0.028367i,-0.024603+0.035948i,-0.031575+0.053619i,-0.025564+0.054254i,-0.013868+0.037371i,0.0010741+0.016339i,0.0084696+0.0035765i,0.012991+0.0029773i,0.021606-0.0029169i,0.01606-0.012481i,-0.0018955-0.0083961i
-0.51838-0.71518i,-0.61549-0.52711i,-0.43625-0.35686i,-0.20735-0.43579i,-0.10319-0.46458i,-0.06301-0.28675i,-0.028834-0.12634i,-0.0039538-0.074765i,0.013956-0.057057i,0.025244-0.040031i,0.03485-0.013857i,0.036749+0.0014096i,0.023013+0.0013953i,0.023094+0.0060955i,0.0374+0.010479i,0.03888+0.013386i,0.02696+0.013771i,0.0067727+0.0066419i,-0.0097742-0.00058044i,-0.016438-0.0062964i,-0.023195-0.0056734i,-0.022133+0.0043623i,-0.0099547+0.0087013i
0.81279+0.24137i,0.52648+0.23113i,0.076471+0.30355i,-0.1565+0.39007i,-0.164+0.31395i,-0.068088+0.1185i,-0.022863-0.0069525i,-0.039687+7.2997e-05i,-0.015196+0.019468i,0.0086725-0.020946i,0.0033469-0.051302i,0.0069806-0.040672i,0.0096295-0.018741i,0.0051741-0.0042072i,0.0039037+0.0054041i,0.0081324+0.015747i,0.013123+0.014724i,0.015072+0.0012513i,0.016644-0.0081506i,0.019615-0.012697i,0.021777-0.021236i,0.019154-0.029398i,0.011287-0.023626i
-0.32018+0.66749i,0.057304+0.65568i,0.40389+0.43181i,0.49557+0.17511i,0.36184-0.015297i,0.071855-0.1005i,-0.12576-0.046896i,-0.11814+0.036679i,-0.075451+0.053015i,-0.068933+0.047468i,-0.061401+0.038098i,-0.045049+0.017352i,-0.022712-0.011596i,-0.017934-0.049331i,-0.039571-0.076725i,-0.058022-0.081798i,-0.058499-0.072067i,-0.054666-0.050342i,-0.053359-0.016463i,-0.049972+0.020535i,-0.044137+0.046164i,-0.037797+0.049817i,-0.027977+0.033404i
-0.18312-1.1765i,-0.21033-1.2051i,-0.19909-0.96615i,-0.29261-0.61653i,-0.35209-0.19977i,-0.22249+0.13402i,-0.054456+0.21473i,0.030465+0.13121i,0.049715+0.064035i,0.044555+0.062921i,0.049522+0.074482i,0.050318+0.053374i,0.022879+0.02511i,-0.011097+0.027704i,-0.023559+0.049779i,-0.014023+0.053886i,-0.0042796+0.039613i,0.0004274+0.032178i,0.0169+0.025131i,0.042873+0.0084523i,0.065586-0.0064857i,0.069498-0.013799i,0.046183-0.013402i
0.31778+0.39296i,-0.15051+0.38507i,-0.41964+0.41789i,-0.11801+0.41275i,0.28968+0.21897i,0.41032-0.016202i,0.31918-0.10106i,0.18698-0.066982i,0.1156-0.023027i,0.096457-0.030997i,0.066106-0.05741i,0.021027-0.050334i,0.0042763-0.012144i,0.033965+0.021714i,0.075007+0.028572i,0.082681+0.026101i,0.061259+0.027645i,0.039466+0.016932i,0.018968-0.010738i,-0.0084453-0.037236i,-0.032856-0.049785i,-0.040809-0.042729i,-0.028536-0.021126i
-0.45369+0.79486i,0.073198+0.9655i,0.40964+0.67587i,0.17496+0.10619i,-0.21901-0.25132i,-0.35836-0.25489i,-0.24889-0.12622i,-0.11121-0.053482i,-0.061062-0.037564i,-0.045736-0.020865i,-0.020618-0.0087214i,-0.0056137-0.0026735i,-0.0093742-0.0087088i,-0.034981-0.040355i,-0.074606-0.058008i,-0.089625-0.039466i,-0.070176-0.016907i,-0.050684-0.00077123i,-0.050958+0.024855i,-0.051118+0.060342i,-0.032438+0.084128i,-0.0088172+0.078849i,-0.0025968+0.053306i
0.22644-1.1647i,0.15457-1.3748i,0.0056847-1.0735i,-0.15198-0.31043i,-0.17009+0.33318i,-0.081273+0.4243i,-0.070269+0.20844i,-0.10623+0.066884i,-0.1081+0.036019i,-0.092361+0.0303i,-0.073491+0.028293i,-0.040704+0.028867i,-0.013912+0.0321i,-0.0057443+0.059141i,0.014286+0.092982i,0.036376+0.08565i,0.029698+0.05136i,0.01821+0.025186i,0.031705+0.0047261i,0.052605-0.019787i,0.048946-0.03953i,0.030251-0.035869i,0.025653-0.015684i
0.20456+0.74769i,-0.2624+0.80886i,-0.4328+0.71742i,0.012889+0.36451i,0.41073-0.036829i,0.35687-0.10131i,0.20219+0.049924i,0.14209+0.13125i,0.13116+0.13782i,0.13176+0.10574i,0.094807+0.065958i,0.039266+0.046388i,0.01662+0.02487i,0.0294-0.016645i,0.036381-0.061134i,0.024367-0.065837i,0.019696-0.040997i,0.01164-0.025711i,-0.017559-0.013134i,-0.037997+0.0064241i,-0.027227+0.018749i,-0.0052126+0.011539i,0.0014935-0.0040226i
-0.33755+0.23148i,0.2047+0.37247i,0.41578+0.2765i,-0.03665+0.11154i,-0.39598+0.11572i,-0.22996+0.11275i,0.0019657-0.026756i,0.039179-0.13467i,0.026083-0.16822i,0.02667-0.18163i,0.023677-0.16998i,0.029031-0.13074i,0.024839-0.099752i,-0.023638-0.079645i,-0.07428-0.036655i,-0.067686+0.0051317i,-0.041491+0.0098606i,-0.041002+0.002598i,-0.046557+0.012744i,-0.032667+0.016549i,-0.0098436-0.011262i,-0.0070146-0.043611i,-0.014814-0.043861i
0.27528-0.9782i,0.014016-1.0448i,-0.028573-0.70334i,0.28542-0.1689i,0.54218+0.091139i,0.44563+0.005337i,0.18782-0.049501i,0.044564+0.041607i,-0.0090195+0.10885i,-0.063511+0.11967i,-0.084138+0.12005i,-0.06391+0.098534i,-0.033491+0.073441i,0.011967+0.069454i,0.062178+0.047998i,0.081669-0.0038806i,0.079224-0.042i,0.089658-0.048525i,0.10562-0.038131i,0.096193-0.018487i,0.061116+0.011052i,0.027675+0.038836i,0.0048271+0.040319i
-0.10555+0.91582i,-0.21237+0.94017i,-0.20164+0.61167i,-0.1014-0.014801i,-0.14571-0.43792i,-0.2649-0.3307i,-0.23357-0.088024i,-0.12804-0.020161i,-0.066514-0.0045141i,-0.036871+0.035888i,-0.019539+0.062188i,-0.0095907+0.05999i,-0.019068+0.043667i,-0.039113+0.041865i,-0.065628+0.062329i,-0.094899+0.093024i,-0.10037+0.10133i,-0.099104+0.062747i,-0.11551+0.017268i,-0.10902+0.0048387i,-0.054851+0.0047673i,-0.00019707-0.0079956i,0.016971-0.017999i
-0.48493-0.28895i,-0.19301-0.22829i,-0.037828-0.18996i,-0.23421-0.065715i,-0.29025+0.040887i,-0.0122-0.07073i,0.1672-0.18849i,0.1065-0.14396i,0.014016-0.058584i,0.0093725-0.01006i,0.079623-0.010088i,0.12384-0.031072i,0.10212-0.027716i,0.081613-0.0092672i,0.09736+0.0072597i,0.11737+0.019388i,0.094214+0.032021i,0.045258+0.07122i,0.043672+0.099667i,0.062385+0.056829i,0.02458-0.0098469i,-0.025303-0.026229i,-0.029613-0.003787i
0.52052-0.25181i,0.20942-0.14729i,0.048206+0.16521i,0.24989+0.39244i,0.32239+0.33734i,0.026671+0.23578i,-0.22492+0.2406i,-0.20366+0.21738i,-0.10367+0.089348i,-0.082505-0.032545i,-0.08892-0.067113i,-0.079874-0.057143i,-0.06373-0.045908i,-0.048607-0.052097i,-0.040965-0.065379i,-0.019988-0.059792i,0.02264-0.046977i,0.060039-0.050263i,0.056729-0.061335i,0.020195-0.035891i,0.016075+0.017499i,0.038667+0.036982i,0.038592+0.026189i
-0.27465+0.4702i,-0.15347+0.31726i,-0.04026+0.10274i,-0.0059455-0.097031i,-0.014562-0.21738i,0.057265-0.20358i,0.1899-0.15677i,0.1942-0.07145i,0.099383+0.10094i,0.049834+0.21672i,0.020779+0.21877i,0.006619+0.18984i,0.0083545+0.13204i,-0.034109+0.058343i,-0.090225+0.022005i,-0.097299-0.0095308i,-0.087797-0.082326i,-0.099472-0.14222i,-0.09148-0.12646i,-0.036619-0.081132i,0.0027914-0.056773i,-0.0069452-0.022892i,-0.020254+0.027832i
-1.1362+4.8302i,-1.5003+2.6502i,0.80225+2.4441i,2.6802+1.0536i,2.9517-1.0495i,1.179-2.7525i,-0.98096-2.0138i,-1.1963-0.068682i,0.16476+0.96127i,1.301+0.64303i,1.1491-0.15834i,0.30735-0.52913i,-0.48432-0.29416i,-0.95812+0.38697i,-0.85066+0.94215i,-0.40207+1.0141i,0.021364+0.71099i,0.11285+0.25316i,-0.1338-0.022034i,-0.3069-0.025707i,-0.22104+0.02013i,-0.044906+0.019295i,0.054547-0.008243i
0.49006+0.073149i,0.37896+0.074391i,0.25121+0.2029i,0.20568+0.34608i,0.098037+0.33669i,-0.085818+0.2528i,-0.1745+0.1891i,-0.15226+0.15017i,-0.099248+0.1042i,-0.064912+0.044648i,-0.056187-0.0026998i,-0.065043-0.034849i,-0.077941-0.027075i,-0.053151+0.0079267i,0.0026213+0.027383i,0.035429+0.022278i,0.010051-0.0049714i,-0.068484-0.0036193i,-0.12182+0.054293i,-0.10825+0.096369i,-0.06923+0.075695i,-0.046016+0.024377i,-0.040959-0.0018306i
-0.7215+0.077119i,-0.62473-0.0093454i,-0.40844-0.18137i,-0.17868-0.31957i,0.034892-0.31148i,0.22902-0.23038i,0.32595-0.20745i,0.20864-0.19084i,0.012791-0.08401i,-0.045315-0.0093461i,-0.036156-0.025195i,-0.038999+0.0022451i,-0.0019818+0.042858i,0.048279+0.0055138i,0.069374-0.048355i,0.080254-0.06586i,0.096167-0.065826i,0.11839-0.082713i,0.12649-0.10961i,0.10951-0.10677i,0.081076-0.074855i,0.049656-0.037454i,0.027482-0.0092271i
0.29815-0.2156i,0.33402+0.019082i,0.27703+0.18276i,0.04324+0.1774i,-0.15155+0.19087i,-0.10704+0.22152i,-0.025531+0.12506i,-0.035005-0.01098i,-0.024416-0.06431i,0.027922-0.05927i,0.068446-0.041881i,0.069867-0.041059i,0.02077-0.044882i,-0.058001-0.021737i,-0.11288+0.019115i,-0.12076+0.049367i,-0.12275+0.057304i,-0.13602+0.062709i,-0.11329+0.086285i,-0.035674+0.090689i,0.034744+0.03179i,0.042874-0.040525i,0.025327-0.054488i
0.060519+0.51413i,0.040851+0.28324i,0.025226+0.13958i,0.14585+0.29935i,0.27717+0.46095i,0.24035+0.38908i,0.15295+0.20609i,0.091782+0.043697i,0.030156-0.051971i,-0.022452-0.1005i,-0.075007-0.11814i,-0.086565-0.095774i,-0.04893-0.065546i,-0.015328-0.035227i,0.017389-0.0088455i,0.039096-0.028635i,0.017114-0.071491i,-0.044685-0.08984i,-0.10582-0.063911i,-0.11728-0.01262i,-0.092401+0.022906i,-0.063319+0.034025i,-0.031709+0.020925i
-0.30871-0.2321i,-0.17596-0.10184i,-0.043623-0.11381i,-0.074957-0.31604i,-0.22446-0.35715i,-0.23142-0.11288i,-0.026367+0.047742i,0.11054-0.022032i,0.058635-0.07291i,0.00068409-0.014566i,-0.0071371+0.022098i,-0.028738+0.0319i,-0.043057+0.056288i,-0.040162+0.078056i,-0.024043+0.092463i,0.005624+0.094695i,0.027269+0.097671i,0.052765+0.101i,0.078772+0.061071i,0.075028-0.0090853i,0.044472-0.053039i,0.014779-0.050894i,0.0065326-0.025595i
0.59461-0.070344i,0.46798-0.10473i,0.27113-0.0093174i,0.1247+0.18154i,0.081797+0.33264i,0.14805+0.33338i,0.18751+0.21968i,0.14956+0.1008i,0.12186+0.031213i,0.13951-0.009663i,0.13086-0.045441i,0.062731-0.051903i,0.01219-0.012642i,0.024742+0.017209i,0.052322+0.0085095i,0.051369-0.0098506i,0.02032-0.020779i,-0.017631-0.014742i,-0.035404+0.0002729i,-0.037072+0.010258i,-0.038662+0.016736i,-0.032953+0.015673i,-0.016423+0.0016868i
-0.4169+0.30798i,-0.28834+0.25075i,-0.071061+0.083644i,0.1181-0.11065i,0.13525-0.20857i,-0.028613-0.14765i,-0.12769-0.030886i,-0.089404+0.0026298i,-0.021451-0.017559i,0.024645-0.024252i,0.034231-0.026236i,0.010755-0.026525i,-0.017297-0.02738i,-0.036495-0.035295i,-0.04683-0.044235i,-0.045332-0.051888i,-0.039685-0.048449i,-0.031916-0.026262i,-0.016752+0.00029737i,0.0045391+0.011593i,0.031088+0.0081125i,0.053916-0.0010314i,0.05465-0.008848i
0.10765-0.59779i,0.098266-0.54245i,-0.011506-0.42357i,-0.25673-0.2415i,-0.39772+0.049481i,-0.27128+0.26803i,-0.10084+0.24296i,-0.028904+0.10153i,-0.012972-0.015135i,-0.027975-0.068732i,-0.047991-0.059742i,-0.029512-0.025949i,0.015563-0.00073771i,0.046219+0.02081i,0.063835+0.030509i,0.067496+0.012768i,0.048417-0.0070403i,0.027848-0.010118i,0.02483-0.017681i,0.017542-0.035804i,-0.016396-0.049519i,-0.050008-0.04549i,-0.048721-0.030631i
0.15159+0.54336i,0.031871+0.5324i,-0.025434+0.4826i,0.090053+0.36168i,0.17382+0.12157i,0.087471-0.091797i,0.0033084-0.13922i,0.00039216-0.10103i,0.0010593-0.057385i,-0.011365-0.026972i,-0.034401-0.012139i,-0.056639+0.0077983i,-0.053613+0.02398i,-0.038525+0.013377i,-0.031187-0.0056851i,-0.027826-0.0086678i,-0.017492+0.0094278i,0.0085875+0.037491i,0.03702+0.04691i,0.046377+0.035548i,0.040887+0.031007i,0.033935+0.033582i,0.027713+0.023354i
-0.37356-0.15572i,-0.065208-0.21i,0.14301-0.32245i,0.067217-0.31685i,-0.038383-0.13588i,-0.034055+0.030711i,-0.006833+0.074675i,0.00070576+0.04547i,0.011046+0.027747i,0.043376+0.053677i,0.080895+0.06i,0.079341+0.018149i,0.046258-0.014562i,0.023449-0.012844i,0.019703-0.010955i,0.011566-0.026584i,-0.0080547-0.034087i,-0.019022-0.028411i,-0.015529-0.028122i,-0.014818-0.038268i,-0.029645-0.04701i,-0.043874-0.038928i,-0.039427-0.023435i
0.48624-0.15264i,0.24405-0.095308i,0.024614+0.057136i,0.041663+0.15923i,0.10788+0.13538i,0.080288+0.088008i,0.032959+0.070728i,0.034279+0.054561i,0.046695+0.010196i,0.029459-0.025328i,0.0067856-0.019551i,0.0001191-0.007223i,0.0040504-0.0041079i,0.016281-0.0045443i,0.017253-0.015216i,0.0044549-0.019376i,0.008688-0.012923i,0.025393-0.015525i,0.024602-0.018873i,0.01168-0.00035562i,0.01297+0.029701i,0.024596+0.039842i,0.022892+0.026146i
-0.087061+0.44082i,0.081105+0.25216i,0.11272+0.00045934i,-0.042051-0.13511i,-0.19668-0.14547i,-0.21272-0.10304i,-0.12231-0.076437i,-0.041001-0.086929i,-0.019362-0.091898i,-0.01244-0.076864i,0.00089547-0.061261i,0.0066957-0.039565i,0.0033797-0.013262i,-0.006958+0.0063254i,-0.010163+0.02161i,7.6863e-05+0.026126i,0.0099967+0.023449i,0.022324+0.020179i,0.03459-0.0032933i,0.023471-0.044956i,-0.0059047-0.073717i,-0.02504-0.076377i,-0.025354-0.056462i
-0.16098-0.64267i,-0.21985-0.47883i,-0.15202-0.22837i,0.021966-0.044408i,0.18772+0.037834i,0.22484+0.0035379i,0.13244-0.037333i,0.040415-0.027871i,0.0019976-0.025302i,-0.026221-0.03684i,-0.053419-0.029107i,-0.055323-0.0089972i,-0.031639-0.0083761i,-0.0080851-0.033884i,-0.001124-0.059181i,-0.0097343-0.061624i,-0.023102-0.044787i,-0.030338-0.021848i,-0.02833-0.003221i,-0.024959+0.010635i,-0.026027+0.031942i,-0.022048+0.049525i,-0.012839+0.042443i
0.45767+0.32791i,0.39849+0.24846i,0.26289+0.1397i,0.10979+0.012852i,-0.055613-0.047383i,-0.14611+0.054265i,-0.10389+0.13476i,-0.036839+0.10342i,-0.0069338+0.081907i,0.021247+0.089243i,0.041312+0.072446i,0.035775+0.038244i,0.017861+0.022804i,0.0018981+0.03062i,-0.011829+0.036029i,-0.024148+0.032649i,-0.022512+0.03443i,-0.0026672+0.038329i,0.014969+0.036456i,0.019185+0.032968i,0.023996+0.025659i,0.031985+0.012439i,0.031928+0.0015744i
-0.67628-0.052483i,-0.5993-0.075832i,-0.4662-0.036955i,-0.32478+0.13671i,-0.12564+0.24237i,0.027582+0.13173i,0.048099+0.0123i,0.013513-0.0090952i,-0.0091568-0.017439i,-0.019758-0.01784i,-0.013358-0.0084576i,-0.004437-0.011152i,-0.0012123-0.014869i,0.0071085-0.016475i,0.015375-0.022184i,0.017824-0.023996i,0.021734-0.020892i,0.022802-0.025174i,0.0080702-0.030651i,-0.014756-0.016827i,-0.030437+0.010851i,-0.036476+0.026517i,-0.032608+0.022178i
0.44595-0.24218i,0.42267-0.085948i,0.43314-0.01821i,0.38167-0.18625i,0.15943-0.33034i,-0.06808-0.27153i,-0.11948-0.14361i,-0.05103-0.073187i,-0.0056487-0.051358i,-0.0029829-0.037473i,-0.0018706-0.018612i,0.0046425+0.002175i,0.0037838+0.015274i,-0.0067827+0.019088i,-0.017436+0.025298i,-0.01235+0.031451i,0.0034417+0.024768i,0.015899+0.0087639i,0.026142-0.0048705i,0.039481-0.0151i,0.050781-0.028127i,0.047894-0.03737i,0.031386-0.029273i
-0.12804+0.50298i,-0.18219+0.23602i,-0.30398+0.033584i,-0.31313+0.092435i,-0.14122+0.17124i,0.028619+0.14963i,0.080181+0.10079i,0.048934+0.055071i,0.015378+0.028198i,0.011662+0.0014414i,0.0022767-0.034084i,-0.016275-0.051582i,-0.020137-0.048569i,-0.015536-0.033908i,-0.0048455-0.015596i,0.0037445-0.010518i,-0.0034475-0.018145i,-0.022892-0.025836i,-0.04485-0.026692i,-0.060038-0.019838i,-0.066597-0.00067792i,-0.057554+0.024159i,-0.030887+0.034468i
-0.16957-0.38244i,-0.0012148-0.17477i,0.20792-0.033271i,0.26838-0.062888i,0.15647-0.085483i,0.0046821-0.044073i,-0.06515-0.017524i,-0.055844-0.015265i,-0.033338-0.0095013i,-0.027175+0.014437i,-0.017458+0.036825i,-0.0042603+0.037365i,0.0021187+0.029527i,0.0040581+0.020481i,0.0035392+0.0090683i,0.0053965+0.0029427i,0.011106+0.0023086i,0.015868+0.0086854i,0.026863+0.017435i,0.045895+0.011542i,0.059229-0.012829i,0.051964-0.034751i,0.030364-0.036281i
0.49031+0.098031i,0.24336-0.042905i,-0.0505-0.09014i,-0.18766-0.034556i,-0.18886+0.04076i,-0.091846+0.08995i,-0.00068399+0.068144i,0.010637+0.016541i,0.0020092+0.0058691i,0.014862+0.0058076i,0.0093955-0.0055583i,-0.01137-0.0043117i,-0.016982+0.010181i,-0.0057106+0.024908i,0.012021+0.029313i,0.018418+0.02208i,0.010427+0.020254i,0.0072538+0.026665i,0.0066458+0.027441i,-0.0061899+0.024801i,-0.025664+0.026158i,-0.030953+0.028549i,-0.017327+0.019011i
-0.53188+0.16176i,-0.34327+0.224i,-0.090798+0.20023i,0.056407+0.096689i,0.10067-0.026079i,0.067351-0.11714i,0.025577-0.10116i,0.0294-0.034782i,0.03153-0.01849i,0.012571-0.018003i,0.0086734-0.0054252i,0.014461+0.0022776i,0.014922+0.00058582i,0.012449-0.011046i,0.0054882-0.029487i,-0.0035153-0.04049i,-0.0095706-0.036442i,-0.0094988-0.020808i,-0.00016172-0.005527i,0.012372-0.0022081i,0.021578-0.0019793i,0.028859+0.0025721i,0.030703+0.0042417i
0.30576-0.49343i,0.21877-0.44132i,0.091806-0.32414i,-0.027736-0.20182i,-0.078345-0.062972i,-0.037859+0.051495i,0.0049474+0.06652i,0.0032992+0.02718i,0.0065493+0.0091491i,0.018962-0.0019742i,0.01744-0.0081124i,0.015996-0.0030301i,0.020401+0.00085454i,0.022673+0.0040646i,0.022195+0.010207i,0.020583+0.01324i,0.020089+0.0094316i,0.018435-0.00086964i,0.012251-0.01557i,-0.0010013-0.023412i,-0.018933-0.022337i,-0.030696-0.01867i,-0.028559-0.012722i
-0.09654+0.65823i,-0.079698+0.61358i,-0.029768+0.48529i,0.076633+0.35254i,0.13045+0.17662i,0.065838+0.023795i,-0.0043701-0.020608i,-0.013494-0.0075305i,-0.010846-0.0060155i,-0.022612-0.0048042i,-0.029315+0.00024382i,-0.028624-0.001326i,-0.024016-0.0051763i,-0.019984-0.010338i,-0.022766-0.017087i,-0.029504-0.021261i,-0.034511-0.019515i,-0.033305-0.011672i,-0.028579-0.0023065i,-0.02175+0.0082567i,-0.0031774+0.022116i,0.017589+0.023648i,0.016995+0.0098452i
-0.23096-0.48507i,-0.10339-0.492i,-0.015726-0.47189i,-0.089603-0.37541i,-0.1695-0.14992i,-0.13366+0.034848i,-0.063676+0.057109i,-0.02108+0.0070801i,-0.0046143-0.016164i,0.0060435-0.0077192i,0.01736-0.0034331i,0.022149-0.0088838i,0.020883-0.011905i,0.015776-0.0063391i,0.01572+0.003332i,0.023315+0.0089823i,0.03443+0.010316i,0.046326+0.0012187i,0.048396-0.020344i,0.035119-0.041755i,0.0096588-0.057218i,-0.015316-0.058333i,-0.02301-0.040199i
0.49215+0.31345i,0.33155+0.3758i,0.15543+0.41104i,0.137+0.33254i,0.1534+0.1343i,0.11564-0.024795i,0.073029-0.049482i,0.043978-0.015609i,0.025787-0.0022526i,0.01305-0.0076186i,0.00010999-0.0047067i,-0.010368+0.003454i,-0.017773+0.0073621i,-0.015231+0.0017099i,-0.01176-0.010568i,-0.01707-0.012117i,-0.023494-0.0019621i,-0.027819+0.011481i,-0.026624+0.030218i,-0.01552+0.048672i,0.0034715+0.057479i,0.018502+0.050996i,0.021041+0.03365i
-0.39465+0.01491i,-0.21362-0.16525i,-0.077535-0.3424i,-0.071554-0.3332i,-0.056027-0.17916i,-0.023144-0.028478i,-0.008384+0.033577i,-0.0059717+0.012237i,-0.016201-0.0078247i,-0.0085415-0.0016509i,0.011338-0.0058634i,0.019703-0.013798i,0.020161-0.016892i,0.010555-0.016199i,-0.0027167-0.0098594i,-0.004923-0.0078693i,0.00018881-0.011408i,0.0043084-0.016288i,0.0032635-0.02235i,-0.0053792-0.030422i,-0.022276-0.037357i,-0.036692-0.030236i,-0.032979-0.0089111i
0.31243-0.3756i,0.17439-0.1533i,0.067611+0.11643i,0.054382+0.18562i,0.043689+0.10623i,0.047191+0.026769i,0.055026-0.013105i,0.042476-0.016335i,0.032246-0.020182i,0.0078897-0.033007i,-0.018535-0.021524i,-0.023067-0.00051453i,-0.016897+0.014885i,-0.0055311+0.024206i,0.0044376+0.020935i,0.003944+0.014377i,-0.0051648+0.013547i,-0.014683+0.017639i,-0.014116+0.02735i,-0.0011316+0.041277i,0.017336+0.054111i,0.031313+0.051683i,0.031329+0.02832i
-0.0082091+0.39043i,0.037472+0.1551i,0.038578-0.075568i,0.01212-0.11339i,-0.026307-0.060969i,-0.08578-0.027957i,-0.1008-0.01758i,-0.065726-0.01691i,-0.041792-0.0026972i,-0.021533+0.019873i,-0.0032447+0.016088i,-0.0017764-0.0022727i,-0.0072784-0.0095853i,-0.012656-0.0043109i,-0.015835+0.0063686i,-0.010359+0.011953i,0.0026583+0.010472i,0.015626+0.0055665i,0.022918-0.0093659i,0.017372-0.034835i,0.0017201-0.055328i,-0.01056-0.053431i,-0.011247-0.030494i
-0.38028-0.41633i,-0.36229-0.21476i,-0.25058-0.028144i,-0.17242+0.010924i,-0.10379+0.0054262i,-0.0043785-0.010399i,0.036818-0.030568i,0.015965-0.023186i,0.0050949-0.015918i,0.0012307-0.017039i,0.0028255-0.0059973i,0.011073+0.0016335i,0.015186-0.00019381i,0.023654-0.0031378i,0.037958-0.0086007i,0.043264-0.015796i,0.033053-0.018563i,0.020889-0.014072i,0.015858-0.00486i,0.015703+0.0077466i,0.016324+0.019899i,0.016431+0.019678i,0.012803+0.0024089i
0.51511+0.21478i,0.46719+0.096433i,0.32779+0.0024563i,0.22944+0.00033155i,0.13381+0.014948i,0.013864+0.040751i,-0.032471+0.051255i,-0.016977+0.024283i,-0.014029+0.01256i,-0.010312+0.019526i,-0.0097127+0.013952i,-0.017752+0.013221i,-0.014456+0.014983i,-0.012172+0.0056789i,-0.021425-0.0037331i,-0.02734-0.0040437i,-0.017014+0.0017424i,-0.00075897+0.0027118i,0.0040944-0.005086i,-0.0046275-0.019256i,-0.015274-0.032205i,-0.018888-0.032055i,-0.014162-0.015351i
-0.61446+0.16417i,-0.5623+0.18865i,-0.41588+0.12279i,-0.29133+0.037829i,-0.15877-0.0035583i,-0.03203-0.011951i,0.017407+0.002438i,0.020686+0.014903i,0.023945-7.5351e-05i,0.020623-0.021377i,0.018072-0.031605i,0.016243-0.035946i,0.008382-0.029862i,0.0073716-0.017796i,0.01212-0.011786i,0.0096996-0.01338i,-0.0022102-0.02004i,-0.016336-0.0228i,-0.025073-0.017346i,-0.026893-0.0037653i,-0.026514+0.015157i,-0.02325+0.026805i,-0.014145+0.020063i
