-0.003089-0.0012343i,-0.0025015-0.00088583i,-0.0026941+0.00012599i,-0.002887+0.00012528i,-0.0032319+0.00042067i,-0.0021612+0.00079448i,-0.0011351+0.00040328i,-0.00065125+0.00043951i,-0.00045929+0.00056279i,-0.00036863+0.0002875i,-0.00022078+0.00043589i,0.00023556-0.00036753i,0.00059349-0.00087775i,0.00076832+0.00048058i,0.0002612+0.0014037i,-0.0001762+0.0014259i,-0.00024667+0.00096055i,-0.00064542+8.5848e-05i,-0.00087883-0.00021072i,-0.0008092+5.2698e-05i,-0.00096558+0.00020283i,-0.00061495+0.00018501i,-0.00036595+0.00071232i
0.05001+0.031433i,0.046442+0.050407i,0.028125+0.056999i,0.016789+0.04395i,0.011469+0.021187i,0.0022633+0.0031972i,-0.0037752-0.001342i,-0.001876+0.00048501i,0.0017134+0.0012592i,0.0020833+0.0020345i,0.00087952+0.0042525i,0.00042269+0.0065332i,0.00032666+0.0068073i,0.00018623+0.0049203i,-5.7761e-05+0.0025249i,-0.00036321+0.00031132i,-2.3004e-05-0.00060696i,0.00047614-0.00059684i,0.00071583-0.00038851i,0.00087034-0.00034606i,0.00083348-0.0006695i,-0.00067942-0.00065453i,-0.0016459-0.00065389i
0.041722-0.046877i,0.062031-0.042143i,0.067059-0.023482i,0.053238-0.015547i,0.027994-0.014583i,0.0063149-0.0057247i,-0.00028699+0.0031812i,0.0017817+0.0023199i,0.0034834-0.0024097i,0.0040402-0.0034055i,0.0048891-0.0017895i,0.0057817+6.1729e-07i,0.0055903+0.00058383i,0.0041912+0.00095462i,0.0012265+0.0017103i,-0.0008841+0.0013103i,-0.0011011+0.00080711i,-0.00063687-9.2816e-06i,-0.000201-0.0013656i,0.00014928-0.0015197i,-0.00076232-0.00054495i,-0.0014795+0.00065547i,-0.00078486+0.0015491i
-0.043564-0.046739i,-0.03832-0.067286i,-0.019211-0.070752i,-0.011681-0.056818i,-0.012736-0.032801i,-0.0069277-0.010134i,0.0008971-0.00031861i,0.0020777-0.00055891i,-0.00054953-0.0033812i,-0.0019333-0.0060969i,-0.0018715-0.0069444i,-0.00051808-0.0072119i,0.00042153-0.0074435i,-0.00037923-0.0046987i,-0.00063129-0.0012193i,0.0011521+0.00080645i,0.0015709+0.0015875i,0.00043895+0.0011473i,-0.00041751+0.00072526i,-0.0011699+3.7163e-05i,-0.00014489-4.6641e-05i,0.0017456+0.00011021i,0.0019624-0.00019782i
-0.053636+0.039702i,-0.072529+0.033415i,-0.073904+0.01461i,-0.057681+0.0075656i,-0.032618+0.010145i,-0.0096174+0.0061986i,0.0010366-0.00039064i,0.00089599-0.0018505i,-0.0021664-0.00075704i,-0.0047662-0.00041803i,-0.0067627-0.00030772i,-0.0080927-0.00027243i,-0.0079418-0.00012858i,-0.0054392+0.00072783i,-0.0020196+0.00090925i,0.00044827+5.2999e-06i,0.0017178-0.00019722i,0.0019157+0.00072395i,0.00090637+0.0015285i,8.2105e-05+0.0017684i,9.2976e-05+0.00096375i,0.00055288-0.00021305i,0.0014546-0.00076856i
0.034885+0.061409i,0.028682+0.080568i,0.011046+0.078428i,0.0058073+0.058927i,0.010283+0.03267i,0.008196+0.0088044i,0.0019399-0.0025665i,-0.00059391-0.0025639i,-4.3975e-05+0.00036204i,-1.1736e-05+0.0030726i,-0.00043071+0.0062947i,-0.00094863+0.0096288i,-0.00095874+0.010855i,-0.00058013+0.0079077i,-0.00065291+0.0030908i,-0.00077447+0.00013684i,-0.00028791-0.00050019i,0.00090185-0.00093888i,0.0011484-0.00080978i,0.00024141+7.4335e-05i,-0.00041841+0.00025079i,-0.00048154-0.00082774i,-0.00045044-0.0016123i
0.065985-0.028249i,0.085379-0.020716i,0.08161-0.0050697i,0.061355-0.0038279i,0.035842-0.010713i,0.011416-0.0087386i,-0.0012318-0.00085332i,-0.0017074+0.0022739i,0.0018389+0.00030199i,0.0042579-0.00080688i,0.0060733+0.00089585i,0.008175+0.0027359i,0.0097194+0.0025825i,0.0079807+0.001192i,0.0036332+0.0011931i,0.00041514+0.0020435i,-0.00056798+0.00055621i,-0.0011764-0.0015435i,-0.0017561-0.0020606i,-0.001374-0.0017001i,-0.00057956-0.001364i,0.0001386-0.00061471i,-0.00037142+0.00018278i
-0.022641-0.071298i,-0.013696-0.091924i,0.0020757-0.086i,0.0017787-0.063825i,-0.0080937-0.038831i,-0.0086603-0.014205i,-0.0015349+8.5557e-05i,0.0029328+0.0015376i,0.0016887-0.0025889i,-0.00065807-0.006388i,8.9471e-05-0.00744i,0.0022103-0.0080383i,0.0019502-0.0092059i,-0.00057967-0.0071617i,-0.0010952-0.0029791i,0.0007134-0.00052076i,0.0002662+0.0001937i,-0.0017161+0.00024058i,-0.0018551+0.00076508i,-0.00062139+0.00093056i,-8.5398e-06+0.00012996i,0.0002498+0.00010849i,-6.0112e-05+0.00082854i
-0.076479+0.016694i,-0.09661+0.0074195i,-0.088174-0.0074714i,-0.064439-0.0073904i,-0.039729+0.0024717i,-0.016287+0.0054388i,-0.00094217+0.0012539i,0.002777-0.0029699i,-0.00010686-0.0034015i,-0.0045163-0.0025399i,-0.0079795-0.0026159i,-0.0097865-0.0030209i,-0.0099595-0.0020409i,-0.0076271+0.00012377i,-0.004047+0.0018616i,-0.0012855+0.0022144i,-0.00045966+0.0018418i,0.00058627+0.0024479i,0.0018623+0.0019915i,0.0017368+0.00055767i,0.0009916-0.0002441i,0.00093471-0.00048001i,0.0017233+0.00013647i
0.011701+0.076698i,0.0016595+0.094721i,-0.011179+0.084143i,-0.0086977+0.060797i,0.0019455+0.036998i,0.0062161+0.014282i,0.0040775-0.00035039i,0.00032681-0.003761i,-0.0011481-0.00093853i,-0.0016931+0.0028193i,-0.0041335+0.0059109i,-0.005708+0.0091622i,-0.0038042+0.010801i,-0.00013283+0.00924i,0.0022574+0.0054762i,0.0019153+0.0022718i,0.0011295+0.0016465i,0.0015665+0.00066554i,0.0016143-0.001473i,0.00054659-0.001876i,-0.00027136-0.00058139i,-0.00037631-0.00056381i,-0.0006082-0.00084708i
0.082596+0.00078093i,0.1028+0.0096711i,0.091923+0.017177i,0.065716+0.009395i,0.041082-0.0035199i,0.0174-0.0082361i,0.0013708-0.004721i,-0.0023521+1.0909e-05i,0.00017543+0.00086711i,0.0028261+0.0014175i,0.0053559+0.0036818i,0.0083082+0.0052768i,0.0099793+0.0039238i,0.0085907+0.0006125i,0.004413-0.0012552i,0.0013055-0.00072657i,0.00073352-0.00030907i,-0.00017043-0.0019118i,-0.0019696-0.0021045i,-0.0026965-0.00042433i,-0.0019537+0.0011445i,-0.0010679+0.0016112i,-0.00016587+0.0012817i
0.011473-0.083811i,0.021079-0.10444i,0.028442-0.093624i,0.018656-0.06935i,0.0018669-0.045668i,-0.0059198-0.021204i,-0.0037184-0.0032932i,0.0016747+0.0021031i,0.003471-0.00065394i,0.0025702-0.004341i,0.0035551-0.0065726i,0.004965-0.0079327i,0.0038773-0.00896i,0.00053731-0.0083491i,-0.0017101-0.0048674i,-0.0010542-0.0010509i,-0.0011475+0.00056431i,-0.0028577+0.00085042i,-0.0026825+0.0016574i,-0.00082695+0.0020167i,0.00087747+0.001537i,0.0016011+0.00072714i,0.00085847+0.00067179i
-0.086026-0.020097i,-0.10624-0.031638i,-0.093292-0.035604i,-0.066713-0.022649i,-0.04404-0.0055666i,-0.021689+0.0042082i,-0.0038141+0.0050307i,0.0036752+0.00098456i,0.0023344-0.0030897i,-0.002531-0.0048769i,-0.006413-0.0055328i,-0.008518-0.005517i,-0.0098218-0.0027794i,-0.0093246+0.001132i,-0.0055421+0.0038954i,-0.0012894+0.0037619i,-0.00013028+0.0019365i,0.00018508+0.0019325i,0.00094168+0.0014025i,0.0016434-0.00010844i,0.0019147-0.00083285i,0.00080712-0.0012036i,-0.0004668-0.00023349i
-0.03119+0.086859i,-0.040524+0.10665i,-0.040985+0.092568i,-0.02591+0.065687i,-0.0078901+0.043129i,0.0017631+0.021934i,0.004625+0.0052259i,0.0026643-0.0033847i,-0.0013063-0.0039314i,-0.0042076-0.00052222i,-0.0061766+0.0022805i,-0.0062649+0.005649i,-0.0035136+0.0078189i,0.0011616+0.0072663i,0.0041763+0.0050906i,0.0037499+0.0025511i,0.0032152+0.0012352i,0.0039284+0.00044095i,0.003039-0.0011791i,0.00078246-0.0023134i,-0.0013436-0.0025478i,-0.0027463-0.0021493i,-0.00189-0.00024498i
0.081598+0.038068i,0.10299+0.05029i,0.08795+0.049628i,0.060766+0.02995i,0.039788+0.0098192i,0.020093-1.637e-05i,0.0041908-0.0034524i,-0.0027836-0.0021677i,-0.0027543+0.0012011i,0.00012867+0.0032977i,0.0034297+0.0051319i,0.0056879+0.0067491i,0.0082023+0.0050369i,0.0090906+0.00045387i,0.0059316-0.002975i,0.0028437-0.002498i,0.0020411-0.0020826i,0.0015645-0.0036838i,-0.00014853-0.0042623i,-0.0020043-0.0018958i,-0.00201+0.0013844i,-9.9625e-05+0.003303i,0.00080657+0.0021988i
0.048549-0.081804i,0.060344-0.10334i,0.056707-0.089599i,0.035642-0.062633i,0.015082-0.041355i,0.0031881-0.021895i,-0.0019135-0.0055323i,-0.00081854+0.0026191i,0.0024874+0.0021319i,0.0043995-0.0015581i,0.0061626-0.0035032i,0.0072796-0.0046023i,0.0047019-0.0052769i,-0.00048933-0.0052751i,-0.0041279-0.0031652i,-0.0043201-0.00049365i,-0.002825-0.00015215i,-0.0027956-0.00091021i,-0.0026175-7.8931e-05i,-0.00090432+0.0013651i,0.0010236+0.0012984i,0.0021604-0.00025569i,0.0013993-0.0019881i
-0.077017-0.057397i,-0.097366-0.069758i,-0.083801-0.063662i,-0.057561-0.041248i,-0.037978-0.020148i,-0.020975-0.0063282i,-0.005114+0.001396i,0.0035029+0.0013528i,0.0042557-0.0028874i,0.00082717-0.0056173i,-0.0026421-0.0062531i,-0.0043832-0.0051183i,-0.006079-0.001306i,-0.006621+0.0030263i,-0.0040423+0.0055266i,-0.0014275+0.0052305i,-0.00084449+0.003521i,-0.0011435+0.0031539i,-0.00031526+0.0033621i,0.0012641+0.0017571i,0.0019443-0.0011821i,0.0013684-0.0022653i,-0.0010648-0.0015533i
-0.063502+0.071795i,-0.077845+0.093508i,-0.068897+0.078072i,-0.04425+0.050326i,-0.024239+0.032131i,-0.010973+0.018461i,-0.00075004+0.0057394i,0.0023024-0.0030118i,-0.0008432-0.0055909i,-0.0052045-0.0027981i,-0.0082748+0.0010158i,-0.0090987+0.0042543i,-0.0051828+0.0067568i,0.00090243+0.0071996i,0.0048489+0.0049771i,0.0051384+0.0019924i,0.0032292+0.00063441i,0.0028621+0.00062878i,0.0031603-0.00093439i,0.00098607-0.0024855i,-0.0016499-0.0018626i,-0.0029609-0.00062197i,-0.0020761+0.00065811i
0.065472+0.07343i,0.089281+0.086824i,0.076484+0.07441i,0.049616+0.044226i,0.032518+0.021458i,0.019513+0.0088588i,0.007275-3.3227e-05i,-0.00021097-0.0030633i,-0.0024142-0.00068141i,-0.0017437+0.00307i,-5.9798e-05+0.0061255i,0.0021451+0.0069492i,0.0046892+0.0039365i,0.0060719-0.00087331i,0.0041679-0.0038063i,0.0013824-0.0030452i,0.001509-0.0017148i,0.0020653-0.0027766i,0.00095037-0.0033393i,-0.0012529-0.0012295i,-0.0032804+0.00099654i,-0.0021969+0.0017528i,0.00085509+0.0010518i
0.07997-0.057947i,0.098285-0.083199i,0.085871-0.071962i,0.052725-0.046979i,0.02668-0.030898i,0.011804-0.018593i,0.0010745-0.0063101i,-0.0027107+0.0015204i,-0.00035258+0.0021332i,0.0025983+0.00012318i,0.0054241-0.0011351i,0.0064826-0.0030898i,0.0035799-0.0052359i,-0.0018771-0.0053754i,-0.0048259-0.0034179i,-0.0039692-0.00048738i,-0.0024941-9.7633e-05i,-0.0031215-0.0021986i,-0.003358-0.002148i,-0.0020223-0.00014635i,0.00018839+0.0014362i,0.0029849+0.0016905i,0.0031293+0.00043209i
-0.049808-0.081843i,-0.075308-0.10042i,-0.065724-0.085485i,-0.040542-0.051967i,-0.025026-0.028019i,-0.016631-0.013417i,-0.0059555-0.0021059i,0.0028007+0.0016718i,0.004114-0.0010297i,0.0025244-0.0049585i,0.0014196-0.0073182i,-2.1955e-05-0.0066769i,-0.0023885-0.0028204i,-0.0035268+0.0021744i,-0.001922+0.0050668i,-0.00046001+0.0053571i,-0.00096645+0.0033053i,-0.0024404+0.001915i,-0.0024811+0.0020203i,-0.00033824+0.0011188i,0.0016458-0.00089941i,0.0020018-0.0019564i,0.0002488-0.0011451i
-0.088732+0.043317i,-0.10876+0.069021i,-0.090183+0.060704i,-0.051435+0.0358i,-0.025401+0.01912i,-0.012598+0.010867i,-0.001827+0.0038431i,0.0035728-0.0033868i,0.0015472-0.006372i,-0.0036648-0.0046918i,-0.0069592-0.001912i,-0.0067291+0.0012224i,-0.0033555+0.0028059i,0.0022392+0.0032018i,0.0052711+0.0028353i,0.0045766+0.0015119i,0.0027379+0.0013786i,0.0021726+0.0019496i,0.0023767+0.0019028i,0.0021027+0.00072466i,0.0011075-0.0011106i,-0.00043522-0.0020073i,-0.00014736-0.0015211i
0.033399+0.090908i,0.060942+0.11395i,0.054862+0.093639i,0.031409+0.051212i,0.015739+0.02401i,0.0085515+0.01218i,0.0036342+0.0019623i,-0.00089109-0.0032264i,-0.002971-0.0021324i,-0.0033393+0.0010456i,-0.0031738+0.0051461i,-0.00099602+0.0079578i,0.0019211+0.00582i,0.003178+0.00032361i,0.0023225-0.0026726i,0.00065391-0.0017014i,0.0010255-0.00019705i,0.002751-0.0014027i,0.0023541-0.0025035i,0.00046826-0.0010286i,-0.00065199+5.0041e-05i,-0.00076167+0.0004473i,-2.184e-05+0.00023336i
0.095121-0.02397i,0.12216-0.053181i,0.1014-0.051959i,0.055767-0.030654i,0.02498-0.016078i,0.010586-0.0093781i,0.0011285-0.0035982i,-0.0017163+0.0013669i,0.00072216+0.0025257i,0.0027881+0.0015972i,0.003804+0.0017757i,0.00401+0.00090618i,0.0017374-0.00076175i,-0.0017692-0.00055952i,-0.0033476+0.00086802i,-0.0029919+0.0012905i,-0.0013829-4.6016e-05i,-0.00059449-0.0019592i,-0.0015321-0.0023904i,-0.0012814-0.00099259i,-0.00025177+0.00032819i,5.6197e-08+0.00051125i,3.1399e-05-0.00010921i
-0.015378-0.094848i,-0.043539-0.12566i,-0.04487-0.10463i,-0.025625-0.056697i,-0.011034-0.027156i,-0.0063617-0.014263i,-0.0033629-0.0021602i,0.00088278+0.0027825i,0.0028261-0.00087868i,0.0025797-0.0043142i,0.0016517-0.0060096i,-0.0011069-0.0065443i,-0.0031062-0.0035656i,-0.0024638+0.0010277i,-0.00095647+0.0039401i,0.0003927+0.0037027i,0.00044736+0.0026753i,-0.0013558+0.0016992i,-0.0027934+0.0013155i,-0.003358+0.0015328i,-0.0020442+0.00082332i,0.00067718-9.3569e-05i,0.0011349-0.00051256i
-0.09756+0.0066709i,-0.13034+0.037124i,-0.10869+0.042172i,-0.057772+0.024479i,-0.024462+0.010216i,-0.011206+0.0066404i,-0.00086743+0.0040837i,0.0050205-0.0015245i,0.0018308-0.0052497i,-0.0033744-0.005335i,-0.0054266-0.0031356i,-0.0052494+0.00040904i,-0.0029253+0.0036491i,0.00062257+0.0037421i,0.0025307+0.0017608i,0.0027303+4.7608e-05i,0.0024296-6.8684e-05i,0.0021045+0.0011076i,0.0015615+0.0024365i,0.000421+0.0031863i,-0.00021437+0.0019024i,-0.00077458-0.0003272i,-0.00070507-0.00088061i
-0.0051523+0.093328i,0.023978+0.13154i,0.031034+0.11035i,0.016492+0.055994i,0.0032915+0.02205i,0.00093966+0.0095384i,0.0022501+0.00028013i,-1.4364e-05-0.0045654i,-0.0028283-0.0024502i,-0.0035962+0.0019391i,-0.0028747+0.0052044i,0.00021092+0.0064251i,0.0033242+0.0040933i,0.0037851+0.00038761i,0.0015108-0.0012817i,-7.0187e-05-0.0016505i,0.00037372-0.0013997i,0.0011452-0.0015868i,0.0016863-0.0011427i,0.001956-0.00014993i,0.0015557-0.00046199i,0.00013976-0.0010891i,-0.00062939-0.00092483i
0.092225+0.0079103i,0.13652-0.020136i,0.11678-0.030973i,0.057895-0.019372i,0.020121-0.0061176i,0.0082056-0.0026005i,0.0008848-0.0016822i,-0.0025266+0.0015358i,-0.00068534+0.0033333i,0.0011968+0.0033272i,0.002527+0.0032391i,0.0037745+0.0012153i,0.0028124-0.00099334i,-6.6243e-05-0.001416i,-0.0021395-3.9092e-05i,-0.0012466+0.0019459i,9.7458e-05+0.0018055i,-0.00054202-0.00044616i,-0.00070799-0.0024523i,-0.00063149-0.0035197i,-0.00095762-0.0029623i,-0.0014297-0.00093526i,-0.0013787-0.00062543i
0.016152-0.08965i,-0.0095616-0.13727i,-0.02251-0.1181i,-0.014547-0.058308i,-0.0035765-0.02068i,-0.0019626-0.0098655i,-0.0023316-0.0023341i,0.001143+0.0020937i,0.0037014-0.00036596i,0.002698-0.0033294i,0.00016217-0.0049092i,-0.0021653-0.0053142i,-0.0038623-0.0031671i,-0.0040004+0.00090005i,-0.0017369+0.0037377i,0.00032834+0.0037132i,0.00090591+0.0021469i,-0.0001036+0.00043627i,-0.0018254-0.00011313i,-0.0032871+0.00021413i,-0.0027489+0.00099247i,-0.0005721+0.0019734i,0.00024474+0.0013789i
-0.083212-0.022959i,-0.13447-0.001607i,-0.11539+0.0099335i,-0.053767+0.0013886i,-0.017175-0.0093374i,-0.010188-0.0058052i,-0.0033612+0.0015291i,0.0040898-3.0136e-05i,0.002929-0.0043995i,-0.0013298-0.0049522i,-0.0042679-0.0023833i,-0.0062678+0.00030935i,-0.0044892+0.0023815i,-0.00090277+0.0029244i,0.0019084+0.0018728i,0.0031379+0.0010422i,0.0023987+0.00050217i,0.0011692+0.00074078i,-0.00039047+0.0025854i,-0.00052618+0.0034838i,0.0011217+0.002916i,0.0019826+0.0013453i,0.0013304+0.00034745i
-0.022614+0.080068i,-0.0043767+0.13566i,0.010431+0.11833i,0.004947+0.053215i,-0.0053811+0.014027i,-0.0028255+0.0080423i,0.0036849+0.0034683i,0.001444-0.003316i,-0.0033267-0.0037828i,-0.0039775-0.0017139i,-0.0022197+0.0012218i,4.828e-05+0.0046366i,0.0016617+0.0040837i,0.0017027+0.0007621i,0.00067627-0.00098428i,-8.0297e-06-0.00038823i,0.00054821+0.00059944i,0.00086094+0.00021479i,0.0013903-0.0002479i,0.0022142+0.00020532i,0.0018917-0.00053251i,0.00038584-0.0024627i,-0.00058113-0.0026975i
0.075129+0.029262i,0.13449+0.016818i,0.12176+0.0015166i,0.057239+0.0013419i,0.014864+0.007314i,0.0062852+0.0026652i,0.0024763-0.0039048i,-0.0018232-0.0025827i,-0.0022944+0.00062065i,-0.001135+0.0014238i,0.0014918+0.00041755i,0.0045943-0.00083922i,0.0044479-0.0022392i,0.0011171-0.0015453i,-0.00082709+0.00037388i,-0.00063266+0.00049046i,-0.00010565-8.2426e-05i,-4.9813e-05-0.00058668i,-0.00054527-0.0015015i,-0.00039816-0.0021692i,-0.00089557-0.0019723i,-0.00268-0.00095785i,-0.0034018+0.00017553i
0.032308-0.073722i,0.022122-0.13857i,0.0042921-0.13058i,0.0017376-0.064833i,0.0079658-0.020466i,0.004487-0.011504i,-0.0023749-0.0062427i,-0.0014062+0.0003617i,0.0016229+0.0017599i,0.001507+0.00024605i,-0.00039401-0.0017447i,-0.0026478-0.0034822i,-0.0034195-0.0029409i,-0.0021979-0.00016909i,-0.00082202+0.0022043i,-0.00052939+0.0023935i,-0.00076733+0.0002135i,-0.0017685-0.001527i,-0.0024519-0.0010429i,-0.0029863-0.00018442i,-0.0028254+0.0011564i,-0.0012351+0.0025979i,-0.00048697+0.0028334i
-0.06999-0.03026i,-0.13464-0.026339i,-0.12643-0.0087592i,-0.060058-0.0037474i,-0.016288-0.0096675i,-0.010059-0.0057842i,-0.0061273+0.0024377i,0.0014475+0.0022899i,0.0023007-0.0012833i,-0.0001983-0.0021219i,-0.0026511+0.00023447i,-0.0041679+0.0032822i,-0.0031165+0.0050017i,-0.00047221+0.0046102i,0.00086606+0.0031455i,0.0011893+0.0027004i,0.0013281+0.0029894i,0.00093961+0.0031023i,-2.3057e-05+0.0030259i,-0.00036609+0.0028761i,0.0018853+0.0031682i,0.004479+0.0023663i,0.0042193+0.00052188i
-0.031493+0.06402i,-0.033063+0.13159i,-0.01478+0.12731i,-0.0058582+0.060817i,-0.011037+0.015211i,-0.0077602+0.01008i,0.0028344+0.0084594i,0.0051556+0.001237i,0.0014709-0.0028258i,0.00034878-0.0031263i,0.00094612-0.00061614i,0.0023918+0.002982i,0.0033156+0.003963i,0.0027954+0.0019891i,0.0021179+0.00032028i,0.0021223+0.00012922i,0.0028081+0.00059944i,0.0032248+1.9053e-07i,0.0022624-0.0010615i,0.0018164-0.0013712i,0.002388-0.002791i,0.0017185-0.0049133i,0.00084625-0.0054059i
0.06573+0.031803i,0.13266+0.038146i,0.12947+0.015343i,0.063157-0.0012285i,0.016538+0.0019719i,0.010369+0.0019834i,0.0081393-0.0035678i,0.0010999-0.0032901i,-0.0016692-0.00089261i,-0.0016425-0.00042492i,-7.5868e-05-0.0013355i,0.0028379-0.0024288i,0.0029758-0.0021715i,6.6038e-05-0.0012392i,-0.0017992+0.00020312i,-0.0010741+0.00053019i,-0.00060426-0.0007531i,-0.00035334-0.0024638i,-0.000603-0.002514i,-0.001821-0.0014701i,-0.0032167-0.0013906i,-0.0039861-0.0013026i,-0.0037405-0.00061412i
0.031923-0.065164i,0.04518-0.13451i,0.027041-0.13593i,0.0068293-0.069475i,0.005919-0.018716i,0.004412-0.011405i,-0.0028493-0.010257i,-0.0035492-0.0041873i,-0.0010298-0.00067486i,-0.0015647+0.0010003i,-0.0025865+0.00090945i,-0.0031606-0.00037104i,-0.0036802-0.00044238i,-0.0027679+0.0015939i,-0.0015627+0.0026404i,-0.0015984+0.0015815i,-0.0016507-0.00065698i,-0.002806-0.0017131i,-0.0033684+0.00020873i,-0.0022373+0.0023266i,-0.0014855+0.0029536i,-0.00036173+0.0031998i,0.00026609+0.0043607i
-0.062516-0.031417i,-0.12814-0.047132i,-0.12801-0.026995i,-0.062611-0.0070336i,-0.014252-0.0099701i,-0.011659-0.0094778i,-0.012406-0.00056962i,-0.0041353+0.00074469i,0.00092764-0.0017999i,0.0018462-0.00078286i,7.6091e-05+0.0020039i,-0.0022022+0.0037064i,-0.0017372+0.0031214i,-7.9197e-05+0.001778i,0.0006229+0.0016748i,-0.00014414+0.0027504i,-0.0018648+0.0043744i,-0.0017003+0.0051078i,0.00028504+0.0035842i,0.0019753+0.0021745i,0.0025429+0.0020108i,0.0026173+0.0020371i,0.0029234+0.0013019i
-0.02856+0.069134i,-0.052279+0.13207i,-0.031153+0.13122i,-0.0052376+0.062434i,-0.0058126+0.010128i,-0.008856+0.0057609i,-0.0015503+0.009941i,0.0012567+0.0053651i,6.6617e-05+4.5214e-05i,0.00049683-0.0043981i,0.0017203-0.0059015i,0.0027365-0.0032038i,0.0020642-0.0006559i,0.00092112-0.0015829i,0.00076176-0.0027694i,0.0014082-0.0014331i,0.0028369+0.00048066i,0.0045967+0.00015896i,0.0034522-0.0019077i,0.00091437-0.0030787i,0.00087545-0.0033934i,0.0017701-0.0041368i,0.0013108-0.0052218i
0.05472+0.02614i,0.11589+0.050629i,0.11166+0.036267i,0.04909+0.015799i,0.0049358+0.018603i,0.010625+0.018593i,0.017017+0.004964i,0.0088648-0.001589i,0.0014305-0.0027047i,-0.0047073-0.0028733i,-0.0050991-0.0011347i,-0.00040136+0.00060611i,0.0017427+0.0023352i,0.00053225+0.0028139i,-0.00086525+0.0020672i,-0.00076635+0.0012526i,0.00083441-0.00093014i,0.00063299-0.002939i,-0.0024837-0.0030477i,-0.0042194-0.0017455i,-0.0034543-3.878e-05i,-0.0028974+0.00099555i,-0.002975+0.00036091i
0.037397-0.069361i,0.069161-0.12709i,0.051757-0.13201i,0.019365-0.071492i,0.013137-0.019857i,0.013528-0.013916i,0.0058605-0.015714i,0.0023877-0.0089687i,0.0018745-0.0041746i,-0.0005679+0.00047675i,-0.0022679+0.0036779i,-0.0024086+0.0027599i,-0.0020153+0.0020959i,-0.0011917+0.0033726i,-0.00018627+0.0040684i,8.0879e-05+0.0028243i,-0.00066177+0.00088834i,-0.0023279+5.0335e-05i,-0.0021858+0.00086935i,-0.0014174+0.0024113i,-0.00089726+0.0033864i,-0.00020668+0.003011i,-0.00042582+0.0022281i
-0.073164-0.041961i,-0.13166-0.073242i,-0.14123-0.056635i,-0.082398-0.024496i,-0.028998-0.017183i,-0.019937-0.014483i,-0.017218-0.0038142i,-0.0071674-0.0010037i,-0.0015373-0.0020244i,0.001183+0.0001523i,0.0018317+0.0030009i,0.0004217+0.0047878i,0.00067938+0.0039116i,0.001365+0.0014777i,0.0012306+0.00029765i,0.00059377+0.00080782i,-0.00037834+0.0015537i,3.1544e-05+0.0023264i,0.0012873+0.0026377i,0.0025001+0.0023223i,0.0032299+0.0018119i,0.0032657+0.00085187i,0.00369+0.00075953i
-0.048247+0.070419i,-0.083762+0.12108i,-0.067016+0.12842i,-0.028753+0.073114i,-0.01805+0.02312i,-0.015274+0.016392i,-0.0040315+0.016292i,0.0003744+0.0076382i,-0.00072024+0.0016253i,-0.00023817-0.0014428i,0.00014249-0.0023736i,0.00025491-0.00061212i,0.00042609-0.00023204i,7.4765e-06-8.7637e-05i,-0.00068615+0.0011025i,4.5701e-05+0.0015328i,0.0015642+0.0021695i,0.0024627+0.001609i,0.0020491-0.0015975i,0.0011236-0.0037286i,0.0010605-0.002778i,0.0014579-0.0012503i,0.001794-0.0013188i
0.076568+0.053119i,0.12747+0.088901i,0.13582+0.07158i,0.079735+0.03018i,0.026104+0.017294i,0.016617+0.016337i,0.016029+0.0070596i,0.0084397+0.0028381i,0.0031684+0.0014677i,-0.0017127-0.0029193i,-0.0043354-0.004299i,-0.003447-0.0031772i,-0.0025173-0.0016931i,-0.0020575+0.00048305i,-0.00081158+0.0019637i,-7.8977e-05+0.00091704i,0.00069167-0.00080681i,0.0012466-0.0025097i,-0.00029009-0.0031418i,-0.0022309-0.0017699i,-0.0023719-0.00029024i,-0.0016586+0.00045131i,-0.0018568-0.00017546i
0.059673-0.078939i,0.095893-0.12488i,0.07518-0.13481i,0.029147-0.085202i,0.014723-0.032266i,0.014924-0.019037i,0.008515-0.0154i,0.006063-0.006448i,0.00464-0.0035661i,-0.00026754-0.0014336i,-0.0024319+0.0017338i,-0.0012063+0.0026394i,9.2279e-05+0.0021172i,0.00084242+0.0017869i,0.0014722+0.0015751i,0.00089065+0.0012399i,8.4911e-05+0.00030405i,-0.0014397-0.00066164i,-0.0032833+0.00019258i,-0.0027933+0.0020293i,-0.0020775+0.0026193i,-0.0017402+0.0023524i,-0.00099695+0.0018868i
-0.077955-0.06836i,-0.1214-0.10489i,-0.13341-0.084879i,-0.086409-0.037884i,-0.033498-0.019945i,-0.020091-0.017314i,-0.015429-0.0085757i,-0.003496-0.005642i,0.00088751-0.006202i,0.0012905-0.0016469i,0.0032249+0.0019842i,0.0040555+0.0027969i,0.0032554+0.0017356i,0.0020615+0.00023262i,0.0009862+0.0003649i,0.0011093+0.00074338i,0.00059543+0.00056467i,-0.00085747+0.00050138i,0.00033527+0.00090586i,0.0021396+0.0011918i,0.002461+0.00013421i,0.0027025+0.00025043i,0.0031539+0.00097719i
