-0.0029595-0.00018372i,-0.0021674-0.0015798i,-0.0039048-0.00096631i,-0.0038002+0.00030936i,-0.0029996+0.001171i,-0.0015861+0.0011493i,-8.8853e-05+0.0019604i,0.0011574+0.0019328i,0.0016781+0.0014755i,0.0015827+0.0010406i,0.0019855+0.00026486i,0.0021759-0.00043666i,0.0015619-0.00036213i,0.0009153+0.00038738i,0.00082868+0.00052259i,0.00061564+0.00048401i,0.0003725+0.00018285i,0.00083702-0.00017479i,0.00063504-0.00077826i,0.00010105-0.00074126i,0.00010736-7.3042e-05i,0.00054991+0.00017704i,0.00095211+0.00071911i
-0.0022148-0.00020091i,-0.0015791+2.1922e-06i,-0.00079626-0.00021007i,-0.00061823-0.0004924i,-0.0013953-4.2689e-05i,-0.0014531+0.00053932i,4.9964e-05+8.784e-05i,0.00057304-0.0011661i,8.5408e-05-0.0015543i,-8.1189e-07-0.00077248i,0.00033541-0.00049935i,0.00076893-0.000568i,0.00069884-2.7739e-05i,0.00065051-0.0002275i,0.0011689-9.4904e-05i,0.0010303+0.00026533i,0.00085995-0.00010344i,0.00079211+6.8759e-05i,7.1924e-05+0.0002652i,-0.0001538+0.00016986i,-0.00048066+0.00030902i,-0.0005427+0.0007251i,-0.0005365+0.00083469i
-0.00079858+0.00070932i,0.0005993+0.0008556i,-0.00035509+0.00119i,-0.00098428+0.0014272i,-0.00020223+0.0011945i,-0.00056793+0.00050838i,-0.0014716+0.00026745i,-0.0010389-0.00011131i,-8.3571e-05+0.00040793i,7.0402e-05+0.00039263i,-0.00027458-0.0004374i,0.00025291-0.00058112i,0.001094-1.5993e-05i,0.001194+0.00044303i,0.00070188+0.00031888i,-9.5351e-05+0.00037979i,-0.00042761+7.4763e-05i,-0.00058763-7.0042e-05i,-0.00080394-0.00013167i,-0.00034082-2.3098e-05i,4.6851e-05+0.00036302i,0.00068786+0.00039183i,0.0011352+3.2797e-05i
0.00081688+0.0014993i,0.00077904+0.00074776i,0.00049303+0.00015541i,0.00043541+0.00013678i,7.2826e-06-0.00030216i,-0.00063394-0.00031444i,-0.00050178+0.00037443i,-6.9985e-05-0.00048814i,-8.2625e-06-0.0012303i,-0.000152-0.00039159i,-0.00018685+0.0004302i,2.4628e-05+0.00055494i,0.00042706-3.8557e-05i,0.00014558-0.00011674i,0.00028336+0.00053982i,0.0001823+0.0011087i,-0.00047535+0.0014651i,-0.00042438+0.0012765i,-0.00018074+0.00093061i,0.00018303+0.00087237i,0.00050366+0.00075563i,0.00071484+0.00096029i,0.00024806+0.00029273i
-0.0011997+0.00071015i,-0.00093125+0.00094802i,-0.00097513+0.0021916i,-0.001274+0.0020668i,-0.0001582+0.00056517i,0.00079703+0.00026816i,0.00023143+0.00039702i,-0.00027964+0.00017632i,0.0001037+0.00032954i,0.0008145+0.00069906i,0.00096871+0.00038441i,0.00093492-0.00015652i,0.00078912-6.8018e-05i,0.00016526+0.00017992i,3.3775e-05+0.0002754i,-0.00017151+0.00020594i,-0.00077398+0.00068365i,-0.00069708+0.0010097i,0.00015137+0.00035305i,0.00021712-0.00045093i,0.00012123-0.00010716i,-0.00043039+0.00060327i,-0.00076667+0.00047944i
0.0016639+3.3101e-05i,0.0010065-0.00017068i,7.9037e-05-0.0014166i,-0.00014632-0.0026509i,-0.00083915-0.002479i,-0.00049405-0.0013185i,0.00055067-0.00063032i,0.0007339+3.0229e-06i,0.0012263+0.00029552i,0.00082913-0.00017742i,-6.7782e-06-0.00026081i,-0.00021411+0.00097131i,-0.00044411+0.0014534i,-0.00019117+0.00049888i,0.00056411+0.00082537i,0.00087976+0.00077242i,0.0010205+0.00077092i,0.00065509+0.00051891i,-1.9477e-05+2.03e-05i,-0.00051361+0.00037591i,-0.00061522+0.00065609i,-0.00044736+0.00028437i,-0.00018805-0.00029751i
0.0010851-6.6115e-05i,0.00015498-0.0008422i,-0.00017356-0.00052493i,4.1896e-05-2.9146e-05i,-0.00013789+0.00047602i,-0.00014513+0.00074359i,0.00029877+0.00050619i,0.00070502+9.2161e-05i,0.00020744-7.9708e-05i,0.00032855+0.00051397i,0.0011649+0.00064946i,0.00065244+0.00025986i,-0.00018795+0.00034651i,0.00056714-3.2405e-06i,0.0011263-0.00064021i,0.00071918-0.00041567i,0.00044293-0.000253i,-5.3949e-05-0.00038762i,-0.0003461-7.0086e-05i,-0.00027683+0.00026492i,-0.00047905+0.00034299i,-5.417e-06-0.00019369i,0.00041881-0.00021952i
0.0012263+0.0015088i,0.00098246+0.0011799i,0.00047399-0.00065906i,-0.0009768-0.0013866i,-0.0014068-0.00074019i,-0.00089066-0.00045756i,-0.00013963-0.00073686i,0.00013184-0.00041688i,0.00030586-0.00060113i,0.00097897-0.00036432i,0.00083034-0.00013375i,0.00078781-0.0005176i,0.00092442+6.1459e-05i,0.00035839+0.0010299i,-9.9245e-05+0.0010677i,-0.00010911+0.00029101i,-0.00060228-0.00023331i,-0.00024268-3.5171e-05i,0.00048162+0.00075851i,0.00032502+0.0010477i,-8.8911e-05+0.0012444i,-0.00032182+0.0012695i,-0.00022495+0.00019718i
0.0012427-0.0013488i,0.0010201-0.0023961i,-0.00040817-0.0026774i,-0.0019813-0.0014288i,-0.0019844-0.0004104i,-0.00064905+0.00028595i,0.00023092+0.00042041i,0.00051263-0.00021977i,0.0010179-0.00073325i,0.00051859-0.00064073i,1.5459e-05-0.00066147i,0.00031239-0.00047448i,0.0006315+0.00011889i,-1.7111e-05+0.0003666i,-0.0006707+0.00045073i,0.00012308+0.00047145i,0.00032551+0.00038454i,-6.7254e-05+0.00032199i,0.00025664-0.00015954i,0.00060479-0.00071884i,0.00026493-0.00049819i,-0.00061362+3.5982e-05i,-6.8181e-05-0.00069403i
-0.0014014+0.00074591i,-0.0020115+0.00045375i,-0.0031589-5.1545e-05i,-0.0031146-0.00033492i,-0.0022188-0.00027967i,-0.00069408+0.00030066i,0.0005276+0.00027652i,0.00094789-0.00045831i,0.00093941-7.7868e-05i,0.0012241-2.7041e-05i,0.0016677-0.00047736i,0.0019611-0.00034165i,0.0013617+9.6024e-05i,0.00034484+0.00041104i,0.00058776+0.0001055i,0.00057549-0.00010696i,-0.00057589+0.0001169i,-0.00068166+0.00032823i,-0.00043601+0.00042111i,-0.00028092+0.00059251i,0.00047602+0.00085914i,0.00017277+0.00087813i,-7.3154e-06+0.00034133i
0.0015696-0.0019581i,0.0012926-0.0019224i,0.00081771-0.0026236i,-0.00076209-0.0024909i,-0.0023774-0.0011284i,-0.0017762+0.00027827i,0.00029189+0.00013346i,0.0010565-0.00065072i,0.00054933-0.00096395i,0.00051778-0.00070325i,0.00033169-0.00024363i,-7.6011e-05+0.0011545i,-0.00065721+0.00091063i,-0.0010025-0.00014219i,-0.0008768+0.00036193i,-0.00057579+0.0010519i,-0.00028631+0.000713i,-0.00020606+0.00031221i,-0.00075346+9.7895e-05i,-0.00099181-0.00012902i,-0.00054953+0.00026818i,-0.00017999+0.00086743i,6.919e-05+0.00037345i
-0.0016059-6.5201e-05i,-0.0012333-0.00028586i,3.8652e-05+0.00020677i,0.00079147-0.00055162i,0.00085541-0.0015367i,-9.1218e-06-0.00088268i,0.00048216+8.8583e-05i,0.0011917-0.00012636i,0.0011095-0.00043766i,0.0012945-0.00074208i,0.00094934-0.00020793i,0.00087141+0.00038119i,0.00066928-1.3322e-05i,-0.00016771+0.00012702i,-0.00033761+0.00010861i,-0.00027544+0.00019965i,-0.00052212-0.00017162i,-0.00062884-0.0006036i,-0.00062445-0.00020077i,-0.00061874-0.00024697i,-0.00025728+9.7815e-05i,0.00036095+0.00065316i,0.0004969+0.0010785i
0.0017003-0.00033257i,0.0016791-0.00071771i,0.0020817-0.0022652i,0.00081346-0.0029246i,-0.0015528-0.001992i,-0.0017325-0.00075885i,-0.00064842-0.00027055i,0.00042031-0.00029381i,0.0010691-0.00037722i,0.00018765+4.8157e-05i,-0.0009266+9.3626e-05i,-0.0012354+0.00047182i,-0.0011444+0.00057308i,-0.00057074-0.0002813i,-9.3329e-05-0.00083926i,-0.00017234+0.00010444i,0.00012597+0.0004941i,-2.1374e-05+0.00054959i,-3.6264e-05+0.00095588i,-0.00011817+0.0001496i,-0.00044709-0.00037049i,-0.00031413-0.0002987i,4.2509e-05-0.00044931i
0.00020337-0.0005776i,0.00021905+0.00029225i,0.00070322-0.00067301i,0.00015275-0.00065131i,-0.00051931+0.00018701i,9.5026e-05+0.00054592i,0.00064153+0.00035613i,0.00059211+6.0362e-06i,0.00032959-0.0004985i,0.00046517-0.00074281i,0.00029221-0.00050571i,0.0001423+0.00037373i,0.00068115+1.5532e-05i,0.00074181-0.00072143i,0.00025991-0.00041266i,-0.00010516-0.00040696i,-0.0012302-0.0005945i,-0.0017807-0.00068151i,-0.00081961-0.00051572i,0.00040336-0.00064792i,0.00048917-9.4813e-06i,-0.00040902+0.00075945i,-0.00085949+0.00088648i
0.00091462+0.00084847i,0.0015739+0.0011896i,0.0014808+0.00012578i,0.00067679-0.0013878i,9.2013e-05-0.001509i,-0.00049204-0.00065603i,5.7595e-05-0.00038638i,0.00092363-0.00085163i,0.00094184-0.0013821i,0.00056987-0.0012441i,4.1571e-05-0.00063166i,-0.00030836-0.00028337i,-0.00085225+0.00012207i,-0.00060023-9.3348e-05i,0.00059021-0.00033428i,0.00046314+0.00051932i,0.00015139+0.0013991i,0.00069906+0.0011366i,0.00028316+0.00053235i,-4.246e-05+2.6424e-05i,0.00048465-0.00073405i,0.00061066-0.00068497i,0.00013982+0.0002649i
0.0010521-0.0033166i,0.00092932-0.0037349i,-0.00093085-0.0037839i,-0.0015196-0.0021097i,-0.0015305-0.0005308i,-0.00072598-0.00034645i,9.1507e-05+0.00019702i,0.00038696+0.00052022i,0.00061917-0.00075687i,0.00028407-0.0012378i,0.00019903-0.00015591i,0.00035792+0.00068286i,0.0001062+0.00050063i,-0.0002523-0.00013601i,-0.00074876-6.5148e-05i,-0.00078814+0.00047063i,-0.00016249+0.00011481i,-0.00055589+0.00033708i,-0.0013539+0.00068965i,-0.0010942+0.00050499i,-0.00012709+0.00038377i,0.00037257+0.00031382i,-3.3243e-05+0.00029611i
0.00027335+0.00058395i,0.00010887+0.00039332i,-0.00026678-0.00050903i,-0.0010233-0.0010259i,-0.00088223-0.0010776i,0.00016325-0.00064861i,0.00034755-0.00075047i,-2.3922e-05-0.0015838i,-0.00050671-0.0017798i,-0.00037079-0.0014432i,0.00041004-0.0010818i,0.0010119-0.00036953i,0.00045516-1.2044e-05i,0.00010211-0.00071239i,0.00035469-0.00091478i,-0.00026216-0.00049223i,-0.00050237-0.00011667i,-0.00034258+0.00085556i,-0.00050812+0.0014242i,-0.00078624+0.0011136i,-0.00066816+0.00048682i,-0.00081997+0.00041308i,-0.00069445+0.00052432i
-0.0014388-0.0004237i,-0.0015714+0.00039221i,-0.0014331+0.00083402i,-0.00085355+0.0001863i,-0.0006559+0.0002014i,0.00016401+0.0011363i,0.00034482+0.00066961i,0.00067063-0.00074544i,0.0014303-0.00034089i,0.0012664+6.7371e-05i,0.00045723-0.00055848i,0.00041206-1.6679e-05i,4.2329e-05+0.0012902i,-0.0012173+0.00068616i,-0.00085873+0.0001787i,-0.00038656+0.00040148i,-0.00022614-0.00028752i,4.6978e-05-0.0008741i,-0.0005587-0.000531i,-0.00022419+0.00017325i,0.00052705+0.00042475i,0.0001511+0.00045479i,0.0005007+0.0010562i
0.0015874+0.0011533i,0.0017335+0.0014439i,0.0020636+0.00059924i,0.0019107-0.00072895i,0.00089487-0.00099912i,-0.00014979-0.00090057i,-9.895e-05-0.00090121i,0.00064302-0.00062271i,0.00057561-0.00076238i,0.00016536-0.0014132i,0.00070635-0.0011865i,0.00074523-0.00014139i,8.1745e-05-0.0001704i,-0.00046992-0.00027525i,-0.00075625-0.00018765i,-0.00040766+0.00012266i,-0.00070838+0.00026041i,-0.00069354-0.00027129i,-9.0361e-06-0.00012333i,-6.4256e-05+0.00020951i,0.00017664-0.00026411i,0.0002008-0.00076427i,-0.00024433-0.00044452i
0.0011166-0.0010499i,0.0009324-0.00038481i,-0.00020092-0.00036243i,-0.00087124-0.00031404i,-1.1601e-05+0.00042257i,-0.00028456+0.0014128i,-0.00087067+0.0010678i,-0.00082354+0.00025012i,-0.00083722+2.975e-05i,-0.00064731+0.00020801i,0.00039388+0.00021886i,0.00058596-0.00057821i,0.0003263-0.00071366i,-1.7049e-05-0.00010898i,-0.0003464-8.695e-05i,0.00049716+8.0445e-05i,5.463e-05-0.0002069i,-0.0007757-0.00075199i,-0.00026372-7.9285e-05i,0.00048957+0.00064684i,0.00073218+0.00060938i,0.00038332-0.00032622i,0.00060413-1.9207e-05i
0.00081932+0.00031667i,0.0013508+0.00045774i,0.0013337+0.00072652i,0.0004527+0.00021081i,-0.0012997-0.00040057i,-0.0012875-0.00039518i,0.00069295-0.00073297i,0.0018298-0.0011264i,0.0016045-0.0010777i,0.0010859-0.00068985i,0.00074163-0.00026117i,0.00047462-0.00049963i,0.00029404-0.00072583i,8.0443e-05-0.00043464i,8.0583e-05-0.00023695i,-1.2041e-05+0.00075175i,6.3428e-06+0.0014248i,-0.000331+0.00026809i,-0.00013979-0.00030443i,-3.7391e-05-0.00015461i,-3.1786e-05-0.00013758i,2.2669e-05+0.00088643i,-0.00050946+0.00095201i
0.0016393-0.00016542i,0.00062349-0.0010068i,0.00012209-0.0010276i,-0.00075627-0.0013659i,-0.0013216-0.0024468i,-0.0010605-0.0021751i,-0.00040098-0.00099585i,-0.00031459-0.00066092i,0.00012026-0.00099582i,0.00041188-0.0015222i,-0.0002055-0.0010819i,-5.9991e-05-0.000276i,-0.00043569+0.00020403i,-0.0010612+0.00018824i,-0.0003472+0.00013232i,-1.8847e-05-0.00028517i,0.00050434-8.7117e-05i,0.00071746+0.00013978i,0.00065317-0.00026644i,-0.00017079-0.00028044i,-0.00097571-0.00036241i,-0.00068644+0.00045696i,-0.00025607+0.0015685i
0.0011653+8.242e-05i,0.0014837-0.0012953i,0.00024373-0.00052131i,-0.00091353-0.00068123i,-0.0013818-0.0015315i,-0.00071635-0.0011753i,0.00033632-0.00079371i,0.0007117-0.00053157i,0.00045827-0.00016855i,0.00027053-0.00038634i,-0.00010517+0.0002022i,-1.1708e-05+0.00036404i,7.6588e-05-0.00032674i,-0.00024902-0.00033845i,0.00016097-0.00041378i,0.00072436-0.00018373i,0.00028122-0.00010754i,-0.00073593+0.00030932i,-0.0014744+0.00086901i,-0.0015224+0.00076409i,-0.00093806+0.00030169i,-0.00029295-2.6403e-05i,-0.00017316-0.00015514i
0.0028433-0.00021725i,0.0016695-0.002097i,0.00066388-0.00066712i,-1.7046e-05+0.00016033i,-0.0011022-0.00031666i,-0.0014228+0.0001531i,0.00054538+0.00054429i,0.0011618-0.0005971i,0.00028451-0.0010543i,-0.00022414-0.0002937i,-0.0016273+0.00034551i,-0.001961+0.00041518i,-8.066e-05+0.0011585i,0.00091749+0.0014443i,0.0011046+0.00032429i,0.00076982-6.8059e-05i,0.00019475+0.00019069i,0.00021397+0.00048379i,0.00011122+0.00071122i,-0.0005013+0.00069285i,-0.00050938+2.5679e-05i,-0.00016274-0.00028354i,0.00021199+0.00042058i
-0.00043727+0.00034898i,-0.00017498+0.00029266i,-0.00027466+4.6862e-05i,-0.00073116-0.00051615i,-0.00094762-0.0010092i,-0.00049343-0.0011359i,0.00040849-0.0011375i,0.0010612-0.0012776i,0.0011483-0.00039303i,0.00031487+0.00035526i,-0.0010615-0.00017829i,-0.00037978+0.00024764i,0.00040244-0.00038871i,0.0005234-0.0014097i,0.00093751-8.4416e-05i,0.00070296+0.00092265i,-1.3783e-05+0.00057409i,-0.00085847+0.00030417i,-0.00073958+0.00041393i,6.4461e-05+0.00020389i,0.00031885-2.1661e-05i,-5.781e-05+0.0006107i,0.0002184+0.00064392i
-0.00056689-0.00050136i,-0.00055914-0.00072676i,-0.0018476-0.0023534i,-0.0019911-0.001935i,-0.0022421-0.00098776i,-0.0011359-0.00099864i,6.1855e-05-0.0011276i,-0.00030604-0.00091456i,0.00027907-0.00081172i,0.00048766-0.00042984i,0.00018149-0.0008824i,0.00062798-0.0011509i,0.00073719-0.00024743i,0.00038767+0.00072473i,0.0001897+0.001504i,0.00089713+0.0016606i,0.00075977+0.00087009i,-0.0001722+0.00017766i,-0.00017354+0.00022914i,0.00025289+0.00011661i,0.00041904+4.592e-05i,0.00026145+5.6783e-05i,-0.00036013-0.00053307i
-0.0024543-0.0019017i,-0.0021255-0.00036698i,-0.0016316-0.00056062i,-0.00099358+0.00025749i,-0.00055156+0.001618i,0.00013818+0.0012865i,0.0010256+0.00039255i,0.0012512-0.00034329i,0.00036339-0.00070113i,-0.00036498-0.001076i,9.8956e-05-0.00073695i,0.00040224+0.00016896i,-0.00012028-0.00016609i,0.00045376-0.001343i,0.0016241-0.00075915i,0.0015763+0.00010139i,0.00057858-0.00078682i,-0.00063351-0.00084114i,-0.00076622-0.00035334i,-0.00051463-0.00045776i,-0.00043539-0.00051534i,-5.882e-05-0.0003482i,0.00058737-0.0003901i
-0.00022694+0.0012754i,0.00010424+0.00082108i,-0.00068616+0.00015805i,-0.00078889+0.00075028i,-0.00024864+0.00045243i,-2.0411e-05-0.00031435i,0.00031367+3.4931e-05i,0.00098859-9.0342e-06i,0.00099635-0.00085875i,9.7619e-05-0.00094259i,-0.00014197-0.00027783i,0.0001457-0.000539i,0.0002804-0.001385i,0.00035325-0.0010043i,-0.00013296-6.1999e-05i,-0.00038405-0.00050883i,-0.00055062-0.0012679i,-0.00066637+4.1948e-05i,-0.00053399+0.00098234i,-0.00090186+0.00023478i,-0.00045132+0.00011311i,-5.153e-05+0.00032988i,-0.00024291+0.00033648i
-2.1088e-05-6.6574e-05i,-0.00087772-0.00055163i,-0.0010378-0.0014636i,5.9634e-05-0.0010839i,0.00044667-0.00017651i,9.4842e-05-0.00050455i,-0.00024983-0.0010374i,7.0521e-05-0.0011955i,0.00048328-0.00075436i,0.00052459-0.00048696i,0.00057483-1.9199e-05i,0.00063743+0.00068508i,0.00047343+0.00092713i,-9.1919e-05+0.00070715i,-0.00049451+0.00072468i,-0.00059647+1.0386e-05i,-0.00023873-0.00056048i,-8.4696e-05-0.00039189i,0.00031479-0.00037748i,0.0008031+0.00054817i,-0.00028585+0.0009171i,-0.0003973+0.00039719i,-9.1397e-05+0.00013941i
-0.00014532+0.0019333i,0.00016151+0.0016546i,0.00083869+0.00045927i,0.00021062-0.00075751i,-0.00020124-0.00084373i,-0.00061927-0.00067497i,7.3695e-05-0.000539i,0.00095509-0.00057663i,0.00037448-0.0003235i,0.00017675+0.0005135i,0.00045286+0.00062087i,0.00027293+4.6857e-05i,0.00025121-0.00028926i,0.00029104-0.00049258i,0.00025243-0.00028825i,0.00031103-0.00017586i,0.00057836+2.6793e-05i,0.00064983-0.00017724i,0.00021349-4.3912e-05i,-0.0002071+0.00081902i,-0.00011888+0.00086215i,0.00020003+0.000146i,3.0332e-05-0.0002124i
-0.00072699-0.0024141i,-0.00095555-0.002506i,-0.00094129-0.0014245i,-0.0013092-0.00049581i,-0.0014804+0.00055479i,-0.00041086+0.0011648i,0.00047517+0.00046182i,0.00057124+4.4484e-05i,-0.00030681+0.00042151i,-0.00051132-0.00047296i,-1.9547e-05-0.00068651i,-0.00050031-0.00028049i,-0.00058025+9.0666e-06i,-0.00051083+0.00042206i,-0.00032315+0.0010591i,-0.00028869+0.00078922i,-0.00078185+0.00028938i,-0.00093917+0.00046839i,-0.00032048+2.7918e-05i,0.00053036-0.00013941i,0.00016032+0.00071903i,-0.000611+0.00083448i,-0.00058405+0.00017772i
-0.00051211+0.00080306i,0.00025212+0.0014513i,0.00022773+0.0014357i,-0.00030003+0.00083692i,-0.00036363+0.00037125i,-8.2253e-05-2.8839e-05i,0.00066326-0.00021747i,0.0011912-1.4595e-05i,0.0014005+0.00014784i,0.0013842+1.6744e-05i,0.00081069+0.0003029i,0.00055837+5.4974e-05i,0.00043816+0.0001512i,0.0003685+0.00049381i,0.0003446+8.5195e-05i,-0.00019766+4.7252e-05i,-0.00044111+0.00037944i,-0.00015248-0.000202i,0.00024112-0.00085813i,0.00026236-0.00042799i,-0.00034623+0.00012102i,-0.0010775+0.00098404i,-0.0013201+0.00093086i
-0.00098042-0.0032861i,-0.0026683-0.0033234i,-0.0041841-0.0026175i,-0.0035006-0.0012874i,-0.0024749+0.00029787i,-0.0009307+0.0011917i,0.0003305+0.0010672i,0.0011653+0.00014248i,0.0012379-0.00014055i,0.0005431+0.00062178i,0.00026629+0.00075753i,7.3971e-05+0.00011293i,-0.00010036-0.00040292i,7.373e-05-0.00051659i,0.00045791-0.00024178i,0.0004539+5.9575e-06i,-6.1678e-05+0.00051052i,-0.0005302+0.00074881i,-0.00034793+0.00041237i,0.00017223+0.00028096i,-8.7379e-05+0.00034443i,-0.00073234+0.00049051i,-0.00022243+6.8996e-05i
-0.00045147+0.00025102i,-0.00025043+0.00058977i,0.00024712-0.0002638i,0.00054392-0.0010546i,-6.7664e-05-0.0014767i,-0.00031278-0.00071424i,-0.00012554-0.00046476i,0.00068132-0.00098142i,0.0011658-0.0013216i,0.0006275-0.0013708i,0.00053704-0.00098881i,0.00014064-0.00019759i,-0.00064895+0.0004021i,-0.0012327+0.00025931i,-0.0013425+5.7267e-05i,-0.00081979+5.6256e-06i,-0.00037691+8.3207e-05i,-0.00024165+0.00075644i,0.00027696+0.00073456i,0.00021248+4.767e-05i,9.0499e-05+0.00047107i,0.00034434+0.001115i,0.00032397+0.00037882i
0.00018906+0.0006629i,0.00042724-0.00045892i,0.00055741-0.00072035i,-0.00017459-0.00017771i,-0.001583-0.00040849i,-0.0013223-0.00093508i,-0.00032667-0.00061629i,0.00093856-0.0006505i,0.0011526-6.2631e-05i,0.00041063+0.00042942i,0.00025843+0.00034958i,0.00032351+0.00064761i,0.00018515+0.00059792i,-0.00026189+0.00044406i,-0.00029134-0.00026743i,0.00013286-0.00044158i,7.5742e-05-0.0004419i,0.00031694-5.3778e-05i,-3.3769e-06+0.00027346i,-0.00075307+9.0447e-05i,-0.00037887-0.00017716i,-1.8607e-05+0.00017014i,0.00024237+0.00082305i
-0.0023078+0.00036237i,-0.0018248+0.00036902i,-0.0014784+0.0012908i,-0.0012631+0.0010813i,-0.00019343+0.00034007i,0.0014412-0.0005511i,0.0010865-0.00098564i,0.00023654-0.00033745i,0.00036997-0.00037982i,7.6294e-05-0.00080882i,0.00044793-0.00049041i,0.00073039+9.887e-05i,0.00067816+0.00045733i,0.00063704-0.00041666i,0.00044817-0.0009156i,5.1681e-05-0.00022771i,-0.00022891+0.00025921i,6.4057e-05+0.00057758i,9.1695e-05+0.0010239i,5.3556e-05+0.0010949i,0.00020427+0.00077772i,0.00063328+0.00012943i,0.00085011+6.0309e-05i
0.00042359-0.00098838i,0.00072603-0.0014581i,8.2813e-05-0.0028327i,-0.00077019-0.0028857i,-0.00081718-0.0013327i,-0.00085918-1.6941e-05i,-0.00094201-0.00058241i,7.1256e-05-0.0010869i,0.00056115-0.00042517i,-3.4572e-05+0.00011733i,7.7599e-05+0.00028149i,0.00051897+0.00071251i,0.00036874+0.0003256i,-2.458e-05+0.00014878i,0.000357+0.00032941i,-9.922e-05-9.8682e-05i,-0.0009765-0.0002303i,-0.00086637-0.00037946i,-0.00023963-8.0171e-06i,-0.00037893+0.00023386i,-0.00095057-8.001e-05i,-0.0007159-0.00029563i,-0.00023085-0.0011471i
-0.0024838-0.00094548i,-0.0019503-0.00023966i,-0.0010665+0.00066616i,-0.00056866+0.0009244i,-0.00031881+0.00029908i,-0.00042569-0.00046335i,-0.00011252+0.00045718i,0.00049522+0.00089433i,0.00093384+0.00023811i,0.0005514+0.00019749i,-0.00013436+0.00019i,0.00019424-0.00088299i,-0.00014063-0.0012582i,-0.00042284-0.00028121i,0.00021127+0.00023705i,0.00045081-3.3336e-05i,0.00037241-0.00023399i,0.00059195-0.0002357i,0.00049912+0.00015579i,0.00063442+0.00090703i,0.00032837+0.0010331i,5.9872e-06+0.00059591i,-7.0537e-05+0.00024275i
0.00044606-0.0025942i,0.00023248-0.0025818i,-0.00069986-0.0026423i,-0.0015713-0.0021969i,-0.0025629-0.001417i,-0.0023246-0.00075549i,-0.00064005-2.4234e-05i,-0.00068278-2.9012e-05i,-0.0010964+0.00014706i,-0.00047817+0.00026258i,0.00021412-0.00021865i,0.00082006+0.00011976i,0.001004+0.0003888i,0.00061341+0.00018308i,4.1425e-06+3.8543e-05i,0.00043297+0.00012249i,0.00091432+0.00018031i,0.00015897-0.00021986i,-0.0012425-8.0569e-05i,-0.0018117+0.0002888i,-0.00066771+0.00034004i,0.00067665+0.00019653i,0.00086173-4.3426e-05i
0.00038434-0.00053603i,-0.00059221-0.00032927i,-3.046e-05-0.0012111i,-0.00058701-0.0013576i,-0.00082369-0.00019711i,0.00054113+0.00048678i,0.00097185-0.00051477i,0.00042616-0.00011952i,0.00067327+0.00020337i,0.00063662-0.00068638i,-0.00011326-0.00070701i,-0.00023673+0.00056178i,0.00025959+0.001068i,0.00039332+0.00086586i,0.00045496+0.00037311i,0.00061241+4.9672e-05i,0.00020696-7.4833e-06i,-0.00024542-0.00014097i,-0.00040918+0.00021744i,-0.0002758+0.00037401i,-0.00040243+0.00067248i,-0.00060374+0.00086933i,-0.00045748+0.00087804i
-0.00061479-0.0015114i,-0.00058053-0.00011919i,-0.0014545+0.00025429i,-0.0012424-0.0005742i,-0.0012354-0.0002725i,-0.0011104+0.0011291i,-0.00042579+0.00079896i,9.0634e-05-0.00020524i,0.00053959-0.00052335i,0.00029478-0.00023289i,-0.00033107+0.00035605i,-0.00025412+0.00058743i,0.00029866+0.0005013i,0.00044003+0.00031987i,0.00030344+7.2545e-05i,5.4638e-05-0.00049815i,0.00041617-0.00019138i,0.00027391+0.00072335i,-0.00043248+0.00094637i,-0.00059254+0.00082236i,-9.4759e-05+0.0001904i,0.00069507-1.1758e-05i,0.00051399+0.00051194i
-8.8129e-06+3.2438e-05i,-1.9817e-05-0.0005589i,0.00018857-0.00036433i,-0.00016933-0.00039015i,-0.0012231-0.00023711i,-0.00075437+0.00036517i,0.00025708+0.00056388i,0.00027524+0.0003696i,0.0003942-0.00010958i,0.00081227-0.00021382i,0.00059139+0.00029299i,0.00033357+0.00022939i,0.00075148-0.001028i,0.00081635-0.001799i,0.00030348-0.0011822i,-0.00023966-0.00027906i,-0.00044982+0.00023327i,-0.00055212+0.00054562i,-0.00065879+0.00014224i,-0.00030019-0.00034229i,0.00027457+0.00070216i,0.00049866+0.0010092i,0.00061369+0.00023762i
-0.0031718+0.0013472i,-0.0023977+0.00095306i,-0.0021633+0.0018406i,-0.0017821+0.0021022i,-0.0011104+0.0012035i,-0.0004314+0.00027192i,-0.00044152-0.00011302i,-0.00014559-0.00023266i,0.00046044+8.5665e-05i,0.00049727+0.00014433i,0.00057426+2.3742e-05i,0.00070941-6.3418e-05i,0.0006171+2.336e-05i,-0.0001115+0.00058866i,-0.00046135+0.00079565i,0.00015718-0.00013754i,0.00097985-0.0012269i,0.0002624-0.00083818i,-0.00062389+1.9974e-05i,0.00022921+0.00011913i,6.3409e-05+0.0001756i,-0.00050032+0.00041513i,-0.00011188-3.789e-05i
