-0.0021304+0.00060039i,-0.0022704+0.00077269i,-0.0018986+0.0011551i,4.9498e-06+0.0011536i,0.00074687+0.0016587i,0.00036302+0.0024926i,0.00075956+0.0030264i,0.0016998+0.0021013i,0.001355+0.0010778i,0.00021221+0.00063592i,0.00052884+0.00014078i,0.00089069-1.2687e-05i,8.1519e-06-0.0001641i,-0.0003322-0.00021204i,-0.00040479+0.00015785i,-0.00081669-4.5558e-05i,-0.00091293-0.00031692i,-0.00023739-0.00035019i,-8.2829e-05+0.00031234i,-0.00012933+0.0011932i,-0.00063499+0.00087518i,-0.00068921+0.00036814i,0.00028749+7.9705e-05i
0.0095762+0.00014936i,0.027878+0.0033771i,0.058163+0.0024918i,0.069486-0.0060515i,0.063063-0.00019621i,0.095982+0.031831i,0.14034+0.035359i,0.098505+6.3065e-05i,0.015442-0.0126i,-0.014326-0.0061653i,-0.021476-0.02058i,-0.046815-0.036845i,-0.062499-0.033553i,-0.056975-0.027531i,-0.043959-0.03186i,-0.033346-0.038505i,-0.026142-0.028005i,-0.016652-0.0019276i,-0.0068912+0.019402i,0.00037189+0.025185i,0.0036841+0.017961i,0.0033719+0.011419i,0.0064324+0.010514i
-0.0068241+0.016153i,-0.016161+0.057317i,-0.03547+0.12429i,-0.031107+0.16344i,-0.0088164+0.10881i,-0.043644-0.0088989i,-0.10769-0.06166i,-0.089765-0.031296i,-0.025133-0.015183i,-0.0028845-0.01587i,0.002973+0.0027988i,0.022689+0.022976i,0.038299+0.028362i,0.042086+0.023254i,0.038995+0.021319i,0.035362+0.024977i,0.029701+0.017135i,0.016724+0.00045152i,0.0053764-0.011218i,0.0032094-0.018612i,0.0039245-0.02028i,0.0041355-0.018993i,0.0024085-0.018677i
-0.006547-0.0076163i,-0.037848-0.030392i,-0.096545-0.069565i,-0.15047-0.089146i,-0.12628-0.049878i,-0.017252+0.026016i,0.077752+0.043708i,0.071276-0.0022976i,0.0080248-0.022234i,-0.01924-0.011086i,-0.025597-0.011601i,-0.041072-0.016106i,-0.045107-0.0094299i,-0.033579-0.0044621i,-0.023614-0.012147i,-0.021766-0.022159i,-0.019011-0.017522i,-0.0086622-0.0024682i,-0.0014536+0.0078563i,-0.0046572+0.01248i,-0.006465+0.011963i,-0.0025554+0.0037316i,0.0002353-0.0026732i
-0.0058425-0.0071908i,-0.016066-0.019492i,-0.019566-0.041614i,-2.2081e-05-0.06785i,0.0077531-0.098599i,-0.039418-0.12067i,-0.098824-0.093408i,-0.08308-0.012628i,-0.0030438+0.04612i,0.048943+0.039881i,0.06063+0.021797i,0.06669+0.017066i,0.06472+0.010006i,0.055726+0.0053827i,0.050725+0.0073573i,0.047722+0.007468i,0.036833+0.00010156i,0.020144-0.012956i,0.0072198-0.019569i,0.0032338-0.013738i,0.0039718-0.0049637i,0.0015013-0.0028408i,-0.0044368-0.0036523i
0.0056159-0.01589i,0.020345-0.046826i,0.041207-0.095597i,0.037669-0.10935i,0.015673-0.036607i,0.041576+0.064562i,0.092272+0.098435i,0.087221+0.056981i,0.044688+0.002043i,0.016332-0.020838i,0.0021798-0.02438i,-0.015092-0.026942i,-0.032989-0.02572i,-0.044425-0.018637i,-0.050285-0.0096948i,-0.050039-0.0036263i,-0.041143+0.0023246i,-0.02481+0.010315i,-0.0087367+0.014269i,0.0012576+0.012987i,0.0062473+0.013862i,0.010293+0.017386i,0.013238+0.016652i
0.014738+0.0055652i,0.044189+0.023288i,0.096801+0.053465i,0.14739+0.063266i,0.15076+0.020196i,0.087576-0.050504i,0.020962-0.079424i,0.0034106-0.050286i,0.0082131-0.0073592i,0.01103+0.014519i,0.0094744+0.015676i,0.01138+0.015527i,0.016939+0.016571i,0.018251+0.01297i,0.023407+0.009983i,0.033787+0.0081361i,0.033222+0.0001419i,0.020734-0.0077267i,0.010435-0.010668i,0.0070028-0.015534i,0.0033239-0.01924i,-0.00057788-0.016283i,-0.002278-0.011594i
-0.0012872+0.00018785i,-0.0015353+0.012228i,-0.015955+0.0436i,-0.039929+0.092244i,-0.042735+0.11736i,-0.020163+0.098281i,-0.0063252+0.048361i,-0.013445-0.012011i,-0.027825-0.045949i,-0.041025-0.033135i,-0.042599-0.0015018i,-0.033811+0.0099036i,-0.025325+0.0027856i,-0.020921-0.0059354i,-0.028961-0.012506i,-0.043396-0.010715i,-0.044061+0.0001206i,-0.02873+0.0096012i,-0.013071+0.010975i,-0.00855+0.007321i,-0.0097991+0.0059462i,-0.0065385+0.0064305i,-0.0023436+0.0054812i
-0.0011566+0.015841i,-0.01018+0.036818i,-0.024271+0.063388i,-0.025165+0.056109i,-0.016097+0.014289i,-0.011067+0.0016109i,-0.005484+0.023167i,-0.0020082+0.045118i,-0.002246+0.060432i,0.010762+0.055145i,0.025839+0.023631i,0.02306-0.00089287i,0.017177+0.00040122i,0.020913+0.0044047i,0.029575+0.00011921i,0.035912-0.0053395i,0.034616-0.0096094i,0.021475-0.0097166i,0.0048327-0.0032618i,-0.00059546+0.0031155i,-3.1584e-05+0.00092393i,-0.0044347-0.003828i,-0.0082791-0.0013897i
-0.0086936-0.0094788i,-0.036274-0.029486i,-0.080603-0.065322i,-0.11764-0.080141i,-0.11377-0.05689i,-0.074696-0.052085i,-0.053921-0.063436i,-0.039745-0.040976i,-0.0062706-0.021598i,0.0046417-0.031704i,-0.0058493-0.030383i,-0.0058254-0.016204i,-0.0011571-0.011456i,-0.0022307-0.0096847i,-0.010847-0.006857i,-0.025347-0.0016995i,-0.031764+0.0074242i,-0.021695+0.012317i,-0.0088228+0.010218i,-0.0023226+0.0091959i,0.0033938+0.012831i,0.011295+0.015858i,0.017263+0.0099739i
0.0024424-0.0019067i,0.01181-0.012431i,0.033795-0.044639i,0.046617-0.093129i,0.022086-0.093319i,-0.013806-0.007721i,-0.0048319+0.083758i,0.018+0.096065i,0.014043+0.067136i,0.017943+0.046156i,0.025798+0.0203i,0.017301+0.00015013i,0.0066785+0.00023451i,0.0037898+0.00663i,0.013138+0.0087829i,0.029831+0.0013102i,0.036611-0.011229i,0.026007-0.015965i,0.012399-0.0095115i,0.0077068-0.0026534i,0.0074818-0.0047144i,0.0054145-0.009901i,0.0010129-0.010054i
0.0037392-0.0075129i,0.0083692-0.024009i,0.01601-0.037266i,0.031806-0.022467i,0.060795-0.025525i,0.07165-0.1056i,0.036114-0.18509i,-0.0019826-0.16411i,-0.0030645-0.095283i,-0.0025118-0.051016i,-0.010969-0.013855i,-0.0073803+0.015864i,-0.0015674+0.015514i,-0.0048859+0.0014051i,-0.012336-0.0043425i,-0.022046-0.00081252i,-0.029398+0.0045832i,-0.023623+0.0065773i,-0.009955+0.00090636i,-0.0035221-0.006853i,-0.0035403-0.0050694i,-0.0046644-0.00015332i,-0.0068044+7.7342e-05i
0.0115+0.0013412i,0.035022+0.016411i,0.073289+0.041762i,0.085173+0.049968i,0.032651+0.049741i,-0.032919+0.1133i,-0.030822+0.18429i,0.0019346+0.14403i,0.0018091+0.065405i,0.001479+0.042393i,0.016211+0.026832i,0.012852-0.0002219i,-0.0019179-0.0043712i,-0.0051282+0.0031103i,0.0010046+0.0025437i,0.011353-0.0046388i,0.017568-0.011656i,0.013752-0.01347i,0.0069557-0.0095938i,0.0038991-0.0051937i,0.0010065-0.0051502i,-0.0054145-0.0027839i,-0.0090617+0.00597i
-0.001628+0.0046536i,-0.019275+0.014547i,-0.047264+0.041674i,-0.042385+0.078209i,0.039105+0.058357i,0.14116-0.070958i,0.14721-0.19885i,0.079705-0.18143i,0.033208-0.094202i,0.0038807-0.053232i,-0.019648-0.032632i,-0.020879-0.010125i,-0.0089595-0.0022235i,-0.0014138-0.0034884i,-0.0060559-0.0043378i,-0.018931+0.0028663i,-0.025959+0.014474i,-0.020722+0.016702i,-0.013289+0.0095216i,-0.0093527+0.0028945i,-0.0049676+0.0010611i,0.0013289+0.0014825i,0.0077352-0.00048128i
0.0021858+0.0013809i,0.005608+0.0015265i,0.0043586-0.016152i,-0.027877-0.052703i,-0.10316-0.039858i,-0.17584+0.074748i,-0.1709+0.19197i,-0.09918+0.18394i,-0.043154+0.10359i,-0.016233+0.056492i,0.0033011+0.02894i,0.0091007+0.00070238i,0.0059979-0.0080472i,0.0053548-0.0022399i,0.009614+0.0026872i,0.018012-0.00046793i,0.024913-0.0084622i,0.022602-0.0094689i,0.014668-0.00035736i,0.0096934+0.0068494i,0.0063984+0.0047041i,0.0058002-0.00064084i,0.006085-0.0052381i
-0.0094574+0.00039302i,-0.02743-0.0065319i,-0.053078-0.015961i,-0.035821-0.0088985i,0.069272-0.0060265i,0.18193-0.073592i,0.18387-0.15716i,0.10092-0.13527i,0.040573-0.057851i,0.019565-0.029892i,0.003158-0.019381i,-0.002264+0.0030282i,0.00092564+0.0074462i,-0.0033684-0.0027082i,-0.011455-0.0066971i,-0.017546-0.0014995i,-0.021447+0.0059348i,-0.018824+0.0070797i,-0.012297+0.0035849i,-0.0087805+0.0030996i,-0.0052848+0.0048792i,-0.0012034+0.0039614i,-0.00012779-0.0007704i
0.0073385-0.0096752i,0.024102-0.02589i,0.054793-0.061308i,0.04281-0.10938i,-0.074974-0.11044i,-0.2234-0.00089813i,-0.24599+0.12885i,-0.14941+0.13432i,-0.056164+0.065582i,-0.007337+0.031567i,0.018992+0.019999i,0.024211+0.0047595i,0.013309-0.0022891i,0.0072458-0.002362i,0.0092054-0.0026798i,0.014719-0.0063391i,0.018256-0.011341i,0.015485-0.011585i,0.012423-0.007324i,0.012469-0.0025231i,0.011074+0.00040551i,0.0054048+0.0020516i,-0.00071296+0.0061442i
8.4461e-05+0.0021529i,-0.0041443+0.011632i,-0.0033991+0.04879i,0.034445+0.11222i,0.13463+0.13696i,0.25067+0.05522i,0.27356-0.067959i,0.18762-0.10558i,0.093645-0.070727i,0.03999-0.042957i,0.0065027-0.028118i,-0.011192-0.011717i,-0.012868-0.0028356i,-0.00986-0.0028125i,-0.011692-0.0044085i,-0.019712-0.0024372i,-0.027174+0.0031292i,-0.025806+0.0077907i,-0.018055+0.0062927i,-0.010547+0.00053749i,-0.0063294-0.002243i,-0.0048862-0.00026669i,0.00050975+0.0040367i
0.0051677-0.002808i,0.019279-0.0067187i,0.036449-0.021747i,0.0068707-0.058563i,-0.10499-0.095423i,-0.23165-0.074685i,-0.25289+0.00038089i,-0.15746+0.041628i,-0.0615+0.032859i,-0.021731+0.02896i,-0.0025019+0.025517i,0.007904+0.0083344i,0.0090174-0.00040538i,0.015977+0.0018144i,0.025746+3.5295e-05i,0.029474-0.0047361i,0.03049-0.0068798i,0.029367-0.0061407i,0.024344-0.0040337i,0.017814-0.0046427i,0.011827-0.0058709i,0.0074853-0.0045012i,0.0037871-0.0062369i
-0.002949+0.0047022i,-0.019727+0.023344i,-0.047643+0.067233i,-0.035804+0.13219i,0.072513+0.17232i,0.20668+0.1331i,0.22914+0.044195i,0.14285-7.63e-05i,0.059062+0.0078775i,0.021517+0.0075657i,0.0032496-0.0011274i,-0.0054063+0.0015651i,-0.0039775+0.0056525i,-0.0058985+0.004161i,-0.014701+0.002589i,-0.02223+0.0031363i,-0.024408+0.004055i,-0.022708+0.0038552i,-0.019839+0.0035999i,-0.016435+0.0046313i,-0.01188+0.0037997i,-0.0062179-0.00010665i,-0.0023978-0.0039323i
0.0023633-0.0020081i,0.0061894-0.022749i,0.0054908-0.081701i,-0.026641-0.17561i,-0.11056-0.24635i,-0.20405-0.22458i,-0.22665-0.12163i,-0.17025-0.024435i,-0.095118+0.016738i,-0.044024+0.021269i,-0.013803+0.017235i,0.0039913+0.013065i,0.0082831+0.010056i,0.0085322+0.0072896i,0.014538+0.0044507i,0.023732+0.00065183i,0.028623-0.0045846i,0.025228-0.0072618i,0.017166-0.0048422i,0.011203-0.00037735i,0.0065912+0.0012712i,0.0014799-0.00033042i,-0.0031885-0.00055468i
-0.00024619+0.0044532i,-0.0022616+0.012991i,-0.0020754+0.03987i,0.025241+0.098581i,0.099164+0.1723i,0.17746+0.19185i,0.18284+0.12314i,0.11392+0.035368i,0.045463-0.0073709i,0.016173-0.018289i,0.0018407-0.019287i,-0.0092854-0.011197i,-0.013166-0.0037349i,-0.019391-0.0012557i,-0.028186+0.0027085i,-0.033643+0.0063354i,-0.036821+0.0080006i,-0.035464+0.0081634i,-0.027848+0.0056894i,-0.017881+0.0047299i,-0.010459+0.0074301i,-0.0055839+0.011802i,0.0025196+0.015838i
0.0016691-0.0069649i,0.0099424-0.024104i,0.027076-0.070851i,0.023487-0.15061i,-0.031957-0.22777i,-0.096149-0.24115i,-0.10125-0.17453i,-0.059583-0.09617i,-0.025495-0.051624i,-0.010823-0.02384i,-0.0031176-0.0064262i,-0.00043229-0.0032524i,-0.0013643-0.0053903i,0.0037924-0.0057191i,0.014608-0.0056038i,0.021551-0.0072902i,0.02201-0.0082038i,0.019598-0.0051419i,0.017725-0.002663i,0.0159-0.0052034i,0.011471-0.0071537i,0.0069303-0.0055359i,0.0050534-0.004655i
0.0082048+0.0059634i,0.011209+0.024707i,0.017935+0.082967i,0.034771+0.18353i,0.067911+0.27408i,0.099664+0.2879i,0.10949+0.20645i,0.10098+0.091809i,0.078795+0.021225i,0.050992-0.00022296i,0.028545-0.0085087i,0.012203-0.013219i,0.0013581-0.011398i,-0.0061608-0.007989i,-0.014092-0.0037084i,-0.020751+0.0024016i,-0.023613+0.0067503i,-0.020679+0.0070341i,-0.013375+0.0035665i,-0.0074784+0.00031229i,-0.0029278-0.0014901i,0.00043999-0.0043731i,-0.00020126-0.0068234i
0.00017594-0.0019912i,-0.0031518-0.015812i,-0.012304-0.056175i,-0.030142-0.13229i,-0.049051-0.21618i,-0.054935-0.24141i,-0.042617-0.16619i,-0.021932-0.055755i,-0.0035927+0.0026067i,0.0038176+0.011819i,0.0054435+0.011521i,0.0073977+0.0099461i,0.0088254+0.0054336i,0.012949+0.00011464i,0.019401-0.0067831i,0.023607-0.012398i,0.024903-0.013055i,0.024382-0.0091221i,0.021053-0.0038318i,0.015663-0.0019323i,0.0099545-0.0047126i,0.0012928-0.0081804i,-0.0096814-0.0078593i
0.0017572+0.005106i,0.0039608+0.017003i,0.001455+0.055248i,-0.0033298+0.1293i,-0.0044646+0.21061i,-0.015653+0.23458i,-0.033356+0.17883i,-0.029848+0.1055i,-0.010398+0.06353i,0.0017625+0.037839i,0.0043682+0.016645i,0.0061479+0.0068769i,0.0068049+0.0061499i,0.0016067+0.0057215i,-0.007253+0.004215i,-0.012613+0.0045371i,-0.011743+0.0045201i,-0.010566+0.0014923i,-0.010988-0.00073348i,-0.0086107+0.0017195i,-0.0041487+0.0059207i,0.0010621+0.0081948i,0.0080553+0.0085986i
0.0030612-0.0015323i,-0.0013231-0.022692i,-0.0090077-0.082146i,-0.013865-0.17919i,-0.004502-0.26416i,0.013504-0.27164i,0.0073986-0.18882i,-0.03002-0.083063i,-0.048943-0.020465i,-0.036078-0.00015909i,-0.021621+0.0076043i,-0.012269+0.013003i,-0.0047089+0.012856i,0.002364+0.0084221i,0.0082105+0.0010391i,0.0089522-0.0075734i,0.0070574-0.011045i,0.0049195-0.0081933i,0.0026968-0.0042264i,0.00086986-0.00050226i,-0.00096328+0.0019513i,0.00010137+0.0039665i,0.0039194+0.003281i
0.0028661+0.0063154i,0.01437+0.017089i,0.033483+0.054209i,0.044362+0.12296i,0.023645+0.18789i,-0.018493+0.18514i,-0.036172+0.10255i,-0.020484+0.015267i,-0.0062331-0.015436i,-0.0026954-0.012704i,-0.00052719-0.013675i,0.00015857-0.016047i,-0.0014288-0.011798i,-0.0046445-0.0031654i,-0.0082189+0.0042419i,-0.011279+0.0088601i,-0.013549+0.0096681i,-0.014017+0.005043i,-0.012483+0.00031217i,-0.0086031-0.00012434i,-0.0036015+0.0023937i,0.00089676+0.0027891i,0.00436-0.0011379i
0.00075692-0.0017421i,-0.0050606-0.010327i,-0.0099813-0.041827i,-0.001092-0.10429i,0.033594-0.16708i,0.086035-0.17269i,0.10615-0.1185i,0.071215-0.068446i,0.030457-0.045495i,0.012855-0.026514i,0.0037575-0.0085138i,-0.0042164-0.00078229i,-0.0079307-0.00063575i,-0.0060879-0.00079984i,-0.0014558+0.00029131i,0.00040527-0.00086865i,-0.00086098-0.0018197i,0.00013152+0.00086543i,0.0026933+0.001689i,0.0031548-0.0019718i,0.00072196-0.0048452i,-0.0046705-0.0012931i,-0.011946+0.0048839i
0.0039804+0.0035107i,0.011095+0.013992i,0.021079+0.053541i,0.01737+0.12582i,-0.014631+0.18891i,-0.051284+0.17967i,-0.041285+0.1087i,0.010889+0.046397i,0.039333+0.017614i,0.030328+0.0052677i,0.018461-0.0037573i,0.012639-0.009245i,0.0051382-0.0098542i,-0.002439-0.0075306i,-0.0041797-0.0015779i,0.0001913+0.0053085i,0.0037407+0.007153i,0.0032162+0.0052178i,0.0017933+0.0030119i,0.0025703+0.00042063i,0.005083-0.0026428i,0.0064331-0.0042361i,0.0072608-0.0019281i
-0.0026219-0.0015705i,-0.011866-0.011878i,-0.028252-0.045103i,-0.033195-0.10264i,0.0015092-0.14426i,0.04829-0.11325i,0.049305-0.027848i,0.019816+0.028306i,0.0064314+0.032121i,0.0079559+0.021349i,0.0047882+0.018981i,0.00021072+0.019552i,0.00084781+0.015167i,0.002019+0.0058366i,0.0011445-0.0022546i,-0.00011274-0.0059489i,0.0013505-0.0060788i,0.0052368-0.0030136i,0.0075503+8.2371e-05i,0.006206+0.00045896i,0.0022554-0.00029856i,-0.001995-0.0018124i,-0.0029015-0.0034217i
0.0037611+0.0017528i,0.012495+0.0027319i,0.02436+0.01884i,0.018753+0.058052i,-0.025484+0.094668i,-0.082919+0.084456i,-0.092882+0.04338i,-0.057394+0.026567i,-0.025538+0.027367i,-0.010494+0.016064i,-0.002508-0.00012707i,0.0031461-0.0076962i,0.0064785-0.0080373i,0.0070981-0.0076426i,0.004328-0.0080943i,0.0023847-0.007293i,0.0017165-0.0057812i,-0.00091334-0.0049336i,-0.0021479-0.0013754i,0.00054772+0.0033374i,0.0041491+0.0038598i,0.0060035+0.00012267i,0.0060695-0.0047363i
-0.00041398+0.0051059i,-0.002322-0.0026954i,-0.0047226-0.030545i,0.0011563-0.083494i,0.027223-0.12598i,0.050543-0.11058i,0.025489-0.062234i,-0.025221-0.032115i,-0.038766-0.017533i,-0.021182-0.0051991i,-0.010838+0.0030363i,-0.010137+0.0067919i,-0.0056288+0.0087626i,0.00037019+0.0071488i,0.00079607+0.00027284i,-0.0037647-0.0062611i,-0.0068609-0.0078507i,-0.0054307-0.0071652i,-0.0048761-0.0059745i,-0.0055431-0.0040695i,-0.0049029-0.0002119i,-0.0048736+0.004433i,-0.0069941+0.0071702i
0.0014987+0.0045448i,0.012492+0.011941i,0.028714+0.034779i,0.034845+0.071543i,0.010937+0.088637i,-0.018782+0.043104i,-0.012298-0.023726i,0.0091691-0.043106i,0.010381-0.029274i,0.004394-0.018801i,0.0054487-0.017745i,0.0059696-0.018904i,0.000841-0.016177i,-0.0027645-0.0095463i,-0.0015122-0.0044181i,-0.0010785-0.0012672i,-0.0041688+0.0010239i,-0.0072628+0.0017586i,-0.0071766+0.0022908i,-0.005025+0.0022862i,-0.0012402+0.00057698i,0.0044421+0.00032785i,0.008946+0.0022661i
-0.0020976+0.0001202i,-0.010922+0.00086741i,-0.022937-0.0067388i,-0.020526-0.0307i,0.016375-0.054348i,0.058051-0.044936i,0.056849-0.022263i,0.033051-0.020995i,0.021256-0.019135i,0.016334-0.0046901i,0.01002+0.0074986i,0.0032532+0.012294i,-0.002111+0.011385i,-0.0042099+0.0097076i,-0.0021587+0.0093513i,0.00028368+0.0071418i,0.0028641+0.0036017i,0.0053184-0.00037802i,0.0036753-0.0032247i,-0.00025428-0.0027475i,-0.0021806-0.00029809i,-0.0031216+0.00024988i,-0.0049324-0.0025559i
0.0045008+0.003528i,0.0082152+0.0013993i,0.013973+0.011579i,0.013026+0.038361i,-0.0022851+0.062426i,-0.0093884+0.05687i,0.019126+0.039881i,0.047194+0.037123i,0.041753+0.029863i,0.024566+0.012071i,0.014639-0.0014339i,0.00826-0.0078322i,0.00017484-0.0088879i,-0.0062067-0.005711i,-0.0053194-0.00029288i,0.0002776+0.0046042i,0.0023066+0.0082573i,0.00072879+0.010449i,0.001788+0.0098276i,0.0058718+0.0063919i,0.0079729+0.0024905i,0.0062827+0.00086369i,0.0047562+0.0010606i
-0.0021692-0.0039468i,-0.009161-0.0095711i,-0.021073-0.027349i,-0.02786-0.05402i,-0.015928-0.05894i,-0.0019988-0.018616i,-0.010549+0.0236i,-0.019815+0.027534i,-0.013199+0.018919i,-0.0051029+0.017909i,-0.0026039+0.017771i,-0.0013308+0.015237i,0.0029923+0.010561i,0.0061951+0.005163i,0.0054986+0.0015418i,0.0040927-0.0012721i,0.0041882-0.0055371i,0.0046787-0.007958i,0.0039218-0.0070252i,0.0017994-0.0042386i,-0.00097993-0.0016073i,-0.0026115-8.7599e-06i,-0.0030197-0.0001237i
0.0038859+0.00055844i,0.012542-0.0035225i,0.02575-0.0036623i,0.029933+0.0073396i,0.0081179+0.022054i,-0.019917+0.020894i,-0.022999+0.020532i,-0.018719+0.030116i,-0.017901+0.024647i,-0.011968+0.007241i,-0.0057508-0.005781i,-0.0022131-0.010422i,0.00036502-0.010118i,-1.1516e-05-0.0099631i,-0.0039229-0.0096099i,-0.0074742-0.0070756i,-0.0081808-0.0023143i,-0.0071039+0.0024098i,-0.0043468+0.0039401i,-0.00084624+0.0019026i,0.0012043-0.00041259i,0.0033505-0.00020817i,0.0054201+0.0030213i
0.0011935+0.0036618i,0.0027191+0.0053684i,0.003347-0.0011266i,0.0020226-0.020612i,0.0016293-0.043782i,-0.010911-0.050076i,-0.037795-0.047548i,-0.044723-0.046463i,-0.028157-0.032351i,-0.013188-0.011692i,-0.0062081+0.00066864i,-0.0024097+0.0049913i,0.0014932+0.0055756i,0.0053802+0.0030482i,0.0052269-0.0029399i,0.0011633-0.0090742i,-0.00187-0.012652i,-0.0033389-0.01255i,-0.0046461-0.0089316i,-0.0058688-0.0042424i,-0.0065109-0.00091852i,-0.006859-7.9483e-05i,-0.0063506-0.0022778i
4.3565e-05-0.0020713i,0.0049496+0.0034593i,0.012214+0.016484i,0.019855+0.032169i,0.01992+0.030902i,0.014987+0.0041661i,0.015574-0.013564i,0.013556-0.0059978i,0.0084349-0.0018507i,0.0059982-0.0071679i,0.0053078-0.009937i,0.0025149-0.009555i,-0.0039262-0.0061161i,-0.0080206-0.001995i,-0.0075382-0.0003611i,-0.0063717+0.0018502i,-0.0051387+0.0057786i,-0.0033674+0.0082144i,-0.00072843+0.0069362i,0.0033183+0.0032434i,0.0063288+0.00040291i,0.0056368+0.00049505i,0.0028262+0.0031948i
-0.0012456+0.0031312i,-0.0062735+0.0050394i,-0.015058+0.0038141i,-0.020426-0.007493i,-0.0075364-0.025155i,0.012712-0.038016i,0.016781-0.045725i,0.017701-0.043109i,0.019953-0.024251i,0.01503-0.0058696i,0.0093135+0.0023968i,0.0053861+0.0048168i,0.0016298+0.0047985i,0.0022294+0.0063309i,0.0070726+0.0061642i,0.009439+0.0021562i,0.0071064-0.0022917i,0.0039191-0.0047808i,0.0021277-0.0043903i,0.0011966-0.0020948i,0.001005+0.0001819i,0.0014044+0.0001746i,0.0010015-0.0026568i
-0.0026205-0.0011935i,-0.0032749-0.0047059i,-0.0024902-0.007997i,0.0042002+0.00038085i,0.016606+0.021138i,0.033507+0.03394i,0.043934+0.03889i,0.031646+0.040534i,0.014178+0.030107i,0.0089531+0.01508i,0.0069942+0.0041072i,0.0027818-0.0014952i,-0.0013916-0.0027485i,-0.0049786-0.00054594i,-0.0058252+0.0046533i,-0.0033218+0.0088081i,-0.00033841+0.010181i,0.0018896+0.0091216i,0.0033357+0.00631i,0.0050881+0.0042903i,0.0064565+0.0019552i,0.0060384-0.00093834i,0.0044738-0.0013131i
-0.0046878-0.003106i,-0.00521-0.0042461i,-0.0083605-0.011559i,-0.01306-0.020708i,-0.011206-0.019375i,-0.0019151-0.0061043i,0.0046503-0.002891i,0.0077123-0.010175i,0.0049151-0.0060729i,0.00098157+0.003424i,0.0003974+0.0063354i,0.0021204+0.0059361i,0.0057563+0.0030763i,0.0080485-0.0011801i,0.0072306-0.0040517i,0.0045897-0.0052803i,0.0015363-0.0067259i,-0.00069728-0.0069062i,-0.0013111-0.0040855i,-0.002248-0.00018612i,-0.0040725+0.004031i,-0.0041722+0.0057524i,-0.0011771+0.0028335i
0.0018+4.6313e-06i,0.0089171-0.00091785i,0.020647-0.000627i,0.028603+0.0071805i,0.020129+0.02183i,0.0027137+0.037584i,-0.0069325+0.047449i,-0.015054+0.03826i,-0.016851+0.01736i,-0.0093252+0.0051909i,-0.0051154+0.0013398i,-0.0048849+0.0010419i,-0.0037788+0.0013803i,-0.0035219-0.0018219i,-0.0071214-0.0033908i,-0.008364-0.0013729i,-0.005484+0.0004291i,-0.0035481+0.0022286i,-0.0028463+0.0029762i,-0.0018427+0.002523i,0.00078311+0.00024702i,0.001675-0.0014808i,0.00063121+0.0013906i
0.00084079+0.0016316i,0.0035911+0.0057605i,0.0051582+0.0093928i,-0.0012645+0.0047744i,-0.01683-0.01015i,-0.030001-0.022746i,-0.028969-0.027131i,-0.010375-0.023116i,0.0032743-0.01273i,0.0018821-0.0042896i,0.0016207-0.0011497i,0.0026144-0.0013926i,0.0019875-0.0020193i,0.0023892-0.0033632i,0.0010997-0.0072099i,-0.0018795-0.0093048i,-0.0041772-0.0078327i,-0.0043205-0.0051778i,-0.002928-0.0026446i,-0.0033943-0.002291i,-0.0048705-0.0010504i,-0.0026554+0.001604i,0.0021768+0.0021334i
0.0016536-0.001026i,-1.7996e-05+0.00050161i,-0.0016549+0.005122i,-0.001242+0.011685i,-0.0027927+0.013003i,-0.011627+0.0082844i,-0.021632+0.011154i,-0.021351+0.017859i,-0.010747+0.013112i,-0.0018351+0.0046903i,0.00032162+0.00072398i,-0.0014162-0.0010344i,-0.0051016-0.00052115i,-0.0064508+0.0015657i,-0.0051339+0.0020585i,-0.0045423+0.0016379i,-0.0034103+0.0023417i,-0.0017472+0.0020993i,-0.00036187+0.0017656i,0.0023239+0.00081645i,0.0055498-0.0028018i,0.0049612-0.0060941i,-0.00023772-0.0053065i
-0.0027004+0.0030385i,-0.0050183+0.0043425i,-0.01211+0.001761i,-0.018192-0.0098158i,-0.011441-0.030547i,-0.00026921-0.051353i,0.0035376-0.054652i,0.0079265-0.033381i,0.011311-0.0083703i,0.0093877-0.0011618i,0.0072729-0.0033396i,0.0067833-0.0042031i,0.0043889-0.0040785i,0.0031888-0.00074652i,0.0051846+0.0015785i,0.0057224+0.00016979i,0.0034986-0.00080624i,0.0016667-0.0018999i,0.0015377-0.0035709i,0.00029212-0.0029803i,-0.00091124+0.0018821i,-0.00032204+0.0055223i,0.0012381+0.0034504i
0.0014906-0.0011972i,0.00058802-0.0052943i,0.0021966-0.011799i,0.010738-0.013744i,0.023777-0.0082336i,0.029787-0.0013324i,0.019433+0.00081112i,-0.0012234+0.00037361i,-0.0086831+0.0010669i,-0.003945+0.0016242i,-0.001954+0.002156i,-0.0016183+0.003156i,-0.00071991+0.003362i,-0.00016409+0.0023631i,0.00096808+0.002305i,0.0024523+0.0018686i,0.0023008+0.00093773i,0.00032831+0.0013779i,-0.00060636+0.0030216i,0.0023417+0.0032684i,0.0061471+0.000249i,0.004711-0.0020341i,-0.00034175-0.0016256i
