-0.0044642-0.0005217i,-0.001994-0.0011883i,-0.0020115-0.0010094i,-0.00132+0.0014048i,-8.5163e-05+0.0030682i,0.00022098+0.0030597i,0.00013091+0.0020581i,0.0006866+0.0013484i,0.0006375+0.0012057i,0.00041944+0.00095203i,0.000637+0.00034105i,0.00047585-0.00080469i,0.00028684-0.0013542i,0.00027168-0.0010479i,0.00050493-0.00026163i,0.00054131-0.00011698i,-0.00044489-0.00092683i,-0.0012065-0.00059162i,-0.00095541+0.0006243i,-0.00047553+0.0011236i,2.527e-07+0.00070914i,-0.00017498+0.00058462i,-0.00052172+0.00084915i
0.00031399-0.0012235i,0.00075149-0.0020606i,0.00017967-0.0026164i,-0.001072-0.0015563i,-0.0022186-0.00047778i,-0.0027089-0.00055532i,-0.0019166-0.0014252i,-0.0011335-0.0018224i,-0.00056973-0.0015116i,-0.00036192-0.00085733i,-0.00034195-0.0008065i,0.00013826-0.00066307i,0.0010081+0.00031817i,0.00094664+0.00097493i,-0.00028978+0.0002824i,-0.00069721-4.3789e-05i,-0.00070953-0.0002408i,-0.0010347-0.00033772i,-0.00036203+0.00029366i,0.00089886-0.00032852i,0.00099621-0.00070125i,0.00012059+0.00015454i,-0.00035307+0.0005166i
0.0017641+7.2755e-05i,0.0012605-0.0015483i,0.001265-0.0013915i,0.0014102+0.0004173i,0.00016547+0.0019841i,-0.0016916+0.0023949i,-0.001542+0.0018279i,-0.00065071+0.001281i,-0.00063115+0.00064198i,-0.00054244+0.00035592i,-0.0006164-0.00011323i,-0.00023497-0.0001574i,0.00022432+0.00048603i,-0.00029573+0.00039444i,-0.0002494-0.00010022i,-1.6157e-05-0.00046136i,-2.8682e-05-0.0004957i,0.00064004-5.3397e-05i,0.00095844+0.00018961i,0.0002763+0.00045671i,0.00031581-6.3486e-05i,0.00075789+0.00026299i,0.00019815+0.00055401i
-0.00025852-0.0012924i,0.00047337-0.0020273i,0.00083049-0.0021192i,0.00099854-0.0018493i,0.0016571-0.00078556i,0.0016485+0.00095738i,0.0015655+0.0013105i,0.0014194+0.00062372i,0.0009502-0.00066752i,0.00095172-0.00085299i,0.00079354-0.00030567i,0.00018951-0.0004054i,0.00018626+0.00028106i,-0.00016422+0.00074602i,-0.00028337+8.631e-05i,-7.0691e-05+4.4597e-05i,-0.00031085+0.00012429i,-0.00012245+2.4023e-05i,0.00019321-2.944e-05i,-0.00025821+2.8387e-05i,-0.00049646-0.00021147i,-0.00033463-0.00024662i,-3.9712e-05+0.00053433i
0.00015325-0.0025172i,-0.0002333-0.0025474i,-0.00065525-0.001972i,3.5557e-05-0.00087053i,0.00064145-0.00031731i,0.00090423-0.00051126i,0.0013193-0.00075977i,0.001525-0.001111i,0.0010425-0.0010367i,0.00022963-0.00050157i,-7.2174e-05+5.4246e-05i,0.00056701+0.00019897i,0.0011219+0.00012723i,0.00093494-0.00056989i,0.00073712-0.00064327i,0.0006982-0.00011226i,0.00023523+0.00063739i,-0.00047706+0.00060228i,-0.00030107-0.00054582i,-6.8179e-05-0.00045768i,0.00036639-0.00015033i,0.00080926-0.00013564i,-7.0761e-06+2.1273e-05i
0.0023233+0.0012551i,0.002715+0.00020525i,0.0025547-0.0012402i,0.0012711-0.0018927i,6.2714e-05-0.0017201i,-0.00045665-0.0018521i,-0.00037081-0.0020762i,-0.00019034-0.0022896i,-0.0007027-0.0021249i,-0.00038309-0.0014305i,-0.00024988-0.0013939i,-0.0009001-0.0014252i,-0.0011413+0.00034332i,-0.00063464+0.0013771i,-0.00041526+0.0006424i,0.00011679+0.00024915i,0.00046107-0.00011046i,-5.5486e-05-0.00021501i,-0.00011618+0.00028559i,0.00055398+0.00037412i,0.0012627-0.00033002i,0.00068958-0.00057643i,-0.00053693-0.00025942i
0.00091655-0.00021669i,0.0014669-0.0018415i,0.0015428-0.0024297i,0.0014101-0.0011767i,0.0010215+0.0001952i,-0.00069073+0.00078096i,-0.001743+0.00079685i,-0.001353+0.00027564i,-0.0010527+3.789e-06i,-0.0016487+0.0001661i,-0.0015409-0.00084399i,-0.0008516-0.0011268i,-0.00064704-0.0003268i,-1.4969e-05-0.00065477i,0.00099698-0.000537i,0.0011441-0.00024081i,0.00023311-0.00047911i,-0.00025852-0.00050995i,-0.00010448-0.00031346i,-0.00041298-9.3313e-05i,-4.6859e-05+0.00063831i,0.0003896+0.001197i,0.00014125+0.0007584i
0.0010734+0.00021202i,0.0010113+7.2645e-05i,0.0018079-0.00065043i,0.002398-0.00059667i,0.0021334+0.00051694i,0.00145+0.0022372i,0.00028116+0.0020319i,-0.00027+0.00055317i,0.000159-0.00015384i,0.000159+0.00028767i,0.00022091+0.00095872i,0.00050093+0.001331i,2.0779e-05+0.00085371i,-0.00010282-3.9444e-05i,-0.0005339-0.00047855i,-0.0014117-4.5223e-05i,-0.0015099+0.00020541i,-0.00046004-0.00020207i,0.00028842+0.00011819i,-0.00045419+0.00080398i,-0.00057572+0.00078062i,-0.00086826-0.00015557i,-0.0013096-0.00028024i
0.0015343-0.0018074i,0.00019042-0.002518i,-0.0010772-0.002652i,-0.0013826-0.0014375i,-0.0003789-0.001038i,3.9138e-05-0.0010742i,0.00034874-0.0011029i,0.0012672-0.0015351i,0.0012197-0.0020795i,1.4492e-05-0.0018914i,-0.00068536-0.0012357i,-0.00069041-0.00044219i,-0.00032826+3.5716e-05i,-0.0003206-0.00011225i,-0.0005477-0.00043195i,-9.0862e-05-0.00034827i,-5.7669e-05-0.00032512i,-0.00030133-0.0006721i,-0.00075732-0.0003081i,-0.00044872+0.00029957i,0.00049011+0.0005332i,0.00041394+0.00077839i,-3.6154e-05+0.00053004i
0.0016985-0.00068497i,0.0014066-0.0020096i,0.0012273-0.0022051i,0.0010982-0.0020836i,1.0441e-05-0.0026134i,-0.00099303-0.0028607i,-0.0011574-0.0027103i,-0.0007923-0.0021296i,-0.00103-0.0020604i,-0.00098682-0.0011773i,-0.00046989+2.4501e-05i,-0.00017328-0.00033899i,0.00033312-0.00036412i,0.00023322+0.00019055i,-0.00032421+0.00076828i,-0.00067958+0.00085432i,-0.00027533+0.00010146i,0.00068214-0.0012551i,0.00086512-0.001097i,-1.3394e-05-0.00036996i,-0.00030781+0.00025697i,0.00019649+0.0009671i,-0.00031369+0.00049318i
0.00095207-0.00042298i,0.0012386-0.0011544i,0.0012489-0.0014843i,0.00033512-0.00081601i,-0.00074938-0.0002463i,-0.0020744-0.00045992i,-0.0021269+0.00021272i,-0.0014803+0.00082176i,-0.0011497+0.0003511i,-0.00047926-8.1124e-05i,-0.00062381-7.2685e-06i,-0.0013032+0.00036847i,-0.0010167+0.00058334i,-0.0005355+5.7089e-06i,-0.00050498-0.00055192i,0.00018774-0.0001738i,0.00016506+0.00023478i,0.00040308+5.3454e-05i,0.00062342+0.00029579i,0.00025154+0.00061405i,-7.2096e-06+0.0002927i,4.6429e-05-0.00010819i,0.00052227+0.00016371i
-0.00037562-0.00067986i,-0.00046856-0.00043381i,0.00045528+0.00082953i,0.00097474+0.0021651i,0.00038242+0.003175i,0.00072609+0.0034204i,0.0016453+0.0025394i,0.0015871+0.0013374i,0.00050837+0.00049945i,-0.00018402+0.00053689i,0.00042892+0.00080656i,0.00086604+0.0010964i,0.00025986+0.0013196i,-0.00043775+0.00016076i,2.3264e-05-0.0010683i,0.00086804-0.0011056i,0.00085583-0.00093826i,-0.00010715-0.00070341i,-0.00019099-0.00038856i,0.00023369+0.00045521i,0.00044474+0.001082i,0.00055806+0.00058374i,0.00061047-0.00015301i
0.0028553+0.0015724i,0.0035152-4.0397e-05i,0.0041733-0.0012584i,0.0037741-0.0021485i,0.0035453-0.0021261i,0.0029474-0.0020295i,0.0017739-0.0017425i,0.0019358-0.001547i,0.0021362-0.0023774i,0.0011323-0.0032677i,0.00059969-0.0022059i,0.00035134-0.00015113i,-0.00024696+0.00073574i,-0.00070226+0.00020527i,-0.00043069-0.0010013i,-0.00026734-0.0010517i,-0.00043751-0.00026202i,-8.0191e-05-0.00030246i,0.00028409-0.00038292i,-0.00034198+0.00010855i,-0.00042182+0.00027925i,0.00010691-0.00046105i,-0.00016547-0.00019258i
-0.0022793-0.003031i,-0.0028305-0.0026511i,-0.0041823-0.0032243i,-0.0032699-0.0024522i,-0.0016935-0.0013943i,-0.0013922-0.001086i,-0.00084048-0.0015191i,-0.0004564-0.0016716i,-0.00078747-0.0012879i,-0.0015818-0.00074344i,-0.00090631-4.7203e-05i,-0.00012634+0.00065084i,-0.00023296+0.00020558i,-3.1491e-05-0.00041213i,0.00010287-0.00033449i,0.00018354-4.3203e-05i,0.00061741-0.00021371i,0.00011019+2.0443e-05i,-0.00091961+0.00059422i,-0.00064751-0.00029901i,0.00023514-0.00069663i,0.00055326+0.00013523i,5.6501e-05+0.0003942i
0.0013579-0.00020827i,-9.1034e-05-0.00082808i,-0.0014382+0.00079826i,-0.0019372+0.0022981i,-0.0027505+0.0019172i,-0.0027075+0.0012896i,-0.0028547+0.00095657i,-0.0025156+0.00034059i,-0.0012748+0.0006156i,-0.00085037+0.0012936i,-0.0006436+0.0010956i,-0.0012431+0.0010335i,-0.00092307+0.00016756i,0.00032249-0.00010389i,0.00059141+0.00039327i,0.00031935-0.00019246i,-9.2771e-05-0.00073121i,-0.00025799-0.00060855i,0.00058406+0.00011681i,0.00081674+0.00078599i,0.00083213+0.00054579i,0.00051682-0.0002165i,-0.00028674-0.0005885i
-0.00011201+0.00059612i,0.00075129+0.0002121i,0.0012897+0.00094516i,0.0012424+0.0033381i,0.0015297+0.0040804i,0.00086934+0.0030633i,0.00023741+0.0025963i,0.00027385+0.0021542i,0.00048099+0.0018268i,0.00061226+0.0011584i,0.00024897+0.00029711i,7.9358e-05-5.1792e-05i,-0.00049807+0.00057848i,-0.00055411+0.00099196i,0.00014441-5.367e-05i,-9.5646e-05-0.0010391i,-0.00058504-0.00054249i,-0.0010218+1.6263e-05i,-0.00084529-0.00026879i,-0.0006666+0.00030677i,-0.0011585+0.00056708i,-0.00056685-0.00022849i,-0.00013271-0.00043658i
-0.0019458-0.00061413i,-0.00057815-0.00087845i,0.00010541-0.00017843i,0.0012318+0.00069652i,0.0025155+0.0006725i,0.0026186-8.8922e-05i,0.0027051-0.00095376i,0.0018853-0.0011147i,0.00093457-0.001146i,0.00036271-0.00094074i,8.0963e-05-0.00058888i,-0.00010875-0.00045787i,-0.00040011-0.00021074i,-0.00014716-0.00035741i,0.00065593-0.00010288i,0.00093206+0.00028165i,0.00012287+0.0007945i,-0.00080983+0.0011923i,-0.000659+0.00096402i,3.7736e-05+0.00017171i,0.00038942-0.00036941i,-0.00012206-0.00014708i,-0.00016721-0.00014997i
-0.0013452-0.0015769i,-0.00084011-0.0014955i,-0.0019084-0.0022277i,-0.0019423-0.0020927i,-0.0003952-0.0019388i,0.00040692-0.0016557i,0.00024463-0.0014404i,-0.00050051-0.0020229i,-0.0012875-0.0021682i,-0.001336-0.00094652i,-0.00066999-0.00020457i,-0.00043856-0.0005235i,-0.0001546-0.00043126i,0.00016662-0.00050445i,0.00021206-0.0004081i,5.1412e-05-2.8865e-05i,-0.00037984-0.0001168i,-0.00035113-0.00023479i,-0.00034306+0.00012237i,-0.00076743+6.2369e-05i,-0.00056772+8.7096e-05i,-0.00017324+0.00023606i,0.00043292+0.00046614i
-3.8817e-05-0.0018889i,-0.0010991-0.0024279i,-0.0017207-0.0014888i,-0.001917-0.00024148i,-0.0025886+0.00011248i,-0.0030028-0.00028596i,-0.0024976-0.00070825i,-0.0013361-0.00055258i,-0.00067945+0.00034687i,-0.001072+0.0013005i,-0.000817+0.0007454i,-0.00042783-0.000156i,9.2221e-05-0.0002472i,0.00039807-0.00030811i,1.3973e-05-0.00019482i,1.2392e-05+0.00029724i,-0.00016484+0.00025636i,-0.00021667-0.00037842i,0.00036575-0.00057293i,0.0003569-4.3541e-05i,0.0001739+0.00012327i,0.00041888-0.00011528i,0.00028088+4.599e-05i
0.00018825-0.0005614i,0.00091563-0.00025065i,0.0012466+0.00052122i,0.0016153+0.0024755i,0.00072019+0.0043908i,-0.0006948+0.0040581i,-0.0004274+0.0022888i,0.00071864+0.0014094i,0.0013439+0.00054924i,0.0010886-0.00012143i,0.00026675-9.045e-05i,-0.00030133-3.3826e-05i,-0.00098646+7.0633e-05i,-0.00061611-0.00012952i,0.00030918-0.00044444i,0.00037145-0.00040536i,0.0002932-0.0006616i,0.00069782-0.00071357i,0.00099576-0.00064563i,0.00024751-0.00056481i,-0.00039157-0.00033572i,-0.00040956+1.6438e-05i,-0.00050282-1.3638e-05i
-0.0013138+0.0009407i,2.6644e-05-0.00039754i,0.001612-0.0010011i,0.0027495-1.1481e-05i,0.0035+0.0013517i,0.0035541+0.001995i,0.0032548+0.001667i,0.0022464+0.00033038i,0.00095883-0.00085658i,0.00047111-0.0011709i,0.00076368-0.0007464i,0.00071636-0.00016166i,0.0005511+3.4216e-05i,0.00042904-7.6028e-05i,0.00057516-0.0011849i,4.2504e-05-0.0015502i,-0.00039088-0.00066825i,-0.00028368-0.00081114i,-0.00015653-0.00098283i,0.00026498-0.00057839i,0.00044168-0.00039885i,0.00081879-0.00025297i,0.00087196-0.00048168i
0.0020514-0.0018538i,0.0021149-0.0034534i,0.0020283-0.003756i,0.0013512-0.0031636i,0.00055458-0.0037763i,-0.00018772-0.0034372i,-0.0010393-0.0022217i,-0.00079787-0.0019481i,-0.00047498-0.0018825i,-0.00060453-0.0018495i,-0.00061852-0.0011442i,-0.00071529+9.7905e-05i,-0.00032475+0.00045091i,0.00033645+0.00010492i,0.00062444-6.0395e-05i,0.00060583-0.00017737i,0.0005684-5.5895e-05i,0.00044965+0.00016096i,2.3958e-05+9.8514e-05i,0.00013005-0.00026478i,0.0014304-0.0007545i,0.0017326-6.6905e-05i,0.00075663+0.0003461i
0.00025749+0.00023128i,-0.00022805-0.00069733i,-0.00093006-0.0008719i,-0.0024331-0.0010909i,-0.0028568-0.00081175i,-0.0027805-8.1345e-05i,-0.0027974+0.00055098i,-0.0022775+0.00039402i,-0.0018621+6.3766e-05i,-0.0013885+0.00070119i,-0.00045028+0.00078874i,-0.0001633+0.00040343i,-0.00033073-0.0001618i,-9.526e-05-0.0011018i,7.6035e-05-0.0011647i,-8.8219e-05-0.0010023i,0.00030739-0.0010287i,-9.2461e-06-0.00083071i,-0.00044239-0.00068045i,-0.00035748-0.0002267i,7.572e-05+0.00041042i,-0.00030626+0.00016441i,-0.00026407+0.00010235i
0.0031322-0.0030271i,0.0021231-0.003249i,-2.4398e-05-0.0016405i,-0.0013712+0.001078i,-0.0023631+0.0016663i,-0.0032921+0.0028675i,-0.0020269+0.0033422i,-0.00017409+0.0017761i,0.00055547+0.0010395i,2.4097e-05+0.00076773i,-0.00051854+0.00046354i,0.00014719+0.00043859i,0.00089926+0.0007666i,0.00075698+0.0010139i,0.00079411+0.00093167i,0.0006298+0.00063903i,0.00059932+0.00044882i,0.0006398+0.00054526i,0.00030005+0.00047912i,9.5456e-06-0.00028423i,0.00029882-0.00098304i,0.00011526-0.00064357i,-0.00027654+0.00011506i
-0.00018401-0.00030911i,0.00050254-0.00012048i,0.0025734+0.0010347i,0.0051335+0.0020812i,0.006081+0.002749i,0.0048608+0.0029324i,0.0027091+0.00092357i,0.0021031-0.00099124i,0.0017898-0.0013384i,0.0010136-0.0014196i,0.00042968-0.00097334i,-0.00046237-0.00054115i,-0.0011943-9.9568e-05i,-0.0011542+9.3116e-05i,-0.0010069-0.00028546i,-0.00094693-0.00045938i,-0.0012309-0.00033564i,-0.0018007+0.00034227i,-0.0012895+0.00043303i,-0.00060898+0.00032808i,-0.00041359+0.00070616i,-0.00064424+0.00015055i,-0.00060003-0.0003008i
-0.0012717-0.0019804i,-0.00094555-0.0028047i,-8.2972e-05-0.0029312i,0.0010626-0.003109i,0.0014462-0.0035935i,0.0013478-0.0030662i,0.00085138-0.0022413i,0.00022533-0.0019249i,-0.00077304-0.0013868i,-0.0010101-0.00042445i,-0.00022762+0.00077893i,-0.00017028+0.00035828i,0.00016777-0.00016096i,0.00092894+0.00046004i,0.0015108+0.0013692i,0.0013945+0.0010856i,0.001026+0.00035019i,0.00066498+0.00041609i,-0.00015276+0.00015951i,7.1648e-05-0.00097828i,0.00040682-0.0013558i,0.00021026-0.00098485i,0.0002746-0.00069122i
0.00060274+0.0012738i,0.0010022-0.00022801i,-0.00046423-0.0012039i,-0.0024799-0.00091615i,-0.003527-0.0011789i,-0.0036266-0.0017453i,-0.002762-0.0013093i,-0.0017858-0.00022963i,-0.0016326+0.0007082i,-0.0014421+0.00072914i,-0.00086447+6.6554e-05i,-0.00037565-0.00080588i,-0.00043299-0.0013445i,-0.00071497-0.00094053i,-0.00091351+2.8607e-05i,-0.00065589+0.00023799i,-0.00028691-6.7467e-05i,-0.00051527-0.00041018i,-0.00057212-4.6326e-05i,-4.6313e-05+0.00010606i,-0.00056098+8.1513e-05i,-0.00077653+0.00046734i,0.00013614+0.0001159i
0.00073985-0.0029576i,3.9754e-05-0.0028985i,-0.00084233-0.0018629i,-0.0016582+0.00056532i,-0.0027099+0.0031193i,-0.0032413+0.0039559i,-0.0018687+0.0028266i,0.00031147+0.0013009i,0.0012783+0.0013484i,0.00019236+0.0011884i,-0.00069056+0.00024934i,-0.0006317+0.00073101i,-0.00043208+0.0015814i,-0.00061794+0.00054611i,-0.00072028-0.00028008i,-0.00025672-0.00047778i,-0.00044046-0.00037904i,-0.00049501-0.00064266i,-0.00057344-0.0012345i,-0.00083334-0.00079903i,-0.0011548-0.00073718i,-0.00083669-0.0015951i,-0.00012417-0.0012105i
-0.00084143-0.00010831i,0.00075177-0.00026949i,0.0022793+0.00031811i,0.0034541+0.001796i,0.0045601+0.003428i,0.0043552+0.0030436i,0.0029365+0.0012438i,0.0020344-0.000434i,0.001935-0.00091044i,0.0012925-4.9225e-05i,0.00073043+0.00025741i,0.0004432-0.00033211i,0.00012193-0.00039822i,-0.00028803+0.00011647i,-0.00014061+0.00043236i,-0.00013393-0.00011508i,-0.0003058-0.00039199i,-0.00051297-0.00036503i,-0.00085186-0.00019044i,-0.00068196+0.00024029i,0.00031642+0.00045048i,0.00027075+0.00053164i,-0.0010102+0.0005061i
0.0026227-0.0014839i,0.0017028-0.0024918i,0.0025736-0.0038686i,0.0035042-0.0044461i,0.0032109-0.0045908i,0.0024356-0.0040448i,0.0012311-0.0028553i,5.5734e-05-0.0021498i,-0.00065002-0.0028113i,-0.0010053-0.0028723i,-0.00056244-0.0016042i,-0.00012077-0.00060165i,-0.00038464-7.594e-05i,-0.00014541+0.0001091i,0.00013592-0.00014217i,-8.0195e-05-0.00014244i,-0.00077966+5.9668e-05i,-0.00040515-0.00016451i,0.00035345-0.00063389i,0.00047193-0.00060739i,-7.5264e-05-0.0001184i,-0.00064334+0.00051914i,-0.00045671+0.00082879i
0.0011241-0.0011449i,0.001698-0.0019095i,0.00071007-0.0020817i,-0.00081806-0.0021617i,-0.0027992-0.0031276i,-0.0036148-0.0031802i,-0.0031021-0.0019388i,-0.0024739-0.00086718i,-0.0011972-5.7592e-05i,-0.00023076+0.00024702i,-0.00056779-3.7308e-05i,-0.0012197-9.7998e-05i,-0.00015006+0.00032895i,0.00059778+0.00025908i,9.3947e-05+3.762e-05i,-1.4777e-05+0.00060812i,-5.948e-05+0.00068124i,-0.00037557-4.0413e-05i,-0.0010098-0.00064147i,-0.0016529-0.00097863i,-0.0012117-0.0010657i,-0.00014676-0.0010718i,0.00026516-0.00030541i
0.001572+0.0008967i,0.0017958+0.0013595i,0.00049621+0.0018447i,-0.0014499+0.0036758i,-0.0029854+0.0054106i,-0.0029081+0.0050255i,-0.0017695+0.0025625i,-0.00077349+0.0012993i,-0.00013719+0.0016299i,0.00019693+0.0020799i,6.5511e-05+0.001082i,-0.00033953-0.00032321i,-0.00035508-0.00065761i,-0.00015384-0.00020003i,3.9312e-05+0.00056547i,0.00035743+0.00061599i,-0.00018882+0.00045718i,-0.00021032+0.00029651i,0.00040932-0.00029599i,0.00033787-1.9992e-05i,-0.00023067+0.00094639i,-0.000325+0.000638i,2.6466e-05+0.00032243i
-0.00070958+0.0018401i,0.00072839+0.00046175i,0.0018805+0.0010063i,0.0032262+0.0031974i,0.0043318+0.0042846i,0.0038958+0.0033339i,0.0026094+0.0020322i,0.0018574+0.0011235i,0.0013681-0.00061082i,0.0011393-0.0011351i,0.0011548-0.00054475i,0.0006495+1.9198e-05i,0.00011315+0.00026199i,0.00014842+1.9995e-05i,0.00057643-0.00035652i,8.1777e-05+0.0001525i,-0.0007285+0.00052792i,-0.00059452+0.00033638i,7.4721e-05+0.00069255i,-0.00035547+0.00058538i,-0.00049551-0.00013475i,0.00015727-0.00021809i,0.00043432-6.0671e-05i
0.001832-0.0013113i,0.0024412-0.001619i,0.0025206-0.00062914i,0.0029851-0.00065721i,0.0041325-0.0025703i,0.0045817-0.0036662i,0.0036141-0.00353i,0.0017206-0.0023607i,-3.9389e-05-0.0018453i,-0.00079451-0.0019685i,-0.00034199-0.0013223i,7.7822e-05-0.0003303i,-0.00035063+4.9128e-05i,0.00019065-3.2026e-05i,0.00053185-0.0005117i,0.00016169-0.00084663i,5.9147e-05-0.00099394i,1.8671e-05-0.00042213i,-0.00026778+0.00021902i,-0.00060673+0.00071042i,-0.0001359+0.00048268i,0.00011665+0.0004447i,-0.00040805+0.00027519i
0.00070642+0.00010364i,0.00023924-0.0011506i,0.00081253-0.0030412i,-0.00049923-0.0043736i,-0.0022414-0.0054765i,-0.0034399-0.0047606i,-0.0032958-0.0027816i,-0.0022582-0.0016269i,-0.0013181-0.00081978i,-0.00090857+0.00019548i,-0.00021912+0.00021633i,0.00015421+0.00021797i,-0.00010541+0.00066106i,7.0722e-05+0.00047341i,0.00012014-0.00030923i,-0.00012067-0.00056609i,0.00021839+0.00020286i,5.3286e-05+0.0011634i,-0.00010504+0.0014977i,-0.00021258+0.00049207i,0.00014598-0.00017437i,0.0010165-0.00012352i,0.00090975-0.00015957i
0.00067861-0.00026824i,-0.00017115-0.0003832i,-0.0016629+0.00025347i,-0.0025809+0.002801i,-0.0033144+0.0042353i,-0.0033407+0.0032974i,-0.0025628+0.0027328i,-0.0014027+0.0025435i,-0.00086449+0.0015516i,-0.00022691+0.00011139i,0.00030776-0.00077894i,0.00065495-0.0010793i,0.00056045-0.00063267i,0.00021256-0.00011135i,0.0001351-0.00044357i,0.00046773-0.00032516i,0.00032004+0.00065615i,-0.00065441+0.00054213i,-0.0014142-0.0006363i,-0.001244-0.0010333i,-0.00058574-0.00034677i,0.00038691-0.0004216i,0.00049487-0.0009072i
-0.00051082-0.0024684i,0.00013552-0.0012064i,0.0010392+0.0015871i,0.0017363+0.0039314i,0.0031079+0.0055955i,0.0035436+0.0060787i,0.0024586+0.0035563i,0.002267+0.0004593i,0.0018757-1.1393e-05i,0.0007995+9.0253e-05i,0.00077664+0.00013578i,0.00056022-0.00027161i,-3.4636e-05-0.00020783i,0.00050074+0.0002323i,0.00082946+0.00035692i,0.00077693+0.00019454i,0.00048828-0.00022331i,7.4373e-05-0.00011807i,0.00032948-0.00013321i,0.00073253-0.00047816i,0.00030362+0.00020495i,-0.00041353+0.0007702i,-0.00038818+0.00020198i
0.0010003+0.0010146i,0.0020433-0.00073774i,0.002683-0.0018119i,0.0044344-0.0022577i,0.0060514-0.0039126i,0.0057446-0.0040807i,0.0035321-0.0035194i,0.0015249-0.0030625i,0.00032806-0.0023793i,-0.00042835-0.0017901i,-0.00032542-0.00064774i,-0.00014775-0.00036702i,-0.00015387+0.00020671i,-3.7219e-05+0.00059902i,0.00024379+0.00023171i,-0.00016276+0.00025527i,-0.00062313+0.0007694i,-0.00073347+0.00098451i,-0.00016498-8.6116e-05i,0.00050455-0.00020027i,0.00052242+0.00048114i,0.00057656+0.00091618i,0.00032219+0.0011621i
-0.0022751+0.00085724i,-0.0022543+9.1041e-05i,-0.001203-0.00082161i,-0.00043874-0.0013131i,-0.00097238-0.0028055i,-0.0012174-0.0034743i,-0.0020785-0.0024279i,-0.00278-0.0015808i,-0.0021646-0.00069174i,-0.0012735+0.00024645i,-0.00054475+9.2061e-05i,0.00036184-0.00061114i,0.0001865-0.00033508i,-0.00088446+0.00022041i,-0.00087428+0.00049294i,-0.00042077+0.00066396i,-0.00016673+0.00059615i,-0.00041113+0.00065197i,-0.00024361+0.00010135i,3.5411e-05-9.2865e-05i,0.00033001+0.00036897i,0.00087098+0.00014059i,0.00057314-0.0002653i
0.0020193+0.00063776i,0.0020953-0.00061634i,0.00074617-0.00029159i,-0.0021321+0.00044246i,-0.0035913+0.0012507i,-0.0034306+0.0020231i,-0.003354+0.002532i,-0.0019996+0.0017288i,-0.00048611+0.00027289i,0.00014239+0.00011099i,0.00027452+0.00038924i,6.4231e-05+0.00034768i,0.00042631-0.00014828i,0.00038446-0.00074531i,-0.00017831-0.00056974i,-0.00017522+2.8535e-05i,0.00012986+0.00040303i,0.00042138-4.7153e-05i,0.0007331-0.00028833i,0.0003348+0.0005109i,-0.0010027+0.0014398i,-0.0011524+0.0011604i,-0.00070293+0.00053672i
-0.00071172-0.0018566i,1.0127e-05-0.0010133i,-0.00039936+0.00078318i,0.00015468+0.0019697i,0.00054737+0.0037919i,0.00068241+0.0052953i,0.0014226+0.0044582i,0.0017777+0.0022021i,0.0015539+0.00036347i,0.00073438-0.00058521i,0.00030198-0.00028612i,-0.00021571+0.00069147i,-0.00021154+0.0011305i,-3.2815e-05+0.00038165i,-0.00069964-0.0009459i,-0.00027033-0.00077547i,0.0001057-0.0001104i,-0.0004656+0.00060776i,-0.0007329+0.00090046i,-0.00047618+0.00070843i,-0.00024017+0.00078794i,-0.0002433+0.00068914i,-0.0010374+0.00027576i
-0.00068271-0.0011887i,-8.2825e-05-0.0010927i,0.00071996-0.0010904i,0.0020996+0.00029132i,0.003661+0.0010936i,0.003685-0.00064476i,0.0027044-0.0020868i,0.0016395-0.0020413i,0.0008002-0.0014809i,0.00011283-0.00074993i,-0.00012799+0.00041455i,0.0002581+0.00087683i,0.00089578+0.0004586i,0.00052472+0.00033378i,0.00021988+0.0006452i,0.00040491+0.00042593i,0.00058098-0.00030244i,0.00056445-0.00021678i,0.00014051+0.00010033i,-7.8256e-05-0.00020749i,0.00020505-0.00032896i,0.00033091+0.00016522i,-0.00013796+0.00017288i
0.0016017-0.0037044i,0.00022018-0.0031368i,-0.00092159-0.0028936i,-0.00084415-0.003193i,-0.00099028-0.0042628i,-0.0022279-0.0040062i,-0.0024179-0.0032948i,-0.0016269-0.0021949i,-0.0012869-0.00090259i,-0.0016002+7.9427e-05i,-0.0015235+0.0011798i,-0.00038866+0.0010908i,0.00027584-0.00017156i,0.0001111-0.00067777i,0.00029876-0.00022097i,2.5949e-05-0.00012297i,-0.0011768-0.00016774i,-0.0011461+0.00035263i,0.00025632+0.00049149i,0.00072396+5.8533e-05i,0.00044893-4.9278e-05i,0.00012726-2.2135e-05i,-0.00040809-0.00021981i
0.00054333-0.0016329i,0.00010115-0.0017901i,-6.508e-06-0.0018175i,-0.0010299-0.0013186i,-0.0031627-8.4123e-05i,-0.0051198+0.00089585i,-0.003879+0.0013167i,-0.0014702+0.0010742i,-0.000563-1.1503e-05i,-0.00048338-0.00046004i,-0.00095069-7.0348e-05i,-0.0015464+8.0269e-05i,-0.0013261+0.0001195i,-0.00076423+0.00049266i,-0.00028916+0.0001734i,0.00011111-0.00022399i,0.0002733+0.00017526i,0.0010424+0.00025353i,0.00098502+0.0001728i,0.00036237+1.1491e-05i,0.00040372-0.00019167i,0.00042991-0.00047925i,0.00057763-0.0011317i
