-0.0010593-0.00070846i,-0.00095299-0.0018619i,-0.0027731-0.0011518i,-0.0032441-0.00089684i,-0.0025784-0.0010934i,-0.0018904-0.0004984i,-0.0018875+0.00030334i,-0.0020495+0.00040342i,-0.0007092+0.00077141i,0.001405+0.00086528i,0.0020943-0.00068643i,0.0012279-0.0011906i,0.00094575-0.00028572i,0.00072742-0.00043138i,0.00012148-0.0004863i,-0.00041701+3.5225e-05i,-0.00055299+0.0003154i,-0.00027131+0.00073118i,0.00010788+0.00061697i,1.9454e-05+9.2018e-05i,0.00023263+0.00046956i,0.0002014+0.00092087i,0.0001319+0.00082475i
9.8045e-05+0.00070484i,-0.00058647-9.5544e-06i,-7.596e-05-0.00061287i,0.00032309-0.0017192i,-0.00062272-0.0033012i,-0.0017567-0.0033207i,-0.001658-0.00093281i,-0.00080966+0.0011143i,0.00023776+0.00051675i,0.00089581-0.00080296i,0.0014552-0.0012179i,0.0015922-0.00090095i,0.00075038-0.00038866i,-0.00024064+0.00033025i,-0.00056359+0.00056522i,-0.00033182+0.00089614i,0.00022043+0.0011812i,0.00052101+0.00076696i,0.00040754+0.00069346i,0.00076631+0.00027496i,0.0009255-0.00062919i,0.00012061-0.0014665i,7.363e-07-0.001587i
-0.0015681-0.0014703i,-0.0019788-0.0022306i,-0.0025107-0.0019001i,-0.0017913-0.0017763i,-0.00046351-0.0020268i,-0.00070015-0.0016158i,-0.00055578-0.0013466i,0.0004078-0.001041i,0.00026365+1.4431e-05i,-0.00027395+0.00094637i,-9.9243e-05+0.00028884i,-0.00024658-0.0016269i,-0.000398-0.0023452i,-0.00012347-0.0014609i,-0.00021254-0.0011445i,2.7586e-07-0.0008937i,0.00047159-0.00082671i,0.00030123-0.0013673i,8.4748e-05-0.0010084i,0.00057773+0.00014959i,0.00012648+0.00038787i,-0.00068606+0.00011383i,-0.0014721+0.00032232i
0.002795-0.0010094i,0.0020669-0.00080942i,0.0020608-0.0012906i,0.002299-0.0018655i,0.0013849-0.0011038i,0.0001569+0.00027735i,7.811e-05+0.00019706i,0.00095815-0.000498i,0.0010351-0.00042347i,0.00061037-0.00025275i,-0.0010025-0.0001368i,-0.002122-0.00016689i,-0.0014176-0.00012765i,-0.00066343-0.00023366i,-1.8749e-05-0.00093769i,0.0005294-0.0006968i,0.00084609-0.0002796i,0.00051363-0.001383i,0.00013761-0.0015395i,-0.00025516-0.00030282i,-0.00019402+0.00036365i,-4.6104e-05+0.0001749i,-0.00078184-0.00042783i
0.00044559+0.00039869i,0.00069866-0.00014648i,0.00075089-0.00069128i,0.0016856-0.00088657i,0.0020031-0.00097704i,0.0010548-0.00037558i,0.00049163+0.00034127i,0.00047855+0.00074541i,3.9321e-05+0.0013004i,-0.00014796+0.0016099i,-0.0002875+0.0015385i,-0.00062188+0.0018363i,-0.00021771+0.0010214i,-0.00058938+0.00013186i,-0.0011721+0.0003672i,-0.0010342+8.3205e-05i,-0.00072635-0.00075844i,-0.00077137-0.0013801i,-0.001248-0.0010965i,-0.0008019-0.000134i,-0.00034258+0.00033468i,0.00016158+0.00065393i,0.00035473+0.00077189i
-0.00084347-0.00076932i,-0.00091244-0.00177i,-0.00094559-0.0021686i,1.7369e-05-0.0030908i,0.0018745-0.0040361i,0.0019003-0.0042761i,0.00082547-0.0032079i,0.00040568-0.0014554i,0.0007003-4.4917e-06i,0.0010371+0.0006182i,0.0015461+0.00058255i,0.0017457+0.00014614i,0.0012381-2.9395e-05i,0.00023224+0.00033933i,-0.00085087+0.00050613i,-0.0015845-0.00016875i,-0.0019275-0.00086325i,-0.0022513-0.00038893i,-0.0015192+0.00054427i,-0.00041277+0.00096951i,-0.00029924+0.00028439i,5.4361e-05-0.00066642i,0.00047843-0.00011637i
0.0010582-0.0021934i,-6.0567e-05-0.0022188i,-0.00093438-0.0026122i,-0.0010008-0.002459i,-0.0014147-0.0019593i,-0.0023174-0.0010572i,-0.0020754-0.00079169i,-0.00033503-0.00031738i,0.0007465-0.00078603i,0.00014766-0.0015651i,-2.5542e-05-0.0013928i,0.0012042-0.0021815i,0.00089961-0.0021265i,0.00024988-0.0011722i,0.00093348-0.0011384i,0.0007842-0.00096008i,-0.00011337+0.00022891i,-0.0002082+0.00073888i,-0.00021074+0.0013486i,0.00010382+0.0020231i,0.00061514+0.0013202i,-0.00017526+0.00017561i,-0.0011346-0.00078267i
-0.00024948-0.0016635i,-2.7943e-05-0.00083502i,-0.00028158-0.0014644i,-0.00087862-0.0021232i,-0.0018084-0.0019688i,-0.00098721-0.00091402i,-0.00030707+0.0002758i,3.9908e-05+7.4479e-05i,-0.00045336-0.00031796i,-0.0015034-0.00052594i,-0.001379-0.00099162i,-0.00085214-0.0022774i,-0.00086661-0.0022283i,-0.00080109-0.0014334i,-0.00034911-0.00077359i,-0.00033373+7.3538e-05i,-0.00016156+3.4692e-05i,-2.063e-05+0.000531i,-8.3504e-05+0.00054413i,0.00030608-0.0003112i,0.00079601-0.00033412i,0.00055368-0.00024361i,-0.00052021-0.00097142i
0.0026632-0.00030221i,0.0024864-0.0004698i,0.0017303-0.0010691i,4.2759e-05-0.0019863i,-0.00086411-0.0014586i,-0.001409+0.00085321i,-0.0010944+0.0014917i,-0.00065779+0.00094721i,-0.00066412+0.00040002i,-0.00044697+0.00024491i,-0.00034483+0.00038038i,-0.0011466+0.00050821i,-0.00085816+0.0005054i,0.0002965-5.469e-06i,0.00093628+0.00011401i,0.00048295+0.00059037i,0.00029883-0.00044879i,0.00045511-0.0011858i,-0.00088374-0.00079133i,-0.0017773-0.00090554i,-0.0010639-0.00062302i,-0.00027635+0.00021594i,-0.00039628+0.0008059i
-0.00013036+0.00030112i,0.0011401-0.0006404i,0.0022236-0.0006812i,0.0018652-0.00038192i,0.0013029-0.00046111i,0.0013501-0.00064557i,0.00060527-0.0004102i,0.00069646+0.00032818i,0.00019669+0.00061738i,0.00017168+8.9314e-05i,0.00053015+0.00057543i,-9.0062e-05+0.0017268i,-0.00015804+0.0019946i,0.00015578+0.00059196i,-0.00033498-0.00030129i,-0.00053267-0.00059819i,-0.00072243-0.0013966i,-0.0015928-0.0010302i,-0.0014942-0.00041805i,-0.00064212-3.0605e-05i,-0.00019238-0.0002203i,-0.0002573-0.00048108i,3.8678e-06+0.00022683i
-0.00035636-0.00046653i,0.00096144-0.0018634i,0.0022492-0.0023609i,0.0017589-0.0025855i,0.0012395-0.0026582i,0.00089133-0.0023343i,0.00057186-0.0011899i,0.00024116+0.00029308i,0.00048712+0.0006072i,0.00075446-0.00018956i,0.00058767-0.00024642i,0.0014114-0.00030318i,0.0021803-0.00058872i,0.00068563-0.00040342i,-0.00096537-0.0001916i,-0.0011769+9.9924e-05i,-0.0014267+0.00087435i,-0.00064186+0.00055814i,0.00029338+0.00032614i,-0.00016812+0.00057658i,-0.00044072+0.00019362i,-6.0577e-06-7.2947e-05i,0.00048771+0.00016961i
-0.00082662-0.000638i,-0.00072994-0.0011415i,-0.0013323-0.0011162i,-0.00082005-0.0017849i,-0.00028829-0.003204i,0.00016653-0.0025234i,0.0003396-0.00081251i,0.00061643-0.00051851i,0.00060978-0.00070534i,0.00039869-0.00079624i,0.00073122-0.0012639i,0.0012889-0.0013619i,0.0010216-0.0016942i,0.00011769-0.0015234i,-8.5139e-05-0.00037658i,-0.00013673+0.00061462i,-0.00065271+0.0012768i,-0.00010067+0.0011609i,-9.4203e-05+0.00086184i,-0.00039026+0.0011438i,-0.00045175+0.00095561i,-0.00074827-2.005e-06i,-0.00050774-0.0006286i
0.00091041+0.00015306i,0.00047387-0.00046838i,-2.4589e-06-0.0021744i,-0.00015038-0.0025867i,-0.00063185-0.0020572i,-0.0010386-0.0024954i,-0.00028247-0.0017185i,0.00039951-0.00023148i,0.00022546+0.00010623i,0.0006122-1.0046e-05i,0.0007782-0.0012519i,1.2291e-05-0.0020551i,-0.0018173-0.0010867i,-0.0022491-0.00020415i,-0.0014758+0.00033507i,-0.00084434+5.8126e-05i,3.4258e-05+0.00018953i,0.00053998+0.00027445i,0.00067588-9.1559e-05i,0.00013547+0.00014462i,-0.00020029+0.0007049i,0.0002344+0.0002153i,0.00053644-0.0005729i
0.0010313+3.5248e-05i,0.0011527+0.00037225i,0.00127-0.00081374i,0.00034402-0.001747i,-0.00034243-0.0019548i,-0.00061009-0.0013249i,-0.00066937+0.00033527i,-0.0001972+0.00086618i,-0.00044451+0.0004767i,-0.00078173+0.00019308i,-0.00054184+6.9675e-05i,0.00024516+0.00024261i,0.00052227+0.00070949i,0.00011792+0.00040143i,0.00012019+0.00034161i,0.00050267+0.0005826i,0.0011691-0.00017843i,0.0011868-0.0007638i,0.00045268-0.00028385i,0.00016238+0.0001721i,-3.5442e-05-0.00031255i,9.9198e-05-0.00080873i,9.8862e-06-0.0006904i
0.00032204+0.00020241i,0.00079441-0.0012816i,0.0010893-0.0015612i,0.0012825-0.002046i,0.0011329-0.0021977i,0.00079968-0.0024571i,-0.0004812-0.0017276i,-0.00082048-0.00039161i,-0.00049767-0.00081879i,7.0434e-05-0.00089385i,0.0006583-0.00014643i,0.00071954+0.00075456i,0.00091022+0.0010435i,0.0010956+0.00049483i,0.00067274+0.00052197i,-0.0001178+0.00020851i,-0.0001494-0.00042673i,-0.00024189-0.00082063i,-0.001086-0.00052265i,-0.00080282-0.00017573i,-0.00053219-0.00032564i,-0.00069206-0.00088642i,0.00014788-0.00061778i
-0.00080883-0.00082468i,-0.0003336-0.00094403i,-0.0005487-0.0016026i,0.00076011-0.0015611i,0.0026854-0.0016136i,0.003391-0.001567i,0.0017805-0.00020232i,0.00040902+9.2728e-05i,-0.000189-0.00094057i,8.0419e-05-0.0011463i,0.00036817-0.00042076i,0.00012084-0.00081851i,0.00065619-0.0015114i,0.00079473-0.0020448i,3.593e-05-0.0023386i,-0.00073422-0.0016223i,-0.0017754-0.0014188i,-0.0014932-0.00074122i,0.000313+0.00070625i,0.00082005+0.00081186i,8.3622e-05+0.00028784i,-0.00021822-0.00064881i,0.00020758-0.00076917i
-0.0010543-0.00085333i,-0.0020482-0.0020316i,-0.0014815-0.0035476i,0.00024681-0.0045318i,0.00067214-0.0043719i,-0.00091303-0.0029423i,-0.0011199-0.0010393i,0.00013836-0.00033489i,0.00064309-6.7794e-05i,0.00067727+0.00075557i,0.00046758+0.00082642i,0.00034395-0.00018349i,-4.7436e-05-0.0013835i,-0.0012628-0.0016965i,-0.0023412-0.00083149i,-0.0014702+0.00051273i,-0.00087774+0.00095004i,-0.00067301+0.00057518i,-1.6469e-06+0.00027081i,0.00066008-0.0003143i,0.00043915-0.00066485i,-8.8265e-06-0.00090964i,-0.00032897-0.00071962i
0.0013927-0.00076265i,0.0018734+0.00031272i,5.8946e-05+0.00044289i,-0.0016535-0.0007849i,-0.0018829-0.0013069i,-0.0011048+0.00010832i,-0.00038864+0.00065458i,0.00013944+0.00013281i,-0.0005736-0.00019468i,-0.0017775+0.00013293i,-0.0015583-0.00019773i,-0.0010312-0.00049311i,-0.0015677-0.00023058i,-0.0017496+0.00018881i,-0.00085627-6.4762e-05i,-5.0292e-05+2.2229e-05i,0.00012453+1.777e-05i,0.00056473-7.3619e-05i,0.00022273-3.4821e-05i,-0.00023485-0.00030825i,-0.00024965-0.00047751i,-0.00039326-0.00079597i,-0.00081134-0.00080971i
-0.00037913+0.0007701i,0.00052528+0.0004947i,0.00071227-7.2583e-05i,0.00091111-0.00064239i,0.0006381-0.0010251i,-0.0005721-0.00077058i,-0.00084054-0.00019026i,0.00011232+0.0002328i,0.00090303+0.00033873i,0.00051972+0.00046301i,2.2106e-05+0.00097421i,-0.00058316+0.0015804i,-0.00060442+0.0018i,0.00053458+0.0019768i,0.0012889+0.0015575i,0.00066226+0.0007808i,-0.0003325-0.00013438i,-0.00026616-0.00010306i,0.00027781+0.00026174i,0.00013507+0.00044897i,-0.0002521+0.00067441i,-0.00082609+0.00074421i,-0.00034522+0.00082516i
0.0001888-0.0011225i,-0.00020286-0.003438i,0.00047794-0.0033652i,0.0014583-0.0024553i,0.0016609-0.0024215i,0.00054331-0.0018199i,-0.00029652-0.00045983i,0.00055993-4.6706e-05i,0.00073881-0.00017538i,0.0001716-5.122e-05i,-0.0006185-3.3076e-05i,-0.00065552-0.00056091i,0.00055928-0.00064907i,0.0015285-0.00069062i,0.0015347-0.00091194i,0.00099267-0.0011358i,0.00033819-0.0009407i,-0.00044956-0.00015467i,-0.00069273-7.2755e-06i,6.3426e-05-0.00044448i,0.00059825-0.00056324i,0.00074753+6.2184e-05i,0.00090331+0.00047616i
0.0017527-0.001524i,0.0025183-0.0022094i,0.0018202-0.002457i,0.001352-0.0020936i,0.0015293-0.0027549i,0.0011879-0.0024906i,0.00057124-0.00033496i,0.00032985+0.00069883i,0.0012628-0.00033158i,0.001376-0.0011494i,-7.8975e-05-0.0011012i,-0.00083944-0.0010286i,-0.00048097-0.0013749i,0.00018331-0.0017594i,-0.00053706-0.0017579i,-0.0010028-0.0010825i,-0.00071844-0.00039505i,-0.00052072-0.00012545i,0.00024065+0.00028401i,0.00022941+0.00011795i,-2.7051e-05+0.00023533i,0.00038833+0.00019688i,0.00030477-0.00027477i
-0.00087309+0.00118i,-1.5962e-05+0.0012558i,-9.1963e-06+0.00096521i,0.0004868-0.0004273i,0.0015298-0.0020492i,0.00034385-0.0026123i,-0.0010393-0.0020975i,-0.00064891-0.0013925i,-0.00021443-0.0016167i,-0.00078143-0.0011153i,-0.0017206-0.00066099i,-0.0011741-0.00074051i,2.5394e-05-0.0012432i,-0.00058623-0.0011456i,-0.002216-0.00064465i,-0.002352-0.00038746i,-0.0013726-0.00026817i,-0.0010248-0.00050074i,-0.00090966-0.00069024i,-0.00022961-0.00096075i,0.0004634-0.00056192i,0.00051412+0.00015863i,-0.00035608+0.00021658i
-0.0015897-0.00014861i,-0.0012518-0.0014412i,-0.0016045-0.0020644i,-0.0017134-0.0025892i,-0.0011575-0.0026312i,-0.0017477-0.0023807i,-0.00058176-0.0016879i,0.00028175-0.00048099i,-0.00047653-0.00022791i,-0.00059497+0.00021971i,0.0004316+0.00053076i,0.0010596+0.00054666i,3.3075e-05+0.00060735i,-0.00095554+0.0011543i,-0.00083399+0.0014522i,0.00030915+0.001472i,0.00031644+0.00061625i,-0.00023715+0.00041078i,-0.00014292+0.00094665i,-0.00095682+0.00011099i,-0.00095355-0.00052286i,-0.00058201-0.00036294i,-0.00078076-0.000419i
0.0001906+0.0003675i,0.00086678-0.001151i,0.0016144-0.0014245i,0.0026403-0.0017457i,0.0026903-0.0021248i,0.0016953-0.0017854i,0.00052929-0.00088492i,-0.00060179+2.0773e-05i,-0.00016216+0.0010413i,0.001413+0.0013492i,0.0018043+0.00088253i,0.0011023+0.00036351i,0.00073583+0.00086805i,0.00056727+0.0018564i,0.00034456+0.0016028i,9.0989e-05+0.0006169i,-0.00030966-9.6754e-05i,-0.00052264-0.00046912i,-0.00068528+0.00012537i,-0.00038403+0.00101i,-6.0794e-06+0.00060315i,-2.3699e-05+0.00040831i,-0.00012207+0.00060984i
-0.000176-0.0024921i,0.00079344-0.0021498i,0.00012384-0.001614i,-0.00032096-0.00068185i,0.00043551-0.0010782i,0.0013554-0.0011093i,0.0015054-0.00028359i,0.0017109+0.00095929i,0.0016782+0.00073775i,0.00072237-0.00045915i,0.00014249-0.0011917i,-0.00014656-0.00075296i,0.00011248+4.6252e-05i,0.00055025-0.00079805i,0.00068031-0.0016961i,0.00064033-0.00085414i,0.00015141-5.8488e-05i,-0.00023467+0.00062177i,-0.00024531+0.0015067i,-0.00010524+0.0016197i,0.00017712+0.0012072i,0.00052654+0.0015748i,0.0005021+0.001585i
0.0010073-0.00061905i,0.0019243-0.0003232i,0.0017949-0.001312i,0.0016603-0.0025727i,0.0011761-0.0029453i,0.00051526-0.0034994i,0.00025355-0.002834i,0.00115-0.0015231i,0.0018927-0.0010699i,0.00061956-0.0014549i,-0.0007795-0.0010989i,-0.0014915-0.00022418i,-0.0014486-0.001085i,-0.00093848-0.0021751i,-0.00083834-0.0018736i,-0.0011288-0.00088917i,-0.00068997+0.00076051i,0.0003104+0.0015309i,0.00097116+0.00043036i,0.00091278-0.00015216i,0.00055936+0.00034112i,-0.00030079+0.00037202i,-0.00033591-9.2349e-06i
-0.0012771-0.0013392i,-0.0022339-0.0013501i,-0.0030926-0.0019533i,-0.0020386-0.0013278i,-0.001248-0.0013809i,-0.0012747-0.0014528i,-0.00097249-0.0010008i,-0.00016951-0.0010892i,-0.00063625-0.0010003i,-0.0015496-0.00066718i,-0.0010822-0.00077627i,0.0003284-0.00026736i,0.00051581+2.423e-05i,-0.0013911-0.00081875i,-0.0022948-0.00056223i,-0.0020108+0.00049828i,-0.0013174+0.00056181i,-0.00018608+4.3845e-05i,0.0003072-0.00038083i,-0.00013789-0.00081621i,-0.00045752-0.00070792i,-0.00017824-0.00020988i,-0.00041176-0.00023441i
0.00081978-0.0016542i,0.0012481-0.0024331i,0.0023437-0.0035105i,0.0018038-0.0036398i,0.00011407-0.0033756i,-0.00090041-0.0023945i,-0.0013521-0.0010008i,-0.0010659-0.00046478i,-0.00068954-5.5131e-06i,-0.00021634+0.00049264i,0.00034165+0.00052139i,0.00095513-0.00010865i,0.00098697-0.00032663i,0.00052766+0.00071475i,0.00015869+0.0016603i,0.00081691+0.0011892i,0.00087056+0.00066709i,-0.00065392-1.1754e-05i,-0.0012497-0.00061817i,-0.00049756-0.00066461i,-0.00066095+4.2736e-05i,-0.00068639-3.9585e-05i,0.00017617-0.00028933i
0.0004486+0.00040745i,0.0018678+2.3602e-05i,0.0029838+0.00039002i,0.0026026-0.00031413i,0.0019386-0.0010998i,0.00094453-0.0016877i,-8.0018e-05-0.00087592i,-0.0003874+0.00048176i,0.00020109+0.0012611i,0.00098028+0.0014755i,0.00083742+0.00035547i,0.0003101-0.0011118i,0.00077632-0.00097567i,0.0019046-0.00022851i,0.0021305-0.0004807i,0.00092042-0.0013038i,-0.00038171-0.0013439i,-0.0011203-0.00068975i,-0.0011344-4.9487e-05i,-0.0016426+0.00018522i,-0.0011469+0.00015148i,-0.00053439-0.0001305i,-0.0009335-0.00032331i
0.00047334-0.00074916i,0.00085369-0.0011011i,0.00012895-0.0010791i,-0.00045677-0.0013376i,-0.00028233-0.0015765i,7.1927e-05-0.0010118i,0.00041028-0.00042272i,0.00085016+0.00039996i,0.0012927+0.00071591i,0.001788-0.00010009i,0.00073413-0.00088779i,-0.00054428-0.00067875i,-0.00096893-0.00084115i,-0.00031144-0.0013737i,0.00063347-0.001453i,0.00023455-0.0010981i,-0.00060568-0.00048917i,-0.00053583-0.00024985i,0.00053677-8.5262e-05i,0.0011965+6.99e-05i,0.0010173-0.0001763i,0.00083317+0.00017761i,0.00052323+0.00010819i
-0.0016362-0.00055519i,-0.00083304-0.0014286i,0.00021416-0.0018228i,0.00079374-0.0012972i,0.0017637-0.0010275i,0.0025534-0.0014704i,0.0023369-0.00066324i,0.0015582-0.00034127i,0.00040241-0.001149i,-0.00036979-0.0016559i,-0.001207-0.0020931i,-0.001408-0.0010839i,-0.0017105-7.2725e-05i,-0.0017054-0.00071054i,-0.0015197-0.00074166i,-0.0017472+0.00057734i,-0.00096945+0.00076131i,0.00013328+0.00011824i,0.00043786+0.00053034i,0.00021079+0.00042839i,-0.00033301+0.00013049i,-0.00027186+0.00034569i,-0.00034516+0.0007968i
0.0021345+0.0005857i,0.0015818-0.00064636i,0.0013291-0.0020524i,0.0016162-0.0035329i,0.00078983-0.0042631i,-0.00052572-0.0038941i,-0.0016566-0.0030353i,-0.001047-0.0021652i,-0.00027563-0.0014607i,-0.00019277-0.0013665i,-9.2902e-05-0.00077213i,0.000122+0.00040117i,0.00025717+0.00068948i,-0.0004941+0.00021913i,-0.00059438+0.00019147i,0.00042429+0.00051569i,0.00053905+0.00045825i,-0.00013644-0.00036781i,-0.00049806-0.00097668i,0.00018411-0.00060562i,0.00041849+0.00019005i,-0.00035396+0.00045817i,-0.00035565+0.00043783i
0.0013483+0.00048457i,0.0014749+0.00078281i,0.00081666-0.00043077i,0.00028134-0.0017953i,9.0061e-05-0.0026998i,-0.0015627-0.0028221i,-0.0025304-0.0011562i,-0.0013318+0.0004424i,-0.00024282+0.00047969i,0.0004773+0.00085502i,0.0018232+0.0013721i,0.0024075+0.0007232i,0.0024847+1.8451e-05i,0.0022893+0.00081678i,0.0016627+0.00053477i,0.001311-0.00052346i,0.0007245-0.0013054i,-4.0727e-05-0.0020976i,-0.00073661-0.0015387i,-0.00093013-0.00077084i,-0.00038431-0.00045331i,-0.00023392-0.00029931i,-0.00034908-0.00012166i
0.00035369-0.0033021i,0.0011086-0.0021163i,-0.00044312-0.0020214i,-0.0020943-0.0015709i,-0.0024574-0.0010371i,-0.0017961+0.00044343i,-0.00054859+0.0012061i,0.0002702+0.0010119i,-0.00020401+0.0010214i,1.9666e-05+0.00071016i,0.0012334-0.00043912i,0.0010441-0.0014537i,0.00025195-0.001627i,0.00047997-0.001756i,0.00039233-0.0014546i,0.00030085-0.0014253i,-0.00038166-0.0010246i,-0.0010835+0.00033551i,-0.00082825+0.00028057i,-0.00040543-0.00038851i,6.9968e-05-0.00037053i,-0.00028753-0.00018102i,-0.00086563-0.00055434i
0.0014733-0.0017304i,0.0026363-0.0018784i,0.0022897-0.0011731i,0.0016324+0.00014321i,0.0011864+0.00049533i,0.0014621+0.00031277i,0.001445+0.00092962i,0.0013502+0.00058918i,0.0014706+0.00029597i,0.0011826-0.00014381i,-0.00025961-0.00061682i,-0.0026042-0.0010561i,-0.0032158-0.0015475i,-0.00236-0.0015769i,-0.0021603-0.0012409i,-0.0025-0.00084192i,-0.001761+0.00020447i,-0.00037557+0.0011083i,-5.0088e-05+0.00090477i,0.00072317+0.00042552i,0.0010345+0.0001566i,-0.00019348-7.4277e-05i,-0.0011075-0.0003195i
-0.00018184-0.00019355i,-0.0010359-0.00069506i,-9.0663e-05-0.00037807i,0.0015881-0.00053446i,0.0029096-0.0018049i,0.0030215-0.0019959i,0.0018285-0.0018398i,0.00089045-0.00052038i,-4.1564e-05+0.00011608i,-0.00062357-0.00082898i,-0.00076862-0.00053843i,-0.0012323+0.00015122i,-0.0017374+0.00054901i,-0.0021039+0.00037401i,-0.0021103+0.00030197i,-0.0019962+0.0004657i,-0.00084024+0.0012303i,0.00011388+0.0021179i,-8.2687e-05+0.0017337i,-0.00050069+0.00077592i,-0.00077504+0.00077844i,-0.001392+0.00066576i,-0.0012207+0.00044175i
-0.0020513-0.0023408i,-0.0012609-0.002373i,-0.00087299-0.0029008i,0.0014848-0.0030495i,0.0026434-0.0021386i,0.0014296-0.0024168i,0.00029752-0.0025128i,-0.00020632-0.00090371i,-3.9982e-05+0.00047154i,0.00025893+0.00064909i,0.0012388+0.00063355i,0.0018857+0.00040085i,0.0016222-8.2038e-05i,0.0010936-0.00088939i,0.00067406-0.00055465i,0.00078518+0.00021142i,0.00056105+1.4105e-05i,8.3544e-06-5.1503e-05i,-0.00045064-0.00029836i,-0.00017313-0.00032457i,5.2987e-05+8.5252e-05i,0.00011979+0.00026084i,0.00062658+0.00042751i
-0.00081051+0.00023637i,-0.0010061+0.0010278i,-0.00086398-0.0016522i,0.00079051-0.0050874i,0.00092231-0.0055494i,-0.00037556-0.003829i,-0.00097868-0.0019201i,-0.00083661-0.00048477i,-7.0729e-05+3.7912e-05i,0.00053699-0.00055356i,0.001466-0.0010779i,0.0027804-0.0016713i,0.0029211-0.0021003i,0.0020463-0.0018213i,0.0011568-0.0013037i,0.00089286-0.0012459i,0.0013663-0.0011152i,0.00080162-0.000311i,0.00045988-0.0002787i,5.214e-05-0.00075987i,0.0001609-0.0012319i,0.0010156-0.0012031i,0.0010169-0.00064821i
0.00060025-0.00026449i,0.0008925-0.00035073i,0.00058526-0.00052273i,0.00020893-0.00048076i,-0.00072244-0.001628i,-0.001186-0.0025376i,-0.0012151-0.0014561i,-0.0014842-0.00050855i,-0.00045598-0.0013517i,0.00075515-0.0018107i,0.00064347-0.002239i,0.00016015-0.0029996i,-0.000769-0.0029239i,-0.0012029-0.001846i,-0.0005389-0.0011674i,-0.00039908-0.00083916i,-0.00052368+0.00042966i,-0.00045755+0.0010044i,2.1663e-06+0.00081453i,-0.0001392+0.00078925i,-0.00077763+0.00049361i,-0.00089889-0.00017996i,-0.0010417-0.0012265i
0.0018683-0.00095918i,0.0018595-0.0013084i,0.00098817-0.00075555i,-0.00094075-0.0012733i,-0.0017197-0.0023287i,-0.0014783-0.0018461i,-0.00023061-0.00063815i,0.00085514-0.00037074i,0.00045529-0.00040992i,-0.00038685-0.00078086i,-0.0022355-0.0016033i,-0.0039496-0.0012546i,-0.0040703-0.00028881i,-0.0032305+0.0002602i,-0.0017463-0.00010918i,-0.00098132-2.5944e-05i,-0.00087934+0.00085361i,-0.0015998+0.00095268i,-0.0017424+0.00092011i,-0.0011792+0.00086725i,-0.0011136-5.0677e-05i,-0.001247-0.00054124i,-0.0016378+0.0003221i
-0.002605-0.0016883i,-0.0015501-0.0014821i,0.00060907-0.00034134i,0.0022007+0.00054623i,0.002619+0.0015412i,0.0023551+0.00042669i,0.0014907-0.00083987i,0.00065393-6.2396e-05i,-0.00065243+0.00057923i,-0.0018785+0.00090574i,-0.0017661+0.0018894i,-0.0013254+0.003202i,-0.0010651+0.0034738i,-0.00099626+0.0016637i,-0.0007972+6.8712e-05i,-0.00035648+0.00044128i,-0.00033431+0.0011262i,-0.00074715+0.0011836i,-0.00066424+0.0004054i,-0.0005368+0.00034833i,-0.00093179+0.0012039i,-0.00071426+0.0014233i,0.0001139+0.0018835i
-0.0023576-0.00064982i,-0.0015555-0.0022787i,-0.00069672-0.002887i,0.0009274-0.0026367i,0.0039131-0.0021033i,0.0039735-0.0016629i,0.0017167-0.0014913i,0.0007755-0.00051712i,0.00080753+0.00089823i,0.0013108+0.001398i,0.0023419+0.0021387i,0.0033795+0.002543i,0.0038316+0.0013482i,0.0029679+4.7611e-05i,0.0017518-0.00026516i,0.00089086+1.1339e-05i,-0.00010131-0.00035685i,-0.00022404-0.00040768i,-0.00017354+0.0010047i,-0.00014828+0.0015348i,-0.00028141+0.001108i,0.00041645+0.0011284i,0.0014586+0.00077846i
0.0005051-0.0013181i,0.00036413-0.0016206i,0.00039661-0.0025916i,0.0018786-0.0031928i,0.0028901-0.0034587i,0.0021271-0.0025876i,0.00099743-0.00095648i,0.0014901-5.0648e-05i,0.0029114-0.00040109i,0.0035276-0.00079267i,0.0040683-0.00038979i,0.0042167-0.0019089i,0.0033955-0.0037883i,0.0016562-0.0033361i,5.2941e-05-0.0014086i,9.2448e-05-0.00016913i,0.0002855-0.00059745i,0.000229-0.00087247i,0.00027444-0.00021838i,-5.1933e-05+0.00011069i,0.00043065+0.00098081i,0.0008155+0.00089069i,0.00034992-0.00079054i
-1.1512e-05+0.00026854i,-8.0436e-05-0.00039168i,-0.000922-0.0013168i,-0.0010379-0.0040575i,-0.00022899-0.0068922i,0.00031498-0.0066762i,0.00061286-0.0033181i,0.0010612-0.00076109i,0.00065931-0.00040033i,-0.00010862-0.00073801i,-0.00035685-0.0025073i,-0.0013071-0.0041961i,-0.0023665-0.0037603i,-0.002188-0.001281i,-0.0017062+0.0016423i,-0.001209+0.0017245i,-0.00036372+0.00015273i,-0.00021591-0.00068157i,-0.00068713-0.00096032i,-0.00035995-0.00023421i,-0.00068553+0.00025522i,-0.0011617-8.3388e-05i,-0.00099855-0.00044032i
