-0.00024062-0.00065549i,-0.00022466-0.0025516i,-0.0014454-0.0030532i,-0.0024786-0.0018882i,-0.003067-0.00054264i,-0.0024279+0.0011597i,-0.00059184+0.0021415i,0.0003177+0.0019596i,0.00088795+0.0001945i,0.0012243-0.0015953i,0.00037775-0.0011065i,-0.00012331-0.00051996i,-0.00052958-0.00029685i,-0.001163-0.00030781i,-0.00028326+0.00044069i,-0.00052751+0.0009487i,-0.0007512-0.00012058i,-7.3162e-05-0.0010047i,8.6793e-05-0.00066427i,-0.00012206-0.00023139i,-0.0004963-0.0011075i,-0.00016458-0.0015644i,3.4227e-05-0.00091437i
-0.0025482+0.00047789i,-0.0029642+0.00039115i,-0.0029769+0.00033028i,-0.00075983+0.0011661i,0.00046506+0.0013412i,0.001227-0.00020025i,0.00080444-0.00062464i,-0.00041312-0.00011243i,-0.00024279+0.0002683i,-4.7324e-06+0.00040246i,0.00024139+0.00017281i,0.00045007-0.00013063i,0.000907-6.5286e-05i,0.00042983-0.00032105i,0.00013621-0.0011599i,5.0702e-05-0.0011625i,-0.0003981-0.00029263i,-0.00013426+0.00045617i,5.6274e-05-0.00013837i,-0.00021465-0.00077521i,-0.00015114-0.00016806i,0.00011948+9.9612e-05i,9.9029e-05-1.1169e-05i
0.0001979+0.00089604i,0.00086761-0.00060095i,0.00074548-0.0013208i,-0.00087985-0.0019286i,-0.0013287-0.0024015i,-0.0015238-0.0019649i,-0.0018218-0.0001441i,-0.0005219+0.00032163i,0.0012011+8.3187e-05i,0.00135+0.00015235i,0.00067378+0.00031468i,0.00032777-0.00032567i,-0.00053151-0.00046416i,-0.0010899-0.00046883i,-0.00042019-0.0017078i,0.00024773-0.0015466i,0.00039896-0.00027476i,0.00021106+0.00019636i,-0.00032207+0.00015607i,-0.00057403-0.0006278i,2.2552e-05-0.0006358i,0.0005536+0.00040025i,0.00049356+0.00059706i
-0.00046406+6.8802e-05i,-0.00061741+0.00082045i,-0.00081189+0.0013308i,-0.00059593+0.00031797i,-0.000256-0.00098035i,-4.3499e-05-0.0011592i,-0.00050684-0.00070725i,-0.0011872-0.00059513i,-0.00087309-0.00058558i,-0.00027804-0.00052525i,-0.00066988-0.00046492i,-0.00091886-0.00062698i,-0.00046507-0.0013522i,-0.00017764-0.001527i,0.00058727-0.0014367i,0.00099539-0.00085926i,0.0007538-0.00012112i,9.0129e-05+0.00061856i,-0.00035645+0.0006878i,-0.00015511-3.9688e-06i,0.00043693+0.00015074i,0.00064123+0.00064722i,0.00043742+0.00096192i
4.6569e-05-9.7463e-05i,0.00076058-0.00074907i,0.0011278-0.0014138i,5.2421e-05-0.0016966i,-0.00063878-0.0011191i,-0.0010523-0.00049013i,-0.0015531-0.00071275i,-0.0012272-0.00027378i,-0.0008613+0.00068289i,-0.00054908+0.0011339i,-0.00031872+0.00075333i,2.8406e-08+0.00047433i,0.0004418+0.00013846i,0.000521-0.00035632i,0.00055161-0.00049248i,0.00026727-0.00019676i,-0.00045126-0.00024284i,-0.0004513-0.00016052i,4.8562e-05+0.00029657i,-8.9155e-05+0.00010785i,-9.0261e-05-0.00026452i,0.0002469-4.0561e-05i,9.8239e-05+0.00076971i
0.00046282+0.00043068i,-0.0002819-0.00036497i,-0.0010814-0.00036978i,-0.0013789+8.1409e-05i,-0.00015231-0.001078i,0.0004962-0.0017248i,6.6499e-05-0.00015284i,-0.00010776+0.00094231i,0.00027062+0.00087851i,0.00061707+0.0010809i,0.00022816+0.0011187i,-0.00017039+8.0864e-05i,-0.00064008-0.00087612i,-0.00048302-0.0011589i,0.00056819-0.00054512i,-3.1318e-05+0.00031077i,-0.00016544+0.0013232i,0.0005381+0.001497i,0.00072092+0.00059472i,0.00036906+0.00020844i,-7.9484e-05+1.0742e-05i,-0.0004986-0.00015041i,-0.00094825-1.3794e-05i
-0.0002371-0.0015166i,-0.00020656-0.0022417i,-0.0013661-0.0027062i,-0.0020071-0.0015107i,-0.0016943-0.00056985i,-0.00011473+0.00058028i,0.00035799+0.0013166i,-0.00024169+0.001201i,0.00017695+0.00038976i,4.721e-05+4.7084e-05i,-8.4773e-05+0.00024657i,3.7557e-05+0.0001999i,0.00024145+7.1152e-05i,0.0012301+0.00035732i,0.0011832+0.0014703i,0.0002894+0.0014135i,0.0001059+0.00059884i,0.00019372+0.00015287i,-6.4646e-05-0.00038588i,0.00016024-0.00086641i,-0.00024869-0.00012946i,-0.00071255+0.00021295i,-0.00070085+2.8836e-05i
-0.00026214-0.00058561i,-0.00079408-0.001376i,-0.00089698-0.0012229i,-0.001811-0.00070243i,-0.0019964-0.00019609i,-0.0016055+0.00079096i,-0.0014449+0.00068553i,-0.00057137-0.00027046i,0.00054467-0.00065807i,0.00050748-0.00097896i,-0.00030679-0.00062692i,-0.00013609-0.00060435i,-6.7091e-05-0.00065782i,-0.00042045+1.1173e-05i,-0.00017525+0.00014883i,0.00023134-6.0474e-06i,-0.00021273+0.00019528i,-0.0012384+0.00022788i,-0.00069028+9.5025e-05i,-0.00024526+0.00045156i,-0.00056249-0.00011559i,-0.00067356-0.0007081i,-0.0007805-0.00060056i
0.00010819-0.0030526i,-0.00071059-0.0028389i,-0.0013944-0.0019758i,-0.0016156+9.1685e-05i,-0.001354+0.001603i,-7.391e-05+0.0018281i,0.00041341+0.00079307i,-0.00018917-0.00048515i,-0.00055225-0.00046257i,-0.0010579+0.00095426i,-0.0012973+0.00087839i,-0.00072637+8.621e-05i,0.00018084+0.00021193i,0.00061966+0.00093984i,7.9923e-05+0.0015018i,-0.00062259+0.00059422i,-0.0013674-4.4777e-05i,-0.0012393-0.00012809i,-0.00081617+0.00018258i,0.00022591+0.00078777i,0.00065841+0.00025426i,-0.00031644-3.9559e-05i,-0.00075621+0.00053197i
-0.00046855-0.0015271i,-0.0009586-0.00067947i,-0.0022584-0.00030294i,-0.0038683-3.1927e-05i,-0.0036767+0.00046721i,-0.0021837+0.0008685i,-0.0018931+0.00060576i,-0.0016989+0.00072393i,-0.00049498+0.001076i,-0.00014869+0.001027i,-0.00039118+0.0012662i,-4.6074e-05+0.00099604i,0.00053257+0.00070979i,0.00028917+0.00032359i,-0.00038062-8.0191e-05i,-0.00057308+0.00016492i,-0.00084257+0.0003384i,-0.00068576-0.00022819i,-0.00014019-0.0003525i,0.00037993-0.00021182i,0.00034133-0.00020799i,0.00014107+0.00022381i,-1.3964e-05-0.00013826i
-0.00061997-0.00094258i,-0.0017128-0.00043307i,-0.0033354+0.00048356i,-0.0031067+0.0014644i,-0.0018453+0.0020829i,-0.00047279+0.0014434i,0.00044548-0.00039579i,0.00091716-0.0010269i,0.0017222-0.0010431i,0.0023525-0.00085223i,0.0021428-0.00035873i,0.0011506+0.00019322i,0.00045859+0.00019683i,0.00052203-3.1872e-05i,-1.8952e-05-4.2765e-06i,-0.00051784-0.00031887i,0.00051552-0.0011845i,0.00054108-0.0011029i,-2.17e-05-7.451e-05i,-0.00063012+0.00097171i,-0.00081177+0.00099156i,-2.5104e-05+0.0009841i,-9.0007e-05+0.00032362i
-0.00047968-0.00019186i,-1.2529e-05-0.00049334i,-0.00065286-0.00073882i,-0.0010924+0.00026899i,-0.00087694+0.0012972i,-0.00027305+0.00061238i,-0.00030279-0.00049881i,-0.00034339-0.00066265i,7.3435e-05-0.00096405i,0.00029935-0.0018212i,3.5356e-05-0.0014917i,-0.00023996-0.00037137i,-0.00021243-0.00022566i,-0.0008198-0.00079179i,-0.00087737-0.00037242i,-0.00023088-0.00043812i,0.00041979-0.001231i,0.00041103-0.00085069i,0.00010448+0.00011242i,0.000288+0.00032373i,0.00035774+0.00033543i,0.00010546+0.00071268i,0.00031291+2.2735e-05i
-0.0015647+0.0012282i,-0.0023518+0.00014048i,-0.0019593-0.0005419i,-0.00017128-0.0006827i,0.00040364-9.9242e-05i,-3.1917e-05-0.00070834i,0.00012785-0.0011885i,-0.00052111-0.00019043i,-0.001358+0.0008512i,-0.0010588+0.00065547i,-0.0006643+0.00024462i,-0.00063212-0.00022511i,-0.00065085-0.00057269i,-0.0005409-0.0013501i,0.00032444-0.0022804i,0.001371-0.0013614i,0.0014837-0.00019045i,0.00090107-0.00040798i,-0.00015078-0.00059004i,-0.00078-0.00022658i,-0.00083974+1.339e-05i,-0.00030124+0.00011849i,0.00043468-0.00070402i
0.0034059-0.00184i,0.0028147-0.0028934i,0.0013111-0.0040652i,-0.00074825-0.0030807i,-0.0014723-0.0023059i,-0.00085086-0.0008745i,0.00016741+0.0003031i,-6.558e-06+0.00023429i,-0.00044491+0.00062204i,-1.33e-05+0.00093684i,0.0002603+0.00095709i,-0.00014404+0.0015734i,-0.00047119+0.0022263i,-0.00028367+0.0016519i,-0.0001093+0.0014427i,-4.0965e-05+0.0012961i,0.00047278+0.0009105i,0.001101+0.00095323i,0.00087642+0.00095166i,0.00023184+0.00091701i,-0.00063234+0.00020918i,-0.00073035-0.00012223i,-0.0010924+0.00049424i
0.0011385+0.00069441i,0.0010568+0.00016273i,0.0007198+0.00054601i,3.431e-05+0.00074812i,-0.00047836-0.00013437i,-0.00087174-0.0008409i,-0.00066186-0.00066117i,0.00026642-0.00018778i,0.0014194+0.00014498i,0.0023867-0.00030528i,0.0019038-7.3326e-05i,0.00089122+0.0003381i,-3.1849e-05+0.00046351i,0.00013971+0.00052697i,0.00060579-0.00028145i,0.00061971-0.00019834i,0.00065498+0.00064438i,0.00054753+0.0016078i,0.00019012+0.0013359i,-0.00010489+0.00054817i,-0.00089021+0.00063207i,-0.00085718+0.00060558i,0.00021867-4.4738e-05i
0.0015771-0.0017586i,0.001127-0.0013651i,-0.00090191-0.00058121i,-0.0021885+0.0012026i,-0.0020682+0.0012708i,-0.0011655+0.00063234i,-9.5019e-05+0.00063667i,0.00070989+0.0003229i,0.00065857-0.0006625i,-0.00042693-0.0015298i,-0.00032016-0.0010732i,0.0003299-0.000171i,-8.9268e-05-0.0002155i,0.00054432+0.00025312i,0.0018415+0.0013247i,0.0016995+0.0016785i,0.00094342+0.0012739i,0.00063485+0.0010585i,0.00084786-8.0453e-05i,0.00034084-0.00083406i,-0.0007707-0.00022943i,-0.00073668+6.3295e-05i,-0.0003078+8.9188e-05i
-0.00056239+0.0012681i,0.00060312+0.0011572i,-0.00022362+0.00031831i,-0.0012244+6.6181e-05i,-0.0017125+0.000204i,-0.0016066+0.00029326i,-0.0018351+1.5581e-05i,-0.0019711-0.00026102i,-0.0017137+0.00071731i,-0.0014936+0.00061079i,-0.0010706-8.0947e-05i,-0.0010291-0.00033156i,-0.00070669-0.00016395i,-0.00012842-8.3071e-05i,0.00037682+0.00016572i,0.00046321+0.00068759i,-0.00038377+0.00086594i,-0.0011449+0.00090876i,-0.0011914+0.00085534i,-0.00066417+0.00057107i,-9.0404e-05+0.00016877i,-6.4787e-05+0.00022691i,0.00045653+5.5608e-05i
8.072e-05-0.00036485i,-0.0015357-0.0013531i,-0.002428-0.0020055i,-0.0031519-0.0015829i,-0.0028946-0.00083194i,-0.0011311-0.00063989i,0.00016412-0.00016091i,0.00033148+0.00069009i,0.0011143+0.00051089i,0.0014371+0.00055894i,0.00071335+0.00059145i,2.9659e-05+0.00045969i,-5.2502e-06+0.00032923i,-8.0198e-05+0.00085908i,-0.00056686+0.0020437i,-0.00074932+0.0017947i,-0.0007957+0.0013319i,-0.00074123+0.00049265i,-0.00017322-0.00022488i,0.00037553-0.00038457i,7.3524e-06-0.0008843i,-2.282e-06-0.0013154i,0.00031184-0.0010248i
0.00056415-0.0011989i,-0.0010955-0.00093501i,-0.001714-0.00055847i,-0.0017846+0.00026493i,-0.0019139+0.00077028i,-0.0011603+0.00056961i,-0.00068212+0.00045055i,-0.00051455+8.5985e-05i,0.00024297-0.00067638i,0.0005029-0.0013061i,0.0001939-0.00068538i,0.00041063+0.00015108i,0.00068553+1.5647e-05i,0.00015806+0.00016932i,-0.00080419+0.001066i,-0.00080904+0.0014414i,-0.001035+0.00078359i,-0.00042566+0.00072398i,0.001553+0.00065553i,0.0018652+9.1542e-05i,0.00068983-7.0914e-05i,-6.3006e-05+7.4468e-05i,-0.00047632+0.00053171i
0.00045815+0.00013996i,0.0012263-0.00048159i,0.00078267-0.0020892i,-0.00031775-0.0023086i,0.00010878-0.00099689i,0.00098471+3.8596e-07i,0.00038896+0.00030202i,-1.0349e-05-0.00028147i,-0.00011285-0.00095401i,-0.00060079-0.00094586i,-0.00025463-0.00092057i,-0.00015095-0.0010083i,-0.0001126-0.00091348i,8.751e-05-0.00033727i,-0.00043222+0.00030932i,-0.00081894-0.00050064i,-0.0011746-0.0015017i,-0.0012687-0.0015731i,-6.3795e-05-0.0015928i,0.0011187-0.0012606i,0.0015352-6.9029e-05i,0.00085809+0.00062494i,0.00015998+0.00088604i
0.00031214+0.0012024i,-0.00017667+0.00041768i,-0.00047478-0.00012097i,-0.00082788-0.000987i,-0.00088792-0.0017005i,-0.0002636-0.0015665i,3.5108e-05-0.00093396i,-0.00075333-3.0983e-05i,-0.0011882-2.819e-05i,-0.00082606-0.00019687i,-0.00081234-9.4706e-05i,0.00011901-0.00072573i,6.9999e-05-0.00017546i,-0.0011164-5.0562e-05i,-0.0018836-0.0009769i,-0.0015757-0.0016341i,-0.0014891-0.0013701i,-0.0012965-0.0011499i,-0.0010106-0.00066118i,-0.00070331+0.00025248i,-0.00010556+0.00030685i,-0.00021408-0.00015495i,-0.00038142-2.3232e-05i
-0.00045947-0.0015869i,-0.001154-0.00052783i,-0.0012295+0.00076097i,-0.0013656+0.0014653i,-0.0013019+0.0018514i,-0.00095738+0.0017274i,-0.00034604+0.0014123i,-0.00010562+0.0016753i,-0.00011839+0.0014595i,0.00026169+0.0015377i,0.00016724+0.0015177i,-7.2248e-05+0.001045i,0.00011925+0.00026912i,0.00041558+0.00017168i,0.00033184-0.00010402i,6.76e-05-0.0013889i,9.6162e-05-0.0013095i,0.00018108-3.1411e-05i,0.0003262+0.00052411i,0.00018638+0.0003159i,-1.3439e-05-0.00031281i,-6.7881e-05-0.00041652i,-0.00013626+0.00041042i
-0.00042856+8.9882e-06i,2.3391e-05+0.000704i,0.0009453+0.0011064i,0.0024137+0.0010553i,0.0030137+0.00045187i,0.0018389+8.9406e-05i,0.0014415+6.9277e-06i,0.001891-0.00029529i,0.0013243-0.00045932i,0.00083841-0.00059164i,0.00029112-0.0005719i,0.00031317-0.00032569i,0.00038815-0.00095859i,0.00049508-0.0015108i,0.0011732-0.0010031i,0.001414-0.0010986i,0.00098959-0.0012468i,0.0010964-0.00091739i,0.00055929-0.0006034i,0.00020354-0.00013998i,0.00035509+0.00039544i,-0.0002251+0.00061542i,-0.0012668+0.00035557i
-0.0011067+0.0008857i,-0.0010372+0.00031356i,-0.0012947-0.0011052i,-0.0015596-0.0031305i,-0.0015675-0.003038i,-0.0019888-0.0030903i,-0.0014164-0.0030957i,-0.00043593-0.0015965i,-4.2646e-05-0.0013031i,0.00057657-0.0010731i,-3.2107e-05-0.00045625i,-0.00029629-0.00060557i,1.923e-05-0.00071973i,0.0005121-0.0007895i,0.00069909-0.00068995i,0.00063214-0.0013692i,0.00036811-0.0017634i,-0.00039111-0.0011416i,-0.00024005-0.00079093i,-0.00086372-0.00099864i,-0.0011146-0.00034273i,-0.00045585+0.00014168i,-0.00021831+0.00025911i
-0.0012618-0.0016871i,-0.0012665-0.00049345i,-0.0021231+0.00028347i,-0.0023853+0.00090135i,-0.0015903+0.0010083i,-6.2037e-05-0.00037716i,-0.0004089-0.00098132i,-0.0014224-0.00036221i,-0.00072904+0.00061301i,0.00024742+0.00073748i,-0.00015324-0.00019793i,-0.0010703-0.0006468i,-0.00038846-0.00066148i,0.00042277-0.00060909i,0.00049145-8.9264e-05i,0.0010036+0.00044261i,0.0013124+0.00034374i,0.0013028-0.00075656i,0.0011436-0.0015197i,0.000689-0.0011537i,-0.00018392-0.00033693i,-0.0010345+0.00024839i,-0.00064082-5.4483e-05i
0.0013744+0.004644i,0.0024608+0.0040733i,0.0035258+0.0033912i,0.0037645+0.0018785i,0.0027312+6.6672e-06i,0.00068919-0.00088537i,-0.0011325-0.00042711i,-0.00089823+0.00044634i,0.0005364+0.00097806i,0.0017528+0.00020899i,0.0010697-0.00090226i,8.8409e-05-0.00060489i,-0.00010565-0.00027324i,-0.00058574-0.00044378i,-0.00035348-0.00015972i,0.0010387+0.00084759i,0.0014988+0.0013111i,0.00038684+0.00035366i,-0.0002806-6.4357e-05i,3.7008e-05+0.00011106i,0.00070222-0.00098784i,-0.00017451-0.0011503i,-0.00091828-0.0011236i
-0.0019172+0.0031131i,-0.002102+0.0030422i,0.00021408+0.0025019i,0.0029887+0.00057061i,0.0036486-0.0013454i,0.0023991-0.0023379i,0.00056245-0.0022455i,0.00025837-0.00079529i,0.00087251+0.00060697i,0.00068295+0.00047495i,0.0001465-0.00028853i,0.00010053-0.0006342i,0.00059332-0.00093826i,0.00056607-0.00064349i,0.00030969+0.0004401i,0.0011998+0.0014049i,0.0018518+0.0010771i,0.00096903+0.00016757i,0.00050645-0.00035532i,0.0003248+3.3655e-05i,-0.00048524+0.00057675i,-0.00091568+0.0002917i,-0.001323-0.00011789i
-0.00031642-0.00063336i,-0.00085775-0.00080883i,-0.0015868-0.00080105i,-0.0027892-0.001236i,-0.0031037-0.001337i,-0.0026488-0.0011812i,-0.0014418-0.0010794i,-0.00051696-0.00095588i,-0.00048987-0.00081945i,-0.00026949+8.4368e-05i,0.00082364+0.00052994i,0.0010112+6.9309e-05i,-0.00015045-0.00010755i,-0.00028062+7.3518e-05i,-0.00063022+0.00033899i,-0.0011658+0.00059355i,-0.00068279+0.00087467i,-0.00043768+0.00043435i,-0.00015647-0.00051347i,0.00054906-0.0006123i,1.0146e-05-0.00090538i,-0.00079853-0.00095615i,-0.00084304-0.00059889i
0.00051169+0.0024155i,0.0010667+0.0018133i,0.00039662+0.0026849i,-0.00015471+0.0036627i,-0.00023382+0.0028159i,-0.00091485+0.00073869i,-0.0011228+8.876e-05i,-0.00077313+0.00098473i,-0.00097842+0.0015385i,-0.00083882+0.0016935i,-0.00071679+0.0011637i,-0.00073058+0.00033962i,-0.00045874-0.00012505i,-0.00096714+0.00029494i,-0.0018748+0.00074803i,-0.0022162+0.00096036i,-0.0010721+0.00058191i,2.4872e-05+0.0004169i,-9.011e-05+0.00069646i,-0.00049548+0.00028812i,-0.0006441-0.00030275i,-0.00018892-0.00088025i,-9.4009e-05-0.00051598i
0.00040141-0.0019743i,5.7284e-05-0.0023634i,1.5744e-07-0.0032027i,0.00040175-0.0030122i,0.00054844-0.0019985i,0.00010022-0.0011453i,-0.0010593+8.2821e-05i,-0.00071838+0.00080639i,0.00021831+0.0011446i,-0.00043729+0.0013794i,-0.00070435+0.0012367i,-3.1868e-05+0.0011365i,1.9025e-05+0.00059383i,-0.00024296+0.00016752i,-0.00089679+0.00014914i,-0.0015293+0.00028087i,-0.0022328+0.00064476i,-0.0022497+0.00035612i,-0.00085135-4.4443e-05i,8.9576e-05-0.00040307i,0.00032171-0.00079758i,3.0272e-05-0.0010439i,-0.00026442-0.00014843i
-0.0010378-0.00171i,-0.0019076-0.0017617i,-0.0031168-0.0017731i,-0.0049443-0.0027961i,-0.0048693-0.0018641i,-0.0029276-8.6782e-05i,-0.00083438-0.0001433i,-9.397e-05-0.00023187i,-0.00018894-7.1006e-05i,2.5875e-05+3.7371e-05i,0.00053699+0.00014004i,0.00029697+0.00064704i,0.00052137+0.0007954i,0.00019304+9.2043e-05i,-0.00076492-0.00062124i,-0.0012391-0.00023857i,-0.0019973+0.00024914i,-0.0017533+0.00015567i,-0.0010333+0.00037245i,-0.000622-8.7556e-05i,-0.00033623-0.00053612i,-0.00019851-0.00028605i,-0.00035082-0.00051427i
-0.00025482+0.0010111i,-0.0012811+0.00088814i,-0.0016981+0.00050059i,-0.0005199+0.00098723i,0.00030462+0.00084213i,0.00053495+0.00022803i,0.0003336-0.00044353i,0.00021572-0.0007275i,0.0005635-0.0004649i,0.00030584-0.0007786i,-7.6223e-05-0.00073716i,-0.00025633+0.00029179i,-0.00013559+0.00019852i,7.7684e-05-0.00054499i,-0.00049617-0.0014133i,-0.00055819-0.0020523i,-0.00068436-0.0011502i,-0.0013771-0.00027141i,-0.0013861-0.00032729i,-0.00075334-0.00053549i,0.00058426-3.8662e-05i,0.0012725+0.000206i,0.00057096-2.7384e-05i
-0.00066824-0.00012738i,-0.00044069+0.00088662i,0.0014113+0.00035111i,0.0021502-0.00070401i,0.00078786-0.0017234i,-0.00064699-0.0014979i,-0.0020122-0.00030924i,-0.0020252-0.00037509i,-0.0014156-0.0013014i,-0.0012849-0.0013172i,-0.00091747-0.00084401i,-0.00082918-0.00031043i,-3.1731e-05-0.00022377i,0.00067771-0.00088111i,0.00094121-0.0012565i,0.00074965-0.0015966i,-0.00025691-0.0014305i,-0.00043958-0.0010148i,0.00015689-0.00012439i,0.00059905+0.00070253i,0.00065959+0.00097917i,0.00029816+0.0010247i,-0.00017963+0.00093198i
-0.0011879-0.0021912i,-0.0010905-0.0034449i,-0.0012375-0.0027764i,-0.0017326-0.0013314i,-0.0023508-0.00085201i,-0.0023894-0.00050294i,-0.00098557+0.00043659i,0.00016282+0.00058608i,0.00033282+0.00059496i,0.00049178+0.00031013i,0.0004903-0.00030257i,0.00016348-0.00073374i,1.9438e-06-0.00044837i,-0.00012943-0.00077919i,0.00065048-0.0018057i,0.0011972-0.0016023i,-0.00022604-0.00051315i,-0.0018325+0.00026677i,-0.0014694-0.00042509i,-0.00054675-0.00084885i,0.00021498-0.00055736i,-0.00017483-0.00026967i,-0.00086798-8.3445e-05i
0.0017835-0.00199i,0.00079641-0.0021599i,-0.0020445-0.00041498i,-0.004673+0.0018679i,-0.0030406+0.0025152i,-0.00093905+0.0013661i,-9.8589e-06-4.8837e-05i,0.0010001-4.4361e-06i,0.0008947+0.00016928i,0.00049778-0.00060385i,0.00028371-0.0010135i,-0.00063844-0.00043262i,-0.001191+0.00024701i,-0.0012009+0.00062876i,-9.1673e-05+0.0013277i,0.00071963+0.0012624i,-3.8871e-05-9.2254e-05i,0.00041661-0.00049031i,0.0015773-7.0049e-05i,0.0011053+0.00028642i,0.00027799+1.1302e-05i,4.1337e-05-0.00066149i,-0.00083319-0.00039087i
0.00097225-6.8302e-05i,0.0010192+0.00044264i,0.00062145+0.00049956i,-0.00052779-0.00062157i,-0.00037319-0.0015658i,0.0001218-0.0014365i,-0.00014575-0.00046514i,-0.00015034+0.0006096i,0.00030331+4.5458e-05i,0.00036774-0.00023837i,0.00083305-0.00027173i,0.0010721-0.00060736i,0.00029869-0.00010596i,0.00029832+0.00070547i,0.0010281+0.0013639i,0.0015038+0.0011649i,0.0010329+0.00012838i,0.001088-0.00022193i,0.0011598+0.0005904i,0.00055246+0.00086077i,0.00018975+0.00051471i,-0.00046782+0.0009003i,-0.00062416+0.0003146i
0.00067907-0.0017136i,-0.00029479-0.0021476i,-0.0018245-0.0037317i,-0.0026887-0.0037781i,-0.0030048-0.0010846i,-0.0025116+0.00061627i,-0.0013268+0.00030594i,-0.00067095-0.00031448i,-0.00042205+0.00015157i,-9.8584e-05+0.0012446i,0.00054748+0.00077525i,0.00098633-0.00011143i,0.001295-0.00018183i,0.001694+9.0142e-05i,0.0016338+0.0010299i,0.0012857+0.0020187i,0.0011239+0.0019932i,0.00051836+0.0010095i,0.00034648+0.00051059i,0.00054423+0.00075734i,0.00036466+0.0015299i,0.00019573+0.0013899i,-0.00082556+0.00017359i
-0.00091189-0.00033456i,-0.002253-0.00091712i,-0.0025995-0.0022465i,-0.0025959-0.0027484i,-0.0012552-0.0014803i,-0.00017424+0.00052928i,-0.00063469+0.00091195i,-0.00051828+0.00071714i,5.581e-06+0.0010195i,0.00036961+0.0011214i,-0.00032722+0.0012992i,-0.00069883+0.00143i,-0.00057506+0.00041657i,-0.0010294+0.00038293i,-0.0011119+0.0013939i,-0.00052113+0.0014336i,0.00056156+0.00098766i,0.0012058+0.0015063i,0.00098793+0.0019814i,0.00082378+0.0013607i,9.2521e-05+0.00063328i,-9.4463e-05+0.00058231i,0.00018182+0.00093061i
-2.0499e-05-0.0015324i,9.2104e-05-0.0026583i,0.0011403-0.0017113i,0.00071623-0.0021882i,-0.00079527-0.0037163i,-0.0017717-0.00314i,-0.0012411-0.0012184i,-0.0010573+0.0010013i,-0.00032914+0.0011099i,0.0004939-0.00032672i,0.00043534+4.4334e-06i,0.00052983+0.00078402i,0.00057255+0.00078474i,-0.00011438+0.0012259i,-0.0012814+0.00195i,-0.0014397+0.0025661i,-0.00038614+0.0023514i,7.644e-05+0.0013513i,0.00021975+0.0011251i,0.00025423+0.0012369i,2.1341e-05+0.00036726i,-0.00014607-0.00074902i,-0.00058408-0.00071161i
0.0042952-0.0048585i,0.0038343-0.0047281i,0.0033478-0.0034988i,0.0023479-0.0014835i,0.00013828+0.00039027i,-0.00055817+0.00066501i,-6.0889e-05-0.00029089i,0.00059637+7.0492e-05i,0.00082876+0.00074954i,0.00015339+7.8258e-06i,7.1557e-05-0.00081272i,0.00029201-0.00048028i,0.00072725+0.00043592i,0.00017792+0.00099294i,-0.0010064+0.00050207i,-0.0015516+0.00064202i,-0.00088208+0.0011306i,-0.00053101+0.0018024i,-0.0011272+0.0022809i,-0.0013072+0.0018712i,-0.00070843+0.00085782i,-0.00027114+0.00054791i,1.0717e-05-0.00028169i
0.0031691-0.0023146i,0.0025597-0.0031459i,-0.00063458-0.0026793i,-0.0025523-0.0017227i,-0.00052563-0.00015976i,0.0022297+5.2698e-05i,0.0021264-0.001502i,-6.012e-05-0.0022668i,-0.0012465-0.00082604i,-0.00092364+8.4381e-05i,0.00055633-0.0005563i,0.00038049-0.0004729i,-0.00045179+5.8147e-05i,0.00026771-0.00035169i,-0.00037909-0.0013641i,-0.0014937-0.0016291i,-0.0016497-0.001029i,-0.0012734+4.3204e-05i,-0.00026182+0.00091952i,-0.00042666+0.00064981i,-0.001191-0.00054809i,-0.00046961-0.00063582i,0.00066091-6.4634e-05i
-0.00040019+0.0022253i,-0.00054715+0.0031737i,-0.0023383+0.0027281i,-0.0042214+0.0020991i,-0.0039297+0.0017001i,-0.001955+0.001255i,-0.00050961+0.0017405i,-0.0006617+0.0022716i,-0.00053347+0.0017834i,-0.00038274+0.0014308i,-0.0010095+0.0011567i,-0.001648+0.00097554i,-0.0013214+0.0010771i,-0.00075264+0.00012099i,-0.0012481-0.0015816i,-0.0019863-0.0015931i,-0.0026774-0.00053724i,-0.0022762-0.00032531i,-0.00088547-0.00069923i,-0.00021935-0.00012285i,-0.00019795+0.00044896i,-0.00030179+0.00017963i,-0.00041256+0.000204i
-0.0014951+0.0004955i,-0.00091794+0.00082852i,-0.00043205-0.0014003i,-0.00069398-0.003782i,-0.0014589-0.0026722i,-0.0019964+0.00013219i,-0.002654+0.0016743i,-0.002579+0.0012796i,-0.0015074+0.00027373i,-0.00097431-0.00094749i,-0.0007361-0.00096371i,-0.00012114-1.6126e-05i,-9.2468e-05+0.00014486i,-0.0011397-0.00031228i,-0.00081641-0.0010918i,-0.0011646-0.0011673i,-0.0013599-0.00091319i,-0.00087081-0.00096011i,-0.0011465-0.0007185i,-0.0009982-0.00011969i,-0.00031744+0.00043823i,-0.00024312+2.4859e-05i,-0.0004643-0.00023692i
