-0.0059631+0.00020118i,-0.0035973-0.0012623i,-0.0026319-0.0003328i,-0.0017375+0.0013154i,-0.00085664+0.0020047i,0.0007981+0.0019312i,0.0010834+0.0021039i,7.1885e-05+0.0023121i,0.00026679+0.0013201i,0.0010938+0.00047682i,0.0014195+0.00010397i,0.00072033-0.00073694i,8.2976e-05-0.00093455i,4.4865e-05-0.00044456i,-0.00032979-0.00011179i,-0.00046505+0.00044725i,8.4159e-05+0.00095962i,-3.5105e-05+0.00029914i,0.00046121-0.000638i,0.0016125-0.00043405i,0.0013565-0.00028071i,0.0007343-0.0004744i,0.0003468-0.0003437i
0.0022353-0.001091i,0.0021595+0.00028494i,0.0012323+6.6237e-06i,-0.00047509-0.00060296i,-0.0015376-0.0009656i,-0.0017863-0.00018569i,-0.0017802+0.00050472i,-6.6485e-05+0.00086326i,0.0022811+0.0016777i,0.0025276+0.002704i,0.0011525+0.0028394i,0.00057499+0.0019872i,0.0010764+0.0012019i,0.00047596+0.00089479i,-0.00043083+0.00078617i,0.00033036+0.0012351i,0.00098074+0.0020095i,0.00041113+0.00185i,-0.00024167+0.0010642i,-0.00021403+0.00097995i,0.00046301+0.0010361i,0.00058314+7.6379e-05i,0.00010286-0.00030244i
-0.0011236-0.0030556i,-0.0018039-0.0034675i,-0.0021669-0.0047729i,-0.0029319-0.0054318i,-0.0028832-0.0031397i,-0.0011826+0.00047829i,-0.00013215+0.0006033i,5.5553e-06-0.0011889i,0.00048403-0.0021585i,0.00047711-0.0016343i,-0.00013309-0.00053354i,5.9376e-06-0.00056445i,0.00046932-0.00013896i,0.00010099+0.00069168i,-0.00051806+0.0010131i,-0.00031223+0.0010156i,-0.00014905+0.0010187i,-0.00059192+0.0012241i,-0.00077576+0.00077668i,-0.00019688-0.00048426i,-3.4665e-05-0.0010438i,-0.00024962-0.0003941i,-0.00020723-4.1119e-05i
-0.0012409-0.00049505i,-0.0013889-0.00085021i,-0.0013261-0.0017939i,-0.0017807-0.00096262i,-0.001563-0.00050876i,-0.00095399-0.00031372i,-0.0015345-0.0011009i,-0.0031141-0.0019224i,-0.004106-0.0022619i,-0.0038449-0.0022995i,-0.003185-0.0011604i,-0.0019214+0.00025539i,-0.00084504+0.00067562i,-0.00092008+0.00027876i,-0.0015751-0.00029179i,-0.0017254-0.00053216i,-0.0016648-0.00040716i,-0.00086667-0.00089162i,0.00028026-0.00071926i,0.00068416+3.4511e-05i,0.0010062+0.00065697i,0.00092053+0.0011981i,0.00042278+0.00039625i
0.0014723-0.0032334i,6.734e-05-0.0022979i,-0.00015117-0.0028895i,0.00047411-0.002151i,-0.00095546-2.5032e-05i,-0.0024399+0.0022472i,-0.0014993+0.0036806i,-0.00052515+0.0037525i,-0.0017528+0.0028636i,-0.0026758+0.0018093i,-0.0020636+0.0015939i,-0.00075209+0.0015866i,-0.00023681+0.0013315i,-0.00065518+0.00084228i,-0.0010288+0.00025282i,-0.0013691-0.00058791i,-0.0008009-0.0022098i,-0.00071362-0.0027969i,-0.0011679-0.0017815i,-0.00099406+0.00025243i,-0.00026042+0.0012364i,0.00049648+0.00063896i,0.00050688-0.00018178i
0.001003-0.0035767i,0.00020672-0.0054613i,-0.0023248-0.0062427i,-0.0044165-0.0039871i,-0.0048136-0.00083145i,-0.0031717-0.00079687i,-0.00050773-0.0026987i,0.0012122-0.0033868i,0.0021643-0.0024142i,0.0020384-0.00087868i,0.0011506+4.2716e-05i,0.00072069+0.00029885i,0.00070151+0.00025141i,0.0010635-8.6313e-05i,0.0011231-0.00084811i,0.00076405-0.0014389i,0.00072471-0.0011217i,0.00083672-0.00033915i,0.00055608+0.00055309i,0.00045111+0.00095982i,0.0008164+0.0010056i,0.00081866+0.0013996i,0.00065926+0.0011026i
0.004509-0.00081207i,0.0031923-0.0010122i,0.0018751-0.0016709i,-0.0012206-0.0016094i,-0.0042107-0.0012125i,-0.0052329-0.00081474i,-0.0036389-0.0021703i,-0.0010412-0.0046346i,0.001109-0.0058972i,0.0012097-0.0051592i,-0.0010051-0.0035041i,-0.0018399-0.0013228i,-0.00077685+0.00067085i,0.00038104+0.00036031i,0.0017654-0.00043441i,0.0021227+4.5238e-05i,0.0014703+0.00087181i,0.0010908+0.00038925i,0.00042362+0.00011854i,-0.00035957+0.00020524i,-0.00055772-8.4586e-07i,-0.0010489+0.00032675i,-0.0015956+0.0006634i
-0.0019153-0.0017295i,-0.0011153-0.0020331i,-0.0021806-0.0033558i,-0.0023144-0.0034083i,-9.7128e-05-0.0025006i,0.00082044-0.00086148i,-0.00083511-0.00038523i,-0.0024997-0.00035183i,-0.0035318+0.00093259i,-0.0033176+0.00071061i,-0.0025821-0.00057666i,-0.0016834-4.9479e-07i,-0.0011992+0.00073324i,-0.00061111+0.0013729i,0.00061995+0.0024813i,0.0013573+0.0027284i,0.0011659+0.001679i,0.0014442+0.00039638i,0.0014183+0.00035304i,9.0306e-05+0.00040708i,-0.00069556-1.2739e-05i,-0.00044267-0.00031835i,-0.00030355-2.1403e-05i
0.0017306+0.0011433i,0.0017906+0.0014509i,0.0027641+7.4783e-05i,0.0025366-0.0024214i,0.0010246-0.0036773i,-0.00013979-0.0030736i,-0.0016318-0.0014467i,-0.0018008+0.00017291i,-0.000483+0.0025613i,0.00018792+0.0033501i,8.877e-05+0.0016501i,-0.00036529-0.00013258i,-0.0010987+0.00043242i,-0.0015249+0.0019433i,-0.0018898+0.0024434i,-0.0022642+0.0013659i,-0.0016787+0.0004959i,-0.00077202-1.4247e-05i,-0.00036404+0.0003603i,-0.00016459+0.0010661i,-0.00022969+0.0005623i,2.7741e-05+0.00036181i,-3.758e-05+0.00021926i
0.00045421+0.0014608i,0.0007507-3.07e-05i,0.00074026-0.00062749i,0.00075212-0.00087459i,0.00084392-0.00031175i,-0.00020287+0.0011847i,-0.00041311+0.0012016i,0.0013414-0.00053086i,0.0037451-0.0011106i,0.0043184-0.0013993i,0.0032149-0.0024458i,0.0014642-0.0026031i,-3.7015e-05-0.0022284i,-0.00085358-0.0020656i,-0.001946-0.0017799i,-0.0021789-0.0020092i,-0.0018381-0.0015974i,-0.0011975-0.00020016i,-0.00048568+0.00067302i,-7.2638e-05+0.00069927i,0.00051764+0.00056337i,0.0012213+0.00054035i,0.0010052-0.0003371i
-0.00040612-0.0017424i,0.0011685-0.0025647i,0.0013048-0.0031948i,0.00014647-0.0026875i,-0.00054708+5.5396e-05i,0.00011652+0.0018393i,0.00015886+2.1324e-05i,-0.0017307-0.0026451i,-0.0030283-0.0048742i,-0.0024979-0.0051934i,-0.0014042-0.0025982i,-0.0003126-9.2719e-06i,0.00052694+0.0002995i,0.00025389-0.00033361i,-0.00049793-0.0010957i,-0.00075925-0.0014117i,-0.00031012-0.0011809i,0.00095041-0.0011642i,0.0010406-0.00065367i,0.00047143-0.00030935i,2.1556e-05-0.00021358i,-0.00013797-0.00018775i,0.00051697-7.2749e-05i
0.0017729+0.0022489i,0.0017973+0.0023126i,0.0013407-0.0005114i,-0.001143-0.0023192i,-0.0039475-0.0019709i,-0.0048923-0.00046653i,-0.00433+0.00072108i,-0.0038063+0.0016319i,-0.0039679+0.0028757i,-0.0041544+0.0035424i,-0.0030639+0.0037779i,-0.00083298+0.0030967i,0.0011009+0.0021422i,0.0013621+0.0012654i,0.0012451-0.00040936i,0.0016003-0.0016955i,0.00064164-0.0016303i,-0.00088668-0.000866i,-0.000523-0.00068875i,-0.00013294-0.00092234i,0.00018486-8.022e-05i,0.00013561+0.00037245i,-0.00015816+0.00032661i
-0.0025558-0.0020371i,-0.0023201-0.0021378i,-0.0028213-0.0017696i,-0.0032186-0.00052865i,-0.0031491+0.00022413i,-0.0019652-0.00037835i,-0.00077995-0.00043971i,0.00045769+0.0011621i,0.0030726+0.0028065i,0.0041532+0.0026267i,0.0021029+0.0014736i,0.00029412+0.0014534i,0.00041489+0.0019439i,0.001587+0.0021167i,0.0022609+0.0020578i,0.0022447+0.0020188i,0.0011467+0.00092845i,0.00047782+4.5712e-05i,0.0010068+0.00056902i,0.0010857+0.00066297i,0.00062004+0.00041397i,0.00020899+0.00031388i,0.00047222+5.3494e-05i
0.000299-0.0038722i,0.00018114-0.0025562i,0.00071916-0.0027407i,0.00072799-0.0033479i,-0.0011203-0.0028658i,-0.0024169-0.0015641i,-0.0017326-0.0022821i,0.00090992-0.0047465i,0.0029566-0.0058643i,0.0023464-0.0057015i,-0.00029719-0.0041989i,-0.0024689-0.001833i,-0.0024301-0.00082345i,-0.001425-3.8783e-05i,-0.0012446+0.0010324i,-0.0011959+0.0025029i,-0.00040718+0.0023333i,0.00068695+0.0013064i,0.0015813+0.001322i,0.00081863+0.00072873i,-2.7648e-05-0.00013792i,-0.0004085+0.00011546i,-0.00042716+0.00055835i
7.6187e-05-0.0021987i,-0.0017212-0.0018984i,-0.0030156-0.0016668i,-0.00097399-0.0012558i,0.0017453-0.00091056i,0.0010124-0.00074323i,-0.0011385-9.611e-05i,-0.0038289-0.00076996i,-0.0051707-0.0029205i,-0.0042159-0.0042112i,-0.002527-0.0038909i,-0.0013541-0.0021304i,-0.0011418-0.00061072i,-0.0017023-0.00057765i,-0.0017923-0.00029044i,-0.0018043+0.00084078i,-0.0018189+0.0012273i,-0.0009946+0.0002272i,-0.0002415-0.00023511i,-0.00013445-0.00055724i,0.0002288-0.00085735i,0.00081267-0.00043737i,0.00067421+0.00036007i
0.0012119-0.002559i,0.0018833-0.0017487i,0.0019697-0.0020922i,0.00013348-0.0027734i,-0.0018643-0.0012696i,-0.001114+0.00037371i,-0.00029268+0.0012907i,-0.0016383+0.0031551i,-0.0023987+0.0047065i,-0.0013011+0.005057i,0.00034149+0.0034515i,0.0014733+0.00065662i,0.0012401-0.00053044i,-0.00034341+0.0002068i,-0.0015979+0.00010333i,-0.0020242-0.00053304i,-0.0020928-0.0011888i,-0.0013752-0.00073114i,-0.00093089+6.9583e-05i,-0.0012226+7.8082e-05i,-0.00052188+0.00026278i,0.00013439+0.00029412i,0.00038653+0.00060052i
0.0024994+0.0014442i,0.00046995+0.00057993i,-9.0272e-05-0.00095482i,-0.0011212-0.0012507i,-0.0018294+0.0003846i,-0.0016598+0.0011172i,-0.00076407+0.0011434i,0.0016082+0.00079059i,0.0042911+0.00055874i,0.0051983+0.00024655i,0.0045059-0.00087331i,0.0034771-0.0016852i,0.0028503-0.00091041i,0.0020846-0.00037715i,0.0011491-0.0013594i,0.00078024-0.0022741i,0.00038307-0.0017121i,0.00075862-0.00030525i,0.0012122-9.5724e-05i,0.00030207-0.00058285i,-0.00104-0.00091781i,-0.0009329-0.00075613i,-0.00014925+0.00029178i
0.0014763+0.002525i,0.0033858+0.0010509i,0.004898-0.0010389i,0.0024065-0.001672i,-0.002219-0.00075009i,-0.0034565-0.0004597i,-0.0019655-0.00113i,-0.00022184-0.0026914i,0.00095474-0.0044337i,-0.00018855-0.0048459i,-0.0020334-0.0031105i,-0.002442-6.313e-05i,-0.0012381+0.0009766i,0.00019033-9.1119e-05i,0.0011217-0.0011376i,0.0015792-0.00081232i,0.0018206-0.0013809i,0.0016908-0.0021181i,0.0011372-0.0017027i,0.00073948-0.0011432i,0.00032707-0.0006459i,0.00044428-0.00045333i,-0.00020056-0.00046932i
-0.00093086+0.0012603i,-0.0019217+0.00037394i,-0.0031349+6.1155e-05i,-0.0028726-0.00099524i,-0.0025061-0.002313i,-0.0031913-0.0017797i,-0.0033539-0.0006818i,-0.0044608-0.00021717i,-0.0067309+0.00052587i,-0.0072751+0.00089309i,-0.006511+0.00097869i,-0.0035286+0.0020648i,-0.00088399+0.0024286i,-6.3936e-05+0.0014361i,-5.1244e-05+0.0015364i,2.3034e-05+0.0018686i,0.00067088+0.00060426i,0.00036704-0.00062236i,-0.00010221-0.00098577i,0.00061659-0.0005526i,0.0019469+9.7768e-05i,0.0019105+0.00096556i,0.00096303+0.00096339i
0.00080817-0.0011872i,0.0011968-0.0020684i,0.00036933-0.0030881i,-0.0014265-0.0034424i,-0.0029857-0.0034615i,-0.0028626-0.0026468i,-0.0016939-0.00057617i,-0.00092432+0.0020146i,0.00056742+0.0040125i,0.0015667+0.003531i,0.00018512+0.0013607i,-0.0012509+0.00072564i,-0.0010853+0.0011838i,-0.00017963+0.0013616i,0.00062094+0.0005776i,0.0010674+0.0011596i,0.002042+0.0026036i,0.001823+0.0023056i,0.00054854+0.0019694i,0.00044786+0.0012596i,0.00029722+0.00084658i,-0.00038464+0.00020489i,-0.00023742-0.00010247i
-0.0004407-0.0018683i,-0.0012779-0.0013285i,-0.0019549-0.0020148i,-0.0020102-0.0034905i,-0.00045962-0.0032065i,-0.00025886-0.0025416i,-0.0003722-0.0030833i,0.00086567-0.0030282i,0.0029565-0.0028623i,0.0049462-0.0039199i,0.0044594-0.0044111i,0.0017483-0.0030939i,-0.00033722-0.0013152i,-0.00028538+0.00021091i,-0.00025462+0.00024668i,-0.00089523-0.00050639i,-0.00074544+0.00033929i,0.00044392+0.0013216i,0.00075793+0.00083653i,0.00027032+3.0221e-05i,-0.00053767-0.0001919i,-0.0013762+0.00015272i,-0.0012734+1.8319e-06i
-0.0021945-0.00094794i,-0.00053443-0.00062183i,-0.00023545+0.00088463i,0.00053664+0.0011924i,0.0026835+0.0018146i,0.0031937+0.0016056i,0.0014495-0.00055744i,-0.00073651-0.00331i,-0.001778-0.0050405i,-0.0016331-0.004572i,-0.00043012-0.0026176i,0.00025865-0.0016499i,-0.00017965-0.0020643i,-0.0009236-0.0016015i,-0.00089447-0.00047525i,-0.0012196-0.00057966i,-0.0021664-0.0018399i,-0.00188-0.0018017i,-0.00091982-0.00097947i,-0.00029449-0.0013421i,-0.00011847-0.0014773i,-0.00020494-0.00019929i,-7.9333e-05+0.0010109i
0.0034356-0.0016253i,0.0013425-0.0018698i,-0.000341-0.0023627i,-0.0022339-0.0017378i,-0.0030205-4.4404e-05i,-0.0028911+0.0014192i,-0.0031746+0.0011388i,-0.0040429+0.0013013i,-0.0050847+0.0029719i,-0.0040636+0.0047118i,-0.0010172+0.0056009i,0.00065264+0.0045646i,0.00039407+0.0014485i,-0.00059413-0.0014688i,-0.00090548-0.0012802i,-0.0004838-0.00083781i,-0.00079302-0.0014587i,-0.0017075-0.00092801i,-0.0013902-0.00014075i,1.3302e-06-0.0013271i,0.0012807-0.001799i,0.0011274-0.00096943i,0.00052263-0.0013084i
0.00015692-0.0029235i,-0.00016579-0.0014738i,-0.0007268-0.00032695i,-0.0019517+0.002601i,-0.0043374+0.0046463i,-0.0032434+0.0042384i,-0.00014007+0.00323i,0.0020463+0.002967i,0.0036626+0.0033898i,0.0034635+0.0032918i,0.0022494+0.0021763i,0.0015259+0.0016367i,0.0011455+0.0004386i,0.00087811-0.00096356i,0.00028412-0.00042874i,0.00038527+9.6732e-05i,0.0014679-7.0944e-05i,0.0011063-0.00041422i,6.2519e-05+0.0001231i,0.00040851+0.001028i,0.00052264+0.0003015i,0.00055526-0.00057359i,6.4683e-05-0.00039295i
-0.00070032-0.0014574i,-0.0015624-0.0025155i,-0.0043256-0.0031388i,-0.0057426-0.0031632i,-0.0057071-0.0029072i,-0.0045066-0.0024297i,-0.0028637-0.0031387i,-0.00072673-0.0041919i,0.00069302-0.0048866i,-0.00045763-0.0065441i,-0.0030853-0.0053771i,-0.0031126-0.00033967i,-0.00094513+0.0019567i,0.00098979+0.00101i,0.0016873+0.00035596i,0.0016413+0.00040903i,0.0024143+0.00056963i,0.0029931+0.00087364i,0.001775+0.0005702i,0.00039119+0.00034816i,-0.00041387+0.0010126i,-0.00037998+0.0013742i,9.2077e-05+0.0011298i
0.00041074-0.0015202i,0.0020435-0.0013002i,0.0037044-0.0023186i,0.0021177-0.0045444i,-0.00059388-0.0059555i,-0.0028992-0.0047834i,-0.0045517-0.0029116i,-0.0051539-0.0028452i,-0.0051767-0.0033845i,-0.0059194-0.0026682i,-0.0057653-0.0011394i,-0.004752+0.0010795i,-0.0028978+0.0024774i,-0.0010763+0.0025769i,-0.00081182+0.0015348i,-0.0012971+0.00076883i,-0.0011835+0.0011216i,-0.00030863+0.0010547i,-0.00024736-2.4363e-05i,-0.00039042-0.00071035i,-0.00088769-0.00059098i,-0.0012935-4.0799e-05i,-0.00041601+0.0005448i
0.0018202+0.00039789i,0.00052179+0.00013597i,0.00018093-0.0021111i,0.00092995-0.0044027i,0.0020141-0.0045939i,0.0012493-0.0037018i,-0.0010803-0.0021379i,-0.0025168-2.0391e-05i,-0.0012924+0.00097625i,0.0017435+0.00068832i,0.0034864-0.00060435i,0.00091518-0.0013923i,-0.0022258-7.9341e-05i,-0.0025061+0.0015378i,-0.0018644+0.001238i,-0.0019302-1.0824e-05i,-0.002182-0.0003026i,-0.0025433+0.0013176i,-0.001858+0.001337i,-0.00088974+0.00021043i,-0.00062348-1.7694e-05i,-0.00069294+8.3921e-05i,-0.00063512+0.00059113i
0.0025964-0.00064794i,0.0026409-0.0015406i,0.0031655-0.0023839i,0.0026073-0.0022804i,0.0024329-0.0010006i,0.0018925+0.00090553i,0.0010765+0.0019703i,0.002303+0.0012599i,0.0049911-0.00037627i,0.005859-0.0019497i,0.0044012-0.0032476i,0.0017191-0.0034248i,-0.00073634-0.002448i,-0.002111-0.0012848i,-0.0019558+8.4387e-05i,-0.0012093+0.00019535i,-0.0007189-0.00012305i,-0.00059944-1.0512e-05i,-0.00019889+0.00057657i,0.00036353+0.00043906i,-0.00010252-0.00049426i,-0.0010301-0.00071722i,-0.0009782-0.00039224i
0.0020667-8.2947e-05i,0.00061216-0.00053093i,-7.3718e-05-0.0011995i,-0.0015607+0.00014708i,-0.0018358+0.002919i,-0.0007776+0.0037213i,0.0017723+0.0014972i,0.0034432-0.00090053i,0.0031977-0.0024038i,-0.00038729-0.0019379i,-0.0032758-1.3742e-05i,-0.0018178+0.00063483i,0.00035765-7.2433e-05i,0.00044118-0.00058441i,9.1201e-05-0.0009993i,0.00036303-0.0013763i,0.00067179-0.0019569i,0.00039286-0.00224i,-0.00028381-0.0011638i,-0.00021351+1.3507e-05i,0.00062749-0.00050254i,0.00080261-0.0013436i,0.00015129-0.0011849i
-0.00070197+0.0025519i,-0.0010008+0.00024774i,-0.00073795-0.00075544i,-0.001389-0.0013968i,-0.0031755-0.00029108i,-0.0042656+0.00075822i,-0.005217+0.00023992i,-0.0060723+0.00037999i,-0.0049697+0.0024636i,-0.0033886+0.0053353i,-0.0020805+0.0058493i,0.00093699+0.0046189i,0.0030016+0.0023427i,0.0033127+0.00026007i,0.0021524-0.00042943i,0.00067665-0.00010896i,0.00018406-0.00042855i,-0.00053729-0.0015727i,-0.0010185-0.0012868i,-0.00071165+8.8593e-05i,0.00017974+0.0005793i,0.0012989+0.00015149i,0.0013962-0.00053308i
-0.00045914-0.0019204i,-0.00015034-0.00023539i,-0.0010782+0.00011671i,-0.002877-0.00039095i,-0.0047707-0.0012345i,-0.0057192-0.0002472i,-0.0056487+0.0019065i,-0.0049483+0.0030732i,-0.0027261+0.0035903i,0.00015601+0.0022388i,0.00081651+0.00043881i,-0.00036199+0.00091733i,-0.00082678+0.0017487i,-0.00045573+0.0013853i,0.00021894+0.00062601i,0.00091591+0.00038189i,0.0003731+0.0010547i,0.00023395+0.0014469i,0.00044986+0.00075028i,-0.00028156+0.00043682i,-0.00054674+0.0014384i,1.5617e-05+0.0019514i,0.00049222+0.0020612i
-0.0050058-0.0013552i,-0.003082-0.0017531i,-0.0017076-0.003633i,-0.00077849-0.0058959i,-0.0007315-0.0063959i,-0.00056153-0.0053771i,-0.00068584-0.0040186i,-0.00061858-0.0033306i,0.00017915-0.0046682i,-0.000406-0.0073418i,-0.0021618-0.0076412i,-0.0036126-0.0039351i,-0.0037059-0.00016874i,-0.0022104+0.0010152i,-0.00064122+0.00050625i,7.8983e-05+0.00035571i,-0.00075231+0.0011319i,-0.00038022+0.00053031i,0.00062346-0.00080164i,0.00046878-0.00064685i,-0.0005016+0.00057127i,-0.0013278+0.00076553i,-0.0013263+0.00098156i
0.0017045-0.0023076i,0.00094022-0.0014801i,0.0012919-0.0012869i,0.0010264-0.0019203i,0.00097937-0.0022491i,0.00076553-0.0033289i,0.00044365-0.0049922i,0.00011375-0.0055555i,-0.00040511-0.0054749i,-0.0016257-0.0040904i,-0.0022015-0.002412i,-0.0024376-0.0015034i,-0.0024735-0.00036306i,-0.0020624+0.00036428i,-0.001245+0.0010237i,-0.00053664+0.00050529i,-0.00049799-0.00072749i,-0.0006561-0.00082114i,-0.00038138-0.00018534i,0.00011997+0.00054462i,-4.6911e-05+0.0013292i,-0.00030683+0.00074859i,-0.00044595-0.00044546i
-0.00042781-0.0013733i,-5.1113e-05-0.0020874i,-0.00089487-0.0020747i,-1.5535e-05-0.0012497i,0.0025904-3.6018e-06i,0.0038326-0.00029886i,0.003093-0.0020432i,0.0025196-0.00012866i,0.0035617+0.0030505i,0.0057905+0.00405i,0.0066542+0.003361i,0.0054341+0.00085304i,0.0035026-0.0012903i,0.0016617-0.0021732i,3.5192e-05-0.0019304i,0.00018916-0.0012721i,0.00073947-0.0015103i,0.00060478-0.0010741i,0.00041137+0.00016358i,0.00041873+0.00051203i,-0.00010485-0.00027839i,-0.00022249-0.0014618i,0.00037309-0.001868i
-0.0014981-0.0020845i,-0.0015524-0.0011148i,-0.0017828+0.00087104i,-0.0020523+0.0035521i,-0.0015825+0.005744i,-0.00090172+0.0062902i,7.8503e-05+0.0053133i,0.0012861+0.0046846i,0.0035542+0.0048615i,0.006252+0.0034561i,0.006069+0.00064585i,0.0043116-0.00096922i,0.0037726-0.00062311i,0.0026485+0.00036427i,0.00090849+0.0014452i,-2.4263e-05+0.00092114i,0.00030661+0.0003334i,0.00070346+0.00074304i,1.3817e-05+0.00021199i,-0.00017653-0.00042812i,-0.00021204-0.00037047i,0.00020324-0.0008502i,0.0017665-0.00093556i
9.1754e-06+0.0034072i,9.105e-05+0.0017259i,0.00014554-0.00026319i,-0.0020556-0.0014722i,-0.002902+0.000161i,-0.0013726+0.0028875i,-0.00069307+0.0036959i,-0.002833+0.0025064i,-0.0052823+0.00078325i,-0.0068478-0.00028188i,-0.0072569+0.00033018i,-0.004316+0.0013543i,-0.00069645+0.0016402i,0.00040078+0.0018211i,0.00024549+0.0007442i,0.00027964-8.6047e-05i,-0.00022602+7.0714e-05i,-0.001342-0.00018342i,-0.0019004-0.00090758i,-0.0012892-0.0010503i,-3.5782e-05-0.0012994i,0.0010701-0.00079706i,0.0015976+0.00029785i
0.0015929+0.0001851i,0.0014622-0.00029999i,0.0012851-0.0020347i,-0.00040161-0.0046423i,-0.0036884-0.0059903i,-0.0065834-0.0040479i,-0.0079875-0.002396i,-0.0085909-0.0022853i,-0.010585-0.0004163i,-0.011042+0.0030664i,-0.0080157+0.004849i,-0.0041961+0.0042322i,-0.0019224+0.0024463i,-0.0010068+0.00043985i,-0.001285-0.0014345i,-0.00051115-0.0017135i,0.00046667-0.0014327i,0.0002769-0.0015611i,-0.00041148-0.00081444i,-0.00063865-0.00054714i,-0.00018661-0.0003068i,-0.00015605+0.00026493i,-0.00084433+0.00034311i
0.0015379+0.00077677i,0.0013388-0.00055335i,0.00097035-0.0028855i,0.00012658-0.0049485i,-0.0021544-0.0059275i,-0.0046449-0.0059888i,-0.0049888-0.0048723i,-0.0022804-0.0039472i,0.0015125-0.0040286i,0.0044187-0.0048542i,0.0046198-0.0044179i,0.0013258-0.002399i,-0.0016562-0.0012465i,-0.0010577-0.0014691i,0.00022563-0.0018368i,0.00086805-0.0012706i,0.0010068-0.002221i,0.00095997-0.0033069i,0.0013553-0.0024285i,0.0010933-0.00091279i,0.00044752+0.00021423i,-9.1417e-05+0.00010581i,-0.00077246-0.00055691i
5.0394e-05-0.00043274i,0.00042937-0.000404i,0.0017106-0.0013043i,0.0033129-0.0025719i,0.003761-0.0027955i,0.0025124-0.00324i,0.0033711-0.0043575i,0.006883-0.0055799i,0.0097375-0.0082866i,0.0081546-0.010933i,0.0035252-0.010082i,-0.00010797-0.0062876i,-0.00056286-0.0024165i,0.00037252-0.0011198i,0.00088647-0.00042402i,0.0010392+0.00023203i,0.0015399-0.0001872i,0.0022444-0.00063563i,0.0019419-0.00078152i,0.00056152-0.0012219i,0.00020261-0.0013881i,0.0011814-0.0012378i,0.0013984-0.001015i
0.00033269-0.0056301i,-0.00031985-0.0029136i,-0.0024108-0.0022075i,-0.0030713-7.1673e-05i,-0.00027418+0.0016502i,0.0040509+0.0014527i,0.0046541-0.00079174i,0.0031133-0.0012982i,0.0022247-4.155e-05i,0.0002582+0.0012224i,-0.0017062+0.0029981i,-0.00028501+0.0031879i,0.0021522+0.0022852i,0.0018693+0.0018379i,0.00055546+0.0017859i,-0.00082684+0.0023371i,-0.0013446+0.0025401i,-0.00011628+0.0022432i,0.00073799+0.0015978i,-0.00014683+0.00096679i,-0.0016445+0.00124i,-0.0012303+0.0019223i,0.00016865+0.0014094i
-0.0033782+0.0034757i,-0.0020029+0.0020031i,-0.00039877+0.0017016i,-4.3316e-05+0.00077977i,-0.00054648+0.00088222i,-0.00090698+0.001834i,-0.0024644+0.0036502i,-0.0048793+0.008399i,-0.0044255+0.013602i,0.00056388+0.014471i,0.0050819+0.0095516i,0.0056653+0.0038671i,0.0032644+0.00085417i,0.00077251+0.00032394i,0.00021541-4.1701e-05i,0.00010803-0.00065109i,-0.00085554-0.00026124i,-0.0010836-0.0002384i,-0.00065884-0.00082239i,-0.00081413-0.00065194i,-0.00022692+0.00025703i,0.00053151+0.0014141i,0.00072704+0.0017615i
0.00059252-0.00064776i,0.00031822-0.00056999i,-0.0010169-0.00065469i,-0.0036855-0.00020662i,-0.004387+0.0022076i,-0.0031491+0.0055565i,-0.0027499+0.0070066i,-0.0037288+0.0061596i,-0.0037143+0.0054751i,-0.00072189+0.0037223i,0.00148+0.00083278i,0.00025997-0.00011266i,-0.0010276+0.00046216i,-0.0016338+0.0006943i,-0.0020267+0.00011671i,-0.0012622-0.001009i,-0.00059434-0.002115i,-0.00080435-0.0015149i,-0.0013388-0.00017279i,-0.00091566+0.0011894i,7.1889e-05+0.00058943i,-0.0001719-0.00089572i,-0.0012415-0.0015521i
-0.0012974+0.00095561i,0.00070003-0.00053875i,0.0014278-0.0027086i,0.00050653-0.0056072i,-0.0022482-0.0062599i,-0.0030871-0.0042979i,-0.0026117-0.0040577i,-0.0032598-0.0076728i,-0.0051023-0.011335i,-0.0072523-0.0096967i,-0.0072408-0.0041874i,-0.005494-0.00010433i,-0.0036038+0.00062831i,-0.0011654-0.00064583i,0.00065931-0.0013151i,0.0011646-0.00098446i,0.001424-0.00098759i,0.0011666-0.0010194i,9.5289e-05-0.00065276i,-0.00082468-0.00041986i,-0.00069208-0.0002496i,-0.00010206-0.001052i,-0.0012213-0.0022481i
-0.001102-0.0027944i,-0.0020097-0.0026135i,-0.0031808-0.002818i,-0.0027533-0.0026972i,-0.003231-0.0026127i,-0.0063581-0.0031746i,-0.0067638-0.0053599i,-0.0035276-0.0077375i,-0.0030371-0.0080717i,-0.0042405-0.0046573i,-0.0039329+0.00024789i,-0.0023221+0.0023459i,-0.00081484+0.0012177i,-1.7208e-05-0.0002396i,0.00083181+0.00011937i,0.0014772+0.0013626i,0.0017868+0.002148i,0.0014185+0.0012067i,0.0011036-0.00077587i,0.0010666-0.00079402i,0.00068233+0.00014017i,0.001022+0.00017934i,0.00090648-0.00015134i
