0.00014063+0.00077158i,-0.00044779+0.00045539i,-0.0013138-0.00055008i,-0.0013006+0.00077886i,-0.00086128+0.0027123i,-0.0009315+0.0018498i,-0.00094098+4.2194e-05i,5.807e-05+0.00047843i,0.0013055+0.0014552i,0.0011842+0.0010826i,0.0011849+2.2766e-05i,0.00097243-0.00085758i,-0.00030161-0.00078184i,0.00016063-0.00055284i,0.0013162-0.00036592i,0.00078269-0.00039424i,-0.00030174-0.00031817i,-0.001208+0.0005311i,-0.0010061+0.0007026i,-6.9412e-05+7.6793e-05i,0.00029399-0.00039527i,7.9957e-05-0.00066741i,-0.00019812-0.00034088i
0.0015123-0.0049657i,0.00093398-0.0039245i,-0.00099069-0.0016442i,-0.0027649+0.00051408i,-0.0021989+0.0013839i,-0.0014031+0.0012228i,-0.0011838+0.0010144i,-0.00029669+0.00042306i,0.00044011-0.00066369i,0.001135-0.0014882i,0.0010062-0.0010066i,0.00017511-0.0004094i,-0.00015836-1.865e-05i,-0.00026802-0.00020662i,4.9105e-05-0.00064489i,0.00032431-0.00041854i,0.00019226-0.00066106i,-0.00026695-5.6531e-05i,-0.0003287+0.00091422i,0.00018526+0.00041194i,0.00027734-0.00079216i,7.3791e-05-0.0010177i,0.00089525-0.00059119i
-0.00077891-0.0020345i,-0.003824-0.0019612i,-0.0045065-0.0019023i,-0.0028399-0.0007299i,-0.00099134+0.0013079i,-0.00075295+0.0016358i,-0.00077992+0.00069898i,0.00044076+2.0442e-05i,0.0016077-0.00048664i,0.00029686-0.00082234i,-0.00056515-0.001119i,0.00010893-0.00025597i,0.00037859+0.00057013i,-3.0505e-05+0.00063916i,-7.5711e-05+0.00099831i,-0.00031974+0.0007576i,-0.00093873-7.615e-05i,-0.00055709-0.00034567i,0.00017135-0.00035926i,0.00044631-0.00042231i,0.00099022-0.00047268i,0.0012902-0.00033348i,0.00044431+0.00013394i
-0.00064745+0.0043041i,-0.0012233+0.0037895i,-0.00084716+0.0033547i,0.00012503+0.0017158i,0.0014769+0.0003469i,0.0018565+0.00010522i,0.00097753-0.00022988i,0.00035097-0.00036529i,0.00020218+7.9377e-05i,-0.00020566+0.0005061i,-0.00050158+0.00052854i,-0.00018978+0.0003556i,0.0005463-6.15e-05i,0.00074902+0.00022089i,0.00035754+0.00056502i,8.0009e-05+0.00032947i,9.5755e-06+0.00015716i,0.0007168+0.00063697i,0.00060414+0.00089474i,-3.3518e-05+5.0599e-05i,0.00010843-6.5437e-05i,-8.0242e-05+0.0006218i,-0.00031901+0.00099344i
0.0020687+0.0015211i,0.0030345+0.0019819i,0.00032849+0.002359i,-0.0015041+0.0025375i,-0.00014922+0.0013733i,0.00059591-0.00020314i,0.00013452+0.00041148i,-0.00065427+0.0013212i,-0.00025158+0.001634i,0.00050971+0.0012089i,0.00090441+0.00064937i,0.00097883+9.7444e-05i,0.00047738-0.00080878i,-6.4443e-05-0.0012014i,-0.00027409-0.00059704i,0.00076078-4.9015e-05i,0.0019059-0.00031336i,0.00099332-0.00021435i,0.00022306+0.00017246i,0.00081467+0.00025743i,0.00028246-2.2665e-05i,-0.00029731-8.8001e-05i,-0.00027552+0.000219i
0.0013583-0.00047715i,0.0014665-0.0038841i,0.00095677-0.0042489i,-0.00037179-0.0007692i,-0.00088801+0.0018539i,-0.00072358+0.0013241i,-0.00051258+0.00041864i,-0.00018923+0.0002152i,0.00016883+0.00034989i,0.00048037+0.00014279i,-3.7006e-05-8.27e-05i,0.0002255+0.00010123i,0.00096434+0.00022358i,0.0011065-0.00017122i,0.00095281-0.00058507i,0.0006731-0.00052967i,0.00045889-0.00029699i,0.00035758+0.00011729i,-2.9671e-05+1.8269e-05i,-0.00030606+0.00018348i,0.00012955+0.00032174i,0.00038171-0.00021355i,0.00030215-6.5783e-05i
-0.0066069+0.0015851i,-0.0070505+0.0021569i,-0.0065774+0.0024441i,-0.0039664+0.002831i,-0.00022031+0.0034516i,0.0010907+0.002142i,0.00047977-0.00051058i,0.00032218-0.0014088i,0.00060662-0.00094992i,0.00087869-5.6013e-05i,0.0010489-8.5916e-05i,0.00089667-0.00084096i,0.0011173-0.00075682i,0.0009693-2.0884e-05i,0.00070184+0.00058029i,0.00011195+0.00090271i,0.00055402+0.00084814i,0.0005222+0.00063055i,-0.0005121+0.0004434i,-0.00071937+9.2877e-05i,-0.00050815-0.00055939i,0.00028367-0.00073738i,0.00069259-0.00010419i
-0.00058777+0.0035972i,-0.00031777+0.004544i,-0.00088628+0.0046507i,-0.00050786+0.0023732i,0.0022917+7.8983e-05i,0.002087-0.00035224i,-0.0010029-0.00058335i,-0.0017221-0.00048183i,-0.0009541-0.00013704i,0.000306-6.4322e-05i,0.00092715-0.00012424i,0.00032285-0.00016769i,0.00024625-0.00012368i,0.00052874-0.00084195i,0.0010652-0.00071668i,0.0014453-7.6332e-05i,0.00065418-0.00056044i,0.00017444-0.00063752i,-4.6733e-05+0.0001355i,-0.00032272+0.00019142i,0.00043015-4.6566e-05i,0.0011263+0.00030089i,0.00027342+0.00018473i
0.0053963+0.0021218i,0.0055315-6.144e-05i,0.0051815-0.00015092i,0.0037349+0.00028508i,0.0017103-0.00049237i,0.0010869-0.0015865i,0.00095666-0.00087898i,0.00084478+0.00067457i,0.0010723+0.0012369i,0.0010489+0.0013763i,0.00082325+0.00035029i,7.6753e-05-0.00044881i,0.0001349-0.00013506i,9.1955e-05-0.00073314i,-0.00041453-0.0008967i,-0.00051558-1.7074e-06i,-0.00013609+4.5606e-05i,2.0425e-05-0.00015571i,-0.00033157-0.00022431i,-0.00043452-0.00043621i,-0.00013656-0.00040662i,-2.7319e-05-0.00040021i,-7.6736e-05-0.00055044i
-0.0015001-0.0039923i,-0.0025732-0.005036i,-0.0044434-0.00552i,-0.0052632-0.0019573i,-0.0041843+0.0010649i,-0.0020611+0.00037659i,4.211e-05-0.00028688i,0.001589+0.00019544i,0.001925+0.00077844i,0.0018461+0.00037115i,0.00049398-2.7903e-05i,-0.00071364-0.00022361i,-0.00082287+0.00029812i,-0.0011103+0.00079212i,-0.0012158+0.0006865i,-0.00013988+0.0010608i,0.00061104+0.0011848i,0.00041338+0.00067922i,0.00018175+0.00026566i,0.00017459-0.00024342i,-0.00040776-0.00055898i,-0.00047233-0.0011168i,-3.1595e-07-0.0010699i
0.00010502+0.00015784i,-0.0021182+0.00053362i,-0.0035238+0.0011266i,-0.0022751+0.0022174i,0.00040328+0.0026703i,0.0013638+0.0014702i,0.00083798+0.00045522i,0.00057783-0.00025277i,0.0009731-0.00076005i,0.00086191-0.0010894i,0.00024714-0.00048787i,9.7917e-05-0.00040495i,0.00045335-0.00086725i,0.00045103-0.00094489i,0.00018109-0.00038346i,0.00049735+0.0003992i,0.00093419+0.00011782i,-0.00027921-0.00014248i,-0.00074984-9.0422e-05i,-0.00038545+0.00065691i,-0.00048348+0.0010896i,-0.00019279+0.00056745i,0.00031962-0.00041043i
-0.00051553+0.004701i,0.00050338+0.0037327i,-0.00032167+0.0033952i,0.00014698+0.0025688i,0.0019728+0.00068525i,0.002313-0.00031412i,0.0016735-0.00021649i,0.0011345-0.00032646i,0.00043857-0.00044184i,0.00031728-0.00017765i,0.00049547+0.00042287i,0.00082385+0.00097842i,0.00097577+0.00080169i,0.00098542-0.0001223i,0.00099927-0.00040732i,0.00080984+0.00042299i,0.00053112-5.9392e-06i,0.00043246-0.00065052i,8.9071e-05-0.00045122i,7.2745e-05-0.00047384i,0.00070665+0.00011391i,0.00040359-0.00010578i,-0.00024297-0.00091641i
0.002556-0.0016665i,0.0031324-0.0028229i,0.0017642-0.0032446i,0.0004703-0.0018519i,1.9175e-05-0.00081876i,0.0005485-0.0010025i,0.00021933-0.00068309i,-0.00014686-4.6098e-05i,2.1311e-05+0.00079937i,0.00024836+0.00082019i,0.00083376+4.013e-05i,0.0012571+4.2331e-05i,0.00057213+5.2001e-05i,-0.00016464-0.0010629i,-9.4478e-05-0.0015526i,2.2656e-05-0.0012671i,-0.00081841-0.0009168i,-0.00095998-0.00027564i,-0.00047768-2.4423e-05i,-0.00027991-0.00024536i,6.7426e-06-0.00064666i,-0.00036921-0.00028257i,-0.00072469+0.00019311i
-0.0020996-0.0024936i,-0.0032963-0.0033883i,-0.003985-0.0014279i,-0.0031409+0.0017857i,-0.0011618+0.0028996i,-0.00026463+0.0016232i,-0.00033868+0.0014538i,9.6019e-05+0.001884i,0.00082316+0.0016217i,0.0014727+0.00099199i,0.0012516+0.00081233i,0.00092059+0.00047651i,0.0003517+0.00037885i,-0.0007155+0.00093858i,-0.00061893+0.0010669i,0.00056683+9.4517e-05i,0.0011235-0.00073911i,0.00060191-0.00049932i,0.00027839+0.00033038i,0.00059209+0.00040325i,0.00039654-9.4675e-05i,0.00024761-0.00076253i,0.00052424-0.00066043i
-0.0060185-0.00061326i,-0.0069796+0.0015909i,-0.0076571+0.0044753i,-0.0056513+0.0047947i,-0.0014613+0.0038795i,0.0013364+0.0033042i,0.00086519+0.0018198i,9.3208e-05+0.00054869i,0.00010594+0.00034085i,0.00045731+0.00014594i,0.00047362-0.00086977i,0.00052681-0.0012521i,0.001002-0.00066153i,0.00092676-0.00019837i,0.00072364-1.2321e-06i,0.00061247+0.00065603i,0.00017824+0.0007854i,-0.00012022-0.00018907i,-0.00040491-0.00025408i,-0.0011849+0.00016254i,-0.0011851+0.00011946i,-0.00059261-0.00011689i,4.6906e-05-0.0005084i
-0.00037851+0.0054041i,0.0018232+0.0058675i,0.0025471+0.0039993i,0.0031082+0.0028932i,0.0049761+0.001881i,0.0053367+0.00026192i,0.0026171-0.00093502i,0.00021077-0.00084003i,-0.00014805-0.00010794i,0.00018295+6.6796e-05i,0.00044135+8.2937e-05i,0.00040163-0.00055709i,0.00029176-0.0013087i,0.00072277-0.0012484i,0.0017996-0.0013987i,0.0019804-0.0015708i,0.0009014-0.00075762i,0.00014082-0.00012071i,0.00054033+0.00051515i,0.00096561+0.00028182i,0.00068624-0.00095662i,0.00033583-0.00090286i,0.00056333+8.5624e-05i
0.0026753-0.0033063i,0.0021667-0.0038851i,1.1597e-05-0.0031365i,-0.0021682-0.0017247i,-0.0027635-0.00082259i,-0.0016164-0.00095937i,-0.0016245-0.00053594i,-0.0015567+0.00048913i,4.8733e-05+0.00050487i,-6.2157e-06+0.00054182i,-0.00061682+0.00075622i,-0.00067407+0.00029706i,-0.00042254-0.00012646i,-0.00011269-0.00034833i,9.3646e-05-1.2907e-05i,-0.00063138+0.00022554i,-0.00029243-0.00044884i,0.00086075-0.0006251i,0.00084807-0.0006772i,0.00026868-0.0010335i,-8.9593e-05-0.00058649i,-0.00013605+5.2518e-05i,-0.00050253+0.00057493i
-0.0013532-0.0052771i,-0.0044781-0.0056703i,-0.0063835-0.0047987i,-0.004965-0.00061612i,-0.0030659+0.0027982i,-0.0018261+0.0033035i,-0.0012479+0.0019583i,-0.00063677+0.0013196i,-0.00059137+0.00072999i,8.8111e-05+0.00046727i,0.00081545+0.00018959i,0.0010853-0.00028175i,0.00089799-3.8991e-05i,0.00073535-0.00020906i,0.00094936+0.00014762i,0.000224+0.00048595i,-0.00026072+0.00017128i,5.5992e-05-2.4081e-05i,0.00052995+0.00015173i,0.00089951+0.00035634i,0.00039109+0.00025866i,-9.6031e-05+0.00066548i,0.00027401+0.00062168i
-0.010986+0.0031863i,-0.010657+0.005377i,-0.0081253+0.007305i,-0.0041403+0.0074562i,0.0012403+0.0062399i,0.003534+0.0038593i,0.0018201+0.0010485i,0.00094254-0.00017245i,0.00080715-0.00015264i,0.0010976+0.00092487i,0.00080971+0.0011668i,6.6261e-05-0.00026825i,-0.00013976-0.0015601i,0.00054188-0.0011647i,0.00070688+0.00059574i,-0.00035888+0.0011187i,-0.00090961-8.8829e-05i,8.3082e-06-0.00020352i,0.00086874+0.00048131i,0.00032986-0.00033197i,-1.841e-05-0.00081865i,-0.00042672+0.0004284i,-0.00053091+0.0015038i
0.0039218+0.0014965i,0.005238+0.00105i,0.0035447+0.0023783i,0.0021609+0.0025373i,0.0016076+7.7171e-05i,0.00065126-0.0015774i,2.5192e-05-0.0013702i,0.00061325-0.00035074i,0.0012513+0.00022961i,0.00080669-0.00011942i,0.00034705-0.0007069i,9.0407e-05-0.0013793i,6.4997e-05-0.0016521i,0.00025997-0.00094442i,-0.00036506-0.00025547i,-0.00056517-5.0225e-05i,-3.9834e-05-7.3173e-05i,0.00051839+2.7464e-05i,0.0003203+0.00055124i,-0.00055337+0.00075055i,-0.00030114+0.00028575i,-2.8962e-05-0.00026138i,-0.00074139+1.0968e-06i
0.0038842+7.8672e-05i,0.0041113-0.0023833i,0.0030602-0.0037383i,0.00013057-0.0023953i,-0.0016015-0.00076902i,-0.0018203-9.7437e-05i,-0.0017273+0.0001671i,-0.0014009+3.6561e-05i,7.9956e-05-5.1763e-05i,0.00095913+0.00057489i,0.00014205+0.00098643i,-0.00014662+0.00094807i,0.00013844+0.00033251i,0.00028745-0.00095947i,0.00012908-0.0012668i,-0.00030975-0.00058138i,0.00032832-4.8615e-05i,0.00046289-0.00026222i,6.1687e-05-0.00070893i,0.00029522-0.00081697i,3.5033e-05-0.00092106i,0.0005483-0.00061402i,0.00089602-0.00033305i
-0.0028717-0.0068919i,-0.0061926-0.0060023i,-0.0080381-0.0040773i,-0.0062601-0.00087241i,-0.0025764+0.00072346i,-0.00078781+0.0011029i,-0.0010542+0.0013095i,-0.00073645+0.00088372i,0.00016472+0.00063223i,0.00045201+7.3683e-05i,0.00042513-0.0001068i,0.00068213-8.1195e-05i,0.001313-0.0001303i,0.0011422-0.00021788i,0.001153-0.00020369i,0.0010888+0.00022132i,-2.768e-05+0.00073495i,-0.00067966+0.00094552i,-0.00078329+0.00018767i,-0.0010474-8.9451e-05i,-0.00098435-0.00040155i,-0.00042991-0.0011044i,-0.00010772-0.0014898i
-0.00048447+0.0069855i,-0.00027197+0.0073936i,-0.00066643+0.0065022i,-3.4682e-05+0.004634i,0.0017122+0.0020035i,0.0026412-0.00046169i,0.0015442-0.00049262i,-2.6995e-05-0.00054609i,0.00071246-0.0014281i,0.0012659-0.0021606i,0.00061803-0.0018094i,0.00032253-0.00078695i,0.00066716-0.00094656i,0.00086238-0.0010534i,0.00042454-0.00016549i,0.00045013+0.00061924i,0.00039908+0.00076716i,-0.00011641+0.00078095i,5.8653e-05+0.00070192i,-0.00025944+0.0006278i,2.5203e-05+0.00044044i,0.00050464+0.00035157i,0.00055249+0.0003964i
0.0013105+0.0040915i,0.0037161+0.0029063i,0.0036285+0.0028513i,0.0016777+0.0031643i,0.00071029+0.002134i,0.00040385+0.00017664i,0.00029024-0.0011653i,0.00041606-0.0010127i,0.0005272-0.00017091i,0.00059149+0.00040071i,0.00041855+0.00057561i,-0.00028206+0.00016899i,-0.0012995-0.00015308i,-0.00099269-0.00012849i,-0.00013746-0.00010601i,0.00029425-0.0002489i,0.0005706-0.00015225i,0.0009726+0.00014538i,0.0016532-6.7196e-05i,0.0017086+0.00024444i,0.00079275+0.00064962i,3.4625e-05+0.00037939i,-0.00017496+0.00021498i
0.0071374-0.0059834i,0.0035347-0.0075192i,-4.2448e-05-0.0074356i,-0.00099053-0.0047767i,-0.0012067-0.0012514i,-0.0024474-0.00016803i,-0.0022416+0.00049069i,-0.00095715+0.0013941i,9.9779e-05+0.00058348i,0.0007155+0.00049364i,0.0006763+0.00055054i,0.00073758+0.00033038i,0.00063481+0.00089651i,0.00077906+0.000767i,0.0010803+0.00043956i,0.00083766+7.5383e-05i,0.00041398-0.00057238i,0.00010585-0.00053795i,8.6811e-05-0.00073991i,0.00057591-0.00067203i,0.0012959-0.00012538i,0.0012268+0.00028575i,0.00022131+0.00090015i
-0.0038457-0.0026964i,-0.0063494-0.0024009i,-0.0079571-0.0013421i,-0.0053939+0.00028845i,-0.0022354+0.0015151i,-0.00057118+0.0013217i,0.0004645+0.00077886i,0.0010207+0.00096977i,0.00037815+0.00073077i,0.00011327-0.0002565i,0.00088849-0.00039704i,0.001071+3.7108e-05i,0.00097902-0.00018817i,0.0010137-0.00033989i,0.00089043-0.0001096i,0.00013439+0.00026522i,-0.00042073-0.00015982i,-0.00048488-0.00043533i,-0.00065391+0.00016506i,-0.00054347+0.00029481i,0.00020302+4.0873e-05i,0.00071593-0.00010003i,8.9773e-05-6.1284e-05i
-0.0052408+0.002302i,-0.0032178+0.0049527i,-0.0026614+0.0062924i,-0.0030463+0.0053245i,-0.00060124+0.0033685i,0.0015243+0.0011891i,0.0013508-0.00069158i,0.00033621-0.00093218i,-0.00017784-0.0012291i,0.00015719-0.0014738i,0.00019783-0.00075564i,0.0001239-0.00075815i,-7.0202e-05-0.0011668i,-0.00022872-0.0012932i,0.00049242-0.00096988i,0.0011736-0.00064159i,0.0011093+0.00030523i,0.00048421+0.00062866i,2.3181e-05+8.3896e-06i,0.00049878+0.00039152i,0.00087363+0.00070316i,0.00034042+0.00074831i,-0.00028988+0.00059467i
0.0035731+0.0030379i,0.0048971+0.00087782i,0.0048401+0.0002517i,0.0026946+0.0015439i,0.0017365+0.0021719i,0.0015839+0.00034595i,2.7056e-05-0.00132i,-0.00083683-0.00068663i,-0.00015998-7.874e-05i,0.00023996+0.00036992i,-8.1888e-05+0.0010262i,5.6273e-06+0.00080623i,-0.00037093+0.00095627i,-2.9387e-05+0.00097015i,0.00049681-3.1772e-05i,0.00051221-0.0010174i,0.00023903-0.00070882i,-0.000451+0.00010276i,0.00030284+7.0086e-05i,0.00086985-0.0002884i,-0.00027579-0.00071724i,-0.00089596-0.0011484i,-0.00070397-0.0010507i
0.0015688-0.0036108i,-0.0014407-0.0061057i,-0.0034232-0.0069199i,-0.0040422-0.0034282i,-0.0035639-0.00048323i,-0.0021905-2.3688e-05i,-0.0010434+0.00038615i,-0.00016894+0.00075065i,0.00016034+0.00073678i,0.00053634+0.00011347i,0.0011885-0.00036412i,0.001394-0.00037481i,0.00012841-0.00012893i,-0.00083326-0.00029956i,-0.00011253-2.4406e-05i,0.00092843+0.00078745i,0.0003872+8.974e-05i,-0.00062082-0.00061168i,-0.00045717-0.00023373i,0.00016241+0.0001667i,0.00033668+0.00067794i,5.4978e-06+0.00079679i,7.6189e-06+1.1488e-05i
-0.0019489-0.0046089i,-0.0058244-0.0019107i,-0.0071264-7.296e-05i,-0.0048932+0.0013004i,-0.0019797+0.0019372i,-0.00018649+0.0017255i,0.000289+0.0015899i,0.00034904+0.00046961i,0.00082463-0.00022382i,0.0012849-0.00063055i,0.0011587-0.00047736i,0.0010248-0.00034667i,0.0012352-0.00078524i,0.00083154-0.00020924i,0.00068624-0.00018308i,0.0015711-0.00071616i,0.0014022-0.00034231i,0.00027506+0.00061181i,-0.00075897+0.00043569i,-0.0010425-0.00028818i,-0.00015546-0.00060712i,0.00053168-0.00057225i,-0.0002366-0.00092337i
-0.0016086+0.0027562i,8.0704e-06+0.0050357i,0.00012229+0.0066163i,-0.001253+0.0055883i,-0.0013198+0.0036517i,3.3093e-05+0.0016986i,0.00027728+0.00020151i,-0.00048772-0.00081656i,-0.00040384-0.0014367i,-0.00025359-0.00049547i,-0.00031837+0.00033149i,-2.3355e-05+0.00033165i,0.00022885+0.00033093i,-0.00037753+0.00032151i,-0.00052042+0.00047408i,0.00022236+0.00012548i,0.00087396-0.00013408i,0.001025+0.00026051i,0.000575+0.00067107i,8.1423e-05+0.00077287i,-1.5411e-05+0.00010745i,-0.00051533+7.5777e-05i,-0.00050897+0.00015455i
0.0027585+0.0033404i,0.0032834-0.0010202i,0.0031774-0.0038141i,0.0013549-0.0017708i,-0.00083217-8.4983e-05i,-0.0018495-0.00065875i,-0.0013347-0.00057521i,-2.5977e-05+0.00048107i,0.0006334+0.00020388i,0.00050438-0.00052021i,0.00082042-7.6347e-05i,0.00092635+0.00083533i,0.00069281+0.0012476i,0.00037396+0.0012315i,0.00059704+0.0010461i,0.0011489+0.00066739i,0.00082829+0.00081673i,0.00014897+0.00017094i,0.00019901-0.00071378i,0.00034324-0.00045264i,0.00071147-0.00022786i,0.00033416-3.5958e-05i,-0.00045511+0.00066007i
0.0065703-0.0023964i,0.0022151-0.0056383i,-0.0015705-0.0051307i,-0.0017748-0.0018629i,-0.0011911+0.0001407i,-0.00092292+0.00028549i,-0.00092192+0.0010973i,-0.00019538+0.0018384i,0.00079401+0.00068651i,0.0013303-0.00093346i,0.0016148-0.00096232i,0.0012714-0.00021803i,0.0009565+0.00028349i,-0.0002215+0.00038939i,-0.00086502-0.00052127i,-1.1335e-05-0.00086243i,0.00069369-0.00046864i,0.00036953-0.00080151i,-0.00090784-0.0014032i,-0.001314-0.0011005i,-0.00066477-0.00035593i,0.00032933+0.00051803i,0.00076413+0.00077442i
-0.0037632-0.0015539i,-0.0056826+0.00042046i,-0.0057927+0.0016999i,-0.0030034+0.0013538i,0.00010061+0.00096081i,0.0013199+1.2262e-05i,0.0016654-0.0011419i,0.0016876-0.00061499i,0.0010346-0.00034722i,0.000651-0.00067311i,0.00037009-0.00043689i,-0.000752-0.0007343i,-0.00079525-0.0010905i,0.00033729-0.00085784i,0.00080558-9.106e-05i,0.00020309+0.00041766i,-0.00016624+2.0757e-05i,-0.0002589+0.00021576i,-0.00073922+0.00072367i,-0.00063966+0.00061938i,-0.00026264+0.00074621i,-0.00016801+0.00044018i,0.0002037-0.00033931i
-0.0034499+0.0060979i,0.00022251+0.006252i,0.0012398+0.0054679i,-0.00016106+0.0032775i,0.00014456+0.0016714i,0.0011293-0.00061428i,-1.4492e-05-0.0022507i,-0.00098322-0.0014121i,-0.00024809+1.9197e-06i,4.9756e-05+0.00068901i,0.00034864+0.00072529i,-3.2442e-05+0.0007208i,-0.00073387+0.00018442i,-0.00053872+1.7008e-05i,0.00016216+0.00042526i,0.0009416+4.5212e-06i,0.00071312-0.00031103i,0.00049916+1.7025e-05i,0.00073969+0.00053594i,0.00078729+0.0010737i,0.00070704+0.00057971i,0.00029474-0.00028414i,-0.00036453-7.8302e-05i
-0.00023108+0.0047914i,0.0024483+0.0023664i,0.0014427+0.0010175i,0.00040709+0.0027115i,0.0012645+0.0038692i,0.00043665+0.0023702i,-0.00085228+0.00075817i,-0.00020158+0.0014449i,0.00058393+0.0014963i,0.00099112+0.0006985i,0.0013408+0.00060901i,0.00075235-0.00012003i,0.0001779-0.00048913i,-0.0001894-0.00030736i,1.6144e-05-0.00028557i,7.0883e-05+0.00027712i,0.00012573+0.0006152i,0.00087639+0.00078662i,0.0011741+0.00073149i,0.00046074+8.0432e-05i,-0.00030759+0.00052544i,-0.00047852+0.0011349i,-0.00016523+0.0012295i
0.0015044-0.0041673i,-0.0018788-0.0038173i,-0.0051017-0.0022958i,-0.0039611-0.00092835i,-0.0001573+0.00063022i,0.0013344+0.0012844i,0.0009915+0.00090737i,0.0017321+0.00034998i,0.0021816-0.00041834i,0.0013002-0.00038004i,0.00066551-0.00024958i,0.0011329-0.00020626i,0.00077996+4.4359e-05i,2.7368e-05-0.00011532i,0.00032093-0.00097608i,0.00051511-0.00093747i,-0.00015326+0.00015285i,-0.00043597+0.00065409i,-0.00057076+0.00024166i,-0.00091114-0.00016553i,-4.2243e-05-0.00022187i,0.00021432+0.0004137i,-0.00062665+0.00033271i
-0.0016849+0.0008052i,-0.0041361+0.0013489i,-0.0043637+0.0026881i,-0.0022896+0.0021233i,-3.9112e-05+0.00019972i,0.00071295-0.00073986i,0.00048526-0.0012568i,-0.00066779-0.0015689i,-0.0009657-0.0015935i,-0.00011288-0.0015831i,0.00018698-0.0016286i,-0.00028212-0.00097086i,0.00017746-0.0003599i,0.00037105-0.00043447i,0.00045741-0.00023183i,0.00082225-0.00030365i,-0.00011268+0.00046185i,-0.00069427+0.001516i,-0.00011634+0.0015708i,-0.00012122+0.000712i,5.7781e-05-4.0463e-05i,0.00071137-0.0001629i,0.0010035-0.00042017i
0.00088675+0.0040185i,0.0011781+0.0034338i,0.00036298+0.0026001i,-0.0011342+0.0019032i,-0.00071177+0.00074505i,9.7649e-05+7.8263e-05i,-0.00048341+0.00020637i,-0.00064491+0.0007952i,-0.00017818+0.00058713i,0.00027221+0.00058968i,0.00033926+0.0011131i,0.00056539+0.00082501i,0.0013914-0.00015036i,0.0015272-0.00048143i,0.0012082-0.00028576i,0.00072357-0.00044999i,0.00026506-0.00034586i,0.00017709+0.00034555i,0.00073496+5.0232e-05i,0.00069157-0.00029086i,0.0001164-0.00053077i,-0.00022319-0.00016717i,-0.00086508+0.00033774i
0.0026599+0.0010602i,0.0035196-0.0005802i,0.0018983-0.0019096i,0.00013557-0.00075755i,-0.00034704+0.0010358i,-0.0002431+0.0010904i,-0.00050894+0.00083776i,0.00045433+0.0012319i,0.0020297+0.0011496i,0.0027544+0.00029158i,0.002216-0.00066908i,0.0010727-0.00091729i,-0.00013352-0.00072967i,-0.00027472-0.00073195i,0.00044464-0.00026443i,0.00078275-0.00020729i,0.00083408+0.00016085i,0.00031693+0.00034762i,-0.0001124+0.00018218i,0.00017596+0.00031735i,0.00083881+0.00055312i,0.00027798+0.00064039i,-0.00061659+4.9431e-05i
0.0017388-0.0021693i,-0.0014347-0.0029193i,-0.0036529-0.002061i,-0.0028556-0.00058389i,-0.00017672-0.00057555i,0.00082669-0.00087452i,0.00032251-9.6802e-05i,0.00027456-7.7166e-05i,0.0007033-0.00036114i,0.00058958-1.9122e-05i,0.00057906+0.00016603i,0.00068662-6.5437e-05i,0.00023393+0.0003291i,-0.00050526+0.00087991i,-0.00020267+0.00080659i,0.00033903+0.00036722i,-0.00032387+3.532e-05i,-0.00052173-1.8802e-05i,-2.2418e-05-0.0007161i,-0.00026796-0.0013108i,-0.00034863-0.00049726i,-3.7507e-05+7.8439e-06i,-0.00019362-0.00032026i
-0.0012724+0.0029429i,-0.0029416+0.0030711i,-0.0039257+0.0028039i,-0.0025513+0.0030686i,-0.00059282+0.0016869i,0.0013289+0.00060472i,0.0015714+0.00069745i,8.0077e-05+0.00019928i,-0.0010173-0.00022098i,-0.00067388+2.2001e-06i,-0.00020021+0.00048828i,-0.00036446+0.00065633i,4.4692e-05+0.00040273i,0.0010116-0.00048628i,0.00083895-0.001094i,-0.00036018-9.8757e-05i,-0.00037832+0.00014864i,-0.00029173+0.00011365i,-0.00033405+0.00085594i,0.0003096+0.00081346i,0.00015629-7.3816e-06i,-0.00029684-0.0010548i,9.6523e-05-0.00089511i
0.0011518-0.0001149i,0.001662+0.00070282i,0.0012805+0.0011807i,-0.00045693+0.0018397i,-0.0011497+0.0011924i,-0.00055897-5.8341e-05i,-0.00074936-0.00084135i,-0.00067284-5.4865e-05i,0.00016664+0.0022273i,0.0012994+0.0025742i,0.00067226+0.0016251i,0.00022212+0.0014025i,0.00057013+0.0013945i,0.00013176+0.00083307i,-7.2259e-05+0.00042768i,0.00038076+0.0005054i,-0.00047591-6.0457e-05i,-0.0010277-0.00027663i,-0.00036976-0.00023583i,0.00028944-0.00079935i,0.00010564-0.00076652i,-0.00017427-0.00024724i,5.288e-05+8.2837e-05i
-0.0020256-0.0022309i,-0.0015914-0.0044961i,-0.0016582-0.0043929i,-0.0017423-0.0012716i,-0.00072281+0.00092003i,-0.00081318+0.00054139i,-0.0010325-0.00065338i,7.0433e-05-0.00086756i,0.0011976-0.0009843i,0.0015546-0.00078834i,0.001569-0.00032375i,0.0012003-0.00074905i,0.00041091-0.00064506i,-0.00015541-0.00026611i,0.00019624-0.00030921i,0.0009743-0.00078667i,0.00021647-0.00063973i,-0.00034938-0.00068541i,0.00023399-0.00073356i,0.00059343-0.00016753i,0.00052928+8.2822e-05i,0.00077143-0.00032969i,0.00062981+0.00047412i
