-0.0016656+0.0013501i,-9.0862e-05+0.0010856i,-0.00066262+0.0013291i,-0.00043905+0.0014584i,-0.00049302+0.0018332i,-0.00040263+0.0017943i,0.00018349+0.0018383i,9.07e-05+0.0023411i,0.00018801+0.0015804i,0.0010506+0.00023858i,0.0012973-0.0003437i,0.00036614-0.0002306i,-0.00066292+1.4627e-05i,-0.00088967-0.00026i,-0.00087948-0.00031021i,-0.0010216-0.00020755i,-0.00023437-0.00061325i,0.00027945-0.00026881i,0.00037271+0.00064277i,0.00046939+0.00092184i,9.2736e-05+0.00049524i,-9.4678e-05-0.00026354i,0.00014969-0.00027967i
0.0057624-0.019321i,0.0036616-0.039873i,-0.027581-0.059189i,-0.089181-0.023116i,-0.11144+0.073407i,-0.058529+0.11541i,-0.016422+0.061843i,-0.017494+0.0092702i,-0.017725-0.0025937i,-0.011333-0.006128i,-0.010678-0.0080873i,-0.0099326-0.0095241i,-0.0095738-0.013407i,-0.0083612-0.012928i,-0.0018509-0.0066105i,0.0048314-0.0027597i,0.0048346-0.0034394i,0.00038493-0.0033575i,-0.00065332-0.0034319i,0.0023511-0.0095271i,7.6194e-05-0.019989i,-0.0044508-0.02401i,-0.0032322-0.019906i
-0.0079818+0.011102i,-0.0057485+0.036122i,0.028716+0.063807i,0.11453+0.045217i,0.18291-0.035384i,0.14992-0.093944i,0.072116-0.060536i,0.031721-0.0049777i,0.013242+0.012001i,-0.0039002+0.014107i,-0.0086762+0.015194i,-0.0036387+0.016261i,0.0039873+0.020153i,0.0075489+0.018445i,0.0027812+0.010536i,-0.0034065+0.0054812i,-0.0021202+0.0045221i,0.0039499+0.0033954i,0.0056077+0.0021529i,0.0015323+0.0069818i,-0.00088839+0.016582i,-0.00025757+0.018757i,0.00012978+0.011267i
0.013776-0.007668i,0.023355-0.034397i,-0.011-0.078528i,-0.11844-0.091962i,-0.21248-0.034924i,-0.19073+0.041589i,-0.090176+0.047904i,-0.023338+0.01118i,-0.0042119-0.0062095i,0.006225-0.013002i,0.0076234-0.019416i,3.06e-05-0.021355i,-0.0068878-0.022851i,-0.0081116-0.017589i,-0.0023106-0.0033719i,0.0049285+0.0074637i,0.0071644+0.0083541i,0.0029195+0.0034566i,-0.0014896-0.00053088i,0.0027299-0.00594i,0.011066-0.014431i,0.01258-0.016982i,0.0083275-0.0092165i
-0.012351+0.0026905i,-0.033421+0.023656i,-0.02006+0.082554i,0.075617+0.14429i,0.19161+0.12923i,0.20755+0.049999i,0.11964+0.0039615i,0.044978+0.0081965i,0.021394+0.0099793i,0.0077009+0.0044359i,0.00048049+0.0062466i,0.0014605+0.010746i,0.0023053+0.015185i,0.0032189+0.014234i,0.0038488+0.0033203i,0.001976-0.0074379i,-0.0026108-0.0086587i,-0.0045806-0.0031766i,-0.0055773-0.00060798i,-0.014023+0.0012149i,-0.023345+0.0095679i,-0.021144+0.016397i,-0.011278+0.014181i
0.01749-0.0037024i,0.043285-0.02428i,0.054342-0.089874i,-0.017254-0.1913i,-0.15259-0.23318i,-0.20866-0.16596i,-0.13689-0.077615i,-0.049181-0.039122i,-0.012503-0.019425i,0.00065874+0.0033972i,0.0083367+0.012281i,0.010031+0.0074955i,0.010451-0.0022812i,0.010518-0.0097169i,0.007104-0.0081644i,0.0033643-0.0036936i,0.0013965-0.0037866i,0.00080556-0.0072375i,0.0038094-0.0070543i,0.012517-0.0048073i,0.020822-0.0089874i,0.019451-0.013768i,0.011924-0.012374i
-0.014004-0.0010209i,-0.042266+0.012295i,-0.076239+0.071445i,-0.050656+0.19163i,0.054354+0.28107i,0.12495+0.2351i,0.08908+0.11894i,0.024588+0.049478i,-0.00035054+0.023088i,-0.0047178+0.0020839i,-0.0087191-0.0072968i,-0.012168-0.0039451i,-0.015725+0.0034904i,-0.01578+0.0079384i,-0.0099876+0.0051607i,-0.0050342-0.00096458i,-0.0036723-0.0029367i,-0.0046714+0.0016457i,-0.0075692+0.0051653i,-0.012288+0.0042856i,-0.018014+0.0050361i,-0.017677+0.0064247i,-0.011199+0.0058797i
0.016922+0.0036427i,0.054155-0.0015125i,0.11221-0.053383i,0.13941-0.17942i,0.091907-0.29732i,0.012509-0.27926i,-0.015424-0.15706i,-0.0035081-0.062863i,-0.0009299-0.026672i,-0.005557-0.0087992i,-0.0077215+0.00053295i,-0.0040241+0.0010759i,0.0066362-0.0044931i,0.0098204-0.0089397i,0.0014797-0.004718i,-0.0054112+0.0034337i,-0.0037065+0.0074091i,0.00095037+0.0063576i,0.0043673+0.0059215i,0.012124+0.010172i,0.023159+0.012318i,0.025077+0.0079825i,0.016713+0.0017428i
-0.013285-0.0047521i,-0.052968-0.015086i,-0.12918+0.013677i,-0.20109+0.12704i,-0.19769+0.26013i,-0.11219+0.28093i,-0.035383+0.17928i,-0.012603+0.076653i,-0.0028789+0.03099i,0.010906+0.0092669i,0.015216-0.0036446i,0.0092361-0.0058434i,-0.001047-0.0021873i,-0.0062905+0.0025842i,-0.0033268+0.0053308i,0.00069158+0.0059307i,0.00065622+0.0059499i,-0.0019881+0.0037248i,-0.0033677-0.0041848i,-0.0092212-0.01436i,-0.019464-0.018601i,-0.021164-0.012635i,-0.014488-0.0045892i
0.01451+0.0093357i,0.053071+0.026786i,0.13799+0.028545i,0.24429-0.041208i,0.28211-0.15695i,0.20908-0.19796i,0.10627-0.12724i,0.05345-0.045359i,0.029243-0.012228i,0.0032838+0.0009867i,-0.010112+0.010206i,-0.0076128+0.012188i,0.0005632+0.012117i,0.0067587+0.0094434i,0.0072163+0.0043493i,0.0056212-0.00044255i,0.0053411-0.0045452i,0.0064497-0.0065865i,0.006356-0.0036593i,0.0081054+0.0060126i,0.013561+0.014239i,0.015608+0.012997i,0.012611+0.007309i
-0.0080787-0.01241i,-0.039206-0.039662i,-0.12297-0.076501i,-0.25429-0.06845i,-0.33908+0.0050473i,-0.29308+0.061568i,-0.17068+0.048922i,-0.077951+0.01926i,-0.032112+0.011662i,-0.0038688+0.011529i,0.012419+0.007933i,0.017606+0.00028886i,0.011961-0.0083069i,0.0025036-0.0082422i,-0.00020512-0.0029649i,0.0013676-0.00090565i,0.00098021-0.0017043i,-0.00063336-0.0026947i,-0.0007592-0.004177i,-0.00034763-0.010438i,-0.0028387-0.018344i,-0.0056422-0.019077i,-0.0045612-0.012489i
0.0067513+0.017166i,0.030299+0.055019i,0.098813+0.11981i,0.22311+0.15883i,0.3279+0.12192i,0.30447+0.041643i,0.18139-0.0055167i,0.077042-0.0098662i,0.029059-0.0096927i,0.0058364-0.016126i,-0.008949-0.019379i,-0.015519-0.012324i,-0.012536-0.00072319i,-0.0039936+0.0017695i,0.0016111-0.0047891i,0.0032653-0.0083989i,0.0039614-0.0057374i,0.0027882-0.001511i,-0.0018161+0.0029034i,-0.0068144+0.012696i,-0.0077756+0.022887i,-0.0037102+0.021976i,-0.00048812+0.012155i
-0.0022627-0.020753i,-0.0091663-0.067276i,-0.048302-0.15343i,-0.1376-0.23198i,-0.22771-0.23124i,-0.22314-0.14664i,-0.13133-0.065858i,-0.053607-0.035396i,-0.02281-0.017381i,-0.0062406+0.0046997i,0.004116+0.013952i,0.0061019+0.011321i,0.0052566+0.0044877i,0.00060422+0.0006948i,-0.0065924+0.0040661i,-0.012154+0.0076086i,-0.014722+0.007555i,-0.013016+0.0060786i,-0.006148+0.0034417i,0.0039398-0.003431i,0.011403-0.013445i,0.012043-0.017677i,0.0075324-0.012162i
7.4145e-05+0.016292i,-0.0057494+0.06265i,-0.0032827+0.15833i,0.03696+0.26772i,0.10381+0.30581i,0.12664+0.24103i,0.08302+0.14195i,0.037095+0.074692i,0.017963+0.033517i,0.0052738+0.0025499i,-0.0059128-0.014152i,-0.01291-0.017402i,-0.015268-0.013072i,-0.010633-0.0083002i,-0.0020579-0.0046385i,0.0048593-0.00036422i,0.0081111+0.001645i,0.0074566+0.00095164i,0.0039254-0.00020908i,-0.0034254+0.0012107i,-0.01304+0.0066798i,-0.016167+0.011708i,-0.010817+0.010334i
0.0053419-0.014222i,0.025062-0.055026i,0.057565-0.14438i,0.064304-0.2606i,0.020699-0.31697i,-0.028843-0.26187i,-0.037015-0.1478i,-0.019059-0.061121i,-0.0089654-0.018109i,-0.0067383+0.007549i,-0.0014286+0.02372i,0.0093582+0.027925i,0.017742+0.02197i,0.013989+0.012638i,0.001448+0.0058891i,-0.0078641+0.0013952i,-0.0090952-0.0016329i,-0.0051579-0.0036424i,0.00089353-0.0034713i,0.0081337-0.0028785i,0.015399-0.0037009i,0.016076-0.0027994i,0.0094456+0.00069222i
-0.0064439+0.010502i,-0.038598+0.042239i,-0.10074+0.11011i,-0.15124+0.20348i,-0.13677+0.25532i,-0.073379+0.21225i,-0.025363+0.11692i,-0.010659+0.048043i,-0.00041423+0.018428i,0.011233+0.00058919i,0.015611-0.011517i,0.0095661-0.015418i,0.00084633-0.012306i,0.0022556-0.0047663i,0.013273+0.0015729i,0.02157+0.004317i,0.021099+0.0057191i,0.016451+0.004819i,0.0094584-0.00045534i,-0.0018636-0.006244i,-0.013919-0.0097508i,-0.018801-0.010259i,-0.013397-0.0079121i
0.013668-0.011547i,0.054362-0.032633i,0.13299-0.073127i,0.21316-0.12853i,0.22514-0.16554i,0.16079-0.14527i,0.089248-0.088226i,0.047531-0.041849i,0.019335-0.01685i,-0.0018429+0.00061381i,-0.011334+0.011268i,-0.010997+0.01367i,-0.0085751+0.011622i,-0.010571+0.0062012i,-0.014069-0.0025008i,-0.015364-0.01148i,-0.014675-0.014113i,-0.013013-0.0092115i,-0.0098936-0.00058418i,-0.00059959+0.0094108i,0.013615+0.016468i,0.022789+0.015505i,0.018723+0.0084798i
-0.012904+0.0059674i,-0.055354+0.014024i,-0.142+0.022091i,-0.23491+0.036566i,-0.25529+0.058366i,-0.18504+0.067645i,-0.096186+0.049045i,-0.042545+0.022249i,-0.016107+0.0068258i,0.002134-0.0035686i,0.012286-0.013822i,0.01251-0.021683i,0.010227-0.024319i,0.011089-0.018587i,0.0097333-0.0067215i,0.0061024+0.0054728i,0.004589+0.011877i,0.0033957+0.010995i,0.0019417+0.0046534i,-0.00092943-0.0046531i,-0.0047454-0.013728i,-0.0070023-0.016608i,-0.004232-0.012426i
0.015311-0.0037585i,0.056189+0.0025265i,0.13678+0.02191i,0.22012+0.042881i,0.23325+0.040362i,0.16837+0.015588i,0.086557+0.0005872i,0.034093+0.0001322i,0.010205-0.0015856i,-0.0062162-0.0032655i,-0.019397+0.00079718i,-0.022722+0.010471i,-0.016732+0.017979i,-0.010558+0.012641i,-0.0090731-0.0014678i,-0.0094016-0.012007i,-0.0087933-0.016334i,-0.0069192-0.015697i,-0.0056229-0.010259i,-0.0062118-0.00055855i,-0.0057711+0.012038i,-0.0034069+0.020925i,-0.0019172+0.019648i
-0.011953-0.0042427i,-0.047414-0.023155i,-0.11247-0.070291i,-0.17479-0.12145i,-0.17994-0.1278i,-0.12979-0.082324i,-0.069089-0.03553i,-0.027404-0.012478i,-0.0053615-0.00040696i,0.0087516+0.0061553i,0.017603+0.0081303i,0.019768+0.0048534i,0.016036+0.00019591i,0.011573+0.0050054i,0.0093841+0.016668i,0.0079224+0.023456i,0.00639+0.022154i,0.0058937+0.016132i,0.0084252+0.0077928i,0.011917-0.0031813i,0.012004-0.016958i,0.0065678-0.025378i,0.00094562-0.020151i
0.0099116+0.0029061i,0.0373+0.029561i,0.075109+0.091761i,0.10306+0.16222i,0.09878+0.17197i,0.067994+0.11233i,0.034929+0.053189i,0.013274+0.027915i,0.0024453+0.01668i,-0.0073254+0.0078993i,-0.015217+0.0029252i,-0.0159+0.0022201i,-0.013301+0.0010312i,-0.010255-0.0051769i,-0.0046773-0.013488i,0.0022351-0.017992i,0.0057821-0.017125i,0.0042114-0.01244i,-0.00048356-0.0057659i,-0.0065202+0.0026674i,-0.011972+0.013292i,-0.012224+0.018801i,-0.008945+0.014207i
-0.0068372-0.0077803i,-0.022805-0.038777i,-0.035239-0.10703i,-0.03503-0.17658i,-0.023816-0.17784i,-0.014509-0.11064i,-0.0090031-0.048124i,-0.0052772-0.019255i,-0.0025566-0.0055489i,0.0040577+0.0045077i,0.012514+0.010351i,0.018331+0.010435i,0.019424+0.0089534i,0.015533+0.010224i,0.0075903+0.012381i,-0.00098181+0.012944i,-0.0058953+0.0135i,-0.0064997+0.012289i,-0.0035399+0.0089168i,0.0043623+0.0045028i,0.015814-0.0013848i,0.022178-0.0073124i,0.019705-0.0094326i
0.0079537+0.0077414i,0.011121+0.036828i,0.0011789+0.095671i,-0.024204+0.15027i,-0.041135+0.14165i,-0.024228+0.081153i,0.00034752+0.029039i,0.0081935+0.0020406i,0.0068812-0.010821i,0.0009888-0.017639i,-0.0054753-0.022372i,-0.012146-0.021547i,-0.016193-0.015731i,-0.011339-0.013021i,-0.0014225-0.014735i,0.0056326-0.017292i,0.0072325-0.01704i,0.0048319-0.013107i,0.0011881-0.010498i,-0.0056164-0.0095129i,-0.015577-0.0056567i,-0.019494+0.001505i,-0.015234+0.0061889i
0.00031547-0.0088101i,0.0095321-0.038322i,0.040625-0.088902i,0.083034-0.12368i,0.09568-0.1008i,0.06011-0.047752i,0.022592-0.012107i,0.011589+0.0020567i,0.010099+0.0059402i,0.0084531+0.0082422i,0.0055492+0.011467i,0.0046669+0.011874i,0.0053836+0.0097599i,0.00020436+0.0093608i,-0.0096703+0.011663i,-0.01527+0.012962i,-0.013851+0.0099138i,-0.0092577+0.0057052i,-0.0028173+0.0043992i,0.0061951+0.005026i,0.014792+0.0047366i,0.018303+0.0020577i,0.015569+0.00072753i
0.0013858+0.007732i,-0.012238+0.030061i,-0.053333+0.061546i,-0.10409+0.073641i,-0.10875+0.046757i,-0.063064+0.014852i,-0.024699+0.0053629i,-0.012081+0.0081688i,-0.0076198+0.0089806i,-0.0052512+0.002094i,-0.0038079-0.0055015i,-0.0017136-0.0058144i,0.0019173-0.0034627i,0.0087759-0.0048182i,0.013831-0.0064248i,0.013757-0.0050149i,0.01325-0.0029489i,0.011533-0.0030376i,0.0062879-0.0037156i,-0.00077841-0.0053831i,-0.0092381-0.0091347i,-0.016588-0.010996i,-0.018065-0.0089819i
0.0039808-0.0062203i,0.021764-0.022686i,0.066477-0.038921i,0.10905-0.032181i,0.095691-0.0035379i,0.039557+0.0066617i,-0.00042829-0.0025709i,-0.01508-0.0054188i,-0.016608-0.00056444i,-0.012221+0.007949i,-0.010721+0.01564i,-0.0099317+0.01932i,-0.007423+0.019616i,-0.0071235+0.017778i,-0.0076943+0.013138i,-0.0078856+0.0068262i,-0.0091951+0.0041025i,-0.0090391+0.0040898i,-0.0063933+0.0044011i,-0.003642+0.0082652i,0.00071214+0.014526i,0.0067832+0.015074i,0.0092997+0.0095236i
-0.0034247+0.0063138i,-0.02063+0.013846i,-0.058513+0.013238i,-0.088321-0.0099876i,-0.065476-0.036226i,-0.012716-0.029328i,0.015526-0.009421i,0.019368-0.0056568i,0.015814-0.0074828i,0.011276-0.0090364i,0.011331-0.010803i,0.012295-0.013749i,0.0076635-0.016287i,0.0036416-0.013424i,0.0068955-0.0060007i,0.010874-0.00077027i,0.009999+0.00079191i,0.0066978+0.00099416i,0.003914-0.0010378i,0.0023681-0.0067352i,0.002129-0.012352i,0.0016769-0.013406i,-0.00046619-0.011341i
0.0054811-0.0036251i,0.025086-0.0049016i,0.058437+0.007145i,0.075994+0.035922i,0.049775+0.050138i,0.0097021+0.028294i,-0.0018771+0.0064916i,0.0042958+0.0015362i,0.006975+0.00073388i,0.0026603+0.0024509i,-0.0032167+0.0035793i,-0.0033344+0.0036817i,-0.0008235+0.0014225i,-0.0041845-0.0031242i,-0.011124-0.0063146i,-0.012112-0.0068125i,-0.0084613-0.0057584i,-0.006092-0.0046046i,-0.0037655-0.0023439i,-0.0022588+0.0018925i,-0.0026415+0.0079097i,-0.0013732+0.013458i,0.0015771+0.014074i
-0.0052275+0.0025288i,-0.01885-0.0023981i,-0.039543-0.02273i,-0.041958-0.050415i,-0.011036-0.048047i,0.013942-0.012397i,0.0092527+0.011896i,-0.0007038+0.016891i,-0.00046658+0.013782i,0.0055211+0.0039371i,0.00887-0.0029134i,0.0067803-0.0020871i,0.004316+0.0019802i,0.006526+0.0040115i,0.0081548+0.0029807i,0.0050189+0.0020367i,0.0038269+0.0029627i,0.0050259+0.0020143i,0.0045406-0.00015946i,0.0054979-0.0016999i,0.0072978-0.0045753i,0.0060499-0.0071799i,0.0032386-0.0073179i
0.0051445-0.0011885i,0.01678+0.0060797i,0.027554+0.027808i,0.017337+0.050098i,-0.010568+0.036015i,-0.020085-0.0058221i,-0.011024-0.026957i,-0.0063512-0.023337i,-0.0057077-0.013736i,-0.0070223-0.0062136i,-0.010422-0.0047515i,-0.01321-0.0048755i,-0.014059-0.0012587i,-0.011826+0.0033174i,-0.0075838+0.0031545i,-0.0036401-0.00029073i,-0.0028188-0.0023853i,-0.0028352-0.0026013i,-0.0019558-0.0014261i,-0.0042387-0.00075881i,-0.0092855-0.0014829i,-0.010996-0.0014411i,-0.0078649-0.00032591i
-0.0030489-0.0012632i,-0.010641-0.0094563i,-0.014337-0.029525i,-0.00014561-0.044519i,0.01842-0.025179i,0.014351+0.0086387i,0.0010143+0.018762i,-0.0030559+0.011867i,-0.0035871+0.0071966i,-0.0003251+0.0075534i,0.0056801+0.009699i,0.0098082+0.0085245i,0.011926+0.0032304i,0.0096883+0.00053208i,0.0053347+0.0031266i,0.0029545+0.0045692i,0.00091336+0.0043346i,-0.0010811+0.0042096i,-0.0015717+0.0028018i,0.00091123+0.0024371i,0.0053239+0.0041898i,0.0073268+0.0034086i,0.0058342+0.00062499i
0.0045285-0.0011273i,0.0083661+0.0066542i,0.004949+0.022059i,-0.011209+0.028094i,-0.019528+0.0065337i,-0.0018282-0.015592i,0.015538-0.014018i,0.016935-0.0055085i,0.010894-0.0024338i,0.0011013-0.0013035i,-0.0055476+0.0012209i,-0.004073+0.0045279i,0.00064324+0.004512i,0.0013264-0.00075843i,-5.7003e-05-0.0055821i,0.00050604-0.0050334i,0.0008438-0.0025515i,-5.8664e-05-0.0020209i,-0.00029471-0.0016284i,-1.1646e-05-0.001463i,-0.00042742-0.0028756i,-0.0013249-0.0034405i,-0.0029676-0.0025052i
-0.00059349-0.0023862i,-0.00045377-0.011865i,0.0074131-0.025753i,0.021981-0.024614i,0.018956+0.00031417i,-0.0056613+0.019125i,-0.019629+0.0164i,-0.016848+0.0088389i,-0.0084754+0.0035043i,-0.00078306+0.00080898i,0.0013121+0.00091208i,-0.00078995+0.00093043i,-0.000886+0.00028762i,0.0019453+0.00050288i,0.002706+0.00085095i,-0.00062686-0.00061502i,-0.0030469-0.00108i,-0.0017535+5.688e-05i,-0.00073384-0.00030988i,-0.0018859+0.0021269i,-0.0032837+0.0073791i,-0.0027203+0.0099069i,-0.0010262+0.0081884i
0.0014375+0.0023585i,-0.0009214+0.0089377i,-0.0097309+0.016243i,-0.019119+0.01107i,-0.0074563-0.0077049i,0.017006-0.015269i,0.023502-0.0081445i,0.018612-0.00060879i,0.014697+0.002788i,0.011111-0.0012991i,0.0085642-0.0078867i,0.0057238-0.011407i,0.00079523-0.010274i,-0.0034627-0.0066258i,-0.0023771-0.0030813i,0.00035161+0.00021834i,0.0022743+0.0010221i,0.0037895+0.00083114i,0.0047615+0.00088164i,0.0058236-0.0024077i,0.0069129-0.0078538i,0.0067625-0.010223i,0.0053797-0.0076281i
0.0020649-0.0048136i,0.0042232-0.0099299i,0.011733-0.014317i,0.015559-0.008865i,-0.00067645+0.0017428i,-0.020065-0.0016043i,-0.021545-0.0089027i,-0.015427-0.0075574i,-0.010922-0.0014445i,-0.0058277+0.0056137i,-0.001951+0.0090067i,0.00051485+0.0086757i,0.0038425+0.007947i,0.0047297+0.0066775i,0.001927+0.0036233i,-0.0010636+0.00033618i,-0.0019366-0.0019106i,-0.0015245-0.002847i,-0.0016361-0.0034479i,-0.0040229-0.0033008i,-0.0072219-0.0008971i,-0.0085863+0.001698i,-0.006588+0.0022624i
0.0033923+0.0013961i,0.00053861+0.0025773i,-0.0060358+0.00066716i,-0.0080433-0.0070137i,0.0059899-0.0086494i,0.020063+0.0037249i,0.01713+0.012335i,0.0077625+0.010277i,0.00077852+0.006533i,-0.0031013+0.0040997i,-0.0053603+0.0037929i,-0.006432+0.0058392i,-0.0064362+0.0066003i,-0.0041705+0.0045995i,-0.00035411+0.0026585i,0.0013161+0.0033637i,0.0015882+0.0045806i,0.00075412+0.0041187i,0.00022169+0.0049148i,0.0039805+0.0070843i,0.0092982+0.0075419i,0.011742+0.0059797i,0.010094+0.0033477i
0.00027477-0.0029437i,0.0036277-0.0046539i,0.0078084-0.0025456i,0.0055152+0.002461i,-0.0070727-0.00047199i,-0.015401-0.010822i,-0.010269-0.014393i,-0.0022318-0.014383i,0.0012019-0.014537i,-0.00080615-0.0096206i,-0.0040056-0.0040772i,-0.0034635-0.0027347i,-0.00056873-0.0023443i,0.00084094-0.00090108i,0.0012827-0.0002971i,0.0017245-0.0022731i,0.00076358-0.0047026i,-0.0011584-0.0045904i,-0.0021235-0.0048538i,-0.0039236-0.0064001i,-0.0086316-0.007455i,-0.011583-0.0075261i,-0.0091041-0.0073529i
-0.001693+0.0014668i,-0.0033021+0.00031727i,-0.0050447-0.0020137i,-0.0027195-0.003456i,0.0054154+0.004784i,0.0087632+0.017691i,0.0056847+0.021754i,0.0049774+0.019925i,0.0074905+0.014213i,0.0090228+0.0057204i,0.0090189+0.00078389i,0.0089593+0.00015674i,0.0058683-0.00099424i,0.0018817-0.0037965i,-0.00069613-0.0041144i,-0.0019497-0.0008242i,-0.00086251+0.0016061i,0.0010348+0.0024427i,0.0014108+0.0037976i,0.0020885+0.0065139i,0.0045182+0.0099437i,0.005901+0.011149i,0.0050159+0.0093972i
0.003565+0.00054332i,0.0062866+0.00010549i,0.008346+0.00010579i,0.0048749-0.001401i,-0.0019935-0.011944i,-0.002307-0.022565i,-0.0006171-0.017945i,-0.0011845-0.0065278i,-0.00023153+0.0012401i,0.0011029+0.0027907i,0.0015567+0.00057323i,0.00094816+0.0017682i,0.001171+0.0052129i,0.0023481+0.005948i,0.0026269+0.0028495i,0.0019224-0.0017407i,0.0015955-0.0033326i,0.0023021-0.002681i,0.0031525-0.0034284i,0.0041956-0.0075554i,0.0034579-0.012765i,0.0008951-0.014716i,-0.00030395-0.012001i
0.0012152+0.0020773i,-0.00066293+0.0003582i,-0.001304-0.0031382i,0.0020448-0.0045232i,0.0049954+0.0024312i,0.001571+0.0086808i,-0.0032202+0.0059413i,-0.0079058+0.00038643i,-0.010169-0.00015722i,-0.0061086+0.0024564i,-0.0025642+0.0020548i,-0.0045012-0.00094948i,-0.0074124-0.0031542i,-0.0065617-0.0015786i,-0.0030625+0.0016666i,-0.0018359+0.0031051i,-0.0024133+0.0036804i,-0.0030017+0.0037636i,-0.0052858+0.0039948i,-0.0070058+0.0073849i,-0.0069406+0.011842i,-0.0061386+0.012668i,-0.0043207+0.010008i
0.0036702-0.0012472i,0.0072751+0.00034079i,0.0092471+0.0022238i,0.0068051+0.00052904i,0.006579-0.0065873i,0.010552-0.0096646i,0.013679-0.0077708i,0.015064-0.0082471i,0.011729-0.0082439i,0.0042516-0.0049625i,-0.00010502-0.0014193i,0.0015678+6.8053e-05i,0.0033158+0.0007579i,0.00054165+0.0011626i,-0.0021781+0.0014002i,-0.000703+0.00038306i,0.001453-0.001761i,0.0018005-0.0027276i,0.0022382-0.0035814i,0.0056504-0.0058128i,0.0098836-0.0082773i,0.010712-0.0090198i,0.008522-0.0075619i
-0.0012627-5.646e-05i,-0.0027644-0.00086181i,-0.0033722-0.001102i,-0.0034282+0.00059529i,-0.0068486+0.0067405i,-0.010887+0.012042i,-0.0095741+0.014357i,-0.0046803+0.013431i,-0.00062503+0.0077766i,-0.00016069+0.0025444i,-0.0023478+0.0017482i,-0.0034899+0.0031608i,-0.00060551+0.0023892i,0.0023609-0.0018466i,0.0011431-0.0038379i,-0.0015305-0.002044i,-0.0021677-0.00027134i,-0.0016665-0.00029796i,-0.0030092-0.00018949i,-0.0071323+0.0018247i,-0.011433+0.0041506i,-0.011849+0.0055306i,-0.009147+0.0041236i
-0.00045408+0.0018981i,0.0021055+0.0024633i,0.0038082+0.0037847i,0.0044894+0.002073i,0.0064017-0.0016042i,0.0063046-0.0035237i,0.0018497-0.00086924i,-0.00037021+0.0047094i,0.0015321+0.0059788i,0.0038241+0.0021062i,0.0031275-0.00073799i,0.00053965+0.00042052i,-0.0012099+0.0040066i,-0.00047739+0.0062392i,0.0022601+0.0039749i,0.0039485+0.00030596i,0.00375-0.00097722i,0.0037988+0.0002436i,0.006151+0.0017965i,0.010007+0.002579i,0.013668+0.0017489i,0.013413+0.00033632i,0.0098344+0.00044499i
0.0015673-3.4199e-05i,0.0019612-0.0010196i,0.0012311-0.0039468i,0.00018209-0.0056324i,-0.002436-0.0057687i,-0.0056997-0.006806i,-0.0081962-0.0082138i,-0.0089978-0.0096321i,-0.0063845-0.0067547i,-0.0022009-0.00065004i,0.0021337+0.00080242i,0.0046905-0.0040968i,0.0033169-0.0087512i,0.0011715-0.0069113i,0.00041311-0.0012042i,-0.00027624+0.0013786i,-0.0016109+0.001152i,-0.0022956+0.00094985i,-0.003373-0.00063546i,-0.0071604-0.0045053i,-0.011676-0.0090659i,-0.012314-0.0097187i,-0.0097613-0.0072005i
0.0028389-0.0005824i,0.0038664-0.00082942i,0.0034597-5.5074e-05i,0.0034001+0.00058152i,0.0078794+0.00069495i,0.015667-0.00018746i,0.020391-0.0028004i,0.016855-0.0035722i,0.0085314-0.0010512i,0.0028266+0.0024032i,0.0013405+0.0057955i,0.0013478+0.0074811i,0.00093455+0.0056582i,-0.00097995+0.0027992i,-0.0024161+0.001675i,-0.0015956+0.0011199i,-0.0011196-0.00022378i,-0.0011717-0.0014241i,0.00049186+0.0003151i,0.0045012+0.00481i,0.0087215+0.0091026i,0.0099695+0.010715i,0.0070699+0.009208i
-0.0014005-0.0013004i,-0.0013176-0.0019776i,-0.0022687-0.0040219i,-0.0023718-0.0027047i,-0.0032583+0.0022496i,-0.005058+0.0064657i,-0.004765+0.0070878i,-0.0014776+0.0038587i,-0.00091568+0.0011357i,-0.0043029-6.0473e-05i,-0.0077205-0.0013065i,-0.0078866-0.0012734i,-0.0027771+0.00051724i,0.0025978-0.0001246i,0.0023161-0.0031282i,-0.00065953-0.003897i,-0.0015371-0.0016965i,-0.00069646-0.00099978i,-0.0002955-0.0041876i,-0.0010896-0.0073893i,-0.0027997-0.0090968i,-0.0024227-0.01019i,0.0001623-0.008482i
0.0016886+0.00024882i,0.001822+0.00051578i,0.0013765+0.00056221i,0.00078188+0.00090734i,0.00014672+0.0015607i,-0.001285+0.0038159i,-0.0022296+0.0090441i,-0.0026389+0.010936i,-0.00073561+0.0063048i,0.0015482+0.00075303i,0.00092538-0.0023595i,-0.0022009-0.0030406i,-0.0056563-0.0012853i,-0.0054372+0.0016014i,-0.0019436+0.002215i,9.9935e-05+0.0010121i,0.0003325-0.00082773i,0.0014408-0.0016335i,0.0014216+0.001888i,-0.0011201+0.0081121i,-0.0041283+0.012109i,-0.005104+0.012192i,-0.0046083+0.0092674i
