0.0011123-0.00079483i,0.00083912-0.0019356i,-2.1499e-05-0.0033936i,-0.0002778-0.0034572i,-0.00087343-0.0022236i,-0.0011394+0.00011565i,-0.00027617+0.001173i,0.00077678+0.0011887i,0.0013299+0.00064661i,0.0015393-0.00072285i,0.00063154-0.00080106i,-0.00048482-0.00072971i,-0.00018235-0.00049044i,-9.114e-05-4.7738e-05i,-0.0010282+0.00017547i,-0.0015539+0.00037477i,-0.00075576+1.6037e-05i,2.218e-05+0.00038602i,-0.0001615+0.00096401i,-0.00024899+0.0006166i,-0.00026907-0.00029484i,-0.0010289-0.00091236i,-0.00094164-0.0003435i
0.0020582-0.00030461i,0.0017049-0.00072585i,0.0022631-0.0020603i,0.0018221-0.0018455i,0.00099643-0.00023865i,0.00040033+0.00054662i,9.9251e-05+0.0004792i,-5.1389e-05-6.3781e-05i,0.00064864-0.00010674i,0.0014042+0.00017039i,0.00054317+0.00029882i,-8.4295e-05+0.00041734i,2.5188e-05+0.00030117i,-0.00037847+0.0004764i,-0.00036076+0.00094475i,-0.00010939+0.0014946i,-0.00037306+0.0013102i,-0.00018612+0.00072272i,0.00028755+0.00098859i,0.0003096+0.001279i,0.00047986+0.00049984i,0.00084235-0.00021212i,0.00067698-0.00028411i
-0.0018477-0.00058568i,-0.0010255+0.0013869i,0.00023159+0.0024973i,0.0014107+0.0027305i,0.0022075+0.0026728i,0.0020687+0.0017955i,0.0015529+0.00070188i,0.00098366+0.00041591i,0.00046388+0.0011273i,0.00011533+0.0016318i,3.5722e-05+0.0011199i,-0.00026227+0.0004399i,0.00025286-0.0001416i,0.0015268-0.00062118i,0.0016266-6.9948e-05i,0.0010984+0.00038634i,0.00090113+0.0001817i,0.0011177+3.0897e-05i,0.00042771-0.00010015i,0.00049042-0.00046434i,0.00098041-0.00051211i,0.00095677-0.0012609i,0.00087962-0.0017278i
-0.00059891-0.0015722i,-0.00057207-0.0015886i,-0.0013717-0.0010514i,-0.0011925+0.0006363i,-7.9091e-05+0.0018755i,0.0013914+0.0013893i,0.0015403-0.00024411i,0.00088692-0.00042021i,0.0013609+0.00039163i,0.0011285+0.0005871i,0.00030495+0.00031786i,0.00085219-3.8059e-05i,0.0013457-1.8178e-05i,0.0010008-0.00042175i,0.0009486-0.0010567i,0.0006445-0.0012837i,9.2023e-05-0.0018493i,-0.00017721-0.00018531i,-0.00041319+0.0011633i,-0.0001987+0.0010006i,0.00029086+0.00070498i,0.00077838-0.00043625i,0.00096645-0.0012159i
-0.0014375-0.00026995i,-0.0015114+0.00034289i,-0.00087083+0.0005472i,0.00020849+0.00028465i,0.00094022+0.0011294i,0.00097912+0.0019425i,0.0007155+0.0019491i,0.00076496+0.0010196i,0.002157-0.00028387i,0.0026243-0.00032015i,0.001271-0.00038878i,0.00012527-0.00032801i,0.00011788-0.00037286i,0.00024635-0.00073375i,-5.0899e-05-0.00097359i,-0.00032653-0.00052571i,-0.00060521-0.00040813i,-0.00023166-0.00038242i,0.00077764-0.00011766i,0.001062+0.0002332i,0.00059873+0.00042395i,0.00030024+8.0614e-05i,-0.00026466+8.0779e-05i
-0.00021367-0.0021217i,-0.00020656-0.0019256i,-0.00094588-0.0020365i,-0.0011314-0.0015886i,-0.00064709+0.00010627i,0.0010688+0.0016524i,0.002084+0.0020084i,0.0012986+0.0015677i,0.00070182+0.0005461i,0.00055848-0.00096138i,0.00087291-0.0011661i,0.0010471-4.8659e-05i,0.0010726+0.0012872i,0.00078879+0.0016154i,0.0007528+0.00034903i,6.4289e-05-2.0896e-05i,-0.00072482+0.00031972i,-0.00023194+0.00029582i,0.00089737+0.00040698i,0.00064019+0.00042027i,-0.00029143+0.00015025i,0.00012667+0.00046115i,0.00064753+0.00076206i
0.0021751-0.00074169i,0.0016447-0.00079606i,0.0018689-0.0006944i,0.0015303-0.00048676i,0.00031762+0.00064883i,0.00054072+0.00096871i,0.0012798+0.00068986i,0.0011848+4.4912e-05i,0.00093129-0.0010532i,0.0002427-0.0012742i,-0.00038857-0.0011039i,-0.00050017-0.00036815i,0.00015311-7.8874e-05i,0.0014282+0.00012111i,0.0012764+0.00017997i,0.00033861+8.7962e-05i,0.00023259-6.4854e-06i,0.00052592-0.0010805i,0.00059621-0.0018204i,0.00070495-0.0011119i,0.0008334-0.0004265i,0.00028322-0.00024406i,0.00011276-0.0003338i
0.00075812-0.0015347i,4.3382e-05-0.001875i,-1.8861e-05-0.0025681i,0.00039868-0.0010351i,0.0011828+0.00097627i,0.0022031+0.0016909i,0.0018678+0.00075689i,0.00038165+0.00047931i,-0.00011717+0.0013924i,5.0627e-06+0.0017444i,0.00078345+0.00093157i,0.0011372+0.00040352i,0.0012196-0.00032057i,0.00090033-0.0016092i,0.00032033-0.0016375i,-0.00019195-0.0011643i,-0.00037622-0.00036839i,0.00036356+0.00044539i,0.00086839+0.00069632i,0.00035695+0.0001573i,8.4937e-05-0.00076852i,0.00070159-0.0013167i,0.00086498-0.0012084i
-0.00041172+0.00015096i,0.00059201-0.0011537i,0.0014138-0.0025366i,0.0015623-0.002387i,0.0015775-0.00077082i,0.0012342+0.00015511i,0.00073881-0.00031612i,0.00013285+0.00017458i,-8.9681e-06+0.0011881i,0.0011232+0.00089872i,0.00081711-0.00079299i,0.00021137-0.0017625i,4.8356e-05-0.0011009i,-0.00035213-0.00126i,-0.00039408-0.0011867i,0.00020704-8.7494e-05i,0.00028585+0.0001971i,-8.6647e-05-0.00012448i,0.00016512+0.00032418i,0.00045316+0.0005945i,0.00074265+8.6549e-05i,0.0013504-6.7757e-05i,0.0016565-0.00069177i
0.0015648+0.0016447i,0.0016936+0.0026942i,0.0016183+0.0030249i,0.0018969+0.0018095i,0.0014373+0.00040196i,0.0013224+0.00086237i,0.0014446+0.00060701i,0.00095566-0.00021137i,0.00058544-9.1732e-05i,0.0008936-0.0010142i,0.00078981-0.0013936i,-0.0006701-0.00048051i,-0.0014793-0.00028701i,-0.0009766+0.00030308i,-0.0011035+0.00097956i,-0.0014325+0.00037156i,-0.0013027+0.00043144i,-0.00084061+0.00099451i,-0.00010476+0.0013311i,-0.00012203+0.00079773i,-0.00026425+0.00017457i,-0.00068691+0.00012164i,-0.000952+0.00035486i
-0.0002157-0.0014969i,-0.0010007-0.0011647i,-0.00089049-0.00091632i,-0.00029664-5.5567e-05i,0.00020847+0.0020951i,0.00074002+0.0026007i,0.0012134+0.0018702i,0.0016955+0.0010737i,0.0022983+0.00041027i,0.0017496-0.00049933i,0.00047991-0.0011991i,0.00013051-0.00022955i,0.00032925+0.00089791i,0.0004592+0.0012586i,0.00088278+0.0009764i,0.00093238+0.00054153i,0.00024108+0.00032764i,-0.00053813+0.00057187i,-0.00085116+0.0007043i,-0.00088278-9.6678e-05i,-0.00070477-0.00038493i,-0.00013808-0.00015373i,0.00032139-0.00016616i
0.00082319+0.0014856i,0.0017374+0.0010293i,0.0028363+0.0013714i,0.0032602+0.00081189i,0.0025372+0.00014739i,0.0017013-0.00076705i,0.0015058-0.001152i,0.0012861-0.00055773i,0.0009767-0.00028863i,0.00070364-0.0005815i,0.0007009-0.00068286i,0.0011464+0.00062571i,0.0019454+0.00091168i,0.0017908+0.0002511i,0.0011004+0.00041098i,0.00052314+0.00032413i,0.00044467+9.5694e-05i,0.00027619+0.00046337i,0.00018009+0.00039918i,0.00057969-0.00016153i,0.00075636-0.00032576i,-0.00014672-0.00030214i,-0.0013648-0.00077485i
0.0011246+0.00098297i,0.00074128+0.00042198i,0.0011183+8.4977e-05i,0.0018388-0.0011986i,0.0022869-0.00095722i,0.0012093+0.00023945i,0.0010195+0.00013234i,0.00021839-0.00012535i,0.00020789-0.00046469i,0.00068948-4.4001e-05i,0.00023284+0.00022241i,0.00017675-0.00069787i,0.0011559-0.001502i,0.0015479-0.0014248i,0.0014161-0.0013224i,0.00080028-0.00094532i,0.00033182-0.00031991i,-0.00011386-0.00043894i,-0.00034088-0.00020316i,-0.00022049+8.9981e-05i,0.00017364-7.5789e-05i,0.0011711-0.00023545i,0.0010053-0.00028053i
0.0004973+0.000735i,0.00028414-0.0014234i,0.0020215-0.0025808i,0.0027689-0.0014923i,0.0015164-0.00042517i,0.0016285+0.00066535i,0.0018499+0.0003771i,0.00099197-0.0003069i,-0.00049197+0.00016493i,-0.00053771+0.00079758i,0.00034908+0.00099914i,0.00057065+1.269e-05i,0.00021199-0.0010767i,-0.00035393-0.0010778i,-0.00048002-0.0010287i,-0.00036265-0.00061002i,-0.00062453-0.00017903i,-0.00086023-4.6689e-05i,-0.00066968-7.3669e-05i,-0.00065839-0.00061656i,-0.00025663-0.00090676i,0.00074126-0.0013796i,0.00083285-0.00096252i
0.0019622+0.0017911i,0.0032215+0.0020907i,0.0039384+0.0012786i,0.0027921+0.00025574i,0.0011333+0.00047831i,0.00085834+0.00025302i,0.00084191-0.00063253i,0.00018982-0.00042284i,0.00025385+0.00077565i,0.00051935+0.0011007i,0.00066788+9.7778e-05i,-0.00033118-0.00045781i,-0.0018991+0.00045503i,-0.0016659+0.0012984i,-0.00086432+0.00051155i,5.8214e-05-0.0012566i,0.0010021-0.0015107i,0.0014666-0.00062457i,0.0016915-9.0185e-05i,0.00077212-1.9773e-05i,0.00077656-0.0005841i,0.0010476-0.00053821i,0.00031124+8.7528e-05i
0.0014427-8.3306e-05i,0.001063-0.00036753i,0.00128-0.00083254i,0.0018262+0.00017478i,0.0013035+0.0015964i,0.000428+0.001521i,-0.00016911+0.00085761i,-0.00056412+0.0008795i,9.0956e-05+0.0014345i,0.000884+0.00022814i,0.0010169-0.00062833i,0.0001748+0.00052926i,7.9038e-05+0.0016391i,0.00095016+0.0019868i,0.00077991+0.00075604i,0.00042409-0.00097215i,0.00039157-0.00081121i,0.00016484+0.00017301i,0.00013217+3.6757e-05i,1.0448e-05-0.00027983i,0.00015533-0.00021727i,0.00044494+9.3366e-05i,0.00019738-0.00014031i
4.1382e-05+0.0004308i,0.0012408+0.00038977i,0.0023594-0.00080585i,0.0019669-0.0013624i,0.0021201-0.00017467i,0.0026297+0.0010546i,0.0018936+0.0005759i,0.0013635+0.000184i,0.0020107+0.00019788i,0.0018823+1.1686e-05i,0.00090459-8.5559e-05i,0.00049392+0.00071761i,0.00095685+0.00055719i,0.0016627+1.9531e-05i,0.0015466+8.9247e-05i,0.00089473+9.8831e-05i,-7.3341e-05-0.00047978i,-3.8604e-05-0.00054021i,-0.00066675-0.00038176i,-0.0012382-0.0004877i,-0.00080213-0.00039182i,-0.00021996-0.00071844i,-0.00015719-0.00078263i
-0.00035079+0.00041505i,-0.00019483+0.00010407i,-0.00032027-0.00023309i,-0.0012617-0.0015054i,-0.00058147-0.0015205i,0.0018164+0.00036903i,0.0023576+0.0009643i,0.0011235-5.5318e-05i,0.00054017-0.0010033i,0.0010716-0.0012572i,0.00092552-0.00046578i,0.00095615+0.00066989i,0.0012992-0.00020954i,0.0010592-0.0014792i,0.00048273-0.0016284i,0.00046039-0.00085247i,4.7188e-05-0.00038246i,-0.00039579-0.00043846i,7.0142e-05-0.00039049i,0.0009689+0.00013609i,0.00077624+0.0003955i,0.00033492-0.00068345i,0.00059832-0.0017612i
0.0010816+0.00027196i,0.0019797-0.0006856i,0.0026412-0.0010952i,0.0023335-0.00010986i,0.00098093+0.001094i,0.00013617+0.001516i,0.00077213+0.0010535i,0.001303+0.00013265i,0.0011743+0.00014408i,0.00098395+0.00026618i,0.00074703-0.00020567i,0.0013559-0.00058319i,0.00074334-0.00064557i,-0.00076961-0.00083491i,-0.00114-0.00083751i,-0.001714+8.876e-05i,-0.0016841+0.0007368i,-9.65e-05+0.00039185i,0.0011586+0.00050983i,0.0011278+0.00073528i,0.0004697+0.00075074i,0.00043192+0.00019148i,0.0002674+7.5075e-05i
-0.00013305+0.00020121i,0.00014076-0.00081883i,0.00083863-0.00058084i,0.0015058-0.00025138i,0.0016423+0.00016216i,0.0013951+0.001132i,0.0017364+0.00092225i,0.0010724-0.0002749i,-0.00015716-0.00051785i,0.00014467+1.5784e-07i,0.00039831-0.00027682i,2.5773e-05-0.00075376i,6.7389e-06-4.6908e-06i,-0.0004641+0.0014572i,-0.0010071+0.0015308i,-0.00096086+0.0004776i,-0.00030158+3.335e-05i,-0.00012419-0.0002631i,0.00017892+5.3637e-05i,0.0010688+0.001178i,0.0012733+0.0010737i,0.00085457+0.00026158i,0.00011849+9.3796e-05i
-0.0022428+0.0016048i,-0.00041183+0.0016483i,0.0007739+0.0015887i,0.0020016+0.002072i,0.0036483+0.0018244i,0.0030463+0.00029877i,0.0016246-0.00075013i,0.00068535-2.654e-05i,0.00028149+0.001031i,0.00055316+0.0013426i,-0.00020206+0.00063923i,-0.00060896-0.00051006i,0.00048809-0.00081953i,0.00086407-0.00069463i,0.0012569-0.00080826i,0.0015654-0.00097877i,0.0012867-0.0013587i,0.00047454-0.0012313i,-7.7413e-05-0.00067175i,0.00013854-0.00089846i,0.00036997-0.00044426i,0.00044404+0.00047643i,8.2007e-05+0.00032497i
-0.0003214-0.00060393i,-0.00041278-0.00088753i,-0.00071025-0.0012529i,-0.00026408-0.00074366i,0.00020717+0.00086102i,0.0008761+0.0019i,0.0015025+0.0017951i,0.0011228+0.0011408i,0.00077009+0.0010341i,0.0013442+0.00059206i,0.0010478+5.4806e-05i,-0.00014954-0.00034129i,0.00035534-0.00025766i,0.0012958-0.00046843i,0.00075873-0.0015005i,9.0496e-05-0.0015479i,-0.00051511-0.00116i,-0.0014606-0.0010322i,-0.0014568-8.243e-05i,-0.0011534+0.00097736i,-0.00074964+0.00081063i,-0.00066532+0.00050056i,-0.00029267+0.0008385i
0.00023641-0.00097157i,0.00057099-0.0010916i,0.0012899-0.00072721i,0.0013752+8.1087e-05i,0.00011912+0.00094499i,0.00013791+0.0016829i,0.0012459+0.00069807i,0.0015724-0.00029823i,0.0016553-0.00014955i,0.0019963-0.00058668i,0.0016757-0.00036085i,0.00084765+0.00022164i,0.00037733+0.00022231i,-2.3012e-05-0.00056681i,-0.00046575-0.001225i,-0.0002685-0.0011481i,7.5695e-05-0.00046577i,-0.00037249+0.00013291i,-0.00060047+5.0689e-05i,-0.00027541+8.2485e-05i,0.00018801-5.5562e-05i,0.00063236-0.00017955i,0.00055028-0.00064231i
-0.00028023-0.0017219i,-7.8404e-05-0.0010018i,9.829e-05+4.4547e-05i,-0.00014877+0.00021845i,0.00025516+0.0004139i,0.00063214+0.0011822i,0.0010952+0.0010858i,0.0011863+0.00032549i,0.00091805-0.0006972i,0.0010359-0.0013883i,0.00068531-0.00034394i,0.00074033+0.00068167i,0.00096856+0.00034331i,0.00039716+0.00031581i,-8.3256e-08+0.00036967i,-0.00027869+0.00020505i,-0.0004351+0.00033596i,0.0001084+0.00033181i,0.001074+0.0007892i,0.00059975+0.0010677i,-1.6602e-05+0.00026599i,-0.00018703-0.00056484i,-0.00045894-0.0011366i
-0.0010486-0.0010429i,-0.0010604-0.0015389i,-0.00029966-0.00095627i,0.0012457+0.00074003i,0.0016233+0.0027942i,0.0023507+0.0029338i,0.0025183+0.00070555i,0.0011041-0.001008i,4.2739e-05-0.00061032i,0.00021251+0.00033692i,4.5699e-05+0.00013751i,0.00046493+0.00010823i,0.00095372+0.00060071i,0.00034744+0.00067676i,0.00046634+0.0012111i,0.0011435+0.0013218i,0.00073353+0.00038773i,1.2706e-05+0.0003216i,-6.4404e-06+0.0003417i,-0.00023957+0.00075425i,-0.00041468+0.00071634i,-0.0002681-8.1448e-05i,-8.9814e-05-0.00058517i
0.00027421+0.0018171i,0.0014271+0.0016918i,0.00284+0.0013952i,0.0025023+0.0013789i,0.00094529-0.00023056i,0.00043991-0.00097995i,0.00076404-0.00065818i,0.00077731-0.00045641i,0.00094136+0.00017966i,0.0012895+0.00066178i,0.0010267+0.0001389i,0.00070583-0.00029661i,0.00037481-7.1576e-05i,0.00049658+9.3661e-06i,0.0011437-0.00026123i,0.001536-0.00071589i,0.0012691-0.00093382i,0.0011728-0.00077457i,0.00086234-0.00072572i,0.00038246-0.001072i,0.00034797-0.0010463i,0.00060898-0.00055057i,0.00038485+0.0002997i
0.00048387-0.0018697i,0.00021558-0.0025765i,0.00013463-0.0018113i,-0.00015197-0.0002749i,-0.00016241+0.001301i,-0.00032077+0.0025286i,0.00015803+0.0016621i,0.00070551+0.00035512i,0.00064633+0.00033547i,0.0011704+0.00070486i,0.0018077+0.00031176i,0.00090525-0.00067436i,0.00011598-0.00095691i,0.00029336-0.0010677i,0.00024064-0.001244i,-0.00017272-0.00065777i,-8.9191e-05-0.00024658i,-0.00015258+8.8996e-05i,-0.00029307+0.0002238i,0.00055859+0.00035811i,0.0010721-0.00042513i,0.00064892-0.00051958i,-0.00023516+0.00013071i
0.00058997+0.0017803i,0.00096764+0.0014703i,0.00074207+0.0015071i,6.0083e-05+0.00094218i,-0.00068326+0.0001217i,0.00041553+0.00024989i,0.0017185+0.00043407i,0.0021349+0.00050953i,0.0023258-1.2605e-06i,0.0020759-0.0010013i,0.001208-0.00079761i,0.0004862-0.00048756i,0.000559-0.00046022i,0.00084243-0.00057425i,8.8559e-05-0.00076492i,-0.001822-0.00087915i,-0.0017522-0.00047601i,-0.0013354-9.6723e-05i,-0.00087179-0.00071707i,5.7879e-05-0.0012186i,-0.00062853-0.00059329i,-0.00043641-0.00022607i,-4.7883e-05+0.00045046i
0.0007827+0.0012253i,0.0010402+0.00060085i,0.002277+0.00048792i,0.0025776+0.00039487i,0.0020932+1.3361e-05i,0.0011946+0.000444i,0.0012888+0.0010703i,0.0016769+0.00024839i,0.0015423-0.00085769i,0.00032232-0.0010885i,-0.00023686-0.00082329i,0.00019378-0.00034508i,0.00015329+0.00056979i,-0.00033539+0.0011141i,-0.00038106+0.0010992i,-0.00064678+0.0012965i,-0.00098549+0.00061264i,-0.00057671+7.773e-05i,-1.9825e-06+0.00043207i,0.00023985+0.00028381i,-0.00044582+2.9089e-05i,-0.00057685+0.00022616i,0.00030446-0.00040286i
0.0034628-0.00038085i,0.0034967-0.00078873i,0.0039491-9.054e-05i,0.0041921+0.00067024i,0.0027344+0.00081839i,0.0011849+0.0006899i,0.00096768+0.00032834i,0.00091852-0.00075476i,0.00090804-0.0011781i,0.00051053-0.00082076i,0.00065914-0.00045446i,0.00041727-0.000181i,-0.00097267+0.00039393i,-0.001186+0.00050955i,0.00048509-0.00020327i,0.0017357+4.6415e-05i,0.0021453+0.00021664i,0.001734-0.00029918i,7.1731e-05+4.8289e-06i,-0.00086513+8.1933e-05i,-0.00010251-0.00051729i,0.00091494-0.00073042i,0.00034245-0.00049516i
-0.0018251+0.00086522i,-0.0014346+0.00085479i,0.00043315-0.00013974i,0.0019272-0.0008489i,0.001297+0.00044753i,0.00070739+0.00098799i,0.00097193+0.000232i,0.00018677+0.00012427i,-0.00027613+0.00054522i,0.0005881+0.00055164i,0.00085782-0.00016201i,0.0010292-0.00069343i,0.00075558-0.00023473i,-0.0002342-0.00046782i,-6.0625e-05-0.0015979i,0.00074505-0.0015753i,0.00088965-0.00072735i,0.00045486+3.0965e-05i,0.00045262+0.00061102i,0.0015467+0.00061619i,0.00228+0.00053147i,0.0012707+0.00027194i,0.00041577-0.00028606i
0.0041137-0.00056746i,0.0033429-0.0012005i,0.0023144-0.0032986i,0.0012658-0.0031064i,0.00073734-0.00042583i,0.00053434+0.0014505i,0.0003268+0.001451i,-1.5438e-05+0.0005043i,0.00023534+0.00079749i,0.0015651+0.00089828i,0.0015411-5.0872e-05i,0.00042627+0.00034464i,-0.00014346+0.0016983i,0.00017695+0.0017101i,-0.0002314+0.0002945i,-0.00093483-0.00018535i,-0.00066951+0.0003232i,-0.0002254+0.00019444i,0.00027395-0.00044307i,0.00043374-0.00010055i,0.00035379+0.00035161i,0.00039783-0.00031712i,0.00082382-0.0010239i
0.00090251+0.0023755i,0.0020375+0.0030412i,0.0025369+0.0031843i,0.0032138+0.0021496i,0.0035301+0.00076146i,0.0023369-0.00067623i,0.0015077-0.0001609i,0.0018375+0.00078478i,0.0022687+0.00048849i,0.0018909-0.0001199i,0.00089932-0.0012835i,0.00077109-0.0010309i,-4.6031e-05-0.00081693i,-0.0010958-0.00098092i,-0.0010778-0.00051874i,-0.00035287-0.0010132i,-0.00060978-0.00083807i,-0.00075064+0.0004951i,-0.0009696+0.00061725i,-0.00037749+4.8947e-05i,0.00035923+0.00014055i,6.92e-05+0.00071672i,0.00032963+0.00069598i
-0.00099007-0.0041039i,-0.0019759-0.0036125i,-0.0032718-0.0023076i,-0.0034767-0.00072421i,-0.0017345+0.0012784i,0.00040356+0.0016238i,0.0014796+0.00061079i,0.0024725-0.00052749i,0.0017542-0.00059507i,0.001106-0.00011932i,0.00092236+6.4517e-05i,0.00091945+0.00040793i,0.0017768-0.00038738i,0.0021746-0.0010096i,0.0019953-0.00056377i,0.00091845-0.00047697i,0.00030432-0.00016316i,0.00016374+0.00066832i,-0.00010643+0.0010484i,-1.5472e-05+0.0007971i,0.00031583+0.00041853i,0.00062503-0.000169i,0.0011702-0.00063417i
0.0023634+0.0026204i,0.0041004+0.0011794i,0.0053451-0.00031633i,0.0047742-0.0010755i,0.0033599-0.00032384i,0.0016707+0.00039028i,0.00056461-5.2765e-05i,0.00011288-0.00049943i,0.00058763-0.00092004i,0.0010502-0.00096354i,0.00052946-0.00010864i,0.00044951+0.00058159i,0.00066086+0.0010921i,0.00084398+0.00021841i,0.0003538-0.0004042i,-0.0007589-0.00026486i,-0.00072747+0.00036943i,-0.00050555+0.001279i,-0.00074604+0.0013812i,0.00012674+0.0012016i,0.00040117+0.00076237i,0.00022866-0.00014075i,0.00073662-0.00021167i
-5.765e-05-0.00011637i,-0.00011803-0.00013435i,-0.00024181-0.00026266i,0.00050429-1.8195e-05i,0.00072857+0.00084994i,0.0003963+0.0012719i,0.00027236+1.1255e-05i,0.00015343-0.0014508i,8.3229e-05-0.0010439i,5.7514e-05+0.0004734i,0.00014252+0.0014628i,0.0002747+0.0014408i,-0.00023141+0.00084181i,-0.000666-5.1063e-05i,-0.00077259-0.00074564i,-0.00063501-0.00079933i,-0.00025763-0.00041922i,-0.00030891+0.00014696i,-0.00020199+0.00067406i,-9.5857e-05+0.0011007i,-0.00018351+0.0007639i,-0.00029696-0.0002063i,-5.3147e-05-0.00036001i
0.0020571+0.00030211i,0.0016874-0.00035974i,0.0010948-0.0013644i,0.0003969-0.0012762i,2.5747e-05-0.00037584i,3.7382e-05+0.00039339i,0.0005287+0.00030864i,0.0011089+0.00048854i,0.001274+0.0013289i,0.0013869+0.0015921i,0.00076303+0.00043495i,-0.00015547-0.00010064i,-0.00036364+0.00095227i,-0.0004852+0.0020124i,-0.00050869+0.0019384i,-0.00067784+0.00052687i,-0.0002019-0.00014978i,0.00050491+0.00023361i,0.00015225+0.00044811i,5.3365e-05+0.00039321i,0.00012237-0.00015905i,0.00016449-0.00092243i,0.00055517-0.00057881i
-0.0012411-0.0010544i,-0.00056277-0.00025746i,0.0001491+0.0010197i,0.00036555+0.0014707i,0.00079138+0.001491i,0.001518+0.0017228i,0.0019429+0.0013877i,0.0015559+0.0014929i,0.0015219+0.0018074i,0.0021052+0.00093669i,0.0019014+0.00048272i,0.00080965+0.00079687i,8.6533e-05+0.0016078i,0.00051354+0.001499i,0.0009782+0.0008173i,0.00054868+0.00028381i,0.00033392-0.00024494i,0.00064549-0.00035562i,0.0009202+0.00052144i,0.00045141+0.00091091i,-6.4619e-05-3.3568e-05i,-4.6183e-05-0.00043853i,0.00031218-0.00011186i
-0.00066455-0.0012227i,-0.00086938-0.0016551i,-0.0016377-0.00086828i,-0.001088+0.00046476i,2.1568e-05+0.0025256i,0.0014263+0.003094i,0.0026793+0.0008893i,0.002768-0.00068674i,0.0029598-0.00066759i,0.003054-0.00024655i,0.0020011+0.00045053i,0.00095593+0.001173i,0.00131+0.00043694i,0.0017576-0.00078053i,0.0021893-0.0011599i,0.0021155-0.00070864i,0.0005363-0.00041834i,0.00017951+0.00029775i,0.00071385+0.00075733i,0.00026844-1.0375e-05i,0.00057535-0.00015968i,0.0017792+0.0006723i,0.0017056+0.00060283i
-0.00049586+6.9795e-05i,0.00042745+0.00016016i,0.0016546-0.00079492i,0.0016863-0.00056582i,0.00064812+0.0011142i,0.00039656+0.0015344i,0.0010022+0.0008728i,0.0018277-0.00019976i,0.002465-0.0017335i,0.0020999-0.0018811i,0.0014368-0.0014446i,0.0013479-0.00066158i,0.0019778-0.0005639i,0.001112-0.0017502i,8.413e-06-0.0022651i,-1.8326e-05-0.0015572i,-0.00050023-0.00089867i,-0.00084315-0.00061403i,-0.00033025-0.00048502i,-0.00024149-0.001085i,-7.3581e-05-0.00081985i,0.00096524+0.00015468i,0.00091998-0.00021731i
-0.00021693-0.00075873i,-0.0011568-0.0011683i,-0.0020166-0.0008338i,-0.0022564-0.00064323i,-0.0017412-0.00021181i,-0.00073287+0.0011663i,0.00042514+0.00084148i,0.0010151-0.00012286i,0.00033818-0.0010826i,-6.6324e-05-0.001645i,0.00037674-0.001235i,0.0011241-0.00093045i,0.0013302-0.00050114i,0.00084522-0.00040946i,0.00055498-4.9999e-05i,0.00030904+0.0003651i,8.4541e-05+0.00028644i,-0.00045832+0.00035511i,-0.00068382+0.0010587i,-0.00030567+0.0010412i,-0.00046351+0.00070946i,-0.0002903+0.0010689i,-4.6878e-05+0.00079601i
0.0002138+0.00054158i,0.0012197+0.00033992i,0.001807+0.00062505i,0.0011501+0.00099833i,0.00057478+0.0013763i,0.00086569+0.0021803i,0.00089472+0.0021143i,-0.00011605+0.00091935i,-0.00073889+0.00037702i,-0.0005293-0.00038756i,-0.00123-0.00055535i,-0.0010678-0.00021043i,-0.00079841-2.5428e-05i,-0.00058077+0.00072135i,-0.00038609+0.0017598i,-0.00020321+0.0012841i,-0.00015256+0.00028899i,-0.0001753+0.00054758i,4.6388e-05+0.00069515i,0.0002732+0.00047522i,0.00053155+0.00052771i,0.00024113+0.00011664i,-0.00016686+8.5391e-05i
-0.00042758-0.00088347i,-0.00025955+0.00048281i,0.00061027+0.0010868i,0.0013945+0.0014374i,0.0012524+0.0017981i,0.00096397+0.0016688i,0.0012985+0.0013327i,0.00071714+0.00069896i,-7.5174e-05+0.0014791i,-0.00099942+0.0021253i,-0.0012547+0.0019583i,-0.00070335+0.0021628i,-0.00056512+0.0021662i,0.00055799+0.0014632i,0.0019249+0.00040096i,0.0012098-0.0012131i,-0.000163-0.0014417i,-0.00063655-0.00076452i,-0.00059856-0.00079708i,0.0002031-0.00083452i,0.0013163-0.0004794i,0.001514-0.0003298i,0.00076535-0.00039253i
0.00084066-0.0012245i,6.6379e-06-0.0013984i,-0.00082209-0.0021998i,-0.0007398-0.00089092i,-0.00039046+0.0017059i,0.00037918+0.002185i,0.0012923+0.0010131i,0.0020523+0.00031118i,0.0027999+0.0014955i,0.0028607+0.0021049i,0.0017753+0.0011218i,0.00074313+0.00064927i,0.0011771+0.00090323i,0.0022523+0.0005621i,0.0017526-0.0012784i,0.00031189-0.001897i,0.00038305-0.0014809i,0.00048741-0.0010383i,0.00070615-0.00015073i,0.0010554-1.1388e-06i,0.00047509-5.4028e-05i,-5.3941e-05+0.00037785i,0.00024319+0.00039189i
