-0.0016792+0.0007926i,-0.0012047-0.00086569i,-0.0010798-0.00041442i,-0.00056443+0.0010469i,3.8229e-05+0.0016572i,3.0453e-05+0.00099918i,-2.2498e-05+0.00091133i,0.00013145+0.0012333i,0.00045658+0.00064335i,0.00069057-0.00027955i,0.0011584-0.00035216i,0.00078447+4.1782e-05i,6.8202e-05+6.4279e-05i,-0.00036971-0.00021672i,-0.00017882+0.00020825i,0.0002004+0.00042924i,1.7406e-05-0.00061173i,-0.00051444-0.00061861i,-0.00030869+0.00027817i,-0.00010166+0.00056728i,-0.00027709+0.0001958i,-0.00084941-0.00093973i,-0.0011278-0.00099937i
-0.00032998-0.0019377i,-0.00051976-0.00096194i,-0.0011381+0.00087041i,-0.0014727+0.0021648i,-0.00096894+0.0020041i,0.00045348+0.00051634i,0.0011061-0.0015755i,0.0009021-0.0021733i,-0.00027692-0.0013755i,-0.0010854-0.00051684i,-0.00095498-2.4211e-05i,-0.0013314+0.00095161i,-0.00061024+0.0011444i,0.00064599+0.0013696i,0.00028615+0.0012337i,-9.9107e-05+0.00048377i,-1.4125e-05-0.00052137i,-0.00028522-0.00085564i,-0.0004715-0.00049954i,-0.00053593-0.00040193i,-0.00085101+0.00019768i,-0.0014999+0.00056222i,-0.0010095-0.00016301i
-0.00064538-0.0032089i,-0.0014279-0.0019324i,-0.0024864-0.00072421i,-0.0021069+0.00078157i,-0.00057107+0.0022981i,0.00033237+0.0021528i,0.00023396+0.00046968i,-5.3042e-05-0.00098939i,-0.00070078-0.0010763i,-0.00041084-0.00014876i,0.000171+0.00090306i,0.00070202+0.00091491i,0.0006791-0.0002084i,8.7488e-05-0.00089312i,-0.00051756-0.00030127i,-0.00064311-6.6481e-05i,0.00026407-0.00026759i,0.0010001-0.0004126i,0.00048175-0.00010715i,0.00054043-0.00027534i,0.0012894-0.0008964i,0.0017727+0.00021462i,0.001422+0.0010727i
-0.0010057+0.00099427i,-0.00076845+8.4114e-05i,-0.00085872+0.00034431i,-0.00083292+0.0016734i,0.0011324+0.0015634i,0.0024715+0.0010298i,0.0020918+0.000121i,0.0010592-0.0002389i,0.00015299-0.00014315i,0.00042667-0.00046792i,0.00080351-0.00059816i,0.00073959-0.0010116i,0.00058562-0.00061466i,-0.00041414+8.4422e-05i,-0.00064582+0.00038667i,-0.00039713+8.1848e-05i,0.00022193-0.0006105i,0.00092469-0.00085504i,0.00070669-0.00099567i,0.00028482-0.00043907i,0.00044091-2.7098e-05i,0.00066539-1.6684e-05i,0.0004358-4.1207e-05i
0.00061457+0.00099794i,-1.8608e-05+0.0013834i,0.00048496+0.0015732i,0.0007053+0.0022725i,0.0012159+0.0020674i,0.0014081+0.00057469i,0.00092944-0.00046956i,0.00069988-0.00068934i,0.00022982-0.0002324i,5.7141e-05+0.00012801i,-0.00057612-0.00030249i,-0.0013272-0.00032387i,-0.00098221+3.221e-05i,-0.00023238+0.0001504i,-0.00014073+7.4647e-05i,-0.00044266+0.00021017i,-0.00016195+0.00024376i,0.00058164+0.00045632i,0.0013738+8.8858e-05i,0.0014615+7.5745e-06i,0.0013421-0.00021049i,0.0013633-0.00060891i,0.00096442+6.2227e-05i
3.9507e-05-0.0006292i,0.00011974-0.00042522i,0.00029863+0.00070614i,0.00052493+0.0015826i,0.0012506+0.0013955i,0.0020258+0.00041434i,0.0016068-0.00080369i,0.00083643-0.00073087i,0.00029424-0.00075817i,-4.552e-05-8.6452e-05i,5.7032e-05+0.00035451i,-3.6408e-05-0.00033999i,6.5722e-05-0.00014259i,0.00036797+0.00053537i,0.00030667+0.00035716i,0.00029151+0.00069316i,-0.00011583+0.0010575i,-7.4795e-05+0.001005i,0.00062121+0.0016993i,-2.9526e-06+0.0014124i,-0.00076289+0.00013662i,-0.00087191-0.00036945i,-0.00044539-7.5928e-05i
-0.0029075+0.0014474i,-0.0018105+0.0016847i,-0.0015153+0.0030376i,0.0001193+0.0048076i,0.0021833+0.0049061i,0.0024958+0.0021378i,0.0020506+0.00071281i,0.001017+0.0005762i,-0.00036051+0.00022702i,-0.00061465+0.00075614i,0.0005259+0.0012793i,0.0014274+0.00093122i,0.00084183+0.0004688i,0.00095114+0.00015329i,0.00099555-0.00016048i,0.00032919-0.00022017i,-0.0005657-0.00017736i,-0.00086228+0.00016775i,-0.00086736+0.00020758i,-0.0015507-0.00054718i,-0.0013088-0.00046284i,-0.00019319+0.00027621i,0.00066888-5.7924e-05i
-0.00015641+0.0028199i,-0.00050867+0.0020327i,0.00062567+0.0021947i,0.0013126+0.0024089i,0.0018654+0.0010738i,0.0018386-0.00016405i,0.00080762-0.00040468i,-9.6961e-05+7.339e-05i,-0.00061694+0.00083426i,-0.00017371+0.00071985i,0.00049745-8.1461e-05i,0.00094642-0.00093505i,0.0012998-8.2741e-05i,0.0009159+0.00055931i,-0.00021455+8.8775e-05i,-0.00064693-2.4161e-05i,-0.00062975-0.00010103i,-0.00049281+5.3644e-05i,-0.00045095+0.00040181i,-0.00045907-0.0004348i,-0.00065236-0.0009421i,-0.00084431-0.00032958i,-0.00034651+0.00031642i
-0.0022824+0.00075338i,-0.00077738+0.0019237i,-8.2654e-05+0.002702i,0.0008728+0.0028672i,0.0010551+0.0025351i,0.00083472+0.0011609i,0.00073759+0.00037105i,0.0010992+0.00086493i,0.001135+0.0017288i,0.00062979+0.0015451i,0.00029137+0.00065004i,-2.6046e-05-0.00039701i,-0.0001531-0.00060041i,0.00075282-0.00027057i,0.0010484-0.0003175i,0.00057136-0.00061035i,0.00028888-0.0011596i,-0.00021893-0.00081325i,-0.0013154-0.00011965i,-0.0010739-0.00076516i,-6.0006e-05-0.0015066i,0.00044-0.0012245i,0.00049186-8.0928e-05i
-0.00067552+0.0006579i,-0.0010681+0.00093436i,-0.0012907+0.0014033i,-0.00040743+0.0010511i,0.00056807+0.00081308i,0.0015229+0.00046915i,0.0023249-0.00019462i,0.0021818-1.1472e-07i,0.0011081-0.00018519i,0.00082028-0.00064392i,0.00075175-5.3754e-06i,0.00063552+0.00068373i,0.00097702+0.0003896i,0.00098328+0.00065359i,0.00084323+0.00097872i,0.00033348+0.00020658i,0.00012794-0.00044177i,0.0004445-0.00088816i,0.00048791-0.00056829i,0.00052267+3.2428e-05i,-0.00011834-0.00019602i,-0.00056961-0.00036799i,-0.00042483-0.00023379i
0.00065767+0.00060011i,0.00028713+0.0015312i,-0.00043703+0.0016572i,0.00024427+0.0022187i,0.0019765+0.0021664i,0.0017405+0.00035438i,0.00020252-0.0011314i,-5.5908e-05-0.0020781i,0.00069369-0.0022306i,-1.1378e-05-0.0011354i,-0.0008693-0.00025437i,-9.7817e-05+1.0319e-05i,0.00078714+0.00083618i,0.00095785+0.00086813i,0.00096014+0.00038476i,0.0014303+0.00022343i,0.0015455+0.00021019i,0.0016833+3.6644e-05i,0.0020308-3.4611e-05i,0.0012657+0.00044207i,0.000194+0.00039239i,0.00023987+0.000133i,0.00054057-0.00017538i
0.0021426-0.00068296i,0.00099116-0.00013751i,-7.7328e-05+0.00053622i,-0.00023673+0.0012485i,0.00059804+0.0016517i,0.0019669+0.00047011i,0.0022232-0.00068377i,0.0012127-0.00079247i,-0.00018422-0.00039083i,-0.0011439-0.00013375i,-0.00054524-0.00025298i,0.00018534-8.6919e-05i,5.5616e-05+0.00042124i,-0.0010279+0.00018362i,-0.0012377-6.0819e-05i,-0.00077705+0.00081554i,-0.00025871+0.0011061i,0.00044004+0.00068666i,0.00070057+0.00069708i,0.00034141+0.00093993i,0.00055279+0.00026956i,0.00089639-0.00025978i,-0.0002227+0.00017145i
-0.0018157+0.00064975i,-0.0010929+0.00068055i,-0.0016494+0.0029371i,-0.0010171+0.0043257i,0.00035009+0.003626i,0.001457+0.001043i,0.001642-0.00060108i,0.0017698-0.00021828i,0.001739-0.00010449i,0.00074889+0.00057919i,-0.00040578+0.00097782i,-0.00084727-0.00012064i,-0.0001583-0.00052374i,0.0004125-0.00043909i,0.00040429-0.00051654i,-0.00036881+9.8816e-05i,-0.00037569+0.00070613i,0.00095668+0.0008749i,0.00091337+0.0010865i,-0.00052682+0.00098575i,-0.0010116+0.00038685i,-0.00022185+0.00039308i,0.00068318+0.00075008i
0.00065655+0.0012521i,-0.00065555+0.0014447i,-0.0016489+0.0017907i,-0.0014454+0.001785i,-0.00036702+0.0019233i,0.00051943+0.0014664i,0.00051193-0.00043001i,0.0010827-0.002314i,0.0013905-0.0024483i,0.0004045-0.001762i,-0.00073618-0.00089147i,-0.00093155-0.00048249i,-0.00039938-0.00022253i,0.00037562+0.00035972i,0.00035242+0.000589i,-0.00048324+0.00011056i,-0.0011057+0.00020052i,-0.0018319+0.00034298i,-0.0021621-0.0003408i,-0.0012982-0.00071345i,-0.0012799-0.00062582i,-0.0014648-0.00019045i,-0.001004+0.0002629i
-0.00021793+0.0022248i,3.9385e-05+0.0013071i,-1.7452e-05+0.00061995i,0.0010645+0.00061918i,0.0015579+0.00031241i,0.0021036-0.0010871i,0.002291-0.0016159i,0.0012302-0.0012158i,-0.00028761-0.00097492i,-0.0011254-0.00090175i,-0.00079401-0.00027557i,0.0001953+0.00012723i,0.00095454-0.00013149i,0.0010023+8.0097e-05i,0.00038736+0.00043384i,-0.00016625-0.00011877i,-0.00060284-0.0008182i,-0.00063594-0.001415i,-0.00070734-0.0018146i,-0.00091758-0.0016498i,-0.0011234-0.0012294i,-0.0011566-0.0012907i,-0.0004458-0.0012408i
0.00052835-0.00038464i,0.00053321+0.001081i,0.00034141+0.00039188i,0.00039906+0.00024518i,0.00020484+0.00011305i,0.00020888-0.00057032i,0.00041347-0.0010155i,0.00050909-0.0011883i,-0.00022726-0.00080667i,-0.00083301+0.00017939i,-0.00055088+0.0003319i,0.00029918-0.00063254i,0.0009162-0.00016481i,0.00074902+0.00088282i,0.0010461+0.00037335i,0.0011664-3.9673e-05i,0.00066321+6.3609e-05i,-8.7199e-05+8.3895e-05i,8.5943e-05-0.000349i,0.00065307-0.00057475i,0.00044632-0.00066336i,0.00013073-0.0007448i,4.0263e-05-0.00096098i
-0.0029144+0.0014672i,-0.0023019+0.0022497i,-0.0012189+0.0033527i,0.00066156+0.0035873i,0.0024163+0.0031892i,0.003232+0.002108i,0.0031758+0.00067247i,0.0024308-0.00037987i,0.0010176-6.3778e-05i,0.00084307+0.00091985i,0.0010536+0.0012721i,0.00060378+0.0006703i,-7.871e-05-0.00040818i,-0.00072227-0.00053175i,-0.00088853-2.3669e-05i,-0.00012751-6.2499e-05i,0.00035276-0.00044946i,0.00023754-0.00020545i,0.00059805-0.00029169i,0.0012627-0.00017276i,0.0016356-0.00014092i,0.0014809-0.00066166i,0.00070734-0.00023726i
0.0010797+0.00058167i,-0.00064916+0.00075856i,-0.0014428+0.0011707i,-0.00045495+0.0019877i,0.00090145+0.0018185i,0.0011458-3.0743e-05i,0.0012235-0.0019261i,0.0017738-0.0024399i,0.0023042-0.0019404i,0.0020501-0.0015366i,0.00093662-0.00096552i,-0.00026227+0.0004707i,-0.00053376+0.0016944i,-4.1174e-05+0.0017777i,-0.00011336+0.0014322i,-0.00031319+0.001671i,2.5889e-05+0.00084284i,0.0011198+0.00013959i,0.00097109+0.00063414i,0.00021637+0.0005812i,0.00022542+0.00015653i,-4.6781e-05-2.8711e-05i,-0.00025341-9.2098e-05i
0.0018202+0.0010854i,0.0020151+0.00056029i,0.0015517+0.00027518i,5.2363e-05+0.00034182i,-0.001477+0.0001074i,-0.0011682+6.9722e-06i,0.00018539+0.00024052i,0.00013822-0.0006936i,-0.00074547-0.0017113i,-0.0013758-0.0014288i,-0.0010579-0.00057924i,-0.00058381-0.0003489i,0.00073998-0.0005683i,0.0010379-0.00090675i,-0.0002372-0.0011163i,-0.00071564-0.00029889i,-0.00012932+0.00079058i,0.00014155+0.00085428i,-3.6434e-05+0.00036096i,-0.0002843+9.7773e-05i,-0.0010463+0.00030195i,-0.0010007+0.00096787i,-8.3817e-05+0.00055926i
0.0018201-0.0016638i,-1.5132e-06-0.00072935i,-0.0013098+0.00046078i,-0.00083879+0.0013248i,0.00028619+0.001865i,0.0011147+0.0020695i,0.0010648+0.0011809i,7.1921e-05+0.00010877i,-0.0007971+0.00065936i,-0.0010141+0.0014352i,-0.00028228+0.00089719i,0.0002445-0.00034949i,0.00033424-0.0004257i,0.00047446+0.00049164i,0.00039476+0.00078299i,-0.00048356+0.00068596i,-0.0015593+0.00026368i,-0.0022005+8.1022e-05i,-0.0018642+0.00012985i,-0.00056167+6.2106e-05i,-0.00022535+0.00018717i,-0.00028948+0.00017447i,5.1674e-05+0.00059929i
0.0013884-0.00033844i,0.00134-0.00024883i,0.0009355+0.0011291i,0.00069881+0.0016226i,0.001113+0.00080002i,0.0014695-0.0010791i,0.0013394-0.0023206i,0.0014437-0.0017946i,0.0016621-0.00091457i,0.0016362-0.00032144i,0.0010041+1.313e-05i,0.00051281+0.00060094i,-0.0010254+0.00054914i,-0.0017433+6.6641e-05i,-0.0011035+0.0003386i,-0.00089102+0.00053899i,-0.00075048+0.00043781i,-0.00075967+0.00066665i,-0.0013168+0.00027242i,-0.0010646+0.00026219i,-0.00016826+0.00066803i,0.00026997+0.0002388i,-3.8802e-05+0.00027431i
0.0015676+0.00098482i,0.0013344+0.0013941i,0.0012079+0.0018791i,0.00072905+0.0021196i,0.00045919+0.0027965i,0.00070575+0.0021842i,0.0010124+0.0014033i,0.0011803+0.0005879i,0.00043571-6.6492e-05i,-0.0006705-0.00010649i,-0.00026126+8.2093e-05i,0.00039438+0.00052176i,0.00029628+0.0005013i,7.2167e-05+0.0004635i,-0.00071439+0.00019459i,-0.00037567-0.00097616i,0.00027185-0.00088048i,0.00058896-0.00063453i,0.00063466-0.0012513i,9.2761e-05-0.0014315i,-0.00028125-0.0014709i,-0.00049425-0.00045571i,-0.00045339+0.00057556i
0.00018663+0.0003841i,-0.00087772+0.00054999i,-0.0017121+0.0013919i,-0.00036839+0.0021641i,0.002138+0.0017757i,0.0029723+0.00068853i,0.001798-0.00016369i,0.00065186+2.0092e-05i,0.00014872+0.00039736i,-0.00073516+0.00053723i,-0.00019674+0.00069996i,0.00090983+0.00072032i,0.00084693+0.00053609i,0.00086061+0.00016533i,0.000836-0.0005692i,0.00012099-0.00075159i,0.000423-0.00017755i,0.00076204-0.00070775i,0.00098838-0.00070902i,0.0011212-9.8289e-05i,0.00083642-0.00053191i,0.00030882-0.0007648i,-0.00022388-0.00028625i
0.0011559+0.00090609i,0.00087641+0.00021108i,0.0010578+0.00028557i,0.00099073+0.0014757i,0.00022752+0.0016476i,0.00019049+0.00010657i,0.0010137-0.00046682i,0.00089197-0.00032965i,-0.00014175+0.00024489i,-0.00073721+0.0013238i,-0.00034322+0.00078202i,-0.00013273-0.00051277i,-0.00024651-0.00033201i,-0.00031712+0.00056025i,-0.00015394-1.4997e-05i,0.00025036-0.0011884i,0.00084353-0.0010567i,0.0012227-9.9323e-05i,0.00087901+0.00051701i,0.00032713-0.0001447i,0.000638-0.00068937i,0.00099571-0.00074833i,0.00077635-0.00072617i
0.00085461-0.000235i,0.00065008+0.00019115i,-0.00035071+0.0014422i,-0.00041522+0.0036889i,-0.00012065+0.0042145i,0.00044411+0.0027888i,0.0014868+0.0015885i,0.00061436+0.00077794i,-0.00012608+0.00035568i,5.1461e-05+0.00064667i,0.00031407-1.959e-05i,0.00085927+0.00021957i,0.00023626+0.0015768i,-0.00041544+0.0017998i,-0.00029052+0.0010634i,-0.00062626+0.0005001i,-0.00056945+0.00031544i,7.0343e-05-9.3283e-06i,0.00077993-1.4978e-05i,0.00086524-4.0668e-05i,-5.7541e-06-0.00022568i,-0.00013949+0.00046581i,0.00013415+0.00054345i
-0.00055606-0.00052369i,-0.00061543+0.0007705i,-0.00051679+0.0016133i,-0.00048359+0.0016336i,8.7642e-07+0.0011097i,0.0020831+4.0292e-05i,0.0024461-0.00028279i,0.0015327-0.00068166i,0.00096254-0.0012867i,3.289e-05-0.0014167i,-0.0010429-0.00063798i,-0.0011629-0.00013256i,-5.8084e-05+0.00044057i,0.00011194+0.0014396i,-0.00020636+0.0011524i,-0.00039889+0.00089505i,-0.00096898+0.00053808i,-0.00074007-0.00041998i,-0.00014838-0.00043093i,0.00010253+0.00030285i,-0.00035615+0.00065359i,-0.00027924+0.0014871i,0.00020014+0.0015681i
-6.8922e-05+0.00050299i,-0.00056455+0.00013724i,-0.0013159+0.00083148i,-0.00074081+0.0017987i,-0.00031748+0.0010588i,-0.00032282+0.00022319i,-0.00017614-0.00017715i,-0.00057889-0.00046187i,-0.0008953-0.00048354i,-0.00084018-0.00020841i,-0.00029258-0.00020268i,0.00014899-0.00079115i,2.7328e-05-0.00026338i,0.00028255-0.00040049i,0.00015652-0.00092176i,-0.00098602-0.0008812i,-0.0012225-0.00043655i,-0.00061655+0.00078754i,-0.00061138+0.0015022i,-0.00058958+0.00058741i,2.9776e-05-0.00028686i,0.0004174-0.00067711i,0.00023878-0.0011285i
-0.00079625+0.0030111i,-6.5113e-05+0.0016688i,2.7332e-05+0.0011397i,0.0017118+0.0015676i,0.0034273+0.0021031i,0.0037026+0.00117i,0.0030291-0.00082858i,0.0015421-0.001028i,0.00042372+0.00053198i,0.00093285+0.0014323i,0.0017064+0.0011515i,0.001376-0.00027596i,-0.00015858-0.0016447i,-0.00042409-0.001175i,0.00011913-0.00060573i,9.3585e-05-0.00091718i,0.00031068-0.00089956i,0.00029966-0.00065287i,-0.00052975-0.00013961i,-0.00097052-0.00021546i,-0.00086665-0.00044944i,-0.00021936-0.00029806i,0.00055683+3.069e-06i
-0.0018723+1.4886e-06i,-0.0015658+0.0013913i,-0.00019515+0.0028686i,0.0010934+0.0033126i,0.0013798+0.0021462i,0.0011941+0.00027816i,0.0012651-0.00084172i,0.0012879-0.0013128i,0.00089349-0.001228i,0.00018031-0.00032479i,-0.00017884+0.00036726i,0.00044884+0.00066966i,0.0009771+0.00044606i,0.00078035+0.00069468i,0.00020777+0.00086923i,-0.00019535+0.0002242i,5.4279e-05-0.00028827i,0.00027352-0.00020186i,-0.00015561-0.000829i,-0.00054254-0.0017749i,-0.00027791-0.0017136i,-0.00041854-0.0007518i,-0.00019818-0.00040408i
-0.00037885+0.0016329i,-0.00061094+0.0028187i,-0.00036114+0.0048558i,-0.00038986+0.0063942i,9.098e-05+0.0053808i,0.00082141+0.0031009i,0.0010768+0.0020161i,0.0013345+0.0013673i,0.0010704+0.00074005i,0.0011863+0.00095172i,0.00075327+0.00078962i,-0.00017943+0.00053382i,-0.00027766+0.00035303i,0.00088836-1.7026e-05i,0.0017309+0.00030372i,0.00085724+9.1489e-05i,-0.00058797-0.00054726i,-0.0010565-0.00071804i,-0.0014394-0.00061809i,-0.0012142-0.00056345i,-0.0002992-0.00081156i,0.00067672-0.00055517i,0.00071538+0.00032628i
-0.0031371-0.0015485i,-0.0048988+0.00051009i,-0.005955+0.002854i,-0.0040373+0.0045226i,-0.00014805+0.0029943i,0.0026173+0.00020516i,0.0017868-0.0011972i,0.00023414-0.0021442i,-0.00030757-0.001838i,-0.0011464-0.0002711i,-0.0011586+0.00085306i,2.1541e-05+0.00090566i,0.00063616+0.00068132i,0.00084338+0.00074409i,0.0012392+0.00074742i,0.0010098+0.001002i,0.00015741+0.00091879i,-0.00028912-0.00010714i,-0.00015381-0.00096956i,0.00067146-0.00067679i,0.0015125-0.0001211i,0.00092595+0.00018572i,-0.00065142+4.067e-05i
-0.0022378-0.0041308i,-0.0027925-0.003227i,-0.0041393-0.0028435i,-0.0044968-0.00028815i,-0.003663+0.0017688i,-0.0011176+0.00098565i,0.0002041-0.00070673i,-0.00035463-0.0012244i,-0.0020055-0.0010833i,-0.0023097+0.00037817i,-0.0010982+0.0017835i,-0.00014398+0.00095093i,-0.00044858+0.00024561i,-0.0011506+0.00091467i,-0.0011608+0.0016051i,-0.00082048+0.0015687i,0.00033458+0.0010008i,0.0018271+0.00032972i,0.0022676+1.3194e-05i,0.0022467+0.00066553i,0.0013246+0.00099972i,0.00059676+0.00020616i,0.00084661-0.00031609i
-0.0015336-0.0023263i,-0.00079602-0.0020204i,0.00028382+0.0005358i,0.0010332+0.0035245i,0.0015147+0.0046365i,0.0019773+0.0027125i,0.0025082+0.00011732i,0.0019282-0.00051398i,0.00082103+3.849e-05i,0.00058432+0.00025676i,-1.533e-05-8.6787e-05i,-0.0011843-0.00047716i,-0.0011103-0.00010749i,0.00021817+0.00051624i,0.0002475+0.00044869i,-0.0010492+2.1736e-05i,-0.00116+0.00042631i,-9.9169e-06+0.0010655i,0.00084729+0.001816i,-2.0654e-05+0.0016039i,-0.0010338+0.0007799i,-0.00080962+0.0007392i,-0.00048302+0.0009457i
0.00057618-0.0022264i,-0.00047582+0.00033149i,-0.0010802+0.0033741i,-0.00045736+0.0045651i,0.00047976+0.0037376i,0.0016681+0.0016333i,0.0023451-0.00024365i,0.0022501-0.0012399i,0.00088554-0.0013204i,-0.001036-0.00028058i,-0.0013443+0.00019049i,-0.00027201-0.00042788i,-4.4391e-05-0.0004185i,-0.00094041+0.00011398i,-0.0015757+0.00048341i,-0.0016603+0.00033189i,-0.0015224+0.00035076i,-0.00093182+0.0010464i,0.00010009+0.0010665i,-0.00028311+0.0002544i,-0.0010619-0.00043695i,-0.00030141-6.1328e-05i,0.00083589+0.00044636i
-0.00065154-0.0011192i,-0.0023296-0.0009331i,-0.0051824+9.8586e-05i,-0.0067414+0.0024267i,-0.0044114+0.0034532i,-0.0019478+0.002216i,-0.00022181-4.8517e-05i,0.00090395-0.00091784i,-0.00014028-0.00077871i,-0.00047813+0.00014845i,0.00014965+0.00083778i,0.00071549+0.00022942i,0.0010419-0.0004807i,0.0013738-0.00080888i,0.00099481-0.001237i,0.00036753-0.0015932i,-0.00018787-0.0014285i,-0.00069237-0.00097374i,-0.0010419+0.00029931i,-0.0015606+0.00076823i,-0.0010895-0.00017776i,0.00030735-0.00059715i,0.00064503+0.00020901i
-0.00014892-0.0027466i,-0.0016151-0.0034365i,-0.0022832-0.0035718i,-0.0020957-0.00073442i,-0.0015791+0.002178i,0.00055311+0.0021907i,0.0015043+0.00047506i,0.00012493-0.0010447i,-0.00056829-0.0018292i,-0.00059512-0.00099103i,-0.0006544-7.8261e-05i,-0.00024161+0.00031949i,0.001223+0.000721i,0.0018475+0.001137i,0.00143+0.00072905i,0.0017808-0.00029967i,0.0012175-0.00078503i,0.00018084-0.0010426i,-9.6949e-05-0.0011002i,-0.00045554-0.0012509i,-0.00022997-0.00082506i,-0.00037641+0.00030012i,-0.00048006+0.00064197i
0.002297-0.0021695i,0.0019634-0.0021779i,0.00065824-0.0023794i,-0.00010367-0.0011434i,0.00010346-0.0001238i,0.0016468-0.00062128i,0.0025506-0.0013101i,0.001956-0.0011817i,0.00015542+0.00014736i,-0.0012366+0.0011497i,-0.00091537+0.00084549i,-0.00073132+0.00053729i,-0.00088856+0.00069661i,-3.3431e-05+0.00075643i,0.00026303+0.00069836i,-0.00030973+0.00023287i,-8.1796e-05-0.00018108i,0.0010227-0.00041285i,0.0015413-0.0013271i,0.00094093-0.0014543i,0.0004958-0.00048571i,-4.962e-05+0.00020008i,-0.00061697+0.0003671i
0.00037195-0.0001278i,0.0012641+0.0017574i,0.0013231+0.0027213i,0.00016067+0.002568i,-0.00068211+0.0019435i,0.00027051+0.0019518i,0.0017109+0.0015585i,0.0029672-6.1966e-05i,0.0028768-0.00046436i,0.0012834+0.00086695i,-4.9081e-05+0.0018066i,-0.00061129+0.0020329i,-0.00065212+0.0019289i,-0.00041948+0.0015519i,0.00030038+0.002324i,0.00080298+0.0029737i,0.0010168+0.0024905i,0.0012389+0.00079493i,0.0016483-0.00058983i,0.0010559-0.00048027i,0.0002338-0.00032001i,0.00013071-0.00053296i,2.2351e-05-0.00055924i
-0.0012083-0.0010198i,-0.0023612+0.0012127i,-0.0031018+0.003377i,-0.0011561+0.0040488i,0.00086477+0.0032003i,0.0010238+0.0017867i,0.00099247-0.00036423i,0.00096936-0.0025485i,0.00011341-0.0034315i,-0.0014285-0.0026041i,-0.0018786-0.0010958i,-0.00079899-0.00035741i,0.0008494-0.00031388i,0.0014422-0.00026817i,6.702e-05+0.00028895i,-0.00056923+0.0010414i,0.00020095+0.0013098i,0.0011526+0.0018619i,0.0011976+0.0020033i,0.00080506+0.0019737i,0.00097741+0.0017673i,0.00058045+0.0007811i,-0.00020082+1.2495e-05i
0.0012167+0.0010598i,0.00052131-0.001053i,0.00060834-0.00063941i,0.001362+0.00033058i,0.0024898-0.00033295i,0.0029332-0.0012529i,0.0018461-0.002164i,0.00067899-0.002328i,-0.000352-0.0015449i,-0.0004711-0.00070949i,-0.00022074-0.0010765i,-0.0012645-0.0017984i,-0.0019581-0.0011609i,-0.0015426-0.0002841i,-0.0011793-0.0003501i,-0.0013879-0.00051269i,-0.0017174+2.5863e-05i,-0.001573+0.00062391i,-0.0015139+0.00085796i,-0.0012423+0.0010124i,-0.0005727+0.00077219i,-0.00012788-7.7728e-06i,8.1336e-05-0.0002253i
0.00099646+0.001258i,0.0015159+0.0013456i,0.002226+0.0021621i,0.0023125+0.0030784i,0.0025376+0.0031556i,0.0030459+0.0017061i,0.0034444+0.00033288i,0.0032662+0.00030301i,0.0024958+0.00031089i,0.0016658+0.00051226i,0.0013825+0.0013196i,0.00070833+0.00043822i,-0.00011412-0.00049174i,-0.0009492-0.00048859i,-0.0012304-0.00082008i,-0.00067196-0.00092987i,-0.0005088-0.00058462i,-0.0017377-8.9768e-05i,-0.0022699-0.0005179i,-0.0016374-0.00087696i,-0.00045691+3.2125e-05i,0.00027304+0.00030475i,2.6808e-05+0.00039094i
-0.0017833+0.00022829i,-0.0010822+0.0035721i,-0.0019496+0.0057119i,-0.0017132+0.0055753i,5.6459e-05+0.0045259i,0.0025913+0.0032998i,0.0035581+0.0016412i,0.002946+0.00080594i,0.0019207+0.0010769i,0.001362+0.0018166i,0.0011198+0.0020911i,0.00054645+0.0013386i,0.00013086+0.0010714i,-0.0003701+0.0006266i,-0.00078708+7.271e-05i,-0.00079362-0.00044885i,-0.00090878-0.0007034i,-0.0010702-0.00032566i,-0.0013501-0.00081161i,-0.0015609-0.0010085i,-0.00051001-0.00015422i,0.00041433+0.00064837i,6.9046e-05+0.00065336i
-0.0011425+0.0011367i,-0.0025801+0.00088015i,-0.0039889+0.0016806i,-0.0025757+0.0025501i,0.00024208+0.00084829i,0.00075901-0.0019328i,-0.00068265-0.0023386i,-0.00087493-0.001703i,-0.00069012-0.0011323i,-0.0010649-0.00041307i,-0.00056781+0.00058479i,0.00028767+0.00069634i,0.00052999-0.00015185i,0.00044942-0.00028985i,0.00050798-0.00054701i,0.0011095-0.0010059i,0.0010845-0.00053186i,0.00054012-0.00037182i,0.00028727-0.0010257i,0.00021595-0.0010292i,0.00063878-0.00057104i,-0.00023005-7.6787e-07i,-0.00080812+0.00088778i
0.00045892+0.00033188i,0.0004434-0.0009118i,-0.00020147-0.00089897i,-0.00022581+0.0009827i,0.00042415+0.0024903i,0.00092237+0.0013773i,0.00082705-0.00033161i,0.0001801-0.0012039i,-0.0011382-0.0006498i,-0.0020269+0.0011533i,-0.0016883+0.0017362i,-0.00055859+0.00030653i,-0.00031485-3.1237e-05i,-6.9737e-05+0.00068387i,0.00032372+0.00089587i,0.00039686+0.000863i,0.0011123+0.00029841i,0.001271-0.00027204i,0.0011208-0.0010319i,0.00080517-0.0014945i,0.00056768-0.00046973i,0.00011915+0.00030179i,-0.00081703+0.00024284i
