0.00054033-0.00020398i,0.00022933-0.00011183i,0.00049328-0.00021469i,0.00042912-0.00088061i,0.00077193-0.0011064i,0.00062487-2.9222e-05i,-0.00049025+0.00065496i,-0.00047762+0.0013895i,0.00057682+0.0015928i,0.001499+0.0012153i,0.0019667+0.00035845i,0.0010505-6.053e-05i,-0.00038912-7.0544e-05i,-0.00096293+0.00010918i,-0.00061654+0.00033952i,-0.00040964+0.00030627i,-0.00045764-0.00012993i,-4.0211e-05-0.00075454i,0.00027109-9.3707e-05i,-0.00017652+0.00029379i,-0.0006629-0.00036749i,-0.00041576-0.00073557i,-3.6847e-05-8.0529e-05i
-0.0011211+0.00063158i,0.0002753-1.8434e-05i,0.0021242-0.00025293i,0.0022996+0.00058959i,0.0019109+0.00052249i,0.0016663-0.00038743i,0.0010332-0.00059445i,-0.00081676-7.2098e-05i,-0.0011949+0.00050207i,0.00035504+0.00054787i,0.0011663+0.00052541i,0.00048991+0.00075682i,-0.0007841+0.00054357i,-0.0013319+0.00042302i,-0.0008948+0.00044484i,-0.00022952+0.00042845i,0.00036245+0.00059308i,0.00012472+0.00060963i,-0.0002065-5.2834e-05i,0.00037099-0.00028573i,0.0011199-0.00074871i,0.00087155-0.00089554i,0.0001486-0.00015602i
-0.0013614-0.00064607i,-0.00097333+0.0001006i,-0.00039919+0.0014904i,0.00062068+0.0015604i,0.0019651+0.0011056i,0.0029116+0.00015938i,0.002421-0.00019702i,4.9865e-05+0.00016537i,-0.00093351+0.00018234i,-0.00065865+0.00072989i,-0.00031353+0.00065617i,0.00022817-5.1146e-05i,-1.6503e-05-2.3511e-05i,9.0563e-06+0.00034411i,-0.00012359+2.504e-05i,-0.00047181-0.0005662i,0.0003169-3.0693e-05i,0.00027738+0.00029782i,-0.00021793+0.00022647i,-1.0715e-05+0.00048928i,-3.3233e-05+0.00037615i,-0.00037954-1.5372e-05i,-0.00040172-0.00021403i
0.00025008+0.00099668i,0.00025517+0.0004083i,0.0014411+0.00039033i,0.0028364+7.4448e-05i,0.004006-0.00041697i,0.0035689-0.00046897i,0.0016817-0.00012472i,0.00015252+0.00011474i,-0.00030488-0.00037512i,-0.00044642-0.00023923i,-0.00047499+0.00022011i,-0.00040753+0.00055005i,-0.00013187+0.000629i,0.00063075+0.00047735i,0.00035121+0.00039883i,-0.00082509+0.00040547i,-0.00097863+9.8236e-05i,-0.00052675-0.00038157i,-0.00011908+0.00015813i,-0.00061641+0.00058458i,-0.00039579-0.00029232i,0.00048493-0.0011723i,0.00093959-0.00057718i
-0.00092958-5.1376e-05i,-0.00017281+8.7318e-05i,0.00044541+0.00070111i,0.00063981+0.00080535i,0.0014334+0.00072194i,0.0025846+0.00069522i,0.0021729+0.0003893i,0.00098529-0.00013386i,0.0004461+0.0005989i,-0.00011431+0.00082724i,9.8772e-05-0.00013909i,0.00099329-0.00019355i,0.00082822-0.00032077i,-0.00019006+0.0003902i,-0.0013571+0.00085511i,-0.0012696+0.00026945i,-0.00070745+0.0001929i,-0.00036007+0.00088693i,-0.00020731+0.00057037i,-0.00033613-0.0005175i,-0.00019033-0.0007115i,9.9835e-05+0.00015745i,-0.00030337+0.00047182i
0.00039709-0.00069457i,0.0012501-0.00094965i,0.0014985-0.0011282i,0.0015711-0.00020299i,0.0014248+0.0009127i,0.0015716+0.00063656i,0.0022869-0.00068935i,0.0011751-0.00037596i,-0.00013122+0.00019054i,0.00045655+0.00030633i,0.0011291+0.00032638i,0.00088764+0.00035784i,0.00022539+0.0005289i,0.00034298+0.00053227i,0.00025064+0.00065584i,-0.0007142+8.1614e-05i,-0.00096891-0.00023195i,-0.00017145+0.00013102i,0.00010869+4.2863e-05i,0.00063649-0.00062883i,0.0012363-0.00055277i,0.0002176-2.5516e-05i,-0.00010017+2.31e-05i
-9.7827e-05+0.0017604i,0.00095874+0.0011751i,0.0021227+0.0016836i,0.0024705+0.00096627i,0.003188-0.00044848i,0.003237-0.00067658i,0.0020209-0.00098137i,0.00087116-0.00059749i,-3.7623e-05+0.00088153i,-0.00032968+0.0018071i,-0.00013224+0.0016403i,-0.00031128+0.00069448i,-0.00034077-0.00040734i,-0.00071795-0.00064235i,-0.00074414-0.00084878i,-0.00035804-0.00069564i,-8.8323e-05-0.00028455i,-5.1952e-05+6.1699e-05i,-0.00015262+0.0001396i,4.6416e-05-0.00019946i,7.4954e-05-0.00036669i,0.00022335-0.00030084i,0.00013154-0.00026846i
-0.00083727+0.00023829i,-0.00022911+0.00039974i,0.00049464+0.001242i,0.001821+0.0014557i,0.0036464-4.3422e-05i,0.0040739-0.0012067i,0.0021405-0.0010098i,2.3257e-05-0.0007046i,-0.00021318-0.00011588i,-0.00038279+0.00013627i,-0.00021355-0.00072918i,0.0002789-0.00098138i,-0.00020717-0.00041587i,-0.00069713-0.00054952i,-0.00014261-0.0012678i,0.0004538-0.0010885i,0.00058748-0.00013447i,-0.00017441+0.00037506i,-0.0012634-0.00050043i,-0.0012895-0.0011339i,-0.00029481-7.4892e-05i,-8.6293e-05+0.00055919i,-0.00040793-0.00044242i
-0.00046284+0.00035619i,-0.0008765+0.00033538i,5.8074e-05+0.00049291i,0.00065349+0.0005621i,0.0014797-5.5884e-05i,0.002084-0.0012094i,0.0016842-0.0016764i,0.00083581-0.00082301i,7.587e-05+0.00031736i,0.00040477-0.0001361i,0.00047995-0.00054046i,-0.00015297-0.00035382i,-0.00071719-0.00057067i,-0.00029914-0.00049334i,6.8657e-05-0.00037677i,-0.00039275+0.0002149i,-0.00088371+0.00049566i,-0.0012862+0.00015959i,-0.0011268-0.00042842i,-0.00079246-0.00061559i,-0.00059271-0.00080207i,-0.00025821-0.00061472i,0.00036961+0.00025235i
-0.00013793-0.0010488i,0.00018171-0.0018878i,0.00049258-0.0016779i,0.0014449-0.00011575i,0.0022678+0.00079375i,0.0022539+0.00052621i,0.0014638+0.00012409i,-0.00017786-0.00018846i,-0.00074613+5.6105e-05i,-0.00044282+0.00063384i,0.00024191+0.00045402i,0.00096657+0.00029414i,0.00033073+0.00050639i,-0.00036864+0.00080424i,-0.00020345+0.00038404i,-0.00014939-0.00066945i,-7.2792e-05-0.0011538i,-4.0969e-05-0.00057128i,-9.4108e-05+3.7074e-06i,0.0002876+0.00028673i,-4.7692e-05+0.00020004i,-0.00049515-0.00053786i,9.3785e-05-0.0010516i
0.00022914-7.5678e-06i,0.0015424+0.00051611i,0.0013946+0.0002542i,0.0016668+9.8323e-05i,0.0023011-0.001245i,0.0021585-0.0013608i,0.00086829-0.0007633i,-0.00044731-9.1664e-05i,-0.00090265+0.00027083i,-0.00076814-0.00039093i,-0.00017019-0.00034131i,0.00060027+0.0001522i,0.000549-0.00065066i,-0.00030094-0.00095855i,-9.4596e-05-0.00075781i,0.0001336-0.00091126i,0.00015576-0.0010411i,0.00025138-5.9676e-05i,0.00045605+0.00052271i,-0.00024441+0.00010915i,-0.00033657+0.00021173i,0.0005298+6.7712e-05i,0.00071419-0.00053867i
-0.00095217+0.0010666i,-8.521e-05+0.0023055i,0.0013261+0.0026528i,0.0024869+0.0011311i,0.0026925-0.00054334i,0.0019151-0.000924i,0.00083676-0.00041362i,0.00013802-0.00012422i,0.00016511-0.00010414i,0.00045069+1.8251e-05i,0.00088796+0.0001278i,0.0013223-0.00011481i,0.0001151-0.00010724i,-0.0010481+0.00031024i,-0.00073699+6.3834e-05i,-0.00066523-0.00044161i,-0.0010444+0.00022912i,-0.00092856+0.00063218i,0.00014997+0.0001543i,0.00053511-5.7134e-05i,-0.00016702-0.00015327i,-8.8651e-05-0.00061763i,0.00014216-0.00065437i
0.00017299+0.00010408i,0.00098519+0.00067501i,0.0018648+0.0012579i,0.0022263+0.00027661i,0.0030072-9.2856e-05i,0.0025078-0.00048732i,0.0012413-0.00070399i,0.0001657-0.00026583i,-0.00020822+0.00051206i,0.00012458+0.00091633i,0.00030886-0.0001228i,2.0448e-05-0.0008989i,0.00033784-0.00027205i,0.00020027+4.1333e-05i,0.0002184-0.00040856i,0.0010481-2.7673e-05i,0.00029922+0.00018596i,-0.00043769+0.00029375i,0.00013707+0.00068063i,0.00040323+0.000207i,0.00035438-0.00013687i,0.00029948+0.00035614i,3.2909e-06-2.8533e-05i
-0.00076655-2.4114e-05i,-0.00020955-0.00065478i,0.00081221+0.00015754i,0.0025612+0.00097201i,0.0027534+0.0014274i,0.0019627+0.0010097i,0.00034104-0.00070228i,-0.00069462-0.00018269i,-0.00041852+0.0010354i,-0.00065025+0.00058747i,-0.0010108+0.00020495i,-0.00096692+0.0005394i,-0.00066554+0.00023323i,-0.00049409-3.3621e-05i,-0.00019525+0.00057439i,-0.00050495+0.00070833i,-0.00075874+0.00071959i,-0.00080033+0.0009746i,0.00012001+0.00070268i,0.00026841-6.2779e-05i,-0.00025245-2.3108e-05i,-0.00080963+0.00019283i,-0.00056991-0.00019974i
0.0001995-0.001086i,0.00091083-0.0015455i,0.0020662-0.001765i,0.0022816-0.0013115i,0.0022397-0.00089484i,0.0023797-0.0010011i,0.0020071-0.00088788i,0.00076074-0.00025882i,-0.00018123+2.4899e-05i,0.00018054+0.00025232i,0.0007893+0.00029318i,0.00068244+0.00046576i,0.00071789+0.00095882i,0.00056225+0.00082993i,0.00017568-0.00015519i,0.00020863-0.00045144i,0.00010099-0.0001302i,-0.00043396+0.00025759i,-0.00077151+0.00050984i,-0.00046513+0.0010573i,-0.00081252+0.0012108i,-0.00045421+0.00053723i,0.00075713-0.00017815i
-0.00020582-0.00028999i,-0.0010943-0.00017505i,-0.0012956-0.00023299i,0.00021075+0.0006031i,0.001453+0.00089643i,0.0013679-0.00018117i,0.00085697-0.00025206i,0.00015943+1.8382e-05i,-0.00056178+4.9859e-05i,-0.00051576+0.00043018i,-0.00019977+0.00034878i,7.3082e-05-0.00034898i,-0.00027698-0.00067335i,-0.00067534-0.0005727i,-0.00062496-0.00088316i,-0.0004482-0.00025975i,-2.8398e-05+0.00048084i,3.3183e-07+0.00058278i,-2.5785e-06-8.2471e-05i,7.8626e-05-0.00084242i,-5.4961e-05-0.00049378i,-4.4461e-05-0.00043143i,0.00066148+0.0001324i
9.5641e-05-0.00040541i,0.00051859-0.00064285i,0.00083914+0.00028797i,0.0014108+0.0011125i,0.0022593+0.00074227i,0.0028802+0.0010602i,0.0022263+0.00051552i,0.00077576+9.9587e-05i,-9.569e-05+0.00064105i,-0.00040047+0.00040621i,-0.00020959+0.00045483i,1.0054e-05+0.00014935i,-0.00044484-0.0010085i,-0.00070819-0.0012386i,-0.00060479-0.00049472i,-0.00058496-0.00028242i,-0.00068735-0.00039923i,-0.00066881-0.00024861i,-0.00046786+4.4452e-05i,-5.3191e-05-0.00053323i,0.00018836-0.0007619i,0.00054444+4.06e-05i,0.00087925+0.00021812i
0.0012831+3.1944e-05i,0.00070105+0.00098047i,0.0011495+0.0016473i,0.0019198+0.0013525i,0.0026861+0.00054761i,0.0028984+0.00086635i,0.0018947+0.00061383i,0.00039968+0.00017635i,-0.00053192+0.00078579i,-0.00044137+0.0013332i,-0.00017604+0.0012156i,0.00040001+0.00018015i,0.00027478+2.5833e-05i,-0.00022298+0.00072461i,-0.00022731+0.00059861i,-4.1856e-05+0.00028977i,-0.0005174+0.0002988i,-0.00048454+1.2196e-06i,0.00047827-0.00045898i,0.00072718-0.00073744i,0.00047798-0.00075687i,-7.4117e-05+4.193e-05i,-0.0002394+0.00028605i
0.00075479+0.00032666i,0.0010535-0.00017291i,0.0018481-0.001232i,0.0021606-0.0015236i,0.0025026-0.00087588i,0.002952-0.00091299i,0.002411-0.00066143i,0.00097058+0.00012226i,-0.000146+0.00075403i,-0.0001608+0.00026486i,0.00035137-0.00047495i,0.00041186-0.00055187i,-0.00025021+0.00027695i,-0.00082841+0.00081651i,-0.00058723+0.00074402i,-5.5423e-05+0.00040476i,-0.00026669+0.00046925i,-0.00044484+0.00059787i,-0.00020836+0.00069227i,0.00061695+0.0012768i,-0.00012747+0.0010135i,-0.00068545+0.00046633i,-0.0003458+0.00031921i
-0.00033055+0.0008041i,0.0001958+0.0015097i,0.0013862+0.0021276i,0.0024587+0.002143i,0.003291+0.0010903i,0.0029501-0.0001877i,0.00095845-0.00086666i,-0.00025953-0.0001318i,-0.00082122+0.00056913i,-0.0010041+3.5795e-05i,-0.0012106+6.3461e-05i,-0.00060203+0.0001023i,-0.00043458+8.4018e-05i,-0.0010338-2.0497e-05i,-0.00072002-0.00041286i,0.00025025-0.00010215i,0.0010116+6.8613e-05i,0.0007049-6.6337e-05i,0.00030519-0.0002209i,0.00026509-0.00055474i,0.00013076-0.00038412i,-0.00030646+0.00045831i,-0.00092836-9.3782e-06i
-0.0028192+0.00063093i,-0.0019348+0.00020468i,-0.0012231+0.00054456i,0.00034352+0.001578i,0.0018527+0.0019567i,0.0019383+0.00058904i,0.00074474-0.00049343i,-0.00017933-0.00060598i,2.8178e-05+0.00034124i,-8.0127e-06+0.00060381i,-0.0004328-0.00028331i,-0.0006706-0.00083225i,-0.00083319-0.0011331i,-0.0010409-0.00070912i,-0.00088259-0.00055735i,-0.0007476-0.00023929i,-0.00042732-0.00035623i,-0.00054804-0.0004666i,-0.00095278+0.00027989i,-0.00015851+0.00056045i,0.0005337+0.00053055i,-0.00022297+0.00043518i,-0.0010068-4.5456e-06i
-0.00063949-0.00035434i,9.4635e-05+0.001582i,0.00039222+0.0026758i,0.0012103+0.0017602i,0.0032593+0.00081527i,0.0040137+0.00039082i,0.0028674+0.00026713i,0.0012043+0.00020146i,-7.7886e-05-8.9228e-05i,-0.00029772-0.0003738i,0.00020763+0.00025236i,-6.3456e-05+0.00054972i,-0.00034999+0.00019131i,-0.00011712-6.2812e-06i,-2.1683e-05+0.00047103i,-9.6495e-05+0.00058074i,0.00027655+0.00048974i,0.00015782+0.00027211i,-4.844e-05+0.00034963i,0.00045144+0.0008194i,-7.6158e-05+0.00040993i,-0.00046264+0.0001993i,0.00029632+0.0001511i
-0.0015482-0.0008439i,-0.0021466+0.00011198i,-0.0020424-0.00045898i,-0.00043071-0.0013338i,0.0017006-0.00034815i,0.0028896-0.00016199i,0.0022601-0.00085395i,0.00061813-0.00073225i,-0.00035878-0.00093163i,-0.00062765-0.0004306i,-0.00069863-0.00033582i,2.8117e-05-0.00039283i,0.00083547+0.00011218i,0.00026671+0.00041177i,-0.00045885+0.00085391i,-0.00068884+0.00071737i,-0.00031997+0.00037005i,6.3061e-05+0.00023643i,0.0003762+0.00010668i,0.00016616+6.2423e-05i,0.00049329-3.1414e-05i,0.00097639+0.00031685i,2.2949e-05+0.00039984i
-0.0017781+0.001716i,-0.00098121+0.00236i,-0.0009886+0.0031333i,-0.00010487+0.0021442i,0.0024288+0.0018767i,0.0037896+0.0017957i,0.0024644+0.00073573i,0.00063299-0.00020065i,-0.00030703+0.00048246i,-3.3473e-05+0.0011863i,0.00051663+0.00089998i,0.00056669+0.00042778i,-9.0728e-05+0.0011476i,-0.00030778+0.0011545i,-0.0001476+0.00092757i,-0.00031946+3.5632e-05i,-0.00042092-0.00028322i,-0.00042915-0.00022336i,-0.00032583-0.00033839i,-0.00019214+0.00023564i,2.5418e-05+0.00041102i,0.00046256+0.00055393i,0.0006099+0.00064246i
0.00061065+0.00080407i,0.00094096+0.0013853i,0.001617+0.0013972i,0.0023306+0.0011249i,0.0035839+0.00038545i,0.0036565-0.00025463i,0.0018947-0.00065154i,0.00065712-0.00044618i,-9.6919e-05-0.00014069i,0.0001143-0.00052702i,0.00090985-0.00057479i,0.00084045-0.00056569i,0.00039364-0.00050196i,-0.00030887-0.00048344i,-0.00049239-0.00031135i,-0.00043039+3.121e-05i,-0.00034752+0.00057425i,-0.00070453+0.0009145i,-0.0011147+0.00042744i,-0.00029293+0.0002948i,-0.00010436+8.5316e-05i,-0.0011971+0.00023586i,-0.0011765+0.00022939i
0.00057709-0.00070964i,0.00033972-0.00054358i,0.00058334-0.00070686i,0.00069975-0.00043115i,0.001237-0.00019242i,0.0020179-0.00056998i,0.001773-0.00017559i,0.0010078-1.772e-05i,0.00023993-0.00070862i,5.0618e-05+0.00010826i,0.00075361+0.00075858i,0.00086441+0.00056365i,3.9045e-05+2.9884e-07i,0.00017025-0.00044997i,0.00028305-0.00054386i,-0.00011747-0.0005762i,-0.00028657+3.2918e-05i,-0.00025559-0.00015054i,-0.00013602-0.0008134i,-0.00017034-0.00064888i,-5.4989e-05+0.00043866i,-2.5355e-05+0.0011341i,0.00036641+0.0007505i
0.001372+0.00019363i,0.0011312+0.00028322i,0.00065052+3.6424e-05i,0.0010621-0.00025982i,0.0018525-0.00092488i,0.0016158-0.0015906i,0.00070109-0.0011921i,0.00014754-0.0001891i,0.00019984+0.00050318i,0.00061876+0.00082708i,0.00051737+0.00060212i,0.00036427+3.4971e-05i,0.00019101+0.0008822i,-0.0001733+0.0010237i,1.8914e-05+2.3927e-05i,6.7946e-05+1.3819e-05i,-1.3273e-05-0.00040797i,-0.00069091-0.00064857i,-0.0016518+5.6141e-06i,-0.0015386+0.00012481i,-0.00059191-0.00014011i,-0.00013202-0.00078258i,-1.9575e-05-0.00051964i
0.0017679+0.0013699i,0.0020432+0.00034553i,0.0022645+0.00040269i,0.0025358-0.00080936i,0.0026911-0.0016103i,0.0019024-0.0010847i,0.0005368-0.00037219i,-0.00064579+0.00030165i,-0.001284+0.00061663i,-0.0012595+0.0002641i,-0.001609+1.4004e-05i,-0.0019084+0.00024381i,-0.0015215+0.0010163i,-0.00089523+0.0010302i,-0.00018403+0.00098905i,0.00027756+0.00099337i,0.00056157+0.00031071i,0.00062808-0.00036136i,0.00083618-0.00070165i,0.00093919-0.00036724i,0.00055982-0.00025215i,0.0006526-0.00061728i,0.0001387+0.00022152i
-0.0017581+0.00044299i,-0.0013432+0.00075577i,-0.0011462+0.0013663i,-7.4062e-05+0.0012286i,0.0024116-8.7346e-05i,0.0032226-0.00099712i,0.0021511-0.0011278i,0.00010085-0.00050915i,-0.0010381-0.00010333i,-0.00039047+0.0004086i,9.2166e-05+0.0011511i,0.0002188+0.0014257i,-7.9648e-05+0.0008221i,-0.00031982+0.00013792i,0.00016104-0.0002644i,0.00043749-0.00067968i,-0.0001674-0.00035707i,-0.0010307-0.00017211i,-0.00094532-2.6109e-05i,-0.00081002+0.0006038i,-0.0012993+0.00085496i,-0.0006563+0.00015437i,0.00048622-0.00038351i
-0.00099071-0.0018228i,-0.00074258-0.00071796i,-0.00048916+0.00015894i,0.00068386+0.00039679i,0.0021058+1.6673e-05i,0.0026312-3.3573e-05i,0.0010677+0.00010447i,-0.0003259-0.0004126i,-0.00021235-0.00023015i,-2.7393e-05+0.00019671i,-0.00036548-0.00016756i,-0.00018354+0.0002883i,-0.00017534+0.00011382i,-0.00060217-0.00045913i,-0.00062519-7.3919e-05i,-0.00041151+0.00041788i,-0.0005348+0.00078641i,-0.00054899-0.00010136i,-0.00030793-0.00074027i,-0.00066718+5.6566e-05i,-0.00030564+0.00035842i,0.0001128+0.00028879i,-0.00058638-0.00031273i
-6.5096e-05-0.0010306i,-0.00025082+0.00039196i,-0.00068179+0.0014365i,0.00025366+0.0013089i,0.0021414+0.00050999i,0.0028153+0.00064078i,0.0016991+1.7981e-05i,-0.00021373-6.8594e-05i,-0.0010054+0.00049772i,-3.072e-05+0.00090295i,0.00041214+0.00087091i,-0.00020713+0.0001047i,-0.00025124-0.0003675i,3.09e-05-0.00049276i,-0.00056056-0.00039663i,-0.0010279-0.00050366i,-0.00071278-0.00050064i,-0.00074005-7.0914e-05i,-0.00051811-4.0306e-05i,-0.00053759-0.00026234i,-0.00062702+0.00016342i,-0.00025713+0.00027084i,-0.00026575+0.00011896i
0.00050481+0.00016559i,0.00024107-0.00055163i,0.0016084-0.00090355i,0.0025414-0.0001355i,0.0026635-0.00046838i,0.0025161-0.001481i,0.0016993-0.00098116i,0.00010632-0.00034016i,-0.00047225-0.00088096i,0.00021551-0.0010112i,0.00047482-0.00058435i,4.5661e-05-7.7416e-05i,-0.0011471+5.8441e-05i,-0.0017712-0.00023612i,-0.00094378+0.00028034i,0.00036219+0.00054877i,0.00067436+0.00017679i,0.00014199-8.8729e-05i,0.00016685-5.7292e-05i,-0.00010675+0.0004972i,-0.00037377+0.00067861i,-2.3775e-05+0.001273i,1.2221e-06+0.0011553i
0.0002366+0.00069921i,0.0011287+0.00066773i,0.0014559+0.0008137i,0.0016093+0.00017714i,0.0025019-0.00040201i,0.00277-0.00026929i,0.0013768-0.00018152i,-0.00064134-0.00034514i,-0.00070303+0.00053416i,0.00015503+0.0010308i,0.00075114+0.00049546i,0.0004574-0.00032821i,-0.00045943-0.00041455i,-0.00025258-6.0874e-05i,0.00037264-0.00029612i,4.3972e-05-0.00045379i,-6.4504e-07-0.00070335i,-0.00016935-0.00050962i,-0.00043804+0.00022349i,8.1009e-05+0.00043623i,0.00042311+0.00042866i,0.00074929+0.00049223i,0.00037619+0.00051767i
0.00078842-0.00040601i,0.00038672-0.00036211i,0.00014591-0.00063843i,0.00054095-0.00053189i,0.0016948-0.00099352i,0.0025046-0.0007416i,0.0023328-0.00024503i,0.0010504-0.00026343i,-0.00032621-8.6177e-05i,-0.0004387+5.3763e-05i,-0.00030846+2.9697e-05i,-0.00023968-0.00045441i,0.00013102-0.00056789i,-0.00021611+0.00031791i,-0.00017512+0.00051631i,0.00036597+4.1241e-05i,0.00026081+0.00031845i,5.1165e-05+0.00079489i,-0.00020628+4.435e-05i,-0.00020123-0.00045637i,0.00054003-0.00041943i,0.00077633-0.00014551i,0.00076815+5.6653e-06i
0.0011761-0.00088175i,0.0011759-0.00048722i,0.0017548-0.00085515i,0.0018708-0.00084784i,0.0022354-0.00037212i,0.0023866-0.00016621i,0.0014051-0.0010022i,-5.3447e-05-0.0019868i,-0.00057265-0.0015103i,-0.0003042-0.00041488i,4.0754e-05-7.3121e-05i,0.00024308-0.00051767i,0.00027818-0.00028364i,-0.00033028+0.00016351i,-0.00028741+0.00025541i,0.0007417+0.00016518i,0.001001+7.4338e-05i,0.00060154-0.00050683i,0.00038101-0.00031698i,0.00060005-6.4396e-05i,9.131e-05-0.00034899i,-0.00026368-0.00030249i,-0.00022075-0.00019584i
-6.1268e-05+0.0017492i,0.00014478+0.00018453i,0.00084719+0.00021269i,0.00205+0.0012726i,0.0034008+0.0010022i,0.0038437+0.00092363i,0.0027939+4.4576e-05i,0.0013038-0.00033858i,0.00057037+0.00038628i,-0.00014439+0.0013389i,-0.00060768+0.0014197i,-0.00014831+0.00029424i,2.1035e-05-0.00054835i,-0.00044743-0.00043331i,-0.00035752+0.00027655i,-0.00022946+0.00042371i,-0.00018365+0.00055462i,-0.00010458+0.00088732i,-0.00018209+0.00010088i,0.0001279-0.00080804i,0.00060989-0.00082166i,0.00029326+7.705e-05i,-0.00016132+8.9559e-05i
-0.00021423-0.00098611i,-0.00092054-0.0002453i,-0.00067737+0.00083045i,-0.00057927+0.0013028i,0.00028172+0.0010848i,0.00122+0.00049968i,0.0010196-0.00023466i,0.0002078-0.00032349i,-0.00047184+0.00020904i,-0.00029009+0.0008121i,-7.9087e-05+0.00034196i,-0.00016578-0.00019999i,0.00011156-0.00054945i,0.00023138-0.00065841i,0.00036787-0.00013875i,0.00025593+0.00014211i,-6.314e-05-0.00016273i,-0.00056392-0.00035792i,-0.0006685-0.00043254i,-5.1852e-05-0.001088i,-0.00012589-0.00083393i,6.7164e-05+0.00025472i,0.00011296+0.00053968i
-0.00093206+9.5407e-05i,-0.00062967+0.00025375i,0.00048526+0.00063159i,0.0017111+0.0011325i,0.0027394+0.00031018i,0.0027103-0.00060956i,0.0015805-0.00086855i,0.00042074-0.001255i,-0.00013493-0.0011058i,-6.3206e-05+0.0003186i,-0.00024373+0.0012263i,-0.00030335+0.0013534i,3.0855e-05+0.0010957i,4.7663e-05+0.00027247i,-0.00027385-0.00026409i,-0.00088208-0.00029785i,-0.0006934-0.00022126i,0.00030699-0.00020398i,0.00041073-0.0002224i,0.0001511-0.00090882i,-0.00016262-0.001337i,-0.00064349-0.00073525i,-0.0001036-6.7399e-05i
0.0021786+0.0022851i,0.0019654+0.0021551i,0.0015058+0.0010053i,0.002506+1.2156e-06i,0.0032681-0.00070801i,0.0030111-0.00092798i,0.0023939-0.00052653i,0.0018875-7.3454e-05i,0.001598+0.00066439i,0.0013943+0.00054916i,0.0011957+0.00019745i,0.00014932+0.00018187i,-0.00064189+0.00067251i,-0.00058818+0.0013468i,-4.8893e-05+0.0012429i,0.00060065+0.00039996i,0.00039502-0.00074649i,-0.00058265-0.00082809i,-0.0009225-0.00020074i,0.00014675+8.195e-05i,0.00065931+0.00092281i,7.3644e-05+0.0010315i,0.00038298+0.00041654i
0.00037942+0.00084812i,0.0004869-0.0008462i,0.0013485-0.00078689i,0.0017775-0.00052899i,0.0026925-0.00071591i,0.0022162-0.0016917i,0.00040195-0.0017088i,-0.0011591-6.5838e-05i,-0.0013939+0.0008024i,-0.00049412+0.00060717i,-0.00025585+0.00072935i,-0.0001786-0.00042161i,-0.00027292-0.00092414i,-0.00051378-6.7952e-05i,-4.8135e-05+0.00027246i,-0.00024077+0.00047808i,-0.00094511+0.00080634i,-0.00060548+0.0005063i,-0.00022587+7.0891e-05i,0.0003824+0.00052745i,0.00033002+0.00043134i,0.00037368-3.5104e-05i,0.00042181-0.0001389i
-0.0009288-0.0012971i,0.00088318-3.6881e-06i,0.0015836+0.0011784i,0.0016283+0.0013389i,0.0028858+0.00083076i,0.0038404-0.00038202i,0.0026454-0.00080795i,0.00022077-0.00017105i,-0.00065195+9.7552e-05i,-5.0291e-06-0.00013108i,0.00065797-0.00028085i,0.00046371+4.1691e-05i,-0.00026572+0.00024717i,0.00012332-0.00076174i,0.00045769-0.0011652i,1.7996e-05-0.00053885i,-0.00024344-1.0944e-05i,-0.00041086-0.00022031i,-0.00038105-0.00080549i,-0.00012684-0.00025934i,-0.00049625+0.00033234i,-0.00083138+8.385e-05i,-0.00014276-0.00037973i
-0.00015173-0.00021273i,-0.00059896-9.7656e-06i,-0.00076148-0.00091849i,0.0001026-0.0011981i,0.0010138-0.00035949i,0.0015723-0.00049274i,0.0017217-0.0012052i,0.0005411-0.0014886i,-0.00026286-0.00074553i,0.00011713-3.5417e-05i,0.0002556+0.00026193i,-0.00045067+0.00051632i,-0.00092657+0.00030963i,-0.0011223-2.741e-05i,-0.001272-0.00060302i,-0.00061848-0.0012293i,9.8616e-05-0.0017439i,0.00013993-0.0019288i,0.0004804-0.0010551i,0.00084436-2.2929e-05i,0.00024929+9.4615e-05i,-0.0002367-0.00028653i,0.00026677-0.00028424i
0.0013251-0.00051254i,0.0015342-0.0008317i,0.0017539-0.00043139i,0.00186-0.00090074i,0.0021516-0.00082994i,0.0022716-0.00046511i,0.0017353-0.00035776i,0.00034636+0.00019063i,-0.00067613+0.0007386i,-0.00026482+6.5709e-05i,0.00049836-0.00013525i,0.00031023+3.3577e-05i,-0.00061322-0.00023069i,-0.00067503+0.00032501i,5.7083e-05+0.00079732i,-0.00016101+0.00066107i,-3.586e-05+0.00043483i,0.00065248-5.4132e-05i,0.00034653+8.4429e-05i,0.00061182-8.6001e-05i,0.0010568+7.0855e-05i,0.00023204+0.00044551i,-0.00055456+0.00044585i
