-0.0023658+0.00048132i,0.00036972-0.00010743i,0.0010114-0.00062195i,-0.00017441-0.00036568i,-0.0012687+0.00023553i,-0.00069643+0.0011003i,-9.4939e-06+0.0022823i,0.00028935+0.0026721i,0.0013259+0.0017777i,0.0019011+0.0011508i,0.0017014+0.00086905i,0.00089442-0.00058658i,0.00013082-0.0018904i,0.00084206-0.0016402i,0.00095426-0.00089452i,-6.4692e-05-0.00025191i,-0.00032968-0.00017296i,0.00073115+0.0002753i,0.0010894+0.00042294i,0.00050147-0.00048631i,0.00084214-0.00037557i,0.00050157+9.1757e-06i,-0.00017808+0.00036551i
-0.0016429+0.0004145i,-0.0024086-0.00038741i,-0.0016304-0.0017243i,3.3596e-05-0.0018693i,5.8128e-05-0.00093443i,-0.00059805+2.2188e-05i,-0.0013848+0.00087048i,-0.0020576+0.0013034i,-0.0015121+0.00094033i,-0.00084463+0.00013282i,-0.00049727-0.00092703i,-0.0010539-0.0015449i,-0.00085667-0.0012928i,0.00033685-0.00010011i,0.0004808+0.00090906i,-0.0004053+0.0012268i,-0.0003255+0.00096787i,0.00050821+0.00059424i,0.00025812+0.00016633i,-1.822e-05+0.0001627i,1.9129e-05+0.0011832i,0.00013569+0.0014298i,0.00015411+0.0011164i
-0.00021297+0.00062888i,0.0017945-0.00069873i,0.0028742-0.00034022i,0.002042+0.00028731i,0.0010305-0.00052208i,0.00088289-0.00087441i,-7.2314e-05+0.00021003i,-8.7171e-06+0.0014457i,3.3865e-05+0.0017182i,-0.00069305+0.0014804i,-0.00056656+0.00064839i,-0.00074012-1.3746e-05i,-0.00075173+0.00018984i,-0.00066058+0.00038537i,-0.0006767-0.00050053i,-0.00056975-0.00074172i,-0.00091426+1.4669e-06i,-0.0011812+0.00062919i,-0.00086379+0.00068072i,-0.0004111+0.00048695i,-1.1232e-05+0.00035389i,9.1318e-05+0.00020014i,0.00012425-1.9919e-05i
-0.0017058+0.00047237i,-0.0010441-0.00027418i,-0.00060784-0.00052664i,-0.00043433-0.0011154i,-0.00014521-0.0019182i,0.00033125-0.0011658i,0.00079051+0.00098236i,0.00055972+0.0020883i,0.00028+0.0021498i,-0.00010455+0.002067i,-9.4685e-05+0.0016526i,-7.3042e-05+0.0012242i,-0.00011755+0.001018i,0.00044883+1.6175e-05i,0.00096688-0.00029927i,0.0004645+3.4998e-05i,0.0001942-0.00024513i,0.00054039-0.00011451i,0.00070597+5.123e-05i,0.00029826-0.00014254i,-8.3537e-06-0.00066165i,-0.00021166-0.00073188i,-0.00060911-0.00061549i
0.00026104+0.0011811i,-0.00039679+0.0009345i,-0.0015858+0.00018902i,-0.0015551-0.00044752i,-0.00082701-0.00049925i,0.0003161-0.00045179i,0.0014164-0.00049144i,0.0019038-0.00024224i,0.0020103+0.00048726i,0.0018651+0.0011346i,0.0014969+0.0015677i,0.00059882+0.0010205i,0.00019241-0.00023356i,0.00058073-0.0005525i,0.00073871+1.2506e-05i,0.00065323+0.00022789i,0.00026125-0.00046016i,-6.9206e-05-0.00022634i,-2.3305e-05-0.0002948i,3.5608e-05-0.0008718i,0.00031051-0.00022685i,0.00073228+0.00093167i,0.00021278+0.0010454i
-0.00073611-0.0019782i,-0.0011211-0.0016218i,-0.0021343-0.0015635i,-0.0014721-0.00091881i,-0.0005963-0.00062483i,-0.00093135-0.00080622i,-0.00040983-0.00086224i,-8.9993e-05-0.0010836i,-0.00080221-0.00086902i,2.7717e-05+0.00037336i,0.0011405+0.00044863i,0.00095521-0.00039134i,0.00048947-0.00046926i,-0.00031013-0.00069365i,-0.00052797-0.00021683i,-0.00026489+0.00014499i,-0.00050241-0.00015162i,-0.00084814+0.00017837i,-0.00045664+0.00072589i,-6.495e-05+0.00059112i,-0.0003295+0.00075503i,-0.00024724+0.00084846i,-0.00043937+9.3463e-05i
-0.00084918+0.0013277i,-2.4376e-07-3.6797e-05i,0.0021144-0.00098786i,0.0015992-0.0013531i,0.00068316-0.00084727i,0.0009372-0.0007657i,0.00068234-0.00078076i,-0.0009496-0.0007826i,-0.0019667-0.00062116i,-0.0014535-0.00049087i,-0.00058423-0.00095187i,2.3064e-05-0.0019366i,-5.5571e-05-0.0018873i,-0.00017101-0.00057732i,0.00055375+9.3708e-05i,0.00088482+0.00030454i,0.00064271+0.00083965i,0.00019263+0.00070414i,-0.0004418+0.00061093i,-0.0011036+0.00038775i,-0.0014946-2.4904e-05i,-0.00058456+0.00017424i,0.00016002+0.00012156i
-0.00058542-0.0010855i,-0.00040608-0.0014508i,0.00078333-0.0002217i,0.00093988+4.6495e-05i,0.00095236-0.0015049i,0.0013482-0.0013184i,0.00025843+0.00064049i,-0.0011498+0.0015046i,-0.0017687+0.00076316i,-0.0019612+0.00013337i,-0.0011812-0.00052711i,-0.0004524-0.00065312i,-0.00089114-0.00065961i,-0.00078526-0.00024368i,0.00024941+0.00048129i,0.00030233+0.00080034i,0.0002536+0.00056653i,0.00026614+0.00023395i,-0.00014887+0.00050659i,-0.00081093+0.00050018i,-0.00072378+0.00010842i,-5.8193e-05+4.9864e-05i,0.0004264+0.00082201i
-0.0005817-0.00083094i,-0.00021358-0.0018908i,0.00047967-0.0016979i,0.00039259-0.0016148i,0.00027737-0.0012311i,-0.00054083+5.5174e-05i,-0.00087913+0.0013582i,-0.00028228+0.0021188i,-0.00042399+0.0020949i,-0.0011767+0.0017345i,-0.0016683+0.0014869i,-0.00087244+0.0012827i,8.1068e-05+0.0010473i,0.00012865+0.0011151i,1.6513e-06+0.00038583i,6.0714e-05+0.00014166i,0.00018102+3.7947e-05i,0.00035988-0.0001834i,6.8588e-05+0.00020844i,0.00036442+4.3183e-05i,0.00064223-5.6392e-05i,-0.00015915-0.00069803i,-0.00059633-0.00062823i
-0.00043732-0.0014609i,-0.00074529-0.0018587i,-0.00072965-0.0032187i,-0.0012521-0.003179i,-0.00027904-0.0018272i,0.00079633-0.0010612i,0.00085373-0.00064386i,0.00087333-6.3441e-05i,0.00053934+0.0010415i,0.00035689+0.0011502i,0.0007765+0.0014156i,0.00064243+0.0018891i,-0.00028607+0.0014278i,-0.00087047+0.00095893i,-0.00076254+0.00066359i,-0.00028917+0.0010347i,0.00059297+0.0015136i,0.00070867+0.001042i,0.00031795+0.00071981i,-0.00021708+0.000912i,-0.00021215+0.00029168i,0.00047055+0.00014726i,0.00051787-0.00033009i
0.00066868-0.0011285i,0.00084936+1.3006e-05i,0.001401+0.00052704i,0.00085545-0.00023848i,0.00062186-0.00064723i,0.00053595-0.00049414i,0.00072522-0.00060134i,0.0014952+4.9884e-05i,0.0013401+0.0007728i,0.00086863+0.00061169i,0.0013124+8.1288e-05i,0.001472-3.7862e-05i,0.0010295+0.00023706i,0.0011941+0.00012704i,0.00061055+1.7712e-05i,-0.00045174+0.00011563i,-0.00027309+0.00066027i,0.00031858-1.5416e-05i,0.00058054-0.00078441i,0.000612-0.00022158i,0.00087506+0.00022846i,0.00093202+0.00038998i,0.00032281+0.00023887i
0.00082062+0.000958i,0.00035536+0.0013255i,-0.00093443+0.00065487i,7.6073e-05-0.0016941i,0.0014243-0.0026904i,0.0010745-0.0014132i,0.0003964-0.00062482i,-0.00014877-0.00017114i,-0.00014289-0.00022268i,-9.8634e-05-0.00089732i,0.00038696+8.3036e-05i,0.00021703+0.00042217i,5.2827e-05-0.00066647i,-0.00027481-0.00071849i,-0.00080419-7.5308e-05i,-0.00077045-1.0338e-06i,-0.00021649-0.00029589i,-0.00028145-0.0010337i,-0.00030399-0.00057091i,0.00019439-1.6133e-05i,0.00063874+6.5137e-06i,0.0010942+0.00098837i,0.00084879+0.00059668i
0.00041301+0.00030762i,0.00012994-0.0017018i,0.0001875-0.0034955i,0.0002795-0.0033758i,0.00047847-0.0025448i,0.00011465-0.0015767i,2.8285e-05-0.001449i,-6.367e-05-0.001369i,-0.00052246+3.5251e-05i,-0.00052246+0.00070491i,-0.00082707+2.8789e-05i,-0.00097988-0.00062281i,-0.0012273-0.00074579i,-0.001571-0.00067232i,-0.0010612-0.00051569i,-0.00057906+9.0472e-05i,-0.00035566+0.00065309i,-0.00036021+0.00038949i,-0.00031353+0.00073166i,-0.00019288+0.0014154i,-0.00058494+0.00093983i,-0.00054489+0.00038131i,-0.0004287+0.00029331i
-0.00018609-0.0017114i,0.00040324-0.0021156i,0.0017301-0.0031143i,0.0014738-0.0030256i,0.00048564-0.0020274i,-3.7717e-05-0.00063714i,-0.00099977-7.2424e-05i,-0.0013911-2.5274e-05i,-0.00088082+0.00069065i,-0.00050196+0.0013512i,-0.00069202+0.0011905i,-0.00076141+0.00064784i,-0.00055755+0.00065888i,-0.00060137+0.001398i,-0.00041566+0.001298i,0.00051183+0.00075926i,0.00044056+0.00035313i,-0.0004003-0.00029758i,-0.0006001-0.00043592i,-0.00072795+0.00017906i,-0.00012887-0.00015904i,0.00070029-0.00076578i,0.00068279-6.0467e-05i
-0.0009773-0.00093797i,0.00070729+0.00029028i,0.00025966+0.0018408i,-0.00066481+0.00074212i,-0.00018061-0.0006743i,0.00015947-0.00014184i,0.00057169+0.0012613i,0.00052534+0.0017356i,-6.1616e-05+0.0021561i,-0.00039158+0.002759i,-0.00034615+0.0027041i,-2.747e-05+0.0015811i,0.00044059+0.00031198i,0.00034766-0.00088891i,-0.00036265-0.0012173i,-0.00031661-0.00046408i,-0.00039324+0.00053145i,-1.2884e-05+0.00073279i,0.00081969-0.00029958i,0.00060652-0.00088357i,-0.00040474-0.00068451i,-0.0002537-0.00048428i,0.00027651-0.00031739i
-0.0018774-0.0017945i,-0.0019766-0.0020881i,-0.0029322-0.0013164i,-0.0024329-1.936e-05i,-0.00087368+0.00029639i,0.00081419+0.00064695i,0.0014211+0.0018385i,0.0011498+0.0020798i,0.0010441+0.0015396i,0.0012657+0.0013469i,0.0017774+0.00090704i,0.0015755+0.00029403i,0.0013412+0.00040629i,0.0007933+0.00016028i,-0.00021971-0.00036284i,-1.1701e-05-0.0001163i,0.00056101+0.00011508i,0.00044818-0.00017017i,0.00027079+0.00016581i,-0.00039277+0.00031355i,-0.00073104+0.00025243i,-0.00048775+0.00022292i,0.0003263-0.00028227i
0.0011445-3.8089e-05i,0.0019379-0.0015545i,0.0029019-0.0026391i,0.0027065-0.0023452i,0.0014484-0.002698i,0.00077632-0.0023035i,0.0013312-0.0010306i,0.0014108-0.00032568i,0.0012336-0.00065309i,0.0016192-0.0011697i,0.0015843-0.0011479i,0.0012444-0.00092259i,0.00048445-0.00022811i,9.166e-05+7.0157e-05i,-6.4139e-05+0.00019368i,-0.00046599+0.00043285i,-0.00045797+0.00042509i,-0.00015725+0.00064926i,-0.00037893+0.0003009i,-0.00034821+6.5492e-05i,0.0001513+0.00058171i,2.3729e-05+0.00073594i,-0.00075307+0.00067103i
0.00084263+0.0004358i,0.00050564+0.00079443i,0.00095196-0.00043505i,0.0015731-0.0021405i,0.0011825-0.0030254i,0.0013815-0.0019564i,0.0012358-0.00046626i,-0.00039507+9.1971e-05i,-0.0016868-0.00059674i,-0.0015758-0.001628i,-0.00081887-0.0014508i,-0.0013023-0.0013257i,-0.0011596-0.00092958i,-0.00051374-0.00027867i,-0.0010863-0.0002943i,-0.0014661-0.00053696i,-0.00075335-0.00063224i,0.00013617+5.2699e-05i,0.00069702-1.1871e-05i,0.00084039-0.000174i,0.00031962+0.00045225i,-0.00018186+0.00072464i,-0.00081529+0.00079741i
2.776e-05-0.0012105i,-6.822e-05-0.0017483i,-0.00062106-0.001817i,-0.0012924-0.0013648i,-0.0017654-0.0011069i,-0.0014177-0.0017147i,-0.00064154-0.0009755i,-0.00064816+0.00043245i,-0.0011174+0.0011638i,-0.0018354+0.0010473i,-0.0019143+0.00051298i,-0.0010365+0.00048816i,-0.00060574+0.00096167i,-0.00055863+0.00096637i,-0.0003111+5.9141e-05i,-0.00045593+0.00024041i,-0.0009585+0.00091889i,-0.00065925+0.0013886i,0.00020914+0.0015629i,0.00011104+0.00054681i,2.8155e-05+0.00030586i,7.6256e-05+0.0004891i,-0.00018017+0.00010502i
0.00071813-0.0012316i,0.00077442-0.0016467i,0.00067628-0.0025097i,0.00021685-0.0029815i,-0.00047187-0.0017644i,-0.00055433+0.00047009i,-0.0010894+0.0015686i,-0.001011+0.00054497i,-0.00091014+8.5527e-05i,-0.0010386+0.00082784i,-0.001316+0.0022558i,-0.0012717+0.0027844i,-0.00069837+0.0021491i,-0.00067129+0.0010784i,-0.00080707+9.6091e-05i,-0.0003697-1.8187e-05i,-3.1208e-06-2.9085e-05i,-0.00054282-0.00014956i,-0.00046119+0.0004468i,3.3083e-05+0.0007686i,-0.00066527+0.00037892i,-0.0012133-0.00019573i,-0.00031507-0.00039535i
0.0015417+0.0017126i,0.0018507+0.0005385i,0.002649-0.0016882i,0.0018057-0.0033518i,0.00011701-0.00345i,-0.0013407-0.0023033i,-0.0011997+8.1844e-05i,-8.0494e-05+0.0012501i,0.00055213+0.0018141i,0.0010195+0.0022478i,0.0018022+0.0018268i,0.0019538+0.0010691i,0.00079755+0.00071081i,-0.00013089+0.0013257i,0.00038348+0.001449i,0.0011654+0.0008363i,0.00078443+0.00067361i,0.00070269+0.0010698i,0.00057693+0.00047461i,0.00031738-0.00034741i,0.00024282-0.00080599i,-0.00019085-0.00080691i,-0.00032173-0.00063184i
-0.0019988-0.0015452i,-0.0010792-0.00099918i,-0.00024037-0.0011415i,-0.0003926-0.0015842i,0.00020804-0.0010663i,0.0016033-0.00017132i,0.0016191+0.00041806i,0.0011969-0.00010417i,0.0015142-0.00043593i,0.0020336-4.7205e-05i,0.0023639-0.00014646i,0.0029095-0.00071912i,0.0028193-0.0010404i,0.0019175-0.00075675i,0.00085001-8.9628e-05i,-0.00014404+0.00032538i,-0.00015356-0.00045769i,0.00041956-0.00097963i,0.00044236-0.00038156i,-1.5487e-05+0.00026771i,8.815e-05-0.00010176i,0.00034379-0.00073149i,-0.00014027-0.00044817i
0.0023655-0.001956i,0.0009975-0.0017335i,0.0005161-0.003236i,-7.8721e-05-0.0045027i,-0.00097811-0.0035325i,-0.0011816-0.0015996i,-0.0015576+0.00028361i,-0.00089446+0.00099349i,0.00037006-0.00047056i,0.00049442-0.0016987i,-0.00020642-0.0012688i,-5.3959e-05-0.00048798i,0.00051735+0.00028695i,0.00068008+0.000178i,0.00033653-0.00014984i,0.00025525+0.00049579i,-0.00034653+0.00065605i,-0.00074312+0.00042078i,-0.00063771+0.00074839i,-0.00039734+0.00063735i,-0.00031025+0.0001132i,-0.00070969+0.00024683i,-0.00082212+0.00046131i
-0.0002808-2.5899e-05i,0.00058876-0.001104i,0.0020781-0.00185i,0.002296-0.0015024i,0.0010151-0.0016033i,0.0012374-0.0023114i,0.0012433-0.0018166i,0.00024875-0.00069736i,-0.00068661-2.5392e-05i,-0.0016052-0.00072069i,-0.0018528-0.0012777i,-0.0021004-0.0010137i,-0.0017948-0.00042585i,-0.0011101-7.9395e-05i,-0.00022576+0.00022836i,0.00025497+0.00062232i,0.0002383+0.00045109i,0.00015696+0.00011756i,0.00019317-5.2208e-05i,0.00020988-6.9991e-05i,0.00016707-0.00011625i,8.5554e-05-0.0002741i,0.00026135+1.9155e-05i
0.00081952+0.00057048i,0.0012959+0.00043146i,0.001633-0.00049797i,0.0017498-0.0018542i,0.0017733-0.0023669i,0.0011871-0.001616i,0.00075936-0.00084258i,2.2971e-06-0.00016692i,-0.00096473+0.00050057i,-0.0013246+0.0015263i,-0.0016192+0.0017973i,-0.0015432+0.0017916i,-0.00094377+0.0021245i,-0.00061638+0.0020462i,-0.00093849+0.0010956i,-0.00072065+0.00021991i,-0.00055173+0.00029416i,-0.00016568+0.00013557i,-3.7834e-05+0.00012212i,-0.00048406+0.00047523i,-0.00074724+0.00046188i,-0.00015683+0.00015377i,0.0005073+0.00012528i
-0.00043776-0.00070988i,-0.00041574-0.00044138i,-0.00076229-0.0015453i,-0.0003502-0.0023765i,-0.00085151-0.0011298i,-0.001692-0.00051084i,-0.001871-0.00060607i,-0.0014568+0.0010726i,0.00015841+0.0029075i,0.0012562+0.0038771i,0.0012675+0.0029744i,0.0015391+0.0021546i,0.00058811+0.0021621i,-0.00032927+0.0011413i,-0.00068306+0.00044789i,-0.00042101-0.00025542i,-4.2539e-05-0.00047675i,0.0003471+3.192e-05i,0.0002949-6.9548e-05i,-3.9001e-05+5.5764e-05i,0.00020592+0.00011489i,4.6291e-05-0.00032777i,-8.0256e-05-0.00046694i
-0.0011308-0.00035158i,6.8261e-05-0.00058306i,0.00034499-0.00093481i,6.785e-05-0.0011152i,0.00032145-0.00072795i,0.00041644-0.00055155i,-0.0004482+0.00052633i,-0.0011994+0.0010509i,5.3809e-05+0.0011421i,0.0015945+0.0015879i,0.0021501+0.00077087i,0.0020588-0.00013754i,0.00095809+1.0145e-05i,0.00039301+0.00077263i,0.00091435+0.0014725i,0.0010318+0.00086836i,0.00060517-0.0010227i,0.00018684-0.001152i,-0.00023768+0.00031615i,-0.00011952+0.0011299i,0.00017929+0.00086599i,-0.00074459-0.00018401i,-0.0014239-0.0010067i
-0.00053224-0.00048195i,0.0006672-0.00056635i,0.002031-0.00087104i,0.0025758-0.0014101i,0.0014943-0.0016865i,0.00089221-0.0010746i,0.00089501+0.0001826i,0.00041592+0.0009358i,0.00070764+0.00048469i,0.0014206-0.00089778i,0.0015887-0.0019421i,0.0015811-0.0015603i,0.001965-0.00082867i,0.0016019-0.00038999i,0.00059455-0.00027289i,0.00017352+0.00046099i,0.0006863+0.00053434i,0.0015025+7.5766e-05i,0.0015913+0.00040809i,0.00049446+0.000339i,-0.0004782-2.7331e-05i,-0.00056541-0.00050672i,-1.4901e-05-0.00053774i
2.2566e-05-0.00043706i,0.0012443+0.00066768i,0.00099727+0.00085063i,0.00069257+0.00037606i,0.00039329+0.00010654i,0.001998+0.00050394i,0.0024951+0.00036872i,0.0012249-0.00030913i,-7.032e-05-0.00093152i,-0.00084222-0.0012906i,-0.0008495-0.0014325i,-0.00088012-0.0009354i,-0.00074869-0.0010586i,-0.00082701-0.0009669i,-0.0013435-5.1636e-05i,-0.0010871-0.00040168i,-0.00045809-0.000728i,-0.00038755-0.00026643i,-0.00039321+0.00024283i,-8.5123e-05+0.00079906i,0.00028375+0.00060735i,6.3948e-05+0.00056525i,-8.2278e-05+0.00080893i
-0.00094522-0.0010857i,-0.0010182-0.0016429i,-0.0010404-0.0020475i,-0.00063049-0.0011878i,-5.9054e-05-7.6088e-05i,0.0003291-0.00029997i,0.00080047-0.0004005i,0.00063819-0.00013174i,-0.00082851+0.00054765i,-0.0022209+0.0006086i,-0.0025519+0.0001023i,-0.0019322+0.00023283i,-0.0013146+0.00098536i,-0.0011777+0.0015564i,-3.7279e-05+0.00098948i,0.0011694+0.00020924i,0.00048191+0.00018879i,-0.00059294+0.00054422i,8.545e-05+8.2832e-05i,0.00044415+0.00037344i,6.9792e-05+0.00074209i,0.00033265+0.0012905i,-2.6139e-05+0.001434i
3.1084e-05-0.00081877i,0.0014164-0.00076478i,0.001121-0.00081083i,6.992e-05-0.00083722i,-8.5833e-05-0.00088632i,-0.00016757-0.0008601i,-0.00050462-0.0010169i,-0.0007366-0.00048638i,-0.0006441+0.0013098i,-0.00097311+0.0023451i,-0.0015016+0.0026021i,-0.00073373+0.002976i,-0.00027213+0.0025779i,-0.00053679+0.0012021i,-0.00084949+1.5641e-05i,-0.0010424+0.00074217i,-0.0013618+0.00092071i,-0.00081316-0.00030641i,0.00063563-0.00014937i,0.00080028+0.00095547i,0.0003159+0.00055348i,0.00061005-0.00027383i,0.00093782-0.00050304i
-0.00053431+9.5668e-05i,-0.0001221-0.00037584i,-0.00018708-0.00012615i,-0.0004241+4.0792e-05i,-0.00034088-9.5738e-05i,0.00011846-7.2764e-06i,-3.41e-06+0.00080204i,-0.0002894+0.0024609i,0.00051215+0.0038909i,0.0013643+0.003363i,0.0018683+0.0021751i,0.0019941+0.0014342i,0.0018795+0.00136i,0.0014339+0.0012646i,0.00037687+0.0006637i,-0.0002636+5.0776e-05i,-0.00048472-0.00054996i,8.1773e-05-0.00074716i,0.00030877-0.00039174i,-5.3669e-06-0.00027048i,-0.00037523+0.00032804i,-0.00022324+0.00081485i,-0.00025367+0.0012068i
-0.00025409-0.00072923i,-0.0016897-0.00085731i,-0.0030149-0.0022728i,-0.0022661-0.0026566i,-0.00091517-0.0020937i,-0.00074548-0.0010602i,-0.001248+0.00011821i,-0.00093196+0.0010324i,0.00015635+0.00046235i,0.0017775-0.00017151i,0.0025296-0.00031735i,0.0015932-0.0006512i,0.0010093-0.0007965i,0.0012554-0.0008869i,0.00056706-0.00050574i,-0.00039643+0.00014345i,-0.00063988-3.3434e-05i,-0.00058352-0.00057918i,-5.4757e-05-0.00076905i,0.00019498-0.00016884i,-0.00021449+4.0707e-05i,-0.0001346-6.2228e-05i,0.00030596+2.0816e-05i
-0.00019777-0.00054477i,0.00039422-0.00087256i,0.001123-0.00064718i,0.0014489-0.0016579i,0.00085702-0.0020828i,0.00047718-0.00060155i,0.0014509+0.00091306i,0.0018217+0.00065032i,0.0019381-0.0002868i,0.0019509-0.00061637i,0.001448-0.0014575i,0.00048577-0.0016701i,-0.0005596-0.0011317i,-0.00077517-0.0011157i,-0.00031602-0.00037022i,0.00035587+3.0291e-05i,0.00028121-1.632e-05i,-0.00010887-0.000364i,0.00043197-0.00022889i,0.00025863+0.00058936i,-0.00013921+0.00021705i,-7.3812e-05-0.00036829i,0.00030413-0.00050812i
-0.0011741-0.00040532i,0.00013992-0.0010908i,0.0010181-0.0014438i,0.001308-0.001545i,0.0013893-0.0012812i,0.000949-0.0010918i,0.00072877-0.00096644i,0.0012007-0.00053173i,0.00057178-0.0008829i,-0.00033905-0.00099019i,-0.0012345-0.00050351i,-0.0019385-0.00034065i,-0.0018948-0.00017008i,-0.0011138-0.00010838i,-0.00036941-0.00022846i,-0.00060578-0.00010818i,-0.0006231+0.00030396i,-0.00030348+0.00052316i,7.4812e-05+0.00022501i,0.00057564-0.00017594i,-0.00026452+4.4791e-05i,-0.00037934+0.00069676i,0.00018679+0.00056433i
-0.00039486+0.0016562i,0.00071552+0.0012528i,0.0012668-1.8461e-05i,0.0013601-0.0010561i,0.0012661-0.00092807i,0.00072086-0.00030919i,-1.8183e-05+0.000521i,-0.00021629+0.0011007i,-0.00040978+0.0017159i,-0.00073769+0.0020288i,-0.00094996+0.0013966i,-0.0013232+0.0010807i,-0.0014799+0.00095266i,-0.0007721+0.0012665i,-0.00027943+0.00076655i,-0.00028755-0.0001411i,-0.00012377-0.00040462i,-0.00024812-0.00013786i,-0.00027387+0.00051587i,-0.0004603+0.00057323i,0.00010418-8.5204e-05i,0.00061043-3.9453e-05i,0.0003283+0.00056064i
0.0027166+0.00084954i,0.0026871-0.0014527i,0.0030143-0.0033839i,0.0024873-0.0048635i,0.0013523-0.0046849i,-0.001062-0.0033695i,-0.0022906-0.0012008i,-0.0017122+0.00066945i,-0.0008449+0.0016188i,0.00041606+0.0022452i,0.00085061+0.0022846i,0.00028903+0.0021365i,0.00052825+0.0022143i,0.0006168+0.0018313i,-0.00025477+0.00063766i,-0.00090384+1.9638e-05i,-0.00042261+0.00014998i,9.5661e-05+0.00050904i,-0.00027805+0.00024519i,-0.00069663-0.00058972i,-0.00050729-0.00088879i,-3.5988e-05-0.00070375i,0.0001428-0.00061692i
1.5584e-05-0.0020531i,0.00060816-0.0013702i,0.00017459-0.0017587i,-0.00086247-0.0018795i,-0.0016041-0.00091745i,-0.0014341-0.00059121i,-0.00080867-0.00023603i,-0.0012184+0.00042041i,-0.00064445+0.00092776i,0.000867+0.0014203i,0.0021695+0.001155i,0.0019258+0.00014385i,0.0011678-0.00051551i,0.00091303+0.00029812i,-8.6821e-05+0.00065013i,0.00010393+0.00013472i,0.0010108+3.0128e-05i,0.00050488-0.00014333i,5.2218e-06+0.00042309i,-0.00015258+0.0011556i,-0.00080269+0.00043793i,-0.0008428+0.00016359i,-0.00046761-9.4342e-05i
-0.0013047+0.00041462i,-0.0025271-0.00083974i,-0.0016073-0.002756i,0.00018881-0.003266i,-0.0004428-0.0027133i,-0.0015159-0.0014205i,-0.0018364+0.00029292i,-0.00086509+0.0010336i,0.0011841+0.00063119i,0.0013042-0.00023224i,0.0012048-0.00097251i,0.0011928-0.0010884i,-0.00011871-0.0009608i,-0.0011188-0.0010584i,-0.00054518-0.0012377i,-0.00024961-0.00075019i,-0.0003051-0.00078225i,0.00023604-0.00081876i,0.0004011-0.00063352i,-0.0002587-0.00024985i,1.9611e-05+0.00059964i,0.00033131+0.00087336i,-5.0189e-05+0.00040042i
-0.0011173-0.00035818i,-0.00016119-3.8156e-05i,2.7515e-05+0.00054262i,0.00025624+0.00012656i,0.00090969-0.00096181i,0.0013314-0.00031432i,0.00076576+0.0015907i,0.00047358+0.001348i,0.00069476+0.00027814i,0.0009594-0.00092617i,0.00089427-0.0016828i,0.00033787-0.0016328i,-0.00015366-0.00080339i,0.00034528-0.00029311i,0.00028787-0.0010133i,-0.00031481-0.0014805i,-0.00090509-0.001354i,-0.00079537-0.0010842i,0.00032961-0.00056564i,0.0010528+0.00027737i,0.0002805+0.00061521i,-0.00052469+0.00039074i,-0.000641+0.00089463i
0.0016529+0.00073392i,0.0017126-0.0010726i,0.001868-0.0021957i,0.0020234-0.002981i,0.0016464-0.0030866i,0.00033506-0.0018721i,0.00015256-0.00042697i,0.00068498+0.00029642i,0.00050198+0.00028892i,-0.0012426+0.00022396i,-0.0018247+0.00015534i,-0.0013747+0.0001973i,-0.00097145+0.00043039i,-0.0013796+0.00077292i,-0.0012737+0.00095875i,8.2318e-05+0.0010466i,8.44e-05+0.0011643i,-0.00058647+0.00090032i,-4.4438e-05+0.0003353i,0.00060971-0.00013998i,-0.00041789+0.00053i,-0.00090688+0.0011188i,-5.0774e-05+0.00037614i
-0.00049222-0.0017344i,-0.00062466-0.00065542i,-0.00085285-0.00067353i,-0.00075314-0.0016385i,0.0004744-0.0013725i,0.0011889-0.00047347i,0.00054671-0.00015693i,-0.00079415+0.00056354i,-0.00098028+0.0013253i,-0.0005959+0.0017763i,-0.00022742+0.0017034i,-0.00010237+0.0015748i,0.00047927+0.0019125i,0.00080645+0.0018016i,0.00066054+0.0011856i,0.00061708+0.00079188i,-0.00013287+0.0007107i,-0.00083164+0.00041397i,-0.00074024-0.00026901i,-0.00031899-0.00014185i,-0.00043854+0.00097518i,-0.00061985+0.001217i,-0.00088861+0.00022467i
0.00093665-0.00089666i,-0.00016704-0.0011235i,-0.0001646-0.00095426i,0.00035688-0.00064042i,7.9714e-05-0.00090728i,-0.00035765-0.0012421i,-0.00024581-0.00068247i,1.5036e-05+0.0004224i,-0.00056491+0.0016333i,-0.00023181+0.0026044i,0.0012233+0.0026323i,0.00097966+0.0019472i,0.00062221+0.0011787i,0.00090425+0.00097523i,0.0004835+0.0010186i,0.00017082+0.00035577i,0.00080847+1.8189e-05i,0.00054718+0.00039713i,0.00030953+0.00056403i,0.00038798+0.00041118i,3.5443e-05+2.983e-05i,-0.00037983-0.00053184i,-8.1768e-05-0.00079333i
0.0018051-0.00054362i,0.00085587-0.0019662i,0.00083927-0.0033385i,-0.00026473-0.0035427i,-0.00095342-0.0032365i,-0.0013155-0.0020097i,-0.0011448+0.0005001i,-0.00034693+0.0021141i,0.0011288+0.0022774i,0.0019683+0.002082i,0.0014508+0.0013939i,0.00015731+0.0002135i,-0.00050581-0.00056846i,0.0003523-0.00010259i,0.0011546-0.00052085i,0.00073977-0.0011189i,-3.3007e-06-0.001099i,6.3583e-06-0.00098154i,0.00035466-0.00066076i,0.00055137-0.00045728i,0.00019172-0.00047419i,7.8588e-05-0.00081589i,-0.00045504-0.00084761i
