-0.0016653+0.00036581i,-0.0011446-6.3939e-05i,-0.0025222+0.00054694i,-0.0028317+0.00047766i,-0.0028594+0.0010966i,-0.0028705+0.0018523i,-0.0018232+0.0018353i,-0.00063539+0.0015676i,0.00015787+0.0011793i,0.001036+0.00069766i,0.0008079+0.00065608i,0.00095278+0.00053856i,0.0015773+0.0001547i,0.00082392-0.0006256i,0.00051603-0.00013538i,0.00017545+0.0004609i,-0.00079771+7.033e-05i,-0.00093606-0.0001847i,-0.0011213-4.0824e-06i,-0.001259+0.00011391i,-0.00026789-0.00026425i,0.00012521-0.00029306i,-5.0836e-05+1.5212e-05i
0.022244-0.20437i,0.079617-0.37748i,0.14132-0.41195i,0.21556-0.2601i,0.30859-0.10204i,0.32022-0.03649i,0.20509-0.013428i,0.1012+0.0089852i,0.062299+0.0016099i,0.03076-0.028225i,0.0064739-0.03382i,-0.0009226-0.019844i,0.0021384-0.0063515i,0.017143-0.0043302i,0.027378-0.012182i,0.018581-0.0077108i,0.0021879+0.015377i,-0.0019505+0.041907i,0.013513+0.050807i,0.026182+0.035567i,0.018614+0.017328i,0.007226+0.011651i,0.0016486+0.011598i
0.031274+0.18963i,0.087188+0.37656i,0.13227+0.39967i,0.14219+0.18024i,0.087572-0.096959i,-0.01324-0.24774i,-0.074693-0.22862i,-0.07481-0.14052i,-0.059878-0.071889i,-0.054918-0.0074658i,-0.043692+0.049321i,-0.020709+0.069199i,0.00517+0.051114i,0.010367+0.01113i,-0.0092466-0.029066i,-0.02669-0.060661i,-0.034001-0.078384i,-0.0462-0.072119i,-0.062888-0.047064i,-0.064789-0.02148i,-0.043298-0.0081046i,-0.010902-0.0076718i,0.0075843-0.014014i
-0.16107-0.21722i,-0.31685-0.386i,-0.42164-0.3953i,-0.43683-0.2336i,-0.42043-0.092912i,-0.37615+0.0092199i,-0.26358+0.081647i,-0.13256+0.063438i,-0.075226+0.020606i,-0.060261+0.012117i,-0.047126-0.0025499i,-0.056266-0.029292i,-0.082585-0.029795i,-0.093557+0.0067049i,-0.079647+0.053373i,-0.055154+0.076781i,-0.030398+0.061997i,-0.012313+0.02955i,-0.00053231+0.011362i,0.012541+0.0083407i,0.020382+0.0026597i,0.011285-0.0040987i,0.0036326-0.001698i
0.36347+0.16254i,0.65917+0.28972i,0.72736+0.25175i,0.47123+0.11685i,0.21974+0.12664i,0.17398+0.17837i,0.17328+0.13239i,0.10946+0.08529i,0.059421+0.064535i,0.048458+0.026097i,0.046839-0.0056341i,0.056847-0.014441i,0.067866-0.018765i,0.068727-0.023616i,0.060623-0.012268i,0.048648+0.01673i,0.039741+0.042477i,0.032409+0.04215i,0.022593+0.016596i,0.014143-0.0071044i,0.012668-0.013786i,0.012036-0.011343i,0.0056569-0.0038761i
-0.54547+0.13391i,-0.93799+0.26914i,-0.91933+0.38299i,-0.42592+0.36532i,0.002329+0.16738i,0.091937-0.01254i,0.04959-0.041934i,0.021337-0.019687i,0.0058003-0.013941i,-0.0093635-0.016779i,-0.026174-0.0042255i,-0.017784+0.034067i,0.017832+0.058574i,0.040228+0.033132i,0.038926-0.031373i,0.021063-0.089578i,-0.0025447-0.099494i,-0.013689-0.072259i,-0.0061477-0.052422i,-0.0065987-0.046664i,-0.022823-0.028478i,-0.025907-0.004108i,-0.02255+0.0052606i
0.40184-0.6152i,0.68697-1.103i,0.63277-1.1941i,0.26977-0.77102i,0.028218-0.32118i,-0.041533-0.1539i,-0.084806-0.1164i,-0.072178-0.073833i,-0.033843-0.033599i,-0.009425+0.011474i,0.011496+0.023536i,0.0013018-0.012675i,-0.047206-0.037419i,-0.087254-0.022416i,-0.08549+0.0065467i,-0.049258+0.011461i,-0.014114-0.0091686i,0.001006-0.017429i,0.011396+0.0043697i,0.0248+0.02513i,0.022474+0.019157i,0.0039225+0.0095865i,-0.00058335+0.0087036i
0.15781+0.89216i,0.33538+1.5316i,0.43337+1.4798i,0.32013+0.75006i,0.11535+0.23617i,0.083802+0.1593i,0.15534+0.10329i,0.098606+0.016308i,-0.0064287+0.0011842i,-0.057032+0.0011232i,-0.075896+0.0028149i,-0.060097+0.019158i,-0.021554+0.015232i,0.0092218-0.00054447i,0.024148+0.015057i,0.033165+0.057597i,0.039214+0.077753i,0.037009+0.056092i,0.027674+0.034177i,0.023639+0.032142i,0.026725+0.029061i,0.02055+0.021219i,0.0082775+0.016747i
-0.84676-0.55697i,-1.5153-0.91299i,-1.5986-0.80763i,-0.95948-0.35055i,-0.36003-0.15894i,-0.22053-0.17327i,-0.23877-0.076754i,-0.18016+0.014648i,-0.087979+0.023166i,-0.020645+0.015927i,0.0017077+0.015922i,0.013819+0.025248i,0.055237+0.034003i,0.099271+0.028165i,0.10479-0.0044074i,0.073094-0.046173i,0.037472-0.063168i,0.013186-0.041865i,-0.0052405-0.006497i,-0.017735+0.010173i,-0.0208+0.011565i,-0.014595+0.0054976i,-0.012937-0.0047596i
0.97891-0.20295i,1.7512-0.4098i,1.7701-0.5038i,0.97992-0.33365i,0.35169-0.088523i,0.21344-0.054778i,0.17071-0.1328i,0.11204-0.11076i,0.074612-0.045533i,0.053486+0.0024652i,0.063049+0.01301i,0.049112-0.0097243i,-0.0097227-0.0056593i,-0.060694+0.023537i,-0.076366+0.046256i,-0.053576+0.05128i,-0.014675+0.037417i,-0.0018403+0.018553i,-0.018668+0.0015622i,-0.028209-0.0095452i,-0.012179-0.016958i,0.0066135-0.025563i,0.015199-0.030729i
-0.54821+0.796i,-0.88791+1.4768i,-0.75175+1.5589i,-0.29825+0.90584i,-0.1114+0.35814i,-0.09875+0.2611i,-0.048972+0.21889i,-0.075426+0.12366i,-0.11044+0.07003i,-0.12027+0.0021403i,-0.1533-0.048755i,-0.15868-0.058911i,-0.13574-0.075812i,-0.11236-0.075896i,-0.098696-0.03081i,-0.094289+0.040978i,-0.075368+0.09364i,-0.031834+0.085911i,0.0071299+0.035459i,0.019314-0.0050997i,0.01509-0.012229i,0.011314+0.0050254i,0.019475+0.02589i
-0.20174-0.77402i,-0.43772-1.4079i,-0.61327-1.4989i,-0.49702-0.9831i,-0.23146-0.60081i,-0.20743-0.48283i,-0.30986-0.25844i,-0.26061-0.056381i,-0.16672-0.0018892i,-0.10283+0.04502i,-0.010484+0.079904i,0.095095+0.065983i,0.1762+0.044023i,0.19049+0.01297i,0.14266-0.048576i,0.079598-0.11805i,0.028905-0.14524i,-0.0066655-0.11594i,-0.025322-0.067272i,-0.032196-0.030562i,-0.038885-0.0061142i,-0.046639+0.010861i,-0.050876+0.025296i
0.47155+0.27906i,0.96647+0.45401i,1.0898+0.40225i,0.64174+0.27128i,0.27236+0.31701i,0.34677+0.33116i,0.4916+0.14295i,0.46985-0.040579i,0.33666-0.13607i,0.19362-0.15678i,0.10528-0.11851i,0.029302-0.064733i,-0.048398-0.0052608i,-0.078672+0.028814i,-0.069272+0.035306i,-0.043028+0.035714i,-0.018066+0.021757i,-0.006334+0.0087898i,0.015893+0.001689i,0.037246-0.0132i,0.030639-0.023069i,0.012393-0.023669i,-0.0082978-0.022138i
-0.31604+0.14259i,-0.56374+0.42293i,-0.57364+0.60745i,-0.36912+0.4346i,-0.35564+0.12308i,-0.50324+0.029875i,-0.4978+0.075509i,-0.40297+0.12595i,-0.28532+0.17984i,-0.14787+0.17147i,-0.072894+0.10559i,-0.032126+0.036711i,-0.0059434-0.044395i,-0.012968-0.10312i,-0.021448-0.10533i,-0.034568-0.06488i,-0.067908-0.012238i,-0.090075+0.024372i,-0.066111+0.039656i,-0.019128+0.023959i,0.0024561-0.0096559i,0.0021686-0.019541i,0.0078747-0.01069i
-0.14815-0.17659i,-0.21585-0.39972i,-0.11607-0.50576i,0.19635-0.3321i,0.49294-0.13051i,0.45628-0.12044i,0.18459-0.12885i,0.032005-0.10933i,0.0086837-0.10994i,0.0029555-0.076907i,0.0039491-0.018175i,0.031693+0.041021i,0.097805+0.072661i,0.14924+0.046102i,0.15812-0.012952i,0.15911-0.08598i,0.14231-0.15183i,0.080755-0.1634i,0.0057353-0.10796i,-0.029045-0.033097i,-0.026956+0.0033506i,-0.034381+0.0026782i,-0.052417+0.0091493i
0.25048-0.21753i,0.50943-0.29922i,0.46226-0.31352i,0.043362-0.19963i,-0.18619+0.028645i,0.016917+0.16816i,0.2952+0.14267i,0.38311+0.10586i,0.31182+0.068567i,0.18402-0.016224i,0.061755-0.079155i,-0.037875-0.068491i,-0.10884-0.01194i,-0.13763+0.044411i,-0.13651+0.080702i,-0.13359+0.081573i,-0.127+0.045663i,-0.11177+0.0048545i,-0.073886-0.0093025i,-0.0093093-0.0095187i,0.035379-0.017239i,0.04143-0.026784i,0.033874-0.036453i
-0.14509+0.49038i,-0.28667+0.86589i,-0.25723+0.87749i,-0.074163+0.38897i,-0.054769-0.14405i,-0.23791-0.30073i,-0.35133-0.18902i,-0.35142-0.060745i,-0.31901+0.050003i,-0.25148+0.14254i,-0.15443+0.1781i,-0.057872+0.15413i,0.0077327+0.10345i,0.047812+0.062284i,0.087566+0.035271i,0.12053+0.030209i,0.14327+0.04978i,0.14269+0.058701i,0.098397+0.049101i,0.041146+0.043029i,0.0097458+0.03561i,0.00024054+0.018857i,-0.0065545-0.0042616i
-0.24758-0.58163i,-0.47135-0.85298i,-0.6442-0.57938i,-0.63843+0.14097i,-0.49643+0.60384i,-0.35645+0.55973i,-0.22388+0.26484i,-0.073987-0.045953i,0.031859-0.20087i,0.07381-0.18296i,0.051447-0.12673i,-0.00036415-0.08838i,-0.022661-0.06825i,-0.017665-0.065134i,-0.009484-0.05999i,-0.011009-0.040311i,-0.011823-0.023106i,0.017005-0.01492i,0.065344-0.006478i,0.083768-0.0085574i,0.058556-0.029065i,0.022179-0.048646i,0.004183-0.052783i
0.43302+0.25671i,0.80296+0.31594i,0.97291-0.028887i,0.87955-0.58683i,0.71074-0.92164i,0.47082-0.85791i,0.12387-0.42261i,-0.15448+0.049384i,-0.3296+0.26351i,-0.38363+0.34056i,-0.23757+0.36492i,-0.059577+0.29165i,0.0065351+0.20101i,0.017442+0.1262i,0.023125+0.064842i,0.068985+0.016556i,0.13002-0.051777i,0.099286-0.10568i,0.0030417-0.077003i,-0.032925-0.011371i,-0.0099129+0.015759i,0.0044997+0.024856i,0.017528+0.050357i
-0.4432-0.15101i,-0.55912+0.0055468i,-0.35041+0.17645i,-0.16587+0.27542i,-0.19419+0.43892i,-0.12257+0.5387i,0.070626+0.32112i,0.1253+0.043228i,0.10011-0.059485i,0.10668-0.10409i,0.093747-0.16145i,0.039164-0.19592i,-0.025502-0.16207i,-0.040154-0.076029i,-0.021802-0.013735i,-0.02422+0.023762i,-0.02937+0.057819i,-0.0022046+0.06482i,0.036717+0.025949i,0.037851-0.029332i,0.014124-0.050677i,0.0033448-0.054054i,-0.0082538-0.059719i
-1.2295+8.8199i,0.95809+8.6249i,4.3931+9.2693i,6.339+6.4221i,6.058+2.0423i,3.5594-1.4263i,0.8183-1.7859i,-0.14542-0.50133i,0.10934+0.62884i,0.90438+1.1846i,1.5838+0.84294i,1.78+0.044894i,1.7017-0.5873i,1.3394-0.71657i,1.0295-0.53532i,0.85226-0.49366i,0.47346-0.55355i,0.09809-0.34239i,0.095501+0.053585i,0.3406+0.2226i,0.54921+0.076278i,0.56768-0.15112i,0.40648-0.24278i
-0.012301-0.30292i,-0.055242-0.36972i,-0.020922-0.22491i,0.023446+0.085797i,0.0049637+0.1758i,-0.11609-0.0034958i,-0.21992-0.048574i,-0.1338+0.11307i,0.041667+0.20584i,0.10735+0.1511i,0.054152+0.069096i,-0.0023454+0.051376i,0.011489+0.052555i,0.043507+0.021177i,0.03907-0.0097301i,-0.0042563-0.025301i,-0.06909-0.024307i,-0.09861+0.0071214i,-0.05918+0.028955i,-0.0074784-0.0036388i,0.0028103-0.047568i,-0.00084837-0.051615i,0.020756-0.034887i
0.30955+0.29731i,0.54378+0.53447i,0.65545+0.4726i,0.37975+0.081267i,-0.13824-0.13676i,-0.35521+0.033123i,-0.16958+0.23332i,0.05391+0.26166i,0.1636+0.20825i,0.17637+0.10238i,0.11611-0.011878i,0.051034-0.057382i,0.02606-0.052344i,0.041634-0.027997i,0.093298-0.006874i,0.11727+0.0015067i,0.084588+0.018031i,0.057875+0.022512i,0.040285-0.0083198i,0.0051844-0.036675i,-0.022466-0.036705i,-0.029687-0.03407i,-0.025987-0.043259i
-0.30146-0.30032i,-0.54518-0.42169i,-0.58351-0.27475i,-0.4169+0.08852i,-0.27175+0.47885i,-0.19321+0.68219i,-0.11885+0.57438i,-0.056556+0.34904i,0.066931+0.19535i,0.19968+0.049898i,0.15188-0.083168i,0.026264-0.10595i,-0.0049651-0.069882i,0.012539-0.069738i,0.0047836-0.10146i,-0.011186-0.11442i,-0.011165-0.10555i,-0.012901-0.091283i,-0.029679-0.059965i,-0.045885-0.0092251i,-0.04344+0.027813i,-0.032028+0.037868i,-0.021756+0.040118i
0.39183+0.26647i,0.38873+0.23381i,-0.055464+0.027292i,-0.56027-0.093591i,-0.55784-0.097794i,-0.23748-0.16137i,-0.085203-0.15735i,-0.088233-0.030206i,-0.084684+0.050127i,-0.056537+0.03905i,-0.0067691+0.027621i,0.017772+0.028689i,0.013881+0.018719i,0.010901-0.0019386i,0.0078228-0.01737i,0.0054694-0.024461i,-0.018155-0.01843i,-0.053584+0.0081525i,-0.061895+0.031672i,-0.048719+0.03487i,-0.02828+0.028327i,-0.0030525+0.024407i,0.024741+0.019903i
-0.43006-0.28829i,-0.70206-0.34585i,-0.81759-0.041039i,-0.79492+0.48854i,-0.67798+0.72012i,-0.5012+0.55345i,-0.35788+0.36224i,-0.24289+0.3174i,-0.13036+0.2657i,-0.063106+0.1365i,-0.044697+0.0069394i,-0.056157-0.061773i,-0.06157-0.057777i,-0.016047-0.038495i,0.040362-0.05244i,0.044661-0.072916i,0.015118-0.063208i,-0.0070075-0.023275i,-0.0069376+0.010951i,-0.0086154+0.016635i,-0.028777+0.017492i,-0.039912+0.020715i,-0.031423+0.01453i
0.63013+0.40318i,0.9915+0.76954i,0.97223+0.94892i,0.56549+0.88513i,0.15402+0.78651i,0.057126+0.61925i,0.11175+0.27786i,0.043371+0.0090969i,-0.010074-0.028001i,0.024964-0.034931i,-0.022893-0.084145i,-0.093763-0.049376i,-0.065285+0.0097253i,-0.029364+0.0062486i,-0.030383-0.018711i,-0.034822-0.037261i,-0.034486-0.037446i,-0.013567-0.022466i,0.0067472-0.01241i,0.011362-0.0011171i,0.020823+0.012602i,0.020779+0.013305i,-5.7202e-05+0.0030276i
-0.75652-0.15097i,-1.1341-0.23443i,-0.9932-0.2014i,-0.58456+0.038337i,-0.36879+0.37501i,-0.25035+0.52801i,-0.11047+0.4048i,-0.02543+0.23877i,0.082974+0.13629i,0.15546+0.005909i,0.097555-0.044899i,0.057905-0.01024i,0.056473-0.036924i,0.0094112-0.069346i,-0.031118-0.04973i,-0.03346-0.027948i,-0.018026-0.016739i,0.014978-0.0081258i,0.037611-0.0016172i,0.030945+0.0053751i,0.0157+0.0083996i,0.010759+0.014425i,0.022888+0.030029i
0.6711-0.24389i,0.84781-0.49241i,0.40139-0.68187i,-0.35272-0.53342i,-0.61095-0.10277i,-0.3663+0.14947i,-0.15171+0.18947i,-0.04987+0.2229i,0.027816+0.19505i,0.064147+0.10426i,0.077651+0.040852i,0.061365+0.024646i,0.015629+0.035587i,-0.0075411+0.030422i,0.0094196+0.00017939i,0.035994-0.038295i,0.031099-0.061536i,-0.0011016-0.057606i,-0.02217-0.04042i,-0.029543-0.013775i,-0.029768+0.014938i,-0.014576+0.025292i,0.0031279+0.01025i
-0.46689+0.26386i,-0.81347+0.50742i,-0.86324+0.79206i,-0.54514+0.942i,-0.16604+0.79865i,0.031576+0.54993i,0.060708+0.38964i,0.026528+0.30925i,0.0034041+0.26212i,0.018565+0.21i,0.051847+0.1241i,0.062287+0.033901i,0.060954-0.011402i,0.056696-0.017446i,0.034725-0.021745i,-0.0018569-0.032326i,-0.033452-0.036289i,-0.035885-0.016711i,-0.01299+0.0078917i,0.0083346+0.01405i,0.012371+0.015917i,0.0010167+0.01444i,-0.012229+0.010699i
0.3208-0.11611i,0.58881+0.017392i,0.84855+0.27608i,1.0727+0.31201i,1.0943-0.027965i,0.7389-0.40873i,0.32254-0.47893i,0.14029-0.34385i,0.09467-0.19829i,0.067777-0.091167i,0.038924-0.037637i,0.00666-0.00038251i,-0.0035708+0.031316i,-0.0057572+0.028439i,-0.014918+0.021337i,-0.017189+0.02536i,-0.01266+0.017937i,-0.011419-0.0031241i,-0.011476-0.012267i,-0.0022752-0.0029224i,0.016447+0.0036956i,0.032514+0.0012225i,0.032636-0.0086107i
-0.098135+0.016589i,-0.15365-0.11318i,0.059168-0.35482i,0.31226-0.55344i,0.18668-0.48734i,-0.083652-0.23694i,-0.12592-0.050248i,-0.008011-0.012059i,0.066971-0.048963i,0.053056-0.070719i,0.011524-0.047563i,-0.0021189-0.038906i,-0.017609-0.079445i,-0.054261-0.10179i,-0.075621-0.087317i,-0.076213-0.067296i,-0.078619-0.043604i,-0.072518-0.011318i,-0.044501+0.018528i,-0.014791+0.02897i,-0.0013733+0.024687i,0.0012988+0.017781i,0.0018205+0.013696i
0.12157-0.03055i,0.16614-0.22388i,0.010932-0.41031i,-0.14577-0.40073i,-0.03229-0.17342i,0.16956+0.10016i,0.26932+0.17935i,0.27685+0.06012i,0.21344-0.062592i,0.12827-0.078266i,0.063425-0.037934i,0.023076-0.0031533i,-0.0091376+0.0082658i,-0.044676+0.019977i,-0.058963+0.049743i,-0.048426+0.078614i,-0.036385+0.094727i,-0.024108+0.082054i,-0.0068978+0.03375i,0.0062893-0.014258i,0.0073458-0.027018i,0.0047795-0.016963i,0.001053-0.015531i
0.02429+0.047901i,0.028606+0.20529i,0.063474+0.36386i,0.11332+0.34578i,0.16534+0.19733i,0.209+0.08588i,0.23862+0.0404i,0.21825-0.0096446i,0.16462-0.056094i,0.11862-0.078178i,0.089338-0.07107i,0.071888-0.049327i,0.045532-0.030173i,0.032429-0.0038201i,0.052853+0.01861i,0.068992+0.018983i,0.071027+0.0091087i,0.069015-0.011756i,0.044222-0.032017i,0.0091353-0.027875i,-0.0040834-0.015803i,-0.0032634-0.0142i,-0.0036683-0.013224i
-0.045825+0.25184i,0.029297+0.31915i,0.24467+0.17845i,0.39807-0.048695i,0.33273-0.11573i,0.23425-0.068269i,0.21938-0.099957i,0.22325-0.18055i,0.16659-0.21i,0.073143-0.16503i,0.016371-0.095895i,-0.016217-0.0468i,-0.047184+0.007593i,-0.051646+0.044138i,-0.043252+0.028087i,-0.029848-0.0004761i,-0.0064433-0.020265i,0.0011882-0.034295i,-0.0078578-0.033867i,-0.013441-0.020946i,-0.012134-0.0046445i,-0.0043456+0.0045867i,0.0078243+0.0027351i
-0.09695-0.46844i,-0.32154-0.77622i,-0.64747-0.73614i,-0.81849-0.2839i,-0.64323+0.17476i,-0.34272+0.30371i,-0.15974+0.17858i,-0.094372+0.040399i,-0.04244-0.0064285i,0.025881-0.018531i,0.050633-0.041081i,0.031274-0.048926i,0.02439-0.038511i,0.027444-0.024418i,0.023644-0.0018868i,0.018179+0.018031i,0.0097574+0.02368i,0.0047969+0.027396i,0.0018005+0.024653i,-0.0044597+0.0097079i,-0.0023381-0.0019857i,0.00042533-0.0061594i,-0.0050976-0.0055553i
0.16569+0.45853i,0.2563+0.80758i,0.33311+0.95052i,0.3709+0.76908i,0.35487+0.46435i,0.27007+0.19136i,0.1239+0.015487i,0.032498-0.042647i,0.039119-0.061971i,0.044479-0.079708i,0.018154-0.072272i,-0.0056434-0.05126i,-0.021775-0.028993i,-0.026969-0.010693i,-0.014353-0.0038034i,0.0056618-0.0020053i,0.015334-0.0016177i,0.0083702-0.011224i,-0.0091915-0.016976i,-0.01951-0.0073739i,-0.022387-0.011068i,-0.033381-0.023165i,-0.04326-0.015705i
-0.040767-0.33957i,-0.023632-0.58565i,0.039697-0.57227i,0.055264-0.3645i,-0.093112-0.26072i,-0.3284-0.21235i,-0.40613-0.048219i,-0.2712+0.10829i,-0.10874+0.13167i,-0.027147+0.092977i,-0.0027124+0.053476i,-0.0017874+0.032459i,0.0053582+0.033932i,0.01699+0.033227i,0.010712+0.020044i,-0.0087881-0.0019842i,-0.023266-0.016837i,-0.025115-0.0055777i,-0.0076411+0.022694i,0.012769+0.03789i,0.011099+0.037538i,0.0016635+0.035554i,0.01012+0.027859i
-0.010892+0.35423i,-0.04213+0.5346i,-0.05346+0.48054i,0.042779+0.28606i,0.13389+0.18581i,0.10333+0.17033i,0.063092+0.17685i,0.07776+0.16055i,0.074652+0.1123i,0.047407+0.07091i,0.031891+0.027442i,0.010044-0.011644i,-0.012008-0.016381i,-0.011829-0.0065791i,-0.009511-0.00033876i,-0.015726+0.0098143i,-0.019512+0.021241i,-0.0045125+0.024207i,0.023905+0.0070666i,0.032898-0.022829i,0.022056-0.027743i,0.018463-0.011152i,0.016593-0.0099613i
-0.056978-0.30947i,-0.039816-0.46963i,0.001657-0.40883i,-0.0094959-0.27078i,-0.068093-0.24335i,-0.07068-0.21793i,-0.02705-0.13169i,-0.017869-0.030637i,-0.015052+0.048114i,0.011201+0.06493i,0.0099234+0.047512i,0.0013427+0.042072i,0.022663+0.018306i,0.026527-0.026668i,0.004307-0.042152i,-0.011298-0.020844i,-0.015236+0.0044003i,-0.015806+0.0083186i,-0.020799-0.009172i,-0.031251-0.019599i,-0.038159-0.015668i,-0.03768-0.0094145i,-0.041097+0.0052731i
0.081849+0.23263i,0.12585+0.31557i,0.080944+0.17117i,-0.051369-0.043344i,-0.15294-0.068199i,-0.15113-0.0014276i,-0.091189+0.027983i,-0.015904+0.045181i,0.038592+0.031355i,0.041028+0.0033258i,0.046111+0.014731i,0.069446+0.031271i,0.051961+0.01959i,0.0047323+0.014882i,-0.022717+0.02961i,-0.022807+0.047646i,-0.012903+0.0626i,-0.0066408+0.060321i,-0.0058294+0.041289i,-0.0021795+0.025894i,0.0072406+0.021875i,0.016214+0.016632i,0.025754+0.0067727i
-0.059143-0.16193i,-0.16765-0.21296i,-0.25473-0.087758i,-0.23983+0.061151i,-0.17724+0.037928i,-0.13495-0.018751i,-0.052087+0.020668i,0.049934+0.054375i,0.074214+0.048413i,0.055068+0.028165i,0.04763-0.006417i,0.042585-0.032615i,0.027292-0.029961i,0.016817-0.0097618i,0.025758+0.00016448i,0.038791-0.0063116i,0.04903-0.01411i,0.051751-0.015364i,0.028238-0.0093153i,-0.0048801+0.003256i,-0.01407+0.012864i,-0.0062124+0.0080385i,-0.0021264-0.0034104i
0.0058394+0.14235i,0.077158+0.22827i,0.19272+0.21286i,0.22213+0.1591i,0.13807+0.18371i,0.096142+0.19947i,0.10074+0.10367i,0.091257+0.018505i,0.091729-0.001092i,0.063642-0.010954i,0.013-0.015957i,-0.018107-0.025525i,-0.042391-0.026935i,-0.050347-0.010007i,-0.029821-0.0088856i,-0.0026427-0.027744i,0.0083712-0.04727i,-0.0023868-0.052011i,-0.017913-0.030717i,-0.012131-0.0018333i,0.0041629+0.0081998i,0.0075401+0.011923i,0.006344+0.020839i
0.076549-0.17605i,0.064724-0.3711i,-0.086804-0.46444i,-0.2145-0.32944i,-0.1211-0.13116i,0.05406-0.054344i,0.10995-0.04378i,0.077469-0.053483i,0.026575-0.059093i,0.0052055-0.0087741i,0.026923+0.028241i,0.032694+0.012351i,0.030275-0.0043931i,0.042204-0.023125i,0.026435-0.048989i,-0.020188-0.055978i,-0.057112-0.036651i,-0.05458-0.0045802i,-0.022321+0.012493i,-0.0012705+0.0013582i,-0.0014809-0.011394i,-0.0033103-0.011111i,-0.0024333-0.0088627i
-0.16689+0.15043i,-0.28121+0.37828i,-0.24052+0.58836i,-0.052425+0.58191i,0.078733+0.3794i,0.11163+0.13746i,0.11407-0.066305i,0.061375-0.15599i,0.01227-0.11873i,0.0189-0.076984i,0.0035459-0.061732i,-0.036022-0.020464i,-0.062135+0.0079916i,-0.090884+0.0088238i,-0.11183+0.028519i,-0.10451+0.067466i,-0.076375+0.088237i,-0.039953+0.071078i,-0.01045+0.036821i,0.001938+0.019295i,0.0055305+0.01438i,0.0059153+0.0036665i,0.0021252-0.007605i
0.24287-0.079295i,0.49288-0.22547i,0.62219-0.40498i,0.54174-0.47766i,0.38142-0.44287i,0.15799-0.38727i,-0.10696-0.27989i,-0.20937-0.12096i,-0.13355-0.028923i,-0.047993-0.012062i,-0.001408+0.002403i,0.026783+0.016424i,0.033287+0.030616i,0.036286+0.058004i,0.055428+0.078209i,0.071943+0.067919i,0.060621+0.043323i,0.02694+0.03033i,0.0038208+0.027659i,0.0021328+0.018334i,-0.0013798+0.004961i,-0.0089772+0.0035331i,-0.0069228+0.0079888i
-0.27143-0.042219i,-0.5555-0.029826i,-0.68911+0.029493i,-0.54792+0.074518i,-0.36173+0.057539i,-0.28997+0.092243i,-0.223+0.20744i,-0.12205+0.24027i,-0.045787+0.15788i,-0.0053192+0.053247i,0.010399-0.022991i,0.010062-0.058341i,0.0081438-0.065755i,0.0092441-0.0694i,0.01003-0.073427i,0.0067588-0.061949i,0.0074631-0.027508i,0.019776+0.011123i,0.029302+0.02064i,0.022296+0.0044158i,0.012946-0.0013448i,0.011734+0.0023115i,0.0064584-0.0011022i
0.24488+0.1122i,0.48869+0.22108i,0.61522+0.22245i,0.47944+0.064289i,0.26458-0.043332i,0.18315-0.012512i,0.18835+0.034414i,0.16452+0.058338i,0.097548+0.062163i,0.019495+0.061287i,-0.024765+0.067432i,-0.024347+0.056586i,-0.0096688+0.040604i,0.0010953+0.040567i,0.0077927+0.040736i,0.017224+0.029939i,0.034484+0.0098174i,0.049604-0.01829i,0.044954-0.037197i,0.027221-0.031808i,0.012662-0.022681i,-0.0018518-0.021404i,-0.018998-0.014209i
-0.15297-0.16784i,-0.35383-0.37822i,-0.50357-0.45769i,-0.50005-0.30426i,-0.40924-0.1106i,-0.30089-0.019404i,-0.1625+0.010568i,-0.022148-0.00048786i,0.041248-0.021578i,0.042402-0.024988i,0.023186-0.017914i,-0.01153-0.0037212i,-0.028818+0.0054794i,-0.0096486-0.00024107i,0.014961-0.017972i,0.013571-0.03341i,-0.010981-0.034563i,-0.032839-0.025701i,-0.034453-0.014805i,-0.025888-0.0090637i,-0.020899-0.0022237i,-0.01408+0.010082i,0.0013343+0.016904i
0.088018+0.197i,0.15575+0.41564i,0.19341+0.5576i,0.22534+0.48183i,0.26775+0.30856i,0.28532+0.1886i,0.23363+0.10324i,0.12048+0.034807i,0.02509+0.0037455i,-0.014841-0.00097611i,-0.015286+0.016399i,0.0055489+0.042099i,0.014766+0.04058i,-0.0052522+0.014208i,-0.037114+0.00096313i,-0.047701+0.0069973i,-0.029749+0.009843i,-0.014709+0.0018266i,-0.025208-0.0028467i,-0.041017+0.0068217i,-0.035116+0.015743i,-0.016557+0.01175i,-0.0033773+0.0030741i
0.017723-0.13231i,0.10675-0.32641i,0.16747-0.47752i,0.090549-0.4382i,-0.033532-0.32873i,-0.062952-0.3074i,-0.021287-0.3016i,0.024401-0.2173i,0.047245-0.099726i,0.059763-0.023193i,0.077681-0.016729i,0.082712-0.043856i,0.069574-0.053404i,0.054712-0.038348i,0.051013-0.019425i,0.047219-0.017797i,0.022126-0.031348i,-0.015205-0.033529i,-0.027774-0.0096812i,-0.0047168+0.015074i,0.015659+0.019526i,0.014292+0.01459i,0.0079422+0.012628i
