-0.0021282-0.0013467i,-0.00085447-0.0028101i,-0.0024617-0.0023389i,-0.0032843-0.0010801i,-0.00082706+0.00083418i,0.0016249+0.0027532i,0.0016253+0.002283i,0.00037294+0.0009666i,-0.00020152-4.8045e-05i,0.0004938-0.00053515i,0.00066257-0.00046028i,8.9372e-05-0.0010299i,0.00064312-0.0008852i,0.0010303-0.00065595i,0.0010008-0.00058917i,0.00071221-0.00069309i,0.00026503+1.4415e-05i,0.00023524+0.00062236i,3.1462e-05-0.00030628i,-0.00053369-0.0015861i,-0.00013699-0.0013208i,0.00035911-0.00067788i,0.00043782-0.00013198i
-0.001578+0.0038595i,0.00014088+0.0050997i,-6.8984e-05+0.0036604i,0.00027798+0.0017412i,0.00065043+0.001032i,0.00016968+0.00014762i,1.5274e-05-5.592e-05i,7.7602e-05+0.00070378i,-0.00043388+0.0011684i,-0.00016678+0.0010657i,0.00088045+0.00060103i,0.00080783-7.0744e-05i,6.9247e-05-0.00082836i,-0.0002672-0.0013296i,-0.00044816-0.0011295i,7.8709e-05-0.0011192i,0.0001545-0.00074401i,-0.00072101-5.0377e-05i,-0.00086993+0.00068971i,-0.0001761+0.00089869i,0.00047233+0.00056454i,0.00077796-4.2515e-05i,0.00084022-0.00042176i
-0.0016124+0.0020435i,-0.0019903+0.001819i,-0.0011981+0.00034291i,-0.00023268-0.0004565i,1.8708e-05+3.5699e-06i,0.00026811+0.00066146i,0.00045226+0.00062874i,-2.1005e-05+0.00046474i,-0.00041857+0.00070323i,-0.00035382+0.0003372i,-0.00030893+0.00048985i,-0.0003592+0.00047717i,0.00016477+0.00078092i,0.00085667+0.00043234i,0.0011878-0.00029633i,0.00080932-0.00018453i,-0.00028683+0.00056322i,-0.0014038+0.00033457i,-0.0011016-4.3752e-06i,-0.00072369+0.0003779i,-0.00048806+0.00077123i,0.0010178+0.0012153i,0.0012201+0.00068769i
-0.0010493+0.00067245i,-0.0012124+0.0012604i,-0.0016234+0.00073611i,-0.0012277+0.00076623i,-0.00052196+0.001155i,0.00021277+0.00090302i,0.00073327+0.00012104i,0.00067062-0.00063045i,0.00018741-0.00065062i,-0.00016476-0.0001495i,-0.00069305+0.00011282i,-0.00038234-0.00032634i,0.0001027-0.00076635i,0.00023508-0.00041122i,0.00044342+5.9074e-05i,0.00049431-0.00018831i,6.4673e-05-0.00063413i,-0.00055491-0.00027022i,-0.00030538+0.0002215i,-0.00016277+0.0004355i,-0.00019084-0.00010903i,0.00052054-0.00058846i,0.00040865-0.00075033i
0.00041639+9.6158e-05i,-0.00016787-0.00097823i,-0.00099652-0.0015139i,-0.00075386-0.0008517i,-0.00056953+0.00023544i,-7.5178e-05+0.0014388i,0.00090964+0.0016835i,0.00085569+0.00092425i,-2.1476e-05+0.00020369i,-0.00071108+0.00040535i,-0.00051914+0.00043965i,0.00015456-0.00045266i,-0.00011727-0.00074011i,8.8988e-05-0.00080676i,0.00043288-0.00034153i,0.00047354+2.901e-05i,0.00026406-0.0003176i,-0.00010493-0.00031069i,8.922e-05-8.4798e-05i,0.00027445+0.00046508i,-3.8648e-05+0.0010582i,-0.00031122+0.0005176i,0.00011599-0.00042076i
-0.00086622+0.0023686i,-0.001172+0.0012934i,-0.0014497-0.00039501i,-0.00097495-0.00094561i,-0.0008225-0.00086512i,-0.00018971-0.00068836i,0.00039073-0.00030923i,0.00029771-0.00087879i,6.7871e-05-0.0014199i,-0.00027899-0.0014003i,-0.00046604-0.00092349i,7.6864e-05-0.00045835i,0.00072363-0.00028322i,0.00046256-0.00011797i,0.00010833+0.00029615i,-1.7712e-05+0.00040185i,0.00050247+0.0002759i,0.00051883-0.00027718i,-6.8034e-05-0.00079836i,-3.4693e-05-5.7576e-05i,8.7464e-05+0.00055679i,-0.00055569+0.00037822i,-0.00066897-0.00044532i
0.0012852+0.00011004i,0.00083996-0.0004142i,-2.1847e-05-0.0013404i,-0.0007041-0.0018245i,-0.00012175-0.00076026i,-6.4002e-05+0.0010409i,-0.00020022+0.0011896i,0.0005919+0.00029839i,0.00088672-0.00086863i,0.00034227-0.000575i,-0.00011388+5.0473e-05i,0.00011253-0.00012646i,-0.00030529-0.00047062i,-0.00089381-0.00039128i,-0.00052976+7.5749e-05i,-0.00011666+0.00098611i,-8.453e-05+0.0013246i,-0.00094662+0.00046936i,-0.0014215+0.00028405i,-0.0010728+0.00058831i,-0.00069518+1.4361e-05i,-0.00082549-1.0327e-05i,-0.00075255+0.00039284i
-0.00021527+9.6796e-05i,-0.00043519-9.6343e-05i,-0.0012029-0.00026571i,-0.00083734-0.00027908i,0.00050141+0.0004028i,0.00144+0.00084701i,0.0010071+0.0007741i,0.00043656-2.1043e-05i,0.00020951-0.00036203i,0.00017398-0.00035134i,9.7176e-06-0.00055283i,-0.00069302-0.00072905i,-2.8246e-05-0.0013307i,0.00089484-0.0010473i,0.00026178-0.00053538i,-0.00013774-0.00019992i,2.5464e-05+0.00021406i,-0.00063797+0.00045546i,-0.00085305+0.0008041i,-0.00078267-0.00034117i,-0.00052455-0.00081671i,-1.07e-06-4.6228e-05i,0.00040013-3.8002e-05i
0.00082211-2.8807e-05i,0.00056014-0.00069333i,-0.00024821-0.0016045i,-0.00052502-0.0016014i,-0.00037362-0.00057632i,0.00071721+0.00086736i,0.0013144+0.001123i,0.0015331+0.00068778i,0.00097417+0.00031434i,-0.00058911+0.00028557i,-0.00084414+0.00020656i,8.1263e-06+8.0027e-05i,-6.8206e-05-9.4629e-05i,-0.00021762-0.00028989i,0.00018663-0.0006687i,0.00033533-0.00054679i,0.00037082-0.00043341i,-2.3792e-05-0.00049752i,-0.0005179-0.00058773i,-0.0002546-0.00049645i,-0.00022344-0.00033696i,-0.00021737+6.2923e-05i,0.00038687+0.00055292i
0.0013887+0.0027831i,0.0012926+0.0012132i,0.0016125-0.0002717i,0.001323-0.00067247i,-4.5848e-05-0.00033786i,-0.0005074+0.00083917i,-0.00064595+0.0016551i,-0.00016197+0.0015513i,0.00056909+0.00099799i,0.00057058-0.00029859i,0.00062947-0.00097676i,-0.0002348-0.00016106i,-0.0011198+2.3467e-05i,-0.0010702-0.00024466i,-0.00036601-0.00012645i,0.00028008+0.00014026i,-9.4486e-05+6.8298e-05i,-0.00054695-0.00020739i,-0.00090993+0.00019286i,-0.00067306+0.00068817i,-0.00013275+0.00017012i,2.292e-05-0.00060946i,-1.8194e-05-0.00033967i
0.0013076-0.0012424i,-0.0002335-0.0020731i,-0.0011262-0.0024075i,-0.0011934-0.0019212i,-0.00056191-0.00024968i,0.00042573+0.001419i,0.00089728+0.0010077i,0.00093442+0.0006983i,0.00091667+0.00014822i,0.0004803-0.00056082i,0.00016314-0.00028258i,-8.0322e-05-0.00026191i,8e-05+0.00036089i,0.00026669+0.00082618i,0.0002726+0.00049329i,4.6338e-05+0.00010537i,0.00033756-4.4314e-05i,0.00071602+0.00091537i,5.2221e-05+0.0010482i,-0.00083426+0.00051787i,-0.0010991+0.0002161i,-0.00031133-0.0004927i,0.00037706-0.00051395i
0.0013595+0.0015845i,0.0016073+0.0010855i,0.00062497+0.00090582i,0.00034096+5.2311e-06i,0.00055692-0.0002005i,-0.00023975+0.00023292i,-0.00099463+0.00081882i,-0.0012774+0.00064636i,-0.00048432-0.00022225i,0.00025242-0.00078858i,0.00053016-0.00071498i,-0.00010259-0.00014737i,-0.00019558+0.00020863i,0.00030565+0.00058255i,-0.00018109-0.00028994i,-0.00035043-0.0012795i,0.00012195-0.0011549i,0.0005309-0.00048789i,0.00019212-5.0027e-05i,-6.458e-05+4.2711e-05i,3.2544e-05+7.7043e-05i,-0.0001021+2.7327e-05i,-0.00072409-2.1595e-05i
0.00046756+0.0017604i,0.00053764+0.0025004i,-0.00025933+0.0015563i,-0.00058322+0.00050634i,0.00063956+0.00095816i,0.001848+0.0011512i,0.0020252+0.00066358i,0.00072522+0.00023172i,-0.00019377-8.323e-05i,-0.00025472+0.00021603i,-0.0001761-0.00012081i,0.00040957-0.00013478i,0.00039756+0.00036185i,-0.00021226+0.0010061i,0.00034187+0.00098502i,0.00048732+0.00029625i,-0.00010143+0.00056959i,-0.00013178+0.00047209i,-0.00014823+0.0003419i,-0.00031136+0.00015836i,0.00020967-1.2097e-05i,0.00098566+0.00021752i,0.00075982+0.00022819i
-0.0034112+0.00016365i,-0.0038348+0.0010279i,-0.0040256+0.00078957i,-0.0025548+0.00030938i,-0.0010573+0.00061396i,0.00010246+0.00094011i,0.0011226+0.00070169i,0.00088406-0.00031788i,-0.00040931-0.00044642i,-0.00025259+0.00030059i,0.00020557+0.0010153i,-0.00062348+0.00064353i,-0.0008312-0.00041562i,0.00034943-0.00090462i,0.00097123-0.0006753i,0.00028565-7.4834e-05i,-0.00022035-1.2477e-05i,0.00013454+0.00017224i,-2.465e-05+0.0007434i,-0.00054327+0.00090709i,-0.0010332-7.5671e-05i,-0.0012114-0.0006097i,-0.00062844-0.00010895i
-0.0013504-0.0016779i,-0.0010096-0.0026595i,-0.00053008-0.0025147i,4.7957e-05-0.00094106i,0.00020372+0.00049919i,0.00052631+0.00099358i,0.00058507+0.0007821i,0.0007081+0.00059915i,0.00035707+0.00054221i,-1.1273e-05+0.00016766i,-0.00013534+0.00044516i,-0.00027084+0.00070244i,-5.221e-05+0.000809i,0.00015321+8.1867e-05i,0.00038386+0.00021148i,-0.00028925+0.00069688i,-0.00064441+0.00046171i,-0.00061629+0.00074868i,-0.00041575+0.00081588i,-0.00030109+0.00040764i,-0.00091761+0.00035988i,-0.00070123+0.00046353i,2.9202e-05+0.00063372i
0.0035942+0.0011402i,0.0036835+4.1686e-05i,0.0025107-0.0014246i,0.0011582-0.0014122i,0.00057175-4.2156e-05i,0.00034446+0.0014405i,0.00046299+0.00099821i,-0.00017223+0.00031288i,-0.00069321+0.00046629i,-0.00095041+0.00073417i,-0.00041526+0.0013319i,0.00016204+0.00095436i,-0.00078118-0.00032483i,-0.00075204-7.0556e-05i,0.00045492+0.00039861i,-4.5518e-06+0.0002466i,-0.00070061-3.7092e-05i,0.00014805+0.00028946i,0.00041715+0.00084615i,0.00010331+0.00085558i,8.2405e-05+0.00052367i,0.00027198+0.00013717i,-5.3278e-05-0.00038489i
-0.00057904+0.0024262i,0.00078514+0.0025575i,0.0008826+0.0011582i,-0.00073362-0.00010239i,-0.0010492+0.0002704i,-0.00019334+0.00041414i,-6.2024e-05+3.5697e-05i,-0.00029939-0.00043917i,-0.00012111-0.00063772i,3.8577e-07-0.00057652i,0.00012669-0.00084511i,0.00023457-0.0010338i,-3.2215e-05-0.00077501i,0.00024327-0.00067256i,0.00072324-0.00067013i,0.0005066-0.00017919i,-3.5006e-05+0.00033181i,-0.00069382+0.00057371i,-0.00099199+0.00060664i,-0.00095762+0.00078529i,-0.00026001+0.00071902i,0.00093879+0.00042581i,0.00039106+0.00033963i
-0.00043684-0.001644i,-0.00065656-0.00092576i,-0.0019107-0.0014249i,-0.0018053-0.00084464i,-0.0016173+0.00040066i,-0.00036037+0.0013613i,0.00063559+0.0018871i,0.00048542+0.0018222i,0.0002693+0.00094264i,-0.00045001+7.845e-05i,-0.00033001+0.00032766i,-9.0294e-06+0.00061594i,-5.7901e-05+0.0004688i,-2.6325e-05+0.00041328i,0.00037322+0.00072742i,0.00020725+0.00028894i,-0.00027316-0.00067322i,-6.7558e-05+0.00027259i,0.00036992+0.0010931i,0.00058436+0.0010127i,0.00025297+0.00055471i,1.9918e-05-0.00048912i,0.00076529-0.00052779i
0.00034944-2.5989e-05i,0.0001749-0.00053635i,-0.00065601-0.0019839i,-0.0014009-0.0026714i,-0.00079242-0.0015255i,-5.3548e-05-0.00079461i,0.00021512-0.00067288i,-5.6382e-05-0.00062528i,1.9371e-05-0.00071986i,-0.00019404+0.00029444i,-3.9544e-05+0.0010408i,0.00020618+0.0014822i,-0.001118+0.0014247i,-0.0018724+0.00069936i,-0.00071374+0.00065519i,0.00046163+0.00035655i,0.00043214-0.00059271i,-0.00031921-0.0003288i,-0.00062307+0.00069238i,-0.00063627+0.0010081i,-0.0010964+0.00028461i,-0.00064115-0.00036422i,-5.633e-05-0.00050159i
0.0026296+0.0016945i,0.0020949+0.0008847i,0.0019915+0.00031432i,0.001203-0.00028326i,0.0003816-0.0002769i,0.00073806+0.0010157i,0.0014516+0.0016812i,0.00077023+0.0010079i,-0.00044914+0.00022591i,-0.00086076-0.00011153i,-0.00093241-0.00017708i,-0.00075645+0.00036957i,-0.00070087+0.00091987i,-0.00054494+0.00048387i,-0.00058288-0.00010403i,-0.00011246+1.5036e-05i,0.00072373+0.00068997i,0.0010111+0.00061803i,1.0129e-05+0.00093519i,-0.00077349+0.0010063i,-0.00049635+0.00020535i,-9.6424e-05-0.00075915i,-8.8106e-05-0.00093617i
-0.0024652+0.00050101i,-0.0021668+0.0024855i,-0.0033604+0.0024352i,-0.0028477+0.0014532i,-0.00078608+0.0011929i,0.00091697+0.0011781i,0.0015696+0.00072394i,0.0010918-0.00033761i,0.00088606-0.00082723i,4.5074e-06+7.7172e-05i,-0.00031077+0.0012704i,0.00015552+0.00084519i,0.00070514-0.00072066i,0.0010898-0.0015111i,0.0014987-0.0011606i,0.0010618-0.00052423i,0.00050216-0.00054701i,0.00037021-0.00072183i,-5.2939e-05-0.00088304i,-5.2218e-05-0.00061677i,2.7802e-05-7.2974e-05i,0.0005531+0.00034296i,0.00073839+0.00085153i
-4.2106e-05-0.0022876i,-0.00054086-0.0036934i,-0.0015628-0.0038374i,-0.0017059-0.002525i,-0.00063955-0.00017492i,0.00016328+0.0014148i,0.00073623+0.0017552i,0.00082052+0.001036i,-0.0003175+0.00027742i,-0.00062795+0.00032576i,0.00031284+0.00036421i,0.00010052+0.00069813i,0.00013215+0.0010124i,0.00067143+0.00033003i,0.00099387-0.00089128i,0.0003401-0.0013422i,-0.00016116-0.00084351i,-0.00062463-0.0005269i,-0.00031758-0.00032603i,-0.00015533-0.00056894i,-0.0007904-0.00064608i,-0.00061977+0.00047554i,-0.00024527+0.0012897i
0.0012736+0.0021103i,0.0028523+0.00077393i,0.0026531+0.00012773i,0.0023002-0.001244i,0.0015842-0.0019556i,1.2665e-05-0.0011126i,-0.00021234+0.00052597i,0.00035599+0.0010957i,-5.1332e-05+0.0014119i,-0.00064311+0.001812i,-0.0012002+0.00072216i,-0.0015594-0.00013199i,-0.00083308-0.00018434i,-0.00043539-0.00019611i,-0.00032209+0.00010324i,-6.5678e-06+0.00013596i,0.00044529+0.00022868i,0.00035098+0.00016281i,-1.8376e-05+0.0003373i,0.0004216+0.00076213i,0.00052606+0.00081873i,0.00030088+0.0016678i,0.00066481+0.0012557i
-0.00078617+0.0016862i,6.2467e-05+0.00024411i,-0.00099141-0.0007825i,-0.0013113-0.00036792i,-0.00034821+0.00020985i,0.00020561+0.00050584i,0.00020624+0.00071306i,-0.00020252+0.0013493i,0.0003426+0.00095255i,0.00052985+0.0006785i,3.625e-05+0.00041166i,0.00027958-0.00050584i,0.00067693-0.00057423i,0.00071773-0.00014787i,0.00083091+8.9618e-05i,0.00019582+0.00035167i,-0.00067911+0.00071937i,-0.00050434+0.0004048i,-0.00014821+1.0885e-05i,-0.00013681+0.00052371i,-0.00028557+0.00041211i,-0.00012245-2.0693e-05i,0.00097422+8.4469e-05i
-0.00078882-0.00031412i,-0.00074015+1.4482e-05i,-0.0014352-0.00070966i,-0.0018477-0.0017109i,-0.0014666-0.00070649i,0.00024732+0.00053829i,0.00099226+0.00023981i,0.00054465-2.2874e-05i,-0.00014787+0.00019398i,3.2146e-05+0.00011846i,0.0006085+0.00017507i,2.0764e-05-0.00014743i,-0.00051192-0.00028382i,-0.00038026-0.00042334i,0.00012456-0.00054142i,-0.00013794+3.2274e-05i,-0.00027275+0.0012774i,0.000424+0.0014647i,0.00059123+0.00044074i,-0.00023599+0.00013463i,-0.0011431+0.00053352i,-0.00035023+0.00065977i,0.00049675+0.00028912i
0.00052248-0.001272i,0.00017497-0.0013466i,-0.00014676-0.0016978i,-0.00089751-0.0011526i,-0.00071385+0.00031721i,0.00070182+0.00090756i,0.0021007+0.00063104i,0.0021616-0.00033202i,0.0015081+5.4869e-06i,0.00035133+0.0010252i,-0.00011161+0.0010309i,0.00030137+0.00027815i,0.0003008-0.00067028i,-9.3925e-05-0.00073269i,-0.0007498+0.00028016i,-0.0010941+0.0003586i,-0.00070196-0.00044326i,4.0211e-05+0.00013937i,-7.3766e-05+0.0012037i,-0.00044159+0.00076853i,-0.00042428-0.00037336i,-9.9955e-05-8.7688e-05i,3.4036e-05+0.00010137i
0.0012237+0.00076032i,0.00047309-0.00027726i,0.0002014-0.0012796i,-0.0010769-0.0016465i,-0.00094497-0.00091989i,0.00033317-4.6059e-05i,0.001341+0.00087446i,0.0012321+0.001397i,0.00084516+0.0011447i,0.00054096+0.00066174i,2.3877e-05-2.6911e-05i,1.9493e-05-0.00033952i,-0.00019925-3.3992e-05i,0.00018198+0.00017283i,7.2906e-05+0.00091224i,-0.00062828+0.00057183i,-0.00037089-0.00015421i,-0.00032705-4.3148e-05i,-0.0008414+0.00016382i,-0.00074076+0.0007356i,-0.00042092+0.00073106i,-0.00062779-0.00015754i,-0.00055255-0.00069976i
0.0017569+0.0017394i,0.0011898+0.0020898i,4.5223e-05+0.00094423i,-0.00018234-0.00017525i,0.00085974-0.00033416i,0.0019086+0.00088734i,0.0016025+0.0016545i,0.0011043+0.001306i,0.00097583+0.00085888i,0.00046567+0.0006445i,-0.00025553+0.0011448i,-0.00027399-0.00029446i,0.00019201-0.0012903i,0.00021171-0.00071995i,0.00033385-0.00069827i,0.00014642-0.00025578i,-0.00088706+1.4723e-05i,-0.0016121-0.00030583i,-0.0013817+3.0085e-05i,-0.00061809+0.0012346i,6.8022e-05+0.001435i,0.00041868+0.00062408i,2.2004e-05+0.00012095i
-0.00014811+0.0015246i,8.1201e-05+0.0023559i,0.00011282+0.0017294i,-1.3922e-05+0.00065439i,-0.0010199+0.0003936i,-0.00032293+0.00053149i,0.00067804+0.00012446i,0.00094655-0.00038601i,0.00051407-0.00012051i,-0.00035435-0.00018279i,-0.00011478-0.00066736i,-7.1256e-07-0.00076101i,-0.00086268-0.00032952i,-0.00028671-0.00017999i,0.00078384-0.00022282i,0.0003986+0.00043988i,2.179e-05+0.0008956i,0.00060874+4.6256e-05i,7.9448e-05-0.00041189i,-0.00059527-0.0002646i,-6.343e-05+6.8495e-05i,0.00055871+0.00078827i,0.0005394+0.00090091i
-2.6786e-05-0.0011513i,-0.00029889-0.00084079i,-0.00065855-0.0010588i,-0.00087867-0.0008252i,-0.00031305+0.0013053i,0.0012832+0.0023574i,0.00196+0.0019775i,0.0012565+0.0013842i,0.00038793+0.00027142i,-0.00049187-0.00042845i,-0.00024104-0.00079509i,0.0001458-0.0013822i,-3.095e-05-0.00081304i,-8.6506e-05+0.00049296i,-0.00033854+0.00071384i,-0.00051049+0.00036004i,-0.0003821-0.00030764i,-1.4525e-05-0.00069451i,-0.00015436-0.00020957i,-0.00060856+0.0004713i,-0.0008494+0.00031978i,-0.0010317+0.0003843i,-0.00087662+0.00027787i
0.0016824+0.00031688i,0.0020787+0.00057232i,0.0013723-0.00074552i,-0.00034229-0.0012037i,-0.00077239+0.00042246i,0.00016662+0.0018269i,0.00057529+0.00074963i,0.00053521-0.00010198i,0.00035111-0.00020827i,-0.00038631-0.00047305i,-0.00094844+1.4505e-05i,-0.00070032+0.00034492i,-0.00015284+2.9938e-06i,-9.0878e-06+0.00022893i,-3.0484e-05+0.0002833i,0.00015696+0.00055059i,7.3561e-05+0.00073848i,-0.00036263+0.0011759i,-0.00072761+0.0013959i,0.00021344+0.00096216i,0.0012027+0.00078701i,0.00045324+0.00041134i,-0.00071838+4.6342e-05i
0.00050593+0.0020314i,0.00044673+0.0013967i,-0.00033043+0.00065018i,-0.0010005+9.8395e-05i,-0.00096257+0.00054401i,0.00042106+0.0009251i,0.0013271+0.0011424i,0.00095589+7.5622e-05i,0.00033444-0.00053472i,8.9247e-05+0.00045788i,-0.00042743+0.00065347i,-0.00053837+0.0002505i,-0.0008718+0.00037843i,-0.0010097+0.0007914i,-0.00074831+0.00098219i,-0.0011852-1.3583e-05i,-0.0011852-0.00095004i,-0.00070012-0.00047075i,-0.00091076+0.00040858i,-0.0011397+0.00061419i,-0.00069222+0.00088005i,0.00039818+0.00090056i,0.00041139+0.00052134i
-0.00049534-0.00056144i,-0.00023268-0.0011649i,-0.00081522-0.0015064i,-0.002166-0.0015491i,-0.0024873-0.0011356i,-0.00096352+4.4796e-05i,0.00048556+0.00064591i,0.00024924+0.00091638i,-0.00032319+0.00034809i,-0.00041167-0.00016641i,-0.00065391+0.00049812i,-0.001205+0.00039254i,-0.0009622+0.0002536i,0.00027609+0.00021455i,0.00060529-0.00016664i,0.00043394+0.00042232i,0.00057129+0.00078549i,0.0010903-0.00045823i,0.00067998-0.0008317i,9.6575e-05-0.00023233i,0.00040473-5.6275e-05i,0.00031972-0.00011222i,0.00073432+0.00055306i
0.002788+0.0013137i,0.0027241+0.00041739i,0.0017363-0.00026954i,0.00055181-0.00096812i,7.2637e-05-0.0012057i,-3.3284e-05-0.00055543i,-0.00017254+0.00031311i,0.00021088+0.0007131i,0.00024879+0.00048179i,-0.00012481+7.755e-05i,0.00044996-0.00038508i,0.00079102-0.00070372i,-0.00017669-0.00030362i,-0.00063489-6.9161e-05i,-0.0010613-0.00077284i,-0.00083014-0.00096392i,-0.00045534-0.00063939i,-0.00088762-0.00012859i,-0.00063285+0.00027334i,0.00035767-5.2583e-05i,-5.2967e-05+0.00017544i,-0.00050366+0.00022424i,-7.8975e-05-1.8256e-05i
0.0011982+0.0032756i,0.0027423+0.0029321i,0.0023852+0.00143i,0.00096244+0.00028188i,0.00046141-0.00025768i,0.00069257-0.0001315i,0.00019482+0.00075052i,-0.00051758+0.0010106i,-0.00053469+0.00073176i,0.00026023+5.161e-05i,-7.8349e-05-0.00027485i,-0.00025219+0.00024001i,7.7273e-05+0.00034515i,-0.00027029-0.00028291i,-0.00049357-0.00093219i,0.00011441-0.0011832i,-0.00064974-0.00041078i,-0.0016488+9.4888e-05i,-0.0011695-0.00043932i,-0.0001209-0.00032969i,0.00031558+0.000559i,0.00029773+0.0012271i,0.0011983+0.00085373i
4.9809e-06+0.0024538i,-0.00077499+0.0021738i,-0.0011149+0.00010253i,-0.00108-0.00092082i,-0.00081081-0.00044145i,-0.00022072+0.00032143i,0.00017281+0.00020502i,0.00027336+0.00044404i,0.00019297+0.00051248i,0.00033016-0.00012161i,0.00096083-0.00057853i,0.00041058-0.00032953i,-0.00014494+7.2353e-05i,-2.1735e-05+0.00085349i,-0.00037086+0.00075545i,-0.00056175-0.00020209i,-0.00031674+0.0001079i,-0.00039335+0.00060102i,6.0726e-06+0.00043806i,0.00070905+7.621e-05i,0.00068834+0.00025539i,0.00054374+0.00087846i,-9.2077e-05+0.00058128i
0.00011592+6.5224e-05i,0.0007776+6.4869e-06i,0.00021373-0.0021354i,-0.0013059-0.0023784i,-0.0014778-0.00065394i,-0.0010402-5.8074e-06i,-0.00087834+5.7485e-05i,-0.00039947+0.00022838i,0.00017447+0.00013182i,0.00018858+0.00041253i,0.00015944+0.00053984i,-0.0001996+0.00023718i,-0.00050658-0.00037087i,-0.00031207-2.8469e-05i,0.00035899+4.1799e-05i,0.0002795-0.00036048i,-0.00015252-0.00038989i,-0.00019554-0.00058254i,-0.00065444-0.00026412i,-0.00076197+0.0006513i,0.00060348+0.00082679i,0.0014299+0.00084331i,0.0015476+0.00070887i
0.0017298+0.00015982i,0.00207-0.00021399i,0.0016761-0.0013262i,0.00027826-0.0024078i,-0.00056374-0.0016431i,7.6366e-05-0.00052512i,0.00098491+0.00032271i,0.00071362+0.00052859i,0.00010327+0.00010587i,0.00020176-0.0002872i,0.00052036-0.00031599i,0.00055053-0.00057219i,0.00051727-0.0002644i,0.00021808+0.00043189i,-1.0886e-05+0.00024031i,-0.00028715-0.00047899i,0.00020192-8.7927e-05i,0.00035655+0.00087353i,-0.00049137+0.00091596i,-0.00042889+0.00056019i,-6.6617e-06+0.00071014i,-0.00019539+0.00078197i,-6.8364e-05-0.00031202i
-0.00057481+0.0019762i,-0.0007537+0.0026077i,-0.00028569+0.0023628i,0.00020462+0.0011556i,0.00056772+0.00058724i,0.00085771+0.0001249i,0.0010858-9.3222e-05i,0.0012403+0.00074017i,0.00034821+0.00080129i,-0.00063871+0.00015016i,-0.00088838-0.00061463i,-0.00010052-0.0011105i,-0.00019786-0.00045926i,-0.0010299+0.00049304i,-0.00087149+0.00047585i,3.4442e-05+0.00017137i,0.00018803+0.00034323i,1.5215e-06+0.00028137i,7.0642e-05+0.00021186i,6.0238e-05+0.00028806i,-0.00044525-3.6192e-05i,-0.0010707-0.00030076i,-0.0010133+0.00040934i
-0.00093188+0.0030246i,-0.0015463+0.0026822i,-0.0016131+0.0015387i,-0.0017058+0.0010862i,-0.00035906+0.00047528i,0.0013299-6.6445e-05i,0.0010281+0.0005103i,-0.00041299+0.0013848i,-0.00080593+0.00095691i,-0.00047314+0.00010415i,4.6314e-05-0.00014512i,0.00080633-9.7711e-05i,0.0012158+0.0001002i,0.00059936-2.8265e-05i,-0.00035179-0.00074154i,0.00011866-0.00083188i,-0.00010638-0.0002727i,-0.00068377-0.00017975i,-0.00055735+0.00058553i,-0.00091589+0.0011667i,-0.00097907+0.0013314i,-0.00064627+0.0013581i,-0.00070444+0.00083294i
-0.0015891-0.0011694i,-0.0023574-0.0015413i,-0.0028534-0.0022117i,-0.0028-0.0017525i,-0.0017178+0.00015584i,-0.00016308+0.0018301i,0.00036856+0.0019262i,-2.7094e-05+0.00066043i,-0.0011069-0.00024897i,-0.00083027+0.00010271i,0.00055031+0.00060356i,0.0015454+0.0006989i,0.0011863+0.00040728i,0.0009791+0.00025751i,0.0014435+0.00058464i,0.0010282+0.00037835i,-6.3183e-05+0.00040877i,-0.00040504+0.00028072i,1.4074e-05-0.00073911i,-0.00045234-0.00083056i,-0.00093519-0.00051767i,-0.00046449-0.00031408i,0.0003184-0.00020082i
-0.0013791-0.00070653i,-0.0016958-0.00059061i,-0.0015524+0.00042993i,-0.0011713+0.00091037i,-0.00068017+0.0001005i,0.00032931+7.8714e-05i,0.00078511+0.000757i,0.00016363+0.0011555i,-0.00073646+0.0012324i,-0.001019+0.00065735i,-0.0002773-5.4662e-05i,0.00040628-0.00064694i,0.00051462-0.00090213i,9.3682e-05-0.00016363i,-0.00012278-0.00018472i,0.00016627-0.001118i,0.00031781-0.00072526i,-0.00026146+0.00095773i,-0.00054542+0.00058684i,-0.00027861-0.00011817i,-0.00064529+0.00012337i,-0.00024764+1.7263e-05i,0.00016714+0.00010578i
0.0017203-0.0012183i,0.0017781-0.0018713i,0.0011487-0.0026881i,-0.00086027-0.0032611i,-0.00046276-0.0020767i,0.00097483+0.00063608i,0.00094543+0.0013077i,0.00046739+0.00030858i,0.00023421+0.0002416i,-1.0012e-05+0.00046485i,-0.00052196-0.00015552i,-0.00079154-0.00081005i,-0.0013247-0.00050895i,-0.00093171-0.00054868i,-0.00056819-0.00069641i,-0.0008232-0.00085276i,-0.00054096-0.00024779i,-0.00049447+0.00063098i,-0.00029808+0.00020834i,9.6559e-05-0.00017652i,0.00017526-0.00017423i,0.00036011-0.00024908i,4.4944e-05-0.00049049i
