-0.0013493-0.00037496i,-0.0012879-0.00084549i,-0.0025044-0.00033884i,-0.0018284-0.00020589i,-0.00082961+0.00060695i,-0.0014281+0.0014282i,-0.0014903+0.0015245i,-0.00015116+0.0018987i,0.0011554+0.0019676i,0.0014121+0.0013944i,0.001291+0.00076517i,0.00083699+5.4971e-05i,1.4307e-05-0.00024059i,-2.0677e-05+0.00012881i,0.0001966-5.9746e-05i,-0.00016851+0.00017889i,-0.00070795+0.00093129i,-0.0006981+0.00067459i,-0.00058825+0.00021021i,-0.00042445+0.00014676i,6.283e-05+0.00042157i,0.00018892+0.00014522i,4.7326e-05-0.00023313i
0.0019922-1.9794e-05i,0.0015659-0.00050902i,0.00046439-0.00093595i,0.00061444-0.00052101i,0.0010707+7.855e-05i,0.00018709-0.0001894i,-0.0006614-0.00026236i,-0.0013717-8.8774e-05i,-0.00074251+0.00023613i,-0.00033969-4.6631e-05i,-0.00014686-0.00070381i,-0.00013325-0.00060822i,-0.00031433-6.1044e-05i,0.00040588-0.00024262i,0.00091663-0.00048019i,-0.00028228-6.6025e-05i,-0.00068156-0.00029546i,0.00020656-0.00011131i,-0.00015085-0.00036447i,-0.00041435-0.00068206i,0.00041591-0.00018011i,0.00045626+1.8328e-05i,-8.671e-05+0.00028667i
-0.0030355+0.00039715i,-0.0017526-0.00016915i,-0.001109+2.4258e-05i,-0.0010514+0.00091149i,-0.00033206+0.00061331i,0.00084217-0.00097982i,0.0010904-0.0015259i,-1.7241e-05-0.0003562i,-0.0012067+0.00014047i,-0.0011137+0.00013207i,-0.00049635+0.00042172i,0.00022636+8.4883e-05i,0.0011478-0.00044122i,0.00066661+8.5914e-05i,0.00062577+0.0009261i,0.00084917+0.00052333i,0.00069167+0.00010534i,0.00046962-0.00011632i,0.00028075+9.9873e-05i,0.00019339+0.00045354i,-3.732e-05+0.00039661i,0.00069372+0.00072744i,0.0012973+0.00055022i
-0.00046736+0.0017108i,-0.00037449+0.00061769i,-0.00015461+0.00022996i,0.00080945+3.0833e-05i,0.0012917-0.00096909i,0.00092246-0.0022442i,-0.0003311-0.001897i,-0.0015011-0.00048592i,-0.00050993+0.00030147i,0.00046402+6.2882e-05i,0.00019483-0.00015616i,-9.0359e-05-0.00087276i,-4.1464e-06-0.0014685i,0.00043876-0.0014377i,7.9622e-05-0.001081i,-0.0006387-0.00083975i,-0.00024036-0.00058431i,-9.1765e-05-0.00012248i,-0.00062872-0.00019588i,-0.00058789+8.398e-05i,-0.00035606+0.0002252i,-0.00056732-0.00051768i,-0.00023384-0.00066572i
0.0014477+0.00036541i,0.001853+0.0016493i,0.0012479+0.001042i,0.00027781+0.00038528i,-0.00095287+0.00078467i,-0.0019288+0.0010571i,-0.0016223-3.717e-05i,-0.0016894-0.000982i,-0.0012791-0.00067887i,-0.0001499-0.00055588i,-3.9391e-05-0.00066584i,-0.00075605-0.0010525i,-0.00073-0.00073755i,0.00010713-0.00051027i,0.0010616-0.00016365i,0.0007123+4.1151e-05i,-0.00010389-0.00029327i,0.00022973+4.2058e-05i,0.00013061+0.0010424i,-0.00015378+0.00075391i,0.00027158-1.3806e-05i,0.00086056+7.2081e-05i,0.00056123-0.00046454i
-0.001367-0.00015478i,-0.0015471-0.0016426i,-0.0018507-0.00068343i,-0.00061078+0.002039i,0.0011049+0.0020321i,0.0013888-4.5146e-05i,-0.00066654-0.00076576i,-0.0019752-0.00029366i,-0.0011019+0.00065146i,-1.0256e-05+0.00055656i,1.2853e-05-0.00068722i,-0.0005322-0.0011577i,-0.00044131-0.00027043i,-0.00021815+0.00011275i,-0.00016392-0.00024608i,-0.00032954-0.00020492i,-0.00016942+0.00020305i,-0.0002006-0.00016834i,0.00013959-0.00076474i,0.00055363-0.00085181i,0.00021008-0.00087375i,2.1926e-05-0.0004994i,3.166e-05-0.00043226i
0.00027921+0.0014868i,0.00054855+0.0022964i,-0.00022785+0.0019531i,0.00024646+0.00080458i,0.0006856+0.00057979i,-4.1134e-05-4.8604e-05i,-0.00092156-0.00036114i,-0.0015167+0.00019114i,-0.00027255+0.00050553i,0.00051665+0.000601i,-0.00021554+0.00046983i,0.00025934-0.00012296i,0.00089586-0.0002425i,0.00060789-9.3511e-05i,0.00033091-0.001258i,-0.00013556-0.0010744i,2.977e-06+0.00053602i,-0.00022596+0.00053155i,-0.0013338-0.00094663i,-0.00086768-0.0012733i,-8.5238e-05-0.00022503i,-2.9637e-05-3.9565e-05i,0.00026358-0.00067711i
-0.00071565+4.7655e-05i,-0.00098958-0.0012781i,0.00011658-0.00061389i,0.00078667+0.0011199i,0.00061323+0.0012014i,0.0012554+0.00042134i,0.00020634+0.00016862i,-0.0005488-1.1259e-05i,6.4491e-05-0.00023789i,0.00025697-0.00054409i,0.00051584-0.0005802i,0.00066854+0.00050689i,0.00096846+0.00091542i,0.00060528-0.00013502i,-7.5646e-05-0.00011593i,-4.3999e-05+0.00043169i,-6.8085e-05+0.00028939i,5.3799e-05-0.00033715i,0.00086962-4.825e-05i,0.0012994+0.00074555i,0.0014109+0.0003593i,0.0008951+0.00011816i,0.00012439+0.00031771i
0.0018537-0.0015467i,0.0017847-0.00082913i,0.0011828-0.00068382i,-0.00036021-0.00085656i,-0.0013928-0.00087641i,-0.001922-0.00049437i,-0.001488-0.00055347i,-0.00090126-0.00036236i,-0.00061276-5.3797e-05i,-0.00030803-0.00024688i,0.00026978-0.00085437i,0.0008638-0.00043729i,0.00046972+0.00048839i,-0.00026555-9.373e-06i,0.00072848-0.00046307i,0.00093561-0.00041706i,0.00018819-0.0002662i,0.00014191+0.00020114i,0.00043725+0.00010696i,0.0005344-0.00036493i,-0.00023466-0.00023612i,-0.00044489+0.00042408i,6.6068e-05+0.0001201i
-0.0012066-0.0013975i,-0.0024487-0.0011848i,-0.0032855-0.00093249i,-0.0025032+0.0011058i,-0.0010655+0.0021373i,-0.00063839-9.5361e-05i,-0.0013463-0.0012251i,-0.0025553-6.81e-05i,-0.0016797+0.00012932i,-0.0007586+0.00013723i,-0.00035227+0.00052184i,0.00038239-0.00016856i,0.00058035-0.00037533i,0.00092664-0.00014328i,0.00074615-0.0003535i,-8.5258e-05-0.00038224i,-0.00063264-0.00024844i,-0.00056502-0.00011395i,-0.00030811-0.00087806i,-0.00014429-0.0010585i,4.6353e-05-5.7065e-05i,9.7265e-05+7.1228e-06i,0.00027996-0.00036798i
0.00096043-0.00016945i,0.00043342-0.00090933i,0.00023513-0.0014674i,0.0013327-0.001455i,0.0024752-0.0012855i,0.0017313-0.0014567i,-0.00069395-0.0012537i,-0.0020651-0.00083764i,-0.0014831-0.001034i,-0.00031554-0.00017506i,0.00048937+0.0004168i,0.00088072-0.00033377i,0.00035927-0.00040094i,2.6249e-05+0.00021489i,0.00015366+0.00027335i,4.0661e-05+0.00022693i,-0.0003359+0.00012869i,-0.0006317+0.0001785i,-0.00034087+0.00018262i,-2.678e-05-0.00025411i,0.00023428-0.00027185i,0.00057188-0.00032369i,0.00036403-0.0008001i
0.0029578-0.0004024i,0.0017959-0.001541i,0.00055897-0.0023849i,-0.0004994-0.001237i,-0.00050373-0.00084875i,-0.00095535-0.0011922i,-0.001414-0.0011608i,-0.00069401-0.00071031i,-7.6115e-05-0.00044124i,0.00037334-0.00084428i,0.00054652-0.0008329i,-0.00030856-0.00068531i,-0.00072369-0.00019466i,-0.00053446-5.5176e-05i,-0.0011043-0.00095237i,-0.0018331-0.0011345i,-0.0010794-0.00050741i,0.00011205+0.00041267i,0.00048962+0.00038463i,4.0881e-05-5.8249e-05i,-0.00024989+5.9643e-06i,-0.00033448-3.7255e-05i,-0.00038585-0.00027124i
0.00046093-0.00087911i,0.00012917+5.509e-06i,-0.0013951-0.00025242i,-0.0021815-1.9657e-05i,-0.0016647-8.2065e-05i,-0.0012608-0.00051698i,-0.0013063-0.0011062i,-0.0013367-0.0011113i,-0.00048193-0.0010487i,1.0709e-05-0.00079715i,-0.00012111-8.9233e-05i,-0.00036298+0.00039583i,-8.893e-05+0.00057216i,0.00034436-0.00015338i,-1.3758e-05-0.00070157i,-0.00061668-9.6812e-05i,-0.00019886+0.00031768i,0.0002355-0.00018447i,0.00020087-0.00055931i,-7.2549e-06-0.00010382i,9.7307e-05-0.00058714i,0.00035057-0.00069041i,2.4107e-06+0.0003622i
0.0028239-0.00041953i,0.0014776-0.0020728i,0.0011512-0.0021829i,-9.2383e-05-0.0011811i,-0.0009215-0.00012136i,-0.001404-0.00065301i,-0.0015014-0.0015341i,-0.00051984-0.0010559i,0.00058787-0.00056562i,0.00028979-0.0011718i,-0.00051703-0.00166i,-0.00062234-0.00080833i,0.00023261-0.00043387i,0.00083012-2.8966e-05i,0.00017021+0.00027089i,1.036e-05-7.8911e-05i,-2.753e-05+1.8519e-05i,-0.00015013-9.6285e-05i,-0.00013057-0.00038762i,-1.251e-05+3.2819e-05i,-3.8649e-05+8.6044e-05i,-0.00052202-0.00026939i,-0.00031249-0.00085265i
-0.00061205-0.00097681i,-3.7948e-05-0.00049685i,-0.00025811-0.00021889i,3.3822e-05+0.00023172i,0.00082942+0.00022028i,0.00035367-0.00018389i,-0.0012764-0.00067583i,-0.0017934-0.00098958i,-0.0016221-0.0010925i,-0.0006027-0.00057523i,0.00037019-2.4982e-05i,0.00033642+9.4362e-05i,9.8899e-05+2.3383e-05i,0.00043921+4.2761e-05i,0.00035809+0.00010828i,-0.00014592+0.00024855i,0.00030231-7.8245e-05i,0.00030967-0.00021629i,0.00029752-0.00017951i,0.00043293-0.00049877i,0.00013338-0.00061954i,0.00059689-0.00021273i,0.0007026+0.00024509i
0.0010668+0.00020688i,0.00059166+0.00051179i,0.0009365+0.00077705i,0.00067414+0.0012256i,0.00039579+0.00061622i,0.00020894-0.00059548i,-0.00016862-0.00028524i,-0.00025273+0.00052437i,5.5684e-05+0.00071934i,0.00056299+7.3448e-05i,0.00059409-0.00037559i,7.8702e-05-0.00032917i,-0.00051591-0.00031063i,-0.00075812-4.0815e-05i,-0.00098586+0.00014091i,-0.00067388-0.0002887i,0.00041644-0.00024003i,0.0014075+0.00012122i,0.0014312+0.00029234i,0.0011381+0.00034025i,0.0012413-0.00040474i,0.00078729-0.0009563i,-0.00074133-0.00086558i
-0.001237-0.0041561i,-0.0014656-0.002271i,-0.0025501-0.001612i,-0.002505-0.00071021i,-0.0019462-0.00012963i,-0.0013099-0.00043785i,-0.00056546-0.00090294i,-0.0005694-0.00048223i,-5.757e-05-0.00011726i,0.00044009-0.00018294i,-0.000127+5.3903e-06i,-0.00096614+0.00012203i,-0.00074223-9.5761e-05i,-0.00018721+0.00016095i,0.00047136-5.9849e-05i,0.0011776-0.00023457i,0.00076574+9.0074e-05i,-0.00012428-0.00014153i,-0.00067197-0.00041054i,-0.00036578-0.00077732i,0.00034359-0.00077805i,0.001033-0.0003197i,0.0007739+6.7296e-05i
-0.0010443+0.00022196i,-0.00090648+7.2252e-05i,-0.0010124+0.00012664i,-0.0012025+0.0011724i,-0.00093408+0.0020398i,-0.00019244+0.00086319i,-0.00034781-0.00032583i,-0.00048452+0.00022227i,-0.00022592+0.00087518i,0.00034278+9.5901e-05i,0.00089743-6.4218e-05i,0.0016652+0.00044903i,0.0015706+0.00070616i,0.0013191-1.0476e-05i,0.0010661-7.0473e-05i,-0.00038266+0.00041127i,-0.0013018+0.00030553i,-0.00090074+0.00027908i,0.00028679+0.0001295i,0.00051634+0.00021921i,0.00030865+0.00020234i,0.00020747-0.00024344i,3.9337e-07-0.00011893i
-0.003136-0.00068125i,-0.0035088-0.00033161i,-0.0025443-0.00015603i,-0.00096524+0.0007341i,0.00041758+0.001326i,0.00016459-0.00022397i,-0.0012206-0.001851i,-0.0020352-0.001666i,-0.001687-0.00083816i,0.00018255+9.7938e-05i,0.0010475+0.00045348i,0.0007797+0.00064483i,0.00096665+0.00077992i,0.00097272+0.00017196i,0.00072502-0.00029431i,0.00078348-5.7434e-05i,0.00012279+0.00016122i,-0.00063794-0.00036426i,-0.00041077-0.00011511i,-0.00067243+7.9985e-05i,-0.0006203-0.00051759i,0.00027248-0.00048825i,-0.00019368-0.00018199i
-0.00033249-0.0006791i,0.000911-0.00058376i,0.00027916+0.00040994i,-0.00069992+0.0024906i,-0.0001862+0.0019233i,-0.00032746-0.00077232i,-0.00087489-0.0018208i,-0.00047233-0.00091501i,-0.00016525-0.00034019i,-0.00030428+0.00058962i,9.8949e-05+0.0010163i,-4.875e-05+0.00015393i,-0.00031277+0.00010222i,-0.00030406+0.00018801i,-0.00026977-0.00011556i,-0.00038843+6.6552e-05i,-0.00045267-4.7518e-05i,-0.00026725-0.00052698i,-1.2983e-05-5.1487e-05i,-0.00049792+0.00013759i,-0.00076225+0.00041927i,-0.00066675+0.00055698i,-0.0010454+6.6684e-05i
-0.0016034-0.0014635i,-0.0022046-0.0010952i,-0.0029167-0.0013583i,-0.0025969-0.00031334i,-0.0010001+0.00086742i,-0.00024471+0.00046265i,-0.00074248-0.00061883i,-0.0011031-0.00053896i,-0.00088018-0.0002981i,-0.00040186-0.00028377i,3.5255e-05+0.00056682i,0.00018087+0.00014362i,-0.0002427-0.00047867i,-0.00052486-3.6332e-05i,7.4014e-05-0.00059603i,0.00059506-0.0004549i,0.00033908+0.00075816i,0.00027315+0.001037i,9.0892e-05+0.000558i,-3.2905e-05+0.00048696i,0.00013853+0.00059704i,0.00027785+0.0001734i,0.00056089-0.00017406i
-6.666e-05-0.0022176i,0.00037975-0.0017812i,-0.00093644-0.00078877i,-0.0017423+0.00070485i,-0.00064612+0.002312i,-2.5322e-06+0.0014662i,-0.0012694-0.0010149i,-0.0023466-0.00107i,-0.0019841+8.9845e-05i,-0.00060688-0.00060222i,-0.00038328-0.00098691i,-0.00033048-7.8024e-05i,-9.1333e-05+0.00039005i,-0.00023541+0.00013627i,0.00017483+6.1957e-05i,-6.8496e-05+0.0006605i,-0.0002636+0.00065957i,-0.00019263+0.00023878i,-0.00031378+0.00014189i,8.1386e-05+0.00010919i,0.00017397-5.4209e-05i,0.00061135+2.2818e-05i,0.0004836+0.0005172i
0.00030541-0.00041286i,0.00063531-0.00050667i,-0.00023475+2.1524e-05i,0.00010133+0.00076012i,0.00064169+0.0006955i,-0.00030404-0.00084921i,-0.0010963-0.0017278i,-0.00083462-0.00089088i,-0.00020828-0.00024252i,-0.00025134-2.1489e-05i,0.00010441-0.00063505i,0.0004494-0.0015083i,0.00085351-0.0012261i,0.00047928+0.00017763i,0.00029576-0.00020725i,0.00010787-0.0013487i,-0.0010383-0.00080264i,-0.0011264+0.00011639i,-0.0010434-0.00053155i,-0.00075272-0.0010785i,0.00015155-0.0004757i,0.000301-0.00023777i,0.00052263+0.00041609i
0.00063743+0.00068513i,0.00046213-3.1681e-05i,-0.0010155+0.00084954i,-0.00068073+0.0018624i,0.00098068+0.0006433i,0.0005421-0.001381i,-0.0015207-0.002069i,-0.0021257-0.0010447i,-0.00047191+0.00032607i,0.0008359+0.00048935i,0.0012646-0.00063014i,0.00079561-0.0014525i,-0.00017384-0.0011587i,-0.00019224-9.6141e-05i,0.00051616+0.0001356i,0.00025997-0.00010209i,-0.00025285-0.00011265i,-0.00022458-0.00050186i,-2.5918e-05-0.00066909i,-0.00056737+0.00012169i,-0.00059622+0.00015886i,-0.00089563-0.00015547i,-0.00098629+0.00015028i
-0.00048248-0.0019974i,-0.0012417-0.0010157i,-0.0016474-0.00051563i,-0.0021043+0.0011425i,-0.0020917+0.0018036i,-0.00145+0.00058857i,-0.0017957-0.00068291i,-0.0017448-0.0014446i,-0.00043655-0.0011357i,-0.00010723-0.0017427i,-0.00014553-0.0018129i,0.00046098-0.00098562i,0.00035906-0.00044701i,0.00020993-7.9119e-05i,0.00073102-0.00059373i,0.00073754-0.00088993i,0.00032681+4.2283e-05i,0.00031779+0.0013214i,0.0005264+0.00097844i,0.00030706-0.00037986i,-0.00011795-0.00089529i,-0.00025106-0.00086455i,-0.00015886-0.0006103i
0.0016006+7.8197e-05i,0.00066591-0.00021607i,0.00038705-0.00025562i,-0.00071604-0.00027411i,-0.0015186-0.00011739i,-0.0013411+0.00012243i,-0.0013966-0.0007809i,-0.0018417-0.00047789i,-0.0012631+0.00027441i,-0.00051406-3.3257e-05i,-0.00024952-0.00077589i,-0.00024813-0.00090946i,-0.00013853-0.00050088i,0.000183-0.00036918i,0.00059806-0.00014855i,0.00013352-0.00026863i,-0.00066642-0.00063194i,-0.00051988-0.0002667i,-0.0002648-0.00020884i,-0.00015313-0.00021442i,0.00046164-0.00018003i,0.00078832-0.0005038i,0.00072239-1.2451e-06i
-0.00029339-0.0025762i,-0.0010709-0.002407i,-0.0011041-0.001737i,-0.001217-0.00058359i,-0.00086362-0.00039819i,-0.00076353-0.00080396i,-0.00066142-0.0011268i,-0.0007805-0.00081335i,-0.00093811+0.00042203i,-0.0013208+0.0002555i,-0.0013844-0.00056816i,-0.0011998-0.0005182i,-0.00066233-0.0003747i,-0.00035845-0.00034662i,-0.0010511-0.00037551i,-0.0011489-0.00043334i,-0.00027256+0.00011581i,-0.00031889+0.00088838i,-0.00093929+0.00040416i,-0.00088182+0.0001594i,-0.0007417+0.00048504i,-0.0010175+0.00044755i,-0.00084073+0.00035759i
0.0028609+0.0031825i,0.0029341+0.001621i,0.0025271+0.00022343i,0.0021419-0.0007306i,0.0016894-0.0013323i,0.00064788-0.0012721i,-0.00034208-0.0011006i,-0.0011747-0.0004283i,-0.00023434+0.00067979i,0.0015084+0.00069549i,0.0019979-0.00023606i,0.0011469-0.00096704i,0.00024181-0.00061421i,-9.1237e-05-0.0004723i,0.00024458-0.0010948i,0.00021868-0.00068773i,0.00048023-0.00017264i,0.00037421-3.5953e-05i,-0.00018201-0.00014909i,-0.0002973-0.00034786i,-0.00065756+0.00030235i,-0.00029978+0.00052605i,0.00083746+7.7717e-05i
0.0013015+0.00078539i,0.0004882+0.00018514i,0.00093459-0.0001162i,0.00060817-9.568e-05i,-4.3868e-05-6.0405e-06i,0.00016333-0.00063256i,-0.00022185-0.0011891i,-0.0006288-0.00053015i,-0.0001644+0.00034395i,-0.0001946+8.951e-05i,-0.00033154-0.00052079i,-0.00012906-0.00021454i,-0.00072541+0.00046649i,-0.0010649+0.00027909i,-0.00065481-3.5596e-05i,-0.00035566-8.2271e-06i,9.6061e-05-0.00023797i,0.00039191-0.00066647i,0.00025514-0.00035398i,-3.2087e-06+0.00049171i,-7.7628e-05+0.00010913i,0.00025235+0.00022235i,0.0004816+0.00066206i
0.0013609+0.00056709i,0.0010231+6.3594e-05i,4.927e-05+0.00076822i,-0.00060617+0.0021071i,-0.0003841+0.0024773i,-0.00058493+0.0012542i,-0.0016069-0.00039775i,-0.0016199-0.00092632i,-0.00046701-0.00040441i,-0.00010972+1.3244e-05i,-1.7903e-05-0.00083533i,9.9283e-05-0.00068015i,0.00060138-0.00030334i,0.0010297+0.00016242i,0.0010061+0.00051932i,0.0012229+0.00023403i,0.00093605-8.1542e-05i,0.00015264-0.00061803i,-2.6906e-05-0.00038838i,-0.00016991-0.00062501i,-0.00052145-0.0011382i,-0.00036526-0.00039444i,0.00041776-0.00022919i
-0.0013995+0.0013142i,-0.0012313+0.00050776i,-0.00094134+0.00028907i,-5.3303e-05+0.00061552i,0.0011902+0.00068817i,0.00058972-0.00063977i,-0.00063174-0.0017616i,-0.0003556-0.0013756i,0.00057878-0.00017559i,0.00081772-0.00057395i,0.00051565-0.0016794i,5.2476e-05-0.0021692i,-0.00042694-0.0021183i,4.9942e-05-0.0011786i,0.000561-0.00082663i,0.00065871-0.00070963i,0.00082749-0.00018832i,0.00019971+0.00050198i,-0.00033917+0.0006799i,0.0001883+0.00036191i,0.00042068-0.00037094i,9.5881e-05-0.0012534i,-9.1763e-06-0.00091592i
-0.0021271+0.00045121i,-0.00026124-3.3698e-05i,-0.00026247+0.0017052i,0.00036712+0.002322i,0.0025896+0.00097811i,0.0024566-0.00067477i,-1.3272e-05-0.0011778i,-0.0010455-0.00034646i,-0.00096788+0.00020013i,-0.00081457+0.00048819i,-0.00016085+0.0011545i,7.1604e-05+0.001042i,0.00034742+0.00030525i,0.0010527-0.00028595i,0.00079437-0.00037005i,-5.8682e-05+0.00028975i,-8.8992e-05+0.00059365i,0.00013771-0.00010146i,0.00016185-0.00079249i,0.00027283-0.0008208i,-2.6715e-05-0.00036762i,0.00076641+0.00018122i,0.0012448-0.00037618i
0.0014133-0.0024481i,0.0016434-0.0022535i,0.00096253-0.0020555i,-0.00070685-0.0017994i,-0.001244-3.3571e-06i,-0.0017702-5.2195e-05i,-0.0014618-0.0016549i,-0.00088571-0.0014882i,-0.00043016-0.0010161i,0.00015768-0.00017171i,-6.2485e-06+0.00051592i,-0.00042535+0.0010523i,-0.00037433+0.00053836i,-0.00076374-0.00021669i,-0.0014444-3.5573e-05i,-0.00073221+0.00031486i,0.00027949+0.00049405i,0.000485+0.00057993i,0.00056719+6.1793e-05i,0.00091789-6.9617e-05i,0.00062975+0.00067413i,6.1083e-05+0.00060339i,0.00028826+9.4857e-05i
0.0010878+8.0059e-05i,0.00083851+0.00022331i,0.00051553+0.00033287i,-0.00064345+0.0010306i,-0.0015136+0.00091323i,-0.001253+7.6431e-05i,-0.0011056-0.00099448i,-0.00067005-0.0006728i,0.0001442+0.00052708i,0.00051973+0.00073464i,8.8769e-05+0.00029637i,-0.00029642+0.00011173i,0.00025857+0.00030709i,0.00022199+3.7134e-05i,-0.00017837-0.00036949i,0.00010204-0.00051114i,0.00010962-0.00031583i,-2.6354e-05-0.00050742i,0.00051144-0.0012356i,0.0010023-0.0012967i,0.00075972-0.00032413i,0.00044687+0.00019331i,0.00056932-0.00012932i
0.0012183-0.0030574i,-0.0002855-0.0030528i,-0.00077723-0.0014957i,-0.00086429-0.00073515i,-0.001037-0.00021822i,-0.00064746+0.00035829i,-0.00088642-0.00022434i,-0.00119-0.00075417i,-0.0009277-0.0011153i,-0.00073334-0.00083435i,-0.00055614-0.00014651i,-0.00069338+0.00015473i,-0.00051938+0.0001565i,-0.00040301+0.00041248i,-0.00049644+0.00010694i,-0.00013373-0.0003462i,-0.00041452-0.00011364i,-0.00084367+7.4759e-05i,-0.00025111+0.00085416i,-0.00034975+0.00042513i,-0.00063166-0.00052266i,-3.4546e-05-0.0003557i,0.00015883-0.00030218i
-0.00036799+0.00022745i,-0.0017957+0.00029993i,-0.0026432+0.00018178i,-0.0020363+0.0003447i,-0.00040618+0.00077369i,2.2076e-05+3.1234e-05i,-0.001156-0.0012072i,-0.0014303-0.00038156i,-0.0006746-0.00018911i,-4.9659e-05-0.00069575i,0.00069038-1.6296e-05i,0.0010281+0.0001492i,0.00052408+0.00023879i,0.00020558+0.00024227i,0.00039714+0.00014242i,0.00012266+0.00019027i,0.00057926-0.00038186i,0.001421-0.000516i,0.00078734-2.8252e-05i,-4.9865e-05+0.00014706i,-0.00042972-2.3826e-05i,-0.00038615-0.00027723i,-0.00038817+0.00038436i
-6.7056e-05-0.0021488i,0.00088337-0.0018905i,0.0010205-0.0025169i,0.00061347-0.0012166i,5.5075e-05+0.000588i,-0.00020996-0.00016627i,-0.0004366-0.0015378i,-0.00087134-0.0013233i,-0.00093223-0.00066274i,-0.00032114+0.00014601i,0.00015513+0.00053246i,0.00055434+7.2213e-05i,0.00049333-0.0002283i,0.00018592-0.00036543i,-0.00027138-0.0001807i,-0.00058109+0.00035461i,-0.00049888+9.9009e-05i,-0.00010902+0.00022285i,0.00056134+0.00099488i,0.00087604-8.4854e-06i,0.00066544-0.00077548i,0.00066063-0.00022285i,0.00051209+8.7097e-06i
-0.0012501-0.00079268i,-0.0010043-0.00084735i,-0.0013318-0.0006754i,-0.0019251-0.00026781i,-0.00088595+0.00089036i,0.00019084+0.00057451i,-0.00050175-0.0010215i,-0.0021153-0.001749i,-0.0019884-0.00097979i,7.869e-05-0.00074424i,0.00071836-0.00077811i,5.9364e-05-0.00033519i,-0.00071562-0.00029733i,-0.0010206+0.00033503i,-0.001168+0.0010007i,-0.0010451+0.0010146i,-8.5668e-05+0.00038149i,0.00031091-0.00046671i,-0.00025203+0.00054325i,-0.00086367+0.00087211i,-0.00053915-0.00023683i,0.00027171-0.00037808i,0.00036838-0.00045537i
-0.0016573+0.00086702i,-0.00045401+0.00094414i,0.00049109+0.0024454i,0.00096644+0.0028355i,0.001549+0.00060111i,0.00068972-0.0014963i,-0.00073178-0.0017247i,-0.0010238-0.00079186i,-0.00072374+0.00013672i,-0.00021722+0.00031435i,0.00024623-0.00062469i,0.00028205-0.0013032i,-0.00014864-0.0020419i,-0.00066282-0.0012551i,-5.0966e-05-0.0002402i,0.00066534+7.9916e-06i,4.9543e-05+0.00075344i,-0.00041734+0.00085508i,-0.00036592+0.00067804i,2.3014e-05+0.00034013i,0.00083136-1.2777e-05i,0.00055562+0.00048386i,7.0585e-05+0.00068739i
0.0011045+0.0015326i,0.00048413+0.0016277i,-0.0005394-0.00082273i,-0.0016664-0.0016039i,-0.0011362+3.2189e-05i,-0.00098244+1.0705e-05i,-0.0021492-0.00057469i,-0.001424+0.00019753i,-0.00041487+0.00024265i,0.00014783-0.00033481i,0.00080654-4.7781e-05i,0.00017323+0.000598i,-0.0012196+0.00069406i,-0.001006+0.00054567i,3.9947e-05+0.00048546i,-0.00011188+0.00069039i,-0.00065103+0.00083722i,-0.0011604+9.0097e-05i,-0.00060451-0.0006717i,0.0001936-0.0008875i,0.0002222-0.00046977i,-0.00016434+9.008e-05i,-0.00077474-6.0137e-05i
0.00059253-0.0018183i,-8.1683e-05-0.0028852i,-0.0011188-0.0027675i,-0.0015653-0.0018355i,-0.00065636-0.0011747i,-0.00075585-0.00075288i,-0.001276-0.00097319i,-0.00069763-0.00091436i,0.0002641-0.00036772i,0.00058798-0.00094533i,0.00055819-0.0013902i,0.00064483-6.8574e-05i,0.00062036+0.00077958i,0.00060986+0.00014865i,0.00054887-0.00091757i,-0.00031704-0.00092516i,-0.0004994-0.00022538i,0.0001411+0.00069108i,-0.00039036+0.00049647i,-0.00072046+0.00025633i,-0.00030352+0.00056652i,-0.00042595+0.0014126i,-0.00026517+0.0014029i
0.0012394+0.00072676i,0.0017057+0.0008137i,0.00026223+0.00059503i,-0.00079815+0.00073323i,-0.00050833+0.00099146i,-0.0004324+0.00065479i,-0.0015763-0.00041594i,-0.0010291-0.0007208i,0.00046934-0.00029947i,0.00091046-0.0003168i,0.00080071-0.00070533i,0.00058142-0.0012525i,0.00043916-0.0017363i,-9.1243e-05-0.00097195i,-0.00012191-0.00022582i,3.9348e-05-7.9029e-05i,0.00029719-5.3611e-05i,0.00057349+5.1766e-05i,0.00049137+0.00035812i,9.5373e-05+0.0002483i,-0.00029564-0.00097011i,-0.00030554-0.0013513i,-0.00083298-0.00070544i
-0.003722+0.0014088i,-0.0029908+0.001756i,-0.0016861+0.0031796i,1.0483e-05+0.0040328i,0.00149+0.0032288i,0.0012758+0.00091934i,-0.00066677-0.0017641i,-0.001414-0.0021772i,-0.0012519-0.0011528i,-0.00065481-0.00061212i,0.00019661-0.00077734i,0.00055487-0.00086303i,0.0001607+9.2771e-05i,-8.5003e-05+6.1824e-06i,0.00050515-0.00019707i,0.00074026-0.00011179i,0.00040162+0.00046216i,0.00017022+0.00078525i,0.00045678+0.000456i,0.00048981+0.00075576i,-0.00050951+0.00063841i,-0.00036933+0.00012351i,0.00028854-3.9523e-05i
