-0.00058055+0.00070936i,-0.00053697-0.0011452i,-0.0013007-0.0025335i,-0.0024106-0.0015462i,-0.003086+7.7178e-05i,-0.0025101+0.00099661i,-0.0014674+0.00084715i,-0.00020293+0.001061i,0.00055985+0.0010175i,0.00044153+0.00018289i,0.0002597-0.0005351i,0.00031027-0.00076892i,-0.00057422-0.00042396i,-0.00084505+9.2019e-05i,-0.00067135+0.00058934i,-0.00084932+0.00066819i,-0.00078201+0.00098655i,-0.0006662+0.0014206i,-6.8481e-05+0.00016433i,0.00016894-0.00067827i,0.0004694-0.00060731i,0.00035005-0.00089028i,-0.00066566-0.00055533i
-0.0029847+0.001478i,-0.0021858+0.0024766i,0.00073188+0.0025042i,0.0021434+0.0013017i,0.0019025-0.00077809i,0.00087276-0.001657i,0.00028696-0.0014292i,0.00056964-4.3935e-05i,0.00070908+0.0011387i,0.00085447+0.00017032i,0.0007406-0.0011846i,0.00032385-0.001104i,-0.00076974-0.00086072i,-0.00094313-0.0017124i,-0.00085396-0.0017339i,-0.00063176-0.00037853i,-0.0004693+0.00069553i,-0.00076028+0.00070529i,-0.0011742+0.0008264i,-0.0010826+0.00097037i,-0.0002574+0.00094762i,0.00024387+0.00037658i,0.00041374-0.00086822i
-0.0018732+0.0099989i,0.0012451+0.010122i,0.0067559+0.010521i,0.0083526+0.0059522i,0.0082987+0.00040116i,0.0061683-0.003025i,0.0028629-0.0025791i,-9.9247e-05-0.00018821i,-0.00024374+0.0014312i,0.0022517+0.00062596i,0.0023872-0.0017388i,1.4973e-05-0.0024425i,-0.0017866-0.0029282i,-0.0017663-0.0042817i,-0.00099454-0.0044181i,-0.00050858-0.0025846i,-0.00053397-0.00030656i,-0.0009584+0.00012229i,-0.0015639+0.00033287i,-0.0020426+0.0014858i,-0.0010563+0.0017372i,0.00059652+0.00083931i,0.0010147-0.00025703i
-0.00060514+0.00053037i,-0.001633+0.00038286i,-0.0031696-0.00022689i,-0.0022168-0.00060435i,-0.00048024+5.7223e-05i,0.00032892+0.00084412i,0.001099+0.00062262i,0.00058264-0.00047186i,-0.00064422-0.0014307i,-0.001347-0.00092398i,-0.0013596-1.9328e-05i,-0.00028445+0.00034025i,0.0008398+0.00034931i,0.00085432+0.00064711i,-0.00019556+0.0017346i,-0.0010212+0.0017665i,-0.00081048+9.9952e-05i,-0.0003585-0.00036972i,9.3654e-05+0.00019238i,0.00035993+0.00030844i,-2.8695e-05+0.0002996i,-0.00091269+0.00088795i,-0.0013946+0.0013593i
0.001481-0.0031514i,0.00014567-0.0032292i,-0.0011138-0.0032143i,-0.0013184-0.0013097i,-0.00014955+0.0013336i,0.0011937+0.0027905i,0.0014515+0.0023783i,0.0013574+0.0009913i,0.00040253+0.00029129i,-0.00017049-4.496e-05i,0.00029094-0.00017805i,0.00045346+0.00015124i,0.00047003+0.0008018i,0.00065974+0.0016176i,0.0012035+0.0014011i,0.0010631+0.0002314i,0.00019813-0.00053535i,-0.00021838-0.00033787i,0.00017269-0.00034953i,-0.00010484-0.00014131i,-0.00021121+0.00023941i,0.00073559+0.00056745i,0.00047741+0.00043492i
-0.0010714+0.0020015i,-0.00090338+0.0022772i,-0.00073991+0.0012012i,-0.0011654+8.3322e-05i,-0.0010623-0.00021286i,-0.00016907-1.1071e-05i,0.00077198+0.00010899i,0.00097983-0.00028051i,0.00072562-0.00051016i,-0.00016592-0.00033349i,-0.00049785-0.00015985i,-0.00041467-0.00033114i,-0.0005425+7.7968e-05i,-0.00072109+0.00053754i,-0.00053434+0.00033514i,-0.00015803-0.00013971i,5.3175e-05+7.8736e-05i,-3.1331e-05+0.00088116i,-0.00089651+0.001235i,-0.0014678+0.00074966i,-0.00034949+0.00060447i,0.00059655+0.0010756i,-0.00035136+0.0007203i
-0.00071159-0.00088263i,-0.0010827-0.00021409i,-0.00068175+0.00057176i,0.00059377+0.00022411i,0.00035358-0.00061152i,-0.00038205-0.00081362i,-0.00020704-0.00012019i,0.00062914+0.00053745i,0.0011811+0.00042758i,0.00085078-0.00038224i,0.00041534-0.00052824i,0.00018629-0.00014357i,-0.00056047-0.00070978i,-7.8081e-05-0.0012586i,0.00017396-0.00083657i,-4.4907e-05-0.00017104i,0.00025183-0.00012983i,0.00032163-0.00083538i,-2.2419e-05-0.00043488i,-0.0002417-6.1581e-05i,-8.8289e-05-0.00045323i,-0.00021585+0.00030259i,-0.00012375+0.00026111i
0.00062758+0.0023166i,0.001546+0.0020882i,0.0010544+0.0011629i,0.00030654+0.0002898i,0.00068531-0.00046589i,0.00062046-0.00027405i,0.00037965+0.00054604i,-2.7568e-05+0.00046644i,0.00041215+0.00010672i,0.00080631+0.00056144i,0.0003865+0.00057103i,0.00015464-0.00027369i,4.1999e-05-2.9414e-05i,-0.0003784+0.00053257i,-0.00052746+0.00037056i,0.00010881+0.0002158i,0.00049322+0.00053344i,0.00022458+0.00056052i,-5.5706e-05+0.00024259i,7.0108e-05+0.00023373i,4.9127e-05+1.6155e-05i,1.6892e-05-0.00011035i,-0.00012213+0.00033642i
-0.0050899-0.00072238i,-0.005959+0.00023974i,-0.0045612+0.00072091i,-0.0019916+0.00026389i,6.8501e-05+0.00023125i,0.0013171+0.00048254i,0.0016066+0.00044703i,0.00073689+9.0018e-05i,-0.00033068-0.00025033i,-0.00048811-0.00030943i,-0.00012925-0.00039265i,-3.4413e-05-0.0004058i,-0.0003614-0.00024056i,-0.00059434+6.5927e-05i,-0.00092968+0.00050515i,-0.00020478+0.00032255i,0.00020747+8.2577e-05i,-0.00026048+0.00052041i,7.7645e-05+0.00023901i,0.00015332-0.00026227i,0.00028923-0.00017627i,0.00061665+0.00038217i,0.00064137+0.0006983i
0.0027601-4.6727e-05i,0.0022225-0.001076i,0.0017756-0.00087525i,0.0011324-0.00061859i,0.00016455-0.00029142i,0.00062176-9.9052e-05i,0.00054568+0.00022085i,-0.00023616+0.00045594i,0.00041036-0.00032813i,0.00041979-0.00054731i,-0.00078892-0.00045022i,-0.0010683-3.8798e-05i,-0.00077996+0.00035086i,-0.00062372+0.000521i,-0.0004033+0.00024344i,-0.00017337-0.00034984i,0.00013139-9.694e-05i,-0.00070579+9.1519e-05i,-0.00068275-0.00013793i,-0.0003886+0.00011322i,-0.00061593+0.00043509i,-0.00090311+0.00061093i,-0.00038943+0.00058464i
-0.00092163-0.00085691i,-0.00053583+0.00099966i,-0.00060634+0.0018709i,-0.00077211+0.0017894i,-0.00018914+0.0019161i,0.00070867+0.0020721i,0.00070598+0.0015918i,-9.0013e-05+0.0010636i,-0.00061867+0.00028253i,-0.00088344-0.00035835i,-0.0010737-7.0605e-05i,-0.00082278+0.00010916i,-0.00019169+0.00014748i,-0.0005095+0.00099779i,-0.00052028+0.0015926i,0.00029803+0.00076338i,0.00039816-9.824e-06i,5.1315e-05+2.4135e-05i,0.0001899+8.2127e-05i,0.00020067+0.0003263i,-0.00033403+0.00029201i,-0.00043823+0.00060382i,0.00024368+0.00082942i
-0.00012209-0.0022643i,-0.0011052-0.0023415i,-0.00071342-0.0021721i,0.00045787-0.00146i,0.00062881+6.4386e-05i,-0.00026194+0.00088023i,-0.00036447+0.00020951i,0.00043341-0.00051176i,-5.7171e-05-0.00061185i,-0.00073687+3.2182e-05i,-0.00017494+0.00048681i,0.00032398+0.00073235i,0.00040284+0.0015988i,0.0007346+0.0020161i,0.0006609+0.001033i,0.00066768-8.1104e-05i,6.232e-05-0.00028901i,-4.8463e-05+0.00037473i,-0.00020136+0.00027196i,-0.00039018+2.2129e-05i,-0.00030424+0.00047825i,-0.00048498+7.0512e-05i,-0.0004098+0.0001381i
0.00021207+0.00090737i,0.00078396+0.00045271i,0.00098366+8.3468e-05i,-7.4345e-05-5.2916e-06i,-0.0010584+0.00045809i,-0.0010909+0.00046282i,-0.00021208+0.00016625i,0.00056536-0.00014886i,0.00046111-8.4695e-05i,0.0004238+3.9441e-05i,0.001136+1.9319e-05i,0.001048-0.00016226i,0.00050713+0.00014482i,0.0003825+9.3337e-05i,4.2177e-05-9.0637e-05i,-0.00017624+0.00044108i,-0.00015491+0.00077643i,0.00011728+0.00038688i,0.00028893-9.5245e-05i,0.00036341-0.00064128i,-2.33e-05-0.00073112i,-0.00070108-0.00018034i,-0.00077008+0.00039827i
-0.00024542-0.002152i,-0.0006999-0.0025283i,-0.00050291-0.0016141i,-0.00052409-0.00043713i,-0.00095771+0.00050848i,-0.0010796+0.0018785i,-0.00059113+0.00095054i,-0.00032241-0.00077747i,-0.00029203-0.00138i,0.00014178-0.0011754i,0.00048331-0.00013939i,0.00015258+0.00046617i,-0.00063907+0.00019951i,-0.00010655+0.00027288i,0.00045052+0.0011908i,0.00063078+0.0014477i,0.00076234+0.00047767i,0.00046589-0.00030646i,-6.0685e-05+0.00058687i,0.00021346+0.00034039i,0.00078692-0.00083675i,0.00059259-0.0008268i,2.5919e-05-0.00074799i
-0.00075278-0.00025042i,-0.0015474+0.00012629i,-0.0015224+0.00022749i,-0.00031001+0.00074013i,0.00011275+0.00059762i,-6.6125e-05+0.00025153i,0.00051432+0.00070925i,0.00065819+0.0014447i,-0.00024483+0.0010436i,-0.00027686+0.00015101i,0.00019688-0.00051232i,0.00025562-0.00015596i,0.00021058+0.00081619i,0.00033905+0.00040758i,0.00044764+0.00025091i,-0.00022075+0.00066481i,-0.0008619+0.0003561i,-0.00040343+0.00039702i,0.00028875+0.00017917i,0.00014781-0.00010898i,0.00034438+0.0002167i,0.00091784+0.00092112i,0.00055933+0.0008158i
-0.0025784+0.0012559i,-0.0028083+0.0012027i,-0.0022369+0.00077443i,-0.00092132-3.027e-05i,0.00070188-8.7023e-05i,0.0012028+2.5202e-05i,0.0011139-0.00044092i,0.00055884-0.0010755i,-0.00018651-0.00074048i,-0.00076205-0.00030098i,0.00012361+6.915e-05i,0.00066132+0.00040489i,-0.00032137-0.00011564i,-0.000951-0.0001902i,-1.9338e-05+0.00075369i,0.00042822+0.0012555i,0.00010345+0.00075203i,-0.00020342-3.8301e-05i,-0.0013937-0.0012928i,-0.00083035-0.0018469i,0.00031371-0.00097994i,0.00084275+0.0001085i,0.00066747+0.00051477i
0.00096252+0.0010097i,0.0010335-0.00013076i,0.001665-0.0011202i,0.00092306-0.0006758i,0.00022931-0.00039958i,0.00016801-0.0010886i,0.00040677-0.00083943i,0.00022346-0.00058151i,-0.00022132-0.00029744i,-0.00044302-0.0004327i,-0.0010018-0.00037846i,-0.00092765+0.00046983i,-0.00027923+0.0004595i,-0.00028009+6.439e-05i,-0.00069326+0.00020065i,-0.00051485+0.00018081i,-0.00035294+8.5213e-05i,-0.00036946-0.00031724i,-0.00078568-0.00056383i,-0.00090684-0.00037362i,-0.00025096+0.00024631i,-0.00060343+0.00058472i,-0.0015081-9.4423e-06i
0.00040649+0.00065547i,-1.7746e-05+0.00021022i,0.00017134+0.00023781i,0.0005285-0.00037141i,-0.00021474-0.00053191i,-0.0010944+0.00014068i,-0.00096025+0.00097811i,-0.00029348+0.0016308i,0.00031771+0.00080434i,0.00086771-0.00047816i,0.00099624+6.9205e-05i,0.00087152+0.00071018i,0.00057471-7.1015e-05i,0.00026504-0.0008218i,0.0004263-0.00061443i,0.00029106+0.00039247i,-0.00038587+0.0011228i,-0.00025623+0.0013118i,0.00046923+0.0014258i,0.00082587+0.001013i,0.0012535+0.00069468i,0.00084987+0.00058323i,0.00027492+0.00011131i
0.00064915-0.0011257i,-0.00010046-0.0017439i,-0.001916-0.003012i,-0.0026438-0.0015266i,-0.0018596+0.0014269i,-0.00085849+0.0022886i,-0.00018285+0.00096428i,0.00089741+9.4438e-06i,0.00087114+3.9246e-05i,-0.00015422+8.2644e-05i,-0.0005522-8.1606e-05i,-0.00047487+8.7119e-05i,-9.2215e-05+0.00050995i,0.00010533+0.0011388i,0.00071996+0.0013202i,0.00090518+0.0012315i,-7.7354e-05+0.00077988i,-0.00079557-0.00017019i,-0.00077534-0.00022634i,-8.3124e-05-0.0001083i,0.00039984-0.00045659i,0.00061087-0.00083627i,0.00050938-0.00012077i
-0.00032895+0.00074656i,-0.0008436+0.0013706i,-3.3272e-05+0.0015256i,-0.00042578+0.00060534i,-0.0013247-0.00070732i,-0.002014-0.0014645i,-0.0017836-0.00097352i,-0.001136+0.00011593i,-0.0009188-0.00060079i,-0.00032861-0.0012094i,-2.2822e-05-0.00076482i,0.00018377-0.00071432i,0.00063386-0.00082024i,0.00057934-0.00050179i,0.00020391-0.00025604i,-0.00034217+1.6299e-05i,-0.00013181-0.00022618i,-3.9689e-05-0.00088317i,-0.00026008-0.00037238i,-0.00021242+0.00033742i,-0.00044466+0.00042764i,-0.00016643+0.00035301i,3.9861e-05+0.00071803i
0.0019338-0.00017535i,0.0010803-0.001827i,0.00030977-0.0018479i,0.00036277-0.00067921i,0.0005135+0.00059131i,1.959e-05+0.0012159i,0.00010898+0.0012269i,0.00028634+0.0010677i,0.00056368+0.00097249i,0.0011636+0.00052638i,0.00073864-0.00029669i,-6.3057e-05-0.00075673i,-1.5686e-06-0.00089703i,-0.00043366-0.00024892i,-0.00076252+0.00032177i,-0.00093434+0.00032266i,-0.000774+0.00077325i,0.00018757+0.00097299i,0.0012865+0.0002783i,0.0015464+0.00065633i,0.00074368+0.00071219i,0.00011881+2.2827e-05i,-0.00058502-0.00032598i
-0.00059572-0.0015825i,-0.0014607-0.00054904i,-0.00031793-0.0002643i,4.2901e-05-0.00056066i,-0.0006844-0.00033896i,-0.00092884-0.00019843i,-0.00067076-0.00092365i,-0.00044323-0.0012787i,-0.00047645-0.00034447i,-0.0005015-7.295e-05i,-0.00035131-0.00055483i,0.00014685+0.00010987i,-7.4033e-05+0.00049345i,-0.00053936-1.6764e-05i,-0.00077409-0.0001267i,-0.00024374+3.3669e-05i,0.00024117+0.00020011i,0.000191+0.0001431i,0.00042304+0.00011926i,0.00044025+0.00044444i,-0.0004603-0.00012707i,-0.0011634-0.0010748i,-0.00042442-0.00055319i
-8.4878e-05+0.0019942i,0.000549+0.0019894i,-0.00060003+0.0017713i,0.00014307+0.0016171i,0.0012042+0.00010739i,0.00071012-0.0010993i,0.0012293-0.00037926i,0.0010579+0.00093339i,-0.00062113+0.0013341i,-0.0012861+0.00044432i,-0.00057481+0.00010246i,-0.00027244+1.4033e-06i,3.9911e-05+6.2283e-07i,0.00032405+0.00022149i,0.00015632+0.00019014i,-0.00024452+0.00016239i,-0.00052353+0.000172i,7.268e-05+0.00050985i,0.00014381+0.00059146i,9.6412e-05-0.00039993i,0.0006196+0.00022366i,0.00053337+0.00096296i,0.00028801+0.00090406i
-0.00076731+0.00019572i,-0.0007593+0.00041379i,0.00039257-0.00045758i,-0.00011792-0.00028972i,-0.000874+0.00017917i,-0.00046354-0.00041263i,0.00014208-0.00091611i,7.6055e-05-0.00012635i,-2.753e-05+0.00062251i,-0.00017333-0.00047344i,-0.00045382-0.0010861i,-0.00079033-0.00097761i,-0.00021758-0.00063849i,-4.5176e-05-0.00045515i,-0.00075324-0.00039768i,-0.00058162-0.00041939i,0.00040421-0.00051874i,0.00056095+0.00029334i,-0.00014836+0.0010923i,-0.00032589+0.00086119i,0.00019782+0.00016797i,-0.00016836+0.00034457i,-0.00030128-3.7473e-05i
0.0015636-0.0014938i,0.00070871-0.0018575i,-0.00032775-0.0016041i,-0.00050517-0.00094078i,-0.00076834-0.00031521i,-5.55e-05+0.00068743i,0.00063851+0.00074929i,0.00047964-0.0003319i,0.00021237-0.00060187i,-0.00018578-0.00098636i,-0.00039976-0.0010014i,-0.00081149-0.00041906i,-0.00065095+0.00032301i,-0.0006984+0.00060291i,-0.0004269+3.6863e-05i,0.00074423+0.00018773i,0.00087854+8.9045e-05i,4.7844e-05-0.00049785i,0.0001781-0.00027942i,0.00074743-0.00030026i,0.00049159-0.00013774i,-0.00021782+9.673e-05i,3.6873e-05-0.00014794i
-0.0012395-0.00056508i,-0.00092219-7.8938e-05i,-0.00074804+0.00037812i,-0.0012434+0.00070292i,-0.0016507+0.00062616i,-0.0018357+0.00052603i,-0.0015357-0.00054619i,-0.00051745-0.00072548i,0.00018384-5.2754e-05i,0.00082766-0.00028951i,0.00079931+7.2398e-05i,-0.00041911+0.00033876i,-0.0013903+8.2977e-05i,-0.00089821-5.9588e-05i,-3.9814e-05+0.00051157i,-0.00027679+0.00089009i,-0.00096371+0.00077199i,-0.00051896+4.8155e-05i,0.00043928-0.0001609i,0.00066823-0.00031068i,0.00029848-0.00071396i,-6.5366e-05-0.00017725i,0.00010515+0.00058868i
-0.0003183-0.00017675i,-0.001773+0.00020071i,-0.0027613+0.0012311i,-0.0020251+0.0019863i,-0.00045935+0.0011846i,-0.00019012+0.0013487i,-0.00034462+0.0016352i,-0.00039914+0.00051938i,-0.0007923-0.00036809i,-0.00078489-0.0003817i,-0.00068137-0.00078592i,-5.7976e-05-0.0011458i,0.00012017+0.0002735i,0.00062151+0.0009184i,0.00089568-4.1082e-05i,-0.0003212-0.00067469i,-0.00044932-0.0010266i,0.00018045-0.00088773i,0.00016613-0.00024045i,-0.0003516+0.00054906i,-0.00073058+0.00038596i,-0.00058641+1.0404e-05i,-8.8087e-05-0.00030499i
-0.00020258-3.4651e-05i,0.00029346+0.0006343i,0.0010761+0.00034999i,0.00018416+5.8325e-05i,-0.0014108-0.00038455i,-0.0013245-0.0010129i,-0.00074511-0.00050763i,-0.00050878+0.00045921i,-0.00019448+0.00040296i,-0.00020469+0.0005334i,-0.00033292+0.0011171i,-0.00053663+0.00078458i,-0.00061189+9.7778e-05i,-0.00049339-0.00017689i,-0.00046553-5.0874e-05i,3.3812e-05+0.00012217i,0.00040279+0.00012729i,-0.00024892-0.00030662i,-0.00090315-0.00064229i,-0.00020347-0.00064396i,0.00089612-0.00046592i,0.00087781+0.00019146i,-0.00042872+0.00086657i
2.9477e-05-0.00057661i,-0.00072458-0.00045204i,-0.0010796+3.9593e-05i,-0.0004571+0.00031953i,-0.00013809+0.00051659i,-0.00014766+0.00073197i,-0.00016836+0.0012291i,-0.0006244+0.0013846i,-0.00070867+0.00091123i,0.00065712-0.00029842i,0.0011421-0.000102i,0.00046829+6.7936e-05i,0.00073379-0.00044968i,0.0007921-0.00067767i,-0.00010084-0.00070342i,-0.00060876-4.1922e-05i,-0.00068185+0.0001803i,-0.0007999+3.6964e-05i,-0.0006206-0.00010228i,-0.00023968+0.00051835i,2.8514e-05+0.00088806i,-0.00015943+2.0221e-05i,-0.00028512-0.00017661i
0.00019824+0.00022642i,0.0007171+2.3926e-05i,0.0011395-0.00017756i,9.8131e-05-0.00012196i,-0.001236+0.00021637i,-0.0014666+0.00056305i,-0.00063749-0.00010515i,-0.00011411-0.001291i,-0.00023171-0.0013449i,-0.00058999-0.0002187i,-0.00088114-4.1591e-05i,-0.00055647+3.3714e-05i,8.5357e-05+0.0010208i,0.00062958+0.001092i,0.00032646+0.00054084i,-0.00066615+0.00019658i,-0.00062029-0.00018438i,2.3861e-05+0.00044743i,0.00021845+0.00083305i,0.000317+0.00052017i,0.00037452+0.00025365i,9.0547e-05-0.000365i,-0.00034416-0.00046787i
-0.00085494-0.00048804i,-0.00022377+0.00034097i,3.46e-05+0.0014022i,0.00015711+0.00057563i,0.00031791+0.00011106i,0.00025447+0.00038926i,-0.00025878+0.00039198i,-0.00081543+0.00019269i,-0.00077638+0.00011624i,-0.00074817-0.00038057i,-0.00080112-0.00063872i,0.00014955-9.5495e-05i,0.00067359+0.0004764i,8.1654e-05-0.00062128i,0.00061262-0.0010787i,0.0006112-0.00039535i,-0.00046111-0.00078983i,-0.00069606-0.00060766i,-0.00055178+0.00010762i,-0.00070097+0.00080245i,-0.00020624+0.00099762i,-0.00023393+0.00024049i,-0.00057912-0.00057093i
0.00094572-0.0014709i,0.00079205-0.0019125i,0.0003519-0.002516i,-0.00065131-0.0016288i,-0.00080362-0.00044388i,-0.00043044-0.00010423i,0.0007698+0.00020166i,0.0011222+0.00043631i,0.00060051-6.1921e-05i,0.0008504-0.00059593i,0.0007693+0.00012487i,-0.00034368+0.00095665i,-0.00065235+0.00058643i,-0.00020944+0.00092089i,0.00026582+0.0011194i,0.0011878+0.0010283i,0.0021022+0.0013182i,0.0017125+0.0011233i,0.00059526+0.00063022i,0.00031944-0.00016789i,0.00020953-0.00075344i,-2.2029e-05-0.00058828i,-0.0011638+3.746e-06i
-0.00073614+0.00053665i,-0.00067397+0.00095372i,0.00012838+0.0013873i,0.0012688+0.00065846i,0.0010748+0.00078901i,0.00041223+0.00064368i,5.482e-06+0.00052303i,-0.00011687+0.00052739i,-0.00046169+0.00050613i,-0.00025697-0.00074385i,0.00012764-0.0016452i,0.00015828-0.00086566i,0.00024836-0.0005488i,-8.7362e-05-0.00089279i,-0.00014053-0.00097205i,3.6543e-05+0.00019808i,0.00026117+0.00097133i,0.00043207-0.00011455i,2.0119e-05-0.00053479i,-4.94e-05-1.5584e-05i,-0.00020146+5.1725e-05i,-0.00041289-0.0002136i,-0.00057289-0.00022536i
5.7059e-05+0.003605i,0.00017276+0.0029278i,0.00030427+0.0022024i,0.00057719+0.00078549i,0.00054271+9.7605e-05i,4.7674e-06+4.391e-05i,-0.00092795-0.00059861i,-0.00075492-0.0013097i,0.0006467-0.00081032i,0.00092245-4.4914e-05i,0.00026426+0.00051941i,0.00014893+0.001072i,-0.00058151+0.00068132i,-0.00062785+0.00020983i,5.1553e-05+0.00019173i,-6.8836e-05-0.00012625i,-0.00096912-0.00013696i,-0.00089575+0.00023795i,-0.00036094+0.00063792i,-6.364e-05+0.0011073i,-0.00033437+0.00063279i,-0.00024836+0.00082875i,1.6614e-05+0.00085033i
-2.7033e-05-0.0022042i,-0.00056334-0.0023745i,-0.00067641-0.0014555i,-0.00068757-0.00054155i,-0.00074147-0.00017313i,-0.0004617-0.00030588i,-0.00014316-0.0002921i,-4.1228e-05+0.00023576i,0.00010407+0.00060211i,0.00050009+0.00038738i,0.00080881+0.00047783i,0.00017234+0.00038016i,-0.00072448+0.00055116i,-0.000742+0.00035457i,-0.00057936+0.00016563i,-1.1956e-05+0.00035351i,0.00076922+0.00065722i,0.00028409+2.5165e-05i,-0.00092296-0.00085179i,-0.00075942-6.6387e-05i,-5.1802e-05+0.00022782i,9.0369e-05-0.00064008i,0.0002375-0.0004692i
-0.00082924+0.0018261i,-0.00028157+0.0017498i,5.3407e-05+0.00050689i,0.00037037-0.00053677i,0.00066017-2.2554e-05i,-5.9682e-05-4.3194e-06i,-0.00050007-0.00042864i,-0.0003006+0.00025077i,3.8568e-05+0.00083949i,0.00097167+0.00052333i,0.001452+0.00016203i,0.00018074-0.00036024i,-0.00039102-0.00060217i,-0.00022022-0.00089804i,-0.00010713-0.00098868i,0.00022072-0.00054712i,0.00067891-0.0001235i,0.0010285+0.00020735i,0.0015995+4.4413e-05i,0.00076238+0.00039506i,-2.4787e-05+0.00027718i,-0.00014085-0.00033478i,-0.00033943-0.0005163i
-0.002042+0.00024312i,-0.00095539+0.00087106i,-0.0002321+0.00071649i,0.00025018+0.00058544i,0.0011254-0.00033943i,0.0012231-0.00076213i,0.00051447-0.00092827i,3.0145e-05-0.00031685i,-0.00056851-0.00013816i,-0.00057341-0.00041639i,-0.00027315+8.0819e-05i,-0.00073919+2.4446e-05i,-0.00087165-0.00073882i,-4.0097e-05-0.00058127i,-5.8839e-05+0.00022957i,-0.00077909-0.0001874i,-0.00058658-0.00062922i,-0.00030482-5.2837e-05i,0.00013003+0.0002095i,0.00062558-0.00023225i,0.00019354-0.00022098i,-0.00049827+0.00046216i,-0.0007869+0.00017595i
0.00089284+0.00072058i,-0.00022786+0.00023552i,-0.00081124-3.6362e-05i,-0.00042718-3.0354e-07i,-0.00054097+0.00019075i,-0.00075582+0.00092384i,-0.00076189+0.0010148i,-0.000403+0.00076949i,-0.0005445+0.00081804i,-0.00056051+0.00031988i,-0.00017491-0.00032246i,-0.00039587-0.00072288i,-5.5158e-05-0.00091787i,0.00051061-0.00032777i,0.00014695+0.00019475i,0.0002596+0.00059247i,-0.00028315+0.00055125i,-0.00027236-0.00037732i,0.00025184-0.0008907i,0.00025922-0.00035244i,0.00041077+5.9237e-05i,0.0003613-5.4296e-05i,-0.00037721-7.5554e-05i
0.0012337-0.0027609i,-0.00084402-0.0017645i,-0.0015588-0.00028123i,-0.00030329-0.00024826i,0.00056564-0.00016359i,-8.5962e-05+0.00079149i,2.0401e-05+0.001156i,0.0004595+0.00094642i,0.00015549+0.00024369i,-0.0010337-0.00080375i,-0.0013485-0.001265i,-0.00049366-0.00089038i,-0.00034739-0.00037143i,-0.00062343+0.00061093i,-0.00046806+0.00087682i,0.00055728+0.00018855i,0.00037868-2.2851e-05i,-5.7331e-05-0.00043685i,0.00015007-0.00063231i,0.00032701-0.0005899i,-5.3605e-05-0.00033253i,-0.0004588+5.9826e-05i,-0.00086672-0.00023877i
-0.0011559+0.00014859i,-0.0014834-0.00039159i,-0.0014504-0.00044414i,-0.00079419-0.00018128i,-0.00042184+0.00032014i,-0.00040789+0.00050044i,0.00023882+0.00053696i,0.00049757+0.00038607i,0.00058657+4.5197e-05i,0.0011004-0.00055828i,0.00087827-0.00073944i,0.0003115-0.00052273i,3.4807e-05+0.00016696i,-0.00017635+0.00052147i,-0.00039422+0.00023663i,-0.00033367+0.00028943i,-0.0002985+0.00049434i,0.00018357-0.00030987i,6.0058e-05-0.00062598i,0.00013588-2.2747e-05i,0.00066725+0.00025849i,0.00023387-7.8038e-05i,-0.00010253-2.694e-05i
-0.0018342+4.6615e-05i,-7.5545e-06+0.0020478i,0.00069237+0.0025997i,0.00045945+0.0015171i,0.00025908+0.00063794i,9.957e-06+0.00014592i,-0.00032473-0.00042521i,-0.00026765-0.00050049i,-0.00052354-0.00062531i,-0.00076593-0.0011265i,-0.0005183-0.0013219i,-0.00026983-0.001254i,-0.00025506-0.00017663i,0.00043882+0.00045828i,0.001463+0.0006904i,0.00098694+0.00019292i,8.0776e-05-0.00027972i,-0.00065244-0.00025889i,-0.0009288-1.6755e-05i,-5.3142e-05-0.00066692i,0.00027654-0.0014883i,0.00012647-0.00099279i,2.6834e-05-0.00073429i
0.00020696-0.0014816i,-0.00095932-0.0011847i,-0.0019816-0.00038439i,-0.0016731+0.00047779i,-0.0010982+0.00044256i,8.5448e-05+0.00077704i,6.5849e-05+0.00052019i,-0.00057516-0.00048598i,-0.00021364-0.0009407i,-0.00032779-2.6447e-05i,-0.00083285+0.00055642i,-4.7857e-05-0.00051987i,0.00058483-0.00046004i,-6.4262e-05+0.00034998i,-0.00046119+0.00025832i,-0.00046903+0.00077925i,2.3626e-05+0.00096748i,0.00062424+0.00062265i,0.001248+0.00064696i,0.0006695+0.00052478i,1.4859e-05-7.1587e-05i,9.3794e-05-0.0004283i,-0.00050132-0.00029374i
-0.00020637-0.0017269i,-0.0010386-0.0010813i,-0.0014083+0.00017515i,-0.0016151+0.00030326i,-0.00041746+0.0013147i,0.0005637+0.0027018i,-4.8992e-05+0.0021125i,-0.000378+0.00046949i,-0.00020977-0.00060233i,-8.5469e-05-0.00026421i,-0.000154+0.00057836i,-0.0002002+0.00048171i,-7.5567e-05+0.00018795i,0.00028519+0.00085457i,0.00050385+0.00093399i,-0.00049353+0.00022284i,-0.0015553-5.4644e-05i,-0.0013398+0.00032623i,-0.00052451+0.00031817i,0.00013535-0.0002391i,0.00030165-0.00049683i,1.2879e-05-0.00071537i,-0.00064017-0.00020022i
