-0.0046856+0.0019898i,-0.0049944+0.0019981i,-0.0031861+0.0044641i,-0.0018504+0.004617i,-0.00031873+0.0027274i,0.0017167+0.0013619i,0.0015006+0.0015235i,0.0011972+0.001533i,0.0013934+0.0011902i,0.0010328+0.00073765i,0.0010916+0.00020267i,0.0014281-0.00056565i,0.00064167-0.00064437i,-0.00022171-0.00041275i,-0.0005997-1.206e-05i,-0.00050913+0.00022684i,-0.00077149+0.0013365i,-0.0008423+0.0020554i,0.000307+0.0009448i,0.00042097+0.00056636i,4.4799e-05-5.8921e-05i,-0.00027022-0.00050268i,-0.00070151-0.00026044i
-0.0004989-0.0011316i,-0.0013681-0.00075503i,-0.0025275-4.265e-05i,-0.0019021-6.7418e-05i,-0.0012757+0.00046655i,-0.0015742+0.00092098i,-0.001026+0.00044954i,-0.00058105-0.00037998i,-0.0011892-0.00049153i,-0.001138+0.0012308i,-0.00079879+0.0019673i,-0.0010251+0.0016209i,-0.00040599+0.00098721i,0.00049195+0.00064234i,0.0011275+0.00017502i,0.00083757-0.00056049i,1.5499e-05-0.00093357i,0.00013383-0.00039311i,0.00071684+0.0001045i,0.00026056-0.0005845i,4.5343e-05-0.0010791i,-0.00036011-0.0003516i,-0.00090188+0.00051391i
-0.00077977-0.0020572i,-0.001137-0.001519i,-0.0027175+0.0003132i,-0.0032896+0.0021154i,-0.0011625+0.003175i,-2.0962e-05+0.0024837i,-0.00081856+0.00090363i,-0.0009795+9.5647e-05i,-0.00074249+0.00072844i,-0.00032783+0.0024322i,0.00093856+0.0029608i,0.0013291+0.0027812i,0.00085071+0.001684i,0.0011833+0.00078259i,0.001061-0.00010713i,0.00062062-0.00063545i,8.4823e-05+2.4778e-05i,-0.00033303+0.00071951i,3.4921e-06+0.00045777i,0.00027587+0.00041978i,0.00036496+0.00017084i,1.2955e-05+9.44e-05i,0.0001231+9.8755e-05i
-0.00050732-0.0018732i,-0.0021878-0.00093555i,-0.0030273+0.0004921i,-0.0034879+0.00078028i,-0.0033476+0.00068308i,-0.00086135+0.00056835i,0.00053497-0.00030976i,0.00048448-0.00087709i,0.00082863-0.00054234i,0.00191+0.00018043i,0.0018598+0.00051302i,0.00040437+0.00072239i,0.00031691+0.0010482i,0.0006962+0.00061231i,-0.000242-0.00071719i,-0.00091428-0.0010585i,-0.000596-2.5523e-05i,-0.0001667+0.00031733i,-0.00034754+0.00070226i,0.00021179+0.00035071i,0.0012901-0.001057i,0.0012501-0.0012267i,0.00049446-0.00067856i
-0.00089003+0.00065848i,-0.0010723+0.00093456i,-0.00015941+0.0016813i,0.00087717+0.0022264i,0.00059815+0.0012728i,-0.00026212+0.00028888i,-0.00036527-0.00022448i,-5.5787e-05-0.00098126i,0.00063849-0.000905i,0.00057824-0.0010991i,0.00030874-0.00094553i,-0.00013654-0.00038371i,9.7848e-05-0.00057179i,0.0007669-0.00069749i,2.1679e-05-3.9055e-06i,-0.00051886+0.0013276i,-1.7836e-05+0.0013196i,9.3269e-05+0.00041992i,-0.00030932+0.00031561i,-0.00022569+0.00030151i,0.00048077-0.00016811i,0.00068567+0.00024276i,0.00036457+0.0011715i
-0.001323+0.00047649i,-0.0009864+0.00095189i,-0.00057328+0.0012884i,-0.00018258+0.00065907i,0.00032143-0.00038875i,0.00076912-0.0011189i,0.0001784-0.0011623i,-0.00055147-0.0004866i,-0.00049893-0.00072727i,-0.00081743-0.00092529i,-0.00070449-3.6984e-05i,-1.3037e-05-0.00014348i,0.00026194-0.0010009i,0.0005143-0.00080509i,0.00094259-8.9342e-05i,0.0014931+0.00036012i,0.001191+0.00069928i,0.00058953+0.00040624i,-0.00018955+0.00019915i,-0.00012237-8.9258e-05i,0.00074632-0.00082118i,0.00073738-0.00056768i,0.00054238+6.3178e-05i
0.0012407-0.0013441i,-0.00071125-0.00038294i,-0.0019904-8.5161e-05i,-0.0021079-0.00083663i,-0.0027071-0.0014974i,-0.0022862-0.00057314i,-0.00053517+0.00010219i,-0.00031522-0.00035531i,-0.00099221-0.000232i,-0.0015514-0.00017921i,-0.0016069+0.00022521i,-0.00072553+0.00063082i,8.0089e-05+0.00066471i,0.00053758+0.0012685i,0.00073181+0.0011892i,0.00054341+0.00023496i,0.00021702-0.00045923i,0.00014245-0.00098638i,-7.6914e-05-0.00098742i,7.9123e-05-0.00064337i,0.00073573-0.00023655i,0.00030796+5.0426e-05i,-0.00086293+0.00034304i
0.0012975+0.0010505i,0.0014617+0.0014029i,0.00078902+0.0025455i,-0.00033142+0.0018376i,-0.0010721+3.8216e-05i,-0.0010444-0.00026332i,-0.00086376-0.00060251i,-0.0011112-0.00062597i,-0.00075866+0.00050055i,0.00035733+0.0014599i,0.00026042+0.0011656i,-0.00011482+0.00030384i,-0.00019787+0.00030492i,-0.00083326+0.00059414i,-0.00071032+0.00026999i,0.000129+1.7554e-05i,0.00052899+0.00012585i,0.00047054-0.00027077i,-2.4578e-05-0.00074614i,-0.00023252-0.0011321i,-0.0003675-0.0010571i,-0.0007269-0.00077913i,-0.00041354-0.00073895i
-0.00014967+0.0011775i,-0.00062511+0.0013708i,-0.00042094+0.00071448i,-0.00050308-0.00010555i,-3.4602e-06+7.4034e-05i,0.00021019+0.00011523i,0.00011405-0.00066559i,-0.00034927-0.00090125i,7.8916e-05-0.0013404i,0.0017566-0.00061241i,0.0019931+0.00017286i,0.0007358+0.00020195i,-7.7797e-05+0.00040503i,-9.9607e-05-5.4665e-05i,-0.00035976-0.00031472i,-0.00047576-5.6752e-05i,-0.00044377-0.00060008i,-0.00015699-0.00058217i,0.00035603+0.0008285i,0.00043303+0.0013799i,0.00057586+0.00044979i,-6.5002e-05-0.00016103i,-0.00094088-0.00021301i
0.00176+0.00064092i,0.00024446+0.00039683i,-0.00099549-0.00058764i,-0.0014192-0.0020074i,-0.0022683-0.001956i,-0.0021422-8.1141e-05i,-0.00076475+0.00012434i,-5.383e-05-0.00087412i,3.4233e-05-0.00092013i,0.00076678-0.0013836i,0.00057078-0.0012625i,0.0001363-0.00024784i,9.815e-05+0.0004398i,-0.00014677+0.00049905i,-0.00067872-3.1417e-06i,-0.0008461-0.00038886i,-0.00050632-0.00019533i,8.6107e-05+0.00083625i,0.00060813+0.00019895i,0.00064437-0.0011709i,0.00033421-0.0008515i,-0.00043235-0.00022099i,-0.00084026-0.00017157i
-0.00077824+0.0012291i,-0.0011355+0.002958i,0.00031567+0.004098i,0.0015627+0.0028107i,0.0023391+0.0012889i,0.0021441+0.00056661i,0.0012109-5.9286e-05i,0.00078762-0.00065985i,-5.3752e-05-0.00096352i,-0.00038012-0.0019217i,3.3809e-05-0.0018673i,0.00092276-0.00088941i,0.00077191-0.00086331i,9.4174e-05-0.00080036i,3.2675e-05+0.00017337i,0.00016473+0.0011695i,8.0378e-05+0.00050432i,0.00052728-0.00056803i,0.0012351-0.00065074i,0.0010996-0.00030454i,-0.00025964+8.6239e-05i,-5.6621e-05+0.00017553i,0.0005336+0.00078686i
-0.0018962+0.0010794i,-0.0024457+0.00094415i,-0.0018666+0.0012351i,-0.00044354+0.0017089i,0.00068464+0.00072587i,0.0012973-0.001119i,0.00095048-0.0010477i,2.7889e-05-0.00047688i,-0.00019588-0.00012061i,-0.0011333+0.00031532i,-0.0018208+5.2421e-05i,-0.00057177+5.1303e-05i,0.00047045-0.00012592i,0.00098693-0.00035483i,0.00081892-2.2261e-05i,0.00028759+0.00053007i,0.00010927+5.9291e-05i,-0.00011731-0.0003196i,-0.00075797+0.00017009i,-0.0014263+0.00010648i,-0.00073426-0.00064999i,-0.00013331-0.00078853i,-1.0759e-05-0.00045237i
0.0013952+0.0001913i,-0.00021699-0.00033108i,-0.00027679+0.00039972i,2.8372e-05-0.00049304i,-0.0006423-0.00132i,-0.0017663-0.00091588i,-0.0010918-0.00048967i,0.00040674-0.00061192i,-0.00013113-0.00048337i,-0.0012688+0.00076555i,-0.0013136+0.001392i,-0.00061134+0.00023679i,0.00021865-0.00047923i,0.00085379-0.00016457i,0.00079129+8.7808e-05i,0.00071785-0.00034321i,0.00053796-0.00091802i,-0.00019909-0.001296i,-0.0003232-0.0014006i,0.00010353-0.00089189i,-6.7624e-05-0.00022147i,-0.00019869+0.0002061i,-0.00017597-0.0004754i
-0.00051101+0.00079673i,-0.00054175+0.00092348i,-0.0010977+0.0012093i,-0.001824+0.00055313i,-0.00181+0.00013634i,-0.00083682+0.00016531i,0.00033123-0.00048064i,0.0011895-0.00095334i,0.0013288-0.00014674i,0.00089118+0.0010341i,0.00038879+0.0013399i,-0.00015701+0.00062023i,-0.00022707-0.00029161i,-0.00014658-0.00044302i,0.00032714-0.00068772i,0.00087013-0.00091531i,0.00031031-0.00022839i,-0.00038771+0.0006169i,-0.0010126+0.0014245i,-0.00067553+0.0014035i,-0.00029599+0.00029309i,-0.00071843-0.00065925i,-0.000802-0.00017555i
-0.0014366-0.00055324i,-0.0022339+0.00057581i,-0.0029032+0.0020472i,-0.0015039+0.0038269i,0.00047666+0.0041487i,0.00049157+0.0022097i,-0.00052633+0.00068862i,-4.202e-06-9.8506e-05i,0.00026283-0.00096103i,0.0009548-0.00023715i,0.0017044+0.00029608i,0.0013561-0.00056309i,0.0013971-0.0004908i,0.00097575-7.0188e-05i,0.00039142-0.00051703i,8.4063e-05-9.6749e-05i,-0.00010959+0.00066309i,0.00030804+0.00061031i,0.00059375+0.00041007i,0.00084425+0.0010955i,0.00083919+0.0013024i,-0.00010753+0.00021876i,-0.0008392-1.7596e-05i
-0.0015582+0.0027625i,-0.0018847+0.0033363i,-0.0013135+0.0048297i,0.0012542+0.0035563i,0.0029029+0.0013021i,0.0013787+0.00016962i,-0.00058228-0.00039383i,-0.00097892-0.00059048i,-0.00035041-0.00074667i,0.00088298-0.00081935i,0.0014062-0.0013843i,0.00055622-0.00044583i,0.00036803+0.0011837i,0.0010483+0.0007779i,0.00059719-0.00031774i,0.00024485-0.00070537i,0.00043235-0.0002535i,0.00041184+0.00046994i,0.0012325+0.00072074i,0.0015302+0.0004825i,0.0010667-0.00045325i,0.001142-0.00067568i,0.0010646+0.00018559i
-0.00026342-0.0019029i,-0.0017374-0.0019067i,-0.0019834-0.001211i,-0.0014055+0.0010565i,-0.00069723+0.0021066i,0.00012608+0.001635i,0.00030131+0.00095393i,0.00012836-2.8011e-05i,-0.00047885-0.00047343i,-0.0008733-0.0010916i,-0.00069891-0.0014695i,-0.00053433-0.0013795i,0.0004296-0.00084378i,0.00056207-0.00043045i,-0.0004566+0.00015864i,-0.00033609-9.5086e-05i,0.00028536-0.0011016i,0.00017429-0.00064693i,0.00029011-0.0003069i,0.00019022+8.2861e-06i,-0.0002567+0.00026369i,-0.00042693+0.00029114i,-0.00040372+0.00049744i
-0.0016438+0.0025179i,-0.0011473+0.003974i,9.0918e-05+0.0037691i,0.0010436+0.0031141i,0.00098176+0.0016799i,0.00097058+0.00032616i,0.00036461-0.00032265i,-0.00014284-0.0011729i,-0.00064916-0.00079594i,-0.0012428+4.1559e-05i,-0.0014461-0.00022986i,-0.0010559-0.0010424i,-0.0004849-0.0016809i,0.00024477-0.0011528i,0.00040373-0.00038514i,-0.00012675+0.00022417i,-0.00058273+0.00055968i,-0.001114+0.00020791i,-0.00039684-0.00085621i,0.00055763-0.00075964i,0.00076454-0.00013065i,0.00098587+1.1813e-05i,0.000527+0.00019957i
-0.0030363+0.0021597i,-0.0033741+0.0046904i,-0.0025247+0.0056802i,-0.00086898+0.0046093i,0.00039689+0.0041658i,0.00033475+0.0026004i,1.797e-05+0.00080368i,0.00030648+2.6276e-05i,0.00031869+0.00099665i,0.00092336+0.0021477i,0.0010355+0.0017878i,0.00059068+0.0006441i,2.6409e-05-0.0002093i,-0.0004238-5.1009e-05i,-0.00032342+0.00028711i,0.00033739+0.00063348i,0.0003441+0.000888i,-0.00034861+0.00053236i,-0.00078898-0.00030522i,-0.00021283-0.00088678i,0.00050565-0.00046995i,-0.00027277+4.7486e-05i,-0.00079242-0.0005899i
-0.0011902+0.0011139i,-0.0017241+0.0013478i,-0.0022722+0.0012177i,-0.0012474+0.00097454i,-0.00024816+0.0012522i,0.0003298+0.00095425i,0.0012738+0.00028334i,0.00088777-0.00055422i,-0.00023227-7.1646e-05i,-0.00045162+0.00046283i,0.0004996+0.00049851i,0.00051631+0.00050416i,-0.0004634+0.0001082i,-0.00061701+0.00010657i,-0.00041208-0.00014028i,-0.00012372-4.488e-05i,0.00032211+0.00061835i,0.00022765+0.0012853i,2.709e-05+0.0017363i,0.00041393+0.0011263i,9.2473e-05-0.00024835i,0.00038407-0.0011353i,0.00072873-0.0011719i
-0.0011179-0.0015023i,-0.0027924-0.00029565i,-0.0030767+0.0014666i,-0.0013477+0.003064i,0.00026448+0.0028582i,0.0006786+0.0011785i,0.00039699+0.00012835i,-3.2298e-05-0.00073742i,0.00039687-0.001198i,0.0014989-0.00019816i,0.0011175+0.00037535i,0.0005873-0.00026958i,0.00075377+0.00015091i,0.00092012+0.00044987i,0.00035404-0.00063115i,0.00033738-0.00056508i,0.00045442+0.00079318i,0.00055096+0.001186i,0.0010367+0.00029214i,0.00055738-0.0001823i,0.00026594-0.00034413i,0.00040096-0.00040966i,0.00047143+0.00012501i
0.00030505+0.0018529i,0.00057848+0.001219i,0.0014397+0.00055553i,0.0021754-0.00047209i,0.0018159-0.0011297i,0.00078785-0.00036127i,-0.00036952+0.00034153i,-0.0005367-0.00022797i,-9.8205e-05-0.00095273i,5.8015e-05-0.0010411i,0.00028377-0.00088875i,3.7682e-05-0.00048536i,-0.00024306-0.00012464i,-4.2824e-05-9.5957e-05i,0.00043277-0.00042964i,0.0010002-0.00043122i,0.001773-0.00043448i,0.0015037-0.00069797i,0.00058331-0.00028072i,0.00061158-3.8424e-05i,0.00090651-0.00059628i,0.00049235-0.00047267i,-0.00056923+0.00057514i
-0.0012305+0.00082879i,-0.0027566+0.00051486i,-0.0031029+0.00022047i,-0.0023446-0.0005313i,-0.0012734-0.00093266i,-0.00062496-0.0010034i,-0.00036358-0.00055148i,-0.00064128+0.00021177i,-3.3422e-05+5.1211e-05i,0.00021865-0.00025926i,-0.0010071-0.00050231i,-0.00036986-0.00051166i,0.00087037+0.00012305i,0.00040267+0.00057945i,-0.00044371+0.00075339i,-0.00044838+0.00059158i,-0.00027276-0.00014868i,-0.00059351-0.00073907i,-0.00047453-0.00071055i,0.00026485-0.00037982i,0.00062156+0.00027574i,-9.7497e-05+0.00032322i,-0.00020731-0.00068932i
-0.00044637+0.0014561i,-0.0010113+0.0019997i,-0.00092105+0.0023489i,-0.00039201+0.0022265i,-0.00063534+0.0015559i,-0.0005379-1.1458e-05i,-0.00037334-0.0006951i,-0.00043772-0.001057i,-0.00029705-0.00031909i,-0.00076059+0.00061836i,-0.0012646+0.00076682i,-0.00054687-0.00020459i,0.00022542-0.0015647i,0.00074629-0.001676i,0.0007042-0.0014994i,0.00064732-0.00060146i,0.00086576+0.00090767i,0.00015209+0.00079227i,0.00010874+2.7119e-05i,0.00017377+0.00010895i,0.0001464-0.00049912i,9.2659e-05-0.0011372i,0.00025236-0.0010329i
0.0014101-0.0021219i,0.0013762-0.0013836i,0.00017976-0.0011387i,-0.001731-0.00018859i,-0.0021377+0.00056799i,-0.0010877+0.0011605i,-0.00016386+0.00060524i,-9.938e-06-0.0007491i,-0.00085853-0.0009672i,-0.0011146-0.00014285i,-0.0008108+0.00048764i,-0.00074729+0.00054622i,-0.00070025+0.0003827i,-0.00068347+6.1055e-05i,-0.00039261+6.1622e-05i,-0.0003566+0.00027373i,-0.00057381+0.00079686i,-0.00092084+0.001261i,-0.0010358+0.0012195i,-0.0010833+0.00086281i,-0.00088073+0.00053236i,-0.00027468-0.00040507i,-0.00025619-0.00081819i
-0.0010988+0.0021889i,-0.0018783+0.0019733i,-0.0020028+0.00217i,-0.00048406+0.0020204i,0.0010373+0.00117i,0.00044372+0.00038002i,-0.00044334-0.00044162i,6.2875e-05-0.0011114i,0.0010499-0.00063443i,0.0014799+0.00039131i,0.0020273+0.00043455i,0.0019924-6.8923e-05i,0.0002105+1.7384e-05i,-0.00055411+0.00040219i,-0.00020123+0.00014295i,-5.3814e-05+0.00037048i,6.5935e-05+0.00067202i,0.00045394+0.000251i,0.00052795+0.00016379i,0.00021213+0.00042801i,0.00023202+0.00043725i,-0.0004063+4.7931e-05i,-0.00041747-0.00059284i
-0.0010713-0.00050617i,-0.0021423-9.9578e-05i,-0.0021999+0.00044335i,-0.00069365+0.00013145i,0.00053315-0.00033635i,0.00025615-0.00030947i,4.6516e-05-0.00019699i,-0.00060841-0.0002533i,-0.0012582-0.00017139i,-0.00012473-0.0002901i,0.00079135-0.00089332i,0.00092457-0.0009718i,0.0010534-2.3892e-05i,0.0018324+0.00045461i,0.0018527-4.5657e-05i,0.0005228-0.00043183i,0.00038844-0.00037183i,0.0012519-0.00059075i,0.0014483-0.00085707i,0.00053885-0.00055277i,-0.00018775-0.00039072i,-0.0005239-4.4006e-06i,-0.00031796+0.00030379i
-0.0015804+0.00099283i,-0.0016885+0.0026884i,-0.0011891+0.0033716i,-0.0005722+0.0023897i,-0.00071339+0.00082961i,-0.00056694-0.00020573i,0.00025607+0.0008882i,0.00063898+0.0016099i,0.00014939+0.00056793i,0.00042458-0.00016299i,0.0011429-0.000785i,0.0010015-0.00084203i,5.8099e-06+8.5589e-05i,-0.00058184+0.00027108i,-0.00037619-0.00017797i,-8.1366e-05-0.00039463i,0.00050802-0.00038027i,0.00012059+6.9316e-05i,-0.00056847-0.00021249i,-0.000253-0.0006231i,0.0001753-0.0010316i,0.00042129-0.0010707i,0.00062475-0.00025454i
0.0020183+0.001117i,0.0014554+0.00082132i,0.0014066+0.00051859i,0.0010193-0.00051787i,0.00020233-0.0013889i,-0.00035235-0.00099531i,3.523e-05-0.00063276i,0.00056427-0.00016028i,0.0007269-0.00081528i,0.00073088-0.0018732i,0.00062444-0.0012713i,3.0592e-05-0.001208i,0.00019546-0.0016136i,0.0003497-0.0013995i,-0.00045149-0.0013108i,-0.00049652-0.0010221i,0.00034676-0.00062283i,0.0002091-0.00041731i,-6.4011e-05+9.8086e-05i,-0.00050259+0.00068312i,-7.2696e-05+0.00059682i,0.00050178+0.00038274i,0.000235-0.00020214i
0.001778+0.0016363i,0.0013462+0.001708i,0.0011014+0.0012213i,0.00015312+0.00016175i,-0.00094092-0.0010093i,-0.0018888-0.0011179i,-0.001329-0.0013825i,3.8958e-05-0.0014391i,-0.00015871-0.001207i,-0.0012128-0.00096735i,-0.0018311-0.00031185i,-0.0017291+0.00044734i,-0.0014021+0.00085977i,-0.0010869+0.00068893i,-0.00044499+0.00031877i,0.00016817-0.00025746i,0.00076781-0.00021908i,0.00062778+0.00054268i,0.00037202+0.00012825i,0.00063296-0.00066553i,0.00068781-0.00017913i,0.00042496+0.00054493i,0.0001288+0.0010989i
-0.003011-0.0010163i,-0.0027629-0.0010902i,-0.0025533-0.00011209i,-0.0013136+0.0021908i,0.00032718+0.003503i,0.00022164+0.0020046i,-0.00129+0.00033256i,-0.0015936-0.00013879i,-0.00031131-0.0002195i,-3.4021e-05+0.00054788i,-0.00049227+0.0011925i,-0.00036758+0.0012277i,-0.00077888+0.00020013i,-0.00038958-0.00072222i,0.0010602-0.0007115i,0.0012589+1.6988e-05i,0.0005323+0.00016036i,-3.0481e-05-0.00033823i,0.00040429+0.0005766i,0.00037113+0.00078473i,-0.00019663-4.9752e-05i,-0.00047825-0.00019581i,-0.0002611+0.00022858i
-0.0039343+0.0011008i,-0.0041435+0.0022227i,-0.0031216+0.0039713i,-0.00068723+0.0031664i,0.0011403+0.0013002i,0.0017521-0.00044115i,0.0012595-0.0012701i,-0.00033534-0.00059954i,-0.0014027-9.3198e-05i,-0.00068239+0.00040164i,0.00059501+0.0008706i,0.001384+0.0013846i,0.0010586+0.0013815i,0.00042153+0.00042988i,-0.00032081-0.00057169i,-0.00062702-0.00053487i,-0.00086389+3.8773e-05i,-0.0013725-5.3004e-06i,-0.00027661-0.00011866i,0.00054182+0.00036524i,-3.4003e-06+0.00094314i,-0.00038516+0.00081725i,-0.00079978+9.8486e-05i
-0.0013109-0.0025354i,-0.0024114-0.0020361i,-0.0029117-0.00033204i,-0.0021059+0.0011876i,-0.0012809+0.0011999i,-0.0010071+0.00082274i,-0.0005571+0.00074948i,-0.00041056+0.00087369i,1.0646e-05+0.00063383i,0.0010157+0.00019189i,0.0016666-2.6683e-06i,0.0010346-0.00081321i,0.00052964-0.00031378i,0.0014588+0.00040076i,0.0015207-0.00072321i,0.00024989-0.00079109i,-0.00067054+0.00038855i,-0.00067985+0.00067467i,-0.00067473+0.00043579i,-0.00063453+0.00048396i,-0.00049792+0.00047159i,-0.00050366-0.00035817i,0.00033221-0.00037143i
-0.00378+0.0020662i,-0.0021278+0.0038775i,-0.00049968+0.0053477i,0.00099196+0.0044136i,0.0013813+0.0025087i,0.00038807+0.0009681i,0.00016778+0.00023889i,0.00061314-0.00073804i,0.00080879-0.0010519i,0.00098325-0.00025352i,0.00020233-0.0012775i,-0.00017803-0.0018656i,0.00035138-0.00064995i,5.5517e-05-0.00014865i,0.00011902+0.00017183i,0.00086317+0.001086i,0.0010292+0.001421i,0.00051988+0.0006383i,8.3012e-05-0.00030988i,-0.00027794-0.00070889i,-0.00026078-0.00068879i,0.00011994-0.0012722i,0.0009854-0.0010391i
-0.0018391-5.656e-05i,-0.0016083-0.00051373i,-0.00175-0.00054035i,-0.0013775+0.00014846i,-0.00050734+0.00024962i,0.00059222+0.00028981i,5.5534e-05-0.00028274i,-0.001036-0.00063799i,-0.00074445-0.0005738i,3.422e-05-0.00049337i,-7.2943e-05-0.00036708i,-0.00041535-3.7193e-05i,-9.0342e-05-0.00025846i,0.00059421-0.00038583i,0.00045755-0.00011062i,-4.3933e-06+0.00018768i,0.00050304+0.00054932i,0.00024004+0.00041651i,-0.00024398+0.00015839i,-6.7128e-05+1.8071e-05i,0.00037434-0.00021855i,0.00044605-0.00056744i,3.3698e-05-0.00065632i
-0.00014149-0.00069767i,-0.00073795-0.00071276i,-0.0021248-0.00059534i,-0.0021819+0.0011047i,-0.0017749+0.0028051i,-0.0012+0.0023218i,3.5373e-05+0.0010704i,-1.3409e-05-9.6949e-05i,-0.00095789-0.00065531i,-0.0017115+0.00017616i,-0.0015264+0.00096905i,-0.0013933+0.0013048i,-0.00094132+0.0014925i,-5.0862e-05+0.0012995i,0.00024171+0.0011097i,-0.00024788+0.00036753i,0.00013743-0.00091457i,0.00076374-0.00086895i,6.2448e-06-0.00091737i,-0.00030585-0.0009444i,0.00025766-0.00034002i,6.5762e-06+0.00075804i,-0.00050394+0.00061119i
-0.0023799+0.0025274i,-0.0023354+0.0034175i,-0.002043+0.0056149i,-0.0013098+0.0059603i,-0.0003557+0.0035549i,0.00047783+0.00077256i,-4.183e-05+0.00016302i,-0.0010112+0.00089271i,-0.00099582+0.0010402i,0.00044071+0.0017118i,0.0013322+0.0019512i,0.0010734+0.00099053i,0.00044981-1.1145e-05i,0.00037516-0.0010339i,0.00071031-0.0014771i,0.0011421-0.0013462i,0.00056813-0.00093842i,-0.00024237-0.00040017i,0.00034548+8.4285e-05i,0.00033129-0.00056142i,8.6518e-05-0.00088935i,-3.9108e-05-0.00073404i,-0.00033789-0.00081298i
0.0014293+0.00046384i,0.0011329+0.000678i,0.0010024+0.00026683i,0.00036354+0.00044288i,-0.00040755+0.00035244i,-0.00040349+7.5297e-05i,0.0003561-0.00045169i,0.00090559-0.00037668i,0.001268+0.00035547i,0.0018832+0.00026312i,0.0021866-0.00030319i,0.0016916-0.00065997i,8.4952e-05-0.00048496i,-0.00023139-0.00070662i,0.00071465-0.0016657i,0.00076984-0.0021516i,-4.642e-06-0.0013765i,-0.00054556-0.0011141i,-0.00036417-0.00066398i,-7.5557e-05-0.00050019i,-0.00019762-0.001104i,-0.00033581-0.00020925i,-0.00024739+0.00041486i
0.00036214+8.3169e-06i,0.0013003-0.00014973i,0.00097522-0.0010983i,-0.00043129-0.0011406i,-0.0012733-0.0012523i,-0.0006683-0.0015896i,0.00048692-0.0015209i,0.0014488-0.0020024i,0.0019922-0.0023133i,0.0016002-0.0017875i,0.0012122-0.0010972i,0.00074412-0.00037225i,-1.4019e-05-0.00012274i,-0.00051554-0.00010907i,-0.00088437-0.00010018i,-0.001339+0.00054488i,-0.00060189+0.0007688i,0.00066381+0.0005744i,0.00047002+0.00054816i,0.00012471+0.00025053i,-5.4285e-05-0.00034775i,-0.00010261-0.00097817i,0.00027061-0.00067224i
0.00048002-0.002654i,-0.0010679-0.0021965i,-0.0021996-0.00233i,-0.0023868-0.0013201i,-0.0027347+0.0009063i,-0.0024144+0.0023373i,-0.0020159+0.00070601i,-0.0019961-0.0017997i,-0.0024517-0.0024002i,-0.0022586-0.0016006i,-0.0020619-0.00065469i,-0.0017643-0.00047455i,-0.00067293-0.00033572i,-0.00073635+0.00064983i,-0.0014178+0.0012049i,-0.0016957+0.00084014i,-0.001615+0.00017004i,-0.00085482-0.00035799i,-1.5204e-05-0.00024855i,0.00022974-0.00025041i,1.8511e-05-0.00041123i,-4.5339e-05-0.0006252i,-0.00017985-0.00070506i
0.00074386-0.00011576i,0.00049087+0.00011504i,0.00065437+0.00068411i,-0.00081567+0.00068826i,-0.00084413+0.00032417i,-0.00044966-0.00033902i,-0.00064105-0.00099973i,-0.0016727-0.0010705i,-0.0026904-0.00052219i,-0.0026212-2.7507e-05i,-0.0023488+0.00042574i,-0.002121+0.00068328i,-0.001162+0.0009688i,-0.0006192+0.0010956i,-0.00076185+0.00064724i,0.00034199-0.00018399i,0.0012518-0.0010678i,0.00076017-0.00089493i,-0.00027098-0.00021736i,-0.00022839+0.00025166i,0.00089254+0.00082455i,0.00088046+0.00089695i,-0.00036624+0.00018416i
-0.0014162+0.0019786i,-0.0019784+0.0019951i,-0.0029828+0.0029282i,-0.0020912+0.0035785i,-0.00067924+0.0011551i,0.00015887-0.0012727i,0.00023802-0.0013237i,-0.00014899+0.00023778i,-0.00049983+0.0014139i,-0.00010731+0.0017188i,0.00075941+0.0026333i,0.00095385+0.0026978i,0.00098184+0.001342i,0.0014436+0.00095431i,0.0020647+0.00045012i,0.0018635+0.00020531i,0.00052332-2.5337e-05i,-0.0004082-0.00046321i,-0.00054951+1.299e-05i,-0.00038843+7.3799e-05i,-0.0007027-0.00034265i,-0.0011861-1.7245e-05i,-0.00089164+0.00062066i
0.00031625+0.00039939i,0.00015634+0.0012704i,0.00067268+0.0013936i,0.00020841+0.0010314i,-0.0013247+0.0014766i,-0.00096605+0.0022774i,0.00033594+0.0024313i,-0.00042263+0.0025773i,-0.00090315+0.0024688i,0.0011932+0.0023333i,0.0027103+0.0017728i,0.0025451+0.00045719i,0.0018699+0.00038101i,0.0010635+0.0010019i,0.00062953+0.0006021i,-5.9858e-06+0.00022058i,-0.00073624+0.00019407i,-0.00044354+0.00076959i,0.00015329+0.0013526i,-0.00032106+0.00089007i,-0.001246+0.00053878i,-0.0012436+7.1927e-05i,0.00024766-8.2188e-05i
-0.0031923-0.0015936i,-0.0048375-0.0015971i,-0.0058737-7.3977e-05i,-0.0035592+0.0022322i,-0.0011184+0.0027137i,0.00029397+0.00057812i,0.0010934-0.0011968i,0.0020021-0.00087979i,0.0028091-0.00056679i,0.0026475-0.00090395i,0.0017381-0.00092274i,0.0014184-0.0013223i,0.00091237-0.0018147i,0.00015651-0.0013243i,-0.00018974-0.00062949i,-0.00062904-0.00084058i,-0.00095465-0.00027984i,-0.00057719+0.00057039i,0.0002126+0.00067507i,-0.00015147+0.00053761i,-0.001035-0.00024534i,-0.00065159-0.0006686i,-0.00029753-0.00064043i
