-0.0016589+0.00077077i,-0.0012044+0.00035745i,-0.00067937+0.0011381i,0.00013536+0.00058002i,0.00048491+0.0011534i,0.00051934+0.0016293i,0.0012105+0.0007429i,0.0015898+0.0010336i,0.0016975+0.0010961i,0.0015548+0.00017683i,0.00096349-0.00064512i,-0.00034249-0.0006797i,-0.00064322-0.00079033i,-7.0142e-05-0.00081973i,6.7137e-06-0.00078747i,-0.00071942-0.00078056i,-0.00031296-0.00030583i,0.00017333+0.00054631i,-7.3162e-05+0.00063091i,-0.00017776-0.00016831i,-9.2404e-05-0.00040931i,-0.00012557-0.00067963i,-0.00050579-0.00063481i
0.0015522-0.0036829i,0.0013457-0.0021861i,0.0018898+0.0014205i,0.0013592+0.0027892i,0.0013741+0.0016468i,0.0015018+8.0259e-05i,0.0014911-0.00023266i,0.0011607+0.00055654i,0.001226+0.0014486i,0.0012536+0.0016034i,0.00074132+0.00073849i,0.00059052-0.00036654i,0.0014275-0.00062119i,0.0016908+0.00013385i,0.00066859+0.00010953i,0.00074456-0.0008385i,0.0014464-0.001667i,0.00078636-0.001962i,0.00033103-0.0018997i,0.00026007+7.7521e-05i,0.00017404+0.0019097i,-0.00036786+0.0013342i,-1.9082e-05+0.00066985i
0.0026921-0.0031624i,0.0019294-0.0018742i,0.0017459-0.00070023i,0.0024947+0.00034095i,0.0023454-0.00018251i,0.0013775-0.00051378i,0.00090505-0.00034843i,0.0012304+0.00010147i,0.0013354-0.00017298i,0.0011914-0.0006522i,0.0013482-0.00033312i,0.0012809+0.0010173i,0.00086391+0.0017242i,0.00077645+4.6922e-05i,0.00042364-0.0010477i,0.00037238-0.00026804i,0.0013625-0.00058402i,0.0025184-0.001265i,0.001858-0.00061525i,0.00066992+0.00015428i,0.00067567-0.00017447i,0.00090933-0.00038125i,0.00037377+0.00012193i
-0.00022154+0.0067085i,3.2591e-05+0.0058011i,0.00061883+0.0026619i,0.00042222+0.00047701i,-0.00034843+0.00060237i,-0.0014373+0.0015972i,-0.0013859+0.0015711i,-0.00054384+0.0013405i,-0.00045858+0.0014893i,-0.00023223+0.00064568i,0.00031239-8.1049e-05i,-0.00015178-0.00016035i,-0.0014665-0.00033533i,-0.0017962-4.0795e-05i,-0.0018758+0.00054445i,-0.0011623+0.00044352i,0.00020266-0.00010311i,0.0012472-0.00037084i,0.0017827-0.00064681i,0.00096124-0.00044509i,-9.8567e-05+6.934e-05i,-0.00038883-0.00041266i,-0.00052819-0.00047234i
-0.0063355-0.0015989i,-0.006008+0.00086461i,-0.0047966+0.0034582i,-0.0039471+0.0050853i,-0.002225+0.0050081i,0.00033027+0.0034181i,0.0013455+0.0016834i,0.00097644+0.00065449i,-0.0003406+0.000593i,-0.0014723+0.00037212i,-0.0011688-0.00026366i,-0.00069068-0.00064515i,-0.00026274-0.0002615i,0.00091182+0.00092899i,0.0024621+0.00144i,0.003098+0.0013393i,0.00237+0.00215i,0.0018949+0.0028754i,0.0017101+0.0019822i,0.00067178+0.00021071i,-0.00011039-0.00085589i,-0.0003827-0.00073806i,0.00031227+5.2995e-05i
-0.0019715-0.0093832i,-0.0048699-0.0074994i,-0.0042402-0.001052i,-0.00081667+0.0036587i,0.00086307+0.0029616i,-2.1753e-07+0.00016919i,-0.00056873-4.7738e-05i,-4.1372e-05+0.00080372i,0.00032165+0.000195i,-0.00074787+0.00032691i,-0.0012485+0.00033445i,-0.0005523+1.5762e-05i,-0.00019057-0.00010744i,0.00092909-0.0007507i,0.001612-0.00026777i,0.0013268+0.0011017i,0.0012929+0.0023268i,0.0014798+0.0033423i,0.001452+0.0025978i,0.0011609+0.0011242i,0.0010418-0.00019878i,0.00014196-0.00018733i,-0.00054455+0.00029468i
0.0066142+0.001836i,0.0040575-0.00022062i,0.0011074+0.00010891i,0.00067569+0.0010586i,0.0019207+3.5345e-05i,0.0023392-0.00040833i,0.0020563-8.2639e-05i,0.0017509+0.00030007i,0.0024937+0.00016674i,0.0027528-0.00033448i,0.0018091-0.00082305i,0.0013564-0.0011395i,0.0010572-0.0009673i,0.0009366+5.3663e-05i,0.00062911+0.00072318i,-0.00066834+0.0014068i,-0.0016029+0.0018362i,-0.0012049+0.0018379i,-3.6185e-05+0.0022544i,0.00059164+0.0020841i,0.00055683+0.00016478i,9.9987e-05-0.00095274i,-0.000394-0.00027579i
0.0018759+0.0041514i,0.0037082+0.0030872i,0.0035481+0.00063345i,0.00026868-0.00014779i,-0.00089073+0.0015709i,0.0006712+0.0031588i,0.00049082+0.0028882i,-0.00020841+0.0015478i,-0.00023189-0.00017752i,0.00068413-0.001043i,0.0011139-0.0012238i,0.00029194-0.0012948i,0.00018239-0.00083643i,0.00058023+0.00037702i,-0.00016434+0.0017173i,-0.0013295+0.0012917i,-0.0019169+6.7998e-05i,-0.00172+7.5402e-06i,-0.0016419+0.00046399i,-0.001137+0.00022256i,-0.0004109-0.001095i,-0.00031084-0.0006899i,-0.00028706+0.000249i
-0.0046536-7.5705e-05i,-0.0043561+0.00042662i,-0.0027869+0.00036501i,-0.0018814+0.0020881i,-0.00082216+0.0047411i,0.00077079+0.0053738i,0.0005696+0.0048226i,-0.00039391+0.0035244i,-0.00046406+0.001463i,-0.00029463+0.00022645i,0.00052316-0.00014032i,0.00096223-0.0007744i,8.2916e-05-0.00095953i,-0.00063694-0.00068729i,-0.00056444-0.00019261i,-0.00014013+0.00018061i,-0.00026434-0.00051842i,-0.0015468-0.0013246i,-0.0022485-0.00079133i,-0.0014136-0.00020682i,-0.00021233-8.2664e-05i,0.00067951+7.6813e-05i,0.00059108-5.8278e-05i
-0.002271-0.00068647i,-0.0047069+0.0027381i,-0.0046645+0.0054928i,-0.0023256+0.0045561i,-0.0013127+0.0012526i,-0.0022613-0.0012826i,-0.0024288-0.00075194i,-0.0011271+0.00089711i,-0.00012215+0.0013696i,-8.704e-05+0.0006516i,-0.00090594-0.0002033i,-0.00092717+0.00047786i,-7.8842e-05+0.0010183i,0.00015881+0.00019836i,0.00036892-0.00023534i,0.00029145-0.00079962i,0.00032407-0.0013352i,-0.00043166-0.0016813i,-0.0017492-0.0010994i,-0.0018656-0.00018158i,-0.0011453-0.00021871i,-6.4294e-05-0.00074209i,0.0003247-0.00073673i
0.0025865+0.0023595i,0.0037727+0.0031673i,0.0047086+0.0048278i,0.0032881+0.0042363i,0.0014049+0.0019305i,1.5492e-05+0.00023728i,0.00016363-0.00059683i,0.0014146-0.00034155i,0.0022043+0.00059281i,0.002165+0.000681i,0.0014899+0.00037638i,0.00032545+0.0002552i,-0.0013234-0.00052201i,-0.0012536-0.00222i,-8.1601e-05-0.0035698i,0.00078558-0.0027953i,0.0018107-0.0013715i,0.0021779-0.0012699i,0.0019394-0.0017947i,0.0009433-0.0012637i,6.4284e-05-0.00070337i,0.00019891-0.00073654i,0.00072635-0.00047839i
0.00047717+0.00066419i,0.00019237-0.0017694i,-0.00075351-0.002315i,-0.0014262-0.00020165i,0.00075857+0.00083809i,0.0030946-0.001146i,0.0025125-0.0030186i,0.0011746-0.0027643i,0.00031336-0.0018286i,0.00030291-0.0018139i,0.00056703-0.0030404i,8.1147e-05-0.0031315i,-0.00041765-0.0015457i,-0.00093573-0.0009356i,-0.0016057-0.0014066i,-0.0014653-0.0015677i,0.00023005-0.0014445i,0.0014293-0.0016949i,0.0013874-0.0018021i,0.0010445-0.0015638i,0.00048429-0.00089719i,0.0002418-0.00038516i,0.00012004-0.00069755i
-0.0017776+0.0037255i,-0.0010056+0.0064834i,-0.0002984+0.0079305i,0.0012692+0.0059805i,0.0017561+0.0035122i,0.0014832+0.0014517i,0.00088245+0.00073549i,-0.00084206+0.0011937i,-0.0019896+0.0011718i,-0.0012226+0.00074627i,-0.00063019-0.00054822i,-3.3158e-05-0.0014947i,-0.00024039-0.0012857i,-2.1625e-05-0.00097112i,0.00042183-0.00064841i,0.00092589-0.00045262i,0.0018152+0.00016095i,0.0011981+0.0013068i,0.00064258+0.00094312i,0.00085677+2.6417e-05i,0.00050932+0.00057874i,0.0006488+0.0010093i,0.0010605+0.00067988i
-0.0034382+0.0043623i,-0.0030376+0.0047943i,-0.0027543+0.0055934i,-0.00071997+0.0056728i,0.0012247+0.0043388i,0.0021765+0.0024458i,0.0017705+0.0030158i,0.0014347+0.0042236i,0.0015644+0.0032355i,0.0013494+0.0012668i,0.0011874+0.00062806i,0.00095829-0.00026331i,0.00038729-0.00030826i,0.0012761+0.00032338i,0.0023696+0.00043006i,0.001756+0.0003079i,0.00017486+0.0010661i,2.5784e-05+0.0019413i,0.0013561+0.0014734i,0.001478+0.00073981i,0.00036742+0.00037883i,0.00028283+0.00072262i,0.0012494+0.00044477i
-0.0024535-2.7486e-05i,-0.0023872-0.00077968i,-0.00073247-0.0011772i,0.00056013-0.0010434i,0.000889-9.0881e-05i,0.00096321+0.0018266i,0.0013657+0.0027401i,0.0025471+0.0018447i,0.0033577+0.00074944i,0.0027948-6.5701e-05i,0.0018596-0.0013679i,0.00091982-0.0015971i,2.9065e-05-3.9452e-05i,-0.00029064+0.0010852i,0.00011948+0.00055177i,0.00043137-0.00038326i,6.2092e-06+2.091e-05i,-0.00054101+0.0014809i,-0.00055377+0.001736i,0.00033155+0.0010485i,0.0013931+0.00021208i,0.00069321-0.0010178i,-5.0897e-05-0.0008677i
0.0014666+0.00069254i,0.0036351+0.0024788i,0.0043923+0.00283i,0.0033226+0.00096385i,0.0010463-2.1181e-05i,-0.0007078+5.8233e-05i,-0.0018875-0.00034574i,-0.0018767-0.001419i,-0.00029997-0.0016226i,0.0016246-0.001747i,0.0023178-0.0017047i,0.0014563-0.0014539i,-0.00027801-0.00071865i,-0.0013621+8.9549e-05i,-0.0015001-0.00040792i,-0.0017639-0.0014281i,-0.001363-0.0012235i,-0.0015033-0.00043124i,-0.0018362+0.00058364i,-0.0013709+0.0012534i,-0.00073442+0.0012409i,-9.2365e-05+0.00088961i,0.00017458+0.0014653i
6.9578e-05+0.0036324i,-0.0011708+0.0034829i,-0.0027497+0.0032707i,-0.0017455+0.0023132i,2.621e-05-0.00124i,-0.0020737-0.0048251i,-0.0049329-0.0039786i,-0.0039873-0.00062846i,-0.0011222+0.00090409i,5.005e-05+0.0007663i,-0.00025737-0.00014281i,-0.0005901-0.00098151i,-0.00081879-0.0015575i,-0.0013779-0.0024341i,-0.0014723-0.0017356i,-0.00022393-0.00066658i,-0.00017013-0.00084626i,-0.00083076-0.00044702i,-0.0014483-0.00091597i,-0.0018555-0.00062734i,-0.001366+0.00070089i,-0.00028784+0.0011862i,0.00056686+0.00067784i
-0.0050562+0.006767i,-0.0047627+0.0074596i,-0.00074976+0.0087444i,0.0039181+0.0079504i,0.0069664+0.0050665i,0.0056672+0.0021678i,0.0026399+0.0017531i,0.00054804+0.0028346i,-0.00019206+0.0037674i,0.0015177+0.0032073i,0.0012594+0.0015182i,-0.00062073-5.2735e-05i,-0.00084533-0.00085462i,-0.0012753-0.0023034i,-0.0011502-0.0031504i,0.00028217-0.0017475i,0.00095429-0.0007602i,3.3453e-05-0.0011843i,-0.0010236-0.0013903i,-0.0008699-0.0011756i,2.6656e-05-0.000822i,0.00086376-0.00045931i,0.00043387-0.00034553i
-0.0043936+0.0049329i,-0.0026237+0.0062908i,0.0025829+0.0092301i,0.0058525+0.0062337i,0.0062646-0.00030947i,0.0025792-0.0060148i,-0.0010698-0.0051887i,-0.0005799-0.0013653i,0.00096733+0.0011672i,0.0023086+0.00099109i,0.0022859-0.00037747i,0.00059343-0.0016505i,0.00017406-0.0037667i,-8.2135e-05-0.0055877i,-0.00087506-0.0055712i,-0.0013411-0.0033321i,-0.00070864-0.00089494i,0.00023442-0.00037735i,-0.00024347-0.00034007i,-0.0011726+0.00062913i,-0.00066077+0.0011721i,0.00020155+0.0004122i,0.00052488-0.0013857i
0.015329-0.024485i,0.0073741-0.026231i,-0.0076425-0.02774i,-0.015986-0.016296i,-0.016317-0.0028233i,-0.0086514+0.0072131i,0.001937+0.0064564i,0.0060963+0.00078683i,0.0033078-0.0037862i,-0.0034907-0.0031588i,-0.0059158+0.0018348i,-0.0028896+0.0048432i,0.0014145+0.0079214i,0.0051578+0.012511i,0.005315+0.013444i,0.0021725+0.0083636i,-9.4674e-05+0.002096i,0.0013764+0.00027346i,0.0039807+0.0003333i,0.0046404-0.0016053i,0.0030475-0.003546i,0.00020795-0.0033415i,-0.0016005-0.0017729i
0.001657-0.0020795i,-0.00078639-0.0027276i,-0.0021556-0.0034208i,-0.0028047-0.00084594i,-0.0025041+0.0011538i,0.00066924+0.0018352i,0.0026363+0.00066439i,0.0020627-0.00034331i,0.0013331-0.00021192i,-0.00059507+0.00013131i,-0.0022117+0.00063629i,-0.0018455+0.00071632i,-0.00024249+0.0014119i,0.001587+0.0031954i,0.0017781+0.0032241i,0.00059756+0.0018719i,-0.00077897+0.0011433i,-0.00052204+0.001376i,0.0014582+0.0015275i,0.0030303+0.00027424i,0.0014137-9.8276e-05i,0.00021975+0.00014142i,0.00075975-0.00043465i
-0.0040489-0.0049148i,-0.0070349-0.0045137i,-0.0086008-0.0015158i,-0.005166+0.0023313i,-0.0011023+0.0038185i,-0.00054304+0.004321i,4.3261e-05+0.0045635i,0.0010011+0.0034907i,0.00017073+0.0012977i,-0.00062502+0.00016484i,-4.7145e-05+0.0009476i,0.00085237+0.00092866i,0.0013224+0.0010109i,0.0014084+0.0020092i,0.000618+0.0016139i,0.00061548+0.00025321i,0.00070423-0.00048088i,0.00010236-4.0633e-05i,0.00018377+0.0016596i,0.00031531+0.0024933i,0.0004532+0.0015572i,0.0011768+0.00067701i,0.0015088+0.00056426i
0.0036493+0.00052214i,0.0056152+0.00040702i,0.0060827+0.0016723i,0.0052666+0.0024871i,0.003085+0.0017826i,0.0002896+0.00055427i,-0.0016111+0.0011506i,-0.00066496+0.0033573i,0.00085397+0.0023619i,0.0010382+0.00020829i,0.00074632+0.00057995i,0.0010877+0.0012098i,0.00095292+0.00072506i,0.00012563+0.0013388i,0.00064861+0.0017965i,0.0008915+0.001005i,0.00057767+0.00047821i,-0.00023068+0.0005034i,-0.0012553+0.00036869i,-0.001253+0.0002285i,-0.00075508+0.00040436i,-0.00027114+0.00049918i,0.00031651+0.00093617i
-0.0036136-0.00012923i,-0.0042124+0.00079043i,-0.0045426+0.00089904i,-0.0043595+0.0020119i,-0.0042336+0.0027711i,-0.0052335+0.0037098i,-0.0052356+0.0043747i,-0.0022116+0.003569i,0.00053246+0.0011945i,0.0016698-7.7258e-06i,0.0019139+0.00059461i,0.00096816+0.0001987i,0.00025474-0.00047696i,-0.00025941+3.4968e-05i,-0.00071018+0.0011279i,-0.00039136+0.00090866i,0.00041229-0.00021415i,0.00062939-0.000584i,-0.00041813-0.00027517i,-0.0016192+0.00020287i,-0.002064+0.00018199i,-0.0013128-0.00038743i,-0.00065694+0.00017522i
0.00085241-0.0038012i,-0.0018868-0.0021831i,-0.0046384-0.00013111i,-0.0035473+0.0023724i,-0.0017272+0.0033592i,-0.0013959+0.0018318i,-0.00035934-0.00097595i,0.00092826-0.0019869i,0.00097497-0.00096785i,0.0014595-3.9253e-05i,0.0013149+0.0004325i,0.0001721+0.00052758i,0.00073745+0.00012788i,0.0014556+0.00053587i,0.0010392+0.0015126i,0.00081432+0.0012779i,0.0012447+0.00050136i,-7.4708e-05-0.00013636i,-0.0014104-0.0009752i,-0.0018056-0.0014385i,-0.0013797-0.0012485i,-0.00051154-0.00049796i,-0.00065732+0.00035342i
0.0030729+0.0029408i,0.0026983+0.0013571i,0.0021075+0.0014653i,0.002674+0.0016405i,0.0034325-0.00090568i,0.0020901-0.0035206i,-0.00038872-0.0045929i,-0.00072231-0.0035621i,0.00027027-0.0012344i,0.001117-0.00062664i,0.00057259-0.0013304i,-0.00050916-0.0015698i,-0.0011027-0.0015268i,-0.0020188-0.0024574i,-0.002107-0.0018113i,-0.00099507+5.3397e-05i,0.00010866+0.00041611i,0.00032582-0.00038515i,0.00016517-0.001406i,0.00022133-0.0016335i,0.00048598-0.0014417i,0.00044529-0.00077166i,-0.00055525-0.00063572i
-0.0034598+0.0060371i,-0.004184+0.0074711i,-0.0020764+0.0083065i,-0.00052878+0.004841i,-0.0007906+0.0010186i,-0.00069974-0.00061351i,0.00023638+0.00065094i,0.00088105+0.0021978i,0.0014102+0.0018569i,0.0011922+0.00066728i,0.00063616-0.00055409i,0.00057488-0.0012428i,-0.00017695-0.00077386i,-0.00030043-0.0015189i,-0.00046642-0.0019679i,-0.0010866-0.00039647i,-0.00022645+0.00059449i,0.00056351+0.00037354i,0.00091901-0.00064575i,0.0014533-0.0021811i,0.0017437-0.0015293i,0.0017267-0.00080675i,0.0011933-0.0020602i
-0.0027482-0.0035776i,-0.0029942-0.005189i,-0.0029455-0.0043402i,-0.0022206-0.0019636i,-0.00032959+0.00077471i,0.0030964+0.0023215i,0.0066343+0.0025627i,0.0067226+0.0020117i,0.0035264+0.0013621i,0.00067225+0.00098083i,-0.00036736+0.00055458i,-0.000293-0.00054035i,2.6945e-06-0.0012343i,0.00059575-0.001368i,0.0010247-0.0010832i,8.5425e-05-0.00056314i,-0.00018354+0.00014837i,0.00068054-0.00014049i,0.0017536-0.0012983i,0.0019077-0.0017512i,0.0016607-0.0011999i,0.0012718-4.2525e-05i,0.00094689+0.00031214i
0.0030104+0.00054844i,0.0019893-4.6129e-05i,0.00037469-0.00043908i,-0.00061621+0.00047487i,-9.0666e-05+0.0016982i,0.0021527+0.0029305i,0.0045285+0.0030841i,0.0046913+0.0012737i,0.0023161+0.0002567i,0.00053384+0.0011415i,0.0015965+0.0016174i,0.002444+0.0011555i,0.0019975+0.0010276i,0.0013169+0.0013528i,0.00079243+0.0010529i,0.00036211+0.00046755i,0.00033589+0.00069563i,0.0011405+0.00073872i,0.0025107+0.00096903i,0.0037825+0.001042i,0.0035937+0.00109i,0.0026258+0.0017802i,0.002249+0.0014966i
0.000745+0.0018573i,7.0911e-05+0.0015356i,0.0012228+0.0012348i,-0.00055911+0.0020307i,-0.0032487+0.0018813i,-0.0052743+0.001976i,-0.0050994+0.002i,-0.0039798+0.0022846i,-0.0022788+0.00097375i,-0.00036264-0.0017114i,0.00032292-0.0027895i,0.0006636-0.0019097i,0.00062771-0.00040105i,0.00060771+0.00080419i,0.00042419+0.00090214i,-0.00018029+0.00016194i,-0.00039427+0.00012475i,0.00034648+0.0010696i,0.0011985+0.0021053i,0.0013699+0.002545i,0.001992+0.0018521i,0.0018189+0.0011011i,0.00049812+0.00094259i
0.00088002-0.0016363i,-0.0016461-0.0015219i,-0.0034433-0.00017077i,-0.0020179+0.0023566i,-0.00019918+0.0037981i,-0.0018677+0.0046853i,-0.0048241+0.0053336i,-0.0049601+0.0056503i,-0.002515+0.0041719i,-0.00099532+0.0014321i,-0.0010375+0.00019446i,-0.00058696+0.00010025i,0.00056921-0.00055243i,0.00081753-0.00010731i,0.00035107+0.0018064i,-0.00050874+0.0018669i,-0.0015618+0.00055541i,-0.0014185+0.00056104i,-0.00097461+0.00082537i,-0.00084313+0.0011561i,-0.00055929+0.0011015i,-7.2421e-05+0.00053193i,-6.5082e-05+6.6455e-05i
0.0038624+0.0009215i,0.0049161+1.7845e-05i,0.0046693+3.1875e-05i,0.0025486+0.0019801i,-0.00067862+0.0023308i,-0.0024467+0.001944i,-0.0020361+0.0023215i,-0.0010584+0.002292i,0.00042369+0.00036009i,-8.158e-05-0.00034063i,-0.0012503+0.00064096i,-0.00082431+0.0018311i,-0.00036668+0.0021489i,0.00054579+0.0022596i,0.0010471+0.0028597i,-0.00017379+0.0031296i,-0.001693+0.002194i,-0.0018372+0.0010473i,-0.0014542+0.0010801i,-0.0008265+0.00093918i,-0.0006543+0.0010202i,-0.0010579+0.0011816i,-0.0020355+0.0010149i
-0.0035598-0.001074i,-0.0029477+0.0016029i,-0.0021834+0.0033121i,-0.0022366+0.0029258i,-0.0022776+0.00087594i,-0.0016677-0.0026928i,0.00032352-0.0057689i,0.0020437-0.0063081i,0.0016115-0.0040626i,0.0011728-0.0013078i,0.00086043+0.00019585i,-0.00012878-9.6628e-05i,-0.00048392-0.00013654i,-0.00012669+0.0019878i,-0.00043054+0.003402i,-0.00082994+0.0026558i,-0.0001748+0.0010436i,0.00025474-0.00062461i,-0.00036843-0.0013019i,-0.0013879-0.001094i,-0.0012259-0.00085848i,-9.8301e-05-0.0012843i,8.743e-05-0.0011996i
0.0012632-0.0041185i,-0.0014176-0.0039353i,-0.0037783-0.0017534i,-0.0021458+0.00071208i,0.0011591+0.00018377i,0.0028745-0.0032307i,0.0024444-0.007189i,0.00096774-0.0079204i,-0.00010001-0.0045001i,0.00030349-0.002371i,0.00069908-0.0036304i,4.9199e-05-0.0037017i,0.00029399-0.0018494i,0.00090083-0.00052177i,0.00084852+0.00016697i,0.00095739-0.00014417i,0.0011524-0.0019984i,0.0010519-0.0021547i,0.00089768-0.0010235i,0.00021083-0.0014987i,-0.00098042-0.0013554i,-0.0013452-0.00085334i,-7.596e-05-1.0026e-05i
-0.00028567+0.0034529i,0.0010389+0.0019475i,0.0010277+0.0014428i,0.00075769+0.0020302i,0.00099407+0.0018961i,0.0012404+0.0012395i,0.00083264+0.00081287i,0.00019659+0.0011415i,0.00041625+0.0012337i,0.00055205-0.00013518i,0.00050944-0.00241i,-0.00036844-0.0034007i,-0.001579-0.0020572i,-0.002177-0.0015284i,-0.0022254-0.0027458i,-0.0020227-0.0024898i,-0.0015096-0.0013686i,-0.00064291-0.00077676i,-0.00030927-0.0010463i,-0.00058072-0.0020179i,-0.00078619-0.0021168i,-0.00044344-0.00056561i,-8.5219e-05+0.00064203i
-0.0019939+0.0011106i,-0.0037134+0.0034473i,-0.003659+0.0047934i,-0.0026485+0.0047939i,-0.00098405+0.0055807i,0.0018958+0.0076836i,0.0055462+0.010007i,0.0074206+0.0096436i,0.0059592+0.0063382i,0.0032178+0.0037419i,0.0019333+0.0023871i,0.0022218+0.00059263i,0.0014754+0.00015987i,-5.6857e-05+0.00017467i,-0.00081543+1.8052e-05i,-0.0010759+0.00035222i,-0.00071987+0.0008034i,-8.7662e-05+0.0007021i,0.00070946-2.4178e-05i,0.001052-0.00091868i,0.0010056-0.0020545i,0.00077809-0.0012499i,0.0010322+0.00037817i
-0.00048458-0.004233i,-0.001528-0.0061542i,-0.0027388-0.004725i,-0.0022811-0.00094696i,-0.00022034+0.0025918i,0.0027552+0.0051156i,0.005073+0.006502i,0.0055033+0.0053906i,0.0041166+0.0026041i,0.001842+0.0015694i,0.0019967+0.0022608i,0.0030677+0.0022302i,0.0026877+0.00092232i,0.0026938+0.00081293i,0.002798+0.0015428i,0.0023464+0.0016333i,0.0019966+0.0014334i,0.0017223+0.0010009i,0.0013139+0.00035443i,0.0011377-0.0003169i,0.00059352-0.0010746i,0.0010257-0.00094597i,0.0008211+0.0001293i
-0.0016409+0.0018866i,0.0019815+0.0025087i,0.0042531+0.003531i,0.0030613+0.0026046i,0.00088043+0.002186i,-0.0023757+0.0024916i,-0.0057193+0.0015801i,-0.006407+0.00070833i,-0.0040107+0.00042339i,-0.0012828+0.00052045i,-0.00029106+0.00073349i,0.00043735+3.0274e-05i,0.0015582-0.0016423i,0.0025784-0.0018841i,0.0025117-0.0010237i,0.0010348-0.0014728i,-0.00034303-0.0014316i,-0.00085526-0.0010122i,-0.00066455-0.00064083i,0.00016291+9.2748e-05i,0.00098127-0.00012665i,0.0010992-0.00010126i,-0.00027748+0.00029064i
-0.0010647-0.00087318i,-0.0039048+0.00054055i,-0.0053014+0.0026632i,-0.0035899+0.0041747i,-0.0030496+0.0020764i,-0.0060543-0.0011554i,-0.010339-0.00069483i,-0.011177+0.0016106i,-0.0075273+0.0021725i,-0.0036282+0.00097861i,-0.0017801+0.00072097i,-0.0013262+0.00177i,-0.00055157+0.0018441i,0.00037809+0.00067108i,0.00059433-0.00034134i,-0.00030879-0.00076637i,-0.0012335-0.0004294i,-0.0012322+0.00061862i,-0.00067049+0.0011628i,0.00011981+0.00070431i,0.00036354+0.00010428i,0.00067802-0.0010822i,-0.00024679-0.001445i
0.00067339+0.0033944i,0.00075655+0.0034561i,-0.00015722+0.0036885i,-0.00045021+0.003712i,-9.165e-05+0.0026365i,-0.00121+0.00043623i,-0.0034954-0.00080341i,-0.0037911-0.00020555i,-0.0014516+0.00067234i,0.00048898+0.00012996i,-3.8216e-05-0.00041709i,-0.0013954-0.00043776i,-0.0015546-0.00049663i,-0.0018903-0.00024768i,-0.0024349+0.00066051i,-0.0017262+0.0013856i,-9.4946e-05+0.00046245i,0.0013147-0.0004464i,0.0016889-0.00032584i,0.0012031+0.00044274i,0.00080941+0.0014932i,0.00040614+0.00060473i,0.0004198-0.00093518i
-0.0028338+0.0012745i,-0.0027697+0.0032778i,-0.0026604+0.0048934i,-0.002237+0.0042708i,-0.0010129+0.0019568i,0.0027368-0.0013153i,0.006117-0.0042917i,0.0062475-0.0056585i,0.0037973-0.0046116i,0.0022752-0.0027589i,0.002212-0.0022356i,0.00092155-0.0021327i,-0.0013981-0.0006111i,-0.0017653+0.0022404i,-8.0156e-05+0.0036866i,0.0014297+0.0030091i,0.0017132+0.0026528i,0.0014458+0.001735i,0.00096309+0.00070465i,0.0010889+0.00087333i,0.0012618+0.0016718i,0.00086485+0.0017469i,0.00091372+0.00061212i
-0.00032631-0.0047319i,-0.0043125-0.0024404i,-0.0070608+0.00021293i,-0.0053876+0.0020787i,-0.00085192+0.0019479i,0.0032454+0.00027843i,0.0064907-0.0037731i,0.00718-0.0076373i,0.0030962-0.0069569i,-0.00022879-0.0041346i,-0.00027-0.0029625i,0.00017429-0.0030063i,0.00041723-0.0024274i,0.0013306-0.00081765i,0.0018806-4.0639e-05i,0.0010194-3.3008e-05i,-0.00020023+0.00018475i,-0.00024303-2.2393e-07i,-0.00011795+2.3162e-05i,-0.00054101+0.00038025i,-0.00049091+0.0010497i,-0.00018426+0.0011045i,0.00041842+0.00049999i
0.0011519-0.0024583i,0.0012498-0.0033359i,-0.00034661-0.00389i,-0.00093853-0.0024671i,0.00081304+0.00063931i,0.0036307+0.0026545i,0.0052103+0.0031405i,0.0052485+0.0030438i,0.0026934+0.0025276i,-0.00024285+0.0017221i,0.00043518+0.00058842i,0.0017611-0.00050259i,0.0015422-0.00097733i,0.00077093-0.0013732i,0.0002621-0.0013378i,-0.00060464-0.00014957i,-0.0021008+0.00049334i,-0.0022706+0.00050825i,-0.00097494+0.00031343i,-0.0010076-0.00055841i,-0.0017666-1.4908e-05i,-0.0011595+0.0010175i,-0.00045402+0.0011654i
0.0017929-0.0011376i,0.0017694-2.5137e-05i,0.002508+0.00089831i,0.0012525+0.00031449i,-0.0012119+0.00059739i,-0.0027793+0.004594i,-0.00091905+0.0097409i,0.0029326+0.010663i,0.0053098+0.0062191i,0.0045761+0.0018556i,0.0025698+0.00069072i,0.0017839+0.00012208i,0.0012572-0.0010149i,-0.00029637-0.0015414i,-0.0019244+8.2032e-05i,-0.0019731+0.0021443i,-0.0011123+0.0016283i,-0.00022061+0.00030604i,-0.00011254+9.2111e-05i,-0.00048249+2.5504e-05i,-0.00076705+0.00018745i,-0.0019174+0.0007926i,-0.0025409+0.0010367i
