-0.001314-0.00024794i,-0.00098128-0.0016207i,-0.0014251-0.0024388i,-0.001933-0.00098608i,-0.0026953+0.00015283i,-0.0021568+0.00051124i,-0.00030307+0.0014951i,0.0008886+0.0023106i,0.0010811+0.0021246i,0.00023636+0.00099912i,-8.7312e-05-0.00073349i,-0.0002981-0.0010657i,-0.00019872-0.00053504i,0.00041382-0.0003546i,0.00013869-2.0478e-05i,-0.00051594+0.00054372i,-0.00060914-9.5276e-05i,6.7697e-05-0.00060727i,0.00032103+8.9026e-05i,-0.00039388-4.4586e-05i,-0.00089425-0.00014464i,-0.00059148-0.00014648i,0.00013603-0.00039727i
-0.00080729-0.0010831i,-0.00018522-0.0029651i,-0.00072701-0.0051281i,-0.0010466-0.0043949i,-0.00036838-0.0011539i,-0.0011282+0.0025741i,-0.0032603+0.0052232i,-0.0048392+0.0063281i,-0.0045681+0.0056406i,-0.0030547+0.003869i,-0.0021458+0.0020934i,-0.0023829+0.0013817i,-0.002644+0.00087598i,-0.0021518+0.00063614i,-0.0012802+0.00083644i,-0.0002636+0.00092754i,0.00019053+0.00050374i,0.00024953-0.00024802i,0.00075725-0.0010107i,0.00058534-0.00068097i,-0.00037171+8.6118e-05i,-0.0007035+0.00076247i,-0.00082358+0.0011972i
0.00025273+0.0018517i,1.8942e-06+0.0025901i,0.00042536+0.0027512i,0.00012804+0.0017933i,-0.00095775+0.00031325i,-0.00060313+0.00095139i,-0.00027591+0.0037651i,-0.00056127+0.0062749i,-6.1425e-05+0.0060688i,0.00065292+0.0039636i,-0.00043242+0.0029428i,-0.0014878+0.0025004i,-0.0016346+0.0028724i,-0.0013923+0.0026309i,-0.00082881+0.0019505i,-0.00047888+0.0021206i,-0.00064596+0.001159i,-0.00068359+0.00070946i,-0.00013994+0.0012893i,0.00075991+0.00086214i,0.00095248+5.12e-05i,0.00066258-0.0005262i,0.00081673-0.00083483i
0.001291+0.0005313i,0.0028472+0.0021733i,0.0044696+0.0040247i,0.0053139+0.002713i,0.0044128-0.0019575i,0.0026222-0.0033942i,0.002458-0.00035242i,0.0041474+0.0022408i,0.004251+0.0021421i,0.0018752+0.0012336i,0.0009+0.0016771i,0.00083991+0.0016968i,0.00089818+0.0019478i,0.00029183+0.0025477i,-8.2267e-05+0.0017409i,0.00040449+0.00073103i,0.0011739+0.00061531i,0.0013416+0.0010812i,0.0016976+0.001584i,0.0021307+0.00049133i,0.00088547-0.00032847i,-0.00035063-0.00047684i,-0.00032322-0.0009571i
-0.0018724+0.0011177i,-0.0021675+0.0014341i,-0.0030029+0.00060897i,-0.0026494-0.00097458i,-6.5254e-05-0.0023884i,0.0023251-0.0026023i,0.0035325-0.0018482i,0.0046814-0.0019489i,0.0032-0.0026073i,0.00068481-0.0017582i,0.00090809-6.1436e-05i,0.002323+0.00051338i,0.0026195-0.00010295i,0.0022565-0.00073972i,0.0017193-0.00089162i,0.001217-0.00030156i,0.00076351+0.00055123i,0.0012787+0.0004184i,0.0017946+0.00035194i,0.00083201+0.00062525i,0.00062851+0.00064638i,0.00098742+0.00041947i,0.00063804-8.4809e-05i
0.0014335-0.0013451i,-0.0009017-0.0021638i,-0.0032246-0.0038737i,-0.0042933-0.0045728i,-0.0031465-0.0041379i,-0.00065454-0.0039009i,0.0002253-0.005081i,-0.00075754-0.0067012i,-0.0018254-0.0058092i,-0.0018677-0.0027359i,-0.0008567-0.00034424i,0.00047647+4.9775e-05i,0.00080947-0.00068148i,0.00045587-0.001214i,0.00051975-0.0014584i,0.0013145-0.00079472i,0.0014306+0.00055881i,0.00091715-6.1651e-05i,0.0004647-0.00048292i,-0.00011609+0.00071162i,-0.00024143+0.00076798i,0.00024566+0.00059668i,0.00082118+0.00015401i
0.00295+0.00051677i,0.0042889-0.00032319i,0.0073939-0.00076995i,0.0083786-0.0011687i,0.0049952-0.0026326i,0.0005252-0.0036704i,-0.0024834-0.0048005i,-0.0057565-0.0057252i,-0.0068821-0.0044526i,-0.0047334-0.0021413i,-0.0019378-0.0011322i,-0.00027562-0.0014821i,0.00012777-0.0015907i,-0.00055193-0.0012959i,-0.0015614-0.00098765i,-0.0019618-0.00083796i,-0.00072447-0.00096027i,8.2508e-05-0.00048584i,-8.6834e-05-3.2096e-05i,0.0007223+0.0002672i,0.00067869+0.0006581i,-0.00015678+0.00050897i,-0.00020072+0.00060814i
0.00056119+0.0015141i,0.0036804+0.0031637i,0.0063489+0.004309i,0.0069474+0.001684i,0.0046223-0.0017764i,7.0157e-05-0.0028062i,-0.0042539-0.0011359i,-0.0074801+0.0018404i,-0.0077434+0.0030981i,-0.0052421+0.0019147i,-0.0028737-0.00017936i,-0.001901-0.0018729i,-0.0014314-0.0018842i,-0.00033661-0.00088682i,6.583e-05-0.00060475i,-0.00043894-0.00076193i,-6.0511e-05-0.00081724i,0.00025988-0.000199i,-0.00020019-0.00017397i,-0.00037329-0.0010885i,0.00025111-0.00082434i,0.00085581-2.4799e-05i,0.00082482+0.00024285i
-0.0020534+0.0010656i,-0.0044019+0.0027708i,-0.0064586+0.0036543i,-0.0061698+0.0030297i,-0.0036587+0.00091648i,-0.0015256+5.9816e-05i,-0.0014511+0.0040206i,-0.0018897+0.0085118i,-0.0022825+0.0086639i,-0.0026897+0.0045719i,-0.0024513+0.0012955i,-0.0026314+0.00035677i,-0.0024576+0.0013328i,-0.001044+0.0022053i,0.00044986+0.00088405i,0.00035494-0.00026101i,0.00032309-0.0012035i,0.0011003-0.0015219i,0.00066529-0.00040756i,-0.00047935+0.00027099i,-0.00099626+0.00028827i,-0.00050247+0.0004882i,-0.00060898+0.00084709i
0.0010676+0.0015594i,-0.0010868-0.00025724i,-0.0024317-0.00017665i,-0.00075317+0.00031107i,0.0026813+0.00061912i,0.0031553+0.0013705i,0.0029512+0.0042355i,0.0046115+0.0068521i,0.0047607+0.0064856i,0.0024647+0.0037223i,0.00045879+0.0023332i,-0.00080593+0.002268i,-0.0010158+0.0021493i,-0.0010517+0.0024364i,-0.00035293+0.0018215i,0.00037052+0.00076921i,0.00032297+0.00033581i,0.00055416+0.00047186i,0.0010058-2.3626e-05i,0.00081003-0.00085666i,0.00056846-0.00073576i,-7.5364e-05+0.0001488i,-0.00062915+0.00021611i
0.002308+0.00061184i,0.0042793-0.00089459i,0.0077198-0.0038852i,0.0082429-0.0076304i,0.0048487-0.0075968i,0.0027017-0.0038804i,0.0037397-0.0016014i,0.0041675-0.0017904i,0.0031048-0.0013211i,0.0014106+0.00037236i,0.00046514+0.0020374i,0.00038757+0.0026203i,-0.00046941+0.001942i,-0.000505+0.00088778i,-1.9349e-05+0.00036873i,-0.00033624+0.00023692i,-0.00044814-0.00047648i,-0.00015707-0.00065677i,8.9891e-05+0.00012606i,3.9498e-05+0.00053704i,0.00054617+0.00023486i,0.0010549-6.5107e-05i,0.0010074+1.8499e-05i
0.00071067+0.0020008i,0.00073206+0.0039281i,0.0019208+0.0049308i,0.0013787+0.0030717i,-0.00040183-0.00023962i,-0.0012072-0.0018482i,-0.00054959-0.0035531i,0.00017488-0.0067829i,0.00015604-0.0074936i,5.9445e-05-0.0044047i,0.00075611-0.0018157i,0.0022235-0.00087691i,0.0023811-0.00084838i,0.00066498-0.0011952i,-0.00041752-0.00076854i,-0.00049548+0.00056472i,-0.0006768+0.0017259i,-0.00099088+0.0018857i,-0.0016525+0.0011286i,-0.00068565+0.00095433i,0.00058311+2.2885e-05i,0.00088675-0.0018249i,0.00087393-0.0011471i
-0.0018309+0.0018617i,-0.0016069+0.0030908i,-0.0009777+0.0050227i,0.0018385+0.004023i,0.0047008+0.00030427i,0.0028456-0.0033974i,-0.0014716-0.0045292i,-0.0053343-0.0051138i,-0.0066166-0.0052137i,-0.0050684-0.0032776i,-0.0019618-0.0011792i,0.00047712-0.00084367i,0.00035639-0.0018386i,-9.9174e-05-0.0022554i,0.00024604-0.0024207i,0.00089722-0.0022094i,0.00098697-0.0012902i,0.00094137-0.00013325i,0.00054982+0.00060963i,0.00016787-6.8384e-05i,0.00014792+0.00038255i,-0.00025067+0.00075738i,-0.00035227+0.00039263i
0.00066906+0.0020272i,0.002612-0.0003733i,0.0042305-0.0026781i,0.0042153-0.0042353i,0.0031106-0.005066i,0.00083667-0.0046255i,-0.0017506-0.0025959i,-0.0056026+0.00026044i,-0.0081756+0.0020893i,-0.0067887+0.0013385i,-0.0035738-0.00038871i,-0.0016822-0.0016416i,-0.001917-0.002049i,-0.00145-0.0011789i,-0.00060265-0.00096473i,9.0498e-05-0.001011i,0.00035978-0.00045456i,6.7947e-05-0.0004588i,-0.00013057-0.00065312i,-0.00069659-0.00061315i,-0.0013491-0.00036964i,-0.00075606+0.00050142i,-0.00028188+0.00087227i
-0.00090597+0.0016348i,0.00042068+0.0026317i,0.0017392+0.0037981i,0.003281+0.0012634i,0.0036843-0.0023336i,0.0028297-0.0027623i,0.001897-0.00089284i,0.00067157+0.0033808i,-0.00148+0.006995i,-0.0022426+0.0055312i,-0.0017155+0.0026304i,-0.0020645+0.0011217i,-0.0023212+0.00067612i,-0.0010601+0.00075195i,-0.00038319+0.00093069i,-0.00077814+0.00017885i,-0.00062812-0.00088528i,-0.00038625-0.001149i,-0.0006529-0.00076479i,-0.00092328-0.00013109i,-0.0010529-0.00018693i,-0.00096896-0.0010262i,-0.00016592-0.0015739i
-0.0042979-0.00029994i,-0.0040021+0.0016591i,-0.0033418+0.0046998i,-0.0014044+0.0047796i,0.00071434+0.0037564i,0.00067943+0.0036144i,0.0013687+0.0040194i,0.0039594+0.0046628i,0.0050861+0.0047767i,0.0034965+0.0040246i,0.0017247+0.0019709i,0.00087139+0.00052736i,-0.00015395+0.00068027i,-0.0003907+0.00056522i,-0.00047797+0.00095655i,-0.00087768+0.0016118i,-0.00049135+0.0014494i,0.00056815+0.0010152i,0.0014864+0.00096715i,0.0012144+0.0008767i,0.00043198+0.00085018i,-0.00053813+0.0012786i,-0.00060577+0.0012931i
0.00048088+0.0016761i,0.00044599+0.0022114i,4.3145e-05+0.0032657i,0.00011621+0.0011501i,0.00073958-4.7917e-05i,-0.0003178+0.0016201i,-0.0020369+0.0025751i,-0.00054674+0.0017001i,0.0024905-0.00047487i,0.003864-0.0015107i,0.0021637-0.0013275i,-0.00066365-0.00073153i,-0.0015228+0.00013188i,-0.0012077+0.00069391i,-0.00090983+0.0012178i,-0.00055992+0.0015972i,0.00033022+0.0021695i,0.0011108+0.0020863i,0.0016361+0.00058248i,0.0024476-0.00067127i,0.002815-0.00053289i,0.0026702-0.00035282i,0.0022218-0.00059139i
0.019968-0.0069389i,0.016608-0.013873i,0.013462-0.025687i,0.0052042-0.025335i,-0.0040054-0.018725i,-0.010555-0.0082729i,-0.0085375+0.00056777i,-0.0041644+7.4822e-05i,-0.0014608-0.0051774i,-0.002731-0.0076974i,-0.0054917-0.0048257i,-0.0046042+0.00023843i,-0.002+0.0034297i,0.00032842+0.0037604i,0.0019885+0.0024518i,0.0018383+0.0014575i,0.00071024+0.0014317i,0.00028413+0.0015336i,0.0002889+0.0013631i,-0.0003554+0.0004817i,-0.0015521-0.00048825i,-0.0016562-0.0012921i,-0.00090672-0.001321i
0.0052402-0.00011647i,0.005131-0.0040379i,0.0052864-0.0065167i,0.0045445-0.0078059i,0.0020161-0.0086089i,-0.00064615-0.0052464i,-0.0013861-0.0018578i,-0.0025188-0.0014042i,-0.0050872-0.0022238i,-0.0066619-0.0019734i,-0.0049993+6.2584e-05i,-0.002605+0.0011361i,-0.0024008+0.00071394i,-0.0025816+0.00031907i,-0.0018641+3.4237e-05i,-0.0012184+0.00035606i,-0.00073404+0.000676i,-0.00011801+0.00061547i,0.00034212+0.0011504i,0.00079619+0.00101i,0.0005169+0.001161i,-0.00082284+0.0016044i,-0.0014706+0.00090731i
0.0030144+0.0036875i,0.0042755+0.0026206i,0.0045344+0.00064982i,0.0029609-0.0012944i,0.0027833-0.0033074i,0.0026611-0.0041934i,0.0027619-0.0037209i,0.0015995-0.0020712i,-0.0013887+0.00074133i,-0.0028601+0.0026862i,-0.0022335+0.0037848i,-0.0004414+0.002826i,-0.00011126+0.0014119i,-0.00065679+0.0012663i,-0.0010213+0.0014737i,-0.001096+0.0011812i,-0.00030562-0.00051393i,-6.5345e-05-0.0011818i,-0.00047735+0.00015035i,-0.00025585+0.00094197i,0.00068851+0.0006787i,0.001394+0.00067187i,0.0011164+0.00017762i
0.0026969-0.0014747i,0.00075507-0.0027721i,0.0012997-0.0045177i,0.0013679-0.0057852i,0.0011487-0.0071967i,0.0011568-0.0073138i,0.0027451-0.0074253i,0.0035051-0.007721i,0.0021294-0.0045292i,0.0017194+9.5703e-05i,0.0020839+0.0018392i,0.0021461+0.0012698i,0.0018642+0.0011555i,0.0011336+0.0018028i,0.0013858+0.0018137i,0.0018745+0.0014499i,0.0011378+0.0005736i,0.0001917-0.00053392i,-0.00030597-0.00075942i,-0.00026996-0.00031208i,-0.00051902-0.00023998i,-0.0006265-0.00023496i,-0.00054453+0.00022176i
-0.0019496-0.0026341i,-0.0018305-0.0026974i,-0.0027542-0.0015415i,-0.0025655-0.00090571i,-0.0019247-0.00062395i,-0.0024655-0.0020584i,-0.0031394-0.0036911i,-0.0028606-0.004382i,-0.0020493-0.0039088i,0.00069937-0.0029572i,0.0025292-0.002943i,0.0014403-0.0021195i,0.00034732-0.00025435i,0.0018996+0.00021224i,0.0035702+0.00039602i,0.0028572+0.00063498i,0.0022136+0.00036646i,0.002146+0.00027024i,0.0012652-0.00034372i,0.0010168-0.00067519i,0.0011211+0.00012124i,0.00031324-5.8335e-05i,-0.00019508-0.00040983i
-0.0017914-0.0013685i,-0.0022225+0.00085739i,-0.0026808+0.0030032i,-0.0013119+0.0038988i,-0.00055888+0.0028002i,-0.003092+0.0023138i,-0.0070664+0.0044059i,-0.0082626+0.0047053i,-0.0054374+0.0024173i,-0.0024571-0.00078725i,-0.0017183-0.0027827i,-0.0025381-0.0028066i,-0.0021453-0.0020496i,-0.00011498-0.0020047i,0.0014168-0.0014423i,0.0016-0.001121i,0.0013749-0.0012858i,0.0011471-0.00076929i,0.0004102-0.000697i,0.00035986-0.0021378i,0.0009175-0.0027772i,0.0014512-0.0011656i,0.0016349-0.00073285i
0.00041729-0.0016869i,-0.00056422-0.0012024i,-0.0023568-0.00082549i,-0.002595-0.0012993i,-0.0015412-0.0016028i,-0.0026777+0.002963i,-0.004092+0.0096292i,-0.0036794+0.011835i,-0.0036875+0.0078211i,-0.004768+0.0035023i,-0.0056013+0.0017176i,-0.0054164+0.00097085i,-0.0045494+0.00040859i,-0.0039838-0.00083316i,-0.0039055-0.0014797i,-0.0033969-0.00098123i,-0.0024823-0.00033936i,-0.0016346-0.00032497i,-0.0016404+7.5299e-05i,-0.0017199+0.0013205i,-0.00203+0.0010352i,-0.0026269-0.00033162i,-0.001912-0.00030175i
0.002465+0.00040116i,0.0013336-0.00089433i,0.00064821-0.0013381i,0.00013492-0.0022725i,0.00039858-0.0028225i,0.0021221+0.00061475i,0.0046772+0.0053078i,0.006289+0.0075451i,0.0042776+0.006163i,-0.00010376+0.0047808i,-0.0024546+0.0052167i,-0.002593+0.0052751i,-0.0021693+0.003754i,-0.0023391+0.0017942i,-0.0022189+0.00075723i,-0.0012871+0.0013592i,-0.00024969+0.0021678i,0.00025636+0.0015394i,0.00082555+0.0012748i,0.0017142+0.0020058i,0.0022505+0.0022203i,0.0018458+0.0020132i,0.00097124+0.001637i
0.001019-0.0009494i,0.0021149-0.0025822i,0.0019995-0.0047563i,-0.00022039-0.0058891i,-0.0011911-0.0058214i,0.002199-0.0054776i,0.0063196-0.0059905i,0.0070419-0.0067771i,0.0046509-0.0053639i,0.0021199-0.0018751i,0.0021591+0.001606i,0.0036145+0.0027515i,0.0033258+0.002327i,0.0016923+0.0021631i,0.00083015+0.0013643i,0.0017303+0.00080295i,0.0023615+0.00024965i,0.0015967-0.00029329i,0.0018479-0.00066131i,0.0018318-0.0016184i,0.0011658-0.0020347i,0.0017114-0.0016438i,0.00074389-0.00096661i
0.0023743+0.0015525i,0.0031396+0.0025817i,0.0039092+0.0023845i,0.0042845+0.001032i,0.0034267-0.0016207i,0.0020759-0.0060096i,0.0016677-0.011343i,0.00040695-0.014542i,-0.001565-0.013681i,-0.0013291-0.0090153i,0.00085394-0.0040441i,0.0029242-0.0025649i,0.00327-0.0018192i,0.0032936-0.00016803i,0.0033721+0.00094055i,0.0030283+0.00051734i,0.0020443-0.00047733i,0.00043298-0.00055912i,-0.00060094+0.00017013i,-0.0010584+6.4815e-05i,-0.0011413-0.0006123i,-0.00098943-0.00065056i,-0.0010354-0.00065026i
-0.0028822+0.00096506i,-0.001642+0.003415i,5.486e-05+0.0038387i,0.0016367+0.0019295i,0.0019254-0.00064818i,-0.00033505-0.0038388i,-0.0049588-0.0061429i,-0.0097649-0.0070311i,-0.011624-0.0059696i,-0.0087809-0.0039677i,-0.0041739-0.0040614i,-0.0014667-0.0042384i,-0.0010275-0.0023604i,0.00042798-0.00065928i,0.001523-0.0002782i,0.0013656-0.00095511i,0.0019792-0.001093i,0.002494-0.00089688i,0.0023568-0.00039198i,0.0016196-0.00015923i,0.001819-0.00069014i,0.0021134-0.0003933i,0.0015337+0.00065968i
-0.00058489-0.0029162i,-0.0012195-0.0029445i,-0.0014557-0.0031585i,-0.00096828-0.0032721i,0.00088671-0.0024986i,4.5778e-06-0.00090173i,-0.0041313+0.0027167i,-0.0077541+0.0070815i,-0.0081576+0.0087908i,-0.0056371+0.0070267i,-0.0035575+0.003524i,-0.0041411+0.00036622i,-0.0041835-0.00054317i,-0.0024244+0.00012747i,-0.00065572+0.00024059i,-2.3896e-05+0.00031668i,0.00062774-0.00025994i,0.00067627-0.00077449i,-0.0010822-0.00086181i,-0.0015177-0.0014714i,-0.00066401-0.0020667i,4.528e-05-0.0018833i,0.00076505-0.0016747i
-0.00090714+0.0024068i,-0.00082758+0.0015621i,-0.00060528+0.0010158i,0.00011577+0.00025122i,0.00018727-0.00036169i,-0.00086012+0.0025261i,-0.0011607+0.0092632i,0.001516+0.015002i,0.00411+0.015291i,0.0032179+0.010041i,0.0011511+0.0042011i,-0.00098306+0.0015098i,-0.0030386+0.00086824i,-0.0030812+0.001132i,-0.0015354+0.0015049i,-0.00060953+0.00085103i,-0.00058987+0.00036378i,-0.00065057+0.0010977i,-0.00076108+0.0024459i,-0.0011174+0.0026761i,-0.0014203+0.0012572i,-0.0018206+0.00014257i,-0.0017657+0.00046569i
-0.0027948+0.0017595i,-0.0027094+0.0017988i,-0.0017378+0.0021586i,-0.00088491+0.00055835i,-0.001552-0.00091475i,-0.0016079+0.00054061i,0.00060896+0.0040416i,0.0055891+0.0060184i,0.0085466+0.0045222i,0.0069411+0.0017863i,0.0037365+0.00055663i,0.00077437+0.00020657i,-0.00036644-8.8074e-05i,-0.0004772+0.00011303i,-0.0010204+0.00012506i,-0.0023504+1.053e-06i,-0.002332-0.00026678i,-0.0010218-4.9732e-05i,0.00050604+0.00048495i,0.0019483+0.00069411i,0.0028369+0.0015723i,0.0020853+0.0027371i,0.00014443+0.0026683i
0.003723-0.00065974i,0.0023691-0.001379i,0.0033546-0.0010035i,0.0033062+2.4812e-05i,0.00085856+0.00078822i,-0.00074541+0.0010923i,-0.00061508-0.00098967i,0.0010306-0.0064946i,0.0011121-0.010539i,-0.0010116-0.0085976i,-0.0015619-0.004412i,-3.5652e-05-0.0017744i,0.0013885-0.00016567i,0.00091855-0.00023548i,-5.2584e-05-0.00060752i,-0.00062691+0.0001377i,-0.00077916-1.626e-05i,-0.00031664-0.0014301i,0.00029221-0.0018097i,0.00053185-0.0016953i,0.00060141-0.0011797i,0.00010438-0.0012129i,-0.0003887-0.0010712i
-0.00020139-0.00080142i,-0.0001335-0.00048591i,-0.0005493-0.0015911i,0.00062282-0.0041397i,0.0021919-0.0046378i,0.00079336-0.0035838i,-0.0017177-0.0053188i,-0.005677-0.0078599i,-0.010006-0.0084905i,-0.011666-0.006782i,-0.0090763-0.0028201i,-0.0039074-0.00045902i,0.00010405-0.00074558i,0.00050967-0.0013729i,-0.00024681-0.00051085i,-0.00036266+0.0011502i,-0.00090472+0.0017222i,-0.0012885+0.0010544i,-0.0012309+0.0012389i,-0.00135+0.0013098i,-0.0013438-0.000106i,-0.0020582-0.00047835i,-0.0023864+0.00029508i
0.0018024-0.00012013i,0.0011167-0.00070025i,0.00076442-0.0012471i,0.00095335-0.0024514i,0.0031794-0.0038797i,0.0036607-0.0038529i,-0.00030151-0.0031544i,-0.0060928-0.0013748i,-0.0095491+0.0013095i,-0.0086874+0.003353i,-0.0054959+0.0039135i,-0.0026434+0.0031304i,-0.0005619+0.0021879i,0.0011074+0.002018i,0.0022046+0.0016961i,0.0029295+0.0006263i,0.0033892-0.00017933i,0.0028712+0.0004358i,0.0023836+0.0015804i,0.0023351+0.0013302i,0.0016965+0.00056929i,0.0013103+0.00024808i,0.0011278+0.0007937i
-0.00056229-0.0010042i,-0.00019699-0.00076821i,0.00098423-0.0011464i,-0.00046383-0.0022268i,-0.0021981-0.0047465i,-0.00078593-0.0041359i,0.0018417-0.00052178i,0.0033908+0.0034037i,0.0036735+0.0075055i,0.0028984+0.008718i,0.0025464+0.0068176i,0.0019752+0.0033467i,0.00041516+0.0012569i,-0.00034617+0.00077331i,0.00031118+0.00055302i,0.0017602+0.00024596i,0.0022353-0.00013392i,0.0013803-0.0009571i,0.00071827-0.0012984i,0.00049316-0.00096207i,-9.837e-05-0.00057673i,-0.00033445-0.0013405i,3.5411e-05-0.0019832i
-0.0011132-0.0053637i,-0.0026685-0.0032756i,-0.0044835-0.00017743i,-0.0053148+0.0016211i,-0.0047409+0.0013043i,-0.00085821+7.0696e-06i,0.0037485+0.00053199i,0.0069107+0.0016814i,0.0090146+0.0015443i,0.0085673+0.0012463i,0.0064216-7.9588e-05i,0.004005-0.0016241i,0.0016984-0.0012534i,0.00027437+0.00016592i,-0.00039216-0.00028539i,-0.00052418-0.0015676i,-0.00059111-0.0015027i,-0.00083946-0.0017038i,-0.0005881-0.00091818i,-0.00063671+0.00088658i,-0.00073448+0.0019681i,-0.0014016+0.0023063i,-0.0017377+0.001868i
0.00087298-0.00069507i,-0.00082877+3.3927e-05i,-0.0013866+0.0005667i,0.00023677+0.0021495i,0.0012068+0.0027422i,8.3288e-06+0.0026684i,0.00055251+0.0009215i,0.0013165-0.002418i,0.001262-0.0051383i,0.0018173-0.0055715i,0.0015642-0.0053565i,8.3659e-05-0.0051999i,-0.0017591-0.0032371i,-0.0022829-0.0018464i,-0.002152-0.0011789i,-0.0020242-0.00018283i,-0.0021785+0.00011173i,-0.0015587-0.00085158i,0.00038745-0.0020078i,0.0018702-0.0011807i,0.0021965+0.00053414i,0.0020246+0.0017185i,0.0019111+0.001193i
0.00018666+0.00014588i,-0.0006254+0.00049357i,-0.0005985-0.001269i,0.0013522-0.0039466i,0.004049-0.0046493i,0.0015509-0.0025049i,-0.0047406-0.00052536i,-0.0096805-0.00031859i,-0.010947-0.0020575i,-0.0093483-0.0038252i,-0.0070571-0.0040056i,-0.0053956-0.0031056i,-0.0031177-0.001225i,-0.00096802-0.00018338i,-0.0004795+0.00043002i,-0.00076639+0.0011566i,-0.0012228+0.00048048i,-0.0012787-0.00083122i,-0.0012011-0.00086198i,-0.0015424-0.00114i,-0.0013211-0.0018756i,-0.0010101-0.0024894i,-0.00085683-0.0025181i
0.0022443+0.00044574i,0.0016418-0.00029093i,0.0018288-0.0023754i,0.0014288-0.0061237i,0.00066382-0.0079696i,-0.0015041-0.0043683i,-0.0056701+0.0014715i,-0.0086746+0.0058726i,-0.01001+0.006761i,-0.0095627+0.0044932i,-0.0075398+0.0036989i,-0.005049+0.0038612i,-0.0021966+0.0032951i,-9.2861e-05+0.0027326i,0.0010058+0.0022848i,0.0019684+0.0023577i,0.0020407+0.0025132i,0.001451+0.0025179i,0.0008201+0.0029723i,-0.0001429+0.002393i,-0.0017198+0.0011996i,-0.0023046+0.0011661i,-0.0013207+0.0017994i
-0.00084999-0.00094766i,-0.0025969+0.0013773i,-0.0046496+0.0021966i,-0.0063698+9.9766e-05i,-0.0079538-0.0026339i,-0.0076515-0.001747i,-0.0053396+0.0020157i,-0.0010261+0.0050598i,0.0011164+0.0061232i,-0.00090694+0.0066687i,-0.0011987+0.0070017i,0.0015111+0.0066726i,0.0033964+0.004903i,0.0028256+0.0024801i,0.0019022+0.00037557i,0.0013214-0.00035154i,0.001955+0.00026477i,0.0031203+0.0011847i,0.0032004+0.0010946i,0.0034652+0.00090995i,0.0035771+0.00099172i,0.0030533+6.5144e-05i,0.0021612-0.00015181i
-0.0018679-0.0012124i,-0.0021306-0.00064884i,-0.0019667+0.0015689i,-0.0020711+0.0047845i,-0.0022347+0.0056384i,-0.0012082+0.0043892i,0.0026405+0.0028835i,0.0066618-0.00059712i,0.0072976-0.0029194i,0.0054629-0.00044919i,0.0052028+0.0017548i,0.005687+0.00095478i,0.00439-0.00069908i,0.0023248-0.00093086i,0.0016241-0.0003879i,0.00063891-0.00065559i,-5.8964e-05-0.0010846i,-0.00025865-0.0022017i,-0.00044409-0.0031524i,-0.00093234-0.0027884i,-0.0013697-0.0021072i,-0.0016418-0.0017025i,-0.0021062-0.0012891i
0.002226-0.0011503i,0.00078419-0.0015058i,0.0011562-0.0016899i,0.0029368-9.9955e-05i,0.0055121+0.0027746i,0.0074267+0.0033376i,0.0087136-0.00078354i,0.0069954-0.0069708i,0.002946-0.0099343i,0.0011066-0.0065757i,0.0014895-0.0030478i,0.0011224-0.0035328i,-0.00092879-0.0042206i,-0.0029293-0.0037455i,-0.0024593-0.0022133i,-0.0012932-0.00099718i,-0.0015861-0.00044954i,-0.0018919+0.00023671i,-0.0015574+0.00088319i,-0.0015362+0.0015137i,-0.0018524+0.001192i,-0.0020935+0.0016556i,-0.0017724+0.0024162i
-0.00066532-0.0022806i,-0.00050375-0.00058487i,-0.0010164-0.0014457i,0.0018672-0.0046785i,0.0079981-0.0053692i,0.010813-0.0051519i,0.0070264-0.0071423i,-0.00061568-0.0089562i,-0.006658-0.0072635i,-0.0070474-0.0036578i,-0.0037371-0.0024418i,-0.0021916-0.0030063i,-0.0023444-0.00226i,-0.0026419-0.00082275i,-0.0026463-0.00057504i,-0.0014549-0.00075056i,-0.00045471-0.00041016i,0.00020269+0.00031102i,0.0016299+0.0011446i,0.0021203+0.00068895i,0.0016374-0.00067304i,0.0022278-0.00086501i,0.0018167-0.0012827i
-0.0025139-0.0026569i,-0.0044798-0.00085984i,-0.0062263-0.0012915i,-0.0067671-0.0035204i,-0.0045775-0.0067607i,-0.00056723-0.0083894i,-0.0023291-0.0051003i,-0.0075371-0.00014332i,-0.0097384+0.0037344i,-0.0082645+0.0039866i,-0.0047364+0.0010754i,-0.0021444-0.00021683i,-0.00021421+6.3127e-05i,0.0014835+0.0012128i,0.0015649+0.00095852i,0.0012435+0.00022833i,0.0017954+0.0004723i,0.00094142+0.00033138i,-0.0010391-0.00049816i,-0.0022158-0.00083911i,-0.0030104-0.00087653i,-0.0030969-0.0016374i,-0.0026058-0.0015359i
-1.6599e-05-0.00046697i,-0.00055678-0.00053229i,-0.0011599-0.0008002i,-0.0042067-0.0018822i,-0.0090695-0.0055342i,-0.012397-0.006977i,-0.011893+1.0788e-05i,-0.0076922+0.0083548i,-0.0030046+0.010346i,-0.0017352+0.0065268i,-0.0019879+0.001852i,-0.00040562+0.0011243i,0.0017619+0.0023533i,0.0035587+0.0017374i,0.0037581+0.0017534i,0.0028704+0.0015281i,0.0027217+0.00028886i,0.0022181+1.8639e-05i,0.00087471+0.0011795i,-0.00051902+0.0028671i,-0.0014207+0.0039158i,-0.0010957+0.0032802i,-0.00012371+0.0020374i
