0.0022586+0.00063179i,0.0028156-0.00080118i,0.0015656-0.0017763i,0.0012174-0.00068578i,0.0003628+0.00051098i,-0.0013648+0.00024389i,-0.0015466-0.00014175i,-0.00040298+0.00019335i,0.0010151-6.9812e-06i,0.0012572-0.00071684i,0.0008676-0.0012162i,0.00014252-0.0011497i,-0.00079746-0.00029318i,-0.00046681+7.0848e-05i,-0.00021039+0.00055369i,-0.00041668+0.00084423i,-0.00051675-0.0003569i,0.0001767-0.0010833i,0.0010181-0.00017007i,0.00025987+0.00094328i,0.00010207+0.0011356i,0.00032903+0.00077719i,0.00017469+0.00061449i
-0.00018053+3.495e-05i,0.00037276+0.00040201i,0.00069612+0.00027334i,-0.00014544+0.00058623i,-0.00024632+0.00069369i,-8.1228e-05-0.00019548i,0.0001351-0.0010409i,0.00028858-0.00044402i,0.00052053-0.00011271i,0.0010459-0.00042341i,0.00081694-0.00045047i,0.00010394-0.0005669i,-0.00042687-0.00032556i,-0.00053817+0.00053039i,-0.0006324+0.00078134i,-0.0012291+0.00050258i,-0.0012221+0.0004378i,-0.00073746+3.9413e-05i,-0.00039693-0.00030573i,-0.00060957-0.00012368i,-0.0006606+0.00018927i,-0.00018694+0.00034914i,-0.0003749-0.00049694i
0.00036354-0.00047865i,0.00050116-0.0011698i,0.00095562-0.0013409i,0.00082165-0.00057493i,-0.00060486+6.962e-05i,-0.00062174-0.00021387i,9.8244e-05-0.00064556i,-0.00029842-0.00074611i,0.00020379-0.00096475i,0.00072328-0.0010448i,0.00035533-0.00075332i,-0.00010661-0.00050838i,0.00011607+2.7729e-05i,0.00048231+0.00069975i,0.00080583+0.00037004i,0.0012398+7.0378e-05i,0.0011558+0.00079976i,-5.3913e-05+0.0010082i,-0.00080925+0.00015729i,-0.00050128-0.00049722i,0.00020253-0.00010898i,-7.9896e-05+0.00015757i,-0.00062721+0.00029049i
0.00027401-0.00054779i,0.00019793+0.00046027i,0.00031363+0.0007424i,0.0011629+0.0004678i,0.0016659-0.00029279i,0.00053469-0.00063523i,2.5577e-06-0.00043713i,-0.00011419-0.00029157i,0.00023471-0.00022949i,0.00086342-0.00012928i,0.00091274-5.2102e-05i,0.00026827-0.00021159i,-0.00013843+0.00020057i,8.0369e-05+0.0001767i,4.0198e-05-0.0005458i,7.9686e-05-0.00046576i,0.00052158+2.5096e-05i,0.00047921-6.7269e-05i,0.00015179-0.00056797i,-0.00036373-0.00047991i,-0.00068679-0.00052662i,0.00039695-0.00038858i,0.00084279+0.00016534i
0.0015687-0.0022824i,0.000467-0.0013929i,-0.00051552+0.00024914i,-0.00094671+0.00076573i,-0.00018501+0.00067514i,0.00059235-0.00054329i,0.00084235-0.0014644i,0.001092-0.000831i,0.00094679+0.00012043i,0.00052887+0.00066142i,0.00044821+0.00012328i,0.00072605-8.0618e-05i,0.00091785-0.00040191i,0.00031727-0.0010342i,-3.781e-06-0.00096768i,0.00080482-0.00079922i,0.0011769-0.00026925i,6.9537e-05+6.5698e-05i,-0.00036924-0.00034944i,0.00019182-0.0004951i,0.00047769-0.0010274i,3.3267e-05-0.00014555i,-0.00088539+0.00092634i
0.0010377+0.00055161i,-0.00030658+0.00020271i,-0.001224-0.00031079i,-0.00085313+0.00079513i,-0.0003019+0.00098058i,-0.00010261-0.00022201i,0.00070622-0.00077135i,0.00085125-0.0010772i,0.00015106-0.0010338i,-0.000247-0.0003311i,-0.0003236-0.00015669i,6.6166e-05-0.00011912i,-0.00017042-0.0004317i,-0.00090604-0.00049777i,-0.00096787-0.00018624i,-0.00018792+0.00017809i,-0.00019003+0.00067793i,-0.00085064+0.00061955i,-0.00039986+0.00058938i,0.00020682+0.00096205i,-0.00016461+0.00051512i,-0.00063014-0.00021477i,-0.00049101-0.00016702i
-0.0012124-0.001861i,0.00045327-5.9919e-05i,0.00035368+0.00096046i,-0.0002373+0.0011154i,6.4109e-05+0.0007257i,0.00036693-2.3065e-05i,-0.00044401-6.1174e-05i,-0.0014996+5.8791e-05i,-0.00070435+7.8203e-05i,0.00055799-0.00014265i,0.00069058-0.00069672i,0.00022236-0.00053202i,-3.0444e-05+0.00011017i,-0.00026514+0.00076629i,-0.00052491+0.00055756i,7.3756e-06-0.0003586i,0.00058902-0.0011852i,0.00050737-0.00098588i,3.703e-05-0.00055396i,-0.0003978-0.00017388i,-0.00066291+0.00018038i,-0.00062949-6.1101e-05i,0.00012664-0.00066145i
0.0017507+0.001839i,0.0018755+0.0013343i,0.0012892+0.0017309i,0.00046058+0.0020145i,0.00049871+0.0012338i,0.0007011-0.00048908i,0.00087794-0.00053835i,0.00074822-9.9667e-05i,0.00092832-0.00014672i,0.00092237-0.00017565i,0.0001563-0.00012356i,1.458e-05-0.00021297i,0.00064859-0.00014413i,0.00060326-4.5349e-05i,0.0001125-0.00022659i,0.00058281-0.00028002i,0.00057397-0.00023408i,-0.00011647-0.00017944i,-0.00059855-0.00010271i,-0.0006772+0.00014017i,-0.00028213-8.2366e-05i,-0.00011944-0.0004545i,-0.0004738+0.00014664i
0.0019211-0.00070632i,0.0012391-0.0012948i,0.0011206-0.00029709i,0.00082452+0.00052403i,9.9057e-05+0.00033327i,0.00010278-0.00081332i,-0.00022574-0.0014952i,-0.00045227-0.00050666i,0.00017309+0.00096918i,0.00069077+0.00062487i,0.00026489-0.00077941i,-1.2238e-05-0.00099902i,0.00032185-0.00012982i,0.00061091-3.9314e-05i,0.00059647-0.00036538i,-0.00012608-0.00028339i,-0.00044502+4.1154e-05i,-7.4312e-05+0.00099087i,-0.00031418+0.0013577i,-0.00091868+0.00098643i,-0.00097579+0.00031742i,-0.00061189-0.00029446i,-0.00072757-0.00011096i
0.001479-0.0023357i,8.2814e-05-0.00093988i,-0.00085272+0.00022529i,-0.00093278-0.00017735i,-0.00077129-0.00068041i,-0.00063916-0.001078i,-0.00067328-0.0014615i,-0.00064117-0.0014587i,0.00011625-0.00062806i,0.00076722-0.00059147i,0.00070692-0.00061774i,7.5849e-05-0.00056855i,8.3211e-06-1.8879e-05i,-0.00010066+0.00063781i,0.00025168+0.0011325i,8.7857e-05+0.0010498i,-0.00082785+0.00024465i,-0.00090388-0.00060312i,-0.00064271-0.00039211i,-0.00014707+0.00027583i,-0.00048965-0.00018089i,-0.00078549-0.00030853i,-0.00033924+4.0223e-05i
0.0004906+0.00018519i,0.0005851-0.00055668i,0.00052086+0.001107i,0.00053487+0.0022737i,0.0012958+0.0015796i,0.0019435+0.0002024i,0.0010774-0.00045051i,-0.00024882-0.00039027i,-0.00010883+0.00010592i,0.00056481+0.00062297i,0.0007954-2.8234e-05i,0.00085809-0.00036931i,0.00075513-0.00023766i,0.00074596+3.9081e-05i,0.00032945-0.00026629i,-0.00057339+0.00012496i,-0.0010813+0.00089052i,0.00010339+0.00083237i,0.00082559+0.00026561i,3.6322e-05+0.00027475i,-0.00056056+0.00041196i,0.00029631+0.00049232i,0.001085+0.00082202i
-0.001129-0.0013099i,-0.00041334+0.00026943i,0.00060765+0.0017487i,0.00056592+0.0013377i,0.00057546+0.00028656i,0.00062814-0.00054292i,-0.00046741-0.001037i,-0.00092275-0.00080025i,-0.00019129-6.7721e-05i,-0.0002419+0.00012107i,-0.00023607-0.00032803i,-0.00016662-0.00074978i,-0.00031383-0.00067664i,-0.00054455+9.3775e-05i,5.5895e-05+0.00027664i,0.00033088-0.0007018i,6.6778e-05-0.00074373i,4.9299e-05+0.0001049i,-0.00078902-0.00016003i,-0.00073154-7.191e-06i,-0.00012993+0.00078008i,-0.00021476+0.0005745i,-0.00014191+0.00011288i
0.0025977+0.00050388i,0.0017198+0.00039737i,0.00070515+0.00070208i,3.5924e-05+0.00096935i,0.00049209+0.00067364i,0.0012272-0.00054597i,0.00095884-0.0011128i,-6.1157e-05-0.00012502i,-0.00024833+0.00029325i,0.0007619-0.00029465i,0.0006376-0.0011926i,0.00016386-0.0012269i,-0.00030491-0.00086687i,-9.1059e-05-0.00021457i,0.0008068+0.00044237i,0.00068205+6.8821e-05i,-9.1766e-05-0.00013824i,-1.1216e-06+5.9167e-05i,0.0010791+8.9468e-05i,0.00072661-0.00050133i,-0.00014248-0.00050196i,-0.00041939-0.00030509i,-0.0010729-0.00023843i
0.0014447-0.0020445i,0.0010381-0.0011525i,0.00073174-0.00098988i,0.00055481-0.00046719i,7.7566e-05-0.00013053i,-1.2042e-05-6.2517e-05i,0.00067551+0.00016654i,0.0010399-1.7624e-05i,0.00090509+0.00034188i,0.00048066+0.00038732i,0.00036433-0.00070369i,0.00011569-0.0010966i,0.0005003-0.00041498i,0.00072233-0.00039707i,0.0006319-0.00079136i,0.00042577-0.00069316i,0.00034857-0.00039366i,-0.00031763-0.00037424i,-0.0013968-0.00036374i,-0.00084239+0.00011059i,0.00041717-0.00052026i,0.00089061-0.0010739i,0.00019168-0.00015134i
0.00029509+0.0017269i,-0.00022157+0.001016i,-0.00034376+0.00021939i,0.00022485-0.00021088i,0.00024874-0.00021158i,0.00012691-0.00031067i,0.00018648-0.0015792i,0.00028731-0.0011781i,0.00032451+0.00066156i,0.00076182+0.00095193i,0.0010577-0.00032369i,0.00069219-0.00046092i,0.00069454-9.717e-05i,0.00016199-0.00023576i,-1.9058e-05-0.00017266i,-0.00013198+0.00012931i,-4.8816e-05-0.00017646i,-0.00036237-0.00039502i,-0.00072798+0.00060804i,-0.00024665+0.001154i,-0.00020582+0.00070054i,-0.00042632+0.00022977i,-0.00022334-0.00032374i
0.00041141-0.0025888i,2.5785e-05-0.0013974i,-0.00028279-0.0012642i,3.2897e-05-0.00021391i,-0.00028679+0.00042944i,0.00014563-7.2615e-05i,0.0011516-0.00049233i,0.00062969+0.00028341i,7.0385e-05+0.00041733i,3.4571e-05-5.5337e-05i,-0.00037143-0.00035023i,-0.00053341-0.0010281i,-0.00055392-0.00089831i,-0.00013356-4.9891e-05i,0.00042053-0.00031924i,5.6304e-05-0.00067429i,-0.00075127-0.00063693i,-0.00046881-0.00052732i,7.4005e-05-0.00013324i,8.9149e-05-0.00018169i,0.00031099-4.4023e-05i,0.00025992-2.6045e-05i,-9.2438e-05+0.00051734i
0.0012415-0.0014888i,-7.8733e-05-0.0010153i,-0.0015103-0.00089413i,-0.0024499+0.00013129i,-0.0018183+5.1546e-06i,-0.00032195-0.00055388i,0.0007293+0.00022811i,0.00023996+0.00054542i,-0.00020877+0.00025367i,8.905e-05+8.4214e-05i,0.0002351-0.00015927i,0.00016208-0.0010292i,0.00024028-0.00065715i,0.00041292-0.0001461i,0.00066168+0.00018488i,0.0010099+0.00050671i,0.00096603+9.99e-05i,0.00027862+4.7967e-05i,-0.00054022+0.00055414i,-0.0010024-1.5305e-05i,-0.0010095-0.00073627i,-0.00035077-0.0004474i,0.00018089+5.0777e-05i
0.0011865-0.00080073i,0.00042259-0.0010849i,0.0001882-0.00097445i,0.00026461-0.00061351i,0.00026682-0.00094765i,0.00064668-0.0012549i,0.00064575-0.0012323i,0.00018318-0.0005468i,0.000539+0.00018912i,0.0005081-0.00035959i,0.00050945-0.00094496i,0.00025341-0.00015094i,-0.00066967+0.00023875i,-0.00061924-2.8391e-05i,-0.0006906+0.00019574i,-0.00073911+0.00062679i,-0.00055512+0.0007176i,-0.00038709+0.00030458i,-1.6404e-05-0.00034814i,-0.00014971-0.00046316i,-0.0010808-0.00031676i,-0.0013082-0.00014466i,-0.00095144+0.00059601i
-0.00027073-0.00074783i,-0.00085815-0.0011968i,-0.00079015-0.00017072i,0.0004602+0.00059382i,0.0016142+0.00051718i,0.0018218-0.0003084i,0.00065567-0.00033073i,6.0405e-05-0.00096466i,0.00031431-0.0009129i,0.00071917+0.00021081i,0.0011762+0.00063242i,0.0012319+0.00063618i,0.000727-6.7501e-05i,0.00057137-0.00064528i,0.00028058-0.00032465i,-0.00019011-7.4606e-05i,-0.00014019+0.00021361i,-4.3764e-05+0.00013777i,-0.00019803-0.00033474i,-0.00031463-0.00021421i,-0.00075717+0.00027799i,-0.00091508+0.00087957i,-0.00061519+0.0012679i
0.00020548-0.0007414i,0.00057636+0.00016447i,0.00064719+0.0001161i,0.00073641-0.00063849i,0.00041132-0.0015283i,-4.9069e-05-0.0016437i,-0.00042686-0.0017514i,-0.00087954-0.0011826i,-0.00030157-0.00050353i,0.00035066-0.00056169i,0.00016232-0.00084229i,0.00041309-0.00045595i,0.0011614+0.00030618i,7.3054e-05+0.00035112i,-0.0009507-0.0001501i,-0.00021257-0.00031496i,0.00035803-0.00021707i,7.5056e-05-0.00045079i,2.5612e-05-5.2251e-05i,0.00028852+0.00023143i,6.9573e-05-0.00043711i,-0.00013822-0.00049913i,-7.3532e-05+0.00068619i
-0.0013976-0.0002492i,-0.00098661+0.00060016i,-0.0006366+0.0017516i,0.00044983+0.0026397i,0.0014329+0.0021994i,0.0011947+0.00041358i,0.00040799-0.00068779i,5.3279e-05-4.1011e-05i,0.00049241+0.00044829i,0.0015994+0.00045085i,0.0017277+0.00028017i,0.00074438-0.00026936i,1.084e-05-0.00041982i,0.00032343-0.00073467i,0.00078787-0.000451i,0.00048428-3.8126e-05i,-0.00039475-0.00010769i,-0.00052626-0.00015618i,-0.000285-0.00040441i,-9.5652e-05-0.00056312i,0.00015536-0.00050192i,-0.00018109-0.00012377i,-0.00049426+0.00038832i
0.0030294-0.00045467i,0.0020384+0.00054232i,0.0010742-0.0003991i,0.00073524-0.00093484i,-0.00031781-9.6264e-05i,-0.00082711-0.00066842i,0.00012778-0.0009893i,0.00034132+6.7541e-05i,0.00050095+0.00083179i,0.00047904-8.5329e-05i,1.5676e-05-0.0009452i,0.0002733-0.00068863i,0.00039326-0.00019131i,0.00024229+0.000404i,0.00010857+0.00080814i,-0.00033557+0.00043019i,5.4714e-05+0.00018302i,0.00046669+0.00021893i,-6.1971e-05+0.00017278i,0.0002302-0.0001502i,0.00078126-4.0504e-05i,-0.00059099+0.00071222i,-0.0016332+0.00061703i
0.0011872+0.0011372i,0.0019552+0.00084074i,0.0019739+0.00072543i,0.0011021+0.00082132i,-0.00012813-9.58e-05i,-0.00022802-0.0020089i,0.000369-0.0017606i,0.00016267-0.00061279i,6.1026e-05+2.6863e-05i,0.00071083+9.7336e-05i,0.00099651-0.00045732i,0.00090854-0.00073746i,0.00055217-9.9294e-05i,0.00037849-2.2951e-05i,0.0007271-0.00010421i,0.00063492+0.00041995i,0.00017174+0.00045086i,-0.00035526+0.00036182i,-0.00078594+0.00026128i,-0.00050574+0.00020965i,-0.00060965+0.0001702i,-0.00063296-0.00027327i,-0.00081826-0.0004682i
0.0006761-0.00043426i,0.0025317-0.00052342i,0.0020557+0.00050936i,0.00067275+0.00082218i,0.0007831-0.00058665i,0.00088019-0.000815i,0.00017355+0.00012611i,-0.00022825+0.00062392i,9.8596e-05+0.00034927i,0.00090697-0.00015187i,0.00054906-0.00069636i,-0.00011057-0.0001214i,0.00044961+0.00048428i,0.00079494+0.00051267i,-0.0003355+0.00026657i,-0.00042054-2.4779e-05i,0.00045743-0.00015887i,0.00083829-0.00039546i,0.00060243+7.117e-07i,0.00022004+0.00041441i,0.001011-0.00021169i,0.0007154-0.00082168i,-0.00038899-0.00086139i
-0.0018361+0.0015396i,-0.001554+0.003019i,-0.00087341+0.0038524i,0.0010141+0.0033i,0.002287+0.0022559i,0.0028873+0.0007353i,0.0014191-2.6754e-05i,-0.00035304-0.00043026i,-0.00062425-0.00030076i,-0.00039401+0.00028688i,-0.00024515+0.00025667i,-0.00017351-0.00014811i,-0.00023485-0.00029202i,-0.00026938-0.00037524i,-0.0003729+1.4426e-05i,-0.00067936+0.00024526i,-0.00071152+0.00078308i,-0.0010307+0.00056477i,-0.001434+0.0001624i,-0.00097731+0.00013551i,-0.00019764+0.00016879i,-0.00028639-2.6008e-05i,-0.00014629+0.00040294i
-0.0017535+0.0010787i,-0.001426+0.0002836i,-0.0013141+0.00040384i,0.00021048+0.00043958i,0.001827+0.00038504i,0.0019971+0.00018673i,0.0011784-0.00068964i,0.00013754-0.00078443i,-5.4095e-05-0.00052038i,0.00068123-0.0010197i,0.00084906-0.0014558i,-8.9554e-05-0.00075275i,-0.00093408+3.613e-05i,-0.0009813+0.00015597i,-0.00029631+0.0004897i,0.00014248+0.00066411i,0.00030041+0.00019786i,0.00013729-0.00013691i,-0.00027744-0.000263i,-0.00065202-2.0477e-06i,-0.0011637+0.00042357i,-0.0011078+0.00058686i,-0.0005496+0.0005815i
-0.0016762-0.0005123i,-0.0011025+0.00085155i,-0.00056873+0.0012448i,8.6432e-05+0.0011078i,0.0008536+0.0015409i,0.0015223+0.0010129i,0.0019816-0.00034305i,0.00062643-0.00095107i,-0.00024021-0.00033995i,0.0010803+5.8337e-05i,0.001895-0.00091456i,0.0011034-0.00080698i,0.00020325-0.00021385i,0.0001829-0.00066504i,-0.00031457-0.0004051i,-0.00076005-0.00018929i,-0.00088716-0.00075356i,-0.00022578-0.00053456i,0.00023086-0.00026517i,0.00044692-0.00057674i,0.00068402-0.00020017i,0.0011045+0.00011827i,0.00082369-4.4085e-05i
0.00079227+0.0026465i,0.0012052+0.0010878i,0.0016799+0.00051902i,0.0020255+8.9047e-05i,0.0022276-8.2204e-06i,0.0018283-0.00067259i,0.0011249-0.0014021i,-0.00019297-3.5394e-06i,-0.00028405+0.0015019i,0.0004368+0.00089121i,0.00068162-0.00020025i,0.00073403-0.00023997i,4.0693e-05-0.00019416i,-0.00011433-0.00026268i,-0.00047657-6.9612e-05i,-0.00059014+6.863e-05i,-0.00054887+4.8776e-05i,0.00022938+0.00034767i,0.00061796+0.00068787i,-0.00013446+0.00042159i,-0.00018061-0.00022932i,0.00065442-7.3844e-05i,0.00074459+0.00025332i
0.001554-0.00040227i,0.001045-0.00084403i,0.00062334+0.00034585i,0.00022055+0.0010662i,0.00027529+0.00078683i,0.00092423+0.00015864i,0.00061846-0.00017396i,-0.00070872-9.3648e-05i,-0.00097186+0.00059099i,0.00026507+0.00057631i,0.00096829+5.7247e-05i,0.00081512-0.00032655i,0.00023974-0.00067044i,-0.00013394-0.00018741i,0.00015653-8.3309e-05i,0.00043584-0.00065105i,0.00024535-0.00058294i,-0.00056631-0.00029035i,-0.00060315-0.00055735i,-0.00018801-0.00024356i,7.4836e-05-0.00021545i,0.0005754-0.00085586i,0.00026499-0.00034481i
-0.00085036+0.0014025i,9.3212e-05+0.0015119i,-0.00023443+0.00093346i,-0.00071961+0.001004i,-0.00019611+0.00070868i,0.00086517-0.00014238i,0.00085359-0.0005508i,4.9387e-05-3.9396e-05i,-0.00013713+0.0010038i,0.00054769+0.0011956i,0.00097635+0.00038864i,0.0014544-0.00048721i,0.00057092-0.00033854i,-0.00083598+9.2002e-05i,-0.00045236-0.00036959i,-6.4199e-05-8.6272e-05i,-0.00050821+0.00069839i,-0.0011425+0.00012657i,-0.0013981-0.0007249i,-0.00075513-0.00051215i,-0.00042475+0.00034799i,-0.00052923+0.000494i,-0.0002763+0.00045884i
-0.0023212-0.00080959i,-0.0016146+2.9533e-05i,-0.0013159+0.0010557i,-0.0014499+0.0023597i,-0.00096157+0.0022948i,0.00031195+0.000947i,0.00034575-0.00015092i,0.00021279-0.00012512i,0.00020881-6.2172e-06i,0.0001234+1.6359e-05i,-0.00039044+0.0010419i,-0.00075071+0.00094251i,-2.2191e-05+0.00048505i,5.1525e-05+0.0008457i,-0.00019965+0.00023729i,-2.8573e-05+0.00019776i,-0.00021122+5.3404e-05i,-0.00013434+0.00028343i,0.00016833+0.00063811i,-0.00060601-0.00060604i,-0.0012141-0.00082945i,-0.0015723-0.00060352i,-0.0012287-0.0001348i
-0.001212-0.0021646i,-0.0022323+7.0718e-05i,-0.0021644+0.0018133i,-0.00028398+0.0026189i,0.00096876+0.0024774i,0.0011844+0.0013032i,0.00099378+0.00017729i,0.00015028-0.00069622i,-0.00037313-0.00073744i,0.00055022-0.00040567i,0.00072536-0.00012607i,0.00016384-0.00038969i,0.00097882-0.00064851i,0.0011831+1.6037e-05i,0.00062707+0.00019521i,0.00036453-0.00013841i,0.00013036+0.00048906i,0.00027383+0.00099552i,0.00061389+0.0005821i,0.00052676+0.00037586i,0.00028045+1.7415e-05i,5.1338e-06-0.00024249i,-0.00038555+0.00031545i
0.00073797+0.00057276i,0.00052592-0.00041696i,0.00026986+0.0010034i,0.0001448+0.001372i,0.00067104+0.00079357i,0.00069398-0.00037705i,0.00054298-0.00084164i,0.00089182-0.00019537i,0.00095473+0.00040312i,0.0012802+0.00028045i,0.0015122-0.00045957i,0.00044671-0.00087639i,-0.00051838-9.135e-05i,-0.00053943+0.0011583i,-3.6475e-05+0.00056101i,4.2683e-05-0.00018656i,2.183e-05-0.00039358i,-0.00033266-0.00048848i,-0.00022954-0.00072424i,6.1718e-05-0.00093476i,-0.00040439-0.00058682i,-0.00073055-0.00080611i,-0.001113-0.00097138i
0.00094462+0.00074949i,0.001759+0.00080002i,0.0016462+0.00069489i,0.0010848+0.00020504i,0.00074629-0.00075668i,0.0012819-0.0008765i,0.0014335-0.0007396i,0.0010373-0.00060292i,0.00050236-0.00022556i,0.00039993-0.00036172i,0.0005712-0.00099166i,0.00033623-0.00098878i,0.00078685-0.00030562i,0.00047121-2.2893e-05i,-0.00011842-0.00043776i,-0.0002508-1.8212e-05i,-0.00025763+0.00058989i,-0.00039562-0.00010464i,-5.8011e-05-0.00061074i,-0.00021106+0.00041797i,-0.00066108+0.0012351i,-0.0005286+0.00067401i,0.00020836-0.00030928i
0.00067024-0.00050376i,0.0003718-5.1999e-05i,0.00054797-0.00015318i,0.00076234+0.00057417i,0.0013468+0.00027959i,0.0019204-0.00068222i,0.00097779-0.00036537i,-0.00052447+0.00015133i,-0.00070763+0.00086473i,0.00027143+0.00094887i,0.00059202-0.00045979i,0.00024711-0.0018065i,-1.5349e-05-0.0011696i,-0.00033088-3.1427e-05i,-0.00033222+0.0006229i,0.00017516+0.0012152i,0.00054305+0.00076085i,0.0010124+0.00022878i,0.00093712+0.00051792i,0.00031756+0.00023669i,-9.6677e-05-3.3189e-05i,-0.0007248-0.00028292i,-0.00092396-0.00037235i
-4.3634e-05-0.00092318i,-0.00029464-6.0551e-06i,-9.4778e-05+0.00035091i,5.9013e-05+9.5299e-05i,0.00017992-0.00038659i,0.0010103-0.00068027i,0.0011459-0.00031911i,1.5653e-05+0.00011372i,-3.0706e-05+3.6018e-05i,0.00044505+0.00032528i,0.00030946+6.7234e-07i,0.00013666-0.00064777i,-0.00010854-0.00041607i,-0.00028239-0.00030186i,-0.000249+0.00030717i,-0.00012201+0.00063896i,1.2438e-05+0.00035788i,-3.5744e-05+7.7395e-05i,0.00048174+5.1056e-05i,0.00024588-4.389e-05i,0.00010793-0.00043734i,0.00036219-0.00013422i,-0.00018824+0.00033079i
0.00046153+1.7654e-05i,-0.0010152-0.00038178i,-0.00055865-0.00029638i,0.0011344+0.00044757i,0.00072148+0.00014601i,0.00039184-0.00039091i,0.0004562-0.00054363i,-0.00026746-0.00030521i,0.00048409-0.0001372i,0.0016209-2.1519e-05i,0.0012782+0.0004179i,5.9225e-05+0.00058148i,-0.00045851-9.8655e-05i,-0.00039598-0.00031951i,3.7944e-05-0.00021304i,0.00022759-5.9201e-05i,0.00034667+6.8588e-05i,-0.00016642-0.00048993i,-0.00079183-0.00088414i,-0.0010352-0.00080884i,-0.0008039-0.0005822i,-3.3748e-06-0.00043337i,-0.00011458-0.0001108i
4.4e-05+0.00067134i,0.00043993+0.00033292i,0.00010986+0.00029564i,-0.00023093+0.00058032i,0.00018044+0.00017621i,0.00030184-0.0013199i,0.00021198-0.0016589i,0.00022859-0.00090274i,0.00057355-0.00061333i,0.0015994-0.00043831i,0.00095377+7.8077e-05i,-0.00023244+0.0002649i,0.00017431+0.00015373i,0.0011396+9.3084e-05i,0.00073982-3.8624e-05i,-3.97e-05+0.00022133i,-0.00052321+0.0010292i,-0.00087939+0.00080106i,-0.00068865+0.00010485i,3.2642e-05-0.00039021i,0.0001258-0.00038911i,1.809e-05+0.00012656i,0.0003931+0.0003918i
0.00056496-0.0023419i,-0.00040405-0.0023791i,-0.00062032-0.0012758i,-0.00053892+0.00065586i,-0.00021986+0.0013655i,0.00024669+0.00030068i,0.00039894-0.0011199i,0.00080341-0.0012897i,0.0006141-0.00056377i,0.00027253+6.5094e-05i,0.00013102+0.00015675i,-0.00013493-0.00068207i,-0.00040743-0.0011539i,0.00019002-0.0010338i,0.0014904-0.0006702i,0.00077556-8.1029e-05i,-0.00038821-2.5836e-05i,-0.00019298+4.3879e-05i,0.00051971+6.9019e-05i,0.00065307+6.9702e-05i,0.00028803+0.0005575i,-9.691e-05+0.00061271i,-0.00083841+0.00053248i
0.00044062+0.00044187i,-0.00056121+0.0015918i,-2.3276e-05+0.0025185i,-0.00036982+0.0016895i,-0.00012186+0.00097389i,0.00084377+0.00070897i,0.000934-0.00024518i,0.0005724-0.00030685i,3.2812e-05+0.0007546i,0.00025724+0.00079089i,0.00030566+8.0944e-05i,-0.00013239+3.1659e-05i,4.3617e-05+0.0005917i,0.00054149+0.0011169i,0.0010895+0.00026495i,0.0012008-0.0010562i,0.00044182-0.00040152i,-0.00024932+5.2008e-05i,-0.00038564-0.00077281i,-0.00050206-0.00088982i,-0.00074007-0.00027643i,-0.00049057+0.00063007i,-0.00048054+0.0013436i
0.0025149+0.0015433i,0.0011257+0.0014243i,0.00042056+0.00066125i,0.00098058+0.00016995i,0.0014407-5.4722e-06i,0.0012217-0.0010391i,6.4594e-05-0.0024681i,-0.00027884-0.0025266i,0.0008312-0.0014904i,0.0015315-0.0012326i,0.0010958-0.0007872i,0.00052026+0.00020362i,-0.00021469+0.00050064i,-0.00083529+0.00028124i,-0.00092407-8.671e-05i,-0.0013577+5.5649e-05i,-0.0014611+5.6041e-05i,-0.00071351-0.00029372i,-0.00044485-0.00048683i,-0.00077495-0.00033057i,-0.00066718+0.00017976i,-0.00046183+0.00046273i,-3.0659e-05+0.00033826i
-7.0571e-05-0.00033466i,-0.00030641-2.885e-05i,-0.00053968+0.00095497i,-0.00029141+0.00093314i,0.00040152+0.00028547i,0.00040241+0.00019731i,0.00054099-0.00036114i,0.00072974-0.0012057i,5.3359e-05-0.00080934i,-1.6507e-06-0.00040635i,0.00044435+7.428e-05i,0.00032675+0.0005225i,9.193e-05+0.00032053i,-0.00021771+0.00038117i,-0.00026611+0.00066075i,-0.0001765+0.00033014i,-8.3249e-05+0.00044185i,-9.5999e-05+0.0012669i,-0.0002356+0.0011474i,-0.00013467-0.00034828i,9.6095e-05-0.00094895i,0.00021173+0.00020701i,0.00032512+0.0011068i
0.00085515-0.001159i,-0.00055207-0.0016127i,-0.00085519-0.00032316i,-0.00063475+0.0012262i,-0.00057161+0.00080601i,0.00051719-0.0003025i,0.0013988-0.001554i,0.00066443-0.00088815i,-0.00042994+0.00063451i,0.00019776+0.00071734i,0.00079187+0.00016476i,9.4513e-05+0.00049292i,-2.9107e-05+0.00018893i,-7.9039e-05-0.00025158i,-0.00034254+3.9194e-05i,-0.00041458+0.00043245i,-0.00035276+0.00096739i,-0.00056031+0.00076406i,-0.00020877+0.0003919i,-0.00028791+0.00023945i,-0.00068625-0.00046534i,-0.00027607-0.00071707i,-4.3155e-05+0.00014487i
