-0.004515+0.0020545i,-0.0033938+0.0013601i,-0.0025264+0.0011065i,-0.00078062+0.00091235i,0.00057142+0.0014787i,0.00067613+0.0020631i,3.8602e-05+0.0020043i,0.00042448+0.0015697i,0.00089078+0.00071635i,0.00064103-4.3868e-05i,0.00041311-0.00022053i,0.0002479-0.0003933i,6.8801e-05+0.00047036i,0.00022687+0.0010992i,0.00077021+0.00050294i,0.00088786+0.00073011i,0.00016401+0.0006637i,-0.00062653-0.00022376i,-0.00045041+0.00010016i,-0.0001276+0.001121i,-0.00014196+0.00070534i,-0.00027798+0.00033182i,-0.00094981+0.00079621i
-0.029234-0.11956i,-0.012212-0.065214i,-0.0091468-0.024738i,-0.0061725-0.0056082i,-0.00097034-0.0020812i,-0.001074-0.00050641i,-0.0018449-0.00053863i,-0.0018414-0.0047557i,-0.0034193-0.0079395i,-0.0056087-0.0059326i,-0.0062683-0.0015524i,-0.0049482+0.0010402i,-0.004+0.0027675i,-0.0037279+0.0038243i,-0.0018301+0.0031208i,0.0007934+0.0017546i,0.0016724-0.00011636i,0.00079779-0.0012701i,0.00010728+0.00037815i,0.00093083+0.0019905i,0.0017056+0.001313i,0.0018864+0.00069313i,0.0012924-8.1449e-05i
-0.10577+0.069754i,-0.060599+0.034872i,-0.025274+0.016204i,-0.007966+0.0082551i,-0.0034644+0.0065293i,-0.00040731+0.0057631i,0.0007024+0.0041724i,-0.002104+0.0045979i,-0.0049847+0.0062077i,-0.0036988+0.0070043i,0.00032074+0.0058215i,0.0036361+0.0027865i,0.0048398+0.0013812i,0.0040408+0.00082118i,0.0025179-0.00067293i,0.00079566-0.0016123i,-0.00050282-0.0015136i,-0.00011526-0.00099219i,0.00099241-0.00044125i,0.0014211-0.0008412i,0.0015893-0.0011754i,0.0016176-0.0010377i,0.00072661-0.0012484i
0.10197+0.080525i,0.053697+0.047416i,0.024727+0.018892i,0.0098323+0.003325i,0.0043363+0.00096709i,0.0030351-0.00091502i,0.0021087-0.0020796i,0.0031932+0.00028935i,0.0057866+0.00054955i,0.0060568-0.0014105i,0.0034092-0.0028302i,0.0011719-0.0037667i,-0.00019183-0.0037093i,-0.0015949-0.0041217i,-0.0018736-0.0036591i,-0.0012158-0.0011082i,-0.00026602+0.001026i,0.0012999+0.0012985i,0.001054+0.00068174i,-0.00046248+0.00018238i,-0.0010404+4.9473e-05i,-0.0013027-0.00052248i,-0.0013955-0.00094058i
0.033439-0.12544i,0.020623-0.071037i,0.004905-0.033032i,-0.003849-0.011659i,-0.0036221-0.0032072i,-0.0043179-0.001921i,-0.0044911-0.0016759i,-0.0027585-0.00373i,-0.0021666-0.0058228i,-0.0030952-0.0044457i,-0.0039023-0.0015507i,-0.0036043+0.00052289i,-0.0031048+0.0020177i,-0.0030446+0.0020549i,-0.0022788+0.001102i,-0.00051935+0.00082588i,0.00052648-0.00051027i,-0.00026348-0.0021044i,-0.00079243-0.0013761i,-0.00062545+0.00073971i,4.33e-05+0.0019399i,0.001022+0.0022167i,0.0009405+0.0013951i
-0.13345+0.011499i,-0.076965+0.0070969i,-0.036728+0.0075566i,-0.011865+0.0078619i,-0.001096+0.0057864i,0.0018209+0.0050117i,0.0018448+0.0040572i,-0.0020832+0.0020824i,-0.0047534+0.0021389i,-0.0027501+0.0032509i,0.001072+0.0034074i,0.0033752+0.0026438i,0.0036544+0.0021293i,0.0037537+0.0023289i,0.0028466+0.0014885i,0.00033075-0.00046058i,-0.0023114-0.00097662i,-0.0025022+0.0010813i,-0.00042251+0.001904i,0.0017075+0.00032689i,0.0025272-0.00045797i,0.0024254-0.00095266i,0.0011564-0.0016795i
0.05798+0.1149i,0.034644+0.063653i,0.019063+0.026885i,0.0104+0.0054489i,0.0066009-0.0015338i,0.0063049-0.0028871i,0.0055385-0.0034083i,0.0046143-0.0011867i,0.0040102+0.0013551i,0.0035677+0.00013115i,0.0015153-0.0021902i,-0.00017446-0.0026603i,0.00013216-0.0024895i,0.00054826-0.0026799i,7.9241e-05-0.0019994i,-0.00063539+0.00016062i,0.00011548+0.0021581i,0.002233+0.0015394i,0.0022533-0.00032614i,0.00083959-0.0016092i,3.7449e-05-0.0019202i,-0.00042221-0.0011541i,-0.00052736+5.303e-05i
0.088407-0.095078i,0.044526-0.058405i,0.015703-0.032652i,0.0003319-0.017425i,-0.0038238-0.0082613i,-0.0048349-0.004691i,-0.0041792-0.0025734i,-0.0015968-0.0033512i,-0.00044404-0.0048318i,-0.0018367-0.0031153i,-0.0033712-0.00057897i,-0.003496+0.00053668i,-0.0030127+0.00050817i,-0.002623+0.0009147i,-0.0020447+0.0012238i,0.0001531+0.00073622i,0.0018305-0.00087968i,0.0013272-0.0029731i,-0.0002223-0.0020726i,-0.0004193-0.00072808i,-8.379e-05+0.00010888i,0.00031812+0.0009621i,0.0011084+0.00024882i
-0.11745-0.04601i,-0.07019-0.021144i,-0.036176-0.0055112i,-0.016234+0.0059119i,-0.0064847+0.010065i,-0.0025042+0.010238i,-0.00027207+0.00894i,-0.0021345+0.0052228i,-0.0038669+0.0021982i,-0.0014191+0.0020791i,0.0014923+0.0022125i,0.0023528+0.0018535i,0.0020349+0.0018185i,0.0021788+0.0021438i,0.0014461+0.0013498i,-0.00072684+4.9551e-05i,-0.0019836-0.00057752i,-0.0017511+0.00025719i,-0.001026+0.0014901i,0.00030776+0.00097471i,0.0017578+6.575e-05i,0.0020363-0.00015564i,0.00043944-0.00065475i
0.0036454+0.12567i,0.010535+0.071621i,0.011054+0.033203i,0.011435+0.012363i,0.010632+0.0033426i,0.010246-3.2641e-06i,0.0081267-0.0011183i,0.0043918+0.00025731i,0.0023035+0.00111i,0.0018102-0.0015644i,0.00083258-0.0035501i,4.6328e-05-0.0027067i,1.9268e-05-0.0022339i,0.00087223-0.002733i,0.00040893-0.0019297i,-0.00082019+0.0001552i,-0.00032229+0.0016196i,0.0015777+0.0014236i,0.0026219+0.00048399i,0.0022206+0.00075998i,0.0014012+0.0009121i,0.00029718-0.00073251i,-0.00049691-0.00055371i
0.11283-0.04921i,0.0592-0.03857i,0.026547-0.026382i,0.0066191-0.020516i,-0.0038083-0.015128i,-0.0067992-0.0099716i,-0.0065206-0.0062986i,-0.0041791-0.0041328i,-0.0028582-0.0027287i,-0.0033717-0.0010519i,-0.0032219+0.0012579i,-0.0024601+0.0027693i,-0.0021298+0.0021574i,-0.0018988+7.817e-06i,-0.0007689-0.001013i,0.0010183-0.00073383i,0.0024033-0.0011089i,0.00091342-0.0024361i,-0.0007128-0.0034518i,0.00022681-0.0032161i,0.0005296-0.0018689i,-0.00031204-0.00032613i,-0.00010004+0.0015516i
-0.081098-0.081168i,-0.058084-0.040911i,-0.036487-0.01905i,-0.024239-0.0033846i,-0.016595+0.0059335i,-0.011543+0.0086565i,-0.0078835+0.0073784i,-0.0049011+0.0031831i,-0.0026116+0.00028621i,0.0010717-0.00012839i,0.0038469+0.00026275i,0.002866+0.00045122i,0.0012374+0.0012595i,0.00026533+0.0022244i,0.00023598+0.00080675i,-0.00011212-0.00071266i,-0.0023712-0.00097956i,-0.0032502-9.0992e-05i,-0.0023028+0.0010402i,-0.0013868+0.0012645i,-0.00061277+0.0013443i,9.7214e-05+0.0010677i,0.0005375-0.00048649i
-0.043726+0.10456i,-0.012691+0.066487i,-0.0016975+0.034952i,0.0054962+0.018675i,0.010839+0.011017i,0.01283+0.0061461i,0.011851+0.0024186i,0.0068879+0.00074042i,0.0016442-0.00077633i,-0.00094518-0.0032471i,-0.0016616-0.0041608i,-0.001452-0.0025837i,-0.00048777-0.0014993i,0.00042262-0.001115i,0.0002038+0.00026305i,-0.00098753+0.0012289i,-0.00072286+0.0016173i,0.00095298+0.0025644i,0.0023466+0.0024787i,0.0023574+0.0018626i,0.00191+0.0012513i,0.00073588+3.4647e-05i,-0.00095303-0.00086645i
0.10549-0.0085307i,0.061757-0.022135i,0.03275-0.018457i,0.017832-0.017587i,0.0092614-0.01758i,0.0031218-0.015947i,-0.0013654-0.011795i,-0.0018933-0.0057646i,-0.0013787-0.0019164i,-0.0024729+0.00065041i,-0.0033328+0.002513i,-0.0022797+0.0027736i,-0.000771+0.0010473i,-0.00013714+3.9012e-05i,0.00036509-0.00043036i,0.00098477-0.00080343i,0.0015799-0.0013419i,0.0011684-0.0023682i,0.0009002-0.0027548i,0.0015321-0.0024754i,0.001227-0.0020602i,0.00019965-0.0015329i,3.1715e-05+3.1226e-07i
-0.040566-0.089046i,-0.041964-0.045878i,-0.028797-0.02175i,-0.021684-0.0083896i,-0.019456+2.9379e-06i,-0.016227+0.0044103i,-0.0094492+0.0067296i,-0.0030703+0.0048819i,0.0003848+0.0011607i,0.003163-0.00054583i,0.0043057-0.00089425i,0.0029975-0.00033638i,0.0013798+0.00068533i,0.00044306+0.00070064i,-0.000642+0.00020214i,-0.0014082-0.00077702i,-0.0023258-0.001328i,-0.0028956-0.00096866i,-0.0025312-0.0003496i,-0.0021577+0.00032423i,-0.0018769+0.00024556i,-0.00091869+0.0004852i,-8.9913e-05+0.00028898i
-0.086512+0.075917i,-0.041532+0.067553i,-0.022052+0.051564i,-0.0065181+0.039864i,0.0064778+0.036i,0.016245+0.029023i,0.015451+0.014175i,0.0069308+0.0035185i,0.0009351+1.0573e-05i,-0.0011666-0.00045154i,-0.00076842-0.001162i,-1.3603e-05-0.0031107i,3.7638e-05-0.0036896i,-1.99e-05-0.0013701i,0.00033492+0.0014006i,0.00044882+0.0019903i,0.0004523+0.0021675i,0.0005067+0.0032719i,0.00037717+0.0031919i,0.00028976+0.0028333i,0.001008+0.0024918i,0.0010907+0.0012194i,0.00027114-0.00020313i
0.091701+0.010895i,0.061043-0.019273i,0.030767-0.017995i,0.01998-0.012833i,0.016025-0.013171i,0.010188-0.012562i,0.0034053-0.008508i,-0.00011517-0.0037968i,-0.0011883-0.00028796i,-0.0025883+0.0029861i,-0.0030092+0.0045605i,-0.0029033+0.0040888i,-0.0030328+0.0022153i,-0.0026557+0.00058692i,-0.0014983-0.00038553i,0.00036717-0.0014599i,0.0014715-0.0022009i,0.0010092-0.0028257i,0.00082123-0.0027382i,0.0012038-0.0022063i,0.0014877-0.0023551i,0.00081859-0.002126i,-0.00016224-0.00090003i
-0.028505-0.073661i,-0.044311-0.039449i,-0.034629-0.017045i,-0.025666-0.0087132i,-0.022398-0.0027897i,-0.018489+0.0023217i,-0.012066+0.0048389i,-0.0052434+0.0041245i,-0.0006339+0.0023835i,0.0033146+0.0022772i,0.0061611+0.0015095i,0.0052575-6.2003e-05i,0.002289-0.0004813i,-0.00037144-0.00071064i,-0.0020855-0.0018307i,-0.0032532-0.0020277i,-0.0039746-0.0011388i,-0.0040765-0.00035939i,-0.0039737-0.00017941i,-0.0039534-0.00072187i,-0.0027992-0.00034036i,-0.00086114+0.0003663i,0.00072766+0.0010707i
-0.067176+0.059472i,-0.028708+0.062667i,-0.010074+0.046187i,-0.0065119+0.033498i,-0.0016944+0.027905i,0.0041694+0.020457i,0.005611+0.010772i,0.0027703+0.0027828i,-0.00058689-0.0015276i,-0.0022918-0.0045935i,-0.0030434-0.0056418i,-0.003671-0.0045059i,-0.0022217-0.0028534i,-0.00048658-0.001114i,2.9895e-05+0.00045238i,0.00035319+0.0025219i,0.00083625+0.00375i,0.0016542+0.0035136i,0.0011156+0.0031545i,0.00068649+0.0033557i,0.0016763+0.0021156i,0.0023928+0.00031692i,0.0015678-0.00063698i
0.08515+0.02407i,0.070191-0.012068i,0.042157-0.017091i,0.027303-0.0080566i,0.021779-0.0071555i,0.015286-0.0098607i,0.0062055-0.0081862i,0.00010562-0.0033455i,-0.0018286-0.00048663i,-0.0035585+0.00095909i,-0.0049701+0.0035735i,-0.0039361+0.0044929i,-0.0016604+0.0027434i,3.905e-05+0.0014317i,0.001513-0.0001035i,0.0028707-0.0021952i,0.0036928-0.0031679i,0.0030137-0.0035304i,0.0020019-0.0025853i,0.0026227-0.0021547i,0.0027666-0.002757i,0.0010836-0.002945i,-0.00052336-0.0016729i
-0.028166-0.084778i,-0.052218-0.055978i,-0.042909-0.02927i,-0.025114-0.019469i,-0.016713-0.014133i,-0.013193-0.0077962i,-0.010252-0.0023277i,-0.0051625-0.0003896i,-0.0010086-0.00047178i,0.0019229+0.0010695i,0.004125+0.0026625i,0.0033115+0.0020567i,0.0017871+0.0012234i,0.0012514+0.00086264i,-0.00071018-0.00089932i,-0.0030995-0.0028556i,-0.0044646-0.0024297i,-0.004455-0.001619i,-0.0032055-0.0019728i,-0.0027219-0.0020551i,-0.00358-0.00092476i,-0.0025341+0.00054847i,-0.00054888+0.0012032i
-0.063335+0.050673i,-0.033561+0.065335i,-0.0156+0.05002i,-0.013708+0.030362i,-0.010233+0.021945i,-0.0028744+0.016815i,0.0018146+0.0096994i,0.0015956+0.0023467i,0.00089008-0.0028093i,0.0015946-0.005985i,0.00059273-0.0073891i,-0.0010764-0.0053694i,-0.0011712-0.0026221i,-0.00059069-0.00085202i,-0.0004325+0.00096949i,-0.00068041+0.00393i,5.5038e-06+0.0059173i,0.00055055+0.0051896i,-8.5156e-05+0.0034065i,0.00012725+0.0032794i,0.00086801+0.0036925i,0.0022949+0.0022894i,0.0022818+0.00068767i
0.084381+0.045558i,0.084496+0.0075449i,0.056695-0.0053042i,0.034113+0.0029022i,0.027365+0.005682i,0.021762-4.873e-05i,0.012069-0.0035532i,0.0041842-0.0017158i,-2.6205e-05+0.000492i,-0.0034307+0.0011008i,-0.0048101+0.0018674i,-0.0033375+0.0020653i,-0.0018766+0.001621i,-0.001177+0.001166i,0.00038217+0.00066223i,0.0032202-8.0988e-06i,0.0047314-0.00067954i,0.0041091-0.0011898i,0.0029125-0.00081018i,0.0033316-0.00038271i,0.0036805-0.001404i,0.0020736-0.0027626i,0.00025019-0.0022987i
-0.0081429-0.099936i,-0.040979-0.079138i,-0.038175-0.049926i,-0.018899-0.031212i,-0.0086729-0.0211i,-0.0067031-0.010885i,-0.0054435-0.0022938i,-0.0015457+0.00059833i,0.0015784+0.00099473i,0.0022886+0.0027917i,0.0036493+0.0037243i,0.0035737+0.0029041i,0.0017719+0.0021166i,0.00049874+0.0016325i,-0.00064652-0.0005409i,-0.0025685-0.0034118i,-0.0036849-0.0047271i,-0.003363-0.0035144i,-0.0020634-0.0020048i,-0.0013456-0.0020286i,-0.0021428-0.0016757i,-0.0022906-7.4832e-05i,-0.0013884+0.00098717i
-0.084496+0.047798i,-0.056358+0.066224i,-0.032477+0.050916i,-0.022758+0.025674i,-0.017238+0.01485i,-0.0097184+0.012382i,-0.0041409+0.0087373i,-0.0024616+0.0028608i,-0.00056694-0.0008685i,0.0021708-0.0031541i,0.0020208-0.005166i,0.00025771-0.0034977i,-0.0006263-0.00085904i,3.485e-05-0.00023933i,-0.00055545+0.00053231i,-0.0025217+0.0025815i,-0.0026895+0.0040262i,-0.0010611+0.0037105i,-0.00042366+0.00296i,-0.00071437+0.0025722i,0.0012006+0.0024424i,0.0026743+0.0022252i,0.0019802+0.00092557i
0.072932+0.060364i,0.07882+0.025227i,0.056367+0.0098644i,0.030153+0.01338i,0.018164+0.014836i,0.012316+0.0082582i,0.0062811+0.0019358i,0.0012701+0.00080366i,-0.0018842+9.2236e-05i,-0.0045475-0.0010635i,-0.005309+0.00011594i,-0.0027776+0.0022132i,-0.00023752+0.0017755i,-0.00037607+0.00031374i,-0.00043871+0.00074731i,0.0017395+0.00095178i,0.0043608+0.00059414i,0.0050871-0.00042762i,0.0043003-0.00098283i,0.0040294-0.00056934i,0.0037081-0.0010906i,0.0020911-0.0027503i,-0.00022258-0.0028407i
0.034249-0.096059i,-0.0070175-0.086722i,-0.018151-0.059639i,-0.0066987-0.03265i,0.0010622-0.01809i,-0.0012569-0.010594i,-0.0033994-0.0039805i,-0.00029619+0.00063243i,0.0020578+0.0016476i,0.001484+0.0028977i,0.0018074+0.0040831i,0.0022585+0.0022913i,0.0016541-0.0002704i,0.0017696-0.00056524i,0.0013848-0.0011715i,-0.00093352-0.0029098i,-0.0024595-0.0042144i,-0.0019647-0.0044011i,-0.00069575-0.0028885i,-8.5904e-05-0.0016829i,-0.00084266-0.0017123i,-0.0017624-0.00048704i,-0.0019388+0.0013417i
-0.1158+0.017141i,-0.081949+0.046717i,-0.047258+0.039965i,-0.026199+0.016664i,-0.014434+0.004567i,-0.0058241+0.0030484i,-0.0012935+0.0014961i,-0.0010591-0.0024411i,-0.0014669-0.0042805i,0.00043876-0.0039235i,0.001924-0.0040169i,0.00075059-0.0027053i,-0.00048006-0.00088207i,-0.00066328-0.0011185i,-0.0019242-0.001334i,-0.0038679+6.7857e-05i,-0.0044544+0.0019633i,-0.0033008+0.0018657i,-0.0014993+0.00093203i,-0.00078536+0.001546i,-3.0504e-05+0.0028448i,0.0023766+0.0031078i,0.0037556+0.001631i
0.052574+0.079551i,0.064972+0.040963i,0.046708+0.020406i,0.020381+0.014658i,0.0070194+0.010339i,0.0036859+0.0038201i,0.00051387-0.00045979i,-0.0036373-3.6851e-05i,-0.0039089+0.0013113i,-0.0033519-0.00067355i,-0.0040533-0.0016709i,-0.0021037+0.0013813i,0.00056008+0.002932i,0.00068167+0.0016691i,0.00048145+0.001i,0.00095151+0.0021425i,0.0015893+0.0029583i,0.0022311+0.0023457i,0.0011765+0.0016631i,0.00051296+0.0015686i,0.0016358+0.00029686i,0.0020796-0.0018598i,0.00080343-0.003067i
0.072389-0.069017i,0.022929-0.070805i,0.0040666-0.050333i,0.0059285-0.023267i,0.008444-0.0080058i,0.0053395-0.0024258i,0.0023206+0.00087143i,0.0034427+0.002449i,0.0040436+0.002383i,0.002352+0.0026887i,0.0020721+0.0031259i,0.0032373+0.0018489i,0.0027904+0.00045916i,0.0016386+2.461e-06i,0.0021891-0.00041231i,0.0032055-0.001753i,0.0028796-0.0028445i,0.0012032-0.0026892i,0.0011559-0.0016804i,0.0015458-0.00086367i,6.2407e-05-0.00027473i,-0.0014735-0.00064761i,-0.0025041-0.00054368i
-0.10344-0.030134i,-0.076961+0.016546i,-0.046926+0.021732i,-0.023058+0.0079426i,-0.0077386+0.0011482i,0.0014162+0.001512i,0.0055216-0.00015942i,0.0047808-0.0052331i,0.0025218-0.0073576i,0.0025283-0.0054616i,0.0028284-0.004475i,0.00031489-0.0042712i,-0.0019284-0.0028777i,-0.0012522-0.0013016i,-0.0011309-0.0014366i,-0.0025552-0.0018354i,-0.0036318-0.0011768i,-0.0026414-0.00061923i,-0.0010398-0.00059248i,-0.0011717-0.00078323i,-0.0010818+0.00024585i,0.00037188+0.001983i,0.0016289+0.0023663i
0.0045431+0.092888i,0.034367+0.050394i,0.02991+0.025688i,0.011732+0.013278i,0.0018968+0.005018i,0.00016203-0.00074862i,-0.0021486-0.0021923i,-0.0062357+0.00045857i,-0.0064005+0.0022675i,-0.0038773+0.00041294i,-0.0030932-0.00062363i,-0.0025181+0.0017626i,-0.0020634+0.0026877i,-0.0021538+0.001417i,-0.0020926+0.00078187i,-0.0014147+0.0019353i,-0.00013264+0.0028941i,0.00043612+0.0023741i,0.00030501+0.0024849i,0.0001143+0.0021325i,0.0012071+0.00052132i,0.0027682-0.0017598i,0.0024177-0.0030952i
0.08746-0.026777i,0.032684-0.044216i,0.012304-0.03261i,0.0082194-0.013356i,0.0026606+0.00094657i,-0.0032073+0.0065782i,-0.0045102+0.0081747i,-8.0879e-05+0.0093401i,0.0039385+0.0079284i,0.0026064+0.005623i,0.001743+0.0045242i,0.0035051+0.00312i,0.0045683+0.0012757i,0.0029075+0.00014612i,0.00066962-6.3797e-05i,0.00051582-2.2962e-05i,0.0016614-0.00042114i,0.0022544-0.00054054i,0.0018008-0.00045339i,0.00098717-0.00051713i,-0.00039241-0.00090799i,-0.0020523-0.0017669i,-0.0026621-0.0011601i
-0.054278-0.06835i,-0.047749-0.010183i,-0.033071+0.0027214i,-0.016862+0.00035603i,-0.0022307+0.0036572i,0.0059196+0.0064601i,0.0071336+0.0040258i,0.0058649-0.0028267i,0.0036355-0.0074379i,0.0021123-0.0060083i,0.0010641-0.0036795i,-0.00090106-0.0030781i,-0.0018804-0.0028717i,-0.0011996-0.0029536i,-0.0003563-0.0026407i,-0.0011292-0.0026188i,-0.0014879-0.0026213i,-0.00010379-0.0023512i,0.0013083-0.0012958i,0.0010295-0.00013915i,0.00064394+0.00049015i,0.00096196+0.0023449i,0.0012617+0.00318i
-0.056603+0.06957i,-0.0010984+0.037471i,0.0085373+0.018487i,0.0030243+0.0089864i,0.0017506-0.0024051i,0.0015277-0.01032i,-0.0014861-0.010635i,-0.0074451-0.0066964i,-0.010017-0.0027611i,-0.0073306-0.0015544i,-0.0051436+0.00010528i,-0.0047778+0.0027266i,-0.0038401+0.003303i,-0.0020565+0.0020113i,-0.0015836+0.00076523i,-0.0023024+0.0012035i,-0.0029801+0.0019932i,-0.0023878+0.0017254i,-0.0012626+0.0015861i,-0.00046795+0.0012662i,0.00097839+0.00037331i,0.0031709-0.0010143i,0.0035108-0.0022699i
0.073658+0.021743i,0.022357-0.013199i,0.0059328-0.01073i,0.0037591-0.0037083i,-0.0050697+0.00068572i,-0.011603+0.0033845i,-0.010953+0.0050297i,-0.0047761+0.008503i,0.0014275+0.0090469i,0.0021601+0.006304i,0.0025835+0.0038767i,0.0045754+0.0016702i,0.0053464+0.00082443i,0.0040715+0.0011203i,0.002856+0.0013489i,0.0023144+0.0019636i,0.0018282+0.0025144i,0.0013983+0.0027477i,0.00069744+0.0026897i,0.0011033+0.0021921i,0.00057841+0.0010487i,-0.0018208-0.00052319i,-0.0027607-0.00095116i
0.0063568-0.076717i,-0.011178-0.014226i,-0.0083854-0.0018925i,-0.0058104-0.0024892i,0.0015969+0.0071935i,0.010249+0.01282i,0.012245+0.0083344i,0.011252-0.0014392i,0.0086974-0.0083301i,0.0050677-0.0073902i,0.0026451-0.0059199i,0.00021881-0.0059172i,-0.0010067-0.0050651i,7.5646e-05-0.003703i,0.0004549-0.0026846i,1.8857e-05-0.0025108i,0.00077376-0.0027321i,0.0022749-0.0023258i,0.0029791-0.0021343i,0.0023106-0.0016178i,0.001191-0.00010044i,0.00061436+0.0018523i,-7.7944e-05+0.0025527i
-0.071427+0.011583i,-0.0075699+0.0012135i,-0.0017276-0.0046257i,-0.0031642+5.4357e-06i,0.0067502-0.0047161i,0.011557-0.012955i,0.0070019-0.013236i,-0.001613-0.0099802i,-0.007166-0.0057092i,-0.0070915-0.002586i,-0.0056124-0.00057633i,-0.0057018+0.0016629i,-0.005799+0.0024968i,-0.0051943+0.0013694i,-0.0046775+0.00099562i,-0.00402+0.0015512i,-0.003564+0.0013566i,-0.0026483-0.00027288i,-0.0011886-0.0016437i,-0.00053057-0.0019625i,0.0008408-0.0022438i,0.002318-0.001804i,0.0019068-0.0013991i
0.024927+0.072012i,-0.0068512+0.01551i,-0.010975+0.0095689i,-0.0011925+0.0068465i,-0.0068128-0.00098407i,-0.016622-0.00065634i,-0.01406+0.0033651i,-0.0057931+0.0086082i,0.00067024+0.011667i,0.0033028+0.0093906i,0.0053595+0.0071443i,0.0067585+0.0062414i,0.0056997+0.0045415i,0.0038301+0.003434i,0.0026886+0.0018692i,0.0022219+0.00098166i,0.0010056+0.0018456i,-0.00023408+0.0021088i,-0.0003201+0.0018455i,-0.00056791+0.0011256i,-0.0010078+0.00034105i,-0.0014424-0.00038021i,-0.0010004-0.00071616i
0.055662-0.047423i,0.014974+0.0040578i,0.012897+0.0080224i,0.0051841-0.00067182i,-0.0013188+0.011464i,0.0037872+0.02314i,0.0080053+0.018476i,0.0096865+0.0064247i,0.010047-0.0026725i,0.0071524-0.0048975i,0.0044068-0.0059576i,0.0037477-0.0079114i,0.0025312-0.0071894i,0.00050464-0.0061084i,-0.000992-0.0048555i,-0.00073667-0.0028736i,0.0011824-0.0013462i,0.0024996-0.00017646i,0.002151+0.0010157i,0.00205+0.0019803i,0.0023405+0.0022968i,0.0014944+0.0021119i,0.00080103+0.0014326i
-0.058878-0.045568i,0.0019941-0.025502i,-0.00066016-0.023426i,-0.0094661-0.008907i,0.006838-0.0019014i,0.018175-0.008799i,0.011478-0.010355i,-0.00051105-0.0078722i,-0.0080469-0.0071563i,-0.0087432-0.0056681i,-0.0073344-0.0022566i,-0.0069281+0.0010033i,-0.0065489+0.0026816i,-0.0057351+0.0022042i,-0.0042024+0.00099937i,-0.0026275+0.00058692i,-0.0017585-0.00015183i,-0.0012894-0.00075586i,-0.0008141-0.00093438i,-0.00024811-0.0017425i,0.00042373-0.0017213i,0.0014451-0.0008849i,0.0013235+0.00050229i
-0.039976+0.074938i,-0.040677+0.011669i,-0.032369+0.01307i,-0.0096161+0.016129i,-0.0082167-0.00067391i,-0.019074-0.0097439i,-0.018435-0.0054361i,-0.010906+0.0038527i,-0.0055013+0.010052i,-0.0029939+0.0092665i,0.00010042+0.0070372i,0.0028925+0.0058355i,0.0040555+0.0051035i,0.0043149+0.0045284i,0.0041341+0.0031908i,0.0025621+0.0018028i,0.00026833+0.00049681i,-0.0010281+0.0001991i,-0.00091317+0.000251i,-0.0005837+0.00031858i,-0.0017019+0.00074842i,-0.0015533+0.00044459i,0.00015735+0.00014986i
0.085659+0.0074046i,0.024348+0.03075i,0.02358+0.021105i,0.016739-0.0025059i,-0.0016956+0.0030154i,-0.0037113+0.018432i,0.00084832+0.015552i,0.0046863+0.0052107i,0.0083336-0.0016968i,0.0077695-0.0041541i,0.0051206-0.004422i,0.0030939-0.0049057i,0.0026475-0.0051151i,0.0022-0.0051344i,0.00046275-0.0050386i,-0.00081423-0.0034553i,-0.00064333-0.0015464i,-0.00021752-3.5138e-05i,-3.0131e-05+0.00043935i,0.0012889+0.00070585i,0.0022436+0.0012548i,0.0012127+0.00093363i,0.00083168-5.6619e-05i
-0.01741-0.088315i,0.02273-0.039617i,0.0087429-0.033724i,-0.010728-0.01682i,0.0048017+3.8538e-05i,0.022249-0.0030468i,0.01784-0.0070458i,0.0042288-0.0079561i,-0.0044107-0.0096105i,-0.0060442-0.008153i,-0.0066219-0.0041415i,-0.0073984-0.0014729i,-0.0057453-0.00058854i,-0.0043894+0.00035157i,-0.0042769+0.0014793i,-0.0035331+0.0021128i,-0.0016535+0.0022352i,0.00051148+0.0013719i,0.0010213+0.00019824i,0.0015115-0.00097709i,0.0023929-0.0019162i,0.0013455-0.0013118i,-0.00041345-0.00025505i
-0.089985+0.047495i,-0.054912-0.0048911i,-0.042183+0.0081716i,-0.016627+0.0225i,-0.0034021+0.0028154i,-0.0084665-0.012614i,-0.0096681-0.010021i,-0.0072664-0.0022891i,-0.0054518+0.0043227i,-0.0032337+0.0062679i,-0.00050287+0.0054336i,0.0018462+0.0045742i,0.0021298+0.0042234i,0.0022214+0.004266i,0.0031564+0.0030029i,0.0028362+0.00018682i,0.0017094-0.0021883i,0.0005214-0.0033039i,-0.00035344-0.0021193i,-0.0011778-0.0005463i,-0.0015377-0.00021425i,-0.0011955+0.00050548i,-0.00086264+0.0014734i
0.080758+0.0666i,0.016471+0.049095i,0.022233+0.028636i,0.025031+0.0014006i,0.0010397+0.0016336i,-0.0097386+0.016289i,-0.0050048+0.015688i,0.0031282+0.0068921i,0.0093645+0.0011676i,0.008807-0.00078522i,0.0055069-0.0019586i,0.003224-0.0028616i,0.0018882-0.0020544i,0.0013873-0.0023928i,0.00022375-0.0040372i,-0.0012172-0.0033223i,-0.0020758-0.001536i,-0.0021503-0.00019729i,-0.0018835+0.00038736i,-0.00077655+0.0010716i,0.00056518+0.002211i,0.001374+0.0015569i,0.0013999+0.0002303i
