-0.003863+0.0015827i,-0.0019902+0.0024449i,-0.0018136+0.0039949i,-0.0011839+0.0032872i,-0.00041252+0.0014877i,0.00023884+0.00051495i,0.00033625+0.00047901i,0.00089409+0.00095584i,0.0015172+0.0010625i,0.0017053+0.00051916i,0.0012697-0.00011605i,0.00045771-0.00092629i,0.00040908-0.00070439i,4.6978e-05-2.7539e-06i,-0.00054271+0.00010113i,-5.0743e-05+0.0002729i,-0.00032407-7.2657e-05i,-0.00049521-0.00023774i,-0.00040394+0.00014348i,-0.00022341+0.0008353i,0.00024366+0.0011622i,0.00054396+0.00064989i,-0.00011659+0.00017719i
0.00016659+0.00048745i,-2.7869e-05-0.00025112i,-0.00039169-0.00052521i,0.00052133-0.00027495i,0.0010218-8.0375e-05i,0.00085536-0.00016675i,0.0012506-0.0009085i,0.00078471-0.00070876i,0.00025587-0.00035698i,0.00043591-4.5467e-05i,-0.00044939-9.0542e-05i,-0.0012425-0.00019569i,-0.00092006+0.00054018i,-0.00054584+0.0011029i,-0.00034938+0.00094916i,-0.00025199+0.00059247i,-0.00016828+0.00017081i,0.0002472-0.00070225i,1.9085e-08-0.00025978i,-0.0006441+0.00057388i,-0.00067755+0.00058162i,0.00011632+4.155e-05i,0.00044538-0.00088481i
-0.00055712-0.00092993i,-0.0006791-5.676e-06i,-0.00031315+0.0007938i,-0.00045375+6.4077e-05i,-0.0010175-0.00066223i,-0.00089697-0.00095377i,-0.00028214-0.0012245i,-1.2282e-05+0.00028373i,-0.00050538+0.0012275i,-0.00014707+0.0011642i,0.00076335+0.0011288i,0.00085933+0.00096526i,0.00058368+0.00083786i,0.00018595+0.00057863i,-0.00015796+0.00034367i,-1.1081e-05-1.1284e-05i,0.00024127+0.00035792i,4.6032e-05+0.00045975i,-0.00058152-0.00028529i,-0.0011173-0.0010613i,-0.00076534-0.0016373i,-0.0003432-0.00083788i,-4.9983e-05-3.3784e-06i
0.0018127+0.0017422i,0.0020292+0.00033572i,0.0021731-0.0011648i,0.00092697-0.0016922i,-0.00022255-0.0017735i,-0.00052685-0.0012977i,-0.00054313-0.00036182i,0.00025074+3.6119e-05i,0.00030268+0.00037932i,0.00051655+0.00012324i,0.00044231-0.0002535i,-0.00085811+0.00038345i,-0.0011651+0.0014131i,-0.00065097+0.001494i,2.9218e-05+0.0014588i,-4.2939e-05+0.00082642i,-0.00040361-0.00019364i,-0.00070666-0.00022673i,-0.00073453-0.00014302i,-0.00052672-0.00023954i,-0.00053334-0.0002097i,-0.00044531+0.00032927i,-0.00034825+0.00082086i
2.1289e-05+0.00042768i,-0.00014675-3.3778e-05i,-0.0004056-0.00050085i,-0.00097473-0.0010318i,-0.0011114-0.0017673i,-0.00088136-0.0020122i,-0.0012291-0.00098758i,-0.0014231-0.00032942i,-0.00075827-0.00039642i,0.00037106+0.00012468i,0.00055855+0.00065244i,-0.00020621+0.0003805i,-0.00030132+0.00026132i,-0.00053685+0.00026051i,-0.00094269+1.8576e-05i,-0.00022881-0.00021383i,0.0007807+0.00052775i,0.0008317+0.00091388i,-0.00025214+0.0005544i,-0.00084087-0.00030048i,-1.6065e-05-0.00085407i,0.00065003-0.00030812i,0.00071494+0.00047375i
-0.0010539-0.0006211i,-0.00029234+0.00034913i,0.00076561+0.00033341i,0.00097394-0.00078544i,0.00077783-0.00073773i,0.0010328-0.00039645i,0.0012335-0.00059928i,0.00070318-2.2497e-05i,0.00030789+0.0011673i,-0.00051629+0.0009368i,-0.00087272-5.1304e-06i,-0.00039581-0.00029017i,0.00019141-0.00028627i,0.00029381-7.0322e-05i,-0.00048379-0.00030595i,-0.00046756-0.00060756i,3.3751e-05-0.00041519i,-0.00015839+8.2328e-05i,0.00027611+0.0009162i,8.4675e-05+0.0011317i,-0.00058466+0.00046257i,-0.00024415+8.9874e-05i,-0.00011347+0.00053722i
0.00024153-0.00075978i,0.00087948-0.00059556i,-9.001e-05-0.00083707i,-0.00089142-0.0013955i,-0.00093332-0.0007701i,-0.00062857-5.9309e-05i,0.0003174-0.00033004i,0.00076839-0.00090186i,0.00082976-0.00046477i,0.00053654+0.00012502i,-0.0001454+0.00068655i,-0.00064113+0.00070414i,-0.00023812+0.00011568i,0.00059792+0.00023071i,0.0011007+0.00042583i,0.0008078+0.00043407i,-6.1083e-05-6.8807e-06i,-0.00062419+8.5486e-05i,-0.0010457+0.00043135i,-0.00054198-0.0001434i,0.00027625-0.00046156i,0.00011658+0.00035033i,0.00011753+0.00064485i
0.00020931+0.00073518i,-0.00094571+0.00049134i,-0.0015654+0.00027259i,-0.0012531+0.00027821i,-0.00010364-0.00030204i,0.00043687-0.001058i,0.00013206-0.0014622i,-0.00050102-0.00095237i,-0.00022668+0.00052567i,5.2978e-05+0.00088576i,-0.00056977+0.00035568i,-0.00090019-0.00034328i,-0.00036777-0.0002993i,-0.00019166+0.0002671i,-0.00068631+0.00033172i,-0.00098515+0.00021209i,-0.00074901+0.00059262i,-0.00089904+0.0016274i,-3.1645e-05+0.00095465i,0.00096112-0.00040583i,0.00098833-0.00074591i,0.00075005-0.00048739i,8.9469e-05-2.9791e-05i
0.00024206+0.00049467i,0.00078257+1.4732e-05i,0.0014602-0.00069271i,0.0014602-0.001889i,0.0011772-0.0020758i,0.00034736-0.00081202i,0.0002099+0.00017243i,0.00014819+0.00013291i,-0.00012935+0.00040236i,0.00032856+0.00010989i,0.00014145-0.00013003i,4.0534e-05-0.00018221i,6.6674e-05-2.125e-05i,0.00021439+0.00031495i,8.1957e-05-0.00024685i,-0.00067278-0.00055995i,-0.00034201-0.00035436i,0.00039548-0.0004091i,-0.00026101-0.0002339i,-0.00080958+0.00037902i,-0.00036011+0.00083052i,-3.9603e-05+0.00099006i,-0.00011363+0.00027653i
0.001357+0.0020531i,0.001326+0.0005162i,0.0012187-0.00050672i,0.0016858-0.00071817i,0.0014925-0.0017924i,0.00099677-0.0024856i,0.0010126-0.0019466i,0.00059501-0.0011936i,0.00099277-9.7052e-05i,0.0013609+0.0010218i,0.0005902+0.001536i,-0.00035885+0.00033527i,-0.00067692-0.00028079i,-0.00046884-0.00016492i,-0.00021687-0.00018472i,-0.0001867+0.00014192i,5.9267e-05+0.00020631i,0.0003012-0.00069256i,-0.00019491-0.00092976i,-0.00060431-0.00099176i,-0.00058702-0.00088933i,-0.00055742-0.000145i,5.4211e-06+0.00037759i
-0.0011711-0.00066662i,-0.00068386+7.9359e-05i,-0.0018566+0.00028295i,-0.0017213+0.00014715i,-0.00046216+0.00069195i,0.00056609+0.0015921i,0.0013757+0.001389i,0.00069117+0.00046977i,-0.00091904+0.00021765i,-0.00095107+0.00087614i,-0.00021147+0.0012313i,-0.00012618+0.00053357i,9.7594e-06-0.00048412i,0.00029678-0.00023522i,0.00010944+0.00039317i,-0.00042835+0.00032086i,-0.0005637+0.00011462i,-0.00022128+0.00064842i,-0.00034418+0.00085236i,-0.00096862+0.00034777i,-0.00035218+0.00054456i,0.0006586+0.00031477i,0.0010163-0.00058863i
-0.0015202+0.0033062i,0.00010179+0.0013275i,0.0016775+0.00060057i,0.0020662+0.00026628i,0.0019769-0.001147i,0.0016942-0.0023617i,0.00074882-0.0018852i,0.00023986-0.0012874i,4.5782e-05-0.0001749i,-7.2956e-05+0.0011998i,0.00031389+0.0014744i,0.00089021+0.0010494i,0.00073349-3.1574e-05i,0.00036572-0.00076482i,0.00010691+0.00019706i,-0.00021485+0.0004025i,-0.00061072-1.8588e-05i,-0.00092958-8.9052e-07i,-0.00024018+3.0751e-05i,-3.6706e-05+0.00027212i,-0.00090064+0.00018036i,-0.00030457-0.00020012i,0.0014641+0.00010437i
0.00019663+1.9369e-06i,0.00024118-7.4493e-05i,-0.00028872+0.0002917i,-0.00075817+0.00031015i,-0.00081198+5.5902e-05i,-0.00016709-0.00013948i,0.00047762-0.00025979i,0.00035353-0.00072978i,-4.0087e-05-0.00065934i,4.3003e-05+0.0001768i,0.00040918+0.0002897i,1.2828e-05+0.00038951i,0.00038115+0.0011619i,0.0011093+0.0014041i,0.00015981+0.00045426i,-0.00010535+0.00030658i,7.156e-05+0.00067811i,0.00013941+0.0012228i,0.00027766+0.0011407i,0.00033638+0.00035727i,0.00035489+7.6366e-05i,0.000207-4.7168e-05i,0.0003325+6.1726e-05i
0.0030084-0.00033249i,0.0032079-0.0016305i,0.0027521-0.0022377i,0.0012326-0.0027429i,0.00014098-0.0027201i,5.6659e-05-0.0020267i,0.00029478-0.0012181i,0.00026438-7.8789e-05i,6.0052e-06+0.00062259i,0.00041846-3.7506e-06i,0.0013565-8.1246e-05i,0.00047579+0.00093273i,-0.00038151+0.001188i,-0.00029981+0.0011577i,-0.00037702+0.00064272i,-0.00049776-0.00013711i,-0.0007348-0.00043431i,-0.001415-0.00039177i,-0.0015655+0.0002802i,-0.00053749+0.00013606i,0.00018867-0.00025591i,0.00031614+7.5711e-05i,5.1423e-05+0.00020878i
-0.0027145-0.0019296i,-0.0036106-0.00087549i,-0.0038535-0.00074039i,-0.003224-0.0010972i,-0.0024714-0.0014706i,-0.0014898-0.00099489i,-0.00018279-0.00036448i,4.968e-05+0.00010728i,-0.00041682+0.00020045i,0.00044277+0.00057854i,0.00083314+0.00056064i,0.00091967-2.6481e-05i,0.0013807-0.00068901i,0.0010086-0.0011668i,8.0833e-05-0.00095499i,-0.0003715+0.00040301i,-2.7175e-05+0.0010524i,-0.00036304+0.00029547i,-0.00083653+0.00015045i,-0.0006492+0.00071844i,-2.0254e-05+0.00041521i,0.00030195-0.00024625i,0.00062216-0.00064564i
0.00056672-0.0007929i,0.00042631-0.00090102i,-0.00015977-0.0013314i,-0.00085455-0.0012858i,-0.00099316-0.00019971i,-0.00044967+0.00072768i,0.00043315+0.00042066i,0.00068796-2.5614e-05i,0.00032607+0.0013939i,-0.00030789+0.0018713i,-1.5153e-05+0.00025362i,0.00019818-0.00028478i,-0.00050255-0.00026404i,-0.0012194-0.00040281i,-0.0015723-0.0001848i,-0.00099882+0.0004526i,-0.00050409+0.00043934i,-0.00026239+0.0001458i,-0.0004629+0.00093355i,-0.0010983+0.0013095i,-0.00029478+0.00077156i,0.00052538+0.00035042i,0.00031309+0.00022426i
-0.00048928+0.00032105i,-0.00057231+0.00044661i,0.00016936+3.0215e-05i,0.00033886-0.00039084i,-0.00060546-0.0015176i,-0.00086286-0.0013245i,-0.00071483-0.0010437i,-0.00046815-0.0011029i,-0.00053638-0.00013379i,-0.00011783+0.0010828i,0.00075082+0.0011744i,0.00093022+0.00010506i,0.00087301-0.00036727i,0.00076938-0.00087861i,0.00075284-0.0010009i,0.00022739-0.00019216i,-0.00048251-0.00037139i,-0.00017587-0.00068393i,-0.00012454+5.3716e-05i,-0.00098139+0.00016539i,-0.001157-7.9265e-05i,-0.00071877-0.00031303i,-0.00036562-1.0838e-05i
0.0020625-0.0002766i,0.0012374+6.5888e-05i,0.0011095-0.0017476i,0.0012937-0.0020258i,0.00039374-0.0013387i,-0.0006825-0.0010379i,-0.0010846-0.00057239i,-0.0010246-0.00080276i,-0.000977-0.00064721i,-0.00075677-0.00018435i,-0.0004431+4.0176e-05i,-0.00021055-5.1167e-05i,-5.175e-05+0.00047515i,0.00011158+0.00101i,0.00021657+0.00034189i,0.00034004-0.00029033i,0.00024568-6.5143e-05i,0.00036728-9.4021e-05i,0.00056018-0.00031236i,0.00080716-0.00064814i,0.00086613-0.00043904i,0.00083926+0.00026769i,0.0011035+0.00023689i
0.001027-0.00050087i,0.00013485-0.00080202i,-0.0011479-0.0016434i,-0.0010675-0.0020794i,-0.0012164-0.0015807i,-0.0015415-0.00067389i,-0.00055303-0.00058187i,0.00020447-0.00074936i,7.0202e-05-0.00050244i,6.7645e-05-0.00046245i,-0.00025031-8.9077e-05i,-0.00066237-0.00015183i,-0.00019213-0.00023749i,0.00048535+0.00012794i,0.0004072+0.00039272i,6.2125e-05+0.00038364i,4.0283e-05+0.00056915i,-0.00040504+0.0011191i,-0.00061147+0.0013404i,-0.00031171+0.00065873i,0.00010946-0.00020937i,-0.00028874-0.00015918i,-0.0011771+0.00018756i
-0.0013806+0.0004773i,-0.00095368+0.00098711i,-0.00039883+0.0019539i,0.00073269+0.0012362i,0.0021412-0.00032018i,0.0019275-0.0012351i,0.00083127-0.0014244i,6.2275e-05-0.0013212i,-0.0008279-0.00060999i,-0.00023308-0.0002716i,0.00069878+0.0003917i,0.0003467+0.00048494i,-0.00088803-0.00028006i,-0.0011501+0.00011896i,-0.00059099+0.00054142i,-0.0011652+1.8272e-05i,-0.0012618+0.00020105i,-0.00090042+0.00053832i,-0.001401-0.00025577i,-0.0011418-0.00080692i,-0.00030167-0.00063573i,-2.5262e-05+8.9522e-05i,0.00018241+0.00036527i
0.00096394-0.00031025i,0.0014121-0.00045689i,0.0016601-0.00066612i,0.0002721-0.0012579i,-0.00058871-0.0016835i,-0.0001886-0.00096472i,0.0011236-0.00050064i,0.0016929-0.00075859i,0.0017622-0.00030665i,0.001115+0.001204i,-8.7456e-05+0.0016855i,-0.00011734+0.00050993i,0.00037126+0.00073733i,0.00061012+0.0012932i,0.00081747+0.00058284i,0.00034728+0.00051642i,-0.00014372+0.00044439i,-0.00019078+0.00033147i,-9.4395e-06+0.00047179i,-0.001051+0.00016259i,-0.0012844-0.00026453i,-0.00042474+0.00051209i,-0.00037898+0.00035402i
-0.00095947+8.4707e-05i,-0.0013056-0.00059568i,-0.0011841-0.00072154i,-0.0012165-9.9925e-05i,-0.00081878-0.00020433i,-0.00036994-0.00032382i,-0.00033313-0.00018608i,0.00061361+2.7483e-06i,0.00090915-0.00047702i,0.00039542-0.00043968i,0.00016878-0.00029649i,9.4268e-05-0.00031589i,0.00047696-0.00021682i,0.00027394-0.00017467i,-0.00054735-0.00033181i,-0.00024456-0.00019863i,0.00022389+5.8707e-05i,-0.00029586-0.00022353i,-0.0005859-0.00053837i,-0.00032874-0.00048891i,0.00041062-0.00027865i,0.00056199+0.00060822i,0.00031895+0.00067136i
0.00087807+0.00063563i,0.00065434+0.00089318i,0.001599+0.00049731i,0.0017201-0.0015514i,0.00069357-0.0029983i,0.00030086-0.0015873i,-0.00010418-0.00071773i,-0.00012268-0.00021899i,-6.5866e-05+0.00068907i,0.00070946+0.00061557i,0.00096604+0.00056631i,-0.00030616+9.7249e-05i,-0.0011655-4.1657e-05i,-0.00065093-0.00021365i,-0.0001794-0.00049744i,-0.00015298+6.1811e-05i,0.00030633+0.00095267i,0.00039552+0.00061839i,-2.7753e-05-0.00052831i,-0.0001539-0.0012065i,-0.00017667-0.00099945i,-0.00021792+0.00043868i,-0.00023321+0.00081699i
0.0037668-0.0013684i,0.0023379-0.0028057i,0.00084051-0.0034522i,-0.00028576-0.0039573i,-0.0016542-0.0035676i,-0.0015325-0.0017101i,-0.0013467-0.00025133i,-0.00081899-0.00050256i,0.000256-5.6854e-05i,0.0010245+0.00025577i,0.00084756+0.00019432i,6.3862e-05+0.0013179i,-0.00033121+0.0019339i,0.00043646+0.0010795i,0.00046129-0.00011991i,0.00050397-0.00048246i,4.0917e-05-0.00025956i,-0.0011687-0.00086271i,-0.0012502-0.0012639i,-0.00095125-0.0012853i,-0.00050439-0.00088416i,0.00024644+0.00024686i,0.00079943+0.00087276i
-0.0017538-0.00076769i,-0.0024911+0.0012882i,-0.0023832+0.0016973i,-0.0010632+0.00053023i,-0.00026963-0.00045895i,-0.00033518-0.0005476i,-0.000249-0.00086827i,-0.00047536-0.00079013i,-0.00036796+9.6621e-05i,0.00037118+0.00078786i,0.00047603+6.4834e-05i,0.00055834-0.00095769i,0.00053689-0.00036289i,0.0011311+0.00036831i,0.0013787+0.00028735i,0.00056812+0.00013047i,-0.00041352-0.00011521i,-0.00061343-0.00035815i,-0.0003941+6.6705e-05i,-0.00035098+0.00069187i,-0.00017714+0.00069838i,-0.0002246+0.00031021i,-9.1128e-05+0.00033337i
-0.0017699+0.0020611i,-0.00059765+0.0019798i,-0.00041601+0.0011932i,-0.00021632+0.00055521i,-0.00015554+0.00083574i,0.0006658-0.00034084i,0.0013252-0.0010197i,0.0012398-0.00026872i,0.0011349+0.0010174i,0.0015949+0.00108i,0.0016133+0.00010125i,0.00046978-0.00079842i,-0.00023126-0.0012961i,-9.2392e-05-0.0012522i,-0.0002596-0.0010728i,-0.00075146-0.0002035i,-0.00064399-0.00010391i,-0.00031914-0.00044802i,-0.00021794+7.4727e-06i,-0.00027369-8.9612e-05i,0.00013567-0.00033174i,0.00053628-0.00058056i,0.00052855-0.00044132i
0.00030879+0.0007376i,0.0017591+0.00096203i,0.0016794+0.00096366i,0.0021163+0.0006213i,0.001905+0.00064507i,0.00085255-0.00061029i,-4.6149e-05-0.00074317i,-0.0003633+0.00035197i,-7.2296e-05+0.0013301i,0.00044615+0.0012189i,0.00081165+0.00061239i,0.00094032+0.00040088i,-9.0852e-05+0.00093465i,-0.0010468+0.0010645i,-0.00099499+0.00039914i,-0.00064643+0.00024231i,0.00012196+0.00022898i,3.1728e-05+0.00038594i,-0.0011963-0.00019641i,-0.0011927-0.0013696i,-0.0011006-0.0015116i,-0.0011169-0.0010128i,-0.00035392-0.00049611i
0.00094677-0.001057i,0.0006053-0.00081558i,-0.00028902-0.0014013i,-0.00042845-0.0011072i,-0.00074667-0.0012921i,-0.00063735-0.0015576i,-0.00049541-0.00054695i,-0.00021011-0.00067317i,0.00036243-0.0011429i,0.00019545-0.00051318i,0.00015511+0.00050202i,9.9481e-05+0.00071899i,-0.00032362+0.00092846i,-0.0005302+0.0014581i,-0.00062673+0.0010877i,-0.00026546-6.589e-05i,0.0007713-0.00081548i,0.00066736-0.00079949i,-0.00030759-0.00032543i,-0.00082235-0.00013431i,-0.00082104+0.00029338i,-0.00063054+0.00036186i,6.531e-05+0.00066843i
0.00076432-0.0012955i,-0.00063221-0.0013934i,-0.0013296-0.0011077i,-0.0017539-0.00030175i,-0.0011548-0.00036022i,-0.00044782-0.0008559i,-0.00023425-0.00014535i,-0.00054762+0.00051226i,-0.00063224+0.00091874i,-0.00022024+0.0013581i,0.00043962+0.0013245i,0.0013948+0.00093413i,0.0010926+0.00024614i,0.00057937+0.00017774i,0.00045987-7.9708e-05i,0.00016021-0.00053182i,8.089e-05-0.00046828i,0.00014594-0.0002743i,0.00015481-8.0885e-05i,-2.8097e-05-0.00037114i,-0.00048604-0.00044224i,-0.00015229+0.00050258i,0.00081516+0.00097634i
-0.001298+0.0008321i,-0.00019806-0.00022978i,0.00090309+0.00029585i,0.00030339+0.00030798i,0.00033587-0.00088123i,0.00098538-0.00080765i,0.00027773+0.00030238i,-0.00030508+0.00024913i,-0.00024697+2.6009e-05i,0.00058767+0.000201i,0.0012161+0.00049302i,0.00029987+0.00012019i,-0.0010116-0.00037884i,-0.0011299-0.00077043i,-0.00061272-0.0005933i,-0.0003624+0.00027241i,-0.00029119-0.00027483i,-0.0005345-0.0010281i,-0.00042018-8.7441e-05i,-0.00019048+0.00023645i,-0.00017084-0.00045601i,-0.000255-0.00016484i,3.5927e-05+0.00038404i
-0.00066126+8.5318e-05i,0.00046994+0.00047605i,0.001822+0.0010698i,0.0022577-7.5176e-06i,0.001804-0.0011585i,0.0014285-0.0015225i,0.001553-0.0014724i,0.00085652-0.001083i,0.00024758+0.00024869i,0.00049938+0.0004486i,0.0013406+0.0005138i,0.0014369+0.00039538i,0.00062689-0.00011821i,-0.00041898+8.8572e-05i,-0.00091408+6.7889e-06i,-0.00056288-8.604e-05i,0.00079883-0.0004078i,0.0015839-0.00067838i,0.00068549-0.0002878i,0.00011872+8.2351e-05i,0.00051569+0.00027618i,0.00058711-0.00022089i,0.00014569-0.00021147i
0.001407-0.001235i,0.00087171-0.0014116i,0.0006045-0.001131i,-2.0185e-05+1.6643e-05i,-0.0014142+0.00047227i,-0.002138+0.00051476i,-0.001546-0.00033962i,-9.2463e-05-0.00096255i,2.1397e-05-0.00034582i,0.00012319-6.242e-05i,0.001095-0.00041955i,0.0011808-0.00040253i,0.00031188-6.7891e-05i,-0.00024044-0.00056119i,0.00028295-0.00032593i,0.00042356+0.00043484i,8.8073e-05+0.00072903i,0.00035835+0.00026877i,0.00099802-0.00037181i,0.001265-0.0005828i,0.0001851-0.00020884i,-0.00076984-0.00016593i,-0.00057656-0.00082572i
0.001319+0.0017646i,0.0011525+0.00044699i,0.0027383+0.00016824i,0.0018966-0.0003454i,-0.00035437-0.0023335i,-0.00096465-0.0026258i,-0.00041596-0.0012316i,0.00010647-0.00011193i,0.00047623+0.00075803i,0.0010358+0.0011642i,0.0010717+0.00063672i,-0.00051441+0.00013131i,-0.0013237+0.0002986i,-0.00057432+0.00030379i,-0.00025978-0.00015067i,5.0243e-05-0.00021954i,-0.0001835-1.438e-05i,-0.00023196+0.00020263i,0.00054465-8.1876e-05i,0.0010924-0.00087387i,0.00056617-0.0011996i,-0.00035025+0.00011749i,-0.00086152+0.00092538i
0.00057062-0.0018289i,-9.1939e-05-0.0028573i,-0.0002096-0.004194i,-0.00062384-0.0032297i,-0.0014236-0.0024045i,-0.0014375-0.0013535i,-0.00069929-0.00057914i,-0.0003238-0.00069965i,-0.00021593-0.00019928i,0.00056459+0.00019586i,0.0011128+0.00022987i,0.00051246+0.00055291i,-0.0001625+0.00029807i,-0.0002723-0.00011911i,-1.2008e-06-0.00035984i,-0.00059372-6.8091e-05i,-0.0017559+0.00057851i,-0.0020106+0.00033511i,-0.0017655+0.00021798i,-0.0013559-0.00022346i,-0.00063142-0.00086274i,4.6983e-05-0.00044636i,8.0438e-05+0.00077473i
-0.00062721-0.00029051i,-0.00016456+0.001503i,-0.00046197+0.0021625i,-0.00061445+0.001345i,-8.3686e-05-0.00019683i,0.00027036-0.00026451i,-1.7005e-05-0.00014737i,-0.00015231-0.00064897i,-0.00021904-0.00069277i,0.00018178+9.0659e-06i,0.00072297+0.00064255i,0.00028314+0.00061071i,0.00015374+5.06e-05i,-0.00052787-0.00047221i,-0.00077047-0.0007664i,-0.00029235-0.0012606i,-0.00047909-0.00063476i,-7.4244e-05+0.00055962i,0.00057454+0.00031747i,0.00034508-0.00027099i,-0.00054532-0.00013352i,-0.00062234-0.00023207i,-0.00071443-3.7162e-05i
-0.00044672-0.00064955i,-0.0010523-0.00035922i,-0.00088362+0.00065661i,-0.0010134+0.00088235i,-0.00075116+0.0011839i,0.00045813+0.00039831i,0.00071558-0.00091528i,4.9381e-05-0.0015959i,0.00021432-0.00075029i,-2.5573e-05+0.00061829i,-0.00033795+0.00074539i,-0.00036755+0.00043988i,0.00023561+0.00039405i,0.00036672+0.00041442i,-0.00052804+0.0005893i,-0.00064575+0.0010229i,-0.00025087+0.00019752i,-0.00037616-0.00061102i,-0.00050216-4.4204e-05i,-0.0004163+0.00034037i,-0.00026228+0.00067649i,0.0004095+0.00071211i,0.00097158+2.5188e-05i
-0.00030085-4.1106e-05i,0.00021278+0.0004389i,0.00025997+0.00019109i,-0.00039623+0.00029013i,-0.00099828+0.00045558i,-2.2313e-05-5.1472e-05i,0.00014359-0.00013676i,-0.00046406-0.00036708i,-0.0001045-0.0003606i,9.5616e-05+0.00038321i,-0.00013103-0.00022437i,-0.0006612-0.0001752i,-0.00077442+0.00083758i,-0.00048572+0.00076524i,-0.00047754+0.00016132i,2.318e-05-0.00034913i,0.00022272+4.5466e-05i,-0.00028917+0.00030807i,-0.0010828-0.00013294i,-0.0012063-0.0001825i,-0.00016304+0.00025159i,0.00014988+0.00035292i,-0.00033033+0.0005816i
-0.0011404-0.0018139i,-0.0030157-0.00019288i,-0.0031646-0.00014491i,-0.0019975+0.00018526i,-0.0014799+0.00061632i,-0.00048628+0.00043292i,0.0010225-8.541e-05i,0.00065179+0.00021567i,-0.00055925+0.00085799i,-0.00063358+0.00053897i,0.00036355+3.9744e-05i,0.0007363-0.00021322i,0.0010729-0.00071957i,0.0016053-0.000836i,0.0011322-0.00022281i,-0.00031305-0.00030258i,-0.0011781-0.00069558i,-0.00093979-0.00033592i,-0.00049861-0.00024284i,5.1107e-05+0.00014085i,-1.5126e-05+0.00072339i,-0.00040591+0.00039684i,-0.00031533+0.00050755i
-0.0009677-0.00045786i,-0.00046796-7.215e-05i,0.00026484+4.3248e-05i,-0.0010041+0.00042261i,-0.0017031+0.00037655i,-0.00035183+0.00019337i,0.00090097-0.00023667i,0.0012086-0.00046878i,0.00091172+0.00040209i,0.00063996+0.0010629i,0.0012557+0.00059523i,0.0017348+0.00013247i,0.00087864-9.9944e-05i,0.00028554-0.00027877i,0.00044457-0.00011481i,-0.00016296+0.0003449i,-0.0011391+0.00039677i,-0.0016256+0.00017628i,-0.00075145+0.00052132i,-0.0001822+0.00087561i,-8.0115e-05+0.0010352i,0.00066452+0.00093334i,0.00087975+0.00079911i
0.0018653+0.00038512i,0.0012246-0.00069358i,9.1658e-06-0.0012606i,-0.00037665-0.002117i,0.0001774-0.0025559i,0.00033066-0.0017548i,-0.00028662-0.0013085i,-0.00011652-0.00063351i,0.00018842+6.185e-05i,0.00048255+0.00034865i,0.00051966+0.00042597i,-0.00017009+1.5241e-05i,-0.00029183-0.00024978i,0.00023418+0.00015467i,0.00010374+0.00033171i,0.00012794+0.00028329i,1.0132e-05+0.00019822i,-0.00026882-7.6784e-05i,0.00025688-0.00020774i,0.00041321-0.00046756i,8.5167e-06-3.9101e-05i,-0.00012807+0.00075553i,0.000321+0.00065854i
0.00050532+0.00033144i,0.00033126-0.00010843i,0.0016749-0.00070289i,0.0014853-0.0014454i,0.00095885-0.001253i,0.00071136-0.0012646i,0.00019391-0.00078897i,0.00038269-0.00071152i,0.00058344-7.6169e-05i,0.00074718+0.00065006i,0.00056906+0.00048285i,5.4185e-05+0.00040778i,-0.00026547-6.1665e-06i,-0.00052939-0.00041621i,-0.00027044+0.00028262i,-0.00012147+0.00071252i,0.00014138+0.00049619i,0.00019709+0.00082605i,-7.1268e-05+0.001243i,0.00015785+0.00072807i,0.00018142+2.3472e-05i,7.4228e-05+0.00068795i,7.7239e-05+0.0010995i
0.0015875+0.00055517i,0.0016935+0.00048433i,0.0012022-0.00057613i,6.0834e-05-0.0015647i,-0.00069085-0.0019432i,-0.00025296-0.0014704i,0.00022232-0.0010066i,5.234e-05-0.00040352i,-0.0002576+0.000586i,0.0001537+0.00096245i,0.00029222+0.00064468i,-0.00026166+4.9469e-05i,-0.0007803+0.00014979i,-0.00058747+0.00073758i,0.00018466+0.0014041i,3.5379e-05+0.0011828i,5.5068e-05+8.4596e-05i,0.00052814-0.00079272i,0.00022452-0.00087598i,0.00026601-0.00013135i,-4.2862e-05-1.2012e-06i,0.00022318-0.00010528i,0.00055885-0.00021827i
0.0011825-0.0010359i,4.32e-05+0.00017157i,-0.00092635+0.00023966i,-0.00078899-0.00018012i,-0.0007335-0.00033667i,-0.00053666-0.00096804i,0.00047539-0.0013394i,0.00052508-0.000496i,0.00016049+0.00097773i,-5.7431e-05+0.0019012i,-0.0003718+0.001788i,-0.00030221+0.00065926i,-0.0001192+1.4092e-05i,-0.00024612+0.0003274i,-0.0003727+0.000369i,-0.00018826+0.00017802i,-0.00031414-3.2336e-05i,-0.00085017-0.00082168i,-0.0010322-0.00085116i,-0.00052554-0.00034236i,-6.7478e-05-0.00018523i,9.218e-05+0.00040721i,8.7787e-06+0.00076694i
