-0.0016858-0.0015898i,-0.0008725-0.0014153i,-0.00076592-0.0014235i,-0.00047998-0.0016679i,-0.00081926-0.00161i,-0.0013279-0.0012021i,-0.0014618-0.00045239i,-0.0010326+0.00032624i,-0.00027907+7.6246e-05i,0.00057473+0.00039312i,0.00083025+0.00030399i,0.00078816-0.0005576i,0.00066987-0.0011213i,0.00071819-0.0015667i,0.0004996-0.0011573i,-0.00041889-0.0012406i,-0.00064506-0.0012812i,-0.00098308-0.0008607i,-0.00080556-0.00068604i,0.00012174-0.00085041i,0.0013525-0.0003265i,0.0014091+0.00050376i,0.00063959+0.00096422i
-0.0017154-0.0031513i,-0.0019908-0.0015773i,-0.0030684-0.00040449i,-0.0028343+0.00039938i,-0.0018197+0.00030798i,-0.0012765-8.652e-06i,-0.00074755-0.00062507i,-0.00071644-0.00078747i,-0.00028836-0.00056159i,-0.00032108-0.00051252i,-0.00025538+4.9341e-05i,8.9821e-05+0.0001666i,-6.0756e-05+0.00036304i,0.000135+0.00049216i,0.00014349-0.00077225i,-0.00059602-0.00096229i,-0.00088892+0.00021821i,-0.00021764+0.0012705i,0.00014541+0.00082695i,0.00072037+0.00012487i,0.0010598+0.00037998i,-0.00016114+0.00020888i,-0.00039914+9.2844e-05i
-0.0014415-0.0016273i,-0.0020821-0.00239i,-0.0016318-0.0019524i,-0.0012129-0.00094657i,-0.0020924+0.00014915i,-0.002058-0.0003165i,-0.0012627-0.0010944i,-0.0014174-0.00073242i,-0.00073238+5.9861e-05i,0.00055036+0.00048798i,0.00014249+0.00068584i,-0.00039692+0.00034842i,3.5082e-05-0.00072535i,-4.1632e-05-0.0011743i,0.00020184-0.0011903i,0.0002039-0.00034436i,-0.00019888+0.00026867i,0.00025749+0.00047526i,0.00046066+0.00038309i,0.00034194+0.00045684i,-0.0001783+0.00028845i,-0.00047131-0.00039935i,-0.00042835-0.00015924i
0.00010547-0.00020171i,-0.00016344+0.0010684i,-0.0021061+0.0012055i,-0.0021558+0.0004231i,-0.0013253+0.000648i,-0.0010377-0.00080084i,-0.00066375-0.0021737i,-0.00038256-0.0019825i,-0.00075181-0.0011165i,-0.00050258-0.00045586i,0.00095561-0.00026114i,0.0012248-0.00032984i,0.00041276-0.0010177i,0.00048512-0.0020903i,-0.00025554-0.0019572i,-0.00099599-0.0014535i,-0.00042257-0.001081i,0.00046998+6.6716e-05i,0.00054487+7.6782e-05i,0.00020825-0.00029371i,8.8659e-05-0.00011077i,-0.00041044-0.00012614i,9.5574e-05-0.00067864i
-0.00062365+0.00024458i,-0.00020446+0.0017025i,0.00018949+0.0030018i,0.00083033+0.001819i,0.0012226-0.000465i,0.00080939-0.0014509i,-0.00072755-0.0020689i,-0.0010888-0.0021608i,0.00052624-0.0010307i,0.0016541-4.6447e-05i,0.0012164-0.00041049i,-0.00015751-0.00034873i,-0.00057898+7.7174e-05i,-0.00050346-0.00028473i,-0.00012729-0.00027263i,0.00038716+0.00065846i,0.00056802+0.0010168i,0.0005593-0.00024481i,0.00070872-0.0011299i,0.00083104-0.00099636i,-0.00013307-0.00078599i,-0.0011268-0.00068779i,-0.00078748-0.00094332i
0.0016676-0.0016394i,0.00055567-0.0023608i,0.0006634-0.0031506i,0.0010331-0.003453i,0.00046408-0.0026939i,-0.0006143-0.002132i,-0.00094424-0.0022253i,-0.00010784-0.0027114i,0.0010109-0.002573i,0.00096098-0.0010845i,0.00069609+0.0004527i,0.00074915+0.0013873i,0.00010644+0.0018111i,-0.001017+0.00097285i,-0.0010249+0.0003267i,-0.00098142+0.0004962i,-0.00080524-0.00032435i,-0.00048169-0.0011389i,-0.00047818-0.00046075i,0.00032428+0.00018205i,0.00069595+6.2418e-05i,0.00082938+0.00025835i,0.00045569+0.0004512i
-0.00044345+0.00098165i,-0.0004076+0.0019484i,4.3798e-05+0.0014856i,5.4333e-05+7.8515e-05i,-0.00014824-0.00092193i,-0.00070404-0.0021521i,-0.00089147-0.0025204i,-0.00036183-0.0019174i,-7.099e-05-0.0012044i,9.317e-05-0.00057598i,0.00055085-0.0006408i,0.0010696-0.00038217i,0.00050785-0.00036781i,0.00062032-0.0014608i,0.00043649-0.0015613i,-0.00016415-0.00084492i,-0.00015425-0.00022583i,-6.1102e-05-0.00076705i,4.731e-06-0.0011449i,-0.00021472-0.00049076i,-4.9996e-05+0.00031531i,-2.0102e-05+0.00020283i,4.6675e-06-0.00049739i
0.0010239+3.6469e-05i,0.00017164-0.000135i,0.00034318-0.00022179i,0.00078049-0.00058288i,9.0636e-05-0.0012005i,-0.00030754-0.001458i,-5.3822e-05-0.0015228i,0.00051239-0.00054602i,0.00069345-0.00021729i,0.0010468-0.00050312i,0.0014837-0.0005771i,0.00088098-0.00070111i,0.0001529-0.00066275i,0.00031605-0.00035564i,0.00013846-0.00070075i,0.00010197-0.0011044i,-0.00029735-0.00081013i,-0.00094297-0.00089723i,-0.00028859-0.00098683i,0.00031769-0.00084941i,-0.00010845-0.00079397i,-0.00042961-0.00027673i,-1.8653e-05-0.0004083i
0.0012898-0.0016054i,0.0015094-0.0014473i,0.0015312-0.00029841i,0.00068376-0.0007964i,-0.00062787-0.0027235i,-0.0019887-0.0033137i,-0.0018586-0.0025265i,-0.00010514-0.0014358i,0.0010697-0.00049527i,0.0016087-0.0006785i,0.0016421-0.00049689i,0.00090818-3.2558e-05i,0.00015973-0.00015419i,5.4432e-05-0.0007072i,0.00024106-0.0010823i,-5.171e-05-0.00089394i,-0.00023768-7.1082e-05i,-0.00072721+0.00035063i,-0.0013653-0.00043079i,-0.00098447-0.00060673i,-0.00015678-4.1045e-05i,-0.00017703-0.00025358i,0.00037648-0.00066546i
-0.00082799-0.00098345i,-0.00073152-0.00035136i,-0.000317-0.0011435i,-0.00021217-0.0014876i,-0.00063881-0.0008026i,-0.0012182-0.0010551i,-0.0011277-0.0019772i,-0.00092348-0.0020583i,-8.8496e-05-0.0010443i,0.00071544+0.00027832i,0.001346+0.0008773i,0.0013813+0.0008724i,0.001041+0.00038518i,0.0005174-0.00019473i,0.00031159-0.00036089i,0.00031787-0.0003385i,5.9526e-06-0.00035474i,0.00054206-0.00084006i,0.00059121-0.00082786i,0.0002117-0.00014225i,-0.00011761+0.00012538i,-0.00078803-4.1789e-05i,-0.00094013-0.00015566i
-0.00020705-0.0012759i,-0.00087628-0.0015758i,-0.0017835-0.0023856i,-0.0020666-0.002082i,-0.0017711-0.0022608i,-0.0013258-0.0026997i,-0.0010621-0.0022518i,-0.00051783-0.0016162i,0.00025479-0.00058985i,0.00065208-0.00020772i,0.00084125+0.00032059i,0.00035388+0.00057951i,-0.0005166-0.00043711i,-0.00083897-0.00032517i,-0.00035759+0.00078447i,-5.7255e-05+0.00068216i,-9.6553e-06+0.00087036i,-0.00055556+0.00061449i,-0.00064867-0.00044731i,-0.00084001-0.00054092i,-0.0009622-1.2631e-05i,-6.0756e-05+1.4465e-05i,0.00020845-0.0004177i
9.8381e-05+0.0021162i,-0.00020546+0.0026325i,-0.00023087+0.0021269i,0.0010992+0.00042688i,0.0012338-0.00068038i,0.0001428-0.00099805i,-0.00060343-0.0012145i,-0.00085412-0.0011417i,-0.00027303-0.00056608i,0.00073462-0.00038386i,0.00088087-0.0010375i,-0.00031486-0.0010781i,-0.00093644-0.00057578i,-0.00088058-0.00036279i,-0.0012197+6.4693e-05i,-0.00085234-0.00032024i,-0.0001213-0.00067904i,0.00043219-0.00031242i,0.00056607+5.8049e-05i,-0.0002447-0.00038449i,-0.0010854-0.00076917i,-0.00093721-0.0005251i,0.00030969+1.0782e-05i
-0.00010462-0.0015088i,-0.0001148-0.0011529i,0.00077705-0.0013998i,0.00052135-0.0016262i,8.7716e-06-0.00085636i,-0.00075959-0.00062683i,-0.0014571-0.00067747i,-0.00080262-0.00037214i,-0.00032308-0.00035775i,0.00024086-0.00089237i,0.00056215-0.00084362i,0.00053045-0.00098705i,0.00047973-0.00063425i,0.00037481+7.5808e-05i,0.00094226+8.0389e-05i,0.00043495-0.00046305i,-0.00074698-0.000827i,-0.00029869-0.00062136i,0.00039538-0.00031067i,-8.7055e-05+0.00025088i,0.00041128+0.00076466i,0.000457+0.00064216i,-0.000691-0.0001886i
0.00031821+0.0012197i,0.00082779+0.00026182i,0.0015154-0.0013893i,0.00068753-0.0024339i,-0.00074364-0.0023278i,-0.0016033-0.0023075i,-0.001771-0.0021348i,-0.0011127-0.00097178i,-0.00019663+0.00030151i,0.00076614-7.5219e-05i,0.0009129-0.00085671i,0.00067869-0.00088714i,0.00079523-0.0011144i,0.0008382-0.0012242i,0.00023909-0.0011509i,-0.00091285-0.00070685i,-0.00019491+0.00025416i,0.0010587+0.0010889i,0.00093954+0.0012422i,0.00041029+0.00073944i,0.00011928-0.0001592i,0.00054087-0.00057977i,0.0012283+4.2402e-05i
-0.00068762+0.00056266i,0.00038979+0.00067655i,0.0010437+0.00031305i,0.00060416-0.0011859i,0.00023242-0.0025349i,-0.00051731-0.0024862i,-0.0017716-0.0018537i,-0.0017104-0.0013455i,-0.00048386-0.00021429i,0.00056807+0.0006033i,0.00098711-5.765e-05i,0.00053043-5.878e-05i,-0.00035088-1.8148e-05i,-0.00044827+5.2485e-05i,-0.00048831+0.00033133i,-0.00045256+0.00049521i,8.215e-05+0.00074629i,0.00080106+0.00036374i,0.00029398+0.00027174i,-0.00049332+0.0001215i,-0.0010745-0.00060456i,-0.0010874-0.00020843i,-0.0004075+0.00031757i
0.0018303-0.0014142i,0.0008046-0.0011692i,0.00057944-0.0016601i,0.00082156-0.0015865i,0.00016567-0.001968i,-0.00049517-0.0022325i,-0.0012531-0.0017321i,-0.0010335-0.0011733i,0.00036757-0.00027958i,0.0013649+0.00023092i,0.0010993-9.8327e-05i,0.000291-0.00068005i,0.00016174-0.00047665i,0.00026578-0.0005161i,9.9306e-05-0.00034379i,-0.00066927+0.00012169i,-0.00078626-2.7147e-05i,-0.00065007-0.00028949i,-0.0001169-6.7533e-05i,0.00031633+8.6258e-05i,-0.00019242-0.00014372i,-0.00042225+0.00016289i,-0.00036238-0.00038569i
-0.00080061+0.00033414i,-0.00087378-0.00057861i,-0.0010277-0.00034938i,-0.0010296+0.00045309i,-0.00042311+0.00024893i,-0.00011781-0.0013313i,-0.00063753-0.0027495i,-0.0010833-0.0016908i,-0.00037896+0.00052053i,0.00019794+0.0010597i,9.7815e-05+0.00059526i,0.00034009+0.00033i,0.00038342-0.00076673i,-0.00058664-0.0018578i,-0.00092701-0.0013677i,-0.00065383-0.00089488i,-0.00059613-0.00068764i,-0.00013425+0.00025182i,8.6433e-05+0.00010135i,0.00072493-0.00080121i,0.00097841-0.00073939i,0.00064537+0.00016152i,3.7454e-05+0.00019926i
0.00098306+0.00086506i,0.0015589+0.0012161i,0.001342+0.001176i,0.00089332+0.00044605i,-0.00039269-0.0006972i,-0.0012424-0.001768i,-0.00165-0.0020885i,-0.00094999-0.0015051i,0.00033531-0.00019475i,0.00093297+0.00029998i,0.00099719+0.00033764i,0.0011912+0.00029932i,0.0012377+0.00011311i,1.5146e-05+0.0001647i,-0.00046909+0.00021641i,5.1842e-05-0.00014811i,0.00020528-9.8596e-05i,0.00023986+0.00017759i,0.00060055+6.8954e-05i,0.00084973-2.3088e-05i,-1.3791e-05-0.00034383i,-0.00021697-0.00052909i,0.00046648-0.00089857i
-0.00222+0.0011542i,-0.0015481+0.00156i,-0.0021095+0.0023757i,-0.0016716+0.0016621i,0.00021356+0.00050599i,0.0013802-0.0013753i,0.00033402-0.0026948i,-0.0007186-0.0014642i,-0.0004874+0.00028173i,-4.6635e-05+0.00065552i,0.00061107-2.4503e-06i,0.00053947-0.0002594i,0.00063878-0.00091653i,0.00080104-0.00091604i,0.0003141-0.00041432i,5.0218e-05-0.00057415i,-0.0001457-0.00024498i,-0.00040813-4.275e-06i,-0.00028694+6.2295e-05i,3.9221e-05+0.00068612i,0.00026866+0.00011466i,0.00042485-0.0002913i,-4.4068e-05-0.00088065i
-0.00015081+0.0014689i,0.0014233+0.001469i,0.0019849+0.00069329i,0.0019079-0.00018994i,0.0015118-0.00077009i,-0.00023476-0.0014177i,-0.0014313-0.0012056i,-0.00093636-0.00062748i,2.9548e-05-0.00029292i,0.0010145+0.00018339i,0.00065402+0.00089835i,0.00013765+0.00052989i,0.00044219+0.00035089i,0.00024701-0.00013741i,-0.0001296-0.0013158i,0.00019481-0.0012066i,0.00014421-0.00027062i,-7.7851e-05-0.00016487i,-0.00032431-0.00059351i,-2.0269e-05-0.0010363i,0.00018184-0.00053569i,-0.00061096-6.3168e-05i,-0.0010349-0.0002062i
0.00088227-0.00029311i,0.00073564+0.00067299i,0.0010049+0.00024778i,0.00108-0.0014019i,0.00041947-0.0024175i,-0.0010223-0.0021036i,-0.0016542-0.0020627i,-0.0014728-0.0018063i,-0.00071692-0.00049565i,0.00078397+7.0375e-05i,0.00090953+0.00026301i,0.00038518+0.00075468i,-4.0087e-05-0.00045276i,-0.00058806-0.0020385i,-0.00023734-0.0012559i,0.00050968-0.00030898i,8.2102e-05-0.00080699i,-0.00047971-0.0011553i,-0.00072618-0.001124i,-0.00060131-0.0010912i,-0.00022788-0.00082874i,-9.6088e-05-0.00031477i,1.5499e-06-0.00025228i
0.0014003+0.00063935i,0.0011684-0.0002803i,0.0012678-0.0015647i,0.00088733-0.0022655i,0.00040957-0.001502i,-0.00010268-0.0014749i,-0.00053669-0.0017054i,-0.0007737-0.00089985i,-0.00064024-0.00065292i,0.0011194-0.00038248i,0.0019993-4.3689e-05i,0.00079295+0.00019122i,9.4444e-05-2.4531e-05i,1.1172e-05-0.00025755i,-0.00025194-0.0004193i,-0.00076009-2.5341e-05i,-0.00058432-7.3212e-05i,-0.00017509-0.00013913i,-0.00054774+0.00012683i,-0.00060001-0.00015634i,3.8886e-05-0.00014175i,0.00055082-0.00043989i,0.00045533-0.00098409i
0.0010207+0.0028562i,0.0024625+0.0022265i,0.0036956+0.0017795i,0.0034101+0.00029636i,0.0019854-0.0012746i,0.00030224-0.0021424i,-0.00074587-0.0017819i,-0.00086061-0.0004318i,0.00043365+0.00024946i,0.0021142+3.4268e-05i,0.0023057-0.00068485i,0.0020036-0.0010052i,0.0014057-0.00097943i,-0.00029402-0.00068429i,-0.00094218-0.00057638i,-0.0002827-0.00060755i,6.6553e-05-0.00027154i,-0.00028633+1.6379e-05i,-0.00034341+0.0005042i,-0.00027527+0.00050561i,-0.00028129+4.1831e-05i,-0.00030435+0.00044618i,-0.00067395+0.0010002i
-0.00024618-0.00069581i,0.00036772-0.0014782i,0.00095251-0.0016294i,0.0011902-0.0019489i,0.00085678-0.0025191i,-0.000257-0.0034259i,-0.0012098-0.0038948i,-0.00099337-0.0023005i,-0.00079273-0.00072371i,4.5092e-05+0.0001809i,0.00068532+0.0012639i,0.00028941+0.00079391i,-2.723e-05+0.00025946i,-0.00032276-0.00014078i,-0.00013031-3.7972e-05i,0.00017189+0.00026696i,-0.00014217+0.00010349i,-0.00039738-0.00044654i,-0.0007691-0.00073657i,-0.00045529-0.00017576i,0.00034517+4.906e-05i,0.0011995-0.00013514i,0.0011028-0.00018798i
-0.0006155-0.0011881i,-0.00069209-0.00089026i,-0.0010078-0.0011861i,-0.0018512-0.0017906i,-0.0020307-0.001837i,-0.0020971-0.0014856i,-0.0026012-0.0017631i,-0.0016057-0.0014641i,-0.00019119-0.0013321i,9.8283e-05-0.0015484i,0.00025415-0.00044681i,0.0010057+0.00030052i,0.0012629+3.2633e-05i,0.00016463+0.00010203i,-0.0010361-0.00047773i,-0.0010807-0.0014078i,-0.0006235-0.0013866i,-0.00040565-0.00059661i,4.7539e-05-0.00020655i,4.4197e-05-0.0004075i,-0.00033454-9.616e-05i,-0.00024046-1.862e-05i,6.8116e-06-0.00016205i
-0.00083041+0.00132i,-0.0010747+0.0014705i,-0.0010156+0.00080186i,-0.0005863+0.00096343i,-0.00010961+0.00052211i,0.00028835-0.0013781i,2.5834e-05-0.0014704i,-0.001138-0.00072426i,-0.0010836-0.00057054i,-0.00019962-0.00038689i,0.00034254+5.7731e-05i,0.00035035+0.00023353i,-1.2662e-05-0.00042927i,-0.00017337-0.0013065i,-0.00014301-0.0016515i,0.00035365-0.0010863i,0.00037263-0.00098122i,8.0542e-05-0.00067325i,3.6995e-05-0.00040767i,-0.00049905-0.00042555i,-0.00041572+0.00028102i,0.00015685+0.0012316i,-0.00027303+0.0011763i
5.1417e-05-0.0010328i,0.00033681-0.0010045i,0.00024263-0.0010374i,-0.00029685-0.0020462i,-0.00057618-0.0034732i,-0.00066953-0.0034901i,-0.00026851-0.0029244i,0.00034938-0.0023572i,0.00078145-0.00169i,0.00032404-0.0014862i,8.6099e-06-0.0009677i,0.00033821+0.00028304i,0.00048535+0.00039765i,0.00072809+3.1042e-05i,1.5327e-05-0.00060852i,-0.00069577-0.0011626i,-0.00045146-0.0012508i,-0.00015253-0.0015143i,-0.00055775-0.0014486i,0.00018421-0.001108i,0.00093216-0.00027027i,0.00044729+0.00063043i,3.7672e-05+0.00062925i
-0.00091576+0.00084523i,-0.00017671+0.00035767i,-0.00039627+0.00088527i,-0.00045502+0.00045623i,-0.0004386-0.00045453i,-0.00078242-0.0015404i,-0.00093369-0.0021885i,-0.00043722-0.0016604i,0.00024987-0.00018647i,0.00031602-0.00028039i,0.00012161-0.00071109i,0.00080705-0.00021366i,0.0011198-0.00029497i,0.0004445-0.00026487i,0.00061784-0.00026932i,0.00073385-0.00028988i,0.00048699-0.00012126i,0.0004003-0.00036484i,0.00071418-0.00012834i,0.00027844+0.00038282i,0.0001291+0.00026916i,0.00016277-0.00026048i,-0.00064392-0.00045353i
0.0024065-0.00049855i,0.001357-0.0020348i,0.00060992-0.0032901i,-0.00061895-0.0028377i,-0.0011061-0.002426i,-0.0013154-0.0018022i,-0.0013077-0.0013986i,-0.00091145-0.0013772i,2.1385e-05-0.00055308i,0.00039332+0.00028621i,0.00023684-0.00035444i,0.00068317-0.00090507i,0.001423+4.9868e-05i,0.00066648+0.00090126i,-0.0001756+0.00057769i,-0.00021979-0.00014933i,-1.9768e-05-0.00024563i,0.00018211-5.1957e-05i,5.179e-05+0.00019636i,0.00055052+2.8395e-05i,0.00067829-0.00025337i,0.00016923+0.00010757i,0.000214-4.339e-05i
-0.00016307+0.0014917i,2.7198e-05+0.0012717i,-0.00027635+0.00044897i,0.00018388-0.0010215i,0.00022599-0.0019121i,-0.00016739-0.002486i,-0.00019529-0.0024865i,-0.00025804-0.0010935i,0.00074662-9.8435e-05i,0.0015619-3.8519e-05i,0.00096668-0.00018318i,0.00032598-0.00025762i,0.00040107+0.00026251i,0.00023408+0.00011534i,3.6658e-05-0.00010944i,9.3689e-05-0.0002016i,-9.1707e-06-0.00025873i,1.9972e-05+0.00052317i,-0.00014441+0.00079466i,-0.0003963+0.00037573i,-0.00040357+0.00067056i,0.00055477+0.00033421i,0.00046359-0.00038389i
0.00067407+0.00033359i,0.0012473-0.00016119i,0.001266-0.00063165i,0.00086218-0.0019622i,0.00056148-0.0022631i,-0.00010716-0.0018536i,-0.00070012-0.0017082i,-0.00018539-0.0017856i,0.00067941-0.00096352i,0.00080808+3.6377e-05i,0.0010538+0.00027837i,0.00092793+0.00071295i,-0.00073314+0.00056311i,-0.0014759+0.00035759i,-0.00091462+0.00050133i,-0.00050045-9.7715e-05i,-0.00023638-0.00033244i,8.6113e-05-0.00013941i,0.00044291-0.00022336i,0.00051467+0.00040674i,3.9538e-05+0.00044038i,-0.00023919+0.00049165i,6.5161e-05+0.00048035i
-0.0007636+1.1962e-05i,-0.00078718+0.0001012i,-0.00026933+0.00078825i,0.00019569-0.00034964i,0.00052017-0.001528i,0.00026065-0.0018722i,-0.00060982-0.0024039i,-0.00056264-0.0015831i,-1.6945e-06-0.00064762i,0.00083675-0.00029899i,0.0017046-0.00036489i,0.0014094-0.00074552i,0.00078672-0.00040067i,0.00026839+0.00023608i,-0.00044126+0.00031159i,-0.00056918-0.00062116i,-0.00032992-0.0011667i,-0.0003551-0.00052467i,-0.0005179-0.00024855i,-0.00010044-0.00022484i,0.00059499-0.00036585i,0.0011108-0.00020087i,0.00096884+0.00075826i
0.00060008+0.00053294i,0.00039031-7.7489e-05i,0.00033027-0.00092258i,0.00028172-0.00084025i,4.0783e-05-0.00085455i,-0.00068442-0.0011465i,-0.00086946-0.0012643i,-0.00080957-0.001053i,0.00010756-0.0014987i,0.0022344-0.0014454i,0.0024254-0.00073522i,0.0008137-0.00037968i,-0.00053302-0.00068506i,-0.00078156-0.0011708i,-0.00049232-0.00019158i,0.0002392+0.00074155i,0.00090563+4.4163e-05i,0.0011895-0.00023839i,0.00045429-0.00087281i,-0.0003358-0.0014539i,-0.00020138-0.0010223i,-0.00016464-0.00062035i,-0.00049178+0.00031271i
-1.0085e-05-0.00056312i,0.00035669-0.00029046i,0.00011217-0.00075152i,-0.00030733-0.0013002i,-0.00022226-0.0018431i,-0.000195-0.0025114i,-0.00033835-0.0020232i,-0.00050265-0.0012224i,2.2254e-05-0.001169i,0.00087091-0.00063353i,0.0010368+0.00049972i,0.0003308+0.00057096i,-0.00027826-0.00064396i,-0.00037369-0.00067346i,-0.00067179-0.00033927i,-0.00061717-0.00042815i,-0.0005361-0.0003869i,-0.00011227-0.0002169i,-3.3558e-05-0.00014341i,0.00072162+0.00015512i,0.00084653+0.00024879i,-0.00071472-0.00017489i,-0.0010257-0.00046687i
-0.00073872-0.00093294i,-7.9934e-05-0.0017273i,-0.00047893-0.0014496i,-0.00053273-0.00046299i,-0.00015135+0.00012161i,-0.000109-0.00094476i,-0.00047585-0.0019734i,-0.00086965-0.0020399i,-0.00023827-0.0015863i,0.00073124-0.00054401i,0.0010585-0.00016368i,0.0002432+0.00044676i,7.7317e-05+0.00039105i,0.00093467+0.00010167i,0.00092311+7.979e-05i,3.9225e-05-0.00014128i,-0.00024162-0.00010384i,0.000406+0.00036326i,0.0004599+4.3138e-05i,0.0005803-0.00042671i,0.00066499-9.0042e-05i,0.00046321+0.00043302i,0.00021667+0.0003584i
0.0017452+0.00019901i,0.00106-0.0014764i,0.00077081-0.0025769i,0.0010166-0.0033193i,0.00014588-0.0032058i,-0.0012417-0.0028727i,-0.00092164-0.0022107i,-0.00055122-0.0014517i,0.00034366-0.0010638i,0.001161-0.00086795i,0.00030549-5.032e-05i,-0.00024991-0.00018476i,-0.00015271-0.00026749i,0.00029583+0.00051343i,0.00047574+0.00019268i,0.00018771-0.00027865i,-0.00049998-0.0005535i,-0.0010953-0.0004681i,-0.00062384+0.00039321i,-0.00021792+0.00064172i,-0.00017968-0.00015946i,-5.2301e-05-0.00048945i,0.00066289-0.00017207i
-6.6836e-05-0.00079278i,0.000702+0.00013835i,0.0012711-0.00022272i,0.0012163-0.0014785i,0.00012387-0.0020051i,-0.00083408-0.0023569i,-0.0010989-0.0021941i,-0.00036574-0.0018843i,0.0011903-0.00098838i,0.0014434-5.5591e-05i,0.0014335-0.00017329i,0.001536-0.00054641i,0.0013528-0.00065229i,0.0014203-0.00026064i,0.0013482+4.3925e-05i,0.00074583+0.00022746i,-0.00029689+5.0254e-05i,-4.1578e-05-0.00060934i,0.00042021-0.0002523i,0.00044223+0.00051732i,0.00043817+0.00064508i,0.00066996+0.00041342i,0.00059559+0.00061174i
0.00063599+0.0014835i,1.6929e-05+0.00085582i,-0.0001278+0.00021885i,-0.00030274-7.135e-05i,-0.00030567-0.0016873i,-0.00076093-0.0025268i,-0.0011354-0.0020099i,-0.00081355-0.0012047i,-0.00022735-0.00017528i,0.00064758+0.00041854i,0.0017609-7.2577e-05i,0.0011923-0.00036499i,0.00048298+0.00023521i,-0.00018584+0.00010948i,-0.00060246-0.00010255i,-0.00026195+6.5595e-05i,8.5421e-06-6.7711e-05i,0.00019272-0.0005073i,0.0002323-0.00038105i,-8.4668e-06-0.00014157i,0.00015615+0.00033774i,3.0683e-05+0.00046137i,0.0005598-0.00036545i
0.00083184+2.3625e-05i,6.206e-05-5.2084e-05i,0.00047993-0.00070372i,0.0012673-0.0012686i,0.00042833-0.0013622i,-0.00059498-0.0013726i,-0.0011314-0.0012606i,-0.00037989-0.00078715i,0.00064985-0.00052415i,0.00034046-0.00053087i,0.00079979-0.00035955i,0.0014691+4.9363e-06i,0.0010536+0.0004037i,0.00048333+0.00030653i,0.00037054-0.00052664i,-3.7747e-06-0.00095598i,-0.0007233-0.0002648i,-0.0012282+3.6003e-05i,-0.0012021+4.4778e-05i,-0.00027512+0.00017362i,-0.00042563+0.00037388i,-0.00040918+0.00074816i,0.00041973+0.00076079i
-0.0022727+0.00024377i,-0.0012989+0.00090563i,-0.00030902+0.00064407i,-3.2387e-05-0.0010223i,0.00039104-0.0021121i,0.0010346-0.0023404i,0.00084101-0.0020789i,-0.00020798-0.0015912i,-0.00013566-0.0008028i,0.00065265+0.00021998i,0.0013452+0.00016587i,0.0018183-0.00048531i,0.00095297-0.00089114i,-0.00040141-0.00083539i,-0.00074873-0.0014361i,-0.00086124-0.001434i,-0.0010587-0.00096096i,-0.0005977-0.00054679i,-0.00015658-0.00014673i,-0.00057688-0.00022809i,-0.00083587-0.00071061i,-0.00025851+0.00011667i,0.0001447+0.00026859i
-0.00053464+0.00089382i,0.00014246+0.0019844i,0.00084637+0.0023291i,0.0015711+0.00074072i,0.0016206-0.00068524i,-5.463e-05-0.0014195i,-0.0011734-0.0014422i,-0.0010329-0.00071321i,0.00012106-0.00043395i,0.0015004-0.00057164i,0.0015492-0.00015673i,0.00087104-0.00032036i,0.0003803-0.00027551i,0.00016275+0.00013803i,-0.00024982-0.00029903i,-0.00025392-0.00066479i,0.0004573-7.7811e-05i,0.0009175+1.3827e-05i,0.00053541-0.00035449i,0.00034908+0.00021184i,0.00034498+0.00065325i,-0.00017637+0.00017596i,-0.00041491+0.00018032i
-0.00040285-0.00011145i,-0.0014977-0.0008018i,-0.0018919-0.00064642i,-0.0014383-0.0011477i,-0.0014973-0.001802i,-0.00073085-0.001664i,-3.7185e-05-0.0015709i,-0.00039688-0.0016977i,0.00038044-0.0012041i,0.0011308-0.00094649i,0.00090257-0.00060771i,0.00040081-9.0506e-05i,-0.0005259-0.00034479i,-0.00025678-0.00080766i,-0.0002667-0.00059279i,-0.0003891+5.8275e-05i,-0.00012694-0.00019802i,-0.00053415-0.00048627i,-0.00056354-0.00021567i,-0.00045458+7.9897e-05i,-0.00071006+0.00033645i,-0.00052436+0.00015839i,7.313e-05-0.00071709i
-4.2308e-05-0.00061752i,-0.00011705-0.00019681i,-0.00055065+0.00072543i,-0.00073891+0.00079108i,-0.00046264-0.0004747i,8.5688e-05-0.0017268i,0.00035571-0.001978i,1.4537e-05-0.0018946i,0.00014878-0.0015416i,0.00044541-0.0012939i,0.0007208-0.00093626i,0.00045748-0.00036801i,0.00048094+0.0004076i,0.0011519+0.00070044i,0.00045941+0.0005421i,-0.00080273-0.00014317i,-0.00081791+0.00012963i,-0.00038535+0.00043693i,-0.00042912+0.0002254i,-0.00043527-0.00010231i,-6.2888e-05-0.00025205i,0.00036842-7.9549e-06i,0.00034319+0.0003462i
-0.00058306-0.0016019i,0.00018969-0.0013767i,0.00039532-0.0010496i,0.00073961-0.00090556i,0.0010882-0.00079621i,-0.0001502-0.0017724i,-0.00072975-0.0028309i,-0.00024696-0.0021146i,-0.0002548-0.00068504i,0.00022026+0.00038821i,0.0013018+0.00032502i,0.0015681-0.00023447i,0.0010224-0.00030835i,0.00023237-2.0853e-05i,-0.00060639-0.00051354i,-0.0015133-0.00064362i,-0.00080475+0.00011347i,0.00053209+0.00023358i,0.00044316+0.0004569i,-0.00034413+0.00029241i,-0.00084698-0.00015205i,-0.0011929+0.00041893i,-0.00074801+0.0012817i
