-0.0048945+0.0020003i,-0.0027583+0.0018778i,-0.0014268+0.0039481i,0.00011148+0.0043337i,0.0011706+0.0031273i,0.0021052+0.00087887i,0.0018245+0.00080131i,0.0012546+0.0018564i,0.0012635+0.0016962i,0.0011356+0.00068689i,0.00052124-0.00047937i,0.00043545-0.0012727i,0.000791-0.00114i,0.00021724-0.0012491i,0.0002872-0.00080125i,0.00054767+3.0158e-05i,0.000808+0.00092357i,0.0008621+0.00095886i,0.00038581+0.00099775i,0.00019424+0.00057827i,0.00038805-0.00060265i,0.00017156-0.00087048i,-4.5411e-05+2.5385e-05i
-0.022821-0.0078011i,-0.028114-0.029629i,-0.026552-0.027673i,-0.050312+0.046745i,-0.079279+0.1394i,-0.068607+0.15771i,-0.028458+0.10879i,0.0086254+0.048463i,0.026358+0.0064499i,0.026918-0.0017907i,0.030202+0.0059635i,0.040058-0.0017227i,0.036061-0.010119i,0.020987+0.0033924i,0.0078267+0.016223i,-0.0063179+0.011387i,-0.022522+0.0044153i,-0.031601+0.0062239i,-0.024941+0.011705i,-0.012088+0.01256i,-0.0067111+0.0058206i,-0.010174-0.0012395i,-0.012757-0.0010617i
-0.00036808+0.029382i,-0.015869+0.073329i,-0.020909+0.13618i,0.049926+0.14856i,0.14441+0.05944i,0.13785-0.056977i,0.05491-0.1028i,-0.016784-0.07874i,-0.044798-0.036048i,-0.03304-0.018098i,-0.024875-0.024855i,-0.03751-0.017718i,-0.032985-0.0006541i,-0.0077517-0.0068777i,0.0076351-0.018377i,0.010637-0.0099994i,0.01608+0.0051195i,0.022702+0.012304i,0.024536+0.011477i,0.022473+0.0046994i,0.017009-0.0021615i,0.011717-0.0019862i,0.0097935+0.00056582i
0.013995-0.0026195i,0.069913-0.0081664i,0.1508-0.03861i,0.16064-0.099094i,0.068191-0.1184i,-0.0089973-0.04463i,0.0027167+0.036225i,0.04928+0.045561i,0.062964+0.0089309i,0.03554-0.01449i,0.011874-0.0044586i,0.020276+0.010097i,0.030792+0.0033859i,0.012382-0.0060253i,-0.013543-0.0035244i,-0.021986-0.0014622i,-0.018188-0.0061104i,-0.010332-0.013534i,-0.0038346-0.019868i,-0.0047083-0.02106i,-0.008964-0.015146i,-0.0094188-0.0080427i,-0.0066823-0.0041509i
-0.015187-0.025639i,-0.04987-0.061091i,-0.096091-0.084237i,-0.1092-0.05398i,-0.07028-0.0035836i,-0.0044937-0.0069999i,0.045625-0.04829i,0.056351-0.079603i,0.026941-0.074726i,-0.0017457-0.036417i,-0.0022272-0.012374i,-0.007902-0.019463i,-0.029295-0.019501i,-0.02973-0.0025548i,-0.008679+0.0086384i,0.0056214+0.011036i,0.0064119+0.014277i,0.00051732+0.015136i,-0.0051863+0.0096756i,-0.0069009+0.0043213i,-0.0057666+0.0042488i,-0.0025466+0.0066914i,0.0014662+0.006967i
0.015258+0.027724i,0.048986+0.064944i,0.10924+0.076293i,0.14004+0.031535i,0.088451-0.015457i,-0.019788-0.033875i,-0.11507-0.047887i,-0.16424-0.037049i,-0.13896+0.0029774i,-0.068555+0.014418i,-0.031706+0.0026933i,-0.014051+0.013761i,0.015576+0.022176i,0.024766+0.0076035i,0.0090654-0.0029342i,8.3495e-05-0.0055345i,0.0023907-0.011217i,0.0031285-0.014103i,-0.0017179-0.0092332i,-0.0045428-0.0034015i,-0.0012183-0.0008802i,0.004351-0.0017796i,0.0056075-0.0038907i
0.0064498-0.028684i,-0.0057885-0.10423i,-0.06173-0.20428i,-0.11915-0.24851i,-0.090457-0.20009i,-0.007309-0.1047i,0.025789-0.02077i,0.012372+0.033924i,0.0041372+0.047857i,-0.0026649+0.029416i,-0.014813+0.01184i,-0.025601-0.0048657i,-0.03965-0.016652i,-0.041652-0.010008i,-0.020553-3.4689e-06i,-0.002558+0.0014152i,-0.00075607+0.0026404i,-0.0045424+0.0059395i,-0.0087851+0.008206i,-0.011124+0.010732i,-0.0098983+0.0085129i,-0.009459+0.0034428i,-0.0095388+0.0023207i
-0.031264+0.026538i,-0.081063+0.077963i,-0.1227+0.15558i,-0.13962+0.19124i,-0.14853+0.14672i,-0.12256+0.079568i,-0.051996+0.03752i,0.013983+0.00994i,0.039567-0.0038012i,0.037789+0.0017641i,0.036603+0.010234i,0.035117+0.022673i,0.036784+0.042041i,0.040728+0.041551i,0.029455+0.01753i,0.011113-0.00043229i,0.0054923-0.0028745i,0.010166+0.00099788i,0.015037+0.0061383i,0.014122+0.0094627i,0.0081918+0.010066i,0.0041236+0.0092441i,0.0032568+0.0075808i
0.035859+0.0035906i,0.087778-0.014562i,0.11928-0.043259i,0.10856-0.033991i,0.094124+0.022438i,0.061792+0.051752i,-0.0072521+0.048096i,-0.048372+0.052028i,-0.034365+0.033324i,-0.020801-0.0094512i,-0.025014-0.027905i,-0.014354-0.03257i,0.0003378-0.053208i,-0.0064287-0.058907i,-0.016015-0.032084i,-0.013333-0.0062142i,-0.010347-0.00065407i,-0.0092208-0.0038326i,-0.0024711-0.0061083i,0.0054426-0.0076679i,0.0076357-0.0077852i,0.0061046-0.0078943i,0.0043513-0.0064307i
-0.043038-0.011366i,-0.10623+0.005943i,-0.16527+0.050751i,-0.16107+0.057496i,-0.10957-0.019495i,-0.059733-0.067755i,-0.0014252-0.020624i,0.052433+0.02614i,0.05454+0.032807i,0.02439+0.036451i,0.0025381+0.044098i,-0.013813+0.048079i,-0.027867+0.051288i,-0.025416+0.044472i,-0.009401+0.022405i,0.00052338+0.0045575i,0.0046189+0.0021947i,0.0073788+0.0038844i,0.0050802+0.0019376i,0.0028042-0.00097124i,0.0034507-0.0014717i,0.0043518-0.00017548i,0.0032612+0.00046542i
0.03227+0.031126i,0.099705+0.053774i,0.1668+0.05931i,0.14428+0.071542i,0.054255+0.11482i,0.039044+0.1143i,0.093337+0.015767i,0.10212-0.082819i,0.067604-0.095544i,0.047032-0.064097i,0.044612-0.049866i,0.044505-0.05023i,0.043837-0.044857i,0.034269-0.032144i,0.014424-0.016332i,0.0018775-0.004443i,-0.0015645-0.0043671i,-0.0056431-0.011474i,-0.010009-0.013368i,-0.010186-0.0075231i,-0.0045283-0.00080153i,0.0011812-0.00020822i,0.0025046-0.00033976i
-0.0092033-0.037601i,-0.044429-0.08137i,-0.07295-0.081344i,-0.022894-0.02917i,0.062658-0.0076799i,0.047883-0.03606i,-0.053226-0.040135i,-0.11509-0.016637i,-0.11412-0.006517i,-0.094327-0.0020434i,-0.074419+0.0065938i,-0.063659+0.0095212i,-0.060974+0.0054557i,-0.050027+0.0041101i,-0.026614+0.0056182i,-0.0079216+0.0030761i,-0.0044959+0.0033627i,-0.0066776+0.011407i,-0.0049545+0.017338i,-0.00030917+0.012131i,6.3176e-05+0.00032288i,-0.0035117-0.0063427i,-0.0023761-0.0071224i
0.0019703+0.042653i,0.03132+0.097209i,0.090952+0.098382i,0.099231+0.0055864i,0.016216-0.062108i,-0.037492-0.025962i,-0.0061224+0.023146i,0.020718+0.037945i,0.027791+0.047585i,0.040011+0.043254i,0.040411+0.033589i,0.037067+0.038549i,0.038463+0.042588i,0.032574+0.030608i,0.018047+0.0086891i,0.0045508-0.0039506i,0.0023351-0.0044497i,0.010476-0.0029893i,0.016778-0.0032231i,0.011442-0.0056961i,-0.0013352-0.0062981i,-0.008353-0.0017198i,-0.0083381+0.0026888i
0.024225-0.042146i,0.020843-0.12277i,-0.040847-0.18129i,-0.1035-0.11422i,-0.053917+0.0042312i,0.038794-0.0068454i,0.041194-0.098661i,0.0054442-0.12119i,0.0046878-0.096846i,0.005021-0.080577i,-0.0079282-0.067467i,-0.014762-0.058015i,-0.012901-0.04854i,-0.0088914-0.031488i,-0.0092935-0.012936i,-0.010838-0.0031159i,-0.012067-0.00031168i,-0.012592+0.00040822i,-0.010096+0.00070305i,-0.0060764+0.0037332i,-0.0022038+0.0072685i,0.00043688+0.0068364i,0.002932+0.0047209i
-0.038457+0.033736i,-0.07018+0.10545i,-0.031068+0.18914i,0.094386+0.16694i,0.14788+0.039959i,0.046543-0.0051228i,-0.05269+0.071545i,-0.068236+0.11937i,-0.06519+0.098787i,-0.054911+0.07287i,-0.03101+0.055179i,-0.014227+0.03973i,-0.0078958+0.026551i,-0.0052918+0.016151i,-0.00017487+0.012155i,0.0054411+0.011685i,0.009952+0.010744i,0.014928+0.0075413i,0.016706-0.00060351i,0.012686-0.0088597i,0.0060551-0.0080096i,0.0031713-0.001558i,0.0015717-0.0013973i
0.052175-0.011677i,0.11836-0.071908i,0.13038-0.20157i,0.012393-0.29839i,-0.10209-0.23526i,-0.062584-0.096039i,0.033938-0.025711i,0.076051-0.00055218i,0.083543+0.019102i,0.071718+0.010671i,0.046464-0.0034719i,0.030334-0.0034481i,0.022625+0.00026903i,0.013645+0.0022007i,0.0037922-0.0022754i,-0.0020622-0.0071236i,-0.0019963-0.011546i,-0.0046443-0.020792i,-0.015201-0.025395i,-0.020292-0.014476i,-0.012223+0.0012055i,-0.0020917+0.0073321i,0.00096735+0.0087517i
-0.063716-0.014928i,-0.17473+0.0084762i,-0.28579+0.11258i,-0.26434+0.24042i,-0.13853+0.21648i,-0.07134+0.053671i,-0.078447-0.059309i,-0.067901-0.092865i,-0.048178-0.098113i,-0.046347-0.070003i,-0.043791-0.036175i,-0.037328-0.022159i,-0.02639-0.016451i,-0.010908-0.013646i,-0.0013436-0.0070422i,-0.00084598+0.0035181i,-0.0067287+0.011168i,-0.014047+0.01909i,-0.015389+0.027131i,-0.0061215+0.024959i,0.0054103+0.011858i,0.0076654-0.00010402i,0.0058971-0.004755i
0.050154+0.037024i,0.16285+0.07488i,0.31876+0.051958i,0.37137-0.07019i,0.24289-0.14116i,0.092999-0.053663i,0.051948+0.04307i,0.029647+0.0604i,-0.0036222+0.062298i,-0.00094733+0.057615i,0.0073865+0.036772i,0.0045484+0.021477i,0.0016451+0.010709i,-0.0027656+0.0032318i,-0.00019613-0.00093178i,0.0073051-0.0076109i,0.011096-0.011523i,0.014001-0.0096253i,0.015173-0.0065623i,0.0097619-0.0064095i,0.001262-0.0073835i,-0.0025732-0.0056281i,-0.0047403-0.0025504i
-0.019273-0.058008i,-0.096173-0.15634i,-0.26586-0.24205i,-0.42656-0.18394i,-0.38915-0.040341i,-0.19581+0.012345i,-0.059625-0.0084898i,0.0015258-0.0045397i,0.04862-0.0054436i,0.050978-0.02765i,0.02666-0.024664i,0.018403-0.0047499i,0.017128+0.0047421i,0.0096159+0.0034932i,-0.0037855-0.0015024i,-0.015484-0.0017945i,-0.018261+0.0012048i,-0.016722+0.0053645i,-0.012515+0.011095i,-0.0049942+0.012284i,0.00014276+0.0075992i,0.00098251+0.0033225i,0.0034341+0.0031199i
-0.0060713+0.060263i,-0.0035686+0.19799i,0.069929+0.38737i,0.20049+0.4659i,0.22664+0.35263i,0.11486+0.17974i,0.017408+0.073312i,-0.021263+0.0074318i,-0.0518-0.026293i,-0.062212-0.014735i,-0.045137-0.0019266i,-0.028824-0.0038442i,-0.019777-0.0046886i,-0.014756-0.00062456i,-0.0084539+0.0049646i,0.0030882+0.0077442i,0.013544+0.0089636i,0.023526+0.010401i,0.030405+0.0070582i,0.025466-0.0013773i,0.011656-0.0062271i,0.0021452-0.0052462i,-0.00023784-0.0048337i
0.041503-0.047104i,0.12007-0.16858i,0.18482-0.36168i,0.14466-0.48244i,0.056901-0.38817i,0.036714-0.19568i,0.041761-0.089698i,0.010843-0.031845i,-0.0037772+0.021579i,0.012111+0.032041i,0.016917+0.019564i,0.0083789+0.011634i,-0.0022376+0.0071082i,-0.0053508+0.0086766i,-0.0011274+0.0059061i,-0.0019385-0.0046844i,-0.004989-0.014569i,-0.0055082-0.024925i,-0.0079042-0.030989i,-0.0099906-0.023046i,-0.009616-0.0072761i,-0.0069107+0.0018234i,-0.0051393+0.0044168i
-0.057061+0.022128i,-0.18829+0.076514i,-0.36259+0.19954i,-0.40692+0.33497i,-0.25954+0.32294i,-0.1034+0.17358i,-0.033988+0.071498i,0.017096+0.035623i,0.040599-0.0084157i,0.017688-0.032393i,0.0057625-0.021989i,0.016057-0.011436i,0.024285-0.0034958i,0.022703+0.0014659i,0.014596+0.0023042i,0.0067404+0.004272i,-0.00060916+0.0060551i,-0.0086233+0.008687i,-0.011579+0.0099608i,-0.008663+0.0063754i,-0.00428+0.0033829i,-0.0008005+0.0026266i,0.0029818+0.0022543i
0.066253+0.016565i,0.20811+0.050736i,0.43426+0.061148i,0.57513-0.0063978i,0.4757-0.081621i,0.25216-0.084371i,0.10102-0.068719i,0.020495-0.068515i,-0.027811-0.033812i,-0.027601+0.012672i,-0.017797+0.01766i,-0.023982+0.0052639i,-0.022032-0.0022729i,-0.0099168-0.0072929i,-0.001832-0.0085088i,0.00017581-0.009612i,0.0015907-0.0092135i,0.0051359-0.0080707i,0.0050976-0.0082856i,0.00079602-0.0056389i,-0.001295-0.0012339i,-0.0016701+0.00077001i,-0.0017153-0.00056077i
-0.044844-0.045384i,-0.13823-0.16105i,-0.29403-0.32255i,-0.41252-0.39186i,-0.37222-0.30103i,-0.22955-0.16013i,-0.14162-0.061827i,-0.09933+0.011228i,-0.032656+0.04273i,0.018677+0.018444i,0.020917-0.004291i,0.0067927-0.00089129i,-0.0019647+0.0059236i,-0.004715+0.0031012i,-0.0062473-0.002404i,-0.010407-0.00047289i,-0.014372+0.004907i,-0.017899+0.0071518i,-0.018769+0.008015i,-0.012344+0.00789i,-0.0029484+0.0062498i,0.0017306+0.0038524i,0.0013853+0.002919i
0.0091725+0.060898i,0.018449+0.20125i,0.038564+0.41255i,0.077765+0.52258i,0.09395+0.40786i,0.070175+0.21573i,0.06674+0.11032i,0.07793+0.052173i,0.050329-0.0016209i,0.0056208-0.021499i,-0.0086495-0.016674i,0.002328-0.012724i,0.014278-0.014145i,0.011024-0.015385i,0.00037945-0.011349i,-0.0017631-0.0052233i,0.0038352+0.00090938i,0.010799+0.0085702i,0.013677+0.012164i,0.01109+0.0086503i,0.007242+0.0022001i,0.0053986-0.0017869i,0.0035715-0.0032318i
0.032461-0.050884i,0.10966-0.16857i,0.21912-0.36101i,0.24849-0.48938i,0.15821-0.41773i,0.050829-0.244i,-0.007827-0.13862i,-0.038672-0.090909i,-0.037589-0.039849i,-0.013517-0.0051014i,-0.0065293+0.0058665i,-0.013552+0.012168i,-0.020891+0.013528i,-0.024561+0.012371i,-0.019215+0.012387i,-0.0096295+0.0089052i,-0.0016425+0.00044232i,0.0029478-0.0087676i,0.0042925-0.010535i,0.0034328-0.0059219i,0.0014294-0.0026136i,-0.0010975-0.0012636i,-0.0031632-0.0011927i
-0.045187+0.026193i,-0.17937+0.067504i,-0.39494+0.13038i,-0.52836+0.18473i,-0.44351+0.1832i,-0.24927+0.14019i,-0.11206+0.11746i,-0.034128+0.10608i,0.0083104+0.058918i,0.0061236+0.0057746i,-0.0042226-0.0079779i,0.0014154-0.00028784i,0.0097425+0.0098735i,0.014046+0.017414i,0.014207+0.016196i,0.011635+0.010978i,0.0064846+0.0067823i,3.0878e-05+0.0050375i,-0.0019979+0.0038776i,-0.00084333+0.00046904i,-0.0009244-0.0012975i,-0.0014804-0.00050689i,-0.0021048+0.0030233i
0.051353+0.010784i,0.17439+0.057055i,0.36475+0.14703i,0.47786+0.20808i,0.39938+0.17032i,0.24449+0.077746i,0.16048-0.0036395i,0.11486-0.051512i,0.052062-0.045904i,0.0063898-0.0079078i,-0.0020905+0.0060977i,0.0019965-0.010056i,0.0029095-0.025987i,0.0012238-0.025959i,0.00082565-0.016507i,-1.7631e-06-0.0087544i,7.5772e-05-0.0047596i,0.0041734-0.0027862i,0.0069836-0.0034532i,0.0044188-0.0048249i,2.8356e-05-0.0041609i,-0.0014598-0.0013324i,0.0010712+0.0005996i
-0.030134-0.030224i,-0.092798-0.13391i,-0.18117-0.31137i,-0.22899-0.42087i,-0.18811-0.34528i,-0.12413-0.19747i,-0.11057-0.10913i,-0.11394-0.057022i,-0.075813-0.015535i,-0.021879-0.0022988i,-0.0016571-0.0015596i,-0.0053599+0.0065497i,-0.0085474+0.016813i,-0.0044895+0.017704i,0.0023778+0.0092347i,0.0037592-8.8837e-05i,-0.00040066-0.0042603i,-0.0058647-0.0047742i,-0.0083376-0.0042432i,-0.0061776-0.0032695i,-0.0035275-0.00098732i,-0.0018079+0.00175i,-0.00047366+0.0010184i
0.012212+0.042248i,-0.0023604+0.15738i,-0.044586+0.34334i,-0.083226+0.46177i,-0.069988+0.39115i,-0.02198+0.23417i,0.018498+0.13933i,0.038616+0.091699i,0.030156+0.043662i,0.0058774+0.0093442i,-0.0046728-0.0027615i,-0.0011118-0.0039713i,0.0079649-0.00527i,0.013433-0.010591i,0.0093629-0.012734i,0.004291-0.0089679i,0.0033243-0.0030007i,0.0039381+0.002218i,0.0025564+0.0026045i,0.0001507+0.00094914i,-0.00022278+0.0016546i,0.0032946+0.0023323i,0.0063683+0.0028998i
0.023813-0.029775i,0.10101-0.10708i,0.25361-0.21524i,0.37376-0.27322i,0.33014-0.22913i,0.18654-0.15138i,0.079881-0.11348i,0.028309-0.092446i,0.0098742-0.052736i,0.01128-0.016136i,0.0077494-0.0054982i,-0.006705-0.0076334i,-0.021764-0.010836i,-0.028933-0.010516i,-0.024318-0.00745i,-0.015521-0.0045311i,-0.0082552-0.0035524i,-0.0025725-0.0049469i,-0.0015367-0.0050941i,-0.003627-0.0024251i,-0.0029134-0.00079772i,-0.00027039-0.0024727i,0.0010944-0.0053382i
-0.029063+0.019232i,-0.12596+0.027093i,-0.2909+0.0063748i,-0.40509-0.043489i,-0.35088-0.070072i,-0.21835-0.042682i,-0.13775+0.0081457i,-0.094699+0.042336i,-0.049082+0.036147i,-0.020217+0.008282i,-0.012411+0.0023274i,-0.0028047+0.014573i,0.0081434+0.021458i,0.0084603+0.019574i,0.0017415+0.01356i,-0.0031253+0.0080177i,-0.0051942+0.0048864i,-0.0053285+0.0035392i,-0.0027725+0.0046895i,0.0013474+0.0057833i,0.0027923+0.0042135i,-7.7603e-05+0.0025764i,-0.0048738+0.0018974i
0.028599+0.013318i,0.10563+0.060865i,0.21769+0.16737i,0.26797+0.2611i,0.20691+0.23867i,0.1269+0.13626i,0.10004+0.060725i,0.088198+0.026456i,0.052448+0.012009i,0.013786+0.0099272i,-0.00017356+0.0084146i,0.0033444+0.0010659i,0.0065774-0.0084179i,0.0040812-0.011335i,0.0012354-0.006428i,0.0011709-0.0022991i,0.0016615-0.001471i,0.0014596-0.00072142i,0.001748-0.0004112i,0.003036-0.0018129i,0.0026229-0.0027547i,0.0017274-0.0017168i,0.0028285+0.0011634i
-0.02146-0.025676i,-0.05005-0.10418i,-0.064309-0.24899i,-0.037517-0.35483i,-0.0018812-0.30823i,0.0012078-0.18382i,-0.015863-0.10542i,-0.025178-0.070531i,-0.016595-0.039772i,0.0016657-0.016358i,0.0085818-0.0077121i,0.00066431-0.0029961i,-0.0079092+0.0060389i,-0.0089738+0.012379i,-0.006311+0.011016i,-0.0059374+0.0081025i,-0.0058913+0.0069582i,-0.0031702+0.00467i,-0.0004551+0.0020918i,-0.0012671+0.0015539i,-0.0023812+0.0012741i,-0.0022919+0.00024592i,-0.0018426-0.0012933i
-0.0020032+0.028328i,-0.027738+0.096137i,-0.10945+0.20188i,-0.2046+0.2571i,-0.21323+0.20155i,-0.13726+0.11669i,-0.067284+0.075016i,-0.032307+0.054936i,-0.014841+0.030546i,-0.007649+0.0092313i,-0.0019177-9.6347e-05i,0.0053339-0.0041709i,0.011779-0.0068732i,0.015164-0.0056305i,0.014591-0.0013863i,0.012782+0.0025452i,0.010249+0.0043768i,0.0079202+0.0040744i,0.0079798+0.0020455i,0.0074237-0.0011723i,0.0044343-0.0025232i,0.0023968+0.00031542i,0.0026144+0.0040682i
0.015576-0.02058i,0.071205-0.052062i,0.18376-0.074358i,0.27621-0.048333i,0.247-0.00016157i,0.14615+0.0037678i,0.077728-0.024082i,0.04667-0.03489i,0.027494-0.022413i,0.014214-0.0080208i,0.0032833-0.0056579i,-0.0044395-0.00794i,-0.0080558-0.010748i,-0.0087587-0.013121i,-0.0059478-0.013115i,-0.0027945-0.01197i,-0.0017481-0.010272i,-0.0016657-0.0078227i,-0.0032481-0.0063371i,-0.0057297-0.0054784i,-0.0053662-0.0045924i,-0.0021457-0.0043691i,0.00099824-0.0041338i
-0.018194+0.0093718i,-0.074242+0.00050163i,-0.16702-0.052122i,-0.21793-0.12839i,-0.16595-0.14744i,-0.08861-0.095713i,-0.055273-0.040001i,-0.043167-0.01309i,-0.025455-0.0072909i,-0.0095976-0.012044i,-0.0081186-0.010684i,-0.010085+0.00098995i,-0.0049407+0.011345i,-0.001815+0.013195i,-0.0043497+0.010468i,-0.0044057+0.0083887i,-0.00076927+0.0059511i,0.00060857+0.0033178i,-0.0015523+0.003884i,-0.0021731+0.0065265i,-0.00081604+0.0073447i,-0.0009033+0.0052654i,-0.0023317+0.0015942i
0.015655+0.0075893i,0.048891+0.047182i,0.081834+0.13877i,0.069084+0.22356i,0.021093+0.20701i,-0.00052622+0.12366i,0.00545+0.067495i,0.0076673+0.042172i,-0.0005023+0.022507i,-0.010624+0.010064i,-0.012343+0.0058734i,-0.007921+0.0018528i,-0.0046845-0.0034352i,-0.0029334-0.0067564i,0.00059681-0.0081264i,0.0030209-0.008696i,0.0020163-0.0079021i,0.001229-0.0053363i,0.0022353-0.0033938i,0.0030535-0.0041314i,0.0024592-0.0046582i,0.00084943-0.003295i,-0.00057726-0.00090576i
-0.0089001-0.0092701i,-0.0059524-0.053339i,0.030029-0.13094i,0.093395-0.17992i,0.11697-0.14141i,0.075231-0.07758i,0.029078-0.047726i,0.010411-0.034202i,0.0048583-0.019759i,0.0019126-0.0047777i,0.0004817+0.0030417i,-0.0006745+0.0035478i,-0.0041082+0.0027005i,-0.0074176+0.0033469i,-0.008002+0.0034168i,-0.0076321+0.0017786i,-0.0084274+0.0014611i,-0.0075413+0.0028291i,-0.0049358+0.0033007i,-0.0029135+0.0037572i,-0.0021466+0.0038528i,-0.0019084+0.0028547i,-0.0010767+0.0025057i
-0.0038459+0.01447i,-0.02974+0.043029i,-0.096016+0.075453i,-0.16454+0.064732i,-0.1555+0.014463i,-0.086373-0.011052i,-0.032936-0.0076327i,-0.011661-0.002918i,-0.0041651-0.00099364i,0.00059745-0.00055141i,0.003847+0.0013608i,0.0068093+0.0042665i,0.0093932+0.0040362i,0.0091911+0.0017712i,0.0067959+0.0020598i,0.0053847+0.0036744i,0.0050365+0.0039872i,0.0050108+0.0041346i,0.0061941+0.0037941i,0.0073283+0.0012019i,0.0063861-0.00042693i,0.0046704+0.0011134i,0.0034435+0.0017347i
0.0040323-0.0065609i,0.038536-0.010963i,0.10159+0.0065881i,0.14266+0.053141i,0.11167+0.079154i,0.055635+0.052925i,0.025651+0.019868i,0.010191+0.010255i,0.0014029+0.012778i,0.00050786+0.013092i,0.00027895+0.0067169i,-0.002245+0.0011357i,-0.0041412-0.00018759i,-0.0046172-0.0021556i,-0.0052215-0.0042386i,-0.0056748-0.0035706i,-0.0042102-0.0026593i,-0.0012848-0.0034465i,-0.00087329-0.0061186i,-0.0031618-0.0075921i,-0.0040787-0.0068665i,-0.0033748-0.0050246i,-0.0020233-0.0028454i
-0.011896-0.0013978i,-0.037066-0.018134i,-0.069075-0.066251i,-0.066662-0.12062i,-0.026586-0.11707i,-0.004261-0.065917i,-0.0092677-0.02926i,-0.012237-0.014485i,-0.0063284-0.0071486i,0.001643-0.0053999i,0.0027084-0.0064687i,-0.0014524-0.0047766i,-0.0016848-0.00069738i,0.00077485+0.0014105i,0.00095698+0.0012099i,-0.00013957+0.0015094i,-0.0010593+0.0016787i,-0.001997+0.00054323i,-0.0038185+0.0010629i,-0.0050309+0.0027676i,-0.0032643+0.0029638i,-0.00073041+0.0022861i,0.00080902+0.00094543i
0.010219+0.0055873i,0.017344+0.028058i,0.0058932+0.074387i,-0.033122+0.10462i,-0.061438+0.07583i,-0.046611+0.026593i,-0.021898+0.0020281i,-0.01118-0.002821i,-0.0050639-0.0046205i,-0.0022293-0.0091742i,-0.0014792-0.0096302i,0.0019385-0.0060245i,0.0035987-0.0048681i,-0.00059697-0.0051889i,-0.0040874-0.0027497i,-0.0024184-0.00013631i,0.0017042-0.00082881i,0.0035657-0.0015234i,0.0030126-0.0011194i,0.0023366-0.0006184i,0.0024722-0.00093324i,0.0022073-0.0017757i,0.00032645-0.0024819i
0.0027408-0.0062356i,0.0099601-0.027311i,0.03934-0.05449i,0.076752-0.054625i,0.076036-0.023104i,0.040462-0.0014184i,0.015121+0.0035553i,0.0077909+0.0081512i,0.0066161+0.0095298i,0.0027606+0.0057166i,-0.0032662+0.0039788i,-0.0048448+0.0052599i,-0.0018391+0.004869i,0.00078377+0.0047978i,0.0021551+0.005617i,0.0029242+0.0039208i,0.00084391+0.0011245i,-0.0021746-0.00018967i,-0.0031125+2.7122e-05i,-0.0018175+0.0010497i,-0.0014838+0.001393i,-0.0018759+0.0018323i,-0.00068446+0.0023137i
-0.0047495+0.0078417i,-0.020331+0.016742i,-0.054165+0.016458i,-0.080496-0.0086813i,-0.06278-0.031921i,-0.026473-0.022374i,-0.0059971-0.003773i,0.0036517-0.00039462i,0.0047197-0.0039843i,0.000714-0.0044642i,-0.0016059-0.0023404i,-0.0016035-0.001078i,-0.00017224-0.0021516i,0.0013133-0.005079i,0.0012801-0.0075293i,-0.0012481-0.0073817i,-0.0035346-0.0032751i,-0.0032206+0.0028156i,0.00057254+0.0064231i,0.0050304+0.0057309i,0.0051935+0.0024203i,0.0026893+0.00033462i,0.00103+0.00022148i
0.0061874-0.0028653i,0.021456+0.0014084i,0.041899+0.022004i,0.040398+0.052069i,0.0095386+0.05602i,-0.0085332+0.028345i,-0.0069375+0.003746i,-0.0049167-0.0053165i,-0.0045179-0.006936i,-0.0045637-0.0062672i,-0.0036494-0.0063808i,-0.0042372-0.007562i,-0.0069546-0.0060934i,-0.0074813-0.0012821i,-0.005513+0.0027625i,-0.0037933+0.003181i,-0.0029498+0.00065886i,-0.00090602-0.0014869i,0.0018161-0.0034499i,0.0018443-0.0052777i,-4.2936e-06-0.0053439i,-0.0005483-0.0045938i,-0.00068661-0.0024739i
-0.00012589-0.0020678i,-0.0081881-0.014419i,-0.011368-0.04054i,0.0029935-0.059178i,0.01889-0.042861i,0.015178-0.017468i,0.0057552-0.0085475i,0.00029323-0.0046448i,-0.0020532-0.00014054i,-0.0003894+0.001845i,-0.00022052+0.0030901i,-0.0018144+0.0049292i,-0.00045801+0.0049889i,0.0023886+0.0012225i,0.003244-0.004247i,0.0026034-0.0061937i,0.001834-0.0025653i,0.000482+6.0508e-05i,-0.0013488-0.00068574i,-0.0024369-0.0013351i,-0.0026152-0.00026448i,-0.0019403+0.0013294i,-0.00056713+0.0015887i
0.0014032+0.0012157i,3.6939e-05+0.01302i,-0.01242+0.030132i,-0.030959+0.035272i,-0.029885+0.017968i,-0.0082568+0.0015496i,0.0052284-0.0057691i,0.001724-0.011456i,-0.0047813-0.010873i,-0.0050494-0.0061768i,-0.0048931-0.004012i,-0.0051316-0.0013243i,-0.0034124+0.00075043i,-0.0048996-0.00019715i,-0.0088221+0.00039483i,-0.0087783+0.0034865i,-0.0039981+0.0062913i,0.0012228+0.0062518i,0.0032271+0.0034949i,0.0016363+0.00042543i,-0.00010638-7.1757e-05i,0.00043441+0.00095281i,0.0017358+0.0014175i
