-0.0022583+0.00041115i,-0.0023767-0.00061959i,-0.0034377-0.00035255i,-0.0035523+0.00052432i,-0.0018879+0.0022384i,-0.00069413+0.0032375i,-0.00023367+0.002616i,0.00034565+0.0019349i,0.00022049+0.001558i,0.00019396+0.0014545i,0.00025567+0.00080282i,0.00028148+0.00030546i,7.2804e-05+0.0005722i,-0.00015038+5.88e-05i,0.00038182-0.00030734i,0.00048222-0.00076207i,0.00019926-0.0013755i,0.00028765-0.00086034i,0.0011096+3.4866e-05i,0.0013355+4.3828e-05i,0.00072064-0.00036533i,0.00057124-0.00050042i,0.0002338+0.00016666i
0.006724+0.0013065i,0.031012+0.0092482i,0.088922+0.035847i,0.16993+0.073409i,0.21278+0.098475i,0.173+0.10432i,0.094134+0.097747i,0.043155+0.06745i,0.020914+0.024297i,0.0043822+0.0049772i,-0.0022294+0.0049073i,-0.0025969+0.00016105i,-0.0042705-0.0060484i,-0.0058244-0.0082079i,-0.0078621-0.0082924i,-0.0089017-0.0056396i,-0.0074104-0.0018789i,-0.0033389+0.002724i,0.0053421+0.0050565i,0.014578-0.000352i,0.016849-0.0097803i,0.014757-0.013411i,0.013152-0.010901i
-0.005682+0.00037792i,-0.023253-0.012871i,-0.066608-0.054407i,-0.12674-0.11824i,-0.15176-0.16279i,-0.10525-0.1608i,-0.034689-0.12736i,-0.0063234-0.079124i,-0.0071346-0.030205i,-0.0018538-0.006186i,0.0032004-0.0033886i,0.0019845+0.0012331i,0.0032951+0.0082112i,0.0064242+0.011022i,0.006973+0.0096002i,0.0051148+0.0065184i,0.0024621+0.0037004i,-0.00045499-0.00061652i,-0.0067837-0.0042771i,-0.01536-0.00013752i,-0.019562+0.0085095i,-0.017907+0.012133i,-0.015276+0.009887i
0.0028349+0.0025512i,0.015129+0.02183i,0.039591+0.075414i,0.070365+0.15295i,0.073444+0.20033i,0.027478+0.17891i,-0.023188+0.12061i,-0.025302+0.070794i,-0.002004+0.034452i,0.0033703+0.012165i,-0.00080098+0.0048056i,0.0028734+0.00052319i,0.0067905-0.004938i,0.0052968-0.0095107i,0.0015157-0.010845i,-0.00086826-0.0072323i,0.00020398-0.0016832i,0.0029346+0.0038476i,0.0082241+0.0063815i,0.016527+0.0015054i,0.022334-0.0056872i,0.022988-0.0074198i,0.019896-0.0059556i
-0.0045444-0.0062128i,-0.011149-0.027065i,-0.018878-0.081257i,-0.019307-0.15703i,0.0026979-0.19698i,0.046021-0.15869i,0.072956-0.089885i,0.055003-0.051877i,0.019167-0.032377i,0.0046581-0.013559i,0.0040504-0.0048749i,-0.0019674-0.00073216i,-0.0075727+0.0052805i,-0.006662+0.0092903i,-0.0036055+0.010121i,1.8487e-05+0.0073931i,0.0036721+0.0018807i,0.0039733-0.0044275i,-0.0032247-0.0071935i,-0.015547-0.002789i,-0.023284+0.004354i,-0.023682+0.0047311i,-0.020435+0.0010716i
0.0045108+0.0068791i,0.005521+0.025008i,-0.0047731+0.074196i,-0.0337+0.14149i,-0.071468+0.16754i,-0.096959+0.11595i,-0.093507+0.045508i,-0.064054+0.022875i,-0.029484+0.023583i,-0.011945+0.01372i,-0.0073569+0.0055513i,0.00048549+0.0039428i,0.0087576+0.0011434i,0.010727-0.0030805i,0.0087321-0.0058548i,0.0055573-0.0063299i,0.0027501-0.0050077i,0.0013109-0.0019582i,0.0060733+0.0014545i,0.017248+0.0014113i,0.025718-0.00168i,0.024994-0.0013387i,0.018905+0.0018604i
0.0022252-0.00163i,0.0079109-0.018863i,0.033758-0.059696i,0.080079-0.11023i,0.1207-0.11957i,0.12212-0.064581i,0.094102-0.0051991i,0.065478+0.003124i,0.040503-0.010067i,0.020644-0.0080454i,0.01032-0.0029559i,0.0017641-0.0049297i,-0.0057987-0.0063222i,-0.0091936-0.0039249i,-0.0090438-0.001195i,-0.0066145-0.00067089i,-0.0026006-0.0032147i,8.8473e-05-0.0065882i,-0.0054509-0.008803i,-0.01858-0.0072352i,-0.02824-0.0039004i,-0.028387-0.0049487i,-0.021753-0.0065928i
-0.0041554+0.0023375i,-0.013486+0.016173i,-0.047758+0.044844i,-0.10438+0.07341i,-0.1417+0.062711i,-0.12189+0.0077184i,-0.076832-0.034091i,-0.053394-0.028219i,-0.039389-0.0072281i,-0.022112-0.0013823i,-0.011238-0.00064237i,-0.0031271+0.0058287i,0.006275+0.010331i,0.011716+0.0085461i,0.01052+0.004334i,0.0053037+0.0010786i,-0.00098141+0.00049589i,-0.0042981+0.0023503i,0.0027015+0.0055477i,0.018004+0.0077095i,0.028491+0.0086683i,0.027839+0.0097664i,0.020261+0.0091461i
0.0015902-0.0021724i,0.013852-0.0090032i,0.052233-0.022209i,0.10994-0.026365i,0.13835-0.002309i,0.10471+0.035736i,0.054594+0.05284i,0.039877+0.042399i,0.03709+0.024761i,0.023131+0.014292i,0.012159+0.007747i,0.0075962-0.00075056i,0.0031539-0.0081261i,-0.00056873-0.0098538i,-0.0034297-0.0073878i,-0.0034879-0.0036741i,0.00018189-0.00071988i,0.0020242-0.00025373i,-0.0053612-0.0046269i,-0.020066-0.010039i,-0.029427-0.011805i,-0.026062-0.011168i,-0.018006-0.0091658i
0.0018798+0.0008963i,-0.011573+0.0042936i,-0.049642+0.0017037i,-0.10111-0.015458i,-0.11742-0.044004i,-0.073901-0.063014i,-0.025125-0.06094i,-0.017741-0.050684i,-0.021024-0.037422i,-0.01281-0.022573i,-0.0072604-0.011439i,-0.0066563-0.00048403i,-0.0045086+0.0099795i,-0.0011057+0.012706i,0.0014491+0.0096887i,0.0022119+0.0060266i,0.00089587+0.0036368i,-6.944e-05+0.0034186i,0.0053487+0.0078804i,0.017759+0.014282i,0.027003+0.018096i,0.024623+0.018024i,0.016354+0.014045i
-0.002217+0.0022065i,0.011511+0.002925i,0.044561+0.01809i,0.084091+0.048841i,0.086394+0.078805i,0.041023+0.077849i,0.0024727+0.058597i,0.00017872+0.050747i,0.0053051+0.043107i,0.002746+0.027218i,0.0020943+0.013807i,0.0059516+0.0032737i,0.008638-0.0067018i,0.007434-0.011185i,0.0050642-0.0096472i,0.0040122-0.0061781i,0.0054569-0.0039572i,0.0059365-0.0045426i,-0.00078265-0.0099208i,-0.014164-0.017762i,-0.023322-0.022963i,-0.020329-0.022575i,-0.013021-0.016228i
-0.0014961-0.0022976i,-0.012853-0.0071354i,-0.03695-0.027309i,-0.059144-0.063944i,-0.048107-0.090378i,-0.0075126-0.077021i,0.019095-0.05184i,0.020675-0.046593i,0.015721-0.040825i,0.010075-0.025044i,0.0033681-0.012889i,-0.0036972-0.0046068i,-0.0072069+0.0030697i,-0.0063315+0.0069086i,-0.0047743+0.0056187i,-0.0028181+0.0018696i,-0.0018303-0.0019074i,-0.0020046-0.0027734i,0.0027567+0.0049999i,0.013406+0.017612i,0.020835+0.025953i,0.017757+0.024687i,0.01086+0.017161i
-0.0013402-0.0012206i,0.0062479+0.0063458i,0.017733+0.031234i,0.022901+0.071651i,0.0075223+0.092604i,-0.016923+0.068065i,-0.027755+0.037341i,-0.031156+0.032986i,-0.029243+0.029847i,-0.019429+0.017974i,-0.0087161+0.010556i,0.001014+0.0068997i,0.008904+0.0024876i,0.012086-0.0014049i,0.0098136-0.0036358i,0.0053546-0.0034364i,0.0029156-0.0020203i,0.0023396-0.0021103i,-0.00067328-0.0096135i,-0.0090152-0.02231i,-0.015861-0.029749i,-0.014334-0.027949i,-0.0099573-0.019429i
-0.0016069-0.0016235i,-0.006279-0.0097774i,-0.0095398-0.03389i,-0.0018762-0.069843i,0.020584-0.080907i,0.03583-0.052712i,0.036922-0.026219i,0.041549-0.020649i,0.039541-0.014597i,0.025036-0.0059791i,0.012744-0.0030973i,0.0040324-0.0025461i,-0.0038492-0.00056762i,-0.0076181+0.00050874i,-0.0070167-6.2458e-05i,-0.0058792+7.2878e-05i,-0.0063201-0.00036421i,-0.0068481-0.00026541i,-0.0040513+0.0074198i,0.0030948+0.021862i,0.0084926+0.03295i,0.0074882+0.031825i,0.0054142+0.021783i
0.0023126+0.0042502i,0.0035647+0.012637i,-0.00065552+0.035567i,-0.018502+0.062384i,-0.041575+0.062895i,-0.045501+0.033487i,-0.039643+0.0098357i,-0.042586+0.0021446i,-0.037861-0.0020761i,-0.022376-0.0027758i,-0.010734-9.0989e-05i,-0.0035161+0.002401i,0.0033683+0.0033477i,0.0075478+0.0025273i,0.0074285+0.0011865i,0.005298+0.0013145i,0.0034096+0.0041696i,0.0025088+0.0042382i,0.0016797-0.0059269i,-0.0017406-0.021928i,-0.0042148-0.032014i,-0.0023593-0.029533i,-0.00089813-0.02039i
-0.0032251-0.0022871i,-0.003405-0.0097664i,0.0073188-0.025936i,0.033515-0.041424i,0.055682-0.034747i,0.051134-0.011716i,0.039912+0.0027741i,0.040162+0.011839i,0.03311+0.0178i,0.018289+0.014764i,0.0096956+0.007951i,0.0050241+0.0023424i,-3.8111e-05-0.0017947i,-0.002501-0.0041627i,-0.0026408-0.0048486i,-0.0018018-0.0037728i,-0.00058438-0.0037067i,-0.0012748-0.0029031i,-0.0021277+0.0061343i,-0.0009101+0.022154i,-0.00074229+0.033385i,-0.001894+0.030745i,-0.0011115+0.020968i
0.0019103+0.0018856i,-0.0013636+0.0074227i,-0.015556+0.017728i,-0.042485+0.024281i,-0.05915+0.012519i,-0.047258-0.0061196i,-0.032988-0.017243i,-0.028862-0.026684i,-0.01876-0.028527i,-0.0078696-0.020535i,-0.00464-0.01137i,-0.0026126-0.0039063i,0.0012327+0.001703i,0.0039655+0.0045484i,0.0041205+0.0038068i,0.0040703+0.0020134i,0.0045336+0.0019794i,0.0053119+0.0017777i,0.0068101-0.0053144i,0.0079837-0.020449i,0.00894-0.031797i,0.0085684-0.030235i,0.0056233-0.021491i
0.00050471-0.0024452i,0.0050625-0.0074001i,0.017907-0.01212i,0.040814-0.0078577i,0.051405+0.01052i,0.03879+0.023453i,0.026286+0.026574i,0.018234+0.033231i,0.0069913+0.031718i,-0.00024842+0.020718i,-0.00093869+0.011648i,0.00028096+0.005839i,0.0014489+0.00051401i,0.0016235-0.0026831i,0.00046729-0.0028906i,-0.0011104-0.0037762i,-0.0015959-0.0057078i,-0.0029075-0.0062898i,-0.0067867+0.00057624i,-0.010702+0.01612i,-0.013685+0.027501i,-0.01447+0.025268i,-0.0096609+0.018003i
0.00024322+0.0032999i,-0.0043288+0.0052746i,-0.017402+0.0045164i,-0.035967-0.0060516i,-0.038356-0.02533i,-0.023234-0.033346i,-0.010989-0.034217i,0.00020882-0.037239i,0.0096171-0.029942i,0.0096883-0.016213i,0.00576-0.0081738i,0.0038134-0.0031059i,0.0031497+0.0018564i,0.0018349+0.0031201i,0.00064004+0.0014442i,0.0008207+0.0013951i,0.00093268+0.0028257i,0.0012161+0.0021709i,0.0038788-0.0046695i,0.0095624-0.016087i,0.015909-0.022888i,0.017499-0.020488i,0.012524-0.015059i
-0.0026543+0.00039055i,0.0025489+0.00079802i,0.014242+0.0071298i,0.027195+0.023544i,0.024342+0.038964i,0.010095+0.036992i,-0.00061737+0.032167i,-0.012355+0.031169i,-0.018426+0.021473i,-0.01263+0.010858i,-0.0057358+0.006906i,-0.0028829+0.0040854i,-0.0010672+0.0007946i,0.00031034-0.001008i,0.0006655-0.0015881i,-0.00036294-0.002602i,-0.0014791-0.0041466i,-0.0027655-0.0040093i,-0.0072408+0.001181i,-0.014308+0.012189i,-0.0195+0.019714i,-0.018612+0.017685i,-0.01218+0.012851i
-0.002487-0.0024325i,-0.0072002-0.0034639i,-0.016265-0.0096853i,-0.020084-0.024103i,-0.0081611-0.035632i,0.0077314-0.032751i,0.016656-0.028612i,0.024877-0.023031i,0.025434-0.010094i,0.016461-0.0012787i,0.0088326+0.00042069i,0.0053436+0.0010539i,0.0031531+0.0024424i,0.0019909+0.0017421i,0.0018883+0.00086387i,0.0014987+0.0030242i,0.00037759+0.0059119i,-0.00011103+0.0060009i,0.0037974+0.0018418i,0.013053-0.0067312i,0.021352-0.012344i,0.021215-0.009929i,0.014656-0.0063001i
-0.001277+0.0016729i,0.0028046+0.0048018i,0.00804+0.014685i,0.0061482+0.029896i,-0.0068659+0.035813i,-0.01771+0.026225i,-0.023169+0.016716i,-0.027861+0.008558i,-0.022821+0.00010222i,-0.012066-0.0031577i,-0.0057942-0.0028579i,-0.0028418-0.002979i,-0.00023766-0.0034249i,0.0014287-0.0024104i,0.00088081-0.0017383i,0.00055326-0.0036764i,0.0017859-0.0063189i,0.0010037-0.0070621i,-0.00425-0.0030973i,-0.012896+0.0050751i,-0.020475+0.0091892i,-0.019935+0.0065556i,-0.014457+0.0039306i
0.0027815-0.00057776i,0.00053872-0.0043474i,-0.00064291-0.012979i,0.0048957-0.02307i,0.017986-0.022522i,0.025227-0.012143i,0.027259-0.0048946i,0.028632+0.0025996i,0.021639+0.0089786i,0.011085+0.0082775i,0.0057247+0.0049822i,0.0037119+0.0036423i,0.0024258+0.0037624i,0.0024416+0.0023461i,0.0022526+0.00086638i,0.00047366+0.0023663i,-0.0011785+0.0047726i,-0.00041281+0.0051352i,0.004591+0.0018565i,0.014013-0.0035983i,0.021503-0.0051998i,0.018956-0.003082i,0.012194-0.0014652i
-0.0021061+0.0013182i,-0.0022762+0.004956i,-0.0052023+0.013173i,-0.012476+0.021233i,-0.021352+0.016595i,-0.022721+0.0017096i,-0.021605-0.0084461i,-0.019665-0.015361i,-0.011602-0.016078i,-0.00382-0.010101i,-0.001059-0.0060489i,-0.00016411-0.005078i,0.0010287-0.0044044i,0.0013129-0.0027098i,0.00088633-0.0018185i,0.0017616-0.0037135i,0.0035451-0.0062254i,0.0035973-0.0065029i,-0.00090429-0.0047576i,-0.010686-0.00055169i,-0.018063+0.00058471i,-0.016425-0.0018687i,-0.010784-0.0019226i
0.0010097+0.0017391i,0.0020377-0.00041266i,0.0059193-0.006087i,0.014524-0.009658i,0.021446-0.0022762i,0.019604+0.0082654i,0.017248+0.014263i,0.013249+0.019137i,0.0051011+0.017645i,0.00048307+0.01123i,-0.00059434+0.0066406i,-0.0011141+0.0049764i,-0.0003936+0.0043935i,0.00080574+0.0028189i,0.0012065+0.0016049i,-0.00032715+0.0023835i,-0.0037187+0.0035914i,-0.0050622+0.0033297i,-0.00091346+0.0013643i,0.0081454-0.00014523i,0.015062+0.0015392i,0.013707+0.0037228i,0.0079558+0.0030758i
0.00054644-0.00074877i,-0.00025586+0.0013402i,-0.0052511+0.0042081i,-0.014093+0.0040048i,-0.018069-0.0044478i,-0.012232-0.013035i,-0.0063805-0.01765i,-0.0013073-0.020892i,0.0035847-0.016346i,0.0044976-0.0071662i,0.0030763-0.0030557i,0.0028072-0.0025035i,0.0033995-0.0010404i,0.0031363-0.00051931i,0.0023101-0.0018174i,0.0026606-0.0022915i,0.0049855-0.0029584i,0.0052852-0.0037064i,6.3536e-05-0.0021064i,-0.0090507-0.00059386i,-0.014977-0.0024998i,-0.012313-0.0037449i,-0.0064833-0.0030056i
-0.00035821+3.5437e-05i,0.0013238-0.00074644i,0.0054313-0.0017825i,0.011027+0.0014906i,0.010815+0.010111i,0.0033838+0.014532i,-0.0013277+0.015568i,-0.0047996+0.016292i,-0.0074826+0.01184i,-0.0057883+0.0061453i,-0.0043015+0.0034113i,-0.0034977+0.0023693i,-0.0013918+0.0021211i,0.00075802+0.0014853i,0.00080973+0.00042496i,-0.0010479+0.00040905i,-0.0034893+0.0011507i,-0.004591+0.0015079i,-0.00030404+0.00087739i,0.0083648+0.0011686i,0.012666+0.0032589i,0.009543+0.0041854i,0.0036058+0.0027114i
0.0030008+9.6626e-05i,-0.00013343+0.0013345i,-0.0054226-0.0007467i,-0.01039-0.005536i,-0.0068663-0.01199i,0.0024689-0.012725i,0.0081273-0.011722i,0.012388-0.011374i,0.013884-0.0060138i,0.009348-0.0011392i,0.005172+8.0453e-05i,0.0043067+0.00097143i,0.0039465+0.0013079i,0.0025784-0.00041028i,0.0021057-0.0023184i,0.0041995-0.002853i,0.0068002-0.0018254i,0.0067592-0.0012064i,0.0013692-0.0022367i,-0.0071505-0.0036594i,-0.010755-0.0049848i,-0.0074225-0.0040239i,-0.0029014-0.0012149i
-0.0026287-0.0025533i,-0.0013315-0.0022924i,0.002009-0.00041238i,0.003611+0.0055125i,-0.00031655+0.010944i,-0.0049178+0.0086554i,-0.0070512+0.004529i,-0.0098718+0.0022436i,-0.0092185-0.00023373i,-0.0050323-0.0012532i,-0.0027709-0.0011121i,-0.0016759-0.0006154i,-0.00010397-1.2895e-05i,0.0010306+0.00058951i,-6.3805e-05+0.0008073i,-0.0026709+0.00041385i,-0.0047709-0.00026004i,-0.0041828-0.0012777i,-0.00058968-0.00043109i,0.0049118+0.0021285i,0.0082405+0.0040728i,0.0059112+0.0034391i,0.0014978+0.00067801i
-8.303e-05+0.0016626i,-0.0018544+0.002394i,-0.0034781+0.0017469i,-0.0018501-0.0028453i,0.0054453-0.0049422i,0.010648-0.0012735i,0.010499+0.00051131i,0.011574+0.0011338i,0.009666+0.0034316i,0.005067+0.0039111i,0.0031022+0.0025959i,0.003008+0.0015429i,0.0027068+0.00047799i,0.0028111-0.0010259i,0.0030389-0.0016112i,0.0032851-0.00098539i,0.0046715-0.00032575i,0.0049275+0.00046462i,0.0015509-0.00024937i,-0.0044736-0.0025311i,-0.006947-0.0041196i,-0.004914-0.0027704i,-0.0023713+0.00080051i
-0.00023395-0.003277i,-0.00014243-0.0020307i,-0.00078684+0.00051479i,-0.0045082+0.004821i,-0.0087114+0.0053522i,-0.0074615-0.00059525i,-0.0051472-0.0044353i,-0.0059641-0.0060392i,-0.0049137-0.0072544i,-0.0023066-0.0046383i,-0.00098-0.0012703i,-7.4434e-05+7.3805e-05i,0.0010407+0.00072029i,0.00042038+0.00067437i,-0.0012611+0.00033764i,-0.0026453-0.00025281i,-0.0035825-0.0025285i,-0.0035029-0.0045623i,-0.0010643-0.0032004i,0.0033558+0.00089482i,0.0053082+0.0046987i,0.0041694+0.0034429i,0.0029637-0.0015749i
-0.0030698+0.00011461i,-0.0035195-0.00090165i,-0.0040443-0.0028284i,-0.0012155-0.0028047i,0.0036804+0.0015138i,0.0041705+0.0058457i,0.0033157+0.004784i,0.0037961+0.0054197i,0.0025461+0.0073055i,0.00094408+0.0057087i,0.00042985+0.0041949i,0.00068815+0.003542i,0.00122+0.0019949i,0.002568+0.00077519i,0.0028583+0.00014394i,0.0032493+0.0007849i,0.0041501+0.0019504i,0.0034505+0.0023984i,-0.00049049+0.0018192i,-0.0045925-0.0002841i,-0.0052524-0.002395i,-0.0044138-0.0016725i,-0.0036745+0.0020853i
-0.001119-0.0012264i,-0.0007574+0.0010406i,-0.0017668+0.0033809i,-0.0036802+0.0034947i,-0.0038406-0.00010095i,-0.00016944-0.0038449i,0.0018023-0.0047987i,0.0021198-0.0064273i,0.003495-0.0061678i,0.0029855-0.0023592i,0.0010814+0.00010335i,0.00082657+0.00021029i,0.0015812-4.1483e-05i,0.001459-0.00027528i,0.00055146-0.0012886i,-0.00082278-0.0028163i,-0.0018002-0.0041476i,-0.00090452-0.0043956i,0.0018011-0.0034115i,0.0049686+0.00023007i,0.0057858+0.0033685i,0.004751+0.0023504i,0.0050768-0.0013417i
0.0013134-0.00051445i,0.00061879-0.00085707i,0.0009174-0.0015888i,0.0024859-0.00045246i,0.0022954+0.0034769i,-0.00043856+0.0043313i,-0.0012905+0.0025587i,-0.0015703+0.0036482i,-0.0031394+0.0041612i,-0.0026868+0.0025365i,-0.0012422+0.0015171i,0.0003013+0.0015825i,0.0014565+0.0022284i,0.001374+0.0023763i,0.0013315+0.002148i,0.0015604+0.0021456i,0.001446+0.0023194i,0.00066909+0.00312i,-0.0020034+0.0025162i,-0.0050727-0.00050258i,-0.0050274-0.002994i,-0.0045-0.0030716i,-0.0058608-0.00087452i
-0.00072222+0.00157i,-0.0009709+0.0015112i,-0.0027729+0.0012656i,-0.0048422+0.00082476i,-0.002871-0.00087736i,0.0018527-0.0010255i,0.0026211-0.00028059i,0.0030696-0.0021585i,0.0046252-0.0021144i,0.0032936+0.00050739i,0.0010718+0.0013965i,0.00081743+0.0011772i,0.002362+0.0013582i,0.0028344+0.00033479i,0.0027799-0.0013531i,0.0022772-0.0028778i,0.0012355-0.0043191i,0.0017636-0.0050698i,0.004208-0.0045542i,0.0061993-0.0019175i,0.0053498+0.0006189i,0.0049086+0.0014756i,0.0066968+0.0017383i
0.00092888+0.0038433i,0.0028783+0.0028583i,0.0053062+0.0010344i,0.0052808+0.001036i,0.0013719+0.0012276i,-0.00053832-0.0011986i,0.0006587-0.0017725i,-0.00097113-0.00022974i,-0.0023752-0.00029714i,-0.00066356-0.00053301i,0.00055184-6.9325e-05i,0.00042215-5.1611e-05i,-0.00011834-0.00030099i,-0.00040202-0.00029394i,-0.00074131+0.00035123i,-0.00084126+0.0012768i,-0.00063247+0.0014471i,-0.0022583+0.0013655i,-0.0051265+0.00059937i,-0.0066457-0.0013901i,-0.0056979-0.0026825i,-0.004583-0.0025602i,-0.0056869-0.0024117i
-0.0018893+0.00052156i,-0.0035826+0.0012198i,-0.0049764+0.0015652i,-0.0041403+0.0014272i,-0.00059595+0.0013412i,0.0018872+0.0021483i,0.0016059+0.0013872i,0.0034265+0.00084935i,0.0034688+0.002276i,0.0011227+0.0028838i,0.00040465+0.0023807i,2.8926e-05+0.0016008i,0.0006381+0.0007968i,0.0015525+0.00028402i,0.0020931-0.00067433i,0.0026965-0.0016789i,0.0028432-0.0015712i,0.0031381-0.0011967i,0.005067+0.00036585i,0.0072353+0.0025582i,0.0066375+0.0034332i,0.0051657+0.0029304i,0.0054142+0.0030759i
0.00064159-0.0012979i,0.00066752-0.00060496i,-0.00052603+5.7998e-05i,-0.00080962+0.00057801i,-0.00033622-0.0004311i,0.00075678-0.0020304i,0.0010808-0.0012156i,0.0003208-0.0014849i,0.00055925-0.0026732i,0.00076383-0.0011529i,0.00021762+0.0003463i,0.00081323+0.00035635i,0.0011969+0.00047785i,0.00062115+0.00018322i,-0.00033824-0.0014215i,-0.00042087-0.0021721i,0.00030491-0.0010121i,-0.0017641-0.0011972i,-0.0053035-0.0032216i,-0.0072214-0.0041958i,-0.0061184-0.003347i,-0.0033136-0.0028349i,-0.002963-0.0032909i
0.0025059-0.00084013i,0.0019462-0.0018227i,-1.9956e-05-0.0030893i,-0.0017537-0.0026685i,-0.0020591+0.00029115i,-0.0016387+0.0019461i,5.3799e-05+0.00017591i,0.0016004+0.0011006i,0.0011071+0.0024434i,0.00049369+0.0017438i,-0.00013846+0.0014319i,-0.0013155+0.0011519i,-0.00072685+0.00099632i,0.0008316+0.0017676i,0.0013872+0.0023615i,0.0011475+0.0014692i,0.0015803-6.2696e-06i,0.002318+0.00018649i,0.0036371+0.0029551i,0.0055113+0.0052777i,0.0062662+0.0044672i,0.0044338+0.003356i,0.0028274+0.0042284i
-0.00078692-9.7231e-05i,-0.00022256+0.00011212i,0.00041024+0.0011221i,7.7422e-05+0.0014459i,-1.6747e-05+0.0010503i,0.0010795-0.00017818i,0.0016028-0.0011502i,0.0012732-0.0023628i,0.0021476-0.0014258i,0.0025157+0.00075946i,0.0017413+0.00079717i,0.0013859+0.00020426i,0.0017134-0.00077441i,0.0018775-0.0017937i,0.001774-0.0027445i,0.001749-0.0028061i,0.0013926-0.0022619i,-9.1555e-05-0.0036436i,-0.0027926-0.0067706i,-0.0045-0.0083148i,-0.0051722-0.0062077i,-0.0040582-0.0032742i,-0.0022052-0.0030399i
0.00087381+0.0010233i,0.0013546+0.0010346i,0.0012327+0.00023787i,0.00060251-0.00039082i,-0.00071479+0.00026158i,-0.0016916+0.00029313i,-0.00029331-0.00024895i,0.00058754+0.00017891i,0.00032618+0.00019102i,0.00035122-0.00077651i,0.00063303-0.0010827i,0.00025791-0.00022596i,0.00015521+0.00076916i,-4.1644e-05+0.0014127i,-0.0015266+0.0012879i,-0.0027442-0.00028323i,-0.0017048-0.0013519i,-0.00027833+0.00025306i,0.0017308+0.0044139i,0.0044644+0.0071893i,0.0056467+0.0059977i,0.0044015+0.003862i,0.0020364+0.002826i
0.00089003-0.004992i,5.2063e-05-0.005011i,-0.0025588-0.0039044i,-0.0048923-0.00069624i,-0.0033969+0.0016895i,0.00025422+0.0026484i,0.0017081+0.0010779i,0.0023889-0.0011826i,0.0023427-0.00045352i,0.0006803+0.0012837i,-0.00053663+0.0014533i,-0.00016415+0.0018795i,0.0018404+0.0025802i,0.0039035+0.0018752i,0.0045825+0.00075098i,0.0038527+0.0008073i,0.0025969+0.0009929i,0.0014065-0.0011635i,-0.00021427-0.0050539i,-0.0025956-0.0084923i,-0.0047408-0.0078617i,-0.0044186-0.0043697i,-0.0019736-0.0028356i
0.0040394+0.0041406i,0.0036021+0.0018557i,0.0036186-0.0011784i,0.0025147-0.0024321i,0.001492-0.0025275i,0.00050431-0.0029298i,0.00045584-0.0025864i,0.00016794-0.0017285i,0.00063582-0.0018244i,0.0012414-0.0017731i,0.00055405-0.0012543i,-0.00018623-0.0012602i,-0.00059366-0.00053352i,-0.001911-6.9866e-05i,-0.003173-0.0004731i,-0.0026411-0.00084548i,-0.0018087-0.001226i,-0.0015217-0.00058193i,-0.0010454+0.0032269i,0.0009957+0.0085571i,0.0035803+0.0098435i,0.0042638+0.00646i,0.0028526+0.0030638i
-0.00060711+0.00058852i,0.00088645+0.0012844i,0.0018232+0.0016237i,0.0016212+0.0019207i,0.0012286+0.0015314i,0.0010424+0.00091519i,0.0015056+0.001243i,0.0022211+0.0012551i,0.0016184+0.00059659i,-0.00044624+0.00048897i,-0.00097832+0.00087669i,0.00032527+0.0014611i,0.00095671+0.0017438i,0.0023753+0.0015163i,0.0038085+0.0011891i,0.0029401+0.0018448i,0.0012884+0.0014973i,4.3526e-05-0.00089961i,-0.00016181-0.0048099i,-5.34e-05-0.008329i,-0.0013223-0.0092351i,-0.0032056-0.0071911i,-0.0030821-0.0035765i
-0.0025943-0.0032803i,-0.0031132-0.0015897i,-0.0049589+0.00045137i,-0.0042463+0.0016569i,-0.0020891+0.0014016i,-0.00011209+0.00038265i,-0.0001072-0.0008951i,-0.00028333-0.002185i,0.00046981-0.0018221i,0.00067722+0.00024476i,0.00070981+0.0011082i,0.00067829+0.00047062i,0.00060594-0.00021106i,0.00055342-0.0011006i,-0.000121-0.0024079i,-0.00086639-0.0028823i,-0.00019478-0.0031552i,0.00014614-0.0023044i,-0.0011074+0.0020605i,-0.0014255+0.0077798i,0.00082075+0.0099938i,0.0027898+0.0081707i,0.00318+0.0040982i
8.3251e-05-0.0042118i,-0.000361-0.004089i,-0.0015733-0.0046452i,-0.0033625-0.0026135i,-0.0037182-0.00018569i,-0.0028296+0.0010764i,-0.0013319+0.00065042i,0.00019595+0.00069193i,0.000308+0.0012278i,-0.00080626+0.00099981i,-0.0016052+0.00054078i,-0.0012553+0.0016908i,-0.00026139+0.0041633i,0.00061054+0.0039596i,0.0015882+0.0023943i,0.0013518+0.0019204i,0.00072413+0.00064899i,0.0011602-0.00171i,0.0025083-0.00481i,0.0035107-0.0082069i,0.002009-0.0097855i,-0.0010155-0.0084087i,-0.0030943-0.0052992i
0.0036203+0.0023865i,0.0039516+0.0019112i,0.0045076+0.00069928i,0.0033386-0.00081441i,0.0019202-0.002176i,0.001744-0.001889i,0.002536-0.00095727i,0.0027862-0.0010438i,0.0026784-0.00066339i,0.0019426+0.00011612i,0.00080814-0.00026851i,8.5752e-05-0.00047854i,0.00065001-0.00023018i,0.0010171-0.0011102i,0.00039953-0.0021806i,6.603e-06-0.0022201i,-0.0001187-0.0013925i,-0.00086892+7.0177e-05i,-0.002778+0.0024787i,-0.0046044+0.0066292i,-0.0043067+0.0094266i,-0.0013746+0.0087303i,0.0016162+0.0063953i
