-0.0006175+0.0015214i,-0.00047425+0.0018746i,-0.00085476+0.0020259i,-0.0015342+0.0017718i,-0.0032+0.0011882i,-0.0038297+0.0019022i,-0.0025355+0.002584i,-0.00068132+0.0027315i,0.00048286+0.002172i,0.00098705+0.0011411i,0.001184+0.00062298i,0.0010354+0.00034463i,0.00092808-0.00012599i,0.00097491-0.00018208i,0.00031927-3.8602e-05i,-0.00034944-0.00046998i,-3.3005e-05-0.00069903i,0.00011355-4.9267e-05i,0.00034959+0.00042347i,3.4566e-07+0.00015639i,-0.00023546+0.00010808i,-0.00015163-0.00022687i,-0.00036471-0.00089567i
0.00097832+0.00044819i,0.0013734+0.0012049i,0.0015833+0.00093273i,0.00065452+0.00029971i,-0.0011249-0.00027786i,-0.0024767-0.00040848i,-0.00243+0.00044016i,-0.0011952+0.0014004i,0.00029786+0.0018362i,0.0013783+0.00054927i,0.0012753-6.0992e-05i,0.000902+0.00051758i,0.00054211-0.0001874i,2.9836e-05-0.0010769i,0.00013531-0.00057804i,-4.3617e-05+0.00014688i,-0.00012459+0.00048933i,-0.00027089+0.00044409i,0.00011202-0.00033737i,0.00060138-0.00037678i,0.00051135-0.00017511i,5.7524e-05-0.00013411i,-0.00034883+2.2475e-05i
-0.0011934+0.0022582i,-0.00066225+0.0016587i,-0.00074864+0.00098401i,-0.0012527+0.00072522i,-0.0016352+0.00076335i,-0.0015562+0.0012371i,-0.00091155+0.00051763i,-4.475e-05+0.00036801i,0.0010837+0.0013218i,0.0013408+0.0015373i,0.00075456+0.0011786i,0.00071703+0.00083497i,0.00064792+0.00049357i,0.00067747+0.00012396i,0.00088599+0.00021407i,0.00071351+0.00042069i,-0.00020616-0.00012565i,-0.0003395-0.0011223i,0.00033157-0.0011385i,0.00072305+9.8485e-05i,0.00082948+0.0012114i,0.00027816+0.0010169i,-0.00044434-0.00034036i
0.0016691+0.0025059i,0.0012385+0.0020329i,0.0011371+0.0018002i,0.000395+0.0020541i,-0.0012049+0.0017339i,-0.0018657+0.0015366i,-0.0012589+0.0014124i,-0.00020146+0.0019412i,0.00073882+0.0018741i,0.0011565+0.0010271i,0.001524+0.0005485i,0.0010206+0.00026339i,7.7342e-05+0.00019055i,0.0002042+7.4656e-05i,0.0008113-0.00063563i,0.00088684-0.0010557i,0.00089467-0.00019154i,0.0010752+0.00043066i,0.001074+0.00034503i,0.00058639+0.0004806i,0.00054689+0.00040572i,0.0017215+0.000581i,0.0016328+0.00052159i
-0.0011769+0.0026602i,0.00039932+0.0030425i,0.00065303+0.0032937i,0.0013117+0.0026678i,0.001842+0.0023987i,0.00057257+0.0018898i,-6.066e-06+0.0019296i,0.0008372+0.0015974i,0.00095885+0.0012883i,0.0011996+0.0011301i,0.0013111+0.00037667i,0.00090257+0.00047106i,0.00085011+0.00082405i,0.00037447+0.0003868i,0.00040908-0.00012081i,0.00046916+0.00015662i,0.00046904+0.00051209i,0.0003846+0.00052687i,0.00014661+0.0003449i,0.00060154+1.7725e-05i,8.2565e-05-0.00029472i,-9.3686e-05-0.00054081i,0.00058188-0.00055402i
0.00181+0.00066109i,0.0010514+0.0015029i,-0.00064075+0.00044779i,-0.0016259-0.00071286i,-0.002483-0.00040266i,-0.0031544+0.00050047i,-0.0021947+0.0014863i,3.727e-05+0.0012163i,0.0014716+0.00094502i,0.0014912+0.00096146i,0.00042031-2.62e-05i,0.00017411-0.00097205i,0.00015207-0.00094105i,-0.00031157-0.00040808i,0.00029389+0.0002861i,0.00098912+0.00087417i,0.00064584+0.0010899i,0.0005129+0.00039063i,0.00069105-0.00036344i,0.00042208-0.00040866i,9.4685e-05-3.5607e-05i,0.00031367+0.00067899i,0.00028993+6.598e-05i
-0.00055288+0.0003715i,0.00045073+0.00092753i,-0.00046857+0.00083437i,-0.0008758+0.0003916i,-0.0010693-0.00022936i,-0.0024545-0.00011171i,-0.0024056+0.00054594i,-0.00071698+0.0014544i,0.00034475+0.0017791i,0.0010029+0.00080237i,0.00073549+0.00043102i,0.00061702+0.00081085i,0.0011649+0.00082462i,0.00058772+0.00016683i,-0.00017889-0.00012577i,-0.00032296-1.0445e-05i,-0.00027551-0.00098216i,-0.00048094-0.0014125i,-0.00055206-0.00057522i,-0.00072609+4.3612e-05i,-0.00037202+2.1272e-05i,0.00034908-0.00038512i,5.9051e-05-0.0005276i
-0.00017898+5.2562e-05i,0.00054074+0.00057287i,5.2906e-06+0.00010197i,-0.0011618-0.00021429i,-0.0025168-0.00020539i,-0.0030003-0.00037437i,-0.0017107+0.00033252i,0.00053855+0.0012116i,0.001093+0.0014422i,0.00036949+0.0010211i,0.00026247+0.00062181i,0.00040733+0.00092725i,0.00018665+0.00091772i,-0.00030326+0.00087218i,-0.00041335+0.0010318i,-0.00026974+0.00089505i,-0.00024556+0.00045341i,-0.00031718-8.8081e-05i,9.6758e-05-0.0002836i,0.00018674-0.00035751i,-0.00047875-0.00029056i,-0.0004014-0.00016368i,-0.00034479-0.00026236i
-9.4294e-06+0.00055084i,0.0005969+0.0011422i,1.079e-05+0.00071754i,-0.0012412+0.0010465i,-0.0017817+0.00078861i,-0.0017544+0.00045909i,-0.0017952+0.00010254i,-0.0014535+0.00042261i,-0.00092211+0.0010759i,0.00036634+0.0010944i,0.0008466-0.0001156i,0.00093264-0.00061945i,0.0010672+0.00042921i,-0.0001546+0.00090192i,-0.00044991-0.00013335i,-0.00017064-0.0001334i,-0.00049023+0.00051905i,-0.00039564+0.00038834i,5.4394e-05+0.00026873i,-0.00014925+0.00044852i,-8.92e-05+2.8086e-05i,0.0003791-0.00022619i,0.00038614+0.00022378i
-0.00028826+0.0014468i,0.00035852+0.0015834i,0.00019902+0.0017629i,-0.0006568+0.0017164i,-0.001703+0.00089858i,-0.0018652+0.000672i,-0.00084248+0.0011161i,2.0224e-05+0.0011073i,0.00058636+0.00090822i,0.0011576+0.0010603i,0.0010486+0.00064354i,0.00053429+0.00025876i,0.00084788+0.00037282i,0.0013824+0.00033002i,0.00097439+0.000304i,-0.0002092+2.3196e-06i,-0.00063943+0.00016465i,-5.9147e-05+0.00048069i,5.6583e-05+0.00087312i,-3.7097e-05+0.0016284i,0.00028588+0.0010672i,0.00095946-0.00030691i,0.00099874-2.3253e-05i
-0.00045329+0.0010322i,-0.0012751+0.0013709i,-0.0019907+0.0012198i,-0.0025762+0.00098138i,-0.0027345+0.0011438i,-0.0021929+0.0015914i,-0.00080508+0.001237i,-0.00024678+0.00029761i,-0.00018917+0.000166i,0.00029295+0.0011023i,1.3292e-05+0.00096748i,-0.00026518-0.00039686i,0.00046441-8.2749e-05i,0.0004161+0.00073451i,0.00011593+0.0007357i,0.00029393+0.00014479i,0.00041243-0.00014371i,0.00058034+0.00020382i,0.00036654-0.00026008i,6.083e-05-0.00084941i,8.9621e-05-0.00083406i,0.00017312-0.00060611i,-2.9967e-05-0.00016598i
0.0003631+0.0013306i,0.00093002+0.0013808i,0.0004972+0.0006914i,-0.00072004+0.0013288i,-0.0015112+0.0016245i,-0.001409+0.00063898i,-0.0013085+0.00080208i,4.6455e-05+0.0013145i,0.0015017+0.0013375i,0.0014511+0.0017697i,0.001078+0.0015248i,0.00013971+0.00021601i,-0.00057627-6.6693e-05i,5.6202e-05+0.00040561i,0.00071191+0.00024392i,0.00050339-0.00036277i,0.00036012-0.00030332i,0.0009175+0.00022171i,0.00053623-0.00060231i,-0.00014162-0.0013793i,-0.00060827-0.00079431i,-3.9155e-05-0.00021311i,0.00085919-0.00026143i
-0.00030561-0.00053904i,0.00065794+0.00079212i,0.00044254+0.0010382i,-0.00089543+0.00037788i,-0.0022882+0.00037414i,-0.0026055+0.0012249i,-0.0019952+0.0015762i,-0.00054044+0.0015589i,0.00031936+0.0014241i,0.00072743+0.00082538i,0.00068436+0.00085861i,0.0004522+0.00061365i,0.00067999+0.00025812i,0.00047064+0.00089651i,0.00012301+0.00081312i,0.00022128+0.00050251i,0.00044474+0.00038564i,0.00060124-3.7155e-05i,0.00060855-0.00029996i,8.89e-05+0.00033823i,-0.00045224+0.00073631i,-0.00037246+0.00010209i,0.00040378-0.00016374i
0.00060307+0.002453i,0.00056655+0.0024538i,0.00012196+0.0019337i,-0.00018728+0.0010744i,-0.00033794+0.00097038i,-6.2806e-05+0.0013736i,-0.00013908+0.001503i,-2.4074e-05+0.0011615i,0.00066829+0.0016367i,0.00097152+0.0014449i,0.0015754+6.5107e-05i,0.0019029-0.00010911i,0.0017048+0.00056183i,0.00060193+0.0011118i,-4.6692e-06+0.00055926i,0.00028749-0.00027579i,0.00031502-0.00048542i,-5.7278e-05-0.00023103i,-0.00026276+0.00021734i,1.4647e-05+0.00051546i,-0.00014077+0.00061853i,-0.0010727+0.00041375i,-0.0013258+0.00024599i
1.5766e-05+0.001488i,0.0012998+0.001395i,0.00053575+0.0012i,-0.0011954+0.0004756i,-0.0025704+0.00023775i,-0.0027263+0.00055034i,-0.001356+0.00093959i,-7.779e-05+0.00082524i,0.00075058+0.00054466i,0.00068363+0.00024236i,-1.1959e-05-0.00029019i,0.00030076-0.00018887i,0.0002571+0.00021898i,-0.00059404+0.00012859i,-0.00066265-0.00022913i,-1.9682e-05+3.7154e-05i,0.00019188+0.00029697i,-6.078e-05-2.4999e-05i,0.00017574-0.00073767i,0.00049323-0.00073222i,0.00087824-0.001199i,0.0005884-0.0010316i,-0.00015499-0.00038824i
-0.0002713+0.0021559i,-0.00035102+0.0011907i,0.00029978+0.00097217i,-0.00025273+0.00072216i,-0.00051019-6.2324e-05i,-0.00062751+5.086e-05i,-0.00079765+0.00053699i,7.8742e-05+0.00043932i,0.00094802+0.00083866i,0.00055765+0.00069428i,0.00014593+0.0010063i,0.00056427+0.0014349i,0.00075296+0.0011076i,0.00025428+0.0012753i,-0.00018987+0.00084401i,-0.00011933+0.00025274i,0.0002804+0.00018048i,0.00054015+0.00064118i,0.00024706+0.00085979i,0.00034155-9.2545e-05i,0.00065851-0.00089565i,0.0010783-0.0010371i,0.00046211-0.00088981i
-0.0016728-0.00064762i,-0.0017132-0.00015146i,-0.0022565+0.00058776i,-0.00299+0.00035396i,-0.0032073+0.00098553i,-0.0022955+0.0016907i,-0.0011963+0.0010894i,-0.00071482+0.00064493i,-0.00031917+0.00075667i,0.00010101+0.00027825i,3.3051e-05-0.00020671i,0.00019195+0.00075858i,0.00018685+0.00085884i,-0.00020835-0.00018088i,-0.00034337-8.2813e-05i,-9.1176e-05+0.00055603i,0.00019066+0.00080853i,0.00017318+0.00046261i,0.00015784-0.00025177i,-0.0002856-0.00026252i,-0.00041086+0.00036651i,0.00022369-1.3467e-05i,0.00040254-0.00026703i
-0.0008622+0.0014246i,-0.0016763+0.0022618i,-0.0015341+0.0022526i,-0.001038+0.0025612i,-0.0018163+0.0022957i,-0.0024742+0.0017584i,-0.0021035+0.0018051i,-0.00095632+0.0018734i,0.00021221+0.0016057i,0.0018224+0.001205i,0.002238+0.0010314i,0.00083929+0.00074563i,8.8282e-05+0.00053134i,0.00026663+3.173e-05i,0.00068404+0.00048047i,0.00058565+0.00067175i,0.00034122-0.00012596i,0.00065473-0.00020915i,0.0001767-0.00012329i,-2.4411e-05+9.7338e-05i,-0.00014688+0.0006977i,-0.0007771+0.001024i,-0.00044437+0.00052684i
-0.0014924+0.00044666i,-0.0014996+0.0010098i,-0.0011751+0.0005838i,-0.0010607-0.00017902i,-0.0016421+0.00020858i,-0.0022319+0.00030147i,-0.0011839+0.00084431i,-0.00012498+0.0014539i,0.00039989+0.0013168i,0.00051972+0.00080201i,0.00071442+0.00026217i,0.00068522+0.00051078i,8.637e-06+0.00038958i,0.00011341+0.00035105i,0.00051869+0.0010691i,-5.8103e-07+0.0012089i,5.8684e-05+0.00070339i,0.00056231+0.00027268i,0.00059786-0.00014201i,0.00034614-0.00039579i,0.00049166+0.00015809i,0.00076883+0.00082029i,0.00047967+0.00073432i
0.00020299+0.0016719i,0.0014408+0.0020414i,0.00085783+0.0016996i,-0.0005981+2.3741e-05i,-0.0007913-0.00036878i,-0.00054115+0.00027605i,9.0599e-05+0.00090967i,0.00047485+0.0010186i,0.00082201+0.00054906i,0.00096765+0.00047218i,0.0014055+0.00077243i,0.0011502+0.00057562i,8.4158e-05-0.0001818i,-0.00037469-0.00060386i,2.9321e-05-0.00039496i,0.00023126-0.00024338i,7.1781e-05-0.00047368i,0.0007727-0.0010383i,0.0016124-0.0013164i,0.0010112-0.0011489i,0.00049642-0.001i,0.00062204-0.00038389i,0.00055691+0.00050445i
0.00097674+0.00085704i,0.00070261+0.0016308i,0.00041668+0.0016127i,-0.0005554+0.0007358i,-0.0019157+0.00031357i,-0.0025021+0.00065777i,-0.001896+0.0011522i,-8.1605e-05+0.0011314i,0.00085541+0.00096519i,0.00077769+0.0011702i,0.0016199+0.0010156i,0.0015461-0.00035033i,0.00078021-0.001046i,0.00095326-0.00064627i,0.00092226-0.00087542i,0.00024859-0.00089973i,0.00057081-0.00013384i,0.00068742+0.00078388i,0.00020204+3.5552e-05i,0.0004153-0.0012108i,0.00066133-0.0011561i,0.00058101-0.00073274i,0.00064624-0.0005458i
0.00038406-0.0004144i,0.0001827+0.00028729i,-0.00012552-0.00028609i,-0.0013199-0.0010845i,-0.0021064-0.0011613i,-0.0022612-0.00053354i,-0.0024493+0.00047979i,-0.0017473+0.00066313i,-3.7754e-05+0.0006816i,0.00051458+0.0010292i,-4.5725e-07+0.00074863i,0.00011966+3.4524e-05i,-2.1627e-05-0.00058354i,-0.00060237-0.00054895i,-0.00084304+0.00017822i,-0.00051571+0.00031822i,-4.6937e-05+0.00026167i,-0.00021636-0.00024145i,-0.0004509-0.00072473i,-0.00039525-0.00040578i,-0.00045102-3.4455e-05i,-0.00020196+0.00013596i,0.00037462+0.0004108i
-0.00034584+0.0013161i,-0.00098661+0.0014826i,-0.0013962+0.0010273i,-0.0013878+0.00060729i,-0.0016329+0.0012599i,-0.0020088+0.00119i,-0.0016988+0.00079376i,-0.0013299+0.00074699i,-0.00032895+0.00048729i,0.00036266+0.00058345i,0.00034706-3.4918e-05i,0.00086191-0.00038922i,0.00066777-0.00011606i,0.00015869+1.613e-05i,5.438e-05-0.00032002i,0.0002135-0.00074858i,0.00051237-4.7596e-05i,0.00058369-0.00035966i,0.00045091-0.00090899i,0.00025916-0.0006781i,0.00048009-0.00027529i,0.00095787+9.5868e-05i,0.00054049+3.3343e-06i
-0.0018099+0.001045i,-0.0012307+0.0020816i,-9.4579e-05+0.0016921i,1.577e-05+0.0020108i,-0.00046443+0.0020513i,-0.00084153+0.0014058i,-0.00083872+0.00076696i,-0.00032641+0.00042577i,0.00031984+0.00057623i,0.00085821+0.00082994i,0.0010049+0.0010558i,0.00025524+0.0010454i,0.00035692+0.00051037i,0.00084289-9.3617e-06i,4.3289e-05-7.1032e-05i,-0.00082349-0.00013254i,-0.00079075+9.1145e-05i,-0.00069285+0.00037454i,-0.00087818+2.6454e-05i,-0.00038831-0.00084919i,0.00087665-0.00075479i,0.0009145+0.00028708i,-0.0003014+0.00041053i
-0.00068934+0.0010237i,-0.00077445+0.0020816i,-0.00065348+0.00095706i,-0.0015394+0.0010262i,-0.0024927+0.0013303i,-0.0029835+0.00081075i,-0.0022097+0.0010656i,-0.00046061+0.0011731i,0.00010598+0.0017189i,0.00022467+0.002423i,0.00066737+0.0016092i,0.0011928+0.0011335i,0.00085251+0.0010263i,-6.1064e-05+0.00054898i,-0.00038363+7.5637e-05i,-6.6086e-05+2.6338e-05i,0.00013032+8.7745e-05i,0.00043958+3.7559e-05i,0.00095688+0.00020938i,0.00074113+0.00023537i,-0.0003646+0.00055205i,-0.00019301+0.0010006i,0.00051796+0.00070927i
0.00055037+0.00022183i,0.00011597+0.00065951i,-0.00058499+0.00064534i,-0.0013123-2.2918e-05i,-0.0019653-6.7602e-05i,-0.002326+0.00062371i,-0.001641+0.0010591i,-0.00048776+0.0012392i,0.00066226+0.0012909i,0.0010461+0.0010167i,0.00054143+0.00058602i,0.00054743+0.00018175i,0.00083711-0.0001229i,0.00073153-0.00023112i,0.0007456-0.00018023i,0.00069045-0.00042586i,0.00057899-0.00033849i,0.00030753-0.00014537i,5.4635e-05-0.00020359i,4.1945e-05-0.00018223i,0.00068351-3.3811e-05i,0.0012236+0.00014998i,0.00075142+0.00072443i
-0.00048461+0.0015744i,-0.00012277+0.0016735i,-9.7505e-05+0.0011175i,-0.0010093+0.00074685i,-0.0026844+0.00066161i,-0.0033359+0.0010499i,-0.0015828+0.0016636i,0.00033819+0.0013638i,0.0012733+0.00062275i,0.0017232+2.8131e-05i,0.0015075+0.00072542i,0.00065824+0.0008608i,-8.0964e-05+0.00044676i,0.00025086+7.7633e-05i,1.3362e-05+0.00017638i,-0.00022926+0.00037524i,0.0002462+0.00028644i,0.00052266+0.00097953i,0.0006683+0.0008975i,0.00062694-0.00029802i,4.3167e-05-0.00053124i,-9.1895e-05-2.5577e-05i,0.00058897+0.0002834i
-0.001143+0.00027331i,-0.001292+0.0019313i,-0.001311+0.001908i,-0.0014811+0.00089795i,-0.0015798+0.00082766i,-0.001553+0.0011306i,-0.00083393+0.0015635i,0.00028021+0.0020248i,0.00054305+0.0014097i,0.0009059+0.0010181i,0.001415+0.0010924i,0.00059527+0.00032633i,0.00012749-3.0436e-05i,0.00074562+0.0006864i,0.00080734+0.00048965i,0.0008293-0.0002111i,0.0012982-0.00074859i,0.0010881-0.00077256i,0.00045744-0.00030912i,-1.6576e-05-0.00055212i,-0.00021341-0.00029685i,0.00044663+9.5392e-05i,0.00090205+8.7872e-05i
-0.00077797-0.00030572i,-0.00057257-0.00029027i,-0.0009573+0.00027064i,-0.0017851+0.00098848i,-0.0032822+0.00074537i,-0.0034964+0.00014086i,-0.0022332+2.7142e-05i,-0.00043687+0.0001649i,0.00071415+0.00032633i,0.0005865+0.00068235i,0.00029836+0.0010722i,0.00031103+0.00043065i,0.00040619-7.1634e-05i,-0.00024488+3.5534e-05i,-0.00065258+0.00043259i,-0.00045355+0.00081109i,0.00018309+0.00049816i,0.00095296-9.0289e-05i,0.0004143-0.00054405i,-6.3351e-05-0.00049368i,0.00032501-0.00057954i,0.00043323-0.00027073i,0.0001097+3.5038e-05i
0.0019231+0.0022795i,0.0019308+0.0023419i,0.0014748+0.0016658i,-0.00036961-5.3432e-05i,-0.0011241-0.00025063i,-0.0015676+0.001046i,-0.0014833+0.0012261i,-0.00022333+0.0014632i,0.00080036+0.0021608i,0.0017689+0.0018293i,0.0019941+0.00087483i,0.0014536-0.00011912i,0.0013549-0.00014854i,0.0011132+0.00029963i,0.00051393+0.00036226i,3.2619e-05-0.00031933i,0.00012784-0.00093712i,0.00057836-0.00094146i,0.0006667+5.4853e-05i,0.00013827+0.00054445i,-0.00017138-0.00016693i,-0.00010853-0.00068447i,0.00017431-0.0005798i
0.0010226+0.00049952i,0.0014468+1.9617e-05i,0.002205-0.001104i,0.0010056-0.0017444i,-0.0018172-0.0015313i,-0.0028521-0.00043619i,-0.0020702+0.00088319i,-0.00045484+0.0016682i,0.0010386+0.0022163i,0.0010989+0.00098289i,0.0010811+9.1329e-05i,0.00071366-0.00012753i,0.0006486-0.00067529i,0.00079888-0.0011441i,0.00069711-0.0015805i,0.00051368-0.0012603i,8.7521e-05+3.9908e-05i,0.00041496+0.00043017i,0.00052379-3.2132e-05i,0.00069813-3.679e-06i,0.00046953+8.307e-05i,0.00042125-0.00017169i,0.00032507-0.0002558i
0.00017365+0.0019271i,0.00088516+0.0015508i,0.00025392+0.0018703i,-0.00072502+0.00090854i,-0.0013434+0.00021687i,-0.0017589+0.0011737i,-0.0013637+0.001273i,-0.00067272+0.00073188i,4.7645e-05+0.0011878i,0.0010738+0.00095989i,0.00069821+0.00027635i,-0.0001449+0.00030752i,0.00030562-4.5307e-05i,-9.5455e-05+0.0001352i,-0.00067484+0.00032992i,-0.00035523+0.00032216i,0.00063976+0.00047286i,0.00095572+0.00062236i,0.00071412+0.00059254i,0.00023081-0.00012249i,5.0936e-05-3.9795e-05i,1.4487e-05+0.00053082i,-8.8188e-06+0.00045996i
0.0010622+0.0016547i,0.0016039+0.0017295i,0.0015184+0.0017765i,0.00056929+0.0011315i,-0.00054333+6.8074e-05i,-0.0016064+0.00090314i,-0.0022979+0.0017736i,-0.0010916+0.0015814i,0.00036213+0.0011845i,0.001379+0.00034523i,0.0010958-7.8721e-05i,0.00071102+0.00013709i,0.0014055+0.00060308i,0.0013462+0.00081358i,0.00046466+0.00044793i,-0.00048575+5.4697e-05i,-0.0013048-0.00036033i,-0.00091338+0.00023561i,-0.00028363+0.00030389i,-0.00050642-0.00045547i,0.00031635-0.00061664i,0.00085784-2.8484e-05i,0.00044614+0.00040914i
-0.00065262+0.002393i,0.00014927+0.0017319i,0.00058771+0.0016382i,-0.00013651+0.0013794i,-0.00097041+0.0018492i,-0.0011187+0.0014153i,-0.0010411+0.001235i,-0.00079008+0.0014079i,4.3932e-05+0.001077i,0.00080051+0.00043349i,0.00097895+0.00023751i,0.00089282+0.00044763i,0.00093017+0.0011824i,0.00076503+0.0004867i,0.00050208-0.00048679i,0.00012781-0.00013893i,0.00015984+0.00048081i,-0.00021765+0.00056734i,-0.00054388-1.5365e-05i,-0.00055683-0.00025233i,-0.00064914+0.00029888i,6.2303e-05+0.00018052i,0.0007447-0.00018426i
-0.0002912-0.00015503i,0.0014979+0.00035269i,0.00067772-0.0002311i,-0.0011624-0.00044833i,-0.002004+0.00043875i,-0.0020379+0.0011535i,-0.0014322+0.0015713i,-0.00051232+0.0018582i,0.00031674+0.0014303i,0.0010895+0.001345i,0.00106+0.0010644i,0.00098194-0.0004503i,0.00095744-0.0012139i,0.00021149-0.0010815i,-0.00046376-0.00047781i,-0.00025105+0.00040242i,5.2419e-05+0.00086663i,-0.00013355+0.00043215i,-1.3718e-05-0.00033066i,0.00040804-0.00057742i,0.00011001+0.00057161i,4.825e-05+0.0015491i,-0.00015657+0.00092932i
0.00076222+0.0010771i,0.00025984+0.0020258i,-0.00040931+0.00054038i,-0.00058133-0.0011107i,-0.0009542-0.00072002i,-0.0012608+0.0003791i,-0.00092581+0.0013613i,-0.00010875+0.0013229i,0.0007452+0.0012792i,0.0013243+0.0011391i,0.0014336+0.00052465i,0.00081225-0.00019271i,0.00050004-0.00081228i,0.00091133-0.00092933i,0.0010526-0.00084255i,0.00043518-0.00054983i,-5.5241e-06-0.00034104i,0.00019827-5.0989e-05i,0.00053503+0.00030039i,0.00075467+0.00059519i,0.0013186+0.00035928i,0.00094661-0.0005292i,0.00034303-0.00088539i
-0.0018903+0.0018279i,-0.0013246+0.0027013i,-0.0012857+0.0031232i,-0.0020755+0.0025317i,-0.0022386+0.0023261i,-0.0015623+0.002806i,-0.00093678+0.0023607i,0.00015927+0.0020664i,0.00067719+0.0019535i,0.00073853+0.0020699i,0.00083289+0.0013296i,0.00084991+5.7385e-05i,0.0011519+0.00010007i,0.00090712-0.00040145i,0.00046242-0.00076987i,0.00027251-0.00024837i,0.00086875+2.4552e-05i,0.00092086+0.00045223i,-1.5477e-05+0.00083878i,0.00022177+0.000457i,0.00072681+0.00025199i,0.00040442+6.865e-05i,0.00022312+9.5607e-05i
0.00064487+0.00036526i,0.0015368+0.00015737i,0.0027226-4.7544e-05i,0.00064612+2.2704e-05i,-0.0017731+0.00017024i,-0.0023971+0.00035483i,-0.0015378+0.00028308i,-0.00014066+0.00062277i,0.00039705+0.0011427i,0.00089896+0.00059875i,0.00043091+5.915e-05i,-0.00019264+0.00021816i,-0.0002323-0.00043886i,-0.00020142-0.00038023i,0.00032994+0.00031883i,0.00044624+0.00053083i,9.1981e-05+0.00070456i,-0.00042132+0.00070615i,-0.00045992+0.00023493i,0.00042571-0.00020339i,0.00052322+6.971e-05i,0.00031096-0.00032655i,-5.0906e-05-0.00073853i
0.001471+0.0022283i,0.0020846+0.0020407i,0.0020882+0.00042913i,0.0011724-0.0011733i,-0.00081637-0.0015823i,-0.00144-0.00024642i,-0.0013507+0.0014792i,-0.00070778+0.0014478i,0.00021715+0.0012619i,0.0002686+0.0015027i,0.00085746+0.00050031i,0.00082033-0.00030633i,0.00066497-0.00032355i,0.00019512+0.00015671i,-0.00054071-0.00029417i,-0.0004169-4.8954e-05i,-7.3172e-05+0.00019159i,0.00040389-0.00051772i,0.00058545-0.00089164i,0.00067118-0.00027899i,0.00089436+9.8409e-05i,0.00051186+0.00038397i,-2.69e-05+0.00052178i
0.0014702+0.00010165i,0.0013215-6.5014e-05i,-0.00046902-0.00053503i,-0.0017298-0.00078901i,-0.0029033-0.00010165i,-0.002801+0.00093631i,-0.00066979+0.0010012i,0.00075143+0.0010014i,0.00069434+0.0011101i,0.00039811+0.0010134i,0.00091396+0.00044769i,0.0014145-0.0005817i,0.0014419-0.0014281i,0.0013451-0.00033493i,0.0003611+0.000609i,-2.3401e-05-2.7881e-05i,0.00012073-6.4851e-05i,7.5019e-05+7.5778e-05i,0.00070445-0.00030169i,0.00075906+5.2263e-05i,-8.3482e-05-0.00025041i,-0.00016925-0.00076845i,-0.00034922+0.00019837i
0.00066529+0.0027828i,0.0016721+0.0011515i,0.0018983+0.00050723i,0.0013071+0.00039332i,0.00038156-0.00064203i,-0.00048382-0.00097889i,-0.0011388-0.00021354i,-0.00052046+0.00080591i,0.00050005+0.0010482i,0.000524+0.00054663i,0.00057229-8.5797e-05i,0.00042748+0.00037527i,-0.00041006+0.00075944i,-0.0007145+0.00067475i,0.00025726+0.00063423i,0.00060626+0.00044334i,0.00039401+0.00044485i,0.00069588+0.00040303i,0.00080965-0.0002877i,0.0010648-0.0006654i,0.00058252-0.00013089i,-1.6516e-05-0.00014464i,0.00053281-0.00083532i
-0.0030357+0.00049678i,-0.003133+0.0022083i,-0.0026999+0.0028882i,-0.0031424+0.0021435i,-0.0029013+0.0023962i,-0.0018641+0.0016673i,-0.00099984+0.00073374i,-0.00083706+0.0011138i,-0.00031695+0.00088057i,0.0012707+0.00044543i,0.0016136+0.00048192i,0.0010635-0.00010403i,0.00020824-0.00014369i,-0.00064814-0.0002179i,-0.0010271+1.1041e-05i,-0.00096282-0.00010887i,-3.4299e-05-0.00038405i,0.00032025+0.00030998i,-0.00019376+6.5619e-05i,-0.00041744-0.00077673i,4.1518e-05-0.00028829i,0.00017412+0.0002969i,1.583e-05+7.768e-05i
-0.0017884+0.0010382i,-0.0014798+0.00061682i,-0.0011902+0.000697i,-0.001216+0.0012543i,-0.0015141+0.0013529i,-0.0011711+0.0011206i,-8.1132e-05+0.00096646i,0.00089073+0.00076366i,0.00075096+0.00080822i,0.00031323+0.00076658i,0.00054098+0.00066734i,0.00092705+0.00056748i,0.00075948+0.00067499i,0.00066821+0.00047013i,0.0009706+0.00021385i,0.00017999-0.00036279i,3.2554e-05+7.8132e-06i,0.00032311+0.00023703i,-0.00028919-0.00020917i,-0.00056148-0.00037315i,-7.5673e-06-0.00079061i,0.00065878-0.00085448i,0.00047717-0.00065957i
-0.00094194-0.00080415i,-0.00080222-0.00081321i,-0.0009773-0.00092994i,-0.0027165+0.00035631i,-0.0040301+0.0017064i,-0.0038649+0.0019679i,-0.0024804+0.0016704i,-0.0014412+0.0010925i,-0.00046629+0.00086758i,0.00020154+0.0014514i,0.00033726+0.0015267i,7.6774e-05+0.00081103i,0.00042583-0.00026929i,0.00079668-0.0001949i,5.8986e-06+1.7015e-05i,-0.00026448-0.00051711i,0.00082009-0.0001303i,0.0010415+0.00036652i,0.00024606+0.00032646i,0.00086596-6.9555e-05i,0.0013001-0.00079629i,0.00016172-0.00089877i,-0.00038321-0.00043421i
