-0.00097623+0.00010842i,0.0004634-0.0011907i,0.00017743-0.0017488i,-0.0012563-0.001166i,-0.002016+0.00024901i,-0.0020633+0.0014919i,-0.0013777+0.001622i,-8.9612e-05+0.0011354i,0.00084137+0.0005444i,0.0013493-0.00025014i,0.0010204-0.00056667i,-0.00010621-0.00014212i,-0.00057606-6.6352e-05i,-0.00068854+7.1803e-06i,-0.00063495+0.00051206i,-0.00075777+0.00012086i,-0.00043742-0.00012644i,-3.6581e-05+0.00051538i,2.1607e-05+0.00053236i,-0.00051086-0.00016057i,-0.00083814-0.00045699i,-0.00014204-0.00054771i,0.00053372-0.00040053i
0.0032009-0.0027472i,0.0015667-0.0043841i,-0.00021976-0.0060886i,-2.9358e-05-0.004511i,-0.00016804-0.001849i,0.00034003-0.00061572i,0.0011842+0.00010222i,0.00094805+0.00053789i,-0.00030401-4.4046e-05i,-0.00087353+6.0136e-06i,-0.00080352+0.00098032i,-0.0012194+0.00098699i,-0.0010657+0.00060782i,-0.00073302+0.0010862i,-0.00073371+0.0011298i,-0.00061653-0.00022176i,-0.00080667-0.001358i,-4.2553e-05-0.0007223i,0.00079997+0.00039297i,0.00030204-0.00011949i,-0.00035487-0.00077823i,-0.00051235+0.00011136i,-0.00079159+0.00029016i
-0.0018558+0.002058i,9.7412e-05+0.0020247i,0.0017341+0.0020578i,0.0012654+0.0015509i,0.00015454+0.00076085i,-0.00063123-0.00021457i,-0.00059277-0.001015i,0.00025154-0.00043553i,-1.6559e-05+0.00014607i,-0.000286-0.00019832i,0.00017403-4.51e-05i,0.00048796+0.00024688i,9.5855e-05+0.00014414i,-0.00056316-0.00093171i,-0.0011146-0.0015345i,-0.0013661-0.0011685i,-0.00074432-0.00075136i,9.2757e-05-0.00022306i,0.00014152+0.00017084i,0.00011162+0.00070896i,-0.00051191+0.00080978i,-0.0011697+0.00031583i,-0.00048495+0.00030827i
-0.0015149-0.0050407i,-0.0020318-0.0057764i,-0.002562-0.0041473i,-0.0018899-0.00052782i,-0.00019779+0.0017103i,0.0007892+0.0022915i,0.0011194+0.0015182i,0.00097475-0.0001919i,0.00053014-0.00056983i,0.00010587-0.00010799i,0.00027535+1.0187e-05i,0.00065963+0.00055719i,0.00028987+0.00086912i,3.75e-05+1.5917e-06i,0.00014832-0.00044213i,4.6755e-06-0.00021684i,-0.00037835+0.00022526i,-0.00042728-7.9071e-06i,-0.00045167-0.0010125i,-0.00015815-0.0007713i,0.00028422+0.0001319i,0.00030915+0.0010589i,-0.00043091+0.0013404i
0.0034645-0.00085769i,0.0047585-0.0013709i,0.0048042-0.002511i,0.0028336-0.0028334i,0.00038868-0.001661i,-0.0005154-0.0010133i,-0.00037813-0.00057155i,0.00026064-0.00012936i,0.0009997-0.00069714i,0.00097004-0.0014913i,0.00058034-0.0016216i,0.00036123-0.0016911i,0.00092391-0.00093495i,0.0010181+0.00010377i,0.00095253+0.00026985i,0.00032838+0.0001273i,6.7269e-05+0.00017906i,0.00068501+0.00018475i,0.0013675-0.00052293i,0.0012595-0.0009732i,0.00068268-0.0012055i,-2.2573e-05-0.00075649i,-0.00053837-3.6694e-06i
-0.0013893+0.001103i,-0.0022943+0.002281i,-0.0022938+0.0023664i,-0.0012718+0.0015839i,-0.0012629+0.0011435i,-0.0014138+0.0005951i,-0.00068358+0.00017878i,-0.00018445+0.00023582i,0.00050676+0.00022445i,-4.3253e-06+0.00017633i,-0.00090194+0.00026061i,7.9377e-05-0.00011597i,0.0011676-0.00080823i,0.00044674-0.00094248i,-2.0241e-05-0.00076885i,0.00070536-0.00022216i,0.00071383+8.2608e-05i,5.3761e-05-0.0005167i,0.00045883-0.00064381i,0.0011478-0.00068804i,0.00092567-0.0001698i,0.0008056+0.00079646i,0.00037434+0.0010408i
-0.0021109-0.0017904i,-0.0025094-0.0019019i,-0.0020136-0.0013352i,-0.00066762-0.0003958i,0.0001177+0.00011765i,0.00033533-4.1115e-05i,-6.5191e-05+0.0001759i,-0.00055838+0.00092289i,-0.00029003+0.0005056i,0.00014351-0.00057479i,0.00020137-0.00034346i,0.00012582+0.00014367i,-0.00033203-0.00018341i,-0.00050794-0.00088771i,0.00029253-0.0011335i,-3.9241e-05-0.00045426i,-0.00064279+0.0001031i,-0.00058473-0.00013745i,-0.00036245-0.00040966i,-8.9441e-05-0.00066091i,0.00010832-0.00077926i,-0.00023386-0.00053271i,-0.00046372-0.00025829i
-0.001145+0.00043471i,0.0010936-0.00017156i,0.0032044-0.0012227i,0.0030574-0.0011865i,0.0027068-0.0011559i,0.0032315-0.0017001i,0.0024806-0.0022873i,0.0017785-0.0017092i,0.0018201-0.00032486i,0.001639+0.00033775i,0.0012499-4.3492e-05i,0.00063343+5.4946e-05i,0.00072469+0.00016206i,0.0012417+0.00022754i,0.0012361+0.00062911i,0.0011808+0.00034766i,0.00040384-1.4951e-05i,-0.00016443+0.000125i,-0.0003651+0.00057289i,0.00025055+0.00026066i,0.00066989+0.0004105i,-0.00011423+0.00058486i,-0.00018872+0.00086785i
-0.00042023+0.0014076i,-0.00025888+0.0014579i,0.00072503+0.00052852i,0.0015449+0.0010535i,0.0014374+0.0012761i,0.0012608+9.8234e-05i,0.0009904-0.0010046i,0.00098855-0.0012094i,0.0012961-0.0011055i,0.0014542-0.00034098i,0.0012131+0.00025835i,0.0011648-0.00043007i,0.00086333-0.00025798i,0.00036617+0.00036108i,-0.0004831+0.00033539i,-0.00066451+0.00027841i,-0.00076415+0.00016165i,-0.00053833-0.00023416i,4.8929e-05-0.00030119i,-0.00040792+0.00030937i,6.2393e-05+0.0010022i,0.00064633+0.0012339i,0.00069372+0.00092201i
-0.00073283+0.00041973i,-4.8525e-06+0.00047272i,0.00071803+0.00065298i,0.00081696+0.00062222i,-8.1958e-05+0.00077385i,-0.0011792-0.00067148i,-0.0018361-0.0013537i,-0.001188-0.00055347i,-0.0010963-0.0012814i,-0.0013178-0.0017807i,-0.001072-0.0014847i,-0.00052998-0.0013046i,-0.0002676-0.00079708i,-0.00070357-0.0011141i,-0.00085287-0.0015183i,-0.0008835-0.00074891i,-0.00093108+3.0758e-05i,-0.00067012-0.00055666i,-0.00064366-0.00098562i,-0.0010828-0.0003965i,-0.0011152+0.00060984i,-0.00037467+0.0012863i,0.00094886+0.00092941i
0.0021777+0.00040391i,0.0030428+0.00037407i,0.002315+0.0012273i,0.0014318+0.0018793i,0.00017352+0.0014503i,-0.0011951+0.0011382i,-0.0015713+0.001898i,-0.00094156+0.0029204i,-0.00011146+0.0020495i,-0.00059934+0.00035614i,-0.00092508-0.00074222i,-0.00051082-0.00047923i,-0.0011032+0.00014116i,-0.001929+0.00023187i,-0.0012681-0.00055108i,-0.00033091-0.00069636i,-0.00036265-9.1896e-06i,6.3101e-05+0.00042019i,0.00059774+0.0002422i,0.00017169-6.0452e-05i,-3.7451e-05+0.00025749i,-0.00047987+0.00065063i,-0.0010813+0.00022587i
-0.0011296+0.0028168i,-0.0024649+0.0028779i,-0.0023443+0.0026275i,-4.9206e-05+0.0014438i,0.0019756-0.00013805i,0.0023122-0.0016669i,0.0011602-0.0010402i,0.00092209+0.00059471i,0.00035235+0.00092793i,-0.00013053+0.0010027i,0.00033047+0.00065901i,-4.6477e-05+0.00047031i,-0.00040529+8.8839e-06i,0.00019304-0.00072422i,0.00019937-0.0010653i,-0.00032133-0.00035654i,-0.00030809+0.00070281i,-0.00043601+0.00043157i,-0.00044959+0.00012397i,-0.00059007+0.0002629i,-0.00097453+0.00083258i,-0.0010442+0.0013339i,-0.00093722+0.00024236i
-0.00079862-0.0014347i,-0.00042796-0.0032119i,-0.00030427-0.0037407i,-0.0016793-0.0021534i,-0.002637-0.001413i,-0.0023401-0.0011025i,-0.00090138-0.0014971i,0.0013002-0.0013998i,0.001924-0.00099645i,0.0013807-0.00061319i,0.00054348+9.7548e-05i,-0.00069494-0.00014244i,-0.00064905-0.00056447i,0.00034713-0.00066725i,0.00095596-0.00062298i,0.00093379-0.00059533i,0.00062266-0.00016426i,0.00016822-0.00024378i,0.00078504-0.00065778i,0.00094568-0.00074096i,0.00055436-6.3699e-05i,-4.6107e-06+0.00089462i,-0.00070105+0.00034214i
0.00097488-0.0021309i,0.00052922-0.0018586i,-0.00057955-0.0031164i,-0.00018702-0.0021654i,2.6655e-05+0.00091831i,0.00046502+0.0014898i,0.00030412-6.6917e-05i,-0.00052016-0.0015131i,-0.00069661-0.0024441i,-0.00031889-0.0017284i,-0.00016231+7.0438e-06i,-0.00031557+0.00048177i,0.00031532+0.00058741i,0.00073372+0.00036104i,0.00032849-0.00022838i,-0.00015784-0.00055804i,-0.00014111-0.00094629i,0.00064019-0.0011189i,0.0010735-0.0014707i,0.00081007-0.001073i,0.00032565-0.00067111i,-0.0001246+1.6948e-05i,-0.00039471+7.5113e-05i
0.00026029+0.0013002i,0.0015941+0.00093271i,0.0019654-0.001159i,0.00107-0.0026517i,0.00013922-0.0025875i,-0.0004354-0.0012024i,-0.001058+0.00039251i,-0.0021186+0.00085522i,-0.0020929+0.0011326i,-0.00056741+0.001757i,4.9397e-06+0.00097366i,-0.00023943+0.00018982i,-0.0009996-0.00035508i,-0.00089732-0.00065785i,-0.00059746+5.6049e-05i,-0.001156-0.00023249i,-0.0017677-0.0012105i,-0.00099672-0.00098598i,0.00019-0.0003799i,0.00062135-0.0010578i,0.00056869-0.0015186i,0.00034009-0.00089157i,0.00011704-0.00048338i
-0.0013508+9.2867e-05i,-9.8138e-05-0.0010315i,0.0012675-0.00043318i,0.00056651+0.0013728i,-0.00042704+0.0025172i,-0.00041064+0.003272i,0.00022732+0.003917i,0.0012493+0.0038493i,0.0017957+0.0022336i,0.0016146+0.00040923i,0.0006412+0.00024364i,-0.00011872+0.00066544i,0.00047436+0.00048133i,0.00053111+0.00028118i,-4.2775e-05+0.00052438i,-0.00073527+0.00050722i,-0.0016007-0.00024318i,-0.0020957-0.00065035i,-0.0016027-0.00023216i,-0.00034507+0.00015419i,0.00017577+0.00039666i,0.00077083-0.00028082i,0.001279-0.0014033i
-0.000485+0.0002901i,-3.0598e-05+0.00038066i,0.00082781+0.001994i,0.0020466+0.0020952i,0.0023449+0.00062104i,0.001911-0.00052493i,0.0012032+0.00030434i,0.0015154+0.00030197i,0.0017589-0.001045i,0.00098212-0.0014619i,0.00059197-0.0011728i,0.000641-0.000766i,-7.146e-05-6.4532e-05i,-0.00064398-0.0002051i,-0.00045553-0.0015451i,0.00045964-0.0012465i,0.0015668-0.00041715i,0.00143-0.00037443i,0.00019667-0.00053928i,-0.00063805-0.00064566i,-1.3805e-05+0.00089918i,0.00071998+0.0015121i,0.0014592+0.00064509i
0.0012535-0.00012861i,0.00030338-0.0012106i,-0.00092941-0.00082935i,-0.0017946-0.0020742i,-0.0019365-0.0026999i,-0.0020851-0.001553i,-0.0010842-0.0020399i,0.00018808-0.0025237i,-0.00023647-0.0016622i,-0.0007933-0.00068434i,-0.00084621-4.1347e-05i,-0.0010435+0.00035993i,-0.00042836+0.00036621i,-0.000358-0.00026842i,-0.0010706-0.0016588i,-0.00078726-0.0018232i,0.00017774-0.00098346i,0.0015773-0.00066059i,0.001418-0.00047867i,2.947e-05+0.00012812i,0.00013917+0.00062056i,0.0012051+0.00064495i,0.0013629+0.00087774i
0.00062268-0.002146i,0.00060575-0.002348i,-0.0010214-0.0023161i,-0.0024318-0.00074028i,-0.0015162+0.00079823i,-0.00060785-0.00024151i,-0.0012503-0.00071832i,-0.001642-0.00011936i,-0.001347+0.00010497i,-0.00056458+6.8296e-05i,0.00020555-0.00035569i,0.00030978-0.00031466i,-2.9389e-05+0.00011752i,-0.00022435-0.0003633i,-0.00019341-0.00053306i,-0.00046403-0.00044621i,-0.00048324-0.00065012i,0.00029193-1.2475e-05i,0.00040339-0.00034517i,-0.00016151-0.00098452i,-0.0009686-0.00079251i,-0.0012035-0.00039734i,-0.00060176+4.9484e-05i
-5.3804e-05-0.00044991i,0.00070756-0.0010678i,0.0017058-0.0024073i,0.0013512-0.0013798i,0.00020809+0.0011067i,-0.00099741+0.001735i,-0.0017644+0.001918i,-0.0013611+0.0028834i,-0.00030839+0.0032448i,-0.0006268+0.0020909i,-0.0012337+0.00067833i,-0.0011666+0.0003466i,-0.00064796+0.00056129i,-0.00044928+0.00064394i,-0.00031867+0.00051071i,-7.0173e-05+0.00038953i,-0.00060977+0.00056074i,-0.0007534+0.00075397i,-0.00072259+0.00087726i,-0.00096072+0.00022159i,-0.00080095-0.00020658i,-0.0010501+0.00027327i,-0.0010029+0.00072051i
0.00035083+0.00028067i,0.00010241+6.0277e-05i,0.00066698-0.001662i,0.001609-0.0027762i,0.0022276-0.0013792i,0.0026658+0.00068487i,0.0035721+0.0013788i,0.0040573+0.00074711i,0.0027735+9.5618e-06i,0.0015714-0.00052025i,0.00044001-0.00044728i,-8.8514e-05+7.2787e-05i,0.00067717+0.00075674i,0.0013547+0.00090583i,0.0013559+0.0011408i,0.0005201+0.00093869i,-0.0006946+0.00033761i,-0.0010717+0.00038183i,0.00031932+5.8031e-05i,0.00016651-0.00056484i,-0.0007602-0.00076958i,-0.00070372-0.0010874i,-0.00036799-0.00062741i
0.0045299+0.00044102i,0.0059723-0.00067511i,0.0050698-0.0010901i,0.0017055-0.0020174i,-0.0012827-0.0029231i,-0.0018525-0.0021899i,-0.001107-0.0013777i,-0.00020565-0.0015463i,0.0003144-0.0014413i,-0.00021729-0.0011678i,8.7226e-05-0.00044037i,0.00063071+0.00028637i,-0.00014244+0.00014568i,-0.00070519+6.5544e-05i,-0.00054197+0.0002671i,0.00069657-0.00043371i,0.00074151-0.00038889i,-0.00092298+1.371e-05i,-0.0010062+0.0007201i,0.00095175+0.00052163i,0.0012974+0.00011543i,0.00075277+0.00013785i,0.00073497-0.00050187i
-4.8629e-06-0.0006718i,0.00082057-0.0026281i,0.00059655-0.0022717i,-0.00064382+0.00036812i,-0.0011793+0.001787i,-0.0004161+0.0015389i,-0.00025318-0.00032836i,-0.00069271-0.0017072i,-0.00059361-0.0014522i,-0.00030373-0.0011292i,-0.00082274-0.00094928i,-0.0013711-0.00045329i,-0.0014696-9.1103e-05i,-0.00094773-0.00021162i,-0.00091334-0.00038763i,-0.00089914-0.00044137i,-0.00080393-0.0010335i,-0.0014827-0.0017618i,-0.0011362-0.0012699i,0.00033991-0.00054622i,0.00085363-0.00043843i,-0.00017835+0.00039436i,-0.0010389+0.00075154i
0.0014567+0.0023681i,0.0011604+0.0019406i,0.00091052+0.0012905i,0.0017631+0.001045i,0.0026175+8.7234e-05i,0.00065847-0.0021925i,-0.0022373-0.0017435i,-0.0021426+0.00061455i,-0.0007963+0.0011391i,-0.00015362+6.802e-06i,-0.00034499-0.0006198i,-0.00044754-0.0002468i,-0.00095656-0.00050259i,-0.0025348-0.0011593i,-0.0034012-0.0010883i,-0.002206-0.00052435i,-0.00086236-0.00097476i,-0.00047734-0.00089144i,-0.00028265+0.00040913i,0.00045764+0.00049923i,0.00033441+1.9663e-05i,-0.00043701-0.00076045i,-0.00013065-0.00059743i
-0.0021608+0.00094139i,-0.0019348+0.00053597i,-0.0015827-0.0014913i,-0.0011237-0.0028903i,-0.0013367-0.0021758i,-0.0012504+0.00015951i,-0.0003052+0.0016256i,0.00082593+0.00098261i,0.0011668+0.00059739i,0.00039893+0.00044526i,0.00027749+0.00018861i,6.0363e-06-0.00020192i,-0.00070492-0.00057137i,0.00041972-0.00011533i,0.00099721+1.5974e-05i,0.0010843-0.00021014i,0.0014886+3.2612e-05i,0.000929-6.7255e-05i,0.00057196-4.7305e-05i,0.00044393+0.00013376i,0.00031362+0.00044154i,0.00040292+0.0010155i,0.00024569+0.00080633i
0.0017415-0.0027881i,0.0029273-0.0034883i,0.0030544-0.0037799i,0.00069641-0.002995i,-0.0010406-0.00067513i,-3.3749e-05+0.00073991i,0.00064959+0.00038511i,-6.0575e-05+0.00018143i,-0.00041481-0.00027305i,-0.00010197-0.0012251i,0.00068077-0.0013948i,0.00070694-0.00033945i,-1.7121e-05+0.00051111i,-2.7769e-05+0.00018261i,-0.00014298-0.0006921i,0.00035447-0.0010603i,0.0016793-0.00010016i,0.0020196+0.00094207i,0.0019548+0.00049147i,0.0017856+0.00014449i,0.00154+0.00059788i,0.00092208+0.00014854i,7.7942e-05-0.00028148i
0.00219-0.0027676i,0.0019287-0.0040182i,0.00088028-0.0030264i,-0.00083861+0.00015071i,-0.00037975+0.0025387i,0.00079164+0.0026046i,0.00022716+0.0010472i,-1.4511e-05+9.2504e-05i,0.00030124-0.00021639i,-0.00048276+0.00028648i,-0.0013765+0.00054201i,-0.0018421+0.00027913i,-0.00078396+0.0003074i,0.00050479-0.00066295i,0.00031118-0.0016567i,-0.00035096-0.0011747i,-0.0010946+0.00032418i,-0.0011143+0.00075817i,-0.00034667+5.5209e-05i,0.00058807-0.00061266i,0.00091555-0.00065618i,0.00010152-1.0982e-05i,-0.00033595+0.0005461i
-0.00010514+0.0023719i,0.0012148+0.003746i,0.0018849+0.0034235i,0.0026687+0.00063098i,0.0021253-0.001653i,0.00013325-0.0020687i,-0.0007668-0.0014309i,-0.00051116+0.00012581i,0.00065546+0.0012381i,0.0012017+0.0018895i,0.0004058+0.0016598i,0.00018493+0.0012736i,-0.00020108+0.0005059i,-0.00059266+0.00034764i,-0.00090654+0.001035i,-0.00040465+0.00056194i,3.6632e-06+0.00052456i,-0.00017096+0.00074753i,-0.00081018+0.0010838i,-0.0010352+0.0010933i,-0.001186+0.0008403i,-0.0010607+0.00058151i,-0.00045006-4.1076e-05i
0.00032483+0.00089729i,0.00027526+0.00066815i,-0.00033832-0.00063835i,-0.0015865-0.0015296i,-0.0035032-0.00084488i,-0.003324-0.00062143i,-0.0012295-0.001183i,0.0006772-0.00075798i,0.0015008-0.00062175i,0.0012291-0.00042245i,0.00077245-0.00014805i,0.00049664+0.00054031i,-0.00023895+0.0010419i,-0.00062578+0.0016291i,7.5829e-05+0.0019852i,0.0010547+0.00079052i,0.00014428-0.00036004i,-0.0017886-0.00092449i,-0.0019839-0.00056511i,-0.00047916-0.00045628i,0.00074968-0.00016684i,0.00041873+0.00069558i,0.00015223+0.00044466i
-0.0035644-0.0011467i,-0.0038157-0.003601i,-0.002763-0.0035637i,-0.00058328-0.0022612i,0.0018127-0.00075907i,0.0021631-0.00090828i,0.0015003-0.0019294i,0.0006107-0.0018095i,-0.00010848-0.00205i,-0.00036291-0.0020114i,-0.00052754-0.001356i,-0.00032527-0.001553i,-2.5882e-05-0.0013978i,0.00036244-0.0008408i,0.00055471-0.00097314i,0.0008283-0.001738i,0.001546-0.0023146i,0.00058994-0.0017107i,-0.00043138-0.00087978i,-5.8453e-05-0.00095798i,-8.2166e-05-0.0017916i,2.775e-05-0.0016828i,0.0005563-0.00079247i
-0.00086085-0.0029527i,0.00035177-0.0038565i,0.00053179-0.0021864i,0.0012702+4.8514e-05i,0.0024073+0.00082367i,0.0016506+0.00030593i,-9.6947e-05+0.00012044i,-0.0012954+0.00071135i,-0.0017837+0.00098409i,-0.0015804+0.00084483i,-0.0010901+0.0003916i,-0.00085388-0.00034657i,-0.00035072-0.0013455i,-2.5791e-05-0.0020451i,-0.00048445-0.0026015i,-0.00034845-0.0025017i,0.00013873-0.001938i,0.00010401-0.0014282i,-8.6151e-05-0.0012669i,-0.0001631-0.00074921i,-0.00026351+0.00026916i,-0.00040005+0.00079066i,-0.00013549+0.00068071i
0.0053483+0.0020942i,0.0075364+0.0016449i,0.006487-0.00025775i,0.0027813-0.00082719i,0.00078169+0.00028952i,0.0010358+0.0017552i,0.0014946+0.0016364i,0.0024553+0.0014741i,0.0030124+0.0020071i,0.0012162+0.001855i,-0.00032216+0.0020785i,0.00025992+0.0018223i,0.0013609+0.00044507i,-3.5123e-06-0.00062745i,-0.00132-0.0015146i,-0.00055149-0.0011474i,0.0004728+0.00026802i,0.0015206+0.00012862i,0.0018564-0.00017518i,0.00094598-0.00017936i,0.00034547-0.00043849i,-1.5456e-05-0.00054229i,-0.00071769-0.00033103i
-0.0037794+0.0059519i,-0.00099736+0.0077222i,0.002353+0.0057382i,0.0031506+0.0016097i,0.0019991-0.00043583i,0.0022549-0.0011979i,0.0020726-0.0020083i,0.0016328-0.0024477i,0.002528-0.0024975i,0.0030253-0.002363i,0.0022886-0.0015862i,0.0018487-0.00099403i,0.0012589-0.0010155i,0.00067399-0.0011673i,0.0011428-0.0011125i,0.00094011-0.00096531i,0.00069326+0.00032878i,0.00071802+0.0015974i,0.00087075+0.0008911i,0.0010145+0.00060434i,0.00074484+0.00072921i,0.0005389+2.1968e-05i,0.00035636-0.00097808i
-0.0037654-0.001198i,-0.0066282-0.0028832i,-0.0079296-0.0015399i,-0.00744-0.00083657i,-0.0055071-0.0011673i,-0.0030106-0.0001169i,-0.0020463+0.00097084i,-0.0019761+0.00010445i,-0.0018246-0.0019577i,-0.0021742-0.0031325i,-0.0020789-0.0027552i,-0.0019572-0.0020653i,-0.00071747-0.0012567i,0.0011811-0.0011865i,0.0011879-0.0013341i,0.00040524-0.00081026i,0.00040149-0.00040048i,-0.00010805+0.00034067i,0.0001329+0.00072687i,0.001417+0.00091908i,0.0014401+0.00065709i,0.00079261-0.00028039i,0.00040539-0.00054543i
0.004891-0.0026297i,0.0055865-0.004308i,0.0050849-0.0033054i,0.0040354-0.001125i,0.0033341-0.00021645i,0.0015733-0.00040875i,-0.0007495+0.00066335i,-0.0011276+0.0022505i,-0.00088625+0.0024874i,-0.0017391+0.001641i,-0.0019291+0.00063696i,-0.0012354-0.00020603i,-0.0007983-0.00040555i,-0.0010568-0.0006862i,-0.0012027-0.00074366i,-0.00093347-0.00031772i,-0.00080128-0.00050871i,-0.0011137-0.00032672i,-0.00094392+0.0014698i,-0.0014004+0.0021047i,-0.0016215+0.0011322i,-0.0003399+4.4639e-05i,0.0003983-0.00052749i
0.0034647+0.0032259i,0.0064904+0.00097164i,0.0072655-0.0016836i,0.0046619-0.0017056i,0.0017119+0.00016319i,0.00023428+0.00042348i,-0.00040085+0.00064069i,0.0011524+0.0026916i,0.0019032+0.0038337i,0.001654+0.0027203i,0.0011957+0.0011916i,0.00030176+0.00038132i,-0.00077077+0.00084691i,-0.0012311+0.00061528i,-0.00087042-0.00060308i,-0.00056622-0.0012422i,-0.0013332-0.00094274i,-0.0019282-0.0007346i,-0.0012156-0.00091267i,-0.00066947-2.0603e-05i,-0.00085947+0.00077688i,-0.00070131+0.00045695i,0.00038527-0.00014319i
-0.005391+0.0034782i,-0.003742+0.004929i,-0.0014997+0.0048821i,-0.00096453+0.002614i,0.00055956+0.0004988i,0.0019469-0.0013682i,0.0027628-0.0034363i,0.0032681-0.0036104i,0.0039338-0.0021494i,0.004034-0.00089675i,0.0030411-0.00075563i,0.0022223-0.0017073i,0.001412-0.0017276i,0.0002558-0.0012486i,0.00018682-0.0014585i,0.00060178-0.0011752i,0.00032163-0.00064061i,-0.00024462-0.00075665i,-0.0011714-0.0011168i,-0.0014359-0.00089595i,-0.0013641-0.00044516i,-0.0013457-0.00024448i,-0.001175-0.00048273i
0.00024153-0.00036093i,-0.00032975+0.0014898i,-0.00028797+0.0035816i,8.7688e-05+0.002946i,-0.00035504+0.00097765i,-0.001453-0.0010799i,-0.0021402-0.0021311i,-0.0027029-0.0023528i,-0.002077-0.0035422i,-0.00099942-0.0043733i,-0.0012574-0.0028388i,-0.0014718-0.0011557i,-0.0011291-0.00094924i,-0.00093471-0.00099029i,-0.00070426-0.00060369i,-0.00054399-0.00013785i,0.00043994-0.0011963i,0.001216-0.0018966i,0.00027617-0.0015943i,-0.00010833-0.0017135i,-0.00049451-0.00122i,-0.00084884-0.0002655i,-0.0002636+0.00056924i
-0.0005318+0.0034874i,-0.0004398+6.3247e-05i,-0.00075636-0.0027155i,0.00059987-0.0020335i,0.0025864-0.00026973i,0.0024324+0.00032698i,0.00060729+0.0013279i,-0.0010682+0.0028355i,-0.0025703+0.002682i,-0.0030773+0.0015849i,-0.0027426+0.001237i,-0.0017599+0.0017686i,-0.0010494+0.00092153i,-0.0012573-0.001984i,-0.00088911-0.0035714i,-0.00064008-0.0023462i,-0.00027046-0.00020404i,0.00098037+0.00032299i,0.0012953-0.00022515i,0.00063448-0.00047978i,0.00013315-8.1356e-05i,-2.456e-05+0.00017157i,8.4631e-05-0.0002148i
-0.0035789-0.0020658i,-0.0032586-0.0028954i,-0.0019738-0.0033514i,-0.0012336-0.0018743i,-0.00030376+0.00070223i,0.001303+0.0023534i,0.0026172+0.0031343i,0.0024326+0.00299i,0.0015753+0.0031624i,0.00094126+0.0035246i,0.00066538+0.0028546i,0.00057587+0.0019101i,0.0012178+0.00057607i,0.0012011-0.0010856i,0.00029449-0.0014488i,-1.509e-05-0.00043927i,0.00082178+0.00019182i,0.0016921+0.00068937i,0.001497+0.0012748i,0.001423+0.00077549i,0.0016025-0.00025536i,0.00087657-0.0012164i,-0.00028425-0.0016352i
0.001839-0.0016995i,0.0032488+0.00096967i,0.0036778+0.003637i,0.0029098+0.0023358i,-0.00015243+0.0010131i,-0.0024786+0.0011749i,-0.0023841+0.0005567i,-0.0010621-0.0011313i,0.0006168-0.0016738i,0.0017586-0.00098241i,0.0011984-0.00051887i,0.00095578-6.3765e-05i,0.0015696+0.00053909i,0.0025322+0.0011603i,0.0023399+0.0017088i,0.00055556+0.0011961i,-0.00068274+0.00032647i,-0.00097415+0.00048744i,-0.00039312+0.00070943i,0.00098635+0.00060993i,0.00093709+0.0006686i,-0.00028363+0.00012265i,-0.00089229-0.0011755i
0.0045456+0.000988i,0.0034805-0.00035609i,0.0015374-0.0033062i,0.00048988-0.0041299i,-0.00024644-0.0032099i,-0.0010891-0.0027812i,-0.001984-0.0028334i,-0.0019003-0.0031899i,-0.0013676-0.0039142i,-0.00090246-0.0048854i,-0.00103-0.0039871i,-0.0019138-0.0013894i,-0.0021893+0.00029526i,-0.0012512+0.0013653i,0.00028494+0.0022018i,0.00036745+0.0010763i,-0.00092156+0.00011246i,-0.0012131+0.00037224i,-0.00028476+0.00093596i,3.1715e-05+0.0012599i,-0.00014882+0.001101i,-8.0926e-05+0.00066701i,0.00041496+0.00028803i
-0.0013026+0.0016695i,-0.001695+0.00096641i,-0.0016373-0.00063053i,-0.0018453-0.00045302i,-0.0012529+0.0016373i,-0.0004007+0.0029745i,0.00014094+0.0030835i,0.00022674+0.0017687i,-0.00092354+0.0004619i,-0.00099177+0.00034889i,-0.00071627+0.00039657i,-0.00075681+0.00052525i,-0.0012985+0.00074631i,-0.0019823+0.0011393i,-0.00097065+0.0010024i,-0.00015865-5.4512e-05i,-0.00035436-0.00079228i,-0.00085789-0.0013238i,-0.0014808-0.00097655i,-0.0010867-1.7777e-05i,0.00025702+0.00039169i,0.0015118+0.000396i,0.0020476-0.0001392i
-0.0039813+0.00058637i,-0.0013757+0.0020235i,0.0029147+0.00406i,0.0055551+0.0032361i,0.0039704+0.0009585i,0.00064782-0.00064147i,-0.0017081+4.6308e-05i,-0.00060445+0.0013831i,0.0019398+0.0015863i,0.0026458+0.0020309i,0.0029961+0.0021293i,0.0031725+0.00053298i,0.001698-0.0012333i,-0.00021718-0.0025608i,-0.00048438-0.0032772i,0.00026907-0.0030451i,0.0011022-0.0021686i,0.0014873-0.0020993i,-9.9299e-05-0.0020596i,-0.0020361-0.00077171i,-0.0015201+0.00027534i,0.0003818+0.00032244i,0.00075044-0.00041749i
