-0.0028233-0.00038215i,-0.0019677-0.0010202i,-0.0029241-2.048e-05i,-0.0019558+0.00051945i,3.5949e-05+0.00087681i,0.00062437+0.0015316i,0.00075245+0.001375i,0.0005152+0.00099491i,5.6488e-05-8.8893e-05i,0.00022933-0.00035267i,0.00041573+4.8538e-06i,0.00051738+0.00031758i,0.0011095+0.00037592i,0.0010598-0.00028015i,0.00050909-0.0006696i,0.0001933-0.00083283i,9.9438e-05-0.00030608i,0.00020003+0.00046671i,7.5569e-05+0.00035762i,1.9014e-05+6.2338e-05i,-0.00043888+3.831e-05i,-0.00054287+0.00010784i,-3.2459e-05+0.00063419i
-0.0022578+0.0020435i,-0.0012714+0.0023641i,-0.00060868+0.0032274i,0.00053059+0.0020634i,0.0011933+0.00027777i,0.0001096+0.00012214i,-0.00036975+0.00015484i,0.00056504-0.00059507i,0.00027691-0.0014732i,-0.00027885-0.0011322i,-7.5087e-05-0.0011168i,0.00058421-0.0010791i,0.00078003-0.00083669i,0.00030036-0.00097309i,0.00041391-0.00089666i,0.00069267-0.00050902i,0.00033908+1.8878e-05i,0.00013938+0.00039404i,-0.00017672+0.00057366i,-0.00065349+0.00015809i,-0.00021276-0.00049539i,1.0543e-05-0.00089029i,-0.0016129-0.00039402i
0.001078-0.00070479i,0.0024329-0.00070292i,0.0029217-0.00010151i,0.00243+0.00030519i,0.0013595-0.00062717i,-0.00036503-0.00073082i,-0.0010724-0.00066556i,-0.00083517-0.0011858i,-0.00025506-0.0013974i,-0.00025308-0.0013934i,-1.463e-05-0.00096432i,0.00010983+0.00022129i,0.00038288+0.00098625i,0.0018204+0.00099224i,0.0022819+0.00047857i,0.0016489-0.00050006i,0.0011689-0.00054301i,0.00022821+0.00016639i,-0.0004428+0.00034115i,-0.00042931-0.00022347i,-0.0003816-0.00048541i,-0.00019919-0.00054438i,-0.0012265-0.00090851i
-0.00167-0.0003239i,-0.0017238+0.0005181i,-0.00085304+0.0020852i,0.00059229+0.0018086i,0.001124+0.0011187i,0.00045624+0.00052819i,-0.00078198+0.00017629i,-0.00081153-0.00022028i,-0.00022526-0.0002062i,0.00043775-0.00041748i,0.00023213-0.00046827i,4.3775e-05+0.00049704i,0.0012785-9.0066e-05i,0.0023164-0.00087281i,0.0021657-8.5513e-05i,0.0016634+0.00031136i,0.0012944+0.00037509i,0.0010469+0.00020358i,0.00062766+0.00012243i,0.00037162+0.00022412i,0.00054485-0.0005274i,0.00014223-0.00063884i,-0.00037263-8.436e-05i
0.00041947+0.00013934i,0.00034035-0.00026459i,7.723e-05+0.00012i,0.00044119+0.00033095i,0.0010193-0.00036057i,0.00059589-0.00045547i,1.7892e-05-0.00057858i,-0.00047086-0.0013566i,-0.00017937-0.0019455i,-0.00017297-0.001678i,-5.5488e-05-0.00056641i,0.00035857+0.00031065i,0.00067327+0.00023588i,0.00097651+0.00034383i,0.00089259+0.00024644i,0.00041298+5.5988e-05i,-0.00062364+0.00012033i,-0.00034183+0.0003703i,0.0011004+0.00019624i,0.00090193-0.00047748i,0.00026245-0.00070924i,0.00093803-0.00027884i,0.0013892-0.00053854i
-0.0007435+0.0012862i,-0.001783+0.0016124i,-0.00063778+0.0022393i,0.001268+0.001702i,0.0017835+0.00019015i,0.00082458-0.00061673i,-0.00074695-0.0006322i,-0.0012234-0.0012288i,-7.3271e-05-0.0017178i,0.0010962-0.0016926i,0.0010839-0.0013635i,0.00055342-4.137e-06i,-3.6723e-05+0.00056635i,-0.00089224+2.0915e-05i,-0.0015638+0.00026768i,-0.00092444+0.00090835i,0.00032276+0.0014084i,0.00088547+0.0012081i,0.0013549+0.00096234i,0.0013079+0.0010004i,0.001162-3.9106e-05i,0.00085538-0.0012791i,-5.7734e-05-0.0017488i
-0.00022743-0.0043884i,-0.0003466-0.0036962i,-0.0019294-0.0030162i,-0.0022698-0.0016364i,-0.001028+7.8107e-05i,-0.0010101+0.0010106i,-0.00081655+0.0005022i,-0.00023007-0.00080029i,-4.1334e-05-0.001075i,9.5174e-05-0.00020363i,0.00031012+0.00040743i,0.00056649+0.00040986i,0.00031339+0.00043773i,-0.00070689+0.0012748i,-0.0012426+0.0011807i,-0.00067419+0.00078817i,-0.00024417+0.00099131i,-0.00019667+0.00085745i,8.2265e-05+0.00057166i,2.2772e-05+0.00079468i,-0.00058677+0.00011443i,-0.00051648-0.00089438i,-0.00011657-0.00042945i
-2.45e-06+0.0014069i,0.00031538+0.0013147i,0.0027669+0.00087915i,0.0039054+0.00031021i,0.0025513-0.00056073i,0.0010248-0.00084887i,0.00040157-0.0010215i,0.00062401-0.00099286i,0.00064184-0.00079264i,0.00012643-0.001304i,-0.00027883-0.0013265i,-0.00053388-0.0010912i,-6.6772e-05-0.001183i,0.00047414-0.00061314i,3.2022e-05+0.00071943i,-0.00053104+0.0010174i,-0.00049701+0.00074585i,1.7583e-05+0.00025843i,0.00090372+0.00030818i,0.0010681+0.0012955i,0.00070296+0.00088411i,0.00073378-0.00012292i,0.00038051-0.00034878i
-0.00092568-0.00070798i,0.00019142-0.00036171i,0.0011276+0.00030251i,0.0012957+0.00059181i,0.00061329+9.26e-05i,-0.00020021+0.00014256i,-0.00048352+0.00039048i,-0.00018885-0.00011686i,-0.0003288-0.0010445i,-0.00082725-0.0017316i,-0.00087124-0.0017585i,-0.00040594-0.00178i,-0.00036828-0.0010312i,-0.00014422-0.00056079i,-0.00044841-0.0010441i,-0.0012269-0.0012179i,-0.0014265-0.00096237i,-0.00075849+0.00013736i,0.0006004+0.0012067i,0.001169+0.0021415i,0.00084838+0.0015246i,0.00066529-0.00026829i,-1.1173e-05-0.0004682i
0.0018327-0.0029182i,0.0014673-0.0031795i,0.0021132-0.0033316i,0.00025984-0.0026453i,-0.0012245-0.0023581i,-0.00017143-0.00074541i,0.00069271+0.00078669i,4.5272e-05-0.00023414i,-0.00061049-0.0012195i,-0.00083943-0.0010909i,-0.0010876-0.00067301i,-0.0012677-0.00021714i,-0.00091853-0.00036155i,-0.00030305-0.00054849i,-0.00071168-0.0011614i,-0.00026455-0.0014403i,0.00053549-0.00075189i,0.0010794-0.00048734i,0.00094147+0.00043396i,-0.00027541+0.00079909i,-6.7486e-05+0.0011254i,0.0010266+0.0010866i,0.00038538+0.00032232i
-0.0022634-0.0014289i,-0.0016194-0.00060422i,-0.0011362+0.00098065i,-0.00058021+0.0012524i,-6.0207e-06+0.0013726i,-0.00022513+0.00086289i,0.00010659+0.0002723i,0.0011213-0.00014296i,0.0012004-0.0006419i,0.00047156-0.00033899i,0.00030395+0.00019301i,0.00033285+0.00014487i,0.00028816-0.00081782i,0.00014194-0.0012768i,0.00030583-0.00096326i,0.00073404-0.0013069i,0.00061245-0.0011402i,0.00067072-0.00035477i,0.00083364+0.00049032i,0.00049004+0.00070255i,-0.00047039-0.00036459i,-0.00044791-0.0011135i,-5.3557e-05-0.00071934i
-0.00097243-0.0015068i,-0.000809-0.00043014i,-0.00049534+3.9255e-05i,0.0002865+0.00097228i,0.00047505+0.0010247i,0.0006629+0.00086661i,0.0010351+0.00092031i,0.00078203+0.00028079i,0.00035671-0.0004546i,0.00067634-1.8108e-05i,0.0011179+0.00036738i,0.0011607+0.00053403i,0.0010673-0.00015919i,0.0016526-0.000681i,0.0022276-0.00072982i,0.0018655-0.0008812i,0.0018157-0.0008114i,0.0022066-0.00029506i,0.00093984+1.2462e-05i,-0.0009924+0.00033846i,-0.0009959+0.00078416i,0.00018736+0.00011573i,0.00089909-0.00033362i
0.0010399+0.0037469i,0.0021969+0.0038331i,0.0033062+0.0039974i,0.0037703+0.0021661i,0.0036723-0.00044407i,0.0019421-0.0011525i,0.0010276-0.0010487i,0.0011503-0.00075296i,0.0019905-0.00087183i,0.0019421-0.0014312i,0.00086177-0.0018332i,0.00045301-0.0021727i,0.00022083-0.0019608i,0.0005616-0.00096859i,0.0010021-0.00089571i,0.00073346-0.0010959i,0.00065508+0.00011638i,0.00061333+0.0011516i,0.00035614+0.00062369i,-0.00023249+5.0283e-06i,-0.00061842-0.00070633i,-0.00038895-0.0012502i,7.2406e-07-0.0010254i
0.00046943-0.00037246i,0.00013664-7.2917e-06i,-0.00084736-3.8849e-05i,-0.00050778+0.00029775i,0.00029728+0.0010532i,3.8137e-05+0.001183i,-0.00063535+0.0004698i,0.0002726-0.00030342i,0.00037961-0.0016412i,-0.00015572-0.0021211i,0.00014348-0.00082036i,0.00046984+1.8399e-05i,0.00096018+0.00058077i,0.0011263+0.00094974i,0.0012123+0.0007894i,0.0019511+0.00025776i,0.0026898+0.00027444i,0.0020202+0.00058588i,0.00085595+0.00063577i,-3.1266e-05+0.0001799i,-0.0006658-0.00060557i,-0.00053166-0.00076432i,0.00016263-0.00039872i
0.00079796+0.0021212i,0.0020493+0.0016832i,0.0037206+0.0018152i,0.0047089+0.00065631i,0.003514-0.00058272i,0.00098198-0.0014086i,-0.00039821-0.0015286i,0.00025583-0.0020812i,0.0011792-0.0022821i,0.00092437-0.0014234i,5.2818e-05-0.0012101i,0.00050107-0.00081471i,0.0013376+0.00032181i,0.0013249+0.0011132i,0.0010844+0.0013104i,0.0015768+0.00078789i,0.0014967+0.0011004i,0.00072014+0.001344i,0.00095961+0.00049945i,0.00086456-9.3895e-05i,0.00048716-0.00068971i,0.00050577-0.00028662i,0.00074114-8.2813e-05i
0.001437-0.0018866i,0.00033146-0.0012018i,0.00015826-0.0010305i,-0.00043739-2.7865e-05i,-0.0018073-0.00022805i,-0.0017914-0.00069743i,-0.00015007-0.00026735i,0.00073208+1.5375e-05i,-7.4721e-05-0.00036758i,-0.000947-0.00064379i,-0.0010328+9.461e-05i,-0.00074089+0.0012048i,0.00071239+0.0015921i,0.0019555+0.0019348i,0.0012536+0.0015394i,0.00055101+0.0012083i,-0.00037692+0.0017476i,-0.0010065+0.0016395i,-6.3708e-05+0.00065317i,0.0010015+0.00034414i,0.00086185+0.00020597i,0.00051605-0.00093117i,0.00072222-0.0013137i
-0.00053061+0.0017834i,-0.00056768+0.0020545i,-0.00017382+0.0026002i,0.0008411+0.0026633i,0.0015699+0.0022109i,0.00082524+0.0012642i,-0.00062678+2.8547e-05i,-0.00047772-0.0012202i,0.00037599-0.0016434i,0.00085584-0.001108i,0.00041085-0.00079363i,-0.00019287-0.00049182i,-0.00055579-0.00061889i,-0.00068657-0.00050216i,-0.00016889-3.2444e-05i,0.00010859+0.00061388i,-3.8274e-05+0.0010462i,-0.00052714+0.00092259i,-0.0010245+0.00031359i,-0.00059425-0.00044256i,-0.0001637-0.00065198i,-8.4909e-05-0.00046434i,-0.00035128-0.00030754i
0.0018468+0.0003158i,0.0017422-0.00091118i,0.0029411-0.0012599i,0.0036648-0.0015984i,0.0028648-0.0019024i,0.00059389-0.0018824i,-0.00099914-0.0014421i,-0.00020316-0.00040833i,0.0010762+0.0002336i,0.0017658-0.00012358i,0.0017803-0.00026473i,0.00061047+0.00017388i,-0.00053222+0.00031287i,-0.001049-0.00023299i,-0.00097023-0.00012075i,-0.0010307+0.00079392i,-0.0015815+0.00073738i,-0.0010669+0.00080256i,6.6899e-05+0.0016532i,0.00019017+0.0012972i,-0.00024116-0.0001382i,-0.00034334-0.00077899i,-2.718e-05-0.0010943i
-0.00069694-0.0021088i,0.00058738-0.0022819i,0.00082224-0.0016879i,0.00034634-0.00051229i,4.9416e-05+0.00037352i,-0.00068332+0.000652i,-0.0004753+0.00031727i,0.00027741-0.00019735i,4.7947e-05-0.00061593i,-0.00034726+0.00021167i,-0.00036575+0.00084783i,4.3925e-05-0.00013978i,0.0010888-0.0011533i,0.0016765-0.0012165i,0.00044311-0.00015432i,-0.00056231-2.138e-05i,-0.00054727-0.00023739i,-0.00019851+0.00024505i,0.00046424+0.00083251i,0.00049587+0.00063156i,0.00062638+0.00012214i,0.00019956-0.00098411i,-0.00049938-0.001151i
0.0011928+0.0032363i,0.0014389+0.0040555i,0.0021187+0.0041945i,0.0042033+0.0023183i,0.0040132+0.00051261i,0.0022067-0.0006322i,0.0010384-0.00093954i,0.00015507-0.0002311i,9.9661e-05-0.00037007i,0.0002617-0.00046406i,0.00012788-0.00042344i,8.4454e-05-0.00013385i,0.0003772+0.00016915i,0.00084848+8.7587e-05i,0.00079537-7.4062e-05i,0.00018354-0.00057183i,-0.00045696-0.0010822i,-0.00025698-0.0011526i,0.00073343-0.00018216i,0.0012788-0.00069515i,0.00092385-0.001675i,0.00030925-0.00039865i,0.00014177+0.00011342i
8.9644e-06-0.0022053i,-0.0011541-0.0016819i,-0.00049559-0.00201i,0.0018379-0.0012576i,0.0024008-0.0009763i,0.00099192-0.0013079i,-0.00039069-0.0011459i,0.00025822-0.0012944i,0.00063887-0.0016619i,-0.00018858-0.0016131i,-0.00098442-0.00087306i,-0.0017882-0.00019845i,-0.0013174+0.00048347i,-0.00021416+0.00039651i,-0.00027896+0.00031241i,-0.0010763+7.6759e-05i,-0.00052053-0.0010328i,0.0011968-0.0011696i,0.001093-0.00068827i,0.00062429-0.00020221i,0.00059247-0.00073705i,-0.00019748-0.0018942i,0.00015483-0.0011247i
-0.0021554+0.0027859i,-0.00052273+0.0017546i,0.0014329+0.0027911i,0.0021179+0.0032704i,0.0026611+0.0025085i,0.0016609+0.0014158i,0.0005505+0.00089264i,0.00086485+0.0007351i,0.0003569-0.00016035i,-0.00015809-0.00056517i,0.00027525-0.00076781i,0.00060024-0.00082884i,0.00021153-0.00066834i,-0.00077277-5.6271e-05i,-0.0010267+0.00033738i,-0.0010437+0.00017871i,-0.00099682-0.0005987i,-0.00051593-0.00084055i,0.00035649-0.00024932i,0.00078162-0.00018744i,0.00056334-0.0007997i,0.00029138-0.0014064i,-0.00018554-0.0016715i
-0.0023614+0.0022751i,-0.0013+0.0029322i,-0.00084122+0.0051374i,0.0012389+0.0051377i,0.0031535+0.0020915i,0.0028736-0.00088065i,0.00054184-0.0011867i,-0.00016708-7.818e-05i,0.00044411+0.00058896i,0.00079113+0.00040104i,0.0011416+0.00012181i,0.0013852+1.1208e-05i,0.0021105-0.0004982i,0.0021887+5.4361e-06i,0.00096369-6.8447e-05i,0.00055603-0.0013335i,0.00098763-0.0012507i,0.00097557-0.00043706i,0.00089702+0.00030983i,0.0010482+0.00029012i,0.0010255-0.00067139i,0.0005091-0.00088705i,0.00021533-0.00082563i
0.0002176+0.00030688i,0.0013321+0.00077852i,0.00060046+0.00092226i,0.00062285-8.371e-05i,0.00078921+9.078e-05i,-0.0006922+0.00050656i,-0.00094214+0.00018552i,-0.00044482-0.00026493i,-0.00067819-0.0011541i,-0.00059318-0.0013571i,-0.00042389-0.00040211i,-0.00067568-0.00037521i,-0.0004689-0.00010216i,-0.00021662+2.1593e-05i,-0.00016933-0.0011333i,-0.00032986-0.0025576i,0.00030299-0.0023197i,0.001201-0.00028066i,0.0010724+0.00048593i,0.00057349+0.00058465i,-2.0695e-05+0.00039609i,0.00044183-0.00036299i,0.0005458-0.00019849i
0.00032113+0.0029034i,0.00037712+0.0027915i,0.0024146+0.002457i,0.0035284+0.0015396i,0.0023357+0.00043976i,0.00030796-0.00043216i,0.00015758-0.00038738i,0.00065668-0.00058932i,0.0012478-0.0010849i,0.0018551-0.0014609i,0.0012514-0.0016053i,0.00047584-0.0018687i,0.00011255-0.0016993i,-0.00072307-0.0014979i,-0.00060066-0.0020923i,-0.00030187-0.0023415i,0.00027204-0.0012142i,0.00076461+0.00065196i,0.00065396+0.0016852i,0.0010569+0.0012206i,0.0014304+0.00057385i,0.0013884+0.00060948i,0.0013451-0.00068614i
0.0053203-0.00036422i,0.0043969-0.00057931i,0.0044381-0.0013598i,0.0037502-0.0020486i,0.0019529-0.0025344i,-0.00062147-0.0013943i,-0.0019333-6.3559e-06i,-0.00066072-0.00038406i,0.0001129-0.0012454i,-0.00052222-0.0020618i,-0.00073916-0.0021131i,-0.0015329-0.0012006i,-0.0017858-0.0016939i,-0.0010268-0.0019578i,-0.0003774-0.0010861i,0.00016943-0.00068355i,0.00030592+0.00064589i,0.0002633+0.0020147i,-0.00017138+0.0017597i,-0.00028904+0.0011293i,0.00026878+0.00048608i,0.00036803-0.00047123i,-0.00036415-0.0013627i
0.0015905+0.0014046i,0.0027244+0.00076506i,0.0041118-0.00030791i,0.0038631-0.00065823i,0.0013483-0.00092719i,-0.0005753-0.00063209i,0.00010654+0.00012652i,0.001379-0.00071555i,0.0014836-0.0015854i,-0.00034008-0.0012901i,-0.0018767-0.0006011i,-0.0017851-0.00018392i,-0.0014763-0.00036083i,-0.00054994-0.00010739i,0.00099641+0.00024933i,0.0021458+0.00036289i,0.0019536+0.00042184i,0.00040322+0.00019896i,-0.00026187+0.00040765i,-0.00011278+0.00012253i,0.00035005+0.00032525i,0.00049379+0.00022594i,0.00030776-0.00071421i
0.00094764-0.0033831i,-0.0008446-0.0026077i,-0.0020814-0.0029334i,-0.0010741-0.0027462i,0.00036936-0.0020932i,0.0005276-0.0016393i,0.00089275-0.0012926i,0.00054263-0.0011126i,-0.00057901-0.00093611i,-0.0014592-0.00066628i,-0.0011416-0.00019034i,-0.0002238+0.00047041i,0.0010507+0.0010461i,0.002238+0.0015573i,0.0033131+0.001001i,0.0041698+0.00055476i,0.0035433+0.00094485i,0.0016416+0.0004585i,0.00044169-0.00048457i,-1.5372e-05-1.5837e-05i,-0.00017662+0.00028764i,-0.00014448-0.00018316i,7.9448e-05-0.00015846i
-0.0026047-0.0047215i,-0.0023374-0.0049609i,-0.0027882-0.003643i,-0.0023688-0.0010685i,-0.0019824+0.0016187i,-0.001755+0.0024033i,-0.00088216+0.0013531i,0.00028317+0.00016351i,3.9524e-05-0.00033522i,0.00012269+8.4961e-06i,0.00049289+0.0011431i,0.00064607+0.00097121i,0.0018447-0.00042902i,0.0031622-0.0013004i,0.0035899-0.00089891i,0.0035307+0.00034i,0.0024538+0.00052765i,0.00092549+0.00010342i,-0.00048169-0.00056842i,-0.00073686-0.0006176i,-5.9733e-05+0.00012599i,-8.8357e-06+0.00067419i,4.4179e-05+0.00028081i
-0.0025367-0.0023512i,-0.0029949+6.9454e-05i,-0.003224+0.0029366i,-0.0010827+0.0039558i,0.0010512+0.0015566i,0.0013155-0.0013268i,0.0010552-0.0016707i,0.0010556-0.0010568i,0.00028665-0.00043351i,0.00015953+0.00062068i,0.00080071+0.0010983i,0.0010619+8.7561e-06i,0.0010411-0.0012552i,0.00091014-0.0015693i,0.00098332-0.0007572i,0.00075217+0.0010227i,-1.4448e-06+0.0017278i,-0.00040784+0.0010389i,0.00026095+0.00047867i,0.00081224+0.00048643i,0.00085895+0.00016289i,0.00086312+0.00048742i,0.00073659+0.00054969i
-0.0030174+3.1881e-05i,-0.0030446+0.0013404i,-0.002171+0.0032586i,0.00026319+0.0038287i,0.0017107+0.0026127i,0.0015746+0.00098898i,0.00074785+0.00040685i,0.0010759-0.00058281i,0.0010508-0.001307i,0.00060878-0.00062654i,0.00065902-0.00043269i,0.0008753-0.00027977i,0.00075975+0.0011338i,3.483e-05+0.0022057i,-0.0008848+0.0029818i,-0.00063679+0.0040154i,0.00023025+0.0033211i,0.0002476+0.0011626i,0.00019239-0.00021832i,0.00024881-0.00058176i,-9.2825e-05-0.00021477i,-8.2741e-05-1.4993e-05i,-0.00021523-0.0010817i
-0.00046677-0.0023695i,-0.0016328-0.0018063i,-0.0035531-0.00057137i,-0.0029856+0.0013636i,-0.0013537+0.0021578i,6.0287e-05+0.0017363i,0.00039461+0.0006579i,-0.00033595-0.00049128i,-0.00053771-0.00106i,-0.0010657-0.0012116i,-0.0015967-0.0013835i,-9.5981e-05-0.0012091i,0.0012304+2.7167e-05i,0.0011037+0.0022728i,0.00035458+0.0040297i,-7.2837e-05+0.004268i,0.00023243+0.0030469i,0.00033484+0.0015081i,-0.0001392+0.0001183i,-0.00052174-0.00034513i,-0.00075396-0.00044016i,-0.0012035-0.0002759i,-0.0013817-0.00018923i
0.00013115+0.0056421i,0.0021882+0.0038655i,0.0051461+0.0038612i,0.005619+0.0028592i,0.0045077+0.00034102i,0.0017964-0.0017843i,-0.00065133-0.0016144i,-0.00057198-0.00028654i,-0.00037088-0.00040828i,-7.3354e-05-0.0011877i,5.1176e-05-0.0012808i,4.5504e-05-0.0015461i,0.00053064-0.00071287i,0.00074382+0.00046784i,-0.00010261+0.000609i,-0.0014426+0.00025703i,-0.0019238+0.00027168i,-0.0013053-0.00016569i,-0.00029096-5.2312e-05i,3.8381e-05+3.0374e-05i,-0.00034851-0.00095874i,-0.00021397-0.0017657i,0.00055159-0.0010199i
-0.001097+0.0014279i,-0.00063707+0.0015128i,0.00029449+0.0036158i,0.0010141+0.003806i,7.2091e-05+0.0017217i,-0.00010489+0.00104i,-0.00058962+0.00095966i,-0.0017294+0.00065901i,-0.00080379+0.00032457i,0.00073139-0.00011003i,0.00099135+3.9102e-07i,0.0007066-0.00057108i,-0.00012532-0.0017029i,-0.00085409-0.0027633i,-0.001797-0.0030195i,-0.0034531-0.0027649i,-0.0035238-0.0016755i,-0.0016765-0.00058477i,-0.00042576-0.00030038i,0.00045233+5.0936e-05i,0.00088835+0.00011538i,0.00026594+0.00027677i,-1.084e-05+0.00060994i
0.0030611+0.00028375i,0.0024008+0.0011412i,0.0017828+0.00086241i,0.0011679-1.8344e-05i,0.0014886-0.00052959i,0.00011468-0.00061906i,-0.00055571+0.00014569i,0.00014262-0.00034452i,0.00089548-0.001746i,0.0012158-0.0015946i,0.00089752-0.0012871i,4.1655e-05-0.0010996i,-0.0010779-0.00068665i,-0.0023483-0.00088124i,-0.004013-0.0012215i,-0.0044355-0.0011252i,-0.0035157-0.00077776i,-0.0019445-0.00063245i,-0.00059818-1.512e-05i,-0.00027826+0.00079671i,9.5756e-05+0.00043869i,0.00092466-0.00031918i,0.0012431+9.7125e-05i
0.0010417+0.0018801i,0.0015506+0.0012861i,0.0019793+0.00040134i,0.0012897-0.00082545i,0.00013106-0.0019291i,-0.0004249-0.0010716i,-0.00044561-0.00014778i,0.00063206-0.00088759i,0.0018589-0.002688i,0.0016962-0.0030417i,0.00061481-0.0017088i,-0.0001198-0.001082i,-0.0014624-0.0010159i,-0.0020855-0.00095666i,-0.001504-0.0016921i,-0.0011108-0.0022745i,-0.00099815-0.0018407i,-0.0003098-0.0011033i,0.00010538-0.00039637i,-0.00020351-0.00043772i,-0.0006279-0.00076696i,-0.00017185-0.0015846i,0.00069584-0.0017344i
-0.0011166+0.00058202i,0.00063032-0.00012592i,0.001593-0.00064813i,0.0019946-0.00013152i,0.0021647+0.00075665i,0.0013738+0.0010202i,9.1471e-05+0.00092062i,-6.3933e-06-0.00016808i,0.00076482-0.0011421i,0.0016013-0.00097061i,0.0014096-0.00064084i,0.0010551-0.00057949i,0.0016692-0.00070977i,0.0017713-0.00097981i,0.002115-0.0023139i,0.0020599-0.0035852i,0.00073166-0.0027581i,0.00010696-0.000791i,-0.00036351-0.00027782i,-0.0006283-0.00024061i,-0.00033073-0.00075303i,8.8625e-05-0.001545i,0.00032508-0.00097606i
-4.7386e-05+0.0013374i,0.0012611+0.0029447i,0.0033289+0.0022331i,0.0033447-0.00030911i,0.0011283-0.0012593i,-0.00026755-0.00023797i,3.2825e-05+0.00034968i,7.0401e-05+0.00033516i,-0.00046251-0.0002759i,-0.00056953-0.0011466i,-0.00022693-0.00063744i,7.0238e-05+5.4798e-05i,0.00087806-0.00088164i,0.0020283-0.0021388i,0.0021388-0.0026557i,0.0018932-0.0022997i,0.0015769-0.0015279i,0.00099041-0.00070913i,0.00044025-0.0002061i,0.00041532-0.00086045i,0.00028578-0.0013879i,-0.00011499-0.00043383i,-0.00041885-0.0004615i
-0.0022677-0.0028173i,-0.0031801-0.0017604i,-0.0032965-0.0006373i,-0.001614-0.00044088i,-5.1129e-07-0.0005882i,-0.00015769-0.0006004i,-5.4578e-05+0.00036767i,0.00067058+0.000366i,0.00074892-0.00085151i,-0.00014227-0.0008866i,-0.00088445-0.00046595i,-0.0011818-5.3526e-05i,-0.00051681+2.3749e-05i,0.0012088-3.9462e-05i,0.0022405-4.4654e-05i,0.0034853-0.00044706i,0.0033673-0.00097407i,0.0017057-0.0016942i,0.0010315-0.0014483i,0.0011377-0.00069865i,0.0011666-0.00048512i,0.0014166-0.00013201i,0.0016468-0.00012519i
0.0012009+0.0014249i,0.0017925+0.00063819i,0.0023627+0.00043638i,0.0032004+0.0012136i,0.0016107+0.0018911i,-0.00077936+0.002146i,-0.00064859+0.0025425i,0.00050084+0.0028336i,0.0010998+0.001729i,0.0010001+0.00089534i,0.00044989+0.00070067i,-0.00073225+0.00038931i,-0.0012944+0.00078447i,0.00027634+0.0013836i,0.002617+0.0013036i,0.0031982+0.00042293i,0.0028442+7.9404e-05i,0.0018793+0.00027685i,0.0016385-0.00021886i,0.0017436-0.00073248i,0.0012284-0.0010159i,0.00094563-0.00063768i,0.0002951-0.00054973i
-0.00011201+0.002079i,0.00059066+0.0029492i,0.0020328+0.0039917i,0.0030738+0.0029779i,0.0034977+0.00010731i,0.0015754-0.0021479i,-0.00022047-0.0017799i,-0.00033829-0.001309i,8.6531e-05-0.00087916i,0.0006376-0.00052398i,0.00055249-0.00017228i,0.00016282+0.00034855i,0.00018212+6.0772e-05i,0.00098891+0.00012864i,0.0020907+0.0014609i,0.0028062+0.0014817i,0.0025597+0.00061538i,0.0009916+0.00047707i,0.00013146+0.00077737i,0.00070119+0.00027392i,0.0010176-0.0011661i,0.00063546-0.0014005i,0.00012926-0.00085496i
-0.0030858+0.0015653i,-0.001636+0.0026556i,-0.0008056+0.004298i,0.0008059+0.0046572i,0.0020607+0.0033437i,0.002138+0.00068476i,0.0012385-0.0015307i,0.00060841-0.0013216i,0.00045033-0.00082126i,0.00022933-0.00035958i,0.00082743-0.00045826i,0.0013008-0.0012213i,0.0011366-0.0012467i,0.0013416-0.00079544i,0.00064411+4.3499e-06i,0.00019874+0.00082534i,0.00086365+0.0007309i,0.00043801+3.5623e-05i,-5.8013e-05-0.0005837i,0.00042896-0.00064641i,0.0012985-0.00025517i,0.0011372+0.00032563i,-0.00029498+0.00033556i
0.0021761-0.0033209i,0.0014827-0.0026915i,0.0013739-0.0028134i,0.0011653-0.0021048i,-0.00049537-0.0018687i,-0.0023121-0.0015509i,-0.0020387-0.00077673i,-0.001121-0.00095192i,-0.00050152-0.00091072i,-0.0013973-0.0012264i,-0.0018779-0.0010837i,-0.001339-0.00037325i,-0.0021109-8.6991e-05i,-0.0022361+0.0012131i,-0.0021442+0.0026468i,-0.0019833+0.0035516i,2.0692e-05+0.0035702i,0.00087883+0.0027265i,0.0014331+0.0016498i,0.0019433+0.0011663i,0.00094875+0.001096i,5.6577e-05+0.00063565i,-0.00055233+0.00065954i
0.0038781-0.00029312i,0.0046757-0.00059553i,0.0059252-0.0019485i,0.0042353-0.002014i,0.0015789-0.00196i,-0.00086054-0.0018876i,-0.0016857-0.0010389i,-5.5695e-05-0.0011065i,0.00055337-0.0018736i,-0.00015425-0.0013478i,-0.00015979-0.00075556i,-0.00057429-0.00045646i,-0.0010895-0.00025382i,-0.0012502+0.001315i,-0.0016483+0.002787i,-0.0011192+0.0029529i,-0.00033701+0.0026913i,0.00051341+0.0016475i,0.00073343+0.00091139i,0.00052177+0.00062052i,0.0012515+0.00084639i,0.0013283+0.0004956i,0.00066672+0.00064781i
