-0.001999+0.00099645i,-0.00049474-0.00075586i,-0.00051182-0.0017579i,-0.00065311-0.0013787i,-0.00095441+0.00019511i,-0.0010394+0.0021882i,0.0001511+0.0025503i,0.0016075+0.0012238i,0.0019941+0.00030994i,0.002066+0.00016115i,0.0011387-0.00042109i,-9.3879e-05-0.00072108i,-0.00077803-0.0002252i,-0.0010779-0.00045873i,-0.00052473-0.00037991i,0.00013461-0.00010108i,-2e-05-0.00016542i,3.5491e-05-0.00034943i,-5.5995e-05-5.5916e-05i,1.8656e-05+0.00058354i,0.00056817+0.0004337i,0.00036678+0.00027782i,-0.00022119-0.00034702i
0.0015034-0.00056228i,0.0016256-0.00086598i,0.0021498-0.0026348i,0.0013733-0.003425i,0.00012646-0.0023658i,-0.00027066+5.0975e-05i,-7.4011e-05+0.0012485i,-2.7671e-05+0.00071539i,0.00069472+0.00039199i,0.0015133+0.00059888i,0.00033758+0.00011037i,-0.0005795-0.00035273i,-9.038e-05+0.00022682i,-0.00015004+0.00034137i,6.0215e-05-0.00033153i,5.5182e-05-0.0013379i,-0.00034182-0.0016341i,0.00013858-0.00047071i,0.00036231+0.00025508i,-0.00058383-5.5646e-05i,-0.00040412-0.00027638i,0.0005559-0.0007519i,0.00066468-0.00064632i
-0.0012774+0.0012444i,-0.00084904+0.0018014i,4.9422e-05+0.0023217i,0.0010532+0.001482i,0.0013565+0.00096784i,0.00078529+0.0013586i,0.0010056+0.0016108i,0.0015668+0.00087625i,0.0013881+0.00076976i,0.00089107+0.00088864i,0.00069572+0.00067687i,0.00035432-0.0001359i,0.00014265-0.0012056i,-0.00024791-0.0016513i,2.0565e-05-0.0016336i,0.0005692-0.00087546i,0.00028176-0.00041376i,5.5678e-05-0.00044341i,0.00030872-0.00034528i,0.00054737+0.00011777i,0.00052816-2.1649e-05i,0.00027215-0.00032148i,0.00025668+0.00034297i
0.0017392-0.0018156i,0.0013803-0.0022148i,0.0012222-0.0025212i,0.00054215-0.0035027i,0.00027428-0.0030867i,-0.00037038-0.00099888i,-0.00099395+0.00046874i,-0.0010662+0.0010389i,-0.00073538+0.00061985i,0.00030295+2.2532e-05i,0.00088366+0.0001425i,0.0002475-0.00010968i,-0.00042488-0.000522i,-0.00036074-0.00051745i,0.00034561-0.00074545i,-3.7424e-05-0.00065824i,-0.00068984-5.5628e-05i,-0.00035715+1.7742e-05i,-0.0006262-0.00039947i,-0.00038972-0.0007255i,-0.00018834-0.00055947i,-0.00091886-0.00052609i,-0.00053084-0.00048167i
-0.0012614+0.0012954i,8.0467e-05+0.0024577i,0.00061894+0.0018204i,0.0016172-0.00018989i,0.0016553-0.0010148i,0.00062253-0.00050097i,0.0004839+0.00033732i,9.2123e-05+0.00055044i,-0.00018518+0.0012563i,9.677e-06+0.0015162i,0.00039986+0.00098213i,0.00064542+0.00042509i,-0.00010359-0.00028808i,-0.00095251-0.00061053i,-0.0008278-0.00043169i,-1.4179e-05-0.00012075i,-0.00013807+0.00061458i,-0.00060193+0.00065523i,-0.00028998+0.00013491i,-0.00037495+0.00014839i,-0.0011218+0.00014668i,-0.0010315-0.00045377i,-0.00057091-0.00089377i
-0.00030112+0.00050304i,0.0015637+0.00013833i,0.0014777-0.00048832i,0.001039-0.0010222i,0.00032662-1.8873e-05i,-0.00020368+0.00082826i,0.00067693+0.00086054i,0.0013027+0.00082912i,0.00058495+0.0012783i,0.00010598+0.0014928i,0.00018533+0.0011322i,8.2755e-05+0.00044434i,-8.3555e-05-0.00017773i,-0.0001344-9.1072e-05i,-8.4362e-05-0.00051995i,-0.00031782-0.00071324i,0.00035192-0.00064346i,0.00063898+0.00016131i,0.00023927+0.00029369i,-5.7498e-05-0.00034528i,-0.00025571+0.0001205i,-0.00027301+0.00093624i,9.519e-06+0.0012878i
0.0014946+0.00054817i,0.0022505+0.00013028i,0.0028837-0.0010599i,0.0032626-0.0020797i,0.0017044-0.0020829i,-0.00040517-0.00084066i,-5.2401e-05+0.0003949i,0.00079133+0.0017711i,0.00039103+0.0019886i,1.449e-05+0.0015545i,-0.00046471+0.001194i,-0.0012339+0.0010171i,-0.0011133+0.00077203i,-0.0005797+0.00059955i,-0.00099231+0.00055062i,-0.0011538+8.5625e-05i,-0.00045114-0.00033846i,0.0002766-0.001053i,0.00070602-0.00073352i,0.00018713-3.4331e-05i,-0.00056282-0.00011596i,-0.00043229-0.00010515i,-0.00011328-9.4634e-05i
-0.00076124+0.00052827i,-0.00024245+0.00088299i,0.001172-0.0012472i,0.0013196-0.0029867i,0.00092416-0.0025939i,0.00014254-0.00026037i,5.0243e-05+0.0010486i,0.00071825+0.0010408i,0.0015011+0.0015096i,0.0018073+0.0013653i,0.00046303+0.00083259i,-0.00055038+0.00050207i,-0.00082614+0.00045564i,-0.00055147+0.00038849i,0.00020867-0.00024171i,7.0953e-05-0.00031839i,-6.4039e-05-0.00050615i,-0.00024558-0.0011975i,-0.00060518-0.00098801i,-0.00025604-0.00039355i,-0.00051646+5.3323e-05i,-0.00096503+0.00025482i,-0.00075451+2.7726e-05i
0.0014209+0.001213i,0.0025363-9.9837e-05i,0.0043406-0.0008594i,0.003978-0.0013508i,0.0024086-0.0025153i,0.0011052-0.0022136i,0.00031494-0.00061365i,0.000382-0.0001017i,0.00029151-0.00026702i,0.00088593-3.3568e-05i,0.0017382-3.1886e-05i,0.0016391-0.00063067i,0.00063909-0.00083948i,-7.751e-06-0.00095114i,0.00011515-0.0011427i,0.00024572-0.00087068i,-0.00063256-0.00033952i,-0.0012679-0.0003811i,-0.00033449-0.00020522i,0.00026916+0.00043114i,0.0002419-1.2372e-05i,-3.7014e-05-0.00062319i,-0.00044779+0.00033673i
0.001361-0.00075997i,0.0018798-0.0013173i,0.0019435-0.0012275i,0.0010474-0.0011923i,0.00012617-0.00063164i,-0.00073739+7.6622e-05i,-0.00050433+6.9467e-05i,0.00033459-3.8297e-05i,0.0006433-0.00032842i,0.00017882-0.00056058i,0.00014706-7.5634e-05i,0.00061885-0.00018885i,0.0004657+4.7951e-05i,-0.00053461-0.00047149i,-0.00055816-0.0011302i,0.00034503-0.00026572i,-3.2924e-05+5.7897e-05i,-0.00048522+7.0341e-06i,-0.00063757+0.00083374i,-0.00047919+0.0004683i,6.7285e-05-0.00067289i,0.00011026-0.000153i,-0.00049556+0.00037251i
-0.00038144-0.00073727i,-0.0002578-0.0004436i,0.0011511-0.00068639i,0.0029933-0.00089867i,0.0024402-0.00076155i,0.00058017+0.001098i,0.00023181+0.0014656i,0.0005125+0.0003783i,0.00065438+0.00047424i,6.2142e-06+0.00066851i,-0.00059884+0.00077661i,-0.00044971+0.00027231i,-0.00089364-0.00066689i,-0.00072658-0.00075783i,0.00041779+0.00026587i,0.00062639+0.00017611i,3.1215e-05-0.00020852i,-0.00027389+1.0586e-05i,-0.00033739-0.00052493i,0.00037927-1.08e-05i,0.00069666+0.00043828i,0.00013276+0.00021255i,-0.00042416+4.6764e-05i
0.0012025-0.00056312i,0.00096482-0.00073403i,0.0011692-0.00057323i,0.002249-0.0014069i,0.0021272-0.0015251i,0.0010778-0.00010117i,0.00061347+0.0011312i,0.0002769+0.0013784i,0.00010179+0.00041496i,7.1389e-05+3.4345e-05i,0.0003696+0.0012695i,-0.00028634+0.0018992i,-0.00074398+0.00095896i,-6.4171e-05+0.00025037i,0.00017227+0.00013867i,-0.00032122+0.00030593i,-0.00074263+0.00066708i,-0.0011793+0.00028621i,-0.0012598-5.4819e-05i,-0.001143-0.00018942i,-0.00097867-0.00049483i,-0.00021085-0.00082717i,0.00064854-0.0011476i
0.00093769-0.00016703i,0.0011128-0.0011087i,0.0015882-0.0023327i,0.0012578-0.0032542i,-0.00019591-0.0026633i,-0.00023434-0.0003289i,0.0004387+0.0014998i,0.00085442+0.0017914i,0.00036153+0.0018369i,0.00066011+0.0010561i,0.00059974-0.00041245i,0.00019852-0.0011892i,7.62e-05-0.0015879i,0.00011642-0.0013409i,0.00028347-0.00076429i,-6.6964e-05-0.00039452i,-0.00055303-0.00059384i,-0.00046784-0.00085227i,-0.00052788+4.0863e-05i,-0.0010554+0.00062263i,-0.00081955+0.00029672i,-0.00042577-0.00021201i,-0.00011265-0.00078876i
0.00034169+0.00083465i,0.0014132-0.0010021i,0.0017469-0.0017296i,0.0012153-0.001041i,-0.00056787-0.00031837i,-0.0014212+0.0007713i,-0.00068108+0.0026522i,0.00022284+0.0021752i,0.0012089+0.0013686i,0.0017107+0.0013998i,0.00081207+0.00040671i,0.00034607-0.00079685i,0.00070117-0.00065932i,0.0010863-0.00034495i,0.00047397-0.00027392i,-0.00013795-0.00043739i,0.00027914-0.00027053i,0.00048481+0.00018857i,-7.2419e-05+0.00036366i,-0.00075928+0.00047457i,-0.00048651-8.8564e-05i,-0.00038969-3.8908e-05i,-0.0010262-0.00035427i
0.00077664-0.0018437i,-1.8852e-05-0.0028914i,0.00041037-0.0030498i,0.0019284-0.0021202i,0.0022271-0.0011701i,-6.4324e-05-0.0001715i,-0.00057957+0.00053951i,6.7775e-05+0.00062191i,-1.4062e-05+0.00021895i,0.00011846+0.00030091i,0.00028591+0.00046121i,0.00033228-0.0001524i,0.00034377-0.00034621i,-0.00030366+9.595e-05i,-0.00046838-0.00026291i,-0.00033407-0.00078847i,-0.00057538-0.00080469i,0.00020013-0.00063144i,0.00090988-0.0010231i,0.00099335-0.0003414i,0.0010353+0.00061774i,0.00028347+0.00035808i,-0.00074794-0.00027801i
0.00052264+0.00067765i,0.0011233+0.00044869i,0.0031068-0.00059045i,0.0037609-0.0018343i,0.0024479-0.0022774i,0.00081971-0.0011493i,0.00043719+0.00067842i,0.0010145+0.00083925i,0.0014226+0.00020182i,0.0020091-0.00032448i,0.0014947-0.00060408i,-0.00022834-0.00066216i,-0.0012266-0.00063123i,-0.00076171-0.00046254i,5.9464e-07-0.00042361i,0.00051889-4.6634e-05i,0.00050415-4.9092e-05i,0.00044934-0.00058937i,0.00055056-0.00053883i,0.00040098+0.00020992i,0.00033633-0.00028209i,0.0004286-0.00084127i,0.00038384-0.00063056i
0.00080686-0.00029644i,0.0002231-0.00088169i,-0.00023115-0.0020867i,-0.00051508-0.0024255i,-0.00040907-0.0017166i,-0.0006297-0.00036733i,-0.00076153+0.00083809i,9.8799e-05+0.0006805i,0.00043149+0.0001546i,0.0010799-0.00017617i,0.001053-9.5848e-05i,0.00050734+0.0001157i,0.00042767+0.00034726i,0.0002078+0.00050446i,0.00063781-0.00019182i,0.00065208-0.00054593i,-0.00018259-0.00057056i,-0.00017835-0.0003511i,0.00012974+0.0002501i,0.00020816+0.00036829i,-1.5257e-05+0.00033801i,5.9968e-05-0.00030728i,0.00038127-0.00032223i
-0.00029604+0.0011104i,7.4757e-06+0.00077512i,0.0012473+0.0012283i,0.0021871+0.00078894i,0.0012664+0.00051533i,-0.00033058+0.00050415i,-0.00070484+0.00093854i,-0.00045791+0.0012603i,0.00058241+0.0010871i,0.0010463+0.0011739i,8.9627e-05+0.00047389i,-0.0007549-0.00081353i,-0.00072316-0.0010016i,-0.00056821-0.0011506i,-0.00013923-0.00090363i,0.00032367-0.00050299i,0.00022368-0.00065965i,-0.00052543+0.0001137i,-0.0010052+0.0012008i,-0.00069153+0.0010121i,-0.00049212+0.00032366i,-0.00056649-0.000142i,-0.00036249+0.00020878i
-0.00026438-0.00029153i,9.5144e-05+0.0005051i,0.0010355-0.00031199i,0.001966-0.0016311i,0.0021118-0.001018i,0.00098865+0.00059482i,-0.00019762+0.0017594i,0.00016938+0.0022433i,0.00058834+0.0012444i,0.00069825+2.1725e-05i,0.0008271-0.00011459i,0.00037809+0.00021683i,-0.0001679+0.00010507i,0.00025414-0.00058787i,0.00013516-0.0013413i,-0.00015452-0.0010751i,0.00026671-0.0004251i,0.00064112+3.2845e-05i,0.00078613+0.00061981i,0.00054162+0.0012323i,0.00016736+0.0011232i,0.00038475+0.0006955i,0.00049752+1.4951e-05i
-0.00040612+0.00061516i,-0.00045167+0.0008731i,0.0008215+0.0017494i,0.0020625+0.0017919i,0.0021609+0.00086405i,0.0015383+0.00070359i,0.0010889+0.0012827i,0.0011019+0.0017307i,0.0010023+0.0017783i,0.00057348+0.00066169i,0.00061461-0.00027056i,0.00087602-0.00039095i,0.00071313-0.00042651i,0.00035991-0.00051718i,-0.00015042-0.00057329i,-0.00062568-0.0003431i,-0.00093196+0.00010872i,-0.0010931+1.7237e-05i,-0.00082718-0.00060261i,-3.6571e-05-0.00065752i,0.00052712-0.00069453i,0.00054335-0.00054382i,0.00026394-0.0006987i
0.0024307-0.00030577i,0.0029602-0.0011868i,0.0035109-0.0025393i,0.0020415-0.0033211i,-0.00039916-0.0027509i,-0.001588-0.00064733i,-0.0011191+0.00070853i,8.4517e-05+0.00064141i,0.0012532+0.00027357i,0.0015367+6.1392e-05i,0.00094433-0.00036917i,0.00013478-0.00029095i,-0.00045725-0.00016688i,-0.00054287+4.4311e-05i,-0.00010952+3.6322e-05i,0.00020232-0.0002981i,0.00010397-0.0004618i,-0.00014053+6.362e-05i,-0.00049203+0.00026603i,-0.00073166-0.0005289i,-0.00053888-0.00069038i,0.00016693+0.00011356i,0.00048156+0.00021331i
-0.0016162-0.0023547i,-0.0011239-0.0021323i,-0.001507-0.0016746i,-0.00093244-0.0024026i,0.00022152-0.0023154i,0.00069572-0.00013142i,0.00065067+0.0020535i,0.00018531+0.001974i,-0.00018849+0.00080271i,-0.00033908+0.00057861i,-5.2674e-05+1.0686e-05i,0.00019968-0.00049537i,0.00037316-0.00018933i,0.00088715+0.0001497i,0.0007732+0.00021519i,-3.4768e-05-0.00022523i,-6.3925e-05-0.00099195i,-0.00019814-0.00015637i,-0.00021298+0.0012654i,-7.4805e-05+0.0010881i,0.00029068+0.00028333i,-2.9192e-05-0.00034514i,-0.00057842-0.00047176i
0.00035694+0.0022764i,0.0019823+0.0015508i,0.0033012+0.00070493i,0.0030176+0.00044638i,0.0023557+1.352e-05i,0.0015698-0.00030574i,0.00022709+0.00041818i,-0.00051636+0.0010837i,-0.00025986+0.00061024i,0.00025708+0.00034884i,0.00037062+0.00016457i,-0.00056475-0.00038672i,-0.00074037-0.00037982i,4.9954e-06-8.8575e-05i,0.00026305+9.5837e-05i,0.00011267-0.0002233i,-0.00046045-0.00032463i,-0.0005258-4.5673e-05i,-0.00015456+0.00019321i,-0.00027849+0.00088919i,-0.0006131+0.00097667i,-0.00025635+0.0011057i,-0.00041025+0.0012705i
0.00050131+0.00093948i,0.0015492+0.00073096i,0.0033849+0.0027984i,0.0042524+0.0025015i,0.0023656+0.00092891i,0.00011842+0.00074962i,-0.0010341+0.0013513i,-0.00031293+0.0016864i,0.00089367+0.0013117i,0.00063181+0.0012079i,-1.818e-05+0.001233i,-0.00024315+0.00061237i,9.4517e-06-8.2373e-05i,0.00021027+3.2884e-05i,-0.00014776+0.00013683i,-0.00063403+2.6547e-05i,-0.0007406-0.00041081i,-0.00026497-0.00040139i,0.00016058-0.00063068i,0.00011941-0.0011703i,-2.2353e-05-0.0010897i,0.00035804-0.00064763i,0.00012127+2.3811e-05i
0.00018712-0.0015665i,0.00021518-0.003105i,0.00059596-0.0045548i,0.0011414-0.0044254i,7.1651e-05-0.0021619i,-0.00050918+0.0012075i,0.0002943+0.0023096i,0.00096742+0.0017054i,0.00049502+0.00054968i,0.00045092-0.00030041i,0.0012918+0.00012867i,0.0012756+0.00093411i,0.0006963+0.0012719i,0.00054996+0.00068334i,-0.00012733-0.00040982i,-8.8493e-06-0.00058456i,-7.9331e-05-9.9683e-05i,-0.00035475+0.00013006i,0.00012146-0.00036548i,0.00014825-0.00051968i,-0.00064278-0.00040146i,-0.0009807-0.00068283i,-0.00075262-0.0008763i
0.0012461+0.0015318i,0.0021287-0.00015043i,0.0033175-0.0026162i,0.0044298-0.0045736i,0.00318-0.0043624i,0.0018973-0.0017945i,0.0017448+0.00059153i,0.0010718+0.0018239i,0.00076286+0.0015167i,0.00098789+0.00035508i,0.00056113-0.00043695i,-0.00050333-0.00037198i,-0.00077236+7.7631e-05i,0.00017478-2.0172e-05i,0.00038121-0.00029385i,0.00071417+0.00012323i,0.00042602+0.00056623i,-0.00031867+0.00080689i,0.00031533+0.00092703i,0.00039889+0.00016475i,-9.8107e-05-0.00030818i,-0.00051473-0.00027831i,-0.0006231-0.00086521i
-0.0017014-7.3507e-05i,-0.0009569+0.0008699i,2.2853e-05+0.0011654i,0.00075786-5.2872e-06i,0.00098387-0.001145i,-0.00016885-0.00040721i,-0.0012908+0.00071706i,-0.00078028+0.0013491i,-5.6179e-05+0.00099606i,0.00021888-4.9212e-05i,-0.00011218-0.00072395i,-0.00099051-0.0010411i,-0.00066983-0.00093559i,0.00023078-0.00067205i,0.0005361-0.00063297i,0.00080567-0.00087582i,0.00082879-0.0010156i,0.00071848-0.00073531i,-0.00057667-0.00036127i,-0.0010839+0.00042291i,-0.0006868+0.00041093i,0.00021106-8.3246e-05i,0.0005113-3.0526e-05i
0.00045433-0.00037891i,0.00028824+0.00029578i,0.00093146+0.000793i,0.0022615+0.0016292i,0.0019801+0.0013067i,-0.00023528+0.0012761i,-0.00052988+0.0018702i,0.00049785+0.0014944i,0.00079832+0.0012048i,0.00050771+0.0014006i,2.0629e-05+0.0013676i,-0.00025015+0.00060111i,-0.00093798+0.0001596i,-0.00059039+0.0001478i,0.00025154-0.00034463i,4.4735e-05-0.00055938i,-0.00064959-6.1747e-05i,-0.00090207+0.00081673i,-0.00087835+0.001371i,-0.00063795+0.00092835i,-3.2252e-06+8.2023e-06i,0.00072147+0.00039149i,0.00080435+0.00063916i
0.00010817-0.0014482i,0.001003-0.0018833i,0.0016071-0.0027089i,0.0019211-0.0033079i,0.00038893-0.0027702i,0.00045629-0.0003248i,0.0012303+0.0010508i,0.00077144+0.00033437i,0.00066734+0.00046817i,0.000943+0.0011727i,0.00094829+0.0010295i,0.00043732+0.00077612i,0.00024051+0.00066382i,0.00057849+0.00042868i,0.00033524+0.0004603i,-0.00049045+0.00077148i,-0.00079294+0.00044625i,-0.00063834+0.00037863i,-0.0005111+0.00074727i,-0.00038267+0.00084029i,-0.00017098-6.9535e-05i,-0.00036196-0.00042101i,-0.0007044+3.0723e-05i
-0.00097455+0.00032583i,0.000312-0.00089418i,0.0017914-0.0021269i,0.0024251-0.0022551i,0.0012638-0.0015936i,-0.00057116-0.0011378i,-0.0010852-0.00057352i,-6.1416e-05+0.00042009i,0.0013308+0.00058961i,0.0018161+6.2153e-05i,0.0013228-0.000983i,0.00075923-0.001248i,1.2286e-05-0.00050112i,-0.0003107-0.00017183i,-0.00034845-0.0006658i,-0.00042919-0.00032568i,-0.00044747+0.00026429i,0.0001132-4.5519e-05i,0.0012158-0.00046914i,0.00097605+0.00019847i,2.0634e-05+0.00036722i,-0.00020495-0.00011473i,-0.00015576-0.00064611i
0.00012277-0.00027661i,0.001139+0.00020857i,0.0015012+0.00090892i,0.0016459+0.00024263i,0.0010295-0.00093269i,-0.00068881-0.00026234i,-0.00074406+0.0012185i,0.00030987+0.0010666i,0.0010597-9.9711e-05i,0.00089509-0.0009903i,4.7808e-05-0.0015483i,-0.00070824-0.0019576i,-0.0012327-0.001797i,-0.00044925-0.0013206i,5.9314e-05-0.00086132i,3.2351e-05-7.7711e-05i,0.00032173-0.00034167i,0.00036839-0.00075355i,-0.00025964-0.00052177i,-0.0006734-2.219e-05i,3.9108e-05+0.00016865i,0.00011922-0.00010469i,4.5869e-05-5.2157e-05i
-5.94e-05-0.00078397i,0.0012276-0.0011452i,0.0020202-0.0011635i,0.002132-0.0013132i,0.00084024-0.00052018i,-0.00039677+0.00073019i,-0.00035673+0.0016472i,1.9327e-05+0.0016689i,-0.0002265+0.00093224i,-0.00072278-2.244e-05i,-0.0010872-0.0003864i,-0.0012848-0.00044686i,-0.00095917-0.00039203i,0.00015507-0.00024412i,0.00062468-0.00041486i,-0.00013312-0.00015848i,-0.00044486+0.00072539i,-0.0001262+0.00042798i,0.00042284+0.00010726i,0.00025383-6.4043e-05i,9.7263e-05-0.00023826i,0.00024793-0.00040246i,-0.00012075-0.00043678i
-0.0021776+0.00084559i,-0.00010372+0.00079294i,0.0016176+0.00081832i,0.0028993-2.3189e-06i,0.0032169-0.00065547i,0.0019745-0.00023758i,0.0010934+0.00093696i,0.00084119+0.0017198i,0.00046142+0.0017166i,0.00042773+0.001402i,0.00012486+0.0013813i,-0.00031084+0.0016403i,-0.00096285+0.0015291i,-0.0010172+0.0002761i,-6.4601e-05+0.00012952i,3.7414e-05+2.3727e-05i,-0.00057362-0.00057956i,-0.00076203+4.4535e-05i,-0.00082206+0.00099537i,-0.00046929+0.00071115i,-3.8129e-05+7.1722e-05i,-0.00051425+0.00011372i,-0.0013502+0.00012491i
0.0015904-0.0021113i,0.0016243-0.0030844i,0.00068308-0.0038412i,0.00081037-0.0037626i,0.00051621-0.0017725i,-0.0010279+0.00049694i,-0.00098372+0.0018007i,-0.00016484+0.0019349i,0.00039767+0.0021135i,0.0012076+0.0016289i,0.0024673+0.00088042i,0.0028747+0.00046009i,0.0017614+0.00059632i,0.0008416+0.0007181i,0.0008017+0.00050899i,0.00047959+0.00077373i,1.0359e-05+3.5196e-06i,-0.00026411-0.00042225i,-0.00014286-0.0001268i,-0.00037659-0.0002096i,-0.00068891+8.3834e-05i,-0.00047272+5.2817e-05i,-0.00046862-0.00023878i
-0.00015099-0.0018736i,7.816e-05-0.0020723i,0.00082112-0.0019035i,6.1131e-05-0.0016495i,-0.00077369-0.00086886i,-0.00012245+0.0010429i,0.00082752+0.0019356i,0.0013845+0.00093851i,0.0016025+0.0012552i,0.0016454+0.0014486i,0.0015461-0.00067643i,0.0010948-0.00213i,0.00077131-0.00088515i,0.0011575+0.00013588i,0.00096035+0.00016698i,0.00035093+0.00012663i,0.00019991+1.3893e-05i,0.00053183+0.00030627i,0.0008878+0.00068045i,0.00032616+0.0010804i,-6.1301e-05+0.0011307i,-0.00014316+0.00079302i,-3.5913e-05+0.00038558i
-0.00029884+0.001455i,0.00063796+0.0024898i,0.0022145+0.0032446i,0.0030405+0.0020583i,0.0033856+0.00047829i,0.0029897+0.00069237i,0.001608+0.001652i,0.0012229+0.0011213i,0.0010967+0.00045835i,0.00085194-2.8937e-05i,0.00055654-0.00081927i,0.0001326-0.0013569i,-0.00048978-0.0011132i,-0.000702-0.00032879i,0.0002913-0.00012763i,0.00058335-0.00026878i,-1.6088e-05+6.8963e-05i,-0.00022603+0.0004419i,0.00013251+0.00093882i,0.00068445+0.0006827i,0.00076587-5.6849e-05i,0.00078096-0.00022335i,0.00073478-0.00046358i
0.00047386-0.0016612i,0.00047211-0.0022735i,0.0010904-0.0026697i,0.0012938-0.003301i,0.00070673-0.0028415i,-0.0011731-0.0012442i,-0.0021629+0.00035073i,-0.0009145+0.0011496i,1.447e-05+0.0011448i,-0.00014007+0.00096018i,-9.7629e-05+0.0012302i,-0.00015575+0.0019472i,-0.00059172+0.0012784i,-0.0011086+0.00028353i,-0.00036912+1.9283e-05i,0.00062721-0.00019415i,0.00034228+6.8197e-05i,-0.00064629+0.00023346i,-0.00034286+0.00060246i,0.00033839+0.00033212i,-0.00044826-0.00087411i,-0.00057733-0.0012545i,7.2599e-05-0.00086603i
-0.00074741-0.00066852i,0.00076122-0.001974i,0.0021072-0.0029362i,0.002277-0.0031142i,0.0011538-0.0018198i,0.00053105+0.00044209i,0.00028292+0.0020849i,0.00074078+0.0015179i,0.0013372+0.0011265i,0.00071283+0.0012526i,-7.2445e-05+0.0011423i,-7.1871e-05+0.0011736i,0.00031096+0.0003158i,0.00026973-0.00074637i,-0.00014049-0.00059486i,-0.00035716+0.00012218i,-0.00054784+0.00019193i,-0.00067878+0.00019821i,-0.00011882-4.8806e-05i,1.7561e-05+0.00016827i,-0.00039687+0.00052555i,-0.00063066+0.00038669i,-0.00096266+0.00064857i
0.0017403-0.0016888i,0.002142-0.0017472i,0.0031751-0.0030087i,0.0021561-0.0031389i,0.00022277-0.0029556i,0.00013611-0.0012148i,0.00093732+0.00026846i,0.00074633-8.952e-06i,0.00037266+0.00044224i,0.00013113+0.0008203i,0.00019012+0.00021685i,0.0011097+0.00025577i,0.0016623+0.00015958i,0.00079947+0.00014085i,-0.00020798+0.0006907i,-0.0004696+0.0010197i,-0.00062458+0.00031162i,-0.0008429-0.00028008i,-0.0007292+0.00014797i,4.8928e-05+0.00095079i,0.00083958+0.0012846i,0.00047685+0.00092819i,-0.00095811+0.00094721i
-0.0013075-0.00082107i,-0.0012683-0.0019143i,-0.00084677-0.0026754i,-0.00053051-0.0021713i,-0.0012543-0.0012673i,-0.0011878-5.4755e-05i,-0.00040448+0.00035154i,-0.00044187+0.00050243i,-0.00040601+0.00052875i,0.00048157+3.6103e-05i,0.00053555-0.00040562i,1.6723e-05-0.00070991i,-0.00036852-0.001036i,0.00023709-0.00067414i,0.00045291-0.00043916i,0.00032572-0.0005553i,0.00026391-0.00072641i,-0.00022167-0.0010129i,-0.0002699-0.0010709i,0.00031567-0.00096459i,0.0004923-0.00011016i,0.00047791+0.00041958i,0.00077875+0.00020597i
0.002379+0.0032657i,0.0031922+0.0017597i,0.0048287+0.000592i,0.004965-0.00062162i,0.0036523-0.0016281i,0.0009613-0.00044044i,-0.00066635+0.0015239i,0.00036673+0.0018112i,0.0012523+0.0011663i,0.00064189+0.00075315i,-0.00019647-0.0001421i,-0.0012014-0.001145i,-0.0010988-0.001337i,-0.00059589-0.00083418i,-0.00029278-0.00061112i,0.00019488-0.0010304i,0.0007381-0.00096423i,0.00020645-0.00020176i,-0.00036373-0.00019181i,0.00021047+0.0004335i,0.00092701+0.0010362i,0.001016+0.00022802i,0.00040309+0.00012339i
-0.0028361-0.00058995i,-0.0011206+0.00075587i,0.0012301+0.00072076i,0.0022589-0.00032137i,0.0024505-0.00078633i,0.0021879+0.00073651i,0.0012052+0.0026181i,0.0007421+0.0029353i,0.0010524+0.0024161i,0.0015478+0.0023344i,0.0003326+0.0015836i,-0.00070166+0.00090184i,-0.00069053+0.00067406i,-0.00047306-0.00083764i,-0.00014496-0.001551i,-0.00026732-0.001236i,-0.00075402-0.0007684i,-0.0010165+0.00020205i,-0.00065881+0.0013793i,-0.00012117+0.0015383i,-0.00020173+0.00049384i,-0.00054609-0.00033707i,-0.0005178-0.00021258i
-0.0020658-0.00040687i,-0.00019557-0.00051486i,0.00059543+0.00016691i,0.001732+0.001113i,0.0019545+0.0011478i,0.0014283+0.00087756i,0.0008587+0.001736i,0.001497+0.0019012i,0.002+0.0009783i,0.0020151+0.00041574i,0.0017988+0.00034641i,0.0012468+0.00037855i,0.0005798+0.00048969i,0.00014807-6.935e-05i,0.00015439-0.00056879i,-4.8002e-05-0.00010201i,-0.00055873+0.00052499i,-0.00036436+0.00054953i,-0.00012446+0.00080833i,-0.00062974+0.00098327i,-0.0011612+0.00080971i,-0.0010268+0.0010285i,-0.00089362+0.00095155i
0.00097611+0.00030785i,0.0024762+0.00036832i,0.0032408+0.0001015i,0.0020461-0.0013102i,-4.7711e-05-0.0021957i,-0.0014762-0.00069529i,-0.00082246+0.0011523i,0.00087023+0.00088698i,0.001714-0.00021202i,0.0016783-0.00029532i,0.0019978-0.00021717i,0.0021297-1.6953e-05i,0.0012348-0.00036235i,0.00027606-0.00080274i,0.00020335-0.0009253i,0.0011995-0.00087964i,0.0020667-0.00038734i,0.0020321+0.00040213i,0.00070791+0.00053406i,-0.00010674-0.0001455i,0.00035763-0.00014539i,-9.4281e-05-0.00022716i,-0.00027925-0.00022836i
