0.001245+0.00067153i,0.0012904-0.0011018i,0.001263-0.0021942i,0.00011189-0.0023152i,-0.00056803-0.0014632i,-0.00084995-0.00017692i,-0.0010945+0.00068369i,-0.00050641+0.0015315i,-9.5383e-05+0.0010435i,0.00060648-0.00035142i,0.00046283-0.00074733i,-0.00074805-0.00055937i,-0.00095626-0.00043896i,-0.0006264-0.00067305i,-0.00083645+0.00012271i,-0.0009189+0.0010851i,-0.00049768+0.00049595i,-0.00065853+3.1062e-05i,-0.00046286-0.00038311i,8.3389e-05-0.00062539i,0.00099559+8.5303e-05i,0.0017367+2.6768e-05i,0.0012308-5.291e-05i
0.0008268-0.00039725i,0.00205-0.00091143i,0.0038194-0.0012603i,0.0031562-0.0018765i,0.0009228-0.0026087i,-1.0907e-05-0.0011943i,0.00089478+0.00031199i,0.00131+0.00026203i,0.00075411+0.00033455i,0.00023625+0.00039484i,-0.00012311-0.00016801i,0.00086384-0.0003556i,0.0010973-6.868e-05i,-8.6194e-05+0.00057224i,-0.00032857+0.00091932i,0.00048822+0.00027394i,0.00014403-3.8014e-05i,-0.00048338+0.00058978i,-0.0011398+0.0001986i,-0.0010252-3.8141e-05i,-0.00041685+0.00035703i,0.00024393+0.00014483i,0.00082452-0.0003302i
-0.00030069+0.00055627i,0.00049823+0.00094116i,0.00016309+0.0016865i,-0.00048382+0.00070999i,-0.00057984-0.0015322i,-0.00052451-0.0020178i,1.9224e-05-0.0011309i,0.00014655+0.00080933i,-0.00035842+0.0010915i,0.00051591+0.00047516i,0.00062329+0.00065932i,9.7067e-05+0.00073767i,-0.00061627+0.00086753i,-0.00080244+0.0010064i,-0.00034611+0.00062937i,-6.8861e-05-0.00038602i,0.00084051-0.00053611i,0.00093864-0.00034281i,-0.00019716-0.0003099i,-0.00074421-0.00026327i,-0.00019861+4.6065e-06i,0.00078154-1.8962e-05i,0.0011951+0.00017544i
0.00084754-0.0019547i,0.00077929-0.0015788i,-0.00029785-0.002802i,-0.0026613-0.0033291i,-0.0036554-0.0021927i,-0.0021385-0.00054333i,-0.0012121+0.00028248i,-0.00014295+0.000192i,0.00066876+0.00035317i,-0.00031253+0.00084286i,-0.00022103+0.00067646i,0.00072896+0.00019735i,0.00062773+0.00053535i,0.00065681+0.0010922i,0.00068093+0.00093937i,-4.9412e-05+0.00047323i,-0.0010644-8.5453e-05i,-0.0010006-0.00022255i,-0.00056777+0.00024304i,-0.00034212+0.00083812i,-0.00029214+0.0012632i,-0.0006608+0.0009362i,-0.00046008+0.00028611i
-0.00032571-0.00025211i,-0.00045923+0.00021245i,0.00061198+0.0021985i,0.0017476+0.0025601i,0.0019446+0.0011269i,0.0010852-3.2458e-05i,0.0003371-0.00024444i,0.0007647+2.7579e-05i,0.0013336-0.00016368i,0.0010264-0.00047744i,4.2946e-05+0.00048159i,-0.00054685+0.00092853i,-0.0007742+0.00025918i,-0.00063079-6.1176e-05i,-0.00037496+0.00016355i,0.00023667+0.00022353i,0.00050938-0.00012893i,0.00010732-0.0001456i,-2.7331e-06-0.00024943i,-0.0005178-0.00040182i,-0.00072719-8.8468e-05i,8.3559e-05+0.00029819i,0.00076133+1.6387e-05i
0.0016527+8.2667e-05i,4.8063e-05-0.00097178i,-0.00056097-0.0024028i,0.00018212-0.0029866i,-0.00045245-0.0025821i,-0.0015079-0.0017978i,-0.00058171-0.00097528i,0.00033454-0.00077408i,0.00061767-0.0002386i,0.00034126+0.00050194i,-0.00014701+0.00044416i,3.8705e-06-0.00017978i,0.0005759-0.00052662i,0.00054718-0.00038368i,-3.5439e-05+0.00020551i,-0.00023617+0.00084057i,-0.00023628+0.00029733i,4.8067e-05-0.000114i,6.186e-07-0.00051894i,0.00019447-0.00016501i,0.00073233+0.00089371i,0.00054262+0.00081803i,1.8033e-05+0.00049216i
-0.0013964-0.0001768i,-0.00058959-0.0001077i,-0.00040033+0.00028576i,-0.0012355+0.00068077i,-0.0014774+0.0012108i,-0.00033453+0.0010102i,0.00072499+0.00069874i,0.0010294+0.00046555i,4.369e-05-0.00018691i,-0.00052665-0.00056311i,0.00011037-0.00083333i,0.0003607-0.00055505i,-7.4746e-05-9.9724e-05i,-0.00019265-0.00094019i,0.00024719-0.00093894i,0.00049154-0.0001226i,-0.00018551+0.00014409i,-0.00073428-0.00019086i,-0.00075414-0.00029004i,-0.00059542+9.1295e-05i,-0.00026479+8.0085e-05i,-0.00059464-0.00043068i,-0.00029811-0.0008595i
4.1237e-05+0.00047085i,-0.0002064-0.00024018i,0.0006959-0.00096385i,0.00095547-0.0011442i,7.9808e-05-0.002064i,-0.00065716-0.0030227i,-0.00043676-0.0022543i,-0.00023732-0.00052211i,-0.0009381+0.00024325i,-0.0011875+3.2254e-05i,-0.0002983+6.921e-05i,0.00040862+0.00042787i,-0.00013825+0.00074454i,-0.00010391+0.00075358i,0.00079915+0.00033976i,0.00042615+0.00044991i,-0.00042943+0.00029071i,-0.00053024-0.00011061i,-0.0002187+7.0597e-05i,5.2526e-05+0.00041528i,-4.8152e-05+0.0007855i,4.7461e-05+0.00065032i,0.00028655+0.00017484i
-0.0031974-0.0011933i,-0.0020366-0.00079443i,-0.0020109+0.00023154i,-0.0017476+0.0021048i,-0.0010166+0.0032799i,-8.582e-05+0.0018089i,0.00027612+6.5478e-05i,-0.00035292-0.00045919i,-0.00088506-0.00027112i,-0.00063976+0.00050737i,5.6444e-05+0.0008021i,0.00095458+0.00017565i,0.0016728-0.00093204i,0.0016378-0.001039i,0.0010169-0.00075509i,0.00036437-0.00086625i,6.9948e-05-0.00031185i,0.00058344+0.00028563i,0.00069693+1.3092e-05i,0.00034923-3.6491e-05i,0.00064075+0.00048242i,0.00062894+0.00059584i,-7.2461e-05+0.00065342i
0.0010558-0.00035282i,-0.00054188-0.00027412i,-7.3061e-05-0.00074602i,0.0011791-0.001934i,-2.8196e-05-0.0020082i,-0.0011185-0.00060188i,-0.00029355+0.00014902i,0.00024387-0.00028593i,7.4609e-05+7.5498e-05i,-0.00018122+0.00088866i,0.00020838+0.0011359i,0.00089748+0.00091157i,0.00025507+0.00071462i,-0.00050721+0.00078468i,-0.0001578-9.5523e-05i,0.00059403-0.0010346i,0.00087331-0.00028656i,0.00026348+0.0004504i,-0.00035428+0.00012596i,-0.00029882-0.00039561i,0.00034729+3.3052e-05i,0.00015798+0.00042169i,-0.0004856-0.00019885i
0.0010769-0.00069516i,0.0017782-0.00020335i,0.0009661-0.00016144i,-0.00044186-0.0007879i,-0.0010234-0.00052246i,-0.00040381+0.00062316i,0.00062371-8.2631e-05i,0.0011452-0.00092748i,0.00044032-0.00017088i,-0.00040649+0.00032391i,-0.00036661-0.00023275i,0.00016504-0.00069764i,0.00062057-0.00051697i,0.00040321-0.00034334i,-0.0001075-0.0005134i,0.00039145+0.00012368i,0.0012155+0.00058487i,0.0010581-0.00026101i,0.00077993-0.00097725i,0.0006055-0.0006801i,0.00020884-0.00024151i,0.00034957-0.00030267i,0.00024701+9.0497e-05i
-0.0010082-0.0014714i,-0.00044466-0.00040576i,-0.00072026-0.00031836i,-0.0013279-0.00029498i,-0.00078923-0.00011852i,0.00048316-8.4186e-05i,0.00071295-0.00043706i,0.00022209-0.0011235i,-0.00044653-0.00059604i,-0.00086876+0.00042596i,-0.0001756+0.00024564i,0.00027604+0.00052481i,0.00013465+0.0009178i,-3.4581e-05+0.00053614i,-0.0011631+0.00024121i,-0.00096416-8.8711e-05i,0.00048267-0.00026327i,0.00047019-0.00064958i,5.5793e-05-0.00029117i,-8.9993e-05+0.00015962i,-0.00011312+0.00053082i,-0.00010287+0.00071747i,0.00042466+0.00022296i
-0.0012962-0.00088245i,-0.0011677-0.0012076i,-0.0010574-0.00055972i,-0.0016354-0.0002155i,-0.0016583-0.0010152i,-0.00015801-0.0010926i,0.00026804-0.00064155i,0.00014633-0.00053399i,0.00010742-0.00061047i,-0.00030001-0.00049457i,-0.0005228+0.00045341i,-8.5695e-05+0.00074036i,0.00012791+0.00025094i,0.00025927-9.2843e-07i,0.00046415-0.00027588i,0.00021202-0.00088642i,2.3504e-05-0.0012079i,0.00012209-0.00062616i,1.9915e-05+0.00039812i,2.6861e-05+0.0002047i,0.00031941-0.00032645i,0.00017124-0.00029103i,-1.8003e-05-0.00011134i
-0.00054724+0.00049702i,-0.0010563-0.00084838i,-0.00036817-6.7854e-06i,0.00083061+0.00064554i,0.0019471+7.3464e-05i,0.0011394-0.00032797i,-0.00052315-0.00047845i,1.8422e-05-0.0006965i,0.0010779-0.00066887i,0.00042628+1.0899e-05i,-0.00015836+0.00035083i,0.0002281+7.3322e-06i,-7.921e-05-0.00023511i,-0.0004301+0.0002293i,3.5892e-05+0.00026452i,0.0006371+0.00021668i,0.00061037+0.0002889i,-0.00032708-0.0004134i,-0.0014627-0.00071186i,-0.0011287+0.00014539i,-0.00028371-0.00012841i,0.00014563+6.4576e-05i,0.0002678+0.0011517i
-0.00049548+0.00030267i,0.00039041+7.3461e-05i,0.00028113-0.00034411i,9.094e-05-0.0013686i,-1.5036e-05-0.0025602i,-0.00019798-0.0018841i,-1.9279e-05-0.0004683i,3.4254e-05+8.9821e-06i,-0.00016908+0.00026599i,-0.00014626+0.00028964i,7.2514e-05+0.00048263i,0.00037416+0.00044534i,-0.00030106+0.00066439i,-0.00067843+0.00055339i,-3.6247e-05+9.7523e-05i,3.0458e-06+4.7571e-05i,-4.5441e-05+0.00035322i,0.00068983+0.00078376i,0.0012034+0.0011936i,0.00024222+0.00082342i,-0.00045523+0.00061939i,0.00010371+0.00072394i,0.00041552+0.00053455i
0.00067869+0.00024425i,-0.00032429+0.00056861i,8.7804e-05+0.0012386i,0.00085763+0.0011757i,0.00037345+0.00054659i,-0.00097206-0.00038836i,-0.001217-0.00075877i,-0.00092462-0.00068609i,-0.00022801-0.0012566i,0.00013352-0.00051196i,-0.00052497+0.0003833i,-0.00046602+3.4119e-05i,0.00016321+0.00040294i,0.00030873+0.00096698i,0.00062637+0.0011897i,0.00061944+0.0010147i,0.00032751+0.00072366i,0.00048284+2.7172e-05i,0.00012244-7.5833e-05i,0.00017665+0.00025373i,0.00029936-0.00041099i,0.00033158-0.00056585i,0.00015532-0.00022225i
-0.0010827-0.00065587i,-0.0013502-0.0013689i,-0.0024015-0.0016761i,-0.0020567-0.0010181i,-0.00027895-4.1414e-05i,0.00010437+1.3665e-05i,-9.2615e-05-4.7319e-05i,-0.00011982-5.9443e-05i,-4.7038e-05-0.00073716i,0.00050377-0.00051401i,4.8756e-05-0.00023601i,-0.00022294-0.00030981i,0.0002121-0.00012187i,0.00033494-0.00074725i,0.00061807-0.00023929i,9.9188e-05+0.00037253i,-0.00058641+0.00041837i,0.00013744+0.00032988i,0.00033487+0.00031832i,-0.00066121+3.3562e-05i,-0.0011613-0.00025874i,-0.0012279-0.00042711i,-0.00075539-0.00039081i
-0.00088111-0.00034605i,0.00020553-0.00013825i,0.0014247+0.00025602i,0.0018743+0.00048985i,0.0015518+0.00015724i,0.0016862-0.00064466i,0.0010832-0.00025338i,-0.00016082+0.00035718i,-0.00089067+5.3997e-05i,-0.00018124+0.00021374i,0.00072475+0.0009697i,0.00077816+0.00082799i,0.00055142-0.00011915i,-7.5793e-05-0.00031289i,-0.00017429-9.5299e-05i,0.00044834+0.00029241i,0.00047815+0.00021592i,0.00013933-0.00017595i,-3.0759e-06+1.2563e-05i,0.00037639+0.00012013i,0.00033681+0.00030806i,-0.00038184+0.0004029i,-0.00048856-0.00051316i
0.00025054-0.00051386i,0.0009002-2.9217e-05i,0.0012881-0.00018069i,0.0013134-0.0010089i,0.00075038-0.00080065i,-0.00016053-0.0012246i,0.00039666-0.001406i,0.0010861-0.0010578i,0.00081304-0.00090163i,0.00053201-0.00032036i,2.5289e-05+0.00064951i,-0.0006521+0.00088144i,-0.00018184+0.00023966i,-4.991e-05+0.00021709i,-0.00016483+0.00063532i,8.1811e-05-0.00026771i,0.00042823-0.0010099i,0.00051132-0.0011619i,0.00023105-0.00083821i,0.00015925+0.00024505i,0.00013928+0.00052493i,0.00023209-0.00013621i,0.0010002-0.00027224i
-0.001513-0.0014179i,-0.00035865-0.0016299i,-0.0015879-0.00072811i,-0.0019199+0.00034386i,-0.0010888+0.0008035i,0.00031564+0.00068819i,0.00043744-0.00036102i,0.00047235-0.00060996i,0.00047714-0.0002223i,-2.9251e-05-0.00035477i,5.4056e-06-0.00035357i,0.0002826+0.00075139i,-0.00036885+0.00090045i,-0.00086892+0.0001241i,-0.00057235-0.00014509i,0.00047598-0.00021249i,0.00069599-4.1329e-05i,-0.00012138-0.00028682i,-0.00015544-0.00025521i,-0.00011113+0.0003949i,-0.00027809+0.00026757i,0.00028521-0.00090713i,0.00060534-0.00080251i
0.0018678-3.348e-05i,0.0012944+0.00036583i,0.0011013-0.00032802i,0.00064886-0.0010855i,-0.00060403-0.0013351i,-0.0018235-0.0003989i,-0.0018463+0.00042612i,-0.0012626+0.00055261i,-0.0007966+8.8253e-05i,-0.00067188-3.4302e-05i,-0.00014188+0.00025774i,0.00079813+0.00066036i,0.00062913+0.00061189i,0.00011751+0.00027807i,0.00019294+0.00021025i,0.00021559-4.2423e-06i,-0.00011934-6.2764e-05i,-0.00045142+6.7196e-05i,-0.00019248-0.00010267i,0.00059253-0.00028358i,0.00033351-0.0001644i,-0.00014282+0.00027003i,-7.4351e-05+0.000637i
0.00045215+0.001072i,-0.00098933+0.001157i,-0.001354+0.0005389i,-0.0016879-0.0006292i,-0.0020598-0.001411i,-0.0016718-0.0013194i,-0.0010621-0.00018084i,-0.00041388+0.00027871i,-0.00067904+0.0006096i,-0.0007612+0.00079264i,-0.00048978+0.00036005i,-0.00068095+0.00029169i,-0.0012042+0.00014905i,-0.00068372+0.00058948i,0.00034431+0.00075814i,0.00086688+0.00039892i,0.00045712+0.00046042i,0.00044903+0.00033513i,0.00059045-9.6988e-05i,0.00026918+9.573e-06i,-5.368e-05-5.2716e-05i,-0.00018158-0.0003248i,-9.9981e-05-5.6028e-05i
0.0025096+0.00074784i,0.0016447+0.00040993i,0.0014881-0.00083882i,0.001078-0.0014835i,0.00075043-0.0020883i,0.00016051-0.00098082i,0.00050691-7.7341e-06i,0.0010946+5.9047e-05i,0.0010112+0.00013509i,0.00053671-8.1382e-05i,-0.0004874-5.4538e-05i,-0.00071747-6.9338e-06i,0.00020234-6.3683e-05i,0.0010707+0.00051463i,0.00093273+0.0010522i,0.00044125+0.00083759i,0.00042805+0.00020894i,-8.2134e-05-8.5426e-05i,0.00029444+0.00022927i,0.0010354+4.6968e-05i,-0.0002162-0.0005929i,-0.001118-0.00055049i,-0.00071289-0.00021204i
-0.0012958-0.00028043i,-0.0015175-0.00039835i,-2.6801e-06-0.00071881i,0.0011834-0.0015373i,0.0010244-0.0023535i,0.0012432-0.002232i,0.0011643-0.0011991i,0.00068338-0.00056998i,0.00027772-0.00058489i,-0.0002418-0.00049565i,-0.00021723-0.00027344i,-2.722e-05-0.0003818i,-0.00058372-0.00081867i,-0.00084363+0.00020609i,-0.00083786+0.00034689i,-0.00086711-0.00066899i,-0.00022405-0.00077455i,0.00020889-0.00054439i,0.00036459+0.00031058i,0.00052012+0.0010479i,-0.00049341+0.00051802i,-0.0012177+0.00055654i,-0.00063096+0.00068473i
-0.00092627-0.0014912i,0.00057563-0.00067651i,0.00019856+0.00052735i,-0.00073967+0.0011758i,-0.001804+0.001119i,-0.0015473+0.0012838i,-0.0011351+0.00043893i,-0.00027027-0.00067556i,0.00029974-0.00081056i,-0.0001819-9.4902e-05i,-1.4253e-05+5.5401e-05i,0.00051039+0.00041554i,0.00053275+0.00018377i,0.00032573-0.0004969i,0.00021891-0.0004395i,0.0005784-0.00032456i,0.00028179+0.00043214i,-0.00050136+2.7774e-05i,-1.4895e-05-0.00082542i,0.0007751+0.00046726i,0.00036661+0.0010514i,-0.00026621+0.00045635i,-0.00016342+4.4581e-05i
-0.00013853+8.0085e-05i,-0.00063857+0.00054011i,-0.0014346-0.00018675i,-0.0018616-0.00044205i,-0.0013728-0.00037741i,-0.0012365+0.00010194i,-0.0011154+0.0010314i,-0.00035748+0.0012876i,0.00074642+0.0010762i,0.00071645+0.00045356i,0.00030198-0.0002877i,0.00082575-0.00022587i,0.001088+0.0003541i,0.00087716+0.00054482i,0.00055127+0.0010242i,-1.2583e-05+0.00049058i,0.00092272-0.00061142i,0.0019004-0.00081838i,0.00077188-0.00074904i,-3.9452e-05-0.00030211i,0.00041808+0.00045184i,0.00021563+0.00030347i,0.00011456+2.7568e-05i
-0.00046196+0.0003385i,8.1019e-05-1.9972e-05i,0.0021358+0.0011633i,0.0030653+0.0013969i,0.003009+0.00022079i,0.0026393-0.00046608i,0.0019305-0.00011549i,0.00081254+0.00077847i,0.00010992+0.0010678i,0.00051788+0.00028754i,0.00025587-0.00066445i,-0.00033151-0.00054339i,-0.0013755-0.0006044i,-0.0019466-0.00090471i,-0.0011679-0.00074187i,-0.00074221-0.00048988i,-7.3047e-05+0.00010818i,0.00087243-7.8009e-05i,0.00085513-0.00023492i,0.00033259-0.00031529i,-0.00030685-0.0011028i,-0.0005724-0.0015903i,0.00038602-0.0011051i
-0.00074914-0.0015168i,-0.0012276-0.0009122i,-0.00098251-0.00059475i,-0.0013117-0.0015544i,-0.0012795-0.0023726i,-0.0002701-0.0027381i,-0.00014458-0.0023697i,9.5191e-05-0.0016075i,0.0004081-0.00078898i,-0.00025268+0.00013527i,-0.00062202+0.00043703i,-8.5822e-05-4.3096e-05i,0.00035874-0.00021878i,0.00051013-0.00048329i,0.00060558-0.0004583i,0.0005186+0.00022433i,0.00010265+0.00093592i,-0.00037171+0.0013525i,-0.00018441+0.0006804i,-9.9782e-06-0.00028366i,0.00026111-0.00047847i,0.00022297-0.00083377i,-0.00055796-0.00073289i
8.2315e-06+0.00049198i,-0.00057202+0.00012497i,-0.00052548-0.00044098i,-0.00070534-0.00026415i,-0.00079366-0.00030694i,-0.00062379-0.00063067i,0.00015006-0.00077639i,0.00089462-0.0002159i,0.00029902+0.00022985i,-0.00074349+0.00088139i,-0.00063212+0.0010643i,-0.00025712+0.00044048i,-0.00027634+0.00021393i,0.00016867+0.0003546i,0.00019362+0.00038893i,2.1473e-05-8.5865e-05i,0.00026831-0.00022153i,-0.00088729-0.00031335i,-0.001612-0.00011601i,-0.0010745+0.00017872i,-0.0011733+0.00039122i,-0.00081193+0.00011439i,-0.00029469-0.00021528i
0.0011095-0.00061328i,0.00032226+0.00044478i,-0.0007059+0.00037338i,-0.00074004-0.00013308i,-1.6433e-06+1.9832e-05i,0.00067795+0.0004134i,0.00050407-0.00017834i,0.00043813-0.00066527i,0.00053212-0.0005791i,0.00056035-0.0003079i,0.0004173-0.00051338i,-0.00030013-0.00022823i,-0.00044993-0.00012277i,0.00039466-0.00044245i,0.001106-0.00070144i,0.0005421-0.00067216i,-0.00083669-0.00036521i,-0.0008009-0.00044962i,0.00049513-0.00052897i,0.0010439-0.00041715i,0.00059781-0.00025468i,-1.8693e-05+0.00020436i,-0.00067757+0.00041537i
-2.0121e-05+0.0014396i,0.00066732+0.00031365i,0.002522-0.00015035i,0.0045884-0.0013551i,0.0039318-0.0026495i,0.0017927-0.0021564i,0.00033274-0.00080449i,-0.00062185-0.00046278i,-0.00062494-0.00067626i,0.00021577-2.502e-05i,0.00039812-1.4397e-05i,0.00014619-0.0007117i,-6.5938e-05-0.00034688i,-0.0003487-0.00049831i,-0.00035102-0.00024066i,-0.00015973+0.00049817i,0.00017214+7.1543e-05i,0.00063773-0.00085334i,0.00051936-0.00086014i,0.00053988-0.00032852i,0.00062071-0.00044931i,0.00025949+7.5486e-05i,0.00025209+0.0002656i
-0.00042778-0.00040948i,-0.0012032-0.00038488i,-0.0024564-0.0006596i,-0.0030097-0.0013013i,-0.0027295-0.0014139i,-0.0023937-0.000982i,-0.00039412-0.00012679i,0.00084882+0.00018092i,0.00019326+0.00027788i,-0.00020826+0.0011532i,-0.00063122+0.0011076i,-0.0005692+0.0010519i,0.00010249+0.001564i,0.00032779+0.0012733i,2.5146e-05+0.00062168i,-0.00010521+0.00015478i,0.00043327+0.00021187i,0.00033104+0.0006355i,0.00035027+0.00041403i,0.00046207+0.00019412i,2.1358e-05+0.00021486i,-0.00033105+0.00023346i,0.00035486-7.6726e-05i
0.00053065+0.00043687i,7.3759e-05+2.5408e-05i,3.724e-05+4.4812e-05i,-0.00015926+0.00016917i,-0.00030826-5.5e-05i,-0.00015049-0.00084423i,0.00013477-0.00091127i,-3.7151e-05-0.00026389i,-0.00067744-0.00029898i,-0.00052698-0.00052523i,-0.00040346+8.2486e-05i,0.00013017+0.0006436i,0.00039283+0.00050387i,-0.00021567+0.00055699i,-0.00018247+0.00031551i,-0.00015246-0.00060779i,-0.00019262-0.0011247i,7.7686e-06-0.00082854i,-0.00013701-0.00062545i,-0.00065122-0.00072948i,-0.00026103-0.00080594i,0.0011563-0.00049789i,0.0017627+0.00011243i
0.0013324+0.00033279i,0.0019808-0.00041159i,0.0022633-0.0014092i,0.0016798-0.0027924i,0.0011459-0.002614i,-0.00031492-0.001404i,-0.00056099-0.00033608i,0.00027667+0.00010775i,0.00036728+8.5986e-05i,-2.529e-05+7.6935e-05i,0.00019556+0.00046383i,0.00029959+0.00026832i,4.8628e-06+0.00033397i,-3.9382e-05+0.000577i,-0.0001644+0.00092894i,-0.00063791+0.00038903i,3.975e-05-0.00031743i,0.00047715-0.00029227i,0.00018425-0.00081053i,0.00044213-0.00071498i,0.00084994+0.00039318i,0.00057119+0.00052529i,0.0004749+0.00011773i
0.00050574-4.9037e-05i,-0.00040522-0.00095198i,0.00067028-4.3512e-05i,0.0014589-0.00021353i,0.00064191-0.0013858i,-0.00042485-0.0016617i,-0.00073967-0.0013418i,0.00021738-0.00041047i,0.00070062+0.00025985i,0.00031816-3.9516e-05i,0.00025234-0.0010173i,0.00016229-0.00089307i,-1.4714e-05-0.00079603i,-0.00073745-0.00069748i,-0.00068236-4.3888e-06i,-2.2811e-05+0.00013129i,1.7104e-05+0.00051461i,1.1011e-05+0.00031652i,-0.00016537-0.00071662i,0.00085997-0.00098234i,0.0012165-4.5274e-06i,0.00015828+0.00042719i,0.00068287-1.4963e-05i
0.00028931+0.0007808i,7.4113e-05+0.00076803i,0.00043085+0.0011241i,0.0006508+5.1946e-05i,0.00066812-0.0014148i,0.00024927-0.0017175i,0.00024842-0.0016412i,0.0001731-0.0011616i,0.00085845+0.00012926i,0.0012034+0.0012045i,0.00051742+0.00079571i,-0.00031748-0.00037577i,-0.00079031-0.00081889i,-0.00048933-0.00065153i,-0.00035781-0.00062743i,-0.00055451-0.00029064i,-0.00089267-3.3091e-05i,-0.0011066-0.00056597i,-0.00069664-0.00044978i,-0.00019188+0.00026986i,-3.9826e-05-0.00022588i,0.00040457-0.0010293i,0.0010155-0.00032733i
-0.00032411-0.00087525i,6.0322e-05-0.0011113i,-0.0011308-0.0017546i,-0.0018145-0.0022356i,-0.0023591-0.0018357i,-0.0017458-0.00033946i,-0.00081265+0.00049522i,-0.0006249+0.00010234i,-0.00016056+3.0288e-05i,0.0001652+0.00022122i,0.00026524+0.00054256i,0.00033509+0.00064816i,0.00035925-0.00037131i,0.00062764-0.0008979i,0.00073792-0.0010545i,-0.00018766-0.00089137i,-0.00049175-0.00046324i,0.00072769-0.000855i,0.0010879-0.0010772i,9.3947e-05-0.00049306i,0.00022828-0.00030196i,0.0008067-0.0005202i,5.8214e-05-5.2792e-05i
0.0002275-0.00052686i,0.001418-0.00060662i,0.0023309+0.00020885i,0.0012539+0.00048619i,0.00075096+0.00085893i,0.0008186+0.0012305i,0.00011437+0.0011099i,0.00012942-1.4431e-05i,0.00014171-0.00060902i,-0.00020569-0.00019614i,-0.00080212+0.00036773i,-0.0010756+0.00065006i,0.00019301+7.659e-06i,0.0007453-0.00072675i,0.00044423-0.00079127i,8.9513e-06-0.00064236i,3.7765e-07-0.0007611i,-0.00015407-0.00061991i,-0.00031814+5.4331e-05i,3.7078e-05+0.00026506i,-6.22e-05+0.00035629i,-0.00032839+0.00064166i,-0.00027839+0.00099995i
-0.0005994+0.00082691i,-0.0020045-0.00034611i,-0.0020188+0.0006265i,-0.0011151+0.0011661i,-0.00011656+0.00082262i,-0.00041905+0.00064129i,-0.00057451+0.00025696i,0.00045221-5.2402e-07i,0.00040528+0.00065858i,-0.00021698+0.00066195i,0.00049779+0.00039437i,0.00062331+0.00058759i,-0.00062649-0.00015498i,-0.00061338-0.00071888i,0.00052895-0.00034008i,-0.0002437-0.00014748i,-0.0011394-0.0001144i,-0.00061934+0.00099692i,-0.00024924+0.00121i,-0.00010357+0.0003863i,-0.00022279+0.00023121i,-0.00056476-4.3501e-05i,-0.0010347-0.00031401i
-0.00025809-0.0011783i,0.00069671-0.0013969i,0.001092-0.0017043i,0.0015818-0.0015725i,0.0010797-0.0012914i,0.0011818-0.00066542i,0.00097367-0.00039591i,0.00028015-0.0011531i,0.00058519-0.00114i,0.00091823-0.0001791i,0.00090504+6.2541e-06i,0.00081014-0.00089663i,0.00052451-0.0011813i,0.00050875-0.0010896i,0.00071281-0.00065122i,0.00042156-0.00015145i,0.00029687-7.6214e-05i,0.00077037-0.00060289i,0.0010708-0.0013676i,0.0010711-0.0012683i,0.00085916-0.00055643i,0.00045575+7.2958e-05i,0.00018428+6.9068e-05i
0.0005405-0.00065918i,0.00033192-0.00089638i,0.00040532-0.0011496i,4.1163e-05-0.00084577i,-0.0013152-0.00094208i,-0.0020167+0.00031952i,-0.0012408+0.00093176i,8.3521e-06+0.00026801i,-0.00011371+0.00023907i,-0.00085806+0.00039829i,-0.00049244+0.00048316i,0.00018469+0.00018182i,0.00056484+0.00011135i,9.991e-05+0.00032129i,-0.00036093+0.00031786i,0.00033838+0.00013818i,0.00060564+0.00017192i,0.00011358+0.00026954i,0.0004066+0.00059959i,0.00032777+0.00039797i,0.00085179+0.00039467i,0.00095039+0.0006102i,-0.00020051+0.00025896i
-0.00029016-0.000203i,0.00091129+0.0012032i,0.00011435+0.0014545i,-0.00049031+0.0013256i,-0.00044999+0.00088541i,-0.00039714+0.00041113i,-2.5918e-05+0.00069801i,0.00012456+0.00093743i,-0.00016064+0.0010057i,-0.00099354+0.00078363i,-0.00063497+0.0006213i,0.00026852+0.0010191i,0.00040503+0.00066182i,0.00056303-0.00021636i,0.00089168+0.00011944i,0.00091984-6.7872e-07i,0.00057561-0.00011035i,0.00027846-3.122e-05i,0.00031764+8.107e-06i,0.00026655+0.00013203i,0.0005917-0.00033775i,0.0012491-0.0008738i,0.00083856+0.00011289i
-0.00085112+0.0019794i,-0.00075812+0.00047785i,-0.00032505-0.00083855i,0.00091173-0.0018794i,0.0013422-0.0028168i,0.00049278-0.0027566i,-0.00030013-0.0017103i,0.00036382-0.00045034i,0.0015025+0.00079584i,0.0019182+0.0011688i,0.0015056+0.00082675i,0.0006678+0.00082365i,0.00010341+0.00039807i,-0.00031116+0.00022183i,-0.00039759+0.00058618i,-0.00039987+0.00050436i,0.00063795+0.00032047i,0.0002791+0.000167i,-0.0011909-0.000433i,-0.0011186-0.00082819i,-0.00057611-0.00032579i,-0.00052059+5.5975e-05i,1.4447e-05+4.3155e-05i
