-0.0020299+0.00058223i,-0.0017275+0.0010562i,-0.0022847+0.0017687i,-0.0024113+0.0020423i,-0.0014882+0.0026808i,0.00081742+0.0021974i,0.0019499+0.0010259i,0.0014062+0.00067893i,0.00087405+0.00066693i,0.0013771+0.00015682i,0.0011606-0.00060255i,0.00057934-0.0011324i,-0.00019485-0.0010018i,-0.00086201-0.00074528i,-0.00099224+0.0001153i,-0.0012832+0.00047787i,-0.0017683-5.0304e-05i,-0.0011009-0.00029216i,2.0292e-05-0.00029383i,0.00029979+3.0264e-05i,0.00069397+6.7339e-05i,0.00070603-0.00031099i,-0.00041148-0.00030714i
0.0015537+0.0017562i,0.0025142+0.001352i,0.0014668-0.00011071i,0.00019906-0.00030599i,-0.00043235+3.259e-05i,0.00014146-0.0005529i,0.00068249-0.00023066i,0.00048918+0.00026605i,0.0005945+0.0004224i,0.00017266+0.00080402i,-7.2947e-05+0.0013333i,2.0922e-05+0.0015842i,-0.0002632+0.00019557i,-0.001159-0.00088663i,-0.0011678-0.00033903i,-0.00070803+0.00060346i,-0.0011589+0.00034295i,-0.0010825-0.00083523i,-0.00056102-0.0017159i,-0.0009568-0.0012905i,-0.00086931-0.00056811i,-6.5971e-05-0.00043596i,0.0007026-0.00068202i
0.001299+0.00091984i,0.0010921+0.0014722i,0.0017453+0.00187i,0.0025045+0.0012758i,0.0015528-6.6428e-05i,0.00099322-0.00052383i,0.0011056+0.00028638i,0.00038101+0.0016991i,-0.00015524+0.0017409i,-0.00018729+0.00038691i,0.0001035+0.00017497i,-0.00018361+0.00028877i,-0.00062112-0.0007686i,-0.00067417-0.0010159i,-0.00029641-0.00017851i,-0.00050394-0.00048875i,-0.00079416-0.0010763i,-0.00070466-0.00078166i,-0.00031208-0.00050484i,0.00034704-0.00011783i,0.0003269+6.8206e-05i,0.00037766+7.4661e-05i,0.00047037+0.00046831i
0.0022294-0.00022391i,0.0023308-0.001514i,0.0034693-0.0024413i,0.0035559-0.0022813i,0.002155-0.0015604i,0.0013856-0.0011646i,0.0016386-0.00052383i,0.00093421-0.00032895i,-0.00044243-0.00055068i,-0.00066143+0.00036876i,0.00031977+0.00057005i,0.00036388-0.00044368i,4.5396e-05-0.00048701i,0.00033192+0.00023664i,0.00037214+0.00011174i,0.00029884-0.00032501i,-5.8086e-05-0.0002902i,-0.00034273-0.00032878i,4.6564e-05-0.00036432i,0.0011151-0.00062095i,0.0013483-0.00083354i,0.00068792-0.00044291i,0.00020059-0.0001923i
-0.00085413+0.00084317i,-0.0010862-0.00071651i,-0.0014413-0.00076209i,-0.00054381-0.00075944i,0.00058784-0.00075424i,0.00097994-0.0014979i,0.00086458-0.0014797i,0.00018847-0.00058144i,-0.00032933+0.00079262i,-0.00034457+0.001282i,-1.8706e-05+0.00029285i,-0.00012774-0.00045938i,-0.00086498-0.00047592i,-0.0012873-9.8222e-05i,-0.0011767-0.00019739i,-0.00043138-0.00014222i,-9.7706e-05+0.00014239i,-0.00023973+0.00025442i,-0.00028728-0.00016212i,-6.0627e-05-0.00024041i,0.00062476+0.00026169i,0.00049532+0.00027739i,-6.0992e-05-0.00016682i
-0.0015177-0.0010074i,-0.0015295-0.00027625i,-0.0022229+0.00021061i,-0.002482-0.00011624i,-0.00099517-0.00050567i,0.0013654-7.193e-05i,0.0020252+0.00016258i,0.00063601+0.00019107i,-0.00031091+1.5863e-05i,-0.00057922+0.00042137i,-0.00034623+3.5244e-05i,-0.000666-0.00059922i,-0.0013865-0.00041114i,-0.00099139+0.00015041i,-0.00082971+0.00053185i,-0.0010443-0.00052345i,-0.00044557-0.0017009i,5.2643e-05-0.00093432i,-0.00036887+9.2468e-05i,-0.00072461-0.00026397i,-0.00029168-0.0012428i,0.00016096-0.00074349i,0.00019797+9.5598e-05i
0.0011137-0.0024293i,0.00056438-0.0028606i,0.00045384-0.0030768i,-0.00032941-0.0016671i,-0.00093526-0.00033957i,-0.00043245+0.00071814i,0.00040876+0.0007037i,0.00013007-0.00071794i,-0.0010661-0.00111i,-0.0013064-1.4061e-05i,-0.0010331+0.0011323i,-0.00036841+0.0014516i,-0.00028735+0.0011755i,-1.8262e-05+0.0012251i,0.00061097+0.00078331i,0.00022363+0.0003564i,-0.00045152+0.00016617i,-0.0006804+9.9092e-05i,-0.00082545+0.0001131i,-0.0016918+0.00010943i,-0.0016014-6.1048e-05i,-0.00038331+0.00036102i,5.9007e-05+0.00056688i
0.00057233-0.00074827i,0.0016606+2.8229e-06i,0.0020712+0.0003992i,0.0016342-8.5483e-05i,0.0016275+0.00014029i,0.0010492+0.00033714i,0.0010595-0.00069186i,0.0012415-0.00070727i,0.00052126+0.0003335i,-4.1288e-05+0.0013342i,-0.00025003+0.0016608i,-7.4843e-05+0.00098445i,0.00017777+0.00043662i,0.00044907+0.00027078i,0.00067847-0.00058449i,0.00056931-0.00070359i,-0.00017608+0.00010251i,-0.00022684+0.00060495i,0.00046266+0.0005471i,0.00028543+0.00043404i,7.7414e-05+0.00056733i,-2.805e-05+0.00056685i,-9.9942e-05+0.00038947i
-7.4961e-05-0.0021663i,-0.0007476-0.0032442i,-0.0020184-0.0041542i,-0.0030084-0.0032963i,-0.0021626-0.00057882i,-0.00031091+0.0010574i,0.0010496+0.0012163i,0.00026727+0.0011966i,-0.00035012+0.00043446i,0.00019612+0.00035i,0.00079455+0.0011735i,0.00075275+0.0012523i,9.9968e-05+0.00099922i,-0.00013552+0.00098942i,0.00012089+8.7871e-05i,1.2524e-05-0.00060989i,-0.00025255-0.00020375i,-0.00024362+0.00021491i,-0.00046168+0.00038474i,-0.00022421+1.6717e-05i,-0.0001978-0.0002126i,0.00011582-0.00015909i,0.00061005-0.00057569i
0.0010289+0.0014107i,0.0012439+0.00057407i,0.0011733-0.00031685i,0.00055282-0.0012069i,0.00026989-0.0012866i,0.00018287-0.00055637i,0.00028477+0.00035105i,0.00020744+0.00037883i,-0.00010905-0.00021109i,0.00028497-2.6713e-05i,0.00024168+0.00016178i,-0.00039719-0.00045803i,-0.0010253-0.0010411i,-0.0013919-0.00076255i,-0.0012773-0.00059079i,-0.00080094-0.00054515i,-0.00081173-0.0013364i,-0.0010862-0.0014528i,-0.0010098-0.00058187i,-0.00048088-0.001149i,-0.00020297-0.00092337i,-0.000586-0.00055062i,-0.00088857-0.00071543i
-0.0020798-0.0013537i,-0.0021475-0.00020635i,-0.0028466+0.0017993i,-0.0028775+0.003835i,-0.00082505+0.0039232i,0.0016272+0.0022291i,0.0014865+0.00075968i,0.00014702+5.497e-05i,-0.00054388-0.00019622i,-0.00054692-0.00028891i,-0.00046312-0.00087219i,-0.00055352-0.0010166i,-0.00024567-0.00082249i,1.3705e-05-0.00041309i,-0.00065082-0.0001665i,-0.0008362-0.00089658i,-0.00035588-0.0009407i,-0.00025427-6.8356e-05i,-0.00048385+0.00012509i,-0.00055098-2.3945e-05i,-0.00066882-0.00034898i,-0.00064836-0.0002475i,-0.00034222+2.5262e-05i
0.002599+0.0023785i,0.0034563+0.00095962i,0.0045027-0.00043902i,0.0031584-0.0012436i,0.0019792-0.0024476i,0.0011925-0.0026904i,0.00062294-0.00081486i,-0.00013356+0.00074368i,-0.00056021+0.0011969i,-0.00037653+0.00095747i,-0.0011984+0.0007583i,-0.001533+0.00072162i,-0.0015419+0.00086488i,-0.0010237+0.0015567i,-0.0011781+0.0016676i,-0.0012299+0.0012637i,-0.00079255+0.00081556i,-0.00028133-0.00029293i,0.00086746-0.0007735i,0.00051044-0.000319i,-0.00065992-4.4002e-05i,-0.0011585+0.00020017i,-0.00062558+0.00064807i
0.001139-0.00053358i,0.001174-0.0013081i,0.0015667-0.0023255i,0.00099298-0.0023413i,0.00089024-0.0017088i,0.0015991-0.0017969i,0.0019642-0.0012142i,0.0014772-0.00032488i,0.00014564+0.00052768i,-0.00080844+0.00098533i,-0.0010706+0.0013177i,-0.0012493+0.0012704i,-0.00096422+0.001352i,-0.00056686+0.0014002i,2.1769e-05+0.00022167i,0.00041933-0.00058509i,9.1613e-05-0.00033198i,-0.00018121+1.0657e-05i,0.00018049+0.00063729i,-0.00014285+0.0012966i,-0.00094692+0.0010867i,-0.00085821+0.00060416i,0.00023236-1.8568e-05i
-0.0032719-0.0021038i,-0.0034769-0.00014386i,-0.0044771+0.00076787i,-0.0039586+0.00071037i,-0.0026947+0.0013041i,-0.00053045+0.0021908i,0.0020833+0.0010087i,0.0015634-0.00047028i,-0.00037593+0.00023889i,-0.001048+0.00090831i,-0.00029389+0.0011763i,0.0013098+0.00098862i,0.0017164-7.4829e-05i,0.00052234-0.00099307i,-0.00054015-0.001319i,-0.000747-0.0011221i,-0.00058367-0.00063362i,-0.00034671-0.00025834i,-0.00041218+0.00010717i,-0.00051419+0.00011806i,-0.00080205-6.8574e-05i,-0.00069449-0.00039261i,0.00010719-0.00075756i
0.0015989-0.0022406i,0.0010119-0.0031798i,-0.00029841-0.0035148i,-0.0014318-0.0016397i,-0.0014172-0.00029625i,-0.00078782+0.00038085i,-0.00031263+9.2896e-05i,-0.00040101-0.00055019i,-0.00079736-0.00082776i,-0.0012032-0.00045248i,-0.0009597+0.00026803i,-4.4818e-05+0.00013292i,0.00078195-5.263e-05i,0.00034366-0.00020874i,-8.6416e-05+0.00020428i,0.00043628+0.00051461i,0.00031261-0.00076439i,-0.00049648-0.0012841i,-0.00086274-0.00085298i,-0.00045829-0.00066747i,-0.00086342+0.00021001i,-0.0009552+0.00065291i,-0.00084843+8.0573e-05i
0.0017732+0.0013841i,0.0016525+0.0004964i,0.0017075+0.0012157i,0.0017027+0.00021178i,0.0022672-0.0014854i,0.002335-0.0011747i,0.0015647-3.9147e-05i,0.00084463-3.3504e-05i,4.8893e-05-0.00056453i,-0.00051876-3.2967e-05i,-0.00074982-0.00049864i,-0.00068836-0.0013418i,-0.00091652-0.00016216i,-0.0012955+0.00076103i,-0.0010618+0.00037759i,-0.00090818+0.00014845i,-0.00076892+0.00019929i,-0.0001976-0.0002934i,7.0579e-05-0.00083097i,-0.00031978-0.0010614i,-0.00061841-0.00075704i,-0.00048481-0.0002091i,-8.3041e-05-0.00086228i
-0.0030992-0.0011094i,-0.0033522-0.00066375i,-0.0026221+0.00077361i,-0.0014817+0.0021991i,-0.00012181+0.0023299i,0.0010182+0.0023252i,0.001202+0.0018387i,0.00058832+0.0020204i,-0.00039534+0.0020486i,-0.00062417+0.0015079i,-0.00075602+0.00067499i,-0.00060252-0.00053475i,0.0001626-0.0016681i,0.00040382-0.0019514i,-6.397e-07-0.0012016i,-0.00081525-0.00052899i,-0.00053748-0.00019775i,-0.00016103-0.00019538i,0.0002792+0.00032348i,0.00023324+9.6881e-05i,-0.00032382-0.00072702i,0.00015808-0.0011619i,-7.4129e-05-0.00053207i
0.00056516+0.001165i,0.00078196+0.00078845i,0.0013489-0.00031283i,0.0011735-0.00091624i,0.001033-0.00070795i,0.0018946+0.00045438i,0.0020884+0.00068416i,0.0020533+0.00012544i,0.0012463+7.7546e-05i,-5.9014e-05+2.5621e-05i,-0.00062045+0.00040406i,-0.00071171+0.000452i,-0.0013428+0.00037976i,-0.0012398+0.00049612i,-0.00082902+0.00013714i,-0.0014353-7.5446e-05i,-0.0011787-0.00022914i,9.8906e-05-0.00033592i,0.0008114-0.00056931i,0.00041452-0.00066255i,2.4469e-05-0.0010647i,-0.00021174-0.00088784i,-0.00018585+0.00016027i
-0.00045437-0.0021949i,-0.00168-0.00098857i,-0.0021314+0.00079821i,-0.0027679+0.00098074i,-0.0020432+0.00055379i,0.00027129+0.00070164i,0.0020003+7.7414e-05i,0.0016858-0.00046478i,0.00069075-0.00023464i,-0.00019293+0.00039705i,-0.00031469+0.00095749i,-0.00034795+0.00098895i,-0.00069431+0.00067071i,-0.0001229+0.00052963i,-0.0001886+2.3602e-05i,-0.0009805-0.00060885i,-0.0011281-0.00079842i,-0.00043573-0.00064964i,-0.00024686-0.00047797i,-0.00052232-0.00040635i,-0.00072461-9.5211e-05i,-0.0006241-0.00023958i,-0.00026068-0.0003083i
-0.000515-0.00029635i,9.3991e-05-0.0008084i,-0.0004981-0.00027564i,-0.0021594+0.0014583i,-0.0013743+0.0030104i,0.00053747+0.0020606i,0.00089971+0.00037371i,6.3215e-05-0.00043045i,-0.00053352-0.00067302i,-0.00093029-0.00024541i,-0.0012164+0.00014775i,-0.00037029+0.00045326i,0.00032647+0.00087042i,0.00022878+0.001634i,0.00038131+0.0017454i,-1.1811e-05+0.0011754i,-0.00032825+0.0002502i,-2.8447e-05+0.00010324i,0.00010379+0.0001994i,-0.00044206-0.0001681i,-0.00055741+2.2203e-05i,7.8697e-05+0.00082573i,0.00054798+0.0009297i
0.00054397-0.00089872i,-0.00023757-0.00021874i,-0.00033075+0.00027551i,0.00014028+0.00049774i,0.0011403+0.00054561i,0.0023989+0.00070586i,0.0017356+0.00093202i,-0.00057107+0.00047347i,-0.0015844+0.0008075i,-0.001604+0.0012739i,-0.00052338+0.0010364i,0.00035201+0.00015414i,0.00030563-0.0016937i,0.0010073-0.0026697i,0.0014937-0.0020209i,0.0016034-0.00066805i,0.00061844+0.00013454i,-0.00066633+7.2099e-05i,5.415e-05+5.6124e-05i,0.00085805+0.00021841i,0.00039531+0.00020603i,-0.00024382-0.00015998i,2.9748e-05-0.00070443i
0.001314-0.00096966i,0.0001351-0.0024884i,-0.00089074-0.0036973i,-0.00090694-0.0035447i,-0.0010368-0.0020603i,-0.00050925+0.00041393i,0.00045798+0.0015117i,8.5123e-05+0.0010204i,-0.00075967+0.0008487i,-0.0010074+0.00063442i,-0.00081789+0.0007985i,-0.00090382+0.00025698i,-0.0010307-0.00042259i,-0.00097907-0.0003058i,-0.00087007-0.00070444i,-0.0013216-0.00036083i,-0.0013353+0.00015059i,-0.00040472+0.00012772i,-0.00040764-0.00041573i,-0.00065076-0.0010304i,-0.00033488-0.0010585i,2.1081e-05-0.00082222i,0.00017882-0.00030225i
0.00027166-0.00024963i,-0.00010872-0.00048218i,-0.000891-0.0010161i,-0.0017643-0.00038959i,-0.0010498+0.00099698i,0.00039599+0.0019791i,0.0016217+0.0019076i,0.0021964+0.0010671i,0.0014706+0.00067622i,0.00020938+0.00069747i,-0.0006768+0.00070104i,-0.0010887+0.00050844i,-0.001154-0.00046866i,-0.0011427-0.00056762i,-0.00068421+0.00029323i,-2.3102e-05+0.00027142i,0.00036546-0.0002394i,0.00066068-0.00036343i,0.00043585+6.3114e-05i,-0.0004386+0.0001268i,-0.0011364-0.00065326i,-0.00073873-0.00066355i,-0.00029071-9.2014e-05i
0.00050684+0.001002i,0.00049052+0.0019299i,0.00030792+0.0015499i,2.1981e-05+0.00082196i,0.00095693-0.00034506i,0.0024439-0.00097245i,0.0022155-0.00084109i,0.0015299-0.0011653i,0.00071885-0.0011661i,-0.00033557-0.0011419i,-0.0001864-0.0011696i,-0.00027751-0.0002631i,-0.00031156+0.0012602i,-0.00013637+0.002289i,-0.00095953+0.0024571i,-0.00070517+0.0015458i,3.4753e-06+0.00067029i,-1.2475e-05+0.00013669i,-2.7222e-05-0.00021318i,-0.00025949-0.00050567i,-0.0002533-0.00082173i,-0.00012437-0.0009791i,0.00021639-0.00072629i
-0.00095275-0.0017846i,-0.00092381-0.00054018i,-0.0010438-0.00067266i,-0.00094791-0.0013006i,-0.001239-0.00087355i,-0.0011637+0.00036909i,-0.00043131+0.00069158i,-0.0006176-0.00069896i,-0.0015147-0.0019155i,-0.0018027-0.00068463i,-0.0014256+0.001222i,0.00036378+0.0010601i,0.0017363+0.0006223i,0.0017906+0.00031991i,0.0015071+0.00011656i,0.00098643-2.8924e-05i,-0.00026331-0.00030903i,-0.00094872+0.00011387i,-0.00032779-7.78e-05i,-0.00055939-0.0006632i,-0.00072639-0.00015493i,-0.00034081+0.00035298i,-0.00016269+0.00012757i
0.00057555-0.0021226i,-6.216e-05-0.0019579i,-0.0015185-0.0025737i,-0.0024742-0.002027i,-0.0015105-0.00025593i,-0.00023273+0.0010266i,0.00017015+0.00058696i,-0.0002931-6.5346e-05i,-0.001064+0.00040995i,-0.00075981+0.0011706i,-0.00038612+0.0010553i,0.00013863+0.00054602i,0.00063805+0.00034573i,0.00047744-2.6442e-05i,0.00059007-0.00067538i,0.00090848-0.0007178i,0.00044685-0.00049844i,1.1361e-05-0.00036195i,-8.699e-05+8.8818e-05i,-0.00075075+0.00023926i,-0.0005415+0.00057812i,0.00062529+0.00074711i,0.00059587+0.00067365i
0.0010648-0.00090339i,0.00066771-0.0015018i,-1.162e-05-0.00077716i,-0.00086446+0.00027823i,-0.000562+0.00041918i,0.00063574-0.00036317i,0.0012563-0.00069991i,0.00059273+0.00071836i,7.9354e-05+0.0022949i,-0.00016489+0.0014648i,0.00054284+7.5849e-05i,0.00053789-0.0004405i,-0.00091762-0.0012601i,-0.0015875-0.0015808i,-0.0013744-0.00086473i,-0.0011726-0.00078892i,-0.00060287-0.0010812i,-7.3953e-05-0.00069806i,-0.00025329-0.0010157i,-0.00030834-0.00086957i,-0.0001577-0.00059035i,-6.3917e-05-0.00040987i,0.00059396-0.00011961i
0.0025387-0.00030109i,0.00099909-0.00030405i,0.00065503-0.0011629i,0.0001819-0.0016733i,-0.0013164-0.0017161i,-0.0010614-0.00053117i,0.00060764+0.00096779i,0.0010297+0.00089587i,0.00036506+6.6906e-05i,-0.000239+0.00047955i,-0.0010207+0.00079418i,-0.0012438+0.00073927i,-0.00091332+0.00090279i,-0.0014354+0.0013797i,-0.001726+0.0019464i,-0.0012085+0.0019073i,-0.00073484+0.001561i,0.0007716+0.00054904i,0.0010479-0.00039794i,0.00025093-0.00061285i,-0.0003083-0.00048723i,-0.00021001+1.8617e-05i,0.00073197+0.00045906i
-7.5458e-05+0.00072662i,-0.00010196+0.00013471i,0.00043608+0.00070624i,0.00074698+0.0008428i,0.00093574+0.00091314i,0.0020726+0.00051108i,0.0025561-0.00032484i,0.0015126-0.0012142i,0.00074378-0.00062022i,0.00031402+0.00021719i,-0.00025297+0.00076597i,-0.00073132+0.00058537i,-0.00091265+0.00062209i,-0.00044083+0.0014044i,0.0001432+0.0020134i,-1.0758e-05+0.0015989i,0.00022523+0.00045829i,0.00061359-0.00022421i,0.00042582-0.00075192i,0.0008568-0.001277i,0.0010801-0.0015931i,0.00083966-0.0015666i,0.00042252-0.0011536i
0.00067392+0.00061801i,0.0010445+7.4821e-05i,0.0019818-0.00025712i,0.0012661-0.00073096i,0.00089358-0.0016377i,0.001804-0.0013874i,0.0019198-0.00063513i,0.00034922-0.00042579i,-0.00091754-0.0005169i,-0.0013932+0.00022104i,-0.00075284+0.0011371i,-0.00022954+0.00075313i,-0.00029501+0.00097831i,0.0012159+0.00082066i,0.0020015-0.00013126i,0.0012951-0.00071293i,0.00020017-0.0006006i,0.00018415-4.7864e-06i,0.00030899-0.00015156i,-0.00057584+6.1855e-05i,-0.00056156+0.00039742i,3.5078e-05+0.00015371i,2.4442e-05-0.00038354i
-0.000257-0.0016306i,-0.00081233-0.0010061i,-0.001581-0.00101i,-0.0031018-0.00048124i,-0.0025698-0.00021052i,0.00032788-8.5517e-05i,0.0016795-0.00040887i,0.0012487+3.6938e-05i,-0.00070804+0.00028607i,-0.001436+0.00029962i,-0.00087937+0.0010572i,-0.00044122+0.0008038i,-0.00059838-0.00062358i,-0.00094693-0.0016033i,-0.00082395-0.0025182i,-0.0014706-0.0029759i,-0.0024589-0.001953i,-0.001992-0.0010542i,-0.0009639-0.00051421i,-0.00062501-0.00032754i,-0.000927-0.00021478i,-0.00039991+0.00058026i,0.00032689+0.0010135i
-0.0048456+0.0028692i,-0.0038275+0.0046838i,-0.0024728+0.005946i,-0.00034148+0.0056635i,0.0020085+0.00461i,0.0025811+0.0022638i,0.0019681+8.1078e-05i,0.0014816-8.2287e-05i,0.00072405+0.00096666i,0.0006077+0.00136i,0.00083219+0.0009326i,0.00056636-0.00040773i,-0.00047968-0.0016782i,-0.0021011-0.0016667i,-0.0030151-0.00064361i,-0.0032368-6.2184e-05i,-0.0026724+0.00023123i,-0.0023432+0.00019642i,-0.0014838-0.00050013i,-0.00074873-0.00083822i,-0.0010678-0.00085309i,-0.00065455+0.00014716i,0.00034033+0.00081141i
0.00042139-0.0025801i,0.00089338-0.0027948i,0.0011072-0.0034607i,0.0016008-0.0019896i,0.0015798+0.00053706i,0.0020916+0.0018892i,0.00207+0.0017687i,0.00084645+0.00054468i,-0.00060797-0.00038271i,-0.0015414-0.00034389i,-0.0016763+5.8037e-05i,-0.0013666+0.00020364i,-0.00091726+1.8096e-05i,-0.00088856+0.0010023i,-0.00085156+0.0025858i,-0.00039346+0.0025409i,-0.00037482+0.0016718i,-0.00071845+0.0011629i,-0.0003197-0.0002243i,3.9623e-05-0.0010842i,9.571e-05-0.00067984i,8.0968e-05-1.5164e-05i,-0.00035945-2.7795e-05i
0.0018751+0.00042195i,0.0013616-6.5481e-06i,0.0013052-0.0019715i,-0.00026237-0.0033249i,-0.001332-0.0022838i,-0.00054606-7.0973e-05i,0.00032798+0.00037411i,3.747e-05-0.00047703i,-0.00076534-0.00052137i,-0.00176+0.00017418i,-0.0010055+0.00064504i,-3.9998e-05+0.00087887i,-5.4309e-05+0.0010813i,0.00077847+0.00064498i,0.0019049+0.00045957i,0.0022461+0.0010749i,0.0010182+0.001306i,0.00038149+0.0012433i,0.00068451+0.00041106i,0.00032655-0.00056726i,-0.00051232-0.0010325i,-0.00040238-0.0013603i,0.00047026-0.0015179i
-7.4227e-05-0.0013254i,-0.00042993-0.0016037i,-0.00050618+4.1396e-05i,-0.001241+0.0011492i,-0.0012179+0.0018853i,0.00039421+0.0021104i,0.0014286+0.001302i,0.00061775+0.00042446i,-0.00066216+0.0001982i,-0.00077226+0.00029402i,-9.879e-05+0.00074977i,0.00010468+6.2876e-05i,-9.0225e-06-0.001491i,0.00064423-0.0023873i,0.0014116-0.002162i,0.00091406-0.0020736i,0.00041212-0.0019673i,0.00033669-0.0015881i,0.00010606-0.0015978i,-0.00018608-0.002268i,-0.00049891-0.0020074i,-0.0007907-0.00066837i,-0.0011761-0.00034384i
-0.00045216+0.003169i,-0.00051118+0.0019675i,0.0016643+0.00097053i,0.0035262+0.0004263i,0.0034333-0.00047766i,0.0023867-0.0015089i,0.0016011-0.00081677i,0.00066514+0.0002316i,-0.00076316+0.00087744i,-0.00054676+0.00034221i,0.00040585-0.00038288i,0.00013545-0.00089942i,-0.00090583-0.0018961i,-0.0021764-0.0015331i,-0.0022559-0.00093405i,-0.0014443-0.0011165i,-0.0010329-0.0010149i,-0.00043553-0.00087424i,-0.00029645-0.0007531i,-0.00029454+0.00031021i,-0.00049287+0.00087913i,-0.00014913+0.00016655i,0.00045269-0.00043173i
0.0027451-0.0012305i,0.0040223-0.0024894i,0.0036216-0.0039963i,0.00087841-0.0043043i,-0.00046588-0.0032019i,0.00073341-0.0015989i,0.0018633-0.00078422i,0.0016797-0.0008716i,0.00093667-0.0005598i,0.00012499-0.00037441i,-0.00042146-0.00054464i,-0.0015136-0.00087403i,-0.0027372-0.00056971i,-0.0032183+0.0015168i,-0.0031934+0.0023981i,-0.0028659+0.0010829i,-0.0024273+0.00029588i,-0.001808+0.00055725i,-0.0014456+0.00066701i,-0.0014447+0.00068435i,-0.0011259+0.0011821i,-0.00038797+0.0014955i,-0.00045249+0.00094185i
-0.00040223+0.0025968i,0.0001826+0.0040217i,0.00044303+0.0039772i,0.0011398+0.0020308i,0.001342+0.00092146i,0.0016541+0.00038692i,0.0020356+0.00033771i,0.0014308+0.00067816i,0.00020042+0.00086866i,-0.00095164+0.00036381i,-0.00081552+0.00012931i,-0.00040533+6.3534e-05i,-0.0010507+0.00013299i,-0.0016618+0.00026273i,-0.0017348+0.0007681i,-0.002019+0.0016785i,-0.0022052+0.001987i,-0.0016848+0.0018042i,-0.001263+0.00075035i,-0.00054995-0.00061849i,-9.3567e-05-0.00078942i,-0.00053659-0.00070714i,-0.00045208-0.00048231i
0.0017998+0.00025696i,0.00064138-1.3252e-05i,-9.8414e-05-0.0010228i,-0.00072213-0.0017244i,-0.0007091-0.0014261i,-0.00097722-0.00072249i,-0.00021236-0.00012886i,0.00082304-9.5015e-05i,0.0004263+0.00037449i,-0.00038859+0.0013763i,-0.0010157+0.0015705i,-0.0012388+0.0014511i,-0.0010909+0.0017596i,-0.00044335+0.0022875i,0.00061478+0.0020467i,0.0017263+0.0013521i,0.0014398+0.0013629i,0.0002002+0.0015579i,0.00024619+0.0014883i,0.00011039+8.0153e-05i,-0.0001707-0.00079921i,0.00013069-0.00069225i,1.3124e-05-0.00038587i
-0.0017668+0.00058503i,-0.00088652+0.00075868i,0.00014208+0.0012602i,0.00018471+0.0012974i,0.0003338+0.0012496i,-4.4782e-05+0.00081115i,-0.00056546+0.00065744i,-0.0010312+0.00026446i,-0.001354+0.00032741i,-0.0010712+0.0016678i,-0.001083+0.0017183i,-0.00032175+0.00090504i,0.00041354+0.00035027i,2.3163e-05-0.00046919i,0.00029998-0.001754i,0.00020579-0.0023265i,-0.00015442-0.002273i,7.6435e-05-0.002084i,-5.5281e-05-0.0015707i,-7.3701e-05-0.0010397i,3.2269e-05-0.00034778i,-0.00021014-0.00010982i,-0.00038048-0.0003031i
-0.0003519+0.000165i,0.00046467-0.0007859i,0.00059531-0.0025445i,-5.5992e-05-0.0031108i,6.4748e-05-0.0010348i,0.00092196+0.0004299i,0.0013361+0.00052759i,0.00037943+0.00085888i,-0.00061009+0.0010196i,0.000143+0.00036443i,0.00090889+0.00048379i,0.0010206+0.00070801i,0.0013116-0.00047861i,0.00050052-0.0018376i,-0.00057465-0.0010937i,-0.00061625-0.00032189i,-0.0002216-0.00045175i,0.00053623-0.00099205i,0.00036892-0.00057306i,-0.00060989+0.00015999i,-0.00058146-0.00022979i,-0.00073438-0.00061359i,-0.00080838-0.0001485i
0.00097957+0.00063273i,0.0014685+0.00016212i,0.0010653-0.0007486i,-9.8128e-05-0.0011217i,6.7254e-05+5.6272e-05i,0.0018967+0.00057206i,0.0034176-0.00011929i,0.0035803-0.00015129i,0.0022689-0.00029828i,0.0011017-0.00097268i,0.00083982-0.0010858i,0.00044455-0.00079816i,-0.00066574-0.00097872i,-0.0012755-2.26e-05i,-0.00098257+0.0014074i,-0.00060692+0.0015236i,-0.0010798+0.00084257i,-0.00072019+0.00045707i,-0.00042999+0.00081216i,-0.00072527+0.0010941i,-0.00052126+0.0005849i,0.00043462+0.00016666i,0.00040395+0.00026456i
-0.001028+0.00093692i,-0.00059049+0.0022405i,0.00060583+0.004138i,0.0015716+0.0044078i,0.0021492+0.0026972i,0.0026541+0.00084246i,0.0023065-0.00045811i,0.0012483-0.0012828i,0.00032432-0.00041401i,-0.00060605+0.00047333i,-2.8542e-05-0.00017578i,0.00064691-0.00057428i,-0.00042612-0.00079258i,-0.00090136-0.00026151i,-0.0001018+0.00032326i,-0.00040333+0.00038103i,-0.0017539-0.00010393i,-0.0020378+0.00020832i,-0.00089972+0.0011975i,-8.8276e-05+0.00051201i,-4.9797e-05-0.00114i,-0.0001168-0.00048549i,9.4598e-05+0.00021269i
0.0011549+0.0040348i,0.0024662+0.0012826i,0.0036712+0.00028029i,0.0036088-0.00031562i,0.0022927-0.00093273i,0.00062474-0.0012802i,-0.00086984-0.0017273i,-0.0011112-0.0023561i,-0.0014723-0.0016248i,-0.0014234+0.00034006i,-0.0012524+0.00070877i,-0.0014431-0.00069357i,-0.0020982-0.00052788i,-0.0023117+0.00039754i,-0.0015883-2.8526e-06i,-0.0018569-0.00043913i,-0.0014884+0.00015327i,-0.00016416+0.00044566i,0.00058284-0.00012132i,0.00057905-0.00048223i,0.00041774-0.00059387i,0.00032393-8.3969e-05i,-9.3403e-05+0.00019078i
