6.8443e-05-0.001173i,-0.00057295-0.0013426i,-0.00065225-0.0016615i,-0.0020042-0.001377i,-0.0047148-0.0010147i,-0.005844+0.00047569i,-0.0045328+0.0019005i,-0.001875+0.0027113i,-0.00025697+0.0031044i,0.0001739+0.0025175i,0.00033822+0.00071474i,0.00043557-1.7367e-05i,0.00023014-0.00012674i,-0.0004758-0.00022555i,-0.00056683+0.00031113i,-0.00057305+0.00048021i,-0.0012166+2.6993e-06i,-0.00094618-0.00076579i,-7.9812e-05-0.00070536i,-0.00020558-0.00028042i,-0.00015163-0.0003492i,0.00080178+0.00026728i,0.00078146+0.0010912i
0.0011441+0.00055454i,-3.7932e-05+0.00067141i,-0.00046745-0.00017913i,-0.00089922-0.00075817i,-0.00203-0.0013584i,-0.0025063-0.0013277i,-0.0019801-0.00024711i,-0.0015371+0.0013288i,-0.0013454+0.00143i,-0.00074946+0.00080867i,-0.00026773+0.00010934i,-0.00045095-0.00037157i,-0.0003863+0.00022481i,1.5755e-05-3.8112e-05i,0.00055019-0.00054118i,0.0011713-0.0005671i,0.00075342-0.00081283i,-2.0163e-05-0.00051325i,-0.00058195+0.00029831i,-0.0007064+0.00094624i,-0.00059824+0.00033133i,-8.104e-06-0.00037125i,0.00098715+0.00019687i
0.00084174-0.0016886i,-0.001261-0.0023167i,-0.0018075-0.0023158i,-0.0017017-0.0017078i,-0.0024217-0.0016921i,-0.0034178-0.00073613i,-0.0029614+0.0007212i,-0.0019438+0.00074412i,-0.0018277+0.0007289i,-0.0012459+0.00026804i,-0.00087546+0.00023023i,-0.0013095+0.00083333i,-0.0012791+0.00084019i,-0.00030487+0.00036764i,-2.1545e-05+0.0005689i,-0.00027228+0.00088083i,-0.00010735+0.00042822i,-8.9638e-05-0.00040872i,-0.0005949-0.00028333i,-0.0010046-0.00024475i,-0.00024816-0.00049387i,-0.00041728+0.00015857i,-0.00080786-0.0002097i
0.00015729+0.00083864i,0.00075225+0.00063576i,0.0010447+0.00042303i,9.4786e-05-0.00028393i,-0.0020583-0.00078221i,-0.0034345-0.00046094i,-0.0029608+0.0012705i,-0.0022321+0.0021835i,-0.0018103+0.0012288i,-0.0003922+0.00046841i,0.00087256+0.0001382i,0.00034706+0.00017221i,0.00013744-0.00010915i,0.00064961-0.00033887i,0.00011857-0.00051825i,-0.0003372-0.00048531i,-0.00037352-0.00064638i,-0.00030413-0.00079204i,-2.9537e-05-0.00054007i,0.00017201-0.0002546i,0.00072997+0.00019014i,0.00034938+0.00012714i,-2.8313e-05-7.6521e-05i
-0.0010142-0.0023087i,-0.0017659-0.0020674i,-0.0016356-0.0013705i,-0.0019556-0.00072795i,-0.0024559+7.3761e-05i,-0.0022333+0.00058484i,-0.0018253+0.00070548i,-0.00099063+0.0010159i,-0.00069924+0.00074346i,-0.0011456+0.00070565i,-0.00076425+0.00036399i,0.00024903-0.00018876i,0.0010808-0.00026027i,0.00095054-0.00041482i,0.00075215-0.00046987i,0.0011504-0.00074532i,0.0011312-0.0010636i,0.00063926-0.00091155i,0.0003673-0.00030422i,7.3129e-05+0.00028044i,-0.0007326+0.00030633i,-0.0011238+9.3369e-05i,-0.00060069-0.00012619i
0.00063261-0.00050504i,0.00096146-0.00070768i,0.00067367-0.00075341i,-0.0012373-0.00081436i,-0.0023774-0.0013368i,-0.0030487-0.001327i,-0.0033059-0.00032156i,-0.0025458+3.5325e-05i,-0.0013497+2.2226e-06i,-0.00016453+0.00066698i,3.9287e-05+0.00057722i,0.00012052+4.7441e-05i,0.00051885-0.00047898i,0.00038979-0.0010625i,0.00024859-0.0010458i,-8.574e-05-0.00056513i,-0.00026835-0.00016316i,-3.8345e-05+0.00025693i,-2.9301e-05+0.00025622i,-3.0241e-05-0.00021341i,0.00036767-0.00036279i,-0.00028088-0.00024377i,-0.00065173-0.00025954i
0.0014847+0.00063972i,0.0019202+0.00018673i,0.0020224-0.00053495i,0.00043262-0.0019491i,-0.0012324-0.002245i,-0.0022832-0.0012693i,-0.0030865+0.00020681i,-0.0026853+0.0019088i,-0.0017449+0.0025135i,-0.0011637+0.0020259i,-6.7414e-05+0.0010615i,-0.0003456+0.00037965i,-0.00071931+0.00014988i,0.00083859-0.0002132i,0.0016797-0.00033092i,0.0011385-0.00043917i,0.00085226-0.00079822i,0.00032401-0.0012137i,8.5792e-05-0.0015375i,2.1012e-05-0.0012282i,-0.00044178-0.00020167i,3.0847e-05+9.3595e-05i,0.00019824+0.00032335i
-0.0014592-0.0014893i,-0.0014685-0.00058286i,-0.00263+0.00038145i,-0.0031891+0.00029103i,-0.0036919+0.00029949i,-0.0048202+0.0013404i,-0.0061317+0.0025765i,-0.0063361+0.0043236i,-0.0053716+0.0066258i,-0.0033819+0.0071303i,-0.00076346+0.0048478i,0.0012262+0.0026868i,0.0024704+0.0015137i,0.0023284-0.00013453i,0.0010201-0.0010618i,0.00033604-0.0008094i,0.00026531-0.00098121i,-0.00041199-0.0010537i,-0.0011071-0.00046225i,-6.007e-05+0.00045842i,0.0012444+0.00018326i,0.0013859-0.0004587i,0.0015612-0.00027304i
-0.001385+0.0011628i,-0.002056+0.0016461i,-0.0018257+0.0013253i,-0.0014264+0.00038255i,-0.0023212-0.00093575i,-0.003155-0.0012892i,-0.0027741-0.00048352i,-0.0017903+0.00070884i,-0.00059351+0.0016362i,-0.00095158+0.0014985i,-0.0018009+0.00057803i,-0.0013241-2.7757e-05i,-0.00078037-0.00052092i,0.00013754-0.0007811i,0.00052222-0.00078033i,0.00019901-0.00043167i,0.00076904-0.00015124i,-5.3021e-07-0.0007147i,-0.00025178-0.0012038i,0.00071877-0.00062397i,0.0010787+8.417e-05i,0.00064114-0.00047611i,0.00040528-0.00081365i
-0.0010621-5.3839e-05i,-0.0014079-0.00040768i,-0.0014553-0.00029204i,-0.001583+0.00069284i,-0.0025717+0.00055036i,-0.0031533+0.001087i,-0.0028522+0.0015398i,-0.0012812+0.0010904i,-0.00062597+0.0010382i,-0.0010966+0.0010202i,2.8069e-05+0.00055999i,0.00055254+0.00024212i,-0.00023795+0.00023519i,-0.00080467+0.00073322i,-0.00083126+0.00082708i,-0.00085875+6.6958e-05i,-0.0010382-0.00092047i,-0.00048516-0.0011335i,0.00060793-0.00061762i,0.00039424+2.606e-05i,0.0001813+5.3823e-05i,0.00070106+0.00029913i,0.00050062+0.00075673i
0.00052974-0.0026169i,-0.00029557-0.0020926i,-0.0016678-0.0020097i,-0.0036643-0.0028631i,-0.0046992-0.0036243i,-0.0038087-0.0015935i,-0.0029673+0.00094592i,-0.0027032+0.0012966i,-0.0022089+0.0007911i,-0.00094273+0.00079772i,0.00026719+0.00099609i,0.00023966+0.00017579i,-0.00026011-0.00015005i,0.00017128-0.00068533i,0.00069741-0.0011618i,0.00077886-0.001185i,0.00012303-0.0014658i,-0.0006493-0.001068i,-0.00039196-0.00078762i,0.00044069-0.00071096i,0.00038319-0.00042227i,0.00022729+0.00042032i,-0.00035173+0.0010176i
-0.00058602+0.00026117i,-0.0012833+0.00013421i,-0.0010518-0.0004555i,-0.00069192-0.00032497i,-0.0011616-0.00040448i,-0.0024739-0.00049001i,-0.0035536+0.00027342i,-0.0031964+0.0012172i,-0.0022353+0.0012413i,-0.0016724+0.00040634i,-0.00087676-3.5621e-06i,-0.00047839-0.00041156i,-0.00032098-0.00063497i,0.00015136+0.00043402i,5.699e-05+0.00061713i,-0.00041491+2.3024e-05i,-0.00089035-4.9717e-05i,-0.00040494-3.2431e-05i,-0.00014769-0.00017771i,-0.00030123-0.00038203i,-0.00022253+9.6979e-05i,-0.00014059+0.0011799i,0.00025534+0.0014765i
3.4732e-05-0.0020781i,0.00011194-0.00026774i,0.00012266+0.00069648i,-0.00057847-0.00064272i,-0.0022666-0.001517i,-0.0040683-0.00014241i,-0.0027789+0.0016496i,-0.00077505+0.0019362i,-0.00067027+0.00055757i,-0.00072487-0.00027909i,-4.179e-05-0.00045972i,-0.00023104-0.00071055i,-0.00056376-0.00058479i,0.00039044-0.0001597i,0.00095474-0.00016322i,0.00030344-0.00051055i,-0.00035833-0.00048464i,-0.00023475-0.00015518i,-0.00011325+0.00034514i,-1.9136e-05+0.00031401i,-0.00019952+0.00037265i,-0.00011613+0.00070383i,0.0003579+0.00053885i
0.00064349+0.00044672i,0.00049529+0.00046489i,0.0002056+0.00025505i,0.00050042-0.00025606i,-0.0010522-0.0013861i,-0.0027147-0.0020266i,-0.0032245-0.00092891i,-0.002715+0.0010155i,-0.00184+0.0017043i,-0.00028522+0.0013627i,0.00061331+0.0011317i,0.00051461+0.00073276i,0.00011378+0.0010999i,-0.00048302+0.00094539i,-0.0003999+0.00026004i,0.00012785-0.00010664i,0.00071834-0.0003548i,0.0006757-4.9409e-05i,-4.2656e-05-0.00043653i,-0.00066766-0.00080066i,-0.00070879-0.00040512i,-0.00041941+0.00023586i,-0.00043839+0.00044801i
0.002236+0.0023152i,0.0024328+0.0012662i,0.003318+5.7963e-05i,0.0016812-0.0014549i,-0.00091635-0.0018501i,-0.0026257-0.0010789i,-0.0032479+0.0001125i,-0.0021027+0.0011956i,-0.00062905+0.0022803i,1.4969e-05+0.0016439i,-3.6903e-05+0.00032775i,-0.00053353-0.00025906i,-0.0011403-0.00031698i,-0.0011377-0.00011248i,-0.000542-0.00041479i,0.00021546-0.00088837i,-9.8271e-06-0.00061755i,3.0623e-05+0.00016377i,-0.00011156-0.00015672i,-0.00084844-0.00042373i,-0.00040469-1.0972e-05i,2.4976e-05+0.00076665i,9.3869e-05+0.00098326i
-0.00098882+0.00069062i,-0.00089845+0.00032404i,-0.00072944-0.00064877i,-0.00084943-0.00080533i,-0.0013704-0.00088071i,-0.0022522-0.00039816i,-0.0026042+0.0013995i,-0.002408+0.002003i,-0.0020608+0.00091316i,-0.00079614+0.00068517i,3.1056e-05+0.00032729i,0.00053956+3.6398e-05i,0.00052913-5.9903e-05i,0.00015358-0.00053753i,0.000458-0.0010958i,4.5196e-05-0.00080152i,-0.0011689-0.00096979i,-0.00091627-0.00061669i,0.00031586+0.00036644i,7.8444e-05+0.00081958i,-0.00046266+0.00043653i,-0.00019171+0.0003825i,-0.00039122+0.0010429i
-0.0019961+7.1695e-05i,-0.00066242+0.00011892i,-0.00092431+0.0010364i,-0.0010233+0.0012928i,-0.0012153+0.001028i,-0.0015595+0.00062695i,-0.001294+0.00070744i,-0.0019161+0.00090604i,-0.0019127+0.00081966i,-0.0006613+0.0013953i,-5.0714e-05+0.001196i,-0.00024774+0.00023408i,-0.00011858-0.00027157i,0.0011488-0.00037723i,0.0015606-0.0002067i,0.00051617-0.00027234i,0.00021758-0.00030687i,0.00038646-4.0805e-05i,9.981e-05+0.00034368i,-4.726e-05+0.00037826i,-0.00012898-1.6541e-05i,-0.00026059-0.00026463i,-0.00021301+0.00041547i
0.0011077+0.00045913i,0.00060939+0.00014679i,0.00038416-4.5705e-05i,-0.00054919+0.00021785i,-0.0019135-0.00024157i,-0.0033567-0.00054813i,-0.0032599+3.587e-05i,-0.0015286+0.0013971i,-0.00035302+0.0017175i,0.00044031+0.00067053i,0.0008077-8.4607e-05i,-0.00035794-0.0007775i,-0.0011129-0.00038442i,0.0001708+0.000532i,0.00067141+0.00064841i,0.00052004+0.00032289i,0.00060292-0.0003331i,5.3644e-05-0.00069451i,-0.00029144+9.0099e-05i,-0.00076428+0.00062429i,-0.00098599+0.00037376i,-0.00018081-0.00031731i,0.00076736-0.00028276i
0.00081618+0.00059227i,0.00037833-0.00082662i,-0.00058172-0.0017301i,-0.00090799-0.0017266i,-0.0018594-0.0014719i,-0.0021877-0.00047565i,-0.0015546+0.001517i,-0.0010404+0.0027773i,-0.0010151+0.0018931i,-0.001221+0.00050474i,-0.00059183-0.00023141i,0.00022427+0.00033082i,0.00017676+0.00052391i,2.6491e-05-0.00015137i,0.0010057-3.8447e-05i,0.0010493+0.00055988i,-0.0004241+0.00017147i,-0.00035798-0.00028445i,-8.0375e-05+0.00017455i,0.00030144+0.00052325i,0.00032538+0.0009416i,9.0573e-06+0.00066833i,0.00031841-5.4293e-05i
0.00030822+0.0013019i,0.00061157+0.00085486i,-0.00010466+0.00015268i,-0.0013804+0.00076845i,-0.0029336+0.00011428i,-0.0042675-0.0004751i,-0.0036929+0.00036872i,-0.0015181+0.0010235i,-0.00071529+0.00085387i,-0.00088369+0.00079465i,-0.0008873+0.00073317i,-0.0011089+0.00057046i,-0.00072003+0.00039707i,6.6811e-06-0.0004662i,0.00052914-0.00064768i,-9.6257e-05-0.00011743i,-0.00062093-0.00037886i,-0.00092886-0.00080646i,-0.00084411-0.00021553i,0.00042566-0.00059675i,0.00040448-0.00090522i,-0.00016224-0.00078717i,-0.0001665-0.00049793i
-0.0010677+0.00047789i,-0.0015741-0.0002304i,-0.0015885-0.00027026i,-0.0010186-4.4822e-05i,-0.0022167-0.0002449i,-0.0034943-0.00031409i,-0.0023313+0.00055853i,-0.0014433+0.0011936i,-0.0017003+0.0011432i,-0.0015374+0.00080211i,-0.0002119+9.9404e-05i,0.0011516-0.00068843i,0.0010106-0.00051503i,0.00014207-0.00030172i,-0.00040861-0.00037649i,-0.00043809-0.00050481i,-0.00084238-0.00030106i,-0.00046395-0.00021878i,0.00010515-0.00059037i,-0.00038465-0.00044146i,-0.00058685-0.00073124i,7.6782e-05-0.0011318i,0.00069564+5.6185e-05i
0.00080569-2.5389e-05i,0.0016969-0.00052684i,0.0022804-0.0014879i,0.00077073-0.0024542i,-0.0016507-0.0030329i,-0.0023379-0.0022698i,-0.0014131+0.00023935i,-0.00075099+0.0014736i,-0.00038815+0.00026599i,0.00019964-0.00068472i,-0.00045893-0.00062483i,-0.0006411+0.0001573i,9.6825e-05+0.00074034i,-7.6436e-05+0.00077363i,-0.00030564+0.0006651i,0.00022891+0.00036729i,0.00039704+0.00023584i,5.9792e-05+0.00013661i,-0.0002583-0.00027003i,-2.8597e-06-0.00010846i,0.00021545+0.00055295i,-0.00045932+0.00035142i,-0.00086395-0.00022967i
0.00046802-0.00058734i,0.00022468+0.00032076i,-7.056e-05+0.001275i,-0.0012288+0.0008857i,-0.002018+0.00045949i,-0.0023891+0.00068123i,-0.002644+0.001374i,-0.0021724+0.0014815i,-0.0014352+0.0015675i,-0.00051358+0.0015669i,-5.6771e-05+0.0015356i,-0.00094051+0.00069527i,-0.0010724-0.00069841i,-0.00029523-0.00094406i,0.00026492-9.2332e-05i,0.0005066+0.00022563i,0.00042354+0.0001795i,9.8316e-05-0.00013356i,-0.00029716-0.0011579i,4.6794e-05-0.00094042i,0.00044414-0.0001557i,-0.00021286-0.00036798i,-0.00026026-0.00074649i
-0.0011433-0.0012009i,-0.0021399-0.00098517i,-0.003461-0.00044326i,-0.0036311-0.00053605i,-0.0032674-0.00055381i,-0.0030674+0.00020564i,-0.0028908+0.00036111i,-0.0024733+0.00107i,-0.0020511+0.001785i,-0.0015668+0.0016793i,-0.00087706+0.00084245i,-0.00080857+0.00019921i,-0.00098765-0.0004088i,-0.00026002-0.0012036i,0.00011329-0.0015208i,-0.00028789-0.0011816i,-0.00066005-0.00081072i,-0.00097633-0.00016589i,-0.00057731+0.00034989i,-0.00011289+0.00054285i,-0.00046611+0.00052856i,-0.00077184+0.00018111i,-0.00050975+0.00024275i
0.00024692+0.00078494i,0.00081054+2.3093e-05i,0.0017766-0.00030294i,0.0012002-0.00066032i,-0.00083449-0.0010429i,-0.002677-0.00048546i,-0.0029771+0.00093632i,-0.0016217+0.0016536i,-0.0012133+0.0013562i,-0.0015621+0.0016897i,-0.00084297+0.0016596i,-3.8302e-07+0.00047471i,-0.00017024-0.00011914i,-0.00020135-0.0002557i,-0.00014062-0.00015612i,-0.00037711+0.00025083i,-0.00064057-0.00018186i,-0.00022157-0.00045773i,0.00016009-0.00035108i,2.1616e-05-0.00090938i,-7.0328e-05-0.00030172i,-5.5806e-05+0.00037508i,-6.5913e-05+0.00044339i
-0.0011727+0.00027956i,-0.0017186+0.00095741i,-0.0018559+0.00049722i,-0.0027441+1.204e-05i,-0.0042252-4.3974e-05i,-0.0046411-5.2773e-05i,-0.0032845+0.0002925i,-0.0013151+0.001488i,4.5089e-05+0.0016817i,0.00068195+0.00047672i,0.00040784+0.00019045i,0.0002404+0.0002326i,0.0006415+0.00012522i,0.00068402+0.00063141i,0.00016391+0.00062159i,-2.4472e-05-6.5749e-05i,6.536e-05-0.00059268i,0.00034017-0.00071146i,0.00025066-0.00017716i,0.00027943+0.00024853i,0.00028172-0.0005158i,-0.00019257-0.00072268i,-0.00066142-0.00040752i
0.00018411-0.0032282i,-0.0011532-0.0026801i,-0.0026383-0.0023518i,-0.0033094-0.0021899i,-0.0044444-0.0017926i,-0.0049671-0.00059871i,-0.0039521+0.00045656i,-0.0023152+0.00058464i,-0.0013429+0.00027399i,-0.0011419+0.00046527i,-0.00085142+0.00048835i,-0.00099076+0.00012991i,-0.00012454+0.0004123i,0.00079914-1.7553e-05i,0.00046946-0.00044162i,-6.9776e-06-0.00066777i,0.00022405-0.00079421i,-2.6707e-05-0.00069934i,-0.00031428-0.00051239i,-0.00023395+7.2476e-05i,-0.00056553+0.00079572i,-0.00067899+0.00098132i,-0.00024389+0.00025148i
-0.00096682+0.00026502i,-0.00057442+0.00052606i,0.00060578+0.00029801i,0.00062144-0.0002902i,-0.0010843-0.00069608i,-0.0025283-3.2362e-05i,-0.0028271+0.0019523i,-0.0023179+0.0026779i,-0.0014924+0.0017464i,-0.0013503+0.001139i,-0.0014986+0.00030662i,-0.00075241-0.00057413i,-0.00026411-0.00021775i,-0.00017854+0.00018903i,-0.00027629+0.00015986i,-0.000616-0.0003599i,-0.00031297-0.00033747i,0.000451-2.9414e-05i,0.00049656-0.00043741i,0.0002148-0.00018707i,0.00011042+0.0007581i,0.00012731+0.00096423i,1.3184e-05-0.00045315i
-0.00012644+0.00040013i,-0.0016308-3.8139e-05i,-0.0021012-0.00012714i,-0.0018749-0.00037608i,-0.001785-0.00025032i,-0.0025512+0.00014964i,-0.0033321+0.0005004i,-0.0023381+0.0010969i,-0.00098099+0.0012202i,-0.00067216+0.00082312i,-0.00048419-9.5558e-05i,-0.00053844-0.00087069i,-8.1834e-05-4.3645e-05i,0.00082684+0.00054702i,0.00093553+0.00010556i,0.00065305-0.00047711i,0.00019647-0.00045613i,-0.00051368+4.9482e-05i,-0.00083219+0.00051497i,-0.00013289+0.0002516i,-0.00042221-0.00044387i,-0.001427-0.00059811i,-0.00096915-0.00010108i
-0.002049-0.0018769i,-0.0019299-0.00059553i,-0.0019293-0.00080589i,-0.0019954-0.00096026i,-0.0029598-0.0013886i,-0.0034259-0.0010921i,-0.0034851+3.8001e-05i,-0.0028851+0.0006166i,-0.0019968+0.00090047i,-0.00093175+0.00098819i,0.00054192+0.0003124i,0.00028481+4.8925e-05i,-0.00031332+0.00028167i,-5.1497e-06+0.00023971i,0.00021284-0.00039277i,0.00021715-0.0002689i,-0.00039922+0.00038064i,-0.00086362+0.00026772i,-0.00095274+0.00033068i,-0.00079194+0.00012605i,-0.00084142-0.00074257i,-0.00063207-0.00092593i,0.00017554-6.4873e-05i
0.0018543+7.0503e-05i,0.00055843-1.6535e-05i,-0.00092348-0.000148i,-0.0010582-0.00043973i,-0.0023922-0.0015168i,-0.0036953-0.0011855i,-0.0027433+0.00036623i,-0.0015245+0.0011031i,-0.0010339+0.00061119i,-0.00071539+0.00016327i,-0.00060122+3.6132e-05i,-0.00066908+5.5224e-06i,-0.00053264+0.00036766i,0.0001383+0.00020413i,0.00085483-0.00037724i,0.0011705-2.0644e-05i,0.00071953+0.00060849i,-0.00039897+0.00037363i,-0.00082208+0.00034165i,-0.00055608-7.8762e-05i,-0.00010187-0.00093438i,0.00027779-0.00047227i,0.00038602+0.00055629i
-0.00061719+0.00059487i,-0.00050388+0.00091685i,-2.4697e-05+0.0012481i,-0.00011809+0.00085225i,-0.0012336-0.00086545i,-0.0024538-0.0016116i,-0.0026968-0.00077035i,-0.0020681-0.00018946i,-0.00097157-0.0001057i,0.0001113-6.1029e-05i,0.00020191+8.6926e-05i,4.5376e-06-0.00031077i,-0.00044848-0.00044983i,-0.00088133-0.0004956i,-0.00040727-0.00094783i,0.00026404-0.00025735i,0.00016605+0.00028958i,-0.00014885-0.00022498i,-0.00014249-0.000711i,-0.00065569-2.0872e-05i,-0.00065838-3.3753e-05i,-0.00017602-0.00099254i,-5.9279e-05-0.00070473i
-0.00064244+0.00060493i,-0.00079328+0.00063744i,-0.0012822-6.5785e-05i,-0.0012733-0.0013512i,-0.0019957-0.0016776i,-0.0023115-0.0011221i,-0.0026656+0.00051801i,-0.0031164+0.0009039i,-0.0028707+0.00070835i,-0.0018579+0.0018352i,-0.0001566+0.0017856i,0.00062866+0.00076445i,0.00017883-0.00021435i,7.1487e-05-0.00065818i,-0.00021378-0.00030131i,-0.00053705+0.00016065i,-0.00066166+0.00048213i,-1.8223e-05+0.00012244i,0.00049718+8.2021e-05i,0.00010511+0.00016317i,-0.00017421-0.00020404i,0.0002261-0.00024314i,0.00042322+0.00058947i
0.00044091+0.00087046i,0.0011131+0.00049057i,0.0014484+0.00063087i,5.2021e-05-0.00048604i,-0.0026216-0.0016881i,-0.0041816-0.00086354i,-0.0041295+0.00075727i,-0.0028828+0.0017345i,-0.0012299+0.0010687i,-0.0012474+0.00036018i,-0.0017683+1.7056e-05i,-0.00072115-0.00067294i,1.1375e-05-0.00040064i,-0.00051824-1.2489e-05i,-0.00068734-7.5649e-05i,-0.00015271-0.00036364i,-0.00048468-0.00061474i,-0.00096634-0.00058748i,-0.00049856-1.0328e-05i,9.1612e-05+0.00018803i,0.00057601-0.00029715i,0.001026+4.8939e-05i,0.00072906+0.00090004i
0.00024612-0.00014709i,-0.001487-2.4877e-05i,-0.0017601-0.00099998i,-0.0012052-0.00092646i,-0.001993-0.0001922i,-0.0029581+0.0001601i,-0.0019136+0.00081494i,-0.0016014+0.0010817i,-0.0026348+0.00073108i,-0.0017651+0.00030423i,-0.00030029-0.00014276i,-0.00028121-0.00033969i,2.573e-05-4.5529e-05i,0.00012894-0.00030715i,-0.00031215-0.00021807i,-0.00028624-0.00049778i,0.00010573-0.00062119i,-0.00023479+0.0005326i,-0.00053854+0.00070098i,-0.00053377+0.00097615i,-0.00010268+0.0018988i,0.00060722+0.0015414i,0.00051745+0.00021406i
-8.9224e-05+0.00077917i,-0.00016286+0.00094269i,1.6239e-05+0.0012351i,-0.00059199+0.00033019i,-0.0025821-0.0014372i,-0.0041208-0.00092861i,-0.0034387+5.0671e-05i,-0.0020268+0.00038774i,-0.0014052+0.00054621i,-0.00067686+0.00025659i,-0.00052232+0.00027509i,-0.00085338+0.00028789i,-0.00096197-0.00047705i,-0.00041139-0.0012658i,-0.00017252-0.00078988i,-4.7856e-05-0.00030143i,7.5521e-05-0.00025151i,-5.2601e-05-0.00041471i,-0.00045293-0.0010546i,-0.00054254-0.001202i,-0.00025753-0.00066781i,-0.00049309-0.0002886i,-0.00058547+0.00047966i
-0.00034695+0.0020613i,0.00012736+0.0020639i,0.0010147+0.0016471i,0.0017545+0.00087327i,0.00093304-0.00051344i,-0.00084025-0.0014176i,-0.0019618-3.9261e-05i,-0.0013276+0.0013342i,-0.0013331+0.0011638i,-0.0011292+0.0011319i,-0.00023031+0.00057377i,-0.00056015-3.0388e-05i,-0.00075335-0.00026633i,-0.00055816-0.00090552i,-0.00017425-0.00077737i,0.00021835-0.00016553i,0.00064457-7.1105e-05i,0.00099097+1.0201e-05i,0.00075704-8.3166e-05i,0.00034699-0.00079864i,3.3823e-05-0.00043974i,-0.00048197+7.6515e-06i,-0.00058608-0.00023959i
-0.00035797+0.00064184i,-0.00082753+0.00039154i,-0.00097478+0.00025465i,-0.0012397+0.00044593i,-0.0023426+7.6505e-06i,-0.0032968+0.00014599i,-0.0030847+0.00092368i,-0.0023778+0.0015809i,-0.0017876+0.0012947i,-0.0013873+0.00069104i,-0.00077125+0.00043867i,0.00015029+0.00014271i,0.0008497-0.00063164i,0.00069816-0.001156i,0.00083535-0.001065i,0.00016267-0.00057538i,-0.00065399-0.00047341i,9.8225e-05-0.00073114i,0.00065942-0.00069196i,0.00054694+0.0001633i,0.00098121+0.0010152i,0.0012709+0.0010494i,0.00071157+0.0010221i
-9.2029e-05+0.0018429i,-0.0006515+0.0017919i,8.7687e-05+0.00049633i,0.00029341-0.00057665i,-0.00187-0.00067299i,-0.0040375-0.00080042i,-0.0037027-0.00018628i,-0.0027569+0.00096362i,-0.0016901+0.0009692i,-0.00048714+0.00040053i,-0.00039497-0.00041408i,-0.00066096-0.00052066i,-0.00091335-0.00085629i,-0.00065939-0.0010594i,0.00043782-0.00090743i,0.00082212-0.00072779i,0.00021755-0.00070642i,-0.00031668-0.00056381i,-0.00022661+0.00042647i,-0.00017152+0.0010043i,-0.00060616+0.00033424i,-0.00065828+0.00023823i,-0.00026662+0.0005405i
-0.0019022+0.0012105i,-0.0022339+0.00031337i,-0.0022903-0.00051493i,-0.0019543-0.00031185i,-0.0018278-2.6466e-05i,-0.0020693+1.1115e-05i,-0.00235+0.00072476i,-0.0023251+0.001836i,-0.001599+0.001975i,-0.00072754+0.0013784i,-0.00052859+0.00034285i,-0.00054354-1.4757e-05i,-0.00024033+0.0002261i,1.107e-05-0.00030517i,-0.0002162-0.0013738i,-0.0008016-0.001193i,-0.0012699-0.00062255i,-0.00070268-0.00014916i,6.3006e-05-0.00040125i,0.00052288-0.0013907i,0.00062835-0.0011386i,0.00045882-0.00013618i,-0.00014+0.00094383i
0.0029912-0.00028771i,0.0030664-0.0012651i,0.0028091-0.001694i,0.00070756-0.0015935i,-0.0021086-0.0021375i,-0.0037184-0.0017829i,-0.0036623-0.00020534i,-0.0020228+0.0012154i,-0.0011885+0.0017765i,-0.0011809+0.00093651i,-0.00099482+0.000545i,-0.00093732+0.00050136i,-0.00092639+0.00035435i,-0.00047563+0.00018002i,-0.00012678-0.00035115i,-0.00045865-0.00018976i,-0.00050776+0.00058772i,-0.00012247+0.0003849i,3.8591e-05-5.6173e-05i,0.00050053+0.00016639i,0.00086836-0.00017947i,0.00056513-0.00014621i,-0.00015933+0.00029479i
-0.00043857-0.000609i,-0.0013965-0.00054228i,-0.001658-0.00067277i,-0.0016374-0.0016631i,-0.0019979-0.0020955i,-0.0029853-0.0016638i,-0.003044-0.0004296i,-0.0023491+0.0011643i,-0.0016664+0.0017057i,-0.001428+0.0011001i,-0.00060077+0.00053006i,0.00013416+0.00013737i,-8.1211e-05+7.9934e-05i,-0.00044548-0.00038802i,-0.0012134-0.00064093i,-0.0010058-0.00039747i,0.00010753-0.00033712i,0.00054651-0.00081583i,0.00013315-0.001297i,-0.00058504-0.0011572i,-0.00083039-0.0011409i,0.00013836-0.0011053i,0.0013541+0.0001673i
0.0023504-0.0029633i,0.0011052-0.0026686i,0.0011748-0.0025657i,0.00032817-0.0018254i,-0.0027172-0.0011447i,-0.0052033-0.00010703i,-0.0039234+0.0012848i,-0.0016915+0.0012722i,-0.0014868+0.00094461i,-0.0017473+0.0007275i,-0.0010506+0.00056953i,-0.00029223+0.00018535i,-0.00042227+0.00024668i,-0.00030461+0.00066977i,0.00013418-0.00043345i,-3.5891e-05-0.0011334i,-0.00032199-0.00060687i,-0.00060658-0.00025425i,-0.00078831-0.00026052i,-0.00041292-0.00061566i,0.00023074-1.8544e-05i,0.0008516+0.00052443i,0.0008204+0.00039988i
