6.6541e-05+3.996e-05i,-0.00037521-0.0012116i,-0.0016988-0.0017802i,-0.0019756-0.00084996i,-0.0014551-0.00026861i,-0.0010365+0.00054858i,-0.00081289+0.0011288i,0.00013385+0.0014234i,0.00068635+0.0014276i,0.00061934+0.00042911i,0.00039548-0.000401i,0.00034837-0.00056324i,-0.0003941-0.00044166i,-0.0011407-0.0007477i,-0.00076608-0.00049747i,-0.00024042-0.0001818i,7.5875e-05+8.0982e-05i,-3.077e-05+0.00038847i,0.00038084+0.00020741i,0.00067362-0.00011411i,0.00015315-0.000799i,0.00035037-0.00072345i,0.00049893-0.00046775i
0.00017038+0.0036088i,0.0023912+0.002126i,0.003885+0.0010562i,0.0033882+9.411e-05i,0.0013347+0.00021862i,0.0009837+0.00032592i,0.00097901+2.6313e-05i,0.00045208-0.00019323i,0.0010901-0.00022938i,0.00096009-0.00045549i,0.0005941-0.00080424i,0.0005502-0.00056133i,-0.00019412-0.00041303i,-0.0011778-0.00066899i,-0.0014439+4.0524e-05i,-0.00071396+0.000535i,-0.00080263+0.0004164i,-0.00092241+5.4031e-05i,-0.00042275-0.0002882i,0.00011199+1.3816e-05i,0.00029383-0.00010637i,-0.00060796-0.00069489i,-0.00052158-0.00035836i
-0.0036014+0.0016894i,-0.0039666+0.0030789i,-0.0042671+0.0043162i,-0.0024885+0.0036028i,0.00067707+0.0020722i,0.0032627+0.00039301i,0.0032176-0.0012808i,0.0009711-0.0022634i,-0.00089359-0.0011334i,-0.00082408+0.00026222i,-0.00037237+0.00018377i,-0.00028838-0.00041466i,-0.00094075-0.00069728i,-0.0014404-0.00040157i,-0.00075232+8.3022e-05i,-0.00029136+0.00017789i,6.0094e-06+0.00075258i,0.00047604+0.001615i,0.00071985+0.0012095i,0.000864+0.0004915i,0.00053538-0.00031575i,0.00017695-0.0010739i,-0.00025578-0.0010316i
-0.0024907+0.00090607i,-0.002153+0.00037165i,-0.0017866+0.00023674i,-0.0010324+0.00029835i,0.0005423+0.00077911i,0.0015013-0.00031463i,7.6149e-05-0.0017664i,-0.0014235-0.0018463i,-0.0011513-7.6173e-05i,0.0005261+0.0016107i,0.0010123+0.00076068i,0.00051467-0.00059936i,-0.00018334-0.0007122i,-0.00054929-1.2246e-05i,-0.00017591+0.00034877i,0.00063608-0.00014408i,0.00079619-0.00075449i,-0.0002508-0.00092841i,-0.00011742-0.00028019i,0.00036279+0.00064603i,-0.00054418+0.00068033i,-0.0007886-0.00044332i,-0.00021128-0.0010451i
0.0004504+0.0036443i,0.0038216+0.0028634i,0.0052832+0.0020313i,0.0039372+0.00033529i,0.0015643-0.00063886i,0.00078936-0.0010311i,-0.00036488-0.0014907i,-0.0014902-0.00065112i,-0.00011708+0.0012723i,0.00094482+0.0015835i,0.00041414+0.00014116i,7.6406e-05-0.00080828i,8.8583e-05-0.0010663i,0.00017358-0.0012116i,0.00033409-0.0013426i,0.00040324-0.0012115i,-4.4176e-05-0.0011284i,-0.00048474-0.0012025i,-0.00027916-0.0018198i,-0.00031895-0.0019652i,-0.00083776-0.0011187i,-0.0007897-0.00010758i,-0.00051671+0.00053466i
0.00017843-0.0026919i,-0.0015916-0.0021575i,-0.0029504-0.0024813i,-0.0037114-0.0037012i,-0.0027819-0.0028584i,-0.0013707-0.00081252i,-0.0011358+0.00087751i,-0.00078654+0.0018729i,0.00087874+0.0016656i,0.0024548+0.00059178i,0.0021899+8.2958e-05i,0.00079558+0.00015383i,0.0010314+0.00030467i,0.0014224-0.00034212i,0.00084876-0.0012116i,-6.9861e-05-0.00058017i,-0.0009682-0.00028049i,-0.0005854-0.00098277i,-0.00031146-0.0010357i,-0.00059563-0.0003861i,-0.0010487+0.00039893i,-0.00099354+0.0008073i,-0.00020289+0.00097694i
-0.0007955+0.0014104i,-0.0020634+8.9588e-05i,-0.0030402+0.001084i,-0.0023211+0.0025698i,-0.0010133+0.0031972i,-0.00042558+0.0019993i,-0.00078947+7.5055e-05i,-0.0011903-3.532e-05i,2.6859e-05-0.00030842i,0.00099215-0.0013754i,0.0012164-0.0015316i,0.0014811-0.00082911i,0.00071817-0.0018173i,0.00018673-0.0019194i,0.00013052-0.00083075i,4.1522e-05-0.00044769i,0.00020814-0.00016106i,0.00041471-0.00021678i,0.00018322+2.9003e-05i,-0.00062545+0.00043262i,-0.00066859+8.7123e-05i,-0.00064674+0.00019644i,-0.00074267+0.00048528i
-0.0015475+0.0044927i,0.0013563+0.0043827i,0.0048319+0.0030794i,0.0055591+0.0012003i,0.004374-0.00058729i,0.002853-0.0014262i,0.002369-0.00076746i,0.0017587-0.00030892i,0.00047502+0.00023818i,7.1831e-05-0.0003157i,-6.3908e-05-0.0010004i,-0.00047785-0.001183i,-0.001-0.0010479i,-0.0015998-0.00095378i,-0.0017018-0.0011168i,-0.0012831-0.00066873i,0.00012929-0.00032255i,0.00089275+0.00018978i,0.00019292+8.3929e-05i,0.00053327+0.00013494i,0.00091986+0.00012492i,0.00064142-0.00062161i,-0.00022038-0.00055146i
-0.00017983+0.00036181i,-0.00019313-0.0015972i,0.00074614-0.0025788i,0.00065882-0.0039307i,0.00055163-0.0037111i,0.0007613-0.0016042i,0.00056237+3.575e-05i,-0.00041307+0.0012975i,-0.00098908+0.001933i,-0.00038933+0.0017019i,0.00040837+0.0011624i,-0.00014335+0.00066753i,-0.0019171+0.00023573i,-0.0027934-0.00075826i,-0.0017838-0.0016529i,-0.00049421-0.0015546i,0.00033923-0.0010288i,0.00014581-0.00075769i,0.00021339-8.7294e-05i,0.00090308+0.00040006i,0.0013183+0.00014264i,0.0010131-0.00041223i,0.00044312-0.0010763i
-0.0026502+0.00091169i,-0.0030968+0.0025997i,-0.0039656+0.0047352i,-0.0042768+0.0052112i,-0.0031717+0.0038293i,0.00020305+0.0011715i,0.0024695-0.0005756i,0.0026051-0.00083087i,0.0022825-0.00018351i,0.0018783+0.0015273i,0.0019249+0.002032i,0.0016735+0.00076555i,0.0009068+7.5756e-05i,0.0002815-0.00056538i,-0.00063151-0.0014717i,-0.0008137-0.0018035i,0.00019436-0.0014303i,0.00095592-0.0011023i,0.00063095-0.0015516i,-0.00027585-0.0016706i,-0.00063897-0.00097382i,0.00011374+0.00017851i,0.00065789+0.00060959i
-0.0022193-0.0015446i,-0.0031888-0.00085777i,-0.003704+0.000134i,-0.0013101+0.0016062i,0.0021897+0.0015151i,0.0041236+0.00015096i,0.0039436-0.0011744i,0.0034182-0.0020388i,0.0030818-0.0024012i,0.0028138-0.0021336i,0.0026233-0.0014597i,0.0020901-0.0012191i,0.001711-0.0001295i,0.00096676+0.0011083i,0.00022311+0.00093315i,0.00014404+0.00019538i,-0.0001346+7.395e-05i,-0.00028782+0.00052379i,-0.00013482+0.00077521i,-0.00011323+0.00033338i,0.00024212-0.00038301i,8.8964e-06-0.00041347i,-0.00043502-0.00017016i
-0.001896-0.00038328i,-0.0010286-5.8586e-05i,-0.0011794-0.00085298i,-0.0013337-0.0015781i,-0.0012711+0.00028018i,-0.0007774+0.0013937i,-0.00086538-0.0006838i,-0.00091954-0.0017771i,-0.00016302-0.0010262i,0.00092535-0.0011096i,0.0013718-0.0018978i,0.00067734-0.0014331i,0.00032574-0.00080324i,0.0012829-0.001024i,0.0018576-0.0012133i,0.0012937-0.0011061i,0.0004886+3.6963e-05i,-0.00044255+0.0011007i,-0.00015167+0.00074167i,0.00077618+0.00023481i,0.0011269+0.00037744i,0.00032733+0.00099971i,-0.00019797+0.0007993i
-0.0012008+0.0029871i,-0.00093969+0.0032417i,-0.0015212+0.0036099i,-0.001379+0.0027181i,0.00028779-0.00046979i,0.00091599-0.0025084i,-0.0006793-0.0027274i,-0.0022738-0.0022155i,-0.0027716-0.0015839i,-0.0018867-0.0016591i,-0.00076434-0.0017574i,-0.00097009-0.0017638i,-0.00050278-0.0023041i,-0.00012671-0.0029222i,-0.00035753-0.0028366i,0.0003324-0.0012616i,0.0011491+9.5535e-05i,0.001338+0.00032523i,0.0014998+0.00049609i,0.0010307+0.00028748i,0.00053153-0.00068645i,-1.7973e-05-0.00072361i,-0.00015831-0.00024861i
0.00023521-0.00018899i,0.00052848-0.0002251i,0.00075046+2.4363e-05i,5.678e-05+0.00048383i,-0.00077753+0.0008277i,-0.0014538+0.00028996i,-0.0026092+0.00047541i,-0.0030616+0.0027068i,-0.0026142+0.0043445i,-0.0014856+0.0033546i,-0.0002101+0.0013428i,-0.00053529-1.6871e-06i,-0.0013493-0.00090499i,-0.0014467-0.0022675i,-0.0015666-0.0025659i,-0.0012088-0.0019231i,-0.00094445-0.0017289i,-0.00062846-0.001701i,-0.00040387-0.0019053i,-1.112e-05-0.0019057i,0.00068323-0.00055181i,0.00028255+0.00063153i,4.2366e-05+0.00044633i
-0.0013491+0.00060645i,-1.478e-05+0.00041197i,0.00036653-0.000888i,-0.0006885-0.00095828i,-0.0011058+0.00054968i,0.001374+0.0020235i,0.0033353+0.0028197i,0.0031314+0.0034447i,0.0031858+0.0047351i,0.002424+0.0057013i,0.0011595+0.0044312i,0.000159+0.0023747i,-0.0013811+0.0013158i,-0.0014392+0.00081831i,-0.0012611+0.00082914i,-0.00059292+0.0006143i,4.6296e-05-0.00019149i,-0.00014604-0.00092858i,-0.00020379-0.0010896i,-0.00030717-0.00071392i,0.00035031-0.00023844i,0.0013645-9.4384e-05i,0.001305+0.00025372i
-0.0022658+0.00031454i,-0.0019534+0.0028173i,-0.0037239+0.0045658i,-0.0038991+0.0058521i,-0.00092226+0.0060801i,0.0016649+0.0042176i,0.0028266+0.001503i,0.0029988+0.00034018i,0.0042328+2.063e-05i,0.0051688+3.5826e-05i,0.004102-0.0002062i,0.0025838-0.00067074i,0.0014447-0.00080367i,0.000351-0.00082659i,-0.00080853+4.2801e-07i,-0.001081+0.0006611i,-0.0016004+0.0010105i,-0.0018292+0.0015386i,-0.0007334+0.0015146i,0.00026504+0.00098577i,0.00083545+0.00070946i,0.0014252+7.0249e-05i,0.0016253-8.4397e-05i
0.00057808+0.00039354i,8.3951e-05-0.00088953i,0.00039786-0.0011487i,0.0017564-0.00072347i,0.0019532+0.00013874i,0.00085603-0.00082451i,0.00031629-0.0025444i,0.00029294-0.0035488i,0.00081363-0.003706i,0.0016742-0.0020836i,0.0017375-0.00064858i,0.0012896-0.00079722i,0.001444-0.0010178i,0.0015088-0.00033974i,0.0013615-0.00023475i,0.00043296-0.0010927i,0.00013532-0.00057516i,0.00048497+0.00080536i,0.00095836+0.00093273i,0.0010352+0.00020189i,0.00055445-0.00064972i,0.00027307-0.00040207i,6.555e-05+0.00019142i
-0.0073149+0.00050588i,-0.0064571+0.0017993i,-0.0064551+0.0041831i,-0.0044297+0.00262i,-8.1767e-05+0.0016834i,0.0042582+0.0017829i,0.0036025-0.00017189i,0.00031701-0.001922i,-0.0017953-0.0023151i,-0.0016484-0.0015723i,-0.00012049-0.0022173i,0.0008775-0.0040462i,0.00087743-0.0041203i,-5.8476e-05-0.003245i,-0.001021-0.0022271i,-0.0013205-0.0016035i,-0.00059482-0.00088263i,-0.00022163+9.5654e-05i,0.0003024+0.00040998i,0.00075975+0.00061306i,0.00063075+0.00041866i,-8.7802e-05-0.0006458i,-0.00036204-0.00059151i
0.023137-0.0030838i,0.020924-0.0099299i,0.018009-0.022418i,0.0080478-0.022263i,-0.0027476-0.0171i,-0.0089694-0.009698i,-0.0059514-0.0022035i,-0.0020356+0.00010014i,-0.0012078-0.00059719i,-0.0018635-0.0026104i,-0.0032701-0.0011652i,-0.0035288+0.0023972i,-0.0032716+0.0042936i,-0.0027511+0.0045644i,-0.00020849+0.0034937i,0.0013262+0.00091409i,0.0010085-0.0004774i,0.00045294-0.0008224i,1.2007e-05-0.0012956i,-0.00035191-0.0017342i,-0.001362-0.0012047i,-0.0014082-0.00024554i,-0.00045702-0.00028181i
0.001699-0.0023949i,0.00010107-0.0036109i,-0.0012527-0.005372i,-0.0015185-0.0049168i,-0.001025-0.0030483i,-0.00041109-0.00017697i,0.00015364+0.0010188i,1.6545e-06+0.001253i,4.268e-05+0.0020745i,-0.00015115+0.0022064i,-0.000372+0.0013034i,0.00032754+0.001753i,0.00028465+0.0023506i,1.6404e-05+0.0017357i,0.00043423+0.00067119i,0.00091278-0.00026337i,0.0010342-0.00071775i,-7.7127e-05-0.0007748i,-0.00083337-0.00072319i,-5.3532e-05+0.00012133i,0.00046576+0.00042485i,0.00034029+0.00022918i,0.00012496+9.842e-05i
0.0007892-0.001349i,9.2294e-05-0.0031104i,-0.0013232-0.0045033i,-0.0021019-0.0040958i,-0.0013627-0.0017396i,0.00044655+0.00021192i,0.0018264-0.00033953i,0.0016924-0.00037483i,0.0025533+0.00107i,0.0035719+0.0011689i,0.0025446+0.00089107i,0.0018749+0.0010207i,0.0021661+0.001275i,0.0019452+0.0016829i,0.0016451+0.0013373i,0.0011413+0.00038099i,-0.00017748+0.00045709i,-0.00080369+0.00036973i,0.00040634+0.00012443i,0.0013284+0.00048366i,0.0012627+4.612e-05i,0.0010549-0.0008129i,0.0010573-0.00055007i
0.0022108+0.00087944i,0.0013194-0.00014914i,0.00093165-0.0016881i,0.00088544-0.0016507i,0.00048244-0.0013388i,0.0002991-0.0016585i,-4.3221e-05-0.0011461i,-0.00016961-0.00093224i,0.0014576-0.0012473i,0.0021704-0.0014448i,0.00122-0.0013976i,0.0017417-0.00053544i,0.0021443-0.00016916i,0.0015839-0.00087325i,0.0011661-0.00036221i,0.00033647+0.00042813i,0.00024958+0.00025954i,0.00076782+0.000307i,0.0011097+0.00027013i,0.0011059+0.00010671i,0.00076451-0.00042167i,0.00022198-0.00039195i,-5.7447e-05+0.00023359i
0.0020658-0.0043323i,0.0027026-0.0064753i,0.0030374-0.0083029i,0.0021022-0.0073533i,0.00041017-0.004661i,-0.00015103-0.0022511i,-0.00057537-0.001309i,-0.0016628-0.00092527i,-0.0015861-0.00094169i,-0.00067092-0.00084786i,-0.00037513-0.00044496i,0.00030216-0.001232i,0.0010035-0.0024211i,0.0012809-0.0020213i,0.0016253-0.0011138i,0.00060942-0.0005087i,-0.00058812-0.00076083i,-0.0002927-0.00078574i,0.00044491-0.0006531i,0.00080847-0.00064397i,0.00029952-8.4406e-05i,-0.00032342-2.7941e-05i,-0.00024577-2.5264e-05i
0.00072525+3.6898e-05i,-0.0013165+0.0009973i,-0.0038207+0.00028001i,-0.0055674-0.001091i,-0.0047378-0.00064686i,-0.0014583+0.0015273i,0.00040944+0.0027654i,0.00025165+0.0023729i,-0.00026763+0.0019605i,-0.00013069+0.0011773i,-0.0010105-5.1775e-05i,-0.0022401-0.0010046i,-0.002466-0.0015507i,-0.0020399-0.0017622i,-0.00080542-0.0015709i,0.0012253-0.0012414i,0.0014753-0.00053115i,-0.00010481+0.00010194i,-0.0012613+0.00081636i,-0.0013377+0.0008604i,-0.00070297-9.2976e-05i,-0.00052994-0.00059405i,-0.00093806+0.00013712i
0.00021221-0.0011406i,-0.00042771-0.001878i,-0.0017009-0.002882i,-0.0021411-0.0018865i,-0.00066342-0.00040998i,0.0018659-0.00057639i,0.0029302-8.4461e-05i,0.0020872+0.00093837i,0.0021558+0.0011774i,0.0021205+0.0015006i,0.00079928+0.0021985i,-0.00059932+0.0025298i,-0.0015542+0.0020437i,-0.0015172+0.0014137i,-0.00099433+0.00038247i,-0.00054632-0.00077418i,-0.00066281-0.00035347i,-0.00058509+7.74e-05i,-0.00032349-2.6121e-05i,-0.00055414+0.00028053i,-0.00066178+0.00042061i,-0.00088975+0.00029213i,-0.00066004+0.00024005i
0.0022485-0.0014586i,0.0021767-0.0018003i,0.0019148-0.0031727i,0.0012018-0.0022658i,-0.00039935+0.00020839i,0.00044307+0.0015768i,0.0035697+0.00021623i,0.0052493-0.001904i,0.0051581-0.0016884i,0.0040678+0.00011233i,0.003079+0.0012423i,0.0032134+0.00171i,0.0029609+0.0014392i,0.0019992+0.0010403i,0.0007242+0.00099019i,-0.00049356+0.00048346i,-0.00012962-0.00010839i,0.00077884-0.00033177i,0.00086826-0.00012883i,0.00044684+0.00035392i,0.00032356+0.00020154i,0.0002042-0.00037409i,4.1642e-05-0.00031532i
0.00088138+0.002648i,-6.9303e-05+0.00049236i,0.00039297-0.00053887i,0.0016724-0.00082033i,0.0027101-0.001858i,0.0021884-0.0039702i,0.0012383-0.005225i,0.00063641-0.0038894i,0.00047223-0.0022521i,0.001235-0.0027389i,0.0016866-0.002613i,0.002057-0.0020919i,0.001759-0.0017946i,0.00082258-0.00064301i,0.00036448+0.0004897i,0.00034896+0.00068032i,0.0004404-0.00027291i,0.0011478-0.0010311i,0.0020286-0.0010168i,0.0016613-0.001301i,0.0011928-0.0016025i,0.0012478-0.0012741i,0.00090219-0.00099595i
0.0031998-0.0012808i,0.0034395-0.0033747i,0.0029444-0.0060078i,7.5609e-05-0.0069785i,-0.0022082-0.0053249i,-0.0017314-0.0026791i,-0.001788-0.0020196i,-0.0040823-0.0020622i,-0.0049137-0.0010107i,-0.0037368-0.00058865i,-0.0025122-0.0018307i,-0.0019892-0.003234i,-0.0019651-0.0029862i,-0.00058977-0.0015665i,0.00079036+7.7574e-05i,0.00053208+0.00090609i,0.00081442+0.0006509i,0.0009339-3.3455e-05i,0.00038387+0.000237i,0.00082068+2.2471e-05i,0.00086646-0.00086353i,-0.00020389-0.00080223i,0.00011151-0.00034902i
0.002386-0.00098811i,-0.00098472-0.0015022i,-0.0044102-0.0024686i,-0.0060792-0.0029334i,-0.0054219-0.0034275i,-0.0040008-0.0024252i,-0.0040232-0.00066438i,-0.0037134+0.00096983i,-0.0035156+0.0021077i,-0.0029861+0.0019203i,-0.0021525+0.00091716i,-0.0028256+0.00041007i,-0.00337+3.2758e-05i,-0.0021823-0.00063445i,-0.00056778-0.0017386i,0.00010128-0.0016481i,-0.00029004-0.00092912i,-0.00099769-0.00061312i,-0.00087524-0.0004758i,-0.00041307-0.00049574i,-0.00048359-0.00052623i,-0.0013012-0.00011654i,-0.0015274-0.00021991i
0.0010133+0.00095908i,0.003135-0.00014606i,0.0049298-0.00034617i,0.0041541+0.00083927i,0.001861+0.001192i,0.00063128+4.1809e-05i,0.00050705+0.00016935i,0.00087259+0.0016599i,0.0024181+0.002397i,0.0027564+0.002033i,0.00075651+0.0016938i,-0.0015995+0.0020733i,-0.0022544+0.0024722i,-0.001244+0.0011805i,-0.00025408-0.0007213i,-0.00061513-0.0009086i,-0.0013096-0.00090629i,-0.0017107-0.00099903i,-0.001133-0.0005424i,-0.00025702-0.00021276i,-0.0005081-0.0003376i,-0.00089252-0.00062675i,-0.00064212-4.5265e-05i
0.0047068-0.00073887i,0.0049472-0.00059136i,0.0036343-0.0015076i,0.0010813-0.0030596i,-0.0014652-0.0020973i,-0.0024801+3.5886e-05i,-0.00050059+0.00055586i,0.0031172+0.00075928i,0.0057353+0.00032052i,0.0053033-0.00063961i,0.0031783+0.00039054i,0.0030454+0.0022159i,0.0035011+0.0024794i,0.0016494+0.0013655i,0.0001921+0.00056555i,0.00041967+0.00063899i,-0.00055642+0.0006567i,-0.0020548+0.00020733i,-0.0013103-0.00024304i,4.797e-05+8.6603e-05i,0.00032681+0.00047357i,0.00018419+0.00064233i,-0.00025949+0.0010205i
-0.00025766-0.00094752i,-0.0024279-0.0018398i,-0.0031646-0.0020598i,-0.0019239-0.0019109i,0.00099058+0.00013698i,0.0028423+0.0018807i,0.0027168+0.0019622i,0.0023026+0.0010465i,0.0025618-0.00043025i,0.0028482-0.0014396i,0.0032974-0.0012028i,0.0042042-0.00092271i,0.0035495-0.001084i,0.0012027-0.00043407i,0.00031744+0.00070799i,0.0012775+0.0010582i,0.0023918+0.00021405i,0.0024645-0.0004576i,0.0023517+0.00015148i,0.0016884+0.00056662i,0.00097543+0.00029016i,0.00094801+0.00012706i,0.00050233+7.4375e-05i
0.00015934-0.00032433i,7.0702e-05-0.0019583i,0.00020504-0.0025786i,0.00029911-0.0035307i,-0.00033544-0.0028019i,-0.00021461-0.00059498i,-7.8779e-05-0.00027306i,-0.0019918-0.00064712i,-0.0035029-0.00042503i,-0.0024408-0.00088082i,-0.00089555-0.0023366i,-0.00020621-0.0034824i,-0.00096149-0.0029059i,-0.0021285-0.0014424i,-0.0015939-0.00027295i,0.00025344+0.00063756i,0.0013124+0.00053482i,0.0014063+0.00014622i,0.0016161-0.00011174i,0.001614-0.0011765i,0.0015754-0.0018475i,0.001207-0.0015181i,0.0008976-0.0010149i
-0.0016476+0.00097126i,-0.001833+0.00028951i,-0.0023552+0.00057343i,-0.0034657+0.00084236i,-0.0020747-0.00057i,0.0017058-0.0022617i,0.0019844-0.0027365i,-0.00039235-0.0018434i,-0.0020895-0.00011393i,-0.0024814+0.00093275i,-0.002877-0.00056141i,-0.0032409-0.0015577i,-0.0036681-0.0010849i,-0.0030967-0.00055513i,-0.0015533-0.00025485i,-0.0013636-0.00061182i,-0.0014522+0.00012119i,-0.001019+0.001717i,-0.00074362+0.0016999i,-0.00059832+0.00080986i,-0.00049145-0.00020121i,-0.0002543-0.00083053i,-1.939e-05-0.00064808i
-0.00041498+0.00037167i,-0.00056738+0.0010962i,0.00030535+0.0015852i,-0.00028132+0.0025926i,-0.0011445+0.0034227i,0.00043717+0.00091993i,0.002614-0.0023181i,0.0031495-0.0016696i,0.0039277+0.00083343i,0.0036161+0.0017556i,0.0011037+0.0016887i,-0.00089559+0.002672i,0.0002947+0.0030331i,0.0011143+0.0011974i,0.00027621-0.0006077i,-0.00054427-0.0016034i,-0.0010229-0.00095913i,-0.00097229+3.6195e-05i,-0.0012002+0.0001897i,-0.0016968+0.00049038i,-0.0016233+0.00093089i,-0.00095733+0.00070723i,-0.0010436-0.00060147i
0.0020624-0.00089215i,0.0011468-0.0023871i,0.0013259-0.0023311i,0.0018415-0.0010048i,0.0018326-0.00017606i,0.001718-0.0004305i,0.0019748-0.001746i,0.0037715-0.0023362i,0.005405-0.0014323i,0.0061863-0.00054776i,0.0060908-2.517e-06i,0.0054137+0.0007831i,0.0047237+0.00093182i,0.0036653-0.00033107i,0.0027628-0.00048434i,0.0021285-0.00019822i,0.00084183-0.00068i,-0.00060635-0.00088721i,-0.0010871-0.0010408i,-0.00058373-0.0006946i,3.411e-05+0.00030413i,0.00029167+0.0012924i,-0.00017616+0.0017759i
0.00049242+0.00051816i,-0.00035245-0.00061681i,-0.00074747-0.0037949i,0.00070499-0.0056267i,0.0021927-0.003589i,0.00098367-0.0018102i,-0.00091986-0.0015247i,-0.00098677-0.0021706i,0.00013481-0.0023112i,0.0015811-0.0013859i,0.0032346-0.0019629i,0.0039686-0.00356i,0.0026814-0.0043678i,0.00073925-0.003855i,0.00023607-0.002108i,0.00087031-0.0016466i,0.0013872-0.0024688i,0.0012346-0.0021275i,0.00060886-0.0010536i,0.00074834-0.00053991i,0.0011671-8.3027e-05i,0.000709-0.00032632i,-1.2038e-06-0.00059518i
-9.0002e-05-0.0011725i,-0.001934-0.0019587i,-0.0032656-0.0038964i,-0.0043945-0.0050342i,-0.0032484-0.0038078i,-0.0022807-0.0024365i,-0.004216-0.0021967i,-0.006906-0.00025309i,-0.0072391+0.0014358i,-0.0053925+0.0011966i,-0.0028453-7.2931e-05i,-0.0027085-0.0018836i,-0.0042144-0.0025818i,-0.0038524-0.0015048i,-0.0026704-0.00018926i,-0.001954-0.00067395i,-0.0010384-0.0009457i,0.00059705-0.00086475i,0.0020253+0.0001758i,0.0019776+0.00051332i,0.00052042-0.00057075i,-0.001047-0.00099992i,-0.00025424-0.0010927i
-0.00094291-0.00081913i,-0.0022953+0.00099986i,-0.0038159+0.0036141i,-0.0054609+0.0049747i,-0.006117+0.0043511i,-0.0040737+0.003585i,-0.0025671+0.0039466i,-0.0032369+0.0046613i,-0.003464+0.0044865i,-0.0033707+0.003918i,-0.0048262+0.0028303i,-0.0053242+0.0023605i,-0.0047036+0.0025164i,-0.0030505+0.0019435i,-0.00072434+0.001575i,-0.00090331+0.0016655i,-0.0012335+0.0016078i,-0.00071968+0.0021939i,-0.00018478+0.0024725i,0.00048661+0.0018553i,0.00036257+0.001479i,-0.00013253+0.0010845i,-0.00065577+0.00053398i
0.00038256+0.00070241i,0.0017815-0.0010508i,0.0031039-0.0018393i,0.0031246-0.00099918i,0.0022763+0.0012405i,0.0028618+0.0031062i,0.0054357+0.0034157i,0.0076221+0.003449i,0.0074092+0.0030509i,0.0045254+0.001708i,0.00018188+0.002311i,-0.0011305+0.0038566i,0.00099546+0.0039525i,0.0012626+0.0028414i,4.5235e-05+0.0017994i,-9.3995e-05+0.0013918i,-0.00039714+0.0021178i,-0.0011443+0.0030986i,-0.0015197+0.0020388i,-0.00041672+0.0005361i,0.00087188-7.8326e-05i,0.0009303+0.000314i,0.00065683+0.00051469i
-0.00076955+0.00016105i,-0.00038933-2.3009e-05i,0.00013619-0.0019549i,0.00041675-0.0012236i,0.0025717+0.0010385i,0.0056907+0.0016342i,0.0082798-2.6754e-05i,0.0095464-0.0018202i,0.0089384-0.0031198i,0.0067545-0.0028443i,0.0051779-0.00057419i,0.0047429+0.0011497i,0.0050688+0.00025298i,0.0049045-0.00093766i,0.0035794-7.8355e-05i,0.0020258+0.00020506i,0.00023318-0.0010797i,-0.00057241-0.0012804i,-0.00066642-0.0011102i,-0.00030965-0.00065536i,-0.00010794+0.0010291i,0.00022709+0.0018322i,0.00046838+0.00096976i
-0.0013622-0.0052904i,-0.0037864-0.0052176i,-0.0054599-0.0067027i,-0.0042936-0.0055989i,-0.0012734-0.0034979i,0.002337-0.002947i,0.004226-0.003248i,0.003104-0.0044856i,0.0016507-0.0053281i,0.0023553-0.0038697i,0.0043442-0.0020725i,0.0048035-0.002154i,0.0035488-0.0022765i,0.0025259-0.0019487i,0.0017714-0.0025918i,0.0012474-0.0043174i,0.0010924-0.0055445i,0.0011104-0.0046105i,0.0009846-0.0019778i,0.0009338+0.00035595i,0.00039224+0.0010809i,-1.9382e-05+0.0002332i,-0.00016025-0.00077664i
-0.0034479-0.0015237i,-0.004135-0.0013192i,-0.0060887-0.001646i,-0.0070263-0.0019263i,-0.0045251-0.0017309i,-0.0011358-0.0025229i,-0.0017136-0.0051187i,-0.005501-0.0057627i,-0.0075893-0.0031351i,-0.0043104+0.00016709i,-0.00017884+0.00054065i,0.00022713-0.0025494i,-0.0013777-0.0036452i,-0.0022771-0.0023797i,-0.0017207-0.0014726i,-0.001004-0.0014338i,-0.00014306-0.0019268i,0.00098316-0.0012724i,0.0017011-0.0012457i,0.0015842-0.0016062i,0.00029838-0.0028482i,-0.00066829-0.0033842i,-0.00060218-0.0014007i
-0.00090357+0.0016237i,-0.0015123+0.0012178i,-0.0020517+0.001277i,-0.0031787+0.0012959i,-0.002538+0.00017874i,-0.0011589-0.0019223i,-0.0036467-0.0025718i,-0.0076244-0.00032139i,-0.0069245+0.0031552i,-0.0036783+0.0029522i,-0.001839-0.00037194i,-0.0028648-0.0013091i,-0.0043949-0.00047511i,-0.0035487-0.00012544i,-0.0015664+5.6246e-05i,-0.00068654+0.00079286i,0.00017362+0.0020716i,0.00079055+0.0021212i,0.00085185+0.00054777i,0.0010391+1.8522e-05i,-0.00024662-0.00032899i,-0.001961-0.00077856i,-0.0018248-0.00094775i
