-0.00068778+0.00036722i,-0.00065564+0.00063596i,-0.0012813-7.4086e-05i,-0.0015594-0.00065991i,-0.0017341-0.00068802i,-0.0015033+0.0010716i,-0.0010138+0.0025077i,-0.00027499+0.0019745i,0.00048095+0.00079343i,0.00020333+0.00032571i,-0.0002202+0.00071278i,0.00020978+0.00072855i,0.00074232-0.00028197i,-0.00026756-0.0011889i,-0.00043233-0.0015683i,0.00030733-0.001385i,-1.3696e-05-0.00088609i,-8.1699e-05-0.00034509i,0.00085052+7.408e-05i,0.0007496-0.00027242i,6.4226e-05+0.00030827i,-2.839e-05+0.00058469i,9.88e-05+0.00049162i
-0.0023048+0.00052533i,-0.0019641+0.0013196i,-0.0014543+0.003161i,-0.00082402+0.0039419i,-0.0011216+0.0029149i,-0.0012153+0.0021997i,-0.00066256+0.0021904i,-0.00091002+0.0026131i,-0.00094101+0.0026076i,0.001029+0.0013159i,0.0018684+6.9135e-05i,0.0011662-0.00013911i,0.0003978-0.00022627i,-0.00016596-0.00078689i,-0.00036846-0.00066241i,-0.00099105+0.00017879i,-0.00077706+0.00069023i,-0.00025473+0.00078372i,5.8504e-06+0.000476i,0.00031505+7.1117e-05i,-1.4349e-05-0.00065218i,-0.00013757-0.00065068i,0.00040097+0.00026569i
-0.0001962-0.00023817i,-0.0011676+0.0018701i,-0.0028664+0.0029082i,-0.003189+0.0041952i,-0.0032118+0.0057614i,-0.0036024+0.0038473i,-0.0036287+0.0017786i,-0.0029939+0.0017726i,-0.0013933+0.0012654i,-0.00054815-4.7046e-05i,-0.00058722-0.00039763i,-0.00063684-0.00048204i,0.00083302-0.00021207i,0.0011004+0.00028207i,0.00010383+0.000513i,-0.00028474+0.00048838i,-0.00070607+0.0011599i,-0.0010593+0.0019002i,-0.0005011+0.0011516i,0.00021508-6.7769e-05i,0.001613-0.00034857i,0.0019239-0.00015492i,0.0010383-0.00020842i
-0.0010985-0.002287i,-0.00092563-0.0033136i,-0.0025043-0.003652i,-0.0041627-0.0015692i,-0.0037621+0.00087075i,-0.0026676+0.0016292i,-0.0027946-0.00015022i,-0.003341-0.0016842i,-0.0031895-0.0015112i,-0.0020502-0.0015388i,-0.0010543-0.00077466i,-9.4433e-05+0.00070959i,0.0011394+0.0011256i,0.0014558+0.00072973i,0.0014374+0.00072051i,0.0016888+0.0002086i,0.0013582+0.00046639i,0.00016865+0.0014373i,-0.000223+0.002179i,0.00025557+0.0020714i,0.00086407+0.0013655i,0.00013644+0.00078112i,0.00027337+0.00035834i
-0.00029372+0.0011352i,0.00099183+0.0010889i,0.00073231+0.00056251i,-0.0006861-0.00033011i,-0.0034284-0.00058969i,-0.0037584-0.00033221i,-0.0015225-6.3146e-05i,-0.0015199-0.00061288i,-0.0027234-0.0014279i,-0.002769-0.0014061i,-0.0017614-0.0012194i,0.00026423-0.00059127i,0.0012426+0.00061586i,8.5081e-05-9.95e-05i,-0.00021865-0.0012076i,0.00030618-0.00083573i,0.00059715-0.00041209i,0.0010386-0.0002384i,0.0013489+0.00074533i,0.00070955+0.0011641i,-0.00039938+0.00122i,-0.00069315+0.0013383i,-0.00075881+0.001035i
-0.00051022+0.0021137i,4.1695e-05+0.0021988i,-0.0008509+0.0022797i,-0.00078824+0.0018457i,0.00056071+0.0010864i,0.00032141+0.0010804i,-9.5823e-05+0.0015022i,-0.00011432+0.0016284i,-0.00055504+0.00033915i,-0.001012-0.0010045i,-0.001078-0.00079669i,-0.0013197-0.0003016i,-0.0014739-0.0010359i,-0.0018996-0.0013379i,-0.0020571-8.9327e-05i,-0.0014872+0.0011131i,-0.0011848+0.00098743i,-0.00063203+0.00032117i,-0.00031952-0.00029153i,1.3589e-05-0.00067014i,0.00010775-0.00039219i,-0.00013061+0.00045439i,0.00020071+0.0003047i
0.0004856+0.00022701i,0.0012828-0.00041157i,0.00070431-0.00089769i,0.00053058-0.00081915i,0.00055821+8.1595e-05i,6.047e-05+0.00080589i,2.7145e-05+0.0025054i,0.00091359+0.0038509i,0.0011216+0.0029676i,0.00035802+0.00073677i,-0.00022598-0.0004355i,-0.00072832-0.00067755i,-0.0015429-0.001244i,-0.0011457-0.0014536i,-0.00025562-0.00049947i,-0.00019031+0.00049479i,-0.00065698+0.00086535i,-0.00097655+0.00046293i,-0.00079206+0.00032813i,-0.00079323+0.00014131i,-0.00015684-0.00069838i,0.00081452-0.00048966i,0.0010126-0.00026872i
-0.00037557-0.0019057i,-0.0013736-0.00045487i,-0.0030853-0.00066269i,-0.0036395-0.00012865i,-0.0037108+0.0033731i,-0.0035037+0.0048389i,-0.0023055+0.0037874i,-0.0014501+0.0038451i,-0.0011697+0.0030625i,-0.00019308+0.001728i,0.00048891+0.00049977i,0.0010888-0.00036151i,0.0010024-3.9754e-05i,9.4456e-05+0.0004314i,-0.0002609+0.00066373i,-0.00054126+0.0006422i,-0.0010812+0.00058289i,-0.0014565+0.00061898i,-0.00059717+0.00024214i,9.8694e-05-0.0003825i,0.00022521+6.8478e-06i,0.0003484+0.00058829i,0.00023009+0.00021501i
0.0015894-8.4715e-05i,0.00088786-0.0013022i,0.00088959-0.0016704i,-0.0002692+0.00034519i,-0.0021761+0.0027048i,-0.0033371+0.003186i,-0.0042082+0.0020529i,-0.003612+0.0010447i,-0.0017038+0.00081019i,-0.00029406+0.00027778i,0.0006317-0.00051579i,0.0013988-0.00056302i,0.0017734+0.00065946i,0.0013324+0.001282i,0.00062487+2.7312e-06i,-0.00013242-0.00093767i,-0.00092006-0.00049999i,-0.0012026+0.00067202i,-0.0012497+0.00092522i,-0.0011278+0.00074455i,-0.00068572+0.00049709i,-0.00064668+0.00030749i,-0.00057686+0.0001317i
0.0015906-0.00013324i,0.0017626-0.00085777i,0.00046065+0.00047055i,-0.0027111+0.0023122i,-0.0055005+0.0026098i,-0.0055165+0.00094999i,-0.0042306-0.0014214i,-0.0039648-0.0025499i,-0.0026639-0.0026158i,-0.0007908-0.0029457i,-0.00028232-0.0029927i,-0.0002022-0.0019924i,0.00053487-0.00089473i,0.0010764-0.00023757i,0.00093072+1.3377e-05i,0.00056333+0.00038093i,0.00069314+0.00074059i,0.0012805+0.00060815i,0.00082889+0.00023254i,-0.00025412+0.00070106i,-0.0008452+0.0016385i,-0.00066963+0.0012897i,-0.00042975+0.00052293i
0.0010423+3.8201e-05i,0.00068182+0.0010454i,-0.0014485+5.3374e-05i,-0.0039445-0.0017184i,-0.0046328-0.0022575i,-0.0033459-0.0015629i,-0.0019992-0.0013539i,-0.0013745-0.0021158i,-0.0018183-0.0032722i,-0.0026926-0.0028486i,-0.0024554-0.0015609i,-0.0015717-0.00057616i,-0.00084319-0.00052187i,-0.00050322-0.00054245i,0.00027546-0.00058022i,0.0013772+3.235e-05i,0.0014256+0.00082009i,0.0013218+0.00039334i,0.0010477+0.00053176i,0.00069583+0.00075172i,0.00021826+8.528e-05i,-0.00026168+0.00057304i,-8.895e-05+0.0013421i
0.00057609-0.0028309i,-0.0015734-0.0027599i,-0.0040444-0.0042653i,-0.0047503-0.0048456i,-0.0040247-0.0027947i,-0.0017499-0.0004178i,0.0013502+0.00075506i,0.0021517+0.00074988i,0.00062234+0.00013041i,-0.0013787-0.00025824i,-0.0022921+5.2586e-05i,-0.0017165+0.00075793i,-0.0013612+0.00085218i,-0.0011144+0.00055965i,-0.00016606+0.0013966i,0.00045076+0.0023619i,0.00064879+0.0024119i,0.00061575+0.0014687i,5.1378e-05+0.00057441i,-0.0010227-0.00015035i,-0.0010471-0.00021553i,0.00038862+0.00034002i,0.00071803+0.0011711i
0.00075553+0.0007595i,0.0014136+0.00022405i,0.0021146-0.0010662i,0.0014655-0.0030032i,0.0006893-0.0023527i,-0.00012122+0.0010765i,0.00033858+0.0037269i,0.0025513+0.0040195i,0.0036097+0.0031831i,0.0023129+0.0020077i,0.00040187+0.0015709i,-0.00061113+0.001609i,-0.00048991+0.00097482i,-0.00050876+0.00094781i,-0.00077417+0.0015363i,-0.00092795+0.0014418i,-0.00099696+0.0012871i,-0.0010607+0.00078555i,-0.00075765-0.00055481i,-0.00032332-0.0013731i,7.2086e-05-0.0017224i,0.00047643-0.00085295i,-0.00014683+0.00020912i
0.0002465-0.00066361i,0.0007597-0.00078133i,0.00027543+0.00022506i,-0.00056459+0.002033i,-8.1259e-05+0.0032121i,-0.00056194+0.0043552i,-0.0024339+0.0047002i,-0.001485+0.003748i,0.00054387+0.0028293i,0.0015001+0.0014384i,0.0015181+4.4836e-06i,0.0010532-0.0004525i,0.00079707-0.00025582i,0.0002252-0.00010437i,-0.00083094-0.00049467i,-0.0013966-0.00084033i,-0.0013554-0.00045294i,-0.0014726-1.2949e-05i,-0.0013352-0.00022275i,-0.00096998-0.00082682i,-0.00025699-0.00059446i,0.00030451-5.2011e-05i,-4.4217e-05-0.00018371i
0.00044621-0.0013021i,-0.00051874-0.00013188i,-0.0020504+0.0012373i,-0.003525+0.0030589i,-0.0044266+0.0034796i,-0.0056015+0.002516i,-0.0061431+0.00049176i,-0.0045723-0.00084457i,-0.0019355-0.0011713i,-4.1358e-05-0.0018672i,0.00028566-0.0023796i,0.00050475-0.0013957i,0.0010171-0.00072528i,0.0010391-0.00098932i,0.00058188-0.0013675i,0.00016976-0.0012732i,-0.00039066-0.00096229i,-0.0005395-0.00091276i,-0.00039943-0.00032782i,-0.00022114+0.00056339i,0.00025519+0.00054062i,0.00023962-0.00010326i,-3.3824e-05-0.00032394i
-0.0032982-0.00077583i,-0.0028747+0.0011381i,-0.0027932+0.0031182i,-0.0042912+0.0040113i,-0.0053879+0.003596i,-0.0034912+0.0013809i,-0.0025661-0.00097518i,-0.0045175-0.0028322i,-0.0053226-0.0034094i,-0.0038456-0.0027419i,-0.002383-0.0019398i,-0.0017911-0.0014441i,-0.00096505-0.00097709i,-0.00016019-0.00044563i,0.00045037-0.0013243i,0.00038019-0.00228i,0.00052964-0.0019291i,0.0010505-0.00050638i,0.0012854+0.0008776i,0.0010926+0.0012408i,0.00075667+0.0008687i,0.00077138+0.00050966i,0.0011381+0.00080932i
-0.0010408-0.0010796i,-0.0013646+0.00092754i,-0.0033828+0.001605i,-0.0058625+0.0012544i,-0.0066025+0.00075753i,-0.0043986+0.00049768i,-0.0015458-0.00026785i,-0.001237-0.0010289i,-0.0017324-0.0009773i,-0.0025315-0.00068214i,-0.003343-0.00044094i,-0.0025024-0.00043719i,-0.00029099-0.00015177i,0.0012663+0.0012366i,0.0014263+0.0022498i,0.0020492+0.0015983i,0.0025781+0.0013306i,0.0020312+0.0017978i,0.0010154+0.0018005i,0.00035579+0.001361i,-0.00012333+0.00038303i,-0.00050522+0.00013852i,-0.00060011+0.00075615i
-0.0024313-0.00020828i,-0.0018972-0.0007898i,-0.0025035-0.00078711i,-0.0034406-9.2505e-05i,-0.0026494+0.000981i,-0.001253+0.0017359i,8.4804e-05+0.0025979i,-1.5834e-05+0.0035952i,-0.00075762+0.0038806i,-0.0002565+0.0029278i,0.00017913+0.0016657i,-0.00020956+0.0012037i,-0.00089789+0.0005508i,-0.0015918+0.00048742i,-0.0015922+0.0012143i,-0.00082224+0.0021897i,-0.00068017+0.0033534i,-0.0003507+0.0032101i,0.00038986+0.0020836i,0.00031452+0.00094349i,-0.00034825+3.8377e-06i,-0.00028597+5.6106e-05i,-5.8334e-05-0.00010466i
0.00032685+0.0016274i,0.0010736+0.00067566i,0.0019353-0.0010146i,0.0020598-0.0017737i,0.0010629-0.00095236i,9.56e-05+0.0013608i,-0.00051224+0.0047745i,0.001421+0.0058994i,0.0034751+0.0046335i,0.0028816+0.0031278i,0.0016283+0.002098i,0.00065924+0.0011776i,-0.00034664+0.00036247i,-0.001431+0.00045878i,-0.0020467-6.2385e-06i,-0.0016593-0.00055564i,-0.001206-7.6198e-05i,-0.00048784+0.00056557i,-0.00067087+0.00022039i,-0.00068961-0.00012359i,-0.00013589+4.4704e-05i,-0.00020337-0.00020778i,-5.7269e-05-0.00088428i
0.0016263+0.00081747i,0.0016131-0.00083291i,0.0026744-0.0023909i,0.0036012-0.002495i,0.002365-0.0015487i,-0.001151-0.00017561i,-0.0035219+0.0017243i,-0.0026307+0.0024708i,0.00024762+0.00098728i,0.0021856-0.0010108i,0.0014329-0.00098536i,-0.00023771+0.00025145i,-0.0012403-0.00025751i,-0.0016073-0.00092761i,-0.0016557-0.0012334i,-0.0017814-0.0011424i,-0.0019268-0.00019556i,-0.0014872-7.3383e-05i,-0.00058691-0.00014991i,-0.00014317-0.00044077i,0.00051827-0.00039569i,0.0001165-0.00017998i,-0.0008281-0.00077695i
-0.00015382-0.0021183i,0.00041431-0.00087217i,0.00036518+0.0013358i,-0.00054536+0.0053486i,-0.0025804+0.0068967i,-0.0042761+0.0040197i,-0.0052223-0.00011186i,-0.0056248-0.0031628i,-0.0043377-0.0039851i,-0.0020257-0.0034934i,-0.0014345-0.0026166i,-0.0010597-0.0020088i,0.00078969-0.0013582i,0.0015456-0.0012994i,0.00071018-0.0016677i,0.00024608-0.0018953i,-0.00012017-0.0015483i,-0.00015823-0.00093273i,0.00014822-9.6341e-05i,-0.00012966+0.00048621i,0.00022385+0.00044281i,0.00049971+9.6761e-05i,0.00053509-0.00011717i
-0.00060815-0.00099242i,-0.0016394-0.00085484i,-0.0037194+0.000459i,-0.006863+0.0030057i,-0.0074881+0.0038033i,-0.0054079+0.0019276i,-0.0038881-0.0010614i,-0.0039901-0.0029413i,-0.0040475-0.0026253i,-0.0030487-0.0020812i,-0.0024331-0.0025631i,-0.0016874-0.0021413i,0.00060155-0.00079304i,0.0020478+0.00023277i,0.0019134+0.00077325i,0.0017003-8.2868e-05i,0.0019986-0.0012977i,0.0023744+4.8696e-05i,0.0013159+0.0020516i,0.00034623+0.001617i,-7.3837e-05+0.00023828i,-0.00015273-0.00040153i,0.00069854-0.001218i
-0.0017858+4.1722e-05i,-0.0020336+4.6058e-05i,-0.0030543-0.00045907i,-0.0047289-0.0014711i,-0.00476-0.00097326i,-0.0024918+4.7187e-05i,-0.00058451+0.00013626i,-0.00020246+0.00095635i,-0.0010057+0.0020376i,-0.0013107+0.0020567i,0.00020405+0.0010328i,0.00052315+0.00013816i,-2.7347e-05-8.7648e-05i,-0.00032105+0.00059157i,-0.00052878+0.0014172i,0.00025883+0.0012599i,0.00090898+0.0011501i,0.00087738+0.0011788i,0.00025785+0.00065143i,-0.00041196+0.000851i,-0.00086942+0.00084305i,-0.00063726-0.00013559i,-0.00066425-0.00067984i
0.00057515+0.0016233i,0.0013824+0.0021248i,0.0010037+0.0011589i,0.00039594-0.0024244i,-0.001174-0.0034581i,-0.0031597-0.00078817i,-0.0016771+0.0035142i,0.0011696+0.0049792i,0.0026122+0.0035458i,0.0018325+0.0027381i,0.000433+0.0020377i,-0.0008417+0.0010137i,-0.0020432+0.00079146i,-0.0020542+0.0010293i,-0.0016331+0.00093192i,-0.00080513+0.0010719i,-0.00012744+0.0013891i,-0.0002703+0.0014053i,-0.00040045+0.0010231i,-0.00047872+0.00066423i,-0.0010682+0.00024086i,-0.00095809-0.00033244i,-5.1112e-05-0.00025988i
0.0012662-0.0012883i,-0.00015542-0.0022733i,0.00013413-0.0032354i,0.0019457-0.0031611i,0.001371-0.0015554i,-0.0004385+0.0010751i,-0.00082682+0.0033892i,0.00018076+0.0040457i,0.0025606+0.0023718i,0.0025938+0.00034356i,0.0006718-6.7404e-05i,-0.00087179+0.0008455i,-0.0010528+0.0015213i,-0.00084598+0.00099781i,-0.00081455-0.00014689i,-0.00043213+0.00016047i,-9.0372e-05+0.00091151i,-6.1194e-05+0.0010764i,-0.00042923+0.00052144i,-2.3669e-05-0.00026561i,0.00070006-8.9868e-05i,0.00028234+2.3112e-05i,-0.00062308+0.00010289i
0.0029028+0.0017951i,0.0037673+0.00067734i,0.0056354+0.00052442i,0.0056725+0.0023265i,0.0027586+0.003104i,-0.0006428+0.0017479i,-0.0032571+0.00053416i,-0.0042527+0.0004757i,-0.003276+0.00039042i,-0.0014957-0.0011226i,-0.0010573-0.001639i,-0.00090162-0.00040388i,-0.00057695-0.00034228i,-0.00076697-0.00077447i,-0.00058522-0.00014603i,-0.00096372+0.000623i,-0.0012498+0.00077908i,-0.001286+0.0015523i,-0.0014984+0.0014673i,-0.0010746-2.9419e-05i,-0.0011954-0.00056996i,-0.00013335-1.3307e-05i,0.00035891+0.00050292i
-0.00050516-0.00086764i,-0.00082398+0.001751i,-0.002833+0.0040837i,-0.0045457+0.0066348i,-0.0039957+0.0073029i,-0.0024973+0.0046943i,-0.0036083+0.0008438i,-0.0058823-0.00088373i,-0.0060396-0.00075813i,-0.004318-0.0016214i,-0.0029252-0.0027411i,-0.0012596-0.0023842i,0.00050791-0.0016477i,0.00057282-0.00073099i,-0.00011125+0.0002753i,-0.0011667+0.00022343i,-0.0013314-0.00041936i,-0.00062122-0.00028563i,-0.000141+0.0002499i,0.00013874+0.001367i,-0.00023725+0.0011453i,-0.0009933+0.0005565i,-0.00089827+0.00032853i
-0.0013261+3.168e-05i,-0.0022185+0.00070232i,-0.0050021+0.0012719i,-0.0078539+0.0027174i,-0.0074866+0.0036122i,-0.0042928+0.002154i,-0.0023041-0.00013613i,-0.0020556-0.0011567i,-0.0024131-0.00043877i,-0.0023408-0.00018586i,-0.0012608-0.0009399i,-0.0012799-0.00066938i,-0.0014743+0.00072124i,-0.0013317+0.00096859i,-0.00099507+0.00052478i,-0.00089256-9.0062e-05i,-0.0006675-0.0010292i,-0.00014438-0.0007452i,0.00079912-0.0002859i,0.00045454-0.00025137i,-0.00074798+0.0002762i,-0.00099204-2.5859e-05i,-0.00060352-0.0006006i
0.0034929-0.00065878i,0.0030362-0.0016614i,0.0012146-0.0042395i,-0.0041035-0.0049297i,-0.0075724-0.0032382i,-0.0062548-0.0012489i,-0.0026312-0.00031115i,0.00039218-0.00069935i,0.0011278-0.00047988i,0.0014647+0.00057228i,0.00081767+0.00064718i,-9.2865e-05+0.0010368i,-0.000162+0.0015835i,-0.0001172+0.00062608i,-0.00035479-0.00057312i,-0.00046731-0.00033315i,7.4879e-05+0.00044818i,-4.9342e-05+0.00082298i,-0.00097167+0.0013475i,-0.00091353+0.0010003i,-0.00077116+0.00039446i,-0.00091753+0.00017406i,-4.8053e-06-0.00046544i
-0.00065311+0.00026933i,-0.00079405+0.0018932i,-0.00097558+0.00015603i,-0.0015067-0.0033815i,-0.0029053-0.0039576i,-0.0038922-0.00045431i,-0.0029637+0.0021715i,-0.00057247+0.00098961i,0.001705-0.0010678i,0.001985-0.00045234i,0.00098967+0.00055932i,3.8712e-05+9.1083e-05i,-0.00031335-0.00078551i,0.00025441-0.0011893i,0.0010593-0.0012024i,0.0010507-0.0006751i,0.00096583-0.00032207i,0.00013045-9.8715e-05i,-0.0011871+0.00019161i,-0.0012126-0.00010069i,-0.00047815-1.9252e-05i,0.00021443+0.00087321i,0.00039314+0.0011368i
0.0018996-0.00037896i,0.0027785-0.0016808i,0.0028385-0.0033053i,0.003021-0.0039177i,0.0028976-0.0030957i,0.00016659-0.0020637i,-0.0020328+0.000568i,-0.0022595+0.0023085i,-0.0011464+0.00048775i,0.00023299-0.00098187i,0.00058911-0.00021688i,0.00095267+7.0533e-05i,0.00099824-0.00098569i,0.0012082-0.00090145i,0.0018203+0.00023245i,0.0015184+0.0013991i,0.00071416+0.0022236i,8.3735e-05+0.0019265i,-0.00083628+0.00058319i,-0.0014514+0.00018482i,-0.0010584+0.00070637i,0.00032968+0.0011686i,0.0011653+0.0011153i
0.0015825+0.00096975i,0.0021277+0.0014074i,0.0035791+0.0019424i,0.0036178+0.0028711i,0.0015424+0.0028449i,-0.0017834+0.0015529i,-0.0052186+0.0016377i,-0.0054617+0.0031442i,-0.0029128+0.0024836i,-0.0011914-0.00046378i,-0.0009229-0.0015857i,-0.0004524-0.00099872i,-0.0001785-0.0011154i,5.8574e-05-0.00015725i,0.00019814+0.0017931i,-0.00040603+0.0018776i,-0.00050787+0.0013657i,-0.00033057+0.001314i,-0.00059822+0.00056149i,-0.00028591-7.6633e-05i,-0.00026307+0.00015699i,-0.0010228+0.00085089i,-0.00058907+0.0010126i
-0.00082859+0.0011894i,-0.00082615+0.0031027i,-0.00091206+0.0057165i,-0.00038564+0.0084233i,0.00039849+0.0079605i,0.00016258+0.0041764i,-0.00066073+0.00061523i,-0.0014772+0.00066063i,-0.0018292+0.0025914i,-0.0014262+0.0019464i,-0.0013861+2.0965e-07i,-0.0015652-0.00017749i,-0.0010349+0.00039808i,-0.0010625+0.00061906i,-0.0021244+0.001768i,-0.0024713+0.0021233i,-0.0024281+0.00074013i,-0.0015286+4.9226e-05i,-0.00047192+0.00081365i,-0.00044321+0.0010352i,-0.0010817+0.0010316i,-0.001028+2.7868e-06i,-0.0008593-0.0011764i
-0.0032217+0.00073593i,-0.0035942+0.0012876i,-0.0059429+0.002749i,-0.0081288+0.0036018i,-0.0071173+0.0035377i,-0.0032108+0.002192i,0.00066532-0.000703i,0.0016823-0.0021768i,0.0008866-0.0013438i,0.00032821-1.6764e-05i,-0.00055502+0.00040212i,-0.0010055+0.00023427i,-0.00054651-0.0002089i,-0.00024751-0.0006292i,-0.0014966-0.00097224i,-0.0020121-0.0013911i,-0.0011397-0.00076418i,-0.00065283-0.00010845i,-0.0002026+0.00021491i,-0.0010735+0.0008315i,-0.0020534+0.00046596i,-0.0010862-0.00042692i,-0.00038422-0.00023599i
-0.011023+0.0099214i,-0.0067943+0.013405i,-0.0036462+0.019067i,-0.0012446+0.014645i,0.0017109+0.0080064i,0.0039516+0.0017668i,0.0011008-0.0024888i,-0.0013087-0.002958i,-0.0013451-0.0013853i,0.00065297+0.00085052i,0.0025111+0.00067071i,0.0020695-0.0013611i,0.0010703-0.0030981i,0.00022678-0.0041927i,-0.00061164-0.0047716i,-0.0011505-0.0038184i,-0.00034842-0.0020388i,0.00092697-0.0015897i,0.00063383-0.0016922i,-0.00022646-0.0014458i,-0.00078335-0.00023246i,-0.00041767+0.00060118i,0.00036458+0.00060012i
-0.00030228-0.0016401i,-0.00025623-0.0022891i,-0.0010101-0.0040299i,-0.0011025-0.0046871i,-0.0026225-0.0032951i,-0.0047197-0.00042442i,-0.0043993+0.0018552i,-0.0032323+0.0013618i,-0.002592-0.0012109i,-0.001393-0.0027755i,-0.00010092-0.0017562i,0.00094652-0.001224i,0.0021136-0.0017292i,0.0037418-0.0016849i,0.0049616-0.0010646i,0.0042448-0.00096824i,0.0027613-0.00081254i,0.001366-0.0010396i,0.00017041-0.0011722i,1.3447e-05-0.00014648i,0.00036064+0.00058819i,0.00019273+0.00064209i,-0.00013642+0.00049789i
0.000103-0.0013946i,0.00049363-0.0014331i,0.0031913-0.0024744i,0.0059474-0.0036082i,0.0053455-0.0033469i,0.0015678-0.0016557i,-0.0013734+0.00084023i,-0.0022428+0.0039073i,-0.0024398+0.0039146i,-0.0013599+0.00044708i,-0.00037486-0.0020986i,-0.0004628-0.0023357i,-0.00013791-0.00098037i,0.00096336+0.000866i,0.0021921+0.0024937i,0.0024086+0.0031019i,0.0014152+0.0022634i,0.0012677+0.0020174i,0.0013843+0.0017851i,0.00097746+0.00097114i,0.00023335+0.0012053i,-0.00053381+0.00094873i,-0.00044799+0.0003316i
0.00049782+0.0013549i,0.0016063+0.0032503i,0.0026777+0.0056716i,0.0035922+0.006524i,0.0025174+0.005502i,0.00071858+0.004302i,-0.00085683+0.0041413i,-0.0014852+0.0056738i,-0.00011674+0.0056647i,0.00020057+0.0022386i,-0.0009759+5.2248e-05i,-0.0011165+0.00031879i,-0.0013496+0.00099064i,-0.0030832+0.0016986i,-0.0037639+0.0020668i,-0.0024176+0.0020961i,-0.0013852+0.0020195i,-0.0010997+0.0020196i,-0.00071251+0.0020216i,-0.00022534+0.0011508i,-0.00012703+0.00047674i,-6.9369e-05+0.00057867i,0.00019698+0.00047778i
-0.0024378-0.00164i,-0.0047592-0.0012949i,-0.0070791+0.0017908i,-0.0078124+0.0066435i,-0.0054159+0.0094356i,-0.0021173+0.0073478i,-0.000694+0.0046449i,-9.4221e-05+0.0044962i,0.0011345+0.0033539i,0.0016563+0.0012545i,0.00014781+0.0011699i,-0.00072482+0.0026268i,-0.00056144+0.0031183i,-0.0021677+0.0010563i,-0.0048549-2.0845e-06i,-0.005455+0.00066212i,-0.0033475+0.00044689i,-0.0017141+0.00068147i,-0.001408+0.0013011i,-0.0012909+0.0010344i,-0.00078606+1.469e-05i,-0.00045657-0.00017919i,-0.00082525+0.00029492i
-0.0036321-0.0011691i,-0.00271+0.0010065i,-0.0065626+0.0015452i,-0.011769+0.0041481i,-0.012023+0.0073742i,-0.0060543+0.0070297i,-0.0016592+0.0039826i,-0.0013346-0.00071994i,-0.0013645-0.0040691i,-0.0013084-0.0030837i,-0.00086961-0.00032571i,0.00054283+0.0010263i,0.0023431-4.1518e-05i,0.0019071-0.0016323i,-0.00058782-0.0026616i,-0.0023337-0.0024371i,-0.0019891-0.0023657i,-0.0011575-0.0017278i,-0.00088205-0.00024988i,-0.00073293+0.00033686i,-0.00056766+0.00078399i,-6.4375e-05+0.001332i,-7.0635e-05+0.001304i
-0.0020404+8.2445e-05i,-0.0019943-0.0013848i,-0.0031786-0.0037444i,-0.005733-0.0057204i,-0.0063362-0.0061848i,-0.0062826-0.0039116i,-0.0058572-0.0024386i,-0.0058755-0.0039975i,-0.0054022-0.0053466i,-0.0031464-0.0037927i,-0.00011722-0.0013334i,0.0023362-0.0010404i,0.0032818-0.0018944i,0.0038624-0.002717i,0.0039932-0.0031673i,0.0028901-0.0030125i,0.0015302-0.0020786i,0.00034972-0.0010036i,-0.00048564-2.0674e-05i,-0.00024837+0.00043644i,2.788e-05+0.00027825i,8.1879e-05+3.4603e-05i,0.00067926-1.6965e-05i
0.0020315-0.0026002i,0.0029084-0.0046526i,0.0049284-0.0080694i,0.0042631-0.010424i,-0.00062339-0.0093722i,-0.0045158-0.0052115i,-0.005202-0.0025365i,-0.0054002-0.0016946i,-0.0044841-0.0012892i,-0.0019638-0.0011885i,-0.00011938-0.0013765i,0.00084754-0.0022314i,0.00094881-0.0017205i,0.00237+0.00036845i,0.0047932+0.0017925i,0.0044363+0.0013971i,0.0025389+0.00063768i,0.0012782+0.00070061i,0.0010876+0.00045389i,0.00092303+0.00035487i,0.001305-0.00017821i,0.0013207-0.00071585i,0.00055415-0.00063228i
-0.00068134+0.0024401i,0.00018682+0.0031155i,0.0035113+0.0029641i,0.0063372+0.0013576i,0.0056399-0.00087162i,0.0023267-0.0022223i,-0.00039146-0.00084647i,-0.000777+0.0027914i,0.00076084+0.0047724i,0.0012304+0.0029769i,-0.00072493-0.00081105i,-0.0024206-0.0018908i,-0.002073+1.0578e-05i,-0.0013081+0.0018811i,-0.00034877+0.0026933i,0.0012402+0.0034992i,0.0015573+0.0042415i,0.0013527+0.0032331i,0.00096438+0.001614i,9.7599e-05+0.00016276i,9.7955e-05-0.00057385i,-5.567e-05-0.00045657i,-0.00048313-0.00034174i
-0.0011058-0.0007167i,-0.00024847+0.00050157i,0.00056942+0.0059868i,0.002345+0.011597i,0.0040949+0.011985i,0.0039884+0.0082002i,0.0027304+0.0053073i,0.0026811+0.0061062i,0.0041633+0.0052723i,0.0028836+0.0017838i,-0.0013478+0.00020464i,-0.0025763+0.0012127i,-0.0015875+0.0015044i,-0.0023615+0.00093469i,-0.0042451+0.0011742i,-0.0045593+0.0020551i,-0.0034048+0.003138i,-0.0025996+0.0028252i,-0.0019189+0.0016145i,-0.0011088+0.0010061i,-0.0011693+0.0013177i,-0.00096672+0.0008405i,-0.00074041+0.00015551i
