-0.0023193+0.0011328i,-0.0014502-1.4128e-05i,-0.0013349-0.00062885i,-0.0017503-0.0010339i,-0.0019906-9.4185e-05i,-0.0017492+0.00077523i,-0.0009242+0.00098115i,-0.00044636+0.0009588i,0.0004632+0.0011443i,0.0014501+0.0014062i,0.0016813+0.00041884i,0.00071435-0.00024942i,-0.00035478-9.2177e-05i,0.00038593+0.00041124i,0.0011869+0.00053204i,0.00086161+0.00020286i,0.00049167-0.00014408i,0.00047227-0.00026743i,0.00023745+0.00036678i,0.0002522+0.0004888i,0.00064137+0.00011889i,0.00021333+0.00019394i,-0.00034085+0.00013262i
-0.063396-0.11862i,-0.13432-0.25846i,-0.24243-0.39228i,-0.36574-0.35453i,-0.43041-0.12444i,-0.29089+0.062054i,0.029357+0.04832i,0.2486-0.014477i,0.22825+0.045481i,0.14105+0.11296i,0.038587+0.049509i,-0.10397-0.0061018i,-0.13929+0.054036i,-0.029416+0.10196i,0.059563+0.067318i,0.055573+0.035539i,0.02048+0.053203i,-0.028376+0.086901i,-0.076834+0.080937i,-0.087456+0.022247i,-0.065957-0.041228i,-0.021024-0.063365i,0.026582-0.060767i
0.13496+0.0016959i,0.29041-0.080674i,0.35448-0.21019i,0.18132-0.20576i,-0.092238-0.027139i,-0.21528+0.082891i,-0.22971-0.0049758i,-0.21873-0.088087i,-0.12027-0.036534i,0.017815+0.04983i,0.10797+0.081979i,0.18431+0.086336i,0.23908+0.062858i,0.2248+0.0077063i,0.1819-0.023371i,0.16429+0.0048142i,0.16052+0.052958i,0.14791+0.040915i,0.12813-0.0099497i,0.12042-0.018311i,0.12745+0.0057163i,0.12662+0.023849i,0.11841+0.03336i
0.075332+0.032785i,0.10286+0.16834i,0.23051+0.30766i,0.38536+0.1857i,0.41709-0.18185i,0.36869-0.41297i,0.3675-0.38524i,0.44638-0.1767i,0.56327+0.071572i,0.50302+0.13108i,0.20908+0.069563i,-0.031832+0.07619i,-0.077172+0.10362i,-0.066175+0.12817i,-0.064867+0.20378i,0.0011734+0.26216i,0.11806+0.1565i,0.11329-0.088453i,-0.066561-0.22964i,-0.20258-0.14632i,-0.17463-0.01129i,-0.10549+0.029714i,-0.059789+0.03912i
-0.73931+8.9353i,0.2858+9.2283i,4.0585+9.5883i,6.1717+6.0335i,5.392+1.6363i,2.8005-1.0765i,0.51955-1.2383i,-0.18376-0.35666i,0.40793+0.2986i,1.4487+0.065721i,1.6623-1.0345i,0.95138-1.9449i,0.10027-2.1355i,-0.55045-1.7493i,-0.79753-1.1903i,-0.7553-0.804i,-0.63061-0.51947i,-0.32677-0.21268i,0.1219-0.10014i,0.44622-0.24696i,0.607-0.45842i,0.62385-0.60943i,0.46499-0.61176i
-0.015732-0.07376i,-0.16303-0.13209i,-0.33583-0.21781i,-0.43708-0.21432i,-0.36907-0.097704i,-0.1685-0.014655i,0.055479+0.018704i,0.26295+0.045464i,0.3902-0.0081255i,0.3161-0.093745i,0.1809-0.063315i,0.18138-0.0072674i,0.19914-0.041475i,0.11956-0.076959i,0.035452-0.058916i,0.02975-0.046804i,0.064328-0.09192i,0.051572-0.17735i,-0.023808-0.19243i,-0.071304-0.10653i,-0.044989-0.030605i,-0.0026581-0.021127i,0.025068-0.034586i
0.0082051-0.08332i,0.074159-0.19748i,0.18221-0.31559i,0.21311-0.35677i,0.18109-0.29522i,0.15273-0.26905i,0.021883-0.33623i,-0.14617-0.34151i,-0.13479-0.26523i,-0.024939-0.22226i,-0.021098-0.17404i,-0.077556-0.096772i,-0.07435-0.035948i,0.01394+0.0050131i,0.1248-0.00035129i,0.1506-0.052998i,0.063349-0.082388i,-0.061894-0.020384i,-0.11856+0.099751i,-0.075136+0.14802i,-0.02663+0.081135i,-0.03458-0.0062653i,-0.050478-0.049841i
0.079125+0.11645i,0.19057+0.19598i,0.26452+0.2454i,0.18858+0.22435i,-0.052628+0.20274i,-0.30132+0.26822i,-0.33905+0.33806i,-0.20875+0.26455i,-0.11994+0.057105i,-0.1031-0.09209i,-0.069469-0.095342i,-0.017291-0.06335i,0.0004496-0.066772i,-0.0153-0.095474i,-0.041522-0.12642i,-0.068087-0.11405i,-0.071703-0.032851i,-0.029924+0.067213i,0.040632+0.11786i,0.095688+0.094609i,0.1074+0.034262i,0.089114-0.015529i,0.055212-0.043617i
-0.089198+0.0073424i,-0.16877+0.04163i,-0.17473+0.094089i,-0.061187+0.090106i,0.073663-0.005242i,0.13891-0.079009i,0.1281-0.067656i,0.074003-0.011203i,0.031451+0.045159i,-0.020589+0.055882i,-0.067034+0.061499i,-0.051912+0.063743i,-0.046739+0.026205i,-0.11499+0.021831i,-0.19439+0.07331i,-0.2129+0.10978i,-0.17997+0.08072i,-0.15603+0.017724i,-0.14489-0.01735i,-0.097862-0.016085i,-0.029358-0.010521i,-0.0009463-0.022463i,-0.019165-0.036186i
0.052434-0.047968i,0.077259-0.074664i,0.01956-0.039731i,-0.079254+0.057464i,-0.090091+0.14139i,-0.027704+0.14253i,-0.0060789+0.069216i,-0.050977-0.021244i,-0.091415-0.035966i,-0.02656+0.024931i,0.077775+0.0065876i,0.076168-0.088442i,0.022693-0.10761i,0.04008-0.050384i,0.1136+0.010385i,0.16533+0.04961i,0.16175+0.055087i,0.12331+0.046857i,0.088476+0.048671i,0.066431+0.047303i,0.040806+0.043172i,0.0064835+0.054105i,-0.0151+0.073018i
-0.057359+0.096819i,-0.13612+0.17126i,-0.2309+0.20579i,-0.2595+0.22157i,-0.18477+0.23019i,-0.090013+0.15986i,-0.0085719+0.094409i,0.11353+0.12281i,0.22537+0.1416i,0.2155+0.059599i,0.095531-0.015221i,-0.00045977+0.01226i,-0.013154+0.035676i,-0.025615-0.023465i,-0.064372-0.094461i,-0.077352-0.12442i,-0.058732-0.1279i,-0.031752-0.13406i,-0.029164-0.13734i,-0.056393-0.099077i,-0.055102-0.031082i,0.0017607+0.0094562i,0.054967+0.0049636i
-0.0016457-0.10146i,-0.0082861-0.2134i,0.061544-0.2621i,0.18228-0.20538i,0.25918-0.16276i,0.23416-0.19442i,0.076178-0.2243i,-0.0852-0.21642i,-0.11632-0.2089i,-0.10755-0.187i,-0.094793-0.10752i,-0.045268-0.046096i,-0.016281-0.033023i,-0.012131-0.0083388i,0.0029058+0.011343i,0.0095067+0.0017656i,-0.00021711+0.012073i,0.001766+0.062671i,0.021904+0.09936i,0.031769+0.079608i,0.001609+0.033923i,-0.045856+0.0083137i,-0.060479+0.0037787i
0.11454+0.055348i,0.25761+0.12125i,0.36206+0.14227i,0.28884+0.040915i,0.0036226-0.068578i,-0.27355+0.013962i,-0.26821+0.20893i,-0.090821+0.2787i,-0.015065+0.20494i,-0.014462+0.14985i,0.017788+0.10776i,0.024393+0.056774i,0.013553+0.055998i,0.039312+0.065306i,0.057389+0.044125i,0.047875+0.022924i,0.050702-0.0037639i,0.067701-0.045769i,0.061578-0.062178i,0.033597-0.031394i,0.01698+0.011044i,0.018517+0.031635i,0.022834+0.03382i
-0.12425+0.023973i,-0.22801+0.057986i,-0.26214+0.095844i,-0.13917+0.14064i,0.082684+0.18769i,0.22386+0.16334i,0.21305+0.057477i,0.10374-0.014948i,-9.867e-05+0.00019481i,-0.025683+0.013128i,-0.013796-0.0077152i,-0.0008117-0.018539i,0.00075489-0.026987i,-0.03099-0.037593i,-0.069199-0.025617i,-0.085721-0.0023453i,-0.1106+0.012835i,-0.14971+0.026422i,-0.13601+0.025006i,-0.063139-0.01247i,-0.0065553-0.056739i,0.005787-0.06621i,0.0076621-0.050272i
0.049143-0.047998i,0.088427-0.11926i,0.080902-0.15737i,0.0201-0.14578i,0.0039854-0.12726i,0.063837-0.12551i,0.077638-0.12192i,0.032797-0.12189i,0.010425-0.11202i,0.011936-0.094849i,0.0079221-0.07282i,0.00072432-0.045797i,-0.0064297-0.010096i,-0.00097837+0.039006i,0.024902+0.069359i,0.052823+0.069502i,0.070976+0.061017i,0.06335+0.045745i,0.012333+0.032831i,-0.041919+0.04207i,-0.047698+0.050384i,-0.027872+0.030352i,-0.024545+0.0098287i
-0.018491+0.091144i,-0.043058+0.15832i,-0.064479+0.16365i,-0.10521+0.046826i,-0.22393-0.1165i,-0.35011-0.17844i,-0.34233-0.12915i,-0.23911-0.051846i,-0.17905+0.0076978i,-0.16047+0.049455i,-0.10841+0.047741i,-0.04977+0.011126i,-0.008967-0.006859i,0.033167-0.0043711i,0.058259-0.012606i,0.050643-0.03858i,0.032201-0.06791i,0.026108-0.082522i,0.033978-0.068473i,0.043556-0.037113i,0.04066-0.013314i,0.032192-0.0021299i,0.029756-0.00032088i
-0.024569-0.078093i,-0.032697-0.15665i,-0.031861-0.15409i,0.022425+0.021646i,0.167+0.2652i,0.28012+0.3547i,0.23781+0.25391i,0.11181+0.14356i,0.063138+0.1063i,0.07782+0.0832i,0.054836+0.066062i,0.017588+0.065548i,0.0046265+0.044471i,0.0023976-0.01531i,-0.0044838-0.07669i,-0.025643-0.097045i,-0.049028-0.080492i,-0.056388-0.061664i,-0.043503-0.053228i,-0.01774-0.042592i,0.0025945-0.033595i,0.0069558-0.032999i,-0.0017213-0.034551i
0.051006+0.066183i,0.095676+0.1304i,0.086673+0.12323i,-0.024131-0.011304i,-0.16704-0.17925i,-0.21865-0.24781i,-0.1327-0.15325i,0.036798-0.025912i,0.16302+0.0037733i,0.18767-0.017198i,0.16176-0.020926i,0.13373-0.014505i,0.11337-0.018258i,0.075761-0.023501i,0.015467-0.0029881i,-0.017608+0.036822i,-0.0066826+0.065952i,0.011582+0.074388i,0.0072587+0.058097i,-0.019292+0.017851i,-0.047324-0.015672i,-0.05646-0.014775i,-0.037837+0.001754i
-0.06671-0.017739i,-0.13772-0.037921i,-0.12874-0.01961i,-0.016374+0.049761i,0.086357+0.12308i,0.12991+0.13789i,0.11179+0.064718i,0.059649-0.040001i,0.015051-0.11127i,-0.017937-0.13024i,-0.021622-0.10814i,-0.0076527-0.099745i,-0.028316-0.11136i,-0.060731-0.085606i,-0.057561-0.030763i,-0.034044+0.0048218i,-0.024412+0.014114i,-0.027221+0.025723i,-0.015178+0.045423i,0.010093+0.050892i,0.023955+0.042096i,0.024669+0.026094i,0.022637+0.006616i
0.06634-0.011878i,0.14466+0.0044059i,0.17566+0.071934i,0.15937+0.15492i,0.15746+0.16013i,0.13755+0.087452i,0.057143-0.0024786i,-0.042112-0.062651i,-0.094794-0.056321i,-0.07457-0.011955i,-0.037973+0.0043225i,-0.032905+0.00014047i,-0.032127+0.0080075i,-0.0069801+0.016617i,0.031796+0.010606i,0.06352+0.0024272i,0.09298+0.0089054i,0.12195+0.014302i,0.12056-0.0022598i,0.085523-0.021418i,0.052272-0.021447i,0.033208-0.016679i,0.0076528-0.020921i
-0.076348+0.037068i,-0.15396+0.057426i,-0.20345+0.0081906i,-0.18827-0.13389i,-0.1772-0.286i,-0.20485-0.31828i,-0.1924-0.16801i,-0.12296+0.031463i,-0.07234+0.12075i,-0.065939+0.11432i,-0.064465+0.094319i,-0.053284+0.094033i,-0.045577+0.099933i,-0.049516+0.085306i,-0.058227+0.044786i,-0.06724-0.0097653i,-0.083103-0.072406i,-0.096602-0.12277i,-0.087806-0.1237i,-0.04847-0.07639i,-0.00070813-0.036142i,0.02025-0.024483i,0.015406-0.006122i
0.035779-0.067348i,0.11631-0.13733i,0.20313-0.12992i,0.24435+0.0094964i,0.24214+0.1999i,0.24247+0.28328i,0.23737+0.16098i,0.20015-0.00048119i,0.1578-0.035292i,0.11381-0.013339i,0.062554+0.0041548i,0.05519+0.032897i,0.090871+0.053601i,0.11397+0.052745i,0.10977+0.036815i,0.08654+0.026626i,0.062658+0.045337i,0.050418+0.07689i,0.037068+0.086842i,0.014213+0.064147i,-0.012984+0.034711i,-0.028126+0.023425i,-0.018986+0.022647i
-0.0039949+0.096113i,-0.036266+0.19801i,-0.10275+0.22834i,-0.16375+0.095651i,-0.18751-0.11888i,-0.20903-0.22695i,-0.19448-0.15857i,-0.11716-0.089132i,-0.061797-0.10868i,-0.048362-0.094305i,-0.014924-0.036425i,0.021853-0.021537i,0.039737-0.041692i,0.045341-0.055191i,0.027839-0.048222i,0.0082023-0.039665i,0.00041501-0.050538i,-0.0049927-0.0643i,0.00095995-0.046007i,0.012979-0.0030048i,0.017811+0.028179i,0.019586+0.040374i,0.026749+0.03815i
-0.033974-0.09006i,-0.068604-0.20959i,-0.069483-0.30565i,-0.050536-0.24467i,-0.023185-0.030042i,0.050837+0.13425i,0.10109+0.13112i,0.04802+0.071957i,-0.04471+0.053147i,-0.075414+0.025073i,-0.067852-0.029584i,-0.071007-0.064224i,-0.080559-0.074579i,-0.076082-0.070413i,-0.051618-0.049783i,-0.033717-0.021188i,-0.038075+0.018151i,-0.048329+0.061851i,-0.041552+0.073535i,-0.018437+0.041018i,-0.00096121+0.00097458i,0.005481-0.019634i,0.010105-0.031046i
0.079587+0.067845i,0.16575+0.16251i,0.22294+0.27405i,0.21355+0.29386i,0.16846+0.20103i,0.11387+0.11486i,0.061725+0.07962i,0.042742+0.068285i,0.062066+0.067487i,0.072132+0.063345i,0.045549+0.046438i,0.0056193+0.03632i,-0.017278+0.041043i,-0.028149+0.047328i,-0.038442+0.056041i,-0.033737+0.066543i,-0.015573+0.066546i,-0.0026779+0.056356i,-0.0052955+0.037995i,-0.017956+0.015838i,-0.021826+0.00060187i,-0.020398-0.011023i,-0.030408-0.017326i
-0.09868-0.022932i,-0.22772-0.061355i,-0.34806-0.12333i,-0.3432-0.16441i,-0.23118-0.19311i,-0.12687-0.21011i,-0.062974-0.15405i,-0.018688-0.06145i,0.017885-0.033928i,0.021518-0.054429i,-0.00039734-0.047784i,-0.016959-0.016154i,-0.024442+0.0073329i,-0.017207+0.010802i,0.0038591-0.0013134i,0.021119-0.012228i,0.026831-0.019016i,0.013715-0.027976i,-0.010704-0.024016i,-0.015045-0.0080936i,-0.0041234-0.003299i,-0.0020886-0.0086624i,-0.0065542-0.010379i
0.09513-0.029715i,0.23198-0.048382i,0.35465-0.030353i,0.3345+0.056262i,0.19064+0.18371i,0.053545+0.24861i,-0.0032442+0.18995i,0.015307+0.083047i,0.037247+0.015131i,0.01968-0.0059216i,0.0013518-0.0025464i,0.022954+0.009865i,0.059705+0.021343i,0.063246+0.0251i,0.038217+0.017107i,0.018599+0.0043813i,0.016412-0.0061046i,0.020712-0.011566i,0.019244-0.015845i,0.0080986-0.018892i,-0.002343-0.012449i,-0.0038287-0.0055801i,-0.0066888-0.0017908i
-0.067069+0.073084i,-0.16811+0.15964i,-0.24941+0.21646i,-0.19908+0.14057i,-0.061704-0.05336i,0.007943-0.19821i,-0.0085264-0.17785i,-0.019695-0.095692i,-0.014667-0.063138i,-0.015452-0.043801i,-0.0045009-0.020366i,0.00022243-0.032087i,-0.02045-0.058682i,-0.034097-0.064486i,-0.026389-0.063677i,-0.01535-0.073421i,-0.010528-0.095691i,-0.0080822-0.11612i,-0.0039909-0.10172i,-0.00072246-0.052773i,0.0043046-0.010635i,0.010615+0.0058006i,0.018326+0.011073i
0.025946-0.087458i,0.077798-0.20942i,0.1148-0.30617i,0.063775-0.24235i,-0.045717-0.028699i,-0.096922+0.15301i,-0.066597+0.18659i,-0.039163+0.1377i,-0.024857+0.10078i,0.0085273+0.05669i,0.026418+0.00090628i,0.014908-0.012923i,0.0073943+0.0077073i,0.01415+0.026805i,0.019541+0.040454i,0.0035683+0.053107i,-0.028908+0.076779i,-0.048154+0.09465i,-0.038709+0.077524i,-0.016454+0.040756i,-0.0058186+0.01582i,-0.0025832+0.0089597i,0.0020514+0.0029931i
0.021066+0.093732i,0.032568+0.22059i,0.065794+0.31494i,0.11689+0.2486i,0.16376+0.063344i,0.16044-0.097199i,0.098305-0.15172i,0.047625-0.12839i,0.029522-0.098956i,0.0062246-0.071712i,-0.013373-0.03857i,-0.015886-0.024671i,-0.017506-0.029735i,-0.020192-0.035141i,-0.017447-0.030509i,0.0014062-0.017161i,0.036429-0.013293i,0.06399-0.022804i,0.065269-0.02534i,0.045548-0.017727i,0.026056-0.010492i,0.014224-0.005374i,0.0046368+0.0011726i
-0.04258-0.074185i,-0.11115-0.18606i,-0.17324-0.27737i,-0.1955-0.25448i,-0.19291-0.13872i,-0.15227-0.025186i,-0.11096+0.033724i,-0.11752+0.061807i,-0.11386+0.078257i,-0.051296+0.064823i,0.0058727+0.034768i,0.021526+0.026476i,0.025889+0.030392i,0.027948+0.025199i,0.024324+0.016285i,0.0099445+0.012026i,-0.017327+0.023673i,-0.041891+0.046233i,-0.04376+0.051579i,-0.022918+0.030062i,-0.0048281+0.0017537i,0.00030442-0.016023i,0.0059151-0.023678i
0.071079+0.047668i,0.16797+0.11457i,0.24023+0.18614i,0.2204+0.19573i,0.14018+0.12893i,0.056848+0.043277i,0.026106-0.030178i,0.055007-0.054959i,0.082796-0.031124i,0.055917-0.0054413i,0.012594+0.0062596i,0.0074848+0.010889i,0.02083+0.0079768i,0.01103+0.0027278i,-0.014636+0.0021014i,-0.018711+0.00061014i,0.0095341-0.01064i,0.043812-0.023556i,0.051007-0.02435i,0.027811-0.017369i,0.004898-0.0079336i,-0.0032007+0.00052053i,-0.0098302+0.0052112i
-0.072477-0.017516i,-0.18063-0.04008i,-0.27165-0.073837i,-0.23503-0.094154i,-0.086427-0.10314i,0.03175-0.10848i,0.048855-0.094063i,0.012563-0.090538i,-0.011368-0.088074i,-0.002641-0.052628i,0.012955-0.015324i,0.0078883-0.012097i,-0.0067849-0.023345i,-0.002213-0.024031i,0.014929-0.021838i,0.011505-0.02849i,-0.018738-0.035174i,-0.049351-0.030745i,-0.051459-0.011554i,-0.023289+0.01369i,0.0047032+0.021848i,0.014133+0.010712i,0.01721-0.0056907i
0.068491-0.0091608i,0.16802-0.018935i,0.2429-0.014049i,0.17713+0.024146i,0.0015623+0.088257i,-0.11205+0.12722i,-0.094212+0.1114i,-0.03327+0.080083i,-0.0078455+0.058034i,-0.0058798+0.026638i,-0.010218-0.00024644i,-0.015591+0.0087813i,-0.0073343+0.030837i,0.0030908+0.030947i,6.5422e-06+0.022489i,-0.00066837+0.023408i,0.01148+0.025172i,0.022147+0.023876i,0.023042+0.016803i,0.013775+0.0056161i,1.3544e-05+0.0012131i,-0.0073167+0.0054395i,-0.011226+0.012137i
-0.059993+0.040876i,-0.14319+0.084726i,-0.19455+0.12153i,-0.10461+0.096268i,0.092117+0.010491i,0.22178-0.059865i,0.21687-0.062601i,0.1619-0.044875i,0.096096-0.040975i,0.023111-0.018343i,-0.010484+0.0066725i,-0.0099868-0.0075891i,-0.016035-0.032658i,-0.014505-0.037897i,0.0050976-0.034307i,0.018341-0.034664i,0.013056-0.037669i,-5.9149e-05-0.037623i,-0.0077594-0.027423i,-0.008584-0.0096651i,-0.0027042+0.0013267i,0.0044459+0.00034775i,0.0091741-0.00063233i
0.049657-0.042734i,0.11894-0.11293i,0.16912-0.17993i,0.09692-0.17094i,-0.074971-0.066714i,-0.17511+0.050756i,-0.15005+0.10463i,-0.10492+0.10028i,-0.072536+0.078845i,-0.016947+0.048006i,0.024038+0.010576i,0.021054+0.0052339i,0.012793+0.029145i,0.0094346+0.040463i,-0.0028166+0.038808i,-0.013953+0.04514i,-0.01241+0.058425i,-0.0095632+0.058459i,-0.013599+0.039652i,-0.019298+0.017156i,-0.026026+0.0046138i,-0.033686+0.0075925i,-0.030572+0.01378i
-0.016908+0.065644i,-0.05788+0.15679i,-0.074663+0.24701i,-0.0065677+0.24178i,0.1118+0.13223i,0.17135+0.015845i,0.15785-0.031507i,0.14412-0.030008i,0.12944-0.046804i,0.061248-0.064362i,-0.0018241-0.045839i,-0.0062564-0.034154i,0.00024448-0.042202i,-0.0024445-0.037573i,-6.028e-05-0.02693i,0.0086615-0.026898i,0.018808-0.032987i,0.023537-0.03266i,0.018583-0.019568i,0.010176-0.0081224i,0.010937-0.00749i,0.017418-0.012171i,0.015266-0.011529i
0.00061409-0.070561i,0.007692-0.17862i,-0.00070037-0.28262i,-0.044526-0.28416i,-0.10796-0.18837i,-0.14655-0.073793i,-0.15497-0.01784i,-0.16256-0.02845i,-0.15308-0.034071i,-0.097437-0.0089868i,-0.037251+0.0077569i,-0.010106+0.011199i,0.00080644+0.017293i,0.0041899+0.019429i,-0.0064205+0.015659i,-0.025496+0.01556i,-0.041967+0.019183i,-0.044391+0.019668i,-0.031535+0.015087i,-0.012207+0.0080867i,-0.0008363+0.00099588i,-0.0011111-0.0028061i,0.0015934-0.0069513i
0.01333+0.065379i,0.042938+0.16939i,0.06668+0.27721i,0.075356+0.29128i,0.069174+0.19415i,0.028244+0.074071i,-0.010684+0.02691i,0.0031418+0.056359i,0.036404+0.069515i,0.031245+0.028861i,0.005255+0.0027171i,-0.002994+0.0050565i,-0.0036196+0.00043022i,-0.0093685-0.0031478i,-0.0082143-0.0043222i,0.0013421-0.011806i,0.010405-0.016946i,0.020057-0.015221i,0.026821-0.016202i,0.02145-0.021402i,0.011697-0.022261i,0.0068583-0.023372i,-0.0019828-0.023936i
-0.038513-0.055205i,-0.096202-0.14054i,-0.1487-0.23231i,-0.13912-0.24286i,-0.068086-0.16113i,-0.00073579-0.06887i,0.020013-0.022936i,0.020294-0.027036i,0.017691-0.020757i,0.016396+0.013417i,0.019968+0.027156i,0.021779+0.01487i,0.018832+0.0036282i,0.017573-0.00053553i,0.018426-0.0019461i,0.014273-0.0025684i,0.003917-0.007857i,-0.0096168-0.017888i,-0.017038-0.019179i,-0.0092943-0.0063602i,-0.00067249+0.0046233i,-0.0035034+0.0055109i,-0.0044261+0.0052591i
0.046516+0.043042i,0.12598+0.11017i,0.19881+0.17667i,0.16779+0.17729i,0.035375+0.11769i,-0.065384+0.04559i,-0.085635+0.0031345i,-0.074585+0.015068i,-0.037872+0.031707i,0.0066049+0.0090813i,0.013307-0.016346i,-0.0055143-0.010039i,-0.012845+0.0046192i,-0.0099676+0.0043186i,-0.0033853-0.00078637i,0.0067107-0.0050814i,0.012406-0.0036423i,0.010933+0.0087069i,0.0073049+0.015723i,0.0027439+0.0093028i,-0.0015195+0.0041358i,-0.00073799+0.0081347i,-0.0012347+0.013352i
-0.065516-0.0088626i,-0.15927-0.041268i,-0.23719-0.063736i,-0.18018-0.043958i,0.0007263+0.00096061i,0.14245+0.022798i,0.16852+0.023886i,0.14732+0.013446i,0.10989-0.010893i,0.054447-0.023452i,0.017473-0.019185i,0.015379-0.0169i,0.023914-0.02056i,0.027651-0.024259i,0.026987-0.024036i,0.022847-0.022142i,0.020753-0.02469i,0.017138-0.030161i,0.0090224-0.021048i,0.0052779-0.0010597i,0.0076715+0.0052188i,0.011432+0.00026742i,0.01614+6.1497e-05i
0.061849+0.0046765i,0.16248+0.0036674i,0.25106-0.011336i,0.19685-0.048555i,0.010862-0.082383i,-0.1245-0.086128i,-0.14178-0.094215i,-0.14008-0.11559i,-0.144-0.099803i,-0.10674-0.048414i,-0.054309-0.01325i,-0.026868-0.0038996i,-0.017483-0.0010799i,-0.017701-0.0028575i,-0.029921-0.0025836i,-0.044377+0.0082249i,-0.049408+0.024286i,-0.042704+0.03721i,-0.022792+0.035368i,-0.003759+0.017905i,0.0025901+0.0029395i,0.0034508-0.0047967i,0.0018439-0.014131i
-0.049221+0.01967i,-0.14314+0.051956i,-0.22408+0.10888i,-0.16446+0.15951i,0.018995+0.15046i,0.13873+0.099117i,0.134+0.077468i,0.10501+0.098197i,0.09468+0.10038i,0.071228+0.053448i,0.03615+0.0058863i,0.010655-0.010342i,0.00022797-0.0083311i,0.0048667+2.3226e-05i,0.018392+0.0084198i,0.032956+0.011201i,0.041807+0.0093721i,0.043717+0.0045258i,0.033689-0.0026802i,0.015372-0.0048232i,0.0069841-0.0056747i,0.0028745-0.0091283i,-0.0075314-0.0060765i
0.047005-0.040445i,0.12827-0.10143i,0.19799-0.1902i,0.14219-0.2492i,-0.024724-0.22705i,-0.13585-0.14459i,-0.1189-0.097542i,-0.069332-0.11998i,-0.058608-0.12348i,-0.057809-0.066959i,-0.03604-0.016005i,-0.0086119+0.00055562i,0.0031125+0.0047289i,-0.002084+0.0076169i,-0.016197+0.0099611i,-0.028294+0.013848i,-0.031436+0.013404i,-0.030337+0.0018706i,-0.025375-0.0079024i,-0.013313-0.0050731i,-0.0060535+0.0041041i,-0.004926+0.010551i,0.0010086+0.0058006i
-0.039877+0.049034i,-0.10381+0.13511i,-0.16016+0.25288i,-0.11626+0.31853i,0.01882+0.27644i,0.1044+0.15646i,0.081334+0.082484i,0.044187+0.10393i,0.061096+0.11732i,0.082811+0.070065i,0.055097+0.023885i,0.0044586+0.012537i,-0.023319+0.019996i,-0.015131+0.026878i,0.014408+0.019499i,0.040333+0.00017894i,0.047659-0.011338i,0.038773-0.001658i,0.022334+0.01196i,0.0054325+0.010378i,-0.00087627+0.0032133i,0.0038395+0.0010087i,0.0068737+0.0036912i
0.016562-0.050915i,0.054585-0.14897i,0.088965-0.27932i,0.061166-0.33926i,-0.021836-0.26282i,-0.070576-0.11596i,-0.03986-0.02054i,0.020384-0.028645i,0.022576-0.068893i,-0.013199-0.05819i,-0.0091635-0.017727i,0.028177+0.0041683i,0.048858+0.0027483i,0.037793-0.0071054i,0.0082297-0.014384i,-0.020267-0.019615i,-0.033828-0.032535i,-0.030016-0.050232i,-0.01786-0.049161i,-0.0050467-0.024358i,0.0023746+3.7585e-05i,0.0044731+0.0078879i,0.01057+0.0013082i
-0.0043152+0.055993i,-0.016674+0.16013i,-0.02221+0.29257i,-0.0045724+0.34412i,0.033352+0.26084i,0.06494+0.11347i,0.04696+0.0096325i,-0.014481+0.00021232i,-0.035524+0.036742i,-0.0064118+0.040998i,0.0032035+0.010851i,-0.017283-0.01416i,-0.031519-0.020186i,-0.026029-0.015544i,-0.012788-0.01194i,-0.0062492-0.0052694i,-0.010356+0.016727i,-0.020777+0.045014i,-0.022659+0.053638i,-0.016581+0.035172i,-0.012804+0.011069i,-0.011138+0.0004463i,-0.011729-0.00068889i
-0.0048464-0.050976i,-0.020496-0.15056i,-0.038107-0.26848i,-0.041261-0.30061i,-0.034566-0.21183i,-0.037217-0.068384i,-0.03043+0.040992i,0.0042365+0.067054i,0.020809+0.031125i,0.0050861+0.0034367i,0.0053638+0.0066929i,0.026409+0.0098543i,0.03787-0.00024691i,0.027946-0.011893i,0.0080915-0.010719i,-0.0016258-0.001418i,0.0072328-0.0076114i,0.022937-0.029094i,0.028667-0.03843i,0.025478-0.027218i,0.019065-0.012059i,0.010396-0.0041602i,0.0064018+0.0034386i
0.023552+0.048352i,0.062756+0.13644i,0.1068+0.23568i,0.10248+0.24549i,0.044875+0.14517i,0.011146+0.021815i,0.015191-0.063723i,0.0022033-0.086294i,-0.019678-0.050483i,-0.027284-0.017976i,-0.034721-0.021721i,-0.045338-0.035808i,-0.05135-0.038865i,-0.048683-0.029418i,-0.036327-0.014255i,-0.025038+0.0010775i,-0.026248+0.025887i,-0.035329+0.052164i,-0.03655+0.053459i,-0.029395+0.032831i,-0.023694+0.01398i,-0.019991+0.0088634i,-0.014069+0.0077575i
-0.033921-0.034443i,-0.095058-0.10227i,-0.16058-0.16557i,-0.14367-0.14758i,-0.048025-0.060784i,-0.0051246+0.017594i,-0.034535+0.072338i,-0.032718+0.088198i,0.0050352+0.061154i,0.031069+0.037406i,0.036355+0.036613i,0.025027+0.044912i,0.016958+0.053854i,0.024004+0.052315i,0.036414+0.037467i,0.051275+0.015646i,0.071612-0.013931i,0.084696-0.043141i,0.073488-0.050821i,0.04863-0.036478i,0.030665-0.023297i,0.019469-0.021601i,0.0078594-0.015442i
