-0.0031375-0.00068439i,-0.002394-0.00064482i,-0.0024283-0.00088351i,-0.0023189-0.00095438i,-0.0014923+7.5299e-05i,-0.0011366+0.0014852i,-0.0011184+0.0028791i,-0.00029709+0.0035793i,0.0003817+0.0027232i,0.00056941+0.0012849i,0.00019783+0.00027712i,-0.00083807+0.000815i,-0.0013756+0.0010988i,3.2021e-05+0.00068466i,0.00053495+0.0001197i,0.00042612-0.00029905i,0.00031643-0.00014001i,-8.3016e-05+3.8417e-05i,-8.8494e-05+0.00050328i,-4.3868e-05+0.00071766i,0.00019547+0.00049407i,-0.00021554+0.0002774i,-0.00057805-0.00071877i
-0.00050397-0.0018934i,-0.00069957-0.0021294i,-0.0016893-0.0021884i,-0.0015724-0.0025277i,-0.00042697-0.0016813i,0.00019442+0.00023619i,-0.0001439+0.0013315i,-0.00065708+0.00060041i,-0.00094199-0.00037245i,-0.0014464-0.00068828i,-0.0010076-0.00044175i,-0.00046153+9.0056e-05i,-0.00075764-2.5826e-05i,-0.00023622-3.5065e-05i,0.00041317-0.00045764i,-0.00011762-0.00048954i,-0.00062475-0.00011398i,-0.0010304-0.0002333i,-0.00043562+0.0002221i,0.00037498+0.00034562i,0.00014272-0.00027773i,-0.00021945-0.00011686i,-0.00025342+0.00014518i
-0.00052803+0.00062503i,-0.00019677+0.0013305i,0.00098966+0.0014554i,0.002199+0.00039268i,0.002621-0.00080559i,0.0016091-0.0011941i,-0.0002257-0.00073558i,-0.001008-0.00042133i,-0.0015813+0.00039387i,-0.002026+0.00093299i,-0.0013708+0.00075696i,-0.00058208+0.00098931i,-0.00010278+0.00085949i,-0.00024426+0.00028156i,-0.00038178-0.00013948i,-0.00065808-0.00078296i,-0.000493-0.0011403i,8.9283e-05-0.0012018i,0.00013801-0.0014829i,0.00025591-0.0010192i,0.00020783-0.00073019i,0.00031511-0.0008865i,0.00026797-0.0011959i
0.0017065+0.0007923i,0.0010548-0.00031611i,0.0014713-0.0017021i,0.0017416-0.0027228i,0.00054889-0.002304i,-0.00090216-0.00019455i,-0.0017272+0.00054899i,-0.0017813+0.00026906i,-0.0015912+0.0002295i,-0.00023795+7.6965e-05i,0.0013325+0.00042465i,0.0012949+9.8333e-05i,0.00075224-0.00053911i,0.00049725-0.00058187i,0.00027287-0.0004466i,0.00012591-0.00054341i,0.00086983-0.0010621i,0.0010277-0.00087938i,0.0002058+0.00015459i,0.00011165+0.00044578i,0.00048812-0.00027955i,0.00027224-0.00013257i,9.9706e-05+0.0004356i
0.00044384-0.0015634i,0.00042844-0.00079721i,2.188e-05-0.0003597i,-0.0010956-0.00049031i,-0.00057574-0.00078021i,0.00054076-0.00030489i,0.00048499+0.00048611i,-0.00030016+0.0010928i,-0.0015376+0.00091098i,-0.0021433+0.00015426i,-0.0019978+9.1306e-05i,-0.0012108+0.00078583i,-0.00027954+0.00079114i,0.00070252+0.00018727i,0.00089387+8.254e-05i,-0.00022347-5.6996e-05i,-0.00052225-6.4565e-05i,-0.00024526-1.5203e-05i,-0.00015696+0.00027467i,-0.0002943+0.00068824i,-0.00038754+0.00090606i,0.00014173+0.00089306i,-5.9786e-05-0.00027957i
-0.0010497-0.0012688i,-0.0022534-0.0014334i,-0.0016428-0.0020636i,-9.8144e-05-0.0016002i,3.3184e-05-0.00075588i,-4.868e-05-0.0012745i,-0.00012747-0.0012821i,-1.8101e-05-0.00071581i,-5.1338e-05-0.00028838i,-0.0010621-0.00015145i,-0.0010581+8.0918e-05i,-0.00014825-0.00030444i,-0.00047414-0.00041144i,-0.00054202+7.0994e-05i,0.00011981-6.4017e-05i,-0.00017402-0.00039234i,-0.0011758-0.00018386i,-0.0011784+0.00032204i,-0.00050212+0.00066162i,0.0003409+0.00040613i,0.00054499-8.7768e-06i,-5.8658e-05-0.00011038i,-0.00053399-0.00043791i
0.0010257-0.0012378i,0.001658-0.0012316i,0.0017858-0.00077164i,0.00064361-0.00081498i,0.00061899-0.0010005i,0.00072946-0.00077601i,0.00019184+0.00063235i,-9.3683e-05+0.0016493i,-0.00073877+0.0011063i,-0.0012621+0.00069088i,-0.0011453+0.00087224i,-0.0010165+0.00064581i,-0.00062892+0.00067189i,0.00019867+0.0010794i,0.00039614+0.00038869i,-0.00027039-0.0007397i,-0.00018884-9.7943e-05i,0.00031517+0.00041408i,-1.7844e-06-0.00064588i,-0.00019242-0.0012613i,0.00017021-0.00061186i,-0.00024208+0.0002883i,-0.00064144+0.00037925i
-0.00032965-0.0014368i,-0.00053972-0.0011498i,-0.0013664-0.00077212i,-0.0012579+0.00024983i,-0.00063457+0.00072133i,7.6433e-06+0.0008638i,0.00040275+0.0003644i,1.1628e-05+0.00028868i,-0.00053343+0.00028085i,-0.0010665-0.00010257i,-0.00098683+0.00055861i,-0.00074389+0.0013718i,-0.0001764+0.0014586i,0.00047474+0.00055212i,-0.00030313-0.00017441i,-0.00042829-0.00039487i,-7.3886e-05-0.00049222i,-0.00080162-0.00061381i,-0.00067196-0.00034637i,0.00020656-0.00010749i,-0.00021263-0.00017224i,-0.00053444-7.4464e-05i,-0.00033581-0.00046619i
-0.00026612+0.00013572i,-0.00080114+0.0015182i,-0.00027483+0.0012928i,0.00039084-0.00046378i,0.00093534-0.0018047i,0.0010413-0.0014945i,0.00041869-0.00017226i,-0.00062627+0.00035083i,-0.00068864+0.00038678i,-0.00017767+0.00083261i,2.9242e-05+0.00052075i,-0.00017059-8.3359e-05i,-0.00054677+0.00017615i,-0.0004588-5.0516e-05i,0.00028307-0.00016836i,0.00023231+0.00047139i,-0.00045402+0.00058577i,-0.0011236+0.00027599i,-0.00097978+4.704e-05i,-0.00054206-0.00017785i,-0.0005118+0.00013576i,-0.00042959+0.00024914i,-0.0010803+0.00041344i
-0.00096069-0.0016952i,-0.0016701-0.001825i,-0.0018809-0.0014739i,-0.0012657-0.0012224i,-0.00051205-0.0013318i,0.00019892-0.0011674i,0.0004476-0.00091264i,0.00024752-0.00022158i,-0.00027815+0.00021652i,-0.00060811-0.00052127i,6.0697e-05-0.00079022i,0.00085448+0.00013262i,0.00068675+0.00092384i,0.0002882+0.00063713i,-0.00040727+0.00068731i,-0.0009696+0.00059205i,-0.00082858-0.00036029i,-0.00080392-0.00021252i,-0.00086971+0.0005902i,-0.00051276+0.0011118i,-8.1357e-06+0.0007545i,0.00050017-0.00026628i,0.00077642+7.2581e-05i
0.0018774+0.0016894i,0.0026336+0.0014545i,0.0024058-4.43e-05i,0.001848-0.000819i,0.0020525-0.0013032i,0.00092991-0.0021333i,-0.00036857-0.00096778i,-0.00081728+0.00060016i,-0.0011174+0.00060677i,-0.0012698+0.00044777i,-0.0012513+0.00053907i,-0.00085832+0.00037814i,0.00055523+0.00020535i,0.0009529+5.4828e-05i,0.00069519+0.00010723i,0.00056983+0.00024523i,6.5928e-05+0.00032408i,-0.00050775+0.00055229i,-0.00073411+0.00047963i,-7.5744e-05+0.00033199i,0.00054491+5.2409e-05i,0.00051962-0.00039602i,-0.00030931-0.0002742i
0.0021701+0.0012209i,0.0020723+0.0013274i,0.0016178+0.00087004i,0.0020156-0.00010961i,0.002486-0.0016323i,0.0019041-0.0021837i,0.00020449-0.0010151i,-0.00042948-6.06e-05i,-0.00045247+4.7464e-06i,-0.0014821+0.0006689i,-0.0018103+0.00072349i,-0.00080669+0.00034338i,0.00020264+0.00089015i,0.00010392+0.00024594i,-0.00017276-0.00063508i,-0.00083194-0.0010282i,-0.0010669-0.0016881i,-0.00054581-0.001315i,-0.00084756+0.00027264i,-0.00097141+0.00087832i,-0.00082913+0.00048686i,-0.0010414-0.00039251i,-0.00067959-0.00093039i
0.0010472+0.00012821i,0.0011055+0.00090032i,0.00056748+0.00064899i,-0.00029266-0.00099442i,-0.00074097-0.0027499i,-0.00077327-0.0028033i,2.0175e-05-0.0012753i,-0.00013115-7.623e-05i,-0.00029843+0.00037198i,-0.0009137+0.0002345i,-0.0014283+0.00027909i,-0.00093162+5.1886e-05i,-0.00018447-0.00066968i,-0.00030934-0.00075143i,-2.9807e-05-0.00032838i,4.3262e-05+0.00043862i,-0.0011429+0.00095026i,-0.0014028+0.0010195i,-0.00074184+0.00082915i,-0.00028488+0.00025243i,0.00023546+0.00034562i,7.4831e-05+0.00063856i,0.00019253-0.00018287i
-0.0012088-0.00088851i,-7.2466e-05-0.00099452i,0.00049515-0.0002116i,0.0011583+0.000567i,0.0015693+0.00034883i,0.00085441-0.00058394i,-0.00019919-0.00019712i,-0.00093554+0.00040683i,-0.0017357+7.3706e-06i,-0.0017896-0.00033636i,-0.00071514-0.00015783i,0.00030894-0.00015241i,0.00038591-8.3983e-06i,0.00031767-0.0003038i,0.00020771-0.0011381i,0.0006791-0.001359i,0.00037616-0.0014917i,-0.00028767-0.0021222i,-0.00066241-0.0016811i,-0.00071754-0.00047338i,-7.7583e-05+0.00018278i,0.00049566+8.6181e-05i,0.00072466-0.0005288i
0.00091538+0.0013004i,0.0021311+0.00032999i,0.0019056+0.00089555i,0.0010994-1.9282e-05i,0.00058772-0.0010858i,5.7937e-05-0.0010015i,-6.7292e-05-0.00050992i,-0.00072658+0.0010937i,-0.00044173+0.0019986i,-0.00045483+0.0016465i,-0.00032103+0.00065189i,0.00022977+0.00032725i,-0.00049383+0.00027471i,-0.00097457-0.00058107i,-0.00086871-0.00067503i,-0.00024-0.00037715i,-0.00019868-0.00011123i,-0.00092036+0.00031714i,-0.00049344-1.1736e-05i,0.00019724+5.3395e-05i,0.00076595+0.00032216i,0.00069805-0.00034373i,0.00022986-0.00054415i
-0.00010019+0.0014824i,-0.00050134+0.0017785i,-8.9888e-05+0.0014002i,0.00084079-0.00016364i,0.00095037-0.0015388i,-0.00018241-0.0016864i,-0.00082159-0.0011358i,-0.0011429-0.00020777i,-0.00094493+0.00047763i,9.2234e-05+0.000354i,0.00094365+0.00027791i,0.00075576+0.00031719i,0.00035359-0.00011182i,0.00066034-0.00062079i,0.00038902-0.0008022i,0.00043043-0.00041521i,0.00020763+0.00041717i,-0.00050399+0.00051075i,-0.00051574+0.00056632i,-0.00041767+0.00062478i,-0.00020957-0.0001355i,-2.6318e-05-0.0003287i,7.4447e-05-0.00021697i
0.00032751+0.00033632i,0.0012995-0.00021146i,0.0021199-0.0017202i,0.002395-0.0020414i,0.0015141-0.0020899i,-0.00062756-0.0015069i,-0.0020608+0.00043074i,-0.0016595+0.001908i,-0.00084983+0.0022326i,-4.9423e-05+0.0017397i,0.00041179+0.0009443i,0.00082415+0.00033807i,0.001042+0.0003095i,-0.00013167+4.8613e-05i,-8.7934e-05-0.00075476i,-1.2496e-05-0.0013305i,-0.00093469-0.0011554i,-0.00083339-0.00049314i,-0.00034658-0.00016953i,-0.00020114-0.00020924i,-0.00027628-0.00049974i,-0.00093642-0.00031373i,-0.0011929-0.00041338i
-0.0033622-0.001329i,-0.0028564+0.00023146i,-0.002564+0.0030342i,-0.0022946+0.0037567i,-0.00013003+0.003426i,0.0030549+0.0019396i,0.0037208-0.0013989i,0.0013744-0.0039446i,-0.0011698-0.0044142i,-0.0020694-0.0036478i,-0.0028271-0.0016249i,-0.0026726-0.0003474i,-0.0015562+3.3742e-05i,-0.00056458+0.00042044i,0.00015855+0.00053959i,0.00032525+0.00073217i,-0.0010814+0.00053245i,-0.0016616+0.00036424i,-0.00021379+0.00094771i,0.00042658+0.0012584i,0.00058157+0.00089568i,0.00092348-3.4805e-05i,0.00057861-0.00062167i
-0.0017086-0.00086521i,-0.0021078-0.00018564i,-0.002393+0.00070268i,-0.0013309+0.0003872i,0.00018266-2.3488e-05i,0.0012013+6.013e-05i,0.0011669-0.00027043i,0.0009358-0.00070615i,-0.00010323-0.00019183i,-0.00088268+0.00034459i,-0.00058293+6.291e-05i,-0.00030281+0.00018072i,0.00041411+0.0002349i,0.00079135+0.00021187i,0.0011775-7.5048e-05i,0.00092927+0.00013698i,-0.00023407+0.00016447i,-0.00066894-0.00052034i,-0.00044774-0.00023366i,-0.00066417+5.3422e-05i,-0.00036816-0.00010333i,-0.00040287-0.00044103i,-0.00060472-0.00099486i
-0.001009-0.0024826i,-0.0017542-0.0014844i,-0.0026335-0.0010947i,-0.0027618-0.0013653i,-0.0020447-0.00085046i,-0.0010659-0.00014695i,0.00040445+6.2804e-05i,0.00012018+0.00062633i,-0.0017226+0.00096842i,-0.0020336+0.00086938i,-0.00083405+0.00064302i,-1.2578e-05+0.0011425i,2.2537e-05+0.0016106i,9.5358e-05+0.0007538i,-0.00036996-0.00012776i,-0.00057883-0.00023705i,-0.00062801+5.9641e-05i,-0.001101+0.00041196i,-0.001061+0.00072392i,-0.00062973-0.00044915i,-0.0003163-0.0013089i,-5.4987e-05-0.00052717i,0.00041414-0.00025447i
0.00087842+0.0010834i,0.0013153+0.00039559i,0.001582+0.00094335i,0.0018154-1.4266e-05i,0.0020377-0.0018277i,0.0019773-0.0017213i,0.00077313-0.00034478i,-0.00035171+0.00038463i,-0.00095426-8.6269e-05i,-0.0012027-0.00090124i,-0.0007711-0.00086377i,-0.00054553-0.00047589i,0.00036483-0.00048771i,0.0008686-0.00033114i,-0.0003502-0.00064773i,-0.0013384-0.00094901i,-0.00040411-0.00096665i,0.00017352-0.00038649i,-0.0002374+0.00028152i,-0.00044725+0.00064133i,0.00011321+0.00067299i,0.00052415+0.0008394i,0.00069529+0.0010058i
0.00095072+0.00054977i,0.00034689+0.0012312i,0.0010527+0.0010104i,0.0021624-0.0004877i,0.0018549-0.0018828i,0.00083591-0.0014421i,0.00018671-4.6599e-05i,-0.00044306-5.7715e-05i,-0.0011568+0.00018549i,-0.0013578+0.00016588i,-0.00059987-0.00042113i,-0.00026884-0.00020223i,3.9787e-05+4.5728e-05i,0.00053094-0.00010923i,-0.00014568-0.00066913i,-0.00072337-0.00034858i,-0.0010137+6.7828e-05i,-0.0010273+7.8559e-05i,-0.00057936+0.00066652i,0.00061087+0.001113i,0.0012249+0.0005793i,0.00013825+4.6282e-05i,-0.00038285-0.00019068i
-0.0030684+0.00031595i,-0.0017092-0.00045053i,-0.00056425-0.00051271i,0.0012597+0.00011606i,0.0033679+5.5195e-05i,0.0024812-0.00062637i,0.00097572-0.00074606i,7.6715e-05-0.00062098i,-0.00049618-0.00041102i,-0.0010693-0.00039223i,-0.00022545-4.9402e-05i,0.0011842+7.9152e-05i,0.0010312+7.1228e-06i,0.00086003+0.00070997i,0.00090817+0.00027331i,0.00041454-0.00073567i,-0.00048925-0.00092141i,-0.00090857-0.00038406i,-0.00062842+0.00027643i,0.00014465+0.00032585i,0.00021588+0.00022809i,4.1293e-05-0.00043565i,0.00042058-0.00029705i
0.003636-0.00094622i,0.0041838-1.4308e-05i,0.0034523-0.00045953i,0.0015855-0.0010432i,0.00049825-0.00089309i,0.000447-0.00013516i,0.00023498+0.00011747i,-0.00017942-0.00025009i,-0.00055493-0.00013736i,-0.00093784-0.0002441i,-0.0007314-0.0011492i,-0.00065988-0.001024i,-0.0010681-0.00084242i,-0.0010484-0.00099742i,-0.0010487-0.00053314i,-0.00098286-0.00062451i,-0.0007501-0.00062619i,-0.00051141+3.1784e-05i,-0.00072423+0.00049011i,-0.00057057-4.3753e-05i,0.00043779-0.00074519i,0.0010345-0.00083337i,0.00099834-0.00084774i
-0.00092939+0.0008972i,-0.0018121+0.0015789i,-0.0020685+0.0023023i,-0.0010729+0.0015758i,8.9468e-05-0.00018279i,6.132e-06-0.0010153i,-6.8836e-05-0.00041615i,-0.00013908+5.0363e-05i,-0.00095696+0.00010952i,-0.0011256+0.00073467i,-0.00047363+0.00079922i,-0.00027201+0.0001998i,0.00052785-0.00013372i,0.00052416-0.0005304i,-0.0001648-0.00086863i,-0.0003173-0.00040283i,-0.00053188-5.4178e-05i,-0.0010321+6.7731e-05i,-0.00077186+0.00043051i,-7.4442e-05+0.00016509i,-0.00040545-0.00016926i,-0.00057127-0.00060043i,-0.00022738-0.00056928i
0.0005883-0.0026967i,-0.00033847-0.0036019i,-0.00016932-0.0042968i,0.00067681-0.0036693i,0.00049067-0.0028874i,0.000344-0.0019718i,0.00039202-0.00070969i,-0.00024894-0.00059234i,-0.00087496-0.00087556i,-0.0013631-0.00018358i,-0.0017217-0.00019206i,-0.0011911+7.2306e-05i,-0.00050962+0.00026624i,-0.00088234-0.00021041i,-0.00088604-0.00077999i,-4.7331e-05-0.00079333i,0.00042665-0.00037556i,-0.00036703-0.00014473i,-0.0011473-0.00040354i,-0.00093685-0.00018848i,-0.00099633+0.00026313i,-0.00083869-7.3544e-05i,-0.00027547+0.00014793i
0.00043537+0.00017038i,0.0017913-0.00050268i,0.0034684-0.0011808i,0.0035286-0.00097323i,0.0027658-0.0010002i,0.0013491-0.0015365i,0.00023064-0.0015345i,-0.00023395-0.001347i,0.00014267-0.0012043i,-9.5398e-05-0.00025426i,0.00014704+0.00034459i,0.00054857+0.00031279i,0.0005281-0.00087143i,0.00021181-0.0017011i,3.0361e-05-0.0010774i,-1.119e-05-0.00032416i,-0.00050854-0.0001327i,-0.00077816-0.00045069i,-0.00056588-0.00055919i,0.00010312-8.1414e-05i,0.00017956+4.7906e-05i,-9.7272e-05-0.00030617i,-5.9837e-06-0.00010037i
0.00015616+0.0022454i,0.0010715+0.0019695i,0.001417+0.0022314i,0.001493+0.0022843i,0.00080634+0.00041928i,0.00028067-0.00076421i,1.645e-05-1.424e-05i,-0.0002086+0.00072597i,-0.00051109+0.00018594i,-0.00075359-1.1624e-05i,-0.00065384+0.00057818i,-6.172e-05+0.00080552i,-0.00010123+0.0010262i,-0.00060508+0.00011492i,-0.00027655-0.00039464i,-0.00043788-0.00024579i,-0.00051147-0.00043228i,-0.0007615-9.0395e-05i,-0.001485-0.00043649i,-0.0011825-0.001192i,-0.00083569-0.0007302i,-0.00059898+1.7916e-05i,-0.00026816+0.00012834i
-0.0020385-0.00036212i,-0.0033556-0.00013232i,-0.0034096-0.0011991i,-0.0015668-0.0017251i,0.00027845-0.0013594i,0.00056346-0.00078108i,-0.00049819-0.00028544i,-0.00099336-0.00017188i,-0.00077303-0.00065863i,-0.0011798-0.00048395i,-0.0012821+0.0006891i,-0.00093387+0.0013567i,-4.1173e-05+0.00071671i,0.00032686-2.9766e-05i,-0.00018853-0.00032816i,-0.00025688-0.00046157i,-0.00047793-5.261e-05i,-0.0014624-0.00061828i,-0.0017121-0.0011613i,-0.00088975-0.0008284i,-0.00038697-0.00066543i,-0.00055734-0.0001519i,-0.00042852+0.00084673i
-0.00049275-0.001933i,-0.0010687-0.0027832i,-0.0012076-0.0032673i,-0.0011582-0.0027354i,-0.00070376-0.0010448i,-0.00024544+0.00023653i,-0.00032678-0.00030674i,-0.00068163+2.3313e-05i,-0.001462+0.00068999i,-0.0017235-0.00032202i,-0.00055232-0.0010528i,0.00022845-0.0003648i,0.00046932+0.0007082i,0.00048766+0.0011815i,0.00022864+0.00088922i,0.00010987+0.00052081i,0.00021345+0.00022161i,-0.00051645+0.00015438i,-0.00077002+0.00046998i,0.00030759+0.00039633i,0.0010763-0.00058356i,0.00080401-0.00077272i,0.00019769-0.0010221i
-0.00097259-0.00070216i,-0.00089035+8.7122e-06i,-0.00083951-0.00018391i,-0.00057087-0.00064471i,-0.00010596-0.00066569i,0.00053609+6.8559e-05i,0.00087774+0.00035144i,0.00022279+0.00015908i,-0.00089533+0.00014404i,-0.0017866+0.0004012i,-0.0021331+0.00037208i,-0.0014752+0.00036924i,-0.00042188+0.000449i,8.8242e-05+0.00031827i,0.00038147-0.00073937i,-3.8508e-05-0.0014072i,-0.00045023-0.001309i,-0.00041652-0.00095425i,-0.00067768-0.00042963i,-0.00042541-0.00058598i,0.00012303-0.00084815i,0.00033739-0.00080396i,-9.6755e-05-0.0003357i
0.0012872-0.00046436i,0.0012746-0.000801i,0.00015123-0.0013131i,-0.00059701-0.0012415i,3.4567e-05-0.0016539i,-0.00039649-0.0011009i,-0.00099286-2.8708e-05i,-0.00096399+0.00043468i,-0.0012635-8.1343e-07i,-0.0013873-0.00044839i,-0.00091886-0.00078123i,-0.00067595-0.00062134i,-0.00094242-0.00082786i,-0.00054323-0.0012234i,-0.00060429-0.0011498i,-0.0011254-0.00094039i,-0.0016724-0.00096357i,-0.001144-0.00085803i,0.0003667-0.00025855i,0.00014292+0.00082105i,-0.00066438+0.00084762i,-0.00053275-0.00023194i,9.737e-07-0.00046298i
0.0020105+0.00091882i,0.0025102+0.00066786i,0.0038884-6.7418e-05i,0.0034761-0.00082981i,0.0020404-0.0015916i,0.0016557-0.0021077i,0.00013835-0.0011703i,-0.00071103-0.00027264i,-0.00068691+1.3124e-07i,-0.00069621-0.0001933i,-0.00065915-1.7596e-05i,-0.00082264-0.0001884i,0.00017594-0.00045584i,0.00091937-0.00073581i,0.00044805-0.00090842i,-6.7702e-05-0.00034208i,-0.00064899+0.00010214i,-0.0010596-0.00017765i,-0.0011945-0.00046213i,-0.00084516-5.2483e-06i,-0.00057402+0.00013518i,-0.00035787+2.7901e-06i,0.00017902+0.00031326i
-0.0010475+0.0017479i,-0.00014421+9.855e-05i,0.00082148+0.0013931i,0.001953+0.0025735i,0.0030761+0.00053167i,0.0022919-0.001751i,0.00038277-0.0022501i,-0.0007853-0.0017946i,-0.0015585-0.0014187i,-0.0019112-0.0010492i,-0.00087317-0.00035361i,-0.00021717+0.00066668i,-0.00023743+0.00085554i,0.00029281-0.00026506i,-3.8149e-05-0.00096727i,-0.00040303-0.0003275i,-0.0002363+9.4307e-05i,-9.141e-06+8.5803e-05i,-6.6987e-05+0.00062413i,-0.00062398+0.00065446i,-0.00066242-9.1703e-05i,-0.00019665-0.00090693i,0.00029921-0.00092162i
0.0010248-3.3181e-05i,0.001364+0.00020992i,0.00083112-0.0015667i,0.0013028-0.0017138i,0.0010658-0.00082829i,0.00086612-0.00072122i,0.00074373-0.00051339i,-0.00074426-0.00056517i,-0.0014667-0.0003352i,-0.00088408+2.5522e-05i,-0.0010605+5.8267e-05i,-0.0010351-0.00019325i,-0.00038644-0.00032123i,-9.9013e-06-0.00056879i,0.00019637-0.00057056i,2.0105e-05-0.00046268i,-8.4363e-05-0.0009384i,-0.00060943-0.0010339i,-0.00063206-0.00062882i,0.00032198-0.00041131i,0.00078278-4.0703e-05i,-0.00010603+0.00042358i,-0.00080277+0.00040063i
-0.00096168+8.4939e-05i,-0.0019983+0.00016153i,-0.001328-8.1945e-05i,-0.00060773-0.00087872i,0.00061232-0.0013608i,0.00029602-0.00087554i,-0.0005631-0.00056022i,-0.00042248-0.00078462i,-0.00057744-0.00032235i,-0.0011098+0.00033858i,-0.00077475+0.00021533i,-6.0121e-05+0.0003202i,0.00039978+0.00034305i,0.00025506+0.00053988i,-0.0005009+0.00061836i,-0.0004537+0.00024238i,-1.9186e-05-0.00021709i,-0.00062986-0.00057226i,-0.00010545-0.00014615i,0.000639+0.00054684i,0.00098741+0.00024098i,0.00119-4.7565e-05i,0.00046526+1.136e-05i
0.0018676-0.00019325i,0.002183-0.00098981i,0.0011915-0.00060658i,-7.058e-06-0.00071245i,0.0005716-0.0014014i,0.00058977-0.0014139i,8.1494e-05-0.0016186i,-0.00075511-0.00079677i,-0.0019077+0.00025364i,-0.00084423+0.0003415i,0.00011821+0.00014086i,0.00027065-0.00039915i,0.00024283-0.00015123i,-0.00020209+0.00052703i,-0.00028192-0.00034774i,-0.00032007-0.00093905i,-0.00090397-0.00071213i,-0.0012222-0.00071445i,-0.000828-0.00022778i,-0.00016853-2.5448e-05i,0.0002581-0.00052919i,0.00017267-0.00063213i,-1.4846e-05-0.00035054i
0.00012369-0.0012083i,-0.0004421-0.0012501i,0.00030711-0.00089075i,0.00072887-0.00083681i,0.00078807-0.0014546i,0.0013398-0.0015436i,0.0014614-0.00049007i,0.00065112+9.1852e-05i,-0.00073807+0.00011457i,-0.0013334+0.00012992i,-0.00089596-0.00027457i,-0.00074331-0.00043482i,-0.0005964+0.00031141i,-0.00020135-0.00045674i,-0.00047729-0.00091268i,-0.00020904-0.00047861i,-0.00046536-0.00036053i,-0.0011213-0.0004913i,-0.00077503-0.00010932i,5.3957e-05-0.00034415i,0.00055475-0.00062039i,-0.00020001-2.3851e-05i,-0.00097381-0.00054683i
0.00045082+0.00029038i,0.00086168+0.00041742i,0.00076825+0.00074643i,0.0010434-9.2648e-05i,0.0019306-0.0010007i,0.0018939-0.00087255i,0.00094068-0.00028701i,0.00041002-7.8179e-05i,5.8358e-05-0.00013857i,-0.00092277+0.00032326i,-0.0012622+0.00053401i,-0.00078412+0.00055821i,-0.00076668-0.00064445i,-0.00095951-0.0013073i,-0.0011449-0.00079598i,-0.00016389-0.00018685i,0.00068121+0.00058621i,5.3532e-06+0.00025559i,-0.00044991+0.00010296i,0.00034467+0.00024334i,0.00069215-0.00048643i,0.00014035-0.00025391i,-0.00035003+0.00052188i
0.00076286+0.0016962i,0.0010076+0.0012361i,0.0020616+0.00066216i,0.0032428+0.00090315i,0.0027325+0.00021088i,0.0017994-0.0016926i,0.00082015-0.001209i,-3.6792e-05-7.3416e-05i,-0.00098682-0.0005036i,-0.0017194-6.4035e-05i,-0.0014498+0.00055491i,-0.00078055+0.00083026i,-0.0009371+0.00073562i,-0.00071364+0.00010917i,3.2799e-05-0.00041681i,-0.00014499+1.2845e-05i,-0.00078313+0.00054623i,-0.00066468-7.5393e-05i,-7.2922e-05-0.00070007i,0.00027723-0.00097838i,0.000703-0.0010736i,0.00082524-0.00066872i,0.00014647-0.00011769i
-0.0019822+0.0024191i,-0.0010625+0.001882i,-0.0011792+0.002937i,-0.0007384+0.0026263i,0.0013189+0.00056847i,0.0028042-0.0009223i,0.001818-0.0010854i,0.0002165-0.0010935i,-0.0004217-0.0014642i,-0.00090185-0.00088307i,-0.00055383-0.00023094i,-0.00033272-0.00042115i,-0.00043912-7.1951e-05i,0.00050272-0.00042258i,0.00074938-0.00096422i,-9.4452e-05-0.0013365i,-0.00041835-0.001344i,-0.00047587-0.00029414i,-8.5109e-05+0.00018812i,0.00047468+0.00011887i,0.00078934-0.00022019i,0.0010832-0.00064521i,0.00069006-0.00075908i
0.00085424-0.0011115i,0.00089481-0.001462i,0.0016214-0.001943i,0.0018642-0.00070832i,0.00034076-0.00054851i,-0.00056465-0.0009938i,-0.0005446-0.00069439i,-0.00062622+5.4713e-05i,-0.00097085-1.3908e-07i,-0.0013233-0.00018249i,-0.0012965-0.00020979i,-0.00072982-0.00074233i,-4.014e-05-5.9783e-05i,9.1251e-05+0.0003613i,-0.00031936-0.00045344i,-0.00019617-0.00082154i,-0.00039226-0.00069332i,-0.0010107-0.00030118i,-0.00043029+0.00029401i,8.8518e-05+0.00047805i,-0.00037948+0.00024889i,-0.00032207+0.00016929i,0.00037502-0.0001018i
-0.0018739-0.00062214i,-0.0013456+0.00062307i,-0.00055908+0.0010085i,-0.00031135+0.00063302i,0.00068062+0.00074155i,0.0016938+0.0016345i,0.00076776+0.0014895i,-0.00015644+0.00061911i,-0.00027299+0.00029878i,-0.00064035-3.7222e-05i,-0.00062213+0.00032937i,-0.00027141+0.0010234i,0.00010362+0.0010727i,0.00016575+0.0009177i,-0.00022948+0.00067148i,-0.00023887-0.00049141i,0.00018691-0.00064252i,-0.00012088-0.0002013i,-8.1626e-05-0.00013463i,0.00034083+0.00045293i,0.0002466+0.0008225i,0.00027686+0.00025937i,0.0002216-0.00031534i
