-0.0014143+0.0014839i,-0.0015728+0.00031942i,-0.0035227-0.00042989i,-0.0041706+5.1685e-07i,-0.0028495+0.0020787i,-0.00099134+0.0026862i,-0.00030935+0.0011167i,0.00034714+0.00064226i,0.0015138+0.00075953i,0.0020829-0.00028273i,0.00062205-0.00057276i,-0.00052978-0.00019614i,0.00031234-0.00033654i,0.00078737-0.00077779i,0.00042295-0.001034i,-0.00068335-0.00046986i,-0.00090781-4.9719e-05i,-0.00020082-0.00017245i,0.00015985-0.00042908i,0.00054666-0.00040751i,0.00097046-0.00048212i,0.00065297-0.00066245i,-0.00037297-0.00070487i
0.0017638-0.010659i,1.9416e-05-0.0069586i,-0.001075-0.0054516i,-0.0013969-0.0047451i,-0.0022446-0.0027595i,-0.002675-0.0011448i,-0.0014415-0.0012594i,-0.00028354-0.0010706i,-0.0011375+0.00023917i,-0.0015467+0.0011097i,-0.00077343+0.0012792i,-0.00080474+0.0010007i,-0.00072049+0.00083569i,-0.00080941+0.00036593i,-0.0011199-0.00044402i,-0.001288-0.00041989i,-0.0013718-0.00038661i,-0.0014546-0.0006634i,-0.001562-0.0009817i,-0.00085078-0.0014086i,0.00024068-0.0011411i,0.00040381-0.0018081i,-6.0479e-05-0.0017017i
-0.011255-0.0021967i,-0.0056696+0.00045592i,-0.0036077+0.00070747i,-0.00281-0.00029563i,-0.002323-0.000967i,-0.0014662-0.00032243i,0.00016096+0.00062253i,0.0014279+0.0015311i,0.0017049+0.002399i,0.0013859+0.0016668i,0.00085594-0.00011873i,0.00025731-0.00044345i,0.00049471+1.8276e-05i,0.00039175+0.00010303i,-5.016e-05-0.00084945i,0.00073852-0.0017032i,0.0005783-0.00098233i,-3.7555e-05-0.00047531i,-2.7878e-05-0.00064365i,3.2261e-05-0.0002822i,-3.4088e-05-0.0001692i,-7.7742e-05-0.00052967i,-0.00094381+0.00034092i
-0.0059597+0.012002i,-0.0018447+0.0057655i,-0.00080944+0.0024544i,-0.00063527-3.0886e-05i,0.00016797-0.00056565i,0.00095156-1.2804e-05i,0.0010309-0.00017034i,0.0014509+0.00015759i,0.0019953+0.00069795i,0.0022695+0.00025024i,0.0014549-0.00039747i,0.00030328-0.00087243i,0.00058699-0.0010472i,0.00029472-0.00078644i,0.00034467-0.00017636i,0.00070324+5.6795e-05i,0.0003189-0.000764i,0.0002895-0.00060512i,0.00022933+0.00019211i,0.0002186+0.00046817i,0.00041911+0.00086358i,0.00058009+0.00075086i,0.00066987+0.00049569i
0.0095951+0.0076685i,0.0057654+0.0020622i,0.0034795-0.0015477i,0.0012386-0.0024404i,-0.00051413-0.0018487i,-0.00067239-0.0016504i,0.00098248-0.0011488i,0.0022233-0.00031235i,0.001589-0.00033179i,0.0014095-0.00047422i,0.00062723-0.00024133i,-0.00065925+0.00034916i,-9.0705e-05+0.0001958i,0.0002859-0.00036063i,7.6909e-05-0.00029391i,-0.00011195+0.0001281i,7.5897e-05+0.00066894i,0.00058846+0.0007542i,0.00056465+0.00053882i,0.00023629+0.00037038i,0.0007888+0.00031981i,0.00054182+0.00046236i,0.00037153+0.00037235i
0.010477-0.011706i,0.0037755-0.0077836i,0.00014149-0.0054771i,-0.0015309-0.0039173i,-0.0024058-0.0018558i,-0.0017306-0.00077924i,0.00015109-0.00038327i,0.00032002+0.00016124i,0.00017566-0.001489i,0.00019961-0.0025195i,-0.0005226-0.00094247i,-0.00066784+0.00084322i,-0.00041454+0.00066833i,-0.00020866-0.00035862i,1.5843e-06-0.00088059i,0.00012354-0.00042342i,-0.00045069+0.00011259i,-0.0003303+3.9493e-05i,-0.00012944+0.00031394i,-8.8776e-05-0.00042884i,0.0001449-0.00090898i,-0.00012227-0.00057811i,0.00048282-0.00068613i
-0.009544-0.01201i,-0.006964-0.0057437i,-0.0039201-0.0046654i,-0.0022281-0.0040793i,-0.0024818-0.0026554i,-0.003052-0.00071691i,-0.0017547+0.00016696i,-0.00026018-0.00018608i,-0.00022732+4.2485e-05i,-0.00028451+0.00045658i,0.00011909+2.8268e-05i,0.00056594-0.00021407i,0.00038995+0.00033886i,0.00045547+0.0012516i,0.00013335+0.00066243i,-0.00016037-0.00034922i,0.00023932-0.00097017i,0.00049456-0.0014697i,-5.34e-05-0.0015839i,-0.00073881-0.0011999i,-0.00071516-0.00047075i,6.127e-05-0.00018068i,0.00069555-0.00020755i
-0.01159+0.0068321i,-0.0063265+0.0034317i,-0.0043876+0.0010154i,-0.0034513-0.00022009i,-0.0019971-0.00038799i,-5.7368e-05-0.00044988i,0.00097427-0.00035424i,0.0013209+0.00057627i,0.00081083+0.00091094i,0.00035456+0.00053374i,0.00016541+0.00060449i,0.00039179+0.00048797i,0.00094805+0.00032314i,0.00088501+0.00038484i,0.00033371-0.00063793i,-0.00049666-0.0011197i,-0.00097532-0.00068855i,-0.00030011-0.00011633i,0.00022634+0.00099404i,0.00027548+0.0011821i,-0.00012289+0.00042842i,-0.0006975+0.00026012i,-0.00018946+0.00045636i
0.0050295+0.013396i,0.0023555+0.0069135i,0.00079791+0.002282i,-6.7878e-05-0.00086131i,-0.0012346-0.0018574i,-0.00097894-0.0018342i,0.00022213-0.0013941i,0.00091119-0.00081475i,0.0015749-9.2376e-05i,0.0012323+0.00052982i,1.3496e-05+0.00080557i,-0.00013306-0.00015813i,0.00012046-0.00068975i,0.00034637+0.00039046i,0.00058051+0.00059336i,1.6557e-05+0.00027991i,-0.00039469+0.00055716i,-0.00048154+0.00083122i,-0.00069952+0.00074654i,-8.1649e-05+0.00088899i,0.00072087+0.00032489i,0.00088233-0.00018055i,0.00041097-0.0005862i
0.015824-0.0035363i,0.0081045-0.0041022i,0.0047825-0.003236i,0.0017453-0.0030698i,-0.00019548-0.0030734i,-0.00080152-0.0016216i,-0.00064764-0.00029232i,-0.00034215-0.00018048i,0.00048982-0.0010235i,0.0014962-0.00081926i,0.00070463-0.00017408i,-0.00071585+1.9446e-05i,-0.0012254+0.00014625i,-0.0017918-0.00025001i,-0.0010988-0.00057683i,-0.00046007-0.00016376i,0.00019265+0.00068275i,0.00020806+0.00082448i,6.0287e-07+0.00025175i,0.00077879-2.0709e-05i,0.0014244+0.00011036i,0.0011108-0.00014203i,0.00056015-0.00070628i
-0.00076438-0.020562i,-0.0019172-0.013259i,-0.0030442-0.0096588i,-0.0030721-0.0066776i,-0.002215-0.0021417i,-0.00061913+0.0010183i,0.00058146+0.0010895i,0.00036599+0.00043586i,-0.00036853+0.0003149i,-0.00046095-0.00013682i,-0.00018778-0.00042844i,7.2607e-05-0.00041902i,0.00015411-0.00059048i,0.00015378-3.8576e-05i,7.6064e-05+0.00027457i,0.00068765-7.9246e-05i,0.0014961+0.00021063i,0.0013837-0.00016142i,0.00051026-0.00078051i,-0.00048336-0.00073518i,-0.00040282-0.0009223i,-0.00017544-0.00088338i,-0.0012025-0.00054339i
-0.016532-0.0059777i,-0.01079-0.0035841i,-0.0080083-0.0030494i,-0.0052358-0.0026676i,-0.0028302-0.00069923i,-0.00082452+0.0014406i,0.0001042+0.0013423i,0.00053866-0.00019553i,0.00027879-0.00014106i,-0.00039135+1.8715e-05i,-0.00012235-0.00031383i,2.2138e-06-0.00064101i,-1.4837e-05-0.00078915i,5.1832e-05-0.00073701i,-9.6549e-06-0.00078893i,-0.00017968-0.00041737i,-9.2249e-05-0.0002697i,-0.00039796-0.00086251i,-0.00023537-0.001155i,3.3433e-05-0.0005526i,-0.00038737-0.00012428i,-0.00015295+0.00085692i,-0.00017431+0.0019955i
-0.0036768+0.015956i,-0.0018952+0.0075129i,-0.0020786+0.0013685i,-0.0019881-0.0011939i,-0.0021233-0.00055381i,-0.0020279+0.00031734i,-0.00022566-0.00076323i,0.00071633-0.0013125i,0.00057264-0.00020843i,5.5931e-05+0.00046219i,-0.00080904+0.0004437i,-0.00087481+0.00030861i,0.00020546-0.00035652i,0.00056595-0.0001933i,-0.00011241+0.00015741i,-0.00034531-0.00072493i,-8.5309e-05-0.000516i,-0.00042603+2.3719e-06i,0.00023126-0.00019813i,0.00043599+2.438e-05i,8.4203e-05+0.00013273i,0.00043068+0.00022627i,0.00063714+0.00059102i
0.015828+0.0067267i,0.009149+0.0021334i,0.0051397+0.00031041i,0.0021931+6.4849e-06i,0.00016796+0.00017902i,-2.0047e-05-0.00049384i,0.00029086-0.0010624i,0.0007656-0.00063306i,0.00051891-7.8848e-05i,0.0004841+0.0012895i,0.00050814+0.0019097i,0.00071577+0.00021311i,0.00099155-0.0011592i,0.00042352-0.00099701i,-0.00029601-0.00051303i,-0.00077922-0.00045791i,-2.6249e-05-0.00050769i,0.0011081+0.00026283i,0.0011602+0.00054299i,0.00076141+3.4804e-05i,0.00070036-0.00030386i,0.00023836-0.00028793i,5.1692e-05-0.00030586i
0.0092016-0.017293i,0.0050501-0.011628i,0.0025856-0.0084333i,0.00056914-0.0046186i,-0.0015197-0.00079157i,-0.0013748+0.0010442i,-0.00027821+0.0014127i,0.00022294+0.0016467i,0.00055399+0.0012496i,0.00065763+0.00098992i,0.0010296+6.862e-05i,0.0011431-0.00057529i,1.2437e-05-9.2374e-05i,-0.00059382-0.00015265i,-8.7874e-05-0.00033152i,0.00029353+0.00030437i,0.00032828+0.00027481i,0.00042814-0.0004297i,0.00083414-0.00083888i,0.00083868-0.00059923i,-0.00021552-0.00013615i,-0.00086929-0.00027149i,-0.00059585-0.00072979i
-0.015213-0.011585i,-0.0078676-0.00719i,-0.0035002-0.0062253i,-0.0012326-0.0046669i,0.00031007-0.0019334i,-5.2852e-06+0.00025117i,0.00020946-0.0003416i,0.0012013-0.00075889i,0.00052487-0.000424i,-0.0001393-0.00040246i,0.00019927-0.00083518i,0.00055557-0.00095333i,0.00030251-8.6174e-06i,-0.00059572+0.00080573i,-0.0014234+0.00017994i,-0.00092296+0.00017188i,0.0004466+0.00031916i,0.0010618-0.0001244i,0.00062843+0.00015731i,0.00049115+0.00071195i,-0.00037571+0.00073341i,-0.0009909+0.00051285i,-0.00096666+0.00081101i
-0.013734+0.0097366i,-0.0073835+0.0040808i,-0.0051713+0.0010329i,-0.0037245-0.00052275i,-0.0022962-0.00045679i,-0.00091066-9.6347e-07i,0.00010144-0.00014023i,0.00034737-0.00088017i,-0.00065317-0.00068418i,-0.0020398+0.00010155i,-0.0023979+6.2264e-05i,-0.0019672+0.00029132i,-0.00079967+0.00011729i,0.00016868-0.00023439i,-9.0295e-05-6.1573e-05i,9.449e-05+0.00049223i,-8.1054e-06+0.00059897i,-8.9004e-05+0.00046065i,-6.0885e-05+0.00072449i,-0.00011169+0.00069586i,-0.0005483+0.0003365i,-0.00028067-0.00026358i,0.00020293-0.00011244i
0.0092174+0.018434i,0.0046943+0.010414i,0.0017762+0.0046803i,-0.0005628+0.00011792i,-0.0020519-0.0022264i,-0.001694-0.0025579i,-0.0014488-0.0011072i,-0.00092945+0.00074298i,0.00010188+0.0015988i,0.00046536+0.0013802i,0.00038157+0.0015227i,-0.00031065+0.00070775i,-0.0010439-0.00019022i,-0.001091-0.00075316i,-0.00025676-0.0011045i,-0.00027542-0.00041886i,-0.00078552+0.00052159i,-0.00029971+0.00098238i,4.4055e-05+0.00032944i,0.00022758+8.4715e-05i,-4.8504e-05-0.00036282i,0.00046256-0.00010797i,0.0012058+0.00068719i
0.019636-0.0059445i,0.012712-0.004063i,0.0092133-0.0030963i,0.0042024-0.0028016i,-0.00022221-0.0018162i,-0.0011426-0.00057575i,0.00037786+0.00093464i,0.0014964+0.0018843i,0.0020796+0.0010413i,0.0026068+0.00013002i,0.0020488-0.00033923i,0.0010888-0.0002674i,0.00031809-0.00038948i,0.00013758-0.00022343i,0.00031853+0.00050155i,-0.00034578+0.00066507i,-0.0004669+0.00019134i,0.00078578+0.00036731i,0.001242+0.00057676i,0.0011835+0.00074424i,0.00094429+0.00056122i,0.00044033+8.2133e-05i,-4.9662e-05+0.00011575i
-0.0043566-0.022256i,-0.0011797-0.013844i,0.00010224-0.010098i,-0.0010572-0.0056366i,-0.0015193-0.00077112i,0.00022158+0.0017822i,0.0013819+0.0012892i,0.0017075-0.00015183i,0.0011807-0.00084287i,0.0003169-0.0021118i,0.00028262-0.0017212i,0.00034023-0.00031687i,0.00042205+0.00019293i,-0.00012199+6.7157e-05i,-0.00042565-0.00021566i,0.00037548+0.00010869i,0.0011488+0.00057127i,0.0011286+0.00020197i,0.00047374+9.6066e-05i,-0.00024458+0.00032196i,-0.00040554+0.00028074i,0.00016519+0.00023442i,-0.00012806-0.00019543i
-0.02143+0.0031832i,-0.012205-0.0010358i,-0.0070344-0.0035904i,-0.002189-0.0034869i,0.0015277-0.0026323i,0.0024552-0.0016371i,0.0011177-0.0010252i,0.00013648-0.0012257i,-0.00087237-0.00078577i,-0.0014962-0.0003036i,-0.0013602-0.0012412i,-0.0014527-0.0014755i,-0.0009772-0.00048845i,-0.00024049-4.9642e-05i,-0.00043333-0.00029348i,-0.00093643-0.0005385i,-0.00091563-0.00067527i,-0.00055899-0.00034914i,6.826e-05+0.0004228i,2.2633e-07+0.00033675i,-0.00051345+0.00020251i,0.00021008+0.00046536i,0.00086928+0.00058539i
0.0013068+0.01754i,-0.0014848+0.0070784i,-0.0041975+0.0023395i,-0.00445-0.0012063i,-0.0034789-0.0033568i,-0.0033604-0.0031744i,-0.0030875-0.002021i,-0.0017343-0.00065541i,-0.0010434+0.0011908i,-0.001523+0.0024319i,-0.0013815+0.0021186i,0.00023334+0.00094503i,0.001041+0.0001985i,0.00080571-0.00034042i,0.00079751+0.00019718i,-0.00011463+0.00079319i,-0.0017347+0.00062126i,-0.002041+0.00076382i,-0.0010428+0.00023481i,0.00031157-0.00015791i,0.00089485+0.00010883i,8.9598e-05+9.3097e-06i,-0.00059081+0.00024835i
0.022174+0.0042944i,0.011223+0.0035918i,0.0053737+0.0017928i,0.00038885-0.00083671i,-0.0033738-0.002046i,-0.0031828-0.00082531i,-0.0014939+0.0010866i,-0.00053022+0.0015727i,8.6066e-05+0.0012219i,2.2119e-05+0.0011226i,0.00046102+0.0012605i,8.8031e-05+0.00046821i,-0.00070767-0.00050343i,-0.00050175-0.0007207i,-0.00041261-0.0007099i,-0.00061962-0.00030668i,-0.00045047-0.00074267i,-0.00026371-0.00074322i,0.0002512+9.168e-05i,0.0005609+0.00010424i,0.00017502+0.00011188i,7.2135e-05+0.00056561i,0.000578+0.0004607i
0.0098463-0.021375i,0.0072996-0.012195i,0.0050656-0.0069866i,0.0018286-0.0020645i,-0.00080328+0.00072114i,-0.0012573+0.0013493i,0.00057805+0.0014538i,0.0024745+0.00039265i,0.0030716-0.0011877i,0.0023476-0.0014177i,0.0011407-0.00059209i,0.00029355-0.00049612i,-0.0005097-0.00056925i,-0.00068002-0.00040407i,-0.00049065-0.0002305i,-0.00061971+0.00033347i,-0.00041829+0.00055162i,0.00019535-0.00019594i,0.0010376-0.0007543i,0.0012328-0.00071538i,0.00037957+5.2416e-05i,-0.00057456-0.00016948i,-0.0012749-0.00094062i
-0.019572-0.0082475i,-0.0086077-0.007232i,-0.0024576-0.0077522i,0.00087143-0.0058817i,0.0035442-0.0032573i,0.0043631-0.0013725i,0.002875-0.001293i,0.0015142-0.0023114i,0.00038638-0.0019606i,2.8302e-05-0.0014896i,0.00036855-0.0016591i,-0.0001967-0.0013704i,-0.00037474-0.00044332i,0.0001889+0.00023396i,0.00023404+0.00030542i,0.00027507+0.00040167i,0.00041473+0.00056847i,-0.00032969-8.111e-05i,-0.0010263-0.00014815i,-0.00041454+0.00081062i,-0.00042589+0.0013749i,-0.00080176+0.00072745i,-0.00076622+6.8699e-05i
-0.010269+0.01443i,-0.0072772+0.0041709i,-0.0051007-0.0026175i,-0.0024441-0.005737i,-0.0009995-0.0066679i,-0.00025216-0.0056808i,0.00022444-0.0035415i,-0.00048583-0.0024086i,-0.00088144-0.0018484i,-0.0011061-0.00081512i,-0.0017838-0.00064156i,-0.0016799-0.00077864i,-0.00051328-0.00010651i,0.000395+3.4289e-05i,-6.9315e-05-0.0010285i,3.8236e-05-0.0015355i,0.0003135-0.00084997i,3.477e-05-0.00019687i,9.5546e-05+0.00022593i,0.00024604+0.0001751i,0.00052109-0.00040717i,0.00060291-0.0009013i,8.8278e-05-0.0014253i
0.013939+0.015154i,0.0041414+0.0091457i,-0.0012276+0.0046973i,-0.0037329+0.00028411i,-0.0048833-0.0012832i,-0.0045226-0.0010551i,-0.0037898+0.00034215i,-0.0026171+0.0013306i,-0.00070904+0.0016064i,0.00031568+0.0019185i,-0.001158+0.0018897i,-0.0018041+0.0007436i,-0.00085758-0.00065289i,4.6133e-05-0.00023969i,0.00029884+0.00046642i,8.3987e-05+0.00017587i,2.7664e-06-0.0003041i,-0.00021554-0.00040641i,-0.00030431-0.00051241i,-0.00057288-0.00034405i,-0.00072429-0.00056121i,-2.6452e-05-0.00067317i,0.0011685+1.3496e-05i
0.015829-0.015521i,0.0087972-0.006428i,0.0049111-0.00091225i,0.00058342+0.00092322i,-0.0022041+0.0023217i,-0.0025502+0.0037276i,-0.00057218+0.0030785i,0.0014771+0.0011807i,0.0014506+0.00027532i,0.0016229+0.00057224i,0.0025622+0.00047363i,0.0015937+3.3195e-05i,-3.8397e-06-0.00076427i,-0.00096716-0.0009726i,-0.00066671-0.00052111i,0.00024356-0.00049855i,0.00025185-0.00053291i,0.00055692-0.0007373i,0.00026145-0.0011269i,-0.00030132-0.0005259i,-2.1744e-05-0.00010732i,-0.00011281-0.00023361i,0.00014854-0.00040284i
-0.012536-0.017421i,-0.00301-0.0099803i,0.0022758-0.0065901i,0.002877-0.0014892i,0.0022258+0.0029131i,0.0036136+0.003573i,0.0045222+0.0019511i,0.0035731+0.00045213i,0.0021635-0.00043147i,0.0010871-0.00055111i,0.0008946-0.00080875i,0.0006237-0.00089038i,-7.2966e-05-6.3124e-05i,-0.00081071+0.00051726i,-0.00085094+0.00034043i,-0.00073966+6.0354e-05i,-0.00029241-2.7502e-05i,0.00014369+4.9723e-05i,7.1169e-05+2.2479e-05i,-0.00034687+6.9504e-05i,-0.00022114-0.00014799i,-4.2297e-05-1.3893e-05i,-0.00058501+0.00075267i
-0.02093+0.0082047i,-0.011067-0.0004833i,-0.0056665-0.0058422i,-0.00044481-0.0064865i,0.004249-0.0048411i,0.0051969-0.0030282i,0.0030625-0.0033221i,0.000836-0.0033011i,-0.00041945-0.0020822i,-0.00083992-0.0012519i,-0.00089518-0.00097945i,-0.00033412+4.7268e-05i,0.00020401+0.0009452i,0.00015488+0.00032184i,-0.00014859+0.00015513i,-0.00029308-0.00024239i,-0.00067782-0.00077533i,-0.0010448-0.00032683i,-0.0011544-0.00011935i,-0.00094786-0.0003058i,-2.8533e-05-0.00050305i,0.00053884+0.00016288i,0.00056039+0.00049753i
0.0074636+0.021591i,0.001033+0.0083236i,-0.0031148+0.0002885i,-0.0033509-0.0054014i,-0.0037215-0.0078826i,-0.0044997-0.0069853i,-0.0037767-0.0038924i,-0.0028596-0.0013679i,-0.0014973-0.00035345i,-0.00035124+2.1336e-05i,0.00018606-2.0422e-05i,0.00012959-0.00012971i,-0.00084295+0.00035033i,-0.0014636+2.8637e-05i,-0.00084843-0.00052524i,9.2339e-05-0.00049534i,-0.00019285+0.00035385i,-0.0008373+0.0014883i,-0.00077799+0.0011711i,-0.00033863+0.0002733i,0.00038054-0.00058366i,0.00030033-0.00073996i,0.0003872+0.00029269i
0.022796-0.0020705i,0.010702+0.0015608i,0.0030304+0.0031085i,-0.0031517+0.0010458i,-0.0073729-6.9689e-05i,-0.0071269+0.0013695i,-0.0039419+0.0022131i,-0.00055654+0.0021108i,0.0010901+0.00098359i,0.00062495+0.00029637i,-0.00062024-0.00015471i,-0.00074496-0.00061019i,-0.00040386-0.0007302i,-0.00059708-0.00061719i,-0.00048538-0.0003393i,-4.3585e-07-0.00044916i,0.00065355-3.1874e-05i,0.0012423+0.00010993i,0.0010135+1.966e-06i,0.00048026+0.00043534i,2.2545e-05+5.7372e-05i,-0.00055774-0.00048697i,-0.0008094-0.00052415i
-0.00062125-0.026105i,0.001798-0.01214i,0.0031-0.005079i,-6.0357e-05-0.00028673i,-0.0015756+0.003976i,-0.00036282+0.0053033i,0.0017334+0.0042585i,0.0034047+0.0029346i,0.0029253+0.001144i,0.0017462-8.2802e-05i,0.0010188+0.00021836i,0.00037068+0.00023869i,0.00043482-0.0006837i,0.0006608-0.0012225i,0.0007848-0.00091444i,2.2441e-05-3.8589e-06i,-0.000262+0.00011593i,0.00042614-0.00038403i,0.00042572-0.00027934i,0.00040282+0.00066944i,0.00097893+0.00044886i,0.0011086-0.00039075i,0.00019438+5.7627e-05i
-0.023036-0.0015914i,-0.0082544-0.003595i,0.00020516-0.0059799i,0.0034469-0.0033939i,0.0041052+1.4774e-05i,0.0039985+0.00095506i,0.003243-0.00025975i,0.0017739-0.00077108i,0.00065056+3.6786e-06i,0.0011951+0.00069274i,0.001467+0.00075813i,0.00071714+0.00057077i,3.0269e-07+0.00026701i,0.00023896-0.00055663i,0.00043717-0.0012079i,0.00053894-5.8944e-05i,-7.7793e-05+0.0011499i,-0.00045378+6.3001e-05i,0.00023818-0.00042912i,0.00055291+0.00061322i,0.0006013+0.0011837i,0.00030861+0.00036871i,-7.7835e-05-0.00021949i
-0.004622+0.024412i,-0.0023644+0.0082894i,-0.0026817-0.0028933i,-0.00041148-0.0076087i,0.0025214-0.0084755i,0.0023876-0.0071113i,0.0010707-0.0044788i,0.00034056-0.0017801i,0.00050934-0.0011399i,0.0012598-0.0010011i,0.00080075-0.00059271i,-5.9934e-05-0.00078345i,-0.0002053-0.00053947i,-0.00031184+4.8696e-06i,-0.00038059+0.00015948i,0.00011866-0.00016185i,0.00052167-0.00022499i,0.00024016+0.00053347i,0.00033816+0.00080373i,0.0010245-0.00013677i,0.0015885-0.00037999i,0.0018894+0.00035558i,0.0015407+0.0001952i
0.025328+0.0044261i,0.009434+1.058e-05i,-0.00026742-0.0019909i,-0.0052539-0.0046026i,-0.0076438-0.0056709i,-0.0065234-0.0039758i,-0.0035864-0.001099i,-0.0018855+0.00014183i,-0.0010647-0.00032513i,-0.0011432-0.00052701i,-0.0018201-0.00046702i,-0.0014576-0.00048978i,-0.001075-0.00019553i,-0.00048599-2.0963e-05i,-0.00023091-0.00052097i,-0.0011699-0.000892i,-0.00094884-0.00024693i,-8.1459e-05+0.00019336i,-4.433e-05+0.00053756i,-0.00042885+0.00063856i,-0.00045259-4.5852e-05i,-0.00022647+1.7625e-05i,-0.00042924-0.00039383i
0.0094469-0.022157i,0.0030682-0.0090278i,0.001034-0.0012078i,-0.0028085+0.0018253i,-0.0058979+0.0030919i,-0.0050558+0.0045097i,-0.0020391+0.0043483i,0.00015695+0.0018659i,-0.00019921+0.00013791i,-0.0014394+0.00028726i,-0.001317+0.00065853i,-0.00026476+0.00061717i,0.00071241+0.00075443i,0.00069703+0.00060164i,-2.3443e-05+0.00044767i,-0.00015412+0.00051673i,0.00065232-0.00011518i,0.0010331-0.00047493i,0.00023156-0.00014051i,-0.0002852+0.00017957i,0.00044011+0.00035793i,0.00038939+0.00082372i,-0.00043052+0.00037301i
-0.022135-0.014048i,-0.0085112-0.0064004i,0.0010534-0.0041252i,0.0038826+0.00091522i,0.0043699+0.0052779i,0.0044927+0.004987i,0.0032211+0.002437i,0.0016867+0.00050021i,0.00053284+0.00080108i,0.00058704+0.0013273i,0.0020278+0.00064297i,0.001849-0.00018591i,0.0002346-0.00032187i,-0.00019927-0.00048939i,-0.00013946-0.00044687i,-0.00018986+0.00010678i,0.00021015+0.00020537i,0.00025079+0.00017188i,0.0001108+0.00020025i,0.00045449+0.00020842i,0.00067085-2.9852e-05i,0.00016326-0.00040284i,-0.00061157+2.9967e-05i
-0.017056+0.01839i,-0.005276+0.0051642i,-0.0013171-0.0027351i,0.0031893-0.0041057i,0.0065367-0.0044731i,0.0057709-0.0041645i,0.0028083-0.0029313i,0.0011306-0.0015122i,0.0012717-0.0010385i,0.0017309-0.00052354i,0.0014154-0.00055105i,0.00071751-0.0018593i,-0.00011444-0.0019509i,-0.0005669-0.0015604i,-0.00072269-0.0015066i,-0.00096832-0.00039345i,-0.00065347+0.0004943i,-0.00013344-6.6337e-05i,-0.00028066-0.00060573i,-0.00016736-4.5959e-05i,0.00040289+0.00060033i,0.00015583+0.00043273i,0.00032767+0.00034754i
0.016477+0.018387i,0.0066501+0.0048841i,0.00015675-0.0021131i,-0.001546-0.0085935i,-0.0029925-0.0106i,-0.0034406-0.0074863i,-0.0020265-0.0037867i,-0.0008643-0.00092909i,0.00031343-2.7668e-06i,0.0013204-0.00059662i,0.00022723-0.0007897i,-0.00067493-0.00044121i,-0.0011465+3.2342e-05i,-0.0013921+0.00010921i,-0.00067636-0.00025981i,-0.00051582-0.00037851i,-0.00053918+7.8395e-05i,4.2215e-05+8.6495e-05i,0.00046839-0.00066886i,-0.00021092-0.0007961i,-0.00083806-0.00041948i,5.8686e-05-0.00023669i,0.00071278-0.00073531i
0.022325-0.016725i,0.0079093-0.0087781i,0.0017808-0.0027304i,-0.0034924-0.0011877i,-0.0075208-0.00069715i,-0.0067269+0.00021362i,-0.0029525+0.0016788i,8.2736e-05+0.001451i,0.0002427-0.00022307i,-0.00057732-0.0005144i,-0.00038085+0.00033429i,-0.00019396+0.0011568i,0.00068923+0.00055023i,0.0012817+0.0008886i,0.00035017+0.0010519i,-0.00060995+0.00023429i,-0.00074376+0.00089167i,0.00013223+0.0016655i,0.00071921+0.00091728i,0.00040532+0.00072973i,0.00041819+0.00094843i,5.7398e-05+5.2083e-05i,-0.00035928-0.00023528i
-0.01216-0.022756i,-0.0059531-0.008238i,-0.00058618-0.0028805i,-0.0014655+0.0012316i,-0.0017874+0.0047521i,0.00018416+0.0054203i,0.001598+0.0035368i,0.0018666+0.001399i,0.0011771+0.0011894i,0.00070261+0.0016391i,0.0007443+0.0016143i,0.00067687+0.0016094i,0.00037919+0.0013499i,0.00038009+6.1492e-05i,0.00065707-0.00054217i,0.00032133-0.00055392i,8.7547e-05-0.00039787i,0.00025078+2.221e-05i,-2.867e-05+0.00020632i,0.00017294+0.00023891i,0.00048211-0.00014625i,0.00046896-0.00017979i,0.00033423+0.00026643i
-0.022311+0.0072434i,-0.0076117+0.0015208i,-0.00074115-0.0036421i,0.0030797-0.0024672i,0.0049133-0.0011105i,0.0051321-0.00057655i,0.0036676-0.00077986i,0.0018811-0.0011348i,0.0012252-0.00041039i,0.00087881+0.00049267i,0.0011279+0.00036355i,0.00069624-0.00092786i,-0.00054486-0.001699i,-0.00030632-0.0016832i,0.00030002-0.00085491i,-0.00024898-0.00050016i,-0.00039192-0.00093747i,0.00064823-0.0010101i,0.00070751-0.00092284i,0.00024166-0.00079351i,0.00033836-0.00058079i,0.00083082-0.0005485i,0.00075014-0.00038113i
0.0063221+0.026333i,0.0041933+0.0087882i,0.0003603-0.00099358i,0.00080869-0.0070224i,0.001676-0.0091573i,0.001221-0.0078061i,-1.2834e-05-0.0039572i,-0.00047342-0.0001649i,5.7189e-05+0.00025312i,0.001065-0.00047933i,0.00077886-0.0011272i,-0.00030952-0.00094754i,-0.0012674+0.00039671i,-0.0016268+0.0006783i,-0.0014935+0.00033637i,-0.0016803-4.8473e-05i,-0.00094723+3.6635e-05i,0.00010176+0.00042716i,0.00013975+0.00029867i,-8.6778e-05-8.0977e-05i,-0.00071816+6.5485e-05i,-0.00066207+2.3692e-05i,0.00046824+0.00036756i
