-0.0023213-0.0001816i,-0.0019121-0.0023235i,-0.0012736-0.001195i,-0.00031484+0.00087287i,-0.00012766+0.0019605i,0.00046586+0.0012471i,0.00069286+0.00046808i,0.0013146+0.0014126i,0.0021022+0.0021529i,0.0015076+0.0015165i,0.00092436-2.3536e-05i,0.00069527-0.0006827i,-0.00066595-0.00084919i,-0.00077795-0.0011913i,-0.00047336-0.0011256i,-0.00029058-0.00017289i,-2.6062e-06+0.00043621i,-7.5663e-05-0.00019285i,0.00020357-0.0008652i,0.00017127-0.00079029i,0.00018289-0.00030165i,0.00097821-0.00027051i,0.00047933-7.4386e-05i
0.0006311-0.0017854i,0.0017366-0.0029383i,-0.00010477-0.0022954i,-0.00041626+0.0016581i,0.001607+0.0037506i,0.0029644+0.0010776i,-1.2213e-05-0.00055114i,-0.0037357+0.0010349i,-0.0031152+0.0025586i,-0.0011947+0.0032131i,0.001222+0.0028933i,0.0032711+0.0015809i,0.0029676+0.00022444i,0.0024633-3.1347e-05i,0.0023244-0.00035995i,0.0014036-0.00077924i,0.0003043+2.5091e-05i,-0.00049585+0.0012559i,2.8282e-06+0.00082492i,0.0012829+6.1474e-05i,0.00099756-0.00014507i,0.00075341-0.00023847i,0.00090888-9.3425e-05i
0.0045195+0.0070905i,-0.00028493+0.0091423i,0.010736+0.0070724i,0.015375+0.0017994i,0.01298-0.0045883i,0.0026034-0.0094542i,-0.0057027-0.004489i,-0.0046763+0.0044819i,0.00080255+0.0082851i,0.0051382+0.0058663i,0.0041437+0.00188i,0.0010825-0.00075181i,0.00045425-0.00064596i,0.0011115+0.0015283i,0.0024792+0.0027716i,0.0032496+0.0017878i,0.002413+0.00015483i,0.00069688-0.00031978i,-0.0010399+8.8616e-05i,-0.00049631-0.00071141i,0.0004868-0.0015733i,-0.00039598-0.0011315i,-0.00070536-0.00064154i
-0.0022498+0.00087354i,-0.0022556+0.00061919i,-0.0011898-0.0010142i,0.0011472-0.0034513i,0.004468-0.0042671i,0.002919-0.0035097i,-0.0013287-0.0011996i,-0.0012075+0.0029714i,0.0020781+0.0055449i,0.0037353+0.0034777i,0.0020329+0.00043938i,-6.8019e-05+8.599e-05i,-0.00062411+0.00042998i,-0.00013756-0.00052321i,0.0010375-0.0012984i,0.0015698-0.0016435i,0.00073096-0.0020272i,-0.00030591-0.0013427i,0.00048072-0.00081627i,0.001842-0.0006322i,0.00167-0.00029502i,0.00022146-0.00012527i,3.402e-05+5.4174e-06i
0.00054078+0.0012082i,-0.0010514+0.0029157i,-0.0013461+0.0061914i,-0.00077839+0.0071831i,0.00083987+0.0054467i,0.00045698+0.0024688i,-0.002208+0.0022244i,-0.0018011+0.0050526i,0.0016627+0.0052359i,0.0029905+0.0014484i,0.0015024-0.00096938i,-7.3239e-05+0.00032367i,-0.0010068+0.0013624i,-0.0012922+0.00068536i,-0.00044238-0.0014271i,0.00048598-0.0022233i,0.00088085-0.0015666i,0.00012004-0.0011509i,-0.00023665-0.00050964i,0.00045467-0.00016597i,0.00087855+0.00015642i,0.00056159+0.00033388i,9.8145e-05-0.00036978i
-0.00090858+0.0009331i,-0.0024353+0.00037744i,-0.00025021+0.00083158i,0.0023975+0.0016738i,0.0033733+0.00043184i,0.0011663-0.00014342i,-0.0014903+0.0019833i,-0.0033241+0.0024061i,-0.004128+0.00085543i,-0.0033808+0.00066974i,-0.0015879+0.0011559i,0.000122+0.0011841i,0.00085138+0.0017163i,7.5778e-05+0.0026819i,-0.0010165+0.0013975i,-0.0012988-0.00035936i,3.3435e-05-0.00042643i,0.00063689-2.0719e-05i,-0.00031308+0.00012827i,-0.00067123+1.3844e-07i,-0.00044406+0.00015872i,6.075e-05+0.00044338i,0.0007102+0.00054202i
0.0029833-0.0006833i,0.0027231-0.001359i,0.001132-0.0028694i,-0.00072965-0.00089488i,1.1232e-05+0.0017766i,0.0017722+0.001388i,0.00052861+0.0012818i,-0.002545+0.0034112i,-0.0034733+0.0047704i,-0.0021852+0.0044789i,-0.00016334+0.0031397i,0.0018422+0.0012413i,0.0028767+3.0005e-05i,0.0026189-0.00061373i,0.0013259-0.00096332i,-9.012e-05-0.00068881i,-0.00046267-6.2432e-05i,8.391e-05-0.00039364i,0.00044692+0.00023393i,0.00082966+0.0018782i,0.0009819+0.001866i,0.00095679+0.00075233i,0.0014298-0.00028948i
-0.00018686+0.0011313i,-1.2551e-06+0.0039811i,0.0027076+0.0051296i,0.0062025+0.003567i,0.0073326+0.00069127i,0.0036561-0.0017489i,-0.0006587-0.001517i,-0.0022823+0.0024096i,-0.0011091+0.0071181i,0.0019171+0.007585i,0.0031671+0.0043171i,0.0018824+0.00083131i,0.00059751-0.0017028i,0.001099-0.0024696i,0.0025214-0.0015318i,0.0023102-0.0004997i,0.0013886-0.00037931i,0.0010904-0.00065531i,0.00099053-6.5735e-05i,0.00092955+0.00016849i,0.00076793-0.00064569i,0.0006026-0.00072061i,5.8856e-05-9.2221e-05i
0.0019687-0.0015773i,-0.0011138-0.0013584i,-0.0020465-0.0018839i,-0.00029051-0.004173i,0.0012778-0.0064648i,0.00045721-0.0056926i,-0.00099048-0.0018695i,0.00059358+0.0022418i,0.0041592+0.00405i,0.0060184+0.0032639i,0.0039111+0.00097943i,0.00023329-0.00022129i,-0.0014896-0.00098159i,-0.00030154-0.0016566i,0.002273-0.0021684i,0.0027559-0.0025828i,0.0010126-0.0021941i,-0.0003149-0.0013437i,-0.00045141-0.0010703i,-5.0715e-05-0.0010522i,-0.00010322-0.00076661i,-0.00084528-0.0003738i,-0.0011824-0.00047343i
0.0014674+0.00030292i,0.0005102+0.00040749i,-0.00066517+0.00090816i,-0.0021847+0.0028209i,-0.0020167+0.0036673i,-0.0016107+0.0021183i,-0.0022708+0.0013766i,-0.00082227+0.00047039i,0.0026492-0.001555i,0.002293-0.0036002i,-0.0003659-0.0037105i,-0.0011193-0.0010079i,-0.00012827+0.00076055i,0.00035455+0.00071671i,0.00021032+0.0004454i,0.00058789-0.00014392i,0.0014151-7.1955e-05i,0.0019078-6.3749e-05i,0.0013271-0.00034604i,0.00020066-7.0918e-05i,0.00016982+0.00014624i,-1.7823e-05+0.0006136i,-0.00042732+0.00056861i
4.531e-05+0.0018307i,-0.00048139+0.0040246i,-8.2766e-05+0.0051226i,0.0017202+0.0050992i,0.0018858+0.0038601i,-0.00024394+0.001518i,-0.0021402+0.00090206i,-0.0038533+0.0016094i,-0.0056788+0.00078784i,-0.0054288-0.00022842i,-0.0029983-0.00013688i,-0.00099056+0.00079811i,0.00027501+0.0025666i,0.00064833+0.0034198i,-0.00026716+0.0023796i,-0.00079273+0.00096725i,2.1115e-05+0.00043727i,0.00049008+0.00017079i,-6.3265e-05+0.0010244i,-4.6251e-05+0.0015445i,0.00041726+0.00072644i,0.00063207-0.00019624i,0.0011539-0.00024879i
-0.00046147-0.0011573i,-0.00050994-0.0021238i,0.00083207-0.0022472i,0.0028964-0.00030744i,0.0044515+0.0011767i,0.0038554+0.00028233i,-0.00044308-0.00012352i,-0.0051698+0.0026863i,-0.00735+0.0065715i,-0.0063224+0.0078287i,-0.0025591+0.0056884i,0.00051271+0.002374i,0.0018729+0.00043049i,0.0019581+0.000249i,0.00078731+0.00037259i,-0.00052177-4.6107e-05i,-0.00027936-0.00054738i,0.00089116-0.00010517i,0.00086437+0.00053942i,0.00094883+0.00057603i,0.00092953+0.0003573i,0.00084138+0.00045739i,0.00096703+0.00027179i
-0.00031678-0.00065693i,0.00043624-0.00095479i,0.001322-0.0011332i,0.0020749-0.0016842i,0.0029125-0.0022132i,0.0031946-0.0012577i,0.0011857+0.00035319i,-0.00096248+0.003731i,0.00026638+0.0081381i,0.0022081+0.0096264i,0.0027065+0.0064974i,0.0025396+0.0020282i,0.0016601-0.00020975i,0.0012838-0.0008373i,0.0013518-0.0015714i,0.00078065-0.0017164i,0.00071365-0.0017417i,0.0010785-0.00076794i,0.00083758-0.00030278i,0.00089991-9.7789e-05i,0.00039521+0.00078581i,-0.00045966+0.0011387i,-0.00081811+0.00051951i
-0.00087122+0.0030085i,-0.0030737+0.003302i,-0.0025339+0.004746i,0.00068116+0.0043456i,0.0047532+0.00049864i,0.0042899-0.0025583i,0.0003461-0.0015259i,0.00050958+0.0009268i,0.0047566+0.0022413i,0.0068087+0.0018505i,0.0045718+0.0010131i,0.0010911+0.00030698i,-0.00079901-0.00041206i,-0.00024914-0.00041786i,0.0011614-0.0010639i,0.0016659-0.0020724i,0.0012162-0.0014917i,0.00065792-0.00030428i,-0.00040455+0.00045444i,-0.00062178+5.914e-05i,-8.5565e-05-0.00092486i,-0.00018341-0.00094943i,-0.00019002-0.00082041i
0.0013204-0.0017281i,0.00065922-0.00038321i,0.0001581-5.7589e-05i,-3.8052e-05+0.0012956i,-0.0010877+0.001492i,-0.0027867+0.00062479i,-0.0035424+0.0006408i,-0.0015848-0.00024857i,0.0017642-0.0036523i,0.0031166-0.0062156i,0.0017306-0.0042251i,0.00025921-0.0010923i,6.0924e-05-8.1912e-05i,0.00054543-0.00068688i,0.00076666-0.0020819i,0.00086459-0.0021967i,0.0006884-0.0010058i,-0.00020793+4.7372e-06i,-0.00061594+0.0001538i,0.00035584+0.00012819i,0.00074747-0.00034787i,0.00051484-0.00068917i,0.00025723-0.00023203i
-0.00052771+0.0014274i,-0.00051143+0.00024107i,-0.00011387+0.00092689i,-0.00046932+0.001496i,0.00027148+0.00046058i,8.9929e-05-0.0018797i,-0.002603-0.0013559i,-0.0053291+0.0019193i,-0.0054637+0.0021359i,-0.0042584-0.00039916i,-0.0032474-0.0012563i,-0.0013938-0.00035425i,0.00016927-0.00028982i,0.00044268-0.00017785i,0.00017885+0.00032795i,0.00019105+0.00029652i,0.00063429+0.000165i,0.00019778+8.3354e-05i,-0.00014782+0.00089818i,0.00063373+0.001143i,0.0014312+3.486e-05i,0.0020454-0.00053127i,0.0019065-0.0003304i
-0.0020045+0.00064866i,-0.001166+0.0020312i,0.0013262+0.0053021i,0.0059644+0.0059823i,0.009076+0.0037254i,0.0067575+0.00044503i,0.0014303+0.0009015i,-0.002792+0.0055661i,-0.0053771+0.0089726i,-0.0052423+0.0080411i,-0.0023879+0.0050384i,-5.5288e-05+0.0029325i,8.2408e-05+0.0018731i,0.0001768+0.00093208i,0.00014643+0.0016125i,-0.00053815+0.0018971i,-0.00089039+0.00015708i,-0.00053854-0.0011895i,0.00028499-0.001093i,0.0010495+0.00021967i,0.00094147+0.00028357i,0.00010396-0.00019835i,-0.00077052-0.00025605i
0.00043417-0.0014562i,-0.00072657-0.003266i,-0.00093385-0.0052212i,0.0018996-0.00602i,0.0053318-0.006608i,0.0051078-0.0059729i,0.0024645-0.0025834i,0.0013212+0.002342i,0.0020098+0.007575i,0.0034187+0.0098121i,0.0032312+0.0080218i,0.0018633+0.0045578i,0.00080657+0.0013742i,0.00075773-0.0001094i,0.0014055+0.00019325i,0.0011971-0.00012299i,0.00045041-0.00094233i,0.00015201-0.0012798i,5.0089e-05-0.00097517i,-7.0365e-05+0.00043667i,0.00031659+0.0015434i,0.00033047+0.00074419i,0.00026495-0.00016378i
-0.00048084+0.0010683i,0.00019877+0.0033288i,-0.0017602+0.0048914i,-0.0039591+0.0053488i,-0.0036575+0.003865i,-0.0013773+0.0018466i,-0.00089233+3.4154e-05i,-0.00066737-0.00070045i,0.0022701+8.689e-05i,0.0053305+0.0011502i,0.0052259+0.0022647i,0.0035416+0.002065i,0.0017906+0.00062998i,0.00099242-0.00084939i,0.0011063-0.0024497i,0.00034821-0.002843i,-0.00018888-0.0016565i,0.00013194+8.3103e-05i,2.6302e-05+0.00067034i,-0.00016298+0.00061435i,4.5856e-05+0.00075781i,8.2446e-05+0.00021057i,8.9931e-05-0.00096446i
0.00068622-0.0010328i,-0.0016727-0.001377i,-0.0034354-0.00049621i,-0.0034303+0.0041799i,-0.0025306+0.0063454i,-0.0041884+0.0034567i,-0.0067312+0.0020886i,-0.0057722+0.0012298i,-0.002325-0.0015554i,-0.00012757-0.0037003i,0.00094637-0.0033011i,0.0009873-0.0017021i,0.00099272-4.3028e-05i,0.0015008-5.2993e-05i,0.00072219-0.0016951i,-0.00017772-0.0022158i,-1.9238e-05-0.0014544i,0.00063883-0.00048833i,0.0011232+0.0002778i,0.0010836+0.0002282i,0.00020844-0.00055056i,-0.00039008-0.00074636i,-0.00012841-0.00077159i
0.0014672+0.00057448i,0.0044046+0.00022122i,0.0081383+0.0013501i,0.010485+0.0034671i,0.009371+0.0051315i,0.0032229+0.0046776i,-0.0028412+0.0041302i,-0.0058093+0.0052442i,-0.0067357+0.0050438i,-0.0048211+0.0021977i,-0.0023899-0.00054914i,-0.0011442-0.0013426i,0.00029403-0.0013423i,0.0011032-0.00080873i,0.00046394+0.00047317i,0.00021469+0.00052377i,0.00076463+5.2749e-05i,0.00093853+2.0348e-05i,0.00085545-0.00015097i,0.00064717-0.00063193i,0.0005202-0.0011595i,0.00039858-0.0012352i,-5.4405e-06-0.0012017i
-0.0031027+0.0018746i,-0.0036342+0.0010216i,-0.0042868+0.00087333i,-0.00042512-0.00024247i,0.0039368-0.0034081i,0.0042694-0.0055002i,0.0028308-0.0030316i,0.0010804+0.0039671i,-0.00064878+0.0090707i,-0.0011476+0.0074975i,-0.00098618+0.0034112i,-0.00060478+0.00088948i,0.00024524+5.7878e-06i,0.0010015-0.00038566i,0.00094859-0.00022965i,0.0010485+0.00026179i,0.00092766-8.0873e-05i,-8.6324e-05-0.00082502i,0.00055764-0.00098777i,0.0017617-0.00064323i,0.0021434+0.00011415i,0.0012662+0.00073753i,-0.00022766-0.00053205i
-0.00058179-0.00065825i,3.8617e-05-0.0022169i,0.00099605-0.0030302i,0.0022568-0.0039033i,0.0042213-0.0054808i,0.0066228-0.0067372i,0.0056987-0.005329i,0.0044477+0.00035318i,0.0049006+0.0052689i,0.0045584+0.0051984i,0.0034696+0.0027912i,0.002407+0.001554i,0.001567+0.00075248i,0.0010684+0.00054386i,0.00025218-8.8512e-07i,6.8903e-05-0.00042747i,-0.00013055-7.1684e-05i,0.00013203+0.00029854i,0.00041894+0.00083039i,-0.00021696+0.00082408i,-0.00012189+0.0008497i,0.00047744+0.00073214i,0.00084604-0.0002759i
-0.00098444+0.0013665i,-0.0016751+0.0037061i,-0.0029547+0.0054334i,-0.0043603+0.0056592i,-0.0037978+0.003255i,-0.0030426-0.0014387i,-0.003359-0.0038924i,-0.0018721-0.0030357i,0.0011026-0.001414i,0.0032978+0.00054968i,0.0044121+0.0019214i,0.0040809+0.0015163i,0.003059+0.0013264i,0.0022279+0.0010804i,0.0013773-0.00033307i,0.00056335-0.001514i,4.3906e-05-0.0015807i,-4.6915e-05-0.0010529i,0.00048571+0.00042264i,0.00071497+0.0010197i,0.00045762+0.00066934i,0.00064682+0.00059742i,0.0014113-0.0002094i
-0.001147+0.0011005i,-0.00077498+0.00024583i,0.0017298+0.0024828i,0.0045831+0.0066648i,0.0056403+0.009145i,0.0020113+0.0094636i,-0.0046315+0.0072393i,-0.0084396+0.0036979i,-0.0066224+0.0012687i,-0.002689+0.0016052i,0.00023557+0.001964i,0.0019978+0.00041543i,0.0025731+6.4559e-05i,0.0026111+0.00047583i,0.0019165-0.00087218i,0.0013205-0.0019377i,0.0014824-0.0013827i,0.0017403-5.4879e-05i,0.00083309+0.0012167i,0.00024315+0.00074151i,0.0011986+4.6132e-05i,0.00089737-0.0004364i,-0.00016704-0.00073561i
0.0013348-0.00013448i,0.0014632-1.2566e-05i,0.0023937+0.0013102i,0.0053413+0.0042935i,0.0055339+0.0065075i,0.00053655+0.0072636i,-0.005406+0.0083918i,-0.0075255+0.0096954i,-0.0062464+0.0084226i,-0.0035963+0.0049171i,-0.0021699+0.0021999i,-0.0016729+0.00058797i,-1.8485e-05-0.0010842i,0.00131-0.0014291i,0.0017434-0.00079412i,0.0013686-0.00027658i,0.0012767+0.00038334i,0.00071618+0.00085385i,0.00013375+0.0010341i,0.00018991+0.00066596i,0.00051059-0.00019358i,0.00117-0.0010452i,0.00072076-0.0013794i
0.00033286+0.0003376i,0.00060756-9.4801e-05i,0.0021348-0.0019476i,0.005355-0.005356i,0.0072387-0.0064547i,0.0054188-0.0045002i,0.0019364-2.2508e-05i,0.00066569+0.0066946i,0.0015962+0.0091459i,0.00083556+0.004752i,-0.0010353+0.0010806i,-0.0016049+0.00064903i,-0.0014051+0.00033207i,-0.00057788+0.00028682i,0.00097934+0.00087849i,0.0016091+0.00082783i,0.0013078+0.00077416i,0.0011493+0.00059276i,0.00068876+9.7094e-05i,0.0004883+0.00026973i,0.00061744+0.00058638i,0.00057177+0.0004376i,0.00052388+7.7717e-05i
-0.00079968+0.00042986i,-0.0040227+0.00090637i,-0.0079244+0.001886i,-0.0092651-0.00037743i,-0.0065449-0.0076953i,-0.0024151-0.01328i,0.00068164-0.010886i,0.0032693-0.003146i,0.0050236+0.0018824i,0.0034819+0.0017919i,0.0014171+0.00044462i,0.00095612+0.00024614i,0.00096737+0.0011002i,0.00046763+0.0018257i,0.00083328+0.001476i,0.00095927-0.00031449i,0.00014709-0.0021173i,-0.00071142-0.002215i,-0.0009769-0.0015083i,-0.00068129-0.00046719i,0.00052441+0.00062814i,0.0018069+0.00097054i,0.0012435+0.00037158i
-0.00042472-0.00096177i,-0.0011178-0.0026247i,-0.0028597-0.0012937i,-0.0035061+0.0025447i,-0.0026549+0.0020912i,-0.00028316-0.0033197i,0.0011431-0.0058159i,0.00014251-0.0040555i,-0.00058403-0.00091593i,0.00016527+0.00083193i,0.0012113+0.0013013i,0.0014921+0.0014714i,0.001793+0.0018678i,0.0014986+0.0022437i,0.00022697+0.00075332i,-0.001238-0.0007413i,-0.0024759-0.00096142i,-0.0017747-0.00069152i,-0.0012651-0.00035625i,-0.00071042-0.00044047i,0.0008456-0.00031247i,0.0012043-0.00026748i,0.00089261-0.00057713i
0.0020747+0.0025168i,0.0026092+0.0052119i,0.004838+0.010198i,0.0062834+0.01463i,0.0061776+0.015738i,0.0029392+0.012225i,-0.002637+0.0073202i,-0.0069749+0.0041548i,-0.0063181+0.0036647i,-0.0018901+0.004116i,0.0014644+0.0030035i,0.0021252+0.0015487i,0.0016168+0.0010178i,0.0018339-0.00061545i,0.0013443-0.0020942i,-1.7418e-05-0.0020128i,6.5421e-05-0.0012562i,0.00066448-0.00063034i,0.000967+0.00016465i,0.0009484+0.00048651i,0.00018974+0.00039493i,-0.00051233+0.00022835i,-0.0001457+0.00014817i
-0.0018839-0.0017892i,-0.00054881-0.0034454i,0.0033529-0.0044817i,0.010561-0.0017513i,0.014578+0.0048533i,0.010516+0.010766i,0.001185+0.012301i,-0.0047989+0.010937i,-0.0038449+0.0099462i,-0.00014918+0.0086219i,0.0017885+0.0053313i,0.0015975+0.0022481i,0.0018756-0.00020115i,0.001619-0.0035476i,0.00097212-0.0043509i,0.00097947-0.0032581i,0.0019352-0.0016548i,0.0017602+0.00063412i,0.001089+0.0016325i,0.00065505+0.00075933i,0.0001306-0.0003141i,0.00098585-0.00015534i,0.00088686+6.5747e-05i
-0.00011086-0.00032784i,-0.0004678+0.0010346i,-0.0024195+0.00097959i,-0.0014983-0.0011251i,0.0015745-0.0036398i,0.00095358-0.0015285i,-0.002396+0.0035201i,-0.0018646+0.0072234i,0.0016168+0.0066975i,0.0032053+0.0036447i,0.0025583+0.0015466i,0.0012739+0.00028395i,0.00022291-0.0012427i,-5.4987e-05-0.0014896i,0.00062643-0.0012489i,0.002147-0.001474i,0.0030395-0.0010001i,0.002033+0.00029996i,0.00088797+0.00053165i,0.00058415+0.00025363i,0.00039371+5.9509e-05i,0.00049051-0.00047265i,0.0008061-0.00065213i
0.00047149+0.0012833i,-0.0022002+0.0012395i,-0.006034-0.0013139i,-0.011019-0.0056581i,-0.012223-0.011291i,-0.0090284-0.014175i,-0.005515-0.010745i,-0.0021122-0.0038417i,9.9168e-05-0.00021309i,0.00021525-0.0015359i,0.00014014-0.0021264i,0.00043657-0.0014845i,0.00070637-0.00067005i,0.0012065+0.0023319i,0.0019498+0.0027731i,0.0022134-0.00021641i,0.00098786-0.0016481i,-0.00032342-0.0014004i,9.9795e-05-0.0010918i,0.0010395-0.00080031i,0.001616-0.00076857i,0.0016624-0.0011449i,0.00093714-0.00085171i
0.0012132+0.00027971i,0.00048121+0.00076737i,-0.00053976+0.0049338i,-0.0021902+0.010647i,-0.0048215+0.0081755i,-0.0053434-0.0035247i,-0.0041004-0.009877i,-0.0039683-0.0064735i,-0.003817-0.00032912i,-0.0034897+0.00099249i,-0.0023439+3.0303e-05i,-0.001063-0.0010443i,0.00032394-0.00032496i,0.0023752+0.0024277i,0.0027002+0.0030268i,0.00050825+0.0018901i,-0.0015275-1.9104e-05i,-0.0025384-0.0011639i,-0.0030578-0.0003211i,-0.0019517+0.00014092i,-0.0006718+0.00037245i,-0.00032907+1.2192e-05i,0.00022196-0.00032992i
0.00095784+0.0010119i,0.0035544+0.0012034i,0.0091659+0.0031182i,0.017004+0.0065472i,0.020199+0.0093219i,0.014374+0.0064665i,0.0046605+0.0018058i,-0.0019579+0.002805i,-0.0031621+0.0074196i,-0.00090185+0.0081437i,0.0014441+0.0048844i,0.00078913+0.0028202i,0.00083537+0.0027835i,0.002221+0.0017438i,0.0015494+0.0008068i,-0.00045121+0.00051785i,-0.00067659+5.1866e-05i,-0.00039266+0.00018669i,-0.00029991+0.0002411i,-5.1806e-05+0.00013186i,-0.00065818+0.00045704i,-0.0014971+0.00061998i,-0.0011414+0.0004046i
9.0719e-05-0.00094702i,0.00040286-0.00026477i,0.0030777-0.00047213i,0.0098095-0.0027041i,0.017243-0.0020017i,0.015849+0.0043619i,0.0057404+0.0096815i,-0.00098339+0.010388i,0.00090223+0.0095901i,0.0048578+0.0087178i,0.0051644+0.0065209i,0.002752+0.0037324i,0.0015106+0.00041814i,0.0004406-0.0019684i,-0.00099992-0.0026243i,-0.0011231-0.0023357i,-0.00014013-0.0010458i,0.0014372+0.00078905i,0.0018978+0.0013884i,0.0013595+0.001206i,-0.0003276+0.00069744i,-0.0012306+0.00037766i,-0.00044036+0.00018429i
-0.0011757-0.0016475i,-0.0039576-0.0014937i,-0.0083824-0.0041082i,-0.0093138-0.0069797i,-0.0053391-0.0070084i,-0.00080248-0.00080311i,-0.00055883+0.0059193i,-0.00096439+0.0058172i,0.0018195+0.0025491i,0.0042131+0.00084976i,0.0041754+0.00064706i,0.0036247+8.2163e-05i,0.0011977-0.002471i,-0.0016249-0.0042792i,-0.0015191-0.0041602i,-0.00017951-0.0042631i,0.0016514-0.0031522i,0.0024081-0.0010183i,0.0021868-0.00022514i,0.0014605+0.00054639i,0.00079643+0.00052754i,0.0013181-0.00048016i,0.0015655-0.0011068i
0.00053343-0.00023657i,-0.00083747+0.0018971i,-0.0044564+0.0040833i,-0.012753+0.0066881i,-0.018497+0.0059591i,-0.018267+0.0020631i,-0.012874-8.6587e-05i,-0.0062669-0.00095965i,-0.0032863-0.0027561i,-0.0030924-0.0035596i,-0.001852-0.0028986i,-0.0003173-0.0028999i,-0.00030657-0.0021646i,0.00033488+0.00079336i,0.0015325+0.00078946i,0.0019848-0.0015754i,0.0010298-0.002129i,-0.00023765-0.0015013i,-0.0007644-0.0010775i,0.00061332-0.00097202i,0.0015482-0.0015884i,0.0010625-0.0016046i,0.00040822-0.00096037i
0.001608+0.0022033i,0.0021777+0.0032296i,0.0036786+0.007585i,0.0034433+0.013065i,-0.0006837+0.012282i,-0.0060265+0.0013507i,-0.0086032-0.0065056i,-0.0082126-0.0032274i,-0.0071033+0.0019725i,-0.00647+0.00278i,-0.0050491+0.00096872i,-0.0028169-0.00032102i,-0.00048073+0.00075754i,0.0025749+0.0028258i,0.0046822+0.0023091i,0.0036678+0.0011521i,0.00039204+0.0010232i,-0.0021514-0.00014365i,-0.0017539-0.00085695i,-0.00035276-0.00013907i,0.00041177+0.00067829i,0.0010002+0.00084236i,0.001767-0.00016262i
-0.001044+0.0002913i,0.0020724+0.00053301i,0.0085127+0.00066376i,0.018326+0.0013225i,0.02352-0.00016935i,0.01735-0.0041608i,0.0053566-0.0045828i,-0.0028086+0.001477i,-0.0041668+0.0092103i,-0.0024112+0.010711i,-0.0019411+0.0068544i,-0.0021582+0.0035165i,5.5867e-05+0.0021397i,0.0028303+0.0011912i,0.002423+0.00033997i,0.00089974+0.00076784i,-0.0005219+0.00085674i,-0.0006449+0.00074383i,-0.001058+0.0015333i,-0.0014704+0.0014314i,-0.00070685+0.0012523i,-0.0004966+0.0011724i,-0.00057006+0.0003124i
-0.0025227-0.00019471i,-0.0030573-0.0011013i,-0.002576-0.0037574i,0.0046099-0.010141i,0.015817-0.014202i,0.019462-0.0094656i,0.012275-0.00013131i,0.0045575+0.0070174i,0.0043908+0.010071i,0.007502+0.0099474i,0.0065435+0.0071964i,0.00304+0.0042583i,0.00074045+0.001793i,-0.00071653-0.0016434i,-0.0014267-0.0026029i,-0.0011218-0.0013355i,-0.00024382-0.00047087i,0.00023784+0.00051289i,0.00074108+0.0011631i,0.00032544+0.0013125i,-0.0010188+0.0021965i,-0.0011628+0.0017289i,-0.00047096+0.00038928i
0.0015196-0.0022289i,-0.0011258-0.0025479i,-0.006987-0.0037395i,-0.012876-0.0041761i,-0.01087-0.0027994i,-0.0015069+0.0010353i,0.0041762+0.0052748i,0.0044036+0.0048566i,0.0060842+0.0015401i,0.0086925-0.00057308i,0.0076706-0.00066825i,0.0039455-0.0009068i,0.00032954-0.0013819i,-0.0016362-0.0013282i,-0.0016383-0.0012735i,-0.0007459-0.0016322i,0.00041587-0.0017224i,0.00099834-0.0011911i,0.0008802-0.0010237i,0.0012329-0.00094023i,0.0016864-0.000516i,0.0011473-0.00035429i,0.00010257-0.00019677i
0.00095674+0.0010053i,0.00031709+0.0035875i,-0.0029691+0.0092002i,-0.010373+0.016748i,-0.017081+0.02054i,-0.015611+0.015123i,-0.0090389+0.0073167i,-0.0051044+0.00086416i,-0.0028177-0.0040692i,-0.0010373-0.0054093i,0.0002426-0.0038084i,0.0010032-0.0025678i,0.00012103-0.00047433i,0.00030337+0.001575i,0.0010852+0.0010126i,0.00035361-0.00041659i,-0.00025155-0.001472i,0.00059481-0.0020254i,0.0011959-0.0013761i,0.0016853-0.0011948i,0.002497-0.0011817i,0.0025308-0.0007427i,0.0013508-0.00053034i
-0.00012801+0.0011276i,0.0027184+0.0032001i,0.0075132+0.0098185i,0.013339+0.01882i,0.011588+0.021812i,0.00079019+0.01296i,-0.0092762+0.0032555i,-0.011732+0.00086822i,-0.011154+0.0016071i,-0.01043+0.0019544i,-0.0066688+0.0017412i,-0.0020842+0.00055491i,0.001243+0.00017367i,0.0037185+0.0010384i,0.0041006+0.0010545i,0.0026368+0.00026512i,0.0012012-0.0012171i,0.00098215-0.00103i,0.00098224-2.6937e-05i,0.0012519-0.00012354i,0.0022112-0.00052805i,0.0027306-0.00048083i,0.0023141-0.0003479i
0.00067334+0.0013223i,0.0010501+0.00034231i,0.00688-0.0034461i,0.016975-0.0099115i,0.021137-0.014998i,0.010878-0.014767i,-0.004081-0.0074095i,-0.010386+0.003913i,-0.0099683+0.012007i,-0.0074345+0.01237i,-0.0041342+0.0088584i,-0.00063254+0.0056136i,0.0022669+0.0027061i,0.0032938+0.00058332i,0.002051+2.0359e-05i,0.0011171-0.00023659i,0.00074087-0.00034384i,-0.00036336+0.0010645i,-0.00021317+0.0027763i,0.00023081+0.0027283i,0.0003557+0.0017734i,0.0014248+0.0014329i,0.0021496+0.00086281i
