-0.00096847+0.00039198i,0.00042337-0.00062614i,0.00065498-4.9004e-05i,0.00050988+0.00077971i,0.00028425+0.00037719i,-0.00025528+0.00030054i,-0.0015187+0.00083606i,-0.0010566+0.0014909i,0.00010775+0.0011982i,0.00012121+0.00035032i,0.00075476-0.00012591i,0.00051486+0.00035359i,-0.00035009+0.00081751i,-0.00013246+0.00013997i,0.00032623-0.00089891i,0.00037073-0.00055638i,0.0003017+0.00074051i,0.00031672+0.00068486i,0.00041351+0.00027616i,0.00047521+0.0004286i,-6.1926e-05+0.00084964i,-0.0010029+0.00069923i,-0.001126-0.00062765i
0.0012118+0.00023396i,0.0029148+0.0012098i,0.0030934+0.0022127i,0.0032725+0.0012739i,0.0017788+0.0010045i,-0.00041403+0.0020423i,-0.00052955+0.0035704i,0.0021029+0.0032648i,0.0035535+0.0010684i,0.0016558-0.00045527i,-0.00082924-1.9438e-05i,-0.0014543+0.00053027i,-0.0012598-0.00033123i,-0.0016204-0.0012012i,-0.0022898-0.001287i,-0.0015674+1.3078e-05i,-0.00048173+0.0017457i,-0.00042812+0.0029412i,-0.00059579+0.0034162i,0.00028322+0.0022879i,0.0013146+0.00035252i,0.00069272-0.0011839i,-0.0002505-0.0015517i
-0.0015849-0.00025158i,-0.002422-0.00031292i,-0.0027426-0.0016678i,-0.00074978-0.0023407i,0.00064016-0.0026822i,-0.00019725-0.0013718i,-0.00013008+0.0020244i,0.001744+0.0045004i,0.0030574+0.003921i,0.0033517+0.00093999i,0.0030748-0.00085064i,0.0021415-0.00076809i,0.00085226-0.00013585i,-0.00041274+0.00064342i,-0.00074413+0.0010681i,0.00082463+0.00010979i,0.0018958-0.0025904i,0.0016557-0.003928i,0.00084455-0.0034028i,-0.00045474-0.0021823i,-0.0013318-0.00065162i,-0.0010643+0.00023389i,-0.0005948+0.0008324i
0.00098398+0.00036875i,0.0014646-0.0010654i,0.0037176-0.0020941i,0.0051862-0.0026556i,0.0042502-0.0019243i,-0.00056668-0.00024173i,-0.0036809+0.0022022i,-0.0030518+0.004008i,-0.00057322+0.0039914i,0.0011473+0.0021925i,0.0010736+0.00040717i,0.00048625+4.4986e-07i,-0.00032375-4.2948e-05i,-0.0014455-0.00050673i,-0.0022274-0.00065965i,-0.0018751+8.3511e-05i,-0.0011437+0.0010897i,-0.00066861+0.0020053i,-0.0003516+0.0015751i,0.00027843+0.00096596i,0.00055801+0.00091906i,0.00071582-0.00038532i,0.00072157-0.0020729i
0.0014637+0.0012689i,0.0021443+0.00075668i,0.0043774+5.3815e-05i,0.0040844-0.0020174i,0.0023548-0.0032051i,0.00082556-0.0016609i,-0.0016367+0.00095411i,-0.0032783+0.0027873i,-0.0019346+0.0030147i,5.7694e-05+0.00198i,0.0015896+0.0015132i,0.0022419+0.0015461i,0.001927+0.0012774i,0.0018497+0.00086772i,0.0013624+0.00090581i,0.0011332+0.00037231i,0.0022954-0.00073945i,0.0033242-0.0012335i,0.0028487-0.0015219i,0.0012179-0.0018445i,-0.00050165-0.0015379i,-0.0018307-0.0007399i,-0.0018349+0.00040881i
0.00070495+0.0027634i,0.0013953+0.0039058i,0.0032504+0.0037814i,0.0038152+0.0013678i,0.0022931+2.4233e-06i,-0.00049331+0.00014281i,-0.0026341+0.001464i,-0.0037424+0.0016101i,-0.0033539+0.00069163i,-0.002265+0.00059028i,-0.00058198+0.00064765i,0.00041654+0.00084203i,0.00096447+0.00075159i,0.0019115-0.00043949i,0.0016772-0.0018412i,0.00069873-0.0015587i,-1.4512e-05-2.8205e-05i,-0.00070314+0.00073522i,-0.0014899+0.00057347i,-0.0010001+0.00025967i,0.00051693+0.00040229i,0.0013926+0.00053292i,0.0016114+0.00031869i
-0.0028788-0.0017185i,-0.0031087-0.0026042i,-0.0022205-0.0014636i,0.0015149-0.00055358i,0.0033777-0.00058833i,0.0020304-6.9501e-05i,0.00097397+0.00077696i,0.00035701-0.00066311i,-5.4549e-06-0.0024975i,-0.00063438-0.0028196i,-0.00048438-0.0010909i,0.00074229+0.0012151i,0.0008322+0.0017517i,0.00076123+0.0014611i,0.0012852+0.0013752i,0.0011392+0.0015913i,0.0010454+0.0014777i,0.001864+0.00063232i,0.0018252+4.5284e-05i,0.00041822+0.00011001i,-0.00092374+0.00083009i,-0.0018468+0.00079988i,-0.0020552+0.001484i
-0.00079701+0.00036851i,0.0006989-0.0007471i,0.0030833-0.00088318i,0.004552-0.00079368i,0.0036128-0.00085489i,0.00067174-0.00085417i,-0.00094119+0.00018118i,0.00060178+0.00012305i,0.00251-0.0016051i,0.0021336-0.0024002i,1.4485e-05-0.0023184i,-0.00092358-0.0015615i,-0.00019769-3.4424e-05i,0.00031285+0.00080755i,0.00013391+0.00038045i,8.4587e-07-0.00042889i,0.00024856-0.00069592i,0.00021121-0.0010456i,0.00020631-0.0017333i,0.00014886-0.0010254i,0.00090948+0.00043103i,0.0018253+0.00091592i,0.0013779+0.0002918i
0.00093963-0.00015618i,0.0020355-0.00066627i,0.0035053-0.0022111i,0.0037292-0.0035685i,0.002377-0.0031103i,0.0010801-0.0008741i,0.0008298+0.001844i,0.0024112+0.0031488i,0.0047955+0.0020462i,0.0041241-0.00027139i,0.0015088-0.00091173i,0.00012104-0.0001606i,-0.0008831+0.00038041i,-0.0020214+0.0011652i,-0.0015897+0.001919i,-0.0004972+0.0013178i,-0.00033833+0.00033499i,-0.00035358+0.00010427i,-0.00018626-0.00012755i,-0.00024151-0.00019274i,-0.0001027-7.6342e-05i,-3.074e-05-0.00031139i,-0.00032894+0.00010273i
-0.0010383+0.0013935i,9.6999e-05+0.002935i,0.001663+0.0051225i,0.0025025+0.004189i,0.0016594+0.0021652i,6.9807e-05+0.0011428i,-0.00049244+0.0023984i,0.0010775+0.0048902i,0.0028642+0.0045046i,0.0031159+0.0020031i,0.0026958+0.00061364i,0.0019894-0.00067358i,0.0012674-0.00082333i,0.00089207-0.00026286i,0.00043558-0.0010217i,3.488e-05-0.0010604i,0.00027949-0.00077287i,0.0014591-9.3137e-05i,0.0013712+0.00031595i,0.00028301-0.00023671i,0.00068153-6.8846e-05i,0.00093268+0.00016286i,0.00084714-4.8045e-05i
-0.00066852-0.0019636i,-0.00033434-0.0025094i,0.00030396-0.0025757i,0.002325-0.0021575i,0.0025212-0.0020716i,0.00030244-0.0010908i,-0.0015671+0.0016396i,-0.0025989+0.0044302i,-0.0018462+0.0050786i,-2.0139e-05+0.0041494i,0.00095228+0.0031828i,0.00104+0.0022841i,0.00083323+0.00087813i,0.00035397-0.00081993i,-0.00075668-0.00077305i,-0.0013425+0.00045895i,-0.0015456+0.00059498i,-0.0014693-0.00013007i,-0.0010714-0.00092665i,-0.00048205-0.001661i,-0.00018842-0.001543i,-0.00018509-0.0012369i,-0.0009365-0.00084634i
-0.00035245+0.0010542i,0.00091627+0.0013333i,0.0027349+0.0015638i,0.0025763+0.0014876i,0.0016797+0.00036365i,-0.0006846-0.00029011i,-0.0028568+0.0011932i,-0.0035213+0.0025076i,-0.0031347+0.002212i,-0.0019016+0.0015741i,-0.00049172+0.00059134i,0.00016126-0.00029656i,0.0011299+0.00049394i,0.0011468+0.0012839i,6.4085e-05+0.00065477i,0.0010156-0.00051453i,0.0027221-0.00032674i,0.0031308+0.0005741i,0.0022624+0.0013442i,0.00079626+0.0011465i,0.00063214+0.0004223i,0.0014835-2.3955e-05i,0.0014002+5.5435e-05i
0.0008948+0.00043415i,0.0018059-0.0013831i,0.0035817-0.0029706i,0.0050511-0.0033216i,0.0039363-0.0031268i,0.0011303-0.0011847i,-0.00078003+0.0006091i,-0.0012883-3.3159e-05i,-0.0014752-0.0014357i,-0.0017663-0.0012784i,-0.001717-8.7878e-05i,-0.00020227+0.00035644i,0.0014926-0.0001412i,0.0012024-0.00010158i,0.00066554+0.00017446i,0.0002863+0.00011254i,-0.001059-0.00014838i,-0.0014262-0.0011805i,-0.0005953-0.0023471i,0.00022623-0.001319i,0.0011375-0.00015383i,0.0010206+6.1513e-05i,0.0002243-0.00030386i
0.0013749+0.0022265i,0.0026199+0.0023662i,0.0036934+0.0026001i,0.003191+0.00083228i,0.0013345-0.001285i,-0.0014581-0.0012375i,-0.0027497-0.00070034i,-0.0013406-0.0017786i,0.00029854-0.0027644i,4.9484e-05-0.0026108i,-0.00077719-0.00077546i,-0.0011343+0.0016839i,-0.00058539+0.0033009i,-0.00038811+0.0034933i,1.7254e-05+0.0020513i,0.0013783+0.00063619i,0.001686+0.00017418i,0.0012545+0.0015601i,0.00091396+0.0027219i,0.00035061+0.0016597i,0.00018628+0.00083852i,0.00010355+0.00089108i,0.00048947+0.00023607i
-0.0012041-0.00063291i,-0.0023518-0.00092071i,-0.0013014-0.0023484i,0.0018955-0.0028165i,0.0038261-0.0019629i,0.0026207+0.0003976i,0.0015195+0.0015926i,0.0024993+0.0002025i,0.0037687-0.001487i,0.0028808-0.0025879i,0.0017281-0.0023114i,0.0013399-0.00083666i,0.0006917-7.7466e-05i,0.0002372-0.000281i,-7.2696e-05+8.6447e-06i,6.3256e-06+0.00030023i,0.00028701-0.0010151i,0.00010802-0.0026943i,9.7209e-05-0.0032536i,0.00066449-0.0020025i,0.0010105-0.00031148i,0.0011085+0.00028523i,0.00048246-0.00069386i
-0.00060124-0.00056442i,3.9648e-05-0.003198i,0.00060625-0.0033841i,0.00027866-0.0024937i,-0.00032735-0.002302i,-0.00098491-0.0022544i,-0.000368+5.8962e-05i,0.0019005+0.0021049i,0.0033543+0.0011963i,0.0024681-0.00086084i,0.00049591-0.0016133i,-0.0011408-0.00077523i,-0.0020065-0.00010828i,-0.0025946+0.00043039i,-0.0019706+0.00090842i,8.7748e-05+0.0014149i,0.0019121+0.0013294i,0.0015575+0.001704i,5.4829e-05+0.0017352i,-0.00090836+0.00023994i,-0.00097181-0.00082591i,-0.00095631-0.00083399i,-0.00030787-0.00053149i
0.00069734+0.0014594i,0.0048799+0.0026066i,0.0073421+0.0029197i,0.0070469+0.0019865i,0.0056185+0.0024799i,0.0035219+0.003953i,0.0018361+0.0044199i,0.0019067+0.0056113i,0.0027579+0.0058488i,0.0024608+0.0033681i,0.0019582-7.4275e-05i,0.0018454-0.001484i,0.0011939-0.0013501i,0.00049367-0.0020515i,-0.00023871-0.0014601i,-0.00049186+8.6663e-05i,-0.00025649-0.00043012i,8.3662e-05-0.0017768i,0.00067819-0.0020402i,0.00088065-0.0010507i,0.00084492+0.00011684i,0.00091479+0.00082795i,0.0011134+0.00095738i
-0.0031114+0.0016479i,-0.0051155+0.0027955i,-0.0043365+0.0029107i,-0.0015357-0.00059994i,8.8225e-05-0.0025308i,-0.0001456-0.00092086i,-0.0014327+0.0022356i,-0.002017+0.0039169i,-0.0022365+0.0034757i,-0.0016086+0.0019974i,-0.00036344+0.00087911i,0.0008939+0.00023474i,0.0014531-0.00079513i,1.7869e-05-0.0012178i,-0.0016881-0.00082811i,-0.0012361+0.00020483i,7.1861e-05+0.00052512i,0.00061377+0.00036622i,-0.00012516+0.00061505i,-0.00061624+0.00023823i,0.00016446-0.00055199i,0.00031162-0.00088689i,-0.00071029-0.00033471i
-0.00038022-0.0048063i,0.00052611-0.00755i,0.0012422-0.0064027i,0.002642-0.0025597i,0.0019614+0.00063806i,-0.00084448+0.0015346i,-0.0027235+0.0016119i,-0.0034626+0.0015119i,-0.003696+0.0010851i,-0.0030695+0.0014364i,-0.0012782+0.0019895i,0.0014742+0.0023517i,0.0027631+0.0021369i,0.003161+0.00063828i,0.0024315-5.0133e-05i,0.00075862-0.00066292i,0.00054012-0.00050378i,0.0022011+0.00013928i,0.0034241-0.0001081i,0.0026417+0.00032146i,0.0016048+0.0010756i,0.0013514+0.0017721i,0.0012036+0.0017875i
0.0024331+0.0010619i,0.0048898+0.002397i,0.0053698+0.0030315i,0.0030576+0.00082531i,0.00093859-0.0009658i,-7.7404e-05-6.5395e-05i,-0.00084491+0.00084922i,-0.0017294-0.00013342i,-0.002088-0.0016502i,-0.0021014-0.0018329i,-0.0018234-0.0011228i,-0.0009527-0.00010749i,-0.00053001+0.0006644i,-0.001456+0.0013733i,-0.0023783+0.0015882i,-0.0014081+0.001337i,-0.00048852+0.0011306i,-0.00054273-6.6893e-05i,-0.0009975-0.0010025i,-0.001046-0.00082626i,2.1767e-05-0.00083072i,0.00092047-0.0006412i,0.00044834-0.00048676i
-0.0027877-0.00091088i,-0.0033121-0.001731i,-0.0019997-0.00055832i,0.0012266+0.00042941i,0.0027274+0.0013936i,0.0026007+0.0024004i,0.0022211+0.0022593i,0.0019124+0.00084287i,0.0013353-0.00075316i,2.0322e-05-0.0012581i,-0.00097898-0.00041635i,-0.000645+0.0012998i,0.0010187+0.0021523i,0.0019358+0.0020751i,0.00070641+0.0013924i,-2.3577e-05+0.00085015i,0.00085202+0.00030073i,0.0020342+1.2515e-07i,0.0023336+0.00092472i,0.0015898+0.0020417i,0.00035067+0.002084i,5.9957e-05+0.0017474i,-0.00034145+0.0010166i
-0.0068565-0.0018433i,-0.0036316-0.0073482i,-0.0043673+0.0017776i,0.00092787+0.0076652i,0.0070514+0.0083134i,0.010777+0.0026493i,0.007786-0.0043311i,0.0046634-0.0044035i,0.0026671-0.0020881i,0.00093318-0.00074231i,0.00087545-0.00015251i,0.00013276-0.00047047i,-0.0013493-0.0018971i,-0.0030639-0.0041604i,-0.0033014-0.0034349i,-0.0022377-0.00091949i,-0.00088127+0.00012091i,0.00043619-0.00064865i,0.00075628-0.0022321i,0.00094974-0.0024646i,0.0014117-0.001199i,0.00079846-0.00048402i,0.00037194+0.00013596i
0.0030033-0.0011943i,0.003856+0.0011049i,0.0045303-0.00059566i,0.0023235-0.0029345i,-0.0015041-0.0036441i,-0.0043943-0.0013176i,-0.0026703+0.0020762i,0.00077401+0.0032438i,0.0029607+0.0019772i,0.0029203+4.0842e-05i,0.0015565-0.00074289i,0.00033738+0.00019234i,0.00056086+0.001103i,0.0012216+0.0010469i,0.0005621+0.00021758i,0.00024562-0.00030568i,0.00088319+0.00019273i,0.00079141+0.00086869i,0.00035964+0.001306i,-6.7243e-05+0.0014223i,-0.0010968+0.0010224i,-0.0014989+0.00020648i,-0.00095895-1.6773e-05i
8.321e-05-0.0017611i,-0.00087802-9.0556e-05i,-0.0017921-0.00039593i,-0.0024094+0.0013082i,-0.0018221+0.0027636i,-0.0018568+0.0043146i,-0.0022835+0.0054197i,-0.0009215+0.0053826i,0.00111+0.0043432i,0.0021591+0.001875i,0.0016756-0.00060062i,0.00070209-0.0016833i,0.00026853-0.0018712i,0.0003997-0.001636i,0.00075968-0.0014684i,0.00091883-0.00094325i,0.0014558-4.6789e-06i,0.0015159+8.1435e-06i,0.0010647-0.00071591i,0.00062416-0.00073477i,0.0010061-2.5932e-06i,0.0016531-0.00072421i,0.00080408-0.0017789i
0.002381-0.00084983i,0.0035924-0.00068884i,0.0071647-0.0010194i,0.0079697-0.0018419i,0.0058466-0.0029206i,0.0012287-0.0027059i,-0.0018606+0.00090219i,-0.0021252+0.0042564i,-0.0013225+0.0049182i,-0.001044+0.003238i,-0.00073962+0.0020655i,-2.6265e-05+0.0020126i,0.00068882+0.0016288i,0.00058119+0.0017063i,0.00068535+0.0010558i,0.00076176-0.00019359i,0.00030279-0.000552i,0.00077468+9.2674e-05i,0.00048706+0.00096617i,-0.00071937+0.001206i,-0.0019974+0.00045884i,-0.0025373-0.0007123i,-0.0022441-0.00056188i
0.0031688+0.00095805i,0.0037879+0.0020144i,0.0048165-0.00011436i,0.0051646-0.0043127i,0.0024364-0.0066019i,-0.0022818-0.0046167i,-0.0039937-0.00066463i,-0.0036084+0.001036i,-0.0023813+0.00082181i,-0.0003692-0.00021539i,0.00073192-0.00027148i,0.00066301-5.0352e-05i,0.00057442-9.5578e-05i,0.00050441+0.00046709i,0.00074359+0.00086081i,0.00088802+0.001289i,0.00079695+0.0015223i,0.0012717+0.00090785i,0.001588-0.00059292i,0.0014558-0.0013082i,0.0014607-0.00039888i,0.0015468+0.00012791i,0.0010025+1.1435e-05i
-0.0027611+0.00029573i,-0.0048825-3.597e-05i,-0.0043613+7.6298e-05i,-0.0025201-0.00035719i,-0.0010525+0.00038633i,-0.0010754+0.0014026i,-0.0016559+0.0011808i,-0.0019458+0.00029802i,-0.0014843-0.0011021i,-0.00091803-0.0017917i,-0.00068206-0.00027642i,0.00010801+0.0012618i,0.00066662+0.0011072i,5.5157e-05+0.00083578i,-0.00028504+0.00062251i,-0.00035353-0.00054609i,-0.00067032-0.0014657i,-0.00044761-0.0010412i,-0.0011035+0.00072732i,-0.0010476+0.0012453i,-0.00034007+0.00083103i,-0.00091684+0.00059621i,-0.0012885-8.8704e-05i
0.0019435-0.0017014i,0.0045514-0.00068089i,0.0070386+0.0010178i,0.0075762+0.0022815i,0.0054372+0.00049306i,0.0027273-0.0017694i,0.0012858-0.0012949i,0.0012389-0.00049613i,0.0021789-0.002324i,0.0026644-0.0033737i,0.00106-0.0020423i,-4.8002e-07-0.00010295i,0.00044873+0.00029889i,0.00079332-0.00079077i,0.00040567-0.00024173i,0.00024159+0.0011606i,0.00020977+0.001518i,0.00076984+0.001023i,0.0013626+0.00023232i,0.0011889+0.00021676i,0.0016306+0.00084242i,0.0021803+0.0013285i,0.0014055+0.00089635i
0.00013268+0.00051547i,-0.00026371+0.00089448i,0.0006607-0.0002871i,0.0028267-0.0023615i,0.0025676-0.0028954i,-0.00089469+0.00031481i,-0.0014966+0.0037007i,0.001652+0.0032588i,0.003638+0.0014751i,0.0024686-0.00012037i,0.0010924-0.0010229i,0.00022588-0.000356i,-0.00039414+0.00054327i,-0.00064326+0.00064856i,-0.0010025+7.2156e-05i,-0.00057214-0.0009192i,0.00085681-0.0013654i,0.0010113-0.00044398i,-0.00017383+9.4801e-05i,-0.0010279-0.00041886i,-0.0014567-0.00059702i,-0.0011031-0.00032292i,-0.00075513-0.0007653i
-6.0524e-05-0.0017208i,0.00059482-0.0020133i,0.0012423-0.0020113i,-1.564e-05-0.0014697i,-0.0010161-0.0016202i,-0.0008645+0.00055244i,-0.00068188+0.0034309i,4.4048e-05+0.0042791i,0.001889+0.0040606i,0.0029201+0.0015595i,0.0021762-0.00069568i,0.0012717-0.00028486i,0.00044671-0.00011614i,-0.00019705-0.00084464i,-4.2421e-05-0.0004181i,0.00026272-8.5529e-05i,0.00060956+0.00030162i,0.00033615+0.00055692i,0.00035063+6.5983e-05i,0.00087723-0.00018498i,0.00090218+0.0001803i,0.00061054+0.001144i,-0.00034659+0.00094938i
0.0019892+0.0021766i,0.0025123+0.0036945i,0.0036584+0.0034352i,0.0051059+0.002239i,0.0032203-2.9462e-05i,-0.00052006-0.0015476i,-0.0022006+5.1594e-05i,-0.0025032+0.0025627i,-0.0016238+0.0030811i,-0.00022443+0.0021035i,0.00014881+0.0013599i,-0.00028565+0.00075471i,-0.00058769+0.00040643i,-0.00041077+6.7785e-05i,-0.00029362-6.0096e-05i,-0.00020074-0.00013101i,-0.00033756-0.00077653i,-0.00047666-0.00069069i,-7.4484e-05-0.00035706i,8.416e-05-0.00071016i,-2.6809e-05-0.00096271i,-0.00017562-0.0011588i,-8.0706e-06-0.0011054i
-4.8513e-08+7.1992e-05i,-0.0014558-0.0010537i,0.00021431-0.0019486i,0.0015453-0.0022647i,0.0016689-0.0033236i,-0.00108-0.0022412i,-0.0039319+0.0013025i,-0.003111+0.0033061i,-0.0017042+0.0021041i,-0.00025451+0.0003811i,0.0012011+0.0002689i,0.00152+0.00059965i,0.0014175+0.00030007i,0.0015995+0.00066897i,0.0011415+0.00089594i,0.00012676+0.00060069i,-0.00034005+0.00080603i,4.8775e-05+0.0013104i,0.00048084+0.0011339i,0.00059396+0.00082183i,0.00095562+0.001152i,0.00061205+0.0012065i,0.00085597+0.00065535i
0.0016135+0.00075466i,0.0034071+0.00046941i,0.0047141+9.4494e-05i,0.0045376-0.00081314i,0.0036999-0.0010073i,0.0011208-1.5343e-05i,-0.0015804+0.001541i,-0.0028787+0.0017347i,-0.0025532-3.6186e-05i,-0.0020808-0.0017088i,-0.0019064-0.0015928i,-0.0013068-0.00058424i,0.00028843+0.00027349i,0.0011383+0.00044007i,0.0012645+0.00021911i,0.00076261-0.00038532i,0.00081545-0.0013663i,0.0010579-0.001766i,0.0005685-0.00089726i,0.00038643+0.00018025i,2.493e-05+0.00029391i,0.00048353+0.00023936i,0.00016246+0.00024808i
-0.0010625+0.00036712i,-0.0021753+0.0012667i,-0.00041048+0.00081678i,0.0025192-0.00017431i,0.0034626-0.0014036i,0.001846-0.001447i,0.00053973-0.0015569i,0.00070293-0.0021637i,0.0016793-0.0025794i,0.0020997-0.0027497i,0.0016803-0.0012462i,0.0019735+0.00056825i,0.0017324+0.00079797i,0.00079882+0.00042783i,0.00016408+0.00044656i,-6.5146e-05-0.00015248i,-0.00026986-0.00061308i,-0.00043558-0.00034931i,-0.00033781-0.00050594i,-0.00057256-0.00045704i,-0.00076919+0.00043192i,-0.00087019+0.00083296i,-0.00097877+0.00055488i
0.0011753-0.00016481i,0.0019857-0.0013083i,0.0041505-0.00039236i,0.0046278-0.00039064i,0.0026782-0.0013649i,-0.00072605-0.0017683i,-0.0015111-9.7897e-05i,0.00089275+0.001956i,0.002793+0.001553i,0.0026224-0.00035234i,0.00052884-0.0004624i,-0.0017968+0.00068343i,-0.0017916+0.00020634i,-0.0004477-0.00068173i,0.00060137-0.00020962i,0.001886+0.00046354i,0.0017013+0.00014689i,0.0010623-0.00037833i,0.00084584-0.00063856i,0.00012308-0.00037083i,-0.00044148+0.00034873i,0.00023793+0.00052144i,0.00066686-8.1848e-05i
-0.00020331+0.001699i,0.00095157+0.0025363i,0.0020445+0.0021124i,0.0023754+0.0005115i,0.00188-0.00012364i,0.00040679+0.0011766i,4.4172e-05+0.0027902i,0.0014673+0.0037919i,0.0024024+0.0038216i,0.0028686+0.0027886i,0.0023702+0.0013651i,0.0014736+0.00088803i,0.0011432+0.00072093i,0.0010943+0.00032964i,0.0007627+0.00020254i,0.00031334+0.00022399i,-0.00014662+0.00041015i,-0.000568-0.00015736i,-0.00029471-0.00066851i,-6.2245e-06+1.0157e-05i,7.3049e-05+0.00037423i,-4.3237e-06-8.9523e-05i,0.00021959-0.0005709i
0.0014785-0.0020066i,0.00014301-0.0027257i,0.001172-0.0036909i,0.002327-0.0039376i,0.0016625-0.0039661i,0.00014209-0.0010841i,-0.00035546+0.0028212i,0.00012842+0.0036395i,0.0010379+0.002722i,0.0015282+0.0015648i,0.0007175+0.00031931i,3.9516e-05+5.7304e-05i,2.0268e-05+0.00037847i,-0.0002835+0.00017208i,-0.00012306-7.6041e-06i,3.7085e-05+8.159e-05i,0.00013621+0.00015082i,0.00023+0.00029532i,-0.00070468+0.00023925i,-0.0015186+0.00019755i,-0.0011071+0.00039559i,0.00017169+0.00033157i,0.00045752+0.00060324i
0.0021106+0.0002065i,0.0026059+0.0010343i,0.0019144+0.0018414i,0.0022446+0.00096535i,0.0023229+0.0007496i,0.00067006+0.0015963i,-0.0016092+0.0020004i,-0.0025099+0.0024385i,-0.0024062+0.002898i,-0.0016255+0.0022463i,9.309e-05+0.00074347i,0.0014766+6.3391e-05i,0.0012204+0.00062995i,0.00017323+0.0012746i,-0.00013772+0.0010062i,-0.00032076+0.0011011i,-6.9557e-05+0.00023113i,-3.1237e-05-0.0010309i,-0.00017816-0.0010017i,0.00027787-0.00080683i,-0.00035517+2.1168e-05i,-0.00056105+0.00041331i,-0.00017043-6.0342e-05i
-0.0012698-0.00085549i,-0.001243-0.00080471i,0.00042889-0.00035991i,0.0026388-0.0013868i,0.001946-0.0023056i,-0.0010145-0.00062723i,-0.0024651+0.00094048i,-0.0018899+0.00095644i,-0.0013601+2.8129e-05i,-0.0015535-0.0010256i,-0.00075453-0.00085662i,0.00075468-0.00031193i,0.0012113+0.00032866i,0.00080493+0.00018105i,0.00016412-0.00037286i,-0.00047764-0.00010521i,-0.00093877-6.1984e-05i,-0.00034092+0.00029035i,0.00061902+0.0001578i,0.0004794-0.00088732i,0.00011464-0.0015683i,0.00010217-0.00034655i,-0.00057196+0.00072443i
-0.00034408-0.0011009i,0.00088828-0.00096256i,0.0007988+3.1823e-05i,-7.664e-05+0.00021552i,-0.00080534-0.00059626i,-0.0018362-0.00028363i,-0.0020645+0.0012045i,-0.0013054+0.001702i,-0.00088744+0.00019345i,-0.00078594-0.000962i,-0.00041119+1.0805e-05i,-0.00018584+0.00070185i,0.00039888-8.2092e-05i,0.0008564-3.18e-05i,0.00078826+0.00041697i,0.00049177+0.0010578i,0.00024676+0.0014649i,0.00064599+0.00037072i,0.00074757-0.00018997i,0.0001559+0.0003531i,-0.00034862+0.00049693i,0.0002301-0.00099009i,0.00080042-0.0017514i
0.00063269+6.52e-05i,0.00035988+0.00092388i,0.0018783+0.00028618i,0.003499-0.00087445i,0.002406-0.0009567i,-0.00017077-0.00021063i,-0.00051655+0.00079671i,0.00061913+0.00064064i,0.002128-0.00078457i,0.0028577-0.0019116i,0.0020151-0.0018561i,0.00072089-0.00089144i,0.00021332-0.00046782i,0.00018357+0.00029821i,6.7549e-05+0.00068303i,0.00046732-0.00044703i,0.00095458-0.00080442i,0.0015778-0.00035539i,0.00059465-0.00010028i,-0.00067355+0.00029898i,-0.00021568+0.00039628i,0.00040039+0.00015519i,0.00013213+0.0002867i
-0.00071052+0.00028466i,-0.00016467-0.00038489i,-5.2483e-05-0.00042586i,0.0007356-0.00089723i,0.0012339-0.0013998i,0.00059676-0.0013346i,0.00025623-0.00016267i,0.0012533+0.0013012i,0.0024532+0.0010234i,0.0017806-0.00012094i,0.00024491-0.00014453i,-8.3459e-05+0.00065459i,-0.0004736+0.00094751i,-0.0010522+0.00068276i,-0.00050842+0.00027177i,1.8536e-05+0.00061383i,0.00081864+0.0010111i,0.0010361+0.00077381i,0.00021016+0.00018021i,0.00048398+0.00035718i,0.00062349+0.00099584i,-2.0964e-05+0.00067887i,0.00038035+0.00046915i
0.0019855+0.00068594i,0.0019188+0.0010615i,0.0033639+0.0012963i,0.005364+0.0012294i,0.0044536+0.00043502i,0.0013854+0.00035889i,-0.0012607+0.0014704i,-0.0012398+0.0021521i,0.00032926+0.0021419i,0.0011848+0.0015433i,0.0013898+0.00071511i,0.00089832+0.0013619i,0.00055812+0.0017905i,0.00046493+0.00088426i,0.00042645-8.4992e-05i,0.00027304-0.00063077i,0.00014234-0.00057561i,0.00028731-0.00075556i,0.00025128-0.00081251i,-4.2274e-05-0.00015774i,0.00022413+6.26e-05i,0.00029625+0.00019652i,2.4201e-06+0.00062547i
0.00069733-8.0451e-05i,0.0008558+3.7719e-05i,0.0021305-0.0012977i,0.0026729-0.0034952i,0.0013448-0.0040773i,-0.00024077-0.0016624i,-0.001015+0.0010744i,-0.000396+0.0028617i,-0.00045238+0.00306i,-0.0017444+0.002138i,-0.0014886+0.0010158i,-0.00033192+0.00076789i,0.00026155+0.00093305i,0.00018623+0.00071972i,0.00010719+0.00012267i,0.00016756+0.00044468i,5.8129e-05+0.0007475i,0.00034759+0.00018198i,0.0010244-0.00025168i,0.00081228-0.00020572i,0.0005549-1.5049e-05i,0.0012073-0.00016315i,0.0010823-7.1558e-05i
