-0.0028514-0.0012952i,-0.0016985-0.0020478i,-0.0019276-0.00031754i,-0.002207+0.0012293i,-0.00097492+0.0018395i,0.00057942+0.0010333i,0.00057836+0.00017502i,-0.00027334+0.00012973i,-0.00017188+2.8682e-05i,0.001051-0.00010033i,0.0017204-0.00017755i,0.0014514-0.00017668i,0.00083093+0.00062802i,0.00039422+0.00054549i,0.00092299-0.00068088i,0.0011928-0.0008569i,0.00034436+6.4533e-05i,0.00058727+0.00052227i,0.00062532-0.00046344i,-0.000312-0.00066016i,-0.00098841+8.1354e-05i,-0.00082222+0.00026351i,0.00028454+1.0478e-05i
-0.00043716-0.00053363i,0.00011227-0.0012728i,0.0012591-0.00026906i,0.0020444+0.0018651i,0.0013276+0.0033175i,-0.00052844+0.0028367i,-0.0025289+0.0014751i,-0.0023767+0.0018387i,-0.00082463+0.0021085i,-0.00024583+0.0012178i,-0.00051034-0.00040047i,-0.00073414-0.0024262i,-0.00083375-0.0028136i,0.00037278-0.00058407i,0.00049113+0.0010059i,-0.00034235+0.00046214i,-0.00035829-0.00062868i,-0.00070573-0.00080752i,-0.00091421-0.00044168i,-0.00083709-0.00036084i,-0.00063918-0.0011533i,0.00023368-0.0013579i,0.00060105-0.00051612i
-0.0036117+0.0027344i,-0.0027863+0.0043182i,-0.0021642+0.0028518i,-0.0018609+0.00054575i,-0.0033262-0.00012079i,-0.0042883-0.00025487i,-0.0033237+0.00021603i,-0.0024921+0.0010172i,-0.002069+0.0010826i,-0.0014627+0.0014992i,-0.00022609+0.0021454i,0.0004441+0.0019208i,0.00011729+0.0015145i,-0.0001079+0.0010093i,0.00090936-0.00058235i,0.00071852-0.0012414i,3.0557e-05-8.8887e-05i,0.00066292+0.0003954i,0.0010307+3.8275e-05i,0.0006894+0.00044761i,-5.1981e-05+0.00068546i,-0.0008011+0.0002306i,-0.0010688-0.00037813i
-0.00016143-0.00054971i,-0.0015218+0.0013138i,-0.0020795+0.0027596i,-0.00035916+0.0015701i,-4.4829e-05-0.0007214i,-0.0018706-0.0030564i,-0.0032976-0.0039292i,-0.0021956-0.0030546i,-0.00046308-0.0018051i,-0.00077751-0.00080779i,-0.00080391-0.00091142i,0.00046409-0.0022748i,0.00072045-0.0023443i,0.00012143-0.00016036i,2.8027e-05+0.0019061i,0.00047083+0.0023323i,0.00028242+0.0010391i,-0.00019869-0.00046911i,-0.00068641-0.0008476i,-0.00087666-0.00084316i,-0.00033371-0.00080443i,-2.6776e-05-0.000414i,-0.00028483+5.7608e-05i
0.0018052+0.0037069i,0.0025674+0.001493i,0.0024786-0.002257i,-0.00061893-0.0035561i,-0.003361-0.0021204i,-0.0044965-0.00066535i,-0.0040744-0.00096345i,-0.0016263-0.0019961i,0.00028664-0.0018999i,-0.00010877-0.0011536i,-0.0010302-0.0004561i,-0.0016242+0.0013588i,-0.0013768+0.0022692i,-0.00020771+0.0021671i,0.00027285+0.0016411i,0.0005157+0.0005654i,0.00031544-0.00056223i,0.00025595-0.00053143i,0.0010478+0.00044254i,0.0010518+0.00062174i,0.00013096+0.00040454i,-0.00050137+0.00044491i,-0.00033442+0.00068619i
0.00035908-0.0038164i,0.0023441-0.0017219i,0.0046214+0.00026965i,0.0043058-0.00067937i,0.00090611-0.0025178i,-0.0013789-0.0033084i,-0.001474-0.0015912i,-0.0007752+0.00031922i,0.00037919+0.0005109i,0.00016018+7.3264e-05i,-0.00016545-0.00094144i,0.00016456-0.001795i,0.00025323-0.0015028i,-0.00021443-0.0012918i,-0.0020525-0.00089845i,-0.0021583-0.00019611i,-0.0012543-0.00026818i,-0.001156-0.00060668i,-0.0010901-3.4971e-05i,-0.00043325+0.00014595i,0.00030592-5.4013e-05i,0.00060595+6.2286e-05i,0.00058408+3.9445e-05i
0.00073144+0.0043055i,-0.0023018+0.0037734i,-0.0037365+0.0018524i,-0.0016208-0.00027079i,0.00024145-0.0019023i,-0.00078055-0.0019868i,-0.0015839-0.00030094i,-0.0010657+0.00085195i,-0.00035502+0.0012366i,8.7412e-05+0.001917i,9.7738e-05+0.0016308i,-0.00029125+0.0010684i,-0.0010406+0.0019289i,0.00029913+0.0029105i,0.0022878+0.0025998i,0.0021163+0.0016178i,0.00042466+0.00091621i,-0.00066522+0.00041388i,-0.00091005+0.00071216i,-0.0010489+0.00057172i,-0.00051536-0.00049598i,0.00013171-0.00066619i,0.00059535-0.00043835i
-0.0012611+0.00027987i,-0.00016397+0.00034097i,1.7255e-05-0.00073879i,-0.0016612-9.6869e-05i,-0.0032321+0.00076344i,-0.0034995-0.00038747i,-0.003148-0.00050617i,-0.0016887-0.00012778i,-0.00019409-0.00028465i,0.00015638-0.00037189i,0.00053385-0.00031747i,0.001417-0.00017745i,0.0018471-0.00064852i,0.0011522-0.00050894i,0.00031206-0.00046077i,-0.0003795-0.00092888i,-0.00033737-0.00015131i,0.00044898+0.00018509i,0.00084358-0.00070168i,0.00010259-0.0010457i,-0.0005649-0.0011232i,-0.00046307-0.00055662i,0.00018639+7.9524e-05i
0.0016838-0.003136i,0.0029817-0.0019196i,0.0024379-0.0015379i,0.00048341-0.0013646i,-0.0030307-0.0012278i,-0.0054159-0.00087151i,-0.0048911-0.00032604i,-0.0029646+0.00050317i,-0.00092568+0.0012495i,-0.0010634+0.0011834i,-0.0025819+0.001414i,-0.0029763+0.0025765i,-0.0020927+0.0030034i,-0.0011055+0.0028828i,-0.00071052+0.0026941i,0.00023321+0.0012328i,0.00099332+0.00032276i,0.00053325+0.00026275i,4.3145e-05-0.00033405i,-0.00047422-0.00065905i,-0.00033352-0.00059418i,0.00085754-0.00043025i,0.0010424+3.4461e-05i
0.001983+0.0062209i,0.00082189+0.0053531i,-0.00012159+0.0031115i,0.00082953+0.0011213i,0.0018659-0.00087454i,-0.00046453-0.0022474i,-0.0031779-0.0022817i,-0.002626-0.00011996i,4.3906e-05+0.0012933i,0.0013305+0.00041438i,0.0013249-0.0011103i,0.0019006-0.0012959i,0.0025304-0.0012007i,0.0022423-0.001695i,0.00082026-0.0020696i,-0.00026664-0.0016858i,-0.00013361-0.00074897i,0.0003174-0.00033739i,0.0004195-0.0001532i,0.00020474+0.00014391i,-0.00086747+0.00070136i,-0.00061916+0.00097238i,0.00051319+0.00071558i
-0.0074281+0.00096819i,-0.0062051+0.0013385i,-0.0034221-0.00030157i,-0.0016033-0.00063525i,-0.0015767+0.00059726i,-0.0012559+0.0018692i,0.00011229+0.0010049i,0.00055648-0.00045596i,-0.00040513-0.00062651i,-0.00037172+4.668e-05i,9.7783e-05+0.00065712i,-0.00036195-0.00023078i,-0.001445-0.00022091i,-0.0018618+0.0010575i,-0.00068772+0.0019421i,-0.00012523+0.0021399i,0.0002753+0.00095606i,0.00084531+0.000503i,0.00031446+0.00041093i,-0.00012953-0.00064188i,0.00013355-0.00033506i,-0.0002434+0.00072868i,-0.0004665+0.00028116i
0.0048238-0.0040577i,0.0035922-0.0031306i,0.0011891-0.0014006i,-0.00059885-0.00076678i,-0.0016115-0.00055666i,-0.0029336-0.00082265i,-0.0039492-0.00097197i,-0.0028519-0.00057648i,-0.00054573-0.0011907i,-2.736e-06-0.00074462i,0.0005991+0.00074321i,0.0020895+0.0012175i,0.0029272+0.0015175i,0.0029654+0.0017586i,0.0027458+0.00085295i,0.0020731+5.177e-05i,0.0015874-0.00022577i,0.00075308-0.00070018i,-0.00037341-0.0011563i,-0.00078858-0.00095649i,-0.00033955-0.00074635i,0.00069207-0.00062639i,0.00040558+0.00025959i
-0.0012771+0.0089177i,0.0011402+0.0059187i,0.0023988+0.0025873i,0.001994+0.0014792i,0.00044414+0.0009137i,-0.0021384+0.00027819i,-0.0034524+0.000592i,-0.0021821+0.0020539i,-9.276e-05+0.0026295i,0.00024289+0.0016023i,-0.0011206+0.00092369i,-0.0024593-4.8779e-06i,-0.0033873-0.00082978i,-0.004032-0.00071416i,-0.0042421-1.1714e-05i,-0.0024873+0.00025984i,-0.00020031+0.00017321i,0.00023601+0.00037407i,-0.00025654+0.00049722i,0.00010894+0.00077885i,0.00063471+0.00065433i,0.00053621+0.00014665i,4.6435e-05-0.00010406i
0.0010144-0.00099328i,-0.0010748-0.00034658i,-0.0018904-0.00059677i,-0.00096638-0.0014006i,-0.00087974-0.0015055i,-0.0021852-0.00099008i,-0.0020813-0.00083668i,-0.001186+0.00059302i,-0.00048202+0.0020548i,-0.00047674+0.001116i,-0.00036014+0.00053829i,0.00092472+0.00077511i,0.0015653+0.00093488i,0.0019791+0.001416i,0.0018611+0.001853i,0.00042234+0.0011066i,0.00024187-5.068e-05i,0.000915-0.00043711i,0.00065254-0.00044375i,-0.00034914-0.00050001i,-0.0010946-0.00056847i,-0.00087326-0.00036588i,-0.00020022+9.2748e-06i
-0.00072027+0.0039291i,-0.0015357+0.0044155i,-0.00093609+0.0024828i,-0.00088763+0.00080494i,-0.0020195-0.0016333i,-0.0039082-0.0029624i,-0.0045454-0.0011814i,-0.0034855+0.00064923i,-0.0016744+8.731e-05i,-0.00070388-0.0011337i,-0.0008796-0.0015519i,-0.0011106-0.0021039i,-0.001789-0.0019666i,-0.0015762-0.00052985i,-0.0011013+0.00091919i,-0.001358+0.0010164i,-0.0010569+0.00064556i,-0.0010362+0.0012406i,-0.001305+0.0019261i,-0.0012483+0.0016111i,-0.00053017+0.00030128i,-6.0036e-05-0.00051923i,-0.00027246-0.00065102i
0.0036118-0.0034113i,0.0043913-0.0041019i,0.0037648-0.0049812i,0.0005824-0.0046795i,-0.0031795-0.0028613i,-0.0051026-0.00146i,-0.0051686-0.0011496i,-0.0042956-0.00077989i,-0.0021638-0.00097685i,-5.9962e-05-0.0010962i,0.0018492+0.0001249i,0.0031369+0.0022854i,0.0026554+0.0036459i,0.0016574+0.0041268i,0.0012926+0.003408i,0.0014578+0.0015278i,0.0017047-0.00076779i,0.0016986-0.0011972i,0.00056423-0.00060295i,-5.1115e-05-0.00088222i,0.00027749-0.00066188i,0.00029384-9.0007e-05i,-0.00045885+9.8225e-06i
0.0070101+0.00099867i,0.0039382-0.0016089i,0.00051514-0.0047204i,-0.0019574-0.0037166i,-0.0038168-0.002201i,-0.0045507-0.0011051i,-0.0040601-0.00052755i,-0.001336-0.00012396i,0.0015516-0.00074293i,-0.00049697-0.0010627i,-0.0021146+0.00014111i,-0.0013624+0.0002165i,-0.00082869+0.00054402i,-0.00098682+0.0018236i,-0.0013472+0.002378i,-0.0011554+0.0023273i,-0.00071777+0.0010616i,-0.00047977-0.00025371i,-2.8655e-05-2.3408e-05i,-4.4946e-05+0.00012756i,-0.00034321-0.00051666i,-0.00071738-0.00013769i,-0.00090046-8.8391e-05i
0.015502-0.015265i,0.011076-0.020386i,0.0035014-0.028532i,-0.0071805-0.022873i,-0.017173-0.012557i,-0.018666-0.00083495i,-0.0084376+0.0051149i,0.0015424+0.0040276i,0.0047913-0.001054i,-0.00046239-0.004374i,-0.0049002-0.0006249i,-0.0037039+0.0040616i,-0.0031354+0.0081013i,-0.0052496+0.012948i,-0.0062099+0.013378i,-0.0037696+0.007544i,-0.00052794+0.0012498i,0.0014171-0.00040698i,0.003103+0.0010241i,0.0041595+0.00076723i,0.0030361-0.00088463i,0.00053026-0.0020149i,-0.00091662-0.00073533i
-0.0045572+0.0045304i,-0.0036249+0.0073622i,-0.00025088+0.010534i,0.0031164+0.0077972i,0.0045223+0.0016884i,0.0026296-0.0028111i,-0.001697-0.0031306i,-0.0031814-0.00070496i,-0.0016226+0.0011511i,0.001122+0.00068007i,0.0024704-0.00013351i,0.002231-0.0016468i,0.0016715-0.0042184i,0.0020599-0.0059123i,0.0022036-0.0056883i,0.00096427-0.003872i,-0.0006137-0.0013229i,-0.001341+0.00016527i,-0.0014489+0.00040584i,-0.0014941+0.00035982i,-0.0016953+0.0006077i,-0.00057545+0.00014989i,0.00077693-0.00026495i
-0.001854+0.0035349i,0.00028943+0.0014371i,0.0018178-2.6774e-05i,0.0019886+0.00014451i,0.0018284+0.00035894i,0.0011988-0.00077993i,-0.0015769-0.0013414i,-0.0035702-0.0010076i,-0.0026262-0.00019567i,0.00037451+0.00027995i,0.0016911+0.00028036i,0.00061484+0.00013658i,-0.00019899+0.00022558i,-0.00076116+0.00043418i,-0.0005426+0.00090028i,5.6527e-05+0.0014764i,0.0004577+0.0014465i,0.00045046+0.0010942i,0.00013731+0.00058907i,-0.00024217+0.00028578i,-0.00040455+0.00032284i,-0.00075296+0.00024133i,-0.00058449+0.00049179i
-0.00080609+0.0050584i,-0.002623+0.0079862i,-0.0024673+0.006942i,-0.0013462+0.0026433i,-0.0016783+2.3639e-05i,-0.0030516-0.00055075i,-0.0034124-0.00080855i,-0.0029103-0.0011651i,-0.0017362-0.00096648i,-0.0011232-0.00047044i,-0.00052346-0.00014267i,0.00052288-0.00045015i,0.00037431-0.0011956i,0.00067849-0.0016757i,0.00064776-0.0011598i,-3.6162e-05-0.0015368i,-5.2166e-05-0.0020659i,3.0764e-06-0.00091631i,0.00053512-0.00027i,0.00078531-0.00027053i,-4.957e-05-0.00022937i,9.6468e-05+0.00010768i,0.00048392+0.00059527i
-0.0012565+0.0012i,0.00012476-0.00071113i,0.002229-0.0014264i,0.0031249-0.00074376i,0.0019195+0.00056626i,3.9362e-05+0.0015535i,-5.0854e-05+0.00085921i,0.00075812+0.0001815i,0.00028674+0.00040131i,-0.00051128+1.7318e-05i,-0.0008222+0.0008756i,-0.00085669+0.0017832i,-0.00102+0.00099001i,-0.0006587-9.4587e-05i,-0.00053335-0.00092147i,-0.00052318-0.00022878i,0.00013483+0.00091301i,0.0010594+0.0011695i,0.00089466+1.0168e-05i,0.0006039-0.00055708i,0.00061599+0.00025234i,0.00086373-7.823e-05i,0.00083565-0.0004982i
0.00065159-2.6957e-05i,0.00085184+0.00066426i,0.00080096+0.0016825i,5.0995e-05+0.00066965i,0.00078366-0.0014996i,0.0018181-0.0026779i,0.0016478-0.0027663i,0.0017806-0.0014044i,0.0014601-0.00022851i,0.00065845-0.00032582i,0.00071924-0.0007318i,0.00094228-0.0013006i,0.0013054-0.0020939i,0.0015127-0.0020898i,0.0016302-0.0012008i,0.0015605-0.00054331i,0.0015844-0.00012965i,0.0013327+0.00028981i,0.00063122+0.00028742i,-1.4883e-05-0.00035251i,-0.00028939-0.00079134i,-0.00076274-0.00052337i,-0.00035686+0.00010375i
-0.0035845+0.0029199i,-0.0037012+0.0025186i,-0.0026453+0.0034146i,-0.00048865+0.0035709i,-0.00019843+0.0024481i,-0.0020603+0.0011154i,-0.0030516+0.00025558i,-0.0016657-8.0442e-05i,-0.00024154+0.00036146i,0.00050006+0.00092225i,0.0011425+0.00035453i,0.0011036-9.1598e-05i,0.00027957-0.00078082i,-0.00032733-0.0014122i,-4.4277e-05-0.0010682i,7.9135e-05-0.00058212i,-0.00019344-0.00013474i,-0.00051363+3.1202e-05i,-0.00070831-0.00017652i,-0.00074311-4.977e-05i,-0.00068447-1.0612e-05i,-0.00052702+0.0001082i,0.00024485+0.00048075i
-0.0010305+0.002056i,-0.00023113+0.0042389i,0.00074075+0.0046002i,0.00057692+0.0024011i,-0.0015889+0.00053804i,-0.0035702+0.0010162i,-0.0035624+0.0017669i,-0.0025946+0.001923i,-0.0017455+0.0014844i,-0.00085961+0.00078457i,0.00037481-0.00015424i,0.0012726-0.00070988i,0.0014629-0.00016234i,0.0021098+0.0014455i,0.0024757+0.0021737i,0.001526+0.0014239i,0.00056887+0.00045907i,-0.0003382-0.00047827i,-0.0010441-0.00095384i,-0.00031816-0.00060654i,0.00084672+0.00027228i,0.0010767+0.00030015i,0.0010169-0.00067996i
-0.0015151+0.0018255i,-0.0018051+0.0018485i,0.00058026+0.0019636i,0.0020142+0.0013518i,0.0012924+0.00030813i,0.0012923-0.00062746i,0.00090812-0.0010207i,-0.00041817+4.1597e-05i,-0.0010645+0.0012784i,-0.0007289+0.0016639i,-0.00063531+0.0013606i,-0.0010262+0.00020644i,-0.00098751-0.00072467i,-0.0007488-0.0010995i,-0.00066944-0.00075104i,-0.00072009+0.00026165i,-0.00090611+0.00088519i,-0.00082302+6.8805e-05i,-0.00039332-0.00051785i,-0.00023655-3.9828e-06i,-0.00012754+0.00017918i,0.00027105-0.00011412i,0.00086712-0.00028049i
-0.0016477-0.00098678i,-0.00084807-0.00016698i,-0.00064254+0.00049681i,-0.0011557+0.00014291i,-0.0023872-0.00059786i,-0.0040646-0.0013728i,-0.0041765-0.001833i,-0.0032677-0.0015456i,-0.0025531-0.0012104i,-0.0015424-0.0011251i,-0.00099438-0.0002322i,-0.00081401+0.00075723i,0.00020931+0.00054727i,0.00088082+0.00099636i,0.00049299+0.00085767i,0.00082722+0.00058309i,0.00078716+0.0015434i,0.00014413+0.00089764i,-9.7275e-05-0.00044911i,0.00026008-0.00087665i,0.00010908-0.00078209i,-0.00010884-0.00020936i,-0.00073595+0.00035461i
-0.00011751+0.0029354i,-0.0013134+0.0038522i,-0.0017023+0.0038158i,-0.00027148+0.0019784i,0.00024325+0.00010711i,-0.001456-0.0015954i,-0.0024002-0.0014457i,-0.0014482+4.5977e-05i,0.00049484-0.00012382i,0.00080568-0.0012332i,0.00038454-0.0015741i,0.00073844-0.0012119i,0.00069646-0.0007178i,0.00012289-0.00052937i,-0.00038376-0.00064804i,-0.00022887-0.00080194i,0.00022949-0.00094455i,0.00055133-0.00097438i,-0.00014542-0.00040866i,-0.0006231-0.00023177i,-6.9644e-05+0.00036042i,0.00046751+0.00057521i,0.00075729-0.000214i
-0.0011234+0.0013338i,-0.00029764+0.0012304i,0.00011417-0.00065624i,-0.00067772-0.0022795i,-0.0014783-0.0025373i,-0.0017336-0.0011556i,-0.0013425+0.00034122i,-7.4942e-05+0.00086696i,0.0014419+0.00042886i,0.0017147+0.00020839i,0.00086514+0.0001127i,0.0010606+0.00036334i,0.00091151+0.00081713i,0.00030843+0.00062002i,8.5063e-05+0.00022669i,0.00014089+0.00026909i,-5.1114e-05+0.0011563i,-0.00046755+0.0011338i,9.3296e-05+0.00057929i,0.00060679+0.00058008i,0.00029149+0.00018646i,-2.291e-05+0.00014545i,0.00049745+0.0003128i
-0.0001015+0.0045919i,-0.00016089+0.0061295i,0.00025153+0.0069177i,0.00198+0.0052553i,0.0021335+0.0018663i,0.00067264-0.00079102i,-0.00088454-0.00087664i,-0.001239+0.0011094i,-0.00050422+0.0023897i,-7.7764e-05+0.0018136i,-0.00026132+0.0012751i,-0.0011332+0.00018659i,-0.00085144-0.0010107i,0.0004131-0.0011819i,0.0005039-0.00088416i,-0.00019495-0.00092031i,-0.00030119-0.00076464i,-5.2812e-05-0.00041271i,-0.00069583-0.00015808i,-0.0010273-0.00070966i,-0.00015549-0.001019i,0.00063461-0.00046728i,0.00094475-4.3604e-05i
-0.0029345+0.0015326i,-0.0014774-2.4495e-05i,-0.00026288-0.0014534i,-9.767e-05-0.002139i,-0.00039214+3.0503e-05i,-0.0026979+0.0017201i,-0.0042843+0.0011034i,-0.0038363+0.00021694i,-0.0020987+3.8997e-05i,-0.00094011+0.00050688i,-0.00084588+0.00073963i,-0.00047566+0.00052683i,-0.00064882+0.00063989i,-0.0012833+0.00041391i,-0.00094765+0.00056342i,-0.00022537+0.00041664i,0.00047649-0.00025532i,0.00028534-0.0005504i,-0.00039466-0.00057298i,-0.00069484-0.0003333i,-0.0011731-0.00022353i,-0.00050102+7.266e-06i,0.00042474+0.00038655i
0.0019766-0.00025859i,0.0024308+0.00078137i,0.0017651+0.0025639i,0.00085118+0.0019168i,0.00017027-0.00034373i,-0.0013917-0.0017122i,-0.0027236-0.0018126i,-0.0023344-0.00066435i,-0.0016512-0.00045105i,-0.0010049-0.0010966i,0.00011777-0.0009903i,0.00071643-0.0016511i,0.00032413-0.0021449i,-0.0003038-0.0021286i,0.00011863-0.0013712i,0.00084748-0.00031651i,0.00065401-1.0522e-06i,0.00025893+6.1851e-05i,0.00029351+0.00038972i,0.0004652+0.00053583i,1.7269e-05-1.7548e-05i,2.693e-05+8.418e-05i,0.00032989+0.00084081i
-0.0029551-6.7647e-05i,-0.0042719-0.0013786i,-0.0039379-0.0022547i,-0.0019202-0.0018773i,-0.0017817-0.00065601i,-0.0028213+0.00050461i,-0.0017626+0.00041733i,-0.00030488-0.00010617i,-0.00020551-0.00070452i,-0.00043643-0.00070719i,-0.00022973+5.1327e-05i,0.00054638+0.00088853i,0.0013638+0.0016113i,0.0011094+0.0025043i,0.00040053+0.0018609i,9.0926e-05-0.00020872i,-0.00061184-0.0012068i,-0.00059726-0.00079937i,-0.00047156-0.00051173i,1.4808e-05-6.1959e-05i,0.00059586+0.00014901i,1.0154e-05-0.00066624i,-0.00067121-4.3101e-05i
0.0016679+0.0015039i,0.0028342+0.0018991i,0.0025467+0.0027594i,0.00098143+0.0012764i,-0.00011289-0.00064609i,-0.0014511-0.0012495i,-0.0023093-0.001306i,-0.00078409-0.00062126i,0.0010326-0.00033032i,0.00084736-0.00045874i,0.00037292+3.5804e-05i,0.00093595-8.2979e-05i,0.0015955+0.00011822i,0.0013805+0.00024204i,0.001024-1.4169e-06i,0.00048118+0.00066298i,8.3735e-05+0.000635i,-0.00036066-0.00018229i,-0.0010956-0.0002205i,-0.0011622+0.00034499i,-0.00045531+0.00039951i,-0.00060807+0.00011129i,-0.00076762+0.00013753i
-0.0018789+0.004162i,-0.0021319+0.0013031i,-0.00095447-0.0009461i,0.00016871-0.0010792i,-0.0002641-0.00058759i,-0.0018744+0.00019899i,-0.0024075+0.0010386i,-0.0014868+0.0017165i,-0.00090525+0.001821i,-0.00065883+0.0011199i,2.6702e-05+0.00047226i,-0.00020081-1.7671e-05i,-0.00084607+6.3169e-05i,-0.0010203+0.00070871i,-0.0012061+0.00018636i,-0.0011102-0.00023719i,-0.00055745+3.6249e-05i,0.00010375-8.467e-05i,-8.5152e-05-0.00040309i,-0.00085655-0.00035834i,-0.0010748-0.00010686i,-0.00018681+0.00017765i,-6.3067e-05+0.00074911i
0.0012547+0.00012596i,0.0016789+0.0022937i,0.0025337+0.0035057i,0.0015252+0.0021443i,-0.00040124-0.0003063i,-0.0021192-0.0014036i,-0.0033776-0.0012209i,-0.0027099-0.00025737i,-0.0012674+3.927e-05i,-0.00052728-0.00017387i,-0.00058524+0.00033304i,1.3392e-05+0.00016413i,0.0012452-0.00021017i,0.0019135-0.00048144i,0.0010389-0.00065035i,0.00027979-0.00051108i,-3.3359e-05-0.00050982i,-0.00052577-0.00011803i,-0.00045881-0.00013757i,-0.00034335-0.00084788i,-0.00057843-0.00076958i,-0.000859-0.00054161i,-0.00068245-0.00048936i
-0.0024393+0.0012093i,-0.0034136+0.00077336i,-0.0026502+0.00083985i,-0.0015762+0.0020208i,-0.00056378+0.0018727i,-0.00037114+0.00029191i,-0.0014087-0.00059139i,-0.0019438+0.00012245i,-0.0016911+0.00056368i,-0.0011436+0.00053634i,-2.9072e-05+0.00065774i,0.00073085+0.0002347i,0.00037646-0.00032148i,-8.0298e-05-0.00028696i,0.00045167-0.00019504i,0.0005442-0.00023686i,-0.00049226-0.00033554i,-0.00054299-0.00020374i,0.0001933-0.00014008i,1.3439e-05-0.00044584i,-0.00067333-0.00076561i,-4.5418e-05-0.0010679i,0.00022093-0.0006503i
-0.0015771-0.0031842i,0.00014689-0.001826i,0.00040104-0.0016723i,-0.00080837-0.0013893i,-0.0027642-0.001192i,-0.0033643-0.0018757i,-0.0026775-0.0015216i,-0.0017467-0.0011878i,-0.00064937-0.0014372i,-0.00030685-0.0009332i,-0.00071489+0.00035992i,-0.0006122+0.00058437i,-2.827e-05+0.001155i,0.0002445+0.0022725i,0.00016819+0.0019288i,0.00016967+0.00097526i,7.3558e-05+0.00010882i,0.00022869-5.4464e-05i,5.3949e-05+0.00029395i,-0.000265+0.00035716i,0.00019005+0.00016578i,0.00015605+0.00051695i,-0.00043151-2.8869e-05i
-0.000795+0.0015017i,-0.0016134+0.0023086i,-0.00097898+0.0016848i,-0.0013976+0.00083889i,-0.0022029+0.0015652i,-0.0022594+0.00207i,-0.0017097+0.0012756i,-0.00044617+0.00023925i,9.0712e-05-0.0002645i,0.00019658+0.00014166i,0.00036921+8.052e-05i,0.00084627+0.00051347i,0.00084783+0.0013879i,0.00050083+0.0015916i,0.00080445+0.00097207i,0.0010985+0.00043484i,0.0003522+0.00051127i,-0.00021892-3.6262e-05i,-6.1124e-05-0.0011798i,-9.794e-05-0.0016867i,0.00020996-0.0010556i,0.00043953+0.00018187i,-6.0815e-05+0.0010213i
-0.003134-0.00016205i,-0.0025553+0.00040745i,-0.00041846-0.00011774i,0.00010231+0.00011694i,-0.00090866-0.00027562i,-0.00099399-0.0019526i,-0.00081388-0.0015957i,-0.00025657-0.00061572i,-8.4084e-06-0.00072632i,-0.00010475-0.00056178i,-0.00016947-0.00021656i,-0.00038925+0.00050824i,-0.00013596+0.00068393i,0.00072993+0.00027539i,0.0015676+0.00056472i,0.0016066+0.00055061i,0.00084097-0.00036i,0.00020632-0.00068496i,5.4032e-05-0.00030298i,0.00025272-0.00019468i,0.00065274+1.7524e-05i,0.00067235+0.00053828i,0.00040693+0.00099261i
-0.0026826+0.004674i,-0.0027131+0.0060702i,-0.0017945+0.0055517i,-0.00063269+0.0039521i,0.00059145+0.00096389i,-0.00027663-0.0019083i,-0.0018179-0.0013783i,-0.0015389+0.00017703i,-0.0003358+0.0015218i,0.00013031+0.0017372i,0.00069086+0.00069376i,0.0011455-0.00020424i,0.0006333-0.0012049i,0.00072022-0.0019385i,0.00080584-0.0013322i,0.00068236-0.00024149i,0.00029533+0.00055533i,-0.00092537+0.00075427i,-0.001975+0.00021977i,-0.0016491+0.00028288i,-0.00073728+0.0012056i,-0.00030645+0.00084376i,7.6037e-05+0.00019832i
0.00083644-0.00011707i,0.0029738+0.00067001i,0.0041297+0.0011566i,0.0026249-5.8293e-05i,-0.00017758-0.0016097i,-0.0018017-0.0021111i,-0.0027594-0.0011002i,-0.0031236+0.00031651i,-0.0016138+0.0010195i,-0.0003073+0.00093597i,0.00038059+0.00055424i,0.00072844-6.7386e-05i,0.00062035-0.00043968i,0.00020297+0.00026704i,-0.00033407+0.00058025i,-0.00064897+0.0003122i,-0.00054532+0.000308i,0.00028358+0.00049494i,0.00010685+0.00071261i,-0.00018439+0.00044423i,0.00036469-5.2111e-06i,-0.00021226+0.00042144i,-2.3643e-05+0.0012394i
0.00093887+0.0021634i,-0.00054673+0.0014295i,-0.0024974+0.0012971i,-0.0021056+0.0015687i,-0.0010352+0.0012461i,-0.0010716+0.00016204i,-0.0011949-0.00021133i,-0.0011295-3.9197e-05i,-0.0011523-0.00016195i,-0.0013427+7.0241e-05i,-0.0015905+0.0010902i,-0.001233+0.0015373i,-4.1572e-05+0.00065575i,0.0014445-5.588e-05i,0.0012212-0.00025035i,0.0005181-0.00011749i,0.00015241+0.00080752i,-0.00082874+0.00052752i,-0.0009042-0.00083879i,-0.00042572-0.0011423i,-0.00045789-0.00061464i,-0.0004196-0.00042875i,0.00019641-0.00021246i
-0.00057841-0.00189i,0.0010442-0.0019383i,0.0019109-0.0014163i,0.0002882-0.0013918i,-0.0020897-0.0014284i,-0.0026219-0.0013619i,-0.0013785-0.00074258i,0.00040621-0.00013182i,0.0007529-0.0003752i,-0.0001242-0.00034681i,-0.0007141+4.3462e-05i,-0.0010968+0.00024397i,-0.00089828+0.00019063i,0.00046154+0.00055774i,0.00099361+0.00067982i,0.00094707-7.2531e-05i,0.00067488-0.00049923i,0.00041816-0.00029892i,0.00023344+2.6758e-05i,0.00028377+0.00032174i,-5.7006e-05+0.00082952i,-0.00051977+0.0010309i,1.4862e-05+0.00019029i
