0.0013368+5.1005e-05i,0.0025055-0.0019643i,0.0019819-0.0034385i,4.844e-05-0.0028223i,-0.0020376-0.00063539i,-0.0022483+0.0014353i,-0.00068538+0.0021568i,0.00063422+0.0018604i,0.0012188+0.0010294i,0.00046534-0.00044638i,-0.00050332-0.0013996i,-0.00077454-0.0015006i,-0.00095789+5.743e-05i,-0.0012801+0.0011179i,-0.0012765+0.0010348i,-0.00047302+0.00056719i,-0.00010851+0.00012274i,-7.087e-06+0.00018462i,0.00032633+5.3296e-05i,0.0001762+3.9374e-05i,0.0003756-1.0066e-05i,0.00036309-0.00064006i,-0.00067127-7.8521e-05i
0.00081063+0.0013947i,0.001669+0.00050885i,0.0028615+0.00017635i,0.0027292-0.00064562i,0.0016768-0.0011277i,0.00071427-0.00070125i,-7.8252e-05-0.0015199i,-0.00082217-0.00196i,-0.0013569-0.00046731i,-0.00049116-0.00028515i,2.7368e-05-0.00098411i,2.1957e-06-0.00042519i,4.3389e-05+0.00041343i,-0.000121+0.00034203i,-0.00090199+0.00056907i,-0.0011033+0.000382i,-0.00059326-5.814e-05i,-0.00063453-0.00024594i,5.2451e-05-7.8016e-05i,0.00022843-0.0001051i,-0.0004421-0.00019838i,-0.00023036-3.7902e-05i,-0.00021304+0.00027903i
0.00073322+8.067e-05i,0.0014467-5.4035e-05i,0.0010889+0.0010702i,-0.00079215+0.0010697i,-0.00105+0.00068104i,1.732e-05+0.0016761i,0.00066453+0.0022267i,-7.585e-05+0.0014289i,-0.00046303+0.00073579i,7.5162e-05+0.0001047i,0.00041348+0.00023115i,0.00061614+0.00088794i,0.00094259+0.00054908i,8.6124e-05+7.2773e-05i,-0.00058176-0.00024406i,0.000174-0.00066981i,0.0011088+0.0002361i,0.0014899+0.0016195i,1.8589e-05+0.00094086i,-0.0005437+0.00033149i,-0.0001526+7.5135e-05i,6.5218e-06-0.00091698i,0.00010583-0.00037173i
0.00057976+0.00080576i,0.00076402+0.0002136i,0.00053249-0.00083499i,-0.00012686-0.00053174i,-0.00073038+0.00040257i,-0.00012689+0.0009063i,0.00046294+0.00010631i,-0.00020128-0.00012936i,-0.00078828-0.00041151i,-0.00063924-0.00086979i,-0.00092357-0.00081252i,-0.001165-0.0004158i,-0.00058048+5.8629e-05i,-0.00020379+0.00025603i,-0.00026652+0.00040074i,-0.00059055+0.0010963i,-0.00041394+0.0010856i,5.8204e-05+0.00027646i,-6.4944e-05+0.0001813i,-7.5491e-05+0.00043335i,5.7669e-05-0.00025755i,8.3263e-06-0.00048695i,0.00027211-0.00051591i
0.0001265+0.00028715i,0.0010155+0.00066547i,0.0027122+0.00091436i,0.0027613+0.001296i,0.0017265+0.0010584i,0.0018861+0.00053585i,0.001143+0.00035133i,-0.00016627+1.505e-05i,-0.00084796-7.449e-05i,-0.00064818-0.00044687i,-0.0003533-0.00094422i,-0.00045315-0.00043163i,-7.3871e-05-0.00042464i,3.6014e-05-0.00076471i,-0.00011514-0.00036554i,0.00017768-4.4281e-05i,0.00046815+0.00073643i,-3.6982e-06+0.0012176i,-0.00021293+0.00031464i,6.7823e-05+0.00012677i,0.00026398+0.00027259i,0.00097106-9.0012e-05i,0.00069727-0.00047065i
-0.0018804+0.0011622i,-0.00041242+0.001211i,-8.0811e-05+0.00056436i,-0.0002465-0.00074953i,0.00097154-0.00099949i,0.00095453-0.0002527i,2.2486e-05-0.00040473i,-0.00028993-0.00031892i,3.931e-06-0.00016268i,0.00014866-0.00044944i,-0.00057066-0.00025431i,-0.00033602+0.0003356i,0.00092892-0.00013608i,0.0011683-0.00051059i,0.00061368+0.00010239i,3.8303e-05+0.00013229i,-0.00060789+1.137e-05i,-0.00044306+0.00035094i,0.0001101+0.00054018i,-0.00033598+0.00044741i,-0.00037758+0.00040239i,-9.4595e-05-0.00015152i,-2.4002e-06-0.00030114i
-0.0011219+0.00020633i,0.00045197+0.00099948i,0.0013296+0.00099019i,0.00052606+0.00041189i,-0.00013552+0.00040004i,0.00075067+0.00028535i,0.00047177+2.7771e-05i,-0.00083345-0.00068731i,-0.00078438-0.0007737i,-0.0008228-7.1894e-05i,-0.00059015-0.0002106i,0.0001422-0.00033851i,-1.3316e-05-0.00016273i,-4.5724e-05-0.00028978i,9.5754e-05-0.00021381i,0.00017079-3.4596e-05i,0.00034134+0.0002901i,0.00027759+0.00045683i,-4.5253e-05-0.00015291i,-0.00022142-0.00061748i,-0.00012938-0.00045575i,0.00010318+2.7893e-05i,0.00029896+0.00036292i
0.0015969-0.0017776i,0.0012561-0.0010465i,0.0013957+0.00039221i,0.00058434+0.00060304i,-0.00032811+0.0015128i,0.00020555+0.001248i,0.00094005+0.00024923i,0.00019993-0.00013901i,-0.0001474-0.00080678i,0.00028612-0.00022208i,0.00066307+0.00047996i,0.00084582-6.9062e-05i,0.00037832+0.00050227i,0.00022781+0.0011962i,-0.00024028+0.00031427i,-0.00025386-0.00019473i,8.9612e-05-4.7971e-05i,-8.0525e-05+0.00022699i,1.8465e-05-3.412e-05i,0.00018709-0.00050259i,-0.00026583-0.00025681i,-0.00030618-0.00026654i,0.00088098-0.0007505i
0.0003723+0.0018262i,0.00066626+0.00055859i,0.0012636-0.00016905i,0.00086726+4.2539e-05i,0.00024911+0.00029339i,0.00027042+0.00042221i,0.00049696+0.00022334i,-0.00020123-0.00046477i,-1.3998e-05-0.00033925i,0.00023872+0.00022525i,-0.00026596+0.00036636i,-0.0009842+0.00019493i,-0.0006635-0.00038135i,0.00056689-0.00052062i,0.00095154+0.0007282i,-1.4381e-05+0.0013489i,-0.00023975+0.00032171i,6.4848e-05-0.00047328i,-0.00029704-0.00090145i,-6.5671e-05-0.00038733i,4.6881e-05+0.00025906i,-0.00013632+0.00074779i,4.0661e-06+0.00088806i
0.0017821+8.31e-05i,0.0017363+0.00019009i,0.0017168-0.00084395i,0.00093943-0.0016921i,-0.00041557-0.00087352i,-4.6967e-05+0.00063926i,0.00053329+0.0010117i,-0.00045048+0.00061197i,-0.00082621-0.00056674i,-0.00024706-0.0005879i,-0.00050187+0.00057186i,-0.0011928+0.00087801i,-0.0010326+0.0014399i,-0.00016263+0.0013157i,-0.00013582+0.00078839i,-0.00067045+0.00081012i,-0.00058667-0.00013075i,0.0001074-0.001049i,0.00045143-0.00062327i,-5.0732e-05+3.1672e-05i,-0.00027192-4.074e-06i,-0.0002609-0.00087969i,-0.00052747-0.00093226i
-0.0010045-0.0016498i,-0.00075649-0.0011498i,-6.5939e-05+0.00011468i,-4.935e-05+0.0010703i,-0.00025416+0.0011616i,0.00036966+0.0012433i,0.00082673+0.0013289i,0.00023245+0.0010335i,-0.00012781+0.00065174i,4.9058e-05+0.00065169i,0.00089708+0.00068907i,0.0008702-0.00041893i,0.00056661-0.0008278i,0.00083333-0.00061426i,0.00026649-0.00065633i,-5.2035e-05-0.00015217i,0.00023019+0.00026974i,0.00031988+1.2915e-05i,0.00029046+0.00016388i,0.00013113+0.00055788i,0.00029877+0.00039168i,0.0005154+0.00015025i,0.00073881-0.00028131i
0.00018106-0.00089999i,0.00078615+0.00052652i,0.0015437+0.0010158i,0.0010421+0.0003342i,0.00030727+0.0010313i,0.00038287+0.002253i,0.00098254+0.0023843i,0.00073722+0.0017775i,0.00053325+0.0017772i,0.00025387+0.0012681i,-2.7859e-05-2.0712e-05i,0.00020963+0.00010107i,-0.00023993+0.00042716i,-0.0003856-2.1562e-05i,0.00014338+0.00026118i,-0.00036701+0.0010813i,-0.00053831+0.00066776i,9.4378e-05+7.9019e-05i,0.0007016-0.00020049i,0.00051204-0.00031355i,0.00012787+0.00043261i,0.00047267+0.0007885i,0.00047533+0.00066871i
-0.00031623-0.00079146i,-9.2479e-05-0.0010818i,-0.00023444-0.00075876i,-0.00037076-0.00080703i,-0.00075405-0.00057835i,0.00020817-0.00028454i,0.0017258-0.00051827i,0.0010413-0.00074423i,-0.00012159-0.00099685i,-0.00068542-0.0012406i,-0.00044683-0.00079684i,-0.00043919-0.00047456i,-0.00022157-0.0005486i,0.00026945+0.00043193i,0.00050926+0.00063206i,-0.00026679+2.4149e-05i,-0.00048325+0.00021117i,-0.00070653+0.00046919i,-0.00076173+0.00027571i,0.00027893-1.6056e-05i,-0.00011675+5.8276e-05i,-0.00033422+0.00039228i,0.00021765+0.00016456i
-7.9448e-05+0.0014608i,0.00046222+0.0019233i,0.00012655+0.0010995i,-0.00036372-0.00052155i,-2.9009e-06-0.00035058i,0.00036324+0.00057764i,0.00016768+0.00098141i,-3.4328e-05+0.00093655i,0.00052031+0.00087361i,0.0011391+0.0008745i,0.0011474+0.00014758i,0.00091047-0.00035085i,0.00046544-0.00016384i,-0.00010811-0.00017665i,0.00031598-6.2479e-05i,0.00055808+0.00018924i,0.00049753+5.9629e-05i,6.8564e-05-0.00020951i,-0.00043167-8.008e-06i,-0.00035271-0.00026534i,-0.00013467-0.00025855i,0.00011708-0.00031054i,0.00051527-0.00071284i
-2.6922e-06+0.0003109i,0.00035133-0.00015638i,0.00016425-0.0001703i,0.00039409+4.3281e-05i,0.00072006+0.00096757i,0.00063667+0.00094062i,-2.3708e-05+0.00014158i,-0.0005863+0.0003326i,-0.00089435+0.00067708i,-0.00053321+0.0008342i,0.00038918+0.00011819i,0.00049259-0.00065833i,-0.00022832-0.00052474i,-0.00033576-0.0004175i,7.6727e-05-0.0005924i,-8.9699e-05+0.0001243i,-0.00051411+0.00090677i,-0.00020201+0.00068787i,-0.00036043+0.0004827i,-0.00062013+0.00069254i,-0.00017146+0.0010228i,-0.00036085+0.00088588i,-8.1357e-05+0.00017726i
0.00094698+0.00057847i,0.00098493-0.0003888i,0.0011912-0.0015131i,0.0014891-0.0021607i,0.0012592-0.0015745i,0.00074906-0.00031415i,-0.00019132+0.00031388i,-0.00087672+0.00021612i,-0.0010505-4.8576e-05i,-0.0004368+0.00011594i,4.01e-06+0.00035672i,-0.00021844+7.6045e-05i,0.00012491+0.00039147i,0.00044719+0.001313i,-0.00027219+0.001136i,-0.00056096+0.00051442i,-0.00031402+0.00011617i,-0.00029664-9.527e-05i,-0.00052265+7.2573e-05i,-0.00041037+5.2624e-05i,6.4492e-05-0.00032392i,-3.8982e-05-0.00045066i,-0.00051995-0.00042971i
-0.00044587+0.0011959i,0.00047533+0.00035012i,0.0015821-0.00053985i,0.0017378-0.00027456i,0.0013003+6.1137e-05i,0.00062182-0.00034637i,-4.8293e-05-0.00038771i,-0.00063151-0.00038785i,-0.00060544-0.00037534i,-0.00022363-8.7935e-05i,0.00033986+9.7091e-06i,0.00066561-0.00044305i,0.00023786-0.00055559i,-0.0006395+0.00027588i,-9.4522e-05+4.561e-05i,0.00098982-5.3503e-05i,0.00034874+0.00051702i,0.00011266-5.5341e-05i,0.0002459-0.00015183i,0.0004864+0.00037533i,0.00081059+0.00021953i,-0.00013136+0.00027106i,-0.00019899+0.00033494i
-0.0019461+0.00010294i,-0.001657+0.0013974i,-0.0013748+0.0020282i,-0.00062378+0.0015442i,-0.00031361+0.00096676i,-0.00049064-0.00032519i,-0.00074591-0.00060795i,-0.0010128+8.7726e-05i,-0.00082063+0.00040898i,0.00034422+7.4985e-05i,0.00099955-0.00064783i,-3.4809e-05-0.00055865i,-0.00046871-0.00037429i,-2.0189e-05-0.00044861i,0.0001414-1.6986e-05i,6.786e-05+0.0001951i,-0.00039088-0.00014317i,-0.00068698-0.00034302i,-0.00051175+0.00010048i,0.00021705-4.9082e-05i,0.00020367-0.00017335i,0.00028367+0.00027533i,0.00074674+0.00027458i
-0.00037637-0.00021289i,0.00035816+0.00069915i,0.00034138+0.0015823i,0.00025915+0.0011431i,0.00016554+0.00030544i,0.00080454+0.00038492i,0.00069285+0.00050284i,-0.00011888+0.00033306i,-0.00080966-0.00019492i,-0.00098667-0.00031668i,-0.00039342-0.00030196i,-0.00013108+4.9044e-07i,4.068e-05+0.00096512i,0.00077155+0.00082104i,0.00086248+0.00024215i,0.00071021+0.00036826i,0.00064826+0.00064946i,0.00020535+0.00085627i,-0.00018233+0.0011145i,-0.00044617+0.00068011i,-0.0006532-0.00016911i,-0.00064221-0.00064936i,-0.00017957-0.00036465i
-0.0031641-0.00029767i,-0.0020282+0.00012558i,-0.00065285+0.0016765i,-8.8154e-05+0.0014967i,0.00025163+0.00041572i,0.00057493-0.00045175i,0.00043641-0.00096145i,-0.000265-0.0014251i,-0.00072099-0.0012905i,-0.00067245-0.00029225i,-0.00056915+0.00044544i,0.00010659-0.00047672i,0.00052079-0.00063395i,0.00052592-0.00023676i,0.0011396-6.367e-05i,0.0010516+0.00060138i,-3.8271e-05+0.0012682i,-0.0006337+0.00094733i,-0.00052485-0.00053452i,-0.00040445-0.0012502i,-0.00040133-0.00061762i,0.00031096-0.00023453i,0.0012675-0.00066206i
0.00092258-0.00029647i,0.0014273+0.00043051i,-5.9876e-06+0.0011501i,-0.00032548+0.001273i,4.4464e-05+0.001868i,0.00019081+0.0018466i,0.0010839+0.00096486i,0.00098107+0.00041711i,4.3027e-05+0.00011152i,3.2781e-05+0.00039102i,0.00032612+0.0007287i,-2.8093e-05+0.0004819i,-0.00030357+3.3276e-05i,-0.0005059+0.00023004i,-0.00013489+0.0010734i,-2.2318e-07+0.00054591i,-0.0003621-7.055e-05i,-0.00041908+0.00064839i,-0.00051593+0.0006623i,-0.00017462+1.2638e-05i,0.00043767-0.0004525i,-0.0001184-0.00033818i,-0.0008+0.00025186i
-0.00023859-0.00073533i,-0.00022526-0.0003513i,3.4152e-05-0.00032035i,-7.4108e-05-0.0007966i,-0.00028262+4.4333e-05i,0.00085025+0.00073021i,0.00088536+0.00026488i,-2.2535e-05-0.00010469i,-0.00044378+0.00040615i,-0.00014123+0.00031883i,0.00013239-0.00037611i,0.00018594-0.00012524i,0.00023299+0.00053315i,0.0007273+0.0010342i,0.00044909+0.00077276i,5.323e-05+0.00024614i,-0.00021219+0.00094341i,-0.00037357+0.0013168i,-0.00033443+0.00063509i,-0.00048975-0.00013236i,-0.00097565-0.00043818i,-0.00052844-0.00029345i,-0.00050782-0.00020439i
0.000524+0.00091611i,0.00034134+0.001426i,0.00018701+0.0013941i,-0.00050434+0.0007556i,-0.000178+0.00019146i,0.00068008+0.00098439i,0.0011063+0.0014135i,0.00028178+0.00087369i,1.6924e-05+0.00029537i,0.00039444-3.8418e-05i,-6.5112e-05-0.00037101i,-0.00081473-0.00051306i,-0.00075993-0.00056051i,2.3332e-05-3.5561e-05i,0.00069655+0.00076476i,0.00015957-0.00020066i,-0.00066437-0.0002413i,-0.00029501+0.0003643i,0.0006625+0.00062332i,0.00058692+0.00031263i,0.00047255+0.00029239i,0.00024931+0.00034093i,0.00015234-0.00026878i
-0.0028216-0.0027687i,-0.0020748-0.0025269i,-0.0010847-4.1485e-06i,-0.00062569+0.0015641i,0.00078672+0.0019211i,0.0014748+0.0010935i,0.0011065+0.00010291i,0.00022107-7.8733e-05i,-0.00088744-0.00050933i,-0.00067165-0.00049713i,0.00020847+0.00026431i,0.00043087+0.00083151i,0.001104+0.0010412i,0.0020355+0.0006556i,0.0019595+0.0002402i,0.00029738+0.00099073i,-0.00066208+0.00070518i,-0.000254-5.0104e-05i,1.5467e-05-3.9286e-06i,0.00011266+0.00050779i,-0.00031459+0.00099623i,-0.0007272+0.00019128i,-0.00044873-0.00064794i
-0.00091931+0.0017002i,-0.00079748+0.0014822i,-0.00052353+0.001081i,-6.3877e-05+0.00039025i,0.00068294-5.123e-05i,0.00019952+0.00030793i,-0.00062864+0.00037973i,-0.00047245-0.0002086i,-0.00012304+0.0005463i,-0.0005585+0.0010897i,-0.0001986+0.00098113i,0.00036895+0.00060484i,-0.00022298-0.00012301i,0.00016974-0.00078131i,0.00030691-0.0007813i,-0.00016517+8.1737e-05i,-0.00031627+0.00056107i,-0.00094162+0.0008911i,-0.00092263+0.00030699i,-0.0010011-0.00027097i,-0.00048339+0.00028833i,0.0001483+2.2194e-05i,-5.4418e-05-0.00077865i
-0.0011088+0.00065017i,0.0012666+0.0010237i,0.0025974+0.0013784i,0.0021324+0.00072441i,0.0015519+0.00075994i,0.0018821+0.0014791i,0.0014443+0.0010621i,0.00033277+7.3475e-05i,0.00062962-0.00052061i,0.0010257-0.00058801i,0.00078454-0.00058273i,0.00051601+0.00031736i,4.3687e-05+0.00049025i,0.00051177+0.00035443i,0.00074363+0.00089634i,-7.2566e-05+0.00027781i,-0.00020696+0.00013614i,-0.00037666+0.00079251i,-0.00047803+0.00091308i,-0.00027627+0.00079355i,0.0001534+0.00070542i,-0.00011879+0.0011392i,-0.00057884+0.00070876i
-0.00057008+0.0017894i,-3.9752e-05+0.0017221i,-0.00045028+0.0014435i,0.00012308+0.00065485i,0.0021106+0.00015811i,0.0029181+0.00031848i,0.0018542+0.00033302i,0.00066376+0.00027871i,-0.00059169+0.00048143i,-0.00087875+0.00058002i,1.5324e-05+0.00032354i,0.000197+0.00017959i,0.00021022-0.00028199i,0.00037072-0.00088689i,-5.3691e-05-0.00083495i,-0.00013909-0.00031544i,0.00033064-0.00025876i,0.00021805-0.00061584i,-0.00010126-9.8967e-05i,0.00054124+0.0006185i,0.00049886+0.0011135i,-0.00013128+0.00082411i,-0.00020488+0.00023211i
-0.0001766+0.0014794i,0.00010884+0.002067i,0.00031869+0.0012991i,0.00024777+0.00044744i,-0.00021393+0.00078334i,0.00061315+0.001094i,0.0012606+0.00019397i,0.00045187+6.5813e-05i,9.063e-05+0.00039664i,0.00013514+1.2727e-05i,0.00038955-0.00061304i,0.0003603-0.00034418i,0.00095624+0.00032368i,0.00077944+9.2815e-05i,-4.5107e-05+0.00075776i,4.8037e-05+0.0015746i,3.1741e-05+0.00097094i,2.7477e-05+0.00071046i,0.00011748+0.00077001i,-0.00018289+0.00080745i,-0.0004205+0.00053716i,1.6185e-05+2.0501e-05i,0.00013268+0.00021164i
0.0011625-0.00027329i,0.0014791-0.0010225i,0.0013369-0.0010605i,0.00079365-0.0017241i,0.0001243-0.0015287i,0.00027891+6.6058e-05i,9.6056e-05-0.00024161i,-0.00064452-0.0010412i,-0.0006244-0.00047513i,-0.00018612+0.00028459i,-0.00012416-3.3758e-05i,-0.00033709-0.00047336i,-6.2798e-05+0.00041437i,3.4306e-05+0.0009279i,-0.00015966+0.0003072i,-0.00019609-6.9029e-05i,-0.00028864+0.00016133i,-0.00069995+0.0004481i,-0.00029555+0.00024443i,5.2123e-05+0.00013043i,9.7427e-05+0.00012195i,-1.3704e-05-5.3225e-05i,6.5899e-05+0.0010614i
0.00036502-0.0012051i,0.00019174-0.00070597i,0.0004314+0.00021668i,-0.0001915+0.001659i,-0.0001197+0.0026732i,0.0013535+0.0024939i,0.0024066+0.0011344i,0.0012335-9.4592e-05i,-0.0013208-0.00040893i,-0.0017045-0.00025892i,-0.0009891-3.5986e-05i,-6.8267e-06+0.00025024i,0.00063322+0.00079815i,0.00069236+0.0010818i,0.00091108+0.00097119i,0.00077851+0.00089719i,-4.4936e-05+0.0010018i,-0.00023908+0.00044066i,-0.00029867-0.00033985i,-0.00026262-0.00021326i,0.00023067+4.2622e-05i,-0.0003358+0.00032034i,-0.00071175+0.00050918i
-7.6017e-05+0.00049095i,-0.00024196-0.00019399i,-0.00027927-0.0017974i,-0.00054911-0.001693i,-0.00043747+0.00036282i,0.00012828+0.0021352i,0.00072539+0.0014412i,0.00053569+0.00015294i,-0.00034149-0.00011621i,-0.0004721-2.9371e-05i,-7.5954e-05+8.4293e-05i,0.00044363+0.0005773i,0.00061063+0.00088896i,0.00023699+0.00073403i,-0.00053146+0.00025288i,-0.0002087+0.00037017i,-0.00034847+0.00019004i,-0.00080291+0.00012655i,-9.5476e-05+0.00014212i,0.00019727-0.00038555i,0.00050355+7.0434e-06i,0.00027197+0.00029674i,-0.00023284+3.02e-05i
0.00031721+0.00014771i,0.0014704-0.00015388i,0.0020733-0.00048065i,0.00157-0.00024285i,0.00050495-0.00015302i,-0.00037153-0.00085758i,-0.00051205-0.00069584i,-0.00040391-0.00044451i,-0.00019057-0.00011732i,0.00058616-9.9873e-06i,0.0010769-0.00025746i,0.00043095-7.675e-05i,-0.00059255-0.00061319i,-9.6467e-05-8.0535e-05i,0.0002429+0.00066563i,-0.00068326+0.00040019i,-0.00092584+0.000197i,-0.00050167+0.00035931i,-0.00053476+0.0006234i,-0.00019352+0.00010079i,0.00035946-4.3974e-05i,-6.9812e-05+0.00043292i,-3.6454e-05+0.00045933i
0.0021639-8.8093e-05i,0.0022593-0.00025813i,0.0015267-0.00069732i,0.00018393-0.0010992i,-0.00083119-0.00039924i,-0.00067921+0.00016013i,-0.00081152+0.00013225i,-0.00067937+0.00040325i,3.9108e-05+0.00094595i,0.00051016+0.00058327i,0.00058901-0.00020266i,0.00027665-0.00052862i,-0.00054202-4.5874e-05i,-0.0012739+0.00094293i,-0.00089218+0.0011998i,-0.00023054+0.00024328i,-9.7399e-05-8.0111e-05i,-0.00026949+0.00046047i,0.00010387+0.00032621i,0.00040511+0.0004471i,1.6475e-05+0.00092525i,-9.5513e-05+0.00070712i,-0.00016185+0.00030031i
0.0011568-0.00065213i,0.00060192+0.00054953i,-0.00046055+0.00038729i,-0.0011887-9.8728e-05i,-0.0011663+0.00010062i,5.6414e-05+0.00080124i,0.0016181+0.0011713i,0.00089638+0.00020857i,-0.00014317-0.00095922i,0.00014048-0.00063144i,0.00046032+0.00032102i,0.00020832+0.00086839i,-1.4934e-05+0.00080178i,0.0003266+0.00040068i,0.00045534+0.00078201i,0.00037942+0.0011089i,0.00068979+0.0007601i,0.00039573+0.00045333i,0.00037939+0.00052639i,9.2375e-05+6.8038e-05i,-0.00035641-0.00024202i,-0.00030979+0.00016491i,0.00032769+0.00043686i
-1.3123e-05+0.0011322i,0.00024484+0.001279i,0.001563+0.00064544i,0.0019883-0.0004007i,0.00091821-0.00078712i,4.1527e-05+0.00013576i,-0.00030136+0.00018022i,-0.00044942-0.0001313i,-0.00054711+0.00022061i,-0.00058438-6.8848e-05i,-0.00043214+9.0404e-05i,0.00033682+0.00047757i,0.00052981+0.0003033i,-3.5259e-05-0.00040454i,-0.00064806-0.00073786i,-0.00058966+0.00018224i,0.00011115+0.0009074i,0.00041317+0.00073542i,-5.9794e-05+1.5054e-05i,0.00014201-0.0003294i,6.5298e-05-0.00054948i,-0.00066738-0.00053669i,-0.00053428-0.0004502i
0.00043116+0.0011906i,0.00053776+0.0019879i,0.00071305+0.002626i,0.0010056+0.0018726i,0.0011198+0.0015748i,0.0006608+0.0013243i,0.00021345+0.00073557i,-0.00030386+0.00071786i,6.2441e-06+0.0010841i,0.00065538+0.00062254i,0.00043329-7.5724e-05i,-0.00061313-6.9662e-05i,-0.0010872-0.00060824i,-0.00093476-0.001002i,-0.0008193-0.00030312i,-0.00097064+0.00071953i,-0.00032793+0.0011046i,6.6816e-05+0.0010595i,-0.00078704+0.00044232i,-0.00075639+0.0005142i,-2.9534e-05+0.00053276i,0.0001338-0.00020848i,0.00070629+0.00034143i
0.001914+0.0025275i,0.0019776+0.00077372i,0.0024118-0.00051916i,0.0017892-0.0010714i,0.00077244-0.0016138i,0.0002268-0.0010738i,-5.3148e-05-0.00014794i,-0.00041202+0.00048899i,-0.00026758+0.00092889i,0.00041626+0.00043442i,0.00028266-0.00056431i,-0.00043202-0.0013024i,-0.00081288-0.00075021i,-0.0010363+0.0003284i,-0.0016406+0.00036317i,-0.0012514+0.00014411i,-0.00043787+0.00016036i,-0.00071574-0.00044969i,-0.0001186-0.00046181i,0.00012541+0.00050707i,-4.2287e-05+0.00071833i,-5.978e-05+0.00040912i,2.968e-05+0.0002316i
8.355e-06+0.00062099i,0.00043449+0.0013435i,9.1269e-05+0.00051836i,-5.9756e-05-0.00025687i,0.00027519+0.00051853i,0.00090599+0.0017651i,0.00077741+0.00084069i,0.00029857-0.00074175i,2.2625e-05-0.00048014i,-6.2425e-06+0.00030064i,6.1232e-06-0.0002881i,-0.00044781-0.00096091i,-0.00034512-0.00033146i,-4.9157e-05+0.00029663i,-0.00049461-1.8132e-05i,-0.00035993-0.00058764i,-8.0984e-06-0.00026198i,0.00029367+0.00052564i,0.00029346+0.0013486i,0.00023931+0.0011428i,0.00074159+0.00025426i,0.0012147+0.00048213i,0.00096112+0.00098286i
0.00055256+0.0020726i,-0.0004644+0.0023946i,-0.00094076+0.0011136i,-1.2025e-05-0.00067545i,0.00077624-0.00045008i,0.00078599+0.0013993i,-0.00016478+0.00099785i,-0.00082124-0.00019562i,-0.0010433+0.00032497i,-0.0010153+0.00068002i,-0.00026069-0.00010404i,0.00048983-0.00081087i,0.00053201-0.00074406i,0.00052499-0.00061039i,6.9737e-05-0.0008439i,-0.00061617-0.00073299i,-0.0014199-3.2823e-05i,-0.0018359+0.00014296i,-0.00038497+1.216e-05i,-2.9975e-05-0.00018829i,-0.00060822+0.0001303i,-0.00044959+0.00016685i,-0.00037395-0.00064703i
0.0016469-0.00028419i,0.00068788-0.00048398i,0.00035468+0.000301i,0.00010422+0.00036322i,-0.00084477-0.0003549i,-0.00053079-4.7368e-08i,0.00016879-2.7618e-05i,4.0511e-05-0.00065685i,-0.00073014-0.00096843i,-0.00086277-0.00048513i,-4.5912e-05+0.00037441i,-0.00019823+0.0009013i,-4.5155e-05+0.00063876i,0.00051477+0.00047986i,0.00025248+5.6187e-05i,0.000416-0.00011806i,0.00044205-9.0124e-05i,0.00073218-0.00012924i,0.0010686-0.00022923i,0.00028874-0.00058578i,0.00013085-0.00047984i,0.00016452-0.00017214i,0.00011429-8.4833e-05i
-0.00024606+0.00026679i,0.00010449-0.00033848i,0.00054875-0.0010368i,0.00035197-0.0016032i,-0.00017192-0.00085568i,-0.00033686-0.00039675i,0.00045108-0.00086275i,-1.3309e-05-0.0013235i,-0.00088378-0.00063327i,-0.00064795+0.00025143i,0.00013252-5.0084e-05i,0.00036287-0.00037858i,0.00015436+0.00028162i,-0.00022292+0.00042342i,-0.00037412+9.9055e-05i,0.00020434+0.00031809i,5.8199e-05+4.439e-05i,-0.00026732-0.00049325i,0.00020174-0.00057115i,0.00019484-0.0004379i,0.00050032-9.9592e-05i,0.00060446+0.00070567i,-3.3576e-06+0.00072043i
0.00096532+0.00090224i,0.0010622+0.0015428i,0.0013179+0.0012582i,0.00067211+0.00072545i,-0.00025358-0.00023851i,7.1691e-05-0.00027318i,0.0010155-0.00031663i,0.00087491-0.0008386i,0.0001312-0.0007456i,0.00016288+0.00066393i,5.1456e-05+0.00022873i,7.8199e-05-0.00080565i,0.00045418-0.00037223i,-2.931e-05-0.00032377i,-0.00053943-0.00055987i,-0.00040542+0.00042712i,-0.00033931+0.0011623i,-0.000395+0.00029727i,-0.00046363+5.3024e-06i,-0.00029756+0.00016685i,6.7938e-05-0.00014167i,0.00032129-0.00033553i,0.00097451-6.7549e-05i
0.0014173+0.00014595i,0.0010438-0.00017879i,0.00084553-0.00040781i,0.00067365-0.00094309i,0.00027049-0.0010199i,0.00021631-0.00017148i,4.0971e-05-1.5309e-05i,0.00014021-0.00047302i,-0.00011188-0.00027845i,-0.00031239-0.00031444i,-0.0002164-0.00058567i,-0.00023466+0.00014492i,-7.1744e-06+0.00017155i,0.00024876-0.00021745i,0.0004904+0.00041175i,0.00029051+0.00062929i,-0.00023679+0.00088727i,-0.00014752+0.0012283i,-5.1155e-05+0.00083231i,-0.00041019+9.5402e-05i,-0.0006828-0.00068015i,-0.00059504-0.00086163i,-0.00040848-0.00042669i
