-0.0010435+0.0026417i,-0.00064946+0.0012521i,-0.0021907+0.0019144i,-0.002122+0.0016073i,-0.00014919+0.0015293i,0.0012056+0.00075438i,0.00084671+4.7575e-05i,0.0002209-2.2938e-05i,-8.4916e-05-0.0005559i,-0.0002287-0.0011842i,0.00037439-0.0016103i,0.00039368-0.0013556i,5.8947e-05-0.00050619i,0.0007325-0.00024758i,0.0011601+6.7524e-05i,0.0001657+0.00073761i,-0.00044511+0.0010972i,-0.00014525+0.00091184i,0.00010655+0.00022604i,-0.00015942+3.2021e-05i,-0.00086034+0.0010822i,-0.00068643+0.0012642i,2.7951e-05+0.00013115i
1.1006+0.65632i,1.1894+0.76657i,0.85639+0.56016i,0.56797+0.27148i,0.54756+0.10387i,0.54903-0.020393i,0.41566-0.12898i,0.26805-0.17299i,0.18169-0.16454i,0.13527-0.14961i,0.10025-0.12776i,0.046199-0.074925i,-0.0027461-0.0055971i,-0.024431+0.016792i,-0.045434-0.0034446i,-0.046786-0.0029601i,-0.014648+0.0095297i,0.0092562+0.0030134i,0.0073323-0.0049643i,-0.0033247-0.0075044i,-0.019862-0.010931i,-0.041474+0.0048301i,-0.045506+0.040929i
-0.19935+0.90759i,-0.201+0.88155i,-0.18217+0.53273i,-0.23392+0.3406i,-0.34171+0.43874i,-0.40179+0.57967i,-0.30172+0.59475i,-0.10916+0.45806i,0.0056674+0.29977i,0.08498+0.24996i,0.17242+0.21457i,0.17028+0.11437i,0.087299+0.033515i,0.037977+0.0096002i,0.042577-0.0030813i,0.03675-0.015837i,0.0054889-0.011739i,-0.0092068+0.0020431i,-0.00087413+0.0056997i,0.0057787+0.0031623i,0.001946-0.0076746i,-0.024504-0.028942i,-0.061292-0.037538i
-1.2774-0.29616i,-1.3868-0.048147i,-0.89061+0.10356i,-0.34077+0.0028621i,-0.13191-0.22889i,-0.14666-0.39956i,-0.22153-0.38023i,-0.23178-0.20281i,-0.15147-0.058257i,-0.13356-0.014033i,-0.17082+0.025813i,-0.1406+0.040426i,-0.07937-0.014703i,-0.055443-0.064375i,-0.05871-0.058203i,-0.054463-0.023221i,-0.035006-0.0074249i,-0.024495-0.0074476i,-0.026849-0.00078194i,-0.025439+0.0015105i,-0.015942-0.014192i,-0.0057961-0.054432i,-0.0094655-0.092013i
0.88072-0.81912i,0.81971-1.2647i,0.43714-1.0152i,0.20765-0.4065i,0.3631-0.0032133i,0.66829+0.086984i,0.72025-0.06013i,0.41504-0.19887i,0.10979-0.1509i,0.020309-0.11849i,-0.02116-0.165i,-0.043934-0.12936i,0.018466-0.05561i,0.0701-0.041802i,0.062623-0.056931i,0.043774-0.063415i,0.036884-0.049104i,0.03273-0.029768i,0.021419-0.023485i,0.010714-0.011002i,0.021271+0.013289i,0.064351+0.031427i,0.10752+0.024323i
0.32958+1.0723i,0.6395+1.302i,0.55926+0.93559i,0.19116+0.41096i,-0.17165+0.14635i,-0.40715+0.10966i,-0.40981+0.17385i,-0.20521+0.18287i,-0.049175+0.081955i,0.012006+0.054535i,0.10526+0.076069i,0.14737+0.050358i,0.095091+0.06587i,0.066907+0.11951i,0.069695+0.13304i,0.052189+0.11229i,0.031155+0.084265i,0.018826+0.04411i,0.0036138+0.0032371i,-0.014659-0.011803i,-0.02331+0.0087333i,-0.014421+0.058426i,0.0066348+0.096579i
-1.6208+7.0393i,0.5142+7.3634i,3.6884+6.09i,4.7077+2.3075i,3.7158-0.89458i,1.5457-2.1249i,-0.4146-1.2501i,-0.97312+0.15445i,-0.20305+0.78201i,0.78517+0.27003i,0.85387-0.62773i,0.29002-1.1626i,-0.31667-1.7634i,-0.97718-2.5661i,-1.232-2.6376i,-0.79919-1.6i,-0.30083-0.51758i,-0.32352-0.029788i,-0.66992+0.24144i,-0.65636+0.54989i,-0.17114+0.6871i,0.29305+0.44255i,0.36368+0.003668i
-0.36645-0.92749i,-0.66111-1.1736i,-0.58357-0.82731i,-0.19872-0.15318i,0.21097+0.38237i,0.53143+0.67021i,0.7008+0.60933i,0.58697+0.26954i,0.32998+0.026841i,0.1853-0.094218i,0.052782-0.20173i,-0.088823-0.18863i,-0.098458-0.10476i,-0.065763-0.077986i,-0.07825-0.063814i,-0.081177-0.01629i,-0.066672+0.016945i,-0.064096+0.023722i,-0.056348+0.028101i,-0.030335+0.028243i,-0.020167+0.025002i,-0.034598+0.021382i,-0.041269+0.012042i
0.92871-0.75911i,1.108-1.1243i,0.74177-0.88103i,0.2561-0.43643i,0.050805-0.27316i,0.030923-0.29618i,0.0060862-0.26593i,-0.048828-0.12066i,-0.046672+0.025566i,-0.013959+0.070763i,-0.010062+0.057272i,0.0065659+0.039861i,0.018891-0.001834i,-0.006346-0.054511i,-0.011474-0.087936i,-0.0025842-0.0941i,-0.011154-0.057194i,-0.01061-0.0053093i,0.0058815+0.010655i,0.01325-0.0040951i,0.01014-0.017165i,0.016811-0.02187i,0.01767-0.024339i
-0.091251+0.15263i,-0.063567+0.52242i,-0.07882+0.54731i,-0.042899+0.22376i,-0.001189-0.141i,-0.032042-0.33218i,-0.036303-0.32453i,-0.0049699-0.25132i,-0.009332-0.18049i,-0.026469-0.094544i,-0.013988-0.026176i,-0.0060267-0.0050343i,-0.024464-0.0070536i,-0.043734-0.0014017i,-0.046345+0.014059i,-0.034327+0.01645i,-0.01952-0.007261i,-0.0065264-0.035888i,0.011011-0.043836i,0.028518-0.035271i,0.034664-0.020963i,0.027845-0.0042475i,0.011265+0.0034365i
0.27214+0.48976i,0.10334+0.47551i,-0.07331+0.29355i,-0.11824+0.16937i,-0.091756+0.1291i,-0.11322+0.0038207i,-0.2063-0.12839i,-0.22929-0.083512i,-0.12617+0.029057i,-0.009534+0.076103i,0.068385+0.10174i,0.11823+0.08568i,0.1012+0.032611i,0.045959+0.019552i,0.016888+0.0335i,0.015446+0.038733i,0.025889+0.037547i,0.033238+0.032715i,0.025211+0.018664i,0.0046866-0.0046158i,-0.011927-0.017746i,-0.011158-0.011688i,-0.0003401-0.0028905i
-0.39081+0.25724i,-0.33334+0.059253i,-0.19561-0.1674i,-0.21116-0.2265i,-0.35503-0.19217i,-0.42978-0.19844i,-0.35439-0.18402i,-0.19872-0.11991i,-0.092938-0.069063i,-0.065445+0.010271i,-0.024871+0.10102i,0.027532+0.11253i,0.034325+0.083023i,0.025882+0.067641i,0.017306+0.039978i,-0.0021936+0.012512i,-0.0025965+0.0046339i,0.015964-0.012153i,0.016658-0.036106i,-0.0012321-0.0406i,-0.02246-0.043753i,-0.048433-0.056632i,-0.065775-0.051738i
-0.42013+0.0032592i,-0.23356+0.3076i,0.058953+0.33179i,0.11918+0.054909i,-0.046508-0.15526i,-0.16621-0.16728i,-0.16441-0.12539i,-0.14153-0.075077i,-0.12826-0.005014i,-0.095329+0.052781i,-0.053246+0.075813i,-0.010903+0.070896i,0.016427+0.039599i,0.0086431+0.01921i,-0.0038692+0.025734i,-0.0080473+0.020474i,-0.018521+0.010171i,-0.017718+0.018284i,0.009613+0.022339i,0.0378+0.0025192i,0.050127-0.026141i,0.050882-0.049234i,0.037683-0.056761i
-0.30197-0.37039i,-0.70406-0.47206i,-0.70733-0.27074i,-0.30413-0.045023i,0.027785-0.10112i,0.055048-0.28304i,-0.068278-0.30672i,-0.097308-0.16705i,-0.019095-0.067324i,0.0017123-0.044916i,-0.01639-0.0018223i,0.0002339+0.032802i,0.020839+0.041275i,0.040817+0.054056i,0.050742+0.046698i,0.032661+0.025542i,0.01341+0.012181i,0.0086923+0.0022179i,0.0056387-0.0010162i,-0.0002866+0.0055495i,0.0045979+0.016586i,0.029081+0.024979i,0.044513+0.023684i
-0.0070594-0.095813i,0.14053-0.19554i,0.16722-0.15625i,0.023274-0.028176i,-0.12195+0.063739i,-0.1827+0.057863i,-0.16552+0.0018763i,-0.12568-0.0089125i,-0.098423+0.021861i,-0.066935+0.050785i,-0.026236+0.059011i,0.0081288+0.040938i,0.016721+0.020655i,0.0083828+0.027348i,0.012663+0.039349i,0.023004+0.01865i,0.021094-0.0165i,0.0096639-0.027716i,-0.0018768-0.017155i,-0.0035832-0.0032362i,-0.0009264+0.0062841i,-0.0093824+0.013595i,-0.019078+0.025869i
-0.029429-0.66164i,-0.062945-0.61839i,-0.096638-0.39017i,-0.10017-0.21218i,-0.076104-0.15558i,-0.041807-0.14998i,-0.023508-0.13313i,-0.028664-0.092396i,-0.016678-0.057138i,0.0016298-0.052636i,-0.0033351-0.044805i,-0.0064038-0.0089854i,0.006432+0.029282i,0.012329+0.058276i,0.0031592+0.077187i,-0.00048063+0.080326i,0.0072681+0.066369i,0.0053239+0.038468i,-0.006039+0.010622i,-0.013385-0.0041765i,-0.011952-0.0041261i,-0.0033673-0.0011463i,0.00035302-0.0071238i
0.81241+0.30134i,0.75439+0.24916i,0.39955+0.14452i,0.12663+0.06614i,0.038258-0.012754i,-0.0134-0.097246i,-0.049019-0.10513i,-0.045398-0.053316i,-0.03259+0.0013264i,-0.01998+0.048654i,0.0069942+0.065004i,0.024513+0.03962i,0.01378+0.01085i,0.0011996+0.0033693i,0.0011075-0.0038812i,-0.00027109-0.022372i,-0.0023586-0.031195i,0.0071675-0.028729i,0.013274-0.024668i,0.0034264-0.016349i,-0.0070314-0.010078i,-0.0086762-0.0098565i,-0.0059513-0.0015024i
-0.3115+0.38489i,-0.28057+0.31288i,-0.16891+0.091836i,-0.070424-0.025909i,0.0054389-0.017655i,0.068948-0.017746i,0.076097-0.031957i,0.05781-0.02096i,0.045064-0.012443i,0.018218-0.0185i,-0.012029-0.0027646i,-0.0075628+0.021708i,0.011116+0.029577i,0.011297+0.039824i,0.0060264+0.053342i,0.0086088+0.055223i,0.011024+0.040196i,0.0023108+0.016689i,-0.008246-0.0024751i,-0.0034565-0.015435i,0.010952-0.01734i,0.019609-0.0041228i,0.017167+0.0060467i
-0.3051-0.025213i,-0.23781+0.18042i,-0.058399+0.20605i,-0.026617+0.082517i,-0.11904+0.026039i,-0.17267+0.04904i,-0.17369+0.080155i,-0.12883+0.091265i,-0.06977+0.063353i,-0.029269+0.031161i,0.00095207+0.00372i,0.0032996-0.017692i,-0.011977-0.0094127i,-0.011083+0.0073472i,-0.0042834+0.011666i,-0.005985+0.0075298i,-0.0035831+0.0030562i,0.011168-0.00021824i,0.022169-0.0054184i,0.017419-0.001275i,0.01445+0.0078756i,0.019501+0.0061628i,0.023564+0.0032355i
0.037167-0.068836i,-0.12987-0.21145i,-0.15058-0.16553i,-0.010683-0.070682i,0.069406-0.087692i,0.056658-0.13252i,0.041259-0.15044i,0.02583-0.1222i,0.014416-0.061979i,0.0038359-0.010058i,-0.0053018+0.029567i,0.011454+0.042743i,0.028871+0.024239i,0.027378+0.008992i,0.019196+0.0028302i,0.0091235-0.0017742i,0.0004941+0.00070024i,-0.0074647+0.0047006i,-0.012907+0.0061912i,-0.011178+0.004774i,-0.011682+0.0061316i,-0.015301+0.01836i,-0.014251+0.030213i
-0.073754+0.080739i,0.13596+0.13645i,0.18548+0.09201i,0.049383+0.010707i,-0.053878-0.023113i,-0.086875-0.014875i,-0.099058+0.027775i,-0.083965+0.066244i,-0.055417+0.057906i,-0.040271+0.02147i,-0.026166-0.010224i,-0.018621-0.024301i,-0.026455-0.013595i,-0.027702+0.013131i,-0.011601+0.02816i,0.0027712+0.018593i,0.0022454+0.0014148i,-0.0017715-0.0080475i,-0.0014406-0.0086339i,0.0023754-0.0048991i,0.013652-0.0064923i,0.021737-0.016989i,0.014251-0.022298i
-0.35549-0.43818i,-0.56282-0.28404i,-0.43622-0.052736i,-0.12023+0.022799i,0.04773-0.031317i,0.054291-0.076975i,0.040502-0.089133i,0.043754-0.093535i,0.042696-0.092283i,0.024055-0.069599i,0.0071307-0.025342i,0.0083448+0.008817i,0.021111+0.013654i,0.026405+0.0011981i,0.016327-0.0091862i,0.0062364-0.0051611i,0.0081961+0.0044303i,0.013452+0.0074862i,0.010193+0.0052907i,-0.00094885+0.0078058i,-0.0078608+0.021821i,-0.0020137+0.03458i,0.0082939+0.034013i
0.59399+0.073223i,0.61106-0.1702i,0.31957-0.24863i,0.016197-0.10209i,-0.074595+0.030385i,-0.053965+0.035839i,-0.03228+0.01328i,-0.019868+0.026611i,-0.0068396+0.053679i,0.015659+0.052505i,0.029795+0.021339i,0.025139-0.014473i,0.0059256-0.027188i,-0.0054015-0.0069687i,0.011564+0.014289i,0.025405+0.0069199i,0.012853-0.0089494i,-0.0064608-0.013728i,-0.015575-0.012661i,-0.01515-0.013456i,-0.015519-0.014973i,-0.017781-0.0098436i,-0.016144-0.0005661i
-0.27363+0.1421i,-0.17491+0.25622i,-0.0079888+0.19024i,0.082183+0.010817i,0.056413-0.1021i,-0.015494-0.097497i,-0.058359-0.017767i,-0.036324+0.04121i,-0.0035899+0.020553i,-0.015915-0.0072231i,-0.032548+0.0070073i,-0.018472+0.034193i,0.0065873+0.043761i,0.011229+0.030608i,-0.0085345+0.020923i,-0.01584+0.026215i,0.00048763+0.029498i,0.018549+0.02511i,0.027787+0.017424i,0.026661+0.0090435i,0.021146+0.0024092i,0.017614-0.0038847i,0.011329-0.0095351i
0.17547-0.31816i,0.076016-0.33529i,-0.046754-0.22631i,-0.084079-0.072189i,-0.034215+0.022179i,0.031157+0.023179i,0.047235-0.016988i,0.020904-0.029769i,0.0015985+0.00073391i,0.02005+0.022114i,0.041799+0.0022443i,0.025286-0.029641i,-0.0027361-0.038446i,-0.004652-0.029798i,0.01031-0.027132i,0.013883-0.029888i,0.0024783-0.023891i,-0.010063-0.011369i,-0.01712-0.0011827i,-0.017761+0.0039066i,-0.017863+0.0064474i,-0.017699+0.011181i,-0.0089437+0.017783i
0.0017915+0.44089i,0.056082+0.35077i,0.088052+0.18645i,0.078874+0.099374i,0.044692+0.048322i,-0.010379-0.012485i,-0.064925-0.038149i,-0.073693-0.01337i,-0.04842+0.003673i,-0.047234+0.015171i,-0.047756+0.051487i,-0.011132+0.068278i,0.021543+0.048268i,0.025489+0.033021i,0.017377+0.034943i,0.010662+0.036099i,0.0034652+0.025099i,-0.0050549+0.010014i,-0.0056922-0.00060829i,-0.00034423-0.0090927i,0.0061819-0.014995i,0.0084646-0.015639i,0.0019784-0.011314i
-0.13666-0.186i,-0.034945-0.075813i,0.038091-0.011672i,-0.019378-0.042754i,-0.09848-0.046136i,-0.093997+0.0065324i,-0.046036+0.042787i,-0.017144+0.037003i,-0.0080162+0.0095792i,-2.2503e-05-0.029546i,-0.0078464-0.069479i,-0.033145-0.069293i,-0.038996-0.030105i,-0.02325-0.0031991i,-0.014476-0.0040887i,-0.015167-0.00794i,-0.0043505-0.0041969i,0.013846-0.0022059i,0.019312+0.0013117i,0.016054+0.0094565i,0.014804+0.013638i,0.014158+0.0081905i,0.013974+0.00031231i
0.0098875-0.029743i,-0.1514+0.045415i,-0.17134+0.11455i,-0.037282+0.099715i,0.071823+0.02388i,0.086726-0.064363i,0.062338-0.12655i,0.03768-0.13059i,0.014838-0.086199i,0.0026101-0.015972i,0.022197+0.039i,0.046615+0.036407i,0.038521+0.0062347i,0.019399-0.0049079i,0.012252-0.0025168i,0.010342-0.0011058i,0.0016944+0.0013244i,-0.0085787+0.0054374i,-0.0085844+0.0051709i,-0.0059308-0.0019106i,-0.0086702-0.0060634i,-0.013045-0.0014575i,-0.018678+0.0061488i
0.028186+0.018394i,0.066317-0.17364i,-0.027216-0.22576i,-0.1456-0.10833i,-0.16235+0.0047169i,-0.1024+0.067854i,-0.035474+0.10821i,-0.0006813+0.11796i,0.016723+0.094724i,0.015049+0.036689i,-0.022957-0.012303i,-0.049892-0.011458i,-0.038949+0.010313i,-0.018317+0.020263i,-0.005658+0.013476i,-0.0051146+0.0015956i,-0.0062418-0.0032i,-0.004062-0.0024381i,-0.0046169+0.0035937i,-0.00088489+0.012756i,0.0083828+0.01399i,0.014878+0.0031833i,0.015659-0.01168i
-0.17104-0.04332i,-0.16631+0.1895i,-0.027539+0.22977i,0.082726+0.055155i,0.069482-0.069831i,0.014967-0.088237i,-0.011087-0.080083i,-0.0053444-0.082624i,-0.0091635-0.093164i,-0.016037-0.06902i,0.020846-0.034532i,0.053429-0.033958i,0.037777-0.038839i,0.011513-0.025754i,0.0026078-0.01031i,0.0035524-0.0026882i,0.0032402+0.0035707i,0.0058142+0.0069001i,0.008039-0.0002369i,0.0016785-0.0066441i,-0.0038391-0.0025502i,-0.0011021+0.0045035i,0.0047378+0.0099211i
0.21006-0.24004i,0.050115-0.4675i,-0.14347-0.41924i,-0.18118-0.18324i,-0.11713-0.033694i,-0.059036+0.022375i,-0.024222+0.054404i,-0.0028387+0.078979i,0.029104+0.08934i,0.046861+0.059975i,0.016028+0.036968i,-0.012692+0.040698i,-0.0085149+0.033789i,0.0037319+0.019276i,0.012499+0.0090065i,0.014454-0.0011854i,0.0056464-0.0093857i,-0.010408-0.0070922i,-0.017756+0.0029355i,-0.013706+0.0036992i,-0.012207-0.0059589i,-0.01584-0.010981i,-0.018333-0.011559i
0.021078+0.36154i,0.28065+0.34347i,0.3561+0.12364i,0.20566-0.046248i,0.059472-0.060327i,-0.017613-0.035669i,-0.053918-0.017094i,-0.054176-0.014862i,-0.052036-0.018503i,-0.037229-0.0008857i,-0.00079327+0.0031477i,0.023533-0.0097579i,0.027106-0.011709i,0.015548-0.0063338i,0.00033114+0.0017981i,-0.004269+0.0067218i,0.0014154+0.0045387i,0.0097957-0.0044258i,0.013402-0.015727i,0.015828-0.014548i,0.022557-0.0037781i,0.028633+0.000489i,0.02765-0.0015819i
-0.18996-0.41707i,-0.36437-0.27178i,-0.2838-0.035996i,-0.07561+0.013884i,0.0041912-0.06859i,-0.010245-0.097303i,-0.018865-0.073179i,-0.0057995-0.032352i,0.02804-0.0018878i,0.034239+0.00061923i,0.0062126+0.010455i,-0.01584+0.025233i,-0.022005+0.0231i,-0.014128+0.011923i,-0.0020628-0.0024602i,0.0019397-0.011935i,-0.00079898-0.0091636i,-0.0049599+0.0013404i,-0.005265+0.011328i,-0.0038697+0.012614i,-0.005622+0.0093708i,-0.0078076+0.0095907i,-0.0045203+0.0096742i
0.36747+0.29651i,0.49255+0.13393i,0.36638-0.054972i,0.15154-0.066735i,0.038068+0.0026307i,-0.014069+0.011196i,-0.04052-0.0072602i,-0.048786-0.016752i,-0.063793+0.0028141i,-0.050673+0.03104i,-0.016697+0.016223i,0.0027594-0.01238i,0.016893-0.016887i,0.02325-0.0074832i,0.020644+0.0078531i,0.02379+0.017536i,0.024241+0.013326i,0.015609+0.0030974i,0.0063448-0.0036713i,0.0015489-0.0045368i,-0.00033361-0.0035377i,-0.00027741-0.0034202i,0.00033345-0.0025999i
-0.45177+0.045563i,-0.39961+0.24937i,-0.16616+0.29053i,-0.0087446+0.11749i,0.013354-0.046748i,0.0044353-0.09452i,0.0011795-0.061035i,0.01241-0.01313i,0.021127-0.011253i,0.0017932-0.021326i,-0.0082261-0.00075233i,-5.3315e-05+0.022973i,-0.0017611+0.030132i,-0.0068248+0.023856i,-0.011992+0.0095492i,-0.019205+0.0014403i,-0.014955+0.0015578i,-6.7884e-05+0.0022499i,0.007757+0.0039284i,0.0067843+0.0081282i,0.0079539+0.011258i,0.010728+0.010424i,0.009263+0.0067661i
0.393-0.34717i,0.16938-0.41277i,-0.044744-0.21188i,0.017959+0.021216i,0.13834+0.061837i,0.12565+0.001126i,0.059436-0.044992i,0.0050898-0.055583i,-0.018475-0.023748i,-0.0017718+0.0050957i,0.0088593-0.00034293i,-0.004901-0.015262i,-0.01498-0.019429i,-0.013549-0.015138i,-0.0067905-0.01063i,-0.0011912-0.0083829i,-0.0053396-0.0049162i,-0.015653+1.7975e-05i,-0.020388-0.00037073i,-0.019781-0.0088736i,-0.020083-0.015144i,-0.019492-0.010892i,-0.011881+1.5657e-05i
-0.32377+0.43024i,-0.18387+0.41198i,-0.055564+0.18048i,-0.11044+0.018072i,-0.16596+0.018942i,-0.1052+0.029752i,-0.024863+0.019621i,0.024856+0.014655i,0.024695-0.008001i,-0.012233-0.0083002i,-0.02376+0.017854i,-0.0076074+0.026022i,0.0011895+0.019757i,0.0028469+0.015761i,0.0034253+0.013439i,0.0047979+0.009265i,0.011544+0.0026179i,0.022125-9.1706e-05i,0.027615+0.0032339i,0.027348+0.0080083i,0.025617+0.0094967i,0.020681+0.0037813i,0.0090865-0.0041968i
0.035633-0.47499i,-0.048573-0.43504i,-0.068283-0.18161i,0.050535+0.0039116i,0.15497+0.012826i,0.13754-0.017087i,0.057754-0.02298i,-0.0062214-0.011338i,-0.018372+0.0054712i,-0.0078272+0.00094273i,-0.0069494-0.015612i,-0.0087792-0.024394i,-0.0083759-0.025358i,-0.005346-0.020292i,0.00077089-0.01621i,0.0024329-0.01281i,-0.0010334-0.0017813i,-0.0085563+0.0054006i,-0.017276+0.0017087i,-0.020599-0.0011851i,-0.017147+0.0005048i,-0.0091056+0.0054582i,0.0011847+0.011998i
0.34041+0.3048i,0.31155+0.17701i,0.098459-7.7997e-05i,-0.11545+0.001889i,-0.16976+0.090629i,-0.099853+0.10308i,-0.011165+0.071041i,0.038211+0.035969i,0.032443+0.002213i,0.0072429-0.008549i,0.00062322+0.00064072i,0.005183+0.0084505i,0.0093948+0.0098065i,0.013481+0.0066855i,0.013225+0.0058582i,0.0065224+0.0078438i,-0.0038997+0.003092i,-0.0093223-0.0017712i,-0.0033011+0.00013862i,0.0056048-0.0023071i,0.0053929-0.010051i,-0.0035385-0.01484i,-0.014066-0.014199i
-0.48985-0.22434i,-0.38496-0.15839i,-0.11338-0.084964i,0.027368-0.10697i,0.015706-0.11902i,-0.016485-0.059569i,-0.033924-0.01163i,-0.039034+0.0023053i,-0.019387+0.00017909i,-0.0064663-0.0087044i,-0.012278-0.006853i,-0.012778-0.001963i,-0.011768-0.0042796i,-0.013739+0.0011822i,-0.011457+0.006346i,-0.0080589+0.00034612i,0.0016214-0.0040341i,0.015053-0.0065534i,0.018419-0.011412i,0.013652-0.0082023i,0.012078+0.0024661i,0.013636+0.0070734i,0.014088+0.0049152i
0.49363+0.065171i,0.44925+0.083059i,0.19107+0.084626i,-0.019377+0.10192i,-0.081784+0.11661i,-0.06424+0.086292i,-0.030995+0.046548i,-0.0055339+0.026383i,0.0083169+0.016589i,0.012795+0.0027198i,0.011094-0.012593i,0.0078661-0.016375i,0.0092262-0.0092138i,0.015236-0.0038008i,0.020198-0.0047502i,0.018805-0.0078255i,0.0080905-0.0072399i,-0.0046421+0.002843i,-0.0071847+0.015244i,-0.00070424+0.01343i,0.0010893+0.0009938i,-0.0029005-0.0051279i,-0.0057411-0.0033769i
-0.30223+0.23118i,-0.29335+0.18771i,-0.14193+0.036273i,-0.029321-0.11422i,-0.019746-0.17077i,-0.053148-0.12845i,-0.068377-0.054874i,-0.049009-0.007504i,-0.019276+0.0064795i,0.00027849+0.0030958i,0.0086681-0.0031745i,0.014011-0.0051403i,0.016612-0.0047966i,0.0095219+0.00048892i,0.0001063+0.010677i,-0.00029516+0.017614i,0.0064237+0.016786i,0.0088272+0.0108i,0.0021361+0.0073383i,-0.0020127+0.0091208i,0.0032064+0.010552i,0.0090588+0.0053027i,0.0084262-0.0036816i
0.09438-0.45575i,0.079778-0.38658i,0.037599-0.15445i,0.011431-0.0060184i,-0.02321+0.025236i,-0.040401+0.028534i,-0.020301+0.018915i,-0.0063647+0.008082i,-0.004937+0.011617i,-0.002618+0.015291i,-0.001078+0.016428i,-0.00059591+0.019494i,-0.0057096+0.01823i,-0.014218+0.012953i,-0.015912+0.0049305i,-0.017324-0.0054482i,-0.023112-0.010461i,-0.021113-0.0099717i,-0.011327-0.0088897i,-0.0044487-0.0057488i,-0.0020433-0.00060979i,-0.00045531+0.0046885i,0.002094+0.0096759i
-0.017508+0.49124i,-0.051749+0.46597i,-0.055976+0.22286i,-0.014162+0.0070024i,0.030202-0.085304i,0.021874-0.11507i,-0.02371-0.10423i,-0.045026-0.070716i,-0.030336-0.040127i,0.0022666-0.02198i,0.023097-0.017622i,0.018956-0.014714i,0.01172-0.0075793i,0.012677-0.0053524i,0.015374-0.0047751i,0.021147-0.0031926i,0.023484-0.0081735i,0.013361-0.013306i,-0.002232-0.010145i,-0.010954-0.0057961i,-0.01126-0.0031711i,-0.0066384+0.00038279i,-0.0015089+0.0036993i
-0.16168-0.36237i,-0.14863-0.43889i,-0.077824-0.28998i,-0.020106-0.081404i,-0.0033264+0.0067513i,-0.0013536+0.010335i,0.018835+0.0059095i,0.042247+0.011413i,0.040718+0.019819i,0.01684+0.034227i,-0.0011078+0.045696i,-0.0029064+0.036634i,-0.0012249+0.015732i,-0.0032636+0.0028719i,-0.0075418+0.00058152i,-0.0099521+0.0047917i,-0.0022958+0.012733i,0.013333+0.016732i,0.025084+0.011i,0.025753+0.0034757i,0.018371+0.00018276i,0.0096804-0.0033129i,0.0007285-0.0096246i
0.35336+0.023883i,0.37256+0.075329i,0.25805+0.04773i,0.14052-0.03574i,0.066938-0.08171i,0.013579-0.068918i,-0.018379-0.032099i,-0.032867-0.0097733i,-0.042359-0.00046805i,-0.038611+3.9803e-05i,-0.028852-0.0090782i,-0.022616-0.010373i,-0.011899-0.0038062i,-0.00045815-0.0031286i,0.0061534-0.0060169i,0.0080285-0.0081029i,9.4845e-05-0.010033i,-0.015907-0.0098356i,-0.027501-0.0045996i,-0.026241+0.00278i,-0.018138+0.0071584i,-0.009793+0.01105i,0.0012315+0.015777i
-0.38513+0.13609i,-0.39144+0.1056i,-0.24793+0.073744i,-0.11027+0.10327i,-0.015882+0.12331i,0.052939+0.077776i,0.080674+0.014437i,0.073912-0.011i,0.055468-0.011814i,0.032742-0.005258i,0.020862+0.0046844i,0.015261+0.0081492i,0.0043664+0.010945i,-0.00017391+0.015407i,0.00061128+0.015667i,-0.002109+0.016759i,-0.00087519+0.01777i,0.0068668+0.012784i,0.01422+0.002127i,0.015129-0.010123i,0.0094307-0.016843i,0.001158-0.01644i,-0.0082393-0.011431i
0.31291-0.20425i,0.3768-0.20847i,0.28933-0.14974i,0.14766-0.12922i,0.033916-0.1297i,-0.042945-0.088589i,-0.080618-0.015454i,-0.081029+0.034206i,-0.059922+0.038568i,-0.0382+0.018695i,-0.029629+0.002271i,-0.02381-0.0058762i,-0.013346-0.013447i,-0.0068789-0.016158i,-0.0025177-0.014916i,-0.0005569-0.021811i,-0.0024488-0.028187i,-0.0025797-0.022804i,-0.00073519-0.0099065i,0.00093252+0.0048129i,0.0065724+0.014738i,0.014211+0.014004i,0.016588+0.0056709i
-0.041689+0.24812i,-0.092179+0.33331i,-0.096438+0.29902i,-0.053042+0.22511i,-0.0031723+0.16393i,0.025636+0.09299i,0.04394+0.026243i,0.053185-0.020622i,0.035881-0.036576i,0.012493-0.019387i,0.0075806-0.0041929i,0.0077249+0.0001792i,0.0070367+0.0090885i,0.0095418+0.014588i,0.010954+0.016072i,0.013992+0.024239i,0.015969+0.029108i,0.010814+0.021583i,0.0031433+0.010418i,-0.0036908-0.0004248i,-0.010516-0.0073376i,-0.016079-0.0050793i,-0.016792+0.0021605i
-0.1974-0.22181i,-0.21033-0.27548i,-0.14958-0.22567i,-0.087412-0.15928i,-0.057742-0.10873i,-0.035394-0.041925i,-0.033133+0.013849i,-0.046821+0.049275i,-0.036478+0.06048i,-0.014022+0.03801i,-0.0060664+0.014003i,-0.0047495+3.9174e-05i,-0.0083317-0.009348i,-0.013656-0.0060241i,-0.013692-0.0032841i,-0.016247-0.01085i,-0.017799-0.013034i,-0.010161-0.0037009i,0.0016214+0.0048906i,0.010415+0.0061157i,0.014278+0.0041932i,0.016294+0.00068995i,0.016889-0.0040931i
