0.00015936-0.00026264i,-0.00076111-0.0010707i,-0.0009283-0.0012361i,-0.00051666-0.001226i,-0.0011741-0.0015986i,-0.0017383-0.0001995i,-0.0011278+0.0013459i,-0.00043049+0.0016879i,0.00065256+0.00055847i,0.0011872-0.000296i,0.00084252-0.00080762i,0.00019692-0.0011514i,-8.0943e-05-0.0011755i,-0.00045843-0.0007281i,-0.00077854+0.00021744i,-0.00091268+0.00077253i,-0.00077154+0.00042092i,-0.00048212+0.00025235i,-0.00084673+0.00015412i,-0.0011208+0.00013049i,-7.5663e-05-7.1859e-05i,0.00055777-4.4094e-05i,-0.00047529+0.00012518i
0.0083194+0.012509i,0.028414+0.040716i,0.046296+0.061499i,0.048869+0.050798i,0.035716+0.024436i,0.0058875+0.0019902i,-0.027439-0.013849i,-0.039076-0.0089491i,-0.021882+0.013149i,-0.0037443+0.018433i,-0.0033984+0.011661i,-0.005355+0.012737i,-0.0015976+0.011509i,-0.0012248+0.0051871i,-0.0069976+0.0027627i,-0.016741+0.0014679i,-0.025622-0.00056521i,-0.027376+0.00045939i,-0.023018+0.0044237i,-0.015027+0.0091878i,-0.0064943+0.011937i,-0.00040824+0.010177i,0.0025329+0.00602i
-0.020424+0.0041524i,-0.05037+0.001475i,-0.068077-0.012828i,-0.039049-0.052712i,0.011108-0.1088i,0.041529-0.12647i,0.056799-0.0887i,0.066079-0.041778i,0.049064-0.01531i,0.019474-0.0027439i,0.0057009+0.00013187i,0.0029501+0.0024507i,0.0052231+0.0088107i,0.010018+0.014045i,0.015142+0.01822i,0.019781+0.019684i,0.019503+0.012354i,0.015436-0.00085352i,0.009677-0.0090069i,0.0041741-0.01028i,0.00018533-0.010018i,-0.0039902-0.0091968i,-0.0047347-0.0048984i
0.0076512-0.013055i,0.021574-0.032227i,0.034412-0.043193i,0.022071-0.022372i,-0.0079157+0.014351i,-0.018243+0.040594i,-0.00022372+0.055273i,0.019624+0.036589i,0.018261-0.0032232i,0.0074021-0.016424i,0.0096032-0.0069209i,0.017266-0.0061616i,0.015742-0.010624i,0.011602-0.010748i,0.011915-0.012378i,0.016705-0.013736i,0.024271-0.0092323i,0.026322-0.0037284i,0.019928-0.0012259i,0.012884-0.00063698i,0.0099938-0.00029724i,0.0093454+0.0008372i,0.0082237+0.0010514i
0.011817+0.012956i,0.019456+0.042127i,0.0072949+0.085448i,-0.029596+0.13045i,-0.060038+0.1636i,-0.07161+0.14896i,-0.079584+0.07208i,-0.080016+0.0068974i,-0.048895-0.015593i,-0.012174-0.023907i,-0.00020112-0.018122i,0.0010709-0.0095135i,-0.0014753-0.0090463i,-0.0075952-0.0085336i,-0.012779-0.011112i,-0.020243-0.017439i,-0.026853-0.016718i,-0.026346-0.0094105i,-0.020211-0.0037467i,-0.014691-0.0015144i,-0.0098352+0.0020712i,-0.0041702+0.0026459i,-0.0020957-0.0011809i
-0.018665+0.0046898i,-0.042264-0.0084973i,-0.050187-0.040043i,-0.014715-0.073495i,0.047763-0.080236i,0.086061-0.077833i,0.068028-0.079532i,0.021243-0.057597i,-0.0090886-0.012373i,-0.0085431+0.0076567i,-0.007771-0.0058264i,-0.019048-0.014051i,-0.023837-0.0081308i,-0.018341+0.0006875i,-0.011891+0.013401i,-0.011158+0.022321i,-0.014446+0.019957i,-0.013455+0.013698i,-0.0059188+0.0098728i,0.0013799+0.0058536i,0.0033637-0.00064875i,0.00086649-0.0058739i,-0.00099622-0.0073456i
0.01897-0.013484i,0.05252-0.038579i,0.10055-0.067521i,0.1303-0.09963i,0.12497-0.13774i,0.097721-0.1221i,0.07842-0.036737i,0.061783+0.020973i,0.027147+0.024639i,-0.0065574+0.022486i,-0.012742+0.017388i,-0.0058814+0.0060323i,0.0014094+0.0014497i,0.0086941-0.00088038i,0.010579-0.00033343i,0.011832+0.0059833i,0.013695+0.010353i,0.0093493+0.012112i,0.0021483+0.011934i,-0.00088813+0.0088619i,-0.0021651+0.0070388i,-0.0040724+0.010388i,-0.0034503+0.014335i
0.0030636+0.018724i,0.0013009+0.058959i,-0.016231+0.11274i,-0.053246+0.13729i,-0.10982+0.11481i,-0.15674+0.076423i,-0.14939+0.059741i,-0.083538+0.051038i,-0.018338+0.018369i,-0.0014924-0.0030031i,-0.0034809+0.011413i,0.007231+0.0239i,0.014469+0.015733i,0.010009-0.00041468i,0.0029875-0.018728i,-0.00030595-0.030191i,0.0028052-0.028856i,0.0068769-0.024919i,0.0068724-0.022841i,0.004948-0.01865i,0.0050184-0.013771i,0.0061801-0.010755i,0.0042777-0.0094358i
-0.024387-0.0022706i,-0.063041-0.020665i,-0.11304-0.04323i,-0.13103-0.017908i,-0.089372+0.056248i,-0.035338+0.074837i,-0.017168+0.009651i,-0.020171-0.031431i,-0.0036511-0.017211i,0.024014-0.011746i,0.024798-0.01221i,0.011373-0.0020222i,0.00047906+0.0034393i,-0.008606+0.0093578i,-0.010048+0.015685i,-0.010362+0.013436i,-0.010407+0.0089913i,-0.004791+0.0068212i,0.0014716+0.0057752i,0.0042554+0.0058788i,0.005578+0.0058873i,0.0076549+0.0027174i,0.0084173-0.0016228i
0.018299-0.019413i,0.055452-0.050157i,0.11232-0.082106i,0.15699-0.096848i,0.18636-0.081437i,0.21591-0.033757i,0.19971-0.0095651i,0.11941-0.021857i,0.038436-0.018677i,0.0097586-0.0031707i,0.013336-0.0086289i,0.0062082-0.020285i,-0.0071352-0.014665i,-0.0078797+0.001665i,0.00053254+0.020138i,0.010701+0.029909i,0.012203+0.024595i,0.0025484+0.015713i,-0.0079099+0.010801i,-0.012584+0.0060036i,-0.015347+0.0012763i,-0.018646+0.0016579i,-0.017895+0.0050761i
0.010362+0.031364i,0.019333+0.082617i,0.026382+0.12728i,0.020895+0.094278i,-0.011763-0.0071652i,-0.059743-0.06422i,-0.071973-0.024935i,-0.038753+0.0093327i,-0.021354-0.0059951i,-0.034015-0.0095659i,-0.029449-0.0012892i,-0.009727-0.0055405i,0.0035529-0.0096995i,0.011259-0.014393i,0.0097733-0.022443i,0.0027876-0.022497i,-0.00050287-0.01549i,0.0010273-0.0091926i,0.0045061-0.0063232i,0.0066151-0.005265i,0.0088183-0.0045939i,0.013256-0.00534i,0.015041-0.0073558i
-0.025869-0.0021184i,-0.069342-0.020626i,-0.12477-0.024722i,-0.15519+0.0043349i,-0.16747+0.023295i,-0.18411-0.012133i,-0.17577-0.042366i,-0.12152-0.01949i,-0.051428+0.0019818i,-0.012972-0.0069117i,-0.010331-0.0079525i,-0.0068718+0.0044276i,0.0031872+0.0066576i,0.0030237-0.0014731i,-0.0058832-0.015374i,-0.01929-0.027374i,-0.027444-0.026276i,-0.023307-0.016723i,-0.014068-0.0076448i,-0.0067524-6.4665e-05i,-0.0032503+0.0059839i,-0.0011759+0.0083769i,0.0010591+0.0083774i
0.017596-0.013896i,0.060492-0.046496i,0.11692-0.077103i,0.14814-0.052441i,0.16144+0.041179i,0.17574+0.10737i,0.14702+0.078542i,0.071576+0.036231i,0.027208+0.035134i,0.030953+0.028665i,0.027078+0.010007i,0.009073+0.0036066i,-0.0013302+0.0036579i,-0.0038261+0.0066612i,-0.00059763+0.016907i,0.0074112+0.024828i,0.014089+0.021402i,0.014174+0.0097168i,0.007395+0.0017522i,0.0013196+0.0024143i,-0.0024219+0.00016915i,-0.0092737-0.0049636i,-0.015537-0.0043495i
0.0056191+0.023632i,0.013995+0.061671i,0.024638+0.0843i,0.048828+0.047198i,0.086437-0.0073934i,0.10171+0.0050387i,0.090228+0.046664i,0.071684+0.042602i,0.041989+0.01393i,0.012753+0.0077799i,0.005297+0.013263i,0.0063109+0.0077729i,0.00076422+0.0024954i,-0.00068554+0.007513i,0.0068327+0.015706i,0.015661+0.020778i,0.018395+0.022008i,0.013764+0.020528i,0.0076846+0.016251i,0.005844+0.0069517i,0.0073249+0.00073369i,0.010493+0.0014557i,0.012088+0.0017609i
-0.028572-0.0013982i,-0.074364-0.013659i,-0.12769-0.032129i,-0.16224-0.064214i,-0.18127-0.12447i,-0.18224-0.16951i,-0.14064-0.13892i,-0.065683-0.080201i,-0.018433-0.053914i,-0.017713-0.036391i,-0.018721-0.014306i,-0.011078-0.0063079i,-0.010039-0.01002i,-0.011865-0.015964i,-0.013774-0.0225i,-0.017537-0.026553i,-0.021124-0.026673i,-0.01907-0.023475i,-0.0088128-0.021538i,-0.00069231-0.021386i,-0.00065818-0.016065i,0.00014229-0.0078821i,0.0040081-0.0032916i
0.01714-0.012531i,0.049694-0.027008i,0.070941-0.018747i,0.050593+0.039774i,0.018004+0.10642i,0.017784+0.10301i,0.027397+0.033067i,0.0071892-0.020439i,-0.010516-0.024846i,-0.0016542-0.021602i,0.0067674-0.025895i,0.0077243-0.021429i,0.011319-0.012974i,0.010386-0.0084607i,0.0022086-0.0065728i,-0.0071381-0.0071519i,-0.010669-0.0043755i,-0.0047467-0.00040785i,1.4724e-05+0.0020449i,-0.0020341+0.0058578i,-0.0041169+0.0080376i,-0.002776+0.0061403i,-0.0018987+0.0037126i
0.0050921+0.021513i,0.010382+0.055201i,0.034262+0.097681i,0.087653+0.12395i,0.1415+0.14001i,0.14552+0.14153i,0.090205+0.10553i,0.027692+0.060155i,0.00034254+0.033465i,0.0027892+0.02019i,0.0096022+0.010121i,0.0080793+0.0049264i,0.0041037+0.0092962i,0.0055152+0.014666i,0.0078646+0.015091i,0.0085603+0.01541i,0.0082927+0.014767i,-0.00022283+0.011565i,-0.013922+0.011167i,-0.017671+0.012435i,-0.01153+0.0093075i,-0.0082816+0.0044447i,-0.0081199+0.0024155i
-0.016562-0.0049418i,-0.028977-0.032862i,-0.028188-0.08963i,-0.0093765-0.16407i,-0.0054224-0.22847i,-0.044807-0.2378i,-0.083125-0.15411i,-0.068933-0.045527i,-0.035161+0.0099993i,-0.022782+0.024293i,-0.018428+0.026765i,-0.011817+0.019535i,-0.0096326+0.0082945i,-0.0054324+0.0015356i,0.0035531-0.00095605i,0.0087998-0.0039421i,0.0086133-0.0084766i,0.008597-0.011483i,0.011469-0.012427i,0.01461-0.012839i,0.013839-0.0148i,0.011016-0.017325i,0.0089828-0.016239i
0.018016-0.00024156i,0.043126-0.0021893i,0.046828-9.279e-05i,-0.0029216-0.0071389i,-0.074329-0.018387i,-0.095766-0.0042817i,-0.057227+0.011471i,-0.023308+0.011429i,-0.0094341+0.0091844i,0.00091161+0.0020676i,0.00018432-0.0049841i,-0.0054748-0.0034794i,-0.0080775-0.0033672i,-0.012731-0.0050061i,-0.016096-0.0028918i,-0.013923-0.00034481i,-0.0093329+0.0032674i,-0.0026308+0.0060981i,0.0044778+0.0047587i,0.0050276+0.002363i,0.0029834+0.0062448i,0.002723+0.012887i,0.00062145+0.0146i
-0.012444+0.013894i,-0.044083+0.037603i,-0.085295+0.073571i,-0.097346+0.13917i,-0.048507+0.23995i,0.028867+0.288i,0.074257+0.21588i,0.075747+0.095484i,0.054947+0.017632i,0.036805-0.013079i,0.024147-0.024359i,0.014253-0.025255i,0.011367-0.019132i,0.010407-0.01316i,0.0059349-0.0058917i,0.0012553+0.0029658i,-0.0010464+0.0072099i,-0.0029884+0.006091i,-0.0066039+0.0037022i,-0.0078982+0.0032514i,-0.007186+0.0034814i,-0.0071354+0.0025187i,-0.005841+0.00095138i
0.00015019-0.015193i,0.012957-0.053568i,0.041223-0.094837i,0.09301-0.10851i,0.15227-0.12608i,0.16123-0.15554i,0.10778-0.13601i,0.059915-0.074541i,0.042147-0.041672i,0.016984-0.031769i,-0.00058873-0.0071884i,0.0057774+0.011541i,0.01082+0.016588i,0.0099586+0.017837i,0.0087959+0.011668i,0.0030923+0.0025652i,-0.0045916-0.0012893i,-0.0095933-0.00078125i,-0.010244+0.000985i,-0.0068733-0.0016731i,-0.0021919-0.0097514i,0.0028793-0.013464i,0.0084806-0.011168i
0.020865+0.014456i,0.053777+0.049259i,0.10459+0.079163i,0.1198+0.021953i,0.058937-0.12043i,-0.022766-0.21137i,-0.061875-0.1782i,-0.061645-0.099048i,-0.053774-0.04349i,-0.042908-0.0052947i,-0.023672+0.015494i,-0.014884+0.013344i,-0.018571+0.0028846i,-0.01722-0.0057443i,-0.011137-0.012948i,-0.0066414-0.017256i,-0.0025854-0.019032i,-0.00029943-0.018848i,0.0010857-0.016551i,0.0024407-0.0099532i,-0.00076444+7.4879e-05i,-0.0084147+0.0057638i,-0.015168+0.0058067i
-0.026644+0.0071375i,-0.08609+0.016122i,-0.1757+0.024549i,-0.24279+0.060733i,-0.25711+0.14716i,-0.23415+0.21426i,-0.16826+0.18035i,-0.10337+0.084861i,-0.072157+0.031907i,-0.031262+0.021084i,0.0080028-0.0026553i,0.020052-0.022104i,0.021247-0.020579i,0.015632-0.010357i,0.010035+0.0031902i,0.01404+0.010804i,0.019733+0.0094349i,0.020872+0.0060017i,0.015693+0.0057938i,0.010499+0.010218i,0.011778+0.014043i,0.014688+0.011137i,0.014763+0.0068046i
0.014717-0.027276i,0.048118-0.092325i,0.085881-0.15024i,0.10093-0.11219i,0.10918+0.0073187i,0.13057+0.082711i,0.10674+0.062404i,0.046871+0.034277i,0.028943+0.032099i,0.03+0.010676i,0.010368-0.011573i,-0.0070519-0.010542i,-0.010521-0.00020225i,-0.0077492+0.0084181i,-0.0076136+0.010057i,-0.015126+0.0096183i,-0.02293+0.013234i,-0.023897+0.015144i,-0.019519+0.010368i,-0.013344+0.0010517i,-0.0054405-0.0062767i,0.0036909-0.007715i,0.0095912-0.0047435i
0.022454+0.034529i,0.067787+0.10435i,0.14378+0.16718i,0.21769+0.11927i,0.26407-0.031604i,0.2509-0.14923i,0.17221-0.13057i,0.099365-0.040193i,0.068957+0.00033268i,0.03042-0.0058181i,-0.012266+0.0027261i,-0.022103+0.013699i,-0.015802+0.0050187i,-0.007721-0.0061998i,-0.0016132-0.0096854i,-0.004625-0.0098873i,-0.010859-0.0088409i,-0.010604-0.0064074i,-0.0033962-0.0059409i,-1.4354e-05-0.0082203i,-0.010988-0.010001i,-0.02463-0.010105i,-0.026974-0.01335i
-0.041669-0.0041749i,-0.13449-0.0118i,-0.24815-0.027602i,-0.28264-0.05352i,-0.25364-0.079897i,-0.24893-0.058746i,-0.19972+0.0080136i,-0.084288+0.030399i,-0.019516-0.0036302i,-0.012893-0.0092874i,0.00031879+0.010244i,0.013572+0.017209i,0.013752+0.015955i,0.0060888+0.0079648i,-0.00033143+0.00015453i,0.0039209-0.00094248i,0.014259-0.0013917i,0.020236-0.0046481i,0.0178-0.0052917i,0.014274+0.0012301i,0.018099+0.010265i,0.022128+0.016071i,0.018087+0.017804i
0.030313-0.046518i,0.077249-0.13322i,0.11592-0.22444i,0.055732-0.20401i,-0.072929-0.062513i,-0.11515+0.053658i,-0.068309+0.040082i,-0.039762-0.034687i,-0.04278-0.053677i,-0.023744-0.02619i,0.011274-0.017884i,0.021171-0.028831i,0.010156-0.026796i,0.0031304-0.010703i,0.001102-0.00032709i,0.00028009+0.00085029i,0.0012249-0.0017113i,-0.003067-0.0021822i,-0.010896+0.0022491i,-0.0079142+0.007065i,0.0053981+0.0046832i,0.014376-0.0028759i,0.01379-0.0037485i
0.032435+0.053455i,0.080767+0.16897i,0.13211+0.31267i,0.15691+0.36759i,0.19318+0.29272i,0.2445+0.15447i,0.2132+0.025249i,0.096191-0.025762i,0.026113-0.010801i,0.015787-0.0071261i,0.0014207-0.010279i,-0.0066413-0.00042613i,-0.0020432+0.0046443i,0.0039214+0.0063226i,0.0076769+0.0061241i,0.0015787+0.0029645i,-0.012256+0.001792i,-0.019727-0.00067998i,-0.018669-0.0070001i,-0.021201-0.013611i,-0.032133-0.021198i,-0.040341-0.028588i,-0.035091-0.029775i
-0.064332-0.011969i,-0.1942-0.03484i,-0.31876-0.059356i,-0.28012-0.071352i,-0.12489-0.076351i,-0.056505-0.070572i,-0.072939-0.019309i,-0.051493+0.049557i,-0.0089313+0.065347i,0.0015859+0.040002i,-0.0090169+0.020823i,-0.015357+0.015245i,-0.0093424+0.0071056i,-0.00055577-0.0036778i,0.0055109-0.0071696i,0.01092-0.0064029i,0.017693-0.0041996i,0.025651+0.00072874i,0.032376+0.0021453i,0.031395-0.00094806i,0.022566+0.0072397i,0.015107+0.026275i,0.009063+0.034726i
0.049457-0.06255i,0.16228-0.18733i,0.30424-0.35041i,0.33159-0.42117i,0.19104-0.33695i,0.017694-0.18327i,-0.053819-0.056771i,-0.035631-0.0011097i,-0.016237+0.0010096i,-0.01257-0.0013762i,0.005579+0.00048504i,0.025377-0.0029169i,0.02739-0.0053527i,0.012339-0.0056282i,-0.0075735-0.00073817i,-0.013868+0.006046i,-0.0097507+0.0086233i,-0.010591+0.012738i,-0.014827+0.020685i,-0.0087426+0.027357i,0.0091592+0.025652i,0.023154+0.018014i,0.023363+0.012127i
0.031438+0.092547i,0.072827+0.26284i,0.1043+0.45863i,0.090067+0.48812i,0.073255+0.32769i,0.096341+0.15934i,0.10981+0.040556i,0.067363-0.044607i,0.017512-0.069967i,-0.0034642-0.054116i,-0.01894-0.03788i,-0.037319-0.025625i,-0.04543-0.0084677i,-0.036499+0.0061067i,-0.022021+0.0034398i,-0.021942-0.0063186i,-0.032724-0.012277i,-0.037931-0.021818i,-0.033362-0.031271i,-0.025603-0.033428i,-0.024281-0.034064i,-0.024296-0.037488i,-0.014415-0.037674i
-0.097354-0.035123i,-0.30149-0.096635i,-0.56722-0.14621i,-0.67564-0.10619i,-0.53334-0.024471i,-0.29972-0.008184i,-0.14369-0.025253i,-0.062644-0.017512i,-0.0072521-0.0061271i,0.018972-0.0075364i,0.021467-0.0037724i,0.02199-0.007747i,0.014826-0.019362i,0.0092818-0.016974i,0.017081-0.011069i,0.025184-0.010145i,0.030705-0.0087014i,0.037823-0.0082055i,0.039547-0.0082689i,0.030919-0.0037976i,0.016733+0.0072632i,0.0031675+0.018108i,-0.0049785+0.020946i
0.092978-0.053407i,0.27509-0.18461i,0.48918-0.36141i,0.52663-0.4308i,0.33567-0.31686i,0.10582-0.15282i,-0.011683-0.039353i,-0.023786+0.033998i,-4.8183e-05+0.061352i,0.011617+0.056265i,0.021172+0.057i,0.038383+0.06351i,0.050714+0.05229i,0.044822+0.026213i,0.02653+0.011511i,0.017347+0.01256i,0.016426+0.0193i,0.0082332+0.027401i,-0.0055557+0.031937i,-0.0094882+0.028939i,0.0045668+0.019791i,0.022059+0.0080727i,0.017664-0.00071993i
0.0025619+0.11806i,0.040249+0.33844i,0.15204+0.6186i,0.32221+0.7008i,0.41185+0.51735i,0.32607+0.29942i,0.18233+0.16232i,0.074345+0.062544i,-0.0015247+0.0034069i,-0.030095-0.018175i,-0.029441-0.038759i,-0.02993-0.050005i,-0.027611-0.03487i,-0.024636-0.0068615i,-0.029204+0.013632i,-0.038878+0.018013i,-0.04862+0.011591i,-0.047591-0.00056762i,-0.032027-0.011083i,-0.014683-0.017655i,-0.0062481-0.022721i,-0.003803-0.02262i,0.0010388-0.017238i
-0.090401-0.057498i,-0.29286-0.15891i,-0.57026-0.24909i,-0.68474-0.22756i,-0.50206-0.13449i,-0.22375-0.092875i,-0.083361-0.090162i,-0.053405-0.076198i,-0.038301-0.056719i,-0.021645-0.03757i,-0.013682-0.024934i,-0.020663-0.020532i,-0.027819-0.012436i,-0.020632-0.010009i,-0.0048615-0.017548i,0.0096636-0.023876i,0.016624-0.027452i,0.016127-0.024891i,0.012312-0.016151i,0.00319-0.0061228i,-0.016026+0.0028364i,-0.034258+0.0094678i,-0.033243+0.01565i
0.089303-0.022342i,0.26677-0.14553i,0.42618-0.37758i,0.34753-0.55942i,0.085-0.51271i,-0.075911-0.29507i,-0.065362-0.10604i,-0.013688-0.014583i,0.016537+0.018915i,0.02289+0.020803i,0.011536+0.01528i,-0.00050014+0.005072i,-0.01181-0.011932i,-0.01199-0.018702i,0.0024941-0.013607i,0.016618-0.0029927i,0.027524+0.0075183i,0.028865+0.010439i,0.016444+0.0054743i,0.0060985-0.0029583i,0.0082342-0.0073073i,0.014063-0.0076729i,0.011966-0.010326i
-0.012354+0.080219i,-0.0003969+0.27385i,0.089289+0.55192i,0.21457+0.65089i,0.22493+0.46768i,0.13238+0.25253i,0.077862+0.14619i,0.070981+0.082951i,0.065869+0.035118i,0.0544+0.0095852i,0.048593+0.0097436i,0.062017+0.017358i,0.072435+0.0051619i,0.047625-0.0075783i,0.0027703-0.0070123i,-0.037024-0.0039619i,-0.058381+0.0066437i,-0.047902+0.018959i,-0.018343+0.020589i,0.0050256+0.020415i,0.019524+0.0226i,0.028645+0.021206i,0.030175+0.015016i
-0.055074-0.038665i,-0.2162-0.095762i,-0.44829-0.12029i,-0.49445-0.0073226i,-0.24039+0.13596i,0.027379+0.069875i,0.07549-0.082095i,0.017379-0.1111i,-0.014049-0.070108i,-0.029907-0.03504i,-0.044074-0.010484i,-0.052412+0.011994i,-0.050382+0.04182i,-0.028444+0.059456i,0.0083912+0.047309i,0.036574+0.014288i,0.033984-0.020801i,0.006517-0.038685i,-0.020228-0.031966i,-0.030866-0.014669i,-0.033578-0.0038083i,-0.034409+0.0017399i,-0.026955+0.0067336i
0.059469-0.043243i,0.19457-0.17039i,0.36452-0.3622i,0.37621-0.45649i,0.19687-0.35083i,0.01007-0.16808i,-0.087183-0.070566i,-0.11993-0.031786i,-0.10237-0.0049633i,-0.051648+0.0010959i,-0.006862-0.0028861i,0.0081294-0.012941i,-0.0014222-0.022508i,-0.0086373-0.023477i,-0.0059308-0.013383i,0.0098252+0.0068329i,0.042423+0.014585i,0.063115+0.0017169i,0.053969-0.017425i,0.034781-0.031087i,0.022568-0.034348i,0.014453-0.032771i,0.0014635-0.029187i
0.026454+0.073711i,0.069867+0.25449i,0.13653+0.44706i,0.16607+0.41026i,0.097578+0.18451i,-0.025815+0.083444i,-0.067192+0.12797i,-0.023201+0.12009i,0.0031139+0.058923i,0.001434+0.021099i,-0.00061304+0.0048006i,0.0048568+0.0013695i,0.024825-0.002153i,0.028331-0.018277i,-0.011018-0.02822i,-0.068531-0.012274i,-0.10405+0.023626i,-0.095461+0.057786i,-0.051061+0.07004i,-0.0075087+0.054473i,0.014337+0.032909i,0.02482+0.023718i,0.027141+0.01385i
-0.10186-0.040073i,-0.316-0.11939i,-0.57321-0.18836i,-0.60878-0.1436i,-0.36023-0.06257i,-0.092127-0.039294i,0.024993-0.018747i,0.058174+0.0014647i,0.057752-0.011773i,0.031894-0.033002i,0.016426-0.046358i,0.011537-0.058682i,-0.0055371-0.049979i,-0.015797-0.015464i,0.0030944+0.0035756i,0.025372-0.012984i,0.015948-0.039426i,-0.016699-0.056011i,-0.046133-0.052036i,-0.052273-0.028133i,-0.040521-0.009092i,-0.032062-0.003544i,-0.020625+0.0038685i
0.12364-0.062825i,0.34649-0.17108i,0.56358-0.30593i,0.50402-0.35357i,0.23305-0.27005i,0.0829-0.1807i,0.059661-0.17212i,0.023685-0.1599i,-0.00071783-0.096858i,0.0053178-0.025255i,0.0095277+0.026813i,0.006311+0.048218i,2.6569e-06+0.037581i,0.0026433+0.022386i,0.025893+0.023544i,0.066779+0.021947i,0.10724+0.0029402i,0.12358-0.015975i,0.1035-0.028472i,0.057747-0.031646i,0.018279-0.021318i,-0.0017049-0.011543i,-0.012865-0.0048561i
-0.059126+0.1468i,-0.14209+0.40511i,-0.15947+0.6753i,-0.023091+0.72354i,0.10664+0.573i,0.059571+0.40917i,-0.021043+0.29896i,-0.030555+0.21805i,-0.0052841+0.1462i,0.0089441+0.07199i,-0.0012156+0.021423i,0.0022932+0.0070741i,0.022198-0.0027774i,0.014981-0.020565i,-0.031162-0.029773i,-0.086579-0.013925i,-0.11359+0.018606i,-0.097473+0.047323i,-0.051131+0.0617i,-0.0048794+0.051678i,0.017297+0.027791i,0.021763+0.0084656i,0.018398-0.0081162i
-0.034636-0.18928i,-0.14057-0.46505i,-0.30545-0.6528i,-0.38624-0.47632i,-0.26343-0.13419i,-0.071685+0.011885i,-0.010514-0.015514i,-0.037429-0.035171i,-0.050788-0.022369i,-0.036337-0.015059i,-0.016796-0.0079233i,-0.0124+0.009726i,-0.010189+0.035163i,0.010241+0.048752i,0.038615+0.033316i,0.041241+0.0050376i,0.011521-0.0029737i,-0.021362+0.0015624i,-0.034157-0.0019316i,-0.025342-0.0041714i,-0.008138-0.00088233i,0.0017763+0.0073982i,0.0078869+0.014585i
0.14814+0.15798i,0.40903+0.32309i,0.67+0.3404i,0.67276+0.042857i,0.45683-0.29572i,0.29709-0.3408i,0.25809-0.21955i,0.21875-0.14794i,0.13795-0.12993i,0.054175-0.099702i,0.0080336-0.063239i,-0.019362-0.056617i,-0.054872-0.055087i,-0.069617-0.025354i,-0.044422+0.016548i,0.01473+0.034602i,0.076826+0.012065i,0.096455-0.027635i,0.066786-0.048148i,0.021199-0.038614i,-0.0066468-0.016316i,-0.013778+5.32e-05i,-0.017744+0.011121i
-0.21119-0.04741i,-0.53732-0.061231i,-0.76237+0.010446i,-0.63731+0.10235i,-0.39386+0.078715i,-0.32763-0.013953i,-0.3317-0.032366i,-0.25807-0.011969i,-0.15761+0.0049141i,-0.071643+0.018307i,-0.00097238+0.011343i,0.051248+0.00079943i,0.078925-0.01747i,0.062048-0.056463i,0.0051734-0.089177i,-0.059187-0.088585i,-0.091757-0.062462i,-0.076817-0.033489i,-0.042628-0.014293i,-0.020511-0.0061308i,-0.01116+5.1259e-05i,0.0045432-0.00068369i,0.019268-0.014087i
0.22704-0.072664i,0.50379-0.26281i,0.61425-0.48703i,0.37453-0.48733i,0.099387-0.2479i,0.034001-0.082794i,0.029214-0.087494i,0.0079431-0.087555i,0.013844-0.057758i,0.021744-0.0298i,0.013337-0.0040404i,-0.0059553-0.0013277i,-0.028387+0.011105i,-0.021293+0.047775i,0.012471+0.064943i,0.026581+0.056532i,0.00094538+0.053434i,-0.034895+0.058347i,-0.033532+0.051661i,0.0039966+0.021454i,0.022185-0.014296i,0.0023555-0.021674i,-0.012681-0.0082526i
-0.12024+0.19446i,-0.21683+0.52587i,-0.14471+0.8735i,0.10614+0.9319i,0.2778+0.73041i,0.24669+0.52331i,0.11802+0.38291i,0.006231+0.2792i,-0.0053264+0.19414i,0.013768+0.093181i,-0.013057+0.045105i,-0.013832+0.06203i,0.017999+0.049828i,0.026594+0.01086i,0.012945-0.0061952i,0.0048779-0.0028231i,0.017285-0.0042704i,0.026197-0.015976i,0.0092485-0.012335i,-0.0051406+0.016966i,0.009935+0.029953i,0.025291+0.0037889i,0.011596-0.017556i
-0.00076268-0.18973i,-0.11095-0.47176i,-0.35843-0.6669i,-0.52534-0.56702i,-0.45134-0.376i,-0.31297-0.29179i,-0.19801-0.22558i,-0.084917-0.15653i,-0.049179-0.12251i,-0.05811-0.079271i,-0.036072-0.049375i,-0.022277-0.038191i,-0.021615-0.0083849i,-0.016732+0.017826i,-0.0037433+0.019326i,0.020879-0.0053848i,0.035877-0.042684i,0.033318-0.062764i,0.016322-0.060089i,-0.016205-0.0412i,-0.03745-0.0030363i,-0.021814+0.033704i,0.01015+0.04496i
0.10493+0.088733i,0.33968+0.122i,0.68425-0.018202i,0.80343-0.29151i,0.5941-0.35117i,0.39006-0.1245i,0.29357+0.075054i,0.20758+0.14195i,0.14113+0.15274i,0.11459+0.1274i,0.10892+0.072243i,0.08478-0.0046933i,0.027261-0.052041i,-0.017259-0.040539i,-0.031194-0.0069072i,-0.034687+0.038505i,-0.030728+0.091593i,-0.010651+0.11363i,0.022051+0.083064i,0.035784+0.021741i,0.0079925-0.02531i,-0.034711-0.03207i,-0.056961-0.025973i
