-0.001694+0.00029363i,-0.00073178+0.00028818i,-0.00077567+0.00059845i,-0.00066959+0.0011157i,-0.00031463+0.0016045i,2.4417e-05+0.00092574i,-0.00061136+0.0011377i,-0.00065347+0.001158i,0.00036996+0.00023411i,0.00092803-0.00045336i,0.0010878-0.00074725i,0.0010735-0.0012497i,0.00067935-0.0021144i,-1.1144e-05-0.0019608i,-0.00033249-0.00071373i,-0.00014718+0.00029661i,0.00016869+0.00096578i,0.00044742+0.0011883i,0.00021975+0.00073337i,-0.00042826+0.00034633i,-0.00045501+0.00053281i,-0.00023269+0.00040488i,0.00030579+8.6167e-05i
-0.0017187-0.0016874i,-0.0013838+0.00099629i,-0.0011616+0.002241i,0.00034212+0.0025432i,0.00054436+0.0020968i,0.0004455+0.0011127i,0.00072266+0.0015354i,0.00043917+0.0016479i,-0.0001353+0.00010935i,-0.00092335-0.0018047i,-0.0006569-0.0020958i,0.00055719-0.001313i,0.00077068-0.0003762i,0.00055427+0.00048733i,-0.0001699+0.00029042i,-0.0011424-7.3927e-05i,-0.0011963+0.00044139i,-0.00077394+0.0010414i,5.9489e-05+0.00085919i,0.00030732+0.00067136i,0.00035921+0.00032301i,5.5099e-05-0.00041704i,-0.00033033-0.00024511i
0.0023547+0.0020018i,0.0022252+0.0013224i,0.0030691+0.0025742i,0.0036095+0.0019215i,0.0025642-0.00093439i,0.00068599-0.0021079i,-0.00058562-0.0012351i,-0.00071616-9.588e-05i,-0.00020725-0.00049993i,-0.00031066-0.0020383i,-0.0013344-0.0024675i,-0.0015583-0.0013736i,-0.0011362-0.0005618i,-0.00015651-0.00052636i,0.00039107-7.2751e-05i,-3.1124e-06+0.00026421i,0.00028602+0.00063835i,0.00071449+0.00084315i,0.0003602+1.414e-05i,-0.00010949-0.00016581i,0.00021488+0.00020971i,0.0006496+0.00018517i,0.00056458+0.00037543i
0.0011509-0.0011545i,-0.00088347-0.00078838i,-0.0015242+0.00023795i,-0.00053687+0.00082086i,0.00058318+0.00067335i,0.0003037+0.00036363i,0.0002231+0.0011504i,0.00041595+0.00077926i,7.4806e-05-0.0010977i,-0.00054581-0.0020141i,-0.00084668-0.0014404i,-0.00065333+8.6246e-06i,-0.00080185+0.00068282i,-0.00062222-2.326e-05i,-9.8499e-05-0.00052285i,5.2144e-05+0.00051658i,-0.00010954+0.00099304i,0.00071194+0.0010282i,0.0015382+0.00019158i,0.00077347-0.00056769i,-4.3369e-06-0.00032281i,0.00026798+0.00022056i,-0.00038293+0.00010398i
0.0012901-1.9055e-05i,0.0022527-0.0010275i,0.0025561-0.0013949i,0.00228-0.0011104i,0.00098108-0.00031003i,-0.00098736+0.0012005i,-0.0011323+0.0019939i,0.00025732+0.0013219i,0.00096993+0.00031777i,0.00051184+0.0001071i,6.2505e-05+0.00041918i,0.00027662+0.00077192i,8.9212e-05+0.00014671i,-0.00072925-0.00049159i,-0.00010817-0.00079215i,0.00081196-0.0008768i,0.00032601-0.00084741i,0.00013318-0.00078426i,-8.0306e-05-0.00057397i,-0.00058833-0.00088947i,-0.00095462-0.00024987i,-0.00064127+0.00034494i,-0.00021937-2.8574e-05i
-7.7501e-05-0.0013473i,-0.00041715-1.1458e-05i,-0.0013639+0.0011614i,-0.0017261+0.0017879i,-0.00094635+0.0020045i,-6.6786e-05+0.0020945i,0.00040713+0.00062992i,0.00042333-0.00022648i,0.00081758-0.00028861i,0.00049662-5.392e-06i,-0.00023243+0.00095687i,0.00025453+0.00075932i,0.0003039+0.00050265i,-0.00033243+0.00071077i,-0.00055844-0.00063945i,-0.00057729-0.001902i,-0.00047067-0.0014815i,-0.00041947-0.0004539i,-0.00096974+7.9346e-05i,-0.0012441-5.2771e-05i,-0.00073131+8.549e-06i,4.3657e-05-0.00030371i,-2.271e-05-0.00010605i
0.0008533+7.2624e-05i,-0.00028659+0.00066345i,-0.00084481+0.0017108i,-0.00032097+0.0011476i,0.00038357-0.00031026i,0.00017337-0.0012252i,-0.00010826-0.00087526i,0.00055064-0.0009861i,0.0016466-0.0017772i,0.0014622-0.0018215i,0.00053505-0.0017205i,-0.00018798-0.0013729i,-0.00040564-0.00039949i,-0.0005146+0.00040151i,-0.00091633+0.00043853i,-0.0010589+0.00087493i,-0.0010188+0.001034i,-0.0010606+0.00053482i,-0.00066811+0.0005979i,-0.00027639+0.00065881i,-7.4299e-06+6.841e-05i,4.7292e-05+0.00043604i,-0.00012326+0.00080009i
0.0010872-0.0024873i,0.00086122-0.0026499i,0.00075273-0.0025492i,0.00079852-0.0015621i,0.00017781-0.00078017i,-0.00060761+0.00038887i,-0.00043739+0.0011542i,0.00066867-0.00040685i,0.0010996-0.0020967i,0.00046565-0.0017652i,-1.4374e-06-0.0012758i,9.7775e-05-0.00091179i,0.00050751-0.00014022i,0.00036896+0.00023962i,-0.00035567+7.775e-05i,-0.00053987-0.00017196i,0.00024995+0.00053884i,0.00044+0.0018015i,0.00046968+0.0017424i,0.001004+0.00028369i,0.00090791-0.00044586i,0.00018256-0.00043291i,-0.00037477-0.0011277i
0.0017778+0.0018941i,0.0025771+0.0017991i,0.0033472+0.0013076i,0.0028751+0.0017475i,0.0013816+0.0020963i,-0.00021868+0.0010368i,-0.0019315+0.00028475i,-0.0021925+0.00025548i,-0.0014237-0.00045825i,-0.0012153-0.0010999i,-0.00071205-0.0017786i,-0.00069458-0.0019933i,-0.00083316-0.001035i,-0.00067796+9.8261e-05i,-0.00035409+0.00056089i,0.00052195+0.00039491i,0.0016691+0.00032909i,0.0015744+0.00067509i,2.7854e-05+0.0003335i,-0.00037858-0.0001729i,0.00018701-0.00041566i,0.00032891-0.00060965i,4.7981e-05-0.00016582i
-0.0019524+0.0012293i,-0.00061854+0.0026902i,-6.8332e-05+0.0046067i,0.00063409+0.0044558i,0.0012904+0.0024411i,0.00093794+0.0012659i,7.518e-05+0.0014976i,0.00015309+0.00096116i,-0.00033685-0.00018734i,-0.0013722-0.00026413i,-0.0012345-0.00028115i,-0.00060955-0.00040219i,-0.00064067+0.00041186i,-0.00016142+0.00075238i,0.00081057-0.00022562i,0.00073327-0.001095i,0.00019174-0.0010488i,-0.000369-0.0015485i,-0.00082396-0.0014569i,-0.0014349-0.0011424i,-0.00099985-0.00095908i,1.1581e-05-0.00061584i,0.00038755-0.00080115i
0.0024387-0.0018795i,0.0010017-0.0018841i,0.0011568-0.0024521i,0.0020419-0.0020543i,0.00092145-0.0015482i,-0.00092843+0.00016303i,0.00010404+0.0014655i,0.0014695+0.0015615i,0.0005535+0.0010826i,-0.00041378+0.00042751i,-0.00084857+0.00080952i,-0.00044197+0.0014994i,0.00033482+0.0013633i,0.00081973+0.00069315i,0.00057023-0.00012691i,-0.00012223-0.00085287i,-0.0003344-0.0013618i,-0.00054003-0.0013213i,-0.0010227-3.7236e-05i,-0.00081874+9.2175e-05i,-0.00040681-0.00072754i,-0.00047683+2.4116e-05i,0.00013568+0.00083532i
0.0048182-0.00018439i,0.0046837-0.0023028i,0.0032417-0.0026867i,0.0010522-0.0032848i,-0.00097899-0.0033i,-0.0013075-0.0018578i,-0.00030792-0.00022503i,0.0010153-0.0008492i,0.0020887-0.0011933i,0.0011981-0.00048618i,-0.00016087-0.00035736i,-0.00041836+0.00047666i,-3.0109e-05+0.00095692i,-0.00053585+0.00038564i,-0.00093834-1.8709e-05i,-0.00038969-0.00027464i,-0.00012618-0.00018503i,-0.0002664-0.00012161i,-0.00019828+0.00021011i,0.00054703+0.00026734i,0.00078389+4.8258e-05i,0.0005073+0.0004043i,5.6302e-05+0.00062576i
-0.00015349+0.0013123i,-9.4168e-05+0.00128i,0.0014151+0.00084211i,0.0020026+0.0012228i,0.0022569+0.00062126i,0.0010501-0.00037342i,-3.4295e-05-0.00020163i,0.00047091+0.00017033i,0.0010835-0.00058075i,0.0013079-0.0010649i,0.00066887-0.0011823i,-0.00021799-0.00029434i,-0.00046433+0.00099117i,-0.00062213+0.0019532i,-0.00047536+0.0012813i,-0.00054487-3.049e-05i,-5.1249e-05+0.00036607i,0.00048069+0.00089748i,7.8771e-05+0.0011193i,-4.2152e-05+0.00080032i,0.00045942-0.00048076i,-9.2225e-05-0.0011096i,-0.00029828-0.00068237i
-0.0022298-0.0015409i,-0.0017442-0.00039726i,-0.0003661+0.0018527i,0.00045472+0.0035193i,0.00018905+0.0030427i,0.00041428+0.0013087i,0.00028594+0.00017637i,0.00027194-0.0013367i,0.0001858-0.0023641i,-0.00063722-0.0018946i,-0.00056798-0.0012783i,-0.00010768-0.0011136i,1.9423e-05-0.00089454i,-0.00014831-0.00074453i,-0.00084728-0.0006526i,-0.00079742+2.2345e-05i,-0.00017865+0.0012897i,0.00016907+0.0014168i,0.00030795+0.0011565i,-0.00027599+0.0008138i,-0.0010855-4.5811e-05i,-0.00079267-0.00030901i,2.1453e-05-2.9344e-05i
-0.00070343+0.00093143i,-0.00058757+0.0017816i,-0.00021275+0.0022227i,0.0010108+0.0022407i,0.0020866+0.0022261i,0.0013296+0.0023843i,-0.00013865+0.0014061i,-0.0010238-0.00013663i,-0.0010734-0.0012134i,-0.00051325-0.0016679i,-0.00017386-0.0014443i,-0.00010582-0.00076693i,-0.0003557-0.00016047i,-0.00027052-0.00059083i,0.00030263-0.0013089i,0.00073787-0.0008584i,0.0006906+0.00039999i,-0.00041808+0.00062015i,-0.00093403+2.581e-05i,-0.00051333-0.00037756i,-0.00049111-0.00057475i,-0.00066163-0.00097483i,-0.00062494-0.00073129i
-0.00033824+0.0018557i,-8.888e-05+0.0015869i,0.0017096+0.00054475i,0.002894-0.00086572i,0.002197-0.0019135i,0.00042273-0.0013357i,6.0073e-05+6.8553e-05i,0.0004911+0.00051796i,0.00053072-2.8323e-05i,3.0122e-05-0.0007784i,-0.0003631-0.00059803i,-0.00027162+0.00011169i,-0.00099728-0.00010779i,-0.0012362-0.00069755i,-0.00022938+0.00018408i,9.0011e-05+0.00081624i,-0.00032055+7.9394e-05i,-0.00060691-0.00026063i,-0.00070735-8.5152e-05i,-0.0007585+0.00043712i,-0.0008846+0.00018175i,-0.00087924-0.00036533i,-0.0001553-0.00038085i
-0.00093451+0.00044721i,-8.3768e-05+0.00026006i,-0.00022584+0.0011304i,0.00047126+0.0026452i,0.0011829+0.0018829i,0.0010375+0.00056204i,0.00026428+0.0007865i,0.00021662+0.0018937i,0.00051967+0.001967i,-8.4329e-05+0.001309i,-0.00049939+0.0002138i,-0.00034332+0.00017791i,-0.0005414+0.0008311i,-0.000522+0.00016847i,-0.00045436-0.0011997i,-0.00020203-0.00093499i,0.00012904+0.00019309i,0.0003228+0.00023885i,0.00039482-0.00038922i,0.00040718-1.8768e-05i,0.00065696+6.3115e-05i,0.00072697-0.00017617i,0.00030699+0.00027466i
-0.0016199-0.0022316i,-0.0013104-0.00072109i,-0.0013206+0.00093174i,-0.0013415+0.0011674i,-0.0013619+0.0016917i,-0.0011073+0.0016417i,-2.2593e-05+0.00061907i,0.0013823+0.00032504i,0.0018171+0.00052069i,0.00083081+0.00052958i,0.00027185+0.00015623i,0.00050183+0.00039229i,0.00051568+0.00082261i,4.7654e-05+0.00027871i,-0.00081155-0.00020785i,-4.2374e-05-0.00016124i,0.00062142+0.00055477i,0.00035851+0.001459i,0.00063472+0.001161i,0.00094587+0.00056671i,0.00069507-0.00038803i,0.00038389-0.00096985i,-2.9689e-05-0.00073117i
-0.00097999-0.0015628i,-0.0016657-0.00015329i,-0.0019769+0.0011712i,-0.00065888+0.0021374i,-0.00026186+0.0017816i,0.00035603+0.00091634i,0.0011738-0.00034025i,0.0023071-0.00094312i,0.0026925-0.00089195i,0.0014701-0.0005802i,0.00067203-0.00023798i,0.00093988+0.0001991i,0.0013826+0.00070823i,0.00060058+0.00046913i,-0.00076176-8.3342e-05i,-0.00068837+0.00012098i,0.00029889+0.00055624i,0.00047272+0.00044828i,0.00028922-5.9768e-05i,0.00023052-7.7799e-05i,0.00073545-0.00011226i,0.00091332-0.00015785i,0.00010073-0.00027909i
-0.00062297+0.00056932i,0.00050746+0.00019053i,0.0011354+0.0020053i,0.0023705+0.0025253i,0.002351+0.0021173i,0.0011397+0.0014522i,0.00094197+0.00070599i,0.00094767-0.00032606i,0.0012-0.0015905i,0.0014611-0.002389i,0.00089745-0.0019846i,0.00023071-0.0015189i,0.0006088-0.00098591i,0.00058487-0.00073366i,0.00030229+0.00031654i,0.00079071+0.001003i,0.00071191+0.00045491i,0.00026744+0.0003865i,-0.00030956+0.0004339i,3.3676e-05-0.00018092i,0.00044342-0.0010634i,-0.00038588-0.00062444i,-0.00070158-1.0224e-05i
-9.3174e-06+0.0017638i,-0.00036333+0.0025565i,-0.00054163+0.0040679i,0.0010099+0.0037337i,0.0025851+0.0017233i,0.0015176-2.8809e-06i,-0.00032489-0.00039553i,-0.00055763-0.00018774i,1.081e-05-0.00078999i,6.7319e-05-0.0015468i,-0.00054959-0.0015179i,-0.00086558-0.0010206i,-0.00030707-0.00010235i,-0.00025323-0.0002562i,-0.00022891-0.00077193i,-0.00062314+6.0315e-05i,-0.00082992+0.00034373i,-0.00047459-8.9088e-05i,-0.00054064-0.00019884i,-0.00023207+0.00023906i,-0.00023088-7.443e-05i,0.00011259-0.00031417i,0.00019478+3.787e-05i
0.00045516-0.0023325i,0.00057315-0.00035111i,0.0010191+0.0016411i,0.00021474+0.0016357i,-0.0012593+0.00068671i,-0.0012267+0.0007649i,-0.00031878-0.00016829i,-0.00024662-0.0011426i,-0.00044365-0.0013597i,-2.5697e-05-0.0015799i,6.3072e-05-0.00077336i,-0.00047571-0.00029933i,-2.0719e-05-0.00074932i,0.0014669-0.0012114i,0.0010711-0.0013797i,-0.00040077-0.00086474i,-0.00058144-0.00040358i,-9.5945e-06+4.9263e-05i,0.00034496-9.732e-05i,0.00042093-0.00018706i,0.0006609-0.00012817i,0.00014866-0.00034149i,-0.00075808-0.00027238i
-0.0015155-0.00072375i,-0.0031211+0.0010977i,-0.0033961+0.0029986i,-0.0024436+0.0036194i,-0.0011746+0.0024408i,-0.00011781+0.0016778i,-3.9085e-05+0.0017633i,-0.00039668+0.0015669i,-0.00071511+0.00031922i,-0.0013165-0.0013007i,-0.0017418-0.0012493i,-0.0015-0.0005462i,-0.00091999-0.0011763i,-0.00070385-0.00056427i,-0.00029736+0.00057649i,-0.0010888+0.00034134i,-0.0017518-0.00013046i,-1.6881e-05-0.00053589i,0.00075313-0.00090042i,5.5317e-05-0.00031217i,-0.00054485+0.00025897i,-0.00018237+0.00052572i,0.00016321+0.0010791i
-6.2246e-05-0.0012836i,-0.0007008-0.001618i,-0.00038821-0.0007367i,0.00027+0.00092675i,0.00050351+0.0024375i,0.00081194+0.0026179i,0.0014034+0.0019436i,0.0021175+0.001995i,0.0023838+0.0020536i,0.0016962+0.0014526i,0.00053525+0.00060174i,-6.0779e-05-8.647e-05i,0.00011142-0.00036046i,-0.00018581+4.0217e-05i,0.00017774-2.0742e-05i,0.00063673+0.00043042i,0.0007064+0.00097496i,0.00082009-0.00011775i,-0.00015612-0.00095897i,-0.00053831-0.0010385i,5.1185e-05-0.0007097i,0.00026062-0.00039405i,0.00064809-1.1574e-05i
-0.0011725-0.00078246i,-0.0014558+0.0019625i,-0.0010706+0.0038658i,-0.00083649+0.0043919i,-0.00050348+0.0044172i,-0.00065699+0.0033215i,-0.00045764+0.0014954i,0.0010455-4.3907e-05i,0.0021722-0.00068594i,0.0018601-0.00038816i,0.00042327+0.00040441i,0.00042056+0.0014056i,0.0013593+0.0016078i,0.0013216+0.00035578i,0.00072088-0.00083171i,0.00037506-0.00081667i,0.00087263-0.00039719i,0.00060062-0.00051382i,-3.355e-05-0.00035427i,3.8474e-05-2.0788e-05i,0.00071124+0.00075301i,0.00083863+0.00073889i,7.8983e-05+0.00020086i
-0.0016732+0.001294i,3.3837e-05+0.0021182i,0.0013518+0.003037i,0.0023323+0.002316i,0.0024317+0.00094183i,0.0012973+0.00017954i,0.001143-0.00080713i,0.0027218-0.00162i,0.003685-0.0024531i,0.0023245-0.0027098i,0.0010575-0.0019893i,0.00165-0.0012044i,0.0016923-0.0001339i,0.00056618+0.0008586i,0.00018968+0.00066125i,0.0004901-0.00025482i,-0.00011443-0.00080502i,-0.00051136+1.3104e-05i,-0.00060461+0.00010853i,-0.00038937-2.5006e-05i,0.00025789-0.00044661i,0.00075872-0.0017298i,0.00046832-0.0017372i
-0.0032523+0.0014727i,-0.0034542+0.0034893i,-0.0020432+0.004226i,0.00020325+0.0044754i,0.0022262+0.0030043i,0.0028936+0.0013384i,0.0018708+0.00021107i,0.00039654-0.00061429i,-0.0006281-0.0019578i,-0.00025383-0.003285i,0.00055983-0.0025657i,0.0011257-0.0017371i,0.001272-0.0010704i,0.0010929-0.0010672i,0.00029891-0.0013331i,-0.0004899-0.00062179i,-0.00065987-0.00082129i,-0.0005477-0.00087922i,3.6309e-05-0.00050334i,-0.00022179-0.00072447i,-0.00036635-0.0011465i,0.00028066-0.0010082i,0.00053107-0.0012818i
-0.0020353+0.0015516i,-0.00087487+0.0017365i,0.0016889+0.0023538i,0.0023768+0.0015714i,0.0010964+0.00081687i,-0.00059538+0.0013751i,-0.00087208+0.0012169i,-0.00038416+0.00047462i,-0.00014565-0.00018681i,-0.00014454-0.0016994i,0.00030202-0.0019563i,0.00099983-0.0014021i,0.00084032-0.0011729i,-0.00070312-0.0008566i,-0.0020981-0.00098577i,-0.00205-0.0010218i,-0.0013497-0.00010988i,-0.0010787+0.00036564i,-0.0006929-0.0003454i,-0.0010198-1.6082e-05i,-0.001153+0.00094919i,-0.00048506+0.0003165i,-6.7625e-05-0.00028001i
0.0013075+0.0025829i,0.0018199+0.0023509i,0.0027011+0.0023001i,0.0027969+0.0033593i,0.0024332+0.0026494i,0.0011116+0.0010471i,0.00036428+0.00071793i,0.00036917+0.0012233i,0.00011031+0.00087897i,-0.00059831-0.00050693i,-0.0015173-0.00093631i,-0.0018793-0.00069262i,-0.0016481-0.0004392i,-0.0018302+0.00018403i,-0.0017379+0.00091385i,-0.0010739+0.0014431i,-0.00059722+0.0013815i,-0.00041889+0.00089456i,-0.00031147+0.00063831i,0.00012225+0.00021589i,0.0001581-0.00043895i,-0.00036241-0.00018467i,-0.00079849+1.3556e-05i
-0.0015037+0.00055093i,-0.00068256+0.0020305i,0.00076713+0.0040175i,0.0020014+0.0042223i,0.0027105+0.003514i,0.0024657+0.0017021i,0.0013086+0.00036304i,0.0003904+0.00099495i,-0.00030255+0.0014563i,-0.0004112+0.00077407i,-0.00043784+0.00016523i,-0.00076342+0.00017045i,-0.00077702+0.00077131i,-0.00073663+0.00050642i,-0.00087095-0.00034047i,-0.00086199+0.00016005i,-0.00094002+0.0010181i,-0.00063745+0.0011564i,-0.00022699+0.00066639i,0.00025686-0.00063899i,0.00014563-0.001053i,-0.00013002-0.00061797i,0.00027219-0.00068778i
-0.0017787+0.00078364i,-0.0013893+0.0012823i,-1.249e-05+0.0021196i,0.0016381+0.0022892i,0.0017405+0.0012016i,0.0013652+0.00046984i,0.0010403+0.00048213i,0.0013953+0.00091426i,0.0019338+0.00040546i,0.0010306-0.00083496i,0.00049465-0.0010553i,0.00098722+0.00039706i,0.00080803+0.0012589i,0.00018837+0.00058604i,0.0003504-4.0734e-05i,0.0005166-0.00014275i,0.00026792+1.1971e-06i,-0.00013428+0.00072249i,-0.00072989+0.0011422i,-0.00048098+0.00056729i,0.00026963-9.7031e-05i,0.00046624-0.00024597i,2.4879e-05-0.00015907i
0.0022713-0.001448i,0.0024513-0.002561i,0.002559-0.0030178i,0.0016968-0.0021293i,8.6027e-05-0.0010091i,-0.0011751+0.00021904i,-0.0014394+0.00059842i,0.00023434-0.0003309i,0.001754-0.0014553i,0.0022547-0.0019997i,0.0022343-0.0017014i,0.0017126+0.00013305i,0.0010743+0.0013765i,0.00088289+0.00055426i,0.0008687-0.00052238i,0.00089566-0.0010839i,0.00015893-0.0013649i,-0.00038472-0.00086331i,-0.00055881-0.00056063i,-0.00011642-0.00081346i,0.00051285-0.00078911i,0.00013643-8.0535e-05i,8.3463e-05+0.0003725i
0.00047103+0.0020244i,0.0013611+0.0035542i,0.0023894+0.0036398i,0.0023809+0.0033962i,0.0016694+0.0021538i,0.0011365+0.00025515i,0.00065975-1.4886e-05i,0.00046341-0.00091884i,0.00065701-0.0025081i,0.0010545-0.0024725i,0.0012656-0.0020187i,0.0014835-0.0013418i,0.0013925-0.00080392i,0.00071131-0.00017136i,-0.00045725+0.00013396i,-0.0020229-0.00079604i,-0.0019707-0.0010368i,-0.00076697-0.0003515i,0.00038567-0.00053636i,0.0005399-0.00022703i,-0.00031935+0.00054949i,1.8595e-05+0.00029191i,0.00074455-0.00021335i
-0.0014582-0.0016892i,-0.0014317-0.00043009i,-0.0021567+0.0015378i,-0.0015542+0.0018558i,-0.00082945+0.001301i,-0.00017346+0.0013298i,0.00018991-0.00024255i,0.00029499-0.0017128i,0.0001035-0.0020813i,-0.00086654-0.0020052i,-0.0020269-0.0025092i,-0.0015554-0.0021137i,-0.0010075-0.0012836i,-0.00098322-0.0010447i,-0.0014579-0.00096137i,-0.0019891-0.0002872i,-0.0015391+0.00014252i,-0.0014258+0.00060016i,-0.0012837+0.00079288i,-0.0010157+0.00041062i,-0.00067995+0.00086707i,0.00016006+0.00095699i,0.00023684+0.00058421i
0.00080369+0.0022738i,-0.00052358+0.0016788i,0.00023001+0.0028678i,0.0015427+0.0033328i,0.0021815+0.0018868i,0.0014654+0.0012335i,0.00026122+0.0014369i,-0.00049265+0.0012359i,-0.0011255-0.00021672i,-0.0018459-0.0018867i,-0.0019638-0.0020446i,-0.0016263-0.0019499i,-0.0013153-0.0011957i,-0.0011919+0.00013586i,-0.00070432+0.001014i,-0.00016558+0.0014434i,2.8155e-05+0.0016765i,0.00023942+0.0014249i,0.00024964+0.00078339i,0.0003367+0.00026273i,0.00045465-0.00016172i,0.00051427-0.00057717i,0.00096649-0.00075638i
0.0015684+0.00018758i,0.0029982+0.00036542i,0.0043092+0.0011463i,0.004104+0.0018148i,0.0027367+0.0016474i,0.0016884+0.00069121i,0.0013881+0.00053316i,0.00085228+0.0010224i,0.00053924+0.00038204i,-0.00045503-0.00022383i,-0.0012516+0.00068269i,-0.0013192+0.0017887i,-0.0010233+0.0016773i,-0.0008084+0.0014662i,-0.0005405+0.0014021i,1.3297e-05+0.00081259i,0.00046596-0.00013056i,0.00045941-0.00071591i,0.00079175-0.00076267i,0.0011878-0.00075163i,0.00049306-0.00074262i,0.00016133-0.0013157i,0.0001355-0.00097597i
-0.0021654+0.0032173i,-0.00026126+0.0042105i,0.0010276+0.0063764i,0.0025451+0.0059376i,0.0034041+0.0027469i,0.00258-0.0003177i,0.0013506-0.00028709i,0.0015559+0.0010512i,0.0012644+0.0013359i,0.00011827+0.001561i,8.5968e-05+0.00078372i,0.00057857-5.854e-05i,0.0006385-7.3084e-05i,-0.00034922-9.2114e-05i,-0.00052228-0.0008134i,2.9679e-05-0.0014613i,-3.4496e-05-0.00082284i,6.756e-06-9.4227e-05i,4.1954e-05-0.00028073i,0.00073451-0.00051521i,0.00060421-0.00042281i,0.00068434-0.00052633i,0.00043946-0.00061594i
0.001211-0.0011834i,-0.00064475-0.00060926i,-0.0022691-0.0002557i,-0.0018274-0.00057341i,0.00024056-0.00031859i,0.00048449-5.7474e-05i,0.00053137+0.00029667i,0.0015322+0.0007457i,0.002124-0.00042938i,0.00155-0.0022187i,0.0015375-0.001781i,0.0021669+0.00034483i,0.0023558+0.0012502i,0.00090018+0.00049608i,-0.00095421-0.00086508i,-0.00080823-0.0014604i,-0.00018413-0.00058215i,-0.00075921+0.0003375i,-0.0010961+0.00011429i,-0.00063877+0.0002741i,-0.00018334+0.00049773i,-0.00018353+0.00035666i,-0.00055452+0.00048845i
0.0010265+0.00023354i,0.00042879+0.00078888i,0.00054601+0.0003408i,0.00079485+0.00097323i,0.0010559+0.0021818i,0.00082495+0.0012457i,0.00065959+0.00034303i,0.0015949-0.00029641i,0.0019535-0.00092235i,0.0014177-0.00109i,0.00097939-0.0013397i,0.0010971-0.00088406i,0.0014421-0.001087i,0.00070945-0.0011138i,-0.00086697+0.00030512i,-0.0010624+0.0011191i,-0.00058951+0.0012894i,-0.00039588+0.00025429i,-0.00024136-0.00083786i,-0.00042692-0.00085534i,-0.00020304-0.00060155i,0.00012759-0.00037145i,0.00084981-0.00072806i
-0.0005617-3.2032e-05i,0.00058331+0.0015433i,0.0016328+0.0018747i,0.001297+0.0013116i,0.0013849+0.0010636i,0.00057031+0.00075771i,0.00011319-0.00037667i,0.00083645-0.0014766i,0.0011543-0.0021873i,0.00087041-0.0025429i,0.00037403-0.0021057i,-0.00014179-0.0013385i,7.6536e-05-0.00018483i,0.00012893+0.00033939i,0.00090102+0.00037182i,0.0017197+0.00066777i,0.0012614+6.7823e-05i,0.00062715+5.4313e-05i,0.00024924+0.00065975i,-0.00027764+0.00049748i,-0.0002823+0.00054403i,-0.00045148+0.00022168i,-0.00046912-0.00024567i
-0.0048091+0.00026134i,-0.0050626+0.002729i,-0.0039986+0.0045608i,-0.0016315+0.0046691i,-6.5147e-05+0.0031983i,0.0011821+0.0016401i,0.00058215+0.00045045i,-0.0012969-0.0011609i,-0.0010305-0.0026064i,-5.5186e-05-0.002271i,-0.00056472-0.0010573i,-0.0008561-0.00083515i,7.325e-05-0.0015118i,0.00068496-0.0017524i,0.0008267-0.0014619i,0.00091852-0.00097826i,0.00075382-0.0005939i,0.00054631-7.7098e-05i,0.00079017+0.00039094i,0.00070305+0.00013293i,0.00017425+0.00031882i,-0.00021015+4.1355e-05i,-0.00028688-0.001241i
-0.0020018+0.0030938i,-0.0014085+0.0041228i,-0.00094201+0.0051417i,-0.00010821+0.0053i,0.0012011+0.0041791i,0.00060335+0.0029002i,-0.001143+0.0024097i,-0.0018543+0.0017145i,-0.002298+0.00076992i,-0.0023925-0.00024008i,-0.0019475-0.00045721i,-0.0020751-0.00029588i,-0.0016573-0.00011957i,-0.0009671-0.00014255i,-0.00048578-0.0007119i,-0.00079024-0.0013269i,-0.0010783-0.00095679i,-0.00050606-0.00064008i,-0.00027293-0.0010387i,0.0003876-0.00043561i,0.00046621+0.00019173i,-1.9193e-06-0.00014366i,-2.104e-05-0.00024263i
-0.00023915+0.0014116i,-0.00036133+0.0022853i,0.00049312+0.0031406i,0.0022742+0.0019965i,0.0030845-1.3291e-05i,0.0021548+0.00021343i,0.0014397+0.0026063i,0.0012872+0.0036786i,0.00038961+0.0027546i,-6.8447e-05+0.0017863i,-0.00054931+0.00063528i,-0.0012041+9.1245e-05i,-0.00056245+0.0003419i,-0.00054052+0.00053532i,-0.0014518-0.00011831i,-0.0017954-0.00094259i,-0.0016223-0.00049436i,-0.00096416+5.1609e-05i,-0.00017968+0.00015788i,0.00048596+0.00045684i,0.00053259+0.00010532i,0.00042398+0.00012054i,0.00057663+0.00020596i
4.3734e-05+0.0020791i,-0.00021913+0.0018751i,0.00047581+0.0028069i,0.00024531+0.0023477i,2.5027e-05+0.0015913i,-0.00033393+0.0018313i,0.00011828+0.0016422i,0.00091842+0.0017132i,0.0016735+0.0016379i,0.0017297+0.0010884i,0.0015084+0.00014418i,0.0011534-0.00044982i,0.00052649+0.0002046i,-0.00041378+0.00037859i,-0.0013554+0.0001409i,-0.0013089+0.0010803i,-0.00079692+0.0012735i,-0.001349+0.00027666i,-0.0020007-0.00082059i,-0.00098425-0.0013948i,-8.8295e-05-0.001428i,-0.00042645-0.00028951i,-0.0008667+9.664e-05i
