-0.0022109-0.00042748i,-0.0016309-0.0012709i,-0.0023246-0.0010195i,-0.0039999+0.00014577i,-0.0045547+0.00097845i,-0.0025182+0.0013084i,-1.1808e-05+0.0012143i,0.00083115+0.0014786i,0.0010295+0.0012677i,0.0016144+0.000788i,0.0011935+0.00053079i,0.00017079+0.00027307i,-0.00034595+7.9185e-05i,-0.0010079-0.00061638i,-0.0006544-0.0013252i,3.1503e-05-0.00085941i,8.9212e-05-0.00030058i,-0.00032323-0.0002334i,-0.0017428+0.00012131i,-0.0016519+0.00022813i,-0.00013335-4.6942e-06i,0.00065306-0.00020628i,0.00037928-0.00043868i
-0.00058684-0.00080755i,-0.0012021-0.0010626i,-0.0012812-0.0016381i,-0.00067979-0.0017292i,-0.00019876-0.00083016i,0.00014592+9.2387e-05i,0.00057236-3.4955e-05i,0.00086264+0.00061657i,0.0014745+0.0011626i,0.0019079+0.00017071i,0.00088105-0.00065902i,-1.0667e-05-0.00080216i,-0.00063975-0.00033526i,-0.00067668+0.00016447i,0.00017619+0.00057309i,0.00084855+0.0012599i,0.00013627+0.0013168i,-0.0004181+0.00040168i,-0.00069747-7.643e-05i,-0.00066244-7.481e-05i,-0.00050959+0.00024124i,-0.00072762+0.0001297i,-0.00016253-0.00034973i
-0.00051779-0.00021489i,-0.0013828-0.00039797i,-0.0020382+8.6879e-05i,-0.0025516+0.00031136i,-0.0020996-8.3999e-05i,-0.00033175-0.00051418i,0.00077285-0.00088173i,0.00049889-0.00049117i,-0.00036034-1.242e-05i,-0.00035424+3.7752e-05i,0.00024608+6.4246e-05i,0.00040561+0.00019966i,0.00020805+0.00039432i,0.00043585+0.00083218i,0.00071703+0.0011037i,0.00069834+0.00063233i,0.00095321-4.8168e-05i,0.00040965-0.00035747i,-9.2255e-05-0.00050863i,0.00024433-0.00035921i,0.00073865-2.577e-05i,0.0012269+0.00053574i,0.00050113+0.0006961i
5.4682e-05+0.00046192i,-0.00059983+0.00029756i,0.00018965+0.0013219i,0.00038026+0.0016081i,0.00021601+0.001319i,0.00046442+0.00096918i,-0.00032212+0.00049663i,-0.00059467+4.061e-05i,0.00031406+7.8655e-05i,0.00084143-9.9236e-05i,0.00070721-0.00035614i,0.00050422-0.00016347i,-0.000231+0.00066275i,-0.00016706+0.001172i,0.00029366+0.00068661i,0.00013232+0.00033138i,-0.00011588+0.00046555i,-2.9946e-05+0.00078351i,-0.0001261+3.2786e-05i,-1.3999e-05+6.9122e-05i,-0.00045448+0.00028763i,-0.0002174-8.8766e-05i,-0.00015593+5.7707e-05i
0.0023024+0.0013415i,0.0021172+0.0022186i,0.0032489+0.0012431i,0.0016641-0.00036212i,-0.00094138-0.0018309i,-0.0012019-0.0018455i,-0.00087946-0.00079642i,-0.00017103+0.00055397i,0.00062304+0.0010424i,0.00042273+0.00011985i,-0.0001449-0.00093238i,-0.00090906-0.00068036i,-0.0010391-0.00019563i,-0.00070429+9.9483e-05i,-0.00075804+0.00040993i,-1.7828e-05+0.00022299i,-6.5229e-05+5.6707e-06i,0.000109-0.00036911i,0.00081167-0.0002148i,0.00078632+0.00013464i,4.2656e-05+0.0002906i,-3.1121e-05+1.3462e-05i,0.0001908-0.00085183i
0.0014257-0.00044195i,0.00034913-0.00026132i,0.00025182+0.00018595i,-0.00037111-3.7051e-05i,8.9944e-05+3.8638e-05i,0.0011269+0.00031287i,0.00048636+0.00019634i,2.5351e-05+5.3905e-05i,-0.00052873+0.00052991i,-0.001298+0.00054912i,-0.00069568-0.00024499i,0.00064131+0.00017221i,0.00086688+0.00036774i,0.00081728-2.8642e-05i,0.00098866+0.00028321i,0.0009017+0.00039222i,0.00095909-0.00013851i,0.00099736-0.00028292i,0.00067165-0.0002595i,0.00049047-1.7239e-05i,0.00024907-0.00025559i,0.00017698-0.0006405i,0.00052094-0.0002737i
0.00043662+0.00032471i,0.00053302+0.00063315i,-0.0004154+0.00078952i,-0.00095905-2.9242e-05i,-0.00028172-0.00022634i,0.00052644-0.0002319i,0.001021-0.00055712i,0.0010643-0.00022626i,0.00035508+0.00019261i,0.00016898+0.00025159i,0.00098092-2.0042e-05i,0.0010722+5.411e-06i,0.00026457+0.00048514i,0.00011401+0.00029711i,0.00053971+0.00014089i,0.00051541-0.00026885i,-3.0873e-05-0.00079265i,-0.0004593-0.00056393i,-0.00016902-0.00031099i,0.00027747+0.00025513i,0.00042208+0.00082172i,-1.1729e-05+0.00082566i,-5.2217e-05+0.00042528i
0.0018158-0.00063762i,0.00052261-0.00094463i,7.6496e-05-0.0018269i,-0.00070394-0.002298i,-0.0013112-0.0017383i,-0.0014275-0.00085692i,-0.0007164-0.00061068i,-0.00018791-0.00032722i,4.9813e-05+0.00018495i,-8.0451e-05+0.00065823i,-0.00048368+0.00083699i,-0.00019874+0.00078099i,1.3079e-05+0.0005817i,0.00016502+0.0004014i,9.3471e-05+6.5881e-05i,-0.00033234+0.00037272i,-0.00014938+0.00056771i,-0.00014624+5.0287e-05i,-0.00069897-0.00084445i,-0.00079323-0.0010944i,-0.00010937-0.00027766i,0.00042196+0.00078137i,0.00039735+0.0014213i
0.000621+0.00048496i,-0.00016574+0.00023351i,0.001291-0.00048111i,0.0014901-0.0012967i,0.00075267-0.0011616i,0.0010217-0.0014122i,0.0013894-0.0017152i,0.0013807-0.0010301i,0.0012527+0.00011791i,0.0014283+0.00058758i,0.001289+0.0001361i,0.00085673-0.00072762i,0.00040318-0.0003508i,0.00019197+1.5206e-05i,0.00028283-0.00024949i,0.00039457-0.00050027i,0.001036-0.00058776i,0.0014318-0.00011217i,0.00018892+0.00022692i,-0.0006638+3.0386e-05i,-0.0003478-0.00056579i,0.00036967-0.00097553i,0.00036059-0.00025166i
0.00086647-0.0012693i,0.0006459-0.0017167i,-0.00082715-0.0017471i,-0.0016342-0.0017325i,-0.0014451-0.00087632i,-0.00068694-0.00011543i,0.00059576-1.7393e-05i,0.0012591-0.00024737i,0.00068263-0.00069684i,0.00041188-0.00054223i,0.00036722+0.00049301i,-0.00011411+0.00070816i,-0.00056625-0.00023651i,0.00013218-0.00043442i,0.001036+0.00038172i,0.00089653+0.00047685i,0.00019757-4.5911e-05i,-0.00072084-0.00045354i,-0.0008148-0.00036237i,-0.00039563-0.00017114i,-0.00019883-0.00013754i,-0.00033134-5.1107e-05i,-0.00041789+0.00014595i
-0.0018742-0.00012553i,-0.002062-0.00028127i,-0.002217+0.00011466i,-0.0031013+0.00023102i,-0.0031275+0.00066356i,-0.0014133+0.0012325i,-7.4964e-05+0.00076236i,0.00060161+0.00068329i,-3.1948e-06+0.0005292i,-0.00048873-0.00070862i,-0.00023303-0.00056237i,0.00018641-0.00032072i,2.5544e-05-0.00028734i,-0.00034266-0.00013958i,2.7715e-05-0.00025568i,8.598e-05-1.1042e-05i,0.00020298+0.00010367i,0.00052968-0.00010791i,-0.00030694+0.00027287i,-0.00091915+0.00046757i,-0.00034115+0.00021067i,0.00037963+0.00039315i,0.00042966+0.0010225i
0.00021346+0.0012791i,-0.00041091+0.00038172i,-0.0012331+0.00039848i,-0.00092671+0.00036291i,0.00012552-0.00020284i,0.00079812-0.0001528i,0.0014157+0.00021159i,0.0013342+0.00079923i,0.00079274+0.00095923i,0.00012158+0.00025252i,-0.00049451-0.00059647i,-8.0889e-05-0.00080989i,-0.00021601-0.00066697i,-0.00070495+0.00028478i,-0.0005876+0.00077652i,-1.9381e-05+4.4309e-05i,0.00042272-0.00026952i,2.9938e-06-0.00044561i,-0.00041949-0.00012511i,-0.00059114+0.00013683i,-0.001135+0.00063231i,-0.0012782+0.0011236i,-0.00049455+0.00066162i
0.0027323+0.001265i,0.0024749+0.00010218i,0.0022403-0.0014358i,0.00027098-0.0019349i,-0.00094295-0.0019147i,-0.00087142-0.0015019i,-5.98e-05-0.0011621i,0.00070068-0.00059087i,0.00066484+0.00011694i,-9.7476e-06+3.2279e-05i,-0.00085727+0.00033388i,-0.0012409+0.00087052i,-0.00099591+0.000748i,-0.00022652+0.00098083i,-9.8602e-05+0.0013573i,-0.00068159+0.0004485i,-0.00067637-0.00041916i,-0.00011038+0.00027562i,0.0005188+0.00081417i,0.00041707+0.00059328i,-0.00045166+0.0001096i,-0.00095165-0.0006426i,-0.00080238-0.00039909i
-4.685e-05-0.0009594i,-0.00086903-0.00012614i,-0.00064317+6.5518e-05i,-0.00099055-4.6372e-05i,-0.0019273-8.9933e-05i,-0.0013165+0.00078639i,3.5027e-05+0.001235i,0.00076824+0.00089683i,0.00068624+0.001338i,9.3338e-05+0.0015198i,-0.00018071+0.0015129i,0.00036927+0.0010243i,0.0010021+1.8296e-05i,0.00051346-7.3802e-05i,0.00036545+0.00072833i,0.00094002+0.00063035i,0.00067329+0.00042497i,-0.00035007+0.0010655i,-0.00067198+0.0010257i,0.00010583-6.2247e-05i,0.00086676-0.00086584i,0.00065683-0.00035408i,0.00065554-0.00048174i
-0.0013868-0.00011447i,-0.0019859+0.00023609i,-0.0023762-0.00015639i,-0.0015989-5.643e-05i,-0.00054412+0.00029734i,0.00076576+0.00043437i,0.0011207+0.00014959i,0.00077284-0.00041583i,0.00070188-0.00013708i,0.00045097+0.00017077i,0.00068189+0.0001623i,0.0010771+0.00061334i,9.471e-05+0.00071788i,-0.00068901+0.00057395i,-0.00077135+0.00031276i,-0.00065204-0.00016666i,-0.0004576-0.00049278i,-0.00047814-0.0001409i,-0.00039146+0.00049423i,5.7513e-05+0.00039071i,-4.5337e-05+0.00027394i,-0.00036915+0.00038333i,-0.00039084-0.00028226i
-1.7983e-05-0.0015065i,-0.00017175-0.0014498i,-0.00032744-0.0014721i,-0.0015044-0.00084153i,-0.0019766-0.00075547i,-0.00036476-0.00095111i,0.00030079-0.0002445i,0.00031779+0.00039416i,0.00033237+0.0010951i,-0.00043679+0.0012349i,-0.00091635+0.00063008i,5.8035e-05+0.00093489i,0.00045189+0.0012889i,0.00022306+5.9872e-05i,0.00057853-0.00080246i,0.0005216-0.00059496i,-0.00036303-1.0531e-05i,-0.00094764+0.00020198i,-0.00073883-0.00056456i,-0.00045087-0.00078527i,-0.0004284+9.5301e-05i,-0.00038321+0.00044029i,-0.00021999-8.6318e-05i
0.00028288-0.0015559i,-0.00014108-0.0018058i,-0.0021378-0.0018814i,-0.0026282-0.0015129i,-0.0011088-0.00094064i,-3.0797e-05-0.00076808i,0.00070196-0.00048983i,0.00046641-0.00053068i,2.031e-05-0.00085225i,0.00027299-0.00064828i,-6.1528e-05+0.00035293i,-0.00017841+0.00079462i,-0.00034795+0.00065385i,-0.00045909+0.00021199i,-7.0866e-05-0.00033469i,0.0003507-0.00057899i,0.00029907-0.00017318i,-0.0001901+0.00025826i,-0.000467+2.1468e-05i,-0.00056227-0.00038848i,-0.00024439-0.0003759i,-0.00018281+0.00036464i,-0.00056108+0.00071647i
0.00074937-0.0020598i,0.0012974-0.00098065i,-0.00013668-0.0021902i,-0.001033-0.0025943i,-0.00081653-0.00035389i,-0.00061013+0.00080688i,-0.00010184-0.00022528i,0.00037014-0.00022905i,0.00053207+3.9988e-05i,0.0005215-0.00025811i,-0.00027989-0.00020996i,0.00020474-0.00023621i,0.00047341-0.00020476i,8.3152e-05-0.00021054i,-0.00030609-0.00017987i,-0.00047315-0.00031376i,-0.00032069-0.00040066i,-0.00076944+2.9605e-05i,-0.00067371+0.0001804i,0.00011112+0.0002894i,0.00078264+0.00034872i,0.00078429-3.3303e-05i,0.00019395-0.00024384i
0.0003962-0.00079348i,-0.00055306-0.0013849i,-0.0020241-0.001398i,-0.0035173-0.0009747i,-0.0034338-0.00030498i,-0.0011126+0.00023716i,0.0014513-0.00026614i,0.001375-0.00040433i,0.00022189+0.00055424i,-0.00016518+0.0013247i,-8.273e-05+0.0010953i,-0.0002862+0.00097867i,0.00018572+0.00081644i,0.0010329+0.00050896i,0.0012799+0.00018586i,0.000306-0.00034946i,-0.00042466-0.00070935i,-0.00037973-0.00084936i,-0.00029617-0.00070052i,-0.00012139-0.00040756i,9.9439e-05+1.4726e-05i,-1.3575e-05+3.3495e-05i,-0.00036675-0.00021804i
0.000866+0.00015995i,0.00054836+0.0007982i,0.0015077+0.001207i,0.0011896+0.0006784i,0.00065903-0.00059908i,0.00087391+1.4526e-05i,0.00021403+0.00066203i,-0.00028659+8.7669e-05i,7.856e-05+0.00032878i,0.00023412+0.00055031i,-2.9941e-05-0.00010025i,-9.1662e-05+1.1713e-05i,-0.00012111+0.00065117i,0.00012293-1.045e-05i,0.00055205-0.0008258i,0.00028781-0.00053571i,-0.00018806+0.00053593i,-0.0003392+0.0011649i,-0.00024755+0.00051205i,0.00031402+0.00027581i,0.00012072+0.00028831i,6.2007e-05-8.9637e-05i,-0.00015395-0.00047204i
-0.00080966-0.00020359i,-0.0006383+0.0011828i,-0.00054161+0.00048141i,-0.0010339-0.00035186i,-0.00075172-0.00026057i,-0.00011355-0.00037171i,0.00021237-0.0001197i,-0.00048773-0.00053338i,-0.00037272-0.00045659i,0.00043363+5.493e-05i,0.00029378-0.00029638i,5.575e-05-0.00010344i,-0.00021002+0.00034219i,-0.00022552+0.00033179i,-0.00018356-0.00017355i,6.1424e-05-0.00087234i,0.00029021-0.0011564i,0.00010174-0.00090828i,-0.00023722-0.0008609i,-0.00075803-0.00052503i,-0.00071298+0.00041591i,-0.0005466+0.00073081i,7.2699e-05-8.6945e-05i
-0.00023876-0.0027367i,-0.00011407-0.0023915i,-0.0014599-0.0023183i,-0.0025497-0.001316i,-0.0027784+0.00064248i,-0.0013339+0.0015099i,-0.00028482+0.00082461i,-0.00023957+0.00033735i,-0.00034679+0.00042442i,-0.00064924+8.7118e-05i,-0.00075561+0.00016545i,-0.00065436+0.0010512i,-0.00041858+0.0016116i,-0.00025013+0.00097754i,-0.00026694+0.00057571i,-0.00051084+0.00056524i,-0.00032574+0.00015537i,-0.0006137-0.00031682i,-0.00084833-0.0005995i,-0.00046416-0.00012709i,0.00020028+0.00044146i,0.00016676+0.00094463i,-0.00013421+0.00041954i
-0.0023833-1.5878e-05i,-0.0029197+0.00084031i,-0.0032163+0.0011046i,-0.0035592+0.00065893i,-0.0025438+0.00086091i,-1.4453e-06+0.0014236i,0.0010906+0.00089789i,0.00042529+0.00034121i,-2.5433e-05+0.00066032i,6.4031e-05+0.0010422i,2.311e-06+0.00081098i,-0.00029333-4.4904e-05i,-0.00021598-0.0011192i,5.9521e-05-0.0010488i,-7.6742e-06-0.00015012i,-0.00034213+0.00017065i,-0.00064099+0.00035784i,-0.00077852+0.00014944i,-0.00047066-6.934e-05i,7.2351e-06+0.00037681i,0.00039243+0.0005323i,0.00064224+0.00027736i,0.00029928+0.00077948i
0.0023741-0.0010878i,0.0015428-0.0020139i,0.00058828-0.0032773i,-0.00038791-0.0022158i,-0.00013019-0.00080077i,0.00038902-0.0010622i,0.0005873-0.00091843i,0.0010244+0.00032375i,0.0010281+0.00086701i,0.00044265+0.0013048i,0.0001267+0.00093349i,-0.00049058+0.00054215i,-0.00063968+0.0008276i,-0.00032503+0.00074715i,-0.00036335+0.00048383i,-0.00053189+0.00018774i,-0.00017719+0.00063549i,-0.00012737+0.00074818i,-0.00084486+0.00029469i,-0.0012432-0.00024894i,-0.00088811-0.00072381i,-0.00054171-0.00015133i,-0.00039824+0.00045348i
0.00050482-0.0019957i,-4.9454e-05-0.0015195i,-0.0011461-0.00069381i,-0.0031485-0.00058211i,-0.0035084-0.00046668i,-0.0020703-8.366e-05i,-0.00036846-0.0001295i,0.00071948-0.00074043i,3.3806e-05-0.0011956i,-0.0010192-0.00084332i,-0.0011222-0.00067244i,-0.00051489-0.00045734i,-5.3169e-05+0.0010163i,-3.3421e-05+0.0013974i,0.0003091+0.00041641i,0.00012091+3.1704e-05i,-0.00019232-0.00037804i,0.00013862-0.00098967i,0.00033895-0.00069017i,-0.0002659+0.00019179i,-0.00082772+0.00062768i,-0.00067559+0.00028539i,-0.00029739+0.00038285i
-0.00021588-0.0019214i,-0.0012092-0.0020883i,-0.003082-0.0022204i,-0.0031912-0.0013969i,-0.0017137+0.00015841i,-0.00036642+0.0014953i,5.1377e-05+0.00044164i,6.4373e-05-0.0005456i,6.3735e-05+6.1629e-05i,-5.8913e-05+0.00036469i,0.000186+0.00065163i,0.00015073+0.0010236i,-9.1441e-05+0.00099545i,0.00093169+0.00086804i,0.0014679+0.00080805i,0.00078489+0.00042242i,0.00067262-1.7011e-05i,0.0012542-0.00013565i,0.00044966-8.7693e-05i,-0.00013031+0.00027216i,0.00011321+0.00037006i,0.00063449+0.00016113i,0.00088915+0.00028368i
-0.0026716-0.0031899i,-0.0032289-0.0024143i,-0.003881-0.00096089i,-0.003196+0.00098916i,-0.0017102+0.0022749i,0.00034959+0.001607i,0.001424-0.00041243i,0.00145-0.0010107i,0.0008811-0.00048551i,0.00039777+6.9635e-05i,-0.00025086+0.00010779i,0.00025982+0.00047229i,0.0014439+0.0014139i,0.001633+0.00056258i,0.0010148-0.00047651i,0.00054272-0.00073646i,0.00049825-0.0010131i,0.00030361-0.00072175i,0.00012903-0.00070162i,-0.00011296-0.00043029i,-0.00016156+0.00070724i,6.4175e-05+0.00084297i,0.00021599+0.00014612i
-0.00086793-0.00062192i,-0.0012068-0.0018255i,-0.001304-0.0011308i,-0.0015842-0.00017173i,-0.00062891+0.00017292i,0.00030679+0.00042629i,0.00049576+0.00038874i,0.00067413+0.0004082i,0.0003803+0.00035829i,-0.00026958+0.00015322i,0.00015575-0.00011527i,0.00076458+0.00019838i,0.00059502+0.00059241i,0.00042566+0.00042075i,0.00071167+0.00011016i,0.00073706-0.00023079i,0.00083137-0.00060133i,0.00033219-0.00084981i,-7.2502e-05-0.00043813i,0.0001069-2.6334e-05i,-0.00029358+0.00054214i,-0.00086198+0.00049851i,-0.0010472+1.3427e-05i
0.0011093-0.00082743i,0.00084755-0.00019719i,0.0003215-0.00043927i,-0.00069525-0.00054425i,-0.0018707-0.00032222i,-0.0018651-0.00023805i,-0.00021281-0.00035794i,0.00037097-0.00026546i,0.00034618-0.00027338i,0.00095896+0.00023827i,0.00044477+0.00096956i,-0.00029402+0.00053413i,-0.0004459-0.00012989i,0.00011158-0.00012582i,0.00026864-0.00033165i,-0.00022633-0.00022453i,-0.00051335+0.00015956i,-0.00065707-0.00013298i,-0.0001755-0.00064981i,8.8405e-05-0.00066735i,-5.4483e-05-0.00059593i,0.00012567-0.00013931i,0.00035471+0.00028668i
0.00010243-0.00175i,-0.0010596-0.0021252i,-0.0015155-0.0017249i,-0.0027589-0.00075869i,-0.0030896-0.00041454i,-0.0010648-0.00017027i,0.00073321+2.588e-05i,0.00038694+0.00019591i,-0.0004897+0.00056904i,-0.00065139+0.00090917i,-0.00075438+0.0011793i,-0.00076515+0.00041576i,-0.00058548-2.0834e-05i,4.9649e-05-0.0001692i,0.00084625+7.529e-05i,0.00063093+0.00042613i,0.00079709-0.00036818i,0.00093769-0.00042217i,0.00019645-9.8183e-05i,-0.00021218-3.5168e-05i,-0.00011337-0.00044961i,8.8393e-05-0.00028398i,0.00061761+0.00085387i
-0.00045726+5.2173e-05i,0.00042341-0.0010612i,0.00041001-0.0015852i,-0.00041622-0.00082932i,-0.00053057-7.8972e-05i,0.00064773-0.00018896i,0.0014565-0.00056257i,0.00049404-0.0003779i,0.00011062+8.3227e-07i,-9.2126e-06+8.4851e-05i,-0.00095113+8.1562e-05i,-0.0014832+9.3576e-06i,-0.00097643+0.00049029i,-0.00058884+0.00021998i,-0.00079698-0.00051349i,-0.00023829-0.00048895i,0.00030392-0.0002773i,-0.00032728-0.00022932i,-0.0010955-2.4827e-05i,-0.00038998+0.00038904i,-0.00065829+0.00048126i,-0.0011045-1.9702e-05i,-0.00067334-0.00083517i
-0.00099062+0.0010994i,6.4638e-05+0.0015933i,-0.0018076+0.002201i,-0.0016869+0.0013049i,-0.00032334+0.00058144i,0.00048852-0.00016549i,0.0010954-0.0002327i,0.001214+0.00065221i,0.00022922+0.0012377i,3.0703e-05+0.0013114i,0.00038622+0.0011037i,0.00038302+0.00034162i,0.00035694+0.00030285i,-0.0001423+0.00024403i,-0.00039476-0.00025284i,0.0001616-0.00078034i,0.00068361-0.00089568i,0.0002383-0.0012141i,-0.00070033-0.0009535i,-0.00074847-7.5807e-05i,-0.00049957-2.4411e-05i,0.00020121-0.00038836i,0.00017782+0.00038217i
0.00069752+0.00042107i,0.00017501+0.00068453i,0.00054884+0.00084511i,0.00082898-0.00022881i,8.9366e-05-0.0009589i,2.5003e-05-0.00093142i,2.7714e-05-3.9178e-05i,0.00047972+0.00024168i,0.0013563+0.00030854i,0.0013593-0.00019126i,0.0011097-0.00041141i,-0.00011066+0.00014803i,-0.00045125+0.00034851i,4.0623e-05+0.00082284i,0.00021781+0.00057603i,0.00064316-0.00040649i,0.0010929-0.0011096i,0.0005565-0.00084591i,-0.0001885-0.0003199i,-0.00071335-0.00022662i,-0.0010241-0.00072053i,-0.00067246-0.00064244i,-0.00014024-0.00013774i
-0.00041562-0.00166i,-0.001873-0.0020323i,-0.0022848-0.0018239i,-0.0024672-0.00047995i,-0.0021779-0.000144i,-0.0009673+0.00025664i,0.00068572+0.00034513i,0.00059239-0.00048933i,-0.0010202-0.00079403i,-0.0013171-0.00013465i,-0.00087537+0.00028488i,-0.00097927+0.00044759i,-0.0010477+0.00047426i,-0.00079105+0.00030224i,0.00020433+0.00010744i,0.0013148+0.00042676i,0.0012144+0.00034974i,0.00018634-0.00018931i,-0.00093266-0.00043451i,-0.0016967-0.00026214i,-0.0012076+1.2836e-07i,-0.00025431+4.4471e-05i,0.00024649+4.9319e-05i
0.0025245-0.00024021i,0.0015361+0.00012829i,0.00081027-0.00085124i,0.00054147-0.0018201i,-0.00036694-0.0017618i,-0.00065446-0.00070257i,-0.00039602+0.0001268i,7.8481e-06+0.00081646i,0.00078675+0.00084039i,0.00090101+0.00021429i,0.00049358-0.00033623i,0.00018971-0.00029579i,-0.00015527+4.9461e-05i,0.00023692+0.00052481i,0.00058341+0.00076722i,0.00067641+0.0005052i,0.00076609+0.00013739i,6.9461e-06+7.1066e-05i,-0.00063336-1.552e-05i,-0.00072222+0.00062358i,-0.00084886+0.00067215i,-0.00045856-0.00031i,0.00063401-0.0009046i
0.00048219-0.0009272i,0.00028378-0.00052142i,-0.00075119-0.0012372i,-0.0017669-0.0017904i,-0.0013595-0.0023767i,2.0583e-05-0.0012608i,0.0014167+0.0003054i,0.0016582+0.00028963i,0.0010456-0.000193i,-0.00024047-0.00046715i,-0.00060316-0.00031713i,5.5977e-06+0.00045771i,-0.00023823+0.0010553i,-3.4525e-05+0.0014532i,0.00076013+0.00081309i,8.4256e-05+0.00033141i,-0.00089335-0.00015775i,-0.0010925-0.00089413i,-0.0011295-0.00088313i,-0.00058683-0.00025926i,-0.0001514+0.00044867i,0.00025366+0.0010227i,0.00083939+0.00035918i
-0.00021261-0.0019381i,-0.0016349-0.0020959i,-0.0021899-0.0019395i,-0.0023722-0.00055606i,-0.002662+0.0011023i,-0.0016461+0.0010639i,0.0001961-0.00056964i,0.00051158-0.0015394i,0.00022456-0.0012774i,0.00034378-0.00032444i,0.00052197+0.00037067i,-6.0915e-05+0.0007579i,-0.00056195+0.00098305i,-9.1345e-05+0.0007919i,2.151e-05+0.00062273i,-0.00034975+0.0008243i,-0.00031216+0.0011434i,-0.00020988+0.0005373i,-0.00047484-0.00061084i,-0.0002969-0.00022676i,0.0001477+0.00030132i,1.9847e-05+0.00054444i,0.00013348-7.9767e-05i
0.00032202-0.00088603i,0.0006684-0.00064586i,0.00029389-0.0013343i,-0.00069334-0.001371i,-0.00088194-0.00046063i,-0.00049519+7.6594e-05i,0.00040422+2.4383e-05i,0.00027733-7.3652e-06i,0.00032113+0.00033926i,0.0004754+0.00063674i,-0.00045045-4.966e-05i,-0.00038039-0.00027122i,0.0004528+1.8718e-05i,0.00011061+0.00039615i,-0.00058918+0.00039387i,-0.00035389-0.00039799i,-0.00032944-0.00095993i,-0.0012425-0.0012363i,-0.0011902-0.0013679i,-0.0010085-0.00066565i,-0.001199+0.00038171i,-0.00034442+0.0006141i,2.9842e-05+0.00023124i
0.0007069+0.00056608i,-0.00022592+0.00037344i,-0.00075396+0.00028614i,-0.0016635-0.00033414i,-0.0016579-0.00074198i,-0.00093762-0.00050042i,-0.00052752-0.00048829i,-3.1244e-05+1.184e-05i,0.00066712-0.00023765i,0.001136-0.00022435i,0.00039055-0.00039067i,-0.00079264-0.00032892i,-0.00060445+0.00056108i,-0.00049464+0.0012383i,-0.00067316+0.00047414i,0.00025266-0.00069527i,0.00059977-0.00019697i,6.9821e-06-0.00021165i,-0.00043689-0.00057438i,3.0985e-05-0.00042425i,0.00017905-0.00012915i,-0.00019216-0.00032526i,0.00011193-0.00014226i
-0.00065044-0.00076741i,-0.00051917-0.0011556i,-0.00086703-0.00090905i,-0.0013322-0.00073722i,-0.0016191-0.00032523i,-0.00094003+0.00029146i,0.00059529+0.00038755i,0.0010597+0.0010336i,0.00035494+0.0015206i,0.00022859+0.0011821i,0.00055216+0.0010429i,0.00058193+0.00081951i,0.00042628+0.0010464i,0.00013312+0.0013063i,0.00018489+0.00018011i,-0.00020577+6.5452e-05i,-0.00045684-6.1798e-05i,-0.00058338+0.00011991i,-0.00070824+0.00016309i,-0.00088891+0.00016041i,-0.0011129+0.00016263i,-0.00075588-0.00035991i,-2.3448e-05-0.00013191i
0.0017731-0.00048868i,0.00162-0.00078513i,0.0012437-0.0018694i,-0.00070234-0.001598i,-0.0019191-0.0010044i,-0.00015073-0.00058269i,0.00092093+0.00014763i,0.00073666+0.00048954i,0.00047464+0.00082859i,0.00050617+0.00022421i,0.00048715+8.9608e-05i,-0.00043083+0.00059293i,-0.0010663+0.0001143i,-0.0010137-3.7567e-05i,-0.00060734+0.00021142i,0.00010117+0.00020483i,0.00067433-0.00024409i,0.0010648-0.00066942i,0.00095069-0.00041609i,0.00039115-0.00046021i,0.00012168-0.00045493i,-5.3365e-05-0.00038164i,-0.0002082+0.00028829i
0.0012336-0.0017244i,0.0012448-0.00082048i,0.00019332-0.00136i,-0.00081007-0.00098878i,-0.001374-8.5894e-05i,-0.0006835+0.00037994i,-3.0921e-05-4.104e-05i,-0.00015242-0.00021975i,0.0001198+0.00041326i,0.0001998+0.00079482i,-0.00034556+0.00090679i,-0.0003125+0.00061628i,-0.000249+0.00056458i,-0.00050361-0.00019098i,0.00039494-0.00098575i,0.00060557-0.00053223i,-0.00058438-0.00018614i,-0.00077421-0.00012065i,-0.0003273-0.00029399i,6.7526e-05-0.00015854i,0.00014035+0.00084431i,0.00037797+0.0009193i,0.00032024+0.00037897i
-0.0020709+0.0010426i,-0.0019526+0.0020018i,-0.00080913+0.0021804i,-0.0003028+0.00086382i,-7.6341e-06+0.00032642i,0.00025077-0.00043412i,0.00093582-0.0010614i,0.0010019-0.00053705i,0.00069766+0.00032755i,0.0006574+0.00069575i,0.00067251+3.1333e-05i,0.00050316+0.00033572i,0.0005216+0.0002977i,0.00040127-0.00047084i,0.00046288-0.00062375i,0.0010518-0.00020192i,0.00092109-0.00022764i,0.00014989-0.00032424i,1.8368e-05-0.00014259i,0.00022834+0.00064752i,0.00067084+0.0012286i,0.00030188+0.00063501i,-0.00023898+0.00037018i
