-0.0022109-0.00042748i,-0.0016309-0.0012709i,-0.0023246-0.0010195i,-0.0039999+0.00014577i,-0.0045547+0.00097845i,-0.0025182+0.0013084i,-1.1808e-05+0.0012143i,0.00083115+0.0014786i,0.0010295+0.0012677i,0.0016144+0.000788i,0.0011935+0.00053079i,0.00017079+0.00027307i,-0.00034595+7.9185e-05i,-0.0010079-0.00061638i,-0.0006544-0.0013252i,3.1503e-05-0.00085941i,8.9212e-05-0.00030058i,-0.00032323-0.0002334i,-0.0017428+0.00012131i,-0.0016519+0.00022813i,-0.00013335-4.6942e-06i,0.00065306-0.00020628i,0.00037928-0.00043868i
-0.0014648-0.00044641i,-0.00084768+0.00021297i,-0.0016459+0.0011218i,-0.0022762+0.001069i,-0.00085837-5.5045e-05i,5.2905e-05-0.0014379i,0.00034504-0.0016643i,0.00066483-0.00063874i,0.00029884+0.00024398i,-0.00029137+0.0012716i,-0.00073206+0.0014227i,-0.0002402+0.0011536i,-8.0478e-05+0.0012866i,0.0005002+0.00063874i,0.00080845-0.00028602i,0.00048427-0.00066756i,4.4244e-05-0.00031396i,-0.00070581+0.00027885i,-0.00059162+0.00066312i,0.00048423+0.00084709i,0.00087654+0.00019113i,0.00068378-0.00055453i,0.00031686-0.00020133i
0.00024443-0.0003121i,0.0002219+0.00021467i,-0.00041866+0.0012765i,-0.00084287+0.0012332i,-5.6302e-05+0.00067721i,0.00069106+0.00071721i,0.00084349-0.00026609i,0.00031572-0.00078811i,5.9793e-05+9.2265e-05i,9.381e-05+0.0005441i,-2.168e-06+0.00029709i,-0.00059705+0.0004808i,-0.0018971+0.001294i,-0.0012878+0.0012778i,0.00040337+0.00048179i,0.00042251+0.0002865i,-0.00045869+4.9874e-05i,-0.0010219-0.00098346i,-0.00063662-0.0012311i,0.00010267-0.0011769i,-4.6584e-05-0.00094696i,-0.00031726-0.00030086i,0.00048716+0.0002185i
-0.00037335+0.0013351i,-0.0016722+0.00077216i,-0.00093385-0.00035168i,-0.0008552+5.7623e-05i,-0.001445+0.00020215i,-0.00066402-0.00020813i,-0.00037338-0.00025103i,0.00014411+7.0729e-05i,0.00088926+0.00061274i,0.0011136+0.00080854i,0.00015069+0.00023731i,-0.00049961-0.00014204i,0.00025855+4.497e-06i,0.00021022-8.7318e-05i,-0.00029846-0.00056119i,-0.0002625-0.00080251i,0.0002873-0.0010681i,0.0006567-0.00082063i,0.00028143-0.00055341i,-0.00055973-0.00021687i,-0.0014105-0.00024119i,-0.00098485-0.00046474i,0.00015986+0.00039656i
-5.4725e-05-0.00064164i,7.2861e-05-0.0014271i,0.00046912-0.0020203i,0.00082521-0.0012803i,0.00088809-0.00077779i,0.00030055-0.0012908i,0.00015792-0.001398i,0.00019986-0.00099688i,-3.3318e-05-0.00063331i,0.00013272-0.00028114i,0.00035481-0.00032487i,-8.3289e-05+0.00016196i,-0.00045547+0.00050953i,0.00016005+0.0001767i,0.00033454+0.00033018i,-0.00036392+0.00082505i,-0.00084896+0.00052788i,-0.00038156-0.00024022i,6.5676e-05+8.6567e-05i,-0.00070453+0.00021743i,-0.0010693+7.8271e-05i,0.00010717+0.0010953i,0.0003436+0.0015378i
0.00084451+0.00015189i,0.0011114+7.7684e-05i,0.00050398-0.00069132i,-0.00067207-0.0011088i,-0.0014516-0.0003217i,-0.001724+3.8538e-05i,-0.00089272+4.6564e-05i,0.00025732+0.00048051i,0.00071586+0.00017806i,0.0003253-0.00037124i,-0.00059522-0.00034279i,-0.00067412-5.14e-05i,-0.00021046+0.00026838i,0.0002491+0.00021452i,0.00027012+0.00032059i,-5.0012e-05+0.0010728i,-0.00034973+0.00069482i,-0.00051216-0.00022034i,-0.00042097-0.00082832i,0.00034996-0.0010536i,0.00065309-0.00027776i,0.0003892+0.00010269i,0.00046092+0.0001856i
0.0019182-0.0010421i,0.00079434-0.0019182i,-0.00040503-0.0017218i,-0.00071767-0.0014233i,-0.00040475-0.00062883i,-0.00027053+9.6787e-05i,0.00033152+5.4591e-05i,0.00056731-0.00031738i,0.00028623-0.00052363i,0.00018612-0.00070537i,-0.00010061-2.4299e-05i,-0.00014074+0.00090961i,-0.000306+0.00080937i,-0.00046888+0.00059025i,0.00045749+7.6237e-05i,0.0011283-0.00045528i,0.00048082-0.0006455i,-0.00047409-0.00032156i,-0.00051515-0.00030193i,0.00010934-0.00033234i,0.00074869+0.00043283i,0.00010858+0.0015185i,-9.5814e-05+0.001072i
-0.001331+0.00072496i,-0.0012587+0.00030187i,-0.0017283+0.00035212i,-0.00040641+0.0010038i,0.0014724+0.00070221i,0.0015995-0.00024788i,0.0009972-0.00043051i,0.00033027-6.2689e-05i,9.2739e-05-0.00082025i,0.00029715-0.00085575i,0.00024098+0.0004313i,0.00025729+0.00026464i,0.00073765-3.2048e-05i,0.00087724+1.9412e-05i,0.00029194+1.8787e-05i,-0.00026784+0.0004228i,-0.00035572-0.00016483i,-0.00043146-0.00078763i,-0.00094178-0.00033068i,-0.00093154+0.00062163i,-0.00029274+0.0011142i,8.3e-05+0.00097311i,5.9787e-05+0.0010615i
-0.00028737-0.0011288i,-0.0010552-0.0012989i,-0.0023467-0.000961i,-0.0023335+2.1312e-05i,-0.0014054-7.4321e-05i,7.8932e-05-0.00066309i,0.0011086-0.00047945i,0.00068625+3.7178e-05i,-0.00010821+0.00015083i,0.00060627-0.00013325i,0.00073047+5.6324e-05i,-0.00013174+0.000285i,-0.00011179+0.00079808i,5.4279e-05+0.00052794i,-0.00032621+0.00028156i,-7.1627e-05-0.00026169i,0.00096864-0.0010211i,0.00065968-0.00085973i,9.6408e-05-0.00055023i,-0.00027211+0.00023219i,-0.00085613+0.00049419i,-0.00020917-0.00012751i,0.00099732-0.00019583i
-0.00023484-0.00067695i,0.00057992-0.00090351i,0.00036467-0.00088767i,-0.0011516-0.00017766i,-0.0014386+2.307e-05i,-0.00093704-0.00025065i,-0.00078198-0.00032247i,-0.00046243-0.00059153i,-4.767e-05-0.00068816i,0.00028082-0.00042778i,0.00013758+7.8352e-05i,-0.00038152-0.00026495i,-0.00063315-0.0015621i,-0.00035972-0.0014729i,0.00023149-0.0012198i,0.00010542-0.00052511i,-0.0010348+0.00040443i,-0.001374+0.00038872i,-0.00040045+0.00053358i,-7.7408e-05+0.000545i,-0.00018468+2.0569e-05i,-0.00039527-9.4062e-05i,0.00013502+0.00017018i
0.00028774-0.0017333i,-8.7658e-05-0.0017106i,-0.0013229-0.0010378i,-0.002368-0.00011362i,-0.0018481+0.00013793i,-0.00010292-0.00024999i,0.00074459-0.00076788i,0.00047755-0.00086383i,0.00079489-0.00061254i,0.00040978-0.00037565i,-0.00025788-0.000159i,0.00054125+9.4745e-05i,0.0013645+4.6066e-05i,0.0016767+9.3709e-06i,0.0020915+3.8763e-05i,0.0010883-0.00049332i,0.0002005-0.0011305i,0.00052166-0.00060614i,2.0961e-05+0.0002596i,-0.00050073+0.0002972i,-0.00032044+0.00058086i,-0.00046566+0.00062778i,-0.00038023+0.00078048i
0.000225-0.001535i,-0.000125-0.00042244i,-0.0010284-0.00035308i,-0.0011407-0.0006711i,-0.0011468-0.00049684i,-0.00060457-0.00026685i,0.00062752-0.00018599i,0.0015363-0.00050552i,0.001192+0.00037994i,0.00014089+0.00086213i,-0.00028463+0.0005623i,-0.00034779+0.00056472i,-0.00010931+0.00047558i,0.00010306+0.00042037i,0.00041374+0.00027495i,0.00019275+5.1403e-05i,-0.00022075-0.00014011i,0.00028789-0.00078465i,0.00028457-0.0006455i,-0.00078265+6.5451e-05i,-0.00078876-3.846e-06i,-0.00072307+0.00028851i,-0.00076749+0.000193i
0.0028821+0.0010965i,0.0020706-0.00035719i,0.002536-0.001722i,0.0014592-0.0021362i,0.00046733-0.001803i,0.00037602-0.00061603i,0.00090229+1.0982e-05i,0.0015788-9.4891e-05i,0.0016439-0.00023366i,0.0012914-0.00098624i,0.00063243-0.0012498i,-0.00027067-0.00089172i,-0.00060173+0.00021888i,-0.00069391+0.00075551i,-0.00079306+0.00074089i,-0.0005459+0.00075582i,-0.00058013+0.00074056i,-0.00026888+0.00079475i,-7.2427e-05-8.0974e-05i,-0.000319-0.0002124i,-0.00048138+0.00017409i,7.3613e-05+0.00019305i,0.00075185+0.00071879i
-0.00012115+0.00011264i,0.0010956+0.0013521i,0.0022566+0.0010673i,0.0013757+0.00046513i,-3.1732e-05+0.00075302i,-0.00047011+1.317e-05i,-0.00032275-0.00058737i,-7.6102e-05-0.00054589i,0.00033774+4.408e-05i,0.000763+0.00010875i,-0.00011536-0.00047345i,-0.00041896-0.00032882i,-0.00032957+0.00011307i,-0.0005262+0.00014598i,-0.00030082+0.00025653i,-0.00023788+0.00025226i,-0.00039083+0.00021206i,-0.00025561+0.00059306i,-0.00035619+0.00077849i,-0.00069184+0.00013866i,-0.00058866+5.12e-05i,8.833e-06+0.00072192i,-0.00014102+0.0011799i
0.00069951+0.0021376i,0.0015256+0.0016767i,0.0018095+0.0014047i,0.0011253+0.00032761i,0.0016133-0.0012534i,0.0013466-0.0016199i,0.00075925-0.00056768i,0.0001598-5.883e-05i,0.0001671-0.00026139i,0.00095031-0.00046742i,0.0010435-0.00042136i,0.00037467-0.00073032i,-6.1498e-05-0.00068257i,-0.00018871-0.00024935i,-0.00077898+0.00045465i,-0.00078547+0.0010075i,0.00029059+0.000468i,0.001289-9.1204e-05i,0.0014678-0.00018024i,0.00061058-0.00011436i,0.000435-0.00014615i,0.00012282+0.00027071i,-0.00063493+0.00091064i
0.00057109+0.00074442i,-0.00062004+0.00050314i,-0.001353+0.0005719i,-0.0015552+0.0010278i,-0.0011885+0.00044034i,-0.00033062-0.00025349i,-0.00045711-0.00032486i,-0.00063816-0.0009439i,-6.4953e-05-0.00058016i,7.6994e-05-0.00017716i,0.00046127-0.00046109i,0.0003967-0.00011239i,-0.00050534+0.00039777i,-0.0011976+0.00044221i,-0.00064081-0.00028402i,0.00020501+0.0001556i,0.0002604+0.00076644i,7.8221e-05-1.4901e-05i,-3.236e-05-0.00016128i,-6.6165e-05-4.7563e-06i,0.00013302-0.00067869i,0.00048842-0.00067406i,-0.00042174-0.00013523i
0.0015392-0.00015485i,0.0010944-0.00058815i,0.0011536-0.0014029i,0.00051775-0.00086938i,0.0002565+0.00017558i,0.00062974+0.00039231i,0.00085507-0.00021923i,0.00098082-0.00027378i,0.00085407+0.00030582i,0.00037202+0.00036223i,4.7543e-05-1.0928e-05i,0.0006297+0.00034389i,0.00025729+0.00041925i,-0.00023612+9.1321e-05i,8.7553e-05+0.00059142i,0.00016099+0.00070314i,5.3952e-05+5.481e-05i,-7.8467e-05-0.00038199i,0.00059021-0.00046816i,0.00071925-5.02e-05i,0.00046321+0.00072306i,0.00021196+0.0012108i,8.9424e-05+0.00074471i
-0.00085628+0.00070464i,-0.00072495+0.00014611i,0.00057819+1.8771e-05i,0.00054423+0.00025469i,-0.00096191-0.00047983i,-0.0012645-0.00011528i,-0.00067798-0.00032648i,-0.00027373-0.00071384i,-0.00046665-0.00069266i,-0.0001708-0.0011999i,-5.7501e-05-0.001042i,-0.00086394-4.2018e-06i,-0.00053636-4.7999e-05i,-0.00013765-0.00049377i,-8.5602e-05-5.435e-05i,0.00018904+0.00014192i,0.0001256-0.00025062i,0.00018802-6.8667e-05i,-0.00078519-0.00013823i,-0.00091163+0.00017183i,-1.1777e-05+0.00049838i,0.00035654+0.00027261i,0.00060737+0.00047385i
0.0021605-0.00016029i,0.0025278-0.0014572i,0.0020809-0.0020291i,0.00055465-0.0014618i,-0.0002286-1.6275e-05i,5.9049e-05+0.00081719i,0.00094857+0.00020631i,0.0011894-7.5229e-05i,0.00094559-0.00024194i,0.0013043-0.0003391i,0.0011255-0.00051712i,0.0002612-0.00087405i,-0.00048995-0.0002674i,-0.00061743+0.00032419i,0.00010547-5.9972e-05i,0.0004525+0.0001698i,0.00010644+0.00012354i,7.0176e-05-0.00056866i,-0.00014662-0.00031695i,-0.00087837-0.00044338i,-0.00058889-0.00063732i,-0.00024465+0.00017776i,-0.00035373-4.528e-05i
0.00081163-0.0016125i,0.00083568-0.0011881i,-0.00052622-0.00078348i,-0.0019581+0.0002913i,-0.0013201+0.00062786i,0.0004302+0.00079228i,0.00089827-2.9315e-05i,0.00080275-0.00075346i,0.00083153-0.00038865i,0.00022843-0.00014247i,-0.00040878+2.6531e-05i,-0.00073946-0.00028556i,-0.00069994-0.00036442i,-0.00015434-6.6833e-05i,-0.00035636-0.00063632i,-0.00041613-0.00055i,-0.00012409-0.00034413i,-0.00036993-0.00036974i,-0.00034794-0.00021215i,9.6494e-05+0.00013374i,0.00065633+0.00054457i,0.00016034+0.00048073i,-4.2096e-05-0.00015476i
0.00063495-0.0028214i,7.108e-05-0.0026674i,-0.00076792-0.0033658i,-0.00065393-0.00317i,-0.00015759-0.0016264i,-0.00011861-0.00078574i,-0.00026932-0.0010425i,-0.00027151-0.00069102i,-0.00057628-0.00023078i,-0.00096061+0.0003631i,-0.00091018+0.00037325i,-0.0012659-8.7297e-05i,-0.0014363+0.00012061i,-4.1478e-05-0.00019523i,0.00080262-4.8117e-05i,0.00054302+0.00015855i,0.0011375+0.00037158i,0.0010824+0.00061758i,0.0003528+0.000612i,3.0629e-05+0.00050326i,-0.00086091+0.00031935i,-0.0011759-6.5585e-05i,-0.00045735-0.00061938i
0.0017046-0.0002442i,0.0016434-0.00050935i,0.00046656-0.00021363i,-0.0010789+0.00030477i,-0.0011183+0.00045358i,-0.0013071-0.00015068i,-0.00092819-0.00030245i,0.00032975+4.0655e-05i,0.0011028-0.00030965i,0.00078662-0.00026977i,-9.6756e-05+0.00026085i,-0.00079776+0.00046007i,-0.00067863-0.00043136i,-0.0003109-0.00063374i,-7.8824e-05+0.00066124i,0.00041344+0.00093973i,0.00098853+0.0001465i,0.00060053+0.00020354i,-0.00028831+0.0008844i,-4.2337e-05+0.00074303i,0.00026931+0.0001814i,0.00027074+0.00065196i,0.00045882+0.00076864i
0.00099664-4.6071e-05i,0.00099958+0.00021812i,-3.3009e-05-0.00075863i,-0.00092602-0.0010983i,-0.0013101+9.5894e-05i,-0.00049546+0.0014708i,5.7625e-05+0.0016607i,-9.4098e-05+0.001181i,0.00098336+0.00096338i,0.0019855+0.00078564i,0.0015621-2.6692e-05i,0.000751-0.00090048i,-9.0831e-05-0.00026711i,-0.0008159+0.00059201i,-0.00058906+0.00047988i,-0.00027357+0.00048652i,9.1687e-05+9.6477e-05i,0.00029169-9.167e-05i,0.00016207-0.00040683i,-1.4725e-05-0.0003782i,-0.00036154+0.00033079i,-0.00054676+0.00010956i,-0.00058788+0.00012954i
0.0015132-0.0002734i,0.001006-0.00094222i,0.00059905-0.0018994i,-0.00010325-0.0020877i,-0.00091251-0.0022037i,-0.0012008-0.0013434i,-0.0013136-0.0005399i,-0.00080375-0.00017877i,-0.00076379-8.9189e-05i,-0.00014602-0.00052399i,9.169e-06-0.00025926i,-0.00058448+0.00098654i,-2.0576e-05+0.001622i,0.00024722+0.0013889i,-0.00055537+0.00045323i,-0.0005209+0.00032622i,-0.00019343+0.00037064i,-4.8016e-05+0.00059623i,-0.00015894+0.00077198i,-8.3061e-05-8.8498e-05i,-0.00027091+0.00031488i,-0.00019126+0.00095109i,0.00059574+0.00040722i
-0.0003443-0.00078025i,0.00041221-0.00068536i,0.0003051-0.0012766i,-0.00050438-0.00096948i,-0.0016373+0.00051226i,-0.00071333+0.0014318i,0.00043855+0.00080301i,0.0006581+0.00055903i,0.0010658+0.00067536i,0.0012765+0.0005554i,0.0010507+4.0095e-05i,0.00054098-2.105e-05i,-0.00043945-0.00039753i,-0.00067648-0.00086433i,0.00013049-0.00027532i,0.00050334+0.00023864i,-0.00018337+0.00056759i,-0.00030086-0.00020083i,0.00024902-0.00070794i,-0.00045794-7.0829e-05i,-0.00072296+5.3967e-05i,-0.00020886-0.00030428i,7.1564e-06-0.00015768i
0.0011747+6.5009e-05i,0.00072432+5.262e-05i,7.6226e-05-0.0010103i,-0.00072011-0.00065301i,-0.001103+0.00016036i,-0.00050228-0.00045563i,0.00067257-0.0010825i,0.00088044-0.00012451i,0.00032279+0.00055189i,-0.00026491-0.00010275i,-0.00022987+0.00033293i,0.00020481+0.0012515i,0.00020422+0.00055473i,6.408e-05-0.00033021i,-8.796e-05-0.00034564i,-5.6276e-05-9.6415e-05i,-0.00019114+4.3276e-05i,-0.00050887+0.00014137i,-0.00057908+0.00042665i,-3.822e-05+0.000665i,0.00024942+0.0012995i,0.00014002+0.0011325i,0.00074457+0.00055697i
-0.0018969+0.00021014i,-0.0019615+0.00015022i,-0.0013362+0.00086834i,-0.0013338+0.00096214i,-0.0010322+0.00078055i,-0.00028857+0.00044317i,0.0011303+0.000614i,0.0010493+0.00052849i,0.00046557+0.00048732i,0.00049917+0.00093247i,0.00035846+0.00082392i,2.6634e-05+0.00036967i,6.9153e-07+0.00017051i,0.00033974+4.9435e-05i,0.00016752-0.00022039i,-0.00019652-0.00080214i,-0.00035194-0.00070949i,-0.00072731-0.00065828i,-0.00037558-0.0010096i,0.00014323-0.00075369i,0.00031411-0.000404i,5.216e-05+0.00015974i,0.0004022+0.00021332i
-0.0017652+0.0018543i,-0.00058806+0.0018616i,0.00039785+0.0019348i,0.00012713+0.0024754i,9.3796e-05+0.00224i,0.00064626+0.0011899i,0.00074465+0.00066276i,2.923e-05+0.00032437i,0.00019157+0.00042367i,0.00051008+0.00059827i,0.0002212-0.00023962i,-0.00034324-0.00031052i,-0.00040607-0.00029356i,-0.0001603-0.00010885i,-0.00017263+0.00035246i,0.00022781+0.0002299i,0.00084045-7.2044e-06i,0.00028419-4.0079e-06i,-0.00013797-0.00024168i,0.00036661-0.00053786i,0.00094221-0.00024772i,0.0007568+0.00022035i,0.0001983+0.00042659i
0.00012102+0.00011857i,-0.00038889+0.001464i,-0.00099667+0.0015998i,-0.0012052+0.0011137i,-0.00060953+0.00063081i,3.2904e-05-0.00041561i,0.00050162-0.0013566i,0.00028273-0.00094731i,-0.00010267-0.00039931i,-5.2827e-05-0.00035384i,0.00028116-0.00069438i,0.00057624-0.00062648i,0.00072858-0.00014342i,0.00075835+0.00037338i,0.00026251+0.0006668i,-0.00051009-0.00033469i,-0.00078298-0.0012718i,-0.00048828-0.001444i,0.00013177+4.5448e-06i,0.00023806+0.00076118i,-5.4202e-05-0.00019797i,0.00027612-0.00056812i,0.00070026-0.00076376i
0.00014469-0.00073289i,-0.00058915-0.000637i,-0.0012628-0.0010091i,-0.0025186-0.0015033i,-0.0026158-0.00087721i,-0.0012078-0.00063338i,0.0001614-0.00052129i,0.00055772-0.00027311i,0.00041877-0.00058892i,-5.908e-05-0.0012984i,-0.00028106-0.0011304i,-0.00048353-0.00024246i,7.3525e-05-0.00036673i,-0.00018255-0.00040048i,-0.00054953-0.00016061i,4.518e-05-0.00046589i,9.8539e-05-0.00087712i,-2.9416e-05-0.00053605i,-0.00018748-0.00044726i,-0.00080416-0.00026735i,-0.00062108-6.2226e-05i,0.00032547-0.00022088i,0.00043292-0.0002258i
-0.00040242+0.00048174i,9.2306e-05+0.00065147i,1.3493e-06+0.00049689i,0.00069999-2.1474e-05i,0.0006085+1.7637e-05i,0.00047258-0.00051089i,0.00042252-0.00035327i,0.00016312-0.00022189i,-1.8598e-05-0.000406i,0.00016-0.00021599i,0.00037278-0.00032469i,0.00049713-0.0006669i,0.00043319-0.00052448i,0.00012378+0.0004268i,-6.2586e-05+0.00052704i,0.00019358+0.00015477i,0.00070506+0.00019142i,0.00030348+0.00031416i,-0.00019033+0.00058219i,0.00069823+0.00063715i,0.0011423+0.00032217i,-6.692e-05+0.00011079i,1.6644e-05+0.00041196i
0.00028176+0.0012926i,0.00044274+0.0011026i,-0.00054111-0.00030578i,-0.00075145-0.00059364i,-3.6045e-05-8.1244e-05i,0.00079427+0.00020541i,0.00044041+0.00018054i,0.00051196+0.00026788i,0.0012751+0.00043297i,0.0011161-0.00040827i,0.00027551-0.001274i,0.00010814-0.0011899i,-0.00016245+0.00021954i,-0.00061692+0.0012638i,-0.00040282+0.0013232i,-5.5776e-05+0.0010183i,0.00013691+0.00048873i,0.00035674+0.00018732i,0.0004835-4.1953e-05i,-0.00055507-0.00012437i,-0.00058668-0.00054609i,-9.9773e-05-0.00077003i,-0.00032531+9.8311e-05i
-0.00022301+0.00049822i,-0.00016915+0.0014173i,0.0010207+0.00047798i,0.0012327-0.00069333i,0.00034212-0.00013982i,0.00035488+0.00032707i,0.00062306+0.00035515i,0.00012497+0.00053443i,0.00021201+0.00083151i,0.0006528+0.00084685i,0.00018162-0.00014277i,9.8162e-05-0.00043953i,0.00028876-2.202e-05i,0.00038991-2.2908e-05i,0.00070178-0.00011183i,-8.9729e-05+0.00011237i,-0.00059312-0.00021789i,-9.684e-05-0.00073704i,-0.00018115-0.00017888i,-0.00030621+0.0007386i,-0.00012039+0.00061015i,-0.00018404+0.0003311i,7.5333e-05+0.00018666i
-0.00106+0.0026357i,-0.0005721+0.0043214i,-0.0018718+0.003124i,-0.0013144+0.0021461i,0.00020609+0.0019613i,0.00086221+0.001461i,0.00091058-0.0002038i,0.0013655-0.00070247i,0.0018852-4.4705e-05i,0.001131-0.00019714i,4.6904e-05-0.0014352i,-0.00043936-0.0016603i,-0.0013933-0.00070661i,-0.00079011-0.00036458i,0.00058442+5.4512e-05i,0.00017292+0.00019266i,-0.0006092-0.00015135i,-0.00047718+0.00033647i,-0.00030143+0.00091322i,-5.374e-05-7.683e-05i,0.00012232-0.00062454i,-0.00026051-0.00016508i,8.6111e-05+4.2495e-05i
-0.00061072-0.00033174i,-0.0011925-0.00051517i,-0.0023681+0.00066418i,-0.0027502+0.00078518i,-0.0016553-0.00023471i,0.00018627-0.0010996i,0.0015498-0.00036107i,0.00083341+0.00032408i,0.00022562-0.00010168i,0.00086304-0.00055541i,0.00094658+0.00041519i,0.0010094+0.0014814i,0.0011341+0.0011794i,0.0011613-9.5325e-06i,0.00065911-0.00048988i,0.0003206+6.2906e-05i,-6.575e-05+0.00036807i,-0.00011806-0.0006099i,0.00029524-0.0012758i,-0.00014612-0.00045005i,0.00012409-2.1287e-06i,0.0014173+0.00025609i,0.0016501+0.00050734i
-0.00020989+0.00034439i,-0.0010483-0.0009478i,-0.00040863-8.9766e-05i,-0.00037662+0.00063392i,-0.00082023-0.00020488i,-0.00038384+5.1501e-05i,2.4532e-06+1.4251e-05i,-0.00011733-0.00076523i,0.00040693-0.00031254i,0.00073702+0.00017574i,0.0006803+0.00049728i,0.00059329+0.00092397i,0.0008112+0.00053405i,0.00097315-0.00011972i,0.000713-0.00083166i,0.00031953-0.00028347i,-0.0005366+0.00031794i,-0.00047955+0.00037556i,-0.0007753+0.00036498i,-0.00084019+0.00020193i,-0.00016401+0.00012043i,0.00017349-0.00016986i,0.00022937+0.00023048i
0.000365-0.0009421i,0.00035597-0.0012688i,0.0012215-0.00027445i,0.00074281-0.00028897i,-0.00023947-0.00027347i,8.6835e-05-0.00058671i,0.00066129-0.00064535i,0.00014614-0.00014402i,-0.00037122+0.00052432i,0.00016668+0.00019919i,0.00074885+2.3209e-05i,-0.00014406+0.00058392i,-0.00033193+0.00023584i,0.00019394+0.00019601i,0.00060147+0.00056469i,0.0011859-0.00016962i,0.0011682-0.00091174i,0.00048922-0.00069512i,5.1492e-05-0.00045745i,0.0002676-0.00025185i,-4.0386e-05+0.00034116i,-0.00019183+0.00017013i,-0.00059843-5.9614e-05i
-0.00013306+0.00064287i,-0.00068739-2.6904e-05i,-0.0004132+0.00025688i,-0.00055575-4.0373e-07i,-0.0007651-0.00057593i,-0.00049503-0.00084806i,-9.0037e-05-0.001027i,0.00030743-0.00036107i,0.00055908+0.00031003i,0.00075614+0.001157i,0.00069692+0.0017331i,0.0004445+0.0013441i,-2.8108e-05+0.0010197i,-0.00026932+0.00057745i,-0.00028509-0.00072139i,-0.00088424-0.0015302i,-0.00073568-0.0015204i,-0.00051425-0.001496i,-0.00081134-0.00053272i,-0.00041831-3.2166e-05i,-0.00048196-0.00038846i,-0.00083418-0.00058255i,-0.00085328+0.0002813i
-0.0013803-0.0016542i,-0.0021548-0.0021518i,-0.0027798-0.0016796i,-0.0026943-0.00049961i,-0.001213+0.0002931i,0.00062802-0.00020072i,0.00049744-0.00040434i,2.8145e-05-0.00011924i,-0.00031342-0.00016508i,-0.00020383+0.0004687i,-0.00045218+0.00070711i,-0.00076441+0.0006066i,-0.00011789+0.00069045i,0.00048749+0.00028325i,0.00033475+0.00031281i,-0.00035136+0.00096359i,-0.00073171+0.000705i,-0.00089933-0.0001011i,-0.00068655+0.00027169i,-0.00057968+0.00093771i,-0.00014279+0.00038088i,0.00024252-0.0003242i,0.00045079-0.00038506i
-0.0015305+0.0026275i,-0.0011058+0.0024869i,-8.5045e-05+0.0027575i,0.00032955+0.0029015i,0.00024298+0.0017533i,0.00057262+0.00021708i,0.00091357-0.00066981i,0.0013105-0.00043241i,0.0010313+7.0278e-05i,0.00057826-2.0306e-05i,0.0010126-0.00035324i,0.0011454-0.0010545i,0.00029327-0.0011732i,-0.00013361-0.00072815i,-0.00011197-0.00024769i,-0.00058238-0.00013167i,-0.00050319-0.00048657i,-0.00012854-0.00077837i,0.0001522-0.00066229i,-0.00010279+0.00028028i,-0.00023307+0.00038839i,0.00076743-0.00045737i,0.0014328-0.00066547i
-0.00070356-0.00080709i,-0.00024682-0.00082253i,-0.0015722-0.00071959i,-0.0027525-0.00064497i,-0.0015049+0.00010989i,0.00046985+0.00024932i,0.0015572-0.00028987i,0.00071601-0.0006891i,-0.00018234-0.00011677i,-0.00034077+0.00054567i,8.3594e-05+0.0012537i,0.00058431+0.0013399i,0.00055375+0.00081163i,0.00073003+0.00084805i,0.00066583+0.0011289i,1.3337e-05+0.00010236i,-0.00056592-0.00022536i,-0.00039972+0.00036578i,-0.00049114+0.00014614i,-0.00052199-0.00015177i,-0.0003327-0.00031641i,-0.00015199+0.00023395i,0.00025977+0.00094504i
-0.00055622+0.00014607i,-1.1249e-05+0.00042728i,4.4728e-05+0.0012668i,-0.00094969+0.0019392i,-0.0015869+0.0019652i,-0.00099861+0.00037164i,-0.00011458-0.0014222i,0.00047839-0.001152i,0.00084178+0.00012052i,0.0010847+0.00048089i,0.00057825+0.00053801i,0.00034651+0.00041557i,-7.0671e-05-7.9176e-05i,-0.00077221-0.00046011i,-0.00070498-0.00034815i,-0.00063648+0.00014044i,-0.0002923+0.00037846i,-0.00020271+0.00086472i,-0.00059757+0.00093659i,-0.00068067+0.00066833i,-0.0003225+0.00066175i,0.00023823+0.00057505i,2.0145e-05+0.00014151i
0.0002815-0.0018508i,-0.00058796-0.002108i,-0.0018043-0.0015648i,-0.0021507-0.00089037i,-0.0015822-0.00072594i,-0.00048259-0.00033625i,-0.00040989-0.0002219i,-0.00061929-0.00069028i,-0.00020341-0.00055314i,-0.00030027-0.00070314i,-0.0011576-0.0011296i,-0.00094485-0.00084694i,-0.00030353-0.00019307i,-0.000195+0.00033224i,9.8716e-05+0.00081389i,-0.00022956+0.0011431i,0.000107+0.00043489i,-5.0701e-05-3.6134e-05i,-0.0011397-0.00052606i,-0.0010542-0.0003613i,-0.00053207+3.3047e-05i,-0.00098797+0.00063763i,-0.0012538+0.0015327i
