-0.0037329+0.00014124i,-0.0025951-3.0902e-05i,-0.003018+0.00064528i,-0.002763+0.0012532i,-0.0014229+0.0025366i,-0.00030908+0.0030649i,0.0003123+0.002401i,8.6407e-05+0.0019914i,8.586e-05+0.0019178i,0.00050848+0.0017059i,0.00046379+0.00076491i,0.00065507-0.00063442i,0.00094529-0.0010173i,3.4946e-05-0.00058862i,-0.00059826-0.0006678i,0.00041495-0.00030689i,0.00090893-0.00054793i,0.00086298-0.00081722i,0.0010905-0.00045807i,0.00066313-0.00014812i,0.00019531+0.00057092i,-0.00010605+0.001278i,-1.5053e-05+0.0012155i
-0.00081336+0.00037625i,-0.001086+0.00035351i,0.00010665+0.0015233i,0.0011117+0.0019304i,0.00073423+0.00066406i,0.00023123+0.00014883i,-0.00035878+0.00053807i,-8.3257e-05+0.00086819i,0.00054111+0.00043973i,0.00086985+0.00063548i,0.00089894+0.0015525i,8.8755e-05+0.0011348i,-0.00028113+1.9426e-05i,-0.00028471-0.00012447i,0.00019228-0.00034177i,0.00073117-0.00064214i,0.00091217-0.00071716i,0.00028331+0.00042209i,0.00057589+0.0013319i,0.0011426+0.00015555i,0.00073178-0.000156i,0.00075211+0.00097871i,6.3035e-05+0.0016065i
0.00033469+0.0014608i,0.00022764+0.0011547i,0.00076572+0.00023766i,0.00045517+0.00065361i,0.00045548+0.00062549i,0.00035836-0.00012156i,-0.00021289-0.00017909i,1.3868e-05-0.00038826i,0.0008083-0.00096678i,0.00054005-0.0013125i,-0.00045167-0.00084166i,-0.0010272-0.00026841i,-0.0010831-0.00088132i,-0.00082112-0.0013125i,-0.00019545-0.0010264i,0.00019015-0.00063245i,0.00015046+0.00026802i,-3.7467e-05+0.00012796i,-0.00069865-0.00022131i,-0.0015832+0.0001975i,-0.0011136+0.00011525i,-0.00019709-0.00011332i,0.00054793-0.00050114i
0.0001466-0.0006915i,9.5633e-06-0.0016654i,-0.00064276-0.0020791i,-0.00064903-0.001597i,-0.00046492-0.0012337i,-0.00072579-0.00094042i,-0.0010308-0.0010997i,-0.0010199-0.001094i,-0.001334-0.00059934i,-0.001084-0.00023905i,0.00014165+0.00019929i,-0.00020578+0.00076559i,-0.00084315+0.00096267i,-0.00011563+0.00062111i,-0.0002828+7.619e-05i,-0.00042872-9.1036e-05i,0.00038152+0.00012122i,0.00027423+0.00032644i,-0.0001628+0.00036255i,0.00027412+0.00093386i,0.00064334+0.0010593i,0.0005754+0.00012123i,0.00034933-0.00069533i
0.0017934-0.0014352i,0.002424-0.0012981i,0.0021346-0.001743i,0.00048744-0.0021148i,-0.00050614-0.0020961i,-0.00069591-0.0017874i,-0.00094301-0.00061138i,-0.00087402+0.0004145i,-0.00032994-9.5853e-05i,4.0012e-05-0.0004367i,0.00041482-1.939e-05i,0.0003167+0.00030518i,-0.0002039-0.00012559i,-0.00046253-0.00011837i,0.00010226-0.00010314i,0.00092093-7.3082e-05i,0.0011765+0.00023182i,0.0010426+1.9686e-05i,0.00073078-0.00032847i,-0.00014388-0.00044908i,-0.00081057-0.00042473i,-0.00087781+9.6773e-05i,-0.00060817+0.00027972i
0.00071473+0.0012129i,0.00053461+0.0016053i,0.00074658+0.0006784i,0.00038206-0.00037806i,-0.00022281-0.00076791i,-0.00064577-0.00046108i,-0.00063254+6.9807e-05i,0.00023398-0.0002932i,0.0010798-0.00079447i,0.00073055-0.00050325i,-0.00031679+6.3565e-05i,-0.00085937+0.00019544i,-0.00068606+0.00038561i,-0.00079351+0.00043878i,-0.00064023+0.00037546i,-0.0001933+0.00086396i,-0.00022867+0.001467i,-7.625e-06+0.0013401i,0.0003231+0.00093357i,0.00045598+9.3521e-05i,0.00041134-3.9182e-05i,0.00049213+0.0002498i,0.00044602-0.00042491i
0.00074409-0.00051472i,-0.0005418-4.5605e-06i,-0.0015361+0.00055619i,-0.00098402+0.00023935i,-0.00055246+9.5343e-05i,-0.00011154+0.00033792i,0.00042085-0.00025181i,0.00027924-0.001114i,0.00021257-0.0012247i,0.00037401-0.00018112i,1.8889e-05+0.00020063i,-3.7079e-05-0.00017019i,-0.00098642-0.0001465i,-0.0015743-6.6784e-05i,-0.0004676+0.00051035i,0.00019782+0.0010014i,0.00017552+0.0013569i,4.944e-05+0.0010582i,-0.00013056+0.00050471i,9.4456e-05+0.0007968i,-0.00040718+0.0010279i,-0.00044424+0.00045075i,0.0003096+0.0002585i
0.00082877-0.0021499i,5.5349e-05-0.0029032i,6.5698e-05-0.00391i,-0.0010799-0.0032363i,-0.0020031-0.0023364i,-0.0016799-0.0012192i,-0.00099538-0.00020562i,-0.00066559+0.0005503i,-0.0004082+0.00048673i,-0.00037982-0.00034305i,-0.00023147-0.00041792i,-5.3152e-05+0.00038624i,-0.000453+0.00062901i,-0.000748+0.00058062i,0.00011565+0.0011508i,0.001387+0.0010684i,0.0012664+0.00077562i,0.00047793+0.0013491i,0.00024199+0.0012471i,-8.6649e-05+0.00019009i,-0.00050857-0.00032312i,-0.00046194-0.00011621i,-0.00066897-0.00034462i
-0.0014483-0.00016867i,-0.00045733-0.00090333i,-0.0011152-2.0602e-05i,-0.0012953+0.0012684i,-0.00040245+0.0020359i,-0.00033756+0.0015604i,0.00020336+0.00072309i,0.00067604+0.00056485i,0.00056059+0.00056894i,-7.4083e-05+0.00097164i,-0.00057775+0.0011375i,-0.00055172+0.00071535i,-0.00080917+0.00030281i,-0.00065385-9.3821e-05i,0.00034439-0.00027553i,0.00087579-0.00034953i,0.00041458+0.00063532i,-0.00020722+0.0010228i,-0.00041235+0.00019295i,-0.00066289+0.00016662i,-0.00012477+0.00035535i,0.00025564-3.1669e-05i,0.00044573-0.0007741i
-0.002556+0.0020257i,-0.0026248+0.0023442i,-0.0013112+0.0029695i,0.00028377+0.0017499i,0.00065456-0.00036599i,0.00033891-0.0015167i,-1.9052e-05-0.0009446i,-0.00057662-0.00042107i,-1.8366e-06-0.00047651i,0.0010838-0.00080638i,0.0011367-0.00046198i,0.0008048-0.00028054i,-0.00048433-0.0010358i,-0.0015806-0.0012477i,-0.00095252-0.001235i,-0.00026466-0.00093935i,-0.0001185-0.00050891i,-4.9498e-05-0.00032791i,0.00052175-0.00066209i,0.001106-0.00039622i,0.00098992+0.00020337i,0.0010244+0.00033287i,0.001033-0.00030357i
-0.00079442-0.00074708i,-0.001194-0.00078708i,-0.0017058-0.0012104i,-0.0021495-0.00068255i,-0.0017969+0.00019769i,-0.00085222-4.8522e-05i,-0.00078424-0.00015931i,-0.0007635+0.00072391i,-0.00038534+0.00053782i,-0.00034608-0.00032826i,-0.00026564-0.00078453i,-0.00047434-0.00028869i,-0.00025664+0.00027025i,6.1574e-05+9.2566e-05i,-0.00016447+0.00061955i,-0.00011904+0.00042807i,0.00039816+0.00012452i,0.00069268+0.00027941i,0.00043177-0.0002082i,0.00026182+0.00025249i,-0.00061897+0.00076603i,-0.0011711+0.00066656i,-0.00083185+0.000516i
-0.0024503-0.002497i,-0.002636-0.002167i,-0.0040404-0.0011538i,-0.0034242+7.863e-05i,-0.0018754+0.0010394i,-0.00091884+0.001188i,0.00044418+0.00029955i,0.00064373-0.0003703i,-0.00024347-0.00045847i,-0.0010979-5.4255e-05i,-0.00096902+0.00089332i,-0.0001603+0.00078218i,0.00066438+0.00046951i,0.00073573+0.00028883i,0.00081889-0.00022696i,0.00077045+0.00048052i,-0.00015113+0.0010162i,-0.00084096+0.00068189i,-0.00080769-2.6722e-05i,-0.00072648-0.00083895i,-0.00067848-0.0012384i,-1.1259e-05-0.00032992i,0.00023911+0.00038144i
-0.0020456+0.00076076i,-0.0022847+0.00074763i,-0.0024355+0.00095142i,-0.00053898+0.0015991i,0.00085496+0.0014162i,0.00082153+2.3253e-05i,0.00036593-0.00014463i,0.00020526+0.00034722i,0.00012842-0.00027866i,-0.00053295-0.0011242i,-3.5095e-05-0.0016352i,0.00013434-0.0012696i,-0.00055738-0.00027472i,-0.00056847+0.00013581i,-0.00010497+0.00026748i,0.00035358+0.00024334i,-0.00038499-0.00024766i,-0.00046972-0.00057743i,1.7486e-05-0.00015407i,7.8211e-05-0.00058309i,-9.3959e-05-0.00053566i,-0.00071528+8.2902e-05i,-0.00056125+7.2363e-06i
-0.00043033+0.00055471i,-0.00082289+0.00065787i,-0.00015798+0.00053633i,0.00012315-3.8124e-05i,-0.00067596-0.00086169i,-0.0015163-0.0011423i,-0.0019176-6.3792e-05i,-0.0017028+0.00049604i,-0.00063667+0.000231i,-0.00080628-0.00024615i,-0.0014129-0.00055853i,-0.0011741-0.00028618i,-0.0011526-0.00036481i,-0.00037311-0.00054729i,0.00016809-0.00031215i,0.0004803+0.00011344i,0.00027878+0.00073518i,-0.00018423+0.00066257i,0.00039345-0.00026504i,0.00082617-0.00038135i,0.00050923+5.5543e-05i,0.00011229+0.00010931i,-0.00036687+4.6878e-06i
-0.00013806+0.00038799i,0.00016706+0.00012493i,0.0010989-0.00034331i,0.00064429-0.001076i,-4.556e-05-0.0013351i,-7.2787e-05-0.00026071i,0.00081831-2.821e-05i,0.0021505+5.3671e-05i,0.0016547+0.00081934i,0.00059932+0.00022677i,0.00017228+3.5205e-05i,-0.00030953+0.0002604i,-7.0022e-05+6.5387e-05i,0.00015903-0.00024923i,0.00017373-1.927e-05i,0.00058059+0.00076576i,0.00073408+0.0009505i,0.00087463+0.00079399i,0.00072497-5.07e-05i,0.00016201+3.8518e-05i,0.00030573+0.00087469i,0.00052897+0.00061362i,-0.00021774+0.00090022i
0.00043138-0.00088119i,0.0012535-0.0011746i,0.0013989-0.00074627i,0.00085468-0.0006399i,0.00038446-0.00092659i,-0.00075733-0.00070335i,-0.0015607-0.00062495i,-0.0018283-0.00082684i,-0.0015039-0.0011095i,-0.00020179-0.00031353i,-0.00023015+0.00079014i,-0.00040435+0.00046679i,-0.00018813-0.00081942i,-0.00064308-0.00095607i,-9.0947e-05-0.00084428i,0.00097664-0.00097223i,0.0011668-0.00030408i,0.00048158+0.00013151i,5.4751e-05+0.00018248i,0.00054796-1.8154e-05i,0.00066879+8.0437e-05i,0.00021946+0.0003916i,-0.00063536+0.0003417i
-0.00090394+0.0031059i,-1.9156e-05+0.0035563i,9.3829e-06+0.0042102i,0.00069649+0.0025291i,0.0010258+0.00068556i,-0.00064953-0.00028161i,-0.00087801-0.00064326i,-0.00018239+6.3517e-05i,-0.00024661+0.0001669i,-0.00042998-7.5146e-05i,-0.00030647-0.00059631i,-0.00070936-0.0011178i,-0.0011905-0.00095747i,-0.00084994-0.00045925i,-0.00039124+0.00043247i,-0.00016748+0.00070784i,-0.00018816+0.00079683i,-0.00019989+0.00056177i,-0.00030572-4.2867e-06i,7.1092e-06+0.00034345i,0.00046644+3.2771e-05i,0.00040165-0.00077126i,9.6207e-05-0.0010617i
-0.00055485+0.00011344i,-0.00090353-0.0001903i,-0.0022921-0.00057056i,-0.0016358-0.0010847i,-0.00057538-0.00069563i,-4.0182e-05+3.1972e-05i,0.00013813+0.00038535i,0.00039997+0.0001708i,0.00016181-0.00013122i,-0.00063564-6.262e-05i,-0.00061743-0.00055848i,0.00021136-0.00070834i,0.00085603-0.00023144i,0.00031343+0.00028521i,-0.00028049+0.00098127i,0.00019908+0.00047439i,0.0010026-0.00023963i,0.0008997+0.00041148i,0.00048476+0.00094027i,-6.5385e-05+0.00054831i,-0.00012366+0.00025064i,-0.00034134+0.00088605i,-0.00069111+0.00088274i
-0.0022315+0.0028487i,-0.00073583+0.0018736i,0.00068853+0.0026659i,0.0016138+0.0026746i,0.001426+0.00096736i,0.00047445-0.00089042i,-6.8749e-05-0.00048574i,0.00034165+0.00034418i,0.0010946+0.00061796i,0.00099141+0.00043953i,0.00066764-0.00043741i,0.00038908-0.0011411i,6.4901e-05-0.001145i,-6.9608e-05-0.00052103i,0.00072191-0.00031442i,0.0012261+0.0001507i,0.00061968+0.00050451i,-0.00018883+0.00026443i,-0.00020858+0.00050279i,-2.3242e-05+0.0011251i,-3.712e-05+0.0015222i,4.8836e-05+0.0014212i,-6.3664e-05+0.00089206i
0.0017538-5.6804e-05i,0.0013387+0.0002843i,0.002587-0.00013966i,0.0025937-0.00088202i,0.0014754-0.0013745i,-0.0004567-0.0013382i,-0.00092345-0.00082192i,-0.00017973-0.0002801i,0.00010921+0.00018184i,0.00017254-0.00037545i,-9.1905e-05-0.0013292i,-0.00056373-0.0010641i,-0.00064877-0.0004919i,-0.00059496-2.2027e-05i,-0.00053969-0.00016438i,-0.00038343+0.0006211i,-0.00075612+0.0011201i,-0.0012686-1.5812e-05i,-9.9455e-07-0.00065023i,0.0010892-0.00028969i,-0.00038494-0.00039801i,-0.0010321-0.00030309i,-0.00032559+7.161e-05i
-0.0006546+0.00062065i,-6.2205e-05+0.00026875i,0.00054866-0.00075077i,-0.00023864-0.00041587i,-0.00029374+4.3312e-05i,-0.00010658+0.00027447i,-0.00016259+0.00053474i,2.2533e-05+0.0015642i,-0.00047381+0.0016687i,-0.0011498+0.00079084i,-0.0012685+0.00082653i,-0.00058503+0.00057736i,0.00036363+2.7081e-05i,0.00011023-0.00062147i,0.00014755-0.00089727i,0.00085691-0.00063689i,0.0011676+8.089e-05i,0.00082112+0.0015367i,0.00052822+0.0015983i,0.00024745+0.00066441i,-0.00025534+4.4387e-05i,-0.00026928+0.00035704i,-7.031e-05+0.00071889i
0.00038677-0.00071175i,0.00035493-0.00094287i,-0.0004526-0.0019695i,-0.001269-0.0020705i,-0.00096203-0.0010461i,-0.00057755-0.000135i,-3.3941e-06+2.2482e-05i,7.0898e-06-0.00024382i,-0.00067067-0.00069303i,-0.00064584-0.00065673i,-0.00070393-0.0008327i,-0.00074624-0.00096481i,-0.00092919-0.00015395i,-0.00079314+8.6586e-05i,-4.4546e-05+6.783e-05i,0.00039671+0.00036411i,-0.00019792-4.1158e-05i,-0.00039365+0.00044705i,0.00027002+0.00092981i,0.00060411+0.00051393i,5.7814e-05+0.00022722i,0.00023888-0.00023983i,0.00051452-0.00036205i
8.8635e-05-0.0019974i,-9.9492e-05-0.0015521i,-0.00080091-0.00096191i,-0.0016757-0.0010766i,-0.0012263-0.00095398i,-0.00085182+0.00060822i,-0.00051439+0.0013362i,0.00058345+0.00072729i,0.00077887-0.00026315i,-0.0003002-0.00070292i,-0.00081629-0.00032411i,-0.00023979-5.4077e-05i,0.00039992+6.3355e-06i,9.7254e-05+0.00056075i,-0.00017404+0.0005587i,4.144e-05+0.00013567i,0.00026281-3.9551e-05i,0.00064478+0.00029226i,0.001157+0.001171i,0.001319+0.00091481i,0.00017464-7.8892e-05i,-0.00075514-0.00038238i,-0.00027746-0.0005103i
0.0014412-0.0017342i,0.0016081-0.0019931i,0.0010051-0.0010909i,-0.00036568-0.00085479i,-0.00072566-0.00094307i,-0.00027121+0.00029659i,-0.00053612+0.00092455i,-0.00051074+0.000388i,5.4317e-05-0.00016326i,-0.0005344-0.00078082i,-0.00064993-0.00069029i,-0.00024676-0.00013247i,-0.00032169+1.8256e-05i,-0.00042868-0.00025247i,-0.00036081-0.00030045i,0.00042969+0.0002967i,0.00081097+0.0011362i,0.00038433+0.00096202i,-0.00021853+0.00051284i,-0.00051418+0.00045454i,-0.00020943+1.255e-06i,-6.7395e-05-0.00080302i,-0.00033891-0.00097782i
7.8488e-05+0.00036653i,-0.00048463+8.8552e-06i,0.0011824+0.00079059i,0.0013934+0.00070215i,-0.00017355-0.0008368i,-0.00082696-0.0016923i,-0.00056322-0.0012982i,-0.00011934-0.00042619i,0.00092785+0.00044408i,0.0013234+6.6467e-05i,0.001554-0.00092572i,0.00057569-0.00071813i,-0.00083476-0.00032147i,-0.0012562-2.5654e-05i,-0.0012075+8.0438e-05i,-0.00013915+0.00037526i,0.00045356+0.00042949i,0.0007483+0.00019041i,0.0003495+8.165e-06i,-0.00074167-0.0003486i,-0.00041173-0.00051517i,0.00013618-0.00058633i,5.8088e-05-0.00026919i
0.0013745-0.0018675i,0.00089124-0.0031077i,0.00028599-0.0037423i,-0.00042961-0.0034689i,-0.00059442-0.0029828i,9.4186e-05-0.0025086i,0.00023453-0.001301i,-0.00029033-0.00065477i,-0.0009991-0.00091644i,-0.0011843-0.00099299i,-0.00090063-0.00044102i,-0.00070789+0.00018474i,-0.00052792+0.00041122i,-0.00070286+0.00033715i,-0.00064299+0.00023382i,-0.00036276+0.00085686i,-0.00025504+0.001225i,2.1684e-05+0.00042315i,0.00026912-0.0004339i,0.0006348-0.00068779i,9.4216e-05+5.7736e-05i,-0.00037482+0.00072483i,-0.00016957+0.0003491i
-0.00072795-0.0035113i,-0.0014748-0.0035158i,-0.0022463-0.0027144i,-0.0024877-0.0011379i,-0.0022309+0.00066728i,-0.0016997+0.0014286i,-0.00067992+0.00056446i,0.00065409+4.6807e-05i,0.00031834+5.6225e-05i,-0.000845+0.00039062i,-0.0013624+0.0012805i,-0.0012583+0.0013897i,-0.00014675+0.0010573i,0.0008487+0.0010333i,0.00095698+0.00068036i,0.00085765+0.00034223i,0.00046611+0.00070572i,0.00015919+0.0010858i,0.00033561+0.0010253i,-6.9847e-05+0.00056018i,-0.00037224+0.00057919i,-0.00033106+0.00058135i,-0.00051838+0.000734i
-0.00049461+0.0001872i,0.00047031+0.00074325i,0.00061883+0.0012546i,0.00042105+0.0013541i,0.00032448+0.00089396i,0.00058303+0.0006059i,0.00036778+2.0995e-05i,-0.0002468-7.5611e-05i,-0.00061798-0.00050031i,-0.00060012-0.0010465i,2.7949e-05+8.8115e-05i,0.00025598+0.00051843i,-0.00017935-0.00021661i,-0.00094846-0.0006542i,-0.0013846-0.00025958i,-0.00054325+0.00044933i,0.00010683+0.00098976i,-7.0572e-05+0.00077582i,-0.00019712+0.00027686i,0.00025995+0.0003448i,0.00038835+0.00017759i,-0.0003945-0.00032823i,-0.00085172-0.00062944i
-0.0026174-0.00068784i,-0.0027573-0.0004037i,-0.0024718+0.00040384i,-0.0012899+0.0017658i,-0.00085702+0.0020254i,-0.00056348+0.00095151i,-0.00026743+0.0009011i,-0.00065169+0.0010797i,-0.0011484+0.00086102i,-0.00033413+0.00071891i,0.00094766+0.0003847i,0.0012831+0.00061873i,0.0014543-0.00039848i,0.0011218-0.0014669i,0.00057079-0.00084829i,0.0002436-0.00023355i,0.00057589+0.00021582i,0.00093036+0.00042596i,0.00013193+0.00025228i,-7.9084e-05+7.7033e-05i,0.00026695+0.00015241i,0.00030791+0.00023349i,-0.00013857+0.00038072i
0.0021885-0.00098884i,0.0016162-0.00086138i,0.00074753-0.00095461i,-0.00049338-0.00087549i,-0.0019241-0.00066462i,-0.0013447-0.00049286i,-0.00040434-0.00071936i,-0.00016979-0.001215i,0.00022814-0.00087099i,-0.00014338-0.00026889i,-0.00088049-0.00021463i,-0.00036718-0.00032244i,0.00087822-0.0006115i,0.00044054+0.00011579i,-0.00023627+0.00026055i,-0.00035931+0.00018626i,-0.00010424+0.00095938i,-3.8647e-05+0.0010298i,6.2609e-05-7.5653e-05i,0.00073433-0.00028833i,0.00022326+0.00071587i,-0.00055027+0.00087174i,-0.00055379+0.00042727i
-0.00054202+0.00071346i,-0.00046102+0.0011135i,-0.00020307+0.00080613i,-0.00045679+6.38e-05i,-0.00047502-0.00021306i,-0.00051619-0.0001784i,-0.00098937-9.0257e-05i,-0.00049373+0.00024852i,-3.4507e-05+0.00018393i,0.00010582+2.4327e-05i,0.00075688+0.0001286i,0.00099306+0.00046921i,0.00025793+0.00056827i,-0.0002395-8.8546e-05i,0.00018719-0.00022913i,0.00027159+0.00056735i,0.00028176+0.0012462i,0.00030154+0.0012427i,0.00047976+0.0010376i,0.00027137+0.00047025i,0.00069471-0.00046878i,0.00092717-0.00073793i,-0.00023776-0.00066625i
0.0021773-0.00098631i,0.0019719-0.0024873i,0.002026-0.0037418i,0.00085872-0.0029528i,-0.0003313-0.0019009i,-0.00075439-0.0011253i,0.00010742+0.00018498i,0.00058192+0.0011485i,0.00032611+0.00069766i,-0.00024464-0.00075061i,-0.0014096-0.00085801i,-0.0017416+0.00034249i,-0.0014237+0.0010697i,-0.0011338+0.0006974i,-0.00035767+9.229e-05i,-0.0001412+0.00046158i,0.00010081+0.00030201i,0.00074648-2.6702e-05i,0.00060706-0.00030461i,0.0006268-0.0012635i,0.00050948-0.0019264i,0.00077476-0.00070016i,0.00056432+0.00022063i
0.00084515+0.00053687i,0.00020835+0.00079983i,0.00025211+0.0013292i,0.00097112+0.00016548i,0.00098672-0.000722i,0.00057055-0.0010608i,-0.00017368-0.0014111i,0.0002002-0.00084566i,0.00066922+0.00034003i,0.00019626+0.00033582i,0.00059123+0.00052712i,0.00040128+0.00017075i,-0.00068664-0.00025785i,-0.00072993+0.00028452i,-0.0002321+0.00034951i,0.00014764+0.00012478i,0.00081157+4.8581e-05i,0.00093704-3.6879e-05i,0.00096702+3.3836e-05i,0.0010208+0.00068478i,0.00026111+0.0014542i,-3.0849e-05+0.0012345i,0.00022666+0.00062948i
-0.00048016+0.0023142i,9.3802e-05+0.0032999i,0.00025744+0.0027904i,0.0003519+0.0028077i,5.5736e-05+0.0029151i,-0.00053596+0.0014441i,-0.00063271-0.00017996i,-0.00060271-0.00035547i,-0.00080991+9.8179e-05i,-0.00041156+0.00069095i,0.00023138+0.00038672i,0.0003263-0.0001184i,-0.0007592+0.00017902i,-0.0018072+0.00029918i,-0.00098113+0.00031183i,-0.00021762+4.0159e-06i,0.00049133+0.00022445i,0.0010012+0.00083732i,1.3508e-06+0.00053632i,-0.00049153+0.00031483i,-0.00031398+0.00049473i,1.619e-05-5.7148e-05i,0.00054396-0.00037475i
-3.4969e-06+3.6803e-05i,-0.0006403-7.458e-05i,-0.001136+1.5815e-05i,-0.00063711-0.00014736i,-0.00026746-0.00038435i,-0.00024177-0.00058835i,-0.00026858+0.00017089i,-0.00043492+0.00058966i,-0.00039664-0.0001613i,-0.00019691-0.00086424i,0.00062086-0.00026509i,0.00030705+1.3592e-05i,-0.00051395-0.00048596i,-0.0010311+4.7672e-05i,-0.00077033+0.00077887i,0.00021784+0.00063468i,-2.0075e-05+0.00039209i,-0.00018309+0.0008388i,9.308e-07+0.00099158i,4.8136e-05+0.00027844i,0.00021804+6.5989e-05i,2.0732e-05+0.0007524i,-0.00021659+0.00063398i
-0.00052768+6.4327e-05i,-0.00046647+0.00063338i,-0.00056871+0.0010135i,-0.00025311+0.00041795i,3.5866e-05+0.00010684i,1.5404e-05+0.00054904i,-0.0003007+4.0797e-05i,-0.00029237+7.7206e-05i,-0.00021228+0.00031531i,-0.00049512+3.0898e-05i,-0.00012023+0.00055983i,0.00076507+0.0013087i,0.00075049+0.0016401i,0.00041434+0.0011023i,0.00031812+0.00044139i,0.00056204+0.0001447i,0.00079639-2.3321e-05i,0.00036197+9.6819e-05i,-8.1419e-05-0.00036111i,-0.0001892-0.00033561i,0.00015825-0.00045403i,6.4002e-05-0.00086408i,-0.00059958-0.00071103i
-0.00021758+0.00047553i,0.0012832+0.00040057i,0.00069052+0.00088405i,0.00095649+0.00015569i,0.0010922-0.00083935i,0.00028375-0.00082388i,-5.0104e-05-0.00016045i,0.00037413-0.00011387i,0.00065007-0.00048326i,0.00048285-6.0423e-05i,-3.7624e-05+0.00033251i,-0.00041027+1.2025e-05i,-0.00064629-0.000217i,-0.00078975-0.00028969i,-0.00075432-0.00013918i,-0.00073212+0.0002484i,-0.00042999-0.00042883i,3.1139e-05-0.00052836i,0.00043928-0.00010974i,0.00074112-0.00016551i,0.00044043-0.00046223i,0.00019846-0.00051724i,0.00038425-0.0008184i
0.00013973-0.00012812i,0.00050039-0.00015618i,0.00049808-0.00023828i,-0.0002906+0.00031514i,-0.00096543+0.00050854i,-0.00032995+0.00033046i,0.00043419+0.00041615i,0.00078224+0.00053244i,0.00017326+0.00049054i,-0.00059231-2.8898e-05i,-0.00052839-0.00015843i,-0.0001423-0.00044908i,-0.00018467-0.00061976i,-0.00054318-0.0006754i,-0.00044669-0.00030537i,-0.00012351+4.0564e-06i,0.00051403+0.00017302i,0.00071623+8.6238e-05i,0.0010813-0.00046137i,0.00084322-0.0007001i,-7.8468e-05-6.4005e-05i,-0.0008071+0.00066197i,-0.0011188+0.00062369i
0.00085318-0.001425i,-0.00023906-0.00076775i,-0.0017693-0.00091108i,-0.0024315-0.0010556i,-0.0017633-0.0011414i,-0.00081312-0.00089404i,-0.00027237-0.00049989i,0.00020752-0.00027586i,0.0005487+0.00056515i,3.1175e-05+0.0012608i,-0.00054056+0.0014994i,-0.00024896+0.0011826i,-0.00033364+3.7177e-05i,-0.00054342-0.00063441i,-0.00055617-0.00024509i,-0.00010113+0.00024194i,0.00064556+0.00037475i,0.00070389+0.00079372i,8.5204e-05+0.00088899i,-0.00091235-0.00052019i,-0.0008831-0.00085867i,-0.00021908-0.00033645i,-0.00014959-0.0004187i
0.00016053-0.0018568i,0.00031161-0.0019627i,-0.00051933-0.003262i,-0.0012643-0.0033166i,-0.0015625-0.001404i,-0.0015163-4.1243e-05i,-0.00062968+0.00030199i,-0.00019343+0.00020094i,-1.4885e-05-0.00031988i,0.0002865-0.00071818i,-0.00020757-0.00026065i,-0.00082857+3.3279e-05i,-0.00071651+0.0002255i,-0.00067352+0.00076629i,-0.00067192+0.0010124i,-0.00028366+0.00084642i,7.5567e-05+0.00064733i,0.00060405+0.00017819i,0.0010851-0.00044944i,0.00054209-0.00030193i,0.00011323+0.0004552i,0.00012994+0.00034333i,-0.00038681+0.00046249i
-0.0020246+0.0021359i,-0.0015663+0.0025124i,-0.00071504+0.0034988i,0.00021669+0.0032906i,0.00089721+0.0016228i,0.00076104+0.0002638i,0.00059344+5.4456e-05i,3.8115e-05+0.00017668i,0.00027919+0.00014833i,0.0011152+0.00055459i,0.0011545+0.00035247i,0.00031436-0.00025914i,-7.4266e-05-0.00041207i,0.00067703-0.0002279i,0.00093625+0.00029913i,0.00095219+0.00020149i,0.00055671+0.00014516i,0.00014923+0.0010017i,-3.0147e-05+0.0011871i,-0.00031271-2.0656e-05i,0.00027534-0.0010098i,0.00063347-0.00069734i,0.0002479+0.00022695i
0.0011434-0.0004178i,0.0010726-2.4813e-05i,0.00043101+0.00056339i,6.192e-05-0.00030383i,7.0363e-05-0.0014751i,-0.0004007-0.0012629i,-0.00065606-0.00029412i,0.00022215-0.00036176i,0.0010647-0.00178i,0.0013663-0.002025i,0.00040157-0.00099518i,-0.0006498-0.0004036i,-0.0007284-0.00052547i,-0.0010972-0.00067429i,-0.0011866-7.6806e-05i,-0.00066248+0.00026191i,-0.00047938+0.0001654i,0.00034916+0.00065328i,0.00080175+0.00077028i,1.8154e-05+9.4924e-05i,-0.00057923-0.00039529i,-0.00030565-0.0004306i,-0.00049862-0.00012945i
-0.00089277-0.0027645i,-0.001371-0.0030032i,-0.002569-0.0020668i,-0.0035853-0.00063271i,-0.0028161+2.1723e-05i,-0.0010383+0.00023772i,-0.00076314+8.8235e-05i,-0.00034916-9.1117e-05i,0.00015123+0.00011624i,-0.00052219+7.0203e-05i,-0.00085704-2.2164e-05i,-0.0007665-0.00021424i,-0.00055853-0.00018915i,-0.00054652+0.00024605i,-0.00011713+7.7638e-05i,0.0007815+0.00024642i,0.00064706+0.0010381i,0.00050752+0.0010603i,0.00096444+2.9079e-05i,0.0010529-0.0009278i,0.00092678-0.0006258i,0.00094689-0.00023112i,0.00097454-0.00017858i
