-0.0009081+0.00037143i,-0.0010293+0.00015889i,-0.0021813+0.00071698i,-0.0018784+0.0012943i,-0.00065191+0.0013827i,0.00012727+0.00072876i,-0.00070436+5.4571e-05i,-0.0022982-7.9544e-05i,-0.0024266-0.00062205i,-0.001394-0.00067687i,7.1873e-05-0.00012606i,0.00057195-0.00060393i,0.00011381-0.001317i,-0.000144-0.000643i,0.00021227-7.3668e-05i,0.00060112+9.1514e-05i,5.9053e-05-0.00059217i,-6.4466e-05-0.0010249i,0.00035976-0.00026515i,-7.8601e-05+0.00031018i,-0.00044627+0.00035029i,8.4479e-05+0.00033194i,0.0013236+0.00019273i
0.00029624-0.00027356i,0.003722-0.0012335i,0.0054629+0.00079594i,0.0058158+0.0032895i,0.0057958+0.0034026i,0.0033633+0.00086822i,-0.0023324-0.00038817i,-0.0077064+0.0014134i,-0.0091247+0.0037797i,-0.0070112+0.0050944i,-0.0023095+0.0048479i,0.0018409+0.0044492i,0.0027589+0.0040351i,0.0020751+0.0023033i,0.0021617+0.00051042i,0.0021483+0.00011955i,0.0019906+0.00089286i,0.00060963+0.00097148i,-0.0005183+0.00069817i,-0.00052805+0.00098269i,-0.00030021+0.0008081i,0.00020784+0.00058998i,0.00086147+0.0005467i
-0.0026847+0.0008188i,-0.0037682+0.0033742i,-0.0036034+0.0036563i,-0.0008613+0.0026507i,0.0021162-8.3398e-05i,0.0021823-0.0027845i,-0.0013601-0.0029346i,-0.0055673-0.00097291i,-0.0065604+0.00074521i,-0.004495+0.0011777i,-0.0025995+0.00069178i,-0.0022607+0.00074043i,-0.0019463+0.0010107i,-0.00023075+0.00040781i,0.0002607+0.000241i,-0.0011162-0.00062072i,-0.002177-0.0016517i,-0.0016239-0.0018827i,-0.00042875-0.0016217i,0.00059867-0.0017998i,0.0014977-0.0018771i,0.0013669-0.00094804i,0.00075378-0.00035185i
0.00063534-0.0010967i,0.00059691-0.0025647i,0.00041178-0.00091334i,-0.0002949+0.0017484i,0.00016921+0.0015947i,-0.00030541-0.0014392i,-0.0032349-0.0035784i,-0.0049872-0.0031562i,-0.0034136-0.0023062i,-0.00073223-0.0012927i,0.00019772-0.00067459i,0.0004173-0.00058096i,-0.00072989+0.00023532i,-0.0017318+0.0017468i,0.00020382+0.0020242i,0.0032894+0.0011569i,0.0043313+0.0010428i,0.0030747+0.0017661i,0.0013107+0.0020452i,0.00030298+0.0018837i,8.1988e-05+0.0016309i,0.00069563+0.00079981i,0.0021882-0.00022336i
-0.00017174+0.00025473i,-0.0007936+0.003244i,-0.0021694+0.0043016i,0.0003937+0.0037451i,0.004238+0.001702i,0.0050106-0.001379i,0.0025993-0.003032i,0.0014295-0.0015912i,0.0022362+0.0008607i,0.0021651+0.0010502i,0.0012554-0.00046231i,-0.00029438-0.0018896i,-0.0012125-0.0029142i,-0.00093628-0.0039166i,-0.0016379-0.0036517i,-0.0028119-0.001839i,-0.0030951-0.0012426i,-0.0016591-0.0011899i,-0.00082446-0.0011263i,-0.00017621-0.0014535i,0.0011103-0.0010766i,0.0011653-0.0001342i,-1.6135e-05-0.0005482i
0.00038473-0.0030373i,-0.00092959-0.0056131i,-1.5235e-05-0.0059729i,0.0016067-0.0031041i,0.001894-0.00040876i,0.00028343+4.9144e-05i,-0.0015423+0.00096968i,-0.0015681+0.0048683i,-3.5537e-05+0.0064781i,0.0016407+0.0038842i,0.0031974+0.00012232i,0.0038979-0.001755i,0.0041202-0.0018034i,0.0034608-0.0012894i,0.0031169-0.00054179i,0.0032281-0.00044699i,0.0030859-0.000165i,0.002308+0.0015138i,0.0010292+0.0027665i,0.00032156+0.0023439i,2.9833e-05+0.0010197i,-0.00017737-0.00027156i,0.00072174-0.0011797i
0.0021298+0.00067556i,0.003838+0.0034151i,0.0045081+0.0039529i,0.0057284+0.0010872i,0.0067324-0.0030075i,0.0043702-0.0034694i,0.00059486-4.9365e-05i,-0.002276+0.0047096i,-0.0028675+0.0072743i,-0.0011266+0.0069704i,6.1043e-05+0.004549i,0.00047409+0.001751i,0.00067508+0.00012498i,0.00011254-0.0010162i,-0.0010322-0.0016902i,-0.0028078-0.0010997i,-0.0034402-0.00063074i,-0.0020478-0.0013304i,0.00026538-0.0018496i,0.0007979-0.0011044i,0.00036869-0.00079032i,-0.00018238-0.00096273i,-0.00039413-0.0010158i
-0.0027466+0.00092982i,-0.0061668-0.00025396i,-0.0067092+0.00086296i,-0.003834+0.003174i,-0.00047336+0.0029447i,-0.0010634+0.00044943i,-0.0052845+0.00023273i,-0.0085238+0.001858i,-0.0074585+0.00372i,-0.0032873+0.0039287i,0.00049355+0.0026105i,0.0018314+0.0017984i,0.0017931+0.0028449i,0.0024316+0.0032363i,0.0034545+0.0017251i,0.0036989+9.0114e-05i,0.0027366-0.00063315i,0.001209+8.6112e-05i,0.0010465+0.0015063i,0.0016552+0.0016888i,0.0016141+0.0010401i,0.0011243+0.00023033i,0.0013346-0.00059893i
0.0024975+0.0010436i,0.0049827+0.00092365i,0.0064699+0.0014076i,0.006132+0.0017728i,0.0058504+0.0005931i,0.0030319-0.0017761i,-0.0023526-0.0025887i,-0.0063458-0.00049803i,-0.0055936+0.0018176i,-0.0027336+0.0030394i,-0.00059461+0.0036564i,-0.00095028+0.0036163i,-0.0023612+0.0033215i,-0.00143+0.0017386i,-0.0007811-0.00027008i,-0.0021882-0.00019742i,-0.0034486+0.00024981i,-0.0033433-0.00099505i,-0.0017583-0.002523i,-6.7803e-05-0.0021786i,0.001046-0.00096393i,0.0015057-0.00038709i,0.00027498-3.9132e-05i
-0.00038091+0.002823i,-0.0029608+0.0046083i,-0.0028703+0.0048905i,-0.00057202+0.0021263i,0.0020637-0.0011666i,0.00065908-0.0026138i,-0.0021091-0.0018158i,-0.0031111-1.3121e-05i,-0.0026646+0.00072627i,-0.0020325+0.0012856i,-0.0013795+0.0018039i,-0.0015943+0.0005993i,-0.00083007+0.00027671i,0.0012327+0.0011574i,0.0031932+0.00031719i,0.0033575-0.00040218i,0.0024622+1.4773e-05i,0.00049139+0.00098877i,-0.00062324+0.001946i,7.5227e-06+0.0016428i,-0.00011905+0.0011793i,-0.00029488+0.0010072i,0.0006574-0.00026601i
0.0021404-0.0025439i,0.0024202-0.0035401i,0.0024509-0.0044712i,0.002993-0.0038394i,0.0035423-0.0033543i,0.0028719-0.0028529i,0.0007429-0.00074012i,-0.0012333+0.0019599i,-0.0022586+0.0032163i,-0.0022811+0.0028161i,-0.001375+0.001966i,-0.0012226+0.0011701i,-0.0015231+0.0003745i,-0.001158-0.0006228i,-0.0014092-0.0011189i,-0.001524-0.0011511i,-0.0011419-0.00095287i,-0.0011295-0.0018086i,-0.00092871-0.0018811i,-0.00019025-0.0010111i,0.00018477-0.0010147i,-0.00022507-0.0014351i,-0.0010107-0.0015336i
-0.0010651+0.0012788i,-0.00074168+0.0024417i,0.0013916+0.004103i,0.0031821+0.0038954i,0.0035497+0.0011011i,0.0026952-0.0019363i,-0.00055121-0.0011434i,-0.003013+0.0017986i,-0.0025776+0.0028507i,-0.00055787+0.001481i,0.00058159-0.00049247i,0.0012365-0.0020425i,0.001431-0.0032724i,0.0017286-0.002253i,0.0022378-0.0002192i,0.0012697+0.00087751i,-0.00031859+0.0010469i,-0.00076527+0.001966i,5.2085e-05+0.0029905i,0.00099368+0.0019653i,0.00099535+0.00052247i,0.00030917+0.00091442i,-5.6404e-05+0.00028516i
-0.0006848+0.000341i,-0.0016827+0.00014508i,-0.0016664+0.0022796i,-0.00019387+0.0042211i,0.0022603+0.0020535i,0.0016477-0.0017831i,-0.0012772-0.0017389i,-0.0032753+0.0014462i,-0.0015364+0.0031792i,0.0014432+0.0020867i,0.0028198+0.00066092i,0.0025194+0.00063171i,0.0013784+0.0011561i,0.00073969+0.00046499i,-0.00017061-0.00085297i,-0.00072076-0.002022i,-0.00015033-0.0023948i,0.00081927-0.0021446i,0.0013048-0.002236i,0.0018405-0.0021013i,0.0018655-0.0017297i,0.00033063-0.0014164i,-0.00096053-0.0012247i
-0.00067404+0.0023623i,-0.00094521+0.0025496i,0.00041016+0.002691i,0.0028749+0.00088197i,0.0035166-0.0015527i,0.0013134-0.0033576i,-0.0024956-0.0032047i,-0.0048351-0.0003106i,-0.0023762+0.0025903i,0.0010506+0.0032691i,0.0024359+0.0018297i,0.0024752+0.00070563i,0.0019076+0.0017307i,0.0012792+0.0023298i,0.00082359+0.0022449i,-0.00055378+0.0019485i,-0.0018215+0.0016835i,-0.0021339+0.0019198i,-0.00097598+0.0021578i,6.4037e-05+0.0017958i,0.00041482+0.0016128i,0.001101+0.001623i,0.0017767+0.00076007i
-0.00070137+0.00018518i,-0.0023206-0.0021087i,-0.00062633-0.0030256i,0.0023554-0.00085251i,0.00326-0.00047819i,0.0020759-0.0018885i,-0.0012514-0.0006695i,-0.0039068+0.0027333i,-0.0030461+0.0051054i,0.00017084+0.0059802i,0.0018881+0.0058726i,0.00080961+0.0050763i,0.00021183+0.0044234i,0.00062777+0.0032737i,0.00076716+7.677e-05i,0.0015088-0.0032965i,0.0019729-0.0038338i,0.0015996-0.003665i,0.00045536-0.0030348i,-0.00018647-0.0015414i,0.00060575-0.00069805i,0.00067083-0.00050759i,-0.00022145-0.00047718i
0.0029167-0.00029195i,0.0046839+0.0021374i,0.0062791+0.0038465i,0.0071466+0.0022942i,0.0062953-0.0007731i,0.0034458-0.0031188i,-0.00057399-0.0028754i,-0.0030423+0.00038297i,-0.003781+0.0036785i,-0.0030165+0.0044525i,-0.0013213+0.0027052i,-0.0014603+0.00096158i,-0.0019361-0.00018384i,-0.00016391+0.00020887i,0.0014828+0.0013517i,0.00027502+0.0014369i,-0.0015948+0.0018831i,-0.0022588+0.0025641i,-0.0014555+0.0027049i,-0.00048534+0.002278i,9.6452e-06+0.0016109i,0.00051145+0.001515i,0.0009607+0.00026014i
-0.0029381+0.0016857i,-0.0061307+0.0018216i,-0.0064019+0.0035091i,-0.0034239+0.0036278i,0.00072015+0.0009711i,0.00035688-0.0023673i,-0.002924-0.0023789i,-0.0054411+0.0015087i,-0.0059965+0.0046596i,-0.0040841+0.0040617i,-0.0023809+0.0016614i,-0.0014317+0.00010138i,-0.00017695-0.0004894i,8.6947e-05-0.0016316i,0.00064448-0.002716i,0.0022333-0.0023614i,0.003594-0.0020788i,0.0041325-0.0018061i,0.0024442-0.00098663i,0.00050721-0.0011016i,0.00023629-0.0017612i,0.00025674-0.0013752i,-5.4843e-05-0.00084543i
0.0020345-0.0025687i,0.0015034-0.0039399i,0.0021328-0.0049781i,0.0031936-0.0024341i,0.0040377-0.0002888i,0.0022546-0.0015849i,-0.0015293-0.001676i,-0.0043008-2.7267e-05i,-0.0049125+0.00061888i,-0.003598+0.00019577i,-0.0013412-0.00034806i,-0.00061435-0.0008433i,-0.00038386-0.00077166i,0.00061853+5.4798e-05i,0.00039917+0.0011063i,-0.0014014+0.0022809i,-0.0031272+0.0027173i,-0.0029754+0.0021902i,-0.0015576+0.0012994i,-0.00071497+0.00073326i,-2.2069e-05+0.00075322i,3.3267e-06+0.0005558i,-0.0002935-0.0002031i
-0.0011707+0.0039335i,-0.00078182+0.0060327i,1.2544e-05+0.0070713i,0.0015799+0.0052233i,0.0015082+0.0024949i,-6.5159e-05-0.00038329i,-0.0024856-0.0018014i,-0.004453-0.00033484i,-0.0032848+0.00081154i,-0.00091455+0.00021731i,0.00097372-0.00076447i,0.0018935-0.0014239i,0.00095956-0.0013372i,0.00066911-0.0013741i,0.0012117-0.0025196i,0.0014694-0.0039275i,0.0017944-0.0042994i,0.0018139-0.0030048i,0.001979-0.0011552i,0.0017273-0.00057235i,0.00072401-0.00097704i,0.00025855-0.0011428i,-6.3997e-05-0.0013931i
-0.00039562-0.003346i,-0.0029426-0.0027159i,-0.003348-0.0011726i,-0.00052183+0.00064678i,0.0030998+0.0005424i,0.0028207-0.0018337i,0.00092362-0.0019098i,0.00044208+0.00046227i,0.0015955+0.0017867i,0.0028201+0.0016772i,0.003154+0.0014145i,0.0026747+0.0015707i,0.0017437+0.0022231i,0.0016403+0.0026713i,0.00020808+0.0017967i,-0.0024294+0.001271i,-0.0033407+0.0014616i,-0.0026073+0.0013543i,-0.0011988+0.00084766i,0.00033917+0.00071249i,0.00083463+0.00027177i,0.00092551-5.2213e-05i,0.0012489+0.0010477i
0.00048356-0.00162i,0.0037277-0.0024495i,0.0055517-0.00113i,0.0048745-3.7892e-05i,0.0038469+2.2466e-05i,0.0028015-0.0013047i,-3.649e-05-0.0018977i,-0.0022845+0.00070048i,-0.002108+0.0039228i,0.00026982+0.0054728i,0.002281+0.0044864i,0.0030278+0.0029831i,0.0027991+0.0018157i,0.0016354-0.00031036i,0.0015594-0.0028491i,0.0019677-0.0039347i,0.0019587-0.0039962i,0.0022367-0.0032308i,0.0023212-0.0014367i,0.0012859-0.00050309i,0.00040725-0.0002239i,0.00075151-0.00050407i,0.0013887-0.00084311i
-0.0011446+0.0029687i,-0.0015093+0.0041668i,-0.0012188+0.0048533i,0.0004812+0.0037584i,0.0024206+0.0010435i,0.0016114-0.00197i,-0.0016348-0.00074055i,-0.0039581+0.0032298i,-0.0037743+0.0059514i,-0.0019484+0.0066557i,-0.0013828+0.0057943i,-0.0015787+0.0037032i,-0.0012252+0.0018022i,-0.00054732+0.0013949i,-0.00042565+0.0018446i,-0.00019629+0.0017821i,0.00022789+0.0012862i,1.9334e-05+0.00075778i,0.00061638+0.0006519i,0.0011243+0.00064477i,0.00039529+0.00011851i,0.00029821+0.00020201i,0.00072214+1.4383e-05i
-0.0035227+0.00061018i,-0.0037+0.001281i,-0.0015342+0.0031466i,0.0027698+0.0029762i,0.0052721+0.00073607i,0.0041212-0.0014228i,0.00041245-0.0016914i,-0.0036747-0.00038451i,-0.0050998+0.0016775i,-0.0041934+0.0024682i,-0.0032371+0.0017118i,-0.0019195+5.9115e-05i,-0.00036286-0.0011248i,0.00036932-0.0016832i,0.00076406-0.0025981i,0.0015569-0.0029607i,0.0021659-0.0030267i,0.0018365-0.0023299i,0.0014393-0.00089293i,0.00089083-0.00016054i,0.00037823+0.0005487i,0.00032576+0.0010234i,1.4171e-05+0.0010591i
-0.0004795+0.002479i,-0.0024475+0.00017348i,-0.0037037-0.00063612i,-0.0021991+5.9819e-05i,0.0010486+0.00031537i,0.0012029-0.0014679i,-0.0029546-0.0015642i,-0.0058495+0.000914i,-0.004931+0.0023403i,-0.0030523+0.0014713i,-0.0012993-0.00054615i,-0.00095447-0.0011593i,-0.0013252+1.3334e-05i,-0.00087139+0.0016819i,-0.0014633+0.002405i,-0.0015893+0.0024592i,-0.00091606+0.0018673i,-0.00063928+0.00069561i,4.581e-05-0.00055312i,0.0016348-0.0014294i,0.0018198-0.00099324i,0.00063157-0.0010428i,-0.00016625-0.0016638i
0.002474+0.00065814i,0.0026806+0.0026402i,0.0050018+0.0041499i,0.0059154+0.0054166i,0.005624+0.0035825i,0.0038378+4.9406e-05i,2.3534e-05-0.0011152i,-0.0020411-8.8085e-05i,-0.0017427+0.00025175i,-0.00090794-0.00043653i,0.0012776-0.0010995i,0.0025782-0.00085749i,0.002584-0.00065047i,0.0027511-0.0013323i,0.0026498-0.0027278i,0.0019713-0.0040492i,0.00077526-0.0032305i,0.0001254-0.00075468i,0.00051709+0.0010102i,0.00037403+0.00073111i,0.00022223+0.00042837i,0.00022402+0.00032909i,-0.00018438-2.1784e-05i
0.0013568+0.0008854i,-0.00038714+0.0010485i,-8.8891e-05-0.00091911i,0.00078695-0.0033282i,0.0014254-0.003769i,0.00088792-0.0036927i,-0.0013709-0.0028058i,-0.0031759-0.00057336i,-0.0020733+0.002116i,0.00082783+0.0023524i,0.0026766+0.0010091i,0.0027942+0.00038574i,0.0017013+0.0011764i,0.000485+0.0020724i,-0.00094237+0.0026531i,-0.0021593+0.0025794i,-0.0018957+0.0013713i,-0.00050576-5.6871e-05i,0.00058463-0.00031119i,0.0014672-0.00060166i,0.0019943-0.0014102i,0.0016131-0.0020452i,0.0012792-0.0018156i
0.0016354+0.0077018i,-0.0041125+0.0069711i,0.0052157+0.0079116i,0.009583+0.0037448i,0.0075293-0.0040942i,0.00060201-0.010243i,-0.0065119-0.0062527i,-0.0063584+0.0015779i,-0.0013853+0.0058491i,0.0028927+0.0044309i,0.0032759+0.0017823i,0.0020304+0.0012976i,0.00079087+0.001471i,0.00023303+0.0013448i,0.0019223+0.00079033i,0.0031234-0.0010886i,0.0019603-0.0020621i,0.00051473-0.0013146i,-0.00011894-0.00025998i,-0.00051984+0.00045547i,-0.00063078+0.0011075i,0.0009317+0.0013253i,0.0024442+0.00029727i
-0.002274+6.3813e-05i,-0.0022187+0.00084091i,-0.0028697+0.0027085i,0.0004569+0.0037126i,0.0045253+0.002554i,0.0037988+0.0011329i,0.00018803+0.0018924i,-0.0019854+0.0042794i,-0.0018729+0.0054813i,-0.00027964+0.0057904i,0.0012284+0.0045754i,0.0010605+0.0024288i,0.00016207+0.0016813i,0.00017081+0.0011791i,0.00021395+0.0009343i,2.6482e-05+0.00017192i,6.8751e-05-0.00091378i,0.0004498-0.0021148i,0.0014964-0.002744i,0.0024115-0.0018522i,0.0018744-0.00029442i,0.00091644-0.00044513i,0.00076732-0.0010642i
0.0019061-0.0021867i,0.003228-0.0035549i,0.0028158-0.0051429i,0.0022105-0.003898i,0.0019695-0.0027667i,0.0014894-0.0028746i,-0.0023245-0.0020963i,-0.0059966+0.00091042i,-0.005721+0.003879i,-0.0043373+0.0037176i,-0.003322+0.002471i,-0.0022769+0.0014364i,-0.00027497-0.00011651i,0.0010818-0.0016538i,0.0018569-0.002657i,0.0021973-0.0024778i,0.0021854-0.0011793i,0.0017731+0.0012453i,0.0011863+0.0024379i,0.00079535+0.0019175i,0.00065478+0.0011857i,0.00032509+0.00039776i,0.00017142+0.00050322i
-0.00052274+0.0029699i,-0.0013023+0.0053123i,-0.001453+0.007471i,0.0011437+0.0060177i,0.0031235+0.00077606i,0.0026014-0.0037747i,-0.00097187-0.0037061i,-0.0043772-0.00020619i,-0.0048273+0.003002i,-0.0028191+0.0034974i,-0.00091729+0.0013046i,-0.00048548-0.00020744i,-0.00055382+0.00018345i,-5.6069e-05+0.0012452i,0.00044389+0.0021757i,-0.00039607+0.0015923i,-0.0011193+0.00032225i,-0.00062401-0.0010345i,0.0012477-0.0025205i,0.0024795-0.002597i,0.001346-0.0017974i,0.00012505-0.0014472i,0.00027065-0.0005887i
-0.0008348-0.0022037i,-0.000628-0.0033436i,0.00024926-0.0016314i,0.0018494+0.0014383i,0.0032825+0.0016211i,0.0020786-5.1324e-05i,-0.0013981-0.00071221i,-0.0038237+0.00081418i,-0.0038236+0.0020821i,-0.0014171+0.0018278i,0.00011673+0.00012471i,0.00015631-0.00065154i,0.00065191-0.0005261i,0.0013356-0.0010638i,0.0018164-0.0017664i,0.0014607-0.0011476i,0.00039777+0.00050152i,-0.00081254+0.0019311i,-0.0010141+0.0026048i,-0.0004368+0.0017416i,0.00043794+0.00039235i,9.4994e-05+7.6037e-05i,-0.0016259+0.00021533i
0.0025159-0.0011739i,0.0031583+0.001065i,0.0020559+0.0011526i,0.0011187-0.00010675i,0.0021937-0.00032085i,0.0024071-0.00048466i,-3.1075e-05+0.00044251i,-0.0022847+0.0029965i,-0.0012352+0.0033576i,0.0012322+0.0020058i,0.0027066+0.00037145i,0.0028341-0.0007722i,0.0021611+0.00033593i,0.001351+0.0013935i,-0.00023747+0.00035247i,-0.0014728-0.00052902i,-0.00078598-0.0010039i,0.00014605-0.0013394i,0.0013887-0.0012671i,0.0028763-0.0015985i,0.002426-0.0017248i,0.0013201-0.0019358i,0.00059429-0.0022846i
0.0021715+0.0015213i,-0.001108+0.0015915i,-0.001111+0.00051937i,0.0012857+0.00013025i,0.002145-0.0014304i,0.0005345-0.0026724i,-0.0011608-0.0010855i,-0.0012258+0.0018841i,-3.595e-05+0.0036126i,0.001472+0.0034298i,0.001991+0.0030646i,0.001425+0.0025627i,0.00070596+0.0014489i,7.3656e-05+0.00041956i,-5.9309e-05-0.00074132i,7.2429e-05-0.0015433i,-0.00031629-0.00093951i,-0.00056385+0.0008235i,0.00020708+0.0016691i,0.0004798+0.0018163i,0.00034201+0.0017796i,0.000665+0.00077937i,0.00067433-0.00050003i
0.0016811-6.8045e-07i,0.0023118+0.00037457i,0.0031513+0.001609i,0.002771+0.0015249i,0.001496-0.00078061i,-0.00039881-0.0020416i,-0.0032779-0.0010419i,-0.0049047+0.0012124i,-0.0033537+0.0035487i,-0.00043792+0.0042641i,0.00084404+0.0029174i,0.0005985+0.0014853i,0.00094219+0.0013592i,0.00040477+0.0015547i,-0.00029376+0.0010116i,0.00016689-0.00075025i,-0.00019338-0.0020959i,-0.0010424-0.0028004i,-0.00071681-0.0028635i,0.00040376-0.0017866i,0.00062978-0.0011175i,0.00064099-0.00077759i,0.0012227-7.3281e-05i
-0.0020209+0.00040179i,-0.0020133-0.00096303i,-0.0014972-0.00018482i,0.00063159+0.0017778i,0.0036955+0.0020735i,0.0040129-0.00020756i,0.00034692-0.0010956i,-0.0026813+0.0015007i,-0.0027065+0.0041703i,-0.0015138+0.0042509i,-0.00082649+0.0026757i,-0.00048243+0.00085253i,5.2185e-05-0.00078942i,0.00033169-0.0017891i,0.00087369-0.0017484i,0.0012862-0.00079134i,0.0008512-0.00023381i,0.00046786+0.00060414i,0.00033729+0.0014572i,0.00071536+0.0011054i,0.0010488+0.00085298i,0.00040699+0.00063459i,0.00075041+0.00030678i
0.00025665-0.0015506i,0.0014045+0.00014453i,0.001716+0.0014699i,0.0032146+0.0025192i,0.0047573+0.0017471i,0.004153-0.00053206i,0.0004095-0.00071546i,-0.0025877+0.0011542i,-0.0029546+0.0022112i,-0.002945+0.0024294i,-0.0015966+0.0018366i,-0.0004808+0.00059419i,-0.00047207-0.00074272i,-0.000191-0.00084416i,-0.00056607-0.00066376i,-0.00057441-0.0006859i,0.00017781-0.00092552i,0.0003048-0.0017375i,0.00028641-0.0020291i,0.0007123-0.0014941i,0.00087978-0.00020664i,0.00046316-4.4521e-05i,-0.00022886-0.00040044i
-0.00042301+0.0018991i,-0.00038499+0.0018645i,0.0016321+0.003148i,0.0046963+0.001957i,0.0060472-0.0019024i,0.0039049-0.0047507i,-0.00080023-0.0040713i,-0.0037719-0.00050306i,-0.0044585+0.002724i,-0.0029528+0.0034482i,-0.00063441+0.0017654i,0.00090447+0.00024368i,0.0015293+0.00017183i,0.002031+0.00025428i,0.0013932+0.0004379i,0.00033629+0.00081153i,0.00011095+0.0010774i,0.0002639+0.0012898i,0.00045003+0.0012585i,0.00059426+0.0010163i,0.00091725+0.00078165i,0.00055585+0.00054738i,-0.00021004+0.00028897i
-0.0021584-0.00094663i,-0.0018309-0.0030145i,-0.0035932-0.0020995i,-0.0029499-0.00020922i,0.00047764-0.00028176i,0.0021614-0.0014899i,-0.00082348-0.0020307i,-0.0038422-0.00032432i,-0.0032976+0.0023696i,-0.0017898+0.0035942i,-0.00020519+0.0026408i,0.00030457+0.0007013i,-0.00010842+0.00013958i,-2.7196e-05+0.00042125i,1.4752e-05+0.00022541i,3.8696e-05+1.8704e-05i,0.00034874-0.00032054i,0.00094481-0.001016i,0.00078631-0.001205i,0.00032413-0.0012587i,0.00063928-0.001164i,0.0010278-0.00060432i,0.00087863-9.7956e-05i
0.00056197+0.00033258i,0.0012552+0.00087781i,0.0024691+0.0019271i,0.0039998+0.0033905i,0.003758+0.0027234i,0.0015586-0.00093764i,-0.0017559-0.0017858i,-0.0034957+0.00068817i,-0.0027375+0.0020877i,-0.00069374+0.0021346i,0.0014706+0.0022041i,0.0023773+0.0016893i,0.0016637+0.0010787i,0.00090315+0.00046918i,0.0014673-0.0004815i,0.00071733-0.00083225i,-0.00090943+0.00017721i,-0.001244+0.0014758i,-0.0001418+0.0019961i,0.00087083+0.001452i,0.00080193+0.00091414i,-0.00012971+0.00027163i,-0.00015238-0.00051383i
-0.00063659-0.00099107i,-0.0024559+0.0020633i,-0.0017798+0.0041137i,0.0019122+0.0041264i,0.0038464+0.001605i,0.001971-0.0002322i,-0.00036622-0.0003982i,-0.0020585+0.00073003i,-0.0026486+0.0010462i,-0.0011496+0.0014577i,0.00044341+0.0028346i,0.00031017+0.0024805i,-0.00030174+0.0005188i,0.00043606-0.00090004i,0.0011591-0.0013806i,0.00080933-0.0011834i,5.8076e-05-0.0008654i,-0.00058062-0.00015037i,-0.00051094+0.00028911i,0.00047104-5.7504e-05i,0.0011972-0.00024671i,0.0005519-0.0003347i,0.00019894-0.00058528i
-0.001342-0.0021694i,-0.00080641-0.0044813i,-0.0012237-0.0049909i,-0.00066077-0.003285i,0.0019525-0.0029914i,0.0032423-0.003551i,0.00069721-0.0023612i,-0.0022075+0.00023962i,-0.0023811+0.0017917i,-0.001039+0.0020447i,-0.00032993+0.001669i,-0.0005261+0.00036599i,0.00034108-0.00055702i,0.0012339+0.0002624i,0.0014892+0.00034701i,0.0010883-6.7897e-05i,0.00026088+4.1188e-05i,-0.00015374+1.4531e-05i,0.00028634-0.00010746i,0.00063387-1.1185e-05i,-0.00040742+0.00021913i,-0.00096927-0.00041599i,-0.00039656-0.00040353i
-1.469e-05+0.0020667i,0.00060468+0.0033466i,6.9088e-05+0.0045751i,-0.0006781+0.005004i,-0.00025878+0.0026583i,-0.00010674-0.00099125i,-0.0026295-0.001862i,-0.0045646+0.00028721i,-0.0036421+0.0028963i,-0.0019913+0.0033326i,-0.00012381+0.0019071i,0.00033495+0.00065381i,-0.00038833+0.00052612i,0.00010722-0.00022223i,0.00055355-0.0011362i,0.00017982-0.0012411i,8.1866e-05-0.00081521i,0.00013825-0.00052407i,0.00032156-0.00025487i,0.0012457-0.00013124i,0.0018113-1.6119e-05i,0.0007082+0.00063457i,-2.5519e-05+0.00044713i
0.00046995-0.00092975i,0.00011263+3.3755e-05i,0.00097497+0.00081798i,0.0017856+0.0016599i,0.0026362+0.0016841i,0.0013969+0.00099725i,-0.0013458+0.0013846i,-0.0030079+0.0024634i,-0.0027293+0.0032878i,-0.0015655+0.0035005i,-0.0010683+0.0024368i,-0.00096816+0.0010958i,-0.0002438+0.00033533i,0.0013211+0.00054135i,0.0015927+0.000932i,0.00074894+0.0010539i,-0.00063389+0.0002827i,-0.0014848-0.00069658i,-0.00039467-0.00050986i,0.00061653-0.00018773i,0.00075637+3.1537e-05i,0.00074603-0.00021402i,9.053e-05-0.0012002i
0.00055768+0.00072013i,0.0020448+0.000215i,0.0035172-0.00091558i,0.004511-0.0016847i,0.0047961-0.0017114i,0.0028712-0.0021884i,-0.00018039-0.0012183i,-0.0022978+0.0015909i,-0.0024536+0.0034086i,-0.00084918+0.0037521i,0.00033816+0.0030861i,0.00040819+0.0013598i,0.00035721+0.00051012i,0.00081837+0.00048082i,0.00083304-0.00068334i,-0.00032238-0.00088899i,-0.00096138+0.00017574i,0.00029535+1.1901e-05i,0.00051525+0.00024534i,0.00044175+0.00076354i,0.0010927+0.0005934i,0.00076522+0.00017135i,-0.00014748-0.00052102i
-0.0012352-0.00029251i,-0.0023687-0.00014715i,-0.0028756+0.00047739i,-0.0020594+0.0012i,0.00021142-0.00070417i,0.0016699-0.0034551i,-0.00074189-0.0028714i,-0.0028663-0.00071494i,-0.0028776+0.00090011i,-0.0024409+0.0013064i,-0.0011919+0.00080766i,-0.00031283+0.00060358i,0.00056265+0.00042598i,0.0019499+2.9403e-05i,0.0018073+0.00033544i,0.001112-0.00012052i,0.00051525-0.00088505i,6.0637e-05-0.00015172i,0.00056561+0.00030121i,0.0011485-3.1668e-05i,-0.00010637+9.9121e-06i,-0.00065516-0.00036238i,-0.0001046-0.00011904i
