-0.00079493+0.0018565i,-0.00030407+0.0007104i,-0.0014532-0.00025028i,-0.0027184-0.00098602i,-0.0023788-4.0294e-05i,-0.0020264+0.0010068i,-0.0016081+0.0010444i,-0.00036055+0.001478i,0.00014732+0.00066567i,0.00021752-0.0007023i,0.0002672-0.00083351i,-0.00022083-0.00078066i,-0.00045828-6.2657e-05i,-0.00031061+0.00019925i,0.00036918-1.4148e-05i,0.0010218-0.00019912i,0.00067712-0.00042443i,-0.00038068+9.259e-05i,-0.00012827-0.00024651i,0.00022163-0.000326i,-0.00057498+0.00044586i,-0.00099962+2.222e-05i,-0.000142-0.00043088i
-0.0061244-0.016204i,-0.0018063-0.010965i,-0.0011927-0.0054077i,-0.0035316-0.0032028i,-0.0042194-0.0012274i,-0.0027347+0.0019275i,-0.0025687+0.0037406i,-0.0045842+0.0037603i,-0.0045951+0.0024215i,-0.0022436+0.0010077i,-0.00021761+0.00096344i,0.00095571+0.0010714i,0.0024153+0.00091168i,0.0024855+0.00035772i,0.0020711-0.00050441i,0.0021206-0.0010019i,0.0014681-0.001172i,0.00073465+0.00021945i,-3.6232e-05+0.0014003i,-0.00025755+0.00047404i,-5.499e-05-0.00023079i,-0.0001333+0.0005887i,-0.00012196+0.00056929i
-0.0096171+0.0097582i,-0.0084964+0.0050453i,-0.0058845-0.00064008i,-0.0050323-0.0011734i,-0.0031613+0.00098888i,0.00022364+0.0013042i,0.0022218+0.00068189i,0.0035715+0.0011555i,0.0032859+0.0012409i,0.0014515+0.00018565i,0.00034957-0.00090152i,0.00024742-0.0015126i,-0.00037644-0.0014916i,-0.0011849-0.00062848i,-0.0021343-0.00011417i,-0.002065-0.00045697i,-0.00069419-0.00050423i,-9.7528e-05-0.0005969i,-0.00033363-0.00065017i,-0.00017428+0.00012397i,6.4409e-05-0.00020038i,0.00076861-0.00092065i,0.00077727-0.00059311i
0.018076+0.00099253i,0.012383+0.0020677i,0.0050459+0.0015506i,0.0013948+5.656e-05i,-0.00038954-0.00092496i,-0.0019362-0.0012699i,-0.0034283-0.0022656i,-0.0036741-0.0037218i,-0.0019466-0.0038288i,-0.00017605-0.0024425i,0.00062125-0.00092036i,0.00040713+0.0003627i,-0.00041177+0.001577i,6.9375e-05+0.0017605i,0.0012533+0.0015443i,0.0014278+0.0016289i,0.001039+0.0011628i,0.000408+0.00027304i,-0.00013337-2.338e-06i,0.00036836+3.0121e-06i,0.0009056-0.00040424i,-0.00018141-1.5235e-05i,-0.0011421+0.001093i
-0.014342-0.015907i,-0.010934-0.012453i,-0.0063385-0.0071904i,-0.0057796-0.0020933i,-0.0056867+0.00094336i,-0.0031191+0.0027646i,-0.0012202+0.0032981i,-0.00096582+0.0043557i,-0.0017769+0.0043059i,-0.0019683+0.0016762i,-0.0003139-0.00034066i,0.0010798-0.00085932i,0.0014839-0.001528i,0.0013778-0.0015431i,0.00055514-0.0014726i,0.00059873-0.0022069i,0.0011238-0.0016581i,0.001004-0.00059714i,0.00052992-0.00040984i,-0.00013006-0.00040296i,0.00019752+0.00014857i,0.001216+0.00081136i,0.0013441+0.00097643i
0.00046401+0.019723i,0.00017589+0.013227i,-0.00056705+0.0039797i,-0.0010044+0.00093494i,6.9255e-05+0.0020229i,0.0014427+0.00029804i,0.0017871-0.0024943i,0.0023847-0.0022604i,0.0036321-0.00080116i,0.0030587-0.00095143i,0.00069113-0.00093767i,-0.00045443-0.00021595i,-0.00064873+0.00063514i,-0.0013831+0.0015681i,-0.0015039+0.0017676i,-0.00081707+0.0012917i,-0.00048567+0.00058507i,-0.00068481-5.9479e-05i,-0.00070501-0.00050157i,-0.00051047-0.00046512i,-0.00020758+0.00055317i,-0.00043807+0.00071702i,-0.00075766-0.00047822i
0.011396-0.014627i,0.0076075-0.010089i,0.001542-0.0052547i,-0.0024748-0.0039682i,-0.0035156-0.0031002i,-0.0035498-0.0012608i,-0.0038363+0.00030342i,-0.0047129+0.00020133i,-0.0042533-0.00042287i,-0.0023331-0.00065531i,-0.00053317+5.7441e-05i,0.00027511+0.00037379i,0.00045853-0.00013001i,0.00038336+0.00060201i,0.0012673+0.00056998i,0.0019436+2.9691e-05i,0.00147-0.00053298i,0.00067811-0.00013297i,-1.0228e-05+0.00043907i,-7.0611e-05+0.00027363i,0.00018773+3.2755e-06i,-8.1099e-05+0.00039108i,3.2817e-05+0.00088581i
-0.023074+0.0040616i,-0.014743+0.0030801i,-0.006135+0.0013749i,-0.0033296+0.0015927i,-0.0030832+0.001854i,-0.00078258+0.00083129i,0.0011793+0.0010313i,0.0016893+0.0029961i,0.0022154+0.0036102i,0.0021278+0.0020019i,0.0014263-0.00046863i,0.00010867-0.0017484i,-0.00090148-0.0016583i,-0.0014933-0.0012115i,-0.0016334-0.00058238i,-0.00093264-0.00013302i,2.5398e-05+0.00042606i,0.00084362+0.0010128i,0.000518+0.0013304i,1.1604e-05+0.0012642i,-0.00034198+0.00066478i,-0.00018072+0.00023814i,0.00037109-0.0001648i
0.015983+0.0099827i,0.0093526+0.0064495i,0.0018241+0.0019167i,-0.0018927+0.00027526i,-0.0019004+0.0017832i,-0.00090695+0.0014957i,-0.0012357-0.0011192i,-0.0016719-0.0027619i,-0.00028372-0.0030416i,0.00088254-0.0022831i,0.00018427-0.00066768i,-0.00074287+0.00027104i,-0.0010299+0.00038996i,-0.00025868+0.00080119i,0.0011332+0.0012737i,0.0015376+0.0012913i,0.0011416+0.00051347i,0.00023625+9.2115e-05i,-0.00010461-0.00034568i,-0.00018553+4.3202e-06i,-0.00058638+0.00045341i,-0.0002557-0.00022387i,-0.0002387-0.00029266i
-0.004777-0.026957i,-0.0059483-0.017621i,-0.0075321-0.0068196i,-0.0074291-0.00063897i,-0.006162+0.0016269i,-0.0035125+0.0029383i,-0.0014679+0.003839i,-0.0019803+0.0041004i,-0.0038946+0.003235i,-0.0034565+0.0011861i,-0.0010764+0.00019707i,0.00088514+8.9027e-06i,0.0017038-0.0011338i,0.0015967-0.0022082i,0.0013496-0.0024717i,0.0010337-0.0023425i,-0.00050663-0.0019295i,-0.0015395-0.0011667i,-0.00029399+0.00029296i,0.00036365+0.00062579i,-0.00014154+0.00036729i,-0.00067099+0.0007886i,-0.00024185+0.00082893i
-0.016735+0.021321i,-0.010274+0.016674i,-0.0052335+0.0086298i,-0.0034308+0.0047668i,-0.0019948+0.0040734i,-0.0011231+0.0025258i,-5.3268e-05+0.00019288i,0.0016623+0.00035514i,0.0027779+0.0012156i,0.0023627+0.00077901i,0.00082127-0.00061879i,0.00059338-0.0015212i,-0.00025573-0.0011121i,-0.00077855-0.00079275i,-0.00071944+0.00041971i,-0.0011084+0.0014872i,-0.0007363+0.001183i,0.00014912+0.00054811i,0.0012244-0.00019192i,0.0011866-0.00013291i,0.00041253+0.00046923i,-2.955e-05+0.00057168i,-0.00029372-0.00049102i
0.025685-0.0051597i,0.017066-0.0072611i,0.0064539-0.0060742i,0.00058984-0.0036524i,2.5308e-05-0.00075324i,-0.00075219+0.00057088i,-0.0024461-0.00022355i,-0.0030983-0.00055594i,-0.0025562-0.0014442i,-0.0027553-0.0024684i,-0.0023904-0.00097909i,-0.0011741+0.00070365i,-0.00037144+0.0010991i,0.0012605+0.00039831i,0.0028849+4.3129e-05i,0.0030315+0.0002979i,0.0019064-2.9426e-05i,0.00064957-0.00038772i,-2.9139e-05+0.00028485i,0.00030299+0.00046537i,0.00081373-0.0011331i,0.00019649-0.0015669i,-0.00056166-0.00039697i
-0.021421-0.016547i,-0.017527-0.0093636i,-0.010402-0.0056002i,-0.0061366-0.0053128i,-0.0049225-0.0047555i,-0.0028901-0.003239i,-0.0013542-0.001103i,-0.00095507+0.0017025i,-0.00048501+0.0024421i,-0.00037683+0.00064221i,-9.1452e-05-0.0013155i,0.0004879-0.001137i,-6.8486e-05-0.00093299i,-0.0009971-0.0013277i,-0.0014793-0.0014608i,-0.0014079-0.001267i,-0.00087296-0.00034696i,-0.00010313+0.00024217i,0.00082435+7.5929e-05i,0.00065935-0.00089986i,-0.00026765-0.00012583i,8.7689e-05+0.0017129i,0.0017684+0.0012084i
0.0022001+0.02904i,0.0058515+0.020466i,0.0041464+0.0098295i,0.00041162+0.0036841i,-0.0011505+0.0037432i,-0.0016298+0.0028255i,-0.0020532+0.00062418i,-0.0012781-0.00021967i,0.00060064-0.00047053i,0.0015375-0.0012135i,0.00030432-0.0014356i,-0.00037278-0.00019616i,-0.00012783+0.0015049i,-0.00017465+0.0020085i,0.00015912+0.002197i,0.0011626+0.0024309i,0.0019836+0.0016108i,0.0015099+0.00067298i,0.00083821+0.00024688i,5.5054e-05+5.5698e-05i,-6.3033e-05+0.00021039i,6.8159e-05-8.6282e-05i,-0.00026663-0.0010205i
0.020407-0.024999i,0.010938-0.020433i,0.0047356-0.012873i,0.0023841-0.0069854i,0.0012819-0.0044413i,0.00096677-0.0030218i,0.00063968-0.0016189i,-0.0006545-0.00018578i,-0.00091752-0.0009729i,-0.00071135-0.0014235i,7.2194e-05-0.00064457i,0.00076511-0.00016972i,0.00090634-0.00038015i,0.00097541-0.00052118i,0.0013073-0.0007373i,0.0017171-0.002066i,0.00086041-0.0021576i,0.00044276-0.00034169i,0.00070578+0.00060605i,0.00053987+0.00031795i,-0.00021179-0.00086882i,-0.00035326-0.0012711i,0.00022281+0.00028045i
-0.036288+0.0041795i,-0.025508+0.0092998i,-0.014011+0.0079658i,-0.0075823+0.0046781i,-0.0067694+0.0029715i,-0.0050154+0.0006549i,-0.0022385-0.0010818i,-0.00081777-0.00027555i,-0.00022871+0.0013756i,-0.00029108+0.0012119i,0.0002716-7.5155e-06i,0.00056079-0.00112i,3.451e-05-0.0011855i,-0.00014825-0.0003879i,-0.00057714+0.00019599i,-0.00087756+0.0012011i,-0.0009071+0.0014152i,0.00042637+0.00087821i,0.0012863+0.00011576i,0.00010751-0.00074626i,-3.0628e-05+5.9044e-05i,0.00086427+0.00012929i,0.0015894-0.0014287i
0.027018+0.021494i,0.021658+0.0092638i,0.012462+0.0028978i,0.004799+0.00036216i,0.0029569-8.6462e-05i,0.0018679+0.00027915i,-0.00084155+8.6076e-05i,-0.0019962-9.6541e-05i,-0.0011366-0.0010237i,-0.00013912-0.0015539i,-3.9515e-05-0.00079922i,-4.0852e-05+0.00051125i,-0.00039059+0.00046156i,4.1185e-05-0.00028893i,0.00083231-7.9203e-05i,0.001523-3.4088e-05i,0.0018335-0.00047805i,0.00074595+0.00035994i,0.00029781+0.0010804i,0.00067601+0.00042347i,0.00061397+0.00056553i,-0.00029005+0.00030289i,-0.0013732+8.2818e-05i
-0.0035688-0.036691i,-0.0098869-0.024831i,-0.0089875-0.015435i,-0.0061921-0.0084433i,-0.0052865-0.0051888i,-0.0033707-0.0028603i,-0.0013888-0.00070748i,-0.00068016+0.00063464i,-0.00097569+0.00094237i,-0.00084541-1.9875e-05i,-8.6325e-05-0.0007393i,0.0011772-0.00094355i,0.0020279-0.0002569i,0.0014389-7.8826e-05i,0.00039831-0.00022257i,-0.00016454-0.00016101i,2.8873e-05-0.00083877i,0.00025662-0.00084826i,-0.0001532+4.0964e-06i,-0.00017133+0.00050357i,5.7875e-05+0.00017702i,0.00026762+0.00069765i,0.00075891+0.0013983i
-0.023926+0.02752i,-0.0091227+0.021898i,-0.0026962+0.010957i,-0.0034913+0.0036184i,-0.0043298+0.0024619i,-0.002475+0.0018229i,-0.0008479+0.001113i,0.00016749+0.0006377i,0.0017042-0.00038033i,0.0021961-0.00094173i,0.00064418-0.00092426i,-0.00072892-0.00097531i,-0.0010001-0.00054784i,-0.00077265-0.00016718i,-0.00020261+0.00067885i,0.00069744+0.0013471i,0.0012765+0.0013694i,0.00050889+0.0005898i,-0.00052606-0.00069001i,-0.00076233-0.00062816i,-0.00029812+0.00045227i,0.00070053+0.00038071i,0.0010766-0.0013588i
0.040872-0.0028874i,0.025884-0.0094129i,0.012569-0.010303i,0.0039799-0.0068317i,0.001388-0.0041764i,-6.5721e-05-0.0024674i,-0.0011378-0.001822i,-0.00098897-0.0008892i,-0.0011652-0.0004248i,-0.001643-0.0015019i,-0.00092843-0.0011893i,-0.00021756+0.00088717i,0.0002638+0.0019877i,0.00072129+0.0013714i,0.00056622+0.00021477i,0.00044675-0.00073229i,0.0005193-0.00080781i,0.00064054+6.0076e-07i,0.00061405+0.00078576i,0.00053557+8.4483e-05i,-0.00039969-0.00060468i,-0.00075565-7.3076e-05i,-0.00046487+0.00056578i
-0.038005-0.026527i,-0.030276-0.0089668i,-0.019816-0.0010567i,-0.011679-0.0010766i,-0.0080777+0.00012817i,-0.0052404+0.00061399i,-0.0027897+0.00039842i,-0.0015007+0.0020544i,-0.00022466+0.0031453i,0.00045965+0.0030326i,0.00069697+0.00149i,0.001052-0.0010718i,0.0010377-0.0024231i,0.0010509-0.0014421i,0.00089023-0.00045715i,0.00048781+0.00012405i,8.835e-06+2.1421e-05i,-6.3671e-05-0.00090495i,0.00032-0.001027i,0.0005963-0.00068739i,0.00083795+0.0002085i,0.0010104+0.00043204i,0.0017922-0.00078026i
0.0061938+0.043419i,0.012309+0.025258i,0.0090004+0.011264i,0.0010777+0.0043187i,-0.0013531+0.0021954i,-4.3787e-05+0.00066445i,0.00092075-0.0014985i,0.00011513-0.0019573i,-0.00049302-0.0017478i,9.4278e-05-0.0022987i,-0.00011247-0.0012826i,-0.0013295-0.00055053i,-0.0020655-0.00065051i,-0.0011118-0.00093214i,0.00078577-0.00070352i,0.0022593+0.00027378i,0.002339+0.0003936i,0.0013002+0.00037367i,0.00016122+0.00016859i,0.00016448-0.00047023i,0.00055663-0.00042005i,-0.0003016-0.0004022i,-0.0011738-0.00098328i
0.025929-0.044383i,0.0044795-0.033678i,-0.0064997-0.020742i,-0.0071251-0.010118i,-0.0066877-0.0038237i,-0.005579-0.0010047i,-0.0041217-0.0010468i,-0.0041187-0.00070234i,-0.0049577+0.00067091i,-0.0045775+0.0014222i,-0.002091+0.001532i,0.0015683+0.0018677i,0.0037082+0.0020507i,0.0023254+0.0014165i,-0.00036411-0.00021551i,-0.0014103-0.0012824i,-0.00082292-0.00097724i,-0.00018698-0.00063759i,0.00018816-0.00034436i,-0.00013316+0.0005876i,-0.00058623+0.0010572i,-6.1976e-05+0.001442i,0.00051511+0.0021202i
-0.052294+0.0038623i,-0.029813+0.012539i,-0.016699+0.010312i,-0.011737+0.0053207i,-0.0074869+0.0053049i,-0.002351+0.0057122i,0.0005377+0.0047921i,0.0014697+0.0036992i,0.0025028+0.0020002i,0.003061+0.0001389i,0.0024288-0.00032188i,0.0014075-0.0010805i,0.00068999-0.001879i,0.001119-0.0018392i,0.0014338-0.00092657i,0.00056093+0.00056523i,5.6732e-05+0.0012857i,-0.00023404+0.00043881i,-0.00041067-0.00040143i,4.5435e-05-0.00035924i,0.00078071-8.5324e-05i,0.0010284-0.00063976i,0.00090719-0.0010544i
0.043023+0.030629i,0.030795+0.0096971i,0.016119-0.00032552i,0.0068538+0.00017235i,0.0040299-0.00033488i,0.0026677-0.0025618i,0.0017195-0.0036628i,0.00074398-0.0035211i,-0.00034702-0.0038992i,-0.00074283-0.0049303i,-0.0009655-0.0033148i,-0.00099529-0.00021284i,-0.0012824+0.0010865i,-0.001641+0.00075186i,-0.00079742-0.00063462i,0.00053028-0.0015861i,0.00083957-0.00096255i,0.0010074-0.00038093i,0.0012456-0.00066311i,0.00048215-0.00080207i,-0.0009568-0.00021102i,-0.0018724+0.00022295i,-0.0016274-6.7445e-05i
-0.011163-0.056799i,-0.018856-0.029982i,-0.017069-0.012337i,-0.012694-0.0058907i,-0.010617-0.0023195i,-0.0082403+0.00073984i,-0.0057095+0.0026539i,-0.0038479+0.003574i,-0.0022273+0.0039937i,-0.00047853+0.0042135i,0.00061301+0.0029946i,0.0020228+0.00042065i,0.0026726-0.00052766i,0.0012312+0.00024149i,-0.00028372+0.001386i,-0.001248+0.0020571i,-0.0010698+0.0017004i,-0.00020933+0.0010441i,-5.2549e-05+0.00064342i,-0.00020056+0.00030229i,0.00023533-0.00017985i,0.00092196+0.00019472i,0.0016882+0.00038442i
-0.036545+0.049489i,-0.011118+0.033681i,-0.00028191+0.017782i,-0.0017257+0.0086821i,-0.00035821+0.006847i,0.00386+0.0045841i,0.005434+0.0018198i,0.0049839+0.0011906i,0.0042145+0.00032179i,0.003673-0.0015541i,0.0021305-0.0030053i,0.00044209-0.0032441i,-0.00078538-0.0028406i,-0.00064105-0.0021197i,0.00051993-0.0011375i,0.0014293-0.00039447i,0.0013142-0.00035954i,0.0014389-0.00054177i,0.001789+0.00012597i,0.00089487+0.00019705i,2.7728e-05-0.00070346i,-0.00027837-0.00094036i,-0.0010014-0.00083261i
0.057768-0.012337i,0.026163-0.019002i,0.0060683-0.014549i,0.0012003-0.0075166i,0.00030486-0.0060408i,-0.0023893-0.005996i,-0.0048-0.0048912i,-0.0059399-0.0032772i,-0.0059466-0.0010546i,-0.0062013+0.00048977i,-0.005165+0.0015108i,-0.001839+0.0022343i,0.00076402+0.0022898i,0.0010877+0.0018232i,0.00064209+0.00026672i,0.00042751-0.00061733i,0.00054897-0.00034176i,0.00068653+0.0001969i,-8.9321e-05+0.00011041i,-0.00058929-0.00013798i,-0.00026947+0.00064924i,0.00081976+0.0017832i,0.0011368+0.0019981i
-0.050192-0.039194i,-0.030476-0.010368i,-0.015852+0.001768i,-0.010384+0.00096587i,-0.0088835+0.002685i,-0.0056111+0.0054653i,-0.0020869+0.0058068i,-0.0003185+0.0052601i,0.0017561+0.0054008i,0.0037319+0.0051042i,0.0043973+0.0026299i,0.003928-0.00021265i,0.0032409-0.00079488i,0.0020726-0.00043545i,0.0015193+1.0486e-05i,0.0012165+0.00055615i,0.00048142+0.00047649i,-0.00018214-0.00016475i,-0.00016881+0.00015937i,3.2706e-05+0.00040231i,0.00011065+0.000291i,0.00069553-0.0003505i,0.00060811-0.0017291i
0.0058313+0.064861i,0.012446+0.030107i,0.0094029+0.0092271i,0.0031237+0.0045445i,0.0032098+0.0034358i,0.0051802+8.2029e-06i,0.0045807-0.0035937i,0.00078767-0.0040529i,-0.0025712-0.0050612i,-0.0032502-0.0061831i,-0.0031536-0.0054711i,-0.0034265-0.0037504i,-0.0034222-0.0014236i,-0.0023173-0.00031374i,-0.0011948-0.00072704i,-7.0956e-05-0.0010763i,0.00085585-0.00035689i,0.0010467-0.00021918i,0.0010192-0.00072919i,0.00096113-0.00096035i,-0.00017008-0.00050623i,-0.0010475+8.1564e-05i,-0.00087403+0.00030333i
0.039283-0.057027i,0.0085809-0.033675i,-0.004913-0.016552i,-0.0051266-0.010198i,-0.0069739-0.0074816i,-0.0081833-0.0040174i,-0.0077512-0.00071386i,-0.0063877+0.0027608i,-0.0047099+0.0048358i,-0.0032879+0.0046506i,-0.0012607+0.0038263i,0.00045834+0.0027171i,0.0012672+0.0018246i,0.0013027+0.0014335i,0.00065901+0.0010899i,0.0011895+0.00019352i,0.0013334-0.00040346i,0.00030098-4.9512e-06i,-0.00071896+0.0002255i,-0.0008557-0.00057422i,0.00030082-0.00027729i,0.001232+0.00017269i,0.0013835+0.00028039i
-0.065855+0.01011i,-0.029233+0.014838i,-0.0092373+0.0096987i,-0.0071009+0.004284i,-0.0055196+0.0055655i,-0.00071152+0.0065127i,0.0025609+0.0043871i,0.0040196+0.0012926i,0.0057271-0.0011072i,0.006631-0.0030869i,0.0044284-0.0039044i,0.0021141-0.003197i,0.0011896-0.0022164i,0.00036429-0.0017674i,0.00011031-0.0014967i,4.1015e-05-0.0005341i,-7.3238e-05+0.00022191i,0.00035171+0.00052253i,0.00098957+0.00055701i,0.001171-0.00045417i,0.001306-0.0012839i,0.0010215-0.001668i,0.00038516-0.0015441i
0.05481+0.039614i,0.029833+0.0078747i,0.011511-0.0055696i,0.004547-0.0030224i,0.0022291-0.003202i,0.0007164-0.0062095i,-0.00093875-0.0063865i,-0.0032698-0.0046889i,-0.0058429-0.0022393i,-0.0071024-0.00090578i,-0.0064754+2.3162e-06i,-0.0043979+0.00080877i,-0.0015654+0.0012282i,0.00010895+0.0019281i,-0.00022424+0.0013074i,-0.00074149+0.00034686i,-0.00045828+0.00024037i,0.00042555-8.4564e-05i,0.00052866-0.00068226i,-0.00094799-0.00055659i,-0.0010762+0.00058591i,6.6125e-05+0.0014379i,0.00038987+0.0017275i
-0.010991-0.073691i,-0.014851-0.032646i,-0.012618-0.010905i,-0.0099995-0.0085057i,-0.01057-0.0052731i,-0.010044+0.00052903i,-0.0072735+0.0031173i,-0.0026666+0.004628i,0.0012122+0.0057532i,0.0036457+0.0048958i,0.0046457+0.0033537i,0.0038617+0.0016281i,0.0027222-0.00055979i,0.0022207-0.0016125i,0.0018641-0.00078257i,0.00063816-0.00036773i,-1.0105e-05-0.00046551i,4.4906e-05-0.00011397i,0.00011214+0.00058812i,0.00049863+0.00057972i,0.0014446-1.6257e-05i,0.0023144-0.00051966i,0.0022018-0.00054366i
-0.043523+0.058682i,-0.011523+0.031217i,0.0020545+0.011228i,-0.0011666+0.0072448i,-0.0013411+0.007599i,0.002864+0.0037457i,0.0039064-0.00032959i,0.0019163-0.0026546i,0.00021545-0.0056112i,-0.00091502-0.0078521i,-0.0020654-0.0071434i,-0.0024289-0.0044748i,-0.0021326-0.0019646i,-0.0011763-0.00076952i,-0.00026409-0.00036337i,-0.00044602-1.4963e-05i,-0.00055486+0.00020205i,0.00056134-0.00058773i,0.0012216-0.0011457i,0.00053282-0.00080875i,-0.00082173-0.00020401i,-0.0023575+0.00036362i,-0.0027361-9.5401e-05i
0.073232-0.014045i,0.028827-0.015667i,0.0047791-0.011974i,0.0022469-0.0086791i,0.0001091-0.0076578i,-0.0034918-0.0055463i,-0.0049391-0.0028683i,-0.005331+0.00032028i,-0.0046947+0.0033697i,-0.0042412+0.0045198i,-0.003094+0.0044206i,-0.0011308+0.0035847i,0.0010892+0.0023359i,0.0023113+0.0015118i,0.0024191+0.0012397i,0.0026295+0.00080633i,0.0019638-0.00033228i,4.1756e-05-0.0007474i,-0.0011813-0.00023417i,-0.0013724+0.00050811i,-0.00043133+0.0011488i,0.0015564+0.0018985i,0.0023041+0.001855i
-0.065721-0.045564i,-0.036011-0.014461i,-0.016097-0.0023331i,-0.013213-0.003073i,-0.012179+0.0012206i,-0.0054086+0.0058581i,-4.6011e-05+0.0048574i,0.0024892+0.0019775i,0.0047985+6.3103e-06i,0.0053763-0.0022275i,0.0043842-0.0034343i,0.0025383-0.0031328i,0.00088454-0.0026065i,-0.00038742-0.0018854i,-0.0016123-0.0015976i,-0.001687-0.00079901i,-0.00037755-0.00044731i,0.00099396-0.00037248i,0.0019284-0.0001052i,0.0014505+0.00044058i,0.00074172-0.0007877i,0.00058068-0.0029489i,0.00039676-0.0036414i
0.016963+0.068151i,0.01356+0.023091i,0.0038935+0.0002984i,-0.0018168+0.0016062i,-9.4565e-05+0.0017848i,0.0010009-0.0016885i,-0.00068607-0.0032459i,-0.002588-0.0020615i,-0.004254-0.0013835i,-0.0047307-0.0010525i,-0.0046851+1.9968e-05i,-0.0043325+0.00093449i,-0.0026565+0.0019066i,-0.00060474+0.0025347i,0.00061566+0.0023905i,0.00098606+0.0015543i,0.00087941+0.00027028i,0.0004029-0.0005785i,-0.0005774-0.00091423i,-0.00027549-0.0010193i,-0.00020992+6.4694e-05i,-0.0013939+0.0015909i,-0.0015245+0.0022102i
0.042628-0.059458i,0.014102-0.02511i,0.0014263-0.0057581i,-1.9849e-06-0.0052753i,-0.0035668-0.0048142i,-0.0053498-0.00049753i,-0.0030466+0.0027107i,-0.00029724+0.0038989i,0.0018846+0.0043522i,0.002371+0.0037132i,0.0023326+0.0023551i,0.0028334+0.00063074i,0.0026086-0.00050173i,0.0017973-0.00079327i,0.0013777-0.00066423i,0.00070041-0.00082136i,-0.00035877-0.00059479i,-0.00022247+0.00070322i,0.0010081+0.0016484i,0.0015418+0.00098867i,0.0012427+7.8025e-06i,0.0018581+0.00026854i,0.0024531+0.00028417i
-0.074478+0.014674i,-0.029689+0.0089235i,-0.0068741-0.0014356i,-0.0076436-0.0029202i,-0.006461+0.00084897i,3.0225e-05-0.00025895i,0.0011-0.0031528i,-0.0013005-0.0038898i,-0.0023193-0.0031117i,-0.0023033-0.0021551i,-0.0022047-0.0017707i,-0.0021329-0.0020999i,-0.0019952-0.0015765i,-0.0015656-0.00019478i,-0.0011496+0.00071549i,-0.00096807+0.00078021i,0.00024256+0.00062192i,0.0014468+6.4298e-05i,0.0012759-0.00036359i,0.0009173-0.00072473i,0.00019673-0.0010498i,-0.0006912-0.00092511i,-0.0011838-0.0012915i
0.062762+0.039833i,0.025818+0.011772i,0.0019525+0.0015074i,0.00043711+0.0014593i,0.0017303-0.002478i,-0.0017945-0.0041539i,-0.0044236-0.00017968i,-0.0046235+0.0044609i,-0.0026241+0.0051081i,-0.00095015+0.0025326i,-0.0011203+0.0018933i,-0.00084394+0.0017731i,0.00037219+0.0014989i,0.0013788+0.0012061i,0.0021536+0.00038089i,0.0023636+6.4878e-05i,0.0011621+0.00016392i,-0.00035652-6.4346e-06i,-0.0013046+0.00013371i,-0.0012069+0.00040244i,-0.00043595+0.00087279i,0.00029285+0.0015751i,0.0011629+0.0018905i
-0.014193-0.067394i,-0.0054289-0.024661i,0.0025601-0.0044571i,-0.00023059-0.003836i,-0.0038137-0.00097989i,0.00039041+0.0018469i,0.0043691+0.00030999i,0.0046758-0.0016027i,0.0032355-0.0026622i,0.00088536-0.0040223i,-6.8201e-05-0.0040612i,0.00059467-0.0032123i,0.0010604-0.0027334i,0.00030948-0.0022372i,-0.00042265-0.0012194i,3.5578e-05-0.00054075i,0.00083863+2.2688e-05i,0.0020907+0.0011549i,0.0026519+0.0012234i,0.0010171+7.9428e-05i,0.0004522-0.00031815i,0.00028836-0.00031178i,5.2516e-05-0.0014403i
-0.038023+0.060936i,-0.015664+0.023371i,-0.0075518-0.0025584i,-0.0076224-0.0040043i,-0.0040422-0.0019809i,-0.00087393-0.0048912i,-0.0036997-0.0052019i,-0.0070187-0.0026674i,-0.0053567+9.825e-05i,-0.0016584+0.0014838i,-0.0012483+0.0014735i,-0.0023563+0.00010002i,-0.0019366-0.00042379i,-0.00057591+0.00068599i,0.00062168+0.0014021i,0.00074697+0.0013951i,0.00063515+0.00075099i,-0.00032543-0.00088114i,-0.0015909-0.001146i,-0.0011467-0.0013765i,-0.00054854-0.0013132i,-0.0011197-7.2445e-05i,-0.0014514+0.00020247i
0.063439-0.018483i,0.020069-0.0092841i,0.00019025+0.003187i,-0.00017791+0.0031237i,-0.0024595-0.00049053i,-0.0047715+0.0027528i,-0.0024616+0.007555i,0.0011961+0.0086267i,0.0044893+0.005812i,0.005787+0.00047746i,0.0049216-0.0018028i,0.0037521-0.00078222i,0.0034995-0.00013971i,0.002805-0.001112i,0.0012465-0.0019317i,-0.00014153-0.0010637i,-0.0014591+0.00021242i,-0.0011078+0.0014065i,-0.00016978+0.0017525i,0.00012931+0.0010774i,-0.00043395+0.0005714i,-0.0006851+0.0009049i,0.0011741+0.00067219i
-0.052223-0.033113i,-0.014689-0.011539i,0.00491-0.0063573i,0.0010207-0.005116i,-0.00085871-0.0012949i,0.0045685-0.0023471i,0.0064491-0.0068112i,0.0036377-0.0087104i,-0.0015393-0.0063846i,-0.0051124-0.0020253i,-0.0048541-0.00022221i,-0.0032786-0.0015248i,-0.0024054-0.0030142i,-0.0021588-0.0020922i,-0.0013897+0.00011518i,9.5393e-06+0.00076251i,0.0013481+0.00062361i,0.001725+0.00077893i,0.001351-0.0003566i,0.00077637-0.0009557i,0.00096498-0.00057421i,0.00082357-0.00095901i,-7.2367e-05-0.0019135i
