0.0030261+0.0010682i,0.0054778-0.001272i,0.0048496-0.0039023i,0.0010543-0.0039911i,-0.0023038-0.0020138i,-0.0024692+0.0015763i,-0.00055918+0.0036297i,-2.569e-05+0.0026824i,0.00065671+3.3642e-05i,0.0014623-0.0014021i,0.0012396-0.0014935i,0.00072605-0.0012337i,-9.277e-08-0.0005027i,-0.00035335-0.00060808i,0.00025454-0.00054343i,0.00087872-0.0002013i,0.00092409-0.00039024i,2.8177e-05+3.9188e-05i,-0.00044131+0.00036977i,-0.00045949-6.783e-05i,-0.00059489-0.000602i,-3.2845e-06-0.00030027i,0.000287-6.561e-05i
0.001482+0.00087203i,0.0026898+0.0004143i,0.0038597-0.00079657i,0.0033717-0.0016485i,0.002245-0.00035417i,0.0018792+0.0013794i,0.0016465+0.0010836i,0.00050071+0.00085694i,-0.00080323+0.0014436i,-0.0013805+0.0014975i,-0.0010197+0.0012001i,-1.9854e-05+0.0012292i,0.00080378+0.00088479i,0.0011046+0.000887i,0.0012207+0.0012935i,0.0010141+0.00066501i,0.00016782+0.00048371i,-0.00033087+0.001266i,-0.00041184+0.0011412i,0.0010747+0.00081309i,0.0015188+0.00078746i,0.0010557+0.00065317i,0.00063493+0.00066107i
0.00051573+0.00061057i,0.00046365+0.00021751i,0.00084354-0.00077152i,0.00085086-0.00078325i,0.00062141-7.6136e-05i,0.00083039+0.0011578i,0.00072638+0.0013403i,0.00056385+0.00073247i,0.00095466+0.00068073i,0.0011287+0.0008644i,0.0013645+0.00012583i,0.0015155-0.00026886i,0.00034956+0.00034968i,-0.00025545+0.0012201i,-0.00019883+0.0011245i,-0.00024006+0.00069276i,-2.6052e-05+0.00027779i,0.00082264-9.8225e-05i,0.00076615-0.00029408i,-0.00025402-6.8833e-05i,-0.00028865+0.0009055i,-1.8246e-05+0.00065944i,1.2095e-05-7.6313e-05i
-0.0010947-0.00034851i,7.0737e-05+0.00025725i,0.0019274+0.0011106i,0.0024464+0.00031807i,0.0022182+0.0010161i,0.0020332+0.0018039i,0.0021247+0.0009953i,0.0010375+0.00094108i,0.00042989+0.00095389i,0.0015852+0.0014463i,0.002551+0.0011084i,0.0022553-0.00081738i,0.0012377-0.0021357i,0.0003523-0.0019594i,0.00012323-0.0014001i,0.0002171-0.00082788i,0.00090323-0.00038247i,0.00093313+0.00050018i,0.00059766+0.00069319i,0.00030656-0.00028541i,-0.00030786-7.9868e-05i,-0.00061206+0.00026997i,-0.00011148+0.0003372i
0.0042588-0.0012621i,0.0032489-0.001643i,0.0023824-0.0030502i,-0.00076572-0.0024336i,-0.0034914-0.0010185i,-0.0018766+0.0012407i,0.00042839+0.002378i,0.0010289+0.0023836i,0.0010152+0.0016022i,0.00068827+0.00015335i,1.2773e-05-0.0011008i,-0.0003143-0.001129i,-0.00041115-0.0004297i,-0.00027251+9.2958e-05i,-0.00046007+0.00064371i,-0.00037494+0.0012417i,-0.0010795+0.0010601i,-0.0017365+0.00018043i,-0.00056111-0.00034454i,0.00067512+3.0716e-05i,9.1478e-05+0.00067713i,-0.00079269+0.0010647i,-0.00048013+0.00089308i
0.0011398-0.00073782i,0.001904-0.00094213i,0.0016379-0.0020854i,0.0005454-0.0010943i,-0.00042335+7.0528e-06i,0.00021703+0.00052835i,0.0013844+0.0010309i,0.00048426+0.00049913i,-0.00076975-0.0008608i,-0.00085694-0.0014165i,-0.0013612-0.0013652i,-0.0017549-0.00080347i,-0.00097404-0.00016922i,8.9163e-05+0.0001738i,0.0011664+0.0010972i,0.001577+0.00089019i,0.0011508+0.00028721i,-2.563e-05+0.00065946i,-0.00077926+0.0012137i,-0.00065449+0.0010544i,-0.00051327+0.00028301i,0.00013734-0.00046167i,0.0007662-0.00068636i
0.00051101+0.00047856i,0.00080678-0.00049844i,0.0021534-0.00047375i,0.0027827-0.0009981i,0.0022695-0.0010102i,0.0017299+0.00097508i,0.0010372+0.0017168i,-0.00015724+0.00033611i,-0.0010095+0.00022312i,-0.0014895+0.0011675i,-0.0014607+0.0011976i,-0.00022487+0.00081488i,8.869e-05+0.0008181i,-0.00016501+0.00099997i,-0.00060506+0.00064365i,-0.00077522+0.00055754i,-9.5771e-05+0.00067699i,0.00020254+0.00058034i,-0.00024215+0.00060149i,-0.00038207+8.8726e-05i,-0.00044239+0.00010611i,-1.6003e-05+0.00023171i,0.00088441+0.00058123i
0.0018132-0.0019353i,0.0011594-0.0016153i,0.00082228-0.0016475i,-0.00014887-0.00076297i,-0.0013233+0.00035434i,-0.00096673+0.0013254i,0.00061115+0.0014412i,0.0011491+0.00089923i,0.00043312+0.00090215i,-0.00011078+0.0014073i,0.00037484+0.0017366i,0.00018103+0.001988i,0.00041246+0.0011349i,0.0013305+0.00058324i,0.00097642+7.2072e-05i,0.00033709-0.00051942i,0.00010724-0.00078681i,0.00030123-0.0011331i,0.00067177-0.00069648i,0.00030685+0.00047272i,0.0001566+0.0013339i,-7.1008e-06+0.00087199i,-1.1396e-05+0.0001084i
0.0010202+0.00025889i,-0.00036802-7.775e-05i,-0.0011733-0.0012893i,8.6038e-05-0.00068224i,0.00084783+0.0012536i,0.0012837+0.0030579i,0.0022556+0.0029806i,0.0026838+0.0020032i,0.0013517+0.0014886i,0.00044493+0.0014461i,0.0014598+0.0009864i,0.0023785+0.00027398i,0.0014422-0.00015196i,0.00073076-0.00021991i,0.00066164-0.00032522i,0.00055823-0.00021598i,0.00019807+0.00061536i,-0.0002142+0.00098383i,0.0003681+0.00051853i,0.00047592+4.2319e-05i,-0.00068061-0.00026651i,-0.0012589-0.00057041i,-0.00050815-0.00022697i
-0.0015097-0.0022505i,-0.00011626-0.0030951i,-0.00082737-0.0016737i,-0.00068786+0.00086382i,0.0011703+0.0027251i,0.0027202+0.0030514i,0.002479+0.0018943i,0.0016985+0.0013074i,0.00071413+0.0010745i,0.00071488+0.00046228i,0.0013507-0.00036296i,0.0011242-0.0010882i,0.00093402-0.00056308i,0.00084281+0.0002089i,0.00057155+0.00029249i,-6.1128e-05+0.00031123i,-0.0010015+0.00034034i,-0.0011591+0.00066256i,-0.0013445+0.00078913i,-0.0015453+0.00039127i,-0.00046273-0.00034682i,0.00064697-0.0009417i,0.00046138-0.00059534i
-0.0014732+0.00049703i,-0.0013251+0.00092066i,-0.0016214+0.00049026i,-0.0010813+1.2694e-05i,0.00016875+0.00098191i,0.0014465+0.0012454i,0.0019042+0.00079867i,0.0010628+0.00062767i,5.3233e-05-0.00048047i,-0.00022582-0.0014472i,3.0687e-05-0.0013537i,2.5173e-05-0.00084302i,-0.0002143-0.00072669i,-0.00069975-0.00054186i,-0.00031925-7.446e-05i,-0.0001619+0.00035395i,-0.00026837+0.00050208i,0.0001274+0.00052244i,0.00010113+0.0010215i,0.00021925+0.00061868i,0.00051011-0.00031403i,-0.0001537-0.00020062i,0.00010326-0.0003136i
-0.00049909-0.00027313i,-0.0015214+0.0011601i,-0.0010524+0.0021174i,0.00094486+0.0025462i,0.0021794+0.0028162i,0.0027432+0.002514i,0.0028977+0.0018679i,0.0022815+0.0012694i,0.0010835+0.00050687i,-0.00057939+0.00031582i,-0.0014833+0.00060536i,-0.0013417+0.00067767i,-0.00070282+0.00065207i,-0.0004804+0.00041258i,0.00019732+0.00031549i,0.0013332-4.5145e-05i,0.0010913-0.0008483i,0.00025281-0.00098785i,-4.8614e-05-0.0010082i,0.0003558-0.00091486i,2.4885e-05-0.00072787i,-0.0011166-0.00044162i,-0.00081392-0.00063237i
0.0034519+0.00047229i,0.0041747+0.0003281i,0.0039515+4.7932e-05i,0.0028685+0.00037708i,0.0020126+0.00099475i,0.0019581+0.0028406i,0.0020021+0.0029759i,0.00087007+0.0016299i,-0.00063425+0.0011833i,-0.0014364+0.0017561i,-0.00078661+0.0024975i,-6.1027e-05+0.0025078i,0.00069229+0.0013418i,0.0010162+0.00067239i,0.00080378+0.00063948i,0.00084089-0.00031244i,0.00043929-0.00063131i,0.00034224+0.00029919i,0.0010796+0.00099654i,0.0006323+0.00040143i,0.00016719-0.00020827i,-0.00013067-0.00034834i,-0.00028067-0.00018696i
0.00056084+0.00057543i,0.0015937-0.00021281i,0.0018175-0.0015957i,0.00014971-0.0008574i,-0.0011802+0.0009025i,-0.00069529+0.0017337i,0.00082279+0.0021119i,0.00073208+0.0019377i,-0.00053657+0.0016156i,-0.00045709+0.0016398i,0.00046848+0.0011509i,0.0013451+0.00059273i,0.0010781+0.00081712i,0.00063485+0.0014671i,0.00078221+0.0015673i,0.00042533+0.00050665i,0.00030943+4.9097e-05i,-0.00028742+0.00055864i,-0.00095806+0.0010575i,-0.00093608+0.0010302i,-0.00068081+0.00076218i,-0.00065412+0.000366i,0.00013359-0.00073169i
0.0013225+0.00080176i,0.0020549-0.00029016i,0.0025765-0.00057552i,0.0021576-0.00081447i,0.0021055-0.00010049i,0.002279+0.0016998i,0.0024982+0.001469i,0.0024259+0.00091017i,0.0014167+0.0017399i,0.00063985+0.001685i,0.001008+0.00012163i,0.0012045-0.00081492i,0.00045313-0.00088731i,-0.00052029-0.00027718i,-0.00031294-0.00054464i,-0.0004992-0.0013017i,-0.0010865-0.0011715i,-0.0010664-0.00073886i,-0.00066199+0.00018635i,-0.00028548+0.00047113i,-0.00046098+0.00013882i,-0.00051512+6.761e-05i,0.00046447+0.00037553i
0.0035087-0.00041008i,0.003194+0.00027428i,0.0032001-0.00051065i,0.0023724-0.0016764i,0.0012269-0.00064931i,0.0007303+0.0011415i,0.00070552+0.0019139i,0.0004367+0.0019496i,0.00023044+0.00096841i,0.00025953-0.00051274i,0.00011027-0.001307i,-3.5797e-05-0.0011252i,-0.00032926-0.00077462i,-0.00086886-0.00015589i,-0.00074197+8.5915e-05i,0.00022723-0.00014113i,0.00021212+0.00037828i,-0.00043118+0.00011204i,-0.0003963-0.00066008i,-0.00053249-0.00047493i,-0.00041777-0.00024695i,0.0005151+0.00033014i,0.00054851+0.00067882i
-0.00023493+0.0010753i,0.00092822+0.00042006i,0.001337+0.00041252i,0.001233+0.0012696i,0.000977+0.0019382i,0.0009386+0.0024761i,0.0011484+0.0025251i,0.0008931+0.0015107i,0.00064581+0.00032434i,0.00041347+0.00037468i,-6.2784e-06+0.00053028i,-0.00064604+0.0004277i,-0.00020593-0.00021287i,0.00045952-0.00084487i,0.00072602-0.00058273i,0.0010137-3.1476e-05i,0.0014855-1.5251e-05i,0.0019121+0.00014713i,0.0023954+0.00074908i,0.0013917+0.00060249i,-0.00024166+0.00030043i,-0.00033933+0.00052848i,0.00012374+3.7098e-05i
0.0015358-0.00038823i,0.0015127-0.0011934i,0.0023209-0.0019029i,0.0012825-0.0018032i,0.00053517-9.7735e-05i,0.0017411+0.0016841i,0.0022244+0.0020353i,0.00099828+0.0011497i,7.3355e-05+0.00039796i,-0.00055213+0.00079221i,-0.0012251+0.0011722i,-0.0008576+0.0010388i,-0.00023794+0.00064279i,-5.3845e-05+0.00044099i,0.0010601+0.00056526i,0.0017277+0.00089608i,0.0011142+0.00094043i,0.00088246+0.001056i,0.00069659+0.0015003i,0.00018323+0.00084522i,0.00010367+0.00028764i,0.00035858+0.00016511i,0.00051425-0.00037279i
0.002814-0.0007746i,0.0027791-0.0016241i,0.0016667-0.003016i,-0.00012927-0.0027391i,-0.0012523-0.0016516i,5.9058e-05+3.3671e-05i,0.0012041+0.00058899i,0.00075513+2.6204e-05i,-0.00032973+0.00063493i,-0.0012358+0.0013582i,-0.0011627+0.001655i,0.00027562+0.0015618i,0.0004766+0.0011247i,-1.0327e-05+0.0006625i,0.00012269+9.6764e-05i,-0.00080027-0.00063956i,-0.0017985-0.00040436i,-0.0019561+6.9026e-05i,-0.0015536-0.00035046i,-0.00081476-0.0010204i,0.00011982-0.00048086i,0.00042725+0.00063922i,-0.00035882+0.00065186i
0.00011358-0.0014789i,0.00012155-0.001424i,9.7575e-06-0.00098633i,-0.00042448-0.00023351i,-0.00073394+0.0010622i,0.00047109+0.002576i,0.0014112+0.003598i,0.0008625+0.00253i,0.00071928+0.00077756i,0.0013065+0.00041935i,0.0012106-0.00015871i,0.00090045-0.00056361i,0.0010298+0.00014083i,0.00046572+0.0011883i,-4.0768e-05+0.00054233i,0.00041322-0.00077728i,0.00080075-0.001225i,0.00074493-0.001135i,0.00088738-0.00063825i,0.00067443-0.000316i,0.00049235-5.125e-05i,0.0010237+0.00049182i,0.0011523+0.0010697i
-0.0013012-0.00054986i,0.0012483-0.00090878i,0.0029938+0.00020323i,0.0031396+0.00079962i,0.0032972+0.0016835i,0.0038519+0.002591i,0.0032858+0.0021215i,0.0012719+0.0017105i,0.00060272+0.0020924i,0.0018288+0.0013668i,0.0022103-0.00056297i,0.0017124-0.0015845i,0.0013579-0.0011501i,0.0012126-0.00048758i,0.0011195-0.00026437i,0.0015723+0.0003657i,0.0019972+0.0012637i,0.0014591+0.0010352i,0.00088788+0.0012121i,0.00066835+0.0016237i,-0.00033376+0.0014226i,-0.0011479+0.00090105i,-0.0010327+0.00033775i
0.00012486-0.00231i,0.00053568-0.0023616i,0.00024407-0.0017964i,-0.00044429-0.00029207i,-0.00065128+0.0012166i,0.00036939+0.0028724i,0.0010041+0.0023496i,0.00036112+0.0013494i,0.00034217+0.00052566i,-0.00022166-0.00029043i,-0.0010622-0.0009579i,-0.00094561-0.00050398i,-0.00021146+0.00051558i,-0.00010112+0.00067962i,0.00024507+0.00056822i,0.00029003+0.0011148i,-0.00056155+0.0011719i,-0.00015867+0.00083375i,0.0008591+0.0011621i,0.00061839+0.00089835i,0.00023144+0.00040044i,0.00086827+0.00035973i,0.00036816+2.0353e-05i
0.00053771+0.00096218i,0.00069212+0.00059273i,0.0012706+0.00041154i,0.00072369+0.00034739i,3.0971e-05+0.00063348i,0.00080517+0.0016643i,0.00201+0.0014611i,0.0013714+0.00077549i,-0.00063904+0.00050644i,-0.0012299+6.5993e-05i,-0.00045517+0.00010423i,-5.2886e-05+0.0012195i,0.00036961+0.0011597i,0.00085823+0.00023251i,0.00052469+1.5321e-05i,-0.00036627+0.00010151i,-0.00021335-0.00061065i,-0.0001892-0.00076442i,-0.00031492-0.00059068i,-0.00017021-0.00048332i,-0.00046334-0.00048951i,-0.00067778-0.00065432i,-0.00055899-0.0012129i
0.0015455-0.00061944i,0.0010952+0.00060959i,0.00079166-0.00018405i,0.00086339-0.0008358i,-0.00017039+0.00038894i,-4.7487e-05+0.0021564i,0.00066386+0.0024495i,0.00076759+0.001557i,0.0001137+0.00081845i,-0.00017318+0.0003533i,0.00069785+0.00016938i,0.0016051+0.00052213i,0.0014673+0.0013733i,0.001019+0.001218i,0.00092033+0.00047664i,0.00076213+5.3214e-05i,0.0008994-0.00027681i,0.001181-0.00024047i,0.000967-0.00091136i,0.00012421-0.0018937i,-0.00053435-0.0015438i,-0.00028545-0.00026394i,-0.00049657+0.00080236i
0.0010483-0.0015226i,0.0015795-0.0010863i,0.0022422-0.00042668i,0.0012324-0.0012558i,-0.00021403-0.0016266i,-0.0003822+0.00019618i,0.00096273+0.0013757i,0.0010469+0.00097097i,-0.00047864+0.001049i,-0.00059411+0.0013968i,0.00038665+0.0014942i,0.00070427+0.00052278i,0.0011346-0.00052853i,0.0014675+4.5071e-05i,0.0015219-7.6467e-05i,0.0010585-0.00058063i,0.00045431-0.00053807i,0.00027814-0.00021134i,0.00037796+0.00027627i,0.00036598+0.00052546i,-0.00019853+0.0006888i,-0.00026652+0.00074744i,2.525e-05+0.0010206i
-0.0014325-0.00012719i,-0.0017337-0.00069804i,-0.00069536-5.7326e-05i,0.0014584-0.00036137i,0.0016654+0.00012571i,0.00094682+0.0011375i,0.0011078+0.0022095i,0.00082213+0.0028795i,0.00068253+0.0019763i,0.0011741+0.0012611i,0.0012009+0.00072379i,0.00053123-0.00021107i,-3.1324e-05-0.00053433i,-0.00028357-0.0003219i,-0.00052221+0.00028858i,-0.00051953+0.00089712i,-0.00061726+0.00073511i,-8.5078e-06+0.000618i,0.00043519+0.00084863i,0.00011065+0.00093182i,-0.0002821+0.00075988i,-0.00056058+0.0006013i,-0.00059602+0.00080962i
0.00063211+0.0013447i,0.0014695+0.00071878i,0.0028466+0.00051144i,0.0022679+0.0004958i,0.0014045+0.00063276i,0.0011505+0.00207i,0.0014436+0.0033366i,0.0010007+0.0024963i,0.00048537+0.001117i,0.00089385+0.00029536i,0.00085116-0.00073242i,-0.00010899-0.00069447i,-0.00036566+1.2548e-05i,-0.00022769+5.7818e-06i,-0.00011487-0.00011251i,0.00022397+0.0001127i,-0.00042786+0.00040159i,-0.00085644+0.00080134i,-0.00062608+0.00046915i,-0.0006583+0.0001761i,-0.00042095-1.6788e-05i,0.00038687+0.00024622i,0.00066459+3.547e-05i
-0.0002827-0.001757i,-0.0003966-0.0012631i,-0.00011718-0.00034062i,-0.00052396+0.00059525i,-0.00069606+0.0016923i,0.00037404+0.0025888i,0.0014153+0.0024342i,0.0010283+0.0017073i,-0.00022283-0.00036627i,-0.0011294-0.0013536i,-0.0012401-0.00072392i,-5.2146e-05+0.00050016i,3.231e-05+0.0013901i,-0.00047069+0.00056804i,-9.8899e-05-0.00025991i,-0.00014209-0.00053766i,-0.00020701-0.00075058i,-4.1239e-05-0.0012035i,0.000344-0.00079185i,0.0003868+1.2966e-05i,-0.00010266+0.00027278i,3.3585e-05+6.4755e-05i,0.00029701+8.7597e-06i
7.2925e-05+0.0015033i,0.0013884+0.0016207i,0.0024589+0.0015578i,0.0032232+6.8552e-05i,0.0032623-0.00075033i,0.0025931+5.2575e-05i,0.0011032+0.00055487i,0.00030377+0.00020667i,-9.0347e-05+0.00011623i,-0.00073834+0.00062333i,-0.00047648+0.00082942i,0.00041623+1.1806e-05i,0.00080221-0.00023691i,0.0007743+0.00073564i,0.00064782+0.0010077i,0.000881+0.0010521i,0.00086063+0.00092522i,0.00038198+0.0010543i,0.00025638+0.00096054i,0.0012665+0.00075042i,0.0013592+0.00055385i,0.00055688-2.5386e-05i,-0.00039-2.7001e-05i
-0.00061324+0.00021075i,-0.00044857-0.00075175i,0.00094808-0.0012055i,0.0014796-0.00032946i,0.0014022+0.00069142i,0.0011661+0.0014167i,0.00085746+0.0012903i,0.00036694+0.00041557i,-0.00094917+0.00060715i,-0.00095853+0.0010416i,0.00043748+0.0010271i,0.00084413+0.00078767i,0.00091004+0.00028448i,0.0010561+0.00069956i,0.001413+0.0014668i,0.00092055+0.0011669i,0.00073034+0.00024012i,0.00057553-0.00012977i,0.00051023+0.00051598i,0.00031226+0.00081494i,-0.00018294+0.00056192i,0.00024027+0.00030042i,0.00050058+0.00072279i
0.00071507+9.0201e-06i,0.00041971+0.00057294i,-0.00017303+0.00098564i,8.6814e-05+0.0019214i,0.00041516+0.0032659i,0.0013876+0.0038974i,0.0013507+0.003238i,0.00011875+0.0028079i,-0.0002864+0.002179i,0.00094747+0.0018691i,0.0019411+0.0012326i,0.0016355+0.00033408i,0.0015194+0.0007954i,0.00077904+0.00083048i,-0.00024042+0.00035424i,-0.00068172-0.00015922i,-0.00071227+2.3633e-05i,-0.00083967+0.00049695i,-0.00097999+5.5876e-05i,-0.00075876-0.00059635i,-0.00057571-0.00033288i,-0.00013523+0.0005134i,0.00031071+0.0010564i
-0.0011691-0.0017577i,-0.0010922-0.0017147i,-0.00023761-8.7513e-05i,-0.0001193+0.0014563i,0.00028843+0.0025125i,0.0015542+0.002548i,0.0021517+0.0024137i,0.0019031+0.0020781i,0.0014432+0.0015783i,0.0012091+0.00088722i,0.00076209-0.00056334i,-0.00091231-0.0019723i,-0.0020739-0.0020411i,-0.00043262-0.00098268i,0.0012978-0.00041747i,0.0016728-0.00037161i,0.0017251+3.5888e-05i,0.00050942+0.00022163i,-0.00030705+0.00047348i,-7.6197e-06+0.00062305i,0.00028031-3.6108e-06i,-0.00016904+5.401e-05i,-0.00048059+0.00025277i
0.0005635-2.5043e-05i,0.00095386-8.7069e-05i,0.00065781-0.00014284i,0.00020319-0.00069142i,0.0010206-0.00058261i,0.001636+0.0012575i,0.0015181+0.0022533i,0.00076273+0.00088468i,0.00023554-0.00039591i,-0.00011265-0.00068334i,-0.00065238-0.00059432i,-0.0010666-0.00055637i,-0.00070213-0.00026233i,0.00057933+0.00027254i,0.0017767+0.00035662i,0.0018402+0.00083503i,0.001021+0.0010542i,8.075e-05+0.00033839i,0.00019894+2.7591e-05i,0.00013874-0.000376i,0.000171-0.00063851i,0.00039867-0.00010439i,0.00047707+0.00013746i
0.0020897+0.00074515i,0.0030555-0.00064289i,0.0036109-0.0013116i,0.0029328-0.0019008i,0.0017103-0.0015618i,0.00063707-0.00028926i,0.00082269+0.000944i,0.00029394+0.00039699i,-0.0012238-0.00055086i,-0.0013835-0.00026547i,-0.00068001+0.00069334i,-0.00013466+0.001003i,0.00046488+0.0011226i,0.00042866+0.00051071i,0.00066835-0.00016334i,0.00050068-6.2499e-06i,0.00042789-0.00012397i,0.00037451-0.00025878i,-0.00018298-0.0004201i,-0.00018341-0.00094927i,7.958e-05-0.00045588i,0.00051405+0.00059425i,5.4203e-05+0.0011405i
0.00066905+0.0002703i,0.0024372+9.7555e-06i,0.0028814+0.00018603i,0.0016836+0.00072419i,0.00027012+0.0017702i,0.00090941+0.0033815i,0.0009932+0.0032138i,0.00030178+0.0012254i,-0.00070312+2.9605e-05i,-0.0010117+0.00044733i,0.00065792+0.0012257i,0.001705+0.0014924i,0.001277+0.0010441i,0.0012521+0.00012087i,0.0014694-0.00070498i,0.00086347-0.0013003i,0.00016518-0.00092776i,-0.00061589-0.00022153i,-0.001267-0.00034741i,-0.00069699+7.0386e-05i,-0.00019513+0.00024266i,0.00047219-0.00014415i,0.00074409+4.2125e-05i
-0.0028665+0.00027156i,-0.0017639+0.00047758i,-0.0011589+0.001911i,-0.00091017+0.0031981i,-1.3642e-05+0.0029654i,0.001103+0.0019233i,0.00098067+0.0013731i,-0.00012296+0.0015573i,-0.00045021+0.001968i,0.00037623+0.0018592i,0.0022967+0.00037874i,0.0029015-0.0010823i,0.0013462-0.0010787i,0.00043094-0.0008777i,0.00070162-0.00044167i,0.00019134+0.00055025i,-0.00042675-9.5296e-05i,-0.0012112-0.00030391i,-0.0015243+0.00063249i,0.00020255+0.00045083i,0.00063503+0.00043835i,-0.0004608+0.0013559i,-0.0008051+0.0012775i
-0.00068677-0.00028653i,0.00029988-0.00072351i,0.0012461+5.7322e-05i,0.0005126+0.0014888i,0.00039317+0.0016768i,0.0014604+0.001968i,0.0016081+0.0021866i,0.00089151+0.0015427i,0.00048318+0.0007488i,0.00043042-0.00016046i,0.00084622-0.0010728i,0.00096285-0.00063729i,0.00073622-0.00018299i,0.00066434-0.00037974i,0.00072001+0.00014899i,8.2321e-05+0.00092302i,-0.00015082+0.00055081i,5.0797e-05+0.0002926i,-0.00039789+0.00047033i,-0.00042842+0.00059617i,-6.061e-05+0.00049728i,-2.6011e-05-2.231e-05i,-2.1693e-05-0.00061901i
-0.00046446-0.00062233i,-2.7248e-05-0.00056377i,0.0012937-0.00029336i,0.0021335-3.9674e-05i,0.0020319+0.00074751i,0.0015596+0.001568i,0.0014378+0.0015684i,0.0013088+0.0012443i,0.00020309+0.0013194i,-0.00063352+0.00045398i,-0.0011481-0.00084035i,-0.0010899-0.0010145i,-0.0005155-0.0010579i,9.3134e-05-0.00035438i,0.00037085+0.00034998i,-0.00042445+0.00060287i,-9.2233e-05+0.00078545i,0.0010959+0.0004304i,0.00090767+0.00025862i,7.4838e-05+0.00097096i,9.5595e-06+0.0013761i,0.00058449+0.00070579i,0.00043804+0.00010207i
-0.00044541+0.00049185i,-0.00074162+0.00046682i,0.00012082+0.00028588i,0.0012809+0.00015939i,0.0021149+0.0017899i,0.002121+0.00324i,0.0016882+0.0019298i,0.0004779+1.5226e-05i,-0.0010535-0.00081559i,-0.0016175-0.00072355i,-0.0017722+0.00055519i,-0.0016968+0.0016648i,-0.001379+0.001225i,-0.0011059+0.00045832i,-0.00033897-0.00043042i,0.00097463-0.0007271i,0.001313-0.00026142i,0.00065894+0.00013851i,0.0002648-0.00046072i,0.00020854-0.00049137i,-1.323e-06-2.5172e-05i,-2.38e-05+0.00012687i,-0.00018631-0.00021055i
-0.0010822-0.0024175i,-0.0016425-0.0010757i,-0.0025874+0.00034956i,-0.0019754+0.0017295i,-0.00017579+0.0032602i,0.0016073+0.0037439i,0.0012584+0.0027831i,0.00011303+0.002168i,-0.00058922+0.0019172i,-0.0011285+0.0025642i,-0.00062958+0.0035215i,0.00051848+0.0032353i,0.0012174+0.0014873i,0.0020488+0.00013945i,0.00245-0.00040457i,0.0013009-0.00074077i,-0.00010653-0.00037929i,-0.00044415+0.00012529i,0.00041663+0.00097431i,0.00079156+0.00099025i,0.00010903-3.9524e-05i,-0.00095568-0.00038666i,-0.0016281-7.5222e-05i
-0.00011259+0.00088282i,5.2819e-05+0.0016618i,0.0013039+0.0024936i,0.0014504+0.0014583i,0.00080306+0.00067756i,0.00042642+0.0017919i,0.00074802+0.0026312i,0.00064528+0.0017995i,-5.2477e-05+0.00062765i,0.00051264+0.00069131i,0.002104+0.001008i,0.0024791+0.00076295i,0.0019242+2.6711e-05i,0.001025-0.00037442i,0.0002549-0.00047735i,0.00056534-0.00010521i,-0.00034615+0.00053533i,-0.0012115+0.00093121i,-0.00082385+0.0013123i,-0.00073713+0.00142i,-0.00065539+0.0010783i,-0.00085834+0.00057141i,-0.00097011+0.00061963i
0.00044078-6.7985e-05i,0.001437-0.00072102i,0.0022457-0.0010939i,0.0024629-0.00054129i,0.0027624+0.00047086i,0.0025683+0.0017559i,0.0018198+0.0021469i,0.0012373+0.00095382i,0.0010875+0.00052801i,0.00090685+0.00063457i,0.0012439-0.00068149i,0.001721-0.0012754i,0.0011325-0.00081014i,0.0014484-0.00058703i,0.00077285+0.00055603i,-0.00096056+0.00064316i,-0.001295-0.00031385i,-0.00073086-0.00067537i,-0.00048565-0.00077123i,-0.0007051+8.7498e-05i,-0.000515+0.0009269i,0.0001138+0.00064427i,0.0001478+0.0006703i
4.6401e-05+0.0015854i,0.0015351+0.0014402i,0.0037609+0.0011513i,0.0046691-0.00017367i,0.0029344-0.00019977i,0.00083755+0.00093591i,0.00064148+0.0014678i,0.0011961+0.00073431i,0.0015489-0.00030333i,0.0011571-0.0009759i,-0.00016331-0.0013513i,-0.00075351-0.0013427i,-0.00077316-0.00038222i,-0.00080736+0.00088188i,-0.00050453+0.00021392i,-0.00018733-0.00045523i,0.00027355+0.00013611i,0.00031207+0.00096862i,0.00038716+0.0011459i,0.00020034+0.0011993i,-0.00067621+0.0013523i,-0.00066049+0.001231i,0.00015465+0.0013105i
-0.00068408+0.0013583i,-0.00060516+0.00017177i,-0.00025443-0.0006313i,0.0013184-0.0008373i,0.0019931-0.00012376i,0.001814+0.0009714i,0.0016058+0.0015763i,0.00046123+0.00045502i,-0.00077657-0.00072963i,-0.0011797-0.0011896i,-0.0018435-0.001101i,-0.0020013-0.00093619i,-0.0012668-0.00039902i,-0.00021638+2.0274e-05i,0.0013065-0.00018704i,0.002417+0.00042825i,0.0023561+0.0015677i,0.0014723+0.0018022i,0.0011779+0.0014461i,0.0010602+0.00099323i,0.00092857+0.00012543i,9.5191e-05-0.00036009i,-0.0015099-0.00075436i
