-0.0014521+0.0016945i,-0.0021766+0.0019562i,-0.0026755+0.0022569i,-0.0018445+0.0018508i,-0.0016772+0.0020262i,-0.0014439+0.0017169i,-0.00029442+0.0013429i,0.00090941+0.0015984i,0.001545+0.00058647i,0.0020451-0.00066982i,0.0013489-0.00061539i,0.00044215-0.00076814i,0.00038387-0.00087332i,0.0007433-0.00096372i,0.0004302-0.00083214i,-0.00013175-0.00071616i,-0.00010877-0.0011699i,-5.0464e-05-0.00086921i,0.00019555-0.00065742i,0.00022778-0.0013438i,5.6328e-05-0.0011101i,7.2285e-05+0.00018374i,-0.00030294+0.00035025i
0.00074693+0.00097064i,0.00098152-0.00029179i,0.0010408-0.0014836i,0.00086721-0.0016349i,2.8018e-05-0.00065846i,-0.00069027-0.0010123i,-0.00067554-0.00098245i,-0.00048705-0.00075226i,-5.2294e-06-0.00076424i,0.00072066-0.00018477i,0.001273-2.1446e-05i,0.0011406-0.0004227i,0.00082282-0.0011239i,0.00087644-0.00070845i,0.00076657-0.00028109i,0.00067132-0.00023689i,0.00069086+0.00053985i,3.5901e-05+0.0005608i,0.00011027+0.00036484i,0.00031051+0.00025546i,0.00017703-0.00027985i,0.00029481+1.0079e-05i,7.242e-05+0.00027526i
-0.00095915+0.00026654i,-0.00075145+0.0022464i,-0.0004983+0.0026308i,-5.9587e-06+0.0017894i,-0.00033304+0.00019394i,1.6515e-05-0.0010663i,2.9e-05-0.00044838i,-0.00069137-0.00070762i,-0.00057595-0.0012602i,2.708e-05-0.0010191i,0.00025783-0.00062416i,1.3902e-05-6.8004e-07i,0.0003297-6.1858e-05i,0.00070485-0.00051697i,0.00032294-0.00064641i,-0.00038371-0.00044023i,-0.00046138-0.0006168i,1.9782e-05-0.0009038i,-0.00046305-0.00043548i,-0.001278+5.8637e-05i,-0.00096053+7.5976e-05i,-0.00079732+0.00024372i,-0.0007254+0.00030872i
0.0014181-0.0013252i,0.00027555-0.0016541i,-5.5894e-05-0.0021945i,-0.00069097-0.0023982i,-0.0010201-0.00060195i,-0.00046221+0.0012918i,-0.00077272+0.0013724i,-0.0012524+0.00061544i,-0.00030745+3.3572e-05i,0.00059561-0.00051785i,0.00010563-0.00046115i,-0.00058616+0.0004671i,-0.00073849+0.00015835i,-0.00069745-0.00041502i,-0.00044995+0.00012297i,0.00039579+0.00015739i,0.00031512+0.00029125i,-0.00028748+0.00058051i,-0.0002568+0.001086i,-0.0005931+0.001221i,-0.00089538-0.00032644i,-0.0006198-0.00098689i,0.00022896-6.0972e-05i
0.00099858+0.0014449i,0.00043162+0.0015399i,-0.0001298+0.00056841i,0.00024865+0.00059137i,0.00016328+0.0011388i,5.3365e-05+0.00067488i,2.1242e-05-0.00049452i,-0.00047674-0.00044321i,-0.00015479-0.00043525i,-0.00013508-0.0009126i,-0.00024315-0.0010292i,0.00021503-0.00054957i,0.00019761-0.00031624i,0.00013314-0.00057586i,-5.9601e-05+0.00027685i,-0.00070147+0.00051166i,-0.00016209+0.00011987i,0.0006645-8.1553e-05i,0.00042302+0.00053642i,-0.00025031+0.00040407i,-0.00089159-8.3065e-05i,-0.0010689-0.00010999i,-0.00031052-0.00099983i
-0.00061715-0.0013218i,-0.00010469-0.00091469i,0.00091563-0.0025582i,0.0010412-0.0027543i,0.00081587-0.0012943i,0.00061317-0.00048944i,0.0004457-0.00029645i,0.00036794-0.00035173i,5.1974e-05-0.00055444i,0.00028112-0.00073526i,0.00042455-0.00036709i,9.4896e-05-4.2464e-05i,0.00020251-0.00040236i,0.00012988-0.00015596i,-0.00031997+0.00052442i,-0.00049981+0.00056113i,-0.00011124+0.00036698i,0.00031815+0.00030358i,-0.00013189-8.4788e-05i,-0.00058345-0.00066218i,-0.00073266-0.00065287i,-0.00020358-0.00078186i,0.00035424-0.0008385i
0.0014907+0.0025362i,0.00025278+0.001848i,-0.00017734+0.002039i,-0.0002301+0.0013908i,-0.00028666+0.00014397i,-0.00019268+9.4933e-05i,0.00024251+0.00010036i,4.9778e-05-0.00030947i,-0.00039744-0.00036682i,-0.00018102-0.00034786i,0.00038652-0.00027515i,0.00018653+0.00015646i,-0.00029431+0.00057431i,-0.00021881+5.3784e-05i,6.1233e-05-0.00043617i,4.986e-05+0.00022346i,-0.00033873+0.00087158i,-3.9342e-05+0.00054969i,0.00022194+0.00034263i,8.8463e-05+0.00013423i,-1.2063e-05-0.00068082i,0.00053905-0.00052442i,0.00071889+0.00036113i
-0.0012694-0.00051289i,-0.0017485-0.00054072i,-0.0010584-0.00062362i,-0.00095082-0.0005679i,-0.0011761+0.00039897i,-0.0004278+0.0023491i,-0.00036913+0.001271i,-0.00054422-0.00041415i,-0.00077462+0.00038466i,-0.00052077+0.00041844i,-9.2466e-05-0.0001241i,-0.00017331+4.7796e-05i,-0.0002173+0.00011932i,0.00065654-0.00096847i,0.0012239-0.0014894i,0.00065412-0.00078281i,0.00035507-0.00060553i,-0.00016938-0.0004991i,-0.00073739-0.00064439i,5.0694e-05-0.00050776i,0.00071098-7.7653e-05i,0.00083337+0.00038331i,0.0007321+0.00026097i
0.00055615+0.0005186i,0.00037826-0.00054173i,0.0016383-0.0013085i,0.0014891-0.0015477i,0.00056661-0.00085641i,0.00029705-0.00013127i,-9.1036e-05-0.00060542i,-0.00027586-0.00079858i,0.00028002-0.00029068i,0.00052556-0.00047841i,0.00027178-0.00092737i,0.00072537-0.0012962i,0.001313-0.0011433i,0.00056645-0.0002787i,-5.9881e-05-0.00021696i,0.00018697-6.5141e-05i,0.00050359+0.00074211i,0.000611+0.00059472i,0.0010132+0.00035951i,0.0012211-5.8823e-05i,0.0012717-0.0005889i,0.00083654-0.0010507i,0.0001183-0.00082426i
0.00031658+0.00017863i,0.00010631+0.00041563i,0.00017815-4.3804e-05i,0.00015432-0.00024428i,-0.000525-0.00029578i,-0.0011225-0.00060627i,-0.00064496-0.00036135i,0.00042333-3.9995e-05i,0.00069585+9.7184e-05i,0.00086386-8.2915e-05i,0.00044293+3.5623e-05i,-0.00039194+0.00040409i,-0.00056408+0.00061183i,-0.00036296+0.00064258i,-0.00037568+0.00015832i,-0.00058914-0.00032461i,-0.0011213-0.00040778i,-0.00041676-4.865e-05i,0.00028944+5.7796e-05i,-0.00045333-7.6326e-05i,-0.00055401-0.00028738i,0.00014672+0.00019545i,0.00088877+0.00041153i
-0.00084266-0.0015929i,0.00043646-0.00035187i,0.00014549+0.0020675i,-0.00044227+0.0021346i,0.00029092+0.0012172i,0.00096424+0.00080953i,0.00074358+0.00020144i,0.00071913-0.0002596i,0.00036939+0.00027299i,-3.0617e-05+0.00081167i,0.00034935+0.000562i,0.00090072+0.00041356i,0.0013477-7.057e-05i,0.001231-0.00088418i,0.00041343-0.00041721i,-0.00014306+0.00044921i,2.6305e-05+0.0001534i,0.00047177-0.00056683i,0.00032443-0.00062529i,-0.00019125-0.00020028i,-0.00051249-0.0001039i,0.00027131-1.2141e-05i,0.00070697-1.6833e-05i
-2.4217e-05+0.0016617i,0.00099529+0.0021166i,0.0014244+0.00052866i,0.0011901-0.0007215i,0.00084363-0.00044681i,-4.6906e-05-3.3573e-05i,-1.1833e-05-0.00041857i,0.0004303-0.00018572i,0.00099159+0.00018263i,0.0016268-0.00016563i,0.0010669-0.0007092i,-0.00030918-0.0012997i,-0.0012463-0.00097134i,-0.00091383+0.00018892i,-0.00048187+0.00023718i,1.9038e-05-0.00019586i,-0.00037773-1.616e-05i,-0.00046803+9.0092e-05i,0.00030514+0.00010181i,0.00014458-8.4938e-05i,-0.00059556-0.00054851i,-0.00054766-0.00010315i,-4.365e-05+0.0002589i
-0.00021255+0.00084054i,-0.0011441+0.0010524i,-0.0024775+0.0008606i,-0.0022864+0.00098491i,-0.00050449+0.0009661i,0.00054618+0.00029246i,0.00035748-0.00069537i,0.0001865-0.00050092i,0.00051612+0.00035343i,3.8988e-06+0.00017212i,0.00023669-0.00049243i,0.00061276+0.00014562i,0.00073773+0.00019445i,0.00080639-0.00072852i,-0.00017887-0.00081208i,-0.00042834-0.00019256i,4.671e-05-4.8199e-05i,-2.4403e-05-0.00044732i,-0.00029078-0.00019751i,-9.6137e-05+0.00032061i,4.2438e-05+0.00014192i,0.00022417-0.00053035i,0.00020835-0.00056213i
-0.00058578-0.0019008i,-8.7712e-05-0.0017966i,0.0010054-0.00038333i,0.00043711+0.00034112i,-0.00089502+0.0010188i,-0.00068848+0.0019132i,-9.5232e-06+0.0015725i,-4.5328e-05+2.8672e-05i,-0.00065711-0.0005975i,-0.00056899-0.0001739i,-7.5947e-05-9.2851e-05i,0.00028612+1.6966e-05i,0.00038012-6.2817e-05i,0.00019715-0.00036146i,0.0003608-0.00024809i,0.00042132-0.00035521i,-4.2842e-05-0.00077824i,-0.00062016-0.00043008i,-0.00073897+0.00021266i,-0.00052287+6.9779e-05i,2.8295e-05-0.00063136i,0.00086019-0.00053219i,0.0015312+6.7376e-05i
-0.0010022+0.0034168i,-0.00032066+0.0035143i,8.6275e-05+0.0020019i,0.00054693+0.00037748i,0.00095844+0.00024639i,0.00044581+0.00035517i,-0.00018607+6.7125e-06i,7.5515e-05-0.00064738i,0.00079102-0.00074992i,0.00086375-0.00055007i,0.00039153+0.00014566i,0.00014982+0.00055276i,0.00040367+0.00020426i,0.00021332-0.00037466i,-0.00024084-0.00059466i,-8.3284e-05-0.000604i,-4.0888e-05-0.00045807i,-0.00031609-0.00011468i,-0.00017376-0.0001415i,3.2579e-05-0.00010948i,-0.00030784+8.6341e-06i,-0.00027369-0.00013731i,0.00018682+1.7066e-05i
0.00045642-0.0011485i,-0.00032626-0.0013172i,-0.00074542-0.001463i,-0.00048873-0.0010864i,-5.7497e-05+0.00010398i,0.00067357+0.00064833i,0.00034196-0.00073968i,0.00011939-0.0010398i,0.00065425-0.0004598i,0.00054965-0.0012659i,-0.0002281-0.0014779i,-0.00014283-0.00075611i,0.00084825-0.00026233i,0.00035432+0.00088038i,-0.00028415+0.00080146i,-5.5403e-05-0.00012027i,-8.7516e-05-0.00024511i,-0.00023032-0.00026638i,-0.00043321+5.1886e-05i,-0.00040837-0.00014394i,-0.00039265-0.00036313i,-0.00031081+0.00011041i,-0.00015129+0.00057389i
-0.00080937+0.0024755i,0.00022107+0.0032563i,0.0018269+0.0036353i,0.0016862+0.0022335i,0.0003735+0.00085242i,-0.00012713-5.4599e-05i,0.00027517-0.00073544i,0.00036881-0.0010879i,0.00062967-0.00043169i,0.00021602+0.00058521i,0.0001619+0.00045653i,0.00048874-0.00012867i,0.00018255-0.00013729i,-0.00010463-0.00015087i,-0.00054778-0.00023113i,-0.00012936-6.1781e-05i,0.00065517+0.00024731i,0.00036293+0.00057553i,-0.00050618+0.00027485i,-0.00042819+0.00040872i,0.00017405+0.00039283i,0.00041614-0.00020388i,3.2042e-05-0.00018589i
0.00086653-0.00039978i,-0.00058851-0.0012071i,-0.001945-0.0017821i,-0.0018884-0.0010558i,-0.0016886-0.00045486i,-0.0012337+0.00021283i,-0.0013033+0.00031451i,-0.00098887-0.00043874i,6.4763e-05-0.001006i,0.0010877-0.0010377i,0.00068009-0.0008495i,0.00010523-0.00025706i,3.3312e-05-7.8363e-05i,0.00012989-0.00016413i,-0.00049613-0.00014248i,-0.00087591-0.00027296i,-0.00032287-0.00035329i,0.00023616-0.00013243i,0.00017852+0.00019748i,-0.00034678-0.0002127i,-0.00058801+7.1348e-05i,-0.0012426+0.00066275i,-0.00094899-0.0002086i
-0.0010111-0.0012477i,-0.00087044-0.00098529i,-0.001693-0.00024159i,-0.0026035+0.00079281i,-0.0019403+0.0014694i,-0.00072912+0.00045072i,0.00029919-0.00058888i,0.00046282-0.00015036i,0.00020012-0.000411i,-0.00045154-0.00058834i,-0.00024101+0.00021543i,0.00044882+0.0004559i,0.00088833+0.00027885i,0.0013842-0.00027664i,0.0013887-0.00033738i,0.00070479-0.00037832i,-0.0001768-0.00070135i,-0.00011018-0.00069819i,0.00046478-0.00018282i,8.4331e-05+0.00017318i,0.00021511+5.4731e-05i,0.00049126+4.0424e-05i,-0.00028626+0.00035367i
-0.00031157+0.00089602i,-0.00029854+0.0009873i,-0.00094472+0.00086879i,-6.4212e-05+0.00089432i,0.0014127+0.0011695i,0.0013556+0.0017913i,0.00055854+0.0010256i,0.00013489-0.0004467i,-0.00015467-0.00038721i,3.1346e-05-0.00015447i,0.00011403-4.702e-05i,7.9929e-06+0.00056467i,0.00013656+0.00046071i,0.00033006+4.9486e-05i,-0.00039448-0.00018449i,-0.0012303-0.00052414i,-0.00074006-4.9044e-05i,-0.00038067-1.621e-05i,-0.00028707+2.5215e-05i,-0.00081734+0.00026682i,-0.00039604+8.7851e-05i,0.00035467+0.00018867i,0.00028394-3.3021e-05i
-0.0019046+0.00086346i,-0.0020877+0.00067957i,-0.0013715+0.0012405i,-0.00085021+0.001866i,-0.00083922+0.0016276i,-0.00063039+0.000557i,0.00019813+3.3594e-05i,0.00039527-0.00024354i,0.00025323-0.00039018i,0.00022879+2.3586e-05i,0.00020197+0.00083947i,0.00016408+0.0003911i,0.00022104-0.0005131i,0.00025505-0.00033978i,0.00016833-0.00071253i,3.9503e-05-0.00092821i,-0.00064991-0.00036642i,-0.00076731-0.00013468i,-0.00046021-0.00036151i,-0.0011333-0.00057304i,-0.0016123-0.00077773i,-0.00067668-0.00060235i,0.00023231-0.00050214i
-0.00034433-0.00046494i,0.00047297+0.0013276i,-0.00035947+0.0012474i,-0.0005425+0.00092961i,-0.00046647+0.0010947i,-0.00019081+0.00094165i,0.00050034+0.001028i,0.00076351+0.00040427i,0.00097153-6.2911e-05i,0.00085037-0.00045868i,0.00058294-0.00083242i,0.00044254-0.0007984i,0.00054665-0.00033749i,0.00046719-0.0003533i,0.00033613-0.0008174i,9.3692e-05-0.00094847i,-8.3356e-05-0.00031934i,-0.00011626+0.00057342i,-0.00018631+0.0008349i,0.00029137+0.00030286i,0.00065473-0.000298i,0.00060231-0.00061101i,0.00058405-0.00029025i
0.00026181+0.0018343i,0.001096+0.00015208i,0.0021024-0.00053504i,0.0016125-0.00085309i,0.0010782-0.0015679i,0.00074784-0.00096873i,0.00025518-0.00015833i,-0.0001802-6.4857e-05i,-7.0139e-05-2.436e-05i,0.00085535-3.4319e-05i,0.00085196-0.00038281i,2.064e-06-0.00028326i,-0.00016519-0.00047308i,-0.00023478-0.00017283i,-0.00029032-2.4066e-05i,-0.0002022-0.00039517i,-8.8763e-05+2.1798e-05i,0.0007897+7.2468e-06i,0.00095947-0.00027087i,0.00022634-0.00041787i,0.00018413-0.0003541i,3.2432e-05-0.00021949i,0.00028939-0.00041922i
0.00082435-0.0027776i,-0.0024552-0.0017958i,-0.0030632-0.00046972i,-0.0034175+0.00062719i,-0.0032433+0.00071608i,-0.0011227-0.00048847i,-0.00015572-0.00063945i,0.00095253+8.7478e-05i,0.0011567+1.7262e-05i,0.00082446-0.0002432i,0.00066601+0.00020145i,0.000905+0.00078409i,0.0013731+0.0007554i,0.00084383-0.00040581i,0.00032268-0.0010347i,0.00054129-0.00033052i,0.0010302+0.00031064i,0.00093619-1.5413e-05i,7.1079e-05-0.00017344i,-0.00023171+0.00046312i,6.0203e-05+0.00059005i,-0.00010648+0.0001831i,-0.00031529+0.00026334i
-0.0028295+0.0031038i,-0.00040057+0.002438i,0.0017713+0.0028661i,0.0032109+0.0036424i,0.0035934+0.0038303i,0.0027575+0.0020594i,0.0014144+0.00042312i,6.9296e-05+0.00016133i,-0.00016278+0.00031427i,0.00082838+0.00077698i,0.00045997+2.5602e-05i,-0.00060483-0.0012369i,-0.0008257-0.001114i,-0.00036724-0.00089596i,-2.6533e-05-0.00040852i,6.3325e-05-0.00079237i,0.00013422-0.0012697i,0.00068168+0.00029807i,0.0005598+0.0013661i,-0.00041374+0.00058069i,-0.00014706+0.00023597i,0.00018883-1.4435e-05i,0.0002159-0.00025749i
-0.00025339-0.00092983i,-7.2177e-05-0.0017505i,0.00016681-0.0020253i,0.0010584-0.0016839i,0.00076806-0.00049106i,0.00028999-0.00055842i,0.001221-0.0014315i,0.00062646-0.00049366i,0.00016119+0.00044963i,0.0004872+4.6706e-05i,0.00097147-2.0081e-05i,0.00094896-0.00018573i,0.00079186-0.00028582i,0.00099714-4.9286e-05i,0.00065541+0.00072418i,0.00059765+0.00077654i,0.00022703-0.00020256i,-0.00062888-0.00063784i,-0.00075102-0.00035919i,-0.00062084+0.00012562i,-0.00035962+8.3253e-05i,0.00039552+4.5517e-05i,0.00012694-0.00018977i
0.00089902+0.00039991i,0.0011563-0.00089615i,0.00056714-0.00058461i,0.00046424+0.00088215i,0.00045428+0.00047702i,-9.9807e-05-0.00099642i,-0.00089894-0.0007831i,-0.0010144-0.00024928i,-0.0002953-0.0003936i,0.00042535-0.0007567i,0.0012653-0.001052i,0.00091579-0.00089691i,0.0002369+3.3e-05i,-0.00036003+0.0005353i,-0.00096071+0.0008042i,-0.00071192+0.00099271i,0.00012427+0.00059701i,0.00074159+0.00016661i,0.0010721+0.0001501i,0.0011421-6.4368e-05i,0.00054002-0.00064973i,9.0417e-05-0.00073994i,2.927e-05-0.00014395i
-0.0025136+9.8055e-05i,-0.0021063+0.0001457i,-0.0012015+0.0017989i,0.0005787+0.0035518i,0.0016589+0.0030847i,0.0016116+0.00073939i,0.0014474-0.00026595i,0.00087909+3.5392e-05i,0.00011378+0.00031696i,0.00017748+0.00066311i,0.00086002+0.00055615i,0.00095485+0.00067121i,0.000464+0.00080456i,0.00086365+0.0001864i,0.0009384-0.00019741i,0.00052943-0.00090268i,0.00059837-0.0015186i,0.0004111-0.00097045i,8.6308e-05-0.000107i,0.00013034-1.1552e-06i,0.00063372-6.9199e-05i,0.00091319-0.00027097i,0.00069224+0.0004376i
0.00062108+0.0018492i,0.0016959+0.00081723i,0.0020008-9.0041e-05i,0.0013574+0.00029231i,0.0013179+0.00029714i,0.0018123-0.0006958i,0.0011939-0.0011883i,0.00044951-0.0012165i,0.00044012-0.00077714i,0.00051052-5.1842e-05i,-0.00011574+0.00018117i,-0.00098371-0.0002135i,-0.00074057-0.0006561i,-0.00023833-0.00014746i,0.00029919-0.00012512i,0.0002883-0.00025821i,-0.00020225+0.00062979i,-0.0002832+0.0014546i,-0.00049823+0.0010075i,-0.0001853+1.4809e-05i,0.00038066-0.00023183i,0.00041523-0.00024742i,0.0006124-0.00038178i
-0.00053275-0.0018335i,-0.0021942-0.0015688i,-0.0026893-0.0016167i,-0.0021652-0.00067987i,-0.0023452+0.00066226i,-0.0019584+0.0016509i,-0.00074989+0.0010178i,-5.9285e-05-1.2154e-06i,-3.9088e-05-0.00055175i,2.1285e-05-0.0011531i,0.00081008-0.00077691i,0.0016439-0.00025349i,0.0012472-0.00054265i,0.00062394-0.00054545i,0.00061495-0.00013645i,0.0004519+0.0004292i,-0.00052179-7.3793e-05i,-0.0010178-0.00066248i,-0.00058102-6.4412e-05i,0.00076951+3.2807e-06i,0.0008801-0.00024293i,0.0001842+0.00012681i,0.00055854+0.00042374i
7.6983e-05-0.00065196i,0.00046842-0.0013341i,0.0010966-0.0023723i,0.0011875-0.0017155i,0.001224-0.000558i,0.00059111-0.00063845i,-0.00037606-0.00092863i,-0.00031335-0.0010056i,-0.00060473-0.00024917i,-0.00083024-0.00043286i,-0.00048269-0.00092784i,-0.00035156-0.00077914i,7.0017e-05+0.00027798i,0.00084636+0.00051285i,0.00060953-0.00028277i,-0.00025307-0.00050122i,-0.00017471-0.00038599i,0.00022431-0.00026958i,0.00080304+0.00011384i,0.00089632+0.0005324i,-8.3162e-05+0.00071724i,-0.00040546-8.2318e-05i,-7.599e-05-0.00083637i
-0.0010088+0.00018326i,-0.0013709-0.0010117i,-0.0010675-0.00055845i,-0.0012635+0.00047253i,-0.001124+0.00043476i,-0.000872-0.00033873i,-0.00068282-0.00085664i,-0.00044583-0.00040555i,0.00036723+0.00036576i,0.00056767+0.00071317i,-0.00028203-0.00016457i,-0.00045704-0.00077384i,-0.00061263-0.00043916i,-0.00036069-0.00019727i,0.00038891+0.00023865i,4.8051e-05+0.00014917i,0.00013898+4.4344e-05i,0.00033585+0.00025269i,-0.00038513+0.00024277i,-0.00056211+0.00017411i,0.00020794-0.00054866i,1.9682e-05-0.00064804i,-0.00056829+0.00016017i
-0.00012257+0.00028621i,-3.0156e-05-0.00077984i,0.00060612-0.0021285i,0.00031705-0.0013511i,-0.00012133+0.00033089i,-0.00031006+0.0004507i,4.393e-05+7.9679e-05i,8.9822e-05-5.4385e-05i,-0.00056089-0.00093613i,-0.0004286-0.00063304i,0.00020109+1.4922e-05i,0.00056071-5.4175e-06i,0.00056948+5.9325e-05i,0.00015823-0.00016436i,-0.00022196-0.00077849i,3.3981e-05-0.00077724i,0.0001083+0.00018735i,-0.00056301+0.00057644i,-0.00080768+0.00049907i,4.6952e-05-0.00021622i,0.00034794-0.0011989i,0.00077905-0.001081i,0.00061372-8.2489e-05i
0.0017424-0.0018168i,0.001283-0.0016895i,0.00026933-0.0017617i,-0.001259-0.0017966i,-0.0017489-0.0012753i,-0.00056827-0.0001792i,0.0011772+0.00029028i,0.0011809-0.00014128i,0.00040474-0.00016277i,0.00035569+0.00053712i,-0.00043821+0.001119i,-0.0004983+0.0012363i,0.0001604+0.0009052i,0.00088626+0.00064321i,0.00082542+0.00061939i,-2.8957e-05+0.00031965i,-3.4548e-05+5.8927e-05i,0.00035872+0.00057112i,0.00081438+0.00022222i,0.0011256-0.00069049i,0.0011386-0.00020357i,0.0003442-0.00036486i,0.00011708-0.0014647i
-0.0017966-0.00025973i,-0.0013609+0.00077576i,-0.0012758+0.0016042i,-0.0009463+0.0021266i,-0.00033772+0.0020778i,0.00013614+0.001372i,-6.0078e-05+0.00040162i,-0.00049289+0.00030373i,-0.00040997+0.00088828i,-0.00014024+0.00089174i,0.00011464+0.0002329i,0.00023891-0.0010063i,0.0004661-0.0016641i,0.00084246-0.00098618i,0.00059042-0.00040571i,9.9298e-05-0.00066165i,9.9097e-06-0.0003875i,0.00040424-0.00012809i,0.00047362-0.00061536i,-0.00012659-0.00037664i,-0.00089149+0.00019993i,-0.0010293+0.00046067i,-0.00094002-8.8547e-05i
-7.1958e-05-0.0017844i,0.0004492-0.0024938i,0.00090186-0.0027093i,-5.9375e-05-0.0011975i,-0.00054879+0.00052043i,-0.00018085+0.0006686i,0.00017346-0.00062487i,0.00045086-0.0016528i,0.00023895-0.0012133i,-0.00012916+0.00053898i,-0.00029319+0.0013091i,-9.3133e-05+0.00079532i,-0.00038306+2.3375e-05i,-0.0008887-0.00048744i,-0.00040234-0.00052573i,-0.00012883-0.00048295i,3.7517e-05+0.00017528i,-0.00025436+0.00061587i,-0.0005167-4.7995e-05i,-0.000242-0.00037298i,0.0003535-7.5209e-05i,0.00069085-1.0765e-05i,0.00040633-0.00015465i
-0.00095473-0.00087575i,-0.0012222-0.00021294i,-0.0015271+0.00030427i,-0.001134+0.0010627i,-0.00068598+0.0016208i,2.9674e-05+0.0020918i,0.00042721+0.00092494i,0.00021101-0.00064542i,4.237e-05-0.00064184i,0.00011158+0.00015692i,0.00014578+0.00017428i,0.00020271-0.00025841i,0.00053063-0.00043101i,-2.7779e-05-0.00067649i,-0.00046652-0.0008665i,-0.00020341-0.00029286i,-0.00077372+0.0005759i,-0.00066193+0.00032403i,-0.00037489-0.00030778i,-0.00041245-0.00068139i,-0.00019281-0.0009752i,-8.9372e-05-0.00049707i,0.00013826+0.00014071i
-0.0026586-0.00072913i,-0.0024277-0.00027508i,-0.0017251+0.00054545i,-0.00095752+0.0011323i,-0.0010566+0.0020814i,-0.00047227+0.0023343i,-6.1506e-05+0.00093285i,-0.00022008-0.00034391i,-0.00025156-0.00031771i,-7.3851e-06+0.00076293i,0.00029588+0.0011363i,0.00021837+0.00053355i,0.00017511+0.00041356i,7.7489e-05+0.00026968i,0.00033545+0.00018326i,0.00045943-0.00011808i,0.00043642-0.00024691i,-0.00027775-0.00015335i,-0.001029+0.00040019i,-0.00092701+0.00089769i,-0.00052532+0.00024235i,-0.00024496+2.1794e-05i,-1.1337e-05+0.00033019i
-0.00096366+0.0012156i,-6.7911e-05+0.00072288i,0.00080772+0.0014933i,0.00066148+0.0019096i,0.00056148+0.0019558i,0.00091948+0.00082521i,0.00012514-0.00015944i,-0.0010341+2.3036e-05i,-0.00031983-0.00029335i,0.00065384-0.00051372i,0.00033093-0.00029819i,-0.00060918-5.6226e-05i,-0.0002926-0.00061121i,5.5956e-05-0.00081902i,7.0569e-05-0.00038081i,0.00091594-0.000463i,0.0013085-0.0003134i,0.0011505+0.00046835i,0.00054219+0.00082989i,0.00012864+0.00071111i,-0.00015366+0.00037879i,-0.00027009-0.00037867i,0.00023689-0.00093304i
-0.0018757+0.0019825i,-0.0014396-0.00039238i,-0.00036583-0.001935i,0.00010877-0.0010534i,0.0005768+6.8473e-05i,0.00071206-0.0003551i,-7.3888e-05-0.0013942i,-0.00032517-0.00096619i,-0.00013836+0.00024167i,6.6543e-05+0.00085292i,-3.4342e-05+0.00047824i,5.8909e-05-0.00028445i,0.00032163-0.00065283i,-0.00040048-0.00090782i,-0.00083797-0.00076038i,-0.00033989-0.00062388i,-0.00032272-0.00032287i,-0.00079244-0.00014683i,-0.00055297-8.5958e-05i,-0.00067076-0.00020665i,-0.00075588+1.3619e-05i,0.00010655+4.2952e-05i,0.00017918-0.00028864i
-0.00067652-0.00022625i,-0.0015848-0.00025184i,-0.0015773+3.5809e-05i,-0.00091772-8.737e-05i,-0.00022001+0.00089626i,0.00049264+0.0010039i,0.00091082+0.00062288i,0.00063462+0.00055387i,0.00057999+0.00029194i,0.00021941+8.9873e-05i,0.00016878-6.6285e-05i,0.00039752-0.00070055i,0.00015383-0.0001961i,0.00033891+0.00025768i,0.00067475-0.00014155i,0.00036062+0.00019831i,0.00048667+0.00048998i,0.00033834+0.00054064i,-0.00018609+0.00034593i,-0.00057101-0.00028815i,-0.00084355-5.9345e-05i,-0.00060226+0.00020435i,0.0004444-9.7686e-05i
-0.00052994-0.00017348i,0.00017177+0.00040949i,-0.00013333+0.0014835i,-1.795e-05+0.0025197i,0.00042933+0.0027833i,0.00063094+0.0018697i,0.00025263-6.0129e-05i,-0.00027877-0.00092478i,0.00091944-0.0012963i,0.0016687-0.000868i,0.0015153-0.00050823i,0.0011773-0.00080124i,0.00020528-0.00063105i,-6.207e-05-0.00012816i,0.00031137+0.00034498i,1.2601e-05+0.00068203i,-0.00086327+0.00077976i,-0.00069348+0.00062076i,0.00010637+0.00057328i,0.00020362+0.00014298i,0.00038165-0.00028357i,0.00018951-0.00074778i,0.00023299-0.00087946i
-0.0017286+0.00091727i,-0.0023185+0.00076512i,-0.00096028+0.00026186i,0.00024217+0.00080522i,0.00025663+0.00097708i,-0.00032659+0.0006419i,-0.00028355+0.00092724i,-2.0663e-05+0.001148i,0.0001721+0.00096484i,1.2266e-05+0.00078441i,-0.00020201+0.0003528i,-0.0004763-7.6809e-05i,-0.00038296-0.00057784i,0.00046951-0.00076473i,0.0005957-0.00030376i,5.1804e-05+0.00069574i,-0.00031582+0.00099647i,-0.00031641+0.00081712i,0.00022554+0.00058719i,0.00081964+0.00046605i,0.00046572+0.00077428i,-0.00019658+0.0003749i,0.00031528-0.00030049i
