-0.0024373-0.00017136i,-0.0019525-0.0010025i,-0.0024867+0.00078649i,-0.0020772+0.0023691i,-0.0011026+0.0018085i,-0.00037489+0.0014376i,-0.0011112+0.0014768i,-0.00088606+0.0012137i,0.00065715+0.00064954i,0.0011495+5.2431e-05i,0.00065284-0.00074773i,0.00043376-0.0014392i,0.00010465-0.0011748i,0.00018779-0.00078376i,0.00049084-0.0003406i,-1.0717e-05-5.517e-05i,0.00015303+8.594e-05i,0.00041543-0.00042935i,0.00035497-0.0005157i,-0.00018023+0.0002845i,0.00010182+0.00058721i,0.00043481+0.00093254i,3.8988e-05+0.00075866i
0.003036+0.00070847i,0.0033189-0.0020669i,0.0037724-0.0055628i,0.00061271-0.0040518i,-0.0019473-0.00088456i,-0.0018656+0.0029177i,0.0011263+0.0085068i,0.0034707+0.010907i,0.0031013+0.0070366i,0.0016299+0.0012849i,0.0010124-0.0014527i,0.00093176-0.0021905i,-0.00088997-0.0024217i,-0.0020095-0.0016616i,-0.00014583-0.0011656i,0.0015668-0.0014853i,0.0015929-0.0027051i,0.00084449-0.0028981i,-0.00053823-0.0025511i,-0.00099441-0.0021442i,-0.00068895-0.0010632i,-0.00069099+9.2646e-05i,-0.00036582+0.00037683i
-0.014999-0.0068346i,-0.016582-6.1145e-05i,-0.019469+0.012601i,-0.01238+0.019633i,-0.0029627+0.020947i,0.0075021+0.017416i,0.013026+0.0097115i,0.012806+0.0044836i,0.0075561+0.0014732i,0.00035364+0.0016467i,-0.0006164+0.00181i,0.0012659-0.0013799i,0.0013817-0.0030365i,0.0019709-0.0031805i,0.0019085-0.0036477i,-1.5251e-05-0.0033782i,-0.0015021-0.0026845i,-0.0014153-0.0025352i,-0.00064121-0.0019946i,-0.00062647-0.00057947i,-0.00024031+0.00044815i,0.00070028+0.0015223i,0.00061598+0.0018873i
-0.0046558-0.0006113i,-0.0056216+0.0024295i,-0.0066334+0.0041238i,-0.0050629+0.0044257i,-0.0012593+0.0036823i,0.0052377+0.00035781i,0.0093872-0.004201i,0.0089359-0.0084919i,0.0049077-0.0083712i,9.6136e-05-0.0031586i,-0.0015622+0.00042906i,-0.0010038+0.0013719i,-0.00016896+0.001558i,0.00098048+0.00084584i,0.00064266+0.00043294i,-0.0013063+0.00083757i,-0.0023861+0.00082976i,-0.0008721+0.0014353i,0.00041503+0.0024054i,0.00065834+0.0021318i,0.0010428+0.00070634i,0.0008725+0.00010203i,-5.2554e-06+0.00026346i
-0.002982-0.0028725i,-0.0042828-0.002051i,-0.0062696-0.000818i,-0.0064993-0.00032243i,-0.004527-0.0031096i,-0.0027539-0.0066673i,-0.0039442-0.0097806i,-0.0064094-0.011364i,-0.0059887-0.01001i,-0.0032786-0.0050139i,-0.0012858-8.7238e-05i,0.00042553+0.0015805i,0.002375+0.0011207i,0.0027425-7.7866e-05i,0.0019016+0.00037202i,0.00098431+0.0018345i,0.0010192+0.0019i,0.0023871+0.0012317i,0.0028896+0.0010791i,0.001753+0.0011667i,-0.00031021+0.00036896i,-0.0017354-0.0002974i,-0.0014122-0.00032092i
0.00026294-0.0011392i,0.00073455-0.00025709i,0.00011738+0.0013141i,-0.0027076+0.0017109i,-0.0068638+0.0010507i,-0.0097066+0.0001041i,-0.012107-0.00042668i,-0.013269-5.4616e-05i,-0.010572+0.00025117i,-0.0057696-0.00056343i,-0.0017897-0.00071456i,0.00108-0.00081252i,0.0027292-0.0019028i,0.002072-0.0022487i,0.00067148-0.0012706i,0.00044113-0.00042251i,0.0015883-0.00026363i,0.0023289-0.00051986i,0.0023857-0.00080724i,0.0017635-0.00088795i,0.00055698-0.00089832i,0.00019333-0.00035297i,-0.00068145-0.00010885i
-0.0041462+0.0012208i,-0.0043701+0.0027951i,-0.0041646+0.0032841i,-0.0035529+0.0035369i,-0.0029387+0.0054049i,-0.0042435+0.0076056i,-0.0062448+0.008226i,-0.0055734+0.00844i,-0.0032517+0.0063683i,-0.0025896+0.0022326i,-0.0023859+0.00022372i,-0.00081796-0.00016715i,-0.00037781-0.00096584i,-0.0015092-0.0006538i,-0.00090444-0.00020605i,0.00069887-0.0015278i,0.00093508-0.0026369i,-0.00012647-0.0024254i,-0.0010644-0.0020882i,-0.00119-0.0014i,-0.00067864-0.00010029i,0.00013054+0.00019206i,-0.00021578-0.00012578i
-0.0023459+0.00073922i,-0.0021869-0.0018914i,-0.00082147-0.0026782i,0.0024098-0.0014785i,0.0059104+0.00098586i,0.0078005+0.0023004i,0.0089793+0.0026364i,0.010308+0.0015744i,0.0089956-0.00059872i,0.0045882-0.00089616i,0.00051236-0.00047963i,-0.0010548-0.0014477i,-0.0012198-0.0008044i,-0.0017867+0.0011309i,-0.0019761+0.0018694i,-0.0016083+0.0015277i,-0.0011579+0.00099381i,-0.0013899+0.0011089i,-0.0023109+0.0011837i,-0.0022907+0.00048182i,-0.0012336-8.477e-05i,-0.00021965-0.00046314i,0.00018546-0.00045174i
0.0006874-0.0010468i,-0.00019335-0.0018639i,-0.0015297-0.0016616i,-0.0015983-0.0027695i,0.00054258-0.0052442i,0.0044207-0.008576i,0.0074808-0.011003i,0.0071554-0.012205i,0.0050548-0.011402i,0.0029382-0.0076848i,0.00051951-0.0036405i,-0.0010906-0.0011021i,-0.00039235+0.00075777i,0.00038208+0.0013032i,0.00045908+0.0013623i,0.00078905+0.0016271i,0.0012209+0.0015694i,0.0013223+0.0015259i,0.00070785+0.0012338i,0.00048806+0.00063348i,2.9106e-05-0.00030505i,-0.00062809-0.0015909i,-0.001064-0.0011932i
-0.0015697-0.00099971i,-0.0017431+0.00012516i,-0.0014034-0.0002989i,-0.0023615-0.0020982i,-0.0043302-0.0054593i,-0.005407-0.010053i,-0.0045518-0.013311i,-0.0045236-0.013199i,-0.004767-0.011076i,-0.0033385-0.0071321i,-0.001783-0.0030393i,-0.00083672-0.0011867i,0.00053474-0.0011131i,0.0012512-0.0011668i,0.00094436-0.0010594i,0.0007841-0.00092723i,0.0015572-0.00061086i,0.0023381-0.00094556i,0.0015415-0.0010849i,-0.00013182-0.00085415i,-0.001047-0.00035217i,-0.00094036-0.00019889i,-0.00066128-0.00037302i
-0.0007492-0.0010115i,0.00023379-0.0010756i,-0.0012633-0.00084182i,-0.0032067-0.0006284i,-0.0050903+0.0014585i,-0.0064546+0.0033003i,-0.0064413+0.00020296i,-0.0052763-0.0013267i,-0.0044651-4.7708e-05i,-0.0035847-0.00057199i,-0.0018582-0.0016394i,-0.000162-0.0023897i,-1.5154e-05-0.0030891i,-0.00075285-0.0029186i,-0.0011154-0.0016492i,-0.001296-0.0010346i,-0.00042449-0.0016232i,0.00062597-0.0020525i,0.00096778-0.0017398i,0.00072278-0.00092187i,0.00024771-0.00081009i,-0.00021869+0.00020877i,-0.00059507+0.00086266i
-0.0038391+0.0026727i,-0.0023279+0.0035103i,-9.9858e-05+0.0046038i,0.0037285+0.0052585i,0.0064281+0.0076375i,0.0072316+0.0085379i,0.0070745+0.0064563i,0.0057115+0.0044975i,0.0034172+0.0034935i,0.0010527+0.0030357i,0.00038411+0.0017467i,0.00094965-0.00043122i,0.00027812-0.002536i,-0.0016524-0.0024068i,-0.002178-0.0014836i,-0.0011345-0.00080518i,-0.0005199-0.00027358i,-0.0004769-5.3166e-05i,0.0001552+0.00077473i,-0.0001911+0.00062372i,-0.00079383-0.00034756i,5.9606e-05-0.00045854i,0.0007754-4.2734e-05i
0.0011118-0.00098846i,7.8976e-05-0.0023015i,-0.00027176-0.0037847i,0.0019886-0.0054672i,0.0062202-0.0060563i,0.0095492-0.005277i,0.010621-0.0041124i,0.0089374-0.00365i,0.0065192-0.0025655i,0.0046808-0.0014595i,0.0031884-0.0012792i,0.0022354-0.001802i,0.0012044-0.0016372i,0.00015542-0.00061604i,-0.00024845+1.1589e-05i,-5.7899e-05+9.692e-05i,0.00072034+0.00044488i,0.0013674+0.00042363i,0.0012425-0.00024384i,0.00037879-0.00036665i,-0.00065838-5.3069e-05i,-0.00076563+0.0005444i,-0.00032581+0.0011631i
0.0013782+0.0012264i,0.0023536+0.0024541i,0.0028648+0.0024249i,0.0015944+0.00027811i,-0.00098254-0.0041458i,-0.0027724-0.009295i,-0.00070641-0.009507i,0.0013015-0.0072088i,-3.1453e-05-0.006186i,-0.0011493-0.0049182i,-0.00027319-0.0026435i,0.00053783-0.00064914i,0.0011737-0.00068321i,0.0018818-0.00098805i,0.0018294-0.0014828i,0.0013219-0.0013805i,0.0014875-0.00070909i,0.0019771-0.00036881i,0.0012454-0.00039394i,0.00035881-0.00015998i,0.00018041+0.00055837i,0.00037199+0.0002876i,0.00039543+0.00031442i
-0.00064479-0.0017855i,-0.0018883-0.0025907i,-0.0026813-0.0032695i,-0.004314-0.0023298i,-0.0075869+3.1154e-05i,-0.0098073+0.0015374i,-0.0075501+0.0012632i,-0.0033335+0.00078124i,-0.0021651+0.00019472i,-0.0024221-0.00052362i,-0.0016782-0.0010332i,-0.00047512-0.00069044i,0.00026347+0.00013375i,0.0007034-4.1043e-05i,0.0012218-0.00079532i,0.0013567-0.00079437i,0.00096698+3.5788e-06i,0.00039065-0.00046498i,-8.6859e-06-0.0012374i,-0.00058257-0.00078286i,-0.00067641-0.00027809i,-0.00066023+0.00061539i,-0.00017578+0.00073348i
0.0014624-0.0025103i,0.002471-0.0028312i,0.0022706-0.0023016i,0.0013963+0.0016968i,0.0017022+0.0077425i,0.0014948+0.011055i,0.0011817+0.0098902i,0.0025141+0.0063615i,0.0028146+0.0030879i,0.0004016+0.001003i,-0.00098383+0.00061233i,0.00033911+0.0015593i,0.00092685+0.0020673i,0.00050304+0.0012852i,0.00019654+0.00054315i,9.8709e-05-0.00017719i,-0.00032033-0.00024687i,-0.00052604+0.00042921i,-4.0556e-05+0.0012797i,-0.00031509+0.0012939i,-0.0011667+0.00019565i,-0.0011605-0.00056936i,-0.00091198-0.00067319i
-0.00012484-0.0019907i,0.00019789+0.00041152i,0.00039559+0.0019158i,0.0016347+0.0020468i,0.0060073+0.0031151i,0.012999+0.0042117i,0.014542+0.003278i,0.0095712-0.00068705i,0.0042601-0.0033699i,0.00063005-0.0015518i,-0.00022294+0.00053607i,0.0012623+0.00085263i,0.001489+0.00066845i,0.00099853+0.00011546i,0.00044024+0.00027161i,0.0002889-7.864e-06i,0.00080788+5.4297e-05i,0.0009005+0.00065098i,0.00084665+0.00042763i,0.00098961+6.4466e-05i,0.00018167-0.00014751i,-0.00061448-0.00083964i,-0.0012115-0.00066558i
-0.0010662+0.0022474i,-0.0026565+0.0024299i,-0.0030894+0.0033107i,-0.0030524+0.00062829i,-0.0021414-0.0062263i,0.00058703-0.012296i,0.0014829-0.012111i,-0.00017562-0.0090387i,-0.0020598-0.0067561i,-0.0018019-0.0048159i,0.00019966-0.0029361i,0.0015343-0.0023586i,0.00095024-0.002295i,-0.00014738-0.0013739i,-0.00033217+8.5868e-06i,0.00030874-0.00039304i,0.00048372-0.001392i,0.00092182-0.001499i,0.0015166-0.0014073i,0.00082255-0.00064674i,-0.00036623-0.0001457i,-0.0010051-0.0010175i,-0.00089341-0.00087219i
-0.00055785-0.00028019i,-0.0010089-0.00093227i,-0.0013724-0.0015158i,-0.0045425-0.00083733i,-0.010167-0.0016649i,-0.014237-0.0050502i,-0.013974-0.0054811i,-0.010731-0.0022939i,-0.0074852-0.0006877i,-0.0046874-0.0018348i,-0.0026312-0.0023556i,-0.0016049-0.001894i,-0.001022-0.0010293i,-0.0010354-0.00057158i,-0.00027808-0.00094822i,0.00042048-0.00029965i,0.00090919+0.0007806i,0.0013719+0.0005465i,0.00039536-0.0010329i,-0.00043663-0.0013836i,-0.00015317-0.00043522i,0.00071494+0.00033604i,0.001462+0.00046883i
0.0025255+0.00042297i,0.0016898-0.00040553i,-0.00075733-0.00093301i,-0.0046634+0.0012194i,-0.0078771+0.0059841i,-0.01085+0.0091596i,-0.0099665+0.0089215i,-0.004863+0.0073211i,-0.00084446+0.005348i,-0.00081482+0.0014898i,-0.0020584-0.001111i,-0.0028365-0.00064984i,-0.0026995+0.00039608i,-0.0020974+0.00094676i,-0.0007405+0.0011573i,0.00034357+0.0015764i,0.0014425+0.0013656i,0.0020511+8.6599e-05i,0.0013365-0.00091085i,0.00016948-0.00045045i,-0.00031005+0.00032048i,-0.00048579+9.1763e-05i,0.00018455-0.00028552i
-0.00051168+0.00092258i,-0.00082039-0.0015835i,-0.0016059-0.0035911i,-0.0010484-0.0027863i,0.0011933+0.00065665i,0.0029979+0.0053697i,0.0038821+0.0062928i,0.0053401+0.0029046i,0.0062457-0.00066852i,0.0042232-0.0020209i,0.00017724-0.00061346i,-0.0019487+0.0011862i,-0.0015285+0.0020408i,-0.00058031+0.0020665i,0.00035979+0.0013077i,0.0021594+0.0013176i,0.0027996+0.0012513i,0.0016739+9.7941e-05i,0.00055732-0.0011237i,-0.00035047-0.0017829i,-0.00050139-0.0013716i,-0.00036971-0.00088141i,-0.00050599-0.0011257i
0.0012438-0.0041266i,0.00035065-0.0045193i,-0.0028769-0.0051507i,-0.0047723-0.0069189i,-0.002179-0.0078547i,0.0040122-0.0071778i,0.0073766-0.0064955i,0.0053404-0.007304i,0.0021147-0.0082997i,0.00017938-0.0057056i,-0.00091398-0.00094489i,-7.7299e-05+0.0012613i,0.0011432+0.00058909i,0.0011728+0.0003256i,0.00055019+0.00055792i,0.00028149-3.5076e-05i,0.00050443-0.00037916i,0.00064345-0.00049334i,0.0010037-0.00053575i,0.00068056-0.00086371i,-0.00045367-0.00082985i,-0.0017573-0.00043686i,-0.0020839-9.3541e-05i
-0.001345-0.0022347i,-0.0025467-0.003585i,-0.0042301-0.0057374i,-0.0062542-0.007057i,-0.0075526-0.0087735i,-0.0054808-0.012444i,-0.0014297-0.014429i,-0.0016167-0.011217i,-0.0045062-0.0062358i,-0.0038427-0.003171i,-0.001027-0.0013894i,0.00021719-0.00047571i,0.0003499-0.0016057i,0.00031209-0.0017895i,-0.00045513-3.4378e-05i,-0.0006659+0.0011983i,-0.00024675+0.0010538i,0.0010377-3.4712e-05i,0.0005789-0.00049662i,-0.00057766-0.00039909i,-0.00054339+0.00015312i,0.00042798+3.986e-05i,0.0005965-0.0012561i
0.0019207-0.00093621i,0.0034427+6.6686e-05i,0.0033891+0.00041579i,0.0016527+0.00062912i,-0.00080992-0.00012422i,-0.0025927-0.0038197i,-0.0033618-0.0085873i,-0.0029127-0.0078347i,-0.002312-0.0020144i,-0.00169+0.0012875i,-0.00031646-0.00069825i,0.00076291-0.003442i,0.00027125-0.0035093i,-0.00035834-0.0022361i,-0.00030723-0.0012824i,-0.00013623-0.00013081i,0.00034418+0.0010699i,0.00088783+0.0019021i,0.0011147+0.0019889i,0.0011521+0.00034967i,0.000656-0.00019717i,0.00013302+0.0004728i,0.00067082-0.00031203i
0.00044512+0.0037276i,0.0028301+0.0021174i,0.0069471+0.0014102i,0.0093569-0.00044516i,0.0079542-0.0033522i,0.0041017-0.00512i,0.00056305-0.005919i,-0.00047226-0.0056848i,0.00057364-0.0036645i,0.0013499-0.0020995i,0.00063465-0.0024512i,-0.0010742-0.0027874i,-0.0030468-0.0017257i,-0.0032279-0.0009722i,-0.0017941-0.00054486i,-0.00059761-0.00027999i,0.00054591-0.00013154i,0.0014214-0.00040911i,0.001203+0.0005197i,-0.00026428+0.0014184i,-0.00075101+0.00060914i,-0.00054294-0.0006706i,-0.00088156-0.0010814i
0.0012457-0.0002308i,-0.00015198-0.0023331i,-0.00056526-0.0057198i,0.00016759-0.0077437i,0.0014957-0.0066316i,0.001335-0.0045395i,0.00028406-0.002257i,-0.0010269-0.0023593i,-0.0024869-0.0052509i,-0.0033577-0.0057403i,-0.0038899-0.0034985i,-0.0039133-0.0012942i,-0.0035502+0.00011777i,-0.0023076+0.00071112i,-0.00050304+0.00027668i,-0.00059718-0.00023825i,-0.0013513-0.0011028i,-0.0012346-0.0013456i,-0.00044629-0.00062273i,0.00042817-0.0004639i,0.00067348-0.00014674i,0.00025765+0.00041044i,0.00022435+0.00018167i
0.0011459+6.8352e-05i,0.0027318+0.0006643i,0.0034843-0.00093831i,0.00080714-0.0019458i,-0.0022597+0.00033983i,-0.0014323+0.0039428i,0.0031164+0.0058104i,0.0041312+0.005255i,-0.00089369+0.0015746i,-0.0054009+0.00079796i,-0.0055724+0.0027463i,-0.0033078+0.0028928i,-0.0015273+0.0022688i,-0.00027273+0.0020232i,0.00044933+0.0017715i,1.7792e-06+0.00098952i,-0.00074278+0.00079291i,-0.0010476+0.00074713i,-0.0003912+1.9265e-05i,0.00030569-0.00018029i,0.00090544+0.00019585i,0.00093784+0.00012751i,0.00050877-0.0003217i
0.00056659+0.00032451i,0.00016223+0.0010365i,0.0010699+0.0032671i,0.0016192+0.0067124i,0.003172+0.010339i,0.0075613+0.011855i,0.014017+0.0086826i,0.016674+0.0038048i,0.010873+0.0022829i,0.0038084+0.0030426i,0.0023207+0.0032354i,0.0036149+0.0028924i,0.003585+0.0015651i,0.0024173-0.00014612i,0.0017701-0.00023147i,0.0012904+0.0004451i,0.0010826+0.00077965i,0.00049529+0.0011371i,-0.000609+0.0002264i,-0.0010994-0.0015475i,-9.6827e-05-0.0017913i,0.00091837-0.00078854i,0.00063516-0.0009405i
0.0023947-0.0031161i,0.0024258-0.0034826i,0.0042665-0.0019718i,0.0088473+0.0019623i,0.014451+0.0031372i,0.018828-0.00083689i,0.019266-0.0070195i,0.016321-0.01125i,0.013219-0.010422i,0.0098402-0.0071255i,0.0073783-0.0043556i,0.0068412-0.0036427i,0.0050889-0.0041018i,0.0025746-0.0029036i,0.0018938-0.00071621i,0.0020504-0.00074226i,0.0017113-0.00096539i,0.00091171-0.0008836i,-0.00030669-0.0015109i,-0.00091936-0.0018296i,-0.0016115-0.0021089i,-0.0018709-0.0025606i,-0.0007341-0.00097714i
-0.0022081+0.001116i,-0.00076984+0.0017046i,0.00013023+0.0038079i,0.0024405+0.0022351i,0.0043159-0.0065793i,0.0024762-0.015674i,-0.002855-0.016792i,-0.0060395-0.015505i,-0.0044151-0.014943i,-0.0021767-0.012883i,-0.00035031-0.010543i,0.001589-0.0090186i,0.002029-0.0067771i,0.0010363-0.0045323i,-0.00032184-0.0032165i,-0.00077855-0.0018648i,-5.0952e-05-0.001539i,0.00051903-0.0028138i,-5.1004e-05-0.0032422i,-0.0014127-0.0025128i,-0.0025412-0.001095i,-0.0019888-0.00032493i,-0.0013895-0.00032757i
-0.0014597-0.0034939i,-0.0037236-0.0021055i,-0.0074785-0.0014293i,-0.014461-0.00091294i,-0.023846-0.00074098i,-0.029556+0.00076382i,-0.027762+0.0058715i,-0.021977+0.0087931i,-0.016486+0.0047572i,-0.012162-0.00027162i,-0.00909-0.0023535i,-0.0066032-0.0027755i,-0.0038497-0.0026105i,-0.001941-0.0017252i,-0.0007191-0.00046538i,0.00043833-0.00028451i,0.00092909-0.0012428i,0.00052241-0.0017844i,-0.0012815-0.0014366i,-0.0022115+0.0008388i,-0.0016215+0.0017984i,-0.00098727+0.0010055i,-5.3009e-05+0.0015866i
-0.00020184-0.0011128i,-0.0016695-0.00046715i,-0.0063167+0.0011921i,-0.013169+0.007475i,-0.018057+0.018363i,-0.018601+0.028868i,-0.012104+0.032562i,-0.002657+0.029267i,0.0014476+0.022536i,0.00069367+0.015016i,-0.0021385+0.0093935i,-0.0029446+0.0075144i,-0.0011712+0.0057576i,0.00027772+0.0024848i,0.0012427+0.00072966i,0.0014999-2.2544e-05i,0.00097607-0.0012691i,0.00090233-0.0018055i,0.0011812-0.00092632i,0.001218+5.5275e-05i,0.0012057+0.00040619i,0.0015045+0.00010412i,0.0013566-0.00068106i
-0.00076247+0.0016404i,-0.0013491+0.0013065i,-0.0024264+0.0040559i,-0.00047075+0.0087765i,0.008367+0.014777i,0.018118+0.019109i,0.022181+0.015782i,0.022786+0.0097681i,0.021354+0.0061232i,0.016527+0.0034457i,0.009715+0.0042821i,0.0050968+0.0065429i,0.0039458+0.0062389i,0.003175+0.0035436i,0.0027519+0.00088419i,0.0028042-0.00039619i,0.0024285+0.00013803i,0.0025726-0.00014013i,0.0025837-0.0014886i,0.0019609-0.0029183i,0.0014466-0.0033601i,0.0004598-0.0021922i,-0.0013047-0.001588i
-0.0004762-0.001333i,-0.0011124-0.0017826i,-0.00082724-0.0028675i,0.0037303-0.0061507i,0.011033-0.013486i,0.016498-0.023059i,0.014198-0.027616i,0.0076872-0.026253i,0.0056976-0.022099i,0.004899-0.015206i,0.0042167-0.006974i,0.0062933-0.0011704i,0.0069154-0.00010705i,0.005226-0.00065064i,0.0039331-0.00062826i,0.0040387-0.00050906i,0.0048235-0.00050002i,0.005056-0.00070751i,0.0038888-0.0014143i,0.001533-0.0019444i,0.00047375-0.0018624i,0.00013641-0.0012273i,-0.00095786-0.00066044i
-0.00040186-0.0010312i,-0.0010402-0.0029801i,-0.00087207-0.0094055i,-0.004373-0.019181i,-0.012513-0.028883i,-0.020003-0.036232i,-0.024934-0.034097i,-0.027746-0.023221i,-0.025088-0.013652i,-0.017942-0.0078832i,-0.0092688-0.0049036i,-0.0030398-0.004744i,-0.00035699-0.0047614i,0.00084807-0.0020603i,0.00094727+0.00086243i,0.0021584+0.001379i,0.0029502+0.0014193i,0.002338+0.00085411i,0.0014214+0.00022422i,0.00036497-0.00033178i,-0.00053129-0.00026408i,-0.00072471+0.00033069i,-0.00071143+0.00059917i
0.0016283-0.0035398i,-0.0012173-0.0053176i,-0.0081018-0.0095209i,-0.017575-0.0097357i,-0.028451-0.00417i,-0.035537+0.0017671i,-0.033261+0.0045997i,-0.026908+0.0097937i,-0.019931+0.014513i,-0.012991+0.012948i,-0.0092786+0.0063428i,-0.0082049+0.00077613i,-0.007155-0.00074673i,-0.0044246+0.00037989i,-0.00079974+0.0025756i,0.0013507+0.0038222i,0.0012193+0.0031679i,0.000594+0.0014588i,-0.00036343+0.00034021i,-0.0013742+0.0010797i,-0.0015527+0.0018519i,-0.0010299+0.00088849i,0.00069185+5.8368e-05i
-0.00080551-0.0010481i,-0.0025861-0.0020918i,-0.0055936-0.0018513i,-0.006379+0.0021655i,-0.0031462+0.012979i,0.0019856+0.022375i,0.0076955+0.019875i,0.012144+0.014778i,0.013139+0.012483i,0.010423+0.0082252i,0.0036277+0.0036487i,-0.002758+0.0022973i,-0.0050059+0.0028351i,-0.0042253+0.0033679i,-0.001998+0.0034809i,6.3953e-05+0.0036921i,0.000869+0.0035343i,0.00053019+0.0026759i,0.00033868+0.0019333i,0.00097593+0.0015903i,0.0016885+0.0014478i,0.0013524+0.0011988i,0.0013189+6.5602e-06i
-0.00074727+0.00072317i,0.00077305-0.001497i,0.0045285-0.0028306i,0.012823-0.003072i,0.023988-0.0049209i,0.033385-0.008914i,0.034801-0.013121i,0.028114-0.018451i,0.01949-0.021336i,0.010136-0.017728i,0.0021644-0.0097748i,-0.00021095-0.0035022i,-0.00091147-1.091e-06i,-0.0031966+0.0016626i,-0.0037502+0.0019637i,-0.0020928+0.0023073i,-0.00036319+0.0028654i,0.0017378+0.0034123i,0.003705+0.0032764i,0.0042021+0.0024522i,0.0029266+0.0010698i,0.00094858+0.00054445i,0.00061599-0.00011144i
0.0016801-0.0022829i,0.0053846-0.0036006i,0.010039-0.0059666i,0.013315-0.010823i,0.012238-0.019054i,0.011449-0.027604i,0.010744-0.030634i,0.0032463-0.031232i,-0.0086349-0.029567i,-0.01462-0.020233i,-0.010588-0.0089572i,-0.0042337-0.003072i,-0.0017071-0.0020999i,-0.0017967-0.0013005i,-0.0025427+0.00078439i,-0.002654+0.001806i,-0.001454+0.0011037i,0.0004338+0.00079042i,0.0014505+0.0012349i,0.00015263+0.00086015i,-0.00096687+0.00048576i,-0.00026454+0.00097723i,0.00032226+0.0019409i
-0.0013033+0.0024376i,0.00057315-0.00023342i,0.0034728-0.0045545i,0.003116-0.008835i,-0.005279-0.010205i,-0.013019-0.0094595i,-0.011542-0.007144i,-0.01021-0.004249i,-0.014074+0.00059676i,-0.013503+0.0065596i,-0.0068134+0.0075576i,-0.001638+0.0024361i,-0.00062094-0.0019704i,-0.0020636-0.0027053i,-0.0027651-0.0012816i,-0.0026693-0.00041479i,-0.0032919-0.00061461i,-0.0030817-0.0006288i,-0.0022862-0.0010966i,-0.0021396-0.0015081i,-0.0014729-0.0012667i,-0.00018177-0.00089753i,-0.00057366-0.00048081i
-0.0012699-0.0020226i,0.00025107-0.0020779i,0.00024105-0.00051796i,-0.0014194+0.0058454i,-0.0016884+0.015983i,0.0022494+0.022889i,0.007637+0.021849i,0.012157+0.017783i,0.014172+0.01469i,0.014365+0.011167i,0.012061+0.0064117i,0.0076118+0.0014375i,0.0039586-0.0019946i,0.0014495-0.0025007i,0.00011804-0.0025374i,-0.0002809-0.0020327i,-0.00078849-0.0014679i,-0.0012806-0.0013028i,-0.0013388-0.00053652i,-0.0017175-0.00048506i,-0.0022218-0.00071938i,-0.0021966-0.0012537i,-0.0017333-0.00055328i
-0.00071227-5.7114e-05i,-0.00098701+0.0049475i,0.00072319+0.01215i,0.0063362+0.016933i,0.016078+0.014222i,0.024406+0.0091548i,0.026953+0.0060275i,0.027957+0.00048246i,0.027795-0.0083314i,0.022463-0.014151i,0.0139-0.012895i,0.0079315-0.0087149i,0.0055487-0.006535i,0.0033174-0.0056722i,0.0011475-0.0048071i,3.1983e-05-0.0033172i,-7.2656e-05-0.0019937i,0.00028487-0.00028606i,0.00010996+0.0016046i,-0.0010044+0.0021065i,-0.0023997+0.0016183i,-0.002568+0.00033334i,-0.0018245-0.00095001i
0.0023301+0.0017828i,0.004146+0.0021424i,0.0074114+0.0066827i,0.0098165+0.0075814i,0.0081585-0.0020539i,0.0038318-0.013251i,0.0016931-0.01486i,0.0026901-0.013721i,0.00088258-0.01912i,-0.0055841-0.022721i,-0.0081754-0.017738i,-0.0049807-0.010754i,-0.0019185-0.0070884i,-0.00099027-0.0057493i,-0.00023867-0.004157i,6.4372e-05-0.0028545i,-0.00022705-0.0031884i,-0.00031554-0.0029687i,-0.0009526-0.001318i,-0.0019342-0.00041603i,-0.0023139+0.00038476i,-0.0015333+0.0015382i,-0.00069524+0.0014354i
-0.0023682-3.3961e-05i,-0.00020113+0.0028511i,0.00054047+0.0055636i,-0.0012854+0.0056941i,-0.010794+0.006773i,-0.021387+0.010489i,-0.022225+0.012296i,-0.018199+0.010272i,-0.018066+0.0073684i,-0.019541+0.0075531i,-0.016475+0.0070517i,-0.010187+0.004604i,-0.0049152+0.0025481i,-0.0022714+0.00089631i,-0.00097675-0.0005157i,-0.00017693-0.0019287i,0.00041025-0.0028108i,0.00020893-0.003399i,7.1544e-06-0.0043102i,0.00040359-0.0034125i,0.00043055-0.00080084i,0.00076525+4.6164e-05i,0.0014654-0.00055769i
-0.0030831+0.0030246i,-0.0064698+0.0012359i,-0.010939-0.00054517i,-0.015173+0.0040204i,-0.01262+0.016114i,-0.0052959+0.027224i,-0.0010638+0.029137i,2.732e-05+0.027879i,0.001855+0.026105i,0.0040023+0.022236i,0.0039807+0.017467i,0.0027922+0.012499i,0.002531+0.008803i,0.002191+0.0064094i,0.0014478+0.0043471i,0.0013925+0.0025577i,0.001346+0.00091576i,0.0025056-0.00076316i,0.0029402-0.0015928i,0.0020361-0.0018093i,0.0012277-0.0016361i,0.0009194-0.0016212i,0.0017281-0.0017494i
