-0.0034288-0.00090407i,-0.0040236-0.00051716i,-0.0034809+0.00099677i,-0.0011299+0.0018879i,-0.00046268+0.0015059i,-0.00072928+0.0010847i,-0.00094042+0.0011642i,-0.00056579+0.00088115i,-0.00035068+0.00051469i,-0.00013579+0.0006364i,0.00061721+0.00029258i,0.00086009-0.00087924i,0.00090699-0.0017315i,0.0014564-0.0021508i,0.002245-0.0010975i,0.0013204-7.8825e-05i,0.00059425-0.00038437i,0.00040247-0.0011575i,-3.678e-05-0.0016872i,-0.00072249-0.001549i,-0.00066962-0.0011737i,0.00021635-0.00071591i,0.00071418-0.0002683i
0.0012577-1.0332e-05i,-0.0001902+0.00049811i,-0.00092758-0.00063537i,-0.00049248-0.0013745i,-0.0010327-0.0015834i,-0.001545-0.0017538i,-0.0010884-0.0010434i,-0.00065824-0.0004072i,-0.00028024-0.00028855i,-0.00050522+0.00020336i,-0.0011478+0.00052428i,-0.00054314-0.00015744i,0.00034769-0.00063033i,-0.00056155-0.0002945i,-0.00077072-0.00026432i,-0.00031115-0.00018159i,-7.724e-05-0.00038643i,0.0010303-0.00075078i,0.0013358-0.0001119i,0.0010393+3.9172e-05i,0.00098863-0.00080057i,0.00040326-0.00068978i,-0.00077662-6.6523e-05i
-0.0009207-0.00088083i,-0.00049586-0.00052199i,-0.0002378-0.00083581i,-0.00044009-0.0015671i,-0.00052452-0.0022266i,-0.00075293-0.0020317i,-0.0016601-0.0012414i,-0.0016238-0.00059377i,-0.00055902-0.00039384i,-0.00032913-0.00011137i,-0.00033841+0.00042255i,-0.00016704-0.00012997i,0.00029969-0.00017809i,0.00053995-0.00038231i,0.00085346-0.001062i,0.00057863-0.00025016i,-0.00043712+0.00040875i,-4.2876e-05+0.0001152i,0.00049837+5.3964e-05i,0.00048322-0.00010341i,0.0010346-0.00032465i,0.0011911+0.00018251i,0.0010371+0.00060207i
0.0010143-0.0001953i,0.00099923-0.00044429i,8.1255e-06+0.0014961i,-0.00062673+0.0027313i,-0.00065161+0.0018725i,-0.0012901-0.00012415i,-0.0014178-0.00076787i,-0.00075913-0.00036721i,-0.00051235-0.0004507i,-0.00051002-0.00049504i,-2.8501e-06-8.2797e-05i,-0.0006831+3.4019e-05i,-0.00093953+9.2355e-05i,0.00023267+0.00057164i,0.0012129+0.00037201i,0.00061885+0.00084632i,-0.00043429+0.00090851i,-7.8477e-05+0.00051991i,0.00068471+0.00043709i,0.00090701-0.00019419i,0.00040533-0.00081299i,-0.00011768-0.00071061i,0.00013277-0.00084104i
-0.0015386-0.00021572i,-0.00056932+0.00011332i,0.0010786-0.00044013i,0.0016127-0.0014462i,0.000355-0.0021727i,-0.0011998-0.0023102i,-0.0016132-0.0012954i,-0.00056693-0.00088552i,0.00048462-0.0011443i,5.0745e-05-0.0009235i,-0.00081294-0.00065578i,-0.0002649-0.0007424i,0.00091329+0.00013342i,0.0012447+0.0013686i,0.00086075+0.0012487i,1.6538e-05+0.0009625i,-0.00049534+0.0010258i,-0.00037793+0.00048991i,-0.00037784-0.00062303i,0.00029449-0.0011927i,0.00050208-0.00018077i,0.00018778+0.00044691i,0.00021803-5.7004e-05i
0.00092379-0.0022527i,0.00052459-0.0021881i,-0.00069775-0.00038501i,-0.0015238+0.00087106i,-0.0014644+0.00026958i,-0.0014662-0.0017804i,-0.00088996-0.0034082i,-0.00081857-0.0027413i,-0.0014007-0.00036215i,-0.0013356+0.0012733i,-0.0005025+0.0015744i,-0.00020879+0.0014045i,-0.00040106+0.00058775i,-0.00068229+0.00013166i,4.9631e-05+0.00026564i,0.000772+0.00059739i,0.00037749+0.00016021i,0.00039693-0.00078636i,0.00081335-0.0010335i,0.00091707-0.00044277i,0.00049327+7.4424e-05i,0.00028872+0.00045595i,-0.00042824-0.00010472i
-0.0006993-0.00079801i,-0.0013372-0.0016323i,-0.0009535-0.0027847i,-0.0004735-0.0029834i,-0.00012258-0.0022264i,-0.00077125-0.0014184i,-0.001064-0.00081139i,-0.00044025-0.0008759i,-0.00095834-0.00079993i,-0.0012265-0.00026727i,-0.00080621+0.00033508i,-0.00026117+0.00094255i,0.00017252+0.00078606i,-0.00026572+0.001235i,-0.00057943+0.001187i,0.00033895+0.00046876i,0.0011227-0.00031108i,0.00080588-0.00076186i,0.00067705-0.00031981i,0.00053121+0.0002615i,0.00054728-0.00013659i,0.00059156-0.00035644i,0.000467+4.4477e-05i
0.0003704-0.00066301i,0.00020531+0.00055729i,-0.00073331+0.0022957i,-0.0013604+0.0015834i,-0.0014227+0.00045596i,-0.0020252+0.00027112i,-0.0024505-0.00090232i,-0.0016472-0.0002505i,-0.00068705+0.00064727i,-0.00040525-0.00034094i,-0.00016292-0.00013077i,0.00033296+0.00090101i,0.00029255+0.00027595i,0.00029098+0.0002323i,0.00074974+0.00032753i,0.00087795-0.00042096i,0.00083435-0.00062531i,0.00063815-0.00041937i,0.00062067-0.00011949i,0.00044441-0.00017134i,-2.8332e-05-0.0001006i,0.00040245+0.00011873i,0.0010166-0.0002365i
0.00059768-0.0002271i,0.0011752-0.0011452i,0.001238-0.002156i,0.0014195-0.0031947i,-0.00033715-0.0035772i,-0.0021622-0.003101i,-0.0024418-0.0018026i,-0.001796-0.00070871i,-0.00065489-8.0947e-06i,-0.00035626+0.00086477i,-0.00059027+0.00062543i,-0.00067696+0.00020063i,-0.00034376+0.00073593i,-0.00083251+0.00061962i,-0.001191-0.00034101i,-0.00060273-0.00059235i,-0.00021955-0.00018962i,-0.00077736-9.6153e-05i,-0.00098038+0.00036168i,-0.00030557+0.0004133i,0.00030803+0.00060393i,0.00080037+0.00088812i,0.00027718+0.00073679i
-0.00070737+2.274e-05i,-0.0015717+0.00016332i,-0.002129+0.00068491i,-0.001374+0.0010187i,0.00011815+0.00018067i,9.3911e-05-0.0018876i,-0.0014859-0.0028296i,-0.0021239-0.0020261i,-0.0012091-0.00027717i,0.00040552+0.0010167i,0.00042069+0.0009078i,-0.00036105+0.00050676i,-0.00018329+0.00031716i,0.00046852+4.6149e-05i,0.00084334-7.0117e-05i,0.00022212+0.00017366i,-0.00060656+7.9486e-05i,-0.00054898-0.00014004i,-0.00028221-0.00019287i,0.00034406-0.00075201i,0.00045737-0.0012279i,-0.00042304-0.00018319i,-0.00072148+0.00028662i
-0.0028893-0.0023103i,-0.0033716-0.00099482i,-0.0019447+6.2476e-05i,-0.00039039+0.00077674i,0.00035667+0.0006939i,0.00035465-3.3411e-05i,-0.00020654-0.0013486i,-0.0005796-0.0019213i,-0.00049877-0.0011085i,-0.00010348+0.00067775i,0.00010755+0.0010446i,-0.00011815+0.00095978i,0.0001909+0.0011963i,0.00062427+0.00056953i,0.0010965+1.6623e-05i,0.0004529-0.00022585i,0.00013938-0.00058023i,0.00044669-0.00066696i,-9.0937e-05-0.00037999i,-0.00061826-0.00047929i,-0.00027345-0.00050652i,0.0001327+0.00034314i,0.00067244+0.00086482i
0.0015085-0.0010471i,0.0019791-0.0011245i,0.00053899-0.0002459i,-0.0013752-0.00031831i,-0.0016965-0.0013888i,-0.0018141-0.001769i,-0.0017333-0.001869i,-0.0010323-0.0012978i,-0.00047284-0.00041421i,-0.00047277+0.00055674i,-0.0002443+0.0011036i,0.00046244+0.00067461i,0.0010318+0.00052759i,0.00085788+0.00041783i,0.00023576+0.00033195i,3.5153e-05+0.00024759i,-0.0001626-4.3508e-05i,0.00030288-0.00018987i,0.00092812+0.00015211i,0.00024687+0.00066414i,4.688e-05+0.00051068i,0.00018873-0.00043797i,-0.00028517-0.0012309i
-0.0012992+0.00021695i,-0.0022516+0.00040841i,-0.0010508+0.00067058i,-2.4941e-05+0.00099108i,-0.0013883+0.00090872i,-0.0024177+6.5678e-06i,-0.0019123-0.00060864i,-0.0012205-0.00040703i,-0.0014684+0.00037492i,-0.0016283+0.00073945i,-0.00036298+0.00040327i,0.00082476-0.00012694i,0.0012943-0.00068493i,0.0010181-0.00020277i,0.00055804+0.00056453i,0.00037086+0.0010407i,-0.00018203+0.0013573i,-0.00053991+0.00096107i,-0.0004134+0.00083267i,-0.00010692+0.00062579i,0.00056317-0.00025603i,0.00092068-0.00013743i,0.00073351+0.0012665i
9.3431e-05+0.00028411i,0.0001325+9.4955e-05i,-0.00083537-4.4553e-05i,-0.0012462-0.0011426i,-0.0012457-0.0021561i,-0.0018077-0.0031802i,-0.0023637-0.0027235i,-0.0021073-0.001395i,-0.0012953-0.00019669i,-0.00012364+0.00053867i,0.00090154+0.00047713i,0.00031204+0.00034251i,-0.00094854-0.00016047i,-0.00096329-0.00049227i,-0.00048215-0.00054896i,-0.0001543-0.0006177i,-7.1709e-05-0.00010747i,-0.00020543+0.00058971i,-9.9232e-05+0.00075916i,-0.00093433+0.00039856i,-0.00091874+0.0002539i,0.00023313+0.00054565i,0.00077881+0.00034674i
-0.0015828+0.00039852i,-0.0008901+0.0012162i,-0.00048279+0.0013601i,-0.00092407+0.00078487i,-8.3424e-06+9.2678e-05i,7.7493e-05-0.00076831i,-0.0007653-0.00093517i,-0.00060265-0.00059544i,-4.1037e-05-0.00036688i,-8.6815e-05+0.00066809i,0.00050868+0.00078783i,0.00040858+0.00065067i,-0.00042228+0.00029362i,-0.00084436-0.00092738i,-0.00096592-0.0014844i,-0.00029273-0.0013766i,3.0294e-05-0.00073784i,-0.00067438-0.0001711i,-0.0010555+0.00012556i,-0.0010314-8.5525e-05i,-0.00090687-0.00021397i,-0.00029842-1.5944e-05i,0.00037099-0.00061007i
0.0034876+0.0010118i,0.0026686-0.0011792i,0.0011631-0.0023804i,-0.0012244-0.0025719i,-0.0029828-0.0029934i,-0.002807-0.0030101i,-0.0017084-0.0022551i,-0.0010161-0.0011043i,-0.00069228-0.00058971i,6.1939e-06-0.00068561i,0.00092681-0.00039751i,0.00089007+0.00044787i,0.00026512+0.00036887i,-0.00048661-0.00015293i,-0.00097889-0.00019446i,-0.00035054-0.00079767i,0.00016927-0.00070069i,0.00043047-4.0254e-05i,0.00023713-0.00061985i,7.6177e-06-0.000385i,3.6579e-05+0.00060119i,-0.00011055+0.00067963i,-0.00027705+0.00040411i
0.00022437+0.00041142i,0.00037706+0.0021539i,0.00037242+0.0020542i,-5.1786e-05+0.0014801i,-5.2297e-05+0.00069759i,-0.00087671-0.0010051i,-0.001594-0.0021269i,-0.00072442-0.00089058i,-3.9954e-06+0.00046102i,0.00026927+0.001072i,-0.0001512+0.0012266i,-0.00038678+0.0015102i,0.00013839+0.0020146i,0.00022227+0.001475i,5.7718e-06+0.00089905i,0.00074132+0.00010019i,0.0016741-0.00072976i,0.0015903+0.00015754i,0.0010298+0.00019202i,0.00028501-0.00046162i,-0.00036563+0.00022599i,-0.00037389+0.00066633i,-0.00077508+0.00045829i
0.0018023+0.00075438i,0.00086137+6.8459e-05i,-0.00053117-0.00070516i,-0.0009989-0.0019585i,-0.0006291-0.0029898i,-0.0009799-0.0031926i,-0.0014569-0.0023276i,-0.0012886-0.00093668i,-0.00066659+0.00015304i,-5.0746e-05+0.00069977i,-0.00020716+0.0010101i,-0.00012473+0.0014104i,-0.00032633+0.0012715i,-0.0012114+0.00059582i,-0.0012457-0.00013437i,-0.0011814+0.00066944i,-0.0011647+0.0013615i,0.0003352+0.00069132i,0.0013402+0.00070315i,0.00087087+0.00097467i,3.3882e-05+0.0011327i,-5.9534e-05+0.00055641i,0.00071594-0.00011124i
-0.0015258-0.0016557i,-0.00092927-0.00082803i,-0.00058205+8.2401e-05i,1.2329e-05+0.00064102i,1.8409e-05+0.00048599i,-0.00092807-0.00074653i,-0.0019157-0.0015243i,-0.0018812-0.00041891i,-0.00074333+0.00049837i,0.00013669+0.00063933i,-3.243e-05+0.000463i,-0.0004705+0.00032276i,-9.1718e-05+0.00012908i,0.00019761-6.107e-05i,-0.00020651+0.00013883i,-0.0010502+0.0006702i,-0.00083648+0.0008225i,-0.0001621+0.00050141i,-0.00017063-0.00032409i,-0.00041605-0.00066099i,-0.00046516-0.00018771i,-0.00034752+0.00099567i,-0.00021736+0.00088497i
0.00072855-0.00080591i,0.0011997-0.00029154i,5.1898e-05+0.00042718i,-0.00067211+0.00073409i,-6.9082e-05+0.00042068i,0.00022337-0.00077575i,-9.6433e-05-0.0017154i,-9.8641e-05-0.0010041i,0.00026451+0.00015824i,0.00091591+0.0011834i,0.0011423+0.0012886i,0.00092823+0.00058502i,0.0011092-0.0003738i,0.0018658-0.00020988i,0.0011028+0.00037094i,-0.00041565+0.00019705i,-0.00040659-0.0010478i,9.6536e-07-0.0020853i,-0.00058856-0.0015002i,-0.0011125-0.0012506i,-0.00062046-0.0016102i,-0.00017375-0.00079219i,0.00015517-9.1854e-05i
-0.0010423+0.0021737i,0.00032476+0.0022416i,0.00055285+0.0011712i,-0.00065667-0.0009347i,-0.0014937-0.0020119i,-0.0022091-0.0028128i,-0.0031046-0.0027623i,-0.0028055-0.0011252i,-0.0012786-0.00013852i,-0.00011892-0.00034215i,-0.00021245-0.00013134i,-0.00075846+0.00027558i,-0.00082957-0.00016341i,-0.00075859-0.00034633i,-0.00039025-0.00042614i,8.3055e-05-0.00068282i,0.00017052-0.00037965i,2.2154e-05-0.00020037i,4.9703e-05-0.00015689i,0.00027527-0.00011008i,0.00054114-0.00015698i,0.00037686-0.00026346i,8.8836e-05-0.00023116i
-0.0021203-0.00073656i,-0.0018069+2.2432e-05i,-0.0019627-0.00014272i,-0.0012276-0.00013566i,0.00022545-0.00023572i,0.00072903-0.0018661i,-0.00027617-0.0028369i,-0.0014258-0.0010964i,-0.0011932+2.6529e-05i,0.0010557-2.339e-05i,0.0021769+0.00028854i,0.0016417+0.00054333i,0.00097084+0.00084729i,0.0011722+0.00033678i,0.0013931-0.00070418i,0.00087796-0.0004781i,0.0012797+0.00026375i,0.0012479+0.00051395i,0.00038326+0.00037838i,-6.3043e-05-0.00024249i,5.7458e-05-0.0001641i,0.00018058+0.00039688i,0.00024947+0.00012742i
-0.00089741+0.0018767i,-0.00039628+0.0021709i,0.0021601+0.001566i,0.0028815+0.00012748i,0.0012359-0.00089651i,-5.1825e-05-0.0016691i,-0.0011403-0.001111i,-0.0017599+0.00014187i,-0.00094277+0.00059229i,-0.00029751+0.00060784i,-0.00075928+0.00071688i,-0.00074039+0.00013555i,-0.00027626-0.00065407i,-0.00069808-0.00093507i,-0.00053457-0.00066716i,-0.00091649+0.00045441i,-0.001171+0.00089284i,-0.00027456+0.00048695i,4.3943e-05+0.00026916i,0.00010299+0.00089395i,0.00020748+0.0015432i,0.00021057+0.0012618i,0.00030288+0.00059772i
-2.6607e-05-0.0019272i,-9.3265e-07-0.00067602i,0.00018889-0.00084289i,-0.00015175-0.0011667i,-0.00020714-0.00091158i,-0.00062972-0.00066933i,-0.001347-0.00055779i,-0.00085269-0.00045033i,0.00042573+9.9327e-06i,0.00040732-0.00023464i,3.4379e-05-0.00070094i,2.462e-05-1.0034e-05i,0.00059863+0.0002411i,0.001432+3.2479e-05i,0.0011566+0.00075421i,0.00085997+0.001198i,0.00027309+0.0011573i,-0.00011454+0.00089676i,0.00025207+0.00029137i,0.00073495-2.3821e-05i,0.0011877+0.00021558i,0.0010221+0.00071931i,0.00048498+0.0004838i
-8.9361e-05+0.00042636i,-0.00058141+0.001634i,-0.0010571+0.0020792i,-0.00023159+0.00094699i,-0.0003914-0.0013678i,-0.001285-0.0028607i,-0.0020322-0.00282i,-0.0022641-0.0018283i,-0.00082012-0.00059751i,0.00024633+0.00043758i,-0.00018856+0.00089556i,-0.00010294+0.00047612i,0.00060715-6.3465e-06i,0.00062743-0.00047188i,0.00013533-0.00098844i,-0.00052392-0.0010902i,-0.00059353-0.00057702i,-0.00082976-0.00050235i,-0.00074676-0.0007225i,-0.00016757-0.0011802i,0.00039723-0.00092541i,0.00031262-0.00017475i,-0.00017502-0.00029783i
-0.0012032+0.00043765i,-0.0010157+0.0010077i,3.754e-07+0.00020027i,0.00025212-0.00050207i,-0.00059328-0.0015695i,-0.0010358-0.002422i,-0.00047871-0.0018582i,0.00012371-0.00072571i,0.0001612-0.00024425i,0.0006951+9.9672e-05i,0.00085832+0.00081069i,0.00041162+0.0010926i,-0.00015162+0.00092769i,-0.00049549+0.00078476i,-0.00072985+0.0001594i,-0.00021905-0.0005026i,0.00036103-6.0799e-05i,0.00045681+0.00025591i,0.00073505+0.00055936i,0.00062648+0.00047937i,0.00040709-0.00039297i,0.00024515-0.00051283i,-5.8169e-05-0.00032958i
0.0010634+0.0018159i,0.0013222+0.0011772i,0.0023664+0.00079268i,0.0021415+4.4627e-05i,0.00040554-0.0011464i,-0.0011651-0.0014398i,-0.0017921-0.00074798i,-0.0019316+0.00042605i,-0.0010903+0.00046074i,-0.00046672+0.00018507i,-0.00025122+0.00038536i,-0.00019766+0.00064511i,8.4368e-05+0.00074447i,0.00025734+0.00017964i,0.00039726+6.8167e-05i,0.00027177+0.00010241i,-0.00011965+0.00077617i,-0.00015387+0.0014106i,0.00027115+0.00095603i,0.00078562+0.00047156i,0.0010657-0.00017461i,0.00095881-0.00038371i,0.00085174-0.000264i
-0.00061645-0.00010427i,0.00071241+0.0001453i,0.00022276-0.00037888i,-0.00040816-0.00075376i,-7.3837e-05-0.00081432i,-0.00097843-0.0017207i,-0.0018267-0.0019503i,-0.00086733-0.0014698i,0.00047122-0.0010748i,0.00060584-0.0005315i,0.0001226+0.00053347i,-0.00014996+0.00058175i,-0.00035801-0.00047989i,-0.00031034-0.00067812i,-0.0001512-0.00046732i,-0.00020397-2.6257e-05i,-0.00083241+0.0007513i,-0.00096197+0.00083756i,-0.00050371+0.00062468i,-0.0003724+0.00049339i,-0.00035441+0.00058757i,0.00042991+0.00035859i,0.00078155+0.00021645i
7.4864e-05+0.00034097i,-0.00058917+0.0022067i,-0.0010505+0.0033958i,-0.00090612+0.0017912i,-0.0016459+0.00012943i,-0.0023457-0.0014533i,-0.0025175-0.0018004i,-0.0014431-0.00050155i,-0.00015009+9.5226e-05i,0.0001143+0.00049125i,-0.00041567+0.00090977i,-0.00081556+0.00063836i,-0.00022253+0.00023428i,0.00042297+0.00024242i,0.00077238+0.00085852i,0.00011692+0.0010213i,-0.00080606+0.00031601i,-0.0010413-0.00028878i,-0.00067675-0.00071312i,-0.00031884-0.00084173i,-0.00075205-0.00077852i,-0.0012283-0.00040168i,-0.0012621+0.00018807i
-0.001492-0.00032995i,-0.0015874-0.00075284i,-0.0014115-0.0012561i,-0.00044254-0.00072881i,9.4153e-05-0.00022199i,0.00010991-0.0011453i,-0.00034457-0.0016716i,-0.00071054-0.0013358i,-0.00012283-0.0010275i,0.00047-0.00022459i,0.00038245+0.00018471i,-1.6718e-05+9.6892e-05i,-0.00010425+0.00021539i,0.00066712-0.00049872i,0.00083627-0.0014588i,-0.00014159-0.0011517i,-0.00070694-0.00017362i,-0.00052262-0.00016605i,-0.00010726-0.00030896i,3.14e-05-0.00064403i,-0.0002658-0.00069802i,-0.000367-0.00093516i,0.00015865-0.00069209i
0.00092116+0.00061976i,0.0008526+0.00021574i,0.00066719+0.00015961i,-0.00033242-0.0006145i,-0.00076142-0.0014507i,-0.0012322-0.0018268i,-0.0013119-0.0019675i,-0.00050298-0.0017127i,0.00030924-0.0011383i,0.00064769-0.00068414i,0.00057359-0.00010855i,0.00036708+0.00065053i,-0.00020399+0.0012138i,-0.0010586+0.0012513i,-0.0012095+0.00070352i,-0.00030012-0.00013469i,0.00078218-0.0011069i,0.0012784-0.00064894i,0.00071448+0.00037119i,0.000368+0.00017279i,0.00077272-0.00075036i,0.001154-0.0013171i,0.00094707-0.0010056i
-0.00068326+0.00022431i,-0.00067428-0.00019202i,-0.00012114-0.00050558i,0.00070879-0.00065798i,0.00053714-0.0010437i,-0.0003421-0.0018952i,-0.0014318-0.001828i,-0.001519-0.00080854i,-0.00030939+0.00031879i,0.00015974+0.00037601i,-5.0175e-05+5.8005e-05i,3.3835e-05+2.0821e-05i,0.00020127+0.0001345i,-6.8074e-05+0.00052144i,-0.00060011+5.4887e-05i,-0.00061674+0.00012554i,-0.00031002+0.00040475i,-0.00014471+0.00072516i,-0.00035443+0.00078832i,-0.00036422+0.00023781i,-0.00046742+0.00047712i,4.0796e-05+0.00060353i,0.00088892-0.0006249i
-0.001502+0.0011269i,-0.0012007+0.0020218i,-0.00048642+0.0031439i,0.00058842+0.0024752i,0.00079585+0.00036246i,-0.00077188-0.0022191i,-0.0016348-0.0026951i,-0.0013614-0.0016819i,-0.00059752-0.0011681i,-0.00080331+8.5937e-06i,-0.00084327+0.0015001i,0.00057664+0.00099988i,0.0011889-0.00098288i,0.0012446-0.0014262i,0.0011807-0.000771i,0.00088472+7.5398e-05i,-0.00073568+0.00046601i,-0.0016838+0.00030075i,-0.00077076+0.00011362i,-0.00097427-0.0002773i,-0.00086981+0.00054367i,0.00025417+0.0011241i,0.00026621+0.0011085i
-0.0015488+0.0012313i,-0.0015456+0.0003217i,-0.00060149-0.0013813i,-0.00068098-0.00086271i,-0.0012311-0.00052308i,-0.0011236-0.0016068i,-0.0016627-0.0018673i,-0.0019501-0.00096379i,-0.0016276-7.3026e-05i,-0.001161+0.00025478i,-0.00025941+0.0003752i,0.00029729+0.00033049i,0.000517-0.00029208i,0.00052552+0.00018578i,0.00010185+0.00077042i,-6.7326e-06+0.00027416i,-0.00026723-0.0007967i,-0.00038299-0.0011099i,0.00027343-0.00061452i,0.00042768+0.00036251i,-0.00051237+9.5344e-05i,-0.00049532-0.00041957i,-0.00060981+4.9403e-06i
-0.00067925-0.001301i,-0.00050278-0.0009799i,-0.00051839-5.4335e-05i,-0.00091587+0.00075279i,-0.00057761+0.00081545i,-0.00023651+0.00013534i,-0.0016252-0.00081245i,-0.0019967-0.0012651i,-0.0013667-0.00089723i,-0.00056563+5.3864e-05i,3.5132e-05+0.00080925i,0.00050886+0.00098932i,0.00075718+0.00075674i,7.5726e-05+0.00018828i,-0.00047126-0.00035619i,-0.00017599-0.00099141i,0.000247-0.0012721i,0.00065037-0.0010805i,0.00079247-0.0011107i,0.00046575-0.0011698i,-0.00013459-0.00096634i,0.00029567-0.0011274i,0.00082124-0.001569i
-0.0021162+0.0032248i,-0.0012852+0.0028154i,-0.00016562+0.0031798i,0.0017814+0.0025703i,0.001798+0.00042226i,0.00031162-0.0019615i,-0.0013267-0.0015573i,-0.0022452+0.00018576i,-0.0013165+0.00040007i,0.00018522+0.00054256i,0.00027098+0.00081148i,-5.4614e-05-1.3212e-05i,7.2628e-05-0.00086667i,0.0005924-0.0010664i,0.00036336-0.0013193i,0.00055317-0.00061494i,0.00086044+0.00085596i,0.00056393+0.001023i,0.00048407-0.00015623i,5.0975e-05-0.00074796i,0.00015482+0.00010444i,1.5756e-05+0.0014786i,0.00015612+0.0012151i
-0.0030563+0.0014638i,-0.002885+0.0013241i,-0.0016597+0.00064776i,-0.00081831-0.00086831i,-0.001435-0.0028945i,-0.0024699-0.0033354i,-0.0024959-0.0023883i,-0.0013961-0.00063931i,-0.00092456+0.00058941i,-0.00052515+0.00050903i,6.3868e-05-8.2133e-05i,-3.8699e-05-0.00051025i,-0.00021719-0.0002228i,-0.00057384-0.00023845i,-0.00033073-7.014e-05i,-0.00019569+0.00039998i,-0.0006609+0.00086282i,-0.00052717+0.00027386i,-0.00066654-0.00052086i,-0.00047867-5.7394e-05i,-0.00046076+0.00041109i,-0.00081914+0.00034539i,-3.4367e-05+0.00072545i
-0.0010204-0.0013428i,-0.0018994-0.0003835i,-0.0017971+0.00038168i,-0.0006547+0.0003301i,3.4586e-05+0.00016738i,0.0001799-0.0013224i,-0.00082395-0.0028958i,-0.001295-0.0018922i,-0.00082692+3.555e-05i,-0.00067252+0.00073891i,-0.00023287+0.00083255i,0.00031278+0.0011162i,0.00074524+0.0011166i,0.0012775+0.0012904i,0.001273+0.0010886i,0.00063696+0.00064874i,9.2675e-05-2.1463e-05i,0.00031732+0.00014799i,0.00053116+5.0534e-05i,-3.2573e-05-0.00079289i,-0.00074032-0.00011976i,-0.0011439+0.00049716i,-0.00063281+0.00049906i
-0.0013718+0.00077482i,-0.00091194+0.00089988i,-0.0012103+0.00076561i,-0.0014429+0.00027109i,-0.00047727-0.0008693i,5.942e-05-0.0017684i,-0.0014052-0.0015928i,-0.0022911-0.0012983i,-0.0013664-0.00078954i,-6.0637e-05-0.00051665i,0.0004576-8.2087e-05i,0.00055336-0.00039747i,0.00063694-0.001133i,0.00046429-0.0011372i,0.00044786-0.00046378i,7.336e-05-0.00010427i,-0.00043417-0.00073804i,0.00018311-0.00093391i,0.00077489-0.0010028i,3.9741e-05-0.00071416i,-0.00067856-0.00055688i,-0.00010235-0.0011848i,0.00086878-0.00084265i
1.2715e-05+2.1275e-05i,-0.00040357-4.7946e-05i,-0.0013665+0.00029659i,-0.001315+0.00060052i,-0.001355+0.00021206i,-0.002291-6.9596e-05i,-0.0019037+9.58e-05i,-0.00085734+0.00067666i,-0.00022552+0.00085719i,-0.00033853+0.00096476i,1.8945e-05+0.00097521i,0.00039528+0.00073576i,0.00012169+0.00077847i,1.8829e-05+0.00047017i,-8.5231e-05+0.00051976i,-0.00014261+0.00045543i,-0.00024251-0.0003496i,0.00020719-0.00062947i,0.00037783+0.00016266i,0.00017003-0.00040248i,0.00070385-0.00081986i,0.00076594-0.00064703i,0.0004756-0.00055472i
-0.00079414+0.0035401i,-0.00087384+0.0035558i,-8.4753e-05+0.0028428i,0.00050064+0.00097058i,0.00055836-0.00157i,-0.001294-0.0030437i,-0.0032105-0.0022341i,-0.0024518-0.00044668i,-0.00079866+0.00052251i,-0.0008186+0.00074938i,-0.0012761+0.00076042i,-0.0006564+0.0001624i,-0.00017606-0.00047987i,-0.00059467-0.00028372i,-0.00070427-4.6637e-05i,0.00020599+0.00031425i,0.001626+0.00097497i,0.0015628+0.0016508i,0.00010332+0.0012975i,-0.0006362+0.00073307i,-0.00047307+0.00020544i,-0.00058288-9.7791e-06i,-0.00037995+0.00025778i
0.00028245-0.0016618i,0.001445-0.0014174i,0.0018315-0.0014873i,0.0019102-0.0012177i,0.001852-0.0010177i,0.0014223-0.0026217i,-0.00014262-0.0026299i,-0.00081704-0.0020397i,-0.00039159-0.00098232i,-0.0001088+0.00033502i,0.00038347+0.00065383i,0.00014828+0.00065305i,0.00035815+0.00025469i,0.00068337-0.00022953i,0.00038225-0.00025338i,0.00038761+0.00012078i,0.00031722+0.00062853i,0.00033462+0.0005292i,0.00047892-0.00017385i,0.0006513-0.0011158i,0.00037681-0.00081888i,-0.00056591+0.00054456i,-0.00091231+0.0012315i
-0.00064057-0.0015087i,-0.00088063-0.0012656i,-0.0017624-0.00051618i,-0.0021036+0.00062922i,-0.002021+0.00025534i,-0.0015498-0.0017911i,-0.0012554-0.0026747i,-0.00072692-0.0017317i,-0.00049321-0.00065683i,-0.00017472-4.4458e-05i,0.0009958-0.00041344i,0.001536-9.2753e-05i,0.0015056+0.00025185i,0.0010911+0.00022243i,0.00069065-4.254e-05i,9.23e-05-0.00034077i,-6.214e-05-0.00023128i,0.00065036-0.00045426i,0.0011427-0.00047358i,0.00034679-0.00057701i,0.00021225-0.0012218i,0.00053012-0.0016083i,-8.0464e-05-0.0011564i
-0.0019485+0.00080527i,-0.00082298+0.0031568i,0.00034126+0.0044306i,0.0018052+0.0035151i,0.0014353+0.0012581i,-0.00080227-0.0011203i,-0.0020055-0.0028103i,-0.0016704-0.0024471i,-0.00094343-0.0011098i,-0.00035371-0.00062267i,-8.5493e-05+0.00027729i,0.00045363+0.00059923i,0.00021561-8.9468e-05i,7.8766e-05-0.00024499i,0.0010674-0.00016695i,0.0014288-0.00059042i,0.00087659-0.00065255i,0.00033429-0.00089236i,0.00028231-0.00062914i,5.5136e-05-0.00046374i,-0.00030998-0.00066294i,-0.00021785-0.00049213i,0.00034942-0.00073642i
