1.5516e-05+0.00015135i,0.00017157-0.0014105i,0.00016987-0.0029039i,-0.00016188-0.0025202i,-0.00089011-0.0010464i,-0.0016084+0.00023433i,-0.0014372+0.00082202i,0.00022735+0.00075567i,0.0013918+0.00015725i,0.0012139+8.9239e-05i,0.00057535+0.00032278i,-0.0004006-0.00020056i,-0.00090828-0.00026219i,-0.0008261+0.00012873i,-0.00035483+0.00044975i,-0.00024947+0.00014066i,-0.00030296-0.00050868i,0.00033024-0.00085528i,0.00024753-0.00097136i,-0.00076943-0.0011498i,-0.0006012-0.0010034i,0.00023098-0.00062489i,0.0003219-0.00013571i
0.0014159+0.0012257i,0.0010746+0.00090456i,0.00049175-2.6596e-05i,-0.00029335-0.0013136i,-0.0018417-0.001802i,-0.0025207-0.0010326i,-0.0010167+0.00032256i,-0.00037145+0.00034607i,-0.00045262-0.00026073i,-0.00086991-3.9588e-05i,-0.0013473+0.00085171i,-0.0013113+0.0010393i,-0.00092701+0.00011798i,-0.00057726-0.00013382i,-0.00037906+0.00018837i,6.7138e-06+0.00023504i,-0.00014549-0.00011345i,-0.00015944-0.00023603i,-3.3163e-06-0.00031537i,-3.4994e-05+0.00049907i,-0.00018968+0.0012347i,-0.00013063+0.00034975i,0.00057207-0.0002903i
0.0014752-0.0015763i,0.002378-0.0022968i,0.0026757-0.0026542i,0.0010992-0.002723i,-0.00047124-0.0021761i,-0.00079152-0.0010292i,-0.0002689+0.0003375i,2.0041e-05+0.00082357i,-0.00058247+0.00080723i,-0.001447+0.00084444i,-0.001671+7.5139e-05i,-0.0013557-7.5616e-05i,-0.00062797+0.00038151i,0.00071839+0.00014885i,0.00071481-0.00039731i,-0.00025035-0.00093127i,-0.00014623-0.00074502i,0.00031129-0.00037788i,0.00038017-8.6345e-05i,-0.00020594+0.00019849i,-0.0010416+0.00037148i,-0.0010008+0.00062155i,-0.00019297+0.00014199i
-0.00081596+0.0028355i,0.0011686+0.0021674i,0.0030047+0.0028723i,0.0035405+0.0025923i,0.0022976+0.00099191i,-8.4448e-06+7.8011e-05i,-0.00076254+0.00075531i,-0.00022075+0.00098068i,-9.507e-05+0.00034545i,-0.00033719+0.00055641i,-3.5736e-05+0.000838i,-1.233e-05+0.0004083i,-0.00050758-0.00017986i,-0.00072083+0.00044005i,-0.00011638+0.00062014i,0.00085703+0.00020274i,0.00072592-0.00021152i,0.00060878-0.00042967i,0.00052379-0.00026859i,0.00048012-0.00013789i,0.0008282-0.00014348i,0.0013782-0.00025431i,0.00082369-0.00053312i
-0.0020335+0.000635i,-0.0020885+0.00044369i,-0.0019237-0.00011008i,-0.0014286-0.00043724i,-0.0012517-0.00074502i,-0.0010281+2.6198e-05i,-0.00048871+0.0010568i,-0.00043588+0.0009126i,-0.00078873+0.00055416i,-0.0012624+0.00051027i,-0.0016544+0.00043599i,-0.0012566+0.00067776i,-0.0010966+0.00066043i,-0.00057109+4.4657e-05i,-0.00040848+0.00012189i,-0.00049066-0.00011448i,-0.00013093-0.00032i,0.00048547+0.00043697i,0.00033697+0.00059248i,0.00020633-0.00029278i,0.00055165-0.00037356i,0.00054409+0.00014068i,0.00039912+0.00068826i
0.0012942+0.00027825i,0.0026932+0.00044743i,0.0034647-0.0014921i,0.0021033-0.0024825i,0.00045454-0.0020283i,-0.00028385-0.0014809i,-0.00014436-5.6932e-05i,0.00028801+0.00032036i,-0.0002393+0.00014699i,-0.0010527+0.00059274i,-0.0007901+0.00054853i,-0.00072922-0.00018612i,-0.00099964-0.00060238i,-0.00079142-0.00031326i,-0.00014776-0.0005867i,0.00054746-0.00075633i,0.00036382-1.8813e-05i,0.00016723+0.00050237i,6.676e-05+0.00022558i,-0.00039639+0.00020876i,-0.00019636+0.00081566i,6.2018e-05+0.0012647i,-0.0002451+0.00068919i
-0.00035106+0.0010738i,0.0012539+0.0018613i,0.0015925+0.0017815i,0.00070127+0.00052599i,-1.3683e-05-0.00073778i,-0.00066916-2.8259e-05i,-0.0008455+0.0006963i,-0.00062227+0.0002296i,-0.0012131-1.762e-05i,-0.0018633-2.4105e-05i,-0.0013376+0.00050444i,-0.00032256+0.0011901i,-0.00035533+0.0012191i,-0.00073547+0.00024034i,-0.00065826-0.00049151i,-0.0004323-0.0006054i,-0.00015121-0.00077273i,-0.00026169-0.00043324i,0.00049744+0.00030349i,0.00081228+0.00096291i,0.00065259+0.00046076i,0.00082356-8.5708e-05i,0.00047261-0.00038102i
0.002561-6.7391e-05i,0.00281-0.0013642i,0.0027183-0.0011522i,0.0010185-0.00072535i,-0.00052295-0.0020923i,-0.0012515-0.0017781i,-0.0014397-0.00030735i,-0.00095385-2.4686e-05i,-0.0010912+0.0002114i,-0.0015642+0.00065837i,-0.0012922+0.00080931i,-0.001056+0.00047126i,-0.00053659+0.00038701i,0.00045301+0.00060149i,0.00034732+0.00069957i,0.00040625+0.00060719i,3.9708e-05+5.7757e-05i,-0.00016653-0.00013542i,0.0002515+0.000114i,0.00034636+0.00048768i,0.00038896+0.00057964i,0.00050122+0.00037707i,0.00067081+0.00055518i
-0.00033764+0.0020699i,-0.00030973+0.0014651i,0.00038078+0.00016911i,0.00099376-0.00085774i,0.00010988-0.00055786i,-0.00035957+0.00043574i,-7.8407e-05+0.00078927i,-0.00039079+0.00091858i,-0.0010914+0.0011611i,-0.0012953+0.0010371i,-0.00038615+0.0007977i,0.00029958+4.7131e-06i,0.00010704+0.00042907i,-0.00043429+0.00083516i,-0.00070056-0.00052555i,-0.00036398-0.0011277i,-0.00024906-0.0005938i,-0.00013122+6.0407e-05i,-0.00045848-5.2216e-05i,-0.00095967-0.00038833i,-0.00070943+6.2424e-05i,-0.00074929+0.00078021i,-5.0891e-05+0.0013194i
0.0003618-0.00082247i,0.00027476-0.00043447i,0.00061854-0.00082293i,0.00018756-0.0013631i,-0.00077946-0.0011921i,-0.0012297-0.00076418i,-0.0011823-0.00067146i,-0.00096778-0.00047376i,-0.0010802-0.00018823i,-0.00091244+0.00063763i,-0.00083364+0.0010417i,-0.0011493+0.00048693i,-0.00086017+5.5401e-07i,0.00018282+0.00035984i,0.00013419+0.00079025i,-0.00039996+0.00073161i,-0.00028898+0.0010755i,-0.00079509+0.00067183i,-0.0011904-0.00041404i,-0.0003157-0.00099652i,9.3169e-05-0.00079015i,-1.0272e-05-0.00042273i,6.3852e-05+0.00020973i
0.00018915-0.00049608i,0.0020602-0.00012239i,0.002638+0.00070438i,0.001344+0.00040648i,7.7364e-05-0.00036045i,-0.00051766+0.00028568i,-0.00033721+0.0011272i,-0.00011534+0.00089849i,2.1232e-05+0.00029767i,-0.00058784+6.7495e-05i,-0.0014475+0.00011411i,-0.0015123+0.00042333i,-0.0014913+0.00049542i,-0.0017378+0.00020422i,-0.0010642-0.0003433i,0.00015021-0.00071731i,0.00036345-0.00011094i,-0.00066125+0.00017329i,-0.0011083-0.0002504i,-0.0009391-0.0004521i,-0.0010868+2.7672e-05i,-0.00091213+0.00019368i,-6.7636e-05-0.00022232i
-0.00042321+0.00062898i,-0.001348+0.00042832i,-0.0017833+0.00023751i,-0.0015015-2.5844e-05i,-0.0014943-0.00053612i,-0.0013298+0.00064069i,-0.00029211+0.0017304i,-0.00027016+0.0018636i,-0.0012747+0.00099075i,-0.001604+0.00028131i,-0.00059179+5.5869e-05i,0.00040225-5.9178e-05i,0.00044563-0.00094769i,0.001116-0.0012184i,0.0014343-0.00038828i,0.00063121-0.00042053i,0.00044447-0.00085206i,0.00059069-0.00018745i,8.6727e-05+0.00032043i,-9.5127e-07-0.0001302i,7.0451e-05-0.00062008i,-0.00031211-0.0004277i,-0.00043781+0.00023246i
0.0017854-0.0021207i,0.0028127-0.0022399i,0.003494-0.003564i,0.001711-0.003668i,-0.0011924-0.002437i,-0.0020205-0.0014386i,-0.0011411-0.00083094i,-0.00046929-0.0010059i,-0.00069669-0.00068205i,-0.00069655+0.00085721i,-0.00064421+0.0021922i,-0.00071426+0.00093215i,-0.00033649-0.00029458i,-0.00058462+0.00014409i,-0.00084091+0.00094676i,-0.00029646+0.00084722i,7.782e-05+0.00026253i,0.00015349-0.0003983i,0.00027062-0.00037669i,0.00024599-5.038e-05i,1.0467e-05+9.739e-05i,-0.00047233+2.2511e-05i,-0.00030798-0.00029532i
2.0302e-05+0.0010128i,0.00071653+0.002977i,0.0018209+0.0022255i,0.0019516+0.00043184i,0.00082015-0.00014233i,-8.4644e-05-2.2799e-05i,-0.00061025+1.0999e-05i,-0.00030212+0.00017524i,0.00014791+6.8834e-05i,3.7468e-05+0.00055179i,-0.00011156+0.0011803i,-0.0002439+0.00080372i,-0.0011066+0.00055293i,-0.00097104-0.00024873i,0.00011185-0.00071821i,0.00074185-0.00035088i,0.00076389+7.6234e-05i,0.0004078+7.7257e-05i,-2.3833e-05+7.8502e-05i,6.8066e-05-0.00022429i,0.00053366-2.1014e-05i,5.7856e-05+0.00058756i,-0.00062152+0.00031321i
0.0017386+0.0015862i,0.0017458+0.00072165i,0.00085915-0.00021704i,0.00032807-0.00080431i,-0.00019254-0.0014828i,-0.00059193-0.00089672i,-0.00065878+0.0010447i,-0.00060206+0.001046i,-0.00040661+0.00021424i,-0.00056443+0.00017417i,-0.00051542+0.00043863i,-0.00035528+0.00065894i,-0.00055752+0.00085954i,-0.00092073+0.00069661i,-0.0007993+0.00086172i,-0.00039919+0.00096459i,-0.0001056+0.00045809i,-0.000296+0.00061986i,-0.00069264+0.00066188i,-0.0010037+0.00068025i,-0.0010579+0.00020715i,-0.00073012+0.00023152i,-0.000249+0.00067289i
0.0024376+0.0020126i,0.002398+0.00095208i,0.00338-0.0011092i,0.0024983-0.002754i,0.00030412-0.0031819i,-0.0013925-0.0019243i,-0.0015354-4.1437e-06i,-0.00062259+0.0006977i,-0.00033486+0.00067424i,-0.001033+0.0001558i,-0.001508-0.00092547i,-0.0012073-0.00052863i,-0.00068783+0.00085976i,-0.00053333+0.00086678i,-0.0008259+0.00054959i,-0.00020592+0.00070247i,0.00022897+0.0008395i,-0.00018862+6.3873e-05i,-3.6114e-05-0.00070178i,-0.00037056-0.00015368i,-0.00089625-2.8949e-05i,-0.0003426-0.00022531i,-0.00013528-0.0006292i
-0.0031889-0.00082397i,-0.0031285-0.00019684i,-0.0023266+0.00042776i,-0.0011063+0.0010197i,-0.00074546+0.0012459i,-0.00093501+0.0011569i,-0.00038467+0.0010348i,0.00015833+0.00060602i,6.8648e-05+0.00030136i,-0.00019274+0.0007537i,-0.00036445+0.00068644i,9.0353e-05+8.1063e-05i,0.00041598-0.00022446i,0.0004747+7.8371e-05i,0.00067151+0.00038166i,0.00061612-1.2992e-05i,-3.247e-05-0.00043577i,-0.00087524-0.00019002i,-0.00040291-1.6876e-05i,0.00044855+6.0585e-05i,0.00061594+0.00057791i,0.00027054+0.00066676i,0.00018585-0.0003923i
0.00010535-0.0023189i,0.00034148-0.00044706i,-0.00098409+0.00016432i,-0.0023124+0.00014318i,-0.0023042+0.00028718i,-0.0014722+0.00069844i,-0.0010874+0.0010158i,-0.00094379+0.0012496i,-0.0011119+0.0011108i,-0.0014141+0.00098944i,-0.0013319+0.0012872i,-7.943e-05+0.00082383i,0.0007294-0.00016067i,0.00017519-0.00097927i,2.9197e-06-0.0011099i,0.00030616+3.8421e-05i,0.00042062+0.00080288i,0.0010518+0.00033518i,0.0016407+0.00036558i,0.0012785+0.00077809i,0.00097432+0.00033613i,0.00058436-9.1311e-05i,0.00033828+0.00070972i
0.0015862-0.001904i,-0.00082222-0.0015005i,-0.0021971-0.0011363i,-0.0021223-0.0018742i,-0.0013292-0.0019489i,-0.0012671-0.00069963i,-0.0010738+0.00023678i,-0.00085971+0.00036988i,-0.00041513+0.00028131i,9.6621e-05+0.00031892i,-0.00041549+0.00044859i,-0.00044152+0.0008351i,0.0003345+0.0017687i,0.00025134+0.0018731i,2.7361e-05+0.0005956i,-0.00045202-0.00018717i,-0.00061196-0.00012335i,4.0632e-05-0.00082315i,-0.00016197-0.0012093i,-0.00028932-0.00067049i,-0.00038132-0.00019656i,-0.00049265-9.8398e-05i,-0.00043497+0.00039578i
0.00073935+0.00083264i,0.0011754-0.00086684i,0.0024233-0.0013718i,0.0016876-0.0014167i,0.00017591-0.002017i,-0.0003657-0.0011621i,-0.0007102+0.00039956i,-0.00054323+0.00094456i,-0.00026934+3.6793e-05i,-6.851e-05-0.00036773i,-0.00058691+0.00011232i,-0.0015339+0.00047667i,-0.0011645+0.00061211i,-0.00030509+0.00091072i,0.00018644+0.0012445i,-0.00025913+0.0014096i,-0.00072701+0.00092928i,0.00042052+0.00014858i,0.00057962-0.00011545i,0.00032543+2.1531e-05i,0.00061187+0.00060859i,0.00066322+0.00064218i,0.0006248-0.00018965i
0.00099925+0.0010661i,0.0006679+0.00085766i,0.00052634+6.9874e-05i,0.00072994-0.00042104i,2.9117e-05-0.0010613i,-0.00067867-0.0011251i,-0.00088065-0.00058206i,-0.0013538+0.00039229i,-0.001662+0.00082682i,-0.0017406+0.0003068i,-0.0017423-0.0002817i,-0.00052658-0.00011152i,0.00060171+0.00042312i,0.00057132+0.00018217i,0.0003586-4.8028e-05i,0.00011855+9.4199e-05i,0.00028155-2.837e-05i,0.00028439-0.00019031i,0.00025117+0.00044427i,0.00013973+0.00049304i,-0.00029482-0.00038001i,-0.0004034-0.00091403i,-0.00046624-0.00079905i
-0.0014957-0.0012072i,0.00045647-0.0022478i,0.0021676-0.0012589i,0.0019703+0.00090012i,0.00013907+0.0012285i,-0.00079379+0.0008766i,-0.00014469+0.0010275i,0.00030601+0.00099214i,0.00032347+0.0004469i,-0.00013844+0.0005801i,-0.00027005+0.0014897i,-0.00013361+0.0013247i,-0.0003147+0.00017759i,-0.00074287-0.00017353i,-0.00060423+0.00016918i,-0.00028598+0.00040682i,-0.00062456+0.00059698i,-0.0002436+0.00077797i,0.00027023+0.0012695i,0.00030335+0.00078363i,0.00058794-0.00040218i,0.00036131+0.00016439i,-0.00041215+0.00085421i
-0.00074488+0.0025756i,0.00042487+0.0015292i,0.0018176+0.00054792i,0.0010288-8.1552e-05i,-0.00046943-0.0019011i,-0.00013342-0.0023783i,7.463e-05-0.00036459i,-0.00042386+0.00094297i,-0.00032375+0.0014493i,-0.0006077+0.0012753i,-0.00051462+0.00027236i,1.2483e-05+0.00062415i,-0.00029041+0.00089898i,-0.00062034+0.00026248i,-0.00045412-0.00015405i,-8.2007e-05-0.00038656i,0.00071451-0.00074754i,0.00074701-0.0011352i,0.00023508-0.00042289i,-8.7453e-05+0.00054114i,0.00033197+0.00081831i,0.0011379-0.00019287i,0.00068189-0.0013969i
0.00093982+2.8077e-05i,0.00026517-0.00067692i,0.0010562-3.2391e-05i,0.0014431-0.00094724i,-0.00061697-0.0025951i,-0.001866-0.001621i,-0.0014762-7.98e-06i,-0.00062759+0.00052076i,-0.00085091+0.00057114i,-0.0014228+0.00056551i,-0.00083049+0.00097255i,-0.0012989+0.0013197i,-0.0010659+0.001706i,-0.00014714+0.0015747i,-7.9615e-05+0.00016915i,6.9767e-05+0.00028593i,-5.8622e-05+0.00091543i,-0.00021826+0.00017797i,-0.00010288-0.00022812i,-0.00038512+0.00011066i,-0.00042671+0.00071962i,-0.00099212+0.00084565i,-0.0012469+0.00067258i
-0.0003131+0.003034i,0.0017391+0.0022559i,0.0032156+0.00022307i,0.0035237-0.0011209i,0.0013933-0.0018461i,-0.001007-0.0020762i,-0.0015527-0.00046171i,-0.0010328+0.00058942i,-0.00016497+0.00034812i,-4.4592e-05+0.00049393i,-0.0009034+0.00078809i,-0.0015338+0.00084681i,-0.0015091+0.00036339i,-0.001409+0.000441i,-0.0013004+0.00042959i,-0.00050611-0.00027509i,0.00044536-0.00078226i,0.00075546-0.00022329i,0.00029707+0.00030551i,-0.00051008-0.00010663i,-0.00025225-0.00062136i,0.00045014-0.00039571i,0.00080452+0.00016384i
-0.0012541-0.0012922i,-0.0013356+2.1167e-05i,-0.0016632+0.0012397i,-0.0016796+0.0011205i,-0.0010196+0.00028653i,-0.0004753+0.00058198i,-0.00032403+0.00035629i,-0.00059244-1.4339e-05i,-0.00097832-0.00021183i,-0.00093905-0.00030546i,-0.0012967+0.00012712i,-0.0010986+0.00077496i,0.0003108+0.00067993i,0.00073005-1.1873e-05i,0.00087209-0.0004286i,0.001631-0.00015387i,0.0014415-0.00025202i,0.00067359-0.00089628i,0.00024117-0.0011894i,0.0003306-0.00075091i,-6.7137e-06-0.00056944i,-9.8396e-05-0.00061895i,-1.6771e-05-5.6217e-05i
0.00148+0.00062251i,0.0019531-0.00052508i,0.0017116-0.0013518i,0.0015983-0.00095222i,0.0005487-0.00068544i,-0.001395-0.001111i,-0.0021054-0.0007993i,-0.0017639-0.0004514i,-0.00097728-0.00043786i,-0.00042357+0.00023909i,-0.00022937+0.0011632i,-0.00012021+0.0010873i,-0.00060241+0.00068683i,-0.0003465+0.0006137i,-0.00010832+0.0002771i,8.3066e-05+6.8577e-05i,0.0005022+2.4335e-06i,-2.1808e-05+0.0004366i,-0.00027247+0.00057954i,0.00037504-0.00032273i,0.00066568-6.6717e-05i,0.00091445+9.9169e-05i,0.00072278-0.00013883i
-0.0010309+0.0010278i,-0.00076014+0.0012912i,-0.00068656+0.0017549i,3.3404e-05+0.0012575i,-0.00021286+0.00088331i,-0.001007+0.00046427i,-0.0011776+0.0010692i,-0.0014155+0.0012739i,-0.0016618+0.00031582i,-0.00097525+0.00030135i,-0.00010857-3.1075e-05i,-0.00096223-0.00040577i,-0.0019037-0.00052092i,-0.0013741-0.00038805i,-0.00031286-0.00041306i,0.00039801-0.00068679i,5.0137e-05-0.00042402i,-0.00035158-0.00057464i,-0.00065202-0.00027125i,-0.00050572-0.00018581i,0.00027751-8.748e-05i,1.4735e-05+0.00038974i,-0.00042758+9.5478e-05i
-0.000645+0.002189i,-0.00033321+0.0010045i,0.00090773+0.00090368i,0.0014899+0.001094i,0.00090223+0.00011083i,-8.7832e-05-0.00084745i,-0.00022482+0.00024955i,-0.00015357+0.0012403i,-0.00054142+0.00091821i,-0.00062397+0.0004384i,-0.00078674-0.00016083i,-0.00072872-0.00021092i,-0.00036723+0.00017212i,-0.00046564-3.0145e-05i,-0.00048582-0.0002387i,-0.00033567+0.0003386i,-0.00023616+0.00088477i,-0.00037994+0.00033963i,-0.00091528-0.00025515i,-0.00076885-0.00036395i,0.0001828-0.00053871i,0.00057081-0.00022057i,0.00053951+0.00012858i
-0.00027293-0.00015819i,0.00052015+0.00070439i,-4.9868e-05+0.0011543i,-0.00099159+0.00081866i,-0.0017037-0.0003382i,-0.0019393+0.00015466i,-0.000709+0.0013144i,0.00030183+0.00108i,-0.00066292+0.00054484i,-0.0013521+0.00075736i,-0.00087716+0.00078503i,-0.00026955+0.00040953i,4.0303e-05+0.0005876i,0.00021555-0.00058229i,0.0004181-0.0012319i,0.00038752-0.00091547i,0.00026504-0.00053507i,0.00023045+1.6104e-05i,-0.00020655-3.7316e-05i,-0.0001098-0.00078035i,0.00027305-0.00070247i,0.00026155+0.0003586i,0.00057595+0.00018955i
0.00026784+0.00035383i,0.00090374-0.00063511i,0.0016798-0.0017924i,0.0015118-0.0014342i,0.0005112-0.00095352i,0.00024441-0.00052633i,0.00023137+0.00011988i,0.00022069-5.7608e-05i,-0.00031056-0.00049102i,-0.00043116-0.0002883i,-0.00064836-0.00042593i,-0.00038797-0.00013405i,0.00036555+0.00035397i,0.00069952+0.00010556i,0.00077748+0.00023074i,0.00084814+2.3254e-05i,0.00079227-0.00027953i,0.00019728+0.00062072i,-0.00064013+0.00084187i,2.1335e-07+0.00050825i,0.00082226+4.3488e-05i,0.00011472-0.00057124i,-0.00057423-0.00079412i
-0.00023647+0.00036349i,-0.0013467+0.00084709i,-0.0011855+0.00058504i,-0.00078036-0.00062065i,-0.001283-0.0015146i,-0.0015432-0.00076338i,-0.00088278+0.00042089i,-0.00063524+0.00090164i,-0.00075662+0.00075875i,-0.00076137+0.0010536i,-0.00058422+0.0014242i,-0.00014746+0.00082307i,-0.00022599+0.00055711i,0.00034708+0.00028074i,0.00051516-0.00017007i,-0.00026429+3.5926e-05i,-3.2156e-05-0.00022554i,3.5528e-05-0.00039192i,-0.00043921-0.00031463i,-0.00042473+0.0005619i,-0.00020522+0.0010752i,-2.4403e-05+0.00046381i,0.00017605-0.00034396i
0.00068824+0.00054429i,-0.00066375-0.0012168i,-0.00074299-0.0027011i,-0.00048645-0.0029391i,-0.00032774-0.0024255i,-0.00034242-0.0015348i,-0.00036931-0.00045919i,-6.2498e-05-1.9518e-05i,-0.000167+5.4473e-05i,-0.00031385+0.00012328i,-0.00082662+0.00013607i,-0.0011747+0.00041431i,-0.00035196+0.00035673i,0.00056216-0.0001866i,0.0012455+1.4482e-05i,0.00093594+0.00048354i,0.00054473+0.00015714i,0.00086468-0.00051025i,0.00062126-0.00081484i,-0.00022761-0.00086823i,-0.00060906-0.00095953i,-0.0008176-0.00047868i,-0.00071361+4.614e-05i
0.00047982-9.74e-05i,0.0010653+0.0005833i,0.0012748+0.0012877i,0.00042848+0.00097809i,-0.00060756-0.00051414i,-0.00050988-0.00064794i,-2.8358e-05+0.00061066i,9.8704e-05+0.00072008i,-0.00025102+0.00055387i,-0.00066753+0.00066008i,-0.00036201+2.9791e-05i,-0.00011921-0.00029215i,1.9918e-05-0.00046526i,0.00011135-0.00092006i,0.00048619-0.00071746i,0.00027959-1.2344e-05i,-0.00070403-0.00015362i,-0.0010286-0.00035056i,-0.00060547-5.595e-05i,3.683e-05-0.00038788i,2.2226e-06+3.5231e-05i,-0.00068978+0.00042446i,-0.0006264-0.00017913i
-0.0014127-0.0005937i,-0.0026095-0.00060331i,-0.0034835-0.0008449i,-0.0034894-0.00077958i,-0.0030506-0.00017201i,-0.0024854+0.00027023i,-0.001581+0.0011363i,-0.0010024+0.0014598i,-0.001314+0.0008654i,-0.0012513+0.00034151i,-0.00081578+0.00095988i,0.00022428+0.0013767i,0.00082001+0.0010175i,7.215e-05+0.0002814i,-0.00073929+0.00044007i,-0.00064812+0.000753i,-0.00013592-0.00023439i,0.00025749-0.0003752i,-0.00027276+0.00042267i,-0.00056465+0.00018754i,2.4766e-05+7.7278e-05i,8.4143e-05+0.00029686i,0.00024686+6.6666e-06i
0.002565+0.0011097i,0.0033211-0.00049507i,0.0023579-0.0012406i,0.00076342-0.0017648i,-0.00028362-0.0015225i,-0.00087409-0.00024555i,-0.00090571+0.00069329i,-0.00066023+0.00078767i,-9.5787e-05+0.0007476i,0.0002185+0.0015713i,-0.00022281+0.001753i,-0.00042483+0.00087141i,0.0003335+0.00025951i,0.00053332+0.00027196i,-0.00031411+0.00016892i,-0.00057703+0.00013578i,0.0003693+0.00039043i,0.001162+0.0002279i,0.00097994-5.1691e-05i,0.00095583+9.487e-05i,0.00079352+0.00011398i,0.00015594-0.00023987i,0.00035146+0.00040976i
0.00029352+0.00029763i,-0.00088213+0.00095979i,-0.00066943+0.0011798i,-0.00024807+0.0012788i,-0.00082687+0.00056125i,-0.0012726-0.00064735i,-0.00080914-0.00087734i,0.00013983+0.0002735i,-0.00091654+0.0010534i,-0.0024626+0.001235i,-0.0015059+0.00031788i,6.5165e-05-0.00016184i,0.00094231+0.00016256i,0.0012118-4.5696e-06i,0.00031372-0.0006373i,-0.00072018-0.00041923i,-0.00065163+8.4171e-06i,-0.0003615-6.5765e-05i,0.00023438+0.00032668i,0.00075899+0.00060412i,-0.00019716+0.00068113i,-0.00075685+8.9637e-05i,-0.0003191-0.00076569i
0.00031515-0.00022863i,-0.00029625+1.6926e-05i,-0.00072571+7.3669e-05i,-0.00053008-0.00095166i,-0.00098153-0.0013977i,-0.0018891-0.00072679i,-0.0018689-3.273e-05i,-0.0014592+0.00017023i,-0.00070111-0.00046964i,-0.00037774-0.00045248i,-0.00099171-7.5511e-07i,-0.00041837+0.00013458i,0.00077618+0.00075218i,0.00069764+0.0013326i,0.0002238+0.0011971i,0.0005915+0.00063442i,0.00068026+0.00027448i,-5.9626e-05+0.0002554i,-9.4714e-05-0.00013762i,0.00020942-0.00052626i,0.00041129-0.00089733i,0.00044336-0.0010417i,0.00038928-0.00024131i
0.0016195+1.1287e-05i,0.00012478-0.00016792i,-0.00032029-0.0011134i,0.00062118-0.0021015i,2.2937e-05-0.0013255i,-0.0020441+0.00026021i,-0.001461+0.0013473i,-0.00018085+0.0016658i,-0.00088555+0.0013091i,-0.0011706+0.0010787i,-0.00055827+0.00029202i,5.8224e-05-0.00034162i,-0.000101+8.1031e-05i,-0.00048317+0.00085911i,-0.00047993+0.00033981i,-0.00017531-0.00016458i,0.00038891+0.00017729i,0.00055417+0.00041853i,0.00040137+2.8238e-05i,0.0004993-0.0013289i,0.00021146-0.00071297i,-1.7732e-05+0.00025003i,0.00026832+0.00034433i
-7.8249e-05+0.0010006i,0.00072494-9.7932e-05i,0.0021323-0.00093933i,0.0014916-0.0011411i,0.00026194-0.00084904i,-0.00058432-0.00043051i,-0.0006976-9.5142e-05i,-3.1714e-06+7.376e-05i,4.4193e-05-0.00052057i,-0.00043383-0.00023296i,-0.00055128+0.00032235i,-5.4759e-05+0.00044698i,-0.00037853+0.00041474i,-0.00013439+0.00045177i,0.00037515+0.00023391i,0.00019359-5.5508e-05i,-7.6894e-05-0.00014071i,1.1423e-05+7.2143e-05i,0.0004605+7.4631e-05i,0.00065174-0.00037297i,-0.00022489-0.00061499i,-0.00039257-8.2399e-05i,-0.00053491+0.00060992i
0.00090935-1.7687e-05i,0.0011766+0.0018182i,0.0008788+0.002116i,0.00011701+0.00019205i,0.00026693-0.001541i,0.00075939-0.0016846i,0.00062546-0.00062535i,-0.00036589+0.00017876i,-0.0012041+0.00044259i,-0.001411+0.00028277i,-0.0011087+0.00042999i,-0.0011352+0.001016i,-0.00042734+0.00083507i,0.0004385+1.0031e-05i,0.0007381-0.00035082i,0.00064442-0.00047668i,6.3617e-05-0.00046426i,-0.00031091-0.00027369i,0.00018672+0.00031037i,0.0011445+3.5204e-05i,0.00072318-3.7354e-05i,0.00011249+0.00031561i,0.00035172-4.7666e-05i
-0.0018638+0.001519i,-0.00094208+0.001151i,-0.00014791+0.00094843i,0.0011547+0.00035283i,0.0011591-0.00049046i,0.00047391-0.00010954i,-0.00039935+0.00074853i,-0.00083415+0.00068773i,-0.00064546+0.00059658i,-0.00086946+0.0010565i,-0.00031893+0.0013007i,0.00035628+0.00052895i,1.8479e-05-0.00063215i,-1.4427e-05-0.0010273i,-4.8916e-06-0.00080225i,-6.3435e-05+5.5789e-05i,0.00035968+0.00040821i,0.00077315-9.6886e-05i,0.00086113-0.00049866i,0.0006045-0.00012321i,0.0004758+0.00053774i,0.00061042+0.00058282i,0.00037337+0.0003704i
0.00065208+7.2102e-05i,0.0012566-0.00071657i,0.00066737-0.00091072i,-0.0001101-0.00050368i,-0.00014898-0.00011709i,5.7391e-06+0.00061775i,-0.0001315+0.00029812i,-0.00034468+0.00069391i,-9.5626e-06+0.0019179i,-0.00067886+0.0017889i,-0.0018166+0.0010762i,-0.0014741+0.00033067i,-0.0013078+0.00030565i,-0.0012636+0.00020538i,-0.0012801-0.00028758i,-0.0011346+0.00062626i,-0.00075243+0.00071563i,-0.0008284+2.4383e-05i,-0.00048132-0.000199i,0.00023552-0.00045915i,0.00096461-0.00034706i,0.001357-0.00049999i,0.00040792-0.00033609i
