-0.003502+0.00050929i,-0.003594+0.001369i,-0.0040181+0.0017092i,-0.0032293+0.001252i,-0.0023483+0.0012833i,-0.0014629+0.0019381i,-0.0012176+0.0016018i,-0.00084285+0.0020807i,0.00025381+0.0022399i,0.0012557+0.0010478i,0.0014798-0.00027507i,0.0010046-0.00080496i,0.00027701-0.00099195i,-0.00079804-0.00034742i,-0.00061703+0.00023821i,0.00010642+0.0001983i,4.222e-05+0.00031406i,-0.00026789+0.00051546i,7.2165e-05+0.00025129i,9.1766e-05-0.00078499i,8.3216e-05-0.0012759i,0.00032167-0.00097429i,0.00055748-0.00060322i
-0.0013005-0.0027416i,-0.0023619-0.0015191i,-0.0030511-0.0010474i,-0.003023-0.00014924i,-0.0023262+0.00034503i,-0.00077302+0.00037297i,0.00057296+1.4842e-05i,0.00093921-0.0001696i,0.00065178+0.00016204i,3.6072e-05+0.00014382i,0.00011335+0.0002365i,0.00027793+0.00054459i,0.00028703-3.1368e-05i,4.9175e-05-0.00063953i,-0.00029836-0.001042i,-0.00027211-0.000815i,-0.00045248-0.00029123i,-0.00048308-0.00025005i,-0.0007072-9.6182e-05i,-0.0010065-9.0481e-05i,-0.00053105-8.0509e-06i,5.5089e-06+0.00030798i,0.00031144+0.00036696i
0.0011094+0.00045135i,0.0013669+0.00065222i,0.0013807+0.0021161i,0.00090331+0.0024169i,0.00065162+0.0006974i,0.00024823+0.00021257i,0.0003968-3.1193e-05i,0.00085152+0.00024415i,0.00068205+0.00096493i,0.00087739+0.00082153i,0.00097996+0.00013929i,0.0004245+0.00011023i,0.00026853+0.00057592i,-0.00020402+0.00038599i,-0.001058-0.00015048i,-0.0011646-0.00060055i,-0.00061057-2.227e-06i,-0.00079935+0.00040961i,-0.0005976+4.2502e-05i,0.00022535+0.00046346i,0.00040415+0.0012471i,0.00062128+0.00070049i,0.00023959-5.5951e-05i
0.00043179+0.0023666i,0.00028286+0.0019736i,0.0013757+0.00041699i,0.0014229-0.00099578i,0.0005224-0.0014241i,-0.00045145-0.0013563i,-0.00083612-0.00091593i,6.1551e-06-0.00013438i,0.00027275+0.00081045i,0.00016754+0.0009169i,9.9825e-05+0.00018392i,-0.00013719-0.00042246i,-0.00033349+0.00047429i,-0.00021223+0.00088047i,-0.00025957+0.00011467i,-0.00038423+9.417e-05i,-8.2023e-05-6.4549e-05i,6.3855e-05-5.0535e-05i,-0.00078673-3.3593e-05i,-0.0015325-0.00021697i,-0.0011506-0.00015631i,-0.00088942-0.00061292i,-0.0007325-0.00056207i
-0.00034337-0.00051541i,0.00013823+0.00051289i,-6.1814e-05+0.0012784i,-5.5751e-06+0.0011909i,0.00020245+0.0013825i,0.00028461+0.0016121i,0.00079839+0.00011459i,0.0011172-0.00053456i,0.00089541+0.00019153i,0.0016558+0.00068626i,0.0012971+0.0010457i,-0.00030708+0.0010954i,-0.00077433+0.0003115i,0.00024912+3.4886e-05i,0.0010011+0.00055528i,0.0003176+0.00065014i,-0.00022956+0.00095741i,3.9204e-05+0.00037616i,0.0002115-0.00053088i,0.00020925-0.00017662i,0.0012081+0.00038617i,0.001405+0.0002515i,0.00085615-0.00036308i
0.00036414-0.00032212i,0.00080531-0.00025086i,0.00042052-0.00046197i,3.9591e-05+0.00021562i,-0.00060166+2.982e-05i,-0.001146-0.0011536i,-0.00089862-0.0012915i,-0.00018783-0.0010958i,0.0004205-0.00066291i,0.00026147-0.00086396i,-6.905e-06-0.0017431i,-8.6498e-05-0.00082907i,-0.0006202-0.00040378i,-0.00097232-8.0057e-06i,-0.0014312+0.00085793i,-0.0011935+0.00069495i,7.5883e-05+0.00022458i,0.00025929+0.00063875i,-0.00031085+0.00065627i,-0.0002659+0.00039755i,0.00031584+0.00067265i,0.00085928+0.00080045i,0.00063618+0.00063577i
0.00044945-1.2765e-05i,0.0007236+0.00014648i,0.0010688+0.0007531i,0.0010809+0.00038429i,0.0011272+0.00025116i,0.00033566+7.7148e-06i,-0.00059183-0.001403i,-0.00019973-0.0013238i,0.00072563+0.00047529i,0.00082711+0.0012207i,0.00018844+0.00026461i,-0.00042358-0.00076433i,-6.3707e-05-0.00086776i,0.00034471-4.3826e-05i,-0.00010809+0.00079846i,-0.00049366+0.00055654i,-2.8277e-06-0.00030624i,0.00037694+0.00050197i,-0.00039738+0.0013576i,-0.00068358+0.0007766i,0.00031916+6.9219e-05i,0.00057126-1.1949e-05i,0.00034054-3.7697e-05i
0.00079712+0.0006561i,0.00014096+0.00083555i,0.0007309+0.0015135i,0.00077859+0.0018397i,0.00047007+0.0010923i,0.00042677+0.00040165i,0.00036024+0.0001744i,0.00022504-0.00010816i,0.00028036-3.9799e-05i,0.00040279+3.6457e-05i,-0.00043564-0.00020586i,-0.0004613-0.00021207i,-8.7767e-05-0.00027611i,-0.00025347+7.3316e-05i,-0.00014102+0.00019443i,0.00045818-0.00047699i,0.00096369-0.00053009i,0.0011672-0.00033412i,0.00074329-0.00015823i,0.00037975+0.00045266i,0.00057874+0.00034089i,0.00057971-4.4446e-05i,0.00027071-7.2974e-05i
-0.00041795+0.00096354i,0.00080594+0.0014099i,0.00086713+0.0014202i,0.0012086+0.0006497i,0.0012787+0.00026745i,0.00050133-0.00014613i,-0.00023838-0.0012857i,-0.0011141-0.0011539i,-0.0011866+0.00057759i,-0.00014948+0.001474i,-0.00016436+0.0010428i,-0.0006253+0.00069097i,-0.0002108+0.00093384i,0.00015038+0.00033302i,0.00051247-0.00018287i,0.00028356+0.00048876i,-0.00036177+0.00099052i,-0.0013262+0.00048702i,-0.0014752+8.7841e-05i,6.0006e-05-0.00030916i,0.00045637-4.9628e-05i,-0.00024521+8.3755e-05i,1.4245e-05-0.00016193i
-4.1044e-05+0.0012547i,0.00034373+0.0009364i,0.0016916+0.0018638i,0.001489+0.0013569i,0.0011442+0.00077632i,0.0010067+0.0017472i,0.0013342+0.0041171i,0.0038428+0.005001i,0.0062151+0.0037174i,0.0068287+0.0013589i,0.0057008-0.00088205i,0.0036337-0.0019686i,0.0020478-0.0021863i,0.00047501-0.0015612i,-0.0012955-0.0011338i,-0.0014615-0.00037234i,0.00044023+0.00068446i,0.0011121+0.00048898i,0.00036937+1.6675e-05i,-3.7104e-05+0.00046876i,0.00032389+9.5327e-05i,0.0010918-0.00065431i,0.00079701-0.00062526i
-0.002129-5.2383e-05i,-0.0023508+0.0003297i,-0.0025024+0.0020209i,-0.0019774+0.0029275i,-0.00063194+0.002075i,-0.00032149+0.0005436i,-0.0006206+0.00059594i,-0.00021142+0.001503i,0.00053865+0.0016676i,0.0011649+0.0010763i,0.0012607+0.00026594i,0.0006132-0.00080845i,0.00039763-0.0017074i,0.00064816-0.0014648i,8.516e-05-0.0009693i,-0.00030982-0.00037432i,2.6197e-06+4.7584e-05i,-0.00019111-0.00020166i,0.00026254+7.3638e-05i,0.00066824+0.00044016i,0.00064978+0.00030429i,0.00056911-4.7091e-05i,2.7319e-05+0.00043016i
-0.00057967+9.9597e-05i,0.00020525+0.00034452i,-0.00031305+0.0013842i,-0.00016346+0.0020875i,0.00060572+0.001359i,0.0013622+0.00036151i,0.00053691-7.1421e-05i,-1.4943e-05-0.00020746i,0.00043982+0.00030052i,0.00047062+0.00036448i,-0.00043655+0.00056679i,-0.0010338+0.00038107i,-0.00012469+3.4424e-05i,-0.00031281-0.00022395i,-0.00053629-0.00050716i,0.00026434-0.00078224i,0.001302-0.00040194i,0.00095559+0.00056083i,-0.00035131+0.00036289i,0.00029652-5.8547e-05i,0.0013524+0.0004717i,0.0016198+0.00057441i,0.00064183+0.00021179i
0.0012792+0.0012542i,0.001226+0.00058783i,0.0027432+0.00014012i,0.0030929-0.0003919i,0.0020278-0.0007695i,0.00053013-0.00092357i,-0.00051887-0.00035429i,-0.00072588-0.00068786i,0.00017223-0.001389i,0.00086941-0.0012505i,0.00050529-0.0010768i,0.00051132-0.00081401i,0.00045893-0.0004167i,-9.3724e-05-5.8738e-05i,-0.00020611+0.00028093i,-0.00024045+0.0002307i,-0.00061152-3.109e-05i,-2.4829e-05+0.00067805i,4.2429e-05+0.00033325i,-4.795e-05-0.00047764i,0.00036629-0.00050813i,5.4034e-05-0.00067426i,-5.2649e-05-0.0011661i
-0.00011466+0.0020804i,-0.00070198+0.0027348i,0.00017914+0.0036959i,0.0011576+0.0030874i,0.0015816+0.00085333i,0.0016698+0.00021452i,0.0014376+0.00062209i,0.0009417+0.00061142i,0.00065804+0.0003976i,0.00019919+0.00034476i,-0.00014839-6.7675e-06i,-0.00069137+0.00011724i,-0.00086336+0.00010577i,-0.00078538+9.1623e-05i,-0.00053782+0.00047153i,-0.00022882+0.0011123i,0.00027442+0.0011907i,0.00087071+0.00068361i,0.00029399+0.00061273i,-0.00051381+0.00051072i,-0.00014461+0.0005189i,0.00088291+0.00063801i,0.00088135+0.00059647i
0.00066661-0.0016173i,0.0002325-0.0019626i,-4.2185e-05-0.0019363i,-0.0006144-0.00094131i,-0.0013156+3.4706e-05i,-0.001206-0.00020982i,-0.00021522-0.00012805i,0.0012131+0.00012059i,0.0015165+0.00038347i,0.00027978-2.4226e-05i,-0.0005745-5.1832e-05i,-0.00020654+0.00030546i,0.0012111+0.00014946i,0.0011643+0.00035032i,0.00042329+0.00051379i,0.00013172+0.00040595i,-0.00025956+0.00020114i,-0.00017321-0.00043047i,0.00046193-0.00040718i,-1.767e-05+3.5175e-05i,-0.00050907+0.00070305i,-4.8993e-05+0.00045573i,0.00091595-0.00044417i
-0.0010111-0.0025632i,-0.00091832-0.0024453i,-0.00086559-0.0013014i,-0.00035104+0.00011025i,-0.00043965+0.0010598i,-0.00066867+0.0015357i,7.6838e-07+0.0013798i,0.0003659+6.9696e-05i,0.00021686-5.4582e-08i,0.00028592+0.00063449i,0.00017375-0.00022496i,0.00019355-0.00048536i,0.00087633-0.00062255i,0.0008399-0.00043265i,1.1638e-05-0.0001746i,-0.00042947-0.00065978i,-0.00051889-0.00013231i,-0.00061672+0.0008387i,-0.00018081+0.0014875i,0.00017323+0.0016777i,0.0002851+0.0012011i,0.00059055+0.00011023i,0.00057942-0.00030805i
-7.3712e-05+0.0011485i,0.00050886+0.0014222i,0.0013356+0.0011177i,0.0028215+0.00073299i,0.0030192-0.00054115i,0.0017041-0.0015556i,0.00089479-0.00056013i,-0.00014347+0.0010588i,-0.00019355+0.0013074i,0.00068349+0.00094338i,0.00099628+0.0003072i,0.0009743-0.00052723i,0.0010855-0.00075909i,0.00068199-0.00096982i,-0.00034407-0.00080019i,-0.00090834-0.00025612i,-0.00029384+0.00041327i,0.0002746+0.00052043i,-3.0632e-05+0.00041314i,-0.0004506-0.00031823i,-0.0006135-0.00090626i,-0.00033737-0.00051504i,-8.4011e-05-0.00056778i
-6.5585e-06-0.00064193i,-1.0521e-05-0.00010974i,-0.00012512+0.00043239i,-0.0005189+0.00034537i,0.00027453-3.4789e-05i,0.00026644+3.3504e-05i,-0.00018368+0.0010668i,-6.8429e-06+0.001639i,0.00059504+0.001005i,0.0010459+5.6873e-05i,0.00098684+1.1183e-05i,0.00085605+0.00061206i,0.00063122+0.000557i,-0.00037113+1.6503e-05i,-0.00072734-0.00014035i,-0.00027455+8.7018e-05i,5.8032e-05+0.00071705i,0.00022613+0.0011065i,0.00029147+0.00053458i,0.00057546+5.4267e-05i,0.00058657+0.0005312i,0.00037376+0.00052819i,0.00013356+0.00027904i
0.00086168+0.0008493i,0.00071973+0.00086819i,-0.00079212+0.0017753i,-0.00068251+0.002325i,0.0009415+0.0015338i,0.0013849+0.00088796i,0.00036502+0.00075494i,-0.0003213-0.00018115i,0.00042149-0.00039687i,0.0013519-0.00027233i,0.001296+1.1094e-05i,-0.0001026+0.00021079i,-0.00046191-0.00030761i,-0.00051316+0.00015904i,-0.00069593+0.00036482i,-0.00053019+0.00018628i,-0.00098279+0.00035058i,-0.0010355+0.00067292i,-0.00029718+0.0011895i,6.1268e-05+0.00081548i,0.00028227+0.00022813i,0.00048657-9.7441e-05i,0.0005631-0.00063295i
0.0019342-0.0014553i,0.00076078-0.0017849i,3.2473e-05-0.0014848i,-1.7232e-05-0.0016098i,-0.00091619-0.0019276i,-0.0017488-0.00064754i,-0.00046105+0.00031776i,0.00063263+5.8038e-05i,0.00049765-0.00012838i,0.00080472-0.00037448i,0.00065293-0.00042596i,-1.0211e-05+0.00031726i,-1.5928e-05+0.0011862i,-0.00053533+0.0012449i,-0.00085361+0.00052359i,-0.00027483-0.00016968i,6.0309e-05+6.8102e-05i,0.00038484+2.8667e-05i,0.0011623+0.00018011i,0.0010658+0.0003577i,0.0010511-0.00056488i,0.00057938-0.00057014i,0.00042308-0.00030167i
-0.0012841-0.00068447i,-0.0011606-0.00046285i,-0.00043099-0.00081704i,-0.00054597-0.00043549i,-3.6189e-05+0.00018955i,0.0011357-0.00064031i,0.001313-0.0013982i,0.00036731-0.0010804i,0.00020302-0.0004256i,0.00075003+0.00058203i,0.00055921+0.00074398i,0.00046994+0.00068845i,-0.00032753+0.00047885i,-0.00086274-0.00052872i,-0.0004747-0.0008197i,-0.0001836-0.00042429i,4.7754e-05+4.8892e-05i,0.00038937+0.00029941i,0.00068331+4.4003e-05i,0.00071285-0.00028285i,0.00027488-0.0007449i,-0.00019607-0.00089215i,-6.6845e-05-0.00070792i
-0.00048689-0.00049812i,0.0004231+0.00015609i,0.00068489+8.4473e-05i,0.0003948+0.00064913i,0.00040366+0.0010429i,-0.00018804+0.0011239i,-0.0012412+0.0013516i,-0.00079551+0.00061613i,0.00037937+5.9412e-06i,6.9948e-05+0.00038846i,-0.00021912+0.00072418i,-0.00017516+0.0012015i,-0.00011414+0.0012853i,-0.0002346+0.00080798i,-0.00060635+0.00023524i,-0.00045928-0.000318i,-0.00034679-0.00022192i,-0.00029458-2.846e-05i,0.00043505-0.00053269i,0.00053857-0.000229i,-7.5687e-05+0.00044085i,0.00038496+0.00010258i,0.00065068-0.00052981i
-0.00033038-0.0002439i,-0.0010551-0.00025244i,-0.0013743-0.00015719i,-0.00086547-0.00032403i,0.00029262+0.00031672i,0.00031924+0.00050376i,2.976e-05+0.0012186i,0.00045882+0.0014395i,0.0002045+0.00019948i,-0.00023667+0.00063253i,-0.00029886+0.0017275i,-0.00087153+0.00092313i,-0.00091143-0.00034383i,-0.00031469-0.00046814i,-0.00010355-0.00012569i,-0.00022895-0.0004418i,-0.00011299-0.00072333i,0.000768-0.0011421i,0.0012045-0.00082663i,0.000189-0.00056399i,-0.0001535-0.00069009i,0.00048558-0.0004225i,0.00024441-0.0003728i
-0.0002017-0.0010842i,-0.00040627-0.0011195i,-0.00080638-0.0016473i,-0.001516-0.0014282i,-0.0018354-0.00047291i,-0.0015364+0.00031204i,-0.00064447+0.00048768i,-0.00017598+0.00051147i,-0.000159+0.00043261i,-0.00030014+0.00043607i,-0.00017268+0.00012308i,0.00069112-0.00018017i,0.00090445-0.00064477i,0.00050405-0.00011027i,9.9264e-05+0.00054273i,-0.00035472+0.00011488i,-0.00028593+0.00010618i,-2.3015e-05+0.0003902i,-0.00010053+0.00033417i,4.8857e-05+0.00028992i,-0.00038175-0.0001236i,-0.00045713-0.0006057i,0.00018441-0.0011431i
0.00077461+0.00055943i,-0.00031119+8.6927e-05i,-0.00031658-0.00033724i,0.00071938+3.9964e-06i,0.00082691-0.00031886i,0.00042986-0.00039761i,-0.00012231-0.00029775i,-0.0001887-0.00047279i,-6.5835e-05-0.00048564i,0.00061409-0.00040385i,0.0014829-0.0004971i,0.0012308-0.00014128i,0.00068834+0.00047615i,-7.9086e-05+9.5048e-05i,-0.00025482-0.00017034i,-2.0997e-05+0.00047453i,-0.00032585+0.00039663i,-0.00098814-0.0001862i,-0.00066957-0.00036461i,0.00058799+0.00015835i,0.0008195-0.00016028i,0.00064954-0.00061623i,0.00060052-0.00024908i
0.00011367-0.0010006i,0.00020841-0.00082945i,0.00091128-0.00064202i,0.0010715-0.00016408i,0.00023618-0.00015281i,-0.00015287-0.0008719i,0.00023974-0.00017162i,0.00045118+0.00028946i,0.00013761+0.00013899i,-0.00035535-0.00043655i,-5.3468e-05-0.00057765i,0.00018457-0.00018462i,0.00010676-0.00068372i,0.00072226-0.0011465i,0.00073911-0.00068966i,0.00031423-0.00012209i,0.0003036-0.00013284i,0.0002795+0.00029287i,0.00058055+0.00057209i,0.00071101+0.00055517i,0.00042741-0.00029787i,0.00012852-0.0011507i,-7.7861e-05-0.00037115i
0.00025276+0.0005587i,5.5762e-05+0.00071749i,0.00015025+0.00037594i,-0.00067089+1.2006e-05i,-0.0010216+5.3581e-05i,-0.0013317-0.00048004i,-0.00057129-0.00030488i,0.00059479+0.00058382i,0.00090564+0.00034462i,0.00095387-6.2406e-05i,0.00044749+0.00037584i,0.00020916+0.00040492i,-4.2134e-05+0.00024256i,-0.00071307+0.00040492i,-0.00088903-0.00049644i,-0.00033597-0.0013108i,0.00058457-0.00051228i,0.00033103+0.00030816i,-0.00051159+0.00038022i,-0.00038719+0.00065516i,0.00037445+0.00031702i,0.00034186+4.2092e-05i,-0.00047312-0.00025083i
-0.00073745-7.2691e-05i,-0.0008132-0.00025145i,-0.00033585-0.00046493i,0.00019202-0.00034556i,-0.00023435-0.0002156i,-0.00029825+0.00012357i,7.6415e-05-8.2062e-05i,0.00056828-0.00022451i,0.00056093+0.0001825i,0.00015649+0.00077367i,9.0074e-05+0.0011083i,1.8765e-05+0.00049864i,0.00060876+0.00019605i,0.00047926+0.00023975i,9.9793e-05+0.00062889i,0.00012339+0.00058202i,-0.00030878+8.6198e-05i,-0.00073292+0.00051572i,-0.0001114+0.00071054i,0.00094347+0.00032131i,0.00076944+5.2602e-05i,0.00042444-0.00026416i,0.00062863+0.00016611i
0.00029146-0.0015326i,0.00054539-0.0016576i,0.00025059-0.00098209i,-0.000478+0.00024146i,8.2342e-05+1.1723e-05i,0.00098312-0.00085427i,0.00090083-0.0012884i,0.00079616-0.0012654i,0.0012437-0.0013204i,0.0010978-0.00088273i,0.0002879+0.00023303i,-0.00042567+0.00091276i,-0.00045582+0.0005859i,-0.00027018-3.1666e-05i,-0.00013685-4.8905e-05i,-0.00029772-0.00025445i,-0.0003186-0.001204i,-0.00015952-0.00082379i,0.00016807-0.00065066i,0.00070165-0.00069612i,0.0004852-0.00019056i,0.00020854+0.00012396i,0.00080867+0.00045548i
-0.00016807-0.00092987i,-0.0009256-0.00043158i,-0.0018761+4.6594e-06i,-0.0020204+0.00026784i,-0.0016855+0.00034528i,-0.0011241+2.2874e-06i,-0.00060977-0.001363i,-0.0006971-0.001773i,-0.00050586-0.00018943i,0.00048773+0.00071027i,0.00038712+0.00041252i,0.00073997+0.00060795i,0.00070705+0.00075646i,-0.0002966-3.1174e-05i,-0.00027572-0.00034354i,-6.6181e-05-7.9464e-05i,-0.00056204+2.36e-05i,-8.6877e-05+0.00012009i,0.001221+0.00035879i,0.0010626+0.00049954i,0.00072308-0.00037725i,0.0011261-0.00085675i,0.00098593-0.00032436i
0.00097276+0.0017453i,0.0013341+0.0013675i,0.002865+0.00033587i,0.0029469-0.00061195i,0.0010555-0.0013849i,4.4852e-05-0.0012645i,0.00040646-0.0010923i,0.00071252-0.00064578i,0.0013271+0.00045352i,0.0015296+3.7513e-05i,0.00065137-0.00068869i,0.0002888-0.00029792i,0.00018018+0.00050073i,-0.00017779+0.00026429i,-0.0010424-5.501e-06i,-0.001566-0.00034595i,-0.00050887-0.00049838i,0.00024426-0.0001433i,0.00049445-9.5695e-05i,0.00032129+0.0002822i,-6.4724e-05+0.00013705i,0.00025012-9.2562e-05i,0.00045688-6.7571e-05i
-0.00065002+0.00077416i,0.00060405+0.0017868i,0.0011147+0.0015906i,0.00022977+0.00075503i,0.00071109+9.3219e-05i,0.001231-0.00024829i,0.00053136-0.00017252i,0.00038259-0.00026356i,0.00023437+1.2229e-05i,6.7217e-05+0.00062593i,1.3289e-06+0.00049016i,-0.00023212-0.00024971i,-0.00052188-0.0010034i,-0.00041778-0.00048773i,-2.6047e-06+0.00028889i,0.00034232+0.00035747i,0.00034778-0.00011316i,-0.00024216-0.00052189i,-0.00068724-0.00049813i,-0.00037266-0.00019913i,0.00057137+0.00060444i,0.00020256+0.00069771i,-0.00024257+0.00012966i
-0.00048283-0.0017301i,-0.0019987-0.00073756i,-0.0032642-0.00037819i,-0.0025364-0.00067343i,-0.0021381-0.00049547i,-0.0014537-0.00080791i,-0.00070114-0.00059989i,-0.0013341+9.2785e-05i,-0.00090076+0.00064546i,0.00047269+0.0011876i,2.0394e-05+0.00032739i,-0.00021808-0.00044231i,0.0010013-0.00051715i,0.00092826-9.1305e-05i,-0.00055567+0.00023876i,-0.00076386+1.7371e-05i,-0.0002499+6.9862e-05i,-0.00097104+0.00056571i,-0.0012633+0.0012163i,-0.0002354+0.00080788i,0.000516+0.00028971i,-7.1959e-05+0.0001562i,-0.00028862+5.4493e-05i
0.0013125-0.00074674i,0.0016502+0.00022661i,0.0016255-0.00015866i,0.0011234-0.0010495i,0.00042113-0.0019388i,-0.00044628-0.0010797i,-4.0357e-05+0.000672i,0.0011278+0.0008622i,0.0014817+0.00078596i,0.00077697+0.0005991i,7.0618e-05-0.00024837i,-0.00018932-0.00051028i,0.000133-0.00032891i,0.00024201+5.5033e-07i,0.00057257-0.00015733i,0.00042159-0.00056222i,6.9201e-06-0.00041223i,-0.00012845+0.00041353i,-0.00042717+0.00045491i,-0.00051665+5.1816e-05i,-0.00042035+0.00053578i,5.7698e-06+0.0003725i,0.00016571-0.00077964i
0.0012175-0.00083316i,0.00017069+0.00031403i,-0.0010251-0.00022586i,-0.0010459-0.0012057i,-0.00030206-0.0017386i,-0.00015676-0.0019906i,0.00066415-0.0018258i,0.00092342-0.001174i,0.00074974-0.00042594i,0.0011039+0.00028481i,0.0015594+0.00039172i,0.0015703+0.00068953i,0.00067302+0.00061994i,-1.3549e-05+9.9312e-05i,0.00024843+0.00060002i,0.00033701+0.0010487i,-0.00019872+0.00033212i,-0.00056868-0.00092201i,-0.00050707-0.00057371i,-0.00012497-1.0656e-06i,0.00086862+5.1412e-05i,0.0011613-0.00019319i,0.00034879+0.00027415i
0.0014443+0.001615i,0.0018034+5.5772e-05i,0.0015239-0.00031516i,0.0011757-0.0008661i,0.00072033-0.0018505i,-7.8546e-05-0.0022493i,-0.00071522-0.0018771i,-0.00028205-0.00053589i,0.00088949+0.00032398i,0.0011982+0.00043158i,0.00023024+0.00047702i,-0.00057475+0.00082746i,-0.00013548+0.0013679i,8.7456e-05+0.00051273i,-0.000405+0.00054317i,-0.00055929+0.0010507i,-6.3705e-05+0.0005654i,-1.6205e-05+0.00058334i,-0.0004402+0.00033541i,6.9434e-05+0.00035929i,0.00097983+0.0009663i,0.0010126+0.0015546i,0.00044709+0.0012405i
0.0014382+0.00091649i,0.0023935+0.00033197i,0.0019555-0.0002583i,0.0013798-0.0016696i,0.00043518-0.0017605i,-0.00084045-0.00017992i,-0.00083941+0.00070242i,-5.7921e-05+0.00048902i,0.00042475-0.00021734i,0.00090929-0.00011286i,0.00023334+0.00067905i,-0.00040851+0.00062542i,5.8341e-05+0.00064252i,0.00017366+0.00042914i,-0.00020791-0.00019682i,-0.00052573-0.00052993i,-0.0007662+0.00019431i,-3.1507e-05+0.00076916i,0.00020771+0.0007474i,-0.00041787+0.0010576i,-0.00042861+0.00040373i,-9.9304e-05-0.00038064i,0.00021504-8.1419e-05i
-0.00085139-0.0017293i,-0.0012455-0.00096243i,-0.0012158+0.00078698i,-0.00090525+0.0017779i,-8.4712e-05+0.0014002i,0.0011919+0.00087539i,0.0014723+0.00040764i,0.0011628-0.00037074i,0.0011506-0.00022208i,0.00060293-9.4551e-05i,-0.00016597-0.0001973i,-0.00037681+0.00046867i,-0.00041253-9.3599e-05i,-0.00056119-0.00035629i,-0.00054695-5.971e-05i,4.5732e-05-0.00060492i,0.00065396-0.0008772i,0.0011272-0.0011349i,0.00025023-0.00087708i,-0.00049046-0.00033958i,-0.00019026-0.00051045i,0.00032761-0.00048256i,0.00074341-0.00010435i
0.00026811-0.00029531i,0.00037092+0.00010668i,0.00013149+0.00034051i,-2.4629e-05+0.00039464i,0.00014732-0.00027076i,9.1875e-05-0.0010694i,0.00039936-0.0012936i,0.00052997-6.8193e-05i,0.00047366+0.001086i,0.00058346+0.0010178i,0.00023873+0.00070308i,8.1789e-05+0.00070599i,-0.00040634+0.00093042i,-0.00048812+0.0007162i,7.1417e-05+0.00056037i,-0.00012015+0.0007482i,-0.00052376+0.00016889i,-0.00035861-0.00034775i,-0.00034149-0.00030486i,-0.00010416+9.529e-05i,0.00067453+0.0004501i,0.00085804+0.0001019i,0.00053851+0.00019538i
5.4458e-05-0.00020817i,-0.00075076-0.00016026i,-0.0016079-0.00080838i,-0.0013626-0.00032664i,-0.00093973+0.00018995i,-0.00041248-0.00025032i,4.1534e-05-0.00027827i,0.00033771+0.00082947i,0.00080105+0.00085275i,0.00082026+0.00012453i,0.00017742-0.00027216i,-0.0001822-9.2777e-05i,-0.00016853+0.00043046i,-0.00026212+0.00087418i,-0.00050432+0.0017079i,-0.00038019+0.0016847i,3.379e-05+0.00092671i,0.00036703+0.00026072i,0.00058671-3.3085e-05i,0.00035653+4.5414e-05i,-5.3127e-05+0.00017273i,5.2069e-05+0.00010992i,-4.4918e-05+0.0010934i
-0.00043947-0.0012779i,-0.00041698-0.0007222i,-0.0014766-8.3689e-05i,-0.0016866-0.00078636i,-0.00058325-0.00048522i,-0.00014941+0.00039993i,9.3059e-05-5.8323e-05i,-0.00021813-4.4868e-05i,-0.00036812+0.00067206i,6.0142e-05+0.00043162i,-0.00019105+0.0008039i,-0.00041989+0.0010033i,-0.00034539-0.00038573i,-0.00065127-0.00083852i,-0.0013505-0.00033248i,-0.001479-0.00050672i,-0.00073454-0.00054283i,-0.000661+0.00020958i,-0.00095378+0.00067551i,-0.00098037+0.00038453i,-0.00082033+0.00057186i,-0.00011982+0.0005277i,0.00039454-0.0002979i
0.00014756+0.00010047i,-0.00087991-0.00035955i,-0.00024972-8.1904e-05i,0.00070194+0.00016225i,0.00062335+9.028e-05i,0.00016747-6.5216e-05i,-8.7026e-05-0.0011441i,0.00082581-0.0014718i,0.0017518-0.00061878i,0.0017614+0.00051233i,0.0010504+0.0012242i,6.1081e-05+0.0019098i,0.00042722+0.001536i,0.0007324+0.0006316i,0.00011844-5.6617e-05i,-0.00022118-0.0008909i,-0.00013304-0.00094279i,-7.1322e-05+0.00015856i,-0.00032623+0.00060637i,-0.00049945+9.4079e-05i,-0.00037815+0.00043558i,0.0001254+0.00086747i,0.00056166+0.0012522i
0.00097515+0.00053846i,0.00063509+0.000762i,0.0012337+0.00017118i,0.0018482-0.00026986i,0.0015198+0.00040184i,0.00012093+0.000599i,-0.00035154-0.0001435i,0.00018353-0.00020214i,0.00046989+0.00054677i,0.00067226+0.00069773i,0.001112+1.4044e-05i,0.0010321+1.3249e-05i,-4.457e-05+0.00015159i,-0.00092514-0.00011228i,-0.0005278-0.00044641i,8.529e-05-0.00019403i,5.7431e-05+0.00027307i,0.00024682+0.00031453i,0.00075411+0.00037291i,8.1909e-05+0.00028141i,8.6224e-05-0.0010502i,5.7971e-05-0.0013731i,-0.00058253-9.2679e-05i
