-0.001926+0.00018019i,-0.0011477-0.00026582i,-0.0018516+0.00064085i,-0.0019465+0.0014999i,-0.0019454+0.0020808i,-0.0016022+0.002289i,-0.0010262+0.0019605i,-0.00057014+0.0020216i,0.00040283+0.001386i,0.00094472+0.00014561i,0.0005396-0.00021091i,0.00013683-0.0013368i,-1.1316e-05-0.0021696i,-0.0004593-0.0016264i,-0.00052773-0.0007206i,2.3124e-05+0.00042598i,0.00016858+0.00083235i,0.00025669-0.000123i,0.00028128-0.0010881i,0.00010195-0.00037386i,-0.00010114+0.00023369i,-0.00029895-0.00019429i,-0.0007806-2.4428e-05i
0.00067122-9.6323e-05i,0.0017307-0.0013186i,0.0021495-0.0015587i,0.0016799-0.00040874i,0.00033979+0.0011453i,-0.0010478+0.0018041i,-0.00068072+0.0016739i,0.00024831+0.00094964i,0.001118+0.00034988i,0.0010481+0.00011227i,0.00074024-0.0003838i,0.00033346-0.00021251i,-8.7462e-05-6.055e-05i,0.00010399-0.00014869i,9.991e-05-1.4564e-05i,-0.00067029-0.00016677i,-0.0010213+0.00024611i,-0.00063683+0.00043371i,0.00019946-4.8707e-05i,0.00073421+0.00019711i,-6.273e-05+0.00056716i,-0.00072467+0.00017716i,-8.4062e-05-0.00059638i
-0.00051919-0.00014717i,-6.9608e-05+2.6716e-05i,-0.00038057+0.0012878i,-0.00080588+0.0019008i,-0.00074022+0.001521i,-0.00045991+0.00077636i,-0.00012509+0.00048941i,9.01e-05+0.00039751i,0.00041264+0.00043854i,0.00049947+0.00072604i,0.00061093+0.0002849i,8.7969e-05-0.00013134i,-0.00055809+3.0674e-06i,-0.00077007+0.00028019i,-0.00075665+0.00015881i,-0.00038197+0.00031578i,-1.5482e-05+0.00031578i,-7.9427e-05-6.8267e-05i,-0.00073341+0.0004453i,-0.00028453-4.4106e-05i,0.0004469-0.00097488i,0.00059395-0.00026982i,0.00051169+0.00023275i
0.00030066+0.0011326i,-9.7059e-05+8.421e-05i,-0.00042416-0.00089976i,0.00048489-0.00091418i,0.0014953-0.00054587i,0.0017506+0.00054073i,0.0010848+0.00083388i,0.00047543+0.00028396i,0.00071987-0.00048529i,0.0008652-0.0009001i,-5.8353e-05-0.00074523i,-0.00037498-0.00050313i,-0.00048261+0.00069283i,-0.00021044+0.00083602i,8.0086e-05+0.00026527i,-0.00014568+0.0005217i,0.00013794-0.00022727i,0.00056534-0.0010832i,0.00012516-0.0010509i,-0.0011035-0.00069493i,-0.0010611+0.00026635i,-0.00057475+7.9993e-05i,-0.00019503-0.0005671i
-0.00098051+0.00088221i,2.3185e-05+0.00064432i,0.00087+0.00051182i,0.00176+0.00027001i,0.00206+4.4507e-05i,0.0012207-0.00043114i,0.00079291-0.00079432i,0.00043857-0.00011427i,-7.5562e-05+0.00033079i,-0.00043553-0.00033175i,-0.00018172-3.6872e-05i,0.00036241-0.00027266i,0.0003749-0.0005116i,0.00015303-0.00042233i,-0.00040352-0.00057524i,-0.00047853-0.00035703i,-0.00049578+0.00024485i,-0.00046352+0.00046929i,-3.4874e-05-5.2994e-05i,-0.00034022-0.00010064i,-0.00073437-0.00027337i,-0.00049649-0.00061002i,-0.00050162-0.00021492i
0.00039762-0.0011956i,0.00011767-0.0016844i,-0.0011945-0.0019255i,-0.0020706-0.0010198i,-0.0019605+0.0001071i,-0.00087626+0.0011238i,0.00016522+0.00088602i,0.00064322+0.00067935i,0.0009372+0.00078718i,0.00063402+0.00048504i,0.0004488+0.00010271i,0.00036091-0.00056514i,0.00028785-0.0007605i,0.00026134-0.00018321i,-0.00034234+0.00051274i,-0.00050837+0.00067372i,-0.00073409+0.00012664i,-0.0006363-8.813e-05i,-0.00021164-0.00054866i,0.00029774-0.00064398i,0.00074997-0.0002623i,0.00041753-8.5061e-05i,-0.00049365+0.00025566i
0.0011936+0.001612i,0.0011814+0.0011441i,0.0013929+0.0010272i,0.0015403-4.1664e-05i,0.0016341-0.0004781i,0.00081382-0.00027008i,-0.00045381+0.00037006i,-0.00076259+0.0015162i,-0.00045232+0.00050155i,-0.00012183-0.00053752i,-0.00013964-0.00012795i,-3.9128e-05-0.00026426i,-0.00028291-0.00010962i,-0.00059007+0.00055784i,3.6641e-05+0.00053789i,0.00010967+0.00034895i,-2.0807e-06+0.00073437i,-0.00014709+0.00080435i,-0.00068474+0.00051746i,-0.00030912+0.00038139i,0.00058931+5.8714e-05i,0.00071927-8.1608e-05i,-0.00012829-0.00041002i
-0.00027791+0.0002089i,-0.00031615-0.00022795i,-0.00095427-0.0012482i,-0.0010491-0.00077937i,-0.00037195-0.00012159i,-3.2438e-05-0.00016699i,0.00044333+0.00046343i,0.00018277+0.00068035i,-6.2292e-05+0.00055884i,-0.00017836+0.00010541i,-0.0002623-0.00079601i,-4.7028e-05-0.00063347i,7.3473e-05-0.00013183i,-0.00024026-0.00018832i,-1.1536e-05+0.00038607i,0.00036659+0.00026636i,0.00020257-0.00036238i,-0.00015413-0.00032928i,-0.00051192-0.00057428i,-0.00037562-0.00033167i,-0.00025224-5.8662e-05i,0.00030755-0.0003057i,0.00068569-0.00031188i
0.0021288-0.0010515i,0.0023376-0.0013795i,0.0014445-0.0025339i,0.00050566-0.0026734i,0.00099862-0.00091875i,0.00024487+0.00045426i,7.1046e-05+0.00065736i,0.00059905+0.00055676i,0.00032157+0.00042164i,-5.0387e-05+0.00012886i,0.00016016+0.00054642i,8.9783e-05+0.0013892i,-8.8307e-05+0.0012006i,0.0003259+0.0007714i,0.00059642+0.00020103i,-0.00026773-0.00057395i,-0.00107-0.0002141i,-0.00099454+0.00044065i,-0.00076045+0.0009954i,-0.0012321+0.00093524i,-0.00081785+0.00035294i,0.00058087+0.00030717i,0.00098492+0.00075024i
2.6403e-05+0.00044738i,-8.1133e-05+0.0014032i,0.00022867+0.0021418i,0.00014867+0.0017946i,-0.00014975+0.00095117i,-0.00080901+0.00078452i,-0.00038608+0.00030369i,0.00073063+1.7013e-06i,0.00041323+0.00034807i,0.00028786+0.00039903i,0.00063963+7.3922e-05i,0.00018331+7.4609e-05i,-0.00043078+0.00044673i,-0.0011068-0.00016986i,-0.0014703-0.00068068i,-0.001056-0.00061322i,-0.00045315+0.00027307i,-6.0142e-05+0.00052159i,0.00014069-5.6436e-05i,0.00021359-0.00024471i,-0.00015355-0.00067129i,-0.00089955-0.0006469i,-0.00095506-0.00047103i
0.00039915-0.00051736i,0.00039452-0.00010423i,-6.1177e-05-0.0004317i,-0.0003097-0.0004724i,-1.4342e-05-4.7372e-05i,0.00048421+0.00099424i,0.0012488+0.0007918i,0.0021934-0.00034414i,0.0017259-0.00033256i,0.00059641-0.00010563i,-0.00019369-8.4426e-05i,-0.00029661+0.00024964i,0.00023861+0.0002032i,-0.00030707-0.0001266i,-0.0010874-0.0003683i,-0.00054611-0.00071418i,0.00052928-0.00016442i,0.00091433+0.00020297i,0.00052444-0.00037552i,-0.00080307-0.00012359i,-0.0018999+0.00048375i,-0.0013977+8.6501e-06i,-0.00072517-0.00037059i
8.051e-05+0.00074406i,0.00057969+0.00061912i,0.00020269+0.00047278i,0.00082598+0.00042323i,0.00022027+0.00059352i,-0.00031121+0.0010117i,0.00082716+0.0003608i,0.00086846-0.00081047i,0.00013208-0.0014089i,-0.0003813-0.001163i,-0.00070807-0.00039794i,-0.00048385+0.00024301i,-0.00035008+0.00073468i,-0.00022146+0.00081566i,0.00037346+0.00049059i,0.00069214-0.00020612i,0.00027685-0.00078378i,-0.00028313-0.00093683i,-0.00041519-0.00047471i,9.1258e-05+2.9544e-05i,6.5978e-05+0.00049745i,-0.00043277+0.00041158i,-0.00065719+0.00014831i
-0.00013477-0.0011801i,-4.1638e-05-0.0019978i,-0.00017897-0.0012459i,0.00011021-0.00033746i,-0.00031187+4.1408e-05i,-0.00058513+0.00028214i,-0.00038043+0.00021513i,-0.00080083+0.00027312i,-0.00095966+0.00077025i,-0.00038513+0.0012214i,-0.00021115+0.00051211i,-0.00033705-0.00024715i,8.7905e-05+0.00013265i,5.3792e-05+0.00050774i,-0.00061859-0.00022441i,-0.00057287-0.00016178i,-7.2022e-05+0.00023365i,-5.633e-05-8.4158e-05i,-7.5272e-06-2.4879e-05i,-0.00014957+0.00011862i,-0.00031234+0.00031598i,4.9526e-05+0.00012533i,0.00060977+0.00075633i
-0.00089988+0.0013381i,-8.801e-05+0.0013738i,0.00050712+0.0021273i,0.0011487+0.0017895i,0.0017376+0.00087786i,0.00082616-0.00036563i,-0.00045574-0.00071468i,-0.00076242+0.00020585i,-0.00028832+0.00093614i,-4.027e-05+0.0010326i,0.00023965+0.00035995i,0.00041483-0.00052341i,0.00027053-0.00060113i,-0.00020254+0.00024395i,-0.00088528+0.00098771i,3.6691e-05+0.0014074i,0.00022008+0.0010419i,-0.00049317+0.00014445i,-0.00047801-0.00019142i,-0.00038504+0.000693i,0.00049991+0.0013643i,0.00094266+0.00041877i,0.0008409+0.00045798i
-0.00067141-0.0011864i,0.00079022-0.0007755i,0.0020876-0.0010446i,0.0013972-0.0010136i,0.00045315+0.00069865i,0.00020767+0.0013111i,0.00020576+0.00063623i,0.00067347-0.00058361i,0.0007452-0.00052805i,0.00046072+0.00030076i,0.00090208+0.00025705i,0.0010689-0.00024023i,0.000662-0.00033092i,0.00094475+0.00049207i,0.00054662+0.0006111i,8.9875e-05-0.00031564i,0.00019129-0.00075212i,-0.00015326-0.00039751i,3.8824e-05+1.6632e-05i,0.0006407+0.00040206i,0.00017721+0.00091414i,-0.00083712+0.0015698i,-0.0005817+0.0011746i
-0.00017991-0.00030881i,-0.00049343+0.0010157i,-0.0013834+7.3435e-05i,-0.0010888-0.00041911i,-0.0007494+0.00064942i,0.00040781+0.0004564i,0.0012727-0.00097423i,0.0009966-0.0016377i,0.00030486-0.0015637i,0.0002183-0.0011523i,0.0004939-0.00010894i,-0.00029215+0.00061606i,-0.00078162+4.1453e-05i,-0.00044964-0.00038728i,-6.3311e-05-0.00067228i,0.00037491-0.00025889i,0.00073704+0.00037574i,0.00061623+0.00012811i,0.00025043-0.00044618i,-0.00016084-0.00030527i,-0.00023817+0.00038716i,0.00045268+0.00036099i,0.00047506+9.3468e-05i
0.0001962-0.0011779i,0.0004831-0.00025148i,0.0002361-0.00029027i,-0.00048877-0.0011371i,-0.0012509-0.0010325i,-0.0017564-6.747e-05i,-0.00063171+0.00075498i,0.0004742+0.00083794i,0.00022383+0.00064779i,-0.00030778+0.00061576i,-0.00087239+0.00040204i,-0.00059605-0.00022215i,0.00044067-0.00037619i,0.0012657-0.00043664i,0.00093391-0.00022158i,-0.00045638-0.00036585i,-0.0007024-0.00024432i,-0.00011501+0.00013354i,-0.00041327+2.5806e-05i,-0.00066817+0.00018255i,-0.00046994+0.00026487i,-0.00034942+6.3179e-05i,-0.00067005-0.00054402i
0.00014318+0.00096463i,-0.00019991+0.0020472i,-0.00029341+0.0022065i,-0.00036106+0.0023017i,0.00012048+0.0016849i,0.0007685+0.00016977i,0.00035102-0.00051814i,-5.0443e-05-0.00044763i,0.00016315-9.0181e-05i,0.00018347-9.9909e-05i,-0.00015243+0.00029222i,-9.5489e-05+0.00041511i,-0.00020297-0.00020544i,-2.2575e-05-0.00059132i,-0.0001063-0.00028074i,-0.00051149+0.00021755i,-0.00054221+0.00047144i,-0.00027093+0.00056393i,-0.00019914+0.00012669i,-0.00069404-0.00029307i,-0.00045809+7.492e-05i,7.0172e-05+0.00069831i,0.00014827+0.00059207i
-0.0011651+0.00050436i,-0.00045377+0.00016462i,0.0010194-0.00059724i,0.0013191-0.00043795i,0.0019821+1.8488e-05i,0.0019588-0.00058435i,0.00054383-0.00028405i,2.9462e-05+0.00061222i,-3.8719e-05+0.00058915i,0.00011508+0.00068365i,0.00067283+0.00055062i,0.00091692+0.00079703i,0.00059464+0.00114i,0.00038777+0.00028157i,0.00038456+3.4763e-05i,-2.1495e-05-1.764e-05i,-0.00023361+0.00012112i,-0.00020981+0.00067533i,-1.169e-05+0.00046176i,0.00039009+0.00024453i,0.00030469+4.0818e-05i,0.0002695+5.6349e-05i,0.00079655-5.0095e-05i
0.0012045+0.00014822i,0.00069034-0.00074128i,0.00084564-0.00082376i,0.00038797-0.00055651i,-0.0012643-0.00053311i,-0.0012995-1.6611e-05i,0.00056321+0.00071458i,0.0014882+0.00042809i,0.0011843+0.00035132i,0.00040605+0.00083327i,2.9209e-05+0.0010421i,0.0003058+0.00025948i,0.00073273+0.0003775i,0.00055869+0.00065881i,-0.00012213-0.00025034i,-0.00023251-0.00036135i,-6.3119e-05-1.4159e-05i,7.529e-05+4.461e-05i,9.4084e-05-0.0006942i,1.6149e-05-0.00058636i,3.8516e-05+6.1214e-05i,0.00034355-0.00011083i,-0.00033191-0.00062923i
-0.00021373-0.00037711i,-0.0015573+1.1301e-05i,-0.0021582-2.1669e-05i,-0.0017386+0.0005296i,-0.00156+0.0012835i,-0.00050022+0.0012046i,0.00094319+0.0010898i,0.00077299+0.00094718i,0.00041948-0.00017416i,0.00025475-0.00040078i,-0.00016988-0.00017375i,-0.00047522-0.0008195i,-0.00067401-0.0010203i,0.00024545-0.00097268i,0.0014012-0.00074273i,0.00069332-0.00069603i,-0.00021763-0.00043577i,1.9658e-05-0.00069768i,0.00056805-0.00076533i,8.8304e-05-0.0005491i,-0.00044581-0.00091483i,1.3391e-05-0.001041i,0.00048281-0.00087188i
0.00082187-0.00089048i,0.00045576-0.00041592i,0.00022451-0.0010825i,-0.00058259-0.00066479i,-0.001008+2.9049e-05i,-0.00073846+0.00011419i,-0.00059345+0.00041405i,-0.00096255-4.7255e-05i,-0.0011579-4.2714e-05i,-0.00071024+8.188e-06i,-0.00027827-0.00031428i,-0.00010651-0.00035886i,0.00036562+0.00030674i,7.8556e-05+0.00038081i,-0.00075962+0.00018601i,-0.00053638+0.00052199i,-0.00029559+0.00084186i,-0.00043747+0.00065704i,-0.00064334+0.00030919i,-0.0011207+0.00026303i,-0.0003408+0.0005899i,0.00017577+0.0009048i,-6.9652e-05+0.00061221i
-0.00011872+0.00023649i,-9.2747e-05+0.0007374i,4.6256e-06+0.0010554i,0.00054922+0.0007737i,0.0014128+0.00090772i,0.0016399+0.001192i,0.0012799+0.00068161i,0.00033229-6.3063e-06i,-0.00053406-1.1179e-05i,-0.00049112-0.00050023i,-4.2205e-05-0.00053028i,-0.00019128+0.00038794i,0.00039439+0.00025433i,0.00022838+0.00025548i,-0.00048782-6.114e-05i,-0.00014297-0.00078699i,-0.00028568-0.00074769i,-5.0704e-05-0.00022619i,0.00029484+1.3161e-06i,0.00030883+2.2627e-05i,0.00027604-0.00010447i,0.00010159-0.00085642i,9.4444e-05-0.0011665i
-0.00059579-0.00082986i,0.00033372-0.0010219i,0.0010014-0.00026052i,0.001278-0.00054859i,0.0015799-0.00084204i,0.0009387-0.001415i,-4.3797e-05-0.00095131i,-0.0007144+0.00047365i,-0.00030028+0.00091693i,0.00041893+0.00096902i,0.00013137+0.00084342i,-0.00026966-4.0061e-05i,0.00037631-0.00053451i,0.00036698-8.495e-05i,0.00019715+0.00051803i,0.00045159-5.2967e-05i,0.00029611-0.00076981i,0.00020649-0.0006472i,-4.0974e-06-0.00019674i,-0.00022207+0.00061486i,0.00039031+0.00089201i,0.00074321+0.00066794i,-9.2276e-05+0.0011724i
-0.00057985+0.0030018i,0.00020217+0.002907i,0.00040152+0.002351i,0.00060732+0.0025006i,0.0011675+0.0025138i,0.0017826+0.0016512i,0.0014868+0.00041227i,0.00098045-0.00039036i,0.0010303-2.5007e-05i,0.00076496+0.00035944i,0.00052358-0.0001098i,0.000769-0.00082807i,0.00042395-0.0013714i,0.00014402-0.0011644i,0.00075464-0.00057932i,0.0011673-0.00046014i,0.00064271-6.9718e-05i,-2.0067e-05+2.155e-05i,-0.00015665-0.00037695i,-0.00013696-3.2993e-05i,-0.00044238+0.00029461i,0.00011715+0.00061219i,0.00025026+0.00055617i
0.00059141-0.00097172i,0.00037431-0.0017291i,0.00015817-0.001972i,-0.0002926-0.0013213i,0.00015832-0.00079653i,0.00044394-0.00032914i,9.8361e-05-0.00016986i,-8.13e-05-0.00040096i,0.00043895-8.9111e-05i,0.0010734-1.3295e-05i,0.00075336-7.0454e-05i,0.00096696+0.00064497i,0.00094163+0.0011634i,0.00074054+0.00065697i,0.00071633+0.00058455i,0.00019083+0.00076168i,0.00048492-7.2531e-05i,0.00080582-0.0011062i,0.0003432-0.00072231i,-0.00019684-0.00023642i,-0.00082967-0.00049037i,-0.0013877-0.00073717i,-0.0004811-7.4327e-05i
0.00091868+8.9539e-05i,-0.00036744-0.0013807i,-0.00043835-0.0023373i,-0.00056377-0.0019062i,-0.00094869-0.0021456i,-0.0014014-0.0015907i,-0.0015453-0.00018916i,-0.001211-0.00025282i,-0.00067461-0.00081911i,-0.00050595-0.0016008i,-0.00012969-0.0015572i,0.00070857-0.0002418i,0.00093252+0.00074208i,0.00044045+0.00087465i,0.00051027+0.00072579i,0.00080196+0.0009183i,0.0010818+0.00059037i,0.00058556+0.00013878i,-0.00014355+0.00062497i,-0.00036166+0.0013064i,0.00017724+0.00099831i,0.00056362+0.0002886i,0.00031838+0.0005025i
-0.00046821-0.00079983i,-0.00066731+0.00031515i,2.4675e-05-0.0006259i,0.00020179-0.00069053i,0.00031139+0.0006774i,0.00064109+0.0017495i,0.00089876+0.0014388i,0.00086048+0.00083933i,-0.00043364+0.00075087i,-0.0012538+0.00014052i,-0.0015649-0.00024886i,-0.0012676-0.00027862i,9.0684e-05-4.5295e-05i,0.00064438+0.00028427i,9.768e-05+0.00037957i,-0.00048905+0.00058745i,0.0001534+0.00043087i,-1.3069e-06+1.0827e-05i,-0.00016483+0.00019467i,-2.2116e-05+0.0006169i,-0.00072099+0.00015888i,-0.00084382-0.00033909i,-0.00076724-0.00027085i
-0.0021135+0.00031787i,-0.00042343+0.0001075i,0.00032114+0.00010949i,-0.00050852+0.00028691i,-0.00034846+0.00090723i,0.00098338+0.0012681i,0.0014301+0.00080592i,0.00049313+0.00051569i,-0.00023057+0.00031233i,-6.2413e-05+0.00087031i,-0.00019754+0.00037805i,9.4213e-05-0.00060694i,0.00016053-0.00077514i,-0.00073058-0.001353i,-0.00061168-0.0012427i,-0.00025716-0.00034529i,-0.00067117+8.8078e-05i,-0.00070806+5.7325e-05i,-0.0011046-0.00020509i,-0.0012645-0.00026938i,-0.00051311+6.2664e-05i,-3.7871e-05+0.00044439i,-0.00029809+0.00064714i
0.00035504+0.0020487i,0.00067901+0.0010106i,0.00054338+0.00017686i,0.00061586+6.6846e-05i,0.0013723+0.00073072i,0.0016154+0.00072665i,0.0015568+0.00063666i,0.0010611+0.00086805i,0.00036506+0.0010145i,0.00016029+0.0012899i,0.00042902+0.00078846i,0.00045871+0.00071026i,0.00021067+0.00084957i,-0.00034671+0.0004542i,-0.00079034+0.00043135i,-0.00016427+0.00081196i,0.00010547+0.00096105i,-0.00043368+0.0011173i,-0.0003514+0.00028111i,2.4231e-05-0.00052328i,0.00031086+0.00060852i,0.00028304+0.0015182i,9.7641e-05+0.00092518i
0.00027742+1.8572e-05i,0.00036259-0.00028573i,6.2922e-05+0.00053252i,-0.0004359+0.0011838i,-0.00024443+0.0018294i,0.00041896+0.0013798i,9.1237e-05-0.00014674i,-0.00031515-0.0013109i,0.00010625-0.0004267i,0.00032235+0.00056096i,0.0010692+0.0012777i,0.0014883+0.0014586i,0.0010158+0.0013543i,0.00055258+0.0014887i,0.00024622+0.00082541i,-0.00015111-1.7147e-05i,-0.00044409-0.00033952i,-0.00083376+0.00011594i,-0.00083884+0.00094822i,-0.00052812+0.00066703i,-0.00039676+0.000208i,-0.0010095+0.00064092i,-0.00096443+0.00068232i
0.0018243-0.0012091i,0.00066961-0.0012053i,-0.00044608-0.0017909i,-0.0011904-0.0014264i,-0.00063551-0.00063689i,8.2963e-05+0.00060945i,0.00029767+0.0010166i,7.3455e-05+5.7302e-05i,7.6969e-05-0.00073753i,0.0007236-0.00086174i,0.0011296-0.00071146i,0.0011027-0.00067833i,0.00053136+0.00022758i,-2.4734e-05+0.00092977i,-0.00058746+0.00061041i,-0.0006401+0.00037653i,-0.00041728+0.00084297i,-0.00026211+0.00068117i,-0.00052438+0.00017276i,-0.00034489+0.00035749i,-0.0006998+0.00051475i,-0.0011963-7.813e-05i,-0.00073942+0.00019057i
-0.00084998+0.0016711i,-0.00092634+0.0010561i,0.00016448+0.00063134i,0.00059694+0.0012269i,0.00073051+0.0016668i,0.00069783+0.0017487i,-0.00013385+0.0011485i,-0.00019544+0.00045307i,-6.3595e-06+0.00040011i,0.00013229-0.00023118i,-0.00049357-0.00061569i,-0.00066345-0.00098271i,0.00031028-0.0014078i,9.3516e-05-0.00098029i,-7.0291e-05-0.00058989i,0.00040991-0.00026812i,0.00067525-0.00017538i,0.0002683+0.00017872i,-0.00042495+6.3539e-05i,-0.0007088-0.00013889i,-0.00027009-8.7526e-05i,-0.00015994+0.0006361i,-8.655e-05+0.00066613i
-0.00093717+0.00083523i,-0.00044763-0.00014194i,-0.00036312-0.00091075i,-0.00050417-0.00053694i,0.00044892+4.5488e-05i,0.00089695+0.0008071i,0.00014751+0.0018003i,-0.0010916+0.0013732i,-0.00090575+0.00033509i,-0.00040156+2.501e-05i,-0.00044437-5.861e-05i,-5.9256e-05-0.00023906i,0.00025517-0.00061332i,0.00039675-0.001103i,0.00014689-0.0012011i,-0.00030897-0.0011059i,-0.00019185-0.0012355i,0.00093086-0.00031827i,0.0012018+0.00046672i,0.00056256+0.00052247i,3.3425e-05+0.00032694i,8.4309e-05+0.00074533i,0.00048102+0.000982i
0.00045469-0.0022806i,0.0012909-0.0029986i,0.00071209-0.0023341i,-0.00048933-0.0019955i,-0.00062179-0.0011016i,-0.00028399-0.00015205i,0.00071762+0.00042266i,0.0013045+0.0012177i,0.00052027+0.0018745i,-0.0002635+0.0015306i,-0.00042086+0.0014786i,-0.00066467+0.0018331i,-0.00056307+0.0012848i,0.00027072+0.00044519i,0.00057582+0.0001558i,-0.00057846-0.00035665i,-0.0012179-0.00041769i,-0.0010126-0.00075764i,-0.00031219-0.0011309i,0.00027301-0.00043592i,0.00050179+0.00014818i,0.00026355-0.00012684i,-0.00048101-0.00032861i
-0.002304+0.0002707i,-0.0019894+0.0013476i,-0.0017949+0.0014528i,-0.0010773+0.00076784i,-0.001004+0.0020185i,0.00012277+0.0024408i,0.00084678+0.0010714i,0.00070248-2.4809e-05i,0.00098007+7.249e-05i,0.00090558+0.00050227i,0.00067526+0.00018451i,0.00042421+0.00075717i,1.8369e-05+0.0011281i,-2.4036e-06-0.0005536i,1.085e-05-0.0012515i,-0.00044958-0.00052973i,-0.00087338+0.00015371i,-0.00090412+0.00027502i,-0.00055851+3.4176e-05i,-0.0010078-5.3211e-05i,-0.0012487-0.00047655i,-0.00089397-0.00076295i,-0.00051757-0.00052124i
0.00014988-0.0005021i,0.00010101-0.00080557i,-0.00040943-0.0010217i,5.5349e-05-0.00061569i,0.00044305+0.00039193i,0.00047763+0.0014646i,0.0011636+0.0011153i,0.0020316+4.597e-05i,0.0021253-0.00056682i,0.0006075-0.00025772i,-0.00019017-0.00018366i,0.00073663+0.0003392i,0.0010599+0.00084741i,6.6547e-05+0.00032358i,-0.00047729-0.00037197i,0.00018496-0.00074599i,0.00016541-0.00051424i,-0.00053484-0.0002385i,-0.00025485-0.00068353i,0.00073734-0.0014037i,0.00080205-0.0015881i,2.9663e-05-0.00032863i,-0.0003228+0.0006999i
0.00020079+0.00074095i,0.00069299+0.0008039i,0.0025539+0.0015029i,0.0020564+0.00074603i,0.00067988-0.00045551i,-0.00030483-0.00073257i,-0.00059358-0.00052978i,-0.00039606-0.00091418i,-0.00053847-0.001495i,0.00032218-0.0014611i,0.00083967-0.00075217i,0.00055465-0.00045971i,-1.1825e-05-0.00062678i,-0.00053879-0.00014195i,-0.00023475+0.00034617i,-0.0001241+0.00059659i,-0.00035819-3.3595e-05i,-1.9574e-05-0.00069184i,-0.00017892-0.00047843i,-8.7157e-05-0.00020369i,0.00031179+0.00058259i,-9.6919e-06+0.00072227i,-0.0002407+0.00022965i
0.00029952-0.0015335i,0.00021401-0.0017779i,-0.00035584-0.0015758i,3.9185e-05-0.00073632i,0.00049791+0.00032718i,-0.00021617+0.0004914i,-0.00046288+0.00035329i,-0.0010176+5.1984e-05i,-0.0017264-0.0002446i,-0.0011161+3.3488e-06i,-4.448e-05+1.2432e-05i,0.00026776-0.0002425i,0.00043422-0.00055015i,0.0014942-0.00085416i,0.0022148-0.0003708i,0.0013615-0.00031022i,0.00024488-0.0007327i,9.3433e-05-0.00092178i,0.00036405-0.00058694i,0.00028261-0.00053276i,-0.00034784-0.00041268i,-0.00018188+0.0011915i,0.00054499+0.0013502i
-0.00077388-0.00028799i,-0.00058984-1.341e-05i,-0.0012564-9.2671e-05i,-0.0021717+0.00053029i,-0.0011032+0.0012865i,0.00074534+0.00073324i,0.00084348+0.00073828i,0.00021389+0.00073833i,-0.00068168+0.00066326i,-0.001379+0.0010479i,-0.00075533+0.0009485i,-0.00055718+0.00073566i,-0.00059881+0.00048804i,-0.00051354+9.2523e-05i,-0.00017177+8.5001e-05i,-0.00027387-0.0006707i,-0.00053397-0.0014265i,0.00013008-0.00071626i,0.00095388+0.0002381i,0.0005276+0.00016036i,0.00027813-0.00027358i,4.7066e-05+0.000217i,-0.00014181+0.00044716i
-0.00031842+0.0011884i,-5.8549e-05+0.00018843i,0.00019365-2.4236e-06i,0.00093038+0.00064945i,0.0016336+0.0015563i,0.0017515+0.0016498i,0.00099576+0.00065338i,0.00055784+0.00051459i,0.00050041+0.0012635i,0.00056801+0.0012564i,0.00021247+0.00032327i,-0.00052043-0.00027221i,-0.00046105-0.00021045i,0.00021239+0.00055871i,0.00034707+0.00095265i,-0.00026924-2.8601e-05i,-0.00062212-0.00072131i,-0.00014607-0.00069662i,-0.00027811-0.0004551i,0.00011232-5.2783e-05i,0.0010318-0.00029623i,0.0011735-0.00039664i,0.0010379+0.00033581i
9.8765e-05-0.00079317i,0.00023479-0.00018378i,7.2907e-05-0.0005104i,-0.00098021-0.00084734i,-0.0010427-0.00031435i,0.00015747+0.00039153i,0.00085159+0.00025147i,0.00099031-0.00046333i,0.00056458-0.00072636i,9.2248e-05-0.00055336i,0.00056855-0.00047674i,0.0008552-0.00049462i,0.00046037-0.00043595i,0.00077544+0.00042213i,0.00061032+3.7744e-05i,-6.8369e-05-0.00081013i,-0.00059734-0.00011856i,-0.00071374+7.6055e-05i,-0.00071245-0.00039671i,3.6959e-05-0.00040803i,0.00037111-0.0002263i,0.00015923+2.4321e-05i,0.00034719+0.00031531i
-0.00048637-0.00048621i,-0.00099864+2.3684e-05i,-0.00078767-0.00061073i,-0.00064491-0.00070027i,-0.00089952+0.00071013i,-0.00078564+0.00099595i,-0.00040711+0.00038272i,-0.00024072+0.00018796i,-8.5353e-05-0.00039733i,-9.0208e-05-0.00031876i,4.1001e-05+0.00057456i,0.00054956+0.00038794i,0.00053143+0.00010275i,2.7949e-05-0.00037084i,-0.00041518-0.0005551i,-3.4587e-06+0.00028844i,0.00026018+0.0010304i,0.00040333+0.00079584i,0.00070285+0.0006852i,0.0005448+6.147e-05i,-0.00028016-0.00072156i,-0.00093308-0.00060689i,-0.00063902-7.3457e-06i
