-0.0010395-0.001144i,-0.0010252-0.0015487i,-0.0015468-0.0009942i,-0.0020106-0.00012265i,-0.0019616+0.00018398i,-0.0017637+0.0011896i,-0.00084784+0.0024494i,-0.00047118+0.0024067i,-0.00040182+0.0013357i,-0.00029995+0.00087321i,-0.00055877+0.00037254i,-0.0011186+0.00010855i,-0.0011784+0.00074014i,-0.00063683+0.00089653i,-0.00082097+0.00028696i,-0.00054926-0.00025873i,-0.00023056-0.00049868i,-0.0001423-0.00093521i,0.00014918-0.0010318i,0.00069835-0.00058602i,0.00065094+0.00010061i,0.00040886+0.00023692i,0.00026187+5.5942e-05i
0.0012526+0.0012183i,0.0010108+0.0009717i,0.0013986-6.5287e-05i,0.0017258-0.00042759i,0.00083403-0.00088548i,0.0012227-0.00054162i,0.0012091+0.0007045i,0.0013159+0.00060301i,0.0011636+0.00052075i,0.00019516+0.00090136i,-0.00045855+0.00074922i,-0.0012503+0.00061695i,-0.0011976+0.0009812i,-0.00011413+0.00087867i,0.00020883+0.00064095i,-0.00020818-1.2186e-05i,0.00014045+0.00010409i,0.00035564-1.7699e-06i,-0.00028594-0.00086041i,-0.00053069-0.0011678i,-0.00013629-0.00047469i,-6.3758e-05+0.00028769i,-0.0003071+0.00020592i
0.00036024-0.00049209i,-0.00062948-0.00079347i,-0.00052929-0.0016042i,-0.00063507-0.0010281i,-0.0010286-2.3759e-09i,0.00012322+0.0011817i,0.00097667+0.0020338i,0.00061518+0.0015366i,-0.00020305+0.0010793i,-0.00032978+0.00067477i,-0.000242+0.00023941i,-0.0013354+0.0004372i,-0.0013972+0.00085277i,-0.00043901+0.00035776i,-0.0012845-0.00025093i,-0.0013443-0.00033956i,-0.00069658-0.00058189i,-0.00041913-0.0003649i,0.00011576+0.0004418i,-0.00042523+0.00081304i,-0.0011434+0.00036575i,-0.0009558-0.00012204i,-0.00050849-0.00056752i
-0.0027497-0.00076545i,-0.0026311+0.00054873i,-0.002616+0.00056825i,-0.0019183+0.00065563i,-0.0016973+0.002036i,-0.00094905+0.0026786i,0.00093519+0.0012448i,0.0014714-0.00028543i,0.00062539+0.00013524i,-0.00026976+0.0012261i,-0.00088203+0.001053i,-0.0013835+0.00076681i,-0.0019204+0.00077105i,-0.0011718+0.00017695i,-0.00039448-0.00061739i,-0.00059293-0.00045252i,-0.00038187+9.0126e-06i,0.00015501-7.5187e-05i,0.00035406-2.8711e-05i,6.5701e-05+0.00023125i,-0.00049029+0.00093841i,-0.00055758+0.0016824i,9.8868e-06+0.001431i
0.00015871-0.00028414i,8.5325e-05-0.00086696i,-0.00013453-0.00089747i,-0.00014768-0.00040179i,0.00011534+0.00017649i,-2.1191e-05+0.0011822i,0.00037503+0.0015352i,0.0014098+0.0010041i,0.0011287+0.00081781i,0.00055457+0.001017i,9.5035e-05+0.00038127i,-0.00056195-0.00082005i,-0.00099246-0.00092453i,-0.00048915-7.8598e-06i,0.00075161+0.00066476i,0.00083854+0.00080126i,-0.00024487-0.00011029i,-0.00038672-0.00088923i,-0.00032577-0.0011887i,-0.00054035-0.00064453i,-0.00076394+0.00077444i,-0.00079871+0.0010918i,-0.00030052+0.00020253i
-0.00036275-0.00060104i,-0.00038479+3.9106e-05i,-0.00011224+0.00079221i,-0.00035672+0.00034626i,0.00010316+0.0011678i,0.0013328+0.0019073i,0.0015773+0.0015403i,0.00068838+0.00048531i,-4.6866e-05-0.00014216i,-0.00016054+5.5177e-06i,-0.00016241+0.00045519i,-8.7562e-05+0.00080277i,0.00052165+0.00027616i,0.00034601+0.00029358i,-5.57e-05+0.00075303i,-6.9691e-05+0.00039284i,-0.00045802-0.00050805i,-0.0012105-0.00089382i,-0.0010507-0.00063201i,-0.00051754-0.0008531i,-0.00032649-0.00060115i,0.00032968-0.00042088i,0.00099664-0.00068306i
0.00065554+0.00094784i,0.00017311+0.0002924i,0.00047865+5.0723e-05i,-0.00071169+0.0007761i,-0.0012694+0.00086975i,-0.00021063+0.0008426i,0.0012375+0.00039151i,0.0011458-0.00032133i,9.6899e-05-1.6538e-05i,-9.9263e-05+0.0002449i,-0.00023433-8.698e-05i,-0.00081465+0.00031279i,-0.00069888+0.00092696i,-0.00075328+0.00068592i,-0.00032122+0.00064682i,0.00070146+0.00057542i,0.0013239+0.00037529i,0.0011463+8.7512e-05i,0.00028012+0.00019858i,-0.0006194+0.00073268i,-0.00064204+0.00046924i,-0.00026612+0.00077436i,0.00012502+0.00033332i
0.0010946+0.000868i,-5.4426e-05+0.00051618i,-0.00056779-4.6063e-05i,-0.00049736-0.00072641i,-0.00069444+7.4757e-06i,-0.00070361+0.0020636i,0.00033126+0.0019131i,0.0014677-2.0577e-05i,0.00054387-0.00091571i,0.00010128-0.00044039i,0.00017421+0.00056337i,-0.00088606+0.0008054i,-0.0010372-2.2346e-05i,-0.00019868+0.00015412i,0.00020267+0.00086521i,0.00016358+0.00082696i,0.00044556+0.00025258i,0.00063269-0.00053088i,0.00032273-0.0010275i,-0.00015615-0.00087922i,-0.00035142-0.00025262i,0.00044171+0.00022502i,0.00031353+0.00025942i
-0.0012219+0.00020386i,-0.00054546+7.7639e-05i,0.00077664+0.0009733i,0.00067142+0.0012357i,-8.3344e-05+0.0018148i,6.4134e-05+0.0018004i,0.0001752+0.0012824i,-0.00010215+0.00088714i,0.00013844+0.00019918i,0.0011481+0.00068306i,0.00091355+0.0010888i,-0.00053654+0.00050916i,-0.00086527+0.0002994i,-0.00036144+0.00019062i,0.00022362+0.00020842i,0.00055908+0.00070634i,0.00064696+0.00094211i,0.00043604-0.00021248i,-0.00014788-0.00065001i,-0.00011727-0.00054803i,0.00020648-0.00051121i,-0.00018208-0.00015488i,-0.00012853-0.000361i
-0.0001087+0.0033867i,0.0014445+0.0031526i,0.0022589+0.0023714i,0.0022575+0.0018148i,0.002236+0.0010704i,0.0019736+0.00041732i,0.0019467+0.00069032i,0.0011756+0.0008318i,5.1693e-05+0.0012655i,0.00019322+0.0013255i,-6.8204e-05+0.00085703i,-0.00062094+6.1654e-05i,-0.00092202-0.00058641i,-0.001041+6.2114e-06i,-0.0006255+0.00086288i,-0.00056423+0.00097796i,-0.00041731+0.00048917i,-8.3694e-05-0.0002634i,5.0429e-05-0.00077966i,-0.00013338-0.000897i,-0.00037576-0.00058956i,-0.00056085-0.00035122i,-0.0003891-0.00069438i
0.0025571+0.00090389i,0.0028633+1.9159e-05i,0.0020831-0.001146i,0.0011161-0.0025568i,0.00036494-0.0013004i,0.00011362+0.0013493i,0.00020187+0.0021219i,4.029e-05+0.0002789i,0.0006458-0.0010767i,0.0010427-0.0011748i,0.00062245-0.001082i,0.0007912-0.00075738i,0.00027594-0.00039922i,-0.00082129-4.5124e-05i,-0.00010984+0.00055516i,0.00067923+0.0010523i,0.00019667+0.00099187i,0.00012949+0.00075412i,0.0003306+0.00019179i,0.00018889-0.00046162i,-3.2301e-05-0.00019256i,-0.00027521+0.00058901i,-0.00020833+0.00039753i
-0.00011233-0.00016618i,0.00042924-0.00035943i,0.00033707-0.00041385i,-0.00081046-0.00018634i,-0.00083563+0.00064093i,-0.00018854+0.0011462i,0.00071084+0.00091156i,0.0011819+0.00054224i,0.00023601-7.2789e-05i,-0.00019444+0.00019352i,-0.00020346+0.00090351i,-0.00055416+0.00055902i,-0.0006466+0.00015534i,-0.00090861+1.5026e-05i,-0.0003646+0.00037716i,-0.00020935+0.00031261i,3.0762e-05-0.0007272i,0.0010759-0.0013578i,0.00083091-0.00076266i,-8.2819e-06-5.0706e-06i,-0.00079982-0.0004076i,-0.0010109-0.00095664i,0.00024073-0.00058048i
-0.00033354+0.0010747i,-0.0004422+0.0014011i,-0.00060601+0.0018627i,0.00045296+0.0019121i,0.00064259+0.0016951i,0.00051968+0.0014785i,0.0011844+0.0015835i,0.0016917+0.0016381i,0.00082366+0.0011703i,-0.00037428+0.00048138i,-0.00013975+0.00046053i,-0.00023268+0.00065613i,-0.00024834+0.00027146i,0.00011052+0.0002224i,-0.00015137+0.00031861i,-0.00052882-9.8491e-05i,0.00017142-7.2029e-05i,0.0008682+2.8713e-05i,0.00093481+5.7649e-05i,0.00063216+0.00043368i,0.00050499+0.0005365i,0.00055023+0.00062795i,0.0004194+0.00073973i
-0.00012732-0.00097331i,0.00038308-0.00064835i,0.00019167-0.00027068i,-0.00046319-6.4646e-07i,9.1474e-05-0.00023072i,0.0018143+0.00052946i,0.0021671+0.00097047i,0.00091522+0.00052933i,-0.0002281+0.00034836i,-3.77e-05+0.00038711i,-1.3043e-05+0.00072239i,-0.0003757+0.00091539i,0.00027661+0.00035533i,0.00083952+9.0526e-05i,0.0010136-0.00035287i,0.00058263-0.00079261i,-4.0793e-05-0.00043979i,-0.00024434+0.00057244i,-0.00018186+0.00037673i,-0.0006313+0.00011098i,-0.00077031+0.00058507i,-0.00037583+0.00077684i,-0.000346+0.000889i
0.00065522+0.0003134i,0.00035466-0.00024254i,0.00032273+0.00041579i,-0.0001633+0.00022323i,-0.00069288-6.873e-05i,-0.00013575+0.0013229i,0.0012023+0.0015041i,0.0015311+0.00030291i,0.00028698+0.00010939i,-0.00059892-0.00015677i,-0.00087478-0.00092942i,-0.00065296-0.00054268i,0.00060497+0.0002538i,0.0011646-0.00017627i,0.00071914-0.0011837i,0.00045559-0.0013639i,0.00071857-0.00052858i,-0.00025793+0.0001143i,-0.0014181+0.00021302i,-0.00080403+3.127e-07i,0.00058623-0.00015899i,0.00062548-0.00046601i,-0.00038066-0.00034165i
8.9969e-05-0.0012291i,-0.00064245-0.00062777i,-0.0016718-0.0014709i,-0.001899-0.0014159i,-0.001731+0.00066475i,-0.0010388+0.0022387i,0.00019937+0.0012349i,3.3438e-05-0.00020023i,-0.00039155-0.00071045i,-0.00050397-0.0007369i,-0.00096644-0.0005996i,-0.00034307-0.0004647i,7.8395e-06-0.00038419i,1.6144e-07+0.00014769i,0.00019079+0.0004069i,-0.0001611+0.0003557i,-0.00022178+0.00019038i,-0.0001189+4.0284e-06i,-4.8477e-05+0.00025925i,-0.00016615+0.00034053i,-0.00023836+0.00034098i,0.00038825+0.00031824i,0.00015839-8.8079e-05i
-0.0012746-0.00064923i,-0.0001419-5.102e-05i,0.00025338+0.0016161i,-0.0009534+0.0024514i,-0.0010222+0.0031121i,0.00010905+0.0031996i,0.0014149+0.0023739i,0.0015983+0.0010517i,0.00034231-2.5409e-05i,-0.00065886-0.00030402i,-0.00086298+7.6275e-05i,-0.0011669+0.00017748i,-0.0005443-0.0003321i,-1.9265e-05-0.00012048i,-0.00031912-0.00020394i,0.00018455-3.0612e-06i,-7.8849e-05+0.0004348i,-0.00029979+4.2426e-06i,-3.6844e-05-0.00073518i,-2.118e-05-0.00077632i,0.00043487+5.9963e-05i,0.00080939+0.0005682i,0.00038431+0.00092287i
0.0001233+0.00035748i,0.00081042+0.00058005i,0.0017902+1.8534e-05i,0.0014589-0.00045499i,0.0017541-0.00021172i,0.0014803+0.0003066i,0.00066096+0.00104i,-1.7923e-05+0.00098846i,-7.7569e-05+0.00014963i,0.00025479+5.0708e-05i,-0.00048211+0.00046058i,-0.00095796+0.00043664i,-0.00069581+0.00021067i,-0.00052007+0.00071917i,-8.79e-05+0.00065182i,-1.7078e-05+0.00010483i,-4.9322e-05+0.00032747i,0.0001912+3.2725e-05i,0.00043036-0.00040184i,0.00026379-0.00067111i,0.00049946+4.7117e-05i,0.00045073+0.00077784i,-5.0039e-05+0.00076521i
-0.00071986+0.0010135i,0.00040104-0.00036379i,0.0017133-0.0011033i,0.001592-0.0012835i,0.00077709-0.0008114i,0.00062404-0.00016021i,0.0011815+0.00020214i,0.0010181+0.00016213i,0.00076182+0.00016057i,0.00024162+0.00068073i,-0.00041691+0.00039517i,-0.0005012-0.00040544i,-0.00064251-0.00044086i,-0.0011145-0.00021309i,-0.001725+0.0005016i,-0.0015611+0.00051475i,-0.00074067+0.00044833i,-0.0006163+0.00024488i,-0.00017694+5.2917e-05i,-7.0543e-05+8.7995e-06i,-0.00067779-0.00012283i,-0.00057017-6.8719e-05i,-8.5799e-05+9.7065e-05i
0.00084286+0.00087033i,0.00034369+0.0011076i,-0.0004919+0.0004391i,-0.00011972-0.0004306i,0.00070325+0.0013035i,0.0012031+0.0025732i,0.0015326+0.0012577i,0.0015692+0.00046847i,0.00091223+0.00038884i,0.00016029+0.00057317i,-0.00018371+0.00034302i,-0.00034935-0.00060711i,-0.00062678-0.0006251i,-0.00047272+0.00017306i,-0.00018523+0.00077351i,-0.00045735+0.00057156i,-0.00021769-2.0926e-05i,-5.3106e-05+0.0005964i,-0.00012139+0.00083185i,-0.00035485+4.2819e-05i,-0.00064137-0.00042288i,-0.00029301-0.0007438i,-0.00080109-0.00036861i
-0.0022455+0.00095186i,-0.0025504+0.0015902i,-0.002811+0.0024199i,-0.0015292+0.0028154i,-0.00043712+0.0030048i,0.00061219+0.0026007i,0.0013706+0.0020934i,0.0006254+0.0016932i,-0.00097404+0.00075751i,-0.00099176+0.00045575i,-0.00026621+0.0013349i,-0.00053287+0.0010285i,-0.00094001+0.00066068i,-0.00090913+0.001351i,-0.00034447+0.0016089i,0.00033409+0.00047869i,0.00063527-0.0010094i,0.00066955-0.00063293i,0.00037751-0.00015003i,-0.00024388-0.0003852i,-0.00058283+0.00011617i,-0.00083939+3.4495e-05i,-0.001233-0.0001568i
-0.00052654-0.0018008i,-2.1704e-05-0.0013907i,0.0009124-0.00077863i,0.00046069+0.0006152i,-0.00054753+0.0019933i,-0.00056822+0.0028033i,0.00021714+0.0020548i,0.00062248+0.00024013i,-0.00030763+0.00011953i,-0.00085567+0.0012508i,-0.00024291+0.00079531i,-6.1373e-05-8.5495e-06i,-0.00050721+0.00020923i,-0.00067786+0.00063395i,-0.00015962+0.00098702i,0.00054318+0.00083807i,0.00034063+0.00054575i,7.8525e-05+0.0005169i,0.00027481-0.00020037i,0.00017142-0.0010586i,0.00012403-0.00095349i,5.1197e-05+0.00036362i,-0.00063952+0.0012861i
-0.00028058-0.00071342i,-0.00079769-0.00096451i,-0.00087923-0.00060605i,-0.0014292-0.00024342i,-0.0013489+0.00041256i,-0.00061721+0.00075563i,0.00070903+0.00074012i,0.0013954+0.00045412i,0.00021824+0.00043246i,-0.00013178+0.00046324i,0.0002938+0.00023113i,-0.00023288+0.00024818i,-0.00045971+0.00044201i,-0.00035228+0.00033435i,-0.0013189-0.00026049i,-0.0012674-0.00043549i,-0.00069991-0.0002466i,-0.00032507+4.7962e-05i,0.00087231+0.00028746i,0.00062187+0.00079512i,-0.00053876+0.00075456i,-0.00075898+0.00037111i,-0.00073954-0.00028683i
-0.00070333+0.00084946i,-0.00037011+0.00053176i,-0.0012815+0.00054186i,-0.0020853+0.00069391i,-0.0020573+0.0008259i,-0.00054233+0.001562i,0.0013794+0.0016636i,0.0014468+0.0010925i,0.00091044+0.00021558i,0.00098864-0.00063082i,0.00084063-0.00061048i,0.00040602+0.0001226i,0.00029635+0.00095405i,0.00060382+0.0014212i,0.00022917+0.0010052i,0.00077938+0.00013772i,0.0012973-0.00051981i,0.00057964-0.00058486i,5.2682e-05-0.00026655i,-0.00060756-0.000181i,-0.00023885+0.00035512i,0.00012983+0.00070434i,1.6588e-05+0.00013941i
0.00095639+0.0001141i,0.00087804+0.00061146i,0.00024315+0.00094767i,-0.0013494+0.0008204i,-0.002179+0.00010842i,-0.00058432+0.001119i,0.0002793+0.0020666i,-0.00024755+0.00036558i,-0.00066572-0.00057902i,-0.0010354+0.00028558i,-0.0011822+0.00024795i,-0.0012439-7.163e-05i,-0.00030861-0.00043152i,0.00090476-7.8162e-05i,0.0005697+0.00053829i,0.00010832+0.00041821i,0.00029671-0.0001008i,0.00012261-0.00024251i,-0.00029323-0.00028873i,-0.0001955-0.00015238i,0.00013065+0.00040069i,0.00031528+0.00048839i,-8.0114e-05+0.00030342i
0.00043668-0.00078307i,0.00095949-0.0014746i,0.0016112-0.0016296i,0.00085869-0.0016086i,-0.00052214-0.00069269i,-0.00072623+0.00082058i,0.00089059+0.001168i,0.0016794+0.00063825i,0.0008229+0.00012021i,-0.00031454+0.00055382i,-0.00090737+0.0012492i,-0.00047802+0.0016158i,-0.00092872+0.00063341i,-0.0011829-0.0001986i,-0.00027264+0.0002006i,0.00098465-0.00020563i,0.0010785-0.00071367i,-8.3101e-05-0.00053165i,-0.00022007-3.8286e-05i,0.0001668+0.00045784i,-0.00057728+0.00091778i,-0.0010988+0.00054976i,-0.0012915+0.00039932i
-0.00078023-0.00032212i,-0.00067477+0.00066198i,-0.00068161+0.0011114i,-0.0012899+0.00064748i,-0.0016483+0.00040299i,-0.00023292+0.0012258i,0.00088646+0.00084749i,0.00074803-0.00020473i,0.00037958+0.00036583i,-0.00017067+0.0015812i,-0.0005451+0.0015066i,-0.00042294+0.00067508i,-0.00036+0.00034737i,-0.00042824+0.00053352i,-0.0010154+0.0011259i,-0.0012771+0.0010937i,-0.00037503+0.00024489i,0.00017184-2.0226e-05i,-0.00034651+0.00043979i,-0.00044941+0.00097137i,0.00015447+0.0005222i,9.794e-05+0.00020374i,0.00018321+0.00011989i
-0.0017359+0.00027373i,-0.00086807+0.0016913i,0.00010633+0.0021194i,0.0003476+0.0027783i,0.00074663+0.0036155i,0.0015391+0.0028898i,0.0014491+0.00094324i,0.00081055-0.0005815i,-0.00034977-0.00011093i,-0.00090742-6.6112e-05i,-0.00028598-0.00059979i,-0.00032365-0.00049938i,-0.00083993+9.6618e-05i,-0.0011902+0.0006143i,-0.00078893+0.00079102i,-0.00024521+0.0013982i,-0.00015168+0.0015188i,0.0004111+0.00096456i,0.00010134+0.00027666i,-0.00036581-0.00021874i,-0.00015417-0.00016706i,0.00011911+0.00031932i,-0.00034592+0.00010055i
-0.00018457+0.0014304i,-7.0283e-05+0.0013752i,5.2794e-05+0.00046238i,7.9173e-05-0.0005772i,0.00046045-0.00066022i,0.00050016+0.000176i,0.00042889+0.00083652i,0.00098276+0.00079283i,0.00043347+0.00051674i,-0.00020198+0.00022511i,-0.00018547+0.00058382i,-0.00052809+0.0010568i,-4.4825e-05+0.00064391i,0.00022232+0.0010918i,1.4597e-05+0.0017592i,0.00041069+0.0011119i,0.00022614-0.00016257i,-0.00058068-0.00056499i,-0.00074851+0.0005581i,-0.00045948+0.00096461i,-0.00040583+0.00042667i,-0.00017141+0.00022349i,3.2985e-05+0.00019395i
0.0009956-0.00045727i,0.0013122+0.00025835i,0.0013586-0.00093222i,0.00087905-0.0018536i,-0.00013597-0.0013159i,-0.0011517+4.7782e-05i,-0.00052449+0.00095076i,0.00097917+0.00055036i,0.0012213+0.00033431i,0.00034106+0.0005261i,-0.00048292+0.00066905i,-0.0014576+0.00085993i,-0.0016249+0.00027829i,-0.00010842-0.00018403i,0.00046076+0.00071758i,0.00022368+0.0011236i,5.4317e-05+0.0011213i,-0.00019794+0.0006649i,-0.00077593-0.00014982i,-0.00050612-0.00017487i,0.00026176-0.00019897i,0.00049456-0.0005691i,-0.00016563-0.00012926i
-0.00060306+0.0014378i,-7.0186e-05+0.0011259i,0.00051267+0.0013621i,6.8142e-05+0.0013892i,0.00017337+0.00074221i,0.00019641+0.0011325i,-0.00021793+0.001339i,-0.00053026-0.00031685i,-0.00058377-0.00078424i,-0.00017407+0.00012833i,-0.00023995+0.00016532i,-0.00069801-0.00035129i,-0.00080618-9.1118e-05i,-0.00097138-0.00014247i,-0.0011614+0.00014023i,-0.00070354+0.00051022i,5.4897e-05+0.00014362i,0.00028438+5.7193e-05i,4.0858e-05-6.189e-05i,-0.00034729+0.00036721i,-8.489e-05+0.0010258i,9.1652e-05+0.0014754i,5.6116e-05+0.0012234i
-0.0017441+0.001382i,-0.001244+0.0017285i,-0.0023664+0.0013759i,-0.0016168+0.0013245i,0.00070141+0.002086i,0.0020807+0.0028308i,0.0019453+0.0021559i,0.001435+0.00088787i,0.00061655+0.00028004i,2.481e-05+0.00095275i,8.1942e-05+0.0010173i,-0.00021135+0.00075751i,-0.00048404+0.0011958i,-0.00065496+0.00055179i,-0.00036396+0.0001371i,6.9503e-05+0.00047846i,-0.00080219+0.00049309i,-0.00074523-0.00058737i,0.00025625-0.0010956i,5.6998e-05-0.00032288i,-0.00030969-0.00019517i,8.6429e-05-0.0006438i,1.1612e-05-0.00098994i
-0.0011033+0.00011977i,-0.00024778+0.00074398i,0.00018128+0.0013428i,0.00031824+0.00082669i,0.00034659+0.001067i,2.4359e-05+0.0016274i,0.00057514+0.00076208i,0.00092541+1.3105e-05i,0.00073593+0.00016659i,-8.0909e-05+0.00069144i,-0.0015221+0.00080047i,-0.0012121+0.00096576i,-0.00056988+0.00073181i,-0.00092834-0.00024512i,-0.00093315-0.00053088i,-0.0003839-0.00018593i,-0.00030774+0.00011529i,-0.0006235+0.00046943i,-0.00066789-0.00045536i,-0.00052304-0.0012412i,-0.00074119-0.0004914i,-0.0004978+0.00013023i,-0.00021729+0.00031648i
0.00055691+0.00076787i,0.00087654+0.00010295i,0.0011804-0.00043794i,0.0005869-0.00099495i,-0.00015617+9.04e-05i,-0.00031653+0.0013939i,0.00041647+0.0017131i,0.00014914+0.001316i,-0.00049013+0.00094157i,-0.00048951+0.00099804i,-0.00030329+0.00089613i,-0.00041783+0.00084987i,-0.00030286+0.00095687i,0.00024933+0.00081227i,0.00027096+0.00046102i,0.00041904+0.00079943i,7.8001e-05+0.0013261i,-0.00018322+0.00058425i,-0.00042655-0.00043041i,-0.00053822-0.00031843i,-0.00037113+6.146e-05i,-0.00026739+5.8434e-05i,0.00011502+2.1381e-05i
-0.00041681+0.00063143i,6.9851e-06+0.00080878i,-0.00013233+0.0016085i,-0.00050776+0.0016696i,-0.0010425+0.00091544i,-0.00058803+0.00023388i,0.00073512+5.0562e-05i,0.001571+6.9915e-05i,0.0015148+2.5625e-05i,0.0015236+0.00030581i,0.000881+0.00012506i,-0.00057885-0.00081137i,-0.0017752-0.00089229i,-0.0018955+0.00018541i,-0.0013773+0.00092667i,-0.00040786+0.00051833i,0.00042991+0.00054018i,0.00034219+0.00086995i,0.00018624+0.0013562i,0.0002782+0.00097237i,0.0001888+0.00022182i,0.00014511-0.00025166i,-0.00028225-0.00071282i
0.00091437+8.202e-05i,0.00067447-0.00035827i,0.0010457-0.0010671i,0.00048513-0.0016042i,-0.00096242-0.0010326i,-0.0013008+0.00066635i,-0.00038864+0.00077004i,-7.0783e-05+0.00030165i,-0.00028439+0.00044329i,-0.00018495+0.0004041i,-0.00019991+0.00019486i,-0.00059323+0.00046297i,-0.00045121+0.0010766i,-5.4434e-05+0.001235i,-8.0782e-05+0.001036i,-6.3459e-05+0.00077367i,0.00021587+0.00051975i,-0.00031271+0.00045296i,-0.0012608+0.00059242i,-0.0013007+0.00066225i,-5.9216e-05+0.00081671i,0.00039265+0.00082384i,0.00010286+0.00017266i
-0.00041773-0.0007888i,-0.00059685-7.2347e-05i,-0.00072969+0.00010382i,-0.0014742+0.00082923i,-0.0024287+0.002078i,-0.0010663+0.0019866i,0.0011345+0.0014499i,0.0014296+0.00075297i,0.00033501-7.6291e-05i,-0.00090505+0.00015663i,-0.00019008+0.0007344i,-0.00021394+0.00066548i,-0.00030456+0.00050598i,0.00064119+0.00050932i,0.00071896+0.00037843i,0.00053174+0.00062352i,0.00022651+0.00051279i,-0.0012493-8.5166e-05i,-0.0016932-0.00053723i,-0.00049391-0.00012473i,0.0002427+0.00067449i,0.00041177+0.00030895i,0.0004197-0.00038315i
-0.0012297+0.0012117i,-0.00064733+0.00044106i,1.1067e-05+0.00010298i,-0.00022024+0.00061318i,0.00013461+0.0012165i,0.0011917+0.0016607i,0.0019117+0.0017551i,0.0008328+0.0016696i,-0.00012664+0.0015406i,-0.00016681+0.0011481i,-0.0002532+0.00066662i,0.00029306+0.00067375i,-5.5105e-07+0.00050422i,-0.00067517-0.0001873i,-0.0007145-0.00014889i,3.2945e-06-9.4177e-05i,0.00052824-0.00021621i,0.0003349-0.00071379i,-0.00012971-0.0014039i,-0.00056529-0.0015131i,-0.00062929-0.00085914i,-0.0010357-0.00039946i,-0.00092003-0.00051993i
0.0011907+0.00085069i,0.0015913-0.000847i,0.00119-0.00049435i,-0.00069463+0.00010205i,-0.00093493+3.9228e-05i,-0.00016545+0.00027543i,0.00060294+0.0007123i,0.00088933+0.00080534i,0.00037729+0.00026238i,0.00017833+0.00029649i,-0.00027355+0.00042784i,-0.00065072+0.00024359i,9.6091e-05+0.00027339i,0.0010541-8.571e-05i,0.0016375-0.00010524i,0.0012882+0.00026793i,0.0007618+0.00042738i,0.0009408+0.001041i,0.0011566+0.0011547i,0.00065289+0.00085584i,-0.00018958+0.00076896i,-0.00015249+0.00051182i,-0.00015977-6.8681e-05i
-0.00024788-0.00064596i,0.00063165-0.0012779i,0.00016803-0.0014986i,-0.00032079-0.00028995i,-0.00060964+0.0010074i,0.00051071+0.00098605i,0.0017304+0.00078525i,0.0015476+2.8828e-05i,0.00053623+3.9422e-05i,-0.00061025+0.0011444i,-0.0007718+0.0015541i,-0.00043195+0.00099678i,-0.00043174-6.4912e-05i,-0.0002541+0.00042487i,9.3958e-05+0.0010701i,-0.00017613+0.000261i,-9.7791e-06+4.0938e-05i,0.00036299+0.00091256i,0.00028795+0.00053478i,9.6225e-05-3.8846e-05i,-0.00037761-0.00058507i,-0.00064401-0.00037235i,-0.00053152+0.00019939i
-0.0007191+0.00024807i,-0.00089863+0.0013655i,-0.00083445+0.0018063i,-0.0014505+0.00062106i,-0.0010835+0.00089401i,2.6697e-05+0.0021562i,0.00040869+0.0025887i,0.00031459+0.0019251i,-0.00075425+0.0011734i,-0.0011713+0.0010281i,-0.00017398+0.00026524i,0.00037072-8.2104e-05i,0.00033159+0.0001717i,0.00023269+0.00078584i,-0.0003153+0.0011263i,-0.00034834+0.0008249i,-1.6008e-05+0.00077403i,-0.0010324+0.00076099i,-0.0013736+4.1847e-06i,-0.0006857-0.00057581i,-0.00046589-0.00029303i,-0.0011452-0.00022968i,-0.0016397-6.1666e-05i
-0.0013594+0.00057602i,-0.00084658+0.0011901i,-0.00054157+0.00079917i,-0.00029888+0.00063683i,0.00037599+0.0015149i,0.001213+0.0018447i,0.0017312+0.0016734i,0.0015421+0.0014714i,0.00097079+0.0011137i,0.00048864+0.0011146i,-0.00020609+0.00016696i,-0.00067522-0.00019765i,-0.0013425+0.00023124i,-0.0018146+0.00043659i,-0.0012115+0.00037881i,1.7616e-05+5.965e-05i,0.0012751+1.7299e-05i,0.0009489+3.5715e-05i,0.00032785-0.00011614i,0.0001176+0.00034926i,3.4684e-05-8.4071e-05i,-0.00054125-0.00070113i,-0.0010877-0.00025149i
0.0013386+0.00019566i,0.0021499-0.00041708i,0.0027058-0.0008726i,0.0014211-0.00074437i,-6.9455e-05-2.6545e-05i,-0.00055617+0.001238i,0.00034408+0.0019206i,0.00093727+0.0010997i,0.00057775+0.00032028i,0.00014205-0.00021016i,-0.00010788-0.00043107i,0.00018963+0.00021911i,-0.00014551+0.00049858i,-0.00031857+1.9426e-05i,0.00033191-0.00014911i,0.00047529-5.9255e-05i,0.00023203+7.1201e-05i,-0.00034104+2.3442e-05i,-0.00066591+0.00079881i,-0.00058255+0.0016551i,-0.00023179+0.0016714i,0.00026189+0.00078581i,0.00059344-9.013e-05i
