0.001318-0.00041522i,0.00058052-0.0012128i,0.00041689-0.0026561i,-0.00025694-0.0021645i,-0.0025293+7.3377e-05i,-0.0044631+0.0013291i,-0.0041511+0.001852i,-0.0019847+0.0022106i,-0.00020853+0.0016241i,-4.597e-05+0.0010152i,4.6208e-05+0.00086964i,-1.0425e-05+0.00056983i,-0.00059094-0.00034297i,-0.0009559-0.00025765i,-0.00053464+0.00058983i,0.00026962+0.00071208i,0.00010284+0.00038852i,-0.0004299+0.00011236i,-0.00035821+0.00016667i,-0.00056652+0.00026107i,-0.0010313+4.9413e-05i,-8.1393e-05+5.6833e-05i,0.00022233-0.00026474i
0.065588+0.077048i,0.1971+0.21293i,0.35362+0.34835i,0.37293+0.29444i,0.18058+0.075571i,-0.049664-0.039905i,-0.083091-0.015146i,0.0078217-0.010345i,0.027602-0.034457i,-0.0090963-0.027997i,-0.025819+0.00078896i,-0.020374+0.030255i,0.0001671+0.038773i,0.016966+0.0086122i,0.0048129-0.025989i,-0.012954-0.027i,-0.0059065-0.014737i,0.011434-0.0081149i,0.022451-0.0081563i,0.024326-0.019589i,0.015476-0.034126i,0.0054142-0.042162i,0.00095423-0.036833i
-0.036087-0.090542i,-0.095595-0.27897i,-0.17255-0.50593i,-0.20099-0.52046i,-0.12138-0.26353i,0.0035157-0.030829i,0.046628+0.0078936i,0.019262-0.039518i,0.0025186-0.05565i,0.0082388-0.033207i,0.025643-0.011698i,0.051682-0.0081142i,0.055183-0.017025i,0.017277-0.016469i,-0.016273+0.0097518i,-0.014452+0.033865i,-0.001611+0.028288i,0.0013187+0.006963i,-0.0052524-0.0086937i,-0.014868-0.011376i,-0.020493-0.0025322i,-0.020443+0.0091154i,-0.015803+0.014721i
0.0055561+0.091282i,-0.0057593+0.28635i,-0.017939+0.50673i,-0.02969+0.50401i,-0.053905+0.24894i,-0.061733+0.021185i,-0.032409-0.022082i,-0.012589+0.020778i,-0.020276+0.038969i,-0.027546+0.028682i,-0.025211+0.0056283i,-0.024694-0.023542i,-0.026306-0.036213i,-0.016475-0.024646i,0.0025693-0.01588i,0.01103-0.024205i,0.0040656-0.029537i,-0.0020532-0.02113i,0.0004218-0.0090722i,0.0074172-0.0040518i,0.013196-0.0057583i,0.017696-0.0046656i,0.017789-0.0028012i
0.032836-0.087564i,0.095332-0.26938i,0.15818-0.47084i,0.12514-0.46913i,0.00599-0.23066i,-0.076572+0.00085638i,-0.089154+0.057818i,-0.074073+0.031792i,-0.045188+0.031653i,-0.0099278+0.042273i,0.0081645+0.042953i,0.0030678+0.032509i,-0.014809+0.017202i,-0.028074+0.014528i,-0.031117+0.023549i,-0.028884+0.032779i,-0.02787+0.036484i,-0.027307+0.028782i,-0.024235+0.013242i,-0.023934+0.0051145i,-0.024934+0.006466i,-0.020655+0.0060944i,-0.011669+0.00098237i
-0.054658+0.069115i,-0.18031+0.20679i,-0.339+0.37602i,-0.34873+0.4365i,-0.15327+0.3365i,0.041199+0.19201i,0.10102+0.10396i,0.074996+0.053734i,0.042881+0.016173i,0.033953-0.01051i,0.028614-0.025523i,0.010644-0.020624i,0.0012648+0.0032125i,0.019995+0.021977i,0.045499+0.018661i,0.050632+0.0041525i,0.040836+0.00036242i,0.025179+0.010536i,0.010364+0.021393i,0.0057101+0.023069i,0.0086708+0.017723i,0.010269+0.0099865i,0.005429+0.0036328i
0.068158-0.040268i,0.22934-0.11725i,0.43456-0.19816i,0.48681-0.20442i,0.33671-0.14581i,0.17154-0.1306i,0.085878-0.14431i,0.053518-0.098016i,0.04742-0.039465i,0.029269-0.018995i,0.0035636-0.0016906i,0.0020131+0.024299i,0.014427+0.029281i,0.013872+0.0024794i,-0.0052113-0.022846i,-0.024372-0.020456i,-0.020381-0.008035i,-0.00086374-0.0053685i,0.011048-0.0079969i,0.0095832-0.0097168i,0.0024023-0.012096i,-0.0025956-0.013875i,-0.0047536-0.010276i
-0.070657+0.02811i,-0.2224+0.055603i,-0.39815+0.082403i,-0.41247+0.080925i,-0.25944+0.05971i,-0.14808+0.059344i,-0.11416+0.083533i,-0.064668+0.083127i,-0.019203+0.057106i,0.0027997+0.034723i,0.027557+0.011563i,0.047856-0.012897i,0.045791-0.020729i,0.02823-0.010615i,0.019343+0.0017292i,0.027797+0.0040955i,0.030329-0.0041561i,0.020935-0.010021i,0.012003-0.0060411i,0.0071701+0.0036122i,0.0035663+0.012612i,-0.0025409+0.016448i,-0.0077026+0.016602i
0.069546+0.0014225i,0.21442+0.022932i,0.39425+0.05844i,0.45292+0.058252i,0.354-0.0017057i,0.22291-0.049983i,0.11966-0.064663i,0.038438-0.067968i,0.0018033-0.056784i,-0.0060327-0.048407i,-0.021566-0.04365i,-0.032434-0.041575i,-0.026442-0.049203i,-0.020017-0.052829i,-0.025769-0.047985i,-0.040419-0.039577i,-0.049575-0.0266i,-0.039921-0.014794i,-0.018858-0.008349i,-0.0019924-0.0046144i,0.009077-0.00085533i,0.018079+0.0049038i,0.026115+0.0087025i
-0.067558-0.010051i,-0.17872-0.075939i,-0.30541-0.18061i,-0.337-0.2478i,-0.27931-0.22467i,-0.23259-0.15801i,-0.19445-0.074248i,-0.11737-0.011303i,-0.046689-0.0040127i,-0.016984-0.00023516i,0.0043841+0.015478i,0.013532+0.013803i,-0.0028665+0.0077306i,-0.020183+0.017862i,-0.020257+0.041791i,-0.0058105+0.059895i,0.010486+0.05726i,0.012677+0.036646i,0.0042553+0.010439i,-0.0014854-0.0080671i,-0.0039636-0.015587i,-0.0057878-0.018752i,-0.0050045-0.020831i
0.052729+0.030337i,0.13221+0.10421i,0.20909+0.20276i,0.18662+0.24548i,0.091319+0.23894i,0.060929+0.2374i,0.10924+0.19248i,0.12714+0.098836i,0.094395+0.029395i,0.059921-0.0055498i,0.025358-0.030082i,-0.010442-0.028758i,-0.020995-0.0058437i,-0.0042202+0.0046796i,0.0162-0.0073083i,0.021707-0.026845i,0.017388-0.034249i,0.010999-0.023452i,0.0012604-0.0084948i,-0.0045781-0.001087i,-0.0034572+0.0026067i,-0.00075318+0.005147i,-0.0010373+0.0045619i
-0.033804-0.044763i,-0.083998-0.1252i,-0.13619-0.22488i,-0.13169-0.24401i,-0.05898-0.18432i,0.0086651-0.14162i,0.0081589-0.11436i,-0.031791-0.069885i,-0.061963-0.033232i,-0.071334-0.010236i,-0.055665+0.021617i,-0.023138+0.044852i,-0.0067129+0.043483i,-0.0087869+0.033012i,-0.012751+0.027067i,-0.014318+0.029801i,-0.010027+0.029212i,-0.00054317+0.020646i,0.0067871+0.014866i,0.0080538+0.011292i,0.0076091+0.003428i,0.0052794-0.0051923i,-0.003102-0.009413i
0.013361+0.03906i,0.025726+0.12151i,0.022636+0.22419i,-0.0079362+0.25733i,-0.055417+0.20515i,-0.091103+0.15101i,-0.077786+0.11541i,-0.038531+0.076604i,-0.014848+0.055639i,0.005828+0.046301i,0.026865+0.019065i,0.034041-0.010097i,0.037772-0.01717i,0.041772-0.016785i,0.04282-0.025415i,0.039531-0.038791i,0.022093-0.045149i,6.0412e-05-0.039506i,-0.011579-0.024429i,-0.01698-0.008345i,-0.019338+0.0036947i,-0.01709+0.011469i,-0.010089+0.016735i
-0.0044024-0.037923i,-0.0040932-0.1043i,0.0084804-0.16771i,0.038174-0.14208i,0.085622-0.042527i,0.13247+0.0067327i,0.11846-0.029991i,0.060205-0.067604i,0.023495-0.068595i,0.0051727-0.050365i,-0.011597-0.021997i,-0.015125-0.0018534i,-0.0074891-0.0071329i,-0.011664-0.018136i,-0.03688-0.017651i,-0.063988-0.0071386i,-0.069901+0.01015i,-0.052263+0.021177i,-0.022907+0.020153i,0.00064941+0.013254i,0.012295+0.0069885i,0.017844+0.0049446i,0.01944+0.0051673i
-0.0023274+0.031028i,-0.007936+0.086516i,-0.0047608+0.14568i,0.023222+0.13294i,0.049097+0.03865i,0.028428-0.044827i,-0.015804-0.042015i,-0.03517+0.014348i,-0.022018+0.054779i,0.008936+0.056955i,0.037662+0.029858i,0.042304-0.00094087i,0.025023-0.0071376i,0.014818+0.0071469i,0.021405+0.025639i,0.035414+0.037964i,0.043877+0.038703i,0.038223+0.02682i,0.025709+0.006378i,0.0156-0.011023i,0.0062905-0.018578i,6.9944e-05-0.018911i,0.0026347-0.015931i
0.0051126-0.023699i,0.023979-0.068351i,0.043364-0.12214i,0.031216-0.13622i,-0.011886-0.093059i,-0.043805-0.025008i,-0.03317+0.024101i,0.005082+0.034346i,0.033602+0.011702i,0.028615-0.022564i,-0.0042438-0.035808i,-0.029887-0.026447i,-0.032453-0.018983i,-0.026524-0.020758i,-0.021647-0.024715i,-0.020225-0.025852i,-0.016746-0.01913i,-0.0093261-0.0038931i,-0.0065579+0.0093341i,-0.0076176+0.014926i,-0.0069534+0.017615i,-0.0053563+0.015041i,-0.0059104+0.0042401i
-0.015698+0.023664i,-0.032101+0.062884i,-0.04347+0.10769i,-0.020382+0.1188i,0.028631+0.092962i,0.060014+0.053196i,0.044992+0.014659i,0.0029661-0.0097442i,-0.024932-0.0092431i,-0.024926+0.010158i,-0.006424+0.026063i,0.010681+0.030391i,0.0098747+0.027273i,0.0015961+0.027278i,0.0041016+0.037103i,0.014636+0.045286i,0.024128+0.037261i,0.027887+0.014214i,0.021038-0.0040205i,0.010274-0.0073986i,0.0060598-0.0076667i,0.0040226-0.0086969i,-0.0015565-0.0047965i
0.010356-0.017662i,0.027989-0.056994i,0.038724-0.11801i,0.019328-0.16942i,-0.016513-0.18127i,-0.040864-0.15908i,-0.03664-0.10017i,0.0035679-0.026153i,0.044521+0.001595i,0.044874-0.012962i,0.017426-0.02604i,0.0029813-0.025209i,0.011728-0.016643i,0.023515-0.015689i,0.026748-0.032543i,0.021288-0.053074i,0.0083777-0.05965i,-0.007995-0.048601i,-0.017329-0.027524i,-0.017872-0.010787i,-0.017117-0.0022847i,-0.015008+0.0033321i,-0.0086664+0.0063376i
-0.008298+0.012036i,-0.033493+0.045937i,-0.07112+0.10433i,-0.10401+0.16399i,-0.12175+0.19496i,-0.11249+0.19934i,-0.053211+0.15653i,0.011321+0.058749i,0.0093052-0.014387i,-0.020176-0.013376i,-0.014702+0.016482i,0.0016776+0.022351i,-0.00098815+0.0099071i,-0.014027+0.0047037i,-0.030285+0.0095394i,-0.040727+0.018626i,-0.038581+0.025635i,-0.024143+0.02643i,-0.0034142+0.022594i,0.011388+0.017282i,0.018291+0.012585i,0.020089+0.0086872i,0.017397+0.0065844i
0.0087438-0.0089211i,0.040437-0.035783i,0.08991-0.074974i,0.14081-0.099962i,0.17901-0.093622i,0.18988-0.080131i,0.12988-0.076396i,0.027554-0.053244i,-0.012867-0.012628i,0.010724-0.00056286i,0.029448-0.019374i,0.026244-0.032312i,0.019392-0.024274i,0.019351-0.0091975i,0.025389-0.0018501i,0.029952-0.004279i,0.024719-0.0064265i,0.011699-0.0059466i,0.002105-0.0055421i,-0.0001053-0.0052322i,-0.00077398-0.0064199i,-0.0015452-0.0083401i,-0.00019419-0.0079804i
-0.0088048+0.0095147i,-0.047509+0.033413i,-0.11162+0.071123i,-0.1717+0.085235i,-0.21108+0.047395i,-0.22976-0.0024008i,-0.19608-0.011757i,-0.11494-0.0033254i,-0.055661-0.017788i,-0.041898-0.024562i,-0.038809-0.0067102i,-0.032112+0.0046177i,-0.023325-0.0045781i,-0.016134-0.017993i,-0.019793-0.019376i,-0.029593-0.0098406i,-0.028765-0.0003008i,-0.01561+0.0067019i,-0.0028585+0.0083713i,0.0014127+0.0052521i,0.00055111+0.0054195i,0.00035397+0.0052929i,0.0012943-0.00032181i
0.014374-0.011498i,0.058345-0.027842i,0.13514-0.045153i,0.20026-0.021218i,0.2192+0.072311i,0.20956+0.15394i,0.17213+0.12573i,0.091386+0.048532i,0.019036+0.032556i,0.011553+0.043484i,0.028808+0.02321i,0.025349+0.0068645i,0.011359+0.01554i,0.003265+0.024914i,0.0063512+0.028414i,0.015248+0.02586i,0.019839+0.014617i,0.018271-0.0011006i,0.011023-0.01453i,0.0035864-0.019535i,0.0017879-0.016497i,0.00080585-0.010991i,-0.0028909-0.0055315i
-0.015196+0.0078013i,-0.058892+0.0084505i,-0.12792-0.0029526i,-0.15913-0.046136i,-0.10827-0.13081i,-0.047816-0.19954i,-0.040921-0.15834i,-0.033688-0.04584i,0.002571+0.0048475i,0.010873-0.016014i,-0.013584-0.026069i,-0.021151-0.016393i,-0.0087263-0.012133i,0.00097079-0.013324i,0.0034694-0.019174i,-0.00083632-0.023734i,-0.0093843-0.017009i,-0.014465-0.0029766i,-0.013482+0.0080822i,-0.010596+0.0097729i,-0.0091855+0.0053719i,-0.0062145+0.0035349i,-0.00022584+0.0045538i
0.020054+0.0007466i,0.066508+0.010968i,0.13554+0.03576i,0.14721+0.071951i,0.048931+0.12183i,-0.055727+0.18197i,-0.050805+0.19739i,0.0057351+0.13947i,0.014751+0.069135i,-0.0011738+0.04145i,0.0047819+0.037844i,0.013533+0.02889i,0.0050992+0.015225i,-0.010365+0.0066263i,-0.019306+0.0066955i,-0.019507+0.011873i,-0.014145+0.014609i,-0.0068048+0.011348i,-0.0019179+0.0066519i,-0.0024518+0.0070322i,-0.0039471+0.0096521i,-0.0027125+0.0087204i,-0.0026202+0.0047637i
-0.02537-0.0063821i,-0.069949-0.029728i,-0.13374-0.072955i,-0.13594-0.10247i,-0.01557-0.097247i,0.12668-0.10213i,0.14284-0.12986i,0.073446-0.11664i,0.043611-0.061512i,0.045517-0.034742i,0.026743-0.034195i,0.010873-0.026889i,0.015505-0.015039i,0.023345-0.0032851i,0.026086+0.0054491i,0.022997+0.0077587i,0.015051+0.0061087i,0.0035606+0.0052676i,-0.0041727+0.0087475i,-0.0015708+0.010685i,0.004086+0.0071857i,0.0065746+0.0038199i,0.0084831+0.0030423i
0.018112+0.01376i,0.055192+0.048265i,0.10207+0.10553i,0.10245+0.12555i,0.01505+0.054184i,-0.10624-0.033954i,-0.14759-0.038671i,-0.094126-0.013568i,-0.046778-0.02422i,-0.043934-0.022175i,-0.035145+0.005296i,-0.018921+0.013572i,-0.015506+0.0042788i,-0.012082-0.0037824i,-0.0073151-0.0082944i,-0.0049354-0.0085584i,0.0020512-0.005561i,0.01342-0.0026022i,0.021757-0.0061145i,0.019091-0.011107i,0.0096108-0.0092893i,0.0044951-0.0055171i,0.0025494-0.0066255i
-0.0087314-0.012401i,-0.029392-0.056538i,-0.056122-0.12453i,-0.0652-0.14457i,-0.034683-0.049247i,0.035265+0.072435i,0.1023+0.083695i,0.10148+0.024213i,0.052709+0.0063101i,0.031896+0.019558i,0.038721+0.010296i,0.034911-0.0031622i,0.018433+0.0027075i,0.0035025+0.013529i,-0.0005729+0.019736i,0.0041183+0.019804i,0.0065395+0.013363i,0.0012556+0.0038406i,-0.0067772-0.0013222i,-0.0078478+0.0008207i,-0.00067207+0.0016407i,0.0033429-0.00062736i,0.000355+0.00020434i
0.0089792+0.021867i,0.019927+0.070352i,0.031352+0.14802i,0.044926+0.17983i,0.058301+0.093702i,0.032233-0.043678i,-0.049397-0.095523i,-0.094925-0.055897i,-0.061356-0.026199i,-0.026915-0.02982i,-0.022814-0.023038i,-0.018121-0.0096476i,-0.0053657-0.0096358i,0.0074599-0.01699i,0.013864-0.02662i,0.011603-0.03442i,0.0055499-0.032837i,0.0023439-0.01909i,0.0040865-0.0047105i,0.003822-0.0019522i,-0.0026002-0.0050216i,-0.0084448-0.0060511i,-0.0081146-0.0056042i
-0.00037131-0.016009i,0.0060657-0.065768i,0.024483-0.1483i,0.022418-0.20292i,-0.042161-0.15428i,-0.11664-0.019509i,-0.1009+0.097113i,-0.039332+0.11618i,-0.020075+0.081423i,-0.013144+0.059672i,0.0071336+0.041406i,0.016831+0.021514i,0.011839+0.0097512i,-0.0007102+0.00076532i,-0.018215-0.0012907i,-0.030689+0.0040424i,-0.032365+0.0050414i,-0.02674-0.0008666i,-0.0216-0.0049785i,-0.018616-0.0011757i,-0.01346+0.0067489i,-0.0076447+0.010969i,-0.0041972+0.010524i
-0.0038092+0.016677i,-0.025072+0.058635i,-0.069735+0.12856i,-0.098238+0.19169i,-0.043332+0.20114i,0.061365+0.13506i,0.1022+0.015857i,0.068462-0.054257i,0.045061-0.039863i,0.044023-0.027245i,0.025061-0.038648i,0.0030727-0.039066i,-0.00079989-0.026108i,0.0034399-0.0066605i,0.010956+0.0081797i,0.016089+0.011157i,0.013182+0.010541i,0.0073419+0.013034i,0.007826+0.014815i,0.01249+0.010139i,0.012557+0.0022175i,0.010877+0.00023346i,0.010365+0.0014568i
0.013716-0.014346i,0.046018-0.050512i,0.11203-0.10502i,0.16968-0.15166i,0.14849-0.16953i,0.056201-0.1362i,-0.020796-0.041484i,-0.030509+0.032015i,-0.015665+0.020868i,-0.021096-0.0047752i,-0.023481+0.0036438i,-0.014643+0.011506i,-0.01282+0.002934i,-0.016628-0.0077144i,-0.023533-0.010781i,-0.02985-0.0043366i,-0.024575+0.0043089i,-0.010558+0.0055995i,-0.001182-0.0011101i,2.1901e-05-0.0066332i,0.00022981-0.0037209i,0.0030209-5.4044e-05i,0.0044864-0.00075362i
-0.014403+0.0087498i,-0.058819+0.031735i,-0.14334+0.059136i,-0.22751+0.083361i,-0.23307+0.11871i,-0.12713+0.14267i,0.017112+0.10292i,0.08229+0.036631i,0.061601+0.011866i,0.035728+0.010396i,0.025401-2.0974e-05i,0.014577-0.0068227i,0.0023773-0.0017001i,-0.004261+0.010018i,0.0029133+0.023308i,0.016969+0.029282i,0.021943+0.024262i,0.015935+0.016909i,0.0082335+0.011231i,0.0041951+0.0063267i,0.0038205+0.0013746i,0.003885-0.0036893i,0.0019605-0.0062701i
0.015218-0.0046969i,0.060648-0.011961i,0.14561-0.0029244i,0.24123+0.027668i,0.28736+0.030323i,0.22769-0.030977i,0.074512-0.089149i,-0.03684-0.086355i,-0.042496-0.061022i,-0.027805-0.043574i,-0.032624-0.018251i,-0.030116+0.0072978i,-0.013926+0.016829i,0.0072318+0.0093953i,0.018832-0.0097289i,0.015458-0.024273i,0.0091396-0.024507i,0.0083774-0.017874i,0.0071461-0.013744i,0.0023434-0.010807i,-0.0031952-0.0071807i,-0.006805-0.0058946i,-0.0075886-0.0046531i
-0.015283+0.0074457i,-0.055196+0.0010564i,-0.12249-0.034403i,-0.18157-0.111i,-0.20479-0.17319i,-0.1832-0.14038i,-0.10434-0.037922i,-0.028298+0.02334i,-0.015374+0.027734i,-0.019036+0.030733i,0.0023259+0.030229i,0.019863+0.017476i,0.017637+0.0075664i,0.0059005+0.0047046i,-0.0047432+0.0081212i,-0.0076938+0.01188i,-0.0052764+0.0084976i,-0.0054519+0.001868i,-0.0088139-0.00032394i,-0.0095457+0.0019697i,-0.0065944+0.0050865i,-0.0036182+0.0090096i,-0.00073828+0.010239i
0.015897+0.0041169i,0.054177+0.021363i,0.10657+0.076801i,0.13042+0.16775i,0.11471+0.23185i,0.09387+0.18754i,0.06765+0.058176i,0.035002-0.022704i,0.02421-0.015008i,0.027958+0.00051679i,0.02114-0.0049549i,0.011585-0.0085898i,0.010735-0.0055897i,0.01379-0.0036516i,0.015034-0.0074432i,0.012318-0.011967i,0.0071683-0.010983i,0.0020051-0.0058513i,-0.00027327-0.0010213i,0.00087763+0.0019812i,0.0024167+0.0025985i,0.0037441+0.0023768i,0.0044233+0.001154i
-0.013856-0.0032653i,-0.037621-0.032552i,-0.055548-0.10117i,-0.027753-0.19614i,0.02539-0.25741i,0.016451-0.21457i,-0.044418-0.076621i,-0.065583+0.028409i,-0.041944+0.034078i,-0.019592+0.012938i,-0.0017444+0.011612i,0.014226+0.0077939i,0.016202-0.0080152i,0.0035927-0.021561i,-0.014542-0.021539i,-0.024684-0.012086i,-0.022811-0.0043111i,-0.015776-0.00035005i,-0.0090878+0.0015081i,-0.003105+0.0015594i,-0.00074831+0.00028614i,-0.00087886-0.00068542i,-0.00070464-0.0010969i
0.0071701+0.011467i,0.02149+0.045228i,0.013916+0.10505i,-0.059158+0.16094i,-0.16202+0.18338i,-0.16862+0.16488i,-0.063565+0.10437i,0.018134+0.042584i,0.026599+0.022878i,0.021169+0.017019i,0.016457-0.0039815i,0.0012475-0.020266i,-0.012521-0.017181i,-0.014131-0.0029187i,-0.0043242+0.0090801i,0.0047328+0.012193i,0.0052162+0.011654i,0.0040748+0.011718i,0.0048088+0.0092818i,0.0045923+0.0058091i,0.0045382+0.0026128i,0.0061398-0.0017613i,0.0051336-0.0043643i
-0.0038176-0.011901i,-0.0071018-0.047566i,0.013452-0.095993i,0.088282-0.10142i,0.18199-0.047944i,0.18927-0.011248i,0.093606-0.025362i,0.01647-0.041249i,0.011467-0.042424i,0.014783-0.040253i,0.0016791-0.027927i,-0.0077061-0.011602i,-0.0073523-0.0025094i,-0.0027684-0.00054806i,-0.0018832-0.0033498i,-0.003966-0.0054677i,-0.0034796-0.0060273i,-0.0015149-0.00529i,0.00057639-0.0049201i,0.0023402-0.0056569i,0.0015567-0.0063607i,-0.0030553-0.004656i,-0.005852+0.00073836i
-0.0015693+0.012755i,-0.0063973+0.046852i,-0.035541+0.084067i,-0.097026+0.060142i,-0.15274-0.026924i,-0.13674-0.063064i,-0.050916-0.012525i,0.012664+0.027241i,0.0094311+0.02148i,-0.007351+0.011633i,-0.0039954+0.0050487i,-0.00071615-0.0018093i,-0.0063249-0.00040107i,-0.011302+0.0069949i,-0.010605+0.015519i,-0.0070393+0.020918i,-0.0044758+0.019884i,-0.0017515+0.014437i,-7.3145e-05+0.0067149i,-0.0024566+0.0011161i,-0.0039318+0.0024507i,0.00045751+0.007301i,0.0062575+0.0081474i
0.0020978-0.012693i,0.016972-0.041606i,0.046703-0.059375i,0.076351-0.00039165i,0.086434+0.12019i,0.07488+0.15852i,0.047121+0.073762i,0.019215-0.00013316i,0.011629-0.0049082i,0.013246+0.0032692i,0.0049262+0.0068124i,-0.0011831+0.015466i,0.0047122+0.019102i,0.013653+0.011328i,0.017613-0.0011598i,0.015853-0.0089907i,0.012717-0.0098101i,0.0092567-0.0088505i,0.0043751-0.0072688i,0.002262-0.0047222i,0.0028272-0.0051868i,0.0018513-0.0085358i,-0.0012942-0.010218i
-0.0020102+0.014276i,-0.021858+0.034474i,-0.047164+0.047703i,-0.031976+0.0003101i,0.033662-0.098918i,0.062357-0.13908i,0.014788-0.080358i,-0.032578-0.020492i,-0.039976-0.013777i,-0.031756-0.017877i,-0.017608-0.008293i,-0.0012359-2.6452e-05i,0.0069966-0.0017i,0.0044025-0.006083i,-0.0014229-0.0062548i,-0.0056398-0.0035839i,-0.0084345+0.00072125i,-0.0087697+0.0055825i,-0.007272+0.0078703i,-0.0058311+0.0067403i,-0.0060106+0.0050524i,-0.0051895+0.0053316i,-0.0020478+0.0046409i
0.0063589-0.0081136i,0.03384-0.022011i,0.065256-0.032429i,0.040902-0.015497i,-0.053601+0.025472i,-0.10557+0.037533i,-0.057689+0.011051i,-0.0027179-0.0064079i,0.0080231+0.0029025i,0.0057057+0.012842i,0.0055954+0.0080262i,0.0063558+0.00060801i,0.0069562-0.00072465i,0.0064635+0.0011917i,0.0077831+0.001366i,0.010915-0.00087763i,0.013187-0.003583i,0.012921-0.0052204i,0.0093709-0.0046968i,0.0064073-0.0019529i,0.006992+0.00017793i,0.0074905-0.0013419i,0.0052347-0.0033475i
-0.012819+0.0064231i,-0.039711+0.010807i,-0.068102+0.016126i,-0.036112+0.021333i,0.065017+0.030425i,0.11582+0.034958i,0.066235+0.025425i,0.018782+0.013621i,0.017009+0.00099493i,0.019706-0.0097339i,0.018307-0.0099832i,0.018026-0.0096018i,0.010786-0.014114i,-0.00066324-0.015514i,-0.010085-0.012233i,-0.016221-0.0078319i,-0.018647-0.0048255i,-0.01701-0.0022425i,-0.011419-0.00015139i,-0.0060208-0.00051242i,-0.0049693-0.0015523i,-0.0070764+0.0015419i,-0.0067327+0.0077435i
0.0086203+0.0041683i,0.039004+0.0085888i,0.075741+0.008273i,0.064885-0.026521i,-0.0088187-0.095719i,-0.060102-0.11908i,-0.040875-0.059112i,-0.012328+0.0035214i,-0.014014+0.022891i,-0.018837+0.023663i,-0.0127+0.016209i,-0.007816+0.0042957i,-0.0069789-3.9332e-05i,-0.0059308+0.0029375i,-0.0041475+0.0077989i,-0.0013702+0.010385i,0.0036328+0.010097i,0.0090111+0.0070966i,0.010717+0.0029171i,0.0074493+0.0011825i,0.0054403+0.0025079i,0.0087138+0.0035097i,0.01307+0.0011685i
-0.0086563-0.0036909i,-0.033801-0.01846i,-0.074834-0.033269i,-0.10215-0.0023724i,-0.089825+0.086733i,-0.061821+0.13442i,-0.0402+0.082623i,-0.022636+0.019286i,-0.0044203+0.0030307i,0.0098264+0.004408i,0.010337+0.0025163i,0.0033297+0.0013399i,0.00041575+0.0006125i,0.0020882-0.0022049i,0.0025653-0.0046095i,0.00035326-0.005162i,-0.0036193-0.0054264i,-0.0094437-0.0050947i,-0.01246-0.0035003i,-0.0093712-0.0022284i,-0.0048962-0.0040739i,-0.0030737-0.0093482i,-0.0047836-0.013105i
0.0080912+0.0032679i,0.025876+0.025621i,0.060132+0.056715i,0.099106+0.052684i,0.12449-0.0087602i,0.11902-0.055477i,0.078319-0.042202i,0.035738-0.023386i,0.012328-0.02448i,0.00093453-0.023221i,-0.004265-0.017344i,-0.0067864-0.0097911i,-0.0069541-0.00051511i,-0.0035385+0.005987i,-0.00086383+0.0094184i,0.00081241+0.010684i,0.0031398+0.011059i,0.0051773+0.012404i,0.005499+0.011031i,0.0032708+0.0071421i,0.00075932+0.005i,-0.00034201+0.0054301i,-0.00028555+0.0066254i
-0.0056425-0.0095014i,-0.01708-0.036895i,-0.043454-0.082159i,-0.093093-0.099943i,-0.14952-0.055917i,-0.15461-0.0055763i,-0.090996+0.0061974i,-0.025927+0.0066566i,0.0041008+0.01244i,0.014807+0.013909i,0.014102+0.010358i,0.010125+0.0082732i,0.0089913+0.0054704i,0.0080648+0.0003251i,0.0064909-0.0035553i,0.0036797-0.0061486i,0.00049064-0.008197i,-0.0017905-0.010192i,-0.0017126-0.0094575i,-8.07e-05-0.0059266i,0.0013408-0.0044723i,0.00016088-0.0056416i,-0.0017767-0.0053553i
0.010208+0.010111i,0.0096235+0.037332i,0.014882+0.096804i,0.044133+0.15669i,0.1014+0.16788i,0.12334+0.13343i,0.076935+0.086302i,0.027414+0.049873i,0.014428+0.020147i,0.012095-0.0049349i,0.0076266-0.011048i,0.0062108-0.0048077i,0.0039084-0.0020469i,-0.00022942-0.0030612i,-0.0033062-0.0028673i,-0.0048712-0.0011763i,-0.0046675+0.0029376i,-0.0026903+0.0089823i,0.0011061+0.010642i,0.0028882+0.0070234i,-0.00092947+0.0042011i,-0.0058131+0.0062406i,-0.00607+0.011672i
0.00065782-0.0096776i,0.012573-0.035401i,0.038487-0.091243i,0.054098-0.15663i,0.029258-0.19187i,-0.0075267-0.17268i,-0.019577-0.11059i,-0.02067-0.053648i,-0.023141-0.024213i,-0.022441-0.0090574i,-0.017006+0.0015429i,-0.0073289+0.0051998i,0.0026536+0.0026754i,0.0064539-0.00011827i,0.0051558-0.0020835i,0.0032174-0.0026869i,0.0032442-0.0035463i,0.0042825-0.0055311i,0.0042359-0.0065357i,0.002829-0.0043353i,0.0030106+0.00042592i,0.008259+0.0022894i,0.01329-0.0020874i
