0.0010376-0.0020428i,0.0012003-0.0042998i,-0.0005611-0.0053313i,-0.0021821-0.0038997i,-0.0020438-0.0011897i,-0.0013344+0.001035i,6.3455e-05+0.0014025i,0.00068069+7.468e-05i,0.0010099-0.00066365i,0.0009262-0.00089262i,0.00054364-0.00025264i,0.00067607+0.00048053i,0.00074753+0.00060737i,7.0556e-05+0.0012122i,-0.00021861+0.0013115i,-0.00024046+0.00070942i,-5.3083e-05-1.7752e-05i,0.0006139-0.0004555i,-0.00025491-0.00063445i,-0.0012696-0.00067538i,-0.00065957-0.0002222i,-0.00032182+0.000305i,0.00012877+0.00044411i
-0.11002+0.4303i,-0.16651+0.62864i,-0.14841+0.58082i,-0.080411+0.32535i,-0.028118+0.11559i,0.0058105+0.018136i,0.0062165-0.068613i,-0.021641-0.1219i,-0.012854-0.096336i,0.02776-0.049137i,0.041735-0.011572i,0.03036+0.021966i,0.025181+0.038347i,0.027883+0.032508i,0.024175+0.018619i,0.015829+0.0079591i,0.0067727-0.00095305i,-5.6934e-06-0.0051288i,0.00091286-0.0012266i,0.007062+0.0039577i,0.011307+0.0067345i,0.011258+0.0072236i,0.0067483+0.0031508i
0.063948+0.19837i,0.03468+0.32934i,0.020362+0.33415i,0.0029565+0.23413i,-0.067946+0.16518i,-0.12447+0.19496i,-0.086713+0.24773i,-0.022673+0.20975i,-0.017616+0.11687i,-0.032974+0.066768i,-0.026315+0.039491i,-0.022777+0.0061722i,-0.023129-0.010133i,-0.014589-0.015734i,-0.010794-0.016615i,-0.012311-0.0066918i,-0.010636+0.0038141i,-0.0062352+0.0058131i,-0.0027614+0.001052i,-0.0064774-0.0028061i,-0.010441-0.0044217i,-0.0064538-0.0079259i,0.0042371-0.013591i
-0.41508-0.41995i,-0.61899-0.57373i,-0.55044-0.47091i,-0.26305-0.23293i,-0.032851-0.090937i,0.052114-0.036632i,0.10395-0.0116i,0.12311-0.021655i,0.067276-0.016398i,0.0027927+0.012531i,-0.029823+0.013093i,-0.045198+0.00087586i,-0.044221+0.004598i,-0.031541+0.012816i,-0.019339+0.013301i,-0.010185+0.0061689i,-0.00038197-0.001645i,0.0063718-0.0067002i,0.0031943-0.0088398i,-0.00077017-0.0079111i,0.00077597-0.0043913i,0.0034476+0.0009694i,0.0082198+0.0062347i
-0.15885-0.11696i,-0.17249-0.21351i,-0.18543-0.19762i,-0.18656-0.10886i,-0.14842-0.09576i,-0.14759-0.15555i,-0.21199-0.15389i,-0.21444-0.071332i,-0.12287-0.031533i,-0.05117-0.054888i,-0.022279-0.053711i,0.0079503-0.024713i,0.026807-0.0098496i,0.025761-0.0043306i,0.02203-0.00094788i,0.015579-0.0030674i,0.0036063-0.0033779i,-0.0048544-0.00053043i,-0.0019798-0.001651i,0.0069493-0.0075255i,0.011497-0.0069563i,0.010762+0.0055469i,0.0075957+0.021551i
0.71354-0.27716i,0.95114-0.40089i,0.76259-0.37161i,0.37184-0.20399i,0.13923-0.036516i,0.05412+0.042935i,0.034338+0.082025i,0.060372+0.074657i,0.066511+0.022315i,0.055169-0.006104i,0.06007-0.014691i,0.049785-0.031006i,0.019555-0.03198i,-0.0010365-0.022354i,-0.0040468-0.01665i,0.0025603-0.010227i,0.0073341-0.0050583i,0.0085443-0.0030086i,0.01062-0.0016136i,0.0094869+0.0027794i,0.0015225+0.0062708i,-0.0094632+0.004245i,-0.017274+0.00060036i
0.24624+0.13091i,0.2131+0.23402i,0.11871+0.16442i,0.032824+0.01481i,-0.0019243-0.017619i,0.061705+0.016319i,0.11857-0.034198i,0.06995-0.089602i,0.015188-0.043553i,0.023009+0.025249i,0.026046+0.0483i,0.0082742+0.052946i,0.0030526+0.051319i,0.005232+0.042484i,0.0046598+0.035555i,0.0048283+0.022937i,0.0059326+0.0040551i,0.0056433-0.0062492i,0.0035127-0.0015395i,0.0020046+0.0078453i,-0.00046464+0.0071467i,-0.0079434-0.0029726i,-0.015865-0.013108i
-0.23497+0.81869i,-0.23743+1.0036i,-0.12462+0.78227i,-0.041827+0.42815i,-0.024298+0.21128i,-0.02788+0.088071i,-0.057353+0.046466i,-0.052004+0.085976i,-0.013238+0.082816i,-0.030442+0.037038i,-0.056248+0.032722i,-0.030426+0.037985i,-0.0023107+0.02205i,0.0035684+0.0089744i,0.00091635+0.0061853i,-0.0021074+0.013937i,-0.00023885+0.025314i,0.0027907+0.02809i,0.0021726+0.020065i,-0.003679+0.0064692i,-0.0050758-0.0035754i,0.004948-0.0095771i,0.015946-0.013359i
-0.5153-0.23045i,-0.55879-0.45461i,-0.37078-0.4271i,-0.11394-0.27637i,-0.012508-0.22135i,-0.054795-0.16284i,-0.052417-0.065036i,-3.8879e-05-0.043921i,-0.0028792-0.063629i,-0.026643-0.058536i,-0.036455-0.059427i,-0.053137-0.054228i,-0.056554-0.029071i,-0.043876-0.015449i,-0.033908-0.013873i,-0.023402-0.01021i,-0.011194-0.005776i,-0.002138-0.0053806i,-0.00054448-0.010245i,-0.00058911-0.012229i,0.0045956-0.0064406i,0.013327+0.0037624i,0.020481+0.012101i
-0.10565-0.81572i,-0.17695-0.80129i,-0.17674-0.50874i,-0.11427-0.24289i,-0.051644-0.11173i,-0.0037018-0.050822i,-0.0036352-0.046792i,-0.055334-0.033344i,-0.044875+0.017666i,0.032124+0.021192i,0.065085-0.0081178i,0.048099-0.012599i,0.024072-0.005437i,0.009548+0.0020393i,0.0054226+0.0032672i,-0.0034418-0.0065724i,-0.019913-0.015397i,-0.02789-0.01395i,-0.016482-0.0056289i,0.0013372-5.7398e-06i,0.0062129+0.0057814i,0.00041496+0.019101i,-0.0056146+0.027246i
1.0613+0.086653i,1.215+0.12824i,0.89932+0.092409i,0.47057+0.1094i,0.29034+0.16319i,0.24271+0.10887i,0.15688+0.032668i,0.10021+0.023068i,0.076546+0.013621i,0.037572+0.019133i,0.033335+0.040884i,0.05402+0.024779i,0.047595-0.00066043i,0.034966-0.0026303i,0.033245+0.0016152i,0.032485+0.00016267i,0.029551-0.002414i,0.023576-0.0022852i,0.016042+0.0043411i,0.0059532+0.012308i,-0.0092308+0.014135i,-0.025727+0.0084508i,-0.033013+0.0034924i
-0.046642+0.96539i,-0.039766+0.80161i,-0.063768+0.42965i,-0.11618+0.21889i,-0.13096+0.18516i,-0.064535+0.16933i,0.020138+0.094969i,0.021696-0.00039558i,-0.040099-0.024705i,-0.07229+0.0038061i,-0.079066+0.020663i,-0.07458+0.032444i,-0.049914+0.037669i,-0.036214+0.031998i,-0.034829+0.030124i,-0.021486+0.025984i,-0.0037108+0.01425i,0.005445+0.0046947i,0.0016464+0.00045403i,-0.0049235-0.0024351i,-0.0046485-0.0098288i,-0.0044079-0.019343i,-0.0047149-0.021262i
-1.256+0.26212i,-1.1375+0.48014i,-0.62463+0.43766i,-0.27297+0.15565i,-0.23628-0.031388i,-0.22807-0.024379i,-0.14844+0.0045916i,-0.082287+0.012852i,-0.027313+0.010724i,-0.00026872-0.017805i,-0.014605-0.027196i,-0.019873-0.0040655i,-0.0091232+0.0054296i,-0.0095208-0.0056552i,-0.017911-0.012142i,-0.021818-0.0018191i,-0.01724+0.012131i,-0.010141+0.013337i,-0.007186+0.0021826i,-0.0070667-0.0085755i,-0.00247-0.01184i,0.0086781-0.01375i,0.01183-0.015808i
0.08812-1.4457i,0.01611-1.2456i,0.027609-0.70963i,0.07711-0.41717i,0.031285-0.36855i,-0.089151-0.26786i,-0.11975-0.092254i,-0.044652-0.01109i,0.00019929-0.025319i,0.0046702-0.027071i,0.026749-0.029348i,0.029476-0.051526i,0.0085923-0.051771i,0.0050278-0.041344i,0.013748-0.044108i,0.015062-0.048829i,0.00786-0.046482i,-5.441e-05-0.036008i,-0.0014467-0.022912i,0.0015055-0.011643i,0.0033481+0.0011479i,0.0092517+0.014348i,0.019437+0.018558i
0.97921-0.049343i,0.55897-0.19824i,0.056331-0.080274i,0.049803+0.15734i,0.29815+0.18844i,0.3808+0.046898i,0.28275-0.063242i,0.14931-0.068453i,0.078615-0.025928i,0.054262-0.014992i,0.023585-0.014531i,-0.0033778+0.002318i,-0.012048+0.022905i,-0.0066681+0.044409i,0.0050625+0.049479i,0.0084913+0.032589i,0.0029763+0.016452i,-0.00021193+0.012565i,0.0047507+0.012691i,0.011007+0.0062337i,0.0086407+0.0025564i,-2.5538e-05+0.012555i,-0.0060616+0.020708i
-0.071885+1.3878i,0.11008+1.0886i,0.062678+0.46413i,-0.091453+0.17822i,-0.085127+0.18468i,0.011994+0.13468i,0.013753+0.042107i,-0.030582+0.015319i,-0.030116+0.019021i,-0.011692+0.017367i,-0.0056036+0.027658i,0.012432+0.036175i,0.031677+0.018388i,0.02295-0.0014898i,0.0059101+0.0018401i,0.0096723+0.016916i,0.02617+0.022656i,0.035106+0.013644i,0.026035+0.0039244i,0.0056358+0.0030187i,-0.012183-0.0014177i,-0.028585-0.011847i,-0.038414-0.010841i
-1.0522-0.8154i,-0.82447-0.84592i,-0.37861-0.6943i,-0.2621-0.41163i,-0.35692-0.087542i,-0.31354+0.17474i,-0.11746+0.24512i,0.01513+0.14026i,0.0060174+0.055758i,-0.014232+0.052229i,-0.0019724+0.031716i,-0.0033241-0.0049061i,-0.014784-0.024352i,-0.026704-0.034466i,-0.031186-0.036302i,-0.029208-0.031573i,-0.031076-0.019125i,-0.03352+0.00032322i,-0.029405+0.014575i,-0.017097+0.017868i,-0.0048183+0.016263i,0.0054684+0.007755i,0.010978-0.0084466i
0.54719-1.0475i,0.44132-0.77842i,0.40566-0.27869i,0.41108-0.16515i,0.30157-0.31281i,0.10354-0.36036i,-0.035207-0.27561i,-0.048632-0.16075i,-0.0065621-0.10516i,-0.0015387-0.097709i,-0.023273-0.078592i,-0.040064-0.035561i,-0.034856+0.018144i,-0.0059226+0.042879i,0.012776+0.027778i,0.0072153+0.010479i,-0.0048109+0.0059419i,-0.011681+0.0019662i,-0.010928-0.012145i,-0.011418-0.030306i,-0.0087454-0.034815i,0.0086904-0.022439i,0.024233-0.0085756i
1.2794+0.87206i,1.3729+0.70621i,0.80966+0.4325i,0.28023+0.27138i,0.13734+0.16981i,0.11194+0.049284i,0.041613+0.025364i,0.0088676+0.081421i,0.029709+0.084112i,0.035367+0.048285i,0.035573+0.038865i,0.051708+0.028472i,0.05271+0.0030473i,0.039794-0.0067648i,0.038815+0.0019287i,0.048021-0.0018139i,0.051172-0.02411i,0.04085-0.043931i,0.025171-0.041621i,0.016947-0.020905i,0.011184-0.00038722i,-0.0022807+0.017611i,-0.0097121+0.030458i
-0.94919+0.68803i,-1.0252+0.71629i,-0.80994+0.42028i,-0.45373+0.25188i,-0.13239+0.27312i,0.10969+0.24957i,0.19904+0.099938i,0.12649-0.02807i,0.041766-0.017819i,0.037923+0.027339i,0.044848+0.026265i,0.02282+0.0065239i,-0.015777-0.01165i,-0.05346-0.008289i,-0.066202+0.013999i,-0.054006+0.02902i,-0.03856+0.032126i,-0.023833+0.03542i,-0.0043507+0.035771i,0.012118+0.026065i,0.014896+0.017075i,0.0026514+0.011033i,-0.012226+0.0029278i
-0.4925-0.62519i,-0.60661-0.4976i,-0.33045-0.31992i,-0.13582-0.24932i,-0.20489-0.16463i,-0.2686+0.0021184i,-0.19484+0.089198i,-0.10739+0.050516i,-0.077124+0.0013577i,-0.066219-0.0087888i,-0.061004-0.0014905i,-0.051264+0.023416i,-0.008546+0.040213i,0.028697+0.015444i,0.024788-0.019658i,0.0070021-0.021001i,0.0035003-0.00017303i,0.010029+0.0087946i,0.007346+0.00027511i,-0.012996-0.0090149i,-0.037262-0.015479i,-0.043857-0.0272i,-0.034038-0.033188i
0.47613-0.42i,0.58489-0.79801i,0.40939-0.67182i,0.21127-0.30327i,0.15187-0.13622i,0.08079-0.11702i,0.012432-0.022973i,0.038882+0.056586i,0.057702+0.02661i,0.016465-0.0078393i,-0.013323-0.019217i,-0.022454-0.032802i,-0.025563-0.022865i,-0.010632-0.00047728i,0.012669+0.00012505i,0.016607-0.017739i,0.0031649-0.029102i,-0.0061271-0.025944i,-0.0003115-0.023214i,0.015942-0.030867i,0.031051-0.033369i,0.042092-0.013803i,0.045883+0.0092958i
-0.16862+0.37853i,0.039539+0.57221i,0.10028+0.45181i,0.075645+0.21005i,0.13829+0.075794i,0.26554-0.035467i,0.26457-0.16668i,0.13176-0.18373i,0.043188-0.097148i,0.022948-0.044331i,0.011699-0.022423i,0.010433-0.00070391i,0.0020616+0.010186i,-0.014138+0.032169i,-0.0070569+0.051043i,0.014062+0.035622i,0.020674+0.01036i,0.012122+0.0031877i,0.0064551+0.012183i,0.017256+0.024216i,0.031897+0.033004i,0.028211+0.043209i,0.015873+0.053424i
0.28293-0.30743i,0.12292-0.16165i,0.041925-0.041902i,-0.031216+0.0091429i,-0.16049+0.083156i,-0.24599+0.15401i,-0.2444+0.14595i,-0.17506+0.11403i,-0.070957+0.088577i,0.0049403+0.061267i,0.035354+0.048134i,0.049201+0.046556i,0.056347+0.025766i,0.036861-0.0061776i,0.0035629-0.0038226i,-0.0048957+0.02596i,0.010916+0.039323i,0.024303+0.023485i,0.020278+0.0032742i,0.00039144+0.0035923i,-0.028267+0.014923i,-0.051032+0.01142i,-0.057166-0.0054624i
0.085215-0.075049i,-0.1031-0.32051i,-0.16886-0.22392i,-0.036755+0.019359i,0.04859+0.20072i,0.037924+0.37665i,0.10449+0.42398i,0.15463+0.25262i,0.093481+0.096867i,0.067939+0.038303i,0.058704-0.030151i,-0.011292-0.060427i,-0.043604-0.013594i,-0.008641+0.0085214i,0.0087727-0.013227i,-0.0076195-0.019891i,-0.025126-0.015431i,-0.033096-0.016354i,-0.03543-0.021286i,-0.033896-0.035481i,-0.030147-0.061164i,-0.026884-0.076994i,-0.018925-0.059822i
-0.057265+0.44177i,0.32582+0.4878i,0.32786+0.24837i,0.075109-0.038922i,-0.07162-0.20994i,-0.08307-0.26287i,-0.074839-0.17862i,-0.043587-0.065661i,-0.020478-0.046041i,-0.039927-0.046116i,-0.021816-0.036397i,0.00015573-0.075507i,-0.062324-0.10026i,-0.1362-0.057185i,-0.13422-0.010206i,-0.086261-0.0084434i,-0.055622-0.02636i,-0.043125-0.016484i,-0.014151+0.011839i,0.018212+0.021842i,0.030613+0.020955i,0.028313+0.018082i,0.015395+0.0064869i
0.20274-0.31064i,-0.052245-0.34113i,-0.10339-0.25357i,0.10532-0.092124i,0.43345-0.010792i,0.67886-0.14693i,0.5856-0.39247i,0.24111-0.41261i,0.02781-0.2042i,-0.029793-0.070437i,-0.094445+0.011787i,-0.059855+0.11512i,0.05128+0.10888i,0.072041+0.029279i,0.045127-0.022634i,0.039097-0.029877i,0.053492-0.0001178i,0.069855+0.010253i,0.055361-0.010594i,0.025054-0.0017167i,0.017251+0.052154i,0.042208+0.10263i,0.065941+0.098985i
-0.47801+0.40546i,-0.40223+0.31792i,-0.25461+0.18685i,-0.27856+0.077787i,-0.5+0.034762i,-0.67391+0.11636i,-0.53191+0.25378i,-0.2193+0.23014i,-0.080779+0.086376i,-0.086303+0.039515i,-0.07496+0.058657i,-0.061841+0.076716i,-0.036417+0.12694i,0.028462+0.16551i,0.066779+0.14826i,0.054838+0.10311i,0.034117+0.053378i,0.026387+0.019522i,0.037368-0.00056012i,0.040638-0.036256i,0.0012552-0.075139i,-0.057743-0.066878i,-0.076711-0.012466i
-1.4322+6.0454i,1.0608+6.3488i,4.052+5.4747i,4.5935+2.1658i,3.169-0.90466i,0.65921-2.2129i,-1.2767-1.3107i,-1.4784+0.16818i,-0.43684+0.84756i,0.70667+0.44718i,0.94633-0.41731i,0.43138-1.0825i,-0.28878-1.75i,-1.0195-2.4901i,-1.2536-2.5465i,-0.80647-1.551i,-0.30664-0.47864i,-0.31361+0.018391i,-0.62806+0.27558i,-0.5806+0.55771i,-0.061936+0.66352i,0.41332+0.3794i,0.42897-0.058062i
0.07923+0.17856i,-0.16625+0.45565i,-0.23191+0.42625i,-0.21892+0.16366i,-0.3671+0.012848i,-0.54123+0.13503i,-0.44279+0.27061i,-0.18061+0.18875i,-0.030149+0.059683i,0.052598+0.043226i,0.11237+0.049907i,0.084672+0.035737i,0.024482+0.042998i,-0.0051729+0.046676i,-0.037349+0.037678i,-0.060015+0.050371i,-0.040478+0.049358i,-0.018684+0.0021183i,-0.02579-0.045839i,-0.037512-0.051715i,-0.028367-0.02796i,-0.0087685-0.0091549i,-0.0013054+0.0016335i
-0.12453+0.61048i,-0.16767+0.36145i,-0.17874+0.2531i,-0.092522+0.36187i,-0.032122+0.38071i,-0.12812+0.21118i,-0.24629+0.061903i,-0.21696+0.056466i,-0.093557+0.083165i,-0.00062531+0.081337i,0.057069+0.065995i,0.076831+0.025801i,0.053623-0.017338i,0.035018-0.042787i,0.020481-0.060756i,-0.0097544-0.070738i,-0.038437-0.064165i,-0.039236-0.032866i,-0.015278-0.0069356i,-0.0062277-0.021523i,-0.029144-0.042579i,-0.045042-0.02933i,-0.023854-0.0033124i
-0.34863-0.55413i,-0.2256-0.32206i,-0.039135-0.15612i,0.022344-0.14806i,-0.0075121-0.11839i,-0.017461-0.024825i,-0.00084231+0.028397i,0.0035169+0.010076i,0.0046579-0.0060727i,0.04047-0.0033362i,0.091239-0.032838i,0.088344-0.099818i,0.03367-0.13816i,0.0053485-0.12938i,0.020466-0.1085i,0.032765-0.079359i,0.036506-0.05137i,0.028515-0.044769i,-0.0014279-0.038231i,-0.019209-0.010505i,-0.0083287+0.0026604i,0.0045225-0.020576i,0.0051484-0.037805i
0.59956+0.56284i,0.49784+0.70964i,0.30066+0.53165i,0.10356+0.21655i,-0.099543+0.023312i,-0.21968-0.026485i,-0.18539-0.013378i,-0.096951+0.0086112i,-0.070196+0.021635i,-0.075238+0.051024i,-0.053504+0.090872i,0.0026279+0.10918i,0.061967+0.067125i,0.072165-0.014222i,0.031908-0.043588i,-0.0010476-0.0092395i,0.00016186+0.015353i,0.0036381+0.0041541i,-0.00062808-0.0081846i,0.0065647-0.018088i,0.015368-0.037347i,0.01475-0.046262i,0.0072594-0.042246i
-0.46284+0.34043i,-0.33804+0.088756i,-0.11844-0.045194i,0.12608+0.036684i,0.36147+0.11414i,0.44539+0.082747i,0.3128+0.0043691i,0.13029-0.029298i,0.052446-0.016156i,0.048045-0.042884i,0.020553-0.085833i,-0.011472-0.081145i,-0.003283-0.056916i,0.026873-0.036402i,0.045946-0.021597i,0.027934-0.014411i,-0.0042298+0.0015275i,-0.003761+0.024212i,0.016262+0.034363i,0.022695+0.02965i,0.020585+0.017186i,0.020273+0.0041919i,0.025826-0.008055i
-0.096406-0.71324i,-0.078595-0.46322i,-0.078362-0.19375i,-0.19999-0.10491i,-0.30568-0.059042i,-0.24458-0.0075152i,-0.10546+0.021427i,-0.020462+0.031737i,0.0035597+0.015285i,-0.0035985+0.011758i,0.0089455+0.029277i,0.03162+0.016105i,0.029374-0.014531i,0.025662-0.027089i,0.030307-0.022866i,0.035479-0.0089003i,0.037789-0.0042352i,0.023719-0.012349i,0.0029543-0.01019i,-0.0023403+0.0064827i,0.00099289+0.016633i,0.0019857+0.0085764i,-0.00098654-0.0025706i
0.5782+0.22493i,0.39082+0.25123i,0.21503+0.24688i,0.22707+0.1629i,0.22651+0.043725i,0.12703+0.004939i,0.059354+0.0010126i,0.042604-0.041761i,0.01512-0.059721i,0.0028241-0.038656i,-0.004008-0.03155i,-0.021028-0.017852i,-0.013324+0.0080239i,0.002088+0.013434i,-0.0059191+0.010373i,-0.026411+0.011243i,-0.034992+0.014872i,-0.020216+0.02166i,-0.0017519+0.022973i,0.0032291+0.017711i,0.0043881+0.00611i,0.005875-0.0099381i,0.0037307-0.018854i
-0.7577+0.46479i,-0.63083+0.36078i,-0.40693+0.1383i,-0.22523+0.043128i,-0.041624+0.059216i,0.13023+0.059014i,0.16202+0.023596i,0.089462+0.014785i,0.048861+0.019206i,0.043607-0.0081492i,0.035174-0.028756i,0.034884-0.019561i,0.038129-0.0047518i,0.039677+0.014649i,0.042645+0.034566i,0.037684+0.038114i,0.017012+0.025917i,-0.011704+0.015527i,-0.028796+0.012621i,-0.026815+0.0085392i,-0.017638+0.0045882i,-0.010485+0.0046373i,-0.00099678-0.00032615i
0.27674-0.47385i,0.35735-0.35703i,0.2967-0.19378i,0.11394-0.064483i,-0.035151+0.025986i,-0.1164+0.0498i,-0.12824+0.037565i,-0.084245+0.032958i,-0.042831+0.02953i,-0.027635+0.037035i,-0.0074959+0.036315i,0.010916+0.0064867i,0.0046886-0.022044i,-0.01122-0.029042i,-0.020717-0.031476i,-0.027118-0.037804i,-0.02595-0.040144i,-0.015008-0.037327i,-0.0093193-0.028822i,-0.012383-0.0090312i,-0.0077601+0.011271i,0.010478+0.013353i,0.021861+0.0033508i
0.30786+0.31985i,0.13632+0.21034i,0.014168+0.098016i,0.027877-0.011384i,0.028227-0.08311i,-0.0015776-0.06502i,-0.0038558-0.0051225i,-0.0020261+0.018625i,-0.0088542+0.016096i,-0.0085135-0.0019719i,-0.022105-0.0081922i,-0.035135+0.024929i,-0.010159+0.05554i,0.023445+0.044458i,0.030867+0.02071i,0.023373+0.018266i,0.01435+0.023525i,-0.00016372+0.019625i,-0.016458+0.0158i,-0.017869+0.012698i,-0.0077304+0.001457i,-0.00014675-0.0059313i,0.0066015-0.0044293i
-0.39575-0.095038i,-0.18129-0.081128i,-0.025258-0.074533i,-0.020089-0.0093201i,-0.012186+0.079234i,0.039896+0.091318i,0.053592+0.043491i,0.043914+0.0075218i,0.035859-0.002574i,0.029531+0.0063631i,0.04182+0.0016117i,0.040732-0.038529i,0.000301-0.068692i,-0.041127-0.050365i,-0.048746-0.011464i,-0.025342-0.0030782i,-0.00068815-0.022502i,0.01369-0.027422i,0.023717-0.014198i,0.020109-0.0033897i,0.0059159+0.0021445i,-0.0088338+0.0041487i,-0.018954+0.0067337i
0.11072-0.23646i,-0.041647-0.12945i,-0.079594+0.012337i,-0.020714+0.0048481i,-0.029203-0.12086i,-0.098159-0.16157i,-0.11788-0.10414i,-0.088321-0.049933i,-0.064232-0.029068i,-0.060985-0.020494i,-0.070275-0.0058396i,-0.063836+0.018876i,-0.025187+0.034298i,0.014535+0.018398i,0.020374-0.0078704i,0.0042991-0.0045571i,-0.0066896+0.015745i,-0.012526+0.016687i,-0.019704+0.0022957i,-0.021033-0.0010716i,-0.011853+0.0086269i,0.00020596+0.011092i,0.0029465+6.2246e-05i
0.084961+0.58391i,0.16349+0.46759i,0.12532+0.26108i,0.063548+0.16681i,0.077075+0.17174i,0.096048+0.1355i,0.072579+0.07102i,0.044139+0.035429i,0.030583+0.018307i,0.035504+0.010211i,0.057653-0.0010392i,0.061777-0.022324i,0.033581-0.031063i,0.01173-0.020044i,0.010688-0.0078922i,0.012694-0.0056541i,0.014167-0.0068758i,0.017999-0.0065393i,0.014642-0.0087269i,0.0004387-0.013794i,-0.011222-0.016323i,-0.0076446-0.010365i,0.010863+0.00095866i
-0.32392-0.46315i,-0.34088-0.3754i,-0.24089-0.23426i,-0.12778-0.13993i,-0.066351-0.10853i,-0.047919-0.11041i,-0.06707-0.096619i,-0.073204-0.055523i,-0.041648-0.035443i,-0.031209-0.038464i,-0.03894-0.02278i,-0.026371-0.0074669i,-0.010565-0.011584i,-0.0071681-0.0082732i,-0.0088681-0.0019652i,-0.0113-0.0040009i,-0.012679-0.0060065i,-0.01404-0.0068661i,-0.011218-0.002805i,-0.0011712+0.0026317i,0.0032894+0.0023246i,-0.0058224-0.0037625i,-0.021911-0.0090231i
0.4626+0.18608i,0.3869+0.19335i,0.24409+0.15404i,0.11685+0.094336i,0.0078663+0.061628i,-0.048214+0.071469i,-0.031099+0.091206i,0.017167+0.085244i,0.034604+0.052198i,0.025508+0.032013i,0.024273+0.022508i,0.024093+0.010902i,0.023854+0.0067671i,0.028205-0.0030578i,0.026978-0.012024i,0.020159-0.0032332i,0.013094+0.012528i,0.0098535+0.021438i,0.0076493+0.018426i,0.0017898+0.01164i,0.0025556+0.00703i,0.013496+0.0048691i,0.022609+0.0043879i
-0.44622+0.057031i,-0.34771-0.12436i,-0.24537-0.18607i,-0.15558-0.083485i,-0.030874-0.01145i,0.050882-0.023777i,0.051132-0.06234i,0.0076399-0.07454i,-0.0085299-0.042511i,0.0098562-0.024431i,0.0084012-0.030534i,-0.0042913-0.026381i,-0.005831-0.018143i,-0.0035671-0.0085687i,-0.0032764-2.6524e-05i,-0.0084274-0.00039348i,-0.012857-0.0048558i,-0.015303-0.0091457i,-0.016472-0.0078916i,-0.011579-0.0066577i,-0.0092165-0.010078i,-0.013458-0.011559i,-0.013227-0.011301i
0.21685-0.15998i,0.25127+0.089697i,0.2274+0.16732i,0.10157+0.049697i,-0.035431-0.026513i,-0.089581-0.034224i,-0.08253-0.020475i,-0.055821+0.012413i,-0.031643+0.029716i,-0.027263+0.029174i,-0.014251+0.039648i,0.016765+0.04034i,0.028719+0.013717i,0.015794-0.013839i,0.0044043-0.022324i,0.0074535-0.019868i,0.013164-0.014536i,0.015566-0.0055728i,0.018875+0.0042356i,0.02178+0.012117i,0.02289+0.01598i,0.020931+0.010776i,0.010053+6.6387e-05i
0.082905+0.15104i,-0.094481+0.0092516i,-0.1278-0.029895i,0.030763-0.023276i,0.159-0.048452i,0.16742-0.057544i,0.11695-0.036462i,0.070498-0.022952i,0.053853-0.028073i,0.055824-0.050362i,0.035396-0.070934i,-0.006883-0.059019i,-0.027576-0.016822i,-0.015819+0.020816i,-0.0010858+0.030553i,-0.0058254+0.025072i,-0.018278+0.017379i,-0.020993+0.0050592i,-0.020005-0.0081393i,-0.022511-0.013443i,-0.025512-0.0087805i,-0.022261+0.0030639i,-0.0069472+0.010274i
-0.38283+0.070264i,-0.18154+0.16471i,-0.036253+0.10938i,-0.081394+0.033649i,-0.14833+0.0542i,-0.10511+0.083167i,-0.033119+0.050537i,-0.016915+0.010861i,-0.033873+0.011766i,-0.037757+0.050434i,-0.015034+0.084545i,0.021002+0.078817i,0.040757+0.035926i,0.026766-0.004765i,0.0035015-0.014323i,0.0017156-0.0050697i,0.014625+0.002007i,0.019344+0.0034018i,0.012151+0.0043619i,0.0066549+0.0038325i,0.0099039-0.0044314i,0.011548-0.018599i,0.0065311-0.022905i
0.37354-0.25073i,0.23179-0.29138i,0.1101-0.18928i,0.1285-0.074472i,0.15423-0.056598i,0.098815-0.044819i,0.044782-0.011432i,0.025606+0.0033593i,0.021757+0.0082196i,0.022895-0.013785i,-0.0048226-0.058637i,-0.046773-0.06318i,-0.048912-0.025896i,-0.013152-0.0015903i,0.020308-0.0051637i,0.023475-0.015098i,0.007725-0.012361i,-0.0017172+0.00060151i,-0.0039738+0.011429i,-0.0071975+0.019164i,-0.010981+0.025504i,-0.0048188+0.029776i,0.0083439+0.023149i
-0.12289+0.4789i,-0.052553+0.40966i,-0.018731+0.23605i,-0.037846+0.12421i,-0.054875+0.090017i,-0.063838+0.071711i,-0.058308+0.075151i,-0.035627+0.073524i,-0.023337+0.048353i,-0.014247+0.039743i,0.019294+0.048462i,0.046685+0.035835i,0.036138+0.0088947i,0.0035508-0.0013025i,-0.022754+0.009457i,-0.03036+0.016638i,-0.030079+0.0088084i,-0.026655-0.0019083i,-0.0161-0.0082851i,-0.0014228-0.013372i,0.0071315-0.019978i,-0.002131-0.020423i,-0.018862-0.0052079i
