-0.0053319+0.0014333i,-0.0037188+0.0016154i,-0.0036229+0.0033886i,-0.001893+0.0029083i,-0.00053659+0.0028162i,-0.0012433+0.003001i,-0.0012604+0.0024373i,0.00076432+0.0013523i,0.0015181+0.0010026i,0.0016963+0.0012902i,0.0016905+0.0012399i,0.00050813+0.00034836i,0.0007692-0.0004316i,0.0015188+0.00035862i,0.00079363+0.00086167i,-2.4906e-05+0.0005238i,-0.00055771+0.00055964i,-0.00089712+2.8191e-05i,-0.00067712-0.00017967i,-8.4652e-05+0.00034504i,0.00030325+0.00030226i,0.00093738-0.00024417i,0.00089502-0.00032817i
0.0010496+0.0006526i,0.00094133-0.00041034i,0.0016713-0.00093697i,0.0012981-0.0010198i,0.00025006-0.00063161i,-0.00056178-0.00058808i,0.00042701-0.00097951i,0.0014927-0.00096771i,0.0006122-0.00045681i,0.00065712-0.00042867i,0.0014177-0.00021229i,0.00068809+3.5972e-05i,-0.00044734+0.00046707i,-0.00070401+0.00041525i,-3.2441e-05+0.00012794i,0.00038133+0.00063272i,6.4136e-05+0.00058083i,-0.00018065-0.00026943i,-7.1135e-05-0.00086032i,0.00015811-0.00043422i,0.00018715+0.00010016i,-6.2994e-05+0.00037006i,-0.00024691+0.00068288i
-0.0027533+0.00038506i,-0.001845+0.00022892i,-0.0012215+0.00062993i,-0.00064621+0.00051545i,-0.00010559+7.5207e-06i,0.0007589-0.00014564i,0.0013165+0.0013158i,0.00086591+0.0015613i,0.00095009+0.00071513i,0.00097501+0.00047687i,0.00058097+5.9196e-05i,0.00042991-0.00030408i,-0.00018666+0.00038088i,-6.8391e-05+0.00050874i,0.00035477-0.00025126i,0.00032128-0.00087841i,0.00025578-0.00035244i,0.00050819+0.00041672i,0.00092996+0.00044814i,0.00063304-0.00038817i,0.00012944-0.00093061i,0.0005265-0.00070017i,0.0012737-0.00032603i
-0.00025677-0.00026376i,-0.0010469-0.00021622i,-0.00070963+0.00074237i,0.00035825+0.0011212i,-0.00018176+0.00057699i,-0.00076115-0.00045141i,5.2061e-05-0.00029097i,0.00035326+0.00040665i,6.205e-05+0.00039937i,-0.00019778-0.00043492i,-0.00052463-0.00081067i,-0.00070434-0.00095842i,-0.00044391-0.00067421i,-5.5789e-05+5.3658e-05i,0.00019906+0.00014037i,-0.00012721+0.00032451i,-0.00020868+0.0007914i,1.458e-05+0.00086971i,-0.00076171+0.00056286i,-0.0010347-9.9543e-05i,-0.00070425-0.00043071i,-0.00016667-0.0001411i,8.4674e-05+0.00013093i
-0.00067424+0.00026694i,0.00031148+1.9814e-05i,0.0011165+0.0012603i,0.00072452+0.0010388i,0.00026875-0.00028437i,-0.0002276-0.00023519i,-0.00030843+0.0002544i,-7.8402e-05+0.00034363i,0.00017253+0.00051711i,0.00069073+0.00025537i,0.00098823-0.00043367i,0.00046702-0.00032964i,0.00014631+2.6636e-05i,-2.3237e-05+0.00016601i,-0.0002159+0.00030637i,0.00047931+0.00041607i,0.00088316-0.00021971i,0.00018328-0.00079502i,-0.00054866-0.00058558i,-8.2351e-05-0.00028422i,0.0009964-0.00072331i,0.00071664-0.00017798i,7.7626e-05+0.00043661i
6.8397e-05+0.00039131i,0.00060544-0.00013037i,0.00046054-0.00079502i,-0.00021395-0.00078972i,-0.00038428-0.0002086i,-0.00048062+0.00037719i,-0.00031929+0.00032106i,0.00029005+0.00044843i,2.6069e-05+0.00060466i,8.0984e-05-4.238e-05i,0.00068628-0.00056368i,0.0010639-0.00066702i,0.00064842+0.00037852i,-5.3737e-05+0.0014668i,-0.00032497+0.00050965i,-0.00027749-0.00014745i,9.0659e-05+0.00049522i,0.00039445+0.00057273i,0.0003733+0.00023607i,0.00039292+1.6887e-05i,-0.00016723-0.00039503i,-0.00029491-0.00013017i,-0.00019526+0.00081266i
-0.00061527-0.00029937i,-2.7792e-05+0.00090193i,0.00060055+0.0020546i,0.00035646+0.00097339i,-0.0002669-0.00032324i,-0.00019805-0.00088634i,0.000868-0.00064772i,0.00078697-0.00021896i,0.0005463+0.0003134i,0.0013032+0.00053589i,0.0012024+0.00074055i,0.00049504+0.00082339i,1.5665e-05+0.00053071i,-0.00085656+0.00089112i,-0.0010675+0.00048936i,0.00018897-1.112e-05i,0.00091904+0.00013881i,0.00088831-0.00039982i,0.00076452-0.00093621i,0.00070375-0.00058359i,0.00027208+1.815e-05i,-0.00019266-0.0001047i,-5.2625e-05-0.00025231i
-0.0021058-0.0017401i,-0.0010829-0.00089842i,-0.00078776+0.00072643i,-2.1025e-05+0.0012142i,0.0010236+0.0015142i,0.0010731+0.0013276i,0.0010992+0.00048273i,0.0010344+0.00047251i,0.0002825+0.00081848i,6.6577e-05+0.00087068i,0.00025458+0.0003612i,0.00089026+0.00025448i,0.00065063+0.00022604i,0.0008155+0.00011611i,0.0013097+0.00038547i,0.00048428-0.00013053i,-0.00020847-0.0011816i,-0.00021762-0.00080008i,0.0001061+0.00054963i,7.0516e-05+0.00018662i,0.00060156+6.9152e-05i,0.00094119+0.0004106i,0.0010303-0.00059827i
0.0014433+0.00046747i,0.00034329+0.00024836i,0.00082391-0.00017691i,0.00055196-0.001096i,-0.0002871-0.0022747i,-0.00011895-0.0014147i,0.00020171+0.00014095i,-0.00026287+0.00047279i,-0.00041232+0.00022765i,-0.00015463+6.3551e-05i,0.00029267-0.00055368i,0.00024655-0.0010189i,-0.00025992-0.00081835i,0.00010687-0.00052215i,7.5284e-05-0.00044227i,-0.00039029-0.0009427i,-0.00017366-0.0004883i,2.35e-05-0.00032243i,-0.00065274-0.0005824i,-0.00046223+0.00020812i,-0.00034818+0.00091842i,-0.00032233+0.00064932i,-0.000389+0.00019352i
6.4254e-05-0.00069384i,0.00018167-0.00036791i,9.0617e-06-1.4839e-05i,-0.00018569-0.00047199i,-0.00091773-0.00070279i,-0.00083611+0.00051228i,-0.00014573+0.0008821i,-0.00022773+0.00075721i,-0.00027037+0.00026531i,-0.0004763-0.00068768i,0.00018776-7.8919e-06i,0.0010896+0.0007758i,0.0010596+0.0001626i,9.8113e-05-0.00013698i,-0.00031838+0.00030851i,-0.00053179-1.5596e-05i,-0.00054012-0.00061319i,-8.0267e-05-0.00040941i,0.00057189+0.00028026i,0.00049501+0.00072164i,8.8864e-05+0.00055463i,-0.00039333+0.00033584i,-0.0011946+0.00019533i
0.00054869-0.00024854i,0.00021419+0.0004701i,0.00018684+0.00087401i,0.00045833+0.00044276i,0.00070425-0.00037872i,0.00051767-0.0011619i,-0.00016543-0.00051662i,5.5875e-05-3.6059e-05i,0.00010095-0.00022562i,-0.0010093-0.00032075i,-0.0013884-0.00086253i,-3.3562e-05-0.00019625i,0.0010803+0.00081649i,0.00096294+0.00067005i,-6.7907e-05-6.9333e-05i,-0.00074108-0.0010321i,-5.938e-05-0.0017901i,0.00045533-0.0012743i,0.00046897-0.00040282i,0.00052897-7.6031e-05i,0.00011309+0.0004409i,-1.5729e-05+0.00077104i,-0.00038422+0.00056695i
0.00043446+0.00033795i,0.00088153-0.00031759i,0.0012529-0.00032978i,0.0018298-0.00061156i,0.0010774-0.00052051i,-0.00042017-6.9174e-05i,-0.0001801+0.00063388i,0.00077375+0.00094633i,0.00048492+0.00040354i,0.00059434-3.1154e-05i,0.00086297+0.0010022i,0.00077486+0.00075687i,0.0013255-0.0011501i,0.001084-0.0012698i,0.00068429-0.00040807i,0.00095431+0.00031002i,0.00031444+0.00032017i,-0.00022884-0.00047199i,-0.00025687-0.00063449i,-0.00057968-0.00031607i,-0.00045207-0.0002245i,0.00023533-0.00043357i,0.00045606-3.197e-06i
-0.0013417+0.00011272i,-0.00014808+0.00027308i,0.00057783+0.0010104i,0.0011603+0.0017649i,0.001238+0.00081589i,0.00067605-0.00028461i,5.7708e-06-0.00033057i,8.6256e-05-0.00016971i,0.00038178-0.00034484i,0.00045807-0.00039991i,0.00045535+0.00050868i,0.00010711+0.00070198i,6.6427e-05+0.00035869i,-0.00023343+0.00036481i,-0.00020046-0.00010797i,0.00020673-0.00050663i,0.00056413-0.00021884i,0.00084263+7.3887e-05i,0.00034974+0.00019225i,-0.00040621-0.00022129i,-0.00044429-0.00071745i,-0.00080122-0.00061577i,-5.3994e-05-0.00050512i
-0.00049275-0.0011729i,-0.00034871-0.00022454i,-9.2213e-05-0.00031103i,-0.00040737-0.00070003i,-0.0011188-0.00099777i,-0.0010713-0.00071223i,-0.00035841-0.0005441i,6.9811e-05-0.0010932i,0.0002059-0.00076756i,0.00021594-0.00012076i,0.00023529+9.1441e-05i,-4.1148e-05-0.00013483i,-0.00057485-0.00045297i,-0.00058472-0.00032508i,0.0001684-0.00027458i,0.00066107-0.0003364i,4.715e-05-0.00051855i,-0.00010597-0.00036755i,-0.0002797+0.00052963i,-0.000714+0.00077548i,-0.00037113-0.00022468i,-0.00012969-0.00038075i,-0.00029971+2.7504e-05i
0.00094494+5.2164e-05i,0.00089786+0.00047181i,0.0010931+0.00071353i,0.00021003+0.00011255i,-0.00070202-0.00038653i,-0.00018054+0.00015567i,0.0011571+0.00013192i,0.00095697+0.00013561i,-0.00016321-3.0031e-05i,-0.00039184-0.00014996i,-0.00010658-9.6176e-05i,0.00041627-0.00011751i,0.0005873+0.00044879i,0.00024737+0.00079866i,0.00016423+0.00080961i,-0.00044179+0.00012227i,-0.00030877-0.00015754i,0.00028243-0.00023387i,-8.7446e-06-0.00011941i,-0.00037361+0.00042004i,-0.00033395+0.00036879i,-0.00087465+0.00039913i,-0.001509-6.0589e-05i
-0.00041637-0.00035747i,-0.00029191-0.0011728i,0.00070354-0.0012594i,0.0009988-0.0010941i,0.00048003-0.0013629i,0.00022398-0.0018191i,0.00075627-0.0010045i,0.0010934-0.00011942i,0.0012384-0.00018471i,0.00072172-0.00010685i,0.00055032+1.4017e-05i,0.00068545-9.6401e-05i,0.00019542+5.8731e-06i,-0.00040623+0.00039436i,-0.00033763+0.00079454i,-0.00021137+0.00074815i,-0.00045374+0.00084227i,-0.00046658+0.0012807i,0.00013775+0.00049808i,0.00076523-0.00052817i,0.00069599-0.0005563i,0.00064722-0.00066426i,0.00070625-0.0007014i
0.00098418+0.001591i,0.00096436+0.0012629i,0.0014537+0.00094021i,0.00064115+0.00015723i,-0.00080353-0.00048994i,-0.00098601-0.00067922i,-0.00017286-0.00012407i,-0.00013198+0.00076439i,-0.0006246+0.0005173i,-0.00081526+9.4456e-05i,0.00017879+0.00021874i,0.00048645-0.00030657i,-0.00027629-0.0011306i,-0.00049128-0.0013298i,-0.00064018+0.00027504i,-0.00055428+0.0010148i,1.2266e-05+8.7973e-05i,-0.00026578-0.0005127i,-0.00057976-0.00029065i,-6.2974e-05+0.00018232i,0.00039457-0.00031444i,-0.00010306-0.0003912i,-0.00054147+0.0001363i
0.00025344+0.0010185i,0.00090809-0.00022653i,0.0011636-0.00058073i,0.00079101-0.00080274i,0.00056982-0.0011199i,0.001023-0.0011697i,0.0016481-0.00039738i,0.0013587+0.00034906i,0.001249+0.0006095i,0.0010009+0.00035866i,0.00053461-0.00020254i,0.00086051-0.00045722i,0.00028256+0.00013517i,-0.00019979+0.00026967i,0.00056906-0.00015995i,0.00047034-0.00044048i,0.00033481-0.00061911i,0.00069359-0.00033832i,0.00024251-0.00038022i,9.2048e-05+0.00029309i,0.00030332+0.00051423i,0.00055712+0.00021903i,0.0010193+0.00020521i
0.00059469+0.0016537i,0.00027729+0.00037372i,0.00059395-0.00017875i,0.0013242-0.00047981i,0.00095952-0.0012032i,-7.7533e-05-0.0012167i,-5.6741e-05-0.00063831i,-4.9373e-05-0.0006973i,-1.5636e-05-0.00077117i,-6.9521e-05-0.00073435i,0.00082545-0.00085451i,0.00083604-0.0013267i,0.0006925-0.0011479i,0.00033205-0.00046179i,-0.0005041-0.00046853i,-1.947e-05-7.696e-06i,0.00033966+0.0012256i,0.00027164+0.0014633i,0.00069309+0.00068515i,0.00049702+0.00034734i,0.00016948-0.00016184i,0.00017338-0.00037078i,-4.883e-05+0.00011095i
0.00070991+0.0010677i,0.00067208+0.0011139i,0.0010217-1.9163e-05i,0.0014573-0.00088989i,0.00048218-0.0012176i,-0.0006825-0.00058886i,-0.00019533+0.00060264i,0.0005721+0.00078408i,0.00092956+0.00027222i,0.0013306+0.00020258i,0.0014421+0.00011454i,0.0010412+0.00017974i,0.00065653-2.7898e-05i,0.00016549-0.00033271i,-0.00011605+0.00042813i,-0.0002301+0.00099953i,-0.00067978+0.00049761i,-0.00089558+0.00024106i,-0.00075666+0.00072406i,-0.0010642+0.00093833i,-0.0011431+0.00031879i,-0.00029665+5.5597e-05i,0.00030769+0.00064437i
-6.1743e-05+6.2553e-05i,-0.00026261+0.001132i,-0.0020319+0.00048615i,-0.0013953+0.00022662i,5.9964e-05+0.00061351i,3.6953e-05+0.00094335i,0.00077186+0.001099i,0.0012332+0.0009211i,0.00047257+0.00028568i,0.00057406+0.00030143i,0.00031455+0.00026799i,9.6677e-05+9.036e-05i,0.00029947+0.00024736i,-0.00023611+0.0004035i,-0.00086544+0.00042562i,-0.0005705-7.1734e-05i,6.5834e-05+0.00026026i,3.8299e-05+0.00073072i,5.4647e-05+0.00043417i,0.00022198-0.00026101i,0.00050829+5.1584e-05i,0.00044348+0.000338i,-0.00010626-0.00012865i
-7.6263e-05+0.0010719i,-0.00068471-0.00023923i,0.00064563-0.00088242i,0.0010834-0.00047297i,0.00053614-0.00088432i,-0.00067002-0.0013868i,-0.00064931-0.00010486i,4.329e-05+0.00019357i,0.00021022-0.00011454i,0.00054458+0.00059271i,6.1692e-05+0.00071818i,-0.00066235+0.00026177i,-0.00020648+0.00012769i,-8.9442e-05-0.00027532i,-0.00048422-0.00054815i,-0.00040461-0.00014518i,-6.4923e-05+9.7739e-05i,0.00035479+0.00034041i,0.00013173+6.5619e-05i,-0.0003041-0.00040261i,-0.00076525-0.00042611i,-0.00096957-0.00049454i,-0.00094826-0.00046281i
-0.00038136-0.0018088i,-0.0010208-0.0015909i,-0.00099074-0.00011068i,-0.0010991+0.00019006i,-0.0013524-0.00083804i,-0.0012986-0.0011639i,-0.00081617-0.00035138i,-0.00029616+3.9742e-05i,-1.3231e-05+9.7149e-05i,-0.00024382+0.00018601i,-0.00029403+0.00043659i,0.00010989+0.00059816i,0.00095537+0.00030259i,0.00063728+8.9236e-05i,0.00017242-0.00032994i,0.00029447-0.00056163i,0.00054599-0.00014287i,0.00075023+0.00066299i,0.00020675+0.0002904i,-0.0003385-0.00027143i,-0.00019899+0.00037637i,0.00038068+0.0006864i,0.00057916+0.00069806i
0.00075438+0.0021295i,0.0008928+0.0023787i,0.0023469+0.0015486i,0.0026503+8.6207e-05i,0.0010941-0.0011762i,-1.4609e-05-0.00088808i,-0.00037333+0.0007406i,-0.001145+0.00063778i,-0.00052388+8.5535e-05i,0.00036784+0.00016826i,0.00055487-0.00015064i,0.00017815-5.1816e-05i,4.1984e-05-2.0907e-05i,0.00024902-0.00042298i,-5.1817e-05-0.0004189i,0.00029498-0.00014599i,0.0010152-0.00020508i,0.0010892+0.00049443i,0.00053818+0.00081009i,-0.00017102-0.0001987i,6.5845e-05-0.00064231i,0.00051528-0.00037346i,0.00019365+0.00017871i
0.00052223-0.0012319i,0.0005968-0.0010419i,0.00037191-0.00029347i,0.0004216+0.00038211i,0.00031429+0.00076222i,-2.104e-05+0.00063007i,0.00076521+6.869e-05i,0.001302-0.00024615i,0.0008923+7.4491e-05i,-0.00048407+0.00044889i,-0.00099698-3.5939e-05i,-0.00037011+0.00040183i,-0.00022069+0.00079187i,-0.00072332+0.00031818i,-0.00099915-2.9428e-05i,-0.00066518-5.8953e-05i,0.00036922-0.00022629i,0.00088212-0.00014199i,0.00015374+0.00022989i,-7.5626e-05+0.00034061i,2.0298e-05+0.00031691i,-9.7795e-05+5.8882e-05i,0.0002054+0.00022191i
0.00092556-0.00094696i,0.0013535-0.00052692i,0.0010262-0.00028557i,3.0293e-05-0.00023492i,-0.00094037-0.00028304i,-0.00090349-0.00069472i,-0.0011814-0.00043041i,-0.0011646+0.00014241i,-0.00027564-0.0007364i,0.00038197-0.001064i,0.00036618+0.00018665i,0.00034875+0.00016035i,-0.00020287-0.00055996i,-0.00013906-0.00017432i,0.00051551-0.00024164i,0.00048572-0.00016251i,0.00015373+0.00030932i,-0.00035944+0.00029823i,0.00039431+0.00073164i,0.001022+0.00061535i,0.00083835-0.00011288i,0.00086129+7.6636e-05i,6.8766e-05+0.00057552i
0.00030235-0.00041955i,0.00054497-0.00054562i,0.0001324+0.0002511i,-0.0001509-4.2621e-05i,-0.0010533-0.00055703i,-0.00066079+0.00013227i,3.4927e-05+0.00043726i,-3.8514e-05+2.2101e-05i,9.5474e-05-0.00053562i,0.00029911-0.00053846i,0.0005453-0.00010821i,0.00081953+0.00018568i,8.8835e-05-0.00021692i,-0.00029749-0.00062098i,-0.00023462-0.00011129i,0.00012554+5.7904e-05i,0.00043326+7.6382e-05i,0.00027881+0.0003904i,-4.9165e-05+0.00098546i,0.00044719+0.0013865i,0.00063875+0.00095564i,2.441e-05+0.00030269i,-0.00014499+0.00055225i
0.0024744-0.0003416i,0.0019413-0.0010429i,0.001813-0.00094937i,0.0011256-0.0013766i,0.00024589-0.0015229i,0.000206-0.00066058i,0.00026584+4.1354e-06i,-0.00012068+6.7356e-05i,0.00065236-0.00022641i,0.0012955-0.00066802i,0.00096318-0.00055665i,0.00045646-0.00041551i,0.00039626-0.00073271i,0.000365-0.00080428i,-0.0004279-0.0006399i,-0.00056893-2.5446e-05i,-0.00034798-0.00013234i,-0.00018394+2.1919e-05i,-0.00040786+0.00063135i,-0.00026179+0.00059378i,0.00039412+0.00062664i,0.00055204+0.00062748i,0.00045647+0.00024747i
0.00017236+0.0018099i,0.00026992+0.0014846i,0.00064566+0.0017445i,0.0013006+0.00092849i,0.0015996-0.00078357i,0.00040485-0.001286i,-0.00041063-0.0010288i,-0.00010149-0.0012059i,6.0169e-05-0.0009915i,1.8574e-06-0.00044491i,2.3375e-06-0.00014741i,0.0005033-0.0010749i,0.0011391-0.0012062i,0.00094078+0.00020601i,0.00039073+0.00030851i,-0.00089776+0.00019981i,-0.00084807+0.00022045i,3.0676e-05+0.000691i,0.00010076+0.0013119i,-0.00086039+0.00083701i,-0.0010215-2.8624e-05i,0.00067344+0.00018525i,0.0010996+3.8656e-05i
0.0012867+0.0015303i,0.00078552+0.001681i,0.00015159+0.0017563i,-0.00052713+0.00053848i,-0.00078042-0.00097273i,-0.00090992-0.00097908i,-9.4202e-05-0.00047935i,0.00035811-0.00034908i,5.4325e-05-0.00033554i,-0.00049651-0.00022441i,-0.00055365+9.1289e-05i,-0.00022062+0.00046628i,-0.00012534+4.2086e-05i,0.00025807-0.00048674i,0.00013001+2.7896e-06i,-0.00026114+0.00065647i,-0.00046969+0.00041756i,-0.0007032-0.00071304i,-0.00077829-0.00072855i,-0.00065294-0.00015518i,-0.0001358-0.00015492i,0.00023983-0.00031722i,0.00010537+7.7843e-05i
-0.0013173-0.00069592i,-0.00078734-0.0003799i,0.00045672+0.00051277i,0.00085658+0.00040797i,0.0010608+0.00034863i,0.0016594+0.00074831i,0.0011006+0.00061362i,0.00028866+0.00029815i,6.4622e-05-5.533e-05i,0.00036324+0.00042568i,8.3754e-06+0.0011702i,9.9108e-05+0.00060163i,0.00025707+2.4667e-05i,0.0001582-0.00023301i,-0.00018527-0.00038903i,-0.00034378-0.00012436i,-4.5182e-05+0.00011408i,0.00082467+5.3389e-05i,0.00094211-0.00020532i,-5.7585e-05-0.00036106i,-0.00077389-0.00045942i,-0.00048122-0.0009765i,-9.2249e-05-0.00091013i
3.1399e-05-0.0010261i,-0.00087479-0.00054659i,-0.00095641-0.0014595i,-0.0011317-0.0015115i,-0.001468-0.00084995i,-0.0012753-0.0012853i,-0.00092794-0.0014333i,-0.0005451-0.0011792i,-2.9912e-05-0.00096191i,0.00047367+9.7114e-05i,0.00039726+0.00052147i,0.00031461+3.0913e-06i,-0.00018503-0.00071568i,-0.0012444-0.00097425i,-0.00075397-0.00025514i,1.3886e-05+1.0537e-06i,-0.00020164+0.00033077i,-0.00068879-0.00018227i,0.00022485-0.00096614i,0.0011871-0.00025994i,0.00055715+0.00047929i,-0.0001494+0.00018378i,2.4178e-05-0.00069581i
0.00020819-0.00086804i,0.00094359-0.00019056i,0.001459+0.00021293i,0.0014534+0.0010392i,0.00029082+0.0010634i,5.6347e-05+0.00064891i,0.00085834+0.00038522i,0.001552-6.5298e-05i,0.00088173+0.00024779i,0.00026372+0.00078804i,0.0004465+0.00089248i,0.00031218+0.00093186i,0.00019507+0.0010007i,-0.00010919+0.0012746i,-7.4374e-05+0.001281i,0.0005536+0.0011901i,0.00038171+0.00036582i,-2.2066e-05-0.00011331i,3.6705e-05+0.00086304i,3.4559e-05+0.00046081i,0.00046075-6.01e-05i,9.9735e-05-0.00022371i,-0.00027066-0.00025026i
0.00056695+0.0011182i,0.00045868+0.00063229i,0.0001035-9.9975e-05i,-0.00019096-0.0016138i,-0.00047065-0.0014405i,-0.00031512-0.0004473i,0.00023645-4.8825e-05i,0.00085621+4.6983e-05i,0.00078338-0.0005399i,0.00055511-0.00036053i,0.0012814+7.7945e-05i,0.001383-0.00052556i,0.00084174-0.00089923i,0.00094473-0.00050644i,0.00068583-0.00012287i,0.00010756-0.00018578i,-1.2809e-05-0.00021448i,0.00034896+9.8318e-05i,0.0002945+0.00054173i,-0.00017538+0.00050193i,-0.00083251-0.00029158i,-0.00016595-0.00049287i,0.00075424+5.9603e-05i
-0.00019616-0.0027772i,-0.00046715-0.0013007i,-0.001458-0.00010205i,-0.001904+0.00065985i,-0.0010825+0.00041295i,-0.00081951-9.1061e-05i,-0.00025916+9.0562e-05i,-0.00017039+0.00014359i,-0.00051128-9.6615e-05i,-3.7013e-05-0.00065405i,-0.00059272-0.00058629i,-0.0008215+0.00017005i,-0.00042718+0.00057313i,-0.00018188-0.00044609i,-0.00025276-0.00026519i,-0.00082036+0.00026007i,-0.0004916+0.00014626i,-3.8191e-05+5.4118e-05i,0.00033533+0.00014936i,0.00074573+0.0003719i,0.00050166-0.00021908i,0.00047158-0.0008483i,0.00037195-5.4682e-05i
0.00063009+0.0018677i,0.0015109+0.0010431i,0.0015301+0.00095117i,0.0018244+0.00023752i,0.0013547+0.00023971i,0.00079416+0.00053889i,-0.0003276+0.00043589i,-0.0011275+0.00067117i,-0.00051524+0.00041571i,9.9274e-05+0.00017818i,0.00028081+0.00018508i,4.7872e-06+0.0001214i,-0.00031676+0.00041489i,-0.0003303+0.00046233i,1.5344e-05+0.00026204i,1.1945e-05+1.9219e-05i,0.00020961+0.00010679i,-4.0389e-05+1.434e-05i,-0.0011919+1.3136e-05i,-0.0013742+5.6121e-05i,-0.0011522+0.00046678i,-0.00068601+0.001003i,0.00018756+0.00034904i
0.0011579+0.0012396i,0.0012774+0.00021981i,0.001991-0.00047694i,0.0018812-0.0012942i,0.0010471-0.0017262i,0.00035246-0.0018055i,-1.9901e-05-0.00082394i,0.00048854+0.00052965i,0.0010812+0.00044739i,0.0010296+0.00028642i,0.00094346+0.00042013i,0.0006612+0.00014394i,2.8535e-05+0.00014008i,-0.00015056+0.00024006i,-1.6455e-05-0.00053359i,-0.00039915-0.001003i,-0.00086032-0.00059176i,-0.0010324+4.8689e-05i,-0.0013909+0.00058398i,-0.0010183+0.00077315i,-0.00062336+0.00059984i,-0.00084219-0.00027559i,-0.00060111-0.00089826i
-0.0014104-0.0021717i,-0.00083031-0.0016264i,-0.00037936-0.0015943i,-0.00018366-0.00081434i,-0.00010117-0.00082745i,-0.00075266-0.00081032i,-0.00078092-0.00046495i,0.00023172-9.0191e-05i,1.3336e-05+0.0005828i,-0.00086097+0.00096455i,-0.00099972+0.00067613i,-0.00028956+0.0002746i,0.00019404+0.00078636i,7.4033e-05+0.0007624i,-0.00022211+0.00035826i,-0.00036154+0.00026434i,-9.4669e-05+0.00039444i,0.00023834+2.3104e-06i,0.00033252-0.00027821i,0.00022805+0.00019311i,-0.0002872+0.00064971i,-7.2609e-05+0.00073746i,2.4415e-05+0.0012818i
-0.0020411+0.00188i,-0.0011654+0.0022612i,-0.00039033+0.0029334i,0.00051824+0.0020232i,0.0010208+0.00061605i,0.00075415+0.00012988i,0.00023214-0.00012902i,-0.00030476+0.00060738i,-9.0449e-05+0.0010377i,0.00063984+0.0012009i,0.0013455+0.001053i,0.0015167+0.00043763i,0.0012099+0.00065807i,0.00045871+0.00084297i,-9.1952e-05-8.2696e-05i,0.00014585-0.0014349i,0.0006667-0.00094762i,0.00056439-0.00016451i,9.5083e-05-0.00064587i,-0.00034644-0.00075961i,-0.00031744-0.00060566i,-2.7732e-05-0.00039569i,0.00022022-1.0185e-05i
-0.00029938-9.8767e-05i,-0.00041837-0.00049164i,0.00060036-8.1364e-05i,0.0013512-1.8393e-05i,0.00065251-0.00045167i,-0.00010989-5.6222e-05i,-2.5362e-05+0.00016344i,0.00016011-0.00021107i,-8.7212e-05-0.00016464i,-2.8509e-05+0.00045784i,0.00014637+0.00085323i,-0.0004693+0.00029507i,-0.00049542-1.9409e-05i,-0.00025493+0.00052489i,-0.00052581+0.00025566i,-0.00079938-0.00045772i,-0.0011967-5.7018e-05i,-0.0010153+0.00052354i,-0.00054968+0.0005142i,-0.00028899-7.5125e-05i,-0.00064076-0.00016176i,-0.00089757-0.00048511i,-3.9421e-05-0.00026066i
-0.00030709-0.00020369i,0.00049871-0.0019356i,0.00066986-0.0027407i,-1.3823e-05-0.0019912i,-0.00029997-0.0016806i,0.00019492-0.0012799i,0.0002988-0.00078828i,0.00011285-0.00017413i,-3.2867e-05+0.00018137i,4.8253e-06+0.00053624i,0.00060267+0.00021837i,0.0013554+0.00056862i,0.0008277+0.0011269i,0.00016283+0.00059942i,-0.00020764+0.0002294i,-0.00035125+0.00043181i,-0.00031933-9.3154e-05i,0.00027519-0.00039185i,0.00081978+0.00057946i,0.00073592+0.0013231i,0.00014068+0.00048182i,-0.0011603-0.00083498i,-0.0010458-0.000566i
0.0012571-0.00081148i,0.001072+0.00027068i,-0.00025462+0.001163i,-0.0010562+0.00054621i,-0.0010788-0.00013904i,-0.0013017-0.0002899i,-0.00050393+0.0010557i,0.00069157+0.0013091i,0.00064876+0.00025439i,0.00082945+0.00038125i,0.00079143+0.00057736i,0.00049524+0.00061885i,0.00033899+0.00047572i,0.00047265+0.00045285i,0.00035532+0.0010022i,-6.3905e-05+0.00028195i,-7.7687e-05+4.0208e-05i,-0.00031438+0.0002892i,-0.00048685-0.00026187i,-0.00089527-0.00064666i,-0.0007992-0.00035128i,-0.00053904+0.00048355i,0.0001328+0.0012424i
-0.00086709-0.00043311i,0.00013455+0.00047979i,0.00036227+0.00038765i,0.00051277+3.3333e-05i,6.537e-05+0.00055469i,-0.001356+0.0008282i,-0.0012967+0.00011176i,0.0002432-4.4879e-05i,0.00072869-0.00015212i,0.00067306-0.00056974i,0.00035342+0.00016352i,-0.00032532+0.0010884i,-0.00045816+0.00092618i,-0.00015179+0.00024872i,-3.8644e-05-1.509e-05i,-0.00013765+3.0902e-05i,-0.00084953-0.00017121i,-0.00085436+1.7434e-05i,-0.00011901+0.0003433i,0.00022893-1.1703e-05i,0.00083791-1.8669e-05i,0.0017508+2.1048e-05i,0.0005316+6.2692e-05i
