-0.00060246+0.00039299i,0.00011104-0.0005721i,-0.00086197-0.00029731i,-0.0010896+0.00049031i,-0.00065182+0.00068708i,-0.00033463+0.00078579i,-0.00083063+0.0016145i,-0.00029871+0.0015577i,0.0012201+0.00087421i,0.0017547+0.00074309i,0.0016669+0.00056942i,0.00089168-0.00045183i,1.1447e-05-0.00096752i,-0.00045608-0.00029931i,-0.00024655-0.00012339i,-0.00026141-9.36e-05i,-0.0010279+0.00012328i,-0.0010892+0.00069135i,-0.00036226+0.00090426i,-0.00032589+0.00048087i,-0.00017224-0.00015542i,-0.00017356-0.00016522i,-0.00049319+1.9933e-05i
0.0016839-0.0022194i,0.0015012-0.0026789i,0.0020483-0.0044624i,0.0020624-0.0056691i,0.0011938-0.0043544i,0.00074661-0.002236i,0.0010484-0.0024934i,0.0003345-0.0025924i,-0.00063824-0.0022052i,-0.00010616-0.0017561i,-0.00015878-0.0012039i,-0.00092887+0.00024757i,-0.00089214+0.0019233i,-0.00018151+0.0017856i,-0.00017379+0.0009503i,-0.0017108+0.00032233i,-0.0037336-0.00033283i,-0.0048593-0.00032352i,-0.0031516+0.001296i,0.0008819+0.0033892i,0.0058712+0.0021034i,0.0083325-0.0013541i,0.0061785-0.0031072i
-0.00042057+0.00069982i,0.00075157+0.003758i,0.0014979+0.0069096i,0.0021078+0.0069519i,0.0020245+0.0032379i,0.0021724+0.00019485i,0.0018282-0.0013606i,0.0016675-0.0031171i,0.002038-0.003183i,0.0028044-0.0026353i,0.0026889-0.003815i,0.00054157-0.0047109i,-0.0017663-0.0047185i,-0.001117-0.0037635i,0.00065995-0.0028032i,0.0015655-0.0021746i,0.0021979-0.001745i,0.0028148-0.0018581i,0.0010061-0.002089i,-0.0031016-0.0016297i,-0.0074187+0.0005349i,-0.0086953+0.002912i,-0.0055858+0.0037666i
0.00067911-7.2874e-05i,0.00077803-0.0017243i,-0.0014396-0.0037461i,-0.0019511-0.0052703i,-6.8214e-05-0.0054549i,0.0023014-0.0038558i,0.0043129-0.0019136i,0.0050371-0.00099341i,0.0051659-0.00015222i,0.0056646+0.00082605i,0.0051086+9.1667e-05i,0.0030814-0.00068258i,0.0016723+1.9597e-05i,0.0011535+0.00074241i,0.00025933+0.0012455i,-0.0011518+0.00043049i,-0.00247-0.00053764i,-0.0024313-2.8147e-05i,-0.0006575+0.0010206i,0.0035667+0.00063789i,0.0076716-0.0017948i,0.0076085-0.004527i,0.0039597-0.0054262i
-0.0010217-0.0011354i,-0.0011929-0.0012313i,-0.001135-0.00029472i,-0.0020454+0.0015499i,-0.0037363+0.0032695i,-0.0049282+0.0036934i,-0.0045143+0.0038557i,-0.0024372+0.0051764i,-0.00021012+0.0066741i,0.0013246+0.0066744i,0.0023794+0.0046955i,0.0032459+0.0024624i,0.0024701+0.0006776i,0.0016006-0.00062982i,0.0013005-0.00089229i,0.0013445-0.0013818i,0.0022682-0.002522i,0.0029415-0.0023998i,0.0014729-0.0023906i,-0.002436-0.0018172i,-0.0061631+0.00064813i,-0.0067705+0.0036529i,-0.0040847+0.0045659i
0.0023017+0.001502i,0.0030998+0.0014426i,0.0041277-0.00046815i,0.003396-0.0046002i,0.0020551-0.0075359i,3.4529e-05-0.0058013i,-0.0015791-0.00082821i,-0.001998+0.0042048i,-0.0021711+0.0064981i,-0.0015293+0.0067703i,0.00015507+0.006636i,0.0018896+0.0053841i,0.0019181+0.0032912i,0.0013008+0.0019985i,0.0013297+0.0020466i,0.0010618+0.0029731i,-6.0194e-05+0.0036467i,-0.0012783+0.0036571i,-0.00036085+0.0025254i,0.0033532-0.00060436i,0.0070114-0.00419i,0.007281-0.0050285i,0.0045862-0.0038543i
0.0017578+0.00012933i,0.0014782-0.00096984i,0.0011258-0.0010803i,0.00061956+0.00016911i,-0.00022265+0.0012261i,-0.0015383+0.00074842i,-0.0036051+0.00016943i,-0.0053345+0.00022837i,-0.0053573+0.0012443i,-0.0044997+0.002349i,-0.004272+0.0029315i,-0.003398+0.0030639i,-0.0019067+0.0018477i,-0.0013651+6.0645e-05i,-0.0013378-0.00052911i,-0.00043308-0.00026259i,0.00074589-0.00041215i,0.0010765-0.00072803i,0.0004377-0.00033868i,-0.0027255+0.0018491i,-0.0057163+0.0048763i,-0.0058073+0.0063162i,-0.0038307+0.0049516i
-0.00058478+0.0013396i,1.1504e-05+0.0010173i,0.0020099+0.00080436i,0.0026603-0.00062548i,0.0015116-0.0026277i,-0.00014827-0.0024724i,-0.0001599-0.0034583i,-0.00011548-0.00626i,-0.0014074-0.0076511i,-0.0025418-0.006344i,-0.0030936-0.0028983i,-0.0033144+7.8794e-05i,-0.0022935+0.0010463i,-0.0010472+0.0010099i,-0.00064938+0.000508i,-0.0013323+0.0018286i,-0.0018298+0.0037171i,-0.0011261+0.0037035i,7.8215e-05+0.0031418i,0.0019491+0.00085264i,0.0048325-0.0038318i,0.0059029-0.0063603i,0.0044868-0.0043771i
-0.00099603-0.0019767i,-0.00077255-0.0015362i,-0.00032174-0.0015868i,-0.00054066-0.0016974i,-0.00098251-0.0019727i,-0.0001973-0.0012952i,0.0012653-0.0023114i,0.0024773-0.0057958i,0.0031624-0.0076787i,0.0017377-0.0064774i,-0.0011178-0.0045924i,-0.0031636-0.0029058i,-0.0037794-0.0017706i,-0.0031601-0.00053427i,-0.0030607-4.2393e-06i,-0.0025798-0.0011795i,-0.0014927-0.0026385i,-0.0012672-0.0020587i,-0.0022394-0.00018458i,-0.0034357+0.0029027i,-0.0050363+0.0067914i,-0.005549+0.0077973i,-0.0039677+0.0058493i
-0.0020164+0.00035995i,-0.0021432+0.00099941i,-0.0025331+2.7687e-05i,-0.002173-0.0012675i,-0.00037313-0.00057696i,0.0017807+0.00031588i,0.0035405+0.00044487i,0.0050421+0.00037328i,0.0068364-0.00046155i,0.0073724-0.0016533i,0.0050969-0.0029464i,0.0019165-0.003849i,0.0010962-0.0040247i,0.0013037-0.0022809i,0.00020193-0.00048359i,-0.00021281+5.5979e-05i,0.00076428+9.0434e-05i,0.00074334-7.1728e-05i,0.00084267-0.00082756i,0.0019497-0.0038594i,0.0023833-0.0075634i,0.0026136-0.0080495i,0.002707-0.004375i
0.00094704+0.0012262i,0.0020324+0.0015368i,0.0019745-0.00030382i,0.0013409-0.0021014i,-0.00012-0.00046427i,-0.0015719+0.0019032i,-0.00019017+0.0036749i,0.0034752+0.0054165i,0.0062442+0.0060746i,0.0067816+0.0046547i,0.0052186+0.0016846i,0.002868-0.00031958i,0.0018017-0.0002713i,0.00090637+4.7676e-05i,-0.00012295-0.00073189i,-0.0010173-0.0013689i,-0.00074359-0.0021593i,-0.00077852-0.0027161i,-0.0015442-0.00083809i,-0.0015722+0.0026431i,-0.0019642+0.0057374i,-0.0034474+0.0071692i,-0.0039772+0.0055165i
-0.00037181-0.00055542i,0.00041253-4.4067e-05i,0.0011556+0.00067668i,0.0015547-0.00038664i,0.00049957-0.002056i,-0.00045648-0.0014398i,-0.00063408+0.0016431i,8.5933e-05+0.0056688i,0.0024486+0.0077617i,0.0050923+0.005791i,0.0056674+0.0032004i,0.005361+0.0013302i,0.0046674-0.00055471i,0.0039787-0.0019599i,0.0031984-0.0023267i,0.0020352-0.001209i,0.0017224+0.00010067i,0.00094886+0.00043759i,8.5102e-05-1.8995e-05i,-0.00012565-0.002879i,0.0002546-0.0073075i,0.0009987-0.0087823i,0.0023507-0.0064008i
-0.001744-0.00063767i,-0.0021315-0.00086835i,-0.0026718+0.00012263i,-0.0017584+0.0029719i,-0.00022038+0.0050253i,-0.0012577+0.0044113i,-0.0039644+0.0030127i,-0.0056881+0.0035879i,-0.0058676+0.0057117i,-0.0038688+0.0058941i,-0.0015145+0.0049833i,-0.00065374+0.0039088i,-0.00027263+0.0033907i,0.00051232+0.0026386i,0.00052618+0.00089012i,-0.00015467+0.00034744i,-0.00036224+0.00045644i,-0.00036247-2.3527e-05i,8.4134e-05+0.0015469i,0.0009069+0.0053683i,0.00080098+0.0080271i,-0.00037556+0.0079313i,-0.0016229+0.0054043i
0.0013523-0.0010817i,0.0011453-0.0041257i,-0.0015843-0.006817i,-0.0050847-0.00756i,-0.0061364-0.0060158i,-0.0043273-0.004484i,-0.003801-0.0041129i,-0.0054042-0.0032379i,-0.0064034-0.00083812i,-0.0052448+0.0014408i,-0.0029007+0.0028789i,-0.0016741+0.0028516i,-0.0017717+0.0019065i,-0.0017015-6.0537e-05i,-0.00011471-0.00077957i,0.0016124+0.00041522i,0.0018652+0.00090961i,0.0013619+0.0012408i,0.00080622+0.0007086i,0.00033097-0.0021776i,-0.00023391-0.0059693i,0.00014465-0.0080116i,0.0017836-0.0062762i
4.566e-05-0.0014951i,0.001807-0.0020814i,0.0017883-0.0036446i,0.001097-0.0028645i,0.00018813-0.00097678i,-0.0003833-0.00078132i,-0.00062941-0.0028448i,-0.0017955-0.0044753i,-0.0036018-0.0039486i,-0.0051263-0.0018432i,-0.0053279+0.0012416i,-0.0038863+0.0028426i,-0.0028445+0.0023015i,-0.0017611+0.0026238i,-0.00091357+0.0031131i,-0.0022351+0.0013252i,-0.0029817+9.5362e-05i,-0.0023253-0.00030777i,-0.00070372-0.00071731i,0.0010742+0.0012766i,0.002404+0.0051484i,0.0020365+0.0073465i,0.00017575+0.0067368i
-0.00095297+0.0011234i,0.00059993+0.0021824i,0.0012695+0.0016801i,0.0025636+0.00010474i,0.0023487-0.0004684i,0.0016221+0.001489i,0.0019876+0.0019276i,0.0028618-0.0004817i,0.0024424-0.002437i,0.00041334-0.0024479i,-6.4692e-05-0.0025285i,0.00029546-0.0029315i,-0.00090743-0.0030762i,-0.0020758-0.0030429i,-0.0018785-0.0029696i,-0.0010606-0.0026051i,-0.00021405-0.001403i,-0.00029717-0.00056873i,-0.00059531-0.00076149i,-0.0022372-0.0024193i,-0.00408-0.0047854i,-0.0028023-0.0057251i,0.00015542-0.0051307i
-0.00029684-0.0014874i,-0.0016511-0.0013101i,-0.003545-0.00086192i,-0.0046736-0.00055457i,-0.0049984-0.0011667i,-0.0024153-0.0015452i,0.0012295-0.00091754i,0.0039716-0.00062018i,0.0051518-0.0014111i,0.0037448-0.002738i,0.0019953-0.0032495i,0.0014973-0.0028872i,0.0017978-0.0022307i,0.0018293-0.0023207i,0.0003652-0.0020327i,-0.0012235-0.0012633i,-0.0015906-0.00095949i,-0.0010881-0.00052556i,-4.3277e-05+0.00022462i,0.0018966+0.0013238i,0.0035693+0.0041696i,0.0030197+0.0068301i,0.0008147+0.0071165i
-0.0014642-0.0027863i,-0.0021015-0.0018028i,-0.0029094-0.0019609i,-0.0027294-0.00018067i,-0.0014625+0.0021443i,0.0009871+0.0032434i,0.0012469+0.0028364i,0.00099559+0.0027323i,0.0022048+0.0024656i,0.0024913+0.00072543i,0.0016578-0.0013193i,0.0022551-0.0020943i,0.0033034-0.0017704i,0.0027021-0.0017169i,0.0015903-0.0022558i,0.0018083-0.0015721i,0.0028142-0.0012474i,0.0031358-0.00109i,0.0019961+0.0003603i,-0.00045215+0.00016371i,-0.0031253-0.0021383i,-0.0039195-0.0053487i,-0.0024389-0.0070591i
-0.0025654-0.0045453i,-0.0030019-0.0021934i,-0.0050657-0.001148i,-0.0046902-0.0013754i,-0.003573-0.00040975i,-0.0021078+0.0025504i,-0.0012001+0.0038362i,-0.0014519+0.0033515i,-0.0018063+0.0023037i,-0.00019538+0.0014282i,0.0019298+0.0022785i,0.0036105+0.0035564i,0.0050214+0.0036923i,0.0052109+0.0021336i,0.0037944+0.00024939i,0.00088395-7.6323e-05i,-0.0013444+0.00076012i,-0.0018229+0.001528i,-0.00079378+0.0016931i,0.0011869+0.0019102i,0.0035317+0.0036656i,0.0048312+0.0057874i,0.0030518+0.0063536i
-0.0099098-0.018246i,-0.016353-0.014928i,-0.029282-0.0099308i,-0.028581-0.0019524i,-0.020163+0.0052377i,-0.0080039+0.0084231i,-0.001297+0.0041723i,-0.0026576+0.0009296i,-0.0037014+0.00045259i,-0.0022133+0.0019081i,0.00059681+0.0039481i,0.0027154+0.0034043i,0.0041671+0.0020342i,0.0051813+0.00075044i,0.0047226-0.00085175i,0.0033406-0.0021191i,0.0018773-0.0022991i,0.00077164-0.00057141i,-0.00060724+0.00096668i,-0.0023255+0.0022898i,-0.004129+0.0015043i,-0.0049462-0.0016258i,-0.0033722-0.0042532i
0.0030606+0.0083485i,0.0077525+0.0063531i,0.014129+0.0031034i,0.014426-0.00067113i,0.01085-0.0037114i,0.0042529-0.0061034i,0.00028248-0.0048625i,0.00020814-0.0020586i,0.00095959-0.00044026i,0.0023027-5.7222e-05i,0.0012158-0.00021234i,-0.0017196+0.00064247i,-0.0029619+0.0026871i,-0.002413+0.0035134i,-0.0010193+0.0028352i,-0.0014022+0.0019333i,-0.0027103+0.0017058i,-0.0028032+0.001057i,-0.0021013-0.00034931i,0.00059241-0.00083711i,0.0041399+0.00018839i,0.0055645+0.0022478i,0.004425+0.0046126i
0.0021551+0.0047451i,0.003215+0.0025675i,0.0061015-0.0011829i,0.0057112-0.0057431i,0.0024964-0.0084247i,-0.00040502-0.0075155i,-0.00072143-0.0042609i,0.00082406-0.0028217i,0.0018058-0.0011855i,0.00164+0.00091575i,0.00019909+0.00040717i,-0.0016722-0.0016393i,-0.0040852-0.0023026i,-0.0053448-0.0012237i,-0.0041175-0.00015367i,-0.0024805-0.0011279i,-0.00091469-0.002412i,-0.0001452-0.0018219i,-5.1982e-05-0.00059991i,-0.00090077+0.000322i,-0.0039008+0.00040427i,-0.0051969-0.0020147i,-0.0034116-0.004384i
-0.00066156+0.00088023i,-0.00076197+0.0013389i,-0.00071423+0.0025698i,-0.0002107+0.0034843i,0.00080534+0.0025595i,0.0018302+0.0010969i,0.0028602+0.00052547i,0.0029012+0.0013079i,0.002457+0.0025274i,0.0018039+0.002463i,0.00069581+0.0014394i,-0.00029596+0.0001676i,-0.0010054-0.0013516i,-0.0017637-0.0019493i,-0.0014603-0.00096658i,-0.00086103-0.00026451i,-0.00074013-0.00071574i,-0.00015459-0.0011018i,0.0001527-0.001627i,0.0010293-0.0018002i,0.0032016-0.0005881i,0.0043292+0.0013791i,0.0042425+0.0032054i
0.0029149+0.0015634i,0.0052984+0.0014039i,0.0074574+0.00064515i,0.0074673-0.0015173i,0.0042348-0.002937i,0.00019383-0.0013429i,-0.00080383+0.0012732i,-2.5546e-05+0.0026858i,-0.00064822+0.0030411i,-0.0016939+0.001965i,-0.00093465+0.00027318i,3.4956e-05-0.0013255i,-0.00023251-0.0016938i,-0.0010778-0.0011865i,-0.00081296-0.0012375i,0.0013115-0.00099159i,0.0028284-0.0012214i,0.0025108-0.0011695i,0.0020326-0.00051261i,0.00058383-9.6521e-05i,-0.00267+3.5807e-05i,-0.0049602-0.0010778i,-0.0049248-0.0022435i
6.2453e-05+0.00059901i,-0.0017073+0.00038319i,-0.003279-0.00039171i,-0.0024516-0.001663i,-0.001001-0.0019985i,-0.0010798-0.00078794i,-0.0021065+0.0013752i,-0.001839+0.0026717i,-0.0017267+0.0023956i,-0.0019553+0.0012198i,-0.00015143+0.00033285i,0.002639+0.00050986i,0.0040203+0.00014652i,0.0026907-0.001403i,0.0016174-0.002221i,0.0016768-0.0013616i,0.0021549+0.00045855i,0.0019039+0.0015593i,0.0013227+0.00095902i,0.001389-0.00063533i,0.0029121-0.00198i,0.0047467-0.0008082i,0.0045172+0.0016544i
-0.00078362+0.0013177i,0.00062463+0.00097083i,0.0018098+0.00084465i,0.0014379+0.0020265i,0.00029616+0.0019337i,-0.0013337+7.8775e-05i,-0.0023561-0.00027882i,-0.0020816+3.0761e-05i,-0.0013278-0.00010875i,-0.0012235-0.0010187i,-0.00093499-0.0014002i,-0.00056461-0.0005327i,-0.00055092+9.0455e-05i,-0.00048969-1.6371e-05i,0.00045858+0.00049126i,0.00080474+0.00098045i,-4.8208e-05+0.0003886i,-0.00038037+0.0008885i,-0.00028446+0.0018346i,-0.00035715+0.0022482i,-0.0011466+0.0029057i,-0.0035442+0.0016572i,-0.0054244-0.0010128i
0.00054714+0.0020849i,-0.00015474+0.0015273i,0.0011901-0.00016989i,0.0022727-0.0024009i,0.0016356-0.0035172i,0.00041484-0.0044596i,-0.0011206-0.0042686i,-0.001636-0.003524i,-0.00027395-0.0031326i,0.0011202-0.002703i,0.00060782-0.0015018i,-0.00036823+0.00063481i,-0.00024319+0.0018216i,0.00018577+0.0018877i,0.00051527+0.0011451i,-0.00028116+0.0008118i,-0.0011664+0.0011725i,-0.0012202+0.0021115i,-0.0010149+0.0025766i,-0.00066726+0.00062598i,0.0012726-0.0022942i,0.0037204-0.0026482i,0.0043598-0.00089142i
0.001246+0.0006259i,0.0017772-0.00080624i,0.0029619-0.0014525i,0.0028333-0.0023703i,0.0026289-0.0037554i,0.0018672-0.0034032i,0.00076393-0.0019357i,0.0015106-0.0013782i,0.0027788-0.0012548i,0.0020362-0.00055665i,6.2446e-05+0.0001896i,-0.0016706-4.4831e-05i,-0.0024145-6.9116e-05i,-0.0016838+0.00081602i,-0.00079263+0.0013705i,-6.3163e-05+0.0013077i,-0.0011459+0.00014412i,-0.0024015-0.0020318i,-0.0019639-0.0017994i,-0.0012006+0.0010965i,-0.0020214+0.003281i,-0.0038866+0.0027416i,-0.0045087+0.0013227i
-0.00027759-0.00014649i,0.00074053+0.00027754i,0.0013279+0.0012844i,0.00061305+0.00031453i,-0.00055535-0.00080379i,5.21e-06-0.0012164i,0.0021088-0.001202i,0.0036739-0.0004529i,0.0040259+0.00085804i,0.0031983+0.0020321i,0.0014038+0.0013019i,0.00014324-0.00062017i,-0.000343-0.0015539i,-0.0012356-0.0017354i,-0.0022288-0.0012176i,-0.0022322-0.00097335i,-0.0011973-0.00047996i,2.26e-05+0.00099665i,0.0002907+0.00086602i,-0.00071452-0.00029891i,-0.00036432-0.0012748i,0.0015328-0.0015281i,0.0032202-0.00026094i
0.003375+0.002509i,0.002528+0.00056737i,0.0033541-0.00046414i,0.0043823-0.0013678i,0.0037568-0.0022063i,0.0015336-0.0010399i,0.00046855+0.00095351i,0.0017221+0.0023361i,0.0026498+0.0030665i,0.0017687+0.003265i,0.00069296+0.0019832i,-0.00084563+0.00027174i,-0.0017682-0.00044067i,-0.00043897-0.00035063i,-0.00027341+0.0002266i,-0.00060172-0.00039688i,-0.0003514-0.00078807i,-0.0012019-0.00075768i,-0.0020321-0.00093911i,-0.0016916-0.00018135i,-0.0016555+0.0019433i,-0.002599+0.0029702i,-0.0033792+0.0020836i
0.0011381+0.00015269i,0.0012811-0.002481i,0.0018677-0.003966i,0.0023753-0.0032779i,0.0015888-0.0027899i,0.00032101-0.0022251i,3.0128e-05-0.0005574i,-7.3732e-05+0.0018352i,0.00019312+0.0033133i,4.0861e-05+0.0031117i,2.5257e-06+0.0013108i,0.00084854+0.00012183i,0.0010439-0.00010986i,0.00028328-0.00061839i,-0.00089377-0.00069111i,-0.00039196-4.0814e-05i,0.0013967+0.00088695i,0.0022342+0.00043688i,0.0015524-0.00048812i,0.00032997-0.0013724i,-0.00046879-0.0031448i,0.00083842-0.0042062i,0.0026884-0.0030106i
-0.0027753+0.003069i,-0.00049157+0.0035584i,0.0001391+0.004092i,0.00010658+0.0018928i,0.00055255-0.00052865i,-0.00069589-0.001829i,-0.0028317-0.0014531i,-0.0041619+0.00038975i,-0.0040861+0.0013088i,-0.0021856+0.00020342i,-0.00045917-0.00096622i,-0.00058494-0.00044725i,-0.0014315+0.00013294i,-0.00083341-0.00046088i,8.4981e-05-0.00034217i,0.0002795-0.00017681i,-0.00078053-0.000726i,-0.0016892-0.0011316i,-0.0011337-0.0015278i,-0.00065908-0.00082022i,-0.00055677+0.0011419i,-0.0012946+0.0019274i,-0.0020949+0.0016862i
0.0019565+0.0012489i,0.0018742-0.0016723i,0.003506-0.0041306i,0.0035838-0.004977i,0.0015269-0.0049436i,-0.00022405-0.0032809i,-0.0010583-0.001222i,-0.0013547-0.00069307i,-0.0013347-0.0012832i,-9.5771e-05-0.00093236i,0.0010035+0.00057081i,0.00026104+0.0011186i,-0.00023611+0.00079378i,0.00038322+0.00028146i,0.00053121-0.00058947i,0.00016323-0.00054669i,0.00051567+0.00044885i,0.00087693+0.00131i,0.00096719+0.0008695i,0.0014367-0.00025818i,0.00062449-0.0015583i,0.0010104-0.0023614i,0.002557-0.0021745i
0.0026144+0.0012999i,0.0026317+0.00037362i,0.0034745-0.0002398i,0.0026779-0.00095366i,-0.0003198-0.0011828i,-0.0019612-0.00095069i,-0.0022571-0.0019464i,-0.0014996-0.003341i,0.00067334-0.0030462i,0.0018016-0.0020595i,0.0023198-0.0012127i,0.00099752-0.00026134i,-0.0007438+0.00059581i,-0.00067256+0.0012414i,-0.00019412+0.0014283i,-0.00055555+0.00031983i,-0.0015472-0.00056771i,-0.0028585-0.00058501i,-0.0029371-0.00030757i,-0.0011098-0.00051829i,0.00042181+0.00080474i,0.00057143+0.002973i,-0.0006037+0.0030973i
0.0010421+3.4108e-05i,0.0016978-0.00083014i,0.0030953-0.0028224i,0.0036592-0.004498i,0.0019486-0.004845i,0.00068061-0.0027996i,0.0013328-0.00068985i,0.0020521-0.00036018i,0.0031764-0.00059993i,0.0025913-0.0001248i,0.00096457+0.00020447i,-0.00010291-0.00016719i,-0.00096316-0.00022725i,-0.00077725-0.00040285i,0.00021929-0.00038518i,0.00037828+0.00021128i,0.00064791+0.00029187i,0.0015766+0.00060154i,0.0014486+0.0011856i,0.00066453+0.0011719i,-0.00024322+0.00020758i,-0.00026696-0.0012049i,0.0008058-0.001725i
0.00090357-0.0020905i,0.00023225-0.0031142i,-0.0018892-0.0037721i,-0.0039035-0.0033655i,-0.0039756-0.001129i,-0.0029259+2.9909e-05i,-0.00058968+1.7196e-05i,0.0014008+0.0011099i,0.0024142+0.0019359i,0.001946+0.0024189i,0.00010253+0.0027062i,-0.00073298+0.0018678i,0.0002821+0.00073436i,0.00052388+0.00074703i,0.00041718+0.00061941i,0.00022055+0.0003185i,-0.00054135+0.00012089i,-0.0012122-0.0001692i,-0.0019194-9.7608e-05i,-0.0013798+0.00069312i,0.00055824+0.001365i,0.0014725+0.0013258i,0.0012057+0.00096905i
-0.001865+0.003401i,-0.0012729+0.0043852i,0.00013832+0.004254i,0.0019906+0.0029097i,0.0024879+0.00095104i,0.0016483-0.00020967i,0.00082916+0.00045837i,0.00047698+0.0021931i,2.5122e-05+0.0031198i,-0.00047269+0.0019086i,-0.00042416+0.0011892i,0.00066669+0.0017558i,0.0010371+0.0014601i,8.0452e-05+0.00060717i,-0.00037831-0.00021037i,-0.00011137-0.0007187i,0.00050143-0.00061257i,0.0011072-0.00099255i,0.0013388-0.00054853i,0.00048287+0.00055132i,-0.0013236-5.954e-05i,-0.001583-0.0013113i,-0.00098021-0.0013148i
0.0037657+0.00063568i,0.0046852-0.0027335i,0.0041241-0.0055761i,0.001856-0.006777i,0.00030825-0.0064362i,-0.0010101-0.0037506i,-0.0015434-0.00089406i,-0.00082409+0.00079715i,-0.00057735+0.00059206i,-0.0010335-0.00066407i,-0.0014065-0.0013926i,-0.0011328-0.00079848i,-0.00050818+0.00035423i,-0.00029342+0.00047679i,-0.0004139+0.00043582i,-0.00010317+1.4353e-05i,-0.00028109-0.00077302i,-0.0012127-0.00065992i,-0.002496+0.00069451i,-0.0024944+0.0014217i,-0.00054595+0.00076806i,0.0011188+0.0008425i,0.0016776+0.0015895i
0.00030866+0.0002641i,0.00023111+0.0014092i,-0.00024196+0.0026583i,-0.00059844+0.0025571i,-0.0010597+0.001316i,-0.000469+0.00076463i,-0.00079346+0.00092052i,-0.00253+0.00040917i,-0.0021947-0.00018347i,-0.0013145-0.00077924i,-0.0015604-0.0012264i,-0.0016006-0.00090278i,-0.0011849-0.0011661i,-0.00092374-0.0010714i,-0.00018631-0.00027387i,0.00090556+0.00028441i,0.0010737+0.00035648i,0.0010448+0.00010801i,0.0012537+2.9104e-05i,0.00063936+0.00033595i,-0.00058206+0.00054236i,-0.0012733-0.00018904i,-0.00098686-0.0009901i
0.0017205+9.3564e-05i,0.0017732-0.00051264i,0.0021913-0.0017846i,0.0020164-0.0026661i,0.0015835-0.0030457i,0.0013387-0.0022695i,0.00093708-0.0021613i,0.00049275-0.0018488i,0.00095677-0.001167i,0.0013537-0.001688i,6.9544e-05-0.0022706i,-0.0013302-0.0015825i,-0.001349-2.8495e-05i,-0.00049027+0.0011087i,-0.00041164+0.00042223i,-0.00062078-6.5694e-05i,-0.0016497+0.00043832i,-0.0018106+0.00053183i,-0.00047609+0.00021697i,9.6245e-05+6.6182e-05i,0.00067603-0.00025729i,0.0016387+9.9608e-06i,0.0018344+0.00052907i
-0.0008557-0.0017243i,-0.00030776-0.0013224i,0.0010012-0.00037715i,0.00043899-0.00042392i,-0.0011593-0.0016972i,-0.0015378-0.0025319i,-0.0019478-0.0021179i,-0.0013192-0.0018451i,0.00044039-0.0012198i,0.0024381-0.0004874i,0.0033273-0.00020706i,0.0015531-0.00032239i,0.00064098-0.00070445i,0.00086576-0.001126i,0.00038707-0.0016245i,-6.6978e-05-0.0014599i,-0.00039535-0.00029665i,-0.00014926-0.00053443i,0.0009327-0.0010079i,0.00098705-0.00059063i,-0.00062873+0.00040489i,-0.0018947+0.00085359i,-0.0012964+0.00011618i
-0.0015295+0.0014486i,-0.0012055+0.001913i,9.402e-06+0.0017949i,0.00093049+0.0010374i,0.0013452+0.00055446i,0.0013949+0.0002532i,0.0019016+3.1255e-05i,0.0029054+0.00018291i,0.0031323+0.0016859i,0.0029953+0.0029462i,0.0032033+0.0024327i,0.0020163+0.00052071i,1.1702e-05-0.00048149i,-0.00045222+0.00047723i,0.00036045+0.00074935i,-4.4649e-05-0.00045226i,-0.00063767-0.0012356i,-6.421e-05-0.00063089i,0.00050151+0.0005044i,0.000578+0.00010122i,0.0014472-0.00067679i,0.0023169-0.00042777i,0.002385-9.7442e-05i
0.001005+0.00043944i,0.0011671+6.4881e-05i,0.0017517-0.00063553i,0.002102-0.0019594i,0.001738-0.0020553i,0.0010715-0.0017962i,0.00080458-0.00026284i,0.0001822+0.0016914i,-0.00066293+0.0026057i,6.2705e-05+0.0032606i,0.0012221+0.0027107i,0.0013389+0.001329i,0.00053387+0.00010163i,0.00028155-0.00046734i,0.00066718+2.5978e-06i,0.0010837+0.00027364i,0.0010028+0.0003855i,0.0010363+0.00032257i,0.0013621-0.00026279i,0.00057727+1.3783e-05i,-0.0015371+0.00073503i,-0.0025292+0.00067065i,-0.0019911+0.00071553i
0.00036489+0.00060081i,0.00049251+0.0011497i,0.0010622+0.00058816i,-0.00033846-0.0010352i,-0.0012088-0.0024221i,-0.0011287-0.0018576i,-0.00087315-0.00018886i,-0.00056476+0.00021924i,-0.00068177+0.0010738i,-0.00056941+0.0025042i,-0.00034271+0.0025532i,-0.00014937+0.001754i,-9.5027e-05+0.00075815i,-7.5896e-05+0.00040489i,-0.00016666+0.00043285i,4.5862e-06-7.6937e-05i,-0.00014598-0.00051897i,-0.00064739-0.00067645i,-0.00036649+5.685e-05i,-0.00023338+0.00072086i,0.0014894+0.00043875i,0.0027414+0.00031074i,0.0025168-0.00032672i
0.00097451-0.0008925i,0.0011317-0.00069204i,0.0018704-0.00055115i,0.0017216+0.00010772i,0.0010102-1.5413e-05i,0.00018617-8.135e-05i,-0.00040843+6.9509e-05i,-0.0010826+0.00019052i,-0.0012092+2.619e-05i,-0.0012904+0.00057826i,-0.0017209+0.0010988i,-0.0021114+0.00078962i,-0.0015194-0.00012505i,-0.00065001-0.00049608i,-0.0005995+0.00035702i,3.7404e-05+0.0010191i,0.00057987+0.00081175i,0.00016282+0.00013013i,-0.00065142-0.00041002i,-0.0012721-8.1996e-05i,-0.0018567+0.001442i,-0.0025162+0.0020078i,-0.0029671+0.0015048i
